-0.0037647+0.00683737j -0.00662743-0.00295044j -0.000753204+0.00618129j 0.00574352-0.000324571j 0.00245292+0.00115302j -0.00224679-0.000976961j -0.00214074+0.00472671j 0.00230667+0.00255447j -0.00145046-0.00156204j -0.0032733+0.000544518j -0.00277781+2.3034e-06j 0.000739177+0.00583347j -0.00440574-0.00115346j 0.00258629-0.000769736j -0.00209709-0.000751723j 0.000973065+0.00125829j -0.000850047+0.00105811j 0.000144005+3.01561e-05j 0.00135871+0.000398591j 0.00314676-0.000251111j -0.00265041+0.00278956j -0.00176343-0.00245964j -0.00102488-0.000494707j 0.00140346+0.00306499j -0.000266187+0.00203286j -0.000599721-0.00201087j -0.00083196+0.000577112j -0.0021748-0.000125826j 0.00124767-0.000342491j 0.00094076+0.000433414j -0.00104053+0.0016118j -0.000879537+0.000603536j 0.000669546-1.12576e-05j -6.12425e-05-0.00181485j 0.000731485-0.000721079j 0.00234274+0.000552509j 0.000388185-0.000664255j -0.00137378-0.00063842j 0.00139485+0.000247577j -0.00294445+0.00163572j 3.13902e-05+0.000631425j -0.00117656+7.77653e-05j -0.00102423-0.00198643j -0.000112542+0.00171129j 0.00200092+0.0020341j -1.70829e-06+0.00042559j 0.00260784+0.000318822j 0.0002896-0.00138479j -0.000558064+0.000778119j -0.000615416+0.00119435j -0.000129554+0.00180428j -0.000556532-0.000575743j 0.000719389-0.00065517j -1.52844e-05-0.00209099j -0.00164483+0.00118308j -0.00104567+7.84553e-05j -0.000793838+0.00305585j 0.00113624+0.00391322j 0.0102845-0.00150686j -0.0042071-0.00503512j 0.00154521-0.0119014j 0.00729624-0.00105848j -0.00236084+0.000118337j -0.00495517+0.00754771j 0.00279384+0.00079184j -0.00661318-0.00266977j 0.00624637+0.00598718j -0.0045244+0.00712532j -0.00873467-0.0119108j -0.0125828+0.00868804j 
0.00405437-0.000233869j -0.000545937+0.00104242j 0.00103235-0.00248006j 0.00131086-0.000517104j 0.000536444+0.000282918j -0.00101203+0.000166176j 0.00129325-0.00418241j 0.0025426-0.00049681j 0.00180298+0.0023921j -0.00283453+0.00246207j 0.00224507+0.00278307j -0.00143965-0.00617531j -0.00359396+0.00626799j -0.00323176+0.00177645j -0.000345885+0.00137104j 0.000167538+0.0058446j 0.00416352+0.004091j -0.00392824-0.000376307j -0.00573022+0.00104924j -0.000612436+0.00540495j 0.00601126-0.00414431j -0.00541924-0.00327118j 0.00738527-0.000632112j 0.0029024+0.000370448j 0.0015291-0.00204044j -0.00141657-0.00383224j -0.00195554-0.0084619j 0.00012468-0.000221788j 0.00206452-0.0027055j 0.00151949-0.00257366j 0.000712782-0.00363276j -0.00107696-0.00250794j -0.00200146-0.0031927j -0.0022509-0.00436348j -0.00365056+0.00300032j 0.000228782-0.00842015j 0.00244003-0.00191973j 0.0045096-0.00432461j -0.0103053-0.000792179j -0.00078934-0.000617833j -0.00604163+0.00868316j -0.00199298-0.001177j -0.000689809-0.000525197j 0.00271887-0.00226196j -0.00628141+0.000135808j -0.00747473-0.00573452j 0.00651245-0.00212593j -0.0037196+0.00202771j 0.00262884+0.00203527j 0.000362584+0.00390244j 0.00739278-0.00075138j 0.00411863+0.00104075j -0.00240397+0.000814278j -0.00509232-0.00489382j 0.00217749-0.00377276j 0.00238271-0.00352268j 0.00102717+0.000891484j 0.000257824-0.000450283j -0.00411701-0.000158346j -0.00519833+6.36728e-06j -0.00206948-0.00156028j 0.00311606-0.00537181j 0.00152888-0.000969216j 0.00422869+0.000762532j -0.00187261+0.0010357j -0.000805089-0.00291422j -0.000553547+0.000146271j 0.00093486-0.000515931j 0.00057727-0.0039195j -0.00207805+0.00164731j 
-0.000907815+0.00290627j 0.00063742-0.000487286j -0.00188098-0.000127547j -4.88364e-05-0.000690961j 0.000307742-0.00206683j 0.0023011+0.00183728j 0.000699304+0.00221571j -0.000736018+0.0013997j 0.000615916-0.00312217j 0.00363387+0.00206438j -0.00269959-0.00146416j 0.00194793-0.000245335j 0.000773023+0.00320227j 0.000990416-0.00226485j 0.000338102+0.00205413j 0.00179411+0.0022672j -0.00334036+0.000449174j 0.00114646-0.00281552j 0.00118914+0.00555571j -0.000656716-0.00291504j 0.000387007+0.00269677j 0.00398685-0.00381219j -0.00340954-0.000457268j -0.00186232-0.00262254j -0.00231073+0.00569583j -0.00103519+0.000684294j 0.00357646-0.00334922j -0.000148141-0.00425776j 0.00257185+0.00346467j 0.00105254+0.00435984j -0.00686434-0.00482643j 0.00130092-0.00782189j 0.000416399-0.00403043j 0.00538164-0.00236646j -0.000895166+0.00822389j 0.00500992+0.0032888j 0.00723352-0.00339545j 0.00145496+0.00155087j -0.00294202-0.00427366j -0.000870551+0.00310055j -0.00358114+0.00434208j 0.00320961-0.00886178j -0.000626303-0.00540312j -0.000334063+0.00360723j -0.000121629-0.0174638j 0.00585323-0.000645892j 0.000820778+0.00728621j 0.00742396+0.00195065j -0.00243075-0.00144953j -0.00520759+0.00227438j 0.00575382+0.00393198j -0.00385788-0.0010269j -0.00079372-0.00216822j -0.00014983-0.00170353j -0.00550608-0.00341182j -0.00691535+0.00541286j 0.000544468+0.00261554j -0.00191593-0.00106469j 0.000577622-0.00360702j -0.000765699-0.00547218j 0.00375608-0.00132756j -0.00168468+0.00173662j -0.00374795+3.13276e-05j -0.00184725-0.00128402j 0.00167733-0.00217844j -0.00183719-0.00177867j 0.000981066+0.00065786j 0.00108978-0.00179153j 1.88786e-05+0.00210676j -0.000940717-0.000681912j 
-0.00155027+0.0012102j 0.00149639-0.0015437j -0.000273677+0.00147377j -0.0030916+0.000489439j 0.00223632-0.00190675j -0.00206207+0.00118929j -0.00269464-0.000101761j -0.00153045+0.00181211j 0.00338074-0.00659932j 0.000917496+0.00176891j 0.00286325+0.00226621j 0.000798796+0.00540851j -0.00103969-0.00110414j -0.00124298+0.0028509j 0.000161086-0.000667226j 0.00631287+0.00347882j 0.000605411+0.0018246j -0.00438687-0.00617813j -0.00539549+0.0012109j -0.000888387-0.00325047j -0.00702175+0.00438775j 0.00334384-0.000550453j -0.0024635+0.00194146j 0.00625563+0.00457066j 5.38486e-05-0.00179233j -0.00286419+0.00293808j -0.00257813+0.000325992j -0.000280154-0.00087513j -0.00691128+0.00383758j 0.0016998-4.79749e-05j 0.00370615+0.00431445j -0.000302513-0.00359225j -0.00533568-0.0104146j -0.00325046+0.00280723j -0.000780379+0.00320434j 0.000685681-0.000453022j 0.00176978-0.00476706j 0.00704588-0.0023351j 0.00526982+0.00400613j 0.00347084+0.00162476j 0.00997538+0.00269207j -0.0088121-0.00201618j 0.00436792-0.0044767j 0.00206917+0.00454315j 0.000478763-0.00541255j -0.00353836-0.00113258j 0.000931465+0.00208338j -0.00558082-0.00180344j -0.000921254-0.00267846j -0.000667366+0.0012566j 0.00170145+8.63107e-06j 0.0105963-0.00556281j 0.00383946+0.000620494j 0.000167764+0.00547624j 0.00668187+0.000398485j 0.00719867+0.000969792j 0.00515672-0.00448805j -0.00475748+7.75618e-05j -0.00214257+0.00488832j -0.00181099-0.00164691j -0.000150804-0.00272496j -0.00428714-0.00186298j -0.00121123-0.00231003j -0.0031394-0.00497396j -0.00236943+0.00193565j 0.000369381+0.000995247j -0.00103107+0.00199899j -0.000577821+0.00120028j 0.00159093+0.00440645j -0.00165411+0.000789659j 
0.00902951+0.000658227j -0.000441585-0.00605831j 0.00470235-0.0018165j 0.000282847+0.00392217j -0.0039715-0.00233591j 0.00585638-0.00221363j 0.00395175+0.00686712j -0.00414614+0.00445016j 0.000979668+0.00364333j 0.00208058-0.00152799j 0.00145859+0.000331797j 0.00558585+0.0014386j -0.000455542-0.000812838j -0.000139511+0.0012165j -0.00269643-0.000531989j -0.000282946-0.00224305j 0.000856374+0.00165776j 0.0026566-0.00711218j 0.000223218+0.00220849j -0.00150119-0.0013943j 0.0044959-0.00383616j 0.0022194+0.00204995j -0.00030328+0.00010984j -0.000381143+0.00336087j -0.00459874-0.00507987j 0.00151999-0.00396198j -0.00338179+0.00491814j -0.00319506+0.000202544j -0.00205657-0.00033111j -0.00234444+0.0025331j 0.00244385+0.000549776j 0.00434069-0.00160843j -0.00365984+0.00111231j -0.00262366-0.00664581j 0.00282297-0.00573986j 0.0032406-0.00297572j -0.000540485+0.00288385j 0.00129895+0.00100238j -0.00128745+0.00659634j 0.00235084-0.00608137j -0.0006622-0.00096722j -0.000208487+0.0109014j 0.00178918-0.00454321j 0.000578172+0.00475762j 0.00105289+0.00334608j -0.000650446-0.00494599j 0.00128474+1.11549e-05j 5.32173e-05-0.000348624j -0.00182698+0.001971j 0.00290803+0.00131805j 0.0022907-0.00394113j -0.00217579-0.000508201j -0.00241248-0.000379916j 0.00314057-0.000284052j 0.00010678+0.000934849j 0.00388722+0.000634871j 0.00283947+0.00594331j 0.00207927-0.00444475j 0.00229103-0.00371374j 5.70894e-05-0.000639136j -0.00114762-0.000575185j 0.00429308+0.00427555j -0.00221124-0.00150533j -0.0031098-0.00414544j 0.00560528-0.00596439j 0.00272979+0.00742186j 0.00263071+0.000336631j 0.00214739-0.00113347j 0.00707528+0.00207298j -0.00502496+0.00650174j 
-0.00214168+0.000188302j -0.00120538+0.00175567j 0.000293766+0.00130348j -0.000507114-2.44416e-05j -0.00196717+0.00416397j -0.00408968-0.00239835j 0.00106987-0.00476744j 0.00258963-0.00176774j -0.00511768+0.00162921j -0.00292062+0.0024516j 0.00587907+0.00735026j 0.00183285+0.0062479j 0.0017128-0.00892295j -0.000792173-0.00249188j 0.00216916+0.0035605j 0.0036225+0.00458813j 0.00275506-0.00326252j -3.67357e-05-0.000534275j 0.00065788+0.00223946j -0.000132747+0.003811j 0.00399361-0.00228657j 0.00142035+0.000917558j 0.00488205-0.00389091j -0.0071053+0.000740483j -0.00284925-0.00379553j 0.00648484+0.00700603j -0.00179116+0.00307237j 0.00260761+0.00242985j -0.0033339-0.00979597j 0.00358422-0.00385175j -0.00406211-0.006186j 0.00203828+0.00228158j 0.00239641+0.00241775j -0.00400815-0.00850233j -0.000834032+0.00398708j 0.00587765+0.000690584j 0.00205528+0.007958j 0.00302879+0.00415791j 0.00105153-0.00394847j 0.00109173+0.00549005j 0.00503096+0.00299048j 0.00281048-0.000108542j 0.000687933-0.00275192j -0.00263864+0.00626953j -0.0014179+0.00191329j 0.00712055-0.00197235j 0.00623098+0.00124348j 0.00106313+0.00630207j -0.00525994-0.00457318j -0.00293499+0.00484259j -5.87618e-05-0.000998901j -0.00106615+0.000900941j 0.00456209+0.00391831j 0.000445072+0.00278769j -0.00557369+0.0025778j 0.00555271+0.000383599j 0.000564052-0.000434152j -0.00377363+0.00449758j -0.000443349-0.00058378j -0.00718685+0.000880087j 0.00402605+0.00283679j -0.00457801+0.00187259j 0.00433586+0.00457625j -0.00281716+0.00481647j -0.00423131-1.01011e-05j 0.000261743-0.000858482j -0.000282485-0.00119148j -6.90531e-05-0.00037359j -0.000741782-0.000916559j 0.00036113-0.000248603j 
-0.00335457-0.00219883j -0.00062613+0.00213793j -0.00336003-0.000366559j -0.00013024-0.00193934j -0.00155823+0.00128815j 0.00123219+0.00042274j -0.00141649-0.000178848j -0.00345373+0.00065648j 0.000187753-0.00107808j 0.00521115+0.00015996j -0.00284319-0.00338457j 0.00262911-0.00105367j -0.00227769+0.00345516j 0.00245297+0.0016126j -0.0052877-0.00125357j -0.00237295-0.0018335j 0.000943862-0.00344438j 0.00618171+0.000497565j 0.00334157+0.00145615j -0.00104691+0.00419524j 0.00253761+0.00205213j -0.00488558-0.000616582j -0.00302964+0.00223105j 0.00352026+0.000642799j -0.00658974+0.000574491j 0.00650904+0.00419789j 0.0018144+0.00840196j 0.00364698-0.00122682j 0.0022481-0.000310041j -0.000660138-0.00448417j -0.00567806+0.00897654j 0.000982467+0.00629164j 0.00257044+0.00599473j -0.00524221-0.00440027j 0.00351485-0.000138584j 0.00949726-3.05848e-05j -0.00418612+0.0135128j 0.00106058+0.00522798j 0.00227674-0.00631241j 0.011677-0.00154644j -0.00223907-0.00106096j -0.00213488+0.00162435j 0.0061512-0.00426175j 0.00229695+0.00377276j -0.00739761+0.00763296j 0.00757016-0.00126149j -0.00212707-0.0034386j -0.00232844-0.00389098j 0.00119678-0.00184693j -0.003809+0.000883542j -0.00172912-0.00259009j -0.000987569+0.00455409j 0.000715602-0.00183237j -0.00444403-0.0024088j 0.0029395-0.00115611j -0.00402483-0.00227235j -0.0022675-0.00331128j -0.00035358-0.00881379j 0.0019235-0.00750179j 0.00611842-0.00255807j 0.000124914-0.0047105j -0.00193711-9.94508e-05j -0.000380728-0.00158301j -0.000524356-0.00316606j -0.000127037+0.00155237j -1.09927e-05-0.000651j 0.000371673-0.00129359j -0.00128276-0.00153726j -0.00135242-0.000824848j 0.00151432-0.000394253j 
0.00117373-0.00325023j 0.000323671-0.00325743j 0.00137636-0.00221129j 0.000758808+0.00387406j 0.000896117+0.00118747j 0.0015795-0.00149845j 0.003973+5.61251e-05j 0.00208612+0.00169941j 0.00385297+0.00248129j 5.13714e-07+0.000493111j -0.000631858-0.00175517j -0.00575251+0.00538644j 0.00553264-0.00499064j 0.00155158+0.00132616j 0.00337858-0.00337732j 0.000305082-0.00257127j -0.0037501-0.000786162j -0.00390468-0.00205876j 0.00191494+0.00150838j 0.00182169+0.00388653j -0.00513832+0.00295402j -0.00271948+0.00353604j 0.0001008+0.0012502j 0.00692561+0.00390204j -0.00361267+0.00322302j 0.000596576+0.000339973j 0.00374392+0.00133157j 0.00157438+0.00920231j 0.00451535+6.89209e-06j -0.00669231+0.00369874j -0.00436181-0.00283519j 0.00606535-0.000357467j -0.00323902-0.000978982j 0.00355098-0.00617026j -0.00859479+0.00511337j -0.000338732+0.000139963j -0.00275852-0.00357761j -0.00374959+0.00127857j -0.000581253-0.00355598j -0.00227991-0.00173122j -0.00104468-0.00835733j -0.00108678-0.000863191j -0.00651871+0.00107188j 0.00110109+0.00802664j -0.00133969+0.00123236j 0.00486184-0.00328667j -0.00432281-0.00525776j 0.00170627-0.00085012j -0.00181972+0.00533891j 0.000830169-0.00780334j -0.00447401-0.00339376j -0.000954182+0.00175297j 0.00223189+0.00392916j -0.00254773-0.00551543j 0.00147719-0.000848646j 0.00124328+0.00434861j 0.00101337-0.000324656j 0.000203085+0.00501428j 0.00100957+0.00746672j 0.00249553+0.000904915j 0.000480636+0.000585072j 0.00448455+0.00209792j 0.00100922+0.00248852j -0.00144555+0.000827083j 0.000463256-0.00251636j 0.00472085+0.00377787j -0.00137246+0.00119631j 0.000516467-0.000371021j 0.00192458+0.00165324j 0.00153992+0.00370257j 
0.00446235+0.00287026j 0.00388968-0.00306623j 0.000479522-0.000935879j 4.58388e-05-3.5056e-05j 0.000112659-0.0072244j 0.00482591+0.0023511j -0.00061235-0.000968848j 0.00132466+0.00101315j 0.00402259-0.00928509j 5.63673e-05+0.000411026j 0.002151+0.00266923j 0.000725503+0.00117741j 0.00114994-0.00296934j -0.000976034+0.0068553j 0.00362917-0.00176124j -8.1899e-05+0.00368522j 0.00648405-0.00128911j 0.000277492+0.00132951j -0.000296154+0.00185531j -0.00290317-0.00211548j 0.0063115-0.00149062j 0.00581998+0.00276809j 0.00325546-0.00188645j -0.00206608-0.00307467j -0.00150801+0.00820766j 0.00389002+0.000321216j 0.000426272-0.00473867j 0.00455249-0.00390548j 0.00207866+0.00669951j 0.00527867+0.00287058j -0.00111599+0.00647682j 0.00344493+0.00606685j 0.00292542+0.00407099j -0.00708914-0.00340788j 0.00354499-0.00177154j 0.0025042-0.00346226j -0.000461129-0.00137725j -0.0027072+0.00497103j -0.00461909-0.0039642j 0.0027216+0.00399133j -0.00647525-0.000282058j 0.00693562-0.00146207j 0.00526357+0.00128926j -0.00124408-0.00215607j 0.00217014+0.00677174j -0.002373+0.00527858j 0.00207758+0.00657072j -0.000396343+0.00190804j -0.00113499+0.00197972j 0.000110047+0.00498012j -0.00208478-0.00118414j -0.000536899-0.000454354j -0.000155211-0.00716063j -0.00337309-0.00105031j -0.0033602-0.00240883j 0.00198491-0.00114423j 0.00231252-0.00160914j -0.000428336+0.0021165j -0.00314687+0.00121588j -0.00465836+0.000187408j -6.32152e-06-0.000344564j -0.000725215-0.00881453j -0.00293321-0.00196027j 0.00114134-0.00578111j 0.00174622-0.00010003j 5.97485e-05-0.000784525j 0.00145287+0.004395j 0.00597819-0.00056484j 0.00168405+0.00375678j -0.00654305+0.00370307j 
-0.00165411-0.000789659j -0.00159093+0.00440645j 0.000577821+0.00120028j -0.00103107-0.00199899j -0.000369381+0.000995247j 0.00236943+0.00193565j 0.0031394-0.00497396j 0.00121123-0.00231003j 0.00428714-0.00186298j -0.000150804+0.00272496j -0.00181099+0.00164691j -0.00214257-0.00488832j 0.00475748+7.75618e-05j 0.00515672+0.00448805j -0.00719867+0.000969792j 0.00668187-0.000398485j -0.000167764+0.00547624j 0.00383946-0.000620494j -0.0105963-0.00556281j 0.00170145-8.63107e-06j 0.000667366+0.0012566j -0.000921254+0.00267846j 0.00558082-0.00180344j 0.000931465-0.00208338j 0.00353836-0.00113258j -0.000478763-0.00541255j -0.00206917+0.00454315j 0.00436792+0.0044767j -0.0088121+0.00201618j -0.00997538+0.00269207j -0.00347084+0.00162476j 0.00526982-0.00400613j -0.00704588-0.0023351j 0.00176978+0.00476706j 0.00132494-0.0025334j 0.00167048+0.000766863j -0.00325046-0.00280723j 0.00533568-0.0104146j -0.000302513+0.00359225j -0.00370615+0.00431445j -0.0016998-4.79749e-05j -0.00691128-0.00383758j -0.000280154+0.00087513j 0.00257813+0.000325992j 0.00286419+0.00293808j -5.38486e-05-0.00179233j 0.00625563-0.00457066j 0.0024635+0.00194146j 0.00334384+0.000550453j 0.00702175+0.00438775j -0.000888387+0.00325047j 0.00539549+0.0012109j -0.00438687+0.00617813j -0.000605411+0.0018246j 0.00631287-0.00347882j -0.000161086-0.000667226j -0.00124298-0.0028509j 0.00103969-0.00110414j 0.000798796-0.00540851j 0.00286325-0.00226621j 0.000917496-0.00176891j -0.00338074-0.00659932j 0.00153045+0.00181211j 0.00269464-0.000101761j 0.00206207+0.00118929j -0.00223632-0.00190675j -0.0030916-0.000489439j 0.000273677+0.00147377j -0.00149639-0.0015437j -0.00155027-0.0012102j 
-0.000940717+0.000681912j -1.88786e-05+0.00210676j -0.00108978-0.00179153j 0.000981066-0.00065786j 0.00183719-0.00177867j -0.00167733-0.00217844j 0.00184725-0.00128402j 0.00374795+3.13276e-05j 0.00168468+0.00173662j 0.00375608+0.00132756j -0.000765699+0.00547218j 0.000577622+0.00360702j 0.00191593-0.00106469j 0.000544468-0.00261554j 0.00691535+0.00541286j -0.00550608+0.00341182j 0.00014983-0.00170353j -0.00079372+0.00216822j 0.00385788-0.0010269j 0.00575382-0.00393198j 0.00520759+0.00227438j -0.00243075+0.00144953j -0.00742396+0.00195065j 0.000820778-0.00728621j -0.00585323-0.000645892j 0.000121629-0.0174638j 0.000334063+0.00360723j -0.000626303+0.00540312j 0.00320961+0.00886178j 0.00358114+0.00434208j 0.000870551+0.00310055j -0.00294202+0.00427366j -0.00145496+0.00155087j 0.00723352+0.00339545j 0.00501617-0.00410813j 0.00777503-0.00136359j 0.00538164+0.00236646j -0.000416399-0.00403043j 0.00130092+0.00782189j 0.00686434-0.00482643j -0.00105254+0.00435984j 0.00257185-0.00346467j -0.000148141+0.00425776j -0.00357646-0.00334922j 0.00103519+0.000684294j 0.00231073+0.00569583j -0.00186232+0.00262254j 0.00340954-0.000457268j 0.00398685+0.00381219j -0.000387007+0.00269677j -0.000656716+0.00291504j -0.00118914+0.00555571j 0.00114646+0.00281552j 0.00334036+0.000449174j 0.00179411-0.0022672j -0.000338102+0.00205413j 0.000990416+0.00226485j -0.000773023+0.00320227j 0.00194793+0.000245335j -0.00269959+0.00146416j 0.00363387-0.00206438j -0.000615916-0.00312217j 0.000736018+0.0013997j -0.000699304+0.00221571j -0.0023011+0.00183728j -0.000307742-0.00206683j -4.88364e-05+0.000690961j 0.00188098-0.000127547j -0.00063742-0.000487286j -0.000907815-0.00290627j 
0.00207805+0.00164731j 0.00057727+0.0039195j 0.00093486+0.000515931j 0.000553547+0.000146271j -0.000805089+0.00291422j -0.00187261-0.0010357j 0.00422869-0.000762532j 0.00152888+0.000969216j 0.00311606+0.00537181j 0.00206948-0.00156028j 0.00519833+6.36728e-06j 0.00411701-0.000158346j 0.000257824+0.000450283j -0.00102717+0.000891484j 0.00238271+0.00352268j -0.00217749-0.00377276j -0.00509232+0.00489382j 0.00240397+0.000814278j 0.00411863-0.00104075j -0.00739278-0.00075138j 0.000362584-0.00390244j -0.00262884+0.00203527j -0.0037196-0.00202771j -0.00651245-0.00212593j -0.00747473+0.00573452j -0.00628141-0.000135808j 0.00271887+0.00226196j 0.000689809-0.000525197j 0.00199298-0.001177j -0.00604163-0.00868316j -0.00078934+0.000617833j 0.0103053-0.000792179j 0.0045096+0.00432461j -0.00244003-0.00191973j 0.00311363+0.00562129j -0.000479939-0.00719415j 0.0022509-0.00436348j -0.00200146+0.0031927j 0.00107696-0.00250794j 0.000712782+0.00363276j 0.00151949+0.00257366j -0.00206452-0.0027055j -0.00012468-0.000221788j -0.00195554+0.0084619j -0.00141657+0.00383224j 0.0015291+0.00204044j -0.0029024+0.000370448j 0.00738527+0.000632112j 0.00541924-0.00327118j 0.00601126+0.00414431j 0.000612436+0.00540495j -0.00573022-0.00104924j 0.00392824-0.000376307j 0.00416352-0.004091j -0.000167538+0.0058446j -0.000345885-0.00137104j 0.00323176+0.00177645j -0.00359396-0.00626799j 0.00143965-0.00617531j -0.00224507+0.00278307j 0.00283453+0.00246207j 0.00180298-0.0023921j 0.0025426+0.00049681j 0.00129325+0.00418241j -0.00101203-0.000166176j 0.000536444-0.000282918j -0.00131086-0.000517104j 0.00103235+0.00248006j -0.000545937-0.00104242j -0.00405437-0.000233869j 
0.00458166-0.00245515j -0.00161969-0.00198225j 0.000703553+0.0052769j -0.00395922-0.003713j -0.00363347-0.00310153j -0.00274678-0.00375257j 0.000370467+0.00181568j -0.00144543-0.00243449j -0.00116967+0.003142j -0.00143757-0.00344167j 0.000253624+0.00492236j -0.00198445-0.00361609j 0.00222088-0.000254373j -0.00244138+0.00067034j 0.0035447+0.000849803j 0.00570594+0.00221397j 0.000770878-0.00341971j -0.00144474+0.00187798j -0.00211065-0.00161486j 0.00107135-0.00215498j 0.0023438+0.00535211j -0.00110206+0.00626268j -0.00461644-0.00224751j 0.0034123-0.007127j 0.00164633-0.00498992j 0.00200774-0.00692387j 0.00190551+0.00535342j -0.0104126+0.00421496j -0.00584653+0.0054441j -0.00896413-0.00137859j -0.00929211-0.00118224j 0.00296762+0.00832837j -0.00422816+0.000824968j 0.00123221-0.0137905j -0.00107185-0.00109343j 0.00357688-0.00169256j 0.00314947+0.00463311j 0.00209515+0.00456492j 0.00283765-0.00997643j -0.000999871-0.0105618j -0.00153348-0.00226244j -0.000772568-0.00384383j 0.000865353-0.00159978j -0.00411221+0.00154077j 0.00282768-0.00603034j -0.000211643+0.00153778j 0.00389636+0.00592006j 0.00171862+0.00144372j -0.00190114+0.00365056j 0.000814156+0.00207384j 0.00135905-0.00572673j 0.00101262+0.000629694j -0.0012556+0.00261538j -0.00248811-0.00303497j 0.0038764-0.00339077j 0.00324724-0.0016287j 0.00387119-0.00243837j -0.00053918-0.00124762j 0.000246145+0.00182036j -0.00812235-0.00330413j -0.00327691-0.00273525j -0.00125136+0.000411707j -0.000165919+0.00456763j -0.000508132+0.000501371j -0.000838209+0.0012787j -0.00578305+0.000280259j 0.000740476-0.00521725j -0.00656288-0.0012471j 0.00196672-0.00188667j -0.00214465+0.000447876j 
-0.00198847-0.000221786j 0.000955701+0.0045673j -0.000643641-0.000897794j 0.000909329-0.00216478j -0.00174168-0.00262804j 0.00145588-0.000168406j -0.0014377+0.000717016j -0.00018964-0.000373389j -0.00173961-0.00259774j -0.000734473+0.000992627j -0.00125578-0.000148048j -0.00252565-0.000774166j 6.3746e-05+0.00495696j 0.00294143+0.00603573j 0.00190586+0.00503515j -0.00299892-0.00248448j 0.00430393-0.00038857j 0.00500987-0.00569878j -0.000906182-0.000550399j -0.00066544-0.0011023j 0.00403643-0.00105494j -0.00443562+0.00518401j 0.000246091+0.00285357j -0.000684732+0.00254522j -0.00260444+0.00619894j 0.00551838+0.00323416j -0.00401849+0.00698309j 0.00364186+0.00359384j -0.000710292+0.0018376j 0.00330184-0.00960147j -0.00648274+0.00284364j -0.00318686-0.00224673j -0.00474467-0.0028908j 0.000601999+0.000726754j -0.00599496+0.0116802j 0.00456343+0.00320229j -0.00472575-0.00236992j 0.000703843+0.00196023j -0.00310272+0.0094399j -0.000192942-0.00651735j 0.00310669-0.00963525j 0.00583886-0.00301701j 0.00550808-0.00146238j 0.00328214+0.0115261j -0.00289856+0.00225174j 0.00184193-0.00236682j 0.00552474+0.00170764j -0.00333952+0.00521263j 0.00299942+0.000317384j -0.000473266+0.00152796j 0.00172691-0.0040803j -0.00441524+0.000623074j -0.00325371+0.00122729j -0.0015755+0.000229073j -0.00491193-0.00198559j 0.000885687-0.000194762j -0.00184545+0.00257044j -0.00085762-0.00466386j 0.00257795-0.00211416j 0.00126201-0.000725968j 0.000525626-0.00240341j -0.00069677-0.001155j -0.000958999-0.00158977j -0.00140346-0.00214581j 0.000125695+0.000349755j 0.00022426+0.00118178j 1.50582e-05+0.00205875j 0.00369875-0.000366539j -0.00259921-0.00107437j -0.000164431-0.00277787j 
0.00042411+0.003899j 0.00377931-0.000144406j -0.0017581-0.00027702j 0.000399152-0.00181649j 2.14788e-05-0.00114974j 0.00125002-0.00344836j 0.0020722-0.00342955j 0.00320569-0.00150284j 0.00172335-0.000299189j 0.000717171+0.00204014j 0.00542123-0.000538915j 0.000997858-0.00299012j -0.000982121-0.00103238j -0.00205693+0.000329324j 0.000733904+0.00177072j -0.00127137-0.00159718j -0.00556802+0.00784014j -0.0026845-0.000692959j 0.000690315+0.000953036j 2.39554e-05+0.00349152j 0.00424324+0.0144379j 0.000681926-0.00681936j 0.00173107+0.00509243j -0.00323569-0.00268363j -0.00682353-0.00848089j -7.656e-05+0.00112995j 0.0054158+0.00611742j -0.00265998-0.00210831j 0.00375887-0.00257505j 0.000384678+0.00385193j 0.0051193+0.0017362j 0.00372668-0.0034493j 0.00253605-0.000313863j 0.00112119+0.00297157j -7.19666e-06+0.000903968j -0.00383155+8.3179e-05j 0.010774-0.00248135j -0.000827344+0.000432669j -0.000583294-0.00359574j -0.00296458-0.00408083j -0.00163891+0.00237577j 0.00392483+0.00917134j -0.00536355-0.00451339j 0.00145565+0.00357013j 0.000140587-0.00163359j 0.00723408-0.00474026j -0.00387947+0.00552632j -0.000971237-0.00458509j -0.000909555-0.00539172j -0.00224419+0.00155614j 0.0046468+0.00839784j -0.00215852-1.14141e-05j -0.0033446-0.000158247j 0.00145517+0.00186951j 0.000638502+1.05449e-05j 0.000636507-0.000710087j -0.00193456-0.00677825j -0.00110127+0.00159521j -0.00147848-0.00200961j -0.00537982+0.000882958j -0.000114257-0.00149323j -0.000951714-0.00360545j 0.00166812+0.00212907j 0.00014943+0.00222509j -0.00252388-0.000268575j -0.00168503-0.00424227j 0.00167792+0.0033617j 0.00295095-0.00279856j -0.000443116+0.00229202j -0.00409859-0.000988993j 
