-0.0037647+0.00683737j -0.00662743-0.00295044j -0.000753204+0.00618129j 0.00574352-0.000324571j 0.00245292+0.00115302j -0.00224679-0.000976961j -0.00214074+0.00472671j 0.00230667+0.00255447j -0.00145046-0.00156204j -0.0032733+0.000544518j -0.00277781+2.3034e-06j 0.000739177+0.00583347j -0.00440574-0.00115346j 0.00258629-0.000769736j -0.00209709-0.000751723j 0.000973065+0.00125829j -0.000850047+0.00105811j 0.000144005+3.01561e-05j 0.00135871+0.000398591j 0.00314676-0.000251111j -0.00265041+0.00278956j -0.00176343-0.00245964j -0.00102488-0.000494707j 0.00140346+0.00306499j -0.000266187+0.00203286j -0.000599721-0.00201087j -0.00083196+0.000577112j -0.0021748-0.000125826j 0.00124767-0.000342491j 0.00094076+0.000433414j -0.00104053+0.0016118j -0.000879537+0.000603536j 0.000669546-1.12576e-05j -6.12425e-05-0.00181485j 0.000731485-0.000721079j 0.00234274+0.000552509j 0.000388185-0.000664255j -0.00137378-0.00063842j 0.00139485+0.000247577j -0.00294445+0.00163572j 3.13902e-05+0.000631425j -0.00117656+7.77653e-05j -0.00102423-0.00198643j -0.000112542+0.00171129j 0.00200092+0.0020341j -1.70829e-06+0.00042559j 0.00260784+0.000318822j 0.0002896-0.00138479j -0.000558064+0.000778119j -0.000615416+0.00119435j -0.000129554+0.00180428j -0.000556532-0.000575743j 0.000719389-0.00065517j -1.52844e-05-0.00209099j -0.00164483+0.00118308j -0.00104567+7.84553e-05j -0.000793838+0.00305585j 0.00113624+0.00391322j 0.0102845-0.00150686j -0.0042071-0.00503512j 0.00154521-0.0119014j 0.00729624-0.00105848j -0.00236084+0.000118337j -0.00495517+0.00754771j 0.00279384+0.00079184j -0.00661318-0.00266977j 0.00624637+0.00598718j -0.0045244+0.00712532j -0.00873467-0.0119108j -0.0125828+0.00868804j 
0.000374466-0.000793278j -0.000246348+0.00457499j 0.000558831-0.00356097j 0.00191976+0.00699847j -0.00180231+0.0030375j -0.00497094-0.000477826j 0.00183331+0.00204951j -0.0010561+0.00481338j 0.010421-0.00234327j -0.000897371-0.00728141j 0.0108461-0.00598367j -0.00630203+0.00793442j 0.00970017+0.00564715j 0.00318017-0.00132946j 0.00155156-0.00185966j 0.00797508-0.00142292j -0.000969166+0.000799995j 0.00397785+0.00476658j -0.00390055-0.00178443j -0.00354876-0.001803j 0.00548458+0.00619406j 0.000323076+0.00155067j 0.00295935-0.000661464j -0.00194321-1.15744e-05j 0.00554264-2.6175e-06j 0.00373737+1.40774e-05j -0.00582228-0.003064j -0.00620348+0.00673208j -0.0018935-0.00214076j 0.00117337-0.00160269j -3.26446e-05+0.00114626j -0.00451768-0.00522649j -0.00446732-0.00327363j 0.00508925-0.00195275j -0.00209515-0.00386047j -0.00138003-0.00325368j -0.0079182-0.000642149j -9.59194e-05-0.00241494j 0.000935649-0.00133254j -0.00286733+0.000187146j 0.0036597+0.00171854j 0.000999404+0.00319482j 0.00165475+0.00192301j 0.000497089+0.00144555j 0.0014781+0.00134334j 0.000536759-0.000797222j 0.0007849+0.00357631j 0.00143325+0.00137571j -0.00092181-0.00251856j -0.0040482+0.00199268j -0.00123256-0.000587647j 0.00170364-0.00115391j 0.000218176+0.00157345j 0.0004495-0.00236619j -0.000671166+0.00280932j -0.00123599-0.0023036j -0.00185475+0.00168503j -0.0017211-0.00283211j -0.00345116-0.000647096j 0.00220979+0.000357617j 0.00240953+0.00281556j -0.00305497-0.00416472j 0.000341367-0.000235917j 0.0021203+0.0014783j 0.00285131+0.000233515j 0.000464233-0.00339809j 0.00208911+0.000852942j 0.00315986+0.000227611j 0.000102805+0.000203377j -0.00106485-0.00150277j 
0.00399383-0.00221497j -0.00112986+0.00212337j -0.00244143-0.002293j 0.00171886+0.00540915j -0.00232761+0.00979891j 0.00622717+0.00328163j 0.000958048+0.00132425j -0.000920023+0.00324321j 0.00395599-0.00154741j 0.00993329+0.00702773j -0.00222737-0.00486153j 0.00320787+0.011957j 0.0047006+0.00542197j 0.00130282-0.00533962j 0.00364288+0.00292758j 0.0001236-0.00789704j 0.00123239+0.00598759j -0.00014774+0.00518023j 0.00193286-0.00248174j 0.00715933-0.000347095j 0.00628292-0.000725336j 0.00161158+0.00450453j -0.00478883+0.00138328j -0.00930165-0.00271797j -0.00101766+0.00533176j 0.000313485-3.51893e-05j 0.00507974+0.00246354j 0.00453424-4.62857e-05j 0.000202134-0.00492945j 0.00223904+0.00249376j -0.00102099-0.00155576j 0.00277693-0.00341665j 0.000268594-0.000415747j -0.00601583+0.00295689j 0.000264959+6.8661e-05j 0.000932459+0.000268529j 0.00787971-0.00262348j 0.00342212-0.00208126j -0.00277919+2.44014e-05j 0.00317199+0.00256943j -5.2972e-05-0.000464671j -0.00371933+0.00181799j 0.00193601-0.00084273j -0.00302716+0.000923464j -0.0017205+0.00012817j 0.00103482+0.00226186j 0.00024024-0.000452608j -0.00314611-0.000370006j 0.00265824+0.000179437j 0.00406692-0.00160117j -2.84558e-05-0.000283123j 0.00418855+0.000417763j -0.00373629-0.00343912j -0.00130375+0.00235209j -0.00277731+0.000383359j 0.0035918+0.00416889j 0.00114101+0.000280303j 0.000735908+0.000901728j -0.000341784-0.00541224j -0.00377949-0.00030382j -0.00177382-0.00454351j 0.000124073-0.00138494j 0.00109606-0.00224132j -0.000933257-0.00224397j -0.00267433-0.00261388j -0.00120991-0.00139791j -0.0018097-0.00109712j 0.000208907-0.00233838j -0.000621076-0.000747424j 0.000819871+0.000114349j 
-0.00204762+0.00728075j -0.00540391+0.00127701j 0.000503919-0.00883537j -0.00200283-0.00252408j 0.0020388-0.00292067j -0.00183553+0.00196579j -0.000232424-0.0102878j -0.000351037+0.00485029j -0.00567969-0.000431268j 0.00506736-0.0104233j -0.00581395-0.00764984j 0.0055891+0.00657615j 0.00463234-0.0121754j -0.00129594-0.00168859j 0.00425734-0.00198672j -0.002937+0.00243842j 0.00166966+0.0028871j 0.00297201-0.0026334j 0.007287+0.00275736j -0.000731526-0.00722192j 0.00288865-0.000847298j -0.00227311-0.00036838j -0.0019303+0.00318471j 0.00139796+0.00233786j -0.00202645+0.00266974j 0.000631104+0.000545759j 0.00169031+0.000432466j 0.00156776+0.000230802j 0.00398001+0.00154151j -0.002276-0.000482723j -0.000768643+0.00333584j -0.00358873+0.00435776j 0.0049289+0.0016225j -0.00245098-0.00298951j -0.0037754+0.00103327j -0.00125785-0.00214912j 0.00397038-0.00101907j 0.00272061+0.00374089j 0.000392375-0.00278272j 0.00345065+0.00142636j 0.000963188+0.000817346j -0.000313891-0.00159451j -0.00333747+0.00015288j -0.00103608+0.000913752j 0.00142161+0.00102355j -0.00198797-0.00200337j 0.00264136+0.00476382j 0.00108131-0.00247745j -0.00394367+0.000784878j -0.000437418-0.000841093j -0.00195205+0.000508327j 0.000930284-0.00141484j 2.6174e-05+0.000732625j -0.00315444-0.00420129j 0.00315275+0.00361626j -0.00313312-0.00242575j 0.00153208+0.000504718j -0.00269785-0.00056811j -0.000739597+0.00173757j -0.000563608+0.000738092j 0.00206924-0.0011022j -0.00166125+0.00129047j -0.00224386-0.0015474j -0.00026717+0.000491972j 0.000749233-0.00104461j -0.00285808-0.0021892j 0.000635356-0.00069386j -0.000940305-0.00344553j 0.00256102-0.000779217j -0.00208769-0.00222289j 
0.00259478+0.000790623j 0.00107723+0.00504444j 0.000979407-0.00100088j -0.00149735+0.00204042j 0.00236722+0.00408054j 0.00117718-0.00146282j 0.00203172-0.00135472j -0.00525254-0.00272212j 0.00270578-0.00655762j 0.00540789-0.000272359j 0.00187863-0.000821288j -0.00431216+0.00277809j 0.00355487-0.00285639j 0.00188014-0.00606508j 0.00087981+0.000921527j -0.000428171+0.000482404j -0.000723081-0.00510181j -0.00101313+0.00131199j -0.000547025-0.00173048j 0.00130895-0.0028598j 0.000124469-0.00152237j -0.0013019-0.00491254j -0.00272946+0.00307777j 0.000322956+0.00216449j -0.00171468-0.00130258j -0.0025942+0.00340033j -0.00167975-2.27565e-05j -0.00155582-0.00445194j -0.00108495-0.000439566j 0.000363056+0.00096375j -0.000255972-0.00228782j -0.000457297-0.000648841j -0.000546337+0.0025989j -0.00272137+0.00187666j -0.00190438+0.000894322j 0.00185173+0.00340711j -0.00078258-0.000757098j 0.00223012-0.00250738j 0.00381855+0.000479064j 0.000618682-0.000464582j -0.000626844-0.00378905j 0.00037109+0.003059j -0.0012437+0.000405068j 0.00020341-0.000969411j 0.0002417-0.000701496j 0.000321653-0.000953125j -3.90809e-05-0.00231815j -0.00207395-0.000469085j 0.000770408-0.00128066j -0.000711084+0.000759855j 0.000164914+0.0019883j 0.00142133+0.00122004j -0.000549428-0.00244856j 8.80108e-05-0.000963277j -0.000888497+0.00117108j 0.000773235-0.000635074j -0.000565555+0.00332985j -0.000550209+0.000629524j -0.00230906+0.000722958j -0.00135384+0.000431458j -0.000165351-0.000442374j -0.00178607-0.000465678j 0.000776383-0.00235087j 2.65916e-05-0.0005971j -0.000474872-0.000182533j -0.000110629+1.19082e-05j -0.000216219+0.00265295j 0.00140214-0.00114785j -0.00120352+0.000782924j -0.00167315+0.00210143j 
0.00178389+0.00208045j 0.000491762-0.000646082j -0.0018457+0.00542099j 0.00488334+0.0101345j -0.00193328-0.00187688j -0.00154557-0.00396569j -0.00214129+9.04195e-05j -0.00729791-0.00693066j 0.0032229+0.000894744j -0.00531159+0.00564744j 0.00353924+0.00329588j -0.0160227-0.00267106j 0.000941419+0.000374288j 0.00775008+0.00236345j -0.000372563+0.00873286j -0.00116369+0.00105184j 0.00184337+0.00185607j -0.000130633+3.04939e-05j 0.000418833-0.0049589j 0.00678807-0.00758064j 0.00330305-0.00384053j 0.000205253-0.00310561j -0.0050672+0.000735222j 0.00348264-0.00153807j 0.00211986-0.000721016j -0.00488798+0.00107365j 0.00326083-0.000980237j -0.00236215+0.00186728j -0.00238851+0.000979988j -0.00358926-0.00182168j -0.000302572+0.0035681j -0.00697895+0.0012652j 0.00445119+0.0024703j 0.000787924-0.00365117j -0.00137891+1.4846e-05j 0.000829821+0.000627171j 0.00163398+0.000634379j -0.000876079+0.00391125j 0.00175978-0.00105781j -2.30513e-05+0.00313685j -0.00215627+0.00127807j 0.00249358+0.00260471j -0.00403059-0.00216421j -0.00180055+0.00425619j 9.01086e-05-0.00137024j -6.9944e-05-0.000260938j -0.000198916-0.00399859j 0.00270013-0.00173525j -0.00433456+0.000792942j -0.00372838-0.00105925j -0.00063254-0.00232114j -0.00181965-0.0016202j 0.00229155-0.00053728j 0.00170566-0.00491552j 0.000149253+0.00248754j 0.00126772-0.00319716j 0.00231941+0.00368957j -0.000880726-0.00120925j -0.000286041-0.00267602j -0.00118939+0.0015773j 0.0015541+0.00219589j 0.000932453-0.00187647j 0.0014444-0.00184535j 0.00125383-0.00183302j 0.000802019-0.000743828j 0.00209752+0.000550497j 0.000600803-0.00212818j 0.0030939+0.000313007j 0.00113943-0.00370007j -0.00374487-0.00218115j 
0.000880205+0.00321743j -0.00103494-0.0031196j -0.000877356-0.000335566j -0.00120061+0.000486256j 0.00170862-0.00447863j -0.00227984-0.00357789j -0.000321183-0.000923063j 0.00354062+0.000750114j 0.00208171+0.000544302j -0.00429436-0.00475553j -0.0038681-0.00107173j 0.00659322-0.00904087j 0.00846889+0.00678179j -0.00421297+0.00322903j 0.00700391-0.00968429j -0.00808239-0.00320491j 0.000650939+0.00122877j 0.00190132+0.00671119j 0.00657362-0.00143985j 0.00264061+0.00150365j 0.00279319+0.00732497j 0.00321928+0.00345244j -0.00402174-0.00599942j -0.00455744-0.00103264j -0.000479282+0.000830163j 0.0029225-0.00173048j -0.00089373+0.00249529j -0.00230571+0.00533716j 0.000558702-0.00770275j 0.0015894-0.00335085j -0.000666723-0.00214552j -0.000934474-0.00431233j -0.000935424+0.00203358j 0.00151775-0.00280687j -0.00148359-0.00590855j 0.00463101+0.00409689j 0.00073042+0.00337488j -0.00364633+0.00362076j -0.000860321+0.000882955j -0.000274446+0.00250332j 0.00106089-0.0010794j -0.00405154+0.00185229j 0.000919251+6.30764e-05j 0.000523899+0.000822129j 0.00308267+0.00180965j 0.00191892-0.0016533j -0.000778991-0.000889098j 0.00206919+0.000687136j -0.000253656-0.00388852j -8.63199e-05-0.00361419j -0.00107106-0.00195987j 0.0039234-0.00100125j -0.000462623+0.00394618j 0.000162921-0.00113565j -0.00292314-0.000418873j 0.00255339-0.000276238j 0.000100038+0.00219205j 0.00129895-0.000456704j -0.00043621+0.00119703j 0.000369184-0.000197135j -0.00102858+0.000969787j -0.00052698-0.000986514j 0.000296661+0.0012218j 0.000251862-0.000859401j 0.00126886-0.000705887j -0.00111092+0.00290368j -1.96215e-05-0.00112246j -3.24313e-05-0.00081129j 0.00189192-0.000980313j 0.000979117+0.000518055j 
-0.00271463+0.00299085j -0.00188729-0.00544776j -0.00210888-0.000491997j -0.00195262+0.00310455j -5.93404e-05-0.0031029j 4.50052e-05+0.00288709j -0.000120287+0.00235226j 0.00518044+0.00246538j 0.00265205+0.00642379j 0.000456714-0.000750408j -0.00786576+0.00411074j 0.0099362+0.00315484j -0.000907047+0.000780085j -0.00656769-0.00389846j -0.000802099-0.000108916j -0.00423168-0.00059553j 0.00409722+0.00080515j -0.0021699+0.00547499j -0.0012237+0.00142837j -0.00289024-0.00518378j -0.00155858+0.00177968j -0.000191852-0.00457962j -0.00698043+0.00556223j -0.00742153-0.00293339j -0.000177257+0.00449717j 0.00211691+0.00672357j -0.000605029-0.00238096j -0.00333552+0.00227511j 0.000164748-0.00190991j -0.000390838+0.00138757j 0.000397333-0.00360111j -0.000615275-0.000508101j -0.00239947-0.00576346j -0.00281748+0.00132455j 0.00301257-0.00172998j -0.000619503-0.000632493j 0.000271951-0.00181j 0.00368926-0.000381701j 0.00106456+0.000252971j -0.00164377+0.000352678j 0.00108566+0.00142509j -0.00261551-0.000685519j 0.00324454+0.00304401j -0.000960944+0.0012134j -0.00206882+0.00285332j -0.000806061-5.0197e-05j -0.00052473+0.00173633j -0.00188895-0.00287795j 0.000947531+0.00198844j 0.00235183-0.00219034j 0.000315341+0.000966718j 0.00181416-0.00224696j -0.00150096-0.00245859j 0.000792799+0.00136768j -0.00276331-0.00117926j -0.00147437+0.00231746j -0.000369484-0.00209673j -9.37577e-05-0.000727892j -0.00111047+0.000666188j -0.000551591+0.0015743j -0.000245422-0.00042518j 0.00164392+0.00015497j -0.00182247+0.00091267j -0.000754847-0.000348634j 0.000110266-0.000471357j -0.000471353+0.00100442j 0.000390311+0.000469763j -0.000456098+0.00136834j 0.000648668+0.00217817j 0.00281781+0.00095965j 
-0.00184643+0.00459822j 0.0012401+0.00356302j -0.000769479+0.000555008j -0.00155513+0.00453155j -0.00239565-0.0041218j 0.000631469+0.00106959j 0.00749285-7.2449e-05j -0.008711-0.00418796j -0.00438587-0.00168921j -0.00322279-0.00517801j 0.00755898-0.00256283j -0.0019869+0.00381508j -0.0102996+0.0122683j 0.00783706+0.0030717j 0.0022484+0.00177476j 0.00729913-0.000917837j -0.002053+0.000599232j -0.00220458-0.0010293j 0.00300547-0.00403743j 0.000885673+0.00684197j -0.00381045+0.000533356j 0.00197282+0.000449426j 0.00216686-0.007429j 0.0119757-0.00569295j -0.0015138-0.00747752j -0.0006929-0.000186932j 0.00136558-0.0023632j -0.00832595-0.00326007j 0.00584193+0.00167213j 0.00385112+0.000982927j 0.000815046-0.00828407j 0.00355809-0.00161095j 0.0069293+0.00070975j 0.00221216-0.00297878j 0.0020657-0.00326971j -0.000542428+0.00470912j -0.00139281-0.00149957j -0.00221805-0.00273996j -0.0034437-0.00369668j -0.000377525-0.000851188j -0.000558942+0.00120906j -0.000746263-0.000749378j 0.00111694+0.00230319j -0.00111529+0.00466155j -0.00336341+0.00207664j 0.00196397+0.000721574j -0.00261994-0.00292293j -0.000951364+0.00157022j 0.00735415+0.00158774j -0.000767958-0.00253323j -0.00459312-0.00137468j 0.00223399+0.00226586j 0.000756664+0.000295879j -0.00353281-0.000398004j 0.00332625-4.82341e-05j -0.00345043+0.00522941j -0.00129157+0.000926222j -0.00390294+0.00151717j -0.00231244+0.00156226j 0.00138321+0.000602466j 0.00293608+0.00108655j 0.00112658+0.00170133j 0.000393327-0.000323287j 0.00398183+0.000103357j -0.000223798-0.00166246j -0.00208276-0.00217705j -0.000216675+0.0017381j -0.00047019-0.000989929j -0.000341868+0.00457018j 0.000695173+0.00253246j 
0.00383098+0.00203403j 0.000569156+0.00167479j 0.00201722-0.0012167j -0.00291371-0.00264364j -0.00296142+0.00100305j -0.00258117+0.00393303j 0.00507988+0.00193345j 0.00692772+0.00226412j 0.00165532-0.00269831j -0.00391172-0.0033306j 0.00639366-0.00952604j -0.00431305+0.00017053j 0.0100988+0.000520448j -0.00179353-0.00737809j -0.00175244+2.77099e-06j -0.000126102-0.00402117j -0.00273385+0.00409082j 0.00624541+0.00233836j -0.000585489+0.00714637j -0.00205469-0.00325918j -0.00434443+0.00599128j -0.00188815+0.000712332j -0.00410226-0.00397168j 0.00533034-0.00334007j -0.000558468+0.00215179j 0.00536164-0.000717694j 0.00256304+0.00179253j 0.00395773+0.002944j 0.00171291+0.00316335j 0.00244429+0.00274164j -0.00484074-0.000341057j -0.00408902+0.00172417j 0.00159614+0.0102574j -0.00103634-0.00136081j 0.00164693+0.00100441j -0.000718339+0.0022742j -0.00357514+0.0055325j -0.00403563+0.00447645j 0.000963798+0.00132596j -0.00171276+0.00258237j 0.00204837+0.000881723j 0.000957829+0.00193045j 0.00296452-0.00130407j 0.00278859+0.000889903j 0.00462402-0.000512951j 0.00494282+0.000896993j -0.000731515+0.00160083j 0.00245464+0.00197342j -0.00232154-0.00173597j -5.6023e-05+0.00112397j 0.00183004-0.00255444j 0.00521776+0.00163714j 0.00344006+0.000877126j -0.000966911-0.000682397j 0.00237102-0.000158872j 0.00277789-0.0016806j -0.00120907+0.00382043j 0.00136889-0.00279769j -0.000474368+0.000557125j 0.000578324-0.00115143j 0.00223321+0.00307539j -0.00491391+0.00261512j -0.000201352+0.000198185j 0.0011578+0.000855509j -2.79704e-06-0.00155901j -0.00248871+0.00130613j 0.00408547+0.000842879j -9.84479e-06+0.00336378j 0.00169748+0.000806813j 0.0013386+0.000899278j 
0.00361193-0.000158403j 0.00105154+0.00104578j 0.00231869+0.000518968j 0.000245805-0.00052619j -0.00371453+0.000542641j 0.0040412+0.000835569j -0.00532499+9.50303e-05j 0.0023643-5.81368e-05j 0.0117886+0.00250337j -0.0183461-0.000534045j -0.00976944-0.00217914j 0.000512214+0.0117901j -0.0110181+0.00133636j 0.00145159-0.00424846j 0.0113174+0.000530229j 0.00169133-0.00173292j 0.00792401+0.00036667j 0.0054469+0.000573023j 0.00423632+0.00388714j -0.0038574-0.00440595j 0.00441153+0.00472405j 0.00029176+0.00151744j 0.00249678-0.00396968j -0.00107601-0.00882395j -0.00132552+0.000570353j 0.00106198+0.00346063j 0.00233462+0.000669866j -0.00670818+0.000127509j 0.00102738+0.00273439j -0.00158225+0.000738293j 0.00315639+0.00150314j 0.001223+0.00478673j 0.00528528-0.00125571j 0.000597107-0.00323253j -0.00622362+0.00222356j 0.00123961-0.00310147j -0.00337455+0.00179574j 0.00774102+0.00317062j -0.00269036-0.0028409j -0.00038359+0.00182321j -0.000635704-0.000948476j 0.00273638-0.00305663j -0.00133641+0.0032923j 0.00166423-0.00211226j -0.00152792-0.00207929j 0.000710797+0.00176718j 0.00262959-0.00157097j -0.00263771-0.00160955j 0.00134182+0.00388433j 0.000354066+0.000661445j -0.000421288+0.00104782j 0.0012795-0.00060814j -2.10324e-05-0.00199471j -0.00190729+0.0038163j 0.00187506-0.000764677j -0.000246713-0.000383602j 0.000378507-0.00096726j -0.00113081-0.00304069j -0.00056245-0.00168785j -0.000409245+0.000307619j 0.00350167+0.000787918j -0.00087278+0.00332021j 0.000413303+0.00195009j 0.00188779+0.000623141j -0.000973457-0.00157707j 0.00178831+0.000596492j 0.00282804-0.00314391j 0.00538437+0.00233134j -0.00140557-0.0021452j -0.0010111+0.00232501j 
-0.00130485+0.00295185j 0.000302027-0.00696889j -0.00510861+0.00250881j 0.00685175+0.00896258j -0.00184814-0.0082384j -0.00228426+0.000547451j 0.00784784+0.000332921j -0.00341129-0.00471644j 0.00584204+0.000964512j -0.00496394-0.000704869j -0.00448048+0.00244252j 0.011588-0.00082576j 0.00275651+0.000147709j 0.000780483-0.00528115j 0.00600942+0.00856521j -0.00483146-0.00313532j 0.00268104+0.00471933j 0.00499472+0.00594773j 0.00375745-0.00473609j -0.000751732-0.00190556j 0.000422694+0.00160564j 0.00411864+0.00170136j 0.00198823+0.000465227j -0.00969849-0.000500951j -0.00335686+0.00193153j -0.00052021+0.00112867j -0.00512721-0.00468645j 0.00471664-0.00399168j 0.00465517+0.000305143j 0.00122495-0.000554206j -0.00158387+0.00298516j -0.00228312-0.0013684j 0.00183811-0.0013031j -0.000899852+0.00157196j 0.00504798+0.00173051j -0.00152808+0.00365718j 0.00134225+7.93088e-05j -0.00107328-0.000946687j 0.00215247-0.00107022j -0.000883407-0.00487513j 0.00409367+0.00276903j -0.00112337+0.000761829j 0.0023586-0.00206734j 0.00381448+0.000429691j 0.00236251-0.00135094j 0.00245329+0.00114098j 0.000334239+0.00114024j 7.94941e-06-2.66667e-05j -0.000239169+0.00130938j 0.00322668-0.00625122j -0.000554953-0.00498591j 0.00408183+0.00161041j -0.00098287+0.000626325j -0.000152704-0.00359854j 4.08593e-06+0.000164392j -0.000167671+0.00164679j -0.00244324+0.00186816j -0.00277155-0.000461878j -0.000490627-0.000998042j -0.000999623+0.00449602j 0.00114984-0.00120899j -0.000566317-0.0019738j 0.00188654-0.00297057j -0.00195919-0.00273262j 0.000795027-0.0020083j -0.000800732-0.00247795j -0.0033455-0.00232358j 0.000941608-0.005901j 0.000970281+0.000917713j 0.00362446+0.00267003j 
0.00369434+0.00517132j 0.0030025+0.00249065j 0.00738824+0.00423546j 0.00109099-0.00141684j 0.00839869-0.00252863j -0.0011235-0.00340269j 0.00601804-0.00190655j -0.00898276-0.00758156j -0.00187958+0.0052168j 0.00545856+0.00143338j -0.00256622-0.0031293j -0.00175157-0.00126577j 0.00766948+0.00146864j 0.00445238+0.000610361j 0.00115396+0.0100174j 0.00161769+0.00141621j -0.00895279-0.00715056j -0.00693084+0.000479715j 0.00229999+0.0018855j 0.00173971+0.00167036j -0.00267441-3.61087e-05j -0.00522104+0.00149315j -0.0013135+0.00473085j -0.00486538-0.0105872j -0.00853967-0.00556526j 0.000726445+0.000344169j 0.000380392-0.00389369j 0.00471772+0.000837297j -0.00362731+0.00438487j 0.00059854+0.00144526j -0.00444396-0.000107419j -0.00238473-0.00229119j -0.00143347+0.000123797j -0.00103708+0.00199168j 7.52999e-05+0.000628657j 0.00394101+0.000935094j -0.000767542+0.00178052j 0.0026014-0.00366561j -0.00178797+0.000177415j -0.00133729-0.000300236j 0.00220549-0.000517871j 0.00162316+0.00182105j 0.00239343-0.00307214j 0.00238067-0.000309485j -0.00183166-0.000826382j 0.000262283+0.00105364j -0.000772763-0.00226644j -6.08739e-05+0.000673833j -0.00104751-0.00117721j 0.00293492+0.00277356j 0.000771259+8.79629e-05j 0.00144687+0.00344189j -0.000535827-0.00647485j 0.00132228+0.00106829j -0.0037346+0.00112444j 0.00265232+0.00239086j 0.000133538+0.0017802j 0.00162903+0.00114827j 0.00227215+0.00161108j -0.00188292-0.00289833j 0.000314574-0.00126224j 2.69145e-05-0.000348906j 0.00179361-0.000922138j 5.34148e-05-0.00652702j -0.00219781+0.00184954j 0.00318434+0.00167635j 0.00403609-0.00112586j 0.00208388+0.00218641j -0.000703089+0.0014492j 0.00195002+0.00414599j 
-0.00259022+0.00212913j -0.00285887-0.00415661j 0.0019806+0.000136826j -0.00149463-0.00277608j -0.00161043+0.000648272j 0.00860892-0.00283887j 0.00155402-0.0042698j -0.00250863-0.000349806j 0.0130842+0.00496102j 0.00242694-0.0067402j -0.00153318+0.00371046j 0.00070169-0.00130796j -0.00315328+0.00194962j 0.00375593-0.00471838j 0.00721283+9.41066e-05j 0.0027253-0.000850343j 7.03022e-05+0.00249635j 0.00552122+0.00592606j 0.000399852+0.00845576j 0.00563636-0.00477593j -0.00641723+0.00194175j 0.00287627-0.00124195j 0.0037898-0.00151715j -0.00174564-0.000696938j -0.00182378+0.000462585j 0.00251859+0.00163855j 0.000349431-0.000910123j -0.00341114-0.00574884j -0.0043891+0.00318864j 0.000765041-0.00106494j -0.00691342-0.00349373j -0.00481747-0.00114179j -0.0047149+0.00443138j 0.00152169-6.56232e-05j -0.000435179-0.00243249j -1.35698e-06-0.00213499j -0.00524674-0.00148274j -0.00153648-0.00057063j 0.000268344-0.000482166j -0.00269907-0.00127118j -0.00146578+0.00397108j 0.00217824-0.000513163j 0.00170595-0.00200922j 0.000386667+0.000617702j -0.00153653+0.0040392j 0.0039728+0.00218234j 0.00161301+6.52688e-05j -0.000463235+0.0011848j 0.00437034-0.00110531j -0.000186414-0.00205207j -0.00375855-0.000209325j 0.000681759+0.00033495j -0.00494111-0.000911549j 0.00251283-0.00160215j 0.00158469+0.00127754j 0.003013-0.0026244j -0.000947488-0.000814171j -0.00268285+0.000155812j -0.00183562+0.000169896j 0.000470476+0.00434516j -0.001387+0.00442728j -0.00340289-0.00066654j -0.00154255-0.00212502j -0.00319696+0.000662738j -0.00256579+0.000158429j -0.000793485-0.000192346j 0.00290624+0.00272239j -0.00134267+0.00411114j 0.0012197+0.00184344j 0.00173015-0.00026859j 
