-1.62365e-13+0.113836j -8.28957e-14+0.239221j 3.01005e-16+0.156503j -5.12645e-16+0.0893291j -6.22368e-16-0.170261j 4.06035e-15-0.22631j -4.86672e-16-0.125439j -4.00322e-14-0.190571j 1.25598e-14+0.0710057j -9.10215e-15+0.278497j 4.65678e-15+0.12581j -3.59576e-15+0.188299j -7.52584e-15+0.0222166j 3.24146e-14+0.283211j 7.52309e-15-0.0700675j 6.4812e-15+0.144378j -1.72447e-14-0.152079j 8.04644e-15-0.260819j -1.28848e-15+0.15919j -1.05171e-14-0.240946j -1.67422e-15-0.0204969j 8.12926e-15-0.0178441j 2.05112e-15-0.19716j 1.29926e-14+0.0352964j -4.49631e-15+0.132265j -7.14021e-15+0.261292j 1.22046e-14-0.14571j 1.02657e-14-0.300664j 3.01921e-15-0.114659j -3.41106e-14-0.0134464j 1.45068e-12-0.235053j 6.84721e-14-0.106097j 5.81345e-15+0.0175028j 4.89185e-16-0.0923996j -9.61581e-17+0.0265787j 6.82487e-16+0.0154159j 2.11778e-17-0.0150135j -6.61501e-16-0.0054815j 5.13943e-16-0.0113214j -8.4338e-19-0.00854013j 3.35246e-17-0.0244697j 5.27513e-16-0.00977368j -1.6991e-14+0.00453347j -4.97682e-16-0.00276989j 4.88373e-16+0.00143245j -4.33847e-16+0.012892j -6.50991e-17-0.01153j -2.47879e-16+0.0140946j -6.54209e-16+4.45432e-05j -6.39948e-16+3.39163e-05j 4.23467e-15-0.0145017j -2.62705e-15+0.0179628j -1.2321e-15+0.0164905j 9.36905e-16-0.0036158j 5.75367e-16+0.00737585j -1.18362e-15-0.0110116j -1.55034e-15-0.00641223j -3.54268e-16-0.00455754j -4.05557e-16-0.0169413j -3.26319e-16-0.0199733j 1.59781e-15-0.0286772j 2.81234e-16+0.00747009j -2.82213e-16+0.000341471j 3.55649e-16-0.00403072j 5.69944e-16-0.0337741j 2.58308e-16+0.0180088j -7.05858e-17+0.0106398j 4.56964e-17-0.00493206j -8.64276e-17+0.0335525j 1.66301e-17-0.0317439j 4.6154e-14+0.0254209j -1.37469e-13-0.0783276j 
4.74662e-15-0.00630903j 1.84891e-15+0.000602035j -4.04689e-16+0.00324755j -5.4387e-16+0.00467018j -1.33154e-16+0.00139168j 2.51728e-16-0.00135371j 1.39886e-16-0.00107028j 6.7909e-17+0.000281631j 8.17114e-17-0.000103637j -2.15827e-16+0.000979108j 7.99347e-17-0.00103054j -4.81396e-17+0.000106316j -1.3694e-16+0.00191096j -1.4245e-16+0.000941563j 1.12659e-16-0.000573371j -1.66042e-16+0.00110847j 3.88941e-19+0.0001088j 9.7336e-17-0.000181606j -2.29475e-16+0.00156521j 4.75131e-17-0.000190352j 1.65364e-16-0.00142764j -9.06921e-17+0.000565446j 4.5468e-17-0.000417043j -3.55823e-17-0.000299405j 9.43991e-17-0.00105978j -2.36178e-17-3.93584e-05j 3.86328e-16-0.00277989j 1.57475e-16-0.000460826j 1.93761e-15+0.000853604j -2.98044e-14-0.00484033j 5.75039e-15-0.000920163j 3.47053e-16-8.37557e-05j 1.6381e-15+0.00262432j -6.49073e-16+0.00680384j -4.85858e-16+0.00405887j 8.16816e-17+0.000375391j 7.48949e-17-0.000985863j 4.40623e-17+0.000185402j 4.53849e-16-0.0032494j -5.01513e-16+0.00288875j 1.73304e-16-0.00117927j 9.0909e-17-0.000767479j -1.72753e-14+0.00425663j -5.05789e-16+0.00852419j -3.65374e-16+0.000156599j -8.42346e-17+0.00170503j -5.36838e-17+0.00227723j -5.31112e-16+0.00556586j 3.08269e-17-0.00157608j -8.76097e-16+0.00299934j 2.64839e-15-0.00680744j -1.71274e-15+0.0061258j 4.16089e-16-0.00349607j 3.93824e-16+0.0051219j 2.40791e-17+0.00308295j -2.40275e-16+0.00205393j 3.95544e-16-0.00182571j -5.56612e-16+0.00740041j 7.1034e-16-0.00518842j -6.87482e-17+0.000445978j 9.86363e-17-0.000825168j -8.04351e-17+0.00127089j 7.98519e-16-0.00659678j 1.21555e-16-0.00147484j -3.23882e-16+0.00188066j -2.42674e-16+0.00116431j 6.76217e-16-0.00649939j -7.72209e-17+0.00104327j -3.03447e-16+0.00240418j 9.21076e-16-0.00669381j -1.66594e-15-0.00958788j 8.03447e-15+0.00186532j 
-4.6472e-15+0.00382108j -2.38118e-15+0.00597647j -1.8163e-17+0.000696748j -5.6153e-17-0.000342026j -2.26661e-17-0.000602636j 4.1858e-17-0.00213297j -7.33432e-18-0.000442908j 1.56998e-16+0.000555842j 8.76054e-17+7.2781e-05j -5.71738e-17+0.00126169j -1.90917e-17-0.000568959j 1.11343e-17+8.64714e-05j -4.60934e-17-0.000887503j 2.05053e-16+0.00166153j 5.27812e-17-0.000197399j 4.06115e-18+0.000979449j -6.42648e-17-0.000794085j 4.64086e-17-0.000809138j 6.45863e-17-0.000361037j -8.37795e-17-0.000921285j 2.85374e-17-0.00130841j 1.11519e-16-0.000473925j 1.45364e-17+0.000215427j -2.59769e-16-0.00161645j -6.74851e-17-0.00042921j -2.22737e-17-3.12398e-05j -4.01349e-17+0.00197126j -5.28555e-17+0.000870628j -8.30095e-16+0.00319382j 1.25061e-14+0.00223249j 8.44614e-15-0.00130694j 3.82704e-16-0.00188604j -5.40311e-16-0.000831079j -1.27136e-16+0.000380831j -7.37185e-17+0.000836543j -2.24841e-16-0.00496717j 5.37716e-17+0.000951754j 1.77885e-17-0.000466431j 1.68832e-16-0.00429448j -9.86289e-17+0.00350069j 5.97011e-17-0.00107653j 2.22954e-17+0.000384569j -1.86807e-15+0.000397176j -2.93814e-16-0.00148062j -2.92048e-17+0.00623766j 2.1008e-16-0.000621657j 4.20458e-17-0.00209593j -1.70608e-16-0.00266631j -1.00717e-15+0.00671998j -2.51e-16+0.000491126j 7.78848e-16-0.00186168j -3.2716e-16+0.00213316j -5.10428e-18-0.000224656j -1.63172e-16-0.00432825j 1.67263e-16+0.0056281j -1.5351e-16-0.000817419j -3.04956e-16-0.000838082j -1.24984e-16-0.00409921j 9.19997e-17-0.00654391j -2.5122e-16-0.00294935j 2.14225e-16-0.00233857j 1.15527e-16-0.0012808j -7.91713e-18+0.000375225j 1.1386e-16+0.00172764j -3.80133e-17+0.00127854j 2.56959e-17+0.00215139j 1.51556e-16+0.00261295j -3.38146e-17-0.00127418j -1.07834e-17+0.00406724j 3.40675e-17-0.002919j 4.73138e-15+0.00301018j -1.3823e-14-0.00767934j 
2.6648e-15-0.00362397j 1.12629e-15+7.51846e-05j -2.21762e-16+0.00184423j -1.79176e-16+0.00436742j -1.6037e-17+0.000225648j 1.01061e-16-0.00201217j 1.27089e-16-0.000934245j 5.25246e-17+2.72567e-05j 1.22478e-16-0.000197739j -2.25945e-16+0.00201068j 7.28381e-17-0.000177918j -6.37447e-17+0.000283908j -1.65773e-16+0.00112708j 1.53941e-16+0.00272212j 1.23083e-16-0.000915141j -9.43644e-17+0.0016262j -6.62401e-17-0.000810519j 8.68351e-17-0.00202518j -1.18227e-16+0.00121704j 2.72803e-18-0.000861739j 1.10881e-16-0.00172463j -4.1556e-17+0.000400193j 1.46516e-17-0.0011134j 8.68041e-17+0.000404301j -7.83681e-17+1.97778e-05j -9.02065e-17+0.00181676j 3.19253e-16-0.00336393j 2.27799e-16-0.00298404j 1.09833e-15-0.000887975j -1.7098e-14-0.00283818j 7.00134e-15-0.00113514j 2.96685e-16-0.000176961j 2.39306e-15+0.00378491j -4.21775e-17+0.00222992j -9.99049e-17+0.00383237j -2.91646e-17+0.000927986j 5.42243e-17+0.000366345j -3.81132e-17-0.00177685j 1.60508e-16-0.00280687j -2.25913e-16+0.000508149j 1.24246e-16-0.00115852j 4.9942e-17+0.000615102j -1.4861e-14+0.00378624j -8.61233e-17+0.00318321j -2.09233e-16-0.00156458j 7.21655e-17-0.000534849j 8.04141e-17+0.00207964j -1.4789e-16+0.00222458j 1.96704e-16-0.000974349j -4.19257e-16+0.00494895j 1.24365e-15-0.00301602j -6.18781e-16+0.00279188j 3.68161e-16-0.00510022j 4.53819e-16+0.00330519j 3.19347e-16+0.00209847j 1.67903e-17+0.00229358j 1.97026e-16-0.00158675j -1.55471e-16+0.00432874j 2.53389e-16-0.0024991j 1.77567e-17+0.00166643j 1.26614e-17-0.00116083j -3.32865e-17-0.000523706j 1.33906e-16-0.00337607j 7.45783e-17+0.00103055j -1.64514e-16+0.00267451j -9.38081e-17+0.00125904j 2.40306e-16-0.00369093j 5.19284e-18+0.00237585j -6.80242e-17-0.00115825j 3.02371e-16-0.00480643j -2.10049e-15-0.00598079j 7.14522e-15+0.00248609j 
-4.60281e-16-0.000151819j -3.16421e-16+0.00183845j -1.01529e-16+0.00261202j -8.7227e-17-0.0011496j 2.11942e-17-0.000485401j 2.23717e-17+0.000474983j 8.76493e-17-0.00186944j -9.20644e-17-0.000450162j -6.18417e-17+0.00100077j -4.7084e-17+0.000982154j -7.38807e-18-0.000592076j -1.31342e-17+0.000332401j -2.06485e-17+0.00220161j -1.24292e-16-0.00050197j 7.87364e-17-0.000630382j -9.97203e-17+0.000730458j -4.93727e-17+0.000944716j 4.09783e-17+0.000940375j -2.40735e-16+0.00181435j 7.39559e-17-0.000746792j 2.6861e-17-0.000935244j 5.20247e-17-2.50072e-05j 2.20013e-17+0.00021586j 4.08128e-18-0.000751265j -8.42582e-17+0.0015994j -4.71828e-17-0.000449776j 6.60217e-17+0.000130637j 3.20472e-17+0.00105214j -7.43446e-16+0.00191509j 1.02766e-14+0.00179669j 4.7417e-15-0.000836164j 2.25703e-16+0.0011623j -2.36143e-15-0.00399362j -2.461e-16+0.00136838j -4.09389e-17-0.00246414j -1.51288e-17+0.00118672j 2.03588e-17-0.00211415j -4.94646e-17+0.0036773j -6.50982e-18+0.00129474j -1.38124e-17+0.00190274j 5.06766e-17-0.00132831j -4.58723e-18-0.00116987j 1.85243e-14-0.00470133j 1.06578e-17+0.00199956j 1.03279e-16+0.00199891j -1.45639e-16+0.00173168j -1.08097e-16-0.00109719j -7.03327e-17+0.00147029j 6.14916e-16-0.00331567j 1.90436e-16-0.00557462j 1.7337e-16-0.00213187j -1.61205e-16-0.000458073j -2.85202e-16+0.00438469j -2.57386e-16-0.00171917j -2.36075e-16-0.00274083j -2.64805e-17-0.00305799j -4.54264e-17+0.000545456j -4.60139e-17+0.000270152j 4.8766e-17-0.000920913j -1.14972e-16-0.000949589j 2.54265e-17+0.000829156j -2.21143e-16+0.00339455j 2.1472e-18+0.00190209j 7.7452e-17-0.00370669j 3.06825e-17-0.00183181j 9.59992e-18-0.000842675j 8.0189e-17-0.000803633j 3.4281e-17-0.00286945j -1.39616e-16+0.00386719j -2.38086e-17+0.00198518j 1.47669e-15+0.00103335j -4.12849e-15-0.00226106j 
-3.30053e-16+0.000533319j -1.47379e-16-4.09366e-05j -1.37348e-17+0.00023133j -1.05064e-18-0.00172293j 1.89096e-17+1.17461e-05j -2.46327e-17+0.00129013j 2.09144e-17-0.000333958j -1.89962e-17-9.22388e-05j -9.05723e-17+0.00038924j 4.3322e-17-0.000601097j -3.32042e-17-0.000258669j 4.25475e-18+3.16444e-05j 2.04975e-17+0.000645138j -1.63658e-16-0.00151348j -8.76419e-18+7.5052e-05j -2.99293e-17-0.000441091j 2.20304e-17+0.000914004j -1.94032e-17+0.00140306j -1.02741e-16+0.00023255j 6.53645e-17+0.000217214j -2.13283e-17+0.00037523j 9.3938e-18-4.85836e-05j 1.60689e-17+0.0004956j -1.99839e-17-0.000321884j -1.64772e-17+0.0005932j 1.80179e-18-0.00092749j -4.58629e-17+0.00115604j -4.47631e-17+0.00154499j -4.92007e-16+0.000950901j 7.45503e-15+0.00127153j -2.90197e-15+0.000444662j -1.41255e-16+0.000744204j -1.44102e-15-0.00239714j -1.00943e-16-2.64355e-05j 2.28575e-17-0.00192719j -1.42237e-17+0.000585238j 1.76292e-17-0.000894335j -4.72083e-17+0.00178552j -8.3695e-17+0.00132094j 8.06231e-17+0.000449804j -2.08577e-17-0.000311356j 9.27204e-18-0.000504389j 1.14873e-14-0.00291195j -3.32012e-17-0.000173395j 1.25254e-16+0.00078794j -1.11401e-16+0.00062675j -8.31058e-17-0.000796583j -2.55707e-17-7.78661e-06j 3.37527e-16-0.00154373j 2.29479e-16-0.00323668j -2.79257e-16+6.56162e-05j 1.15753e-16-0.00119289j -2.03233e-16+0.00270929j -2.57442e-16-0.00140776j -1.46483e-16-0.00196592j -4.61573e-18-0.00173342j -6.51003e-17+0.000588164j -3.22997e-17-0.000815091j -7.86074e-17+0.000578594j -4.74107e-17-0.000452795j -3.39767e-17+0.000684135j -1.2244e-16+0.00149671j 5.98302e-18+0.00185768j 4.72065e-17-0.00168035j 7.75676e-17-0.00119474j 3.87641e-17-0.00074232j -2.2905e-18+0.000452499j 2.33746e-17-0.0015555j -4.26281e-17+0.00135452j -9.18089e-17+0.0021907j 8.31428e-16+0.00179407j -2.50189e-15-0.000947534j 
-1.03843e-15-0.00215204j 1.32015e-15+0.000722975j 1.54157e-15+0.00144364j 1.64e-15+0.00161667j 2.94146e-16+0.000306761j -9.5964e-16-0.00103271j -5.26207e-16-0.000442586j -2.50246e-16-0.000164155j 1.10307e-16+3.63134e-05j 4.72566e-16+0.000457625j -3.77411e-16-0.000367603j 1.78084e-16+9.76909e-05j 7.96755e-16+0.000658613j 5.9689e-16+0.0005995j -2.6394e-16-0.000249978j 4.96364e-16+0.000473065j -1.49252e-16-0.000171308j -2.98012e-16-0.000380401j 8.52219e-16+0.000783221j -4.22989e-16-0.000340116j -4.39837e-16-0.000458684j 1.36946e-16+0.000113866j -3.14283e-16-0.000271703j -1.86905e-16-0.000157057j -2.03636e-16-0.000280603j -2.68871e-17-4.85406e-05j -1.03198e-15-0.00105382j -2.03508e-16-0.000244379j 1.18018e-15+0.000356082j -1.34509e-14-0.00184396j 3.09226e-15-0.000602389j 1.19635e-17-0.000212969j 9.31947e-16+0.000515453j 2.70423e-15+0.0025904j 1.12835e-15+0.00113303j -6.84673e-16-0.000726654j -9.8899e-16-0.000952574j 1.41811e-15+0.00134384j -7.66913e-16-0.000767386j -3.66861e-16-0.000410397j -4.90056e-16-0.000512679j -9.61372e-16-0.000941863j -3.48364e-15+0.00117605j 4.49016e-15+0.00414405j 4.44133e-16+0.000523766j 1.4485e-15+0.00139856j 1.26342e-15+0.00120478j 1.62748e-15+0.00146322j -6.86395e-16-0.000589492j -6.0686e-16-0.000426499j -2.48359e-15-0.00314093j 1.8896e-15+0.00224157j -2.68042e-16-0.000216421j 8.95048e-16+0.000598021j 1.3729e-15+0.0013277j 5.09194e-16+0.000469227j -7.39923e-17-0.000156995j 2.80181e-15+0.0025937j -1.56051e-15-0.00158307j 6.76824e-16+0.000726835j 6.24097e-16+0.000699506j 1.53748e-15+0.0015203j -3.84737e-15-0.0038556j -1.21349e-15-0.00113427j 1.435e-16+0.000205653j 7.18528e-16+0.000775575j -1.51594e-15-0.00138167j -3.34874e-16-0.000327373j 1.49128e-15+0.00141359j -2.57087e-15-0.00259737j -4.37817e-15-0.00352943j 2.48425e-15+0.000210484j 
-3.69035e-16+0.0001562j -2.35641e-16+0.000717784j -8.25839e-17-0.00163062j 2.75836e-17+0.00181964j 5.4275e-17+0.00112007j 5.91199e-17-0.00152124j 3.96041e-17+0.00149034j 3.09739e-16+0.00117742j 5.08696e-17-0.00110849j -9.35646e-17-0.000594296j 8.83354e-18-0.000400005j -1.1851e-17-0.000931341j -1.762e-16-0.00242506j 1.47887e-16+0.00130249j 2.91221e-17+0.000478245j -1.18346e-17-0.000145454j 1.86808e-17-0.00112213j -1.75923e-18-0.00122515j 1.16491e-16-0.00178791j 2.77452e-17+0.00102267j 6.39426e-17-0.000481062j -1.59123e-17+6.94479e-05j -1.91311e-17+0.000132976j -1.80758e-16-0.00021923j -1.31002e-16-0.00243343j 1.33544e-17-0.000106818j 6.20959e-18+0.000116125j 2.91965e-18-0.000487288j 6.90713e-16+1.30442e-05j -1.05198e-14-0.00169098j -1.56692e-15+0.000336264j -1.29333e-16-0.00149271j 2.19861e-15+0.00344052j 1.62349e-16+0.000452756j 1.05328e-16+0.00364644j 1.22782e-16-0.00167082j 4.09e-17+0.00107834j -1.11308e-16-0.00223368j -5.88172e-17-0.00485845j 1.18271e-16-0.000431652j -1.60192e-16-0.00263995j 1.88628e-16+0.00143692j -9.80185e-15+0.00246543j -1.60246e-16-0.000685861j -1.58973e-16+0.00104598j 7.31546e-17-0.00243506j 1.57286e-16+0.00152757j 1.17712e-17-0.00271908j -4.4712e-16+0.00196681j -1.23399e-16+0.00544884j 7.31053e-16-0.00244082j -3.42457e-16+0.000850375j 1.64975e-16-0.00634623j 2.44445e-17-0.00245477j 1.86207e-16+0.00418834j 2.37775e-18+0.00152288j -1.82009e-16-0.00166493j 4.46345e-17-0.000108674j -2.83105e-17-0.00423052j 9.82901e-17+0.00249951j -1.35969e-16-0.00156517j 8.99437e-17-0.000908596j 2.54663e-16-0.00123615j 7.75871e-17+0.00312819j 1.11067e-16+0.00476113j 7.19072e-19+0.00290748j -1.10108e-16+0.000507594j 7.93831e-17+0.0019488j -1.68489e-17-0.00184475j 3.00393e-17-0.00484784j 1.65033e-16-0.00175046j -5.22442e-16-0.000945394j 
-7.90928e-16-0.000373j -2.01545e-16+0.00260244j 6.7352e-17+0.000786264j 2.94149e-16+0.00250336j -9.69702e-18-0.000320498j -2.08126e-16-0.0037377j -3.55377e-17+0.00026619j 3.22489e-16+0.00091183j 5.11915e-17-0.000654248j -2.63674e-17+0.000586619j -1.30011e-16-0.00105185j -7.7665e-17-0.00129957j 6.8579e-17-5.77928e-05j 4.52946e-16+0.00256228j -5.63211e-17-0.000560346j 1.02501e-16+0.00105843j -8.47689e-17-0.00114117j -5.57133e-17-0.00203889j 1.02568e-16+2.23421e-05j -1.87123e-16-0.00070006j -1.0519e-16-0.00161024j 8.52557e-17-0.000368488j 1.73344e-17+0.000328591j -1.16505e-16-0.000522207j 3.2859e-17-0.000341941j 4.25527e-18-0.000199474j -3.11577e-17-0.0011694j -2.6924e-17-0.000827103j 4.63879e-16+0.00102565j -4.99294e-15-0.000721867j 4.44852e-15-0.000672022j 1.46587e-16-0.00126489j 1.55802e-15+0.00197822j 1.78697e-16+0.00123873j 2.35644e-16+0.00164595j -9.77697e-16-0.00788286j 6.36571e-17-7.52984e-05j 2.84677e-16+0.00223019j -2.22198e-16-0.000831316j -7.25613e-16-0.00621589j 1.69031e-16+0.00202989j -1.53163e-16-0.00224473j -1.99812e-14+0.00515131j 6.3808e-16+0.00482019j 1.01518e-16+0.00273578j 2.146e-16+0.00296565j 3.9755e-16+0.00200138j -3.48269e-16-0.00279836j -6.34616e-16+0.00707258j -6.91162e-17-0.00124837j 5.16204e-16-0.00233074j -1.55403e-16+0.0037272j -4.46618e-16+0.00113189j -4.35746e-16-0.0029129j 7.97361e-16+0.00698866j 5.06403e-16+0.00234394j 2.47108e-16+0.00153195j 6.51587e-17-0.000552722j 8.0121e-17-0.000685018j 2.3808e-16+0.000950975j 5.52073e-17+0.00289499j 1.20971e-16+0.000361293j -9.58785e-16-0.0112716j 2.24677e-16+0.00113017j 6.68771e-17-0.000940261j 3.51357e-16+0.00291503j 4.43237e-16+0.0046412j -9.29905e-18-0.000763399j 8.39828e-17+0.00172542j -5.15919e-16-0.00509201j 4.04395e-16-0.00267589j -2.31198e-15-0.00228247j 
-1.34675e-15+0.00120728j -8.61893e-16+0.0018406j -1.1206e-16+0.000544302j -2.36312e-16-0.000294587j 1.96398e-17-0.000767578j 2.35328e-16-0.00145125j 5.10859e-17+9.77425e-05j -1.16293e-16-0.00034331j 6.37424e-17+9.35619e-05j -1.09238e-16+0.000831411j 1.34281e-16+0.000573425j 3.85116e-17-0.000126245j -1.89549e-16-0.000867966j 7.72366e-18+0.00124688j 1.35719e-16+0.00027708j -7.38922e-17+0.000393118j -7.20115e-17-0.0011624j 1.43025e-16-0.00124321j -1.61346e-17+7.16835e-05j 2.2154e-17-0.000461809j 1.64759e-16-0.00023788j 5.03405e-17-0.000272411j 1.33856e-17-6.6271e-05j -2.88261e-17-0.000127338j -1.37175e-16-0.000636431j -1.56133e-17+0.000407734j 1.51076e-16-0.0004139j 1.10846e-16-0.000442756j -1.73251e-16-0.000385872j 1.22728e-15+0.000166507j 9.30953e-15-0.00149231j 4.42038e-16-0.00100235j -8.37479e-16-0.00107754j -1.32772e-16+0.000265603j -1.59587e-16-0.000958661j 4.51778e-16-0.00105682j 3.25668e-17+6.22644e-05j -1.87976e-16+9.15147e-05j 5.74698e-17+0.00126845j 4.90533e-16+0.00139371j -4.14452e-17+0.00227087j 8.81542e-17-0.00080532j -4.91129e-15+0.00115156j -3.70104e-16+0.000755257j -1.49848e-16+0.000790226j -2.21091e-16+0.00149361j -2.23936e-16-0.00125748j 1.8449e-16+0.00159965j -8.13202e-16+0.00250598j 1.15346e-16-0.00144572j 1.58881e-16+0.00101052j -2.04911e-16+0.00168767j -2.80129e-16+0.00289526j 4.72165e-16+0.00204458j -3.44791e-16+0.000686328j -1.97452e-16+0.000183688j -1.1022e-16+0.000530138j -1.37808e-17-0.000446122j -4.39116e-17+0.000431078j -2.74907e-16-0.00294711j -1.6202e-16-9.56643e-05j -5.2833e-17-0.00102723j 7.65749e-16-0.00113557j -4.90673e-17-0.00057955j 4.18572e-17-0.00251969j -2.07085e-16-0.000902765j -2.88525e-16+8.71199e-05j 2.77959e-17-0.000767487j -9.17336e-17+0.00194208j 3.46749e-16+0.000711942j 1.06114e-15+0.00069999j -2.31825e-15-0.00127541j 
-2.55198e-16+6.95791e-06j -8.18397e-16+0.000637225j -1.49541e-15+0.00157955j -8.7265e-16+0.000867464j 9.62805e-16-0.00103673j 4.94928e-16-0.000482235j 1.48792e-15-0.00157374j -1.64992e-16+0.000285682j -3.29267e-16+0.000422543j -1.78019e-15+0.00182617j 3.47867e-16-0.000369885j 1.04655e-17-7.45163e-05j -2.03144e-15+0.00227685j -1.20864e-15+0.00135207j 1.13972e-15-0.00117742j -1.45162e-15+0.00148974j -3.12423e-16+0.000347327j 6.15533e-16-0.000576565j -1.34619e-15+0.00135545j 1.08399e-15-0.00115793j 1.69716e-15-0.00184247j 7.36354e-17-3.25101e-05j 7.1088e-17-4.49061e-05j 1.99488e-16-5.44727e-05j -2.01978e-15+0.00220376j -1.12019e-15+0.00111215j 1.43094e-15-0.00142603j 1.37195e-15-0.00134937j -1.4046e-15+0.000513698j 1.10037e-14+0.00212901j 3.87317e-15-0.000590324j -6.94466e-16+0.000999008j -8.49467e-17-0.000109371j 9.27122e-16-0.00106029j 3.86388e-16-0.000533817j 4.70143e-16-0.000547174j -6.66982e-16+0.000677321j 4.73918e-16-0.000392393j -7.66576e-16+0.00101098j -4.57555e-16+0.000260036j -1.46486e-15+0.00166278j -8.20321e-17-1.17585e-05j -3.74035e-15+0.000753479j 7.01126e-16-0.000787033j 6.94329e-17-0.000149775j -3.5738e-16+0.000442994j 7.91983e-16-0.000840454j -4.91182e-16+0.000456883j -1.90012e-15+0.00168187j 1.63111e-16-0.000311552j -1.84646e-15+0.00176732j -1.79852e-16+0.000255361j -1.20464e-15+0.00136012j -1.20709e-15+0.00136789j -1.39256e-16+7.26438e-05j -2.99387e-16+0.000283358j -3.29219e-16+0.000450219j 6.57515e-16-0.000746538j -8.78903e-16+0.00113175j 1.54486e-15-0.00162713j 3.50403e-16-0.000172331j 1.37687e-15-0.00135813j -1.67297e-17-9.04552e-05j -3.72721e-16+0.000333211j 1.32055e-15-0.00152001j 6.1167e-16-0.000690213j -1.87396e-16+0.000314774j -1.44445e-16+9.40873e-05j -4.85849e-16+0.00046769j -6.49343e-16+0.000818252j -4.17305e-16+0.000738006j -4.23845e-16-0.000184526j 
6.61807e-16+0.000149559j -1.30794e-16-0.00142258j -2.12218e-16-0.000812939j -2.87158e-16-0.000702341j -1.48818e-16+1.39069e-05j -9.81039e-17+0.00013502j 1.09491e-16+0.000564884j 9.84617e-17+0.000353354j -7.55742e-17-0.000245147j -1.10683e-16-0.000911148j -1.72455e-17-0.000254076j -2.69843e-16-0.000957833j -3.70165e-17-0.000172981j 1.41812e-17-0.000403682j -4.28729e-17+0.000104477j -6.9059e-17-0.00044034j -5.56627e-18+0.000145921j -1.65482e-16+6.35674e-05j -4.22395e-17-0.000378864j 6.69736e-17+0.000568818j -1.49843e-17+9.42027e-05j -6.01777e-17-9.30586e-05j 1.19029e-16+0.000570253j 1.58164e-16+0.000262748j 2.3688e-16+0.000172517j -4.71837e-17-0.000652568j -9.78649e-17-7.57739e-05j -1.27891e-16+0.000182482j -5.32336e-16-0.000527486j 4.44994e-15+0.000618775j -4.5191e-15+0.000737646j -2.59626e-17+0.000602159j -7.15085e-16-0.000569762j -7.00776e-16-0.00128477j -5.97659e-16-0.00131872j -3.33256e-16-0.000782379j -2.77099e-16-0.000725713j 8.10565e-16+0.00197419j 8.24418e-16+0.00216764j -1.64452e-15-0.00440688j 2.19478e-16+0.000512083j -3.42017e-16-0.000890787j 3.53626e-15-0.00101755j -7.16232e-18+0.000217624j -1.99234e-16-0.000860997j 2.34807e-16+0.000913856j 2.20261e-16+0.000925416j -7.71791e-16-0.00190341j -6.35956e-17-0.000764549j -9.32713e-16-0.00268719j 7.57444e-19+0.000887707j -5.74284e-16-0.001729j 7.7995e-16+0.00194239j -1.36619e-15-0.00223776j -7.45186e-16-0.00112011j -4.02156e-17-0.000289476j 6.99392e-16+0.0014415j -4.85565e-16-0.000798292j 1.37297e-15+0.00322834j 7.45087e-16+0.00189675j 7.96582e-16+0.00251016j 4.6942e-16+0.00147394j -4.79881e-16-0.00174479j -2.46131e-16-0.000591031j -4.99531e-16-0.00111726j 1.86471e-17+7.54167e-05j 1.13469e-15+0.00265384j -3.47347e-16-0.000748211j -3.53398e-16-0.00104486j 6.56245e-16+0.00140243j 1.83633e-16+0.000883551j 1.38677e-15+0.00102327j 
