-1.62365e-13+0.113836j -8.28957e-14+0.239221j 3.01005e-16+0.156503j -5.12645e-16+0.0893291j -6.22368e-16-0.170261j 4.06035e-15-0.22631j -4.86672e-16-0.125439j -4.00322e-14-0.190571j 1.25598e-14+0.0710057j -9.10215e-15+0.278497j 4.65678e-15+0.12581j -3.59576e-15+0.188299j -7.52584e-15+0.0222166j 3.24146e-14+0.283211j 7.52309e-15-0.0700675j 6.4812e-15+0.144378j -1.72447e-14-0.152079j 8.04644e-15-0.260819j -1.28848e-15+0.15919j -1.05171e-14-0.240946j -1.67422e-15-0.0204969j 8.12926e-15-0.0178441j 2.05112e-15-0.19716j 1.29926e-14+0.0352964j -4.49631e-15+0.132265j -7.14021e-15+0.261292j 1.22046e-14-0.14571j 1.02657e-14-0.300664j 3.01921e-15-0.114659j -3.41106e-14-0.0134464j 1.45068e-12-0.235053j 6.84721e-14-0.106097j 5.81345e-15+0.0175028j 4.89185e-16-0.0923996j -9.61581e-17+0.0265787j 6.82487e-16+0.0154159j 2.11778e-17-0.0150135j -6.61501e-16-0.0054815j 5.13943e-16-0.0113214j -8.4338e-19-0.00854013j 3.35246e-17-0.0244697j 5.27513e-16-0.00977368j -1.6991e-14+0.00453347j -4.97682e-16-0.00276989j 4.88373e-16+0.00143245j -4.33847e-16+0.012892j -6.50991e-17-0.01153j -2.47879e-16+0.0140946j -6.54209e-16+4.45432e-05j -6.39948e-16+3.39163e-05j 4.23467e-15-0.0145017j -2.62705e-15+0.0179628j -1.2321e-15+0.0164905j 9.36905e-16-0.0036158j 5.75367e-16+0.00737585j -1.18362e-15-0.0110116j -1.55034e-15-0.00641223j -3.54268e-16-0.00455754j -4.05557e-16-0.0169413j -3.26319e-16-0.0199733j 1.59781e-15-0.0286772j 2.81234e-16+0.00747009j -2.82213e-16+0.000341471j 3.55649e-16-0.00403072j 5.69944e-16-0.0337741j 2.58308e-16+0.0180088j -7.05858e-17+0.0106398j 4.56964e-17-0.00493206j -8.64276e-17+0.0335525j 1.66301e-17-0.0317439j 4.6154e-14+0.0254209j -1.37469e-13-0.0783276j 
2.58741e-15-0.00226065j 1.22821e-15-0.00279556j -2.13166e-16-0.000428989j -2.5501e-17+0.000232965j 9.87709e-17+0.00119651j 9.60153e-18+0.00230783j 1.85246e-16+0.000162765j 3.83917e-16+0.0015714j -1.5441e-16-0.000349194j -8.2578e-17-0.00155913j 1.35254e-18-0.0011458j 8.15252e-20-0.00122785j -1.16745e-16+0.00145083j -3.85285e-16-0.00220571j 5.63886e-17-4.47925e-05j -1.94746e-16-0.0006077j 1.11541e-16+0.00181655j -1.097e-17+0.00236192j -2.47085e-16-0.000449905j 2.21749e-16+0.00148008j 1.15252e-16-0.000388096j -7.66405e-17+0.000315337j 1.01888e-17+0.00140199j 5.12289e-18-5.27696e-05j -1.7592e-16+0.000104925j -3.55982e-17-0.00151712j 9.67386e-17+0.000186521j 7.47013e-17+0.00176751j -1.20793e-16+0.000846643j 8.28879e-16+0.000217176j -1.24364e-14+0.00199125j -7.00781e-16+0.00168086j 5.84294e-16+0.000608132j 7.6739e-17+0.000863109j 1.57402e-16+0.000142573j -1.13518e-17+0.000706822j 1.4109e-16+0.000674326j -3.00288e-16-0.000970023j -1.90843e-16+0.000548226j 2.06468e-16+0.000872019j 4.71533e-17+0.00120582j 8.2255e-17+0.000339461j -4.39394e-15+0.00118872j -1.3847e-16+0.000117549j -4.00458e-17-0.00122572j -1.43238e-16-0.000101845j -3.13463e-17+4.93778e-06j 2.37588e-17+0.00140988j 2.27069e-16-4.86049e-05j 3.63607e-16+0.00118291j -2.73103e-17+0.000984817j 1.75338e-16+0.000418672j -2.57072e-16-0.000542092j 4.45548e-16+0.00272625j 3.08186e-16-0.000432642j 1.29847e-16+0.000857639j -4.71323e-17-0.000123994j -1.03354e-17+0.00109583j -2.1458e-16+0.000867386j -1.003e-16-0.000564565j -1.78595e-16-0.000255459j -2.27726e-16-0.00119772j 6.08621e-17-6.81936e-05j 1.90635e-16+0.000274097j 1.3934e-16-0.000154709j 7.69461e-18-0.000870793j -9.63772e-17-0.00158437j 1.51774e-16+0.000872116j -1.01299e-16-0.000733282j -1.17112e-16+0.000375432j -1.41163e-15-0.00132885j 4.13232e-15+0.00215377j 
9.65425e-16-0.00182098j 9.37126e-16+0.000275647j 6.781e-16+0.00265786j 1.64077e-16+0.000873761j -2.00934e-16-0.000321741j -6.354e-17+0.0007806j -5.49697e-16-0.00225527j -8.30414e-17+0.000188081j 2.43088e-16+0.00076576j 5.54858e-16+0.00157232j -8.31781e-17-0.00080777j 2.1549e-16+0.000272895j 7.81978e-16+0.00339521j 1.87263e-16+6.35248e-05j -2.67805e-16-0.00124776j 3.25258e-16+0.00134329j 1.40267e-16+0.00133522j -3.55464e-17+0.000816403j 3.71657e-16+0.00202444j -3.40452e-16-0.000858147j -4.35682e-16-0.00179823j 4.46623e-17+0.000249723j -1.71982e-16+5.49823e-05j 3.19116e-17-0.000321606j 5.61253e-16+0.00230127j 2.51361e-16+0.000460171j -2.36834e-16-0.00125886j -2.01754e-16-0.000247069j -3.324e-16+0.00141113j 8.53305e-15+0.0014274j 1.17112e-15-0.000327641j 3.65437e-16+0.00180314j -9.55184e-16-0.00111638j 9.16843e-17+0.00105938j -1.24255e-16-0.000493246j 4.53202e-16+0.00184006j -1.89229e-16-0.000391333j 2.1803e-16+0.000538807j -1.08193e-17+0.000334483j 5.34656e-16+0.00274113j -2.84522e-16-0.000295724j -2.12336e-17+5.18584e-05j 4.90439e-15-0.00136886j 2.1715e-16+0.00092626j 1.42069e-16+2.58007e-05j 4.08999e-17+0.000430436j -1.88678e-16-0.000740051j 3.85591e-16+0.00246268j -2.70258e-16-0.00207127j -3.43079e-16-0.000948769j -2.06512e-16-0.000703377j -6.89732e-17+0.000420585j 1.72297e-16+0.00097915j 2.75414e-16+0.00187415j -3.69986e-16-0.00169406j -4.17506e-16-0.000913023j -9.71832e-17-0.000329614j 2.44872e-16+0.00141366j -3.62849e-16-0.000739713j -2.25677e-16-0.00121999j -7.12954e-17-0.000676326j 2.49025e-16+0.000502638j 4.44094e-16+0.0016653j -3.83266e-16-0.00149528j -7.70924e-17-0.000669649j -1.30499e-16-0.00100164j -4.52704e-16-0.00259328j -1.71388e-16-0.000398422j 4.071e-16+0.00165696j 9.21237e-17+0.000667497j -3.02757e-16-0.000896853j 5.37953e-16+0.000154629j 
1.17185e-15-0.00132204j 5.44385e-16-0.000986969j 3.57733e-17+0.000560216j -7.83217e-17-0.00013359j -2.1415e-17-3.50607e-05j 9.61755e-17+0.00109989j -3.89983e-17-0.000613609j -4.77569e-16-0.00119943j 1.42089e-17+0.000533701j -4.23513e-18-0.000182476j 4.89921e-17+0.00029411j 2.11763e-16+0.00153411j 1.21413e-16+0.00127635j -3.20481e-16-0.00131626j -1.86857e-17-0.000240954j -6.088e-17-0.000361816j 5.03227e-17+0.00086137j 8.34406e-17+0.00108999j -2.08861e-17+0.000952529j -5.77295e-17-0.000740774j 1.82979e-16+0.00136804j 3.19879e-18+0.000128589j -9.56717e-17-0.000800305j 1.59446e-16+0.000298069j 1.46432e-16+0.0011678j -2.49298e-18+8.81965e-05j 5.42169e-17+0.000373069j 1.89047e-17+0.00032166j 4.15454e-16-6.63191e-05j -6.78685e-15-0.00107896j -2.62646e-15+0.000420032j -1.11878e-16+0.000417632j -6.58341e-17-8.0999e-05j 4.8402e-17+0.00072226j -5.26453e-17-8.91561e-05j 9.37362e-17+0.000653345j -1.15438e-16-0.000652664j 1.66147e-16+0.000907984j 8.41171e-17+0.000699799j -1.50767e-16-0.000905672j -3.90901e-17-0.00023739j -8.00862e-17-0.000498971j 1.67264e-15-0.000443308j 2.70104e-16+0.00150564j -6.30614e-17-0.000731692j 3.40407e-17+0.000597873j 7.05932e-17+0.000700373j 6.6323e-17+0.000720568j 3.97934e-17-0.00187857j -1.6042e-16-0.000902105j -2.94162e-17-0.000773967j -1.18338e-16-0.000104239j 7.8843e-17+0.000378974j -5.47851e-17+0.000322268j -2.0629e-16-0.000994656j -5.90916e-18-0.000123686j 1.27414e-16+0.000202673j 1.47937e-16+0.00137745j 1.39333e-16+0.000740897j 1.63651e-16+0.00093533j 6.79775e-17+0.000813143j 1.29807e-16+0.00119528j -6.24469e-17-0.000832393j -1.6227e-16-0.00101569j -6.14175e-17-0.000271264j -3.57539e-17-0.000233556j -3.5083e-17-0.000757327j -6.18718e-17-0.000242175j -8.71477e-18-7.79763e-05j 7.38886e-17+0.000158955j -9.78992e-16-0.00126645j 2.80737e-15+0.00127007j 
-4.52842e-16+0.000446175j -2.12368e-16+0.000474497j 1.91305e-17+0.000221955j -7.1502e-18-0.000974949j 3.42317e-18-0.000495585j 2.23996e-17-0.000226335j -2.79003e-17+0.000231724j -2.3152e-16-0.00102077j -2.2696e-17+0.000292536j 2.96971e-17-5.68417e-05j 3.11467e-18+0.000809979j -8.10616e-19+0.000625114j -2.34644e-17-0.000585029j 6.22842e-18-0.000303859j -2.74542e-18+0.000484436j 5.53388e-17-0.00040104j -5.84608e-17-0.000497385j 9.925e-18-0.000114877j 8.81548e-18+0.000189398j -1.97594e-17-0.000391711j -2.31418e-17+0.00116787j 2.31929e-17-0.000184613j 2.24676e-17-0.000320288j -9.33734e-18+0.000146546j 2.22998e-18-0.000366727j 1.87175e-17-3.9784e-05j -2.11135e-17+0.000293249j -3.09082e-17+0.000336801j 3.11313e-16-0.000660973j -4.00696e-15-0.00069973j 4.85827e-15-0.000772503j 2.42277e-16-0.000695177j -8.38274e-16-0.00137278j -7.70027e-17+0.000584421j 2.46259e-18-0.00137697j 7.7826e-17-0.000293455j -3.75466e-18-0.000502585j -1.60561e-17+0.000858089j -1.26234e-16+0.00216245j 9.40429e-17+0.000399407j -9.76528e-17+0.00209994j -3.33877e-18-0.00116133j -1.69557e-15+0.000396257j -2.27119e-17+0.00148824j 3.30811e-17-2.14521e-05j -1.71078e-16+0.00183028j -6.16362e-17-0.000719945j -3.12875e-17+0.00186302j -2.76831e-16+0.000715785j 1.52245e-16-0.00239405j -1.91963e-16+0.000808036j -4.49508e-17+0.001072j -3.7886e-16+0.00336071j 7.61745e-17+0.00201715j -5.95049e-17-0.000573369j -6.02059e-17-5.41689e-05j 6.22528e-18+0.000815625j 6.61971e-18+0.000343986j -1.57716e-16+0.00154786j -1.30614e-17-0.0020041j -5.68047e-17+0.000742819j 8.26025e-18+2.38788e-07j 1.83283e-16-0.00130288j 4.72756e-18-0.00140441j 1.34435e-16-0.00276151j 2.75514e-17-0.00122878j -5.27677e-17-0.00019491j 9.12904e-18-0.00101231j -4.11837e-17+0.00148572j -2.75729e-17+0.00142172j 9.52408e-17+0.000210093j -1.99182e-16-2.89322e-05j 
1.49489e-15-0.00126389j 7.57212e-16-0.00111543j -1.87648e-17-6.87282e-05j -9.16129e-17-1.37642e-05j -4.84762e-17+7.98483e-05j 2.03791e-18+0.000454957j -3.46612e-17+0.000207034j -2.48601e-16-0.00138519j -4.1169e-17+0.000241134j 7.30706e-17-0.00051596j -3.91744e-17+0.000740101j -7.53249e-17+0.00138996j -1.64745e-17-4.54693e-05j -4.207e-17-0.000968987j -4.131e-17+0.000273983j 9.24814e-17-0.000716086j -3.4087e-17+6.5447e-05j -3.45791e-17+0.000407925j -7.38722e-17+0.000375931j 2.29376e-17-0.000451352j -1.40992e-16+0.00191532j -3.0385e-17+7.47874e-05j 8.9154e-17-0.00093323j 3.31478e-17+0.000531464j 7.4828e-17+1.34701e-05j 1.14176e-17+0.000105547j 2.12803e-17+0.000201745j -1.41544e-17+4.70858e-05j 1.03023e-15-0.00101006j -1.32851e-14-0.00226558j -6.68671e-16+0.000127001j -4.56078e-18-0.000370498j 2.06404e-16+0.000435942j -1.72061e-16+0.000953525j -9.08615e-17+0.000224481j 2.29464e-17+0.000451222j 7.20107e-17-0.000662431j -6.86087e-17+0.000667908j -9.17168e-17+0.000880337j 1.92016e-16-0.00145978j -1.70491e-17+0.000271618j 9.01472e-17-0.000720686j -2.58382e-15+0.00062592j -2.24806e-16+0.00215238j 1.07383e-16-0.00119959j -1.83045e-16+0.000879029j -1.66335e-16+0.00106668j -1.08314e-16+0.00102059j 3.28535e-16-0.00147577j 9.64523e-18-0.000477495j 2.94289e-16-0.000747601j -2.42057e-16+0.000457132j -8.28664e-18+0.00020983j -8.05808e-17+0.00107083j -3.98755e-17-0.000552448j -3.84158e-17+0.00050111j 1.08043e-16+0.000264411j -2.52483e-16+0.00187428j -4.87854e-17+0.00115433j -9.65171e-17+0.00102673j -2.21175e-16+0.00104727j -1.65793e-16+0.000975467j 4.30034e-16-0.00208987j 7.02993e-17-0.000869061j 5.97895e-18-0.000435856j -3.77279e-17-0.000180601j 1.11018e-16-0.000782736j -1.74615e-17+1.81777e-05j 3.99018e-17-0.000470132j 1.79735e-16-0.000269528j -9.60961e-16-0.00194016j 3.72648e-15+0.00183963j 
-2.80396e-15+0.00359721j -1.63893e-15+0.00121038j -1.04423e-16-0.00123551j -2.70655e-16-0.00319951j -2.89393e-17-0.00112805j 2.45966e-16+2.12345e-05j 3.22258e-17+0.000741742j -8.14603e-16-0.00266328j 1.96693e-18+0.000639796j -1.22391e-16-0.000309635j 1.48868e-16+0.00205993j 1.92068e-16+0.00231821j -1.55131e-16-0.00236561j -2.6643e-16-0.000705788j 6.65566e-17+0.000995397j -6.61779e-17-0.00122269j -5.44206e-17-0.00109155j 1.73247e-16-0.000406339j 1.80308e-17-0.000285242j -5.47586e-17-0.00105384j 3.38877e-16+0.00330101j 4.42499e-17-0.000426702j -1.95736e-17-0.00145723j 9.03159e-17+0.000361475j 4.08624e-17-0.000250844j -4.52018e-17+0.000548868j 9.87291e-17+0.00231413j 4.15352e-17+0.000241594j -1.85529e-17-0.00137664j -9.80498e-16-0.000247715j 6.09912e-15-0.00091308j 2.58956e-16-0.00177394j -1.67871e-15-0.00233213j -2.11734e-16-0.00181469j -2.16598e-16-0.00220773j 1.97368e-16+0.000261752j -4.06744e-17-0.000857367j 2.17609e-17+0.00126943j 2.50377e-16+0.00171998j 4.60523e-17-0.000821355j 9.58193e-17-0.000161936j -3.91828e-17-0.000595631j 1.13861e-14-0.00294317j -2.15298e-16-0.00173679j -2.51379e-17+0.000581729j -5.97051e-17+0.000272259j -1.60643e-16-0.000926308j 5.88449e-17-0.00138851j -2.82462e-18-0.000792758j 2.62916e-17-0.0032303j -3.19235e-16+0.00125079j 5.79975e-17-0.00209035j 1.17817e-16+0.0029704j -3.37284e-16-0.00260044j -5.99435e-16-0.00192769j -8.9045e-17-0.00172436j 3.35173e-18+0.000840703j -9.95523e-17-0.00229894j 3.16411e-16+0.00160427j -4.87458e-17-0.00025435j 6.79053e-17+0.00079623j -4.85377e-17+0.00123934j 2.45993e-16+0.00246123j -1.1366e-16-0.00108076j -1.3687e-16-0.00148781j -1.49495e-16-0.000595557j 2.71408e-19+0.00226253j -6.5382e-17-0.00165052j -1.07764e-16+0.000376284j 3.14651e-16+0.00299357j 1.76642e-15+0.00386906j -4.52492e-15-0.00163473j 
1.07994e-15-0.00012856j 5.74059e-17-0.00167008j -3.29412e-16-0.000635309j -6.74848e-16-0.000921459j -8.24127e-17+0.000225459j 4.293e-16+0.00176028j 1.55151e-16+0.000102557j -2.82302e-16+0.00022699j 3.35749e-17+5.99886e-05j -2.50579e-16-0.000826923j 2.58652e-16-3.16239e-05j 3.22901e-16-2.47232e-05j -1.30578e-16+0.000528054j -7.2856e-16-0.00156183j 1.46358e-16+0.000123253j -3.74076e-16-0.000600011j 1.747e-16+0.000959868j 3.01937e-16+0.00140793j -1.45059e-16-0.000248864j 4.98931e-17+0.000513214j 6.28774e-16+0.000564397j -7.68216e-17+9.02772e-05j -7.95992e-17+0.000432683j 1.42735e-16+0.000164695j 9.75734e-17+0.000426624j -8.90178e-17-0.000508982j 4.62635e-16+0.000677529j 2.85215e-16+0.000933518j -4.66129e-16+1.9787e-06j 4.13395e-15+0.000656354j -6.19537e-15+0.00101204j -3.36703e-16+0.000822212j -6.49908e-16-0.000346149j -3.55865e-16-0.000634372j -5.18611e-16-0.000803481j 2.62396e-16+0.00113357j -6.09337e-18+0.00052568j -7.47822e-18-0.00084863j 5.99937e-16+0.00116158j 3.1474e-17+0.000882618j 3.29207e-16+0.0010237j -7.77508e-17+0.000384816j 7.17457e-16-0.000268923j -5.64129e-16-0.0015217j -1.68076e-16-0.00104534j 1.75209e-17-0.000368291j -3.14827e-16-0.00069187j 6.69294e-18+0.000647393j -3.87419e-17-0.000310289j -4.022e-16+0.000173567j 2.4186e-16+0.00199354j -1.82048e-16-0.000802818j 6.54125e-16+0.000525963j 1.77505e-16+0.00158611j -5.86202e-16-0.00144237j -2.27193e-16+5.79038e-06j 1.92069e-16+0.000114067j -3.8446e-16-0.000337858j 6.14319e-16+0.00153013j -2.80084e-16-0.000905579j 1.46551e-16-0.000337624j -7.50793e-17-0.00104575j 5.91612e-16+0.00193473j -1.68864e-16+0.000117675j -4.65323e-16-0.000717954j -3.8872e-16-0.00117783j 1.93042e-16-0.00053341j -1.7138e-16+0.000336703j -1.06434e-16-0.000735953j 8.5414e-16+0.00189872j 2.54161e-16+0.000965569j 1.41584e-15+0.00115435j 
2.83336e-17+0.000154266j 6.66301e-17-0.000177709j -1.15831e-16-0.000861073j 2.76202e-17+0.000296426j 7.76127e-17+0.000493426j -4.5292e-17-1.29097e-05j 6.37549e-17+0.00042768j 1.27756e-16+0.000466281j -4.67703e-17-0.000348263j -9.00365e-17-0.000703327j -8.30132e-17-0.000513538j 2.23998e-17-0.000219295j -1.07696e-16-0.000311324j -5.14142e-17-0.000242621j -1.25229e-17-5.66992e-05j -5.90478e-17-0.000278735j 4.48761e-17+0.000251082j -5.00137e-18+0.000239352j -7.22654e-17-0.000593377j 4.42311e-17+0.000320402j 5.01082e-17+8.52037e-05j -1.41752e-18+1.41361e-05j -1.45698e-17+0.000131598j -7.3514e-17-0.000144379j -5.04911e-17-0.000122763j -5.86095e-17-0.000429136j 1.20001e-16+0.000703835j 4.00296e-17+0.000317879j 1.64879e-16+0.000574158j -7.77444e-16-7.7663e-05j -5.44884e-15+0.000922416j -3.45478e-16-8.85311e-05j 8.49914e-16+0.00119405j 4.55101e-17-0.00042257j 1.97356e-16+0.00114544j -2.84374e-16-0.00152349j -3.11242e-17+0.000101732j 1.26114e-16+0.000225741j -3.50099e-16-0.00180638j -3.07111e-16-0.00243069j -3.98377e-16-0.00173971j 9.96386e-17+0.00034213j 1.34035e-17-3.59038e-05j -2.13844e-17-0.000465646j 2.18204e-16+0.000738323j -8.69975e-17-0.000972631j 2.37583e-16+0.00119079j -4.66026e-16-0.00295103j -1.25639e-17+0.000422823j 5.13733e-17+0.00105544j -1.37399e-16-0.0012516j -1.88994e-16-0.000814543j -1.98727e-16-0.00231963j -9.96476e-16-0.00356458j 2.16708e-16+0.00162139j 3.36152e-17+0.00016187j -7.67285e-17-0.000172379j -1.41866e-16-0.000861794j -2.1932e-16-0.00114657j 4.79426e-16+0.00252775j -2.85737e-17+0.000439939j 2.20081e-16+0.000733777j -8.80797e-17-0.00100097j 1.45192e-16+0.00121543j 3.81911e-16+0.00224185j 3.25546e-16+0.0017802j 2.95763e-16+0.00189597j -1.23723e-17+0.000313314j -5.04638e-17-0.00112827j -3.10735e-16-0.00181076j 3.11274e-16-6.11636e-05j -1.15947e-15-0.000612708j 
9.11672e-16-0.000776268j 4.61127e-16-0.00127579j 9.522e-17+0.000140121j -1.00037e-17-0.000179666j -2.63449e-17+1.70607e-05j 2.73779e-17+0.00081915j -5.09242e-17-7.69908e-05j -9.1462e-18+7.24536e-05j 1.09924e-17+8.11707e-05j 8.90357e-17-5.78696e-05j 4.95577e-17+0.000200799j -1.13284e-18-0.000213781j 8.58228e-17+0.000417902j -4.75605e-17-0.000469677j -7.579e-18+0.000103471j 2.58009e-17-9.65416e-05j 1.82741e-17+0.000265216j -1.19344e-17+0.00039706j 4.75996e-17+0.000147875j 1.37328e-17+0.000326606j -4.62458e-17-1.18033e-05j -2.66381e-17+0.000113757j -7.30779e-18+0.000235282j 6.47662e-17+0.000297725j 3.02554e-17+5.19347e-05j 4.96836e-17+1.08807e-05j -7.93607e-17-0.000592234j -2.21583e-17+1.08137e-05j -8.63038e-17-0.000666088j 3.20257e-16+3.75645e-06j -4.7019e-16+3.58794e-05j 4.14195e-17+0.000614372j -3.60963e-16-0.000419856j 3.75743e-17+9.30095e-05j -9.38318e-17-0.000763352j 3.37498e-16+0.0019203j -1.64549e-17+0.000201205j -9.12351e-17-0.00074097j 1.3368e-16+0.00166153j 3.24325e-16+0.00163216j 1.10608e-16+0.00149984j -3.31001e-17+6.94801e-05j -9.426e-16+0.000243037j 2.44562e-19-0.000165291j -1.29291e-16-0.00159333j -1.40495e-17+0.000318847j -1.59867e-16-0.000677858j 3.41882e-16+0.0023848j -4.48253e-17-0.000951481j 1.83564e-17-7.94826e-06j -1.88051e-16+0.00163407j 1.86503e-16+0.000143781j 8.82789e-17+0.001064j 6.82763e-16+0.00348767j -1.92744e-16-0.00186651j -8.32348e-17+0.000217577j 2.5514e-17+6.18808e-05j 1.39362e-16+0.00100007j -7.1304e-18+0.00169893j -2.34018e-16-0.00151727j -4.27824e-17-0.000367394j -7.21863e-17-0.000962175j 2.07373e-16+0.001234j -1.45294e-16-0.000606458j -1.4971e-16-0.00143837j -2.02599e-16-0.0016475j -3.04723e-16-0.001871j 8.97292e-18+0.000355532j 5.09448e-17-0.000214207j 1.81766e-16+0.00176088j -1.01588e-15-0.000244845j 3.07521e-15+0.0017789j 
5.89729e-16-0.000354257j 5.2634e-16-0.00117885j 5.9632e-17-0.000165117j 2.41624e-16-0.000217116j 6.99017e-17-0.000215912j -1.62067e-16+0.000198986j -3.9917e-17+0.000196269j 1.64298e-16+0.000219336j -6.86206e-17-7.8667e-05j 8.95606e-17-0.000315754j -1.15445e-16+9.50781e-06j -6.57272e-17-0.000587509j 4.34062e-17+0.000347161j 1.35206e-16-0.000248815j -7.88034e-17+2.1535e-05j 9.38559e-17-0.000132351j -1.83418e-18+0.000140983j -8.71927e-17+0.000111568j -1.69902e-17-6.4879e-06j 3.57509e-18+0.000202969j -1.95387e-16-1.35221e-05j 6.78607e-18-5.71378e-05j 9.53205e-18+0.000421367j -7.28019e-18+0.000299158j -5.60257e-18+0.000280127j 2.82725e-17-0.000227824j -2.683e-17-0.000514287j -4.93453e-17+3.11958e-06j 1.59171e-17-0.000605577j 2.17592e-15+0.000313577j -1.64181e-15+0.000249214j -1.01224e-16+0.000476768j 3.84796e-17-0.000269149j 9.73441e-17-0.000504617j 3.24308e-16-0.00109488j -2.09941e-16-0.000498079j 2.17614e-17+0.000104505j -1.67976e-17+0.000358196j -5.73197e-16+0.0024903j -4.65323e-17-0.00155238j -3.81317e-16+0.00250367j 5.35371e-17-0.000769425j -4.27146e-15+0.00110219j 9.18564e-17+0.000489668j 2.47405e-16-0.00119385j -2.76628e-16+0.00130701j 1.24039e-16-0.000103813j -2.89076e-16+0.000727293j -1.10305e-16+0.000971648j 4.72828e-16-0.00140116j -8.37906e-16+0.00200263j 2.34331e-16+0.000178953j -7.30779e-16+0.00235796j -3.67738e-16+0.00185424j 3.54591e-16-0.000590492j 8.64697e-17+0.00066043j -4.27992e-17+0.00109054j 9.24577e-18+1.91494e-05j -5.75861e-16+0.00305948j 3.31459e-16-0.000884479j -1.49271e-16+0.00122717j 9.69993e-17-0.000656896j -1.23868e-16-0.00181689j 1.70718e-16-0.000356982j 5.10695e-16-0.00233782j 3.43676e-16-0.00105449j 4.20443e-17+0.000654514j 7.8096e-17-0.000146558j -2.44236e-17-0.000261885j -5.32071e-16+0.00148158j -9.41641e-16+9.3892e-05j 1.9775e-15+0.00142206j 
1.81076e-17-0.000278353j -1.49306e-16+0.000471621j 2.05949e-17-4.97745e-05j -1.9379e-16+0.00100666j -6.67676e-17+0.000311851j 2.15264e-16-0.00114736j -3.8641e-17+0.000276698j 7.34264e-17+0.0010075j 1.20792e-16-0.000482301j -2.99069e-17-7.42402e-05j 1.38412e-16-0.00079109j 1.55934e-16-0.00121758j 4.61246e-17-0.000205758j -8.12151e-17+0.000942003j 5.04331e-17-0.000181489j -9.49852e-17+0.000374012j 6.90135e-17-0.000290047j 1.31557e-16-0.000682063j 1.19966e-16-0.000363792j -6.84401e-17+0.000410767j 2.19644e-16-0.00118993j 1.74617e-17-3.58615e-05j -7.38765e-17+0.000556753j 3.20067e-18-0.000263635j 6.41344e-17-0.000456217j 4.9424e-17-0.000365304j 6.89149e-17-0.000571439j 7.20973e-17-0.000233124j -1.80066e-16+0.00049971j 4.38786e-16+0.00010972j -8.60191e-16+0.000138988j 3.55832e-18-4.62351e-05j 2.97631e-16+0.000821674j 1.74092e-17+0.000185207j -2.5659e-16+0.000817083j 2.80486e-16-0.00197663j -5.22868e-18-0.000151363j -1.22443e-17+0.000812197j 3.99052e-16-0.000992577j 2.9799e-16-0.00232958j 3.06077e-16-0.000624764j -1.32092e-17-0.000293437j -3.05221e-15+0.000742604j 1.73031e-17+0.00101154j -2.50232e-16+0.000822712j 1.43908e-16+0.000208444j -1.36526e-16+0.00103716j 4.42578e-16-0.00176841j -3.74436e-16+0.00111869j -2.53894e-16+5.48474e-05j 6.16008e-16-0.00132915j -1.70565e-16+0.000346747j 4.08561e-16-0.00082403j 3.94224e-16-0.00225108j -4.40303e-16+0.00189506j 3.86203e-17+0.000406503j 8.23419e-17+0.000214202j 1.22662e-16-0.000257948j 4.58947e-16-0.000734361j -3.13587e-16+0.00153002j -1.11961e-16+0.000870773j -1.0052e-16+0.000699866j 3.38234e-16-0.00270617j -1.93291e-16+0.000562521j -3.94858e-16+0.00091618j -3.50161e-16+0.00143515j -2.6709e-16+0.00160426j -4.48594e-17-5.28802e-05j 7.35678e-17-8.13852e-05j 4.89842e-16-0.00192684j 3.12087e-16-0.000809625j -3.75835e-16-0.000656106j 
