-0.0092994-0j 0.0705775-0j -0.0012253-0j 0.0168121-0j 0.00720328-0j 0.00258285-0j 0.000197033-0j -0.00857174-0j 0.0637405-0j -0.00107147-0j -0.000714312-0j 0.0147014-0j 0.00839855-0j -6.31368e-05-0j 0.0021294-0j 0.00150045-0j 0.000251391-0j 1.40777e-05-0j -0.005608-0j -0.00566611-0j 0.0411185-0j 0.0415446-0j -0.00067723-0j 0.00929212-0j -0.000684248-0j -0.000618224-0j 0.00938842-0j -0.00062463-0j 0.00513981-0j 0.00342654-0j 0.00130317-0j 0.00519307-0j -6.30972e-05-0j 0.00346205-0j 0.00131667-0j -6.37511e-05-0j 0.00122434-0j 0.000302866-0j 0.000145049-0j 0.00123703-0j 0.000133004-0j 0.000306005-0j 0.000146552-0j 0.000134382-0j 1.43489e-05-0j 1.44976e-05-0j 6.33485e-07-0j 6.4005e-07-0j -0.00428049-0j -0.00529683-0j -0.00308982-0j 0.0310631-0j 0.0384387-0j 0.0224226-0j -0.00050446-0j 0.00692159-0j -0.000624238-0j -0.000451203-0j 0.00856503-0j -0.000364139-0j -0.000308918-0j 0.00499627-0j -0.000558335-0j 0.00375123-0j -0.000382266-0j 0.000951101-0j -0.000325696-0j 0.00342439-0j -0.000222989-0j 0.00464191-0j -4.45884e-05-0j 0.00117693-0j 0.00270778-0j -4.20384e-05-0j 0.00423746-0j 0.000865199-0j 0.000686541-0j 0.000576799-0j -5.51754e-05-0j 0.00247185-0j 0.000102501-0j 0.0003495-0j -5.20198e-05-0j 0.00107063-0j -3.21856e-05-0j -1.85785e-06-0j -3.03449e-05-0j 0.000125319-0j 0.000713752-0j 0.000126838-0j 0.000624533-0j 0.000432484-0j 5.09823e-05-0j 9.55996e-06-0j 0.000416356-0j 7.39891e-05-0j -2.29897e-06-0j 0.000252283-0j 1.04615e-05-0j 0.000155074-0j 6.30874e-05-0j -1.34107e-06-0j 8.28493e-07-0j 1.18298e-05-0j 9.04597e-05-0j 1.29454e-05-0j 3.6801e-05-0j 6.90074e-06-0j 3.01582e-08-0j 7.55148e-06-0j 1.02521e-06-0j 3.73189e-08-0j 5.98038e-07-0j 2.17694e-08-0j 
-0.000451203-0j 0.00342439-0j 0.00851768-0j -0.116869-0j 0.0003495-0j 0.000125319-0j 9.55996e-06-0j -0.000415897-0j 0.00309266-0j -5.19871e-05-0j 0.00996571-0j 0.000713304-0j -0.0583824-0j -3.06337e-06-0j -0.0148025-0j 7.28013e-05-0j 1.21974e-05-0j 6.83043e-07-0j -0.000272098-0j -0.000274917-0j 0.00199505-0j 0.00201573-0j -3.28589e-05-0j 0.00045085-0j -3.31994e-05-0j 0.00429757-0j 0.000455522-0j 0.0043421-0j 0.000249381-0j -0.0478053-0j 6.32291e-05-0j 0.000251966-0j 0.000438619-0j -0.0483007-0j 6.38844e-05-0j 0.000443164-0j -0.00851101-0j 1.46949e-05-0j -0.00100831-0j -0.00859921-0j 6.45329e-06-0j 1.48472e-05-0j -0.00101876-0j 6.52017e-06-0j 6.96205e-07-0j 7.03419e-07-0j 3.07364e-08-0j 3.10549e-08-0j 0.000403811-0j -0.000257-0j -0.000149917-0j -0.00293042-0j 0.00186503-0j 0.00108793-0j 4.75896e-05-0j -0.000652966-0j -3.02878e-05-0j -0.00609842-0j 0.000415572-0j -1.76679e-05-0j 2.91425e-05-0j 0.000242417-0j 0.00388126-0j -0.000353882-0j -1.85474e-05-0j -8.97246e-05-0j 0.00226407-0j 0.0462837-0j -1.08193e-05-0j 0.000225223-0j 4.20636e-06-0j 5.7104e-05-0j 0.00013138-0j -0.00114034-0j -0.0294566-0j -8.16207e-05-0j 3.33107e-05-0j 0.0156463-0j -2.67708e-06-0j -0.017183-0j -9.66969e-06-0j 0.00472381-0j 0.000725754-0j 5.19464e-05-0j -1.56163e-06-0j 1.75265e-07-0j 0.000423356-0j 0.00169379-0j -0.0099579-0j 6.15415e-06-0j 3.03021e-05-0j -0.00300641-0j -4.80955e-06-0j 0.000129211-0j -0.00580878-0j 3.58992e-06-0j -1.11545e-07-0j -0.00175374-0j -9.86909e-07-0j -0.00107799-0j 3.06097e-06-0j -6.5068e-08-0j -7.81581e-08-0j -8.22349e-05-0j -0.000628829-0j 6.28105e-07-0j 1.78557e-06-0j -4.79704e-05-0j -2.84506e-09-0j 3.66395e-07-0j 4.97427e-08-0j 1.8107e-09-0j 2.90166e-08-0j 1.05624e-09-0j 
0.00195417-0j -0.0603849-0j 0.000257485-0j 3.71648e-05-0j 3.21856e-05-0j 3.79311e-06-0j 1.73131e-07-0j -0.00349557-0j -0.000552698-0j 0.0836679-0j -0.000291298-0j 0.0120764-0j -7.28244e-05-0j -2.57473e-05-0j -6.0687e-06-0j -6.43683e-06-0j -5.36402e-07-0j -1.99905e-08-0j 0.00117846-0j 0.00105208-0j 0.000183725-0j 0.000164021-0j 0.000142313-0j 2.05411e-05-0j 0.00012705-0j -0.0248762-0j 1.83381e-05-0j -0.0222083-0j -0.00439753-0j 1.53104e-05-0j -0.000366461-0j -0.00392591-0j 1.32592e-05-0j 1.36684e-05-0j -0.000327159-0j 1.18372e-05-0j 2.70653e-06-0j 1.35326e-06-0j 1.59484e-07-0j 2.41626e-06-0j 1.95327e-07-0j 1.20813e-06-0j 1.42379e-07-0j 1.74378e-07-0j 1.26083e-08-0j 1.12561e-08-0j 3.97124e-10-0j 3.54533e-10-0j 0.0008995-0j -0.00216006-0j 0.00248154-0j 0.000138796-0j -0.000333304-0j 0.000382911-0j 0.000106007-0j 1.53008e-05-0j -0.000254565-0j 9.48157e-05-0j -3.67433e-05-0j 0.000292453-0j -0.0249255-0j 4.22119e-05-0j -0.00022769-0j 1.67612e-05-0j 0.059856-0j 1.39677e-06-0j 0.000261578-0j -0.00292985-0j -0.0687646-0j -4.02503e-05-0j -0.00179416-0j -3.35419e-06-0j 4.62409e-05-0j 8.83393e-06-0j 0.00703573-0j -0.000366231-0j 3.8534e-06-0j 1.27507e-06-0j 0.00430849-0j -0.00808287-0j -2.15804e-05-0j 1.56163e-06-0j -2.12138e-05-0j 0.000879466-0j -0.00494973-0j 3.90408e-07-0j 2.43711e-05-0j 1.8404e-07-0j -3.06194e-06-0j 5.1823e-05-0j -0.00101036-0j -3.7501e-06-0j 1.12701e-07-0j 8.40025e-09-0j 3.51766e-06-0j -5.9536e-05-0j -9.37525e-07-0j 4.30824e-06-0j 1.15025e-08-0j -4.41954e-07-0j -2.7064e-07-0j 1.07706e-06-0j 6.06235e-10-0j -2.01723e-08-0j 5.07731e-07-0j -2.76221e-08-0j 3.1092e-07-0j 2.31746e-08-0j 1.65364e-11-0j 3.17332e-08-0j -1.45581e-09-0j -3.97105e-11-0j 1.67248e-09-0j 4.56208e-11-0j 
-0.000276304-0j -4.45884e-05-0j 0.00696239-0j -5.2548e-06-0j -0.082346-0j 0.000102566-0j -2.44793e-08-0j -0.000254684-0j -4.02691e-05-0j 0.00608827-0j -2.12237e-05-0j -4.59506e-06-0j 0.00101471-0j -0.102912-0j -4.4216e-07-0j -0.00848617-0j 7.47405e-06-0j -1.45649e-09-0j -0.000166625-0j -0.000168352-0j -2.59772e-05-0j -2.62464e-05-0j 0.00384814-0j -2.90434e-06-0j 0.00388802-0j -1.83687e-05-0j -2.93444e-06-0j -1.8559e-05-0j 0.000620991-0j -2.16477e-06-0j -2.70596e-07-0j 0.000627426-0j -0.0339233-0j -2.1872e-06-0j -2.73401e-07-0j -0.0342749-0j 7.31845e-05-0j -0.0104968-0j -2.25497e-08-0j 7.39429e-05-0j -0.000499738-0j -0.0106056-0j -2.27834e-08-0j -0.000504917-0j 3.40928e-07-0j 3.44461e-07-0j -5.61501e-11-0j -5.6732e-11-0j 0.000247283-0j -0.00015738-0j -9.18049e-05-0j 3.81565e-05-0j -2.42842e-05-0j -1.41658e-05-0j -0.00557326-0j 4.20636e-06-0j 0.00354703-0j 2.60659e-05-0j -2.67708e-06-0j 0.0020691-0j 1.78461e-05-0j -1.56163e-06-0j -1.65893e-05-0j -0.00088121-0j -1.13579e-05-0j 3.83987e-07-0j -9.67708e-06-0j 4.20636e-06-0j -6.62545e-06-0j 0.000560834-0j 0.0466099-0j -2.44383e-07-0j 0.000327153-0j -0.000464438-0j -2.67708e-06-0j -0.000100554-0j -1.42557e-07-0j 3.5053e-07-0j -0.0296643-0j -1.56163e-06-0j 3.09828e-08-0j 0.00776832-0j 0.000295586-0j 6.39962e-05-0j -0.0173042-0j 0.011817-0j 0.000172425-0j -9.6758e-06-0j -2.2309e-07-0j -1.97186e-08-0j 3.73311e-05-0j -0.00494405-0j 0.0016997-0j 2.30932e-09-0j -1.30136e-07-0j -1.15025e-08-0j -0.00752078-0j -0.00288403-0j 5.72191e-05-0j 6.15804e-06-0j -0.00108175-0j -0.00438712-0j -3.18725e-08-0j -1.46974e-09-0j 3.59219e-06-0j -3.64163e-05-0j -0.000631021-0j -8.57346e-10-0j 4.54605e-12-0j -2.12429e-05-0j 2.02848e-08-0j -2.89327e-12-0j 1.18328e-08-0j -1.68774e-12-0j 
5.64004e-05-0j -0.000865199-0j -0.00070688-0j 0.0047439-0j 0.0168874-0j -0.141144-0j 0.000228148-0j 5.19871e-05-0j -0.000781386-0j -0.000618132-0j 4.33226e-06-0j 0.0041483-0j 0.0097933-0j -0.000110037-0j 0.00122334-0j -0.0809686-0j -0.0207157-0j 2.04045e-05-0j 3.40122e-05-0j 3.43647e-05-0j -0.000504065-0j -0.000509289-0j -0.000390695-0j 0.00262197-0j -0.000394744-0j 3.74949e-06-0j 0.00264914-0j 3.78835e-06-0j 0.00599338-0j -4.20054e-05-0j 0.00074867-0j 0.00605549-0j -7.31845e-05-0j -4.24407e-05-0j 0.000756428-0j -7.39429e-05-0j -0.0328618-0j 0.00106692-0j 0.000125658-0j -0.0332023-0j -0.0146129-0j 0.00107797-0j 0.00012696-0j -0.0147643-0j -0.00158042-0j -0.0015968-0j 1.10281e-06-0j 1.11424e-06-0j -5.04764e-05-0j 3.2125e-05-0j 1.87396e-05-0j 0.000740394-0j -0.000471214-0j -0.000274875-0j 0.000565844-0j -0.0037974-0j -0.000360124-0j -5.32068e-06-0j 0.0024168-0j -0.000210072-0j -3.64282e-06-0j 0.0014098-0j 3.38627e-06-0j -0.00850484-0j 2.31842e-06-0j -0.00106239-0j 1.97533e-06-0j 8.16207e-05-0j 1.35241e-06-0j 0.00541279-0j 0.000100554-0j 0.000676145-0j 0.00315746-0j 4.71537e-05-0j -5.19464e-05-0j 0.0451514-0j 0.000394418-0j -0.00031645-0j -6.39962e-05-0j -3.03021e-05-0j -0.000172651-0j -0.00159311-0j -3.00103e-05-0j -0.028736-0j -3.73311e-05-0j 8.4014e-06-0j -1.7506e-05-0j 0.0133152-0j 0.0002014-0j 0.000109882-0j -0.0167627-0j 0.00101392-0j 0.00803766-0j -2.15229e-05-0j 0.000117483-0j 6.40976e-05-0j -5.34696e-06-0j 0.000591451-0j 0.00336989-0j -0.0084743-0j -0.00511546-0j -3.11906e-06-0j 0.000222089-0j 1.3698e-05-0j -0.00494334-0j -0.00214473-0j -0.00298402-0j 7.9905e-06-0j -1.19167e-07-0j -0.00125109-0j -0.000141346-0j 7.58424e-08-0j -8.24516e-05-0j 4.42414e-08-0j 
0.000558335-0j -0.00423746-0j -0.0105401-0j 0.144618-0j -0.000432484-0j -0.000155074-0j -1.18298e-05-0j 1.01861e-05-0j -7.57453e-05-0j 1.27327e-06-0j -0.000244079-0j -1.74702e-05-0j 0.0014299-0j 7.50279e-08-0j 0.000362542-0j -1.78304e-06-0j -2.98737e-07-0j -1.6729e-08-0j -0.00032379-0j -0.000326726-0j 0.00237407-0j 0.0023956-0j -3.91014e-05-0j 0.000536501-0j -3.9456e-05-0j 0.00511401-0j 0.000541366-0j 0.00516039-0j 0.000296758-0j -0.0568873-0j 7.52412e-05-0j 0.000299449-0j 0.000521947-0j -0.0574031-0j 7.59235e-05-0j 0.00052668-0j -0.0101279-0j 1.74867e-05-0j -0.00119986-0j -0.0102198-0j 7.67928e-06-0j 1.76452e-05-0j -0.00121074-0j 7.74891e-06-0j 8.28468e-07-0j 8.35981e-07-0j 3.65757e-08-0j 3.69073e-08-0j 0.000257-0j -6.05302e-06-0j -0.00036001-0j -0.00186503-0j 4.39262e-05-0j 0.00261256-0j 3.02878e-05-0j -0.000415572-0j -7.13355e-07-0j -0.00388126-0j 9.78779e-06-0j -4.24276e-05-0j 1.85474e-05-0j 0.000582139-0j 9.14137e-05-0j -0.000225223-0j -4.36839e-07-0j -5.7104e-05-0j 0.00543692-0j 0.0294566-0j -2.59815e-05-0j 5.3046e-06-0j 2.67708e-06-0j 1.34495e-06-0j 0.000315496-0j -0.000725754-0j -0.000693781-0j -5.19464e-05-0j 7.99922e-05-0j 0.0099579-0j -6.30523e-08-0j -0.0412633-0j -6.15415e-06-0j 0.00300641-0j 1.70934e-05-0j 1.22347e-06-0j -3.7501e-06-0j 1.11545e-07-0j 0.00101665-0j 0.00107799-0j -0.000234535-0j 1.44946e-07-0j 7.27674e-05-0j -7.08087e-05-0j -3.06097e-06-0j 8.22349e-05-0j -0.0139492-0j 8.62082e-06-0j -2.62718e-09-0j -0.00421142-0j -6.28105e-07-0j -2.53895e-05-0j 7.20939e-08-0j -1.56254e-07-0j -4.97427e-08-0j -1.93685e-06-0j -0.00151007-0j 1.47935e-08-0j 4.28786e-06-0j -0.000115196-0j -1.8107e-09-0j 8.79859e-07-0j 1.17157e-09-0j 4.26467e-11-0j 6.96803e-08-0j 2.53645e-09-0j 
0.000341909-0j 5.51754e-05-0j -0.00861552-0j 6.50248e-06-0j 0.101898-0j -0.000126919-0j 3.02916e-08-0j 6.2377e-06-0j 9.86268e-07-0j -0.000149113-0j 5.19809e-07-0j 1.12542e-07-0j -2.48522e-05-0j 0.00252052-0j 1.08293e-08-0j 0.000207843-0j -1.83054e-07-0j 3.56723e-11-0j -0.00019828-0j -0.000200078-0j -3.09123e-05-0j -3.11927e-05-0j 0.0045792-0j -3.45611e-06-0j 0.00462073-0j -2.18583e-05-0j -3.48745e-06-0j -2.20565e-05-0j 0.000738965-0j -2.57603e-06-0j -3.22004e-07-0j 0.000745666-0j -0.040368-0j -2.59939e-06-0j -3.24924e-07-0j -0.0407341-0j 8.70879e-05-0j -0.012491-0j -2.68336e-08-0j 8.78776e-05-0j -0.000594677-0j -0.0126043-0j -2.7077e-08-0j -0.00060007-0j 4.05697e-07-0j 4.09376e-07-0j -6.68173e-11-0j -6.74233e-11-0j 0.00015738-0j -3.7067e-06-0j -0.00022046-0j 2.42842e-05-0j -5.71957e-07-0j -3.40177e-05-0j -0.00354703-0j 2.67708e-06-0j 8.35417e-05-0j 1.65893e-05-0j -6.30523e-08-0j 0.00496873-0j 1.13579e-05-0j -3.7501e-06-0j -3.90721e-07-0j -0.000560834-0j -2.67508e-07-0j 2.44383e-07-0j -2.32385e-05-0j 2.67708e-06-0j -1.59103e-05-0j 1.32091e-05-0j 0.0296643-0j -5.75586e-09-0j 0.000785626-0j -0.000295586-0j -6.30523e-08-0j -6.39962e-05-0j -3.42336e-07-0j 2.2309e-07-0j -0.000698671-0j -3.7501e-06-0j 1.97186e-08-0j 0.00494405-0j 6.96181e-06-0j 1.50728e-06-0j -0.0415542-0j 0.00752078-0j 0.000414061-0j -6.15804e-06-0j -5.25436e-09-0j -4.64424e-10-0j 8.96468e-05-0j -0.000116445-0j 0.00108175-0j 1.46974e-09-0j -3.12508e-07-0j -2.76221e-08-0j -0.000177134-0j -0.0069257-0j 3.64163e-05-0j 1.45038e-07-0j -2.5478e-05-0j -0.0105352-0j -2.02848e-08-0j -3.46161e-11-0j 8.62627e-06-0j -8.577e-07-0j -0.00151533-0j -2.05883e-09-0j 2.89327e-12-0j -5.10126e-05-0j 4.7776e-10-0j -6.81441e-14-0j 2.84153e-08-0j -4.05294e-12-0j 
-3.32342e-06-0j 0.000102501-0j -4.379e-07-0j -0.00172548-0j 1.04615e-05-0j 0.0166222-0j -0.180285-0j -3.06337e-06-0j 9.25715e-05-0j -3.82922e-07-0j -2.55281e-07-0j -0.00150884-0j 1.21974e-05-0j -2.25639e-08-0j 0.013704-0j -0.000153996-0j -0.0551174-0j -0.0326389-0j -2.00419e-06-0j -2.02496e-06-0j 5.97171e-05-0j 6.0336e-05-0j -2.42029e-07-0j -0.000953677-0j -2.44537e-07-0j -2.20941e-07-0j -0.00096356-0j -2.23231e-07-0j 7.46464e-06-0j 4.97643e-06-0j 0.0083867-0j 7.542e-06-0j -2.25497e-08-0j 5.028e-06-0j 0.00847361-0j -2.27834e-08-0j -0.000125658-0j 4.39858e-07-0j -0.0318021-0j -0.00012696-0j 0.000855964-0j 4.44416e-07-0j -0.0321316-0j 0.000864834-0j -0.0131293-0j -0.0132653-0j -0.00295668-0j -0.00298732-0j 2.97435e-06-0j -1.89298e-06-0j -1.10424e-06-0j -8.77152e-05-0j 5.58252e-05-0j 3.25647e-05-0j 3.5053e-07-0j 0.00138121-0j -2.2309e-07-0j 3.13524e-07-0j -0.000879053-0j -1.30136e-07-0j 2.14655e-07-0j -0.000512781-0j -1.99538e-07-0j -1.05926e-05-0j -1.36614e-07-0j -0.0119011-0j -1.16397e-07-0j -9.66969e-06-0j -7.96917e-08-0j 6.74153e-06-0j 3.09828e-08-0j 0.00757427-0j 3.93256e-06-0j 2.92109e-08-0j 6.15415e-06-0j 0.000172651-0j 0.00441832-0j 0.000115101-0j -1.97186e-08-0j 3.58992e-06-0j 0.0436954-0j -9.86909e-07-0j -1.85909e-08-0j -0.000109882-0j -1.15025e-08-0j 1.29095e-09-0j -1.08447e-08-0j -0.0015681-0j -7.32545e-05-0j -0.0278093-0j -6.40976e-05-0j 6.28105e-07-0j 1.01736e-05-0j 0.0170076-0j -4.27318e-05-0j -0.0162221-0j -8.21608e-10-0j 3.66395e-07-0j 0.00445964-0j 0.000997997-0j -6.47484e-06-0j -4.79271e-10-0j 0.00373474-0j -0.0108243-0j 0.000582165-0j -0.00283828-0j -3.77699e-06-0j -0.00631417-0j 0.000480775-0j -0.00165566-0j -0.00237693-0j -0.000305983-0j -0.00138654-0j -0.00017849-0j 
-0.000325696-0j 0.00247185-0j 0.00614838-0j -0.0843606-0j 0.000252283-0j 9.04597e-05-0j 6.90074e-06-0j 0.000582595-0j -0.00433225-0j 7.28244e-05-0j -0.0139601-0j -0.000999207-0j 0.0817829-0j 4.29122e-06-0j 0.0207356-0j -0.000101981-0j -1.70863e-05-0j -9.56817e-07-0j -0.00019641-0j -0.000175346-0j 0.0014401-0j 0.00128566-0j -2.37188e-05-0j 0.000325441-0j -2.1175e-05-0j 0.00310215-0j 0.000290538-0j 0.00276945-0j 0.000180013-0j -0.0345077-0j 4.56412e-05-0j 0.000160707-0j 0.000316612-0j -0.0308068-0j 4.07463e-05-0j 0.000282656-0j -0.00614357-0j 1.06074e-05-0j -0.000727835-0j -0.00548469-0j 4.65823e-06-0j 9.46975e-06-0j -0.000649776-0j 4.15865e-06-0j 5.02547e-07-0j 4.4865e-07-0j 2.21867e-08-0j 1.98072e-08-0j -0.000149917-0j 0.00036001-0j -0.000413591-0j 0.00108793-0j -0.00261256-0j 0.00300139-0j -1.76679e-05-0j 0.000242417-0j 4.24276e-05-0j 0.00226407-0j -0.000582139-0j -4.87421e-05-0j -1.08193e-05-0j 0.00066878-0j -0.00543692-0j 0.00013138-0j 2.59815e-05-0j 3.33107e-05-0j 0.00624612-0j -0.017183-0j -2.98483e-05-0j -0.000315496-0j -1.56163e-06-0j -7.99922e-05-0j 0.000362453-0j 0.000423356-0j 0.0412633-0j 3.03021e-05-0j 9.18976e-05-0j -0.00580878-0j 3.7501e-06-0j -0.0474046-0j 3.58992e-06-0j -0.00175374-0j -0.00101665-0j -7.27674e-05-0j -4.30824e-06-0j -6.5068e-08-0j 0.00116796-0j -0.000628829-0j 0.0139492-0j -8.62082e-06-0j 8.35975e-05-0j 0.00421142-0j 1.78557e-06-0j -4.79704e-05-0j -0.0160253-0j 9.90388e-06-0j 1.56254e-07-0j -0.00483822-0j 3.66395e-07-0j 0.00151007-0j -4.28786e-06-0j -1.7951e-07-0j 2.90166e-08-0j 0.000115196-0j -0.00173482-0j -8.79859e-07-0j 4.92603e-06-0j -0.000132341-0j 1.05624e-09-0j 1.01081e-06-0j -6.96803e-08-0j -2.53645e-09-0j 8.0051e-08-0j 2.91396e-09-0j 
-6.97919e-05-0j 0.00107063-0j 0.00087472-0j -0.00587027-0j -0.0208971-0j 0.174657-0j -0.000282319-0j -1.27327e-06-0j 1.91376e-05-0j 1.51392e-05-0j -1.06105e-07-0j -0.0001016-0j -0.000239857-0j 2.69502e-06-0j -2.9962e-05-0j 0.00198308-0j 0.000507367-0j -4.99746e-07-0j 4.04738e-05-0j 4.08408e-05-0j -0.000599827-0j -0.000605266-0j -0.000464919-0j 0.00312008-0j -0.000469135-0j 4.46181e-06-0j 0.00314838-0j 4.50227e-06-0j 0.00713199-0j -4.99855e-05-0j 0.0008909-0j 0.00719667-0j -8.70879e-05-0j -5.04388e-05-0j 0.000898979-0j -8.78776e-05-0j -0.0391048-0j 0.00126961-0j 0.00014953-0j -0.0394594-0j -0.017389-0j 0.00128112-0j 0.000150886-0j -0.0175467-0j -0.00188067-0j -0.00189772-0j 1.31232e-06-0j 1.32422e-06-0j -3.2125e-05-0j 7.56628e-07-0j 4.50012e-05-0j 0.000471214-0j -1.10983e-05-0j -0.000660084-0j 0.000360124-0j -0.0024168-0j -8.48186e-06-0j -3.38627e-06-0j 5.6922e-05-0j -0.000504467-0j -2.31842e-06-0j 0.0033855-0j 7.97556e-08-0j -0.00541279-0j 5.46049e-08-0j -0.000676145-0j 4.74354e-06-0j 5.19464e-05-0j 3.24768e-06-0j 0.000127485-0j 6.39962e-05-0j 1.5925e-05-0j 0.00758233-0j 3.00103e-05-0j -1.22347e-06-0j 0.028736-0j 0.000947154-0j -0.0002014-0j -1.50728e-06-0j -7.27674e-05-0j -0.000109882-0j -0.00101392-0j -7.06822e-07-0j -0.000676808-0j -8.96468e-05-0j 5.34696e-06-0j -4.20389e-05-0j 0.0084743-0j 4.7435e-06-0j 2.588e-06-0j -0.0402538-0j 2.38804e-05-0j 0.00511546-0j -1.3698e-05-0j 0.000282125-0j 0.000153924-0j -1.25935e-07-0j 0.00142031-0j 0.00214473-0j -0.000199592-0j -0.000120482-0j -7.4901e-06-0j 0.000141346-0j 3.22623e-07-0j -0.0118709-0j -5.05139e-05-0j -0.00716581-0j 1.91884e-05-0j -7.58424e-08-0j -0.00300436-0j -3.32906e-06-0j 1.78629e-09-0j -0.000197999-0j 1.06241e-07-0j 
-0.000199447-0j -3.21856e-05-0j 0.00502572-0j -3.79311e-06-0j -0.0594405-0j 7.40358e-05-0j -1.76701e-08-0j 0.000356765-0j 5.64095e-05-0j -0.00852854-0j 2.97304e-05-0j 6.43683e-06-0j -0.00142142-0j 0.144161-0j 6.19384e-07-0j 0.0118876-0j -1.04698e-05-0j 2.04028e-09-0j -0.000120276-0j -0.000107377-0j -1.87514e-05-0j -1.67403e-05-0j 0.00277773-0j -2.09647e-06-0j 0.00247983-0j -1.32592e-05-0j -1.87163e-06-0j -1.18372e-05-0j 0.000448255-0j -1.56261e-06-0j -1.95327e-07-0j 0.00040018-0j -0.0244872-0j -1.39503e-06-0j -1.74378e-07-0j -0.021861-0j 5.28273e-05-0j -0.00757701-0j -1.62772e-08-0j 4.71617e-05-0j -0.00036073-0j -0.00676439-0j -1.45315e-08-0j -0.000322043-0j 2.46095e-07-0j 2.19702e-07-0j -4.05313e-11-0j -3.61844e-11-0j -9.18049e-05-0j 0.00022046-0j -0.000253272-0j -1.41658e-05-0j 3.40177e-05-0j -3.90807e-05-0j 0.0020691-0j -1.56163e-06-0j -0.00496873-0j -9.67708e-06-0j 3.7501e-06-0j 0.00570824-0j -6.62545e-06-0j -4.30824e-06-0j 2.32385e-05-0j 0.000327153-0j 1.59103e-05-0j -1.42557e-07-0j -2.66972e-05-0j -1.56163e-06-0j -1.82783e-05-0j -0.000785626-0j -0.0173042-0j 3.42336e-07-0j 0.000902552-0j 0.000172425-0j 3.7501e-06-0j 3.73311e-05-0j -3.93286e-07-0j -1.30136e-07-0j 0.0415542-0j -4.30824e-06-0j -1.15025e-08-0j -0.00288403-0j -0.000414061-0j -8.96468e-05-0j -0.0477388-0j -0.00438712-0j 0.000475687-0j 3.59219e-06-0j 3.12508e-07-0j 2.76221e-08-0j 0.000102989-0j 0.0069257-0j -0.000631021-0j -8.57346e-10-0j -3.5902e-07-0j -3.17332e-08-0j 0.0105352-0j -0.00795647-0j -2.12429e-05-0j -8.62627e-06-0j 0.00151533-0j -0.0121032-0j 1.18328e-08-0j 2.05883e-09-0j 9.91014e-06-0j 5.10126e-05-0j -0.00174086-0j -2.36525e-09-0j -1.68774e-12-0j -5.86049e-05-0j -2.84153e-08-0j 4.05294e-12-0j 3.26444e-08-0j -4.65615e-12-0j 
4.0712e-05-0j -0.000624533-0j -0.000510253-0j 0.00342432-0j 0.01219-0j -0.101883-0j 0.000164686-0j -7.28244e-05-0j 0.00109458-0j 0.000865889-0j -6.0687e-06-0j -0.005811-0j -0.0137186-0j 0.000154142-0j -0.00171367-0j 0.113422-0j 0.0290188-0j -2.85829e-05-0j 2.45513e-05-0j 2.19182e-05-0j -0.000363854-0j -0.000324831-0j -0.000282019-0j 0.00189264-0j -0.000251773-0j 2.70653e-06-0j 0.00168966-0j 2.41626e-06-0j 0.00432625-0j -3.03211e-05-0j 0.000540418-0j 0.00386227-0j -5.28273e-05-0j -2.70693e-05-0j 0.00048246-0j -4.71617e-05-0j -0.0237209-0j 0.000770141-0j 9.07047e-05-0j -0.0211769-0j -0.0105482-0j 0.000687545-0j 8.09769e-05-0j -0.00941689-0j -0.00114081-0j -0.00101846-0j 7.96053e-07-0j 7.10678e-07-0j 1.87396e-05-0j -4.50012e-05-0j 5.16988e-05-0j -0.000274875-0j 0.000660084-0j -0.000758325-0j -0.000210072-0j 0.0014098-0j 0.000504467-0j 1.97533e-06-0j -0.0033855-0j -0.000579548-0j 1.35241e-06-0j 0.00388937-0j -4.74354e-06-0j 0.00315746-0j -3.24768e-06-0j 0.000394418-0j 5.44954e-06-0j -3.03021e-05-0j 3.73104e-06-0j -0.00758233-0j -3.73311e-05-0j -0.000947154-0j 0.00871082-0j -1.7506e-05-0j 7.27674e-05-0j -0.0167627-0j 0.00108812-0j 0.000117483-0j 8.96468e-05-0j -8.35975e-05-0j 6.40976e-05-0j 0.000591451-0j 4.20389e-05-0j 0.0402538-0j -0.000102989-0j -3.11906e-06-0j -4.82957e-05-0j -0.00494334-0j -0.000282125-0j -0.000153924-0j -0.0462449-0j -0.00142031-0j -0.00298402-0j 7.9905e-06-0j 0.000324114-0j 0.000176833-0j 7.4901e-06-0j 0.0016317-0j -0.00125109-0j 0.0118709-0j 0.00716581-0j -8.60487e-06-0j -8.24516e-05-0j -1.91884e-05-0j -0.0136377-0j 0.00300436-0j -0.00823232-0j 2.20442e-05-0j 4.42414e-08-0j -0.00345151-0j 0.000197999-0j -1.06241e-07-0j -0.000227468-0j 1.22053e-07-0j 
