0.104335-0.0894107j -0.0116965+0.0392344j -0.06594-0.0210314j -0.134789-0.0399016j 0.0271368-0.0315508j 0.00433342+0.0044201j 0.0969063+0.0886016j 0.0737213+0.0498501j 0.00195596+0.0465973j -0.0011443-0.0428222j -0.0449066-0.024047j -0.0240234-0.0775375j -0.0276918-0.0594963j -0.0225519-0.0386523j -0.0244705-0.0389545j 0.00680888-0.00467045j -0.0207994-0.030188j -0.0108782-0.0320765j -0.00630916+0.0192787j -0.0289309-0.043266j -0.0118105+0.0414733j -0.0330507+0.0316507j -0.00508181-0.0301883j 0.0259128-0.0263761j 0.00520781-0.0128492j 0.00104974+0.0231177j -0.00760775-0.00259995j 0.0108259-0.0489508j -0.00583364-0.0176152j 0.0151337+0.065511j 0.0185549-0.00843326j 0.0169727+0.0374206j -0.0300035-0.0117232j 0.0128067-0.0115014j 0.0272739-0.0509481j 0.00785592-0.0644228j 0.0469902-0.0023519j 0.0142748-0.0444349j -0.0327634+0.0073172j -0.00579462+0.0130719j -0.00767843+0.0225895j 0.0266168-0.0686211j 0.0408141+0.0245235j 0.0124724-0.0154552j 0.0643227-0.0350008j 0.0761407-0.0588319j 0.0136999+0.00847571j -0.0197926+0.0253998j 0.023134-0.0223903j 0.00711815-0.00745582j -0.0197364+0.0135519j 0.0301939-0.0302576j -0.0147892-0.0274712j -0.0121368-0.0211126j -0.0359191-0.0195413j -0.0380432-0.00890014j -0.0104869+0.0237025j -0.0385176+0.0787532j -0.0227379+0.0995552j 0.0403481-0.0234237j -0.00202801+0.0360059j 0.0165546-0.0464876j 0.0363864-0.0671932j 0.0585958-0.00752744j -0.0551647-0.0694752j 0.0989197+0.0846458j 0.26252-0.145945j -0.125812-0.223047j -0.0547071+0.0714698j 0.110393+0.0349645j -0.129045-0.00491987j 0.022816-0.160241j 0.0423334-0.0718408j 0.112429+0.0909565j -0.051979+0.0802395j 0.0710293+0.00420091j -0.184842+0.223617j 
-0.0229933+0.0305871j -0.047284+0.00585865j 0.0151918-0.0507055j -0.026666+0.0261453j 0.0919034-0.0203532j -0.055153+0.00155711j 0.0122594-0.0396509j -0.0329726+0.0171697j -0.0833532+0.114877j -0.102849-0.0539479j -0.0158176-0.0510442j 0.0257054-0.0785017j -0.109043+0.0348759j 0.0221943-0.00972379j -0.0352456-0.20742j -0.06696+0.057268j -0.0377671+0.0967868j 0.0789692+0.00873212j -0.0200453+0.0592753j -0.0974037+0.094221j 0.118632+0.0522416j -0.123858+0.0024117j 0.000456582+0.12765j -0.0304693-0.0544898j -0.0823287-0.108204j 0.00111133+0.197811j -0.0329564+0.0670867j -0.0604997-0.0458788j -0.0758556+0.0258219j -0.0264398+0.077365j 0.0334924-0.0778106j -0.119622+0.0520924j -0.0980909-0.0416267j 0.114404+0.00727487j 0.00930886-0.0229145j 0.10494-0.148666j -0.0131089-0.0609413j -0.13048-0.0205462j 0.120265+0.00121616j 0.0922367+0.0033377j -0.133892-0.136133j -0.0256886+0.0031046j 0.108566+0.113907j 0.0168795+0.115553j -0.00395708+0.0214196j 0.00657116-0.119577j 0.0169014-0.0422796j 0.00989826+0.0749346j -0.0603653+0.0180324j -0.0510884+0.07683j 0.0750075-0.0650724j -0.00244336-0.0673968j 0.11813+0.00192313j -0.118899+0.0125108j 0.0436084-0.00773226j 0.0121122+0.0321929j 0.0277928-0.0612787j 0.000733908+0.024478j -0.0240902-0.0286758j -0.0965697-0.0263848j 0.0144727+0.026348j 0.0579132+0.0714358j -0.0983618-0.0880421j -0.0918916-0.0307875j -0.0210177+0.0293055j -0.0151948+0.0334396j 0.0157339-0.0560608j 0.00371947-0.0231841j -0.00253779-0.0337848j -0.0130319+0.0642045j -0.0112746+0.0200175j -0.0174415-0.052214j -0.0233886-0.00878613j -0.0240053-0.0267955j 0.0280806-0.0273959j -0.00784412-0.036303j -0.0200575-0.00487337j 
0.0133956-0.010578j -0.0200281-0.0217987j 0.0474787+0.0883987j 0.0222739+0.0454711j -0.0491537+0.0758685j -0.0184679-0.0244834j 0.000209879-0.0532911j -0.02778+0.0234251j 0.0886129-0.0863536j -0.0628187+0.0540445j -0.118785+0.0398268j -0.01398+0.073527j 0.0858473-0.065296j 0.0425383-0.106716j -0.0818526+0.0753259j -0.128243+0.0943042j -0.0276556+0.0095481j 0.193138+0.0450174j -0.0941898-0.0175197j -0.0596063+0.0938331j 0.0336045-0.0152499j -0.0210439-0.0222179j 0.112426+0.0195624j -0.187686+0.105356j -0.248081+0.0597688j -0.00988688+0.0149888j 0.0453317+0.0527312j 0.0872815-0.0582767j 0.191559-0.0868395j 0.126912-0.0644208j 0.0574497-0.0886242j -0.0865722-0.0687144j 0.110051+0.00987517j -0.0951376-0.128769j 0.0212215+0.00670788j -0.0446053-0.014442j -0.000340867+0.0132826j 0.0104406-0.0109865j 0.0771538+0.0308716j 0.0108843+0.116569j -0.111427+0.0458207j 0.0841715+0.0534408j 0.127456+0.0447137j -0.0351805-0.123838j -0.0473846-0.0626782j 0.0542031-0.0642518j -0.0051276+0.0459884j 0.0414255+0.00597519j 0.0611093-0.0125962j -0.0152989-0.0243066j 0.0217049-0.0165222j -0.0247629+0.0237763j 0.0144838+0.0126332j 0.0482927+0.0340081j 0.0256286+0.0893614j 0.0172588-0.0399374j -0.00172446+0.0437605j 0.0216751-0.0760114j 0.0389352+0.0198367j 0.0114758-0.00162583j -0.0147544-0.0670582j -0.00521935-0.0268288j -0.0501159-0.0140538j 0.0169063+0.0493985j 0.0176417+0.0402023j 0.0424505-0.0834668j -0.075619+0.000585748j -0.0156-0.0655767j 0.00437029+0.035882j 0.017596-0.000374184j 0.00229328-0.0772413j 0.0473391+0.00329228j 0.0121705+0.0555129j -0.0237131+0.0914559j -0.0202552-0.0659797j 0.0191278-0.0525985j -0.019811+0.000831847j 
-0.0284303+0.018902j -0.000323889-0.0222819j -0.0799917-0.107947j -0.0278471-0.0189606j 0.139253-0.110622j -0.0123371+0.0399522j 0.023619-0.0118759j 0.0996936-0.0241982j -0.023973+0.0566981j 0.014594-0.148048j 0.0186897+0.028393j -0.00277476-0.0149171j -0.0986953-0.0330599j -0.0425947-0.101223j 0.007968+0.0930404j -0.090126-0.0664935j -0.0093231+0.0436266j -0.0141427-0.139144j 0.125803+0.0625925j -0.0652201-0.00391703j 0.00397148+0.105611j 0.0955113+0.102608j 0.085872-0.0320305j 0.0834359-0.0887304j 0.0549669-0.0156082j -0.0671593+0.0175441j -0.0795529+0.0211327j -0.0550627-0.0718796j 0.10655-0.109177j -0.167041-0.038792j 0.0707004-0.0422042j 0.0492885+0.127648j 0.0530277-0.179975j -0.0228291-0.0315834j 0.0397915-0.0270487j 0.00324769+0.0380946j 0.0312994+0.197451j -0.0114871+0.0178951j 0.0709969-0.0707893j -0.046762-0.179612j 0.0440936+0.0718986j -0.00782768-0.0334593j 0.0208786-0.0240315j -0.0192714-0.049305j -0.047903+0.00876037j 0.0299537+0.0164237j -0.00277182-0.0876262j -0.0687658+0.0413961j 0.0638385-0.0614511j -0.0343522+0.0313218j 0.0710997+0.00878948j -0.0447755+0.0546887j -0.0941496-0.0384269j 0.0312223+0.023549j 0.0717043+0.00370447j -0.0590883+0.00928842j 0.053525-0.00229121j -0.101224-0.0344297j 0.0255037+0.042565j -0.00792245+0.0881264j -0.00333694+0.0162742j -0.0374585+0.0121038j -0.00863854-0.0465741j -0.0395512-0.0252559j -0.0567908-0.00368944j -0.0699801-0.00578993j 0.0688378-0.0196351j 0.00836671+0.0700768j 0.0419617-0.0395757j -0.0565273+0.00760778j -0.00559223+0.025834j -0.0718371-0.0216309j -0.0331304-0.0506766j 0.0332914-0.0710188j 0.0548997+0.0288335j -0.0127771+0.0470464j 0.00934464+0.0190222j 
0.0216118-0.0156547j -0.0128481-0.00486011j -0.00309381+0.0544087j 5.44999e-05-0.00107188j -0.0643528-0.00442019j -0.044704-0.0189427j -0.0142481-0.11291j 0.0234767+0.0245366j -0.033537+0.0405582j -0.275856+0.0438761j -0.0283915-0.179655j 0.113578+0.0868943j -0.147127-0.103437j 0.0996814-0.166182j -0.0553115+0.0510628j 0.151734-0.121942j 0.0610981+0.0329281j -0.158374-0.0903251j 0.078973+0.0786338j 0.0132633+0.0268992j -0.000393955-0.170376j 0.0254153+0.0124109j 0.0285429+0.00268256j 0.0660211-0.00912674j 0.115694-0.0335216j 0.023878-0.118047j 0.127646-0.0184969j -0.0409794-0.183341j 0.0868792-0.119368j -0.094702+0.0247165j 0.0890721-0.0126241j -0.250821+0.0802936j -0.0882841+0.0974453j 0.0567213+0.0414674j 0.129+0.0961601j -0.131444-0.0979516j 0.04915-0.0432301j -0.0235742-0.00666116j -0.0241121+0.0485826j -0.0223307-0.113062j -0.0647797+0.0598294j -0.110686-0.0200537j 0.0174243-0.0127022j 0.0828538+0.0298614j -0.0554769+0.0142441j -0.00371469+0.0415794j -0.0331137+0.0138493j -0.00197787+0.0647044j 0.0276736-0.00644795j -0.0203062-0.0832957j 0.081489+0.0306659j -0.025282+0.0691074j -0.0120154+0.00385141j 0.0262256+0.0369691j -0.00567297+0.00362499j 0.0565101-0.00392845j -0.0331725-0.0132487j 0.0136183-0.0312855j -0.0427564+0.00943906j 0.0274594-0.0198565j -0.00700524-0.000475763j -0.029013-0.0121886j -0.0130847+0.00915585j -0.0546066+0.00605158j 0.074706+0.0308356j 0.0218661+0.0260346j -0.0188712+0.0335841j -0.0332604-0.0955064j -0.0025328+0.0538523j -0.00634853-0.0135407j 0.00114741-0.0288005j -0.00691499-0.0656373j -0.0177072+0.0110533j -0.00605229+0.0549614j -0.0126647-0.0545249j -0.00498833-0.018248j -0.00507009+0.0166057j 
0.0153748+0.0119835j -0.00696842-0.0131374j -0.0168708+0.0524181j 0.0439248+0.0226525j 0.0551872+0.0445443j -0.00100292-0.0429975j 0.057718+0.0165675j 0.147986+0.0270489j 0.0816165-0.0121281j -0.0781622+0.23963j -0.175687+0.129845j -0.00544303-0.183028j -0.0115675+0.107584j -0.0539022-0.165203j -0.0150331+0.118709j 0.0984029+0.0383112j 0.0554363+0.138161j -0.0764546-0.0265186j 0.0554217-0.0359232j 0.00136107-0.00444749j 0.0231944+0.086962j -0.011977+0.0166415j -0.0914734+0.0344047j -0.0556899+0.0293414j 0.0816197-0.02941j 0.0397908+0.0193445j 0.0225377+0.103205j 0.105691-0.0459428j 0.0719093+0.0138157j -0.0406604+0.0362058j 0.134423+0.0930283j -0.000516317-0.109582j 0.0113965+0.0788784j -0.17426+0.0450637j -0.132254+0.0228936j 0.187822+0.0855766j 0.0983823-0.0484052j 0.0102082-0.0445866j -0.0613385-0.0717217j 0.000540803+0.0861625j 0.0344402-0.167654j -0.00569984-0.0631915j -0.0664868+0.0936002j -0.0650691-0.0678293j 0.0322232+0.0506491j -0.0343129+0.0743832j -0.0444142+0.0104576j -0.0345303-0.0536366j 0.0244258-0.0226825j -0.058259+0.062075j -0.00800296+0.0186276j 0.000730666+0.025701j -0.0424507+0.00900888j 0.0628766-0.085218j -0.0247043-0.0275942j -0.0383174-0.00553531j 0.0200121+0.0293448j -0.0764373-0.0340158j 0.0639336+0.0567037j -0.0699306-0.0163074j 0.00623087+0.00169555j -0.0334798+0.0276629j 0.0100756-0.0426078j 0.0300899+0.0390076j -0.0190551-0.0491287j 0.00345274-0.0180337j -0.0130598+0.0409826j -0.0249937-0.0407049j -0.0293568-0.0392856j 0.04644+0.0431839j -0.0358521-0.0705038j 0.0321678-0.00195642j -0.00412315-0.000638406j -0.00469915+0.00265517j 0.0324417-0.00935784j -0.00910082+0.0093264j -0.0148327+0.0194429j 
-0.0346985-0.0017829j -0.00581154-0.0173503j -0.0037199-0.032168j -0.00772628-0.00553725j 0.0599341-0.0101804j 0.0348388-0.00799999j 0.0780089+0.0202787j -0.129808+0.0323544j -0.0845245+0.0460013j 0.0898534-0.0920935j 0.126829+0.199077j -0.0886208+0.163198j -0.0691679-0.13176j 0.183651+0.0434076j -0.0129516+0.0158746j 0.144816-0.0454528j 0.0851936-0.0515222j 0.00449278+0.0350593j 0.00495373-0.0461796j -0.0062296+0.0383067j -0.0841255-0.0296995j 0.0784431-0.122056j -0.0305631-0.0165183j 0.00806629-0.208102j -0.0990805-0.0304201j -0.0434338-0.0242599j -0.138546+0.15852j 0.0444128+0.0251311j -0.109065+0.00768724j 0.16055+0.0389591j 0.0982279-0.0580261j 0.00185071+0.0193432j 0.0843529+0.0663665j 0.125025-0.121034j 0.0180984-0.015781j 0.0279644+0.00407023j 0.014285+0.0246541j 0.00863737-0.105083j 0.0370513+0.0489153j -0.0982803-0.0430004j -0.00730833+0.0184657j -0.0290605-0.0645787j -0.0406037-0.0704696j 0.00551759-0.0167275j -0.0772839+0.0193446j 0.0556024+0.00940521j 0.0343766+0.00913175j -0.0294472-0.0745923j 0.0699273-0.0669005j 0.00846214-0.0582254j -0.0591589+0.0115951j -0.0149653-0.0347949j -0.0115976-0.0453367j -0.0390347-0.00611384j 0.0242034+0.0198627j 0.0177952+0.00877713j -0.00128913+0.0102396j -0.00738044+0.0660781j -0.00712702+0.0326424j -0.00778529-0.00566486j 0.00578237+0.029417j 0.00767425-0.104698j 0.00269841+0.00621476j 0.040856+0.0578083j -0.0399666-0.01245j -0.0380386+0.0298938j 0.00243364-0.0253743j 0.00377241-0.0173245j 0.0633159+0.0439651j -0.0669654+0.0428875j -0.020222-0.0398034j 0.040304-0.038911j -0.000813479+0.022874j -0.0187967+0.032844j -0.0124744-0.0545628j 0.024704-0.0491745j -0.00778872-0.0175525j 
0.0169569-0.0157051j -0.00141663+0.0120907j -0.0556136-0.0242882j -0.0839572-0.0240045j 0.0552396-0.0928406j 0.129483+0.00311783j 0.100015-0.0292544j 0.161099-0.0767358j 0.101394+0.0579646j 0.0556476+0.014431j -0.0478706+0.0390609j -0.0880078-0.12361j 0.126431+0.122724j 0.179912-7.47653e-05j -0.276843+0.0265589j 0.0752484+0.0270976j -0.050979+0.0363053j 0.0259511-0.145639j -0.0367909+0.0494397j 0.0206955-0.143083j 0.0145855+0.184634j -0.013436+0.0262581j 0.0195577-0.0686095j 0.0440591-0.0719138j 0.0312499+0.133023j -0.150567-0.0317278j 0.0520974-0.0054229j 0.15934+0.0336506j 0.122969+0.109881j 0.136167+0.103454j -0.08674+0.0995258j -0.00165594+0.0498206j 0.0304948+0.026655j 0.0147239+0.00542009j -0.0299385-0.00131966j -0.00515067-0.0165304j -0.160446+0.155291j -0.056811-0.00896087j -0.050163+0.0821202j -0.0303526+0.0270823j 0.00995143-0.0540027j -0.0447856+0.0425218j 0.0820708-0.0480415j 0.0679229+0.0286274j -0.0374773+0.035966j -0.0741167+0.0539302j -0.044871+0.0270383j -0.0611791+0.00229517j 0.0112745-0.0193212j 0.0312989-0.0170487j 0.019018+0.00235002j 0.0458802-0.011966j 0.0501132-0.0384673j -0.036781-0.0545483j -0.0331374+0.0105488j 0.0815316-0.0209349j -0.026335-0.00980373j 0.0586523-0.0105951j -0.0207146-0.00763084j -0.0465163+0.0176539j 0.0425489+0.0157857j -0.00732034+0.0295556j 0.0565406+0.00152728j -0.0109641-0.0696084j -0.0175434+0.00905127j 0.00732262-0.0190533j 0.0272139+0.0294891j 0.01241+0.0149315j 0.0117522-0.0319287j -0.0118317-0.0108167j 0.00513781-0.0177287j -0.0444851+0.0169072j -0.0366294-0.0628087j 0.0431034-0.0685324j 0.00744834+0.0294519j -0.0327932-0.00164877j -0.00175362+0.053009j 
-0.0107017-0.0134022j 0.071973-0.0305142j 0.013106-0.02968j 0.0648677-0.0170289j 0.157651+0.0427229j -0.191847+0.0159707j -0.147063+0.0988599j -0.102823+0.165595j 0.00113673-0.0593155j 0.0601181+0.0221484j 0.0656985-0.213636j -0.0979828+0.0235172j 0.0183675-0.122758j 0.130975-0.0644462j -0.0153328+0.0780927j -0.0175719+0.0171357j -0.0732124-0.039675j -0.0933801+0.060391j 0.00707082-0.14458j -0.0400363-0.00268855j 0.0650527-0.0553527j 0.0338016-0.150955j 0.0818997+0.0503635j -0.105103-0.00950548j 0.0761382+0.00630562j -0.00248007-0.00774643j -0.135577-0.00764276j 0.0474021+0.145597j 0.135922-0.0121071j 0.0685119-0.116959j -0.00724325+0.101319j 0.000125381+0.0490019j -0.0614213-0.0174222j 0.124446-0.0921269j 0.126311-0.035266j 0.0407549+0.0786376j -0.00874768+0.0313413j 0.00440628+0.0976181j 0.00329941-0.0080746j 0.0203499-0.0224882j -0.0157222+0.0212201j -0.00845735-0.00353586j 0.0173485-0.0121342j -0.0344329+0.0641536j 0.101984+0.0106857j 0.0497314+0.0399591j 0.0277833-0.00682168j 0.0167304-0.00662939j -0.0143707+0.0108558j -0.0370119-0.00616775j 0.0503764+0.00709157j -0.0399317+0.0613152j 0.057529+0.0221806j -0.0236161+0.0364969j -0.0418022-0.0482334j -0.0647518+0.0292884j -0.0470437-0.0341317j -0.0931447+0.0253702j 0.0941839+0.0603359j 0.0826445-0.0118205j -0.0248989-0.0244993j 0.0143649+0.00174878j 0.00214211-0.0110433j -0.0547315+0.0419224j -0.0224744-0.0559432j -0.0219321+0.0506263j 0.0581949-0.0382819j -0.0273498+0.0454949j -0.119281-0.07422j 0.0114738+0.00667342j -0.0244776+0.0622789j -0.00829412+0.0018508j 0.0245128-0.00986814j 0.010857+0.00354652j 0.00674606+0.0200223j 0.0174398+0.0993865j 0.0476324-0.0196486j 
-0.0490446+0.0768192j 6.24621e-06-0.00881884j -0.0272752+0.0418536j -0.0582498-0.0523832j -0.0596096-0.0180704j 0.0899437-0.0753773j -0.0411521-0.0357382j 0.0466225-0.157235j 0.0522089+0.204157j -0.0229722-0.0511527j -0.13581-0.0339967j -0.167827+0.0868923j -0.0347476+0.0819995j 0.00642246+0.037751j 0.0511424+0.0829359j 0.183667+0.120323j -0.0099725+0.137437j 0.00373962-0.048137j -0.0304217+0.10059j -0.0620775+0.0279293j 0.0597836-0.0552836j 0.0138705-0.0909434j -0.0171337-0.0162863j -0.05069-0.0604481j -0.0218544+0.0272801j 0.0873003+0.0580368j -0.175172+0.0864353j 0.0884977-0.00917063j -0.122115-0.100892j -0.0424926+0.0493655j -0.0106058+0.0362119j -0.0233589+0.0361485j 0.0531174+0.130295j -0.00651049+0.0621621j -0.00513004-0.0239958j -0.00776232+0.00104872j -0.0255461-0.0622895j 0.0153128+0.00179883j 0.0837242-0.0271748j 0.0195759+0.0182907j 0.0487927-0.0682277j -0.00292183+0.00624086j 0.0181787-0.00308608j -0.107477-0.00322419j 0.0275768+0.00723949j 0.0333216-0.0804321j -0.0872756+0.0226228j -0.0174713-0.0108827j 0.000625952-0.00805428j -0.00244548+0.0126113j 0.0488469+0.0445735j 0.0421613+0.00707051j -0.0583435+0.098283j 0.0455465-0.0398964j 0.00767681-0.0655218j -0.0086477-0.0370542j -0.0532431+0.00828717j -0.0370268+0.0229445j 0.012325-0.0426603j 0.0599897-0.0292027j 0.0579126-0.00257234j -0.0968033-0.00236282j 0.0185643+0.0415448j -0.00103174-0.034331j 0.0263022-0.0593695j 0.056009+0.0284017j -0.0150869+0.0427976j -0.0751935+0.00704797j 0.0533954+0.0421547j 0.0450487-0.0283584j -0.000761144+0.000808801j 0.00153438-0.00396745j 0.0224231-0.0469672j 0.000271539-0.0756462j 0.0436194+0.0792084j 0.0147442+0.0222541j -0.0257796-0.0518561j 
-0.000929502-0.0265829j 0.045219+0.0153503j 0.0590835-0.0267934j -0.0796731-0.0474677j 0.1341-0.0288443j 0.0156429-0.0923751j -0.0713874+0.171556j -0.0740471-0.0577937j 0.0460797-0.0233169j -0.154832+0.00204593j -0.0389389-0.0678092j 0.029457-0.0133841j -0.0203416+0.0186487j 0.00384948+0.0607494j 0.0164467-0.0581276j -0.046587+0.0965792j -0.0310487+0.134607j 0.0514833-0.131123j -0.0651894-0.0244274j -0.0646933-0.0315054j 0.207509-0.0859818j 0.113518-0.0954664j 0.0655287+0.0355342j 0.0326369+0.0502543j -0.0505334-0.155473j 0.0223374+0.0693957j -0.110054-0.0393802j 0.0530631+0.12329j 0.0435661-0.0491803j -0.0348519-0.0108249j -0.0266115+0.092198j -0.0810825-0.0338832j -0.0795538+0.0255856j -0.0342023+0.00547501j 0.0531509-0.00802016j 0.0151833-0.0566514j 0.00683161-0.0357561j -0.0525744+0.0917425j -0.00385637-0.0184273j 0.0515999+0.0506061j -0.0344628-0.00523131j -0.0975966+0.067846j 0.00628094+0.0448675j -0.00209006-0.0234621j 0.0907555+0.000239752j 0.0355976-0.0101135j 0.04183-0.0623314j -0.00046097+0.029755j -0.020244-0.00789285j -0.00931416+0.0192018j 0.0210991-0.0127858j -0.00719185+0.00331627j 0.02123+0.00443294j 8.57064e-05+0.0208286j 0.0184304-0.00668385j -0.0226761-0.0338122j 0.0203417+0.00907671j 0.0365275-0.00117461j 0.0411395+0.00763744j 0.0808673+0.0437231j -0.00387701+0.000517112j 0.0827211+0.0366872j 0.0224236+0.0290876j -0.0175412-0.00327205j -0.0269773-0.0176782j -0.0429075-0.0456115j 0.0419351+0.0126518j 0.0271662+0.0900809j -0.0843796-0.0971392j -0.0301327-0.0174619j 0.00962298+0.0171055j -0.00379739+0.0580715j -0.00698701-0.0731787j 0.0193389-0.0797569j -0.00986137+0.0618439j -0.000905832+0.0494133j 0.0305939-0.00258042j 
0.0231065+0.00535322j 0.0136868+0.0996703j -0.0781357-0.0912619j 0.189996-0.155683j 0.140845-0.0431627j -0.0411643+0.128589j -0.0482746+0.192999j 0.0758812+0.139493j 0.0993942-0.0214693j 0.0291505-0.0377684j -0.145398-0.00437939j 0.0309914-0.0437343j 0.0395873-0.0695342j 0.100761-0.0933365j -0.0821966+0.0128524j 0.0713027-0.0803954j 0.0925476+0.00202945j -0.0914685-0.0516686j 0.0909073-0.159891j -0.0637166-0.0895786j 0.0731415+0.0527774j -0.0625706-0.131462j -0.0432352+0.107527j -0.0240416+0.0837998j -0.00193917+0.0596957j -0.0118146-0.0211093j 0.172279+0.0617851j -0.0787885+0.0693511j 0.00540913+0.139489j 0.110192-0.0389342j 0.031156-0.0805631j -0.0484079+0.0731497j -0.075441-0.00783969j -0.0227242+0.0725496j -0.0451725+0.0453447j 0.0758445-0.00761309j 0.0217594-0.0419879j -0.0303089-0.0135888j -0.0255259+0.0165302j -0.0542476+0.0495349j -0.0324948-0.0341581j 0.0158086-0.0446979j -0.00888143+0.0474841j -0.0743885+0.0274602j -0.078553+0.0522288j -0.0180558+0.0627512j -0.101213-0.0377296j -0.014552+0.0245645j -0.000819279+0.0106936j -0.031589+0.0778365j -0.0102613+0.0301974j -0.0412541+0.00247727j -0.0861635+0.0540585j -0.0450257-0.0469974j 0.00244462+0.00653713j -0.0288817+0.00474879j 0.0148655-0.0441604j -0.0317737-0.00622857j -0.0384954+0.0290429j -0.0314662+0.0687554j -0.0518942+0.0116626j -0.0631391+0.00791698j 0.00494526-0.0378724j -0.00886599-0.0465244j -0.0109507-0.0573489j -0.00761756+0.0099186j 0.0117313-0.0490535j 0.0802472+0.0888304j -0.0145326-0.0681935j -0.0131551-0.00297946j 0.0475897+0.0817294j -0.0484591-0.0321084j -0.0552485-0.0682546j -0.0547052-0.0751024j 0.00659827+0.00224385j -0.0299419+0.0477948j 0.026676-0.0134877j 
0.0785336-0.0302798j -0.00967596-0.054638j -0.355497+0.152563j -0.0552932-0.161691j 0.0925289-0.201517j 0.0198799+0.0757002j 0.00798409+0.159114j -0.00384443+0.0544201j 0.0252253-0.024914j -0.0118277+0.106945j 0.0292114-0.100138j 0.0118764-0.0514176j 0.106295-0.139288j -0.0244576+0.118937j 0.0493-0.0198865j 0.0502296+0.0218539j 0.176329+0.0260739j -0.046987+0.0133825j 0.105069-0.00875919j -0.0529724-0.0226732j 0.0655786-0.129433j 0.188482-0.123524j -0.166732+0.0342757j 0.0196148+0.115853j 0.013256-0.0242246j -0.00742408-0.0667732j -0.0157068+0.0221347j -0.0525321+0.00309219j -0.0269242-0.012313j 0.0535239-0.0482009j -0.00273521+0.0326394j 0.0512316-0.00426325j 0.0471063+0.0201021j -0.0345227-0.0262758j 0.0569138-0.0769039j 0.00747426+0.00609548j -0.0040556+0.0596391j -0.0230358+0.0794287j 0.0413883+0.00685995j -0.0217653-0.087574j 0.00391004-0.00229775j -0.0278685+0.0183512j -0.0360828-0.0301433j 0.0400177-0.0187987j -0.0676598+0.0300536j -0.0359269+0.000152002j -0.0349817+0.0278259j 0.0313092+0.0143333j -0.00947041-0.00866677j -0.000824774+0.019493j -0.0560737-0.0115142j -0.0237616+0.0134583j 0.0120154-0.0282483j -0.0291739+0.026123j 0.0111681+0.0380218j 0.0485394-0.00747509j -0.00551065+0.0101668j -0.0115509-0.0488658j -0.0940897-0.0963428j -0.0591652+0.0262901j 0.0849816+0.0477226j -0.0233922+0.037842j 0.114666+0.0213909j 0.0173823-0.0462898j -0.0165255+0.0400987j 0.0174039-0.0373293j 0.0320694+0.0423375j 0.0401212-0.00995678j 0.0431335-0.0178249j 0.0287941+0.00184524j 0.0142613-0.0711205j -0.0468767+0.00212265j -0.0334304-0.068265j 0.00995875-0.0542318j 0.0617443-0.0161324j -0.0282994+0.0581896j 0.0188646+0.0467376j 
-0.0348742-0.0794379j -0.00822391+0.0703092j -0.0527531+0.156256j -0.220278+0.0544904j 0.106018+0.0558207j -0.0749187+0.216566j -0.164574+0.027727j -0.0349373+0.072866j -0.0487459-0.0739528j 0.0368969+0.0241269j 0.0615377+0.045833j -0.0450213+0.0483316j 0.149139-0.145274j 0.084879+0.00708432j 0.0519957+0.132876j 0.0179492+0.160319j -0.24174+0.0210034j 0.122578+0.2143j 0.0819268-0.0941012j -0.0401024-0.0534925j 0.0321268+0.10889j 0.0307098+0.114295j -0.0775541-0.126506j -0.0710216+0.0759904j 0.0361061+0.0353703j -0.0163033-0.0636019j -0.0853948+0.155262j -0.0470866-0.0309382j -0.0611842+0.0258237j -0.000429984+0.0476947j -0.00208419-0.0723832j -0.030407-0.0502439j -0.01312+0.074768j -0.00178429+0.0336602j 0.0737679-0.0366287j 0.00289849-0.0568372j -0.0531489-0.0312654j 0.0650592+0.0935247j 0.014682-0.0382231j 0.0196381-0.00817039j -0.00497768-0.0466079j -0.0263848+0.000462658j 0.0501718-0.0130587j -0.0354973-0.00538446j 0.0420029-0.00660757j 0.00170061-0.0091996j 0.0428799+0.00184551j -0.0298238-0.0605396j -0.0480345+0.0535541j -0.0119981-0.0316346j 0.0708857-0.0642954j 0.00767497+0.0432915j -0.0181136+0.0013255j 0.0280888+0.0163079j 0.00759205-0.0548344j 0.0565318-0.0411992j 0.000117133+0.0128986j 0.041003-0.0398538j -0.037252-0.00656843j -0.0717117-0.048601j -0.00379113-0.0215502j -0.0143686-0.04028j -0.0790996+0.0210502j -0.0440876+0.035262j 0.0568864+0.0436347j 0.0244667+0.0321479j -0.066934-0.0171393j 0.00654127-0.0758847j 0.0646912+0.0952277j -0.0333314+0.0304347j -0.000140056-0.0274755j -0.0232344-0.0059418j -0.0283244+0.0859203j 0.0306228+0.0919469j -0.0408308-0.0777336j -0.028419-0.062887j 0.00277241+0.0810236j 
