0.010327+0.0671545j -0.0543429+0.0204952j 0.0641857+0.149465j -0.136484+0.0438277j -0.148395+0.0310539j -0.0589837-0.167665j -0.0910751+0.116939j 0.0768894+0.0658703j -0.0897585+0.131094j -0.0992282-0.0266737j -0.0184157-0.0120581j -0.169501+0.0067496j 0.0236601-0.053748j 0.0855412+0.0468905j 0.0560562-0.013355j -0.0659122-0.0419553j -0.072939+0.0791609j 0.00375817-0.0652249j 0.0117236+0.0458786j -0.0636223-0.144462j 0.13206-0.0941813j -0.121838-0.208542j 0.252938+0.122683j -0.0877383+0.123253j 0.092355-0.22226j -0.0543247+0.109123j -0.0394329+0.138487j -0.0337113-0.116809j -0.024649-0.0227847j -0.223898-0.060499j 0.0350636-0.0323561j 0.0594026+0.125173j -0.148776+0.251492j 0.0936106+0.0223752j 0.0211587-0.0871683j 0.147952+0.0981659j 0.0502302-0.0221261j -0.000569841-0.0470299j -0.0584799+0.0243654j 0.139521+0.0332872j -0.0925343-0.045585j -0.0126019+0.00526437j 0.00146737+0.0340231j 0.050368-0.0079882j -0.0328976+0.014249j 0.047065+0.0226164j -0.0604366+0.0615434j 0.0906631-0.0660293j -0.026867-0.0264575j -0.0937812+0.0324706j 0.159526-0.0475167j 0.0478051-0.0227156j -0.0531403+0.0232428j -0.0801132-0.025637j 0.00736932+0.00307656j -0.0242686-0.0441889j 0.0164809+0.02813j -0.0500735-0.00219106j -0.0120227-0.0458594j 0.00228979-0.0387688j -0.0326171-0.0363997j 0.00587703+0.0184866j -0.0156267+0.00656692j 0.0347217-0.0267323j -0.00920303-0.0144784j -0.0393561-0.0460912j 0.0105495-0.00414027j 0.0117459+0.0293735j 0.00388477+0.00676306j -0.00672593+0.0450727j -0.0269903-0.0168713j 0.018243+0.00931722j -0.0160114-0.0373519j -0.0132772+0.0379279j -0.00157421-0.0153014j -0.0111019+0.0146868j 0.000548+0.00155241j 0.00752386+0.014439j 0.0174644+0.0239375j -0.00484658+0.0216302j -0.00119152-0.0141147j -0.00170878+0.00482917j -0.0136242-0.00758007j 0.0635007+0.0316027j -0.0383545+0.00387627j -0.0325086+0.00684593j 0.0107038+0.00254722j -0.00495899+0.015462j 0.0051656+0.0187644j -0.00364362+0.00297286j -0.00107505-0.00208192j -0.0165644-0.0126854j -0.0243892-0.00932999j 0.0150328+0.0306239j 0.0108012-0.0127361j 
0.00536361-0.00172026j -0.00587278-0.00457106j -0.00241195-0.00192378j 0.00029016-0.00329045j 0.00282732+0.00154129j 0.00543675+0.00718027j 0.00409669+0.00179799j 0.00276012+0.000181138j 0.00557421-0.00287619j -0.00380493-0.00510021j 0.00251388-0.00573898j 0.00456304-0.0151986j -0.000170296+0.00291435j 0.00210176-0.00556317j 0.00734742+0.00374018j -6.22387e-05-0.00193818j 0.00584341-0.0023133j -0.00106305+0.00889622j -0.00206132+0.00457367j 0.00258978+0.00450736j -0.00377244-0.00623543j -0.00385188+0.00702977j 0.00157475+0.00244708j -0.00298553+0.00258375j -0.0109453-0.00782048j 0.0105671-0.00063429j 0.0111722+0.00451952j -0.00120711+0.00174788j -0.00152082-0.00419434j -0.0128906-0.0103451j -0.00306648+0.00114077j 0.00491363-0.0037405j 0.00232894+0.00126627j -0.00243815-0.00334555j -0.00721624+0.00352206j -0.00197829+0.00363014j -0.00236103-0.00123064j 0.00109769+0.00466346j 0.00499581+0.00973423j -0.0046647+0.0384001j -0.00308242+0.00358111j 0.0067326-0.0119733j 0.00619035+0.00984619j 0.00251425-0.00132413j -0.00175251-0.00912153j 0.00315636-0.0095973j -0.0018998+0.0010369j -0.00979635+0.0030301j 0.00509227-0.00321368j 0.003319+0.00700046j 0.00597802-0.00664749j -0.0005311+0.0137305j 0.00692481+0.00811606j 0.00116021+0.00679809j 0.00349255+0.00407323j -0.00628323+0.0145083j 0.00722549-0.000594988j -3.66182e-05+0.0104984j 0.0113826-0.00801399j 0.00734257+0.00308416j -0.00113791+2.27295e-06j 0.00182953+0.00727672j 0.000407185+0.00072387j 0.00377043-0.0141637j -0.0222831-0.00437874j -0.00324372-0.000616394j -0.0157242+0.00681906j -0.00267515+0.00360725j 0.0139521-0.00090504j -0.00494111+0.000956551j 0.0069726+0.00708697j -0.0194118-0.0162881j 0.0176761+0.0138536j 0.00116067+0.00622987j 0.00718551+0.014268j -0.0072369+0.00607841j -0.00162414-0.00754628j 0.0107201-0.0148938j -0.0207809-0.00301097j -0.00524063-0.0109934j -0.0115827+0.00431023j -0.02039-0.00329014j -0.00299941-0.00530487j 0.0079251+0.0038542j -0.00982253+0.0063892j 0.011704+0.000311248j 0.0095755-0.0114555j 0.00814529-0.0112713j -0.0048124-0.0109322j 0.00109454-0.0151287j -0.00327218+0.00259382j -0.000379585+0.00408194j 0.00392534+0.00656153j -0.00126549+0.00121147j -0.00541671+0.00296274j 
0.0149678-0.00791478j 0.00386685-0.00469264j 0.00717247-0.00675072j -0.000111115+0.0045095j -0.00850325+0.00735717j -0.000485798-0.0100384j 0.00673884+0.000392025j -0.00170109-0.00455667j 0.00245658-0.00496362j 0.0044081-0.00235091j 0.00349849+0.00959485j 0.00551756+0.000982613j 0.00132474-0.00153279j 0.00204541-0.0038032j 0.00386713-0.00257098j -0.00458581+0.00085766j -0.00443077-0.00231345j 0.00446781+0.00663034j 0.00254317-0.00818245j 0.00056923-0.00640494j -0.000440148+0.0044369j -0.00869765+0.00853649j -0.012992-0.00460302j -0.00547819-0.0120295j 0.0014552+0.00380728j 0.00149065+0.0133479j 0.000539958+6.54665e-07j -0.00184088+0.00375269j -0.0104909+0.00421123j -0.0073932+0.019176j 0.00143558-0.00166673j 0.00191603+0.0123947j 0.00460397-0.00986592j -0.00144939-0.0304135j -0.0148971-0.00768257j -0.00728061-0.00222969j -0.00265311-0.00187495j -0.00296955+0.00392579j 0.00807393-0.00967425j 0.00720758-0.0168934j 0.00560549+0.0111939j -0.00749908-0.00993948j 0.00634018+0.00528622j -0.00320905+0.00634154j 0.00211272-0.000458634j -0.00867545+0.00552016j -0.00442987+0.00659114j -0.00243153-0.00740337j 0.000532284+0.000446042j -0.00128297-0.000721981j 0.00914616+0.00765324j -0.00706596+9.05647e-05j 0.0133333+0.00920743j 0.00346034+0.00348125j 0.00398592-0.00887902j 0.00333924+0.00525679j 0.00543654+0.000490803j -0.00447931+0.00777215j -0.000298238-0.0129363j 0.000349898+0.002314j -0.00542934+0.00747538j 0.000456295-0.0127321j 0.000231851+0.00750316j 0.000847897+0.00794094j -0.0045485-0.00423824j 0.00373851+0.00514019j 0.00167078+0.00324304j 0.0149044-0.00247727j 0.00098388-0.00594445j -0.000945142-0.000470302j -0.0164456+0.00119882j -0.00299066-0.00110003j -0.000917824+0.00325105j 0.000103031+0.000161712j -0.00325816+0.00153316j 0.00281296+0.00476713j 0.00111074-0.00485506j 0.00680984-0.000460873j -0.00715801-0.00665365j -0.00411052-0.000487326j 0.00847898+0.00101018j -0.00178486-0.00905933j 0.0153903-0.0122839j -0.00396656+0.00389669j 0.0155394-0.0135576j 0.00425345+0.011067j 0.00207606-0.0124637j -0.00636503-0.00779691j -0.00374055-0.00784167j 0.000726202-0.00680053j 0.000851352+0.0169765j 0.00160285-0.0188837j 0.00575642+0.0137154j 0.00687564+0.00923692j -0.00460337-0.000888792j 
-6.47617e-05-0.00597274j 0.00324824-0.00597375j -0.000789465+0.00169743j 0.012148+0.00376406j 0.00144878+0.0056694j 0.0087197+0.00622057j 0.00530245-0.00503292j 0.00120756+0.00875814j 0.0101511-0.00044413j -0.00373273-0.00189223j -0.00825622-0.000259156j 0.00334529-0.0107877j -0.00104709-0.00198076j 0.000582188+0.00436654j 0.00329385-0.000297328j -0.00376122+0.00394224j -0.0149846-0.00208518j 0.000433348+0.00742097j -0.0101317-0.0015736j -0.00593377+0.00168703j -0.00647661+0.00513897j 0.0115836+4.91733e-05j 0.00250293+0.00061632j 0.0119906-0.00153471j -0.00567583+0.00967058j 0.0154415-0.0117667j 0.00873206+0.00448048j -0.00105242-0.00091732j -0.00764824+0.00105532j 0.00447471-0.00773173j -0.00444522-0.00911176j 0.00544453-0.000351206j -0.00766656+0.00206599j -0.0117084+0.000913377j 0.00266177-0.00102721j -0.00335749-0.0114313j 0.000399159-0.00101603j -0.00406375+0.000767424j -0.00183489-0.00228066j -0.0104922-0.0123247j -0.0120067-0.00178448j 0.00205447+0.00358211j -0.00439073-0.00255725j 0.000887961+0.00345982j 0.00319634+0.000536405j 0.00684022+0.0105345j 0.0127821-0.0111259j -0.0164687+0.0095025j -0.00546912-0.00782646j -0.00301707+0.00648291j 0.00125062-0.0172211j 0.00455108-0.00610354j -0.0265376-0.001141j -0.00868787+0.0113307j 0.00320997+0.0188442j -0.0109982-0.00243293j -0.00323849+0.00110716j 0.00509632-0.000252172j 0.00660759-0.00297463j -0.00904637-0.00260116j 0.0111278-0.00360158j -0.00425536-0.00653066j 0.00337778-0.00120839j -0.00862869+0.0139438j 0.00100943+0.00617699j 0.0118684+0.000988805j 0.0035363-0.000376777j 0.0053618+0.000184275j -0.00906471-0.0045379j 0.0016424-0.00579854j -0.00511295-0.00296553j 0.000813389+0.00416714j -0.010802+0.00118224j 0.00414381-0.00893018j -0.0114922-0.00658316j -0.000417672-0.00140655j -0.0028232+0.000637809j 0.00306348+0.00116552j -0.0157409-0.0151908j 0.00579462+0.00083406j 0.011903-0.0041366j -0.004484+0.0115512j -0.00222531-0.00463541j -0.00624708+0.00902036j 0.00117586+0.0144152j 0.00189352+0.00841488j -0.0129261+0.0207594j -0.000515907-0.00381505j -0.00528332-0.0049008j 0.000801782+0.00164928j 0.00399121+0.00660523j -0.00345596-0.0142964j 0.00272317+0.000832261j 0.000352152-0.000140605j -0.00838392-0.000837226j 
-0.000812995-0.00756851j 0.00825419+0.00690745j 0.00478337-0.00869733j -0.00650559+0.00590215j 0.00876183+0.00481299j 0.0152956-0.0103634j 0.00624445+0.00398689j 0.00636266-0.00275523j 0.00576836+0.00203183j 0.0105779+0.0144065j 0.0092031-0.00172504j 0.00533458-0.00676367j -0.00169096+0.0123768j -0.0164289+0.0088034j 0.00600233+0.0102935j 0.00902017-0.0140471j 0.00389392+0.0161017j -0.00497358-0.011346j 0.00774457-0.00119053j 0.00390527-0.00492458j -0.00223988-0.000507584j -0.00176842-0.00277963j -0.00267002+0.00432702j 0.0108676+0.00878246j -0.00835532+0.0110902j 0.00720863-0.00563245j 0.0133623-0.00356404j -0.00391999-0.00679656j -0.0060399+0.000915727j -0.00446461-0.00894407j 0.00122339+0.000328132j -0.00496635+0.00500652j -0.00700349-0.0147262j -0.0079946+0.000969936j -0.000908144-0.00771848j 0.00964655+0.00993644j -0.00275581-0.000660954j 0.0011366+0.00101581j -0.000709069+0.000300248j -0.00516526-0.040732j -0.0156964-0.00107435j -0.00255932-0.0167046j 0.00863156+0.00323461j 0.00130228+0.0076629j 0.0148287+0.00215125j 0.00750278+0.00854189j 0.0366113-0.00246291j -0.0202044+0.00234775j -0.00756041-0.0117607j -0.00343275+0.000660426j 0.0124146+0.00275544j 0.0226751+0.00711739j -0.021869+0.00290197j -0.0259836+0.0147485j -0.00535928+0.0222663j -0.00103312+0.01576j 0.000233019+7.13554e-05j -0.0029727-0.0106936j 0.00369424-0.0191425j 0.00156074-0.0129937j -0.00444786-0.00396369j -0.00916195-0.0103776j 0.00922982+0.0204154j 0.0046851+0.0239851j -0.00829519+0.015655j 0.0122034+0.00736705j 0.00330971+0.0048214j 0.00511838-4.6886e-05j -0.0196468-0.0117384j 0.0369138-0.00602288j -0.0333402-0.0111155j 0.0201045+0.000286179j -0.0142431-0.00444987j 0.0141522-0.00122618j -0.00763762-0.00602628j -0.0119308+0.00772031j -0.011876+0.00197761j 0.00133683+0.00444543j -0.0162357-0.00907909j -0.00684063+0.0027383j -0.00549651+0.0162183j -0.0103128-0.000377164j -0.00429576-0.0170927j 0.00168542+0.0133518j 0.000448184-0.00514619j 0.00353322+0.0033145j -0.000200776+0.00696913j 0.00430599-0.00799426j 0.00286516-0.00441557j 0.0023586-0.00809765j 0.00299467+0.000579302j 0.00588133+0.000963682j -0.00121043-0.00924662j 0.00473589+0.0038572j 0.00462038-0.00474752j 
0.00506197+0.00237951j -0.00755518+0.00563468j -0.00584953-0.00652113j 0.00870838-0.00363202j -0.00159297-0.00166735j -0.00104217-0.00590691j -0.00163816+0.011548j 0.0148206-0.00981607j 0.00254076+0.00811237j 0.0249912+0.0156229j 0.0224529-0.00255763j -0.0116785+0.00979806j 0.00731265+0.0143672j -0.0223511+0.00410712j -0.00459147+0.0172866j 0.000941652-0.0151802j 0.00134736+0.0058235j -0.00236622-0.00494117j -0.00377859+0.00344841j -0.00510694+0.000830214j 0.00238084+0.000881913j 0.00368883+0.00747015j 0.0041622+0.00126218j -0.0065867-0.00506366j 0.00653357-0.00623824j -0.00459055-0.00654228j -0.00635498+0.00292325j 0.00231015-0.0115514j 0.00314827-0.000989069j 0.00134679+0.00258535j -0.00108474-0.00488222j 0.0033117-0.00307901j 0.00572502+0.00822276j 0.00348706+0.00619211j 0.00327659+0.00564997j -0.00382213-0.00433724j 0.00208354-0.0022157j -0.00208438+0.00102355j 0.00069052+0.000480135j 0.00277427+0.0253848j 0.00976811-0.00232487j 0.00253017+0.0111047j -0.00492165-0.00282566j 7.47112e-05-0.00575995j -0.00841741-0.00188141j -0.00472043-0.00702726j -0.0253982+0.00272702j 0.00930979+0.000705521j 0.00621136+0.00974965j 0.00353355-0.000591956j -0.00813691-0.0032966j -0.0120058-0.000710788j 0.0143754-0.00108077j 0.0119392-0.00905437j 0.00609217-0.0142053j 0.000395481-0.0120924j 0.000604289-0.00231973j 0.00234472+0.00818736j -0.00229122+0.0138978j 0.000308655+0.0091517j 0.00391025+0.00194542j 0.0063715+0.00931917j -0.00523096-0.0101006j -0.00254389-0.0164392j 0.00612998-0.0108232j -0.0055996-0.00530216j -0.00326245-0.00237087j -0.00530705+0.000868257j 0.0127457+0.00203931j -0.0229949+0.00421854j 0.0193165+0.00438562j -0.0142477-0.00413132j 0.0115682+0.00534107j -0.0046325-4.97709e-05j 0.00901703+0.00382233j 0.00851166-0.00111197j 0.00592748-0.0041113j 0.000384118-0.00397928j 0.0140883+0.00219355j 0.00214185-0.00413151j 0.00336468-0.00942186j 0.00185753+0.000786442j 0.00135441+0.0109349j -0.000187995-0.00860288j 0.000769917+0.00473851j -0.00165628-0.0024315j -0.000164944-0.00397873j -0.00240356+0.00305751j 0.000610363+0.00239614j -0.00104179+0.00180736j -0.00155237-0.00103558j -0.00307278+0.0034349j 0.00123847+0.00267394j -0.00273624-0.004215j -0.00286693+0.00328684j 
0.00721504-0.00563285j -0.00408052-0.00547368j -0.00215121-0.00577409j 0.0112143-0.00414803j -0.0011472-0.00111329j 0.00886501+0.00163653j 0.00672978+0.00166462j -0.000184835-0.00932618j -0.00121855-0.0155397j -0.0038936-0.00710706j 0.0100807-0.00153038j 0.00289951-0.00741112j 0.00478318+0.000138526j 0.00147202-0.0176585j 0.00745085-0.00154632j -0.00124794+0.00121743j 0.00643182-0.0153752j 0.00198522+0.00976377j 0.000730398+0.00668202j -0.00123881-0.000855036j -0.00686205+0.00282071j 0.00323881+0.00526784j -0.00233772+0.00525836j 0.00541949+0.0031011j -0.0077867+0.00211686j 0.00331661-0.000465506j 0.00992047-0.00415688j 0.000957589+0.00560255j -0.00275857+0.000784702j -0.00179356-0.00564805j 0.00132431+0.000476051j -0.00206151-0.00269508j 0.00105381-0.0020284j -0.00499403+0.000122895j -0.00219365-0.00198266j -0.00144264-0.00278297j 0.00623464+0.00221133j -0.00461015-0.00370457j -0.00422902-0.00428388j -0.00599143-0.0188766j -0.00540709-0.00164717j -0.00565712-0.00191884j -0.00985935-0.00609818j -0.00241928-0.00158015j 0.00217203+0.0236627j 0.00173527+0.0084659j 0.0146932-0.0045573j -0.00744666+0.00690216j -0.00493378-0.0101166j -0.00439902+0.000430232j 8.79549e-05-0.00205547j -0.00478499-0.0154477j -0.0137434-0.00653169j -0.00141163+0.00192983j -0.00890167+0.00432104j 0.00188622+2.77057e-06j -0.0117074+8.63772e-05j 0.00638491-0.0194418j -0.00506898+0.000265849j -0.00857222-0.00131199j 0.00174195+0.000519433j -0.00282322-0.010655j 0.0052485-0.00246813j -0.00509903+0.0152078j 0.00278088+0.00875058j -0.00393323+0.00398093j 0.0139323-0.0094723j -0.00259646-0.00359594j -0.0130805+0.00329989j 0.00879991-0.00478739j 0.000886013+0.000483934j 0.0176127+0.0103326j -0.0156617-0.00671757j -0.00458512-0.00308078j -0.0128426-0.0082637j -0.00236836-0.0118615j 0.00143466+0.00615878j -0.00785759+0.0127196j -0.0091145+0.00188761j 0.00811463+0.00711599j 0.00453736+0.00113947j 0.0181862+0.00577394j 0.00441564+0.00144301j -0.00595324+0.00354256j -0.00428984-0.0030143j -0.000433788-0.00291287j -0.00414546+0.00707475j 0.00113918+0.010649j -0.00328742+0.00886425j 0.000825773+0.0136623j 0.000536465-0.00246434j 0.00320801-0.00986779j -0.000776164+0.00251586j 5.02896e-06+0.00540821j 0.000506557-0.00191797j 
0.00200773+0.000768352j 0.00831957-0.00106126j 0.0036455-0.00453963j 0.00725848-0.000721792j 0.00870531+0.00296409j 0.00366408-0.0021698j 0.00135944+0.000885156j -0.00961619-0.00622777j -0.00945413-0.00335161j 0.00432764-0.000338762j 0.00450107+0.00291265j 0.00482349+0.00925812j -0.000631008-0.00079064j -6.7286e-05-0.00669215j -0.00403102+0.000204006j 0.00291604+0.000354713j -0.00808769-0.00628532j -0.00877782-0.0025242j 0.0064631-0.00604485j -0.000446017-0.00278396j 0.00415345-0.00528634j 0.00183783-0.00497095j -0.0129123+0.00104335j 0.0167284-0.00108717j 0.0115097-0.00363095j -0.00633381+0.011346j -0.000627459-0.00261816j -0.000936272+0.000596325j 0.000449365+0.00192284j 0.0233722+0.00329139j 0.00469772-0.00660492j -0.00761537+0.0104909j -0.0145644-0.0100297j -0.00533912-0.0019147j 0.0045452-0.0112242j 0.00552977+0.0129735j -0.00105123+0.00527187j 0.00203743-0.00142832j -0.00161212+0.00581269j 0.00261572-0.00298792j -0.0177386+0.0130379j 0.00572646-0.00803307j -0.00195797+0.000978859j 0.00487711-0.000385607j 0.00700692-0.00654185j 0.0120833+0.0133714j 0.0343957-0.0121363j -0.015979-0.00214151j -0.0153549+0.0124829j -0.00613183-0.00833168j 0.0123967+0.00889003j 0.0111182-0.0121254j -0.0234933+0.0041019j -0.00889731+0.0200268j 0.00437416+0.0361147j -0.0118263+0.0253623j -0.00560088+0.00366205j 0.0041569-0.0146429j 0.0112286-0.0177619j -0.00241915-0.00886152j -0.000756126-0.00318139j -0.00410355-0.00809039j 0.00592189+0.00689432j 0.00370966+0.0105087j -0.0166357+0.0177678j -0.00225252+0.00300428j 0.00713184+0.0024868j 0.000688463+0.00145318j -0.0121557+0.000577687j 0.0262248+0.00245413j -0.0117376-0.00759614j 0.0146236+0.00290142j -0.0125253-0.00679563j 0.00242144+0.00318948j -0.0125594-0.00636148j -0.0138167-0.00212316j -0.00428451+0.00493509j 0.00160654+0.00271289j -0.0294603-0.00118456j -0.000597696+0.00500717j 0.000413475+0.0152245j -0.00334545+0.00426104j -0.00895521-0.0128481j 0.00403364+0.0111165j -0.0149446+0.00644547j 0.00441612+0.00206227j 0.00235138+0.00598453j 0.00509833-0.00230998j -0.00403485-0.00109025j 0.000992694-0.000648128j 6.21767e-05-0.00280284j -0.00044472-0.00412108j -0.00285031+0.00390049j 0.000615555+0.00517561j -0.00110363-0.00105661j 
0.000359176-0.00168074j 0.0013724+0.0029053j -0.00147661-0.000314018j 0.00740291-1.76362e-05j -0.00197936-0.00142346j -0.00404023+0.00194887j -0.00318234+3.6436e-05j -0.00372293+0.00327637j 0.00389521-0.00246154j 0.00539851+0.00247459j 0.00628513+0.00431852j -0.00114734+0.00895209j -0.000163189-0.00354658j -0.000891989+0.00453256j -0.00791456-0.00263289j -0.0034633-0.000279221j -0.000603412-0.00396304j 0.00509533-0.0013237j -0.00457069-0.00304152j -0.00919619+0.00179576j -0.0174101+0.000957399j 0.0170017-0.000521804j -0.00459624+0.00394165j 0.00533059+0.00294628j -0.00408509-0.00404443j -0.00757504+0.00915865j 0.00308865-0.00127619j 6.58631e-05-0.00412526j 0.00120132+0.00396865j 0.00295215+0.00452314j -0.000465378-0.00036504j -0.000841577-0.0032438j -0.00537489-0.00361421j -0.010863+0.000284788j 0.0108692-0.00454459j -0.00190768+0.000421103j -0.00578217+0.000260838j 0.00179414+0.00120378j -0.00652224-0.00639785j -0.0190674-0.0229638j -0.00459161+0.0125478j 0.00523858+0.000744969j 0.00296474+0.0016799j 0.00401269+0.00829764j 0.00695838-0.00343157j 0.00622506+0.0141334j 0.0227-0.00871754j -0.0117546+0.01601j -0.00926732-0.0230509j -0.00298721-0.0050727j 0.00805849+0.0049096j 0.0131149+0.00775858j -0.0126649-0.00217683j -0.0132547+0.00942466j -0.0143357+0.0213348j 0.00468163+0.00362567j -0.00152098+0.000931359j -0.00826256-0.00527351j -0.0041919-0.0161238j -0.00551363-0.0156544j -0.0146447-0.0141582j -0.00394831-0.0108625j 0.000951518+0.0122549j -0.0104437+0.025636j -0.00214786+0.0155218j -0.00360532-0.0013019j -0.000955153+0.0102041j 0.0131694+0.00529982j -0.00767709-0.00156087j 0.0142435-0.00291649j -0.0254726-0.00750588j 0.0115678-0.00188395j -0.0121835-0.00450783j -0.000724829-0.000647283j -0.0195897-0.00202391j 0.00461154+0.00752162j 0.00106575+0.00443311j 0.0075958+0.001727j -0.0252059+0.00291154j 0.00206025+0.0039905j -0.00759661+0.00244583j -0.00562006-0.00364282j -0.00537162-0.00897892j -0.00641734+0.0061334j -0.00148951-0.00267103j 0.00194348-0.00334991j -0.000745785+2.80994e-05j -0.00192548-0.00476394j 0.00200198-0.00202409j -0.00164593-0.00441371j -0.00285343+0.000367766j -0.00352288+0.000425714j 0.00147979-0.00337844j -0.00248148+0.000593826j -3.06249e-05-0.0070357j 
-0.00571731-0.00679764j -0.00617962+0.00989412j -0.00445702-0.000502167j -0.00781998+0.00858491j 0.00193094+0.00144978j 0.010759-0.00163272j -0.00301101+0.0119418j 0.00435265+8.75835e-05j -0.00076355+0.0106956j 0.00211792-0.000277857j -0.00404465-0.00634086j -0.00705337+0.000268501j 0.00292689-0.000354461j 0.000917092-0.00280418j 0.0029425+0.0138479j -0.00296822-0.000360318j 0.00411643+0.00538644j -0.00246112-0.000603345j 5.55205e-05-0.00440053j 0.00945243-0.0143658j -0.0103384+0.00143823j 0.00469093-0.0129621j 0.00244325-0.00425022j 0.00713458-0.0113925j -0.00061472-0.00309404j 0.00774887+0.0165743j -0.00706689+0.00887362j -0.00135941-0.00141107j -0.00415863+0.00239438j -0.0013232+0.00998003j 0.0024806+0.0116201j -0.00292873-0.00312809j -0.00903409+0.00875864j -0.00865845-0.00848419j -0.00113171+0.0061725j 0.00742397+0.00680346j 0.00299583-0.000790975j 0.000553006-0.000566151j -0.000349064+0.00683485j -0.00607097-0.0102498j -0.00830735+0.00154532j -0.000809744-0.00960533j -0.00326546+0.00272853j -0.000359315+0.00107193j 0.00638+0.0016875j 0.000201296+0.0183944j 0.0109264-0.00371138j -0.00219225+0.00194425j -0.0119567-0.00561258j 0.00887396-0.00351104j -0.0123021-0.0063041j 0.00950724+0.00148086j -0.00389882-0.0103168j -0.00239001+0.0017814j -0.00483503+0.00921689j 0.0033198+0.00624331j -0.00270141-0.00160107j -0.00217636-0.00861291j -0.00706401-0.0108938j 0.00272246-0.00932015j -0.00665337-0.00385697j 0.00360603-0.00812233j -0.0119807+0.00985382j 0.00687827+0.00741453j 0.00552531-0.0017438j 0.003325-0.00306996j 0.00935881-0.00255461j 0.00652878-0.0071341j -0.00388597+0.00697855j 0.00267703-0.00728791j -0.0025634+0.0117812j 0.00952749-0.0100639j -0.00181328+0.00302543j -0.00151228+0.00494661j 0.00149374+0.000699635j -0.00429539+0.00218271j -0.00302256+0.00115744j -0.00102605+0.00415521j -0.00217835-4.12366e-05j -0.00127867+0.00166856j 0.00291343+0.00355499j -0.000144883-0.00226296j -0.0025791-0.00486075j -0.00291515+0.00919877j -0.00162873-0.0081789j 0.00232953+0.000786399j 0.0033418-0.00252834j 0.00570946+0.000172804j -0.00223435+0.000176076j -0.000416319+0.00174405j -0.000599695+0.000280176j -0.00443503-0.00161885j -0.00463281-0.0016577j -0.0050796-1.54768e-05j 0.000287141-0.00380382j 
0.00274043+0.00674818j 0.00395545-0.00206204j 0.00317351+0.0108804j 0.0110651-0.00303529j -0.00614236+0.00682286j 0.0115382+0.00662503j 0.00053151-0.00125455j 0.00160084+0.00482184j 0.00281448-0.00648518j 0.000689193-0.000873867j -0.00793992-0.00248609j -0.00852192-0.00656228j 0.00483084-0.00197702j 0.00298194+0.00253896j 0.00346944-0.00145061j -0.00555255+0.0021344j -0.011925-0.00501284j 0.00299395+0.00622573j 0.00128184+0.00284151j 0.0068174+0.00804192j -0.00467606+0.000396736j 0.00267124-0.00960371j 0.00126421+0.00491753j 0.00712051+0.0139964j 0.000720725+0.00559049j -0.00612438+0.00321034j -0.000760823+0.00485666j -0.00133134-0.00524591j 0.000644349-0.00243843j -0.00120108-0.0109343j 0.00273598-0.00410741j -0.00131235-0.0036682j 0.000697737-0.0140365j 0.00810406-0.00198902j -0.000845421-0.00210325j 7.73952e-05+0.00798951j -0.00381879+0.00738616j -0.00155375-0.00169542j 0.00429134+0.0150531j 0.00996251-0.00690221j -0.00537415-0.00309536j 0.0097028-0.016058j -0.000394039+0.0041652j 0.000181587+0.0022385j -0.000277616+0.000348371j -0.00871621+0.00913479j 0.00687868+0.00771281j 0.00268292-0.00703344j -0.00342089-0.00251513j -0.000517839-0.000333544j 0.00280918+0.00566438j -0.00152362+0.00431717j 0.0017581-0.00743446j 0.00476448-0.00188136j 0.00218343+0.00882254j 0.00729596+0.00587234j -0.00176849+0.00112501j 0.00101157+1.75051e-05j -0.0056604-0.000736537j 0.00646676-0.000671423j 0.00846-0.00240264j 0.01656-0.0101528j -0.0151293+0.00365723j 0.0148087+0.00654794j -0.0160708-0.00212357j -0.00510737-0.011737j 0.00449491-0.00210343j 0.00206971-0.000370581j -0.00439975+0.0111672j 0.0143456-0.00800293j -0.00704332+0.00871562j 0.0107449-0.00872405j -0.00383963-0.00137042j -0.000421357-0.000102393j 0.00247522+0.000583413j -0.0029125-0.000687492j -0.000554888+0.00276542j 0.00130785+0.00671124j 0.00153954+0.0120707j -0.000242869+0.0051672j -0.0061253+0.00599547j -0.00153281-0.00897254j -0.00398463-0.0097133j 0.0121714+0.0056638j -0.00766277-0.0108097j -0.00117677-0.00385278j 0.000800216-0.0171535j 0.0053598+0.0010683j -0.000540461-0.00350348j 0.000820314-0.000229024j 0.00114318-0.00842726j -0.00130217+0.0098141j -0.00183518+0.0165771j -0.00791429+0.000632829j 0.0010335+0.00410652j 
