0.000294565-0.0120266j 0.0758463-0.0520695j -0.0672341-0.00702636j 0.0401416+0.00421934j 0.048136+0.0296685j -0.0479382-0.00274854j -0.0217858-0.0407897j 0.0150203+0.0379238j -0.00537877-0.0126725j -0.044825-0.0173961j 0.00407253-0.0403161j 0.0141583+0.0384136j -0.0108819-0.00538349j 0.0068193-0.0186182j 0.00226409-0.00783785j 0.0203029+0.00446428j -0.000300782-0.00191537j -0.0100532-0.0128839j -0.0084816-0.010984j -0.000830081-0.0202461j -0.00488509+0.0166905j 0.0169688-0.00684742j 0.00757398+0.00467772j 0.00212987+0.0343747j 0.0190046-0.0260043j 0.0168096-0.00252626j 0.0141394+0.00671111j 0.0106447-0.00809186j -0.0118873-0.00779577j -0.0034188+0.00165684j -0.00473295+0.0188155j -0.0197954-0.0085289j -0.0170592-0.00472798j -0.00695915-0.00734516j -0.00415068-0.00335379j -0.00214564+0.00215504j 0.0147555+0.00699908j -0.00776415+0.0222609j -0.0102684+0.0286902j 0.0196259+0.00231962j 0.0127384+0.0174563j -0.00129957+0.0205837j -0.00449651+0.016323j 0.00414493+0.0168932j -0.00809532-0.00220511j -0.00735945-0.00105272j -0.00362337+0.00304559j 0.000643994-0.00685313j 0.00268173+0.0211705j -0.0386809+0.0305005j -0.00420549+0.00213105j 0.00160053-0.0297975j -0.00910472+0.000812262j 0.00658663-0.0315713j 0.0155936-0.00940101j 0.00562143+0.0101829j -0.0192362+0.0149053j 0.00705529+0.029007j -0.0394669+0.00200835j 0.0423488-0.0360836j 0.00494235-0.0295764j -0.0803388+0.0133192j 0.0956686+0.0455146j -0.00428832-0.0925991j -0.0332894+0.0608706j 0.0719677-0.0243276j 0.0139559+0.0780563j -0.00231782-0.0183707j -0.0573847-0.0259435j -0.0354312+0.0900782j 0.0042827-0.0330429j 0.128713-0.141822j 
-0.103264+0.043336j 0.0168679-0.015845j 0.0133354+0.074733j -0.0383521-0.0335017j 0.034557-0.00861723j 0.0634973-0.00373706j -0.0337745+0.0295412j -0.000779529-0.0149077j -0.0604611-0.0184856j -0.00910048+0.0325504j -0.0617646-0.0111739j -0.157813+0.0232677j 0.0523902+0.0451863j -0.035137-0.0416817j -0.111612-0.0287883j 0.00498457+0.0308254j 0.00478448-0.0208631j -0.0162597-0.0479453j -0.0183662+0.049202j 0.0207365+0.0141631j -0.023092-0.000219484j -0.00125153-0.0523868j 0.0164692+0.0503579j 0.00266776+0.0555263j 0.0084312-0.0045069j 0.0244427+0.00446806j -0.0177552-0.0325989j -0.00383629-0.044512j -0.0305548-0.0463002j 0.00439765+0.0133335j -0.0495022+0.00443621j 0.00404408+0.0265418j 0.0484219-0.0173612j -0.00190572-0.00107047j 0.0608732+0.0213928j -0.0133145-0.0332606j 0.0173844-0.0479207j 0.00103132+0.0409355j 0.0073881+0.0158491j -0.0209552-0.00954916j -0.0239013-0.0310898j 0.0244901+0.0564218j -0.0217585-0.0454982j 0.0207375+0.026111j -0.0215526+0.00350272j -0.0372205+0.00645321j -0.00583659+0.0242481j 0.0151907-0.0365194j -0.0186953+0.0226191j -0.0131529+0.0920888j 0.0144695-0.00555505j 0.0162648-0.067486j -0.00760565-0.0508721j 0.00799639-0.02237j -0.0314804+0.00496452j -0.016415-0.0263429j -0.0496412-0.000971838j 0.0105591+0.0187685j -0.0579826+0.0427709j 0.0144757+0.0185014j 0.0180206+0.0248132j -0.0197685-0.00937541j -0.0101025+0.00171376j -0.0443237-0.0355589j -0.0451056+0.0375345j -0.0190358+0.00223453j -0.0595235+0.0111751j 0.0367469+0.0278339j 0.0470586-0.000663864j -0.0245518+0.0389829j -0.014356+0.0193023j 0.0704241+0.00458087j 
-0.0251747+0.0103889j -0.0559962+0.0150302j 0.0212683+0.040633j -0.0354752+0.0704321j -0.0123497-0.0216502j 0.0447201+0.0276143j -0.00582429-0.0415548j 0.039846+0.00296401j 0.0475544-0.0276941j -0.0931853+0.00928488j 0.0157606+0.00147807j 0.0630143-0.0198311j 0.0427054+0.0281773j 0.0740696+0.018976j -0.0647044-0.0043477j -0.0213678+0.0413585j 0.0386526+0.0726812j -0.0122419+0.0441702j -0.0267384-0.0110229j 0.0139582+0.00886137j 0.00788689+0.0200749j 0.0284079+0.00615688j -0.0488522-0.017211j -0.0227907+0.0256211j -0.018105+0.0276796j -0.00294631-0.0169035j 0.00131679+0.0364998j 0.061204-0.0133616j -0.00290671+0.0145602j -0.00756535-0.0489247j -0.0387656+0.0227412j 0.00619835+0.0222742j 0.0278551+0.0123532j 0.0177358-0.00956855j -0.0363708-0.00313296j 0.0161813+0.0499243j 0.0342051+0.00234951j 0.001986+0.0146161j -0.0249813-0.0116768j 0.0608335+0.00690144j 0.00054352+0.00139981j 0.00800409+0.00434779j 0.010316+0.0350297j 0.0356749-0.0331795j 0.00360045-0.00344802j 0.0232649-0.0101846j -0.0228364+0.02979j -0.0295404+0.0348338j 0.0228276+0.00088328j -0.0404883-0.0201378j -0.0320547+0.0134167j -0.00279032+0.000816306j -0.0159429-0.0173987j 0.00615553+0.0187076j 0.0136467+0.00434417j 0.00460043+0.0226306j 0.0119338+0.00526726j 0.0106781+0.0183724j -0.00387131-0.0149916j 0.0088917+0.0226038j -0.00753505+0.00184907j -0.0252074-0.03088j 0.0162661+0.0171303j -0.00336143+0.0148565j 0.0171414+0.00538385j 0.00458289-0.010801j -0.0134352+0.0401968j 0.0353725-0.00506358j 0.000914017-0.0149353j -0.0265583+0.0143397j -0.0325858-0.00812629j 0.030424-0.010933j 
-0.0463912-0.000391583j 0.0579552-0.0445995j 0.0208403+0.018822j -0.00540598-0.00106852j -0.0163828+0.0289245j -0.00702386-0.0211292j 0.0367806+0.0287525j -0.0393005-0.0114281j -0.0409678-0.0741515j 0.0158186+0.033976j -0.0353118-0.0724321j -0.0332287+0.0539321j -0.0467316+0.0403953j 0.00679204-0.00230905j 0.0830157-0.0355541j 0.0299696+0.0103702j -0.0409281-0.0820622j -0.0175491-0.00320887j 0.0368866+0.06044j 0.00114685+0.0142998j -0.0331232-0.0206513j -0.0236881-0.0487053j -0.0147311+0.00346129j -0.00523543-0.0512482j -0.0420284-0.0228356j 0.00110259+0.0330616j -0.000702025+0.00550883j -0.0285624+0.0930829j -0.027439-0.0265997j 0.00842919+0.00724437j -0.00826807+0.0236292j 0.0123786-0.0393963j -0.0380224-0.0139523j -0.0082333+0.0101982j 0.0253812-0.0496548j -0.0509022-0.0289839j -0.0101982+0.0527355j -0.0124156+0.00708339j 0.046123+0.00903551j -0.0357188-0.0328126j -0.0453908+0.0378445j -0.00957393+0.061364j -0.0263725-0.0196094j 0.0470345+0.00229756j 0.0120046+0.0133619j -0.014333-0.00724224j -0.00631631+0.0315835j 0.00623095-0.0121161j -0.0390331+0.0171324j -0.0305651+0.0193042j -0.0311752-0.000848095j 0.0318169-0.00914237j 0.0133454-0.0294271j -0.0325748+0.00182296j 0.0107641+0.0150286j -0.00437194+0.0109794j 0.00790891+0.00803191j 0.0393341+0.0105593j -0.0110715-0.00147717j -0.00709067+0.044444j 0.0106364+0.0511652j 0.0010059-0.00951694j 0.0163664-0.00741898j -0.0477416-0.0243361j -0.0167959+0.00391377j -0.000155314+0.00555022j -0.0214647+0.0444896j 0.0183242+0.000186634j 0.00347768-0.0114233j 0.00260858+0.000753847j 0.00264482+0.0297225j -0.00558094-0.0196251j 
0.0138047+0.0200522j -0.0184591+0.0304124j -0.0665131-0.0119805j -0.00613094-0.0276103j 0.00731796-0.0309625j -0.0400897+0.0687178j -0.0381271+0.00629666j 0.0392332+0.0217034j 0.0173787+0.0263578j 0.0122608+0.0174504j 0.0148203+0.022207j 0.0166689-0.0558292j -0.057683-0.0530226j -0.0327617-0.0108795j 0.026802-0.0225629j -0.00864345+0.0354386j -0.0552701-0.0272184j -0.0163153+0.0558298j -0.0221948+0.0438392j 0.0183877-0.0297523j -0.0271352+0.0219912j -0.00701775-0.0427724j 0.00155753+0.00229292j -0.00257704-0.0136215j -0.00998955-0.0489093j 0.010272+0.0337759j 0.0213073-0.0205915j -0.000732031+0.0296717j 0.0258863-0.0298482j 0.000182459-0.0416951j 0.00846976+0.0253898j 0.0237165+0.00273876j -0.00972827-0.0187611j -0.0231069-0.0169562j -0.0251593-0.0558124j 0.0317086-0.00401018j 0.028343+0.0251643j 0.00281158-0.00718578j -0.00225053+0.00390113j -0.00476886-0.0407147j -0.0133251-0.00579948j 0.00380787+0.0262808j 0.0263672-0.0119996j -0.0249933+0.0230335j -0.0342144+0.0210933j 0.0274758-0.0152326j -0.0146926+0.0210654j 0.027693-0.0266881j -0.0043953-0.0104227j -0.0173849+0.000236895j -0.0507381-0.0117915j -0.0160183+0.0258189j 0.0348283-0.0208934j -0.00604009+0.00411683j -0.00287032+0.00802165j 0.0210912-0.0155863j 0.0208947+0.0439136j -0.0387387-0.0154583j 0.00419263+0.00137091j 0.0348176-0.0049644j -0.0147783-0.0116654j 0.00548427+0.0474028j 0.00839743-0.02593j 0.0663751+0.017663j -0.0329614-0.00633087j 0.0391602+0.00660701j 0.0498784-0.0109235j -0.0232063-0.0329778j -0.0347141+0.0152466j 0.0144698-0.01776j 0.0251845+0.0117555j -0.0206732+0.0166567j 
-0.106437-0.0368493j 0.0774614-0.126049j 0.121444+0.0473294j 0.0565393-0.011344j 0.0126434+0.0932625j 0.0413166-0.0861937j -0.0267885-0.0070625j 0.00929408-0.0180632j 0.0552924+0.01721j 0.0560551-0.0412473j 0.0458503-0.108685j -0.0809983+0.0546448j -0.0844965+0.0402986j 0.0324233-0.00301223j 0.0828779+0.0499418j 0.0413057+0.0421595j 0.0525692-0.011725j -0.0040071+0.0417009j -0.00292677-0.108892j 0.0327588-0.0153135j 0.0305926-0.0491299j 0.0217994+0.0536165j -0.0258184-0.0124268j -0.00923078-0.0213666j 0.00762483+0.0667271j -0.0582966-0.00708382j -0.0019513+0.0050841j 0.0260017+0.0165144j -0.0226816+0.0390036j -0.0246152+0.00287609j -0.0112834-0.00512259j 0.00362876+0.0170951j -0.0361082-0.0324795j -0.00294381-0.00702483j 0.00820472+0.00885536j 0.0353462+0.00285475j 0.0126287+0.0364335j 0.0331833-0.0295949j -0.0162075-0.0356357j 0.00975067+0.0301481j 0.0069146+0.0238963j -0.0625533-0.031576j -0.0560422-0.0250911j -0.00304933+0.00914101j -0.0285308+0.027332j 0.0464508-0.00300044j -0.00140201-0.0486543j 0.0311681+0.00225209j 0.0121293+0.0629864j -0.0169338-0.0100505j -0.0315332+0.0187487j -0.0146166-0.0100217j -0.000263676+0.0207031j 0.0796147+0.00706541j 0.024254+0.00183978j 0.0203724+0.0251824j 0.00624872+0.00685753j 0.0341162+0.00559486j -0.0124737+0.00344524j -0.0263081+0.0025239j 0.0164663-0.00379387j 0.00116586-0.0382977j 0.0168158-0.0222453j -0.0551538-0.0246582j -0.0209407+0.0117272j 0.0167125-0.0382239j -0.0487315-0.0174673j 0.0404695+0.0450418j -0.000107722-0.0228618j -0.0047253-0.00898946j 0.018173+0.00854796j -0.0188119-0.0117374j 
0.127763-0.0412783j -0.0109914+0.133959j -0.00741206-0.0638066j 0.0180192+0.0483906j 0.0724292-0.021306j -0.0255586+0.0372627j 0.0162835+0.0820077j 0.00814159+0.0471164j 0.120272-0.0955782j -0.11009+0.0360819j 0.00600757+0.0638038j 0.120545-0.0160292j 0.00128826+0.0267665j 0.0144334+0.0423793j -0.0108552-0.0108312j -0.0583123-0.0170497j -0.016006+0.0752405j -0.0106624+0.025447j -0.0702893+0.0304144j 0.0169611+0.0370092j -0.00302549+0.0534483j -0.0600851-0.00756037j -0.00757334-0.0473294j -0.0304708+0.0137083j 0.0220062-0.00961025j 0.0639799-0.00771887j -0.0362053+0.0379052j -0.0406954+0.00285693j -0.0809161+0.0274882j -0.0297349-0.0436551j 0.00177411+0.0465302j 0.0194016-0.0277037j -0.00173388-0.00425942j 0.059745-0.0238612j -0.0550354-0.0376308j -0.0111586+0.0265866j -0.00572696-0.0147549j 0.0172801+0.0311792j -0.0100177+0.0108924j 0.00920813+0.000873213j -0.00677573+0.00694562j 0.0258015-0.0409172j -0.0261628-0.0105893j -0.0239538+0.00678971j 0.0486569+0.0268798j 0.0323188+0.00528616j 0.035967+0.00298038j 0.0252269+0.0267941j -0.00462535+0.0229565j 0.00423011+0.0388129j -0.0207764+0.0108834j -0.034035-0.0138263j 0.0072256+0.0110557j -0.058815-0.00455383j -0.0199712+0.0312935j 0.0110444+0.0502274j 0.00769207-0.0190731j -0.00656405+0.0207633j -0.0258381+0.0105151j 0.0260246+0.0112728j -0.00781196+0.00268155j -0.0141672-0.00403297j -0.00135844+0.0239954j -0.00502002-0.0301784j 0.0366879-0.00457248j -0.0422968+0.0477334j 0.0415476+0.0178935j -0.0398378-0.00226722j 0.0155161-0.00958094j 0.072862+0.0108346j -0.018572-0.0425692j 0.0142471+0.0056171j 
0.0181687-0.018675j 0.00976975+0.00222174j -0.0517967-0.00562611j 0.0165+0.015014j -0.0421786+0.00704082j -0.0266645+0.00437754j 0.0527502+0.0338196j -0.0959739+0.00415153j 0.0462366-0.0497695j -0.0781564-0.0222707j -0.0186602-0.00576039j 0.0361+0.0127955j 0.0606098+0.0334818j 0.0191071+0.0210923j -0.0398377+0.0230944j -0.0775055-0.0104775j 0.056415-0.0186534j -0.0667934+0.0113389j -0.00641808-0.0219941j -0.0232827+0.00391924j 0.0524349-0.0124675j -0.0461406-0.034164j 0.0179626+0.0378317j -0.0261483-0.00496614j -0.0323636-0.00824106j 0.0541276-0.0290371j -0.0148859+0.0749426j -0.033559+0.0286746j -0.0387764-0.000272927j -0.0037876-0.0460002j -0.0374406+0.00431219j -0.0251274-0.0211535j 0.0337008+0.0158545j 0.0187343-0.0105267j -0.0376422-0.0126626j -0.0244859+0.0191908j -0.00326945-0.0470653j -0.0099662+0.00756062j 0.0302782+0.0378232j 0.0141916+0.0177546j -0.0466025+0.0187811j 0.0136166+0.00568285j -0.00856989-0.00322764j 0.0100717+0.000600052j -0.0152256-0.00652154j 0.0349991-0.0230082j 0.00837391+0.0386183j -0.00796497-0.0349435j -0.023742+0.0167951j 0.00611355-0.00998729j 7.85114e-06+0.0129978j -0.0173673-0.0165947j 0.0769826+0.00753529j -0.0277151+0.020465j 0.00506272-0.00629595j -0.00525458-0.00216825j 0.0108779+0.0311833j 0.0165952-0.0314454j 0.0152253+0.0371951j 0.00126509-0.0227013j -0.0562594+0.00881719j -0.0369344+0.0115863j 0.0208446+0.0317032j 1.61706e-05+0.0138444j -0.0145687+0.0028632j 0.00831092+0.039208j 0.0126526+0.0103768j -0.00747624-0.0211277j -0.0331766-0.022628j 0.0382432-0.04208j 0.0161589+0.0277287j -0.0291175-0.0126169j 
0.0250831+0.0462432j -0.11893+0.0332203j -0.0315433+0.00412736j -0.0450752+0.081822j -0.0167385-0.0393185j 0.0216246+0.0230291j 0.00493767-0.0254014j 0.0711544-0.0280889j -0.00925348-0.0574624j -0.0413947+0.0106725j -0.0632238+0.00564746j 0.0521067-0.0605551j 0.0219518+0.0651767j 0.0961886+0.0492804j 0.00402563-0.0135415j -0.0683898+0.0239233j 0.0118989+0.0239419j -0.0021621-0.000547388j -0.00448716+0.0724153j 0.0230716+0.00540229j -0.0527221-0.0257535j 0.0427679+0.0228234j 0.00105771-0.00921027j -0.00985542+0.0156716j -0.0117289-0.00450867j 0.00320869+0.0166926j 0.0023608-0.0337137j 0.0155302+0.0160228j 0.00914904+0.00105059j 0.00625718-0.0404145j 0.0129168+0.056056j 0.0197636+0.0235154j 0.00204777-0.0490716j 0.0306658+0.0365866j -0.000634175-0.0302307j 0.00846743+0.015483j 0.0213798+0.0214594j 0.0155226+0.0251546j 0.000558866-0.0185538j -0.0165591-0.0377346j -0.01812+0.01036j 0.0452277-0.00217674j 0.0162998-0.0295539j 0.00389961-0.0186479j -0.00883958+0.0118675j -0.00903822+0.00215232j -0.0024501-0.0110799j -0.0134033+0.0338121j -0.0253366-0.000299925j -0.0353134+0.0372411j -0.0456924+0.00905047j -0.0082831-0.0284796j -0.0295433-0.0431859j 0.00131722+0.00310069j -0.0158503+0.0529318j -0.0322491+0.0170784j 0.0109285+0.00883131j -0.0441986+0.0303152j 0.00621569-0.0242237j 0.0300423+0.00586136j 0.0257356+0.0092915j 0.00889305+0.00775116j -0.0314414-0.0229788j 0.0346035-0.0242909j 0.0612361-0.00674948j -0.0177288-0.0214427j 0.0141234+0.0290978j 0.00977343-0.000397027j -0.00336733-0.00663638j -0.0494964+0.0164881j -0.0517032+0.00177247j 0.00832785-0.012449j 
-0.0118529+0.0425024j 0.0106105-0.0919673j -0.0402815-0.0120134j 0.0943009-0.0397053j -0.0252042+0.0764669j 0.0456556-0.0662071j 0.0088087+0.0044524j -0.082509-0.0527732j -0.027998-0.0615203j 0.0373647-0.0670796j 0.0384553-0.0829062j -0.0377826+0.0833352j 0.0392957+0.0180643j 0.0104543-0.0674038j 0.0201124-0.0130835j -0.0615267-0.00190252j -0.00706175-0.018786j -0.0291637-0.0275358j 0.0464628-0.053547j -0.0520331-0.0413831j -0.0108009-0.0250212j 0.00451439+0.0551246j -0.0093907+0.0255824j 0.000147487+0.0115699j -0.0307894-0.0212312j -0.0177865+0.0118819j 0.0219059-0.00580738j -0.0213033-0.0229104j -0.0118955-0.00235556j -0.00501282-0.0150993j 0.0387396-0.00329885j -0.0544357-0.013923j -0.0178597-0.0229111j -0.0305377+0.00220945j -0.0137417+0.00452018j -0.00817197+0.0147559j 0.0212279+0.0347149j -0.0247311+0.00990979j -0.00196777-0.009803j -0.033961-0.0143199j 0.00545173-0.00627777j -0.0273446-0.0136458j 0.017118-0.00609305j 0.0167636-0.0125719j 0.0174492-0.0333901j -0.0273205+0.00685137j 0.00157252-0.0132799j -0.0291404-0.00589424j -0.00864863+0.0232336j -0.0271351+0.00663084j -0.0173577-0.025289j 0.00517938+0.00661453j -0.0099649+0.00019968j -0.0240491+0.0103436j 0.00574961-0.0103897j -0.0238988-0.0072079j 0.0106958+0.0303211j 0.0200562-0.0187161j 0.00393336-0.0100732j -0.031421-0.0195039j 0.0214304+0.00336399j -0.0239235+0.00278356j -0.00624959-0.00535474j -0.0189882-0.0206368j 0.00371867+0.000775085j -0.0175475-0.0456173j -0.000160893+0.00617586j -0.0263373+0.0147989j -0.00516066-0.00244477j -0.00165748-0.0200135j 0.0513225+0.0216166j -0.0297038-0.0108464j 
0.0538407+0.00662972j -0.0336617+0.0209532j 0.0107501-0.041325j -0.0100407-0.00802899j -0.077564-0.0198639j -0.0302186-0.021497j -0.027073-0.079271j -0.00490535+0.026797j -0.0453198+0.128407j 0.0934946+0.00288357j -0.0105987+0.0239577j 0.0137348-0.0193939j 0.0300998-0.0291918j 0.0192521-0.0641668j 0.0102578-0.0245033j 0.011785-0.0127364j -0.0542082+0.000887957j 0.0140935+0.0134122j 0.0287519-0.0131893j 0.00349779-0.0048298j -0.0157136-0.0503754j 0.032516+0.0462812j 0.0234458-0.0535839j 0.00219248-0.0496434j -0.0304738+0.0441149j -0.0496692+0.00655585j 0.0399144-0.034547j -0.0069964-0.0153479j -0.0109285+0.00169619j 0.0202249+0.0463868j 0.0460045-0.0199096j 0.01036-0.0185524j 0.00217962+0.0176192j 0.0196457-0.00461623j 0.0422176+0.0217251j 0.0238283+0.0110049j -0.0108015+0.0181214j 0.0339619-0.0307132j 0.035338-0.0121717j 0.00514566-0.0227702j 0.0208174-0.0186736j -0.0160838-0.0080139j -0.0136202-0.0171773j -0.0324668+0.00690573j 0.00961999-0.0216688j 0.0248163+0.00721697j -0.0255367+0.0115731j -0.0134295-0.00757752j 0.0369052-0.0272535j -0.0051178-0.0184343j 0.0764818-0.00715388j 0.0189747+0.0311139j -0.00683411+0.0149977j -0.0396665-0.0321669j -0.0273652-0.0075917j 0.0062368-0.0224003j -0.00394019-0.0452178j 0.0454761+0.0113796j -0.03024-0.0172426j -0.0479514+0.0259138j -0.0315863-0.041369j 0.0257111-0.00618758j -0.00643946+0.0360098j 0.00189509+0.00239075j 0.0163922-0.0243534j -0.00489694-0.00546282j -0.0082108-0.00536962j -0.033106-0.0165963j 0.0082984+0.0286911j -0.0222946-0.00580124j 0.0243557-0.0144928j -0.0125442+0.0226985j 
0.0243888+0.0767091j 0.0294916-0.00582559j -0.0568481-0.0562667j -0.0283671-0.0312494j -0.033901+0.0400964j 0.0271356+0.0079228j -0.00807254+0.042699j -0.0679385-0.0176459j -0.0391535-0.0752547j 0.0269248+0.046487j -0.0432466-0.0198406j 0.0160573+0.00726767j 0.0427436+0.0639266j -0.0108068-0.119524j 0.0243851-0.0698504j -0.0163304-0.00353226j -0.0380385-0.0340961j 0.0591323-0.0379456j 0.0684242+0.0394163j -0.0615667-0.0514572j -0.0527766-0.0432018j -0.0806687-0.0228417j 0.0375677+0.0439165j -0.0362053+0.0173763j -0.0039762-0.0480241j 0.0020454+0.0453j 0.0630618+0.0159433j -0.0176419-0.0151658j -0.0019567-0.0453209j 0.00476712-0.0150529j 0.0329033+0.0341138j -0.00912928-0.0297752j 0.000652675+0.00278178j -0.0645382-0.0145035j -0.0130869+0.00808043j 0.0138778+0.0249199j 0.018318-0.0189077j -0.0379915+0.0282845j 0.0213086+0.0361355j -0.0199242-0.0231539j -0.0380338-0.0131961j -0.02235+0.0498792j 0.0215927-0.0122347j 0.0273114+0.0326447j -0.0129472-0.0308879j -0.0136939-0.0182772j 0.032345+0.0130566j -0.011062-0.0332291j 0.0119439-0.0199511j -0.0246511+0.021475j -0.0404034-0.00890134j 0.0312243-0.040536j -0.00658202-0.00468295j -0.0515738-0.0100446j -0.0154187-0.0255949j -0.00836014-0.00536641j -0.00878366+0.0314106j 0.00164458+0.01618j -0.0120976-0.00614529j 0.0261088+0.0032256j -0.0136692+0.00453192j 0.00127341-0.00526816j 0.0282634+0.0488399j 0.00431382-0.00591753j 0.00210822+0.0284385j -0.0152848+0.00338135j -0.00439162+0.0590117j -0.0297704-0.0190065j 0.0327489+0.00688338j -0.0297507-0.0184648j 0.0341908+0.0453739j 0.00608549+0.0218382j 
-0.118409+0.0815861j 0.00180917+0.0620759j -0.019001+0.0548845j -0.00473082-0.0668983j -0.0146258+0.0770206j 0.0812724+0.0663548j -0.0872024+0.0846987j 0.117268+0.0294784j 0.0657436-0.0121094j -0.0578225+0.0958727j 0.0531997+0.0381998j -0.0845064-0.0582745j -0.0809016-0.0645148j -0.0080213-0.0302169j 0.0417756-0.0451431j 0.0215658+0.0611024j -0.0125616+0.0213328j -0.0150323+0.0108814j -0.0580515-0.00114696j 0.000363193-0.00306868j -0.0376979+0.0399236j 0.0039992-0.0138061j 0.00997386+0.0131755j -0.0628169+0.00529859j -0.0142335+0.020034j -0.0326005+0.0188516j -0.00291345-0.0188042j 0.0417636+0.0220733j -0.00912735+0.00258527j -0.00763803+0.00418292j -0.029164+0.0299361j -0.027131+0.0377945j -0.0111734+0.0235217j -0.0128064+0.00206204j -0.0128623-0.0183903j -0.00712753+0.0522932j -0.0149694-0.0151755j 0.0206435-0.00437265j -0.0262384-0.00874216j -0.00232184+0.0380615j -0.0077265+0.0150039j 0.019017+0.0439576j -0.0108021+0.0296817j -0.00310886-0.0221135j 0.00519933+0.0162899j 0.00735478-0.0119624j 0.0119987-0.00981503j -0.0016534+0.024223j 0.0293701-0.0137196j 0.0186607-0.0149269j -0.0248058+0.0222047j 0.0343169-0.0148804j 0.0269439+0.0197245j 0.00446167-0.00707859j -0.0135145-0.0130773j 0.0129264+0.0135789j 0.0272769-0.0216657j 0.0138494+0.000453542j 0.0289386-0.0135842j 0.0725433-0.0067738j -0.0108295-0.00718589j -0.018323-0.000354504j 0.0173287+0.0193519j -0.00357878+0.0371756j -0.0318206+0.0256466j -0.0124672+0.0280791j 0.00879605+0.0369145j 0.0618595+0.012118j 0.0401148-0.044455j 0.0503335-0.00531464j -0.026733+0.00950089j 0.0440502+0.0488537j 
0.0352548+0.111395j -0.0525697+0.0544551j -0.0788696-0.0474186j 0.093532-0.0896565j -0.0527535+0.055776j 0.00209251-0.0871452j -0.0193217+0.0795652j 0.0921052-0.057611j 0.113291-0.0824031j 0.0492028-0.0537062j 0.120548-0.0117654j -0.00884713+0.0183699j -0.0120441-0.0780257j -0.0731446-0.0025698j 0.0181301-0.0636779j 0.0319607-0.0179357j 0.0210655+0.0575997j 0.0334305+0.0307704j -0.0602698+0.0233118j 0.0201974-0.0179938j 0.0366145-0.0424783j 0.0434755+0.0281005j -0.00506206-0.0497517j 0.00428796-0.0205431j -0.0642864+0.000661148j -0.0253767-0.0105097j -0.0456159-0.0125652j -0.0408286+0.01771j -0.0305478+0.0282297j -0.00919598+0.0164165j -0.00592503+0.0143038j -0.0648434-0.00489939j -0.0115633-0.0159491j 0.0292837-0.00106865j -0.0153887-0.0101336j 0.0074863+0.0152589j -0.000893333-0.00117674j 0.0724994-0.000130191j -0.0216915-0.012829j -0.0442177-0.00873007j -0.000710941+0.0156201j -0.00504361+0.00509858j -0.00501745-0.00132752j -0.0252556-0.0391296j 0.0105982+0.022221j 0.0323029+0.00146128j 0.0127829-0.021456j -0.00109041+0.0124086j -0.0113988-0.00606458j -0.0126472+0.0679115j -0.027587+0.019434j 0.0127575+0.00835002j 0.0204642+0.00298462j -0.00376454-0.0381103j -0.00131334+0.0324498j 0.0225224+0.00389822j 0.0197335-0.00808819j -0.0149202+0.00118068j -0.0100766+0.0283813j 0.00510166-0.018494j 0.0166967-0.0149472j -0.012928+0.0759262j -0.0188924-0.0217495j 0.0373826-0.0290806j -0.0360381-0.0256876j -0.0573648+0.0221005j 0.0159305-0.00979279j -0.00763353+0.0151754j 0.0499865-0.00601739j 0.0321825-0.00655004j 0.0223356+0.0173289j 0.00137192+0.0417098j 
-0.0640741-0.0023715j -0.092991-0.0255661j 0.0014299+0.0851005j 0.00405149+0.067263j -0.0849554+0.0207283j -0.0643372+0.0305475j -0.072467-0.097435j 0.0394566-0.0152845j -0.0112782+0.0132618j -0.0692678-0.0915896j -0.0234402+0.00988684j -0.00163516-0.0760541j 0.0131531-0.024512j 0.0315735+0.0429344j -0.0306883-0.0639795j -0.00630096+0.0212482j -0.0170175+0.0411797j 0.0205258-0.00891859j 0.0311835+0.00125761j 0.0194289-0.0627383j -0.037757+0.00209695j -0.00169621+0.0710858j -0.0101916-0.00948799j -0.00982448+0.0436608j -0.00196825+0.017194j -0.0266474+0.0335595j 0.0289525-0.0254399j 0.0160542+0.00343987j -0.0101323+0.00687368j -0.0147588+0.0134433j -0.00686334+0.0440182j 0.00186233+0.0238142j -0.00227852-0.0174505j 0.00338125-0.0142865j 0.000178577+0.0241884j -0.0267223+0.053742j 0.0239174+0.00799725j 0.00813352+0.00183084j -0.0462213+0.00669404j 0.00677893-0.00346322j -0.00695274-0.0053342j 0.0250903+0.00554926j 0.0174744-0.027679j -0.00386043-0.00833214j 0.0460116-0.0162115j 0.0500409-0.0244384j -0.0331077-0.0110722j -0.00347632+0.0258418j 0.0450152+0.00434321j -0.00136196-0.00102134j -0.00141319+0.032244j -0.0202948-0.00858035j -0.0362759-0.0262344j -0.0101778+0.0229658j -0.00890353+0.0390142j 0.0183743+0.0153235j 0.00161927-0.0266144j 0.021242+0.0131317j 0.0256887-0.0172387j -0.0313187-0.0437544j -0.0394236+0.0416643j -0.00920863-0.0305844j -0.0211912+0.00860385j 0.00517936+0.00724594j 0.0160357-0.025504j 0.000429249-0.0305583j -0.0200728+0.044476j 0.0174046+0.0104734j -0.0275029-0.0356816j 0.0182714-0.0287823j -0.0412223+0.0170997j -0.0214503-0.0287693j 
