0.000294565-0.0120266j 0.0758463-0.0520695j -0.0672341-0.00702636j 0.0401416+0.00421934j 0.048136+0.0296685j -0.0479382-0.00274854j -0.0217858-0.0407897j 0.0150203+0.0379238j -0.00537877-0.0126725j -0.044825-0.0173961j 0.00407253-0.0403161j 0.0141583+0.0384136j -0.0108819-0.00538349j 0.0068193-0.0186182j 0.00226409-0.00783785j 0.0203029+0.00446428j -0.000300782-0.00191537j -0.0100532-0.0128839j -0.0084816-0.010984j -0.000830081-0.0202461j -0.00488509+0.0166905j 0.0169688-0.00684742j 0.00757398+0.00467772j 0.00212987+0.0343747j 0.0190046-0.0260043j 0.0168096-0.00252626j 0.0141394+0.00671111j 0.0106447-0.00809186j -0.0118873-0.00779577j -0.0034188+0.00165684j -0.00473295+0.0188155j -0.0197954-0.0085289j -0.0170592-0.00472798j -0.00695915-0.00734516j -0.00415068-0.00335379j -0.00214564+0.00215504j 0.0147555+0.00699908j -0.00776415+0.0222609j -0.0102684+0.0286902j 0.0196259+0.00231962j 0.0127384+0.0174563j -0.00129957+0.0205837j -0.00449651+0.016323j 0.00414493+0.0168932j -0.00809532-0.00220511j -0.00735945-0.00105272j -0.00362337+0.00304559j 0.000643994-0.00685313j 0.00268173+0.0211705j -0.0386809+0.0305005j -0.00420549+0.00213105j 0.00160053-0.0297975j -0.00910472+0.000812262j 0.00658663-0.0315713j 0.0155936-0.00940101j 0.00562143+0.0101829j -0.0192362+0.0149053j 0.00705529+0.029007j -0.0394669+0.00200835j 0.0423488-0.0360836j 0.00494235-0.0295764j -0.0803388+0.0133192j 0.0956686+0.0455146j -0.00428832-0.0925991j -0.0332894+0.0608706j 0.0719677-0.0243276j 0.0139559+0.0780563j -0.00231782-0.0183707j -0.0573847-0.0259435j -0.0354312+0.0900782j 0.0042827-0.0330429j 0.128713-0.141822j 
-0.00594453-0.0315708j 0.0376325-0.0225949j 0.0405834-0.0611603j 0.0654597-0.0447511j 0.0863242+0.0121974j -0.0324253-0.00719842j 0.0144306-0.0242241j 0.0639685+0.0219491j 0.0765809-0.0992034j 0.070857-0.0404514j 0.0376634-0.0249952j -0.0219158+0.0101041j -0.0966668-0.0348117j -0.0930799+0.0343807j 0.0661585+0.02751j 0.0657156+0.0354116j 0.0766265+0.00448034j 0.0408455+0.00846459j -0.0939125-0.016933j 0.096986-0.00319855j 0.0611012-0.0426519j -0.00622576+0.0415299j -0.0307764-0.101274j -0.0175572+0.0225314j -0.0316601+0.0766808j -0.0294059-0.00412006j -0.0323435+0.00308698j 0.0583947+0.0160292j 0.0533274+0.0938698j 0.0506337+0.040002j -0.0277814+0.0246483j 0.0136243-0.0409834j 0.0295643+0.0644941j 0.0780392+0.0403906j 0.032161+0.0182776j -0.0173356+0.0110769j -0.0240916+0.0160334j 0.0992263-0.0538722j 0.100892-0.035353j 0.051732-0.0310451j 0.0709477+0.00772243j -0.0420486+0.0100426j 0.00237748+0.0536167j 0.00533707-0.0300529j -0.00276789+0.0155362j 0.116285-0.0111792j 0.00121159-0.0446402j 0.00544942+0.0531866j 0.0776283-0.0647102j -0.0315608-0.00273885j 0.0743865+0.00465424j -0.0370876+0.0492211j -0.071625-0.00407016j -0.11279-0.0500137j -0.0949923-0.0221092j 0.0292672-0.0567021j 0.0159894-0.0336695j 0.09204+0.0540631j 0.0142524-0.0520495j -0.0404029-0.0359171j -0.0124802-0.0112441j 0.0411204+0.00839986j -0.018938-0.0350616j -0.0291837-0.0310337j 0.00799707-0.0317466j 0.0235523+0.00465848j 0.0251078-0.0266414j -0.0445039-0.0502452j -0.0234291+0.0412233j 0.00920123+0.00553991j -0.00989813-0.0160331j -0.0115585-0.0097906j 
0.0399697+0.0322268j 0.0342333+0.0545934j -0.0754065-0.0594271j 0.0145007-0.101349j 0.090165-0.021884j 0.013276+0.0329691j -0.0139353+0.0963029j 0.0341532-0.00171639j -0.020613+0.0314508j 0.0613307-0.00688468j -0.0314904-0.00646038j -0.0555447-0.0590653j -0.0294658+0.0544397j -0.0239148+0.0816564j 0.0419793+0.00144763j 0.0188298+0.0151994j -0.120882-0.010871j -0.0561093+0.035262j 0.0156718-0.0111966j -0.0699831-0.092251j -0.0391515+0.0321091j -0.0162849-0.037102j 0.0586596+0.054923j -0.0202977-0.0616504j -0.0288126-0.016356j 0.0370108+0.0289272j 0.034315-0.0345864j -0.0214177-0.030126j -0.0314877-0.0989485j 0.00576064-0.0654754j -0.0177473+0.090214j 0.0872411+0.0522552j -0.0114381-0.0946031j -0.0692483-0.0668535j 0.0280103-0.0449312j 0.0213607+0.0619932j 0.0175447-0.027298j 0.013177+0.0486935j 0.0261891+0.0574976j -0.041232-0.0365711j 0.027358-0.00204289j 0.00454123+0.0322049j 0.00591798-0.0679977j -0.0129271+0.0657171j -0.0174918+0.0457495j 0.00645241-0.0497595j 0.0262033-0.00192581j 0.0638349-0.0176848j -0.0361147+0.0353466j 0.0237487+0.0735933j -0.0413514+0.00220289j -0.0421017-0.0189128j 0.0263459+0.0216525j -0.000652654+0.0345491j -0.0207421-0.0079264j -0.00593393-0.00209834j 0.0123386+0.0467886j -0.00165864-0.0265527j 0.00802584+0.0335887j 0.0173667-0.0231461j 0.00464735-0.00191817j -0.0173996-0.0105079j -0.0402459-0.0390706j -0.0137547+0.0360612j 0.0364794-0.00455167j -0.0129809+0.00143292j 0.0287593-0.0550052j -0.0785554-0.0333443j 0.0236012+0.0634054j -0.0204235+0.0259927j 0.0392076-0.0139449j 0.0408595+0.00504377j 
0.0262706-0.00645365j 0.0176837-0.0153531j -0.0384158-0.0332652j 0.0511513-0.0499642j 0.0557817-0.0353141j -0.0877286-0.0338687j 0.0116091-0.0403506j 0.0409726+0.00991895j -0.038387+0.0713984j 0.0634519-0.107109j -0.0229708+0.0593861j -0.0839706-0.0138123j -0.010619-0.11491j -0.0766261+0.0189712j 0.0292318+0.0519505j 0.0558022+0.0584941j 0.00722722+0.010094j -0.0032512-0.0457514j -0.0347473-0.0260099j 0.00528888-0.0314005j -0.00270907-0.0103153j -0.0714704+0.0372193j 0.0644778-0.00978602j 0.020957+0.0731161j 0.0980062+0.0284645j -0.0230501-0.00420538j 0.00624498-0.0524404j -0.0628348-0.0456689j 0.0580414+0.0518828j 0.0469474+0.0332622j 0.0419805+0.00115801j 0.0284157-0.0416958j -0.0472518-0.00294477j 0.0264651-0.00187217j -0.0296911+0.0549929j 0.0100229-0.0586584j 0.0153806-0.0498479j 0.0375754-0.0119576j 0.000102068+0.0116859j -0.0459564+0.0333256j 0.0689805-0.000637758j -0.0562358-0.0283848j 0.0120767+0.0309969j -0.0224049+0.0622133j 0.0381159-0.0168143j -0.0236958+0.0111383j 0.044698-0.056612j 0.0588016+0.0328514j 0.0636073-0.0119669j 0.120628+0.0139499j 0.0783895-0.0205589j -0.021445+0.0121903j -0.067209+0.0576276j 0.0271731-0.0220513j -0.0480306+0.0180548j 0.0401342-0.0156749j -0.004665-0.0291581j -0.00294815-0.0527945j 0.0176771-0.00961975j 0.00705191-0.0276912j -0.00690762+0.0149132j -0.00726849-0.00168249j -0.0399313-0.010331j 0.0463165+0.04248j -0.000675676-0.0443701j 0.00806862+0.0183642j -0.00172399-0.0446467j -0.0511794-0.0168717j -0.0242359+0.0303066j -0.00265534+0.0170832j 0.0171557-0.0166294j 0.00200342-0.0266873j 
0.0598162-0.0131314j 0.0144628+0.0348277j 0.0509881-0.0311967j 0.0186687-0.000989498j -0.0330721+0.0178018j 0.000397545+0.00191126j -0.0102935-0.0540739j -0.00549489+0.0160814j 0.0899677-0.0520134j -0.0012321-0.043819j -0.0139094+0.0201982j 0.0691846+0.150468j -0.0287054+0.0526857j 0.0613427-0.101045j 0.0181466-0.0585414j -0.0351861+0.0109177j -0.0978051-0.00519477j 0.036565+0.0239562j 0.0563403+0.03507j 0.113507-0.099737j 0.0244786+0.0185584j 0.0100837+0.081119j -0.028544-0.0685745j 0.0422622-0.127063j -0.100033-0.0299015j 0.0414694+0.0182111j -0.0839717+0.00752352j 0.0402101+0.0810681j -0.00620497+0.08775j -0.0815091+0.046417j -0.0695308-0.0454234j 0.00913345+0.025959j -0.0492617+0.00394094j 0.0344263+0.0600919j 0.0228437-0.053946j 0.0553877-0.0350721j 0.063854-0.0114021j -0.0214365+0.0255577j -0.0179509-0.0301253j -0.0109677-0.0330833j 0.0250489+0.0138913j 0.00318933-0.0311309j 0.0091382-0.0282041j 0.036587-0.0484197j 0.00232138+0.000353372j -0.0135741-0.00674396j -0.0113715+0.00137139j 0.0396478+0.0313553j 0.0759793-0.0382868j -0.0683548-0.0210564j -0.0307323+0.0379323j 0.0746566+0.0348757j -0.05272-0.0239646j -0.000147485+0.0138009j 0.0361737-0.0204014j 0.0646062+0.025684j 0.0211394-0.0378992j -0.0231937+0.0554956j -0.00305836-0.0526169j 0.0200083+0.0227508j 0.0224634+0.0144491j 0.0615015-0.00733745j 0.0108212-0.00463747j 0.0318534+0.036574j -0.00579041-0.0273558j 0.00339786-0.0257237j 0.0060019+0.0213406j 0.0128265+4.10608e-05j 0.0315413+0.0214899j -0.02157+0.000931277j -0.0230158-0.0419204j -0.00947107+0.0102291j 
0.0120481-0.0221267j -0.00103415+0.00513135j -0.00529137+0.0242123j 0.0102323+0.0144799j 0.0342353+0.00891906j 0.0370222-0.0126507j 0.0073062+0.0671395j 0.0636597-0.0346684j 0.123449-0.00083112j 0.0126842-0.017684j 0.0298223+0.0606639j -0.0570812+0.00270722j 0.0604793-0.0205333j -0.0491409+0.00513072j -0.0495726+0.063984j 0.0137101+0.0203365j 0.135047+0.0210089j 0.0153887-0.0170554j -0.0475954-0.102168j 0.00775977+0.00889852j -0.00403356+0.0179954j 0.0724718+0.0198427j -0.0653036-0.000961803j -0.0879902+0.0309268j -0.0203686+0.0915853j 0.040574-0.0288486j 0.0246379-0.0218396j 0.0339879-0.0766214j -0.0259392+0.0319034j 0.0124304+0.0186351j -0.00296001+0.0185635j 0.00683129-0.0231218j 0.0339771+0.0139616j 0.00464368-0.00228663j 0.00435891-0.0315892j -0.00133113+0.0446025j 0.0284505-0.00565099j 0.0415731-0.0314079j -0.0291587+0.0318581j 0.00162625-0.00217965j 0.0232173-0.0129903j 0.0433417-0.0491767j -0.0424767-0.0604817j -0.0924691-0.00136359j -0.0327197-0.000458474j 0.059392-0.0294385j 0.0136516+0.0105618j 0.0205838-0.0637326j -0.00529471+0.0318208j -0.0282158+0.0259425j 0.0136921+0.0519309j -0.0233099-0.0213135j 0.0395832+0.0252652j -0.016039-0.00732981j 0.00940385-0.0502766j -0.075091-0.0728266j -0.000655527+0.00877837j 0.0011378-0.0305547j 0.00713726+0.017896j 0.0225856-0.0437142j -0.0148046-0.024354j -0.0235793+0.0426493j 0.0235089-0.0212709j -0.00304917-0.0212101j -0.00461421+0.0182418j 0.00337106-0.0226838j 0.0303965-0.0306099j 0.0266126+0.0218956j -0.0135074-0.00755142j -0.0164301+0.0124262j -0.00958731-0.018471j -0.00089575-0.0152626j 
-0.0390089+0.0624674j -0.0789104+0.00335699j -0.0495631+0.0270145j 0.00537058+0.0190446j -0.0499965+0.00633538j -0.0191905+0.0144813j -0.00438357+0.00291656j 0.0270407+0.0153835j -0.00888361-0.0581807j -0.0389747+0.0535955j 0.0477928-0.0184643j -0.0177531-0.0474019j -0.0145489-0.00373963j -0.00226418-0.0397848j -0.020588-0.0304999j -0.0612422+0.0229601j 0.00625053+0.0973943j -0.0560217-0.0224008j 0.02455+0.0536051j -0.0551209+0.00757496j 0.0393835-0.0478821j -0.0668166-0.0284978j 0.0373669-0.0190444j -0.0332309+0.0635971j 0.0488241-0.0198349j 0.0545597-0.00115683j -0.023807+0.0845579j 0.00238848+0.0497211j 0.00827762-0.00340799j 0.00314641+0.00432644j -0.048073+0.0340496j 0.0337966+0.00734639j -0.0253325-0.0318704j 0.0691137+0.0332773j -0.109476-0.0320687j -0.0740211-0.0893705j -0.0212143+0.0755888j 0.00687891+0.0254168j -0.022862+0.0484514j -0.00497937+0.0471904j -0.0286099+0.057734j -0.0632686+0.0575868j -0.0210227+0.114055j 0.040513+0.0516423j 0.0374142-0.00369106j 0.0628432+0.0241708j 0.0383779-0.0129558j -0.039179+0.0162874j 0.0450464+0.0385785j 0.0105425+0.0335285j -0.0385488+0.0235546j 0.00249089-0.0149314j 0.0344564-0.0753482j -0.0325441-0.060283j -0.0723072+0.0229215j 0.0766331+0.0379743j -0.00902883-0.0277013j 0.00591295+0.0541397j 0.00250715-0.0269452j -0.0162455+0.0414079j -0.0360382+0.031483j -0.0207314-0.0431482j 0.0206739+0.0330244j -0.0247097+0.0271469j 0.0497314-0.00608881j -0.0161978+0.029921j -0.0402066+0.0303616j -0.00320299-0.0195557j -0.0191908+0.00408233j 0.0177968-0.0182123j 0.0103259+0.0326479j -0.0046772+0.0350548j 
0.0797713-0.0263745j 0.0137921+0.0704149j 0.0442849-0.0458377j -0.0387819+0.0931918j 0.0220939-0.023611j -0.016162+0.00904058j 0.0658119+0.033981j -0.0369823-0.00645653j -0.0332247-0.105517j 0.0406039-0.00504541j -0.0729577-0.0148503j 0.129314-0.00897971j -0.014264+0.0900757j 0.0393081-0.0092023j 0.0442072+0.0217939j -0.0450275-0.0294728j -0.0183323-0.0752543j 0.0217032+0.0171671j 0.0322272+0.035472j 0.00328806+0.0150807j -0.142934+0.0611123j 0.00158639-0.0102282j -0.0253782-0.0782135j 0.0709062-0.0120961j 0.0356173-0.0623261j 0.0663572+0.0137102j 0.00333856-0.00323378j -0.000804671+0.04084j -0.0556323+0.0463039j -0.00519852-0.0340518j 0.0137728-0.010123j 0.0563118-0.00782402j -0.034159-0.04466j 0.00196401-0.040393j 0.0245027-0.0504009j -0.0126683-0.0450202j -0.0164095+0.0405153j -0.00414688+0.0249415j 0.0418567-0.0136832j -0.0335745-0.0692795j -0.0267434-0.00949095j 0.00125567+0.0374671j 0.00766804-0.0399729j 0.042416-0.00340754j 0.0105646+0.0224568j -0.0499546-0.0473067j -0.00784646+0.0411882j -0.0415042+0.0489527j -0.0179348-0.0113109j -0.008261-0.0146497j -0.0279933-0.0230333j 0.0235183-0.02055j -0.00821862-0.033265j -0.0688286+0.0385072j 0.00190594+0.0254264j -0.00816827+0.0198983j 0.0159497-0.00199947j 0.00993592+0.0170412j 0.0295378+0.0205301j 0.0162304+0.0334853j 0.0163904+0.0201294j 0.00167799+0.00148658j -0.0154221+0.000168377j -0.0240405-0.00165973j 0.0377091+0.00788159j -0.01929+0.00915693j 0.0213301+0.0540267j -0.00811692-0.00266651j 0.0108546-0.0210209j 0.00834718+0.00872261j -0.025123-0.0146091j 0.00828292-0.0115641j 
-0.0379571+0.00260344j 0.0141258-0.00290933j -0.113909+0.0788127j 0.00182025-0.0387302j 0.0635429-0.10261j -0.0613726+0.0802355j 0.0279833+0.0299735j 0.0209021+0.0601427j 0.0805063-0.0944786j 0.0105056-0.0433134j -0.046324+0.11146j -0.0768434+0.0174069j -0.015261-0.0677922j 0.0109557-0.0651061j -0.0410115+0.13851j -0.108373+0.0465384j 0.0849565-0.0774523j 0.0291433-0.0637686j -0.0511327+0.0951667j 0.0984936-0.0201113j -0.0278198+0.0254065j -0.0785111-0.092942j 0.0156693-0.0555971j 0.0158968+0.0075965j -0.0367645-0.0765556j 0.1042-0.00575756j 0.0180959+0.00991424j -0.0084027+0.00451376j 0.0106018+0.103201j 0.034761-0.0512016j -0.0372282+0.0783731j -0.0280483-0.00859816j -0.0543272+0.0054653j 0.0515699-0.015383j 0.0303897-0.0752927j 0.0277665-0.0446015j 0.0266554-0.0705738j -0.0159105+0.0278008j -0.00716554+0.0274817j -0.0369141+0.0262375j 0.0118497+0.0223737j -0.0187554+0.0153296j -0.0277453-0.0182213j -0.00252245+0.0313336j -0.0248519-0.0558278j -0.00200564+0.0122203j -0.00435808+0.015915j 0.0369734-0.0420899j -0.0412119+0.065186j 0.0491079+0.0204248j -0.00599746-0.0349501j -0.00704018+0.0436093j 0.0306452-0.0258693j 0.0198745-0.0304635j -0.0196307-0.0180478j -0.0173121-0.0333736j 0.0063518+0.0165735j -0.0211607-0.0365729j 0.010719-0.0477006j 0.0257191+0.00126412j 0.0744706+0.00725102j 0.0331364+0.0778744j 0.0533988-0.03413j -0.0109905-0.0010854j -0.00868705-0.00700482j 0.092902-0.0303992j 0.0290676-0.0232746j 0.0130072-0.00947251j -0.0243879+0.0427763j -0.0148151+0.0357306j 0.0285854+0.021386j 0.000310971-0.011955j 
0.0540982-0.0123861j 0.0488886+0.0336415j 0.0967145-0.031821j -0.0319957+0.0598722j -0.00159831+0.045827j -0.035384-0.0114426j -0.00181074-0.00298301j -0.043229+0.0207685j 0.0455039-0.00322999j 0.0540239-0.0240296j -0.0804914+0.0235133j 0.0226894-0.0219337j 0.0428347-0.0114106j -0.0149715-0.0379878j 0.00486096+0.0204336j 0.000346856-0.00464415j 0.0189075+0.0788064j 0.0658823-0.0109727j 0.0840959-0.0341015j -0.057235-0.0324396j -0.05358-0.0808684j -0.0619172-0.0437817j 0.0915139-0.0628259j -0.0736946+0.0779114j -0.00494656+0.0152267j -0.00079434+0.0306567j 0.0322238+0.0872435j 0.00777632-0.000637161j 0.017247-0.0161353j 0.0561358+0.0264242j 0.0254308+0.0397122j 0.0399855-0.0647888j -0.0536568-0.0165764j 0.0141008+9.14448e-05j 0.0215145-0.0481962j 0.0634829-0.00546437j -0.0374242+0.0141143j 0.0254295-0.0143826j 0.00710854+0.0280383j 0.00670033-0.033527j 0.0488986+0.049884j -0.0274993-0.00172071j -0.0687851-0.0522864j -0.0365503+0.0289083j -0.0455267-0.0258398j 0.0233184-0.0125782j -0.0164971+0.0180549j 0.00322224-0.0353279j 0.0606799+0.0205075j 0.0298062+0.00752986j 0.0458162+0.00876735j 0.0176261+0.0106276j -0.0361783+0.00482328j 0.0181746+0.0367954j -0.0209175+0.00495503j -0.00504468+0.00850603j -0.00615953-0.0199722j 0.0612161-0.00424118j -0.00541645+0.0289515j -0.00153311+0.0157274j -0.0185845-0.0241216j 0.02385+0.00332217j -0.0422317+0.0240161j -0.0107043+0.00834915j 0.00255933-0.0212387j -0.017733-0.00681156j -0.0177346+0.0337611j -0.00959939+0.0212469j 0.0298024-0.0230998j -0.000784523-0.0232229j 0.0254818-0.00123768j -0.00899+0.00883035j 
0.026827+0.0122487j -0.0133252-0.00874215j -0.0469296-0.0410798j 0.00303896-0.0192873j -0.0145232+0.0485661j 0.0090627+0.0240572j -0.0123101-0.00440905j 0.0761913-0.013666j -0.0576771+0.0627543j -0.0154159+0.0432016j 0.107575-0.0127237j 0.0556944-0.0303537j -0.0377715-0.0112421j -0.0457162+0.0479808j -0.0165175-0.115395j 0.0850899-0.0644705j -0.0817953+0.10602j -0.00284879-0.00326413j 0.0524855-0.00875251j -0.0966327-0.026327j 0.00617357+0.0645597j 0.0549739+0.0315016j -0.0248937+0.0231856j -0.0269517+0.00108713j 0.0429453+0.0605664j -0.0473569+0.01546j -0.0222016-0.00400258j 0.0224902-0.041473j 0.00154236-0.0441179j 0.031176+0.0363299j 0.00629322-0.00550407j 0.0237718-0.00131327j 0.0257238-0.039212j 0.00321284+0.00367021j -0.0476104+0.0389094j -0.00617644+0.00176691j 0.00242737+0.04038j -0.000368131-0.0236832j -0.00994893+0.00289161j -0.0183202-0.00825585j 0.0326402-0.0184665j 0.025127-0.020264j 0.00499949+0.0573827j -0.0544091+0.0212552j 0.0379761+0.0129976j 0.0222691+0.0228597j 0.0519735-0.0241298j -0.0148097+0.0275903j 0.0365328-0.0159607j -0.0387499+0.0022082j 0.0182092+0.00205898j -0.0121756-0.0127863j -0.0132989-0.0236752j -0.0615541-0.0238984j -0.0053255-0.0237506j -0.0288401-0.020289j -0.00449743-0.0158521j -0.0218647+0.00793286j 0.0239805-0.0317368j -0.0172874-0.0196718j -0.0191693+0.00681253j -0.00369093+0.00986828j 0.0277481+0.0190343j 0.0223698-0.0300211j 0.0138541+0.0043907j -0.00471735+0.0307608j 0.0150858+0.0191775j -0.0309818-0.0259598j -0.00770983-0.0140023j -0.00811369-0.00727485j -0.0317404+0.0204536j -0.00978335-0.0301417j 
0.0438441-0.0659832j 0.0484795+0.0290995j 0.0819272-0.0760403j 0.0829055-0.0418153j -0.0206212+0.0468875j 0.00400975-0.0926424j 0.0332625-0.017462j 0.0216795+0.0193815j 0.0946802-0.0406496j -0.0491103+0.033663j -0.0129008-0.0658803j -0.00750849+0.0695963j 0.0135548+0.0673733j 0.102787+0.0544979j 0.103074+0.0550873j -0.0164732-0.0137742j 0.0577595-0.00196515j -0.00958208+0.0408048j -0.0306961-0.0868506j 0.0466154+0.0969552j 0.0414819-0.1638j -0.0534509+0.0669676j -0.0255001+0.0506833j 0.0408121-0.0573073j -0.0160832+0.0557093j 0.00653364+0.0181963j -0.0301322+0.0880508j -0.0219471+0.0553609j -0.0177791+0.0262135j 0.0122932-0.017527j 0.0259233-0.0202084j 0.00460543+0.0588076j -0.0174016+0.01287j -0.0045228+0.0106064j 0.0150453-0.031301j 0.0238557-0.018793j -0.0438483+0.0278452j 0.0629213-0.0513202j 0.0428473-0.00639108j 0.0134081-0.0204891j 0.000291259+0.0455261j 0.0159996-0.0413458j -0.0542698-0.029875j 0.0636061-0.0273048j -0.0311441+0.0219059j -0.00716149+0.0117797j 0.013458+0.0078874j 0.0406391+0.00888181j -0.0385434-0.0153781j -0.0559403+0.0435858j -0.0398757-0.00162835j 0.00675947-0.0568081j 0.0101343-0.0131511j 0.083217+0.00931774j 0.00891952+0.0557261j -0.000179731-0.0346576j -0.0231392+0.0177781j 0.0366772+0.0127604j 0.0406939+0.0319969j 0.0206613+0.0135726j -9.2905e-05-0.0353446j 0.00358404+0.0249786j -0.0513105-0.0287095j 0.0255185-0.0606534j -0.00673638-0.00467328j -0.00327404+0.00658119j 0.0061312+3.79378e-05j -0.0182932-0.0191158j 0.0191532+0.00170084j -0.00618025+0.00638117j -0.00614537-0.0457787j -0.00869484-0.0122623j 
0.000101419-0.0286709j 0.00890875+0.00918412j 0.00948236+0.0286994j -2.59147e-05+0.0329891j 0.0617494-0.010384j -0.0212502+0.0360405j -0.00560699+0.0358151j 0.0370059-0.00453922j 0.0941558-0.0394559j 0.00148429-0.0619351j 0.00820492-0.00164001j 0.0531235-0.0540104j -0.0783039+0.0671841j -0.0269224+0.0414889j 0.0127234+0.0441429j -0.0521696+0.0498029j -0.0307757+0.0539245j -0.0186282+0.0702859j -0.0278958-0.00433865j 0.0173995-0.0537696j 0.0347662+0.0641897j 0.0398326+0.0190854j 0.0522152-0.013429j -0.049534-0.0311205j 0.00624064-0.0197808j 0.031361+0.038219j -0.0496901+0.0185493j 0.0375081+0.00930134j 0.00319884+0.0280787j -0.003916-0.0991919j 0.00779448+0.0715976j 0.0491343+0.00686857j -0.0198646-0.0303951j 0.0492001+0.00506935j -0.0380198-0.00671422j -0.0132556+0.0671636j 0.0247835-0.0921588j 0.025481-0.0102379j -0.00492172+0.0477771j 0.0342795+0.0378983j 0.0224531+0.0247643j -0.0140266-0.0309799j -0.0130592-0.035165j 0.00929901+0.0350912j -0.00684986+0.0406096j 0.0991122-0.0559571j 0.031087-0.0297873j 0.0303793+0.00995873j 0.0023684+0.0505364j -0.0324704-0.00883727j -0.0407445+0.0250082j -0.0614914+0.00142893j 0.0274494+0.00154208j -0.00481499+0.00523954j 0.0121007-0.0208353j 0.0445731+0.040914j 0.021497+0.0259182j -0.0218754+0.0398531j -0.010353+0.0169869j 0.00219664-0.0276325j 0.0240747+0.00900632j -0.00219675-0.0458401j 0.0128739+0.008371j -0.0409933+0.011364j 0.0074646+0.0165632j 0.0194739+0.00621921j -0.00398745-0.0124776j 0.0168144+0.00440376j -0.0302153-0.00160778j 0.0124884-0.00398827j 0.00256447+0.00169635j 0.0179654-0.00305316j 
0.0529214-0.123544j 0.0708354+0.0559819j 0.0848592-0.0504403j -0.00598804-0.0121413j 0.0296328-0.0469972j -0.0560209+0.028453j 0.0774699-0.0531826j -0.0164208+0.0140748j -0.000631441+0.0419757j 0.0146975-0.0190218j 0.00367162-0.00292342j 0.0995171+0.0143076j -0.00964772+0.019693j -0.0455542+0.08545j 0.0632898+0.0653953j 0.0580518-0.0580297j 0.0224706-0.0124553j -0.0274032+0.092455j -0.0290526-0.0303777j 0.0345002+0.0857261j 0.0916663-0.0570813j 0.0729902-0.0618263j 0.035502+0.0357494j 0.00490284-0.0484672j 0.00110721-0.0137138j -0.025284-0.0493297j -0.0565006+0.0297875j 0.0195779+0.0380982j 0.0565179+0.0187687j 0.0827457-0.0491831j 0.0639868-0.065814j -0.011291-0.00680856j 0.0174857+0.055942j -0.0115503-0.000465518j 0.0320348+0.0233462j -0.0301785+0.0150957j -0.0378436-0.0486539j 0.0249481-0.0227923j 0.0224985+0.0338218j 0.0457473-0.0236628j 0.0195703-0.0246496j 0.00776367-0.00694554j 0.00656156+0.0334218j 0.0542726+0.0147769j 0.00909254+0.0160938j 0.0489661-0.0178939j 0.0383399+0.0138959j -0.00520191-0.0421307j 0.0123631-0.0542287j -0.00836003+0.00524266j 0.0319675+0.0417529j -0.00391309+0.00336023j -0.00667821-0.00931504j 0.0364799-0.00247141j 0.0402291-0.0312168j 0.025807+0.00688588j 0.00341435+0.0385026j -0.0144372+0.00859628j -0.00136286+0.048249j 8.91956e-05-0.000807987j -0.00346532-0.00257651j -0.00802893+0.0260205j 0.0377946-0.0254049j 0.0225288+0.052621j -0.0403993+0.00713084j 0.0173766+0.053434j 0.00932792-0.0256656j 0.0314951-0.0546839j -0.00930453+0.0235089j 0.0160874+0.00754054j -0.0245907-0.0578639j 0.0219298-0.0031239j 
0.00323901-0.0241776j 0.0275975+0.00317208j 0.0388415+0.040519j -0.0752437+0.113587j 0.0994406-0.0296924j -0.0221939+0.0798311j 0.00601865+0.0397852j -0.000867734-0.00596636j 0.00867289-0.0442445j 0.077992-0.0389854j -0.0211864+0.0548018j 0.0753295-0.114513j -0.0732903+0.00788299j -0.0783943+0.00434324j 0.00447793+0.0246174j 0.00559451-0.0250016j -0.0210164+0.00157384j 0.0715376-0.044082j -0.0331718-0.00340318j 0.00355883-0.0344649j -0.0995693+0.141099j 0.0597219-0.0619529j 0.0325639-0.090068j -0.0263649+0.0433147j 0.0178892-0.0139436j 0.0460724-0.0236218j 0.0273368-0.0473964j 0.0707934-0.0277811j 0.0672644+0.00406145j 0.0568095-0.0243318j 0.0268305+0.012231j 0.0544851-0.0325168j -0.0167585-0.0114328j 0.0143647+0.00681193j 0.00263048-0.0318835j 0.0399489+0.0729276j 0.0186486-0.0247536j -0.0033166+0.037417j -0.00381204+0.0100635j -0.000995549-0.0228403j 0.0411576+0.00707519j 0.0147385+0.0187819j 0.0141234-0.0357026j -0.0384859+0.00166205j -0.00114487-0.0194649j 0.0026411-0.0208032j 0.0185736+0.00456823j 0.008783+0.00967593j 0.00178792+0.0252673j 0.0117832-0.0302028j 0.00584463-0.0113802j -0.0143924+0.0513401j -0.0126657+0.0100647j -0.0712107+0.0171926j -0.00120627-0.043007j -0.0283198-0.0229211j 0.00526524+0.0139494j 0.0112222+0.00107171j 0.00200329-0.00826532j -0.00978611-0.014726j 0.038625+0.004421j -0.00102544+0.00491051j 0.0127712+0.00283984j -0.0287008-0.0225925j -0.0309262+0.0249367j 0.0231799-0.0213j 0.0379187+0.0066803j 0.0194742+0.0231777j -0.0397029-0.0329906j 0.0238119+0.00241977j 0.00201081+0.0276956j 0.00584633-0.0185106j 
