-0.0050601+0.0039271j 0.00401366+0.00439482j -0.00299791-0.000914338j -0.00290163+0.00370298j 0.000649073+0.00134544j -0.000535248-0.00106983j 0.000278775-0.00258276j 0.000662452-0.00209982j -0.0041444-0.00125066j 0.00125095-0.0033548j 0.000742703+0.00212147j 0.00415157+0.00255239j -0.00508489+0.00167859j -0.00182428-0.00205981j -0.00289983-0.000564028j -0.000629307+0.00160808j -0.00116277+0.0010602j 0.00215024-0.00143938j -0.000711803-0.00224722j 0.000764808-5.81762e-05j 0.000872143-0.00265947j 0.000379365+0.00255771j -0.000711678+0.00272022j 0.00135194-0.000581612j -0.0023007-0.000884511j 0.000404242-0.000288294j -0.000933202+0.000638194j -0.0034143+0.000208966j -0.00273479-0.00142944j -0.00209983+0.000199234j -0.00043628+1.7276e-05j -0.00370262-0.00385211j 0.0019847-0.0014879j 0.000697823-0.00093455j -4.05404e-05-0.0011233j 0.00220541+0.000274751j -0.00444163-0.00204031j 0.00440432-0.00148252j 0.00120743+0.0031309j 0.00169527-0.0011028j -0.000862709-0.000508563j 0.0022203+0.00201869j 0.00334214+0.000833453j -0.0017959-0.00190489j 0.00286619+0.00102315j 0.000366133+0.00125112j -0.00148604+0.000373526j 0.00276107-0.000795483j -0.00517633+0.00231854j -0.000510745+0.0016511j 0.00416639-0.000276795j -0.00291042+0.00116914j -0.00280195+0.000795677j -0.00107834+0.00086849j -0.000990978-0.000703249j -0.00140716+0.000245375j -0.00283521+0.00156684j 0.00144136+0.00267231j 0.000443325+0.00123339j -0.000780269+0.0024034j -0.00338604-0.00459049j -0.00442207-0.00117632j 0.0065854-0.00391913j -0.00287286-0.00397661j 0.00366309-0.000912755j -0.001622+0.00205365j -0.00644492-0.00220057j 0.00213535-0.00305471j 0.00321145-0.00223733j -0.000645878-0.00372615j 0.011044-0.0065464j -0.00838623-0.00948626j 
-0.00163097+0.000663046j -0.00305339+0.000439801j -0.0035659-0.000618015j -0.000816989+0.000621691j 0.00318497-0.00121656j -7.4451e-06+0.00193845j -0.0016079-0.000846379j -0.00330491-0.00264396j 0.00094023-0.00334057j 0.00431698-0.0038179j -0.00153759-0.000709703j -0.00185513+0.00236851j -0.000333992-0.00044158j -0.00114446+0.000235926j 0.00145858+0.00361264j 0.00272177+0.00362761j 0.00372536+0.000842159j -0.000204081-0.000749636j -0.000527715+0.00324886j -0.000679088+0.00103656j 0.00141953+0.00159177j -0.00279169+0.00169167j 0.00379481-0.00107325j 0.00103792-0.0026762j 0.00369855+0.0031598j -0.00028832+0.000157425j -0.00531511+0.0012222j 0.00430627+0.00120562j 0.000359847+0.00245637j 0.00180802-0.00106169j 0.000971893+0.00170254j 0.00562721+0.00221995j -0.00200946-0.0033233j -0.000914419-0.00245617j -0.000371163+0.00265703j 0.000495369-0.000473923j 0.00367777-0.00204632j -0.00110123-0.00131659j -0.00158093+0.000562234j -0.00181767+0.00208832j 0.000991414-0.00336935j -0.000478729-0.00249173j -0.00196133-1.38199e-05j 0.00248722-0.000144181j 0.000923836-0.000631892j 0.00487526+0.000985816j -0.000423138+0.000597781j -0.00017913+0.00120947j -0.000796572+0.000537581j -0.00180798+0.00294439j -0.000107614-0.00129587j 0.000722456+0.0025459j -0.000824237+0.000214572j 0.0012315-0.00179276j 0.000556437-0.000578424j 0.00093271-0.00179946j -0.00144333+0.000578841j 0.000171175+0.000212602j -0.00328444-0.000561226j -0.00197661-0.000652018j -0.00231122-0.000853897j 0.000188951+0.00375496j 0.000808859-0.00169045j 0.000286747+0.00089361j -0.00162756-0.00152439j -0.000459513-0.000336044j -0.000169334+0.000962278j -0.00163346-0.00118197j 0.00246579+0.00130571j -0.000210735+3.13296e-05j 0.000680633-0.000442217j 0.00074448+0.00199156j 
0.00219812+0.00342045j 0.00248285-0.000995704j 0.000575983+0.000714513j 0.000371946+0.00252683j -0.000314356+0.00150979j -0.00245821-0.000450528j -0.000642835-0.00310734j 0.00211111-0.00192386j -0.00190208-0.000643852j -0.00283752-0.00100725j -0.00457582+0.00123872j 0.00116377+0.0017982j 0.0016006-0.00132688j 0.000122554+0.0035587j 0.00251794-0.00192694j -0.00466439-0.00948435j -0.000884953-0.00134492j -0.00125948+0.00550705j -0.000417893-0.00121596j -0.00142968-0.000639658j 0.00223039-0.00304271j 0.000577019+0.00362238j -0.00349471-0.00172299j -0.00419858+0.000763936j 0.00087024+0.0011786j -0.00188359+0.00263962j 0.00374701+0.000799995j 0.00279301-0.000186733j 0.0030787+0.000898791j -0.000206473+0.00186269j 0.00172415-0.00184617j 0.000119778-0.00221923j -0.00105637+0.00023639j -0.00250133-0.00119093j 0.00199784+0.000990703j -0.00320502-0.000498837j -0.000982185-0.00421258j -0.00277317+0.006258j 0.001789+0.000340933j 0.000174918-0.000720805j -0.00291537+0.00091387j -0.000275356+0.000120792j -0.00156511+0.000411837j -0.00130894-0.00265362j 0.000503463+0.00235778j -0.00162696-0.00360395j -0.000421425-0.00114745j 0.00086785+0.000294845j 0.000896977-0.000852564j 0.00167527+0.0010205j 0.000161093-0.000442097j -0.000235051-0.00139894j 0.00294683-0.00125288j -0.000822329+0.00143451j -0.000839269+0.0034439j -0.0013825+0.00170012j 0.00257281+0.00241167j 0.000117167-0.00309891j 0.00198224+0.00612703j -0.000964322+0.00191444j 0.00208909+0.00245511j 0.00274109-0.00333746j 9.22588e-05-0.00120605j 0.00106976-0.000775534j -0.000306354-0.000527923j -0.000794173-0.00154436j 0.00244523+0.000142432j 0.00149942+0.000295133j -0.000326848+0.00130159j 0.0012589-0.000591654j -0.00150435-0.00137041j 0.000834767+0.00159933j 
-0.000287537+0.00128297j 0.00206125+0.000490848j -0.00086018+0.000892011j 0.00238114-0.000377335j 0.00393852+0.000102231j -0.000154852+0.00210937j -0.00503925+0.000794135j -0.00227248-0.00385413j 0.0011514+0.000384227j 0.00138036+0.00106504j 0.00324124+0.0017634j -0.0068737-0.00409779j 0.00188618+0.000320696j -0.00782104-0.00685194j 0.00266938+0.000864537j -0.0045445+0.000821194j 0.00217496-0.000573951j 0.00147524-0.00038885j -7.45895e-05+0.004425j 0.00481632+0.00488309j 3.43663e-05+0.000709251j -0.000901221+0.00441042j 0.00285048+0.0043673j 0.00127991+0.00178712j 0.00485116+0.00237468j -0.000278447-0.000460303j -0.00197236+0.000395199j 0.00333562-0.0012051j 0.00403512+0.00307243j 0.00207523+0.00132055j -0.000562875+0.000271558j 0.00499494+0.00175328j -0.000613247+0.000241206j 4.36397e-05-0.00108997j -0.00116348-0.00231229j 0.00336112+0.00327225j 0.000560545-3.13394e-05j 0.00271802+0.0023151j 0.000972634+0.0013605j -0.00234177-0.00192954j 0.00402073+0.00306715j -0.00265572-0.00299095j 0.000655317+0.00183664j -0.000411906-0.000300026j 0.00125737-0.00127086j 0.00339816+0.00405224j -0.00126878+0.00302033j 0.000610336-0.00080789j 0.000632231-0.000113326j 9.98676e-05-0.000514586j 0.00095887+0.0012503j 0.000146364+0.000919559j -0.00262365-0.00153655j 0.00211967+0.000723287j 0.000233563-0.00314234j 0.00309285+0.00326214j 0.00299037+0.00168817j -0.00131546+0.00128981j 0.0013055-0.00129263j -0.00151517-0.00138663j 0.000192363-0.00201281j -0.00107242+0.00013954j 9.39003e-05+0.00316867j 0.00117386-5.05182e-05j -0.00183279-0.00118269j 0.00161583+0.00131883j 0.00147699+0.00351539j -0.00170051+0.000108173j 0.000446648-0.00237282j -0.00184561-0.000350395j -0.00184405-0.00137713j -0.000100709+0.000972873j 
0.0012015+0.000209661j -0.000626425+0.000315842j 0.000919023-0.000563911j 0.00114427+0.000547198j -0.00028941+0.0014957j -0.00508928+6.6488e-05j 0.000144991-0.00590763j 0.00134079-0.00234562j -0.00144029+0.00151006j -0.00390266-0.000181986j -0.00129013+0.00202282j 0.00513553-0.00531796j 0.00140155+0.00185877j 0.00605407-0.00564005j -0.000265424+0.00314533j -0.00536015-0.00234445j 0.00168231+0.00401829j 0.00120321+0.000850145j -0.0029861-0.000109278j -0.00771252+0.00533049j -0.000705696+0.00046392j 0.00227692+0.000860036j -0.00596798+0.00225066j -0.00190742+0.00067627j -0.000107395+0.0039602j 0.00199419-0.00122577j -0.00111314-0.00165127j -0.00103276+0.00195636j -0.00299442+0.00295564j -0.00164795-0.000160782j -0.000862178-0.000185395j -0.00315638+0.00345643j 0.000513636-0.00196299j 0.00191562-0.000386692j 0.00393152-0.000253783j -0.00339184+0.00188688j -0.00183676-0.00138263j 0.00227865+0.00210814j -0.00216809+0.00201074j -0.000207804-0.00277421j -0.0027486+0.00272234j 0.00198163-0.00328812j -0.00324457-0.000730996j -0.000871644+0.000475986j 0.00401347+0.00139567j -0.00572839+0.001916j -0.00324088+0.00116688j 0.000623686+0.00131564j 0.00204135+0.00219685j -0.000634229-0.000317928j -0.00198016+0.000416394j -0.00312645+0.000609264j -0.000119604-0.00386497j 0.000932577+0.00289963j 0.00130123+0.000398355j -0.00128645+0.00104941j 0.00101562+0.00189847j -0.0016242-0.00110724j 0.00429277+0.00157612j 0.0013151-0.000869333j 0.00284437-0.000501833j -0.0019729-0.00218886j -0.00335608-0.00165962j -0.000989858+9.3542e-05j 0.00198146-0.00202869j -0.00237996+0.00142373j -0.0018689-0.000307346j 0.000820609-0.00050872j 0.0015718-0.000400419j -0.000409555-0.00139768j 0.000161276-0.00278042j -0.00118645+0.000472922j 
0.000252889+0.00173266j 0.000747237-0.00191214j 0.000920966+0.000700264j -0.000352685-0.0019742j 0.00106233-0.00034952j 0.00188079-0.0045215j 0.00445401+0.00265075j 0.000187629-0.00218172j -0.0026101-0.0015634j 0.00163838-0.00771584j 0.00274911-0.00220036j -0.00114595+0.00462617j -0.00107405+0.00175585j -0.0030055+0.000881984j -0.00195026+0.00334303j 0.00335091-0.00247256j -0.00317594+0.00114199j -0.000771351-0.00041138j 0.000924499+0.00181025j -0.00156581-0.00577725j 0.000892063+0.000183923j -0.00326416+0.00740767j 0.00113303-0.00392167j 0.00153082-0.00256362j -0.00109056+0.00134183j 0.000984377+0.000925557j -0.000248514+0.000710234j -0.00226351-0.00338128j -0.00202729-0.000737479j 0.000658457-0.00240883j -0.00116713+0.000633076j -0.000943388-0.00301514j 0.000738571+0.000502719j 0.00172755+0.000473057j -0.00227283+0.00341734j 0.00241306-0.00283824j 0.00262983-0.00202866j 0.000932427+0.00195673j -0.00151365-0.000583084j 0.00153752-0.00121163j 0.00257076-0.00265787j 0.00023442-0.000978931j 0.0004688-0.00287697j -0.000143418-0.00159088j -0.00335162+0.00172319j 0.0034189-0.0047689j -0.000984677+7.51241e-05j -0.00183185+0.000669471j -0.000305493+0.00255828j -0.00128334-0.000122029j -0.000459857-0.00101549j 0.000311858-0.0014471j 0.000762252-0.000809992j -0.00120971-0.000965738j -0.001143-0.00215016j 0.00153002-0.00138972j -0.000868986+0.00200063j 0.00130565+0.000691703j -0.0029565+0.00178021j -0.000322812+8.21576e-05j -0.00177013+0.00205125j 0.00167204+2.71197e-05j 0.00280536-0.00176365j -0.000523372-0.00100702j 0.000655609+0.00119554j 0.000859525-0.00240569j 0.00193097+0.000341371j -0.00142882+0.0017565j 0.00012435-0.000470431j -0.000147955+1.97072e-05j 0.00124881-0.000276881j -0.000997021-0.000549428j 
-0.00171486-0.00170167j -0.00160884+0.0019864j -0.00191378-4.97319e-05j 0.000126869-0.00111305j 0.00263941-0.00487008j -0.00552489-0.00342784j 0.00025157-0.00179506j -0.0087173-0.000488652j -0.00155062+0.00221912j -0.00424302-0.00419351j 0.00047481-0.00334744j 0.00306851+0.00459346j 0.00190305+0.00113743j -0.00189616+0.00209029j 0.00502077+0.00415815j -0.00169685+0.00075271j 0.00164618+0.00342397j 0.000799094-0.00217945j 0.00231728+0.00108488j -0.00477548+0.00127247j 0.00152959+0.00105034j 0.00743806+0.00688759j -0.00273532-0.00204666j -0.00216111-0.00194342j 0.00575553+0.00107826j 0.00206397-0.000978091j -0.00101139+0.00280861j 0.000523697+2.79594e-06j 0.00154872+0.00135284j -0.00148353-0.00337979j 0.000980284+0.00317265j 0.00159752+0.000115175j 0.000338268-4.74717e-05j -0.00117107-0.00214242j 0.00460735+0.00403878j 0.00158272-0.00164529j -0.00210423-0.00231502j 0.00537793-0.000777927j -0.00181226+0.00125609j 1.07223e-05+0.000565514j -0.00113361-0.00379666j -0.00310134-0.00130857j -0.000315934+0.000629284j -0.00205386+0.00071384j 0.00282747+0.00263164j -0.00190213-0.00644903j -0.00165133+0.00219043j 0.00220172+0.00208558j 0.00117136+0.00110083j 0.000325658+0.00145127j -0.000891904+0.000122585j -0.00123201-0.000335548j -0.00443723-0.000533702j -0.00210525-0.00204997j -0.000108446-0.000976785j 0.00120486-0.00374749j 0.00249734+0.000608212j 0.000378622-0.000127839j 0.00094366+0.00173021j -0.00222536-0.00139061j -0.000238874+0.00117221j -7.91922e-05-0.0010011j -0.00128283-0.00410231j -0.00106744+0.00041727j -0.000494118+0.000425938j -0.00329594-0.00143824j 0.00161346-0.00315313j -0.00120297+0.00201594j 0.00114588-0.00317184j -0.002502-0.00089527j 0.000936977-0.00030263j -0.000149532-0.00193874j 
-0.000862141-0.00107776j 0.0011324+0.00322397j 0.00128977+0.000103106j 0.00181732+0.00230333j 0.00224651+0.00216416j 0.00147837-0.0081718j 0.00270449-0.00194189j 0.005093-0.00487912j -0.00167623-0.000384743j 0.00191412+0.00156837j 0.00233227+0.000998693j -0.00354697-0.00182612j 0.000730017+0.00448131j -0.000806431-0.00279517j -0.00565445+0.00280838j -0.00211788-0.00597181j -0.00445588+0.000606713j 0.00130662-0.000366939j -0.00167394-0.00261327j -0.000712231-0.00351554j -0.000967879+0.00503847j -0.00471672+0.0017779j -0.000209758-0.00494015j 0.00163761-0.00143979j -0.00389312+0.00401574j 0.000778422+0.000113196j -0.000795691+0.000881145j -0.00141373+0.00486721j -0.00201453+0.00184812j 0.00110528-0.00123793j -0.00298001+0.000726587j -0.00327613+0.000893443j 0.0017392+0.000880441j 0.00237875-0.000468653j -0.00364948+0.00277185j 0.00107043+0.00324254j 0.000709451-0.00142999j -0.000593909+0.00742462j -0.000391502+0.000116436j -1.26444e-05-0.000187622j 0.00138467+0.00258832j 0.00242264-0.00272548j 0.000851861-0.00104297j -0.000483869-0.00132565j -0.00123033+0.00206557j 0.00370091-0.00177262j -0.0022101-0.00162935j -0.00171272+0.00159591j -0.0012226+0.0030482j -0.00152639-0.00150027j 8.22894e-06-0.000643871j 0.000425627-0.00325559j 0.00234104-0.0055625j 0.00198549-0.00028696j -0.000921964+0.00211869j 0.00245412+0.00301822j -0.000451713+0.00320293j 0.0011241-0.000902435j -0.000309388+0.00272293j 0.00284769-0.00358565j 0.000500547+0.000414344j 0.00119206-0.00225321j 0.00343828-0.000197039j -0.00128782-0.00170017j 0.00161801-0.0003955j 0.00217334-0.00194487j 0.00135995+0.00232851j -0.000804135-0.000594745j 0.00215153-0.000480947j 0.00114528-0.00293143j 0.00150779-0.00103456j -0.000250226-0.00227573j 
0.00222065-0.00129604j 0.00178152-0.00428034j -0.000373948-0.00138775j 0.00239092+0.00145213j 0.00312592+0.000707314j -0.00106672-0.00270264j -0.00189712+0.00141836j -0.00425182-0.00451292j 0.000607044+0.00427096j 0.00116598+0.00334219j 0.00284069-0.00251699j -0.00385075+0.00134286j 0.00254902-0.0017408j -0.00283768+0.00469156j -0.00122875+0.0012405j -0.00415544+0.0014155j -0.00180264+0.00173233j 0.00202577+0.000141106j -0.000573919-0.00185604j 0.00156816-0.00487825j 0.000299883+0.000639937j 0.00130565-0.000821551j -0.00175353+0.000715609j 0.000768262-0.00082985j 0.00114428+0.00112215j 0.000694929-0.000867178j 0.000469637-0.00241042j 6.53031e-05+0.00290615j 0.0017879-0.000280775j -5.97117e-05+0.00155483j -0.000805043+0.00173677j -0.000498125+0.0028838j 0.00124542-0.000299064j 0.000991611-0.000996341j -0.00122347+0.0018523j 0.00370117-0.000735796j -0.00291032+0.00207723j 0.00641612+0.000774557j 0.00183007-0.00254109j 0.000478336-0.000921267j 0.0037396+0.000266453j -0.000853877+0.000776593j 0.0025056-0.00147791j -0.00214409-0.000354716j 0.000739989+0.00146243j 0.00155972-0.00101804j 0.000278635+0.000136429j 0.000653556+0.000225026j 0.000713145+0.000158977j 0.00114904-0.000110742j 0.000315387-3.15705e-05j -0.00116953-0.00208927j -0.00473067-0.00356383j 0.000473234-0.00179142j 0.000788592+0.00360937j 0.00410097+5.38884e-05j 0.00234747-0.00100083j 0.000697255-0.00219643j 0.00240028-0.00134557j -0.000455178-0.00216018j 9.14292e-05-0.00112518j -0.000692378-0.00184022j 0.00227934-0.00132432j -0.00240097+0.00159933j -0.00115944-0.00110002j 0.00110388-0.00396586j 0.0019554+2.49373e-05j 0.000244531-0.00192334j -0.000296163+0.00124405j -0.000176351-0.00197228j -0.00226732+0.000331758j -0.0017431+0.00135827j 
-0.00166573+0.000178183j 0.0034877+0.00211086j 0.00102415+0.0014829j 0.00458048-0.000232544j -0.000990349-0.00428626j -0.00589276-0.000726638j -0.00171558-0.00188956j -0.00147928+0.00163687j 0.0023343+0.000491572j 0.00366107+0.00487424j -0.000651858-0.000521199j -0.00140596+0.00168936j 0.00330868+0.00010714j 0.00118126+0.00404235j -0.0015687+0.000552331j -0.00440215+0.00282715j 3.77468e-05+0.000211601j 0.000183888-0.00223378j -0.00277193-0.00362259j -0.000839216+0.000457119j 0.00274184+0.00286602j 0.00141878-0.00436969j -0.00278846-0.00163888j 0.000338554-0.000476163j 0.000917868+0.000587487j -0.000899357-0.00154261j 5.86457e-05+0.00252368j 0.00161211+0.00408739j 0.00122735-0.000646781j -0.0010836-0.000161422j 0.00143488+0.0013539j -0.000265492+0.0021199j 0.000622647+0.000533132j 0.000146519+0.000732139j 7.01487e-05+0.000436806j 0.00170505-0.00130156j -0.00116416+0.0019178j 0.00398403-0.00251539j 4.19731e-05-0.00126964j 0.000104286+0.00290079j 0.00192961-0.00021535j -0.000354009+0.00078869j -0.000140898-0.000659561j -0.000602986+0.00186553j 0.00236648-0.00022654j -0.00040166-0.00203147j -0.000588199-0.000848098j -0.000144093-0.000545206j 0.00252546-0.00104822j -0.00161853+5.48945e-05j -0.0005828+0.00054336j -0.00173294-0.00209374j -0.00453002+4.66183e-05j 0.00171576-2.03418e-05j 0.00122623+0.00211991j 0.00145676-0.00138704j 0.00186041-0.0015315j -0.00137549-0.000907339j 0.00272689-0.000265908j -0.00169977-0.00109518j -0.000389593-0.00111471j -0.0030019+5.25145e-05j -0.00118424-0.00110626j -0.00145754+0.000822345j 0.000601143-0.000648115j -0.00026466+0.000285475j 0.000459425-0.000485908j -0.000441913+0.000775257j -0.00148427-0.0018319j -0.00205707+0.000346875j -0.00210454-0.000908828j -0.001563+0.000763791j 
0.00269615-0.000156998j -0.00237692+0.0011795j -0.00141049-0.00127263j 0.000563155+0.00298444j 0.00327717+0.000283051j 0.00187158+0.00184232j -0.00177236-0.00290592j -0.00116395-0.00568498j -0.00312565-0.00401877j 0.00145428-0.000444232j -0.00194899+0.00525816j -0.000273677+0.0045092j -0.00256647-0.0011096j 0.000406888+0.0019841j -0.00243884-0.00330077j -0.00524403+0.00196538j 0.000575736-0.00150703j 0.00359293+0.00434304j 0.00206053-0.000544226j -0.00129399+0.000866408j -0.000287139-0.00232113j -0.000148112+0.00281655j 0.000796192-0.00101618j 0.000816597+0.00142617j 0.00136977+0.00123651j 0.000867158+0.00368189j -0.00334869-0.000596555j -0.000810424-0.00406269j 0.00126487-0.00214509j 0.00125908-0.00238397j -0.000405122-0.00269215j 0.000413256-0.00298821j -0.00380704-0.000696096j -0.00265164+0.00121939j -1.15693e-05-0.000308869j 0.000548524+0.00197526j -0.00118079-0.0045735j 0.00308496+0.00515481j 0.000751303-0.00132358j -0.00108977+0.00415644j 0.00122718+0.000511078j 0.000676052-0.00216965j -0.00191869+0.00168089j -0.00116164-0.000928007j -0.00019081+0.000413039j 0.00350691+0.00166876j 5.46095e-05-0.00159434j -0.00116566+0.00125043j 0.0023918-0.00219354j -0.000784661+0.000182143j -0.00281543-0.001301j 0.00157981+0.00114827j 0.00190142-0.00537462j 0.00195938+0.00106776j 0.00106276+0.00294055j 5.50659e-05+0.000381799j 0.00136137-0.0016702j -0.00286283+0.00107102j 0.00247754+0.00126304j 0.000237572+0.00121701j 0.00102222-0.00430781j -0.00247202-0.00056015j 0.00109357-0.00231458j -0.000859185-0.00342463j -0.0012853+0.000317125j -0.00161239+0.00185005j 0.000538195-0.00229267j -0.000290697-0.00294677j 0.00343645+0.000701987j 0.000291223-0.00149538j 2.05567e-05-0.000683635j 0.00273316-0.00153679j 
0.000881933-0.000448536j 0.00127953-0.000534j 0.0050541-0.000655775j 0.00173307-0.00790341j -0.00478947-0.000848249j -0.000952449+0.00283853j 0.000208964+1.76382e-05j 0.00396363-0.000193319j -0.00207239-0.00432724j 0.0054605-0.00517705j 0.00181746+0.00342525j 0.000775185+0.0021346j -0.00049097-0.000134051j 0.0054404-0.00541949j -0.00235796+0.00440355j -0.000378563+0.00542338j -0.00148967+0.00102013j -0.00039664-0.00244094j -0.00438265+0.00355038j -0.00194453+0.00337886j 0.00283947+9.96157e-05j -0.00599578+0.00199604j -0.0028378+0.000572955j -0.000298473-2.41571e-05j -0.00122041+0.000907786j -0.00124632+0.00164144j 0.00159991+0.00198812j 0.00296285-0.00113603j -0.00254497-0.000616026j 0.000379773-0.00237466j -0.000660445-0.000752121j -0.00107318-0.000762361j 0.000323912+0.000208474j 0.00225856-0.000437869j -0.000884568+0.00151098j -0.00164515+0.00136628j 0.000661682-0.000681756j -0.000623989-0.000786364j -0.00173848+0.00134245j 0.00137277+0.00209435j 0.000610102-0.00177j 0.00227147-0.000891865j -0.00279184+0.0015332j 0.000477545+0.00107526j -0.000888095-0.00245706j -0.00099077-0.00197068j -0.00213683+0.000934031j -0.00187463+0.00147385j 0.000200987-0.00157757j -0.0019518+0.00157028j -0.000709495+0.000385168j -0.00295322+0.00163499j -0.000147499+0.00312896j 0.00265787-0.00231876j 0.00303692-0.00341666j -0.000229283-0.00165962j -0.0013284-0.00157276j -0.00290378+0.00388832j 0.00150733-0.00277707j 0.000883393+0.00115097j -0.0012813-9.17307e-05j -0.00247013+0.00204611j -0.000814717+0.00049675j 0.000424322-0.00108839j 0.000699066+8.99914e-05j -0.000567181+0.00121772j 0.00110762-0.00143706j -0.000654665+0.00228551j -0.000287956-0.00171654j -0.000964681+0.00131938j -0.000396943+0.00259532j 0.00286845-0.00116382j 
0.000517824+0.00156123j -0.000723763-0.00029257j -0.00535275-0.00135119j -0.00458285+0.00438493j 0.00252687+0.00244402j 0.00496899+0.00353347j -0.00413424+0.000797453j -0.00515069-0.00358509j -0.00472791+0.00128346j -0.00466148-0.00320909j 0.00162541+0.00188521j 0.00395662-0.00161993j -0.00196168-0.000388887j -0.00360252-0.000143005j 0.00246334-0.00143558j 0.00423057+0.000972383j 0.00235154-0.00168418j 0.00160539+0.00270377j 0.00417265+0.00177911j 0.00364198+0.000968179j -0.00254613-0.00255596j 0.00453538+0.00208656j 0.00176116+0.00129492j 0.000683213+3.68506e-05j 0.00332244-0.00066202j 0.0037352+0.000588994j -0.00124271-0.000646734j -0.00210687-0.00299111j 0.000921919+0.00057765j -0.00221611-0.000356612j -0.0012298-0.00123502j 0.00118544-0.00145949j -0.00181612-0.000476215j -0.00153485-0.0007954j 0.00154162-0.000897218j 0.00142666+0.0018358j -0.00252286-0.00355685j 0.000782893+0.00201988j 0.000686897+0.000999884j 0.00256889+0.000302466j -0.00236674+0.000252459j -0.00272184-0.00116218j 0.00207682+0.00250668j 0.00132168-0.00244543j 0.000386365+0.000281194j 0.001415+0.00284437j 0.000711872+0.00144895j 0.00281696+0.00202938j -0.00350583-0.000872877j 0.0024192+0.003213j -0.000136009+0.000370233j 0.00326974+0.00109437j 0.000886486-0.00375781j -0.0011616-0.00216426j -0.00149439+0.00103944j -0.00133208+0.00125978j -0.00142723+6.8274e-05j 0.00369336+0.00132759j -0.00144181-1.73586e-06j -0.000370345+0.00132272j -0.00142892-0.00141053j 0.00271004+0.00239788j 3.16879e-05+0.000108658j -0.00177699-0.000119098j -0.00153885-0.000227147j 0.00171902+0.000662274j -0.00330393-3.80132e-05j 0.000620686-0.00227934j 0.00099501+0.00170054j 0.0016572-0.000129529j 0.00182986-0.00117376j -0.00174743-0.00162737j 
-0.00356488-0.000975094j 0.000165922-0.00140108j 0.00113886-0.00908262j -0.0103549-0.0035423j -0.00224568+0.00636738j -0.00422277+0.00193734j 0.00112358-0.00490971j 0.00530679-0.00619675j 0.000275007-0.000540264j -0.00153541-0.00154894j -0.00179612-0.00445101j -0.00207648+0.00175866j 0.00338852-0.00236841j -0.006454-0.00354671j 0.00581621+0.00289174j 0.000828354+0.000666643j 0.00137319+0.00341851j -0.00632851+0.00181232j 9.02314e-06+0.00317781j 0.00237535+0.00151008j 0.00447119-0.000968666j -7.61734e-05+0.00322607j -0.00124749+0.00221117j -0.00030357+0.000785777j 0.000188403+0.00387275j -0.001538+0.00218671j 0.00408984-0.0024116j 0.00389119+0.000969017j 0.00118598+0.00335771j -0.00152019-0.000878898j 0.00183597+0.00067189j 0.00100006+0.00410622j 0.00240147-0.00289023j -0.000464428-0.00405014j 0.0015591+0.00193041j 0.000164826+0.00117049j 0.00389374+0.000257088j -0.00259197+0.00117251j 0.00208529+0.0012485j -0.0008946+0.000662161j -0.000351391-0.00056734j 6.22704e-06-0.00413075j -0.000247882+0.000536401j 0.00309132+0.00214156j -0.00185644+0.000580013j -0.00549883+0.00172668j 0.00186512+0.00255211j -0.000749593+0.00250484j 0.00125834-0.00162815j -0.0016694+0.0014683j 0.00112557-0.000260931j -4.33657e-05+0.00369073j 0.00565397+0.000699417j -0.00126252-0.00246915j -0.00517385+0.000780825j -0.000943618-0.00130405j 0.000652642-0.000124188j 0.00241287+0.00153379j -0.00249416-0.00188161j -0.000794487-0.00437785j 0.00427636+0.00111603j -3.19119e-05+0.00218011j 0.00187079+0.000898111j -0.000648121-0.000289005j -0.000314135-0.00345455j -0.000185102-0.000684326j 0.000409294-0.00326123j 0.00547263+0.000467678j -0.00376842+0.00262321j 0.00151361+0.0014275j 0.00269369+0.00215393j -9.01184e-05-0.00200492j 
