-0.0050601+0.0039271j 0.00401366+0.00439482j -0.00299791-0.000914338j -0.00290163+0.00370298j 0.000649073+0.00134544j -0.000535248-0.00106983j 0.000278775-0.00258276j 0.000662452-0.00209982j -0.0041444-0.00125066j 0.00125095-0.0033548j 0.000742703+0.00212147j 0.00415157+0.00255239j -0.00508489+0.00167859j -0.00182428-0.00205981j -0.00289983-0.000564028j -0.000629307+0.00160808j -0.00116277+0.0010602j 0.00215024-0.00143938j -0.000711803-0.00224722j 0.000764808-5.81762e-05j 0.000872143-0.00265947j 0.000379365+0.00255771j -0.000711678+0.00272022j 0.00135194-0.000581612j -0.0023007-0.000884511j 0.000404242-0.000288294j -0.000933202+0.000638194j -0.0034143+0.000208966j -0.00273479-0.00142944j -0.00209983+0.000199234j -0.00043628+1.7276e-05j -0.00370262-0.00385211j 0.0019847-0.0014879j 0.000697823-0.00093455j -4.05404e-05-0.0011233j 0.00220541+0.000274751j -0.00444163-0.00204031j 0.00440432-0.00148252j 0.00120743+0.0031309j 0.00169527-0.0011028j -0.000862709-0.000508563j 0.0022203+0.00201869j 0.00334214+0.000833453j -0.0017959-0.00190489j 0.00286619+0.00102315j 0.000366133+0.00125112j -0.00148604+0.000373526j 0.00276107-0.000795483j -0.00517633+0.00231854j -0.000510745+0.0016511j 0.00416639-0.000276795j -0.00291042+0.00116914j -0.00280195+0.000795677j -0.00107834+0.00086849j -0.000990978-0.000703249j -0.00140716+0.000245375j -0.00283521+0.00156684j 0.00144136+0.00267231j 0.000443325+0.00123339j -0.000780269+0.0024034j -0.00338604-0.00459049j -0.00442207-0.00117632j 0.0065854-0.00391913j -0.00287286-0.00397661j 0.00366309-0.000912755j -0.001622+0.00205365j -0.00644492-0.00220057j 0.00213535-0.00305471j 0.00321145-0.00223733j -0.000645878-0.00372615j 0.011044-0.0065464j -0.00838623-0.00948626j 
-0.000424506+0.00156011j -0.00120472+0.000663248j 0.000299728+0.000473594j -0.00109426+0.000812198j -0.000708096-8.71612e-05j -0.000540555+0.00085684j 0.0016071-0.000875238j 2.26036e-05-0.00156331j 0.000917698-0.000766336j -0.000296898-0.000991422j 0.000817418+0.00124774j -0.000389699-0.00164647j 0.00127682+0.000328161j 0.000286296-0.000631692j 0.000484427+0.000114152j 0.000806978-0.00154781j 0.00298186-0.00164553j -0.000721481+0.00167568j 0.00196374+0.000999242j -0.00104988+0.000295213j -0.0004726+0.00140488j 0.00153437+0.0020609j -0.000434993+0.00119903j 0.00429223+0.00340135j -0.000480195+0.00154825j 0.00318216+0.000762186j -0.00400307+0.00197784j 0.00156859-0.00131937j -0.00165187+0.00172422j -0.00149623-4.09787e-05j -0.00176685+6.29233e-05j -0.000530987-0.00136389j 0.00115255+0.000430071j 0.0028038+0.00110326j 0.000331432-0.00163056j 0.00148362+0.00254426j 0.00099353-0.00080945j 0.000499673+0.000844074j -0.000878534-0.00306806j -0.00168172+0.0019408j -0.000484806+0.000431116j -0.0015069-0.00152429j -0.00179149-0.00116361j 0.00386059-0.000636159j 0.00138203+0.000924148j 0.00044582+7.05983e-05j 0.000706777+0.00191532j 9.98837e-05-0.00108334j 0.00186162+0.00166433j -0.000615629+0.000230375j -0.000833955+7.08576e-05j -0.00035687-0.00283211j -0.00165721-0.000841738j 0.00174836+0.000598498j -0.00133901+0.000959187j 0.000421711-0.000592902j -0.00130029+0.000108689j -0.000474621+0.00129811j -0.00167493+0.000266054j -0.0014624+0.000294345j 0.000623616-0.000447008j -0.000506255+0.00143554j 0.000184526-0.000935007j 0.000692759+0.000318911j 0.00135514-7.49742e-05j -0.000120836+0.000159852j -0.000876232+0.000587289j 0.000578421+0.00074282j -0.000178849-5.35507e-05j 0.000497488+0.00105555j 0.00109989-0.000607117j 2.79405e-05+0.00101599j 
-0.000335486+0.00109852j -0.000816429-0.0012393j 0.00053251-8.18877e-06j -0.0011056+0.0018021j 0.000145264+0.00156702j 0.000892121+0.00169009j 0.0033674+0.000230741j 0.00287113-0.00166105j 0.00179254+0.00194009j 0.000501757-4.39756e-05j -0.00139674+0.00162115j -0.00311863+0.000129724j -0.00137356-0.001314j -0.00260577+0.00244932j -0.00124604+0.00186838j 0.00250607+2.30845e-05j -0.00143538-0.000273385j -0.00437332+0.00242894j 0.00090898+0.00379724j -0.00227838+0.00183713j -0.00159062-0.00364498j -0.00463194+0.00101981j 0.00260435+0.000751748j 0.000117734-0.00188507j -0.00371343-0.00463138j 0.00058499-0.00264621j -0.000805532-8.26278e-05j -0.00351345-0.0014133j 0.00762848+0.0011613j 0.000288129+0.00403529j 0.002716+0.000371942j -0.00201083-0.000151922j 0.00136154-0.000110927j 0.00164171+0.000458852j -0.00309397+0.000527515j 0.00346789-0.00370621j 0.00463186+0.00112151j -0.00269679+0.000254996j -0.00200792+0.00135351j 0.000157711+0.000971585j -0.00315362+0.000128681j 0.00180632+0.00446063j -0.00560628-0.000125662j -0.000395662+0.000370853j -1.39848e-05-0.0035532j 0.00106516-0.0015448j -0.00111803+0.000743342j 0.00219109-0.000428158j -0.00028809+0.000250998j -0.00309894+0.0009556j 0.000251792-8.73231e-05j -0.00133127+0.00143245j 0.000842892-0.000236538j -0.00219028+0.000544358j -0.00236509+0.00128454j -0.00149417+0.0030161j 0.000437345-0.00123805j -0.000546682-0.00281301j 0.000178686-0.00158602j -0.000454492-0.000313718j 0.000209154-0.000498706j -0.00030524+0.000119802j 0.00193608-0.000533557j 0.000361949+0.00360886j 0.00115786+0.00250712j -0.000883854+0.000774211j -0.00035285+0.00290736j 0.0014629-0.00111918j 0.000496518-0.000100344j 0.000797789-0.000114664j 0.00136386-0.000444965j -0.000431573+0.00145737j 
-0.000248192+0.000579893j -0.000222493+0.000660213j 0.000300442-8.75496e-05j 0.000428988+0.00126045j 1.10976e-05-1.35641e-05j -0.000698182+0.00111371j 0.00103175-0.00191325j -0.0003835-0.00119964j -0.000913494+0.00120548j -0.00114124+0.000841086j -0.000546155+0.00153836j 0.00185732+0.000326905j -0.00238839-0.00120167j 0.0016392+0.00121869j 0.000234167+0.00153077j -0.00031867-0.000550603j -0.00132273-0.00221023j -4.8942e-05+0.000806893j -0.00174307+0.000313262j -0.00143023+0.00168268j 0.00054717-0.00125967j 0.00126471-0.00301132j 0.000781122-0.000145111j -0.00484971-0.00145767j 0.000740758-0.00124117j -0.00271874-0.0023937j 0.00213851+0.00277921j -0.00319847+0.00216722j -0.00576566+0.00565918j 0.00259923+0.00278516j 0.000801463+0.0015231j -0.000668923-0.00197945j -0.00108003+0.000553172j -0.00192843-0.00292672j 0.00208586+0.00257968j -0.00539797-0.00286996j 0.000488888-0.00174488j -0.00171233+0.000600671j -0.00080289+0.00185674j -0.00279442+0.00393083j 0.00084925-0.00365735j 0.0009971+0.00211312j 0.00286432+0.00114702j -0.0052356-0.00398681j -0.000387761+4.38708e-05j -0.00143802-0.00337685j -0.000815886-0.00107918j -0.00208224+0.000219748j -0.000754396-0.000472903j -0.000749911+0.00441882j 0.00177332+0.00322086j -0.00129342-0.00163034j 0.00299814+0.00113777j 9.72087e-05-0.00165795j -0.00356474+0.00238665j -0.00107206+0.00071514j 0.00140163+3.6158e-05j 0.0031061+8.32008e-05j 0.000858761-0.00122365j 0.00151635+0.00269358j 0.000390741-0.000602141j 0.000523967+0.00115935j -0.000509334+0.00228011j -0.000223279+0.00183395j -0.000953269-0.000640261j -0.000648693-0.00189698j 0.000690822+0.00098319j 0.000107687-0.00075998j -0.00076977-0.000203192j -0.000745627-0.000347723j 0.00016986+0.000312226j -0.000100308+0.000372636j 
0.000646027+0.000161868j -0.000497445-0.000544067j 0.000131675+0.000728907j -0.000166755-0.000966314j -0.000429584-0.000432528j 0.000231422-0.000772843j 4.39482e-05+0.00108691j -0.00020051+0.00120307j 0.000518006-0.000642417j -0.0023228-0.00278773j -0.000118725-0.000158376j 0.00166114+0.000890418j -0.000588105-0.000828999j 0.00175781-0.000568879j 0.00168716-0.00129794j 0.000291071-0.000409016j 0.000344623-0.00170276j 0.00163921+0.000249961j 4.11039e-07-0.00133102j 0.00124433-0.00192289j -0.000187074-0.00131868j 0.00239215-0.000604206j -0.00234931-0.000363664j 0.0024675+0.00102116j -0.000540441+0.00207985j -0.000641193+0.00168404j 0.000656926+0.000613787j -0.000821894-0.00276612j -0.00351752-0.000355583j 0.000857228-0.00143606j -0.00237311+7.32609e-05j 0.00125214-0.0035167j 0.000893016+0.00185359j 0.00297979+0.00265381j 0.00190795-0.00172298j -0.00329624-0.00102072j -0.00318305+0.00126069j -0.000218921+0.00057488j -0.000611714-0.000601908j -0.000445229+0.000214425j 0.00160266-0.000408214j -0.00198882-0.00210304j 0.00214814-0.00171106j 0.00415507-0.00165199j 0.00107064+0.000442709j -0.000435037-0.00256996j 0.00157472-0.00076946j -0.0029686-0.001964j 0.00252115+0.00119624j 0.00147473+0.000387282j 0.00181085+0.00044395j 0.000820502-0.000690923j -0.00202174-0.000383808j 0.00297479+0.000913605j 0.00115985-0.000960617j 0.000863628-0.00167153j -0.000320043+0.00164072j -0.00133652+0.000199712j -0.000823188+0.000287341j -0.000228049+0.000983874j -0.000502935+0.00155141j 0.00108013+0.000141936j 0.000586236-0.000349413j 0.000573177-0.000851461j -0.00111153-0.00137511j 0.000889514-0.000532632j 5.85616e-06-0.00107731j -0.000637235+0.000542066j 0.000845954+0.000291411j 0.000317578-0.0001562j -0.000408754+0.00022388j 0.000648153+0.000118681j 
-0.000173142-0.00215084j 0.000717395-0.000250179j 0.000651596-0.000424997j 0.0019732+0.000660083j -0.000832062+0.00234992j -0.00154411-0.00164653j -0.000384215+0.00166932j 0.000196723+3.42837e-05j -0.00101481+0.00128428j 0.00438957+0.0021252j 0.000585884-0.000130435j -0.000394071-0.00144673j 0.000296751+4.19222e-05j 0.00050828-0.00224993j -0.00366276-0.00131834j -0.00175593-0.00188321j 0.00204681-0.00204011j -0.000411217-0.000483967j -0.0029346+0.00117433j -0.000456888-0.00283267j 0.00290832-0.00186702j -0.00215409-0.000135432j 0.00385358+0.00245354j 0.00251122-0.000306031j 0.00113558-0.00199599j 0.00233546+0.000266748j -0.00172996-0.000967976j 0.00156486+0.00120156j -0.002368+0.00137123j 0.00120446+0.00106668j 0.00141948+0.00221821j -0.000887499-0.000143297j -0.00701742+0.00195386j -0.00255223-0.000488864j -0.00183649-0.00307359j 0.00334795+0.00534431j 0.000312685+0.00231597j 0.000357214-0.00108189j -0.00458071-0.00149849j -0.000615888-0.00335822j 0.00131111-0.000761504j 0.000905444+0.0016307j -0.000977955+0.00146885j -0.00294952-0.00263604j 0.000469633+0.000350665j 0.00248926+0.00194652j -0.00015001-0.00161279j -0.00136899+0.00137517j 0.000935071-0.00149716j -0.00109027-0.00433364j -0.00103338-0.00133601j -0.00133947-0.0022755j 0.00176947+0.00172441j 0.00162225-0.00190652j -0.00241255+0.000910601j -0.00326483-0.000611284j 0.000559577-9.2304e-05j 0.00346143+0.000308039j -9.24242e-05+0.00184252j 0.00150514-0.00104888j -0.00147352+0.000434349j -0.000650239-0.00296229j -0.00252914-0.000701891j -0.00106069-0.000292425j 0.000622357+0.00197464j 0.000172765-0.00159712j -0.00123367-7.19338e-05j 0.000221637-0.000665666j -0.0014709-0.000769449j -6.9681e-06-0.00157916j -0.00115289+0.00069497j -0.000233362-0.00112892j 
-2.85781e-05+0.000938391j -0.000580284+8.67452e-05j 0.00116652+2.84034e-05j -0.00117346-0.000370795j -0.00149831+2.55662e-05j 0.000837895+0.00145805j 0.00213405-0.000593643j 0.00351292+0.00120618j 0.000245387-0.000271051j -0.000579896-0.000118023j -0.00160947+0.000659725j 4.09495e-05+0.0013515j -0.000997405-0.00101469j 0.000396041+0.00208484j -0.00177925+0.00123558j 0.00118149-0.000906283j -0.000623824-0.0016217j -0.00139956-0.00061098j -0.00049404-0.000822601j -0.000588666-0.000490828j -0.00210643+0.000995365j -0.00230177+0.000686825j -0.00143651+0.000285809j -0.0023475+0.00245736j -0.000705639-0.00296106j -0.000117715-0.00161735j -0.00342595+0.00220295j -0.00212031+0.000173808j -0.000589574-0.00157002j -0.00205876+0.00256603j -0.000466702-0.00514181j -0.00200993+8.23845e-05j 0.00216559+0.0019257j 0.00238996-0.00369405j -0.000466111+0.00347228j -0.00270086-0.0012789j 0.00389154-0.00259934j 0.000742987-0.00411934j 0.00494187-0.0016613j -0.0011622+0.00126724j -0.00116671+0.00257119j 0.000399559+0.00110893j -0.00194302+0.000255123j -0.000201135+0.00237727j -0.000397344-0.000120154j -0.00013816-0.000873066j -0.00113233-0.00122832j 0.000505112-0.00191157j -0.00135271+0.000297601j -0.00157073+0.0020212j -0.00136964+0.00330172j 0.00147597+0.00054715j -0.00218252+0.0029946j 0.0011956+0.000605571j -0.00249055+0.000889566j 0.000947656+0.000341567j -0.000887874-0.000391561j -0.00153326-0.000844251j -1.80356e-05-0.000918445j -0.00112956+0.00246393j 0.000533079-0.00133541j -0.00105232+0.000988235j 0.00133712+0.00137703j -0.000204654+0.000689918j 0.00106473-3.60543e-05j 0.00088777+0.0011722j -0.000568084+0.000590376j 0.000973288-0.000194696j 4.77163e-05+0.000539088j 0.000378085+0.000992726j 0.00097204-0.000437863j -0.000446168+0.000490906j 
-0.0010793-0.000485873j 0.000183957-0.000283929j 5.5528e-05+0.00103569j -0.000149586+0.00145187j -0.0012616-0.00100332j -0.00272274-0.0021578j 8.37312e-06+0.000493899j -0.00067456-0.00386767j 0.00128912+0.00410803j 0.000849812+0.000206631j -0.000475555+0.00293143j 0.00175635-0.00120871j -0.00039471-0.00152333j -0.000318844-0.000549946j 0.00158506+0.0029693j 0.000295284+0.000297403j 0.00308128+0.0013424j -0.00240931+0.000404585j 0.000273482+0.000939778j 0.00025138+0.00126606j 0.00180906+0.000610986j -0.00176442-0.000836831j 0.000190889+0.000854946j 0.00322834+0.00394804j 0.00282994+0.000566946j -0.00254513+7.0126e-05j -0.00467493-0.000985535j 0.00141607-0.00140981j -0.000265915+0.00197678j -0.00029211+0.00378322j 0.00162653+0.00303958j -0.00570939-0.00309929j 0.000118962-0.00049114j -0.00152429+0.00214164j 0.00222882+2.6813e-06j -0.00247452-0.000395698j 0.00110498+0.000337578j -0.0028075+0.00283778j 0.00365622-0.0021081j 0.000503438+0.00120978j -0.00288203+1.08169e-05j -0.00246661-0.00217514j -0.00189897-0.00249869j -0.000839893-0.00527697j 0.00281708+0.00236163j 0.00120411-0.00282548j -0.00303449-0.000184567j -0.00233007-0.00310598j 0.00418469+0.00602434j 0.00309624+0.00519371j 0.0038095+0.00554451j -0.00035375-0.00511466j -0.000832544-0.00539352j 0.00300299+0.00252712j -0.00301407-0.00169756j -0.00328189-0.00338796j -0.000598751+0.00186751j 0.000441173+0.00109268j -0.00121812-0.0044401j 0.00203568+0.00174199j -0.00228955-0.000274889j -0.000694114-0.00104921j 0.00105433+0.000896901j -0.000102433+0.00393266j 0.000426738+0.000424278j 0.000231359-0.00220508j -0.0019014-0.0019468j 0.000768019+0.00116155j -0.000440298-0.00209715j 0.000325326-0.000533777j 0.000175941+0.00111135j -0.000560849-0.000111259j 
0.00142004-0.0014332j -2.29409e-05+0.000559249j 0.00149632+0.000102359j 0.00121515+0.000406205j -0.00114917+0.000873561j 0.00129305-0.000637493j 0.000961642+0.00130746j 0.000413454+0.000588224j -0.000982344+0.00222323j 0.000409274+8.15677e-05j 0.00155906+0.000423637j -0.000514013+0.000262285j 0.000585439-0.000895076j 0.000863107-0.00120848j -0.00102608+0.000913915j 0.000745012+0.00014286j 0.000979442-0.00146002j -0.0011775-0.00204977j 0.00120551+0.00135284j -0.00111899-0.000649551j 0.00230345-0.00141589j -2.20757e-05+0.0011929j -0.000863461+0.000551938j 0.00171285+0.000225397j 0.000599336-0.00606066j 0.000182862-0.00324002j -0.00344833+0.000932495j -0.000631135-0.00248324j -0.00260918-3.05893e-05j -0.00153805+0.00228741j -0.00192153-0.00244632j -0.00176362-0.000607496j -0.00109281+0.00341162j -0.000673911-0.00195359j 0.00147059+0.00268907j 0.000928477+0.00117199j -0.00101632-0.00286128j 0.00233769-0.00311625j 0.000468638-0.000634737j 0.000412439-0.00079686j 0.000705016+0.00202399j -0.00109714+0.00142673j -0.0021334+0.00191392j 0.000110693+0.00123931j -0.000375218+3.30337e-06j 0.00180721+6.4876e-05j -0.000269909-0.00131679j -0.000800137-0.000711051j 0.00354837+0.0033939j -0.000141491-0.000401573j -0.00203312+0.00281783j 0.000249113+9.75338e-05j -0.00172361+0.000366082j 0.00166074+0.000469417j -0.00147849+0.00131651j -0.000540427+2.36241e-05j -0.000208577-0.000214976j -0.000178997-0.00191128j -1.03982e-05-0.00112754j 0.000537124-1.11119e-05j -0.000676041-0.00272121j 0.000349327-0.00201127j -0.000220249+0.00145072j -0.000180995+0.000877814j 0.000151456+0.00212059j 0.00108297+0.000804731j -0.000317783+0.000772895j -0.000164124-0.00153104j 0.000549852-0.0015346j 0.000471154-0.0012997j -0.000677073-0.000644199j 0.000584447-0.00129416j 
-5.1145e-05-0.000846699j -0.000917162+0.000266452j -0.00134993-0.00176802j -0.00028394+0.000324153j 0.00284901+0.00221294j 0.00102259+0.00224949j 3.81775e-05+0.00128192j -0.00345138-0.00115285j 0.000130952-0.000475202j -0.000870556-0.00029959j 0.0011701-0.000152262j -0.00164674-0.000614419j 0.00151258-7.11311e-05j -0.00408597-0.00193384j 0.000715503-0.00071941j 0.000961161+0.0028502j -0.00122957-0.00148796j 0.00142459+9.5242e-05j 0.00396177+0.00210101j -0.00330786-0.000580436j -0.000106397+0.000367426j 0.00387924+0.00278132j 0.000222974+0.0013648j -0.00150332-0.00128563j 0.00232654-0.000517912j -0.000314337-0.00163487j 0.000535462+0.000392516j -0.00246402-0.00432196j -0.00142802-0.00483289j -0.00310114-0.000899974j 0.00110329-0.00161439j 0.00159436+0.00393539j 0.00259279+0.00326907j 0.00275471-0.000556886j -0.00185563+0.00153307j 0.00312041-0.000516688j 0.00171215-0.00103008j -0.00167366-0.000497923j -0.00094031-0.000993348j -0.00117757+0.000251453j -0.00114619+0.00112208j -0.0022473-0.000223593j 0.000925037+0.00376155j -0.00382232+0.00111866j 0.000521578-0.00136197j 0.00158571+0.00262132j 0.000603024-0.000814057j 0.00223515+0.00104058j -0.000384468+0.00197324j -0.00210883-0.00372008j -0.00160708-0.00228176j -0.00341033+0.001881j -0.000792119+0.00152772j -0.00248224-0.00278412j 0.0012968-0.00057587j -0.000458542+0.00183896j 0.00031168+0.000186716j 0.00085293+0.000125299j 0.00140534+0.000110808j -0.00138792-0.00161354j 0.000950319-0.00193983j -0.0001214+0.00223147j -0.00056066+0.00181866j 0.000475707-0.00194874j -0.000413273-0.00104052j -0.00110944+0.000888863j 0.00022704+0.00202487j 0.000426343-0.00243433j 0.0003648+0.000845292j -8.36265e-05-0.000921394j 0.00052627-0.000611056j 0.000556537-0.00105615j 
0.000176372-0.00046955j 0.00128126+0.000719794j -0.000159907-0.00104756j 0.00153156+1.54954e-05j -0.000130313+0.000443678j 0.00147164-0.000268052j -0.000744264-0.000740711j -0.00078539-0.000213068j -0.000391214+0.00191345j 0.00319503-0.000292071j 0.00316938-0.000624026j -0.00133841+0.00148726j 0.000450782-0.00118222j 0.00121421-0.000307083j -0.00192034+0.00242196j 0.000856776+0.000290078j -0.00125448-0.000986565j -0.000923034+0.000159153j 0.000129967+0.00115941j 0.000430121+0.00122889j 6.71897e-05+0.000652236j -0.00261444-0.000332916j 0.00241674+0.000487713j 0.00520411+0.00501287j -0.00116425-0.00356044j 0.00388286-0.0016674j -0.000393787+0.000335132j 0.00454811-0.0016101j -0.000659267+0.00217611j 0.000849393+0.00325457j -0.00230016-0.000121806j -0.00130319-0.00036943j 0.000781976+0.000504625j -0.00162268-0.000189654j -0.00111201+0.000870713j 0.00640167+0.00220685j 0.000656089-0.00257327j -0.000452909-0.00198233j -0.00201504-0.00201204j 0.00152961+0.00194759j 0.00043429+0.00146287j -0.000677253-0.00171906j 0.00128771+0.000769088j 0.000527213+0.00405669j -0.00107317-0.000162545j 0.00141424+0.00042278j -0.000777719-0.000717581j 0.000727057-0.00361241j 0.000300362+0.00309174j 0.000104845+0.000707947j -0.00224328+0.00308491j -0.000697611+0.0010396j 0.002043-0.000924237j -0.00217883+0.00131401j 0.000891238+0.00386364j 0.000633991-0.00221931j -0.000576034-0.00113252j 0.00130295-0.00271004j 0.000372082-0.00104516j -0.00024483+0.000107835j -1.07736e-05-0.0019943j 0.00117205-0.000565481j -0.00095935+9.7915e-06j -0.000157472+0.00116714j -0.000276411+0.000590722j -0.000687934+0.00151165j 0.000915505-0.00207027j -0.000561755-0.00133504j -0.000649518-0.000415079j -0.0002621+0.000199912j -0.000644978-0.00121808j -0.000132722-0.000852017j 
-0.00106973-0.00232745j 0.000326798-0.000744762j -0.000386027-0.00201863j 0.00185861-0.00102405j 0.000686358+0.00111216j -0.0024099-0.000714906j -0.00169428-0.000760401j -0.00178123+0.00125104j 0.000592209-0.000237851j 0.00492589+0.00122905j 0.000846231-0.00296223j -0.000124264+0.00169715j 0.000870383-0.000893037j 0.00097825+0.00102463j -0.00198055+0.000381478j -0.00316332-6.67277e-05j 0.00232175+7.19041e-05j 0.0010407-0.000591549j -0.00275462-0.00284038j 0.000997472-0.000842336j 0.000925853+5.92323e-05j -7.85492e-05-0.00154898j 0.0016069+0.00013208j -0.00115764-0.00319689j 0.00156315+0.00134527j -5.43007e-05-6.79828e-05j -0.00374959-0.000903839j 0.00571223+0.00567771j -0.00283926-0.00288535j 0.00224825+0.00140606j -6.06085e-05-0.000580759j -0.00124917+0.0036056j -0.00215347+0.000440513j -0.00345851-0.00406904j 0.000851452+0.00291504j 9.46817e-05-0.000686856j -0.00092417+0.000467275j 0.00478254-0.000614367j 0.00122009+0.00307111j -0.00175379-0.00367587j 0.000500374-0.000254557j 0.00163451-0.00116316j 0.000977381+0.00323271j -0.0022126+0.00110603j 0.00128767+0.00134189j 0.0011454+0.000329305j -0.000849025-0.0013946j 0.00107097+0.0012296j -0.000389368-0.00298137j 0.000470028-0.00125993j -9.60847e-05-0.000455934j -0.000961064+0.00238728j -0.00217066+0.00154222j 0.00241349-0.00123209j -0.000742864+0.00156169j 0.0016769+0.000990699j -0.000330354-0.000559255j 0.0022109-0.00114813j -0.0011886-4.07554e-05j -0.000317041-0.000956025j -0.00228225-0.000135584j -0.00224775-0.00112807j -0.000181304+0.000722909j -6.9777e-05-0.00147487j 0.00144211-0.00129297j 0.000338905-0.00115621j 0.000180897-0.000921538j -0.000425796-0.00179224j -0.00150184+0.00141202j -0.0010638-0.00166111j -0.00013346+0.000779139j -0.00128254-0.00141216j 
0.00124147-0.000578315j 0.000992466+0.000544376j 0.00127437-0.000251431j 0.00169785-0.00142392j -0.000794405-7.05396e-05j 0.000958552-0.000616217j 0.000118863+0.000129964j -0.00055669+0.00250155j -0.000993083+0.00108867j 0.000358266-0.00289427j 0.00245981-0.000809351j -0.000929496+0.00287861j 0.00142031-0.00119251j 0.00149619-0.000184171j -0.000410996-7.90103e-05j 0.000214253-0.000371753j -0.000992232-0.00271924j -0.000559449-0.000550518j 5.36556e-05+0.000114049j -0.00034787+0.000314847j 0.000416099-0.0041726j -0.000475938-1.74998e-05j -0.00174478-0.000486462j 0.00296381+0.00320667j 0.00084151-0.00219332j 0.00149737+0.0014487j 0.000610879+8.59846e-05j 0.00465639-0.00119216j -0.00244649+0.00228035j -0.00263809+0.000976921j -0.00515176-0.00119251j 0.000244997-0.00440598j 0.00199529+0.00631585j -6.90859e-05+0.00235703j -0.00014143-0.000481249j 0.00458583+0.000329315j -0.00176037+0.000362536j -0.000834138-0.0012507j -0.000525632+0.00191047j -0.000201088+0.00133387j 0.00346079-0.0010096j -0.0016686-0.00169553j 0.0022207-0.000327947j 0.00145954+0.00382826j -0.00017178+0.00067372j 0.00249341-0.00273563j 0.00151165-0.00202879j 6.83506e-05-0.00290772j 0.00141699+0.00113961j 0.00214981+0.000940251j -0.00147083+0.000837642j -0.00180487+0.00228665j 0.000114128+0.000482788j -0.00120914+0.00178891j 0.0018067+0.00211222j 0.000527784-0.000112941j 0.000378505+0.000184879j 0.00096083-0.00277125j 0.000827156+9.17305e-05j -0.000191269-0.000168271j 0.000666099+0.000687308j 0.00130003-0.000845985j -0.000835332-0.000108914j 0.000423271-0.00020788j -0.00156807-0.000620837j -0.00143376+0.00124357j 0.00177072-0.00155227j -0.000547761-0.00105731j 0.000501571-0.000730561j -0.000483147-0.000788354j -0.000463058-0.00095131j 0.00108156-0.00125768j 
-0.000493672+0.00170838j -0.00118242-0.000898207j -0.000914106+0.000829987j -0.00197003-0.0011663j 0.00215746-0.00120207j 0.00088959+0.000556731j 0.00184441+0.000707837j 0.00119704+0.000592384j 7.82155e-05-0.00355132j -0.000619063-0.000636121j -0.00194079-0.000618571j -0.00074772-0.000659976j 2.32218e-06+0.00130492j -0.00162942+0.000106038j 0.000524051-0.00148778j -3.99092e-05+0.000906432j -0.00136988+0.00228756j 0.00226568-0.00163646j 0.00106163-0.000898611j -0.00159554-0.00143049j 0.00188065+0.00212384j 0.00313007-0.00089765j -0.00013493-0.00153989j -0.00135864-0.000180775j -0.00128625+0.00439456j -0.00264405+0.00154709j 0.00248439-0.00232475j -0.00347766+0.000276184j -0.00632299+0.000529602j 0.000309907-0.0038908j 0.000246041-0.00143799j 0.00545644-0.000562058j 0.00109023-0.00150508j 0.00140838-0.000112694j -1.48962e-05+0.000536793j -0.00273083-0.00205599j -0.00104379-0.000300449j -0.000871883+0.00267726j -0.00157948-0.00013417j -0.00301552+0.000438963j 0.00223622-0.00122472j 0.000123771-0.00167558j 0.0042704-0.00443572j 0.0015042+0.00168201j -0.0019639+0.000382966j 0.00043781+0.00184788j 0.00160961+0.000238918j -0.00161164+0.00165929j -7.60425e-05+0.000888508j -0.00474382-0.00115204j -0.000796984-0.00178379j 0.000692215+0.000379818j 0.00272644-0.000654601j -0.00151469+0.000837811j 0.00160269-0.00282336j 0.00101738+0.000643668j -0.000642966+8.97418e-05j -0.0010912+0.00160291j 0.000529203-3.47457e-05j -0.000950765+0.000127202j 0.0012723-0.000261201j -0.000100504+0.00231516j 0.00178328+0.00144622j -0.00117707-0.00203084j -0.00102222-0.000733353j 2.83117e-06+4.15223e-05j 0.00019517+0.00120935j -0.00119418+0.00115071j 0.000955287+0.00202256j -0.000243799+0.00172396j 0.000419452+0.000531817j -0.000416806+0.00159262j 
