-5.63265e-05+0.00471706j -0.00409852-0.000541829j 0.00299513-0.000299111j -0.00191005-0.00381999j -0.00275132+0.000142268j 0.00257841+0.000605799j 0.000285572+0.0031201j -0.00277261+0.000501964j 0.00108876+0.000115775j -0.0011865-0.00019041j 0.00161552-0.0022493j -0.00171734-0.00186056j 0.0014171-0.0012764j 0.00042253-0.00111754j 0.000752172-0.00139292j -0.00134647-0.000939933j 0.000945621-0.000273955j -0.00127625-0.000495024j 0.00157875+0.000286024j -0.000334953-0.00401543j 0.00162157+0.000317735j 0.000649948+0.000177135j 0.00193532-0.000623118j -0.00186863-0.000546157j 0.000592737+0.000578035j 0.000328413+0.000578308j 0.000919053-0.00118591j -9.03644e-05-0.00194107j -0.00100543+0.000429353j -0.00182627+0.00156683j 0.000523377-8.49386e-05j 0.00194259+0.000321237j 0.00120242-0.000308746j -0.000573295+0.000624929j -0.000774569-0.000933743j -0.000960735-0.000782615j -0.00123183-0.0010422j 0.000203939-0.000524523j 0.000535567-0.000379184j 0.000103454+0.000487518j -0.000142959+0.000104204j 0.000639478-0.000346996j -0.000712768-0.000976088j 0.000419489-9.73959e-05j -0.000605271-0.00121569j 0.00103108-0.00235222j 0.000304667-0.000658834j 0.0012131+0.00163021j 0.000785278-0.000602367j 0.00105438+0.00198741j 0.00227503+0.000249448j 0.00109709-0.000718874j 0.000833126+0.00128402j 0.00330607+0.000192189j 3.34704e-05+0.00142062j 0.00177004+7.44841e-05j -0.00108337+0.000368358j 0.000471537+0.00397882j -0.00173171-0.000474629j -0.000126813-0.000425072j 0.000166782+0.000546521j -0.00105823-0.000251477j -0.00148981-0.00349764j 0.00307537+0.000592754j 0.000434309-0.000243765j -0.00108987+0.00106996j -0.000258588-0.000250191j -0.00245764-0.00284914j -0.000909599+0.00104477j -0.00142954+0.000294443j 0.000703177+0.00120501j -0.00101425+0.00170757j 0.000614087+0.00149541j 0.000359116-0.00128084j 0.00349627+0.000988567j -0.00554054-0.00787748j -0.00665331+0.00587114j 
-0.000372671+0.00116512j -0.0022074-0.000594617j -3.9887e-05-0.00283038j -0.00307561-0.000155085j -0.00205504+0.000745147j -0.00256971+0.00108743j 0.000904648-0.001803j 0.00175137+0.000987766j -0.000438281-0.000667783j 0.00192701+0.00245992j 0.000666187-0.000305194j -0.001545+0.000550165j -0.00370629-0.000865966j -0.000682247-0.000232214j 0.000365757+0.00112008j 0.000213723-0.00073217j 0.00221531+0.000245978j 0.0028031+0.00168054j 0.00160742-0.00085158j -0.000852527-0.00210642j -0.000181237-0.000580345j 0.00244079+0.00076667j -0.00252288+0.000262799j -0.00146847+0.00158684j 0.00115071-0.000578373j -0.00105709+0.000609953j 0.00124544+0.00112954j -0.00218757+0.000881333j 0.00108769-0.000866191j -0.000405642-0.000263388j 0.00213235+0.000551184j -0.00233555+0.00152659j 0.000983102-0.000481044j 0.00116636-0.00112106j 0.000426732+0.000751053j -0.00118463+0.000467014j -0.000381717+0.000920786j -0.00108956+0.00264701j 0.001044+0.00186715j -0.00161154+3.95884e-05j -0.0025112+0.000504018j -0.000959154-0.00131572j -0.00147968+0.000586098j -0.0019291+0.00101209j 0.000155129-0.00022049j 0.000102346+0.00196156j -0.00167371-0.00278281j 0.00193695-0.000885624j 0.000202979+0.00123172j 0.00304761+0.000772099j -0.00161475-0.000998523j -0.0027321+0.000469186j 0.00176497+0.00137724j -0.000564312-0.00193385j -0.00191987+0.00163135j -0.00116727+0.00172013j -0.00245972+1.45477e-05j 0.000813591-0.000113309j 0.00085246+0.000837157j 0.00132466-6.58371e-06j -0.00318979-0.00216607j 0.000459174+0.000556391j -0.000634878+0.00112164j -0.0032564+0.000410194j 0.00126227+0.0015071j -0.00132644+0.000738513j 0.00081456+0.00169252j 0.00163744+0.00177398j 0.00264477-0.00173942j 0.000792766+0.000420059j 0.00431606+0.00101071j 0.00315183+0.00535345j 0.00408498-0.00140784j -0.00201042-0.00222802j 0.00120765-0.0019546j -0.00190522-0.000689903j 8.02803e-05+0.00138607j 
0.000731643+2.39021e-05j 0.000783886+0.000995884j -0.000134707+0.000870097j 0.00174824+0.000207882j 0.00292476-0.000392003j 0.00183427-0.00438223j 0.0017875+0.00151359j -0.000458244+0.000992185j -0.000759671-0.000333973j -0.00199116+0.000137023j -0.00139331-0.000146813j -0.000175393+0.000433253j 0.00207211-0.00217414j -0.000806749+0.000288442j -0.00133903-0.000297477j 0.00019461+0.00165513j -0.0022447+0.000136394j -0.0021319+0.000302172j 0.000202131+0.00072625j 0.000122584+0.00232555j -0.00105113-4.30368e-05j -0.00226455+0.000426876j 0.000590819-0.00240508j 0.000218429-0.000590053j -0.000865056+0.0015442j 0.0015116-0.00139119j -0.00148447+1.18277e-06j 0.00146735-0.00183177j 6.0906e-06+0.0010645j 0.00133883+0.000279723j -0.00234026+0.000872245j 0.000105645-0.00195607j -0.000807754+0.000224852j 7.51272e-05+0.000338658j -0.00108046+0.000608906j 0.00153277-0.00114406j 0.000636345-0.000479323j -0.000230178-0.00255206j -0.00165459-0.000118762j 0.00116957-0.00140784j 0.00122767-0.0018186j 0.00160752-0.00112333j 0.000378704+0.000439717j 0.00121978-0.00100748j -0.00116979+0.000391705j -0.00284593-0.00206724j 0.00189434+0.000109371j 1.82857e-05+0.000499299j -0.00112077-0.00148076j -0.00315531-0.000242931j 0.000644042-0.00155931j 0.000531308-0.00153543j -0.00158736-0.000956689j -0.000185175-0.00136646j 0.00178645-0.00299957j -0.00178042-0.00261058j 0.00233769+2.63849e-05j 0.00126215-0.00268605j 0.000850591+0.00086473j -9.59406e-05+0.00101254j 0.00411191-0.000925815j -0.000297897+0.0013204j -0.000725789+0.000206082j 0.000932238-0.00452694j -0.00205269+0.000284609j 0.0012252+0.000217501j -0.000638604-0.000909452j -0.00278723+0.00230598j -0.000179572+0.00320366j 0.00146644+0.000309059j -0.00267942+0.00203652j -0.00485341-0.00136558j -0.00215849+0.00181995j -0.00134793+0.000917191j -0.00126262-0.00229618j -0.00107522+0.00354022j 0.00213869+0.00191963j 
0.00181313+0.00350161j -0.00191283+0.00277179j -5.98157e-05+0.00204203j 0.00163084+1.22241e-05j 0.00115502-0.00114357j -0.00163632-0.00425082j 0.00189486-8.27482e-05j -0.000974375+0.00149609j -0.000638079+0.00262685j 0.00249274+0.000407359j -0.00164545-0.00207778j -0.000859229+0.00101514j -0.00168443+0.000149576j 0.0010512-9.16118e-05j 0.00222348-0.000329633j -0.0015404+0.0020287j -3.02278e-07+5.30756e-05j -0.00043901-0.000649064j 0.000229829-0.00249974j -0.000147587+0.00197531j -0.000741617+0.000890381j 0.00106352-0.00126514j -0.000732234-0.000151684j 0.000716039+0.000722711j 0.00125429+0.000932502j 0.000389135-0.000365931j 0.00115416-0.00316641j 0.000243011-0.00148165j 0.000140608+0.00106316j 0.000859773+0.000890109j 0.000999415+0.000529805j -0.00103691-0.00110049j -0.00125134-0.0013994j -0.000434577+0.000339231j 0.00134568-0.00132542j 0.00173491-0.00211793j 0.00271113-0.00184075j 0.00101129-0.00125573j 0.00112618-0.00188784j -0.000589017-0.00109167j -0.00108349-0.000956676j -0.00137185-0.00245279j 0.0026538-0.00153796j 0.00200643-0.00221594j 0.00102084+0.00130679j -0.000275672-0.00120301j -0.00220581+0.00011588j 0.000382853-0.00176196j 0.000735719-0.00168233j 0.00135177+0.00165195j -0.00177972-0.00205044j 0.00259328+0.000340446j 0.00186432+0.00117075j -0.00135562-0.000910502j 0.000349952-0.00186494j 2.37041e-05+8.68473e-05j 0.00198588+0.000809883j -0.000541689-0.00116652j 0.000405283-0.000542793j 0.000529782-1.28893e-05j -0.00152864-0.00150079j -0.00123174+0.00119061j 0.000380106-0.000624059j -0.000445417-0.00249743j 0.00261277-0.00132223j 0.000863705+0.00130597j -0.000493886+0.00143613j -6.79939e-05+0.00157142j -0.00374635+0.000983133j -0.00232369-0.00415182j 0.00355639-0.000724093j -0.000792178+0.00176839j -0.00224357+0.0027362j -0.000847989+0.00576275j -0.00342155-0.00132068j -0.00312149+0.00154503j -0.000150983+0.00440211j 
-0.00309718+0.000237748j -0.000306912+0.00052818j -0.00328635+0.00185901j 0.00331937+0.00286328j 0.0015135-2.21641e-05j 0.000340481-0.00157883j -0.000467386-0.00107357j -0.000622087+0.000764491j -0.0011828+0.000324567j 0.00161553+0.000468478j 0.00212958+0.000604666j 0.000498469-0.000490233j -0.0021561-0.000253188j 0.00149291+0.000858615j 0.00307495+0.000846909j -0.00141749+0.000234792j -5.61784e-05+0.000227841j 0.000415805+0.000575089j 0.000392124+0.000352907j 0.00256456+0.00198801j -0.000183567+0.000877076j 0.00331358+5.07728e-05j -0.000781993+0.0024863j -0.000407573-0.000348086j -0.000282763+0.00165513j -0.000762696-0.000217149j 0.00431721-0.000811579j 0.000900364-7.69097e-05j 0.000209413+0.000440619j -2.14358e-05-0.000161485j -0.000858089+0.000913144j -0.00111276-0.00111724j 0.000223611-0.000400032j -0.00204842+0.0011421j 0.00279145-0.000743911j 0.00162053-0.00100513j 0.00346823+0.00112856j 0.00295339+0.00135782j 0.00136907-0.00212514j -0.000202391-0.00100337j -0.000150878-0.0018096j 0.00098017+0.000613205j 0.00430744-0.000526328j 0.00280394-0.00117063j 0.00148068-5.56277e-05j 0.00394692+0.00086368j -0.000933578-0.000437056j -0.000576693-0.000945748j 0.00170364-6.79408e-05j -0.0016888-0.00161771j 0.000374951-0.00155992j 0.00234547-0.00121174j -0.000794023+0.000521654j -0.000296806-0.000442518j -0.000602441-0.00166804j 0.00189161+0.000166784j 0.000676486-0.00102754j -0.00314556-0.000850641j 1.95134e-05+0.00092844j -0.00107737+0.00178198j -0.00118995-0.00143983j -0.00155506+0.000273335j 0.00304635+0.00227776j 0.000287786-0.00306777j 0.00337436+0.000473405j -0.00130713-0.00143881j -0.00302305+0.00157103j 0.0013812+0.00269396j -0.00476903-0.00152825j -0.00296487-0.00354635j 0.00167022-0.000654284j -0.00156595-0.00172043j -0.00367276+0.000707192j -0.00191171+0.000289625j 0.000409217-0.000963648j 0.00348057+0.00149147j -0.00323546-0.00430845j 
9.13144e-05+0.00181945j -0.000284698-0.000905129j 0.000467795+0.000243683j -0.000459701-0.000926023j -0.000289425-0.000879061j -0.00294993-0.00173022j 0.000379654-0.000741198j 0.00114166-0.0009926j -0.00130263-0.000795024j -0.000453346+0.00181751j 0.00215198-0.00247146j 0.000201398-0.000306244j -8.79653e-05+0.00117182j 3.63358e-05-0.0003717j 0.00114015-0.000649285j 0.0019519+0.00139181j -0.000456746+0.0030378j 0.00233422+0.00173177j -0.00150915-0.00144828j 0.00123795-0.0020902j 3.39244e-05+0.000504054j 9.09053e-05+0.00102517j 0.000410544+0.000951924j 0.00160511+0.000720424j 0.0026331-0.000322329j -0.00197487+0.000569558j 0.00132159-0.00168292j -0.00355425+0.00154784j 0.00107339+0.00120565j -0.000238095-0.00183243j 0.00201521-0.000678199j 0.000473626+0.00174937j 0.00149917-0.000657032j -0.00157417-0.000888415j 0.00201136-0.00162886j -0.0008097+0.00165457j -0.000743479-0.000295662j -0.00144655+0.00278819j 0.00233222+0.00132587j -0.003044-0.000941121j 0.000615057+5.96648e-05j -0.000138764+0.000153179j 4.2595e-05-0.000202728j 0.00108123-0.00070559j 0.00194611+0.0011653j 0.00432032+0.000628968j -0.00230608-0.00249795j 9.97639e-05-0.000716182j -0.00171012-0.000827544j 0.00121666+0.00298052j 0.00112478-0.000678584j 0.00116676+0.00168975j 0.000123805+0.00410182j 0.00266741-0.000706101j -0.00269685+0.00339992j 0.00175618+0.000860467j -0.00171078+0.00212093j -0.00484747+0.00362995j -0.000929325-0.00173911j -0.00105397-0.00147374j -0.00125822-0.00339732j -0.000618701-0.000872361j 0.00233847-0.00180365j -0.000126855+0.00211148j -0.000585529-0.00326407j -0.00107156+0.000925082j -0.00176323+0.000602884j 0.00551617+0.00207181j 0.00253457-0.00321381j -0.00315143-0.00050191j 0.0018048+8.86314e-05j -0.000723366+0.00343875j 0.00070038+0.00270265j 0.0017376+0.00291695j -0.000599708+0.00100432j 0.00229208-0.0032526j -0.00274714-0.000234967j 
-0.00149913-0.000623467j -0.00168696+0.000598974j 0.000170726-0.00169393j -0.000409103+0.00114716j -0.00150485+0.000766714j 0.000303625-0.000179259j 0.00147835-0.000523886j -0.00252786+0.00313078j 0.00192333-2.65659e-05j 0.00101301+0.000215283j 0.000311257+0.00199712j -0.00120631-0.000716827j -0.000358341-0.00199562j 0.00106035-0.00154771j 0.00321103+9.99777e-05j -0.00193065+0.000259971j 0.00104315-0.000139761j -0.00142706+0.00163138j -0.00051339+4.21331e-05j 0.000719897+0.00143662j 0.00074501+0.000319472j 0.0023186+0.00143264j -0.00133356+0.00112371j -0.00168571-0.00135562j -0.00104084-0.000258177j 4.16653e-05+0.000581254j 0.00142758+0.000282303j -0.000496133+0.00021078j 0.000754531-0.000380212j 0.000204258-0.000153485j -0.000235898-0.0025213j -0.000643817-0.00289859j -0.000911301+0.00141619j -0.00168402-0.00153888j 0.00151742+0.000544125j 0.000678801-0.0010719j 7.11686e-05+0.000235748j -3.89626e-05-0.00059503j 0.00049327+0.000110788j 0.000165597-0.000644561j 0.000671779-0.00105584j -0.00103182+0.000539853j 0.00152156-0.000230775j 0.00248814-6.99551e-05j 0.00150259-0.00140424j 0.000415978+0.00244862j -0.000724899+0.00087393j -0.000410637-0.00175041j 0.000601399+0.00168043j 0.00287201-0.00388968j 0.000882948-0.00186038j 0.00368645-0.00196021j 0.00149605-0.00244177j 0.00125153-0.00264343j 0.00041401-0.00199076j 0.00215735+0.000172851j 0.00160251-0.00098323j 3.71096e-06-0.00222564j -0.001741+0.00199325j -0.00173206+0.000555609j -0.00119936-0.000315476j -0.00258582+0.00150513j -0.00151933+0.00256024j 0.00374149-0.00326374j 0.00217999+0.00045109j -0.000102381-0.000936132j -0.0011924-0.000271185j -0.00377389+0.00240455j -0.00365737-4.78602e-05j -0.00424592-0.00289198j 0.00331513-0.00111605j 0.000191687+0.000213049j 4.22241e-05+0.000529195j 0.00226145-0.00347894j 0.00394029+0.00113917j -0.00376971+0.00255622j -0.000118226-0.000206166j 
0.000151262-0.000413132j -0.000248123-0.00145688j -0.00142974+0.000325072j 0.000967053-3.29355e-05j 0.00115221-0.00141406j -0.00192119+0.00150953j -0.00102069+0.000161243j -0.000658062-0.00288114j -0.00257789+0.0014804j 0.00221956+0.0012987j -0.00315519-0.00178615j 0.000259318+0.000688238j 0.00129632-0.00223658j -0.000757471+0.0013508j -0.00133041+0.000485581j 0.00163601-0.00339526j 0.00179998+0.000951739j 0.00189477-0.00182727j -0.000775355+0.00170571j -0.00108562-0.000523701j -0.000227778+0.00114763j 0.000783452+0.00252135j 0.000341675-0.000468533j 0.0014969-0.00154516j -0.00183486-0.00111588j 0.00100943-0.000221225j 0.000423853+0.00015348j 0.0017899+0.00203822j 0.000119159-0.000816291j 0.000319861-0.0011053j -0.00157556-0.00242492j 0.0024724-0.00201666j -0.0018529+0.000332794j -0.00356899-0.000574581j 0.000979285-0.000850353j 0.000336605+0.000774162j 0.000487687+0.000968123j 0.00157608+0.00282308j 0.000811631-0.000799774j -0.00117569+0.00167277j -0.00102933-0.00220839j -0.00230601+0.00027381j 0.000633036+0.00126507j -0.0011071+0.000368006j 0.00149352-0.00199803j 0.000170322-0.000842966j -0.00307084+0.00119357j -0.00362153+0.00165021j -0.00173666+0.00326355j -4.828e-05-0.000603794j -0.00375873-0.00175872j 0.00188841-0.000835176j 0.00143788+0.00122529j -0.00426048-0.00278204j 0.00294426+0.000776j 0.000751175+0.000659323j 0.0044447+0.000399528j -0.0012004+0.00363329j 0.000305259+0.000445157j -0.00336773+0.00130108j -0.00245314-0.00148159j 0.0014681+0.00067456j 0.000897591-0.00272907j 0.00100079-0.0021948j -0.00262891+0.00295065j 0.00354399+0.00198047j -0.00016347+0.000642178j 0.00490435-0.00404803j -0.00413633-0.0043767j 0.00115446+0.000791646j 0.000232706+0.000634706j 0.00141818+0.00192684j 0.000560685-0.000562446j 0.0017353+0.000320493j -0.00331014+0.000348572j 0.00216964-0.000911011j 0.000971348-0.000941743j 
0.00151206-0.000789349j 0.000554807+0.000575713j -0.000586935+0.000800555j 0.000818599+0.00182958j 0.00142405+0.000663811j 0.00138034-0.000414263j -0.00103119+0.00129676j -0.000853422-0.00201688j -0.000887452+0.000451023j -0.000448286+0.000221606j -0.000867097-0.00194389j 0.00127938-0.000439711j 0.00279626+0.00104938j -0.000119882+0.000858228j -0.000799934+0.000822099j 0.000475224+0.000636615j -0.00129145-0.00104041j -0.00186884-0.00197429j -0.00136298+0.000565983j -4.58211e-05+0.00217044j -0.00252352+0.00084144j -0.00351852-0.000154724j 0.00064412+4.70462e-05j 0.00145228-0.000450651j 0.000453247+9.57079e-05j 0.00242915-0.000518011j 0.000937887-0.00030773j 0.002165+0.000316744j -0.00181643+0.00132468j 0.000245008+0.000287169j 0.00164609-0.0024179j 0.00216294-0.00102834j -0.00141496-0.0002355j 0.000593372+0.000241041j 0.00164752+0.00064538j 0.00116475-0.000320679j 0.0009081-0.00167116j -0.000306065+0.000426563j 0.00177846+0.000287414j -0.000790769+0.000619131j -0.000955955+0.000933029j -0.00061456-0.00343913j 7.57323e-05-9.65473e-06j 0.000663229-0.00238009j 0.00365565+0.000914125j -0.00190154-0.00254927j -0.000289199-0.000977467j -0.00149281-0.000857547j -0.000467834-0.00281652j 0.00385344+0.00198718j 0.00130625-0.00282642j 0.00563762+0.000804312j 0.000631769-0.00102554j 0.00313393-0.000996268j 0.00363978+0.00153702j -0.000225522+0.000277792j 0.0026879+0.00322118j -0.000601616-0.000606169j -0.000695892+0.000657798j -0.00129669-0.00222856j 0.00330398+0.000967459j -0.00245138-0.000298739j 0.000196311-0.00191636j 0.0046677-9.01287e-05j -0.00107552+0.00033574j 0.00089506+0.0010709j -0.00258227-0.000316986j -0.000391784-0.00050279j -0.00195273-0.00286088j 0.0005828-0.00213593j -0.00183939+0.00120513j -0.00248947-0.0036576j -0.00342627+0.000717906j 0.00143432+0.00303576j -0.00165893-0.000453482j -0.00192297-0.00010414j 0.000408557+0.0013687j 
0.00165241+5.43062e-05j 0.000446851+0.00218781j -0.00151579+0.000131779j 0.000259498+0.0017024j -0.000140545+0.00142863j 0.000294505+0.00269239j -0.00200404-0.000506887j 0.000252003-0.000714052j 0.000843856+0.000358868j 0.00115955-0.00215919j -0.000250883+7.78449e-06j 0.00121981+0.000656112j 5.13115e-05+0.00196502j -7.99825e-05+0.000500207j 0.000328633-0.00129125j 1.13179e-05+0.000339779j 0.000273255-0.00188522j -0.000394495-0.00217504j -0.00192978+0.000713876j 0.000569414+0.00105202j 8.58855e-05+0.000322203j 0.000621809-0.00206721j 0.000937291+0.00220157j 0.00116154-0.000773672j -0.00060588-8.68964e-05j 0.000751451+0.000159533j 0.000613765-0.0011229j 0.000678168+0.00048877j -0.00125943-0.000169576j -0.000500241+0.000891818j -0.000876958-0.0012155j 0.000894301+0.00117307j 0.000771217-0.000467598j -0.00219762+0.00151466j 0.000414817-0.00159183j -0.000517859+0.000744848j -0.000193242+0.00128175j 0.00229053+0.000483867j 0.000920781-0.00320534j -0.000388854+0.00154898j 0.000377259+0.000197011j -0.000598955+0.00124219j 0.000902104-0.0004905j 0.000418962-0.000649349j 0.00210638-0.00154676j 0.00278204-0.00174109j -0.000381349+0.00118327j -0.00291693+0.00116915j 0.00130947-0.00134059j 0.000677083-0.00218882j 4.21363e-05+0.00111547j 0.00180507-9.40812e-05j -0.000721277-0.000215304j -0.000438009+0.00247572j 0.00102561+0.000201156j 0.00249813-0.000386335j -0.000300852+0.000752389j -0.00144047+0.000943244j -0.0011668+0.00023512j -0.00142017-0.000201634j -0.0010852+0.00311371j 0.000932808-0.000166662j 0.000853132-0.000353276j 0.00168879+1.39736e-05j -0.000563966-0.00113244j 0.000623817-0.000442592j -0.000834435-0.000396662j 0.0015361-0.00175131j -0.00263508-0.000700859j -0.00270086+0.00049499j -0.00162385-0.00412429j 0.00293026-0.00395134j -0.00138193-0.0012031j 0.00140358+0.000690855j 5.39027e-05+0.000717026j 0.000884738+0.00103288j 0.000250047-0.000583203j 
0.000720781+0.000183168j -0.00215791+0.000559929j -0.00254254+0.00187457j -0.000126652+0.00132579j 0.00172202-0.00122338j 0.00154854-0.000970735j 0.00147896+0.000837252j -0.00187583+1.17925e-05j -0.0018644+0.00239359j 0.00203982+0.000318105j -0.00186563+0.00138873j 0.00100871-0.000313082j -0.00308236+0.000388256j 0.000752177+4.75829e-05j 0.000915402+0.00234763j -0.00303236+0.000863985j -0.00218603-0.0010269j -0.00127331+0.000133147j 0.00141629-0.00112092j -0.00177522+0.00212158j -0.00129249+0.00129891j 0.000790725-0.000471034j -0.000910275+0.00119265j -0.000344073+0.000800981j 0.00129967+0.00133936j 0.000808599-0.00130749j 0.00403708-0.0023411j 0.000309441-0.00127305j 4.94375e-05-6.38014e-05j 0.00131969-0.000722497j -0.000944407+5.10156e-05j -0.00221796-0.00201978j -0.00125457+0.00230479j -0.00105667+0.00180107j 0.00223323-0.000938341j -0.000789954-0.000819275j 0.000560759-0.000815089j 0.00586171-0.000616257j 0.00146219-0.00134608j 0.000179602-0.000922985j -0.00313942+0.00070671j -0.00183854+0.00329178j 0.00127777-0.00364722j 0.00144419-0.00133519j -0.000517329-0.000919115j -0.00329322+0.00208736j -0.00172825-4.39678e-05j 0.000939831+0.00186229j 9.81787e-05-0.000576889j 0.000135931+0.00216556j -0.00275298+0.00172005j 0.000954433-0.00141647j -0.000801075+0.00104744j -0.00424834+0.00374931j 0.00317247+0.00038358j 0.000572245+0.00180766j 0.00322145-0.00277989j -8.02644e-05+0.00254045j 0.00313184+0.00069987j 0.00156746+0.00222367j 0.000478156+0.00115756j 0.000545657+0.000554585j -0.00107276-0.00270542j -0.0036356-0.00125915j 0.00666461-0.000715416j 0.0057016-0.00194362j -0.00150455+0.00294198j 0.00062945-0.000820599j -0.00392705+0.00223165j 0.000721407-0.00216225j 0.00255123+0.00117827j 0.000555064-0.000329817j -0.0030487+0.000591798j -0.00240579+0.00200406j -0.00496583+1.97362e-05j -0.000828006-0.000689582j 0.00204338-0.000262762j 
0.00169174-0.00193228j 0.000808746-0.00141681j -0.000621734-0.00148895j -0.00262131-0.000516678j -0.000442344-0.0006686j -0.00158172+0.00188168j 0.000112626-0.000253693j 0.000853303-0.00238606j -0.000787395-0.00214139j -0.00228292+0.000158125j 0.00012223+0.00181716j 0.00308603-0.000288239j -0.000612538-0.000731084j -0.00102097+0.00124466j -0.00267374+0.00117622j 0.00165499-0.00184416j -0.000441788+0.000660199j 0.00113606-0.000146081j -8.33064e-05+0.00217383j -0.000734606-0.00209628j -0.00178785-0.000927626j -0.00158976+0.00127726j -0.00155661-0.000204887j -0.000974941-0.00205689j -0.000230882+0.00120735j -0.000728216+0.000967255j -8.49575e-05+0.00364961j -0.000801739+0.00187506j 0.000420808-0.00016882j -0.000728355-0.00334432j -0.000944337-0.00147915j 0.0010233-0.000960162j -0.000381298+0.00194437j -0.00183601-0.00195782j 0.00071383-0.000607579j 0.000337258-0.00128438j 0.000936017-0.000457969j -0.000592703+0.00107767j 0.000701827+0.00274377j -0.00159873-0.000550598j -0.00262794-0.00211299j 0.000724558+0.000324764j 0.00183914+0.00142478j 0.00351093+0.00184408j -0.000250832-0.000928998j 0.000397554+0.000346305j -0.000203108-0.000258332j 0.00233332+0.00345662j 0.000675775+0.00150637j 0.000674126+0.000741423j 0.0019966+0.00059435j 0.00203502+0.000414643j 0.00104154+0.00197697j -0.00071778+0.00170796j -0.00045991+0.0027616j -0.00181257-0.000351479j 0.00226689-0.000111869j -0.00172979+0.00348302j -0.00144789+0.00033237j -0.000807253+0.00191635j 0.000436534-0.000227677j -0.000844323-0.00407957j 0.00100859-0.00280308j -0.0013365+0.000238237j -0.00131914+0.00346667j 0.00361993-0.00080078j -0.00358604-0.00304149j 0.00193972-0.00135412j 0.00219632-0.00180421j 0.00260985+0.00188462j -0.00228569+0.0029574j 0.00081423+0.000298924j 0.000840068-0.000790912j 0.00222881-0.00185782j -0.000225663+0.00200618j 0.0031256-0.00264796j 0.00131571-0.00237956j 
-0.000241764+0.00186363j 0.000213415-0.00103983j 0.00207539+0.00120783j 0.00102007-0.00257175j 0.000555372-0.00075153j 0.00106009-0.00170111j -0.000461771+0.00159979j 0.000706025-0.000295835j 0.00125246-0.000774843j -0.00113863-0.00171466j 0.000256102-0.000957342j -0.000332205-1.75714e-05j 0.00236767+0.00178498j -0.000504787-0.00156453j -0.000690722-0.000771986j -0.000198306+0.00119696j -0.00197164+0.000182868j -1.43121e-05+0.00137713j 0.000742068-3.92353e-06j 0.000557272-0.00233073j -0.000176428-0.00126627j -0.00311451-0.00132754j 0.00217156-0.00150246j -0.00011856+0.000173283j -0.00114988+0.000104838j -0.000239788+0.000325825j -0.00146294-0.000155525j -0.00154107-0.00102759j -0.000848295+0.00148918j 0.00166088+4.83932e-05j 0.00125192-0.0010365j -0.00175013+0.0025505j 0.000735001-0.000460972j 0.0043682-0.00262174j -0.00124657-0.000329324j -0.000559577-0.00337206j 0.00194848-0.00230803j -0.00105357-0.00213444j -0.0017909+0.000155452j -0.000753686-0.000916389j 0.00108547-0.000127472j -0.00106563-0.00108545j -0.00316859+8.71702e-05j -0.00087741+0.000790081j 0.000242494+0.000499269j -0.000294339+0.00255179j 0.000442537-0.00175268j 0.000653369+0.000440836j -9.01594e-05-0.00118871j 0.00289029+0.00158047j -0.000240027+0.000238153j -0.00176684+0.00136595j -0.000492804+0.00135168j 0.000770504-0.000141985j -0.000338732+0.00172223j -0.000799964+0.000579999j -0.00145093+0.00110516j 0.000796444+0.000806588j 0.00207211-0.00137136j 0.000496864-0.00199122j 0.00369644-0.000517572j 0.000854759-0.00212774j 0.000876452-0.00172604j -0.000610746+0.00236656j -0.000647947-0.00266872j -0.00100111+0.00209365j 0.00335601-0.00037204j -0.000909715-3.65158e-05j 0.00253199+0.00214492j 0.00173993+0.00149053j -0.00144501+0.00215703j -0.0035881+0.00101434j 0.000125584+0.00178665j -0.000683862+0.0023351j -0.00128566-0.000298037j -0.000118088-0.00276711j -0.00220667+0.00207339j 
