-0.0102543-0j 0.0808426-0j -0.00104658-0j 0.0204243-0j 0.00241961-0j -0.00920875-0j 0.0702942-0j -0.00121336-0j 0.0167436-0j 0.00717437-0j 0.00257227-0j 0.000196223-0j -0.00590699-0j -0.0059682-0j 0.0441795-0j 0.0446373-0j -0.000738374-0j -0.000492249-0j -0.000746025-0j 0.0101891-0j -0.00049735-0j 0.0102947-0j 0.00582116-0j -4.35091e-05-0j 0.00588148-0j 0.0014758-0j -4.396e-05-0j 0.00103992-0j 0.00149109-0j 0.0010507-0j 0.000174227-0j 0.000176032-0j 9.75647e-06-0j 9.85757e-06-0j -0.0044373-0j -0.00549087-0j -0.00320301-0j 0.0327232-0j 0.0404929-0j 0.0236208-0j -0.000535854-0j 0.00739447-0j -0.000489166-0j -0.000663086-0j -0.0003868-0j 0.00915019-0j -0.000605312-0j 0.0040904-0j 0.00533761-0j 0.00272693-0j -0.000353099-0j 0.00103701-0j -4.99253e-05-0j 0.00506161-0j 0.00337441-0j 0.000974307-0j 0.00295261-0j 0.00128324-0j -6.17794e-05-0j 0.000241029-0j 0.0019684-0j 0.000115424-0j 0.000748555-0j -3.6038e-05-0j 0.00120564-0j 0.00010584-0j 0.000298258-0j 0.000703292-0j 0.00014283-0j 1.14182e-05-0j 0.000173984-0j 0.00013097-0j 8.33172e-05-0j 5.04092e-07-0j 1.41293e-05-0j 7.63991e-05-0j 8.24208e-06-0j 6.23782e-07-0j 3.63873e-07-0j 
-4.3411e-05-0j 0.000342242-0j -0.0820252-0j -0.0167247-0j 1.02433e-05-0j -5.54901e-07-0j 4.23579e-06-0j 1.41424e-05-0j 1.00894e-06-0j 0.00800353-0j -2.99813e-05-0j 1.1824e-08-0j -2.50069e-05-0j 2.45467e-05-0j 0.000187031-0j -0.00018359-0j 0.000604628-0j -2.0839e-06-0j -0.000593503-0j 4.3135e-05-0j 2.04556e-06-0j -4.23413e-05-0j -0.00476674-0j -0.0103371-0j 0.00467904-0j 6.2477e-06-0j 0.0101469-0j 0.0815036-0j -6.13275e-06-0j -0.080004-0j -0.000142668-0j 0.000140043-0j 4.13034e-08-0j -4.05434e-08-0j 3.74704e-05-0j -3.30869e-07-0j 2.65404e-05-0j -0.000276328-0j 2.44002e-06-0j -0.000195725-0j -0.000875257-0j -6.2442e-05-0j 4.13072e-06-0j 7.72865e-06-0j -0.000619949-0j 5.51372e-07-0j -3.64749e-08-0j 0.0066812-0j -4.4228e-05-0j -2.30274e-05-0j 2.92581e-06-0j -8.75696e-06-0j 0.007805-0j -5.8996e-05-0j 2.03335e-07-0j 0.00159142-0j 0.00473233-0j 7.73253e-08-0j -6.89194e-05-0j -0.114226-0j -1.63104e-05-0j -9.74686e-07-0j -6.2026e-06-0j 0.00552832-0j -1.40525e-05-0j -0.0165463-0j 0.00100863-0j 0.00112721-0j 8.60662e-09-0j 1.86503e-05-0j -0.0809068-0j 0.000146106-0j -6.90375e-07-0j -4.25677e-09-0j -1.64685e-07-0j -0.0117198-0j 1.32101e-05-0j 3.75879e-11-0j -3.01509e-09-0j 
-3.06962e-05-0j -0.0712843-0j -3.13292e-06-0j -0.00286118-0j -0.00104052-0j -2.75663e-05-0j 0.000425299-0j 0.000529354-0j 0.341844-0j 4.34069e-05-0j -0.000733582-0j -0.000112785-0j 5.24803e-05-0j -1.78658e-05-0j -0.000793317-0j 0.000270068-0j 6.56003e-06-0j -0.00127912-0j -2.23322e-06-0j 0.00423631-0j 0.000435448-0j -0.00144216-0j 0.015234-0j 3.86554e-07-0j -0.00518609-0j -0.18205-0j -1.31594e-07-0j 0.000432366-0j 0.0619749-0j -0.00014719-0j 0.000222367-0j -7.56999e-05-0j 2.08333e-05-0j -7.09225e-06-0j -1.3283e-05-0j 4.87833e-05-0j -9.58818e-06-0j 0.000197984-0j -0.000727118-0j 0.000142912-0j -1.60408e-06-0j -0.00103587-0j 0.000213409-0j 5.89114e-06-0j -1.15788e-06-0j 0.00380435-0j -0.000783769-0j 2.4748e-05-0j -0.000747732-0j -0.00482553-0j 0.000154047-0j -0.000295744-0j 2.1781e-05-0j -9.08898e-05-0j 0.0177223-0j 0.0198918-0j 1.78641e-05-0j 0.00108615-0j -7.99931e-05-0j 1.45829e-06-0j -0.00348325-0j 0.00723397-0j -0.000213479-0j 1.57223e-05-0j -0.0730548-0j -3.01842e-05-0j -5.35573e-06-0j 0.0143587-0j -0.0265676-0j -6.56292e-06-0j 1.05265e-06-0j 0.000110855-0j 0.00522176-0j -4.35605e-07-0j 2.4103e-05-0j -2.17881e-05-0j -4.73737e-06-0j 1.59981e-06-0j -3.14436e-07-0j 
-2.65837e-05-0j 0.000209579-0j -0.05023-0j -0.0102418-0j 6.2727e-06-0j -2.38731e-05-0j 0.000182233-0j 0.000608439-0j 4.34069e-05-0j 0.34433-0j -0.00128987-0j 5.08697e-07-0j 4.54492e-05-0j -1.54722e-05-0j -0.000339923-0j 0.00011572-0j -0.00109889-0j 3.78744e-06-0j 0.000374095-0j -7.83966e-05-0j -1.28935e-06-0j 2.66884e-05-0j 0.00866342-0j 0.0187874-0j -0.00294927-0j -1.1355e-05-0j -0.00639576-0j -0.14813-0j 3.86557e-06-0j 0.0504278-0j 0.000259295-0j -8.82715e-05-0j -7.50677e-08-0j 2.55552e-08-0j -1.15034e-05-0j 4.22476e-05-0j -8.30361e-06-0j 8.48329e-05-0j -0.000311558-0j 6.12356e-05-0j 0.000268704-0j 1.91697e-05-0j -1.26813e-06-0j -0.000986846-0j 0.000193961-0j -7.04029e-05-0j 4.65736e-06-0j -0.00205113-0j 1.38374e-05-0j 7.06941e-06-0j -9.15387e-07-0j 2.68839e-06-0j -0.00239614-0j 0.00753301-0j -2.59632e-05-0j -0.000488567-0j -0.00148059-0j -9.87341e-06-0j 0.00880009-0j 0.0350674-0j 5.10297e-06-0j 2.99229e-07-0j 1.94058e-06-0j -0.00172962-0j 0.00179432-0j 0.00507972-0j -0.128789-0j -0.000352666-0j -1.09895e-06-0j -5.72565e-06-0j 0.025313-0j -0.0186558-0j 2.15995e-07-0j 1.30683e-09-0j 2.10281e-05-0j 0.00366673-0j -4.13299e-06-0j -4.79947e-09-0j 9.43319e-10-0j 
4.38609e-05-0j 0.101856-0j 4.47653e-06-0j 0.00408825-0j 0.00148676-0j -3.82673e-05-0j 0.000590396-0j 0.000734845-0j 0.474545-0j 6.02571e-05-0j -0.00101835-0j -0.000156567-0j -2.48607e-05-0j -2.55175e-05-0j 0.000375807-0j 0.000385735-0j -3.10759e-06-0j 0.000605939-0j -3.18969e-06-0j -0.0020068-0j 0.000621947-0j -0.00205982-0j -0.00721659-0j -1.83116e-07-0j -0.00740725-0j 0.0862397-0j -1.87954e-07-0j -0.000204819-0j 0.0885181-0j -0.00021023-0j -0.000105339-0j -0.000108121-0j -9.86906e-06-0j -1.01298e-05-0j 1.89797e-05-0j 2.24515e-05-0j 1.25469e-05-0j -0.000282893-0j -0.000334642-0j -0.000187012-0j 2.29201e-06-0j 0.00148013-0j -0.000304934-0j 2.71128e-06-0j 1.51518e-06-0j 0.00175088-0j -0.000360714-0j -3.53617e-05-0j 0.000978464-0j 0.00689505-0j -0.000201582-0j 0.000422579-0j -3.11222e-05-0j -4.18302e-05-0j 0.00815633-0j -0.0284228-0j -2.33765e-05-0j 0.000499879-0j -3.68152e-05-0j -2.08371e-06-0j 0.0045581-0j -0.0103364-0j 0.000279354-0j -2.05739e-05-0j -0.033622-0j 4.31293e-05-0j -2.46487e-06-0j -0.0187894-0j -0.0122272-0j 9.37755e-06-0j -1.37747e-06-0j 5.10187e-05-0j -0.00683307-0j 6.22422e-07-0j 1.10929e-05-0j 2.85114e-05-0j 6.1992e-06-0j 7.36279e-07-0j 4.11464e-07-0j 
0.000125343-0j -0.00304458-0j -0.00247448-0j -0.000251245-0j 1.53873e-07-0j -0.000331278-0j -5.34598e-05-0j -0.612067-0j 0.000918206-0j 0.00105539-0j 6.18677e-05-0j -2.93498e-08-0j 7.22036e-05-0j 0.000348323-0j 1.14164e-05-0j 5.50746e-05-0j -0.000868375-0j -0.00175984-0j -0.00418919-0j 1.30271e-06-0j -0.00848979-0j 6.2845e-06-0j 0.0210928-0j -0.000154572-0j 0.101755-0j -1.8269e-05-0j -0.000745682-0j -2.57177e-05-0j -8.81329e-05-0j -0.000124067-0j -1.06603e-06-0j -5.14271e-06-0j 4.12919e-10-0j 1.99199e-09-0j 5.42389e-05-0j -0.00019753-0j 4.55562e-05-0j 8.45598e-06-0j -3.07955e-05-0j 7.10233e-06-0j -0.000630199-0j 9.45407e-07-0j -0.000871421-0j 0.00229509-0j -0.000529315-0j -3.44304e-06-0j 0.00317359-0j -0.000101698-0j 7.94064e-07-0j -0.000206101-0j -0.000731922-0j 8.80831e-08-0j 0.0172033-0j 0.000370369-0j 0.000750589-0j 0.00174673-0j -8.54179e-05-0j -3.20786e-07-0j -0.0626519-0j -1.81024e-05-0j -0.000173107-0j -1.06977e-06-0j 7.39826e-08-0j 0.0144493-0j -0.00636133-0j -1.73891e-06-0j 6.59263e-05-0j 0.00146711-0j 3.89595e-06-0j -5.58328e-08-0j -1.52045e-05-0j 6.33285e-06-0j -8.98519e-07-0j 1.82777e-11-0j 2.03335e-07-0j -1.46054e-06-0j -4.6895e-08-0j -6.65647e-11-0j 1.53518e-11-0j 
5.11604e-06-0j -0.000122706-0j -0.000100999-0j -0.140594-0j -0.0164631-0j 6.53957e-08-0j -1.51868e-06-0j -8.29041e-07-0j 1.70512e-05-0j 2.99813e-05-0j 0.00775051-0j -3.83693e-05-0j 2.94709e-06-0j -2.89286e-06-0j -6.70574e-05-0j 6.58236e-05-0j -3.54439e-05-0j 2.45591e-07-0j 3.47917e-05-0j 0.000728987-0j -2.41072e-07-0j -0.000715574-0j 0.000850107-0j -6.30906e-06-0j -0.000834465-0j -0.00324699-0j 6.19298e-06-0j -0.0143914-0j 0.00318725-0j 0.0141266-0j 0.114057-0j -0.111958-0j -0.0002244-0j 0.000220271-0j -4.41593e-06-0j 3.89933e-08-0j -3.12782e-06-0j 9.90737e-05-0j -8.74836e-07-0j 7.01744e-05-0j 5.13084e-05-0j -0.00105528-0j -4.8681e-07-0j -4.53061e-07-0j 3.6342e-05-0j 9.31827e-06-0j 4.29861e-09-0j -0.00119153-0j -0.000747459-0j 8.25614e-06-0j -3.4481e-07-0j 0.00455108-0j 9.61044e-06-0j 1.05214e-05-0j -7.2903e-08-0j 0.0133781-0j -0.00084397-0j -4.01867e-05-0j -8.48616e-08-0j -0.000212095-0j 5.84787e-06-0j 0.00156653-0j 0.00322355-0j 6.80712e-06-0j -0.000118131-0j -0.0898458-0j 1.87283e-06-0j 0.00947576-0j -1.38327e-05-0j -0.0301039-0j -0.000150228-0j 0.000793352-0j 0.00110958-0j 3.47817e-05-0j 0.000265822-0j -0.0636382-0j -0.0213228-0j -3.07128e-07-0j 2.46361e-05-0j 
3.79846e-05-0j -0.000299462-0j 0.071772-0j 0.0146341-0j -8.96286e-06-0j -3.31405e-05-0j 0.000252975-0j 0.000844631-0j 6.02571e-05-0j 0.477997-0j -0.00179058-0j 7.06169e-07-0j -2.153e-05-0j -2.20988e-05-0j 0.000161027-0j 0.000165281-0j 0.000520563-0j -1.79417e-06-0j 0.000534316-0j 3.71377e-05-0j -1.84157e-06-0j 3.81188e-05-0j -0.00410399-0j -0.00889987-0j -0.00421241-0j 5.37905e-06-0j -0.00913499-0j 0.0701717-0j 5.52115e-06-0j 0.0720255-0j -0.000122832-0j -0.000126077-0j 3.55607e-08-0j 3.65002e-08-0j 1.64369e-05-0j 1.94436e-05-0j 1.08659e-05-0j -0.000121215-0j -0.000143388-0j -8.01315e-05-0j -0.000383943-0j -2.7391e-05-0j 1.812e-06-0j -0.000454176-0j -0.000253813-0j -3.24015e-05-0j 2.14346e-06-0j 0.0029308-0j -1.81073e-05-0j -1.01013e-05-0j 1.19785e-06-0j -3.84136e-06-0j 0.00342377-0j 0.00346692-0j -1.1949e-05-0j 0.000698098-0j 0.00193746-0j -4.54404e-06-0j 0.00405006-0j -0.0501068-0j -6.67762e-06-0j -4.27559e-07-0j -2.5394e-06-0j 0.00226335-0j 0.000825797-0j -0.00725825-0j -0.0592726-0j 0.00046149-0j -5.0577e-07-0j 8.1812e-06-0j -0.033124-0j -0.00858597-0j -2.82646e-07-0j -1.86729e-09-0j 9.67775e-06-0j -0.0047982-0j 5.40833e-06-0j -2.20886e-09-0j -1.2344e-09-0j 
3.13292e-06-0j -7.51418e-05-0j -6.1849e-05-0j -0.0860961-0j -0.0100816-0j 2.81347e-06-0j -6.53373e-05-0j -3.56673e-05-0j 0.000733582-0j 0.00128987-0j 0.333445-0j -0.00165074-0j -5.35624e-06-0j 1.82342e-06-0j 0.000121875-0j -4.14896e-05-0j 6.44182e-05-0j -4.46354e-07-0j -2.19298e-05-0j -0.00132491-0j 1.51951e-07-0j 0.000451038-0j -0.00154505-0j 1.14665e-05-0j 0.000525977-0j 0.00590131-0j -3.90353e-06-0j 0.026156-0j -0.00200897-0j -0.00890423-0j -0.207294-0j 0.0705689-0j 0.00040784-0j -0.00013884-0j 1.35569e-06-0j -4.97893e-06-0j 9.7859e-07-0j -3.04157e-05-0j 0.000111705-0j -2.19552e-05-0j -1.57517e-05-0j 0.000323971-0j 1.49451e-07-0j 5.78499e-05-0j -1.13702e-05-0j -0.00118982-0j -5.48875e-07-0j 0.000365802-0j 0.000233855-0j -2.53464e-06-0j 1.07879e-07-0j -0.00139718-0j -2.95041e-06-0j -0.00134345-0j 9.30874e-06-0j -0.00410708-0j 0.00026405-0j 0.00513131-0j 1.08357e-05-0j 6.51133e-05-0j -1.8296e-06-0j -0.000480925-0j -0.00100854-0j -2.12972e-06-0j 0.0150837-0j 0.0275827-0j -0.000239136-0j -0.00296465-0j 0.00176625-0j 0.00924192-0j 4.70012e-05-0j -0.1013-0j -0.00034715-0j -1.0678e-05-0j -0.033942-0j 0.0199102-0j 0.00667117-0j 3.92162e-05-0j -7.7078e-06-0j 
-2.33514e-07-0j 9.36052e-06-0j -2.38329e-08-0j -0.000224663-0j -0.179583-0j -2.98489e-09-0j 1.15851e-07-0j -3.93294e-10-0j -2.62154e-06-0j 1.1824e-08-0j 3.83693e-05-0j 0.00749799-0j -1.34515e-07-0j 1.3204e-07-0j 5.11541e-06-0j -5.02129e-06-0j -1.68144e-08-0j -1.12096e-08-0j 1.65051e-08-0j -0.000112078-0j 1.10034e-08-0j 0.000110016-0j 6.74014e-07-0j -9.908e-10-0j -6.61613e-07-0j 0.00154658-0j 9.7257e-10-0j -1.1439e-05-0j -0.00151813-0j 1.12285e-05-0j -0.0129311-0j 0.0126931-0j 0.138199-0j -0.135657-0j 2.01558e-07-0j -1.77979e-09-0j 1.42765e-07-0j -7.55774e-06-0j 6.6736e-08-0j -5.35318e-06-0j 2.43405e-08-0j 0.000162244-0j 2.22197e-08-0j -2.1493e-10-0j 1.72405e-08-0j -1.43264e-06-0j -1.96204e-10-0j -9.44717e-07-0j 0.000114918-0j -6.29812e-07-0j 1.57383e-08-0j -0.00216773-0j 2.26779e-09-0j 8.342e-09-0j 5.56133e-09-0j 2.13776e-05-0j -6.69148e-07-0j 1.91414e-05-0j -2.0025e-11-0j -5.5668e-08-0j -4.46099e-07-0j 0.017088-0j -0.00153542-0j 1.60629e-09-0j -1.88767e-07-0j -0.000221243-0j 4.91557e-10-0j 1.51418e-05-0j -0.00015089-0j -0.0611429-0j -3.94299e-08-0j 1.95361e-06-0j 0.0121035-0j -0.0434682-0j 0.000539901-0j -0.000156708-0j -0.0433078-0j 0.000383831-0j -0.0307888-0j 
-1.80917e-05-0j -0.0420134-0j -1.84648e-06-0j -0.00168632-0j -0.000613257-0j 4.78159e-05-0j -0.000737714-0j -0.000918206-0j -0.592955-0j -7.52926e-05-0j 0.00127246-0j 0.000195634-0j -1.04217e-05-0j -5.0276e-05-0j 0.000157539-0j 0.000759997-0j -1.30271e-06-0j 0.000254012-0j -6.2845e-06-0j -0.000841259-0j 0.0012254-0j -0.00405838-0j -0.00302522-0j -7.6763e-08-0j -0.0145942-0j 0.036152-0j -3.70318e-07-0j -8.58606e-05-0j 0.174403-0j -0.000414206-0j -4.41583e-05-0j -0.000213027-0j -4.13714e-06-0j -1.99583e-05-0j -7.82872e-06-0j 2.85111e-05-0j -6.57548e-06-0j 0.000116688-0j -0.000424959-0j 9.80079e-05-0j -9.45407e-07-0j -0.000610521-0j 0.000125779-0j 3.44304e-06-0j -7.94064e-07-0j 0.00222343-0j -0.000458068-0j 1.45859e-05-0j -0.000512787-0j -0.00284407-0j 0.000105644-0j -0.000174305-0j 1.28372e-05-0j -5.31199e-05-0j 0.0103577-0j 0.0117238-0j 1.2251e-05-0j 0.000634793-0j -4.67514e-05-0j 8.59485e-07-0j -0.00238878-0j 0.00426355-0j -0.000146402-0j 1.07822e-05-0j -0.0426964-0j -1.77899e-05-0j -3.13012e-06-0j 0.00984702-0j -0.0155272-0j -3.86804e-06-0j 7.21896e-07-0j 6.47883e-05-0j 0.00358103-0j -2.56736e-07-0j 1.40869e-05-0j -1.49421e-05-0j -3.24884e-06-0j 9.34996e-07-0j -2.15637e-07-0j 
-1.42998e-07-0j 5.73212e-06-0j -1.45946e-08-0j -0.000137578-0j -0.109972-0j -1.28417e-07-0j 4.98419e-06-0j -1.69204e-08-0j -0.000112785-0j 5.08697e-07-0j 0.00165074-0j 0.322581-0j 2.44478e-07-0j -8.32272e-08-0j -9.29711e-06-0j 3.165e-06-0j 3.05597e-08-0j 2.03732e-08-0j -1.04034e-08-0j 0.000203699-0j -6.9356e-09-0j -6.9345e-05-0j -1.225e-06-0j 1.80075e-09-0j 4.17025e-07-0j -0.00281087-0j -6.13026e-10-0j 2.079e-05-0j 0.000956899-0j -7.07749e-06-0j 0.0235018-0j -0.00800069-0j -0.251173-0j 0.0855065-0j -6.18786e-08-0j 2.27256e-07-0j -4.46663e-08-0j 2.32023e-06-0j -8.5213e-06-0j 1.67483e-06-0j -7.47254e-09-0j -4.98091e-05-0j -6.82147e-09-0j 2.74437e-08-0j -5.39397e-09-0j 0.000182929-0j 2.50526e-08-0j 2.90029e-07-0j -3.59541e-05-0j 1.93352e-07-0j -4.924e-09-0j 0.000665495-0j -6.96213e-10-0j -1.06516e-06-0j -7.10108e-07-0j -6.56292e-06-0j 2.09354e-07-0j -0.0024441-0j 2.55692e-09-0j 1.70901e-08-0j 1.39569e-07-0j -0.00524602-0j 0.00048038-0j -5.02553e-10-0j 2.4103e-05-0j 6.79218e-05-0j -6.27653e-08-0j -4.73737e-06-0j 0.0192666-0j 0.0187709-0j 1.23363e-08-0j -0.00024945-0j -0.00378678-0j 0.0133448-0j -0.0689382-0j 4.90286e-05-0j 0.0135495-0j -0.0490101-0j 0.00963276-0j 
-4.47653e-06-0j 0.000107368-0j 8.83742e-05-0j 0.12302-0j 0.0144052-0j 3.90564e-06-0j -9.07007e-05-0j -4.9513e-05-0j 0.00101835-0j 0.00179058-0j 0.462886-0j -0.00229154-0j 2.53734e-06-0j 2.60437e-06-0j -5.7734e-05-0j -5.92593e-05-0j -3.05159e-05-0j 2.11445e-07-0j -3.13221e-05-0j 0.000627631-0j 2.17031e-07-0j 0.000644213-0j 0.000731912-0j -5.43188e-06-0j 0.000751248-0j -0.00279554-0j -5.57538e-06-0j -0.0123905-0j -0.0028694-0j -0.0127178-0j 0.0981986-0j 0.100793-0j -0.0001932-0j -0.000198304-0j -1.93711e-06-0j -2.29145e-06-0j -1.28056e-06-0j 4.346e-05-0j 5.14099e-05-0j 2.873e-05-0j 2.25071e-05-0j -0.000462912-0j -2.13546e-07-0j 2.66242e-05-0j 1.48787e-05-0j -0.00054759-0j -2.52609e-07-0j -0.000522683-0j -0.000306016-0j 3.62167e-06-0j -1.41168e-07-0j 0.00199639-0j 4.21575e-06-0j -0.000618294-0j 4.28416e-06-0j 0.00586848-0j -0.000345529-0j 0.00236158-0j 4.98691e-06-0j -9.30383e-05-0j 2.39417e-06-0j 0.000687179-0j 0.00131975-0j 2.7869e-06-0j 0.00694197-0j -0.0394121-0j -0.000110057-0j 0.00387946-0j 0.000812882-0j -0.0132055-0j -6.15047e-05-0j -0.0466215-0j 0.000454273-0j 1.52575e-05-0j -0.0156211-0j -0.0260541-0j -0.00872974-0j 1.80485e-05-0j 1.00862e-05-0j 
-1.56679e-05-0j 0.000123522-0j -0.0296045-0j -0.00603627-0j 3.69699e-06-0j 4.14098e-05-0j -0.000316098-0j -0.00105539-0j -7.52926e-05-0j -0.597268-0j 0.00223737-0j -8.82375e-07-0j -9.02545e-06-0j -4.35403e-05-0j 6.75031e-05-0j 0.000325646-0j 0.000218222-0j -7.52121e-07-0j 0.00105274-0j 1.55682e-05-0j -3.62836e-06-0j 7.51038e-05-0j -0.00172041-0j -0.00373086-0j -0.00829954-0j 2.25492e-06-0j -0.0179983-0j 0.0294162-0j 1.08781e-05-0j 0.141909-0j -5.14917e-05-0j -0.000248405-0j 1.49072e-08-0j 7.19148e-08-0j -6.77987e-06-0j 2.46913e-05-0j -5.69453e-06-0j 4.99987e-05-0j -0.000182088-0j 4.19948e-05-0j 0.000158369-0j 1.12982e-05-0j -7.4741e-07-0j -0.000576756-0j 0.000133017-0j -4.11465e-05-0j 2.72196e-06-0j -0.00120889-0j 9.48957e-06-0j 4.16656e-06-0j -6.27763e-07-0j 1.58448e-06-0j -0.00141223-0j 0.00440261-0j -1.5174e-05-0j -0.000287951-0j -0.00101537-0j -5.77045e-06-0j 0.00514315-0j 0.020668-0j 3.49956e-06-0j 1.76359e-07-0j 1.33083e-06-0j -0.00118616-0j 0.00104867-0j 0.00299388-0j -0.0752698-0j -0.000241855-0j -6.42275e-07-0j -3.37457e-06-0j 0.0173594-0j -0.0109033-0j 1.48127e-07-0j 7.70217e-10-0j 1.22897e-05-0j 0.00251461-0j -2.83436e-06-0j -2.80502e-09-0j 6.46919e-10-0j 
1.84648e-06-0j -4.4287e-05-0j -3.64525e-05-0j -0.0507432-0j -0.00594186-0j -4.88019e-06-0j 0.000113333-0j 6.18677e-05-0j -0.00127246-0j -0.00223737-0j -0.578387-0j 0.00286333-0j 1.06366e-06-0j 5.13128e-06-0j -2.42023e-05-0j -0.000116756-0j -1.27924e-05-0j 8.86383e-08-0j -6.17126e-05-0j 0.000263105-0j 4.27606e-07-0j 0.00126926-0j 0.00030682-0j -2.27706e-06-0j 0.00148015-0j -0.0011719-0j -1.09849e-05-0j -0.00519413-0j -0.00565345-0j -0.0250574-0j 0.0411652-0j 0.198588-0j -8.09902e-05-0j -0.00039071-0j 7.99015e-07-0j -2.9099e-06-0j 6.71107e-07-0j -1.79263e-05-0j 6.52852e-05-0j -1.50566e-05-0j -9.28371e-06-0j 0.000190941-0j 8.80831e-08-0j 3.38099e-05-0j -7.79755e-06-0j -0.000695381-0j -3.20786e-07-0j 0.000215596-0j 0.000160375-0j -1.49386e-06-0j 7.39826e-08-0j -0.000823469-0j -1.73891e-06-0j -0.000785168-0j 5.44043e-06-0j -0.00242062-0j 0.000181082-0j 0.00299896-0j 6.33285e-06-0j 3.83763e-05-0j -1.25472e-06-0j -0.000283447-0j -0.000691646-0j -1.46054e-06-0j 0.00881556-0j 0.0162566-0j -0.000139761-0j -0.00203312-0j 0.00103227-0j 0.00544699-0j 3.2233e-05-0j -0.0592044-0j -0.000238072-0j -6.29339e-06-0j -0.0198372-0j 0.0136542-0j 0.00457502-0j 2.29196e-05-0j -5.28593e-06-0j 
2.04325e-07-0j -8.19045e-06-0j 2.08538e-08-0j 0.00019658-0j 0.157135-0j -1.78267e-07-0j 6.91902e-06-0j -2.34888e-08-0j -0.000156567-0j 7.06169e-07-0j 0.00229154-0j 0.447804-0j -1.15813e-07-0j -1.18873e-07-0j 4.40418e-06-0j 4.52053e-06-0j -1.44766e-08-0j -9.65108e-09-0j -1.48591e-08-0j -9.64955e-05-0j -9.90605e-09-0j -9.90448e-05-0j 5.80302e-07-0j -8.53043e-10-0j 5.95633e-07-0j 0.00133155-0j -8.75579e-10-0j -9.84853e-06-0j 0.00136673-0j -1.01087e-05-0j -0.0111332-0j -0.0114273-0j 0.118985-0j 0.122128-0j 8.84163e-08-0j 1.0459e-07-0j 5.84493e-08-0j -3.3153e-06-0j -3.92176e-06-0j -2.19164e-06-0j 1.06773e-08-0j 7.11706e-05-0j 9.74699e-09-0j 1.26304e-08-0j 7.05842e-09-0j 8.41895e-05-0j 1.153e-08-0j -4.14413e-07-0j 4.70487e-05-0j -2.76275e-07-0j 6.44343e-09-0j -0.000950905-0j 9.94798e-10-0j -4.9022e-07-0j -3.26813e-07-0j 9.37755e-06-0j -2.73955e-07-0j -0.00112485-0j 1.17677e-09-0j -2.44195e-08-0j -1.82637e-07-0j 0.00749588-0j -0.000628614-0j 6.57629e-10-0j 1.10929e-05-0j -9.70514e-05-0j -2.88865e-08-0j 6.1992e-06-0j 0.00886706-0j -0.0268211-0j -1.6143e-08-0j -0.000114804-0j 0.00495529-0j -0.0190679-0j -0.0317274-0j -6.41576e-05-0j -0.0177306-0j -0.0225559-0j -0.0126052-0j 
-8.42797e-08-0j 3.37839e-06-0j -8.60176e-09-0j -8.10853e-05-0j -0.0648149-0j 2.22749e-07-0j -8.64547e-06-0j 2.93498e-08-0j 0.000195634-0j -8.82375e-07-0j -0.00286333-0j -0.559542-0j -4.85492e-08-0j -2.3421e-07-0j 1.84625e-06-0j 8.90662e-06-0j -6.06865e-09-0j -4.04577e-09-0j -2.92762e-08-0j -4.04512e-05-0j -1.95175e-08-0j -0.000195144-0j 2.43265e-07-0j -3.57599e-10-0j 1.17355e-06-0j 0.000558191-0j -1.72512e-09-0j -4.12854e-06-0j 0.00269281-0j -1.99168e-05-0j -0.00466707-0j -0.0225147-0j 0.0498788-0j 0.240624-0j -3.64699e-08-0j 1.32818e-07-0j -3.06317e-08-0j 1.36749e-06-0j -4.98021e-06-0j 1.14858e-06-0j -4.40416e-09-0j -2.93564e-05-0j -4.02043e-09-0j 1.60393e-08-0j -3.69913e-09-0j 0.000106912-0j 1.46418e-08-0j 1.70937e-07-0j -2.46569e-05-0j 1.13958e-07-0j -3.37683e-09-0j 0.000392228-0j -4.10333e-10-0j -6.22527e-07-0j -4.15018e-07-0j -3.86804e-06-0j 1.43573e-07-0j -0.00142844-0j 1.49437e-09-0j 1.00725e-08-0j 9.57151e-08-0j -0.00309189-0j 0.00032944-0j -3.44646e-10-0j 1.40869e-05-0j 4.00316e-05-0j -3.66827e-08-0j -3.24884e-06-0j 0.0112602-0j 0.0110632-0j 8.4601e-09-0j -0.00014579-0j -0.00259693-0j 0.00786511-0j -0.0402904-0j 3.36233e-05-0j 0.00929214-0j -0.0286436-0j 0.00660605-0j 
