-0.577861-0j -0.0837436-0j -0.0416095-0j -0.0420407-0j -0.00600582-0j -0.00606806-0j 0.0549857-0j -0.0341111-0j 0.00972019-0j -0.0198982-0j 0.000810015-0j -0.00603005-0j -0.00351753-0j -0.000502504-0j -0.000293128-0j -0.020545-0j 0.0478111-0j -0.00342416-0j -0.014678-0j -0.00209686-0j -0.020973-0j -0.00042802-0j 0.00796852-0j -0.00865092-0j -2.52213e-05-0j -0.00244634-0j 0.0048797-0j -0.00149807-0j -0.0034955-0j 0.000996065-0j -0.00214055-0j -0.000305792-0j -0.00144182-0j 5.86937e-05-0j -0.000436937-0j -1.8019e-05-0j -0.00088293-0j -0.000180227-0j -2.57468e-05-0j -1.062e-05-0j -0.016333-0j -0.0184501-0j -0.00263573-0j -0.00215207-0j 0.030049-0j 0.0303604-0j -0.000310624-0j -0.00297737-0j -0.0131814-0j -0.000269008-0j -0.0108741-0j -3.17029e-05-0j -0.00243102-0j 0.00484914-0j -0.00347433-0j -1.44703e-06-0j -0.000350887-0j 0.00489939-0j 0.0039593-0j -0.000303877-0j -0.00212714-0j 0.00400033-0j 0.000571476-0j -0.0017548-0j -3.58123e-05-0j 0.000494913-0j -0.0017368-0j 0.000577399-0j -0.000560667-0j -1.6346e-06-0j -0.00143279-0j 0.000500042-0j -0.000250686-0j 5.83261e-05-0j -0.0002171-0j -0.000457783-0j 2.66221e-06-0j -0.000206805-0j 5.89305e-05-0j -0.000179099-0j -2.55855e-05-0j 2.6898e-06-0j -6.60753e-05-0j -5.72229e-05-0j -2.1107e-05-0j -1.16781e-06-0j -6.74378e-06-0j -9.63397e-07-0j -3.0781e-07-0j 
-0.00603005-0j 0.000588376-0j -0.041106-0j -0.0410075-0j -0.00589559-0j -0.00588146-0j 0.000573782-0j 4.98531e-06-0j 0.461631-0j 0.000406413-0j -0.00121639-0j 0.00401088-0j 0.326975-0j -1.05687e-05-0j -0.000861578-0j -0.000214389-0j 7.10147e-06-0j 0.00169019-0j 0.000454587-0j 0.0042324-0j -0.000209215-0j -0.0410848-0j -5.59862e-05-0j 0.00026568-0j 5.05873e-05-0j -0.00358385-0j -0.000140195-0j -0.0089743-0j 0.0016494-0j 0.0013609-0j 0.00413024-0j 0.0871154-0j -0.00209456-0j -1.67566e-06-0j -0.0400931-0j -0.000107264-0j -0.00524497-0j 0.050914-0j 4.93663e-05-0j -6.269e-05-0j -0.000170437-0j -2.74043e-06-0j 0.00130102-0j 0.00216068-0j -0.000308535-0j -0.000307795-0j 0.000309894-0j 2.09188e-05-0j 5.81075e-06-0j -0.0256842-0j -0.000218537-0j -0.00458056-0j 3.47412e-05-0j 0.00235518-0j 0.00014244-0j 3.63173e-06-0j 4.98273e-06-0j 0.00234953-0j 0.00391139-0j -0.000412972-0j -4.43559e-05-0j 0.00390202-0j 0.000560988-0j 0.00166818-0j -7.365e-05-0j -0.0464951-0j -7.36647e-05-0j 0.000559643-0j -0.0010873-0j 5.8394e-08-0j 0.00277046-0j -0.0463836-0j -1.05653e-05-0j -0.00829199-0j 0.000875659-0j -0.00180575-0j 6.57437e-06-0j 0.000397351-0j -0.00827212-0j -0.0329327-0j 0.000156166-0j 6.55861e-06-0j -0.000258989-0j 0.0214652-0j -0.00587326-0j -1.23818e-07-0j 0.00382812-0j 4.65666e-06-0j -3.03516e-06-0j 
-0.00213195-0j 0.0146147-0j -0.0731397-0j 0.0149232-0j -0.01049-0j 0.00214034-0j -0.000101701-0j 0.000623187-0j -0.0818225-0j -7.34117e-05-0j 0.000215602-0j 0.501379-0j -0.0590626-0j -0.00132113-0j 0.00015563-0j -7.5798e-05-0j -8.8431e-05-0j 0.000597573-0j -0.000688433-0j 0.00149638-0j 0.000383162-0j -0.0145257-0j 0.000697169-0j -3.19164e-05-0j 1.78853e-05-0j 0.00542744-0j 0.00174577-0j 0.0135908-0j -0.00302076-0j -0.0169466-0j -0.00756425-0j -0.131929-0j 0.000251621-0j 2.08662e-05-0j 0.0734278-0j 0.000162443-0j 0.000630084-0j -0.00611635-0j -9.0411e-05-0j 7.53101e-06-0j -6.02586e-05-0j -6.80693e-05-0j 0.000459979-0j 0.000763917-0j 0.000275217-0j -5.61543e-05-0j 0.000109564-0j 0.000519601-0j -0.000618237-0j -0.00908075-0j 0.000198662-0j -0.00161947-0j 0.000862936-0j -0.00210085-0j -1.28181e-05-0j 1.28401e-06-0j 0.000123766-0j 0.000428649-0j -0.00348901-0j -0.0102578-0j 0.00471926-0j 0.000711886-0j -0.000500409-0j -0.00151647-0j -0.00182939-0j 0.0414742-0j 0.00783758-0j 0.000102102-0j 9.78458e-05-0j 1.45045e-06-0j -0.0025185-0j -0.00846225-0j 0.0011241-0j 0.00739657-0j -0.0931661-0j 0.000162499-0j -5.86443e-06-0j -0.000361214-0j -0.00150917-0j 0.0299377-0j -0.0166154-0j 1.19656e-06-0j 2.33062e-05-0j -0.00193164-0j 0.00533912-0j 1.31736e-05-0j -0.000344491-0j -4.23317e-06-0j 2.73132e-07-0j 
0.0123114-0j -0.0052509-0j -0.000872272-0j 0.00427659-0j -0.000125902-0j 0.000617273-0j -0.0855922-0j -0.306714-0j 0.00010382-0j -0.0718904-0j 8.65165e-06-0j 0.000372032-0j 8.72001e-05-0j 3.10026e-05-0j 7.26667e-06-0j 0.000437711-0j -0.00150291-0j -0.010632-0j -0.000928115-0j 4.46737e-05-0j -0.00209925-0j 9.11898e-06-0j 0.0365058-0j -0.00259941-0j 5.37341e-07-0j 0.0225439-0j -0.000153391-0j -9.47254e-05-0j 0.0509909-0j -3.13107e-05-0j -0.000214254-0j -1.93357e-05-0j 0.0631397-0j -1.845e-06-0j -4.37344e-05-0j -1.13937e-06-0j -0.000265301-0j -5.41544e-05-0j -2.57708e-06-0j -3.19108e-06-0j 0.000347976-0j -0.00115686-0j 5.61543e-05-0j -0.00668216-0j -0.0003158-0j 0.00154831-0j -0.000964486-0j -0.000186688-0j 0.00245299-0j 5.73123e-06-0j -0.000265246-0j 6.75432e-07-0j 0.0222151-0j -5.09621e-05-0j -0.00138357-0j 3.08291e-08-0j 0.00320648-0j 0.000249858-0j 0.0060643-0j -1.90537e-05-0j 0.000395849-0j -0.0297321-0j 0.000875306-0j -4.28039e-05-0j -2.2455e-06-0j -5.20129e-06-0j -0.0471046-0j -0.00429146-0j -0.000223273-0j -1.02493e-07-0j 0.00509351-0j 2.5501e-05-0j -0.00679896-0j -6.12978e-07-0j 4.04012e-05-0j 0.0265686-0j -2.79785e-08-0j 0.000735185-0j 3.00532e-06-0j -4.36866e-06-0j 4.76133e-06-0j 1.37173e-07-0j 0.00383485-0j -2.27877e-05-0j -5.14851e-07-0j 2.17324e-07-0j -2.68556e-06-0j -2.34996e-08-0j -1.22578e-07-0j 
0.000502504-0j -0.000149167-0j -3.5603e-05-0j -3.55176e-05-0j -0.0704535-0j -0.0702847-0j -4.78152e-05-0j -4.15442e-07-0j 0.00121639-0j -3.38677e-05-0j 0.447013-0j 1.05687e-05-0j 0.000861578-0j 0.00388388-0j 0.316622-0j 1.78658e-05-0j -5.91789e-07-0j -0.000428503-0j -3.78823e-05-0j 1.82342e-06-0j 1.74345e-05-0j 0.00510291-0j 1.41938e-05-0j -2.214e-05-0j -0.0574911-0j 0.000908591-0j -6.03992e-08-0j -3.86634e-06-0j -0.000418161-0j -0.00016903-0j 1.77941e-06-0j -0.0108201-0j 0.00053102-0j 0.00190435-0j 0.00497974-0j 0.121903-0j -2.25966e-06-0j -0.00632374-0j -0.0561035-0j 0.0712454-0j 1.42031e-05-0j 2.28369e-07-0j -0.000329838-0j 1.87142e-06-0j 2.57112e-05-0j 2.56496e-05-0j 0.0037033-0j -5.30341e-06-0j -4.8423e-07-0j -3.3664e-05-0j 1.82114e-05-0j -0.0174955-0j 3.00902e-08-0j -0.000597092-0j -1.187e-05-0j -0.00833332-0j 5.95446e-05-0j -0.000595661-0j 3.38775e-06-0j -5.41277e-07-0j 1.12453e-05-0j 3.37963e-06-0j 0.00670392-0j -0.000422923-0j -0.000281307-0j -6.09405e-05-0j -6.38028e-08-0j 0.00668785-0j 0.000275657-0j -0.00013399-0j 2.39956e-06-0j -6.07944e-05-0j -0.000126257-0j -0.0316713-0j 1.14771e-06-0j -1.56401e-06-0j -0.0150854-0j 0.00474842-0j -0.0315954-0j -4.31644e-05-0j 0.000596478-0j -0.0150493-0j -0.00309497-0j 2.81341e-05-0j -0.022433-0j 0.00028411-0j 0.0146216-0j -0.0106851-0j 0.00696443-0j 
0.00351753-0j 0.0471962-0j -0.0243694-0j -0.0225491-0j -0.00349516-0j -0.00323409-0j -0.000334706-0j -0.000406413-0j -0.269285-0j 0.000468978-0j 0.000709564-0j -0.326975-0j 0.377312-0j 0.000861578-0j -0.000994215-0j 0.00012506-0j 0.000569639-0j -0.000985945-0j 8.93474e-05-0j -0.0024689-0j 0.000116918-0j 0.0239661-0j -0.0044909-0j 6.12736e-05-0j -2.95093e-05-0j -0.000704393-0j -0.0112456-0j -0.00176387-0j -0.000921752-0j 0.109164-0j -0.00230815-0j 0.0171222-0j -0.000483066-0j -0.000134412-0j 0.0224057-0j -2.10824e-05-0j -0.00120964-0j 0.0117422-0j -2.7588e-05-0j -1.44581e-05-0j 9.94216e-05-0j -0.000219822-0j -0.000758926-0j -0.0012604-0j -0.000182913-0j -0.00016925-0j -0.000180772-0j 0.00167799-0j -0.000157048-0j 0.0149825-0j 0.000256291-0j 0.00267199-0j 0.00278675-0j 0.00139625-0j -0.000274016-0j -2.11851e-06-0j 0.000399686-0j 0.00129195-0j 0.00231884-0j -0.0331263-0j 0.00119881-0j 0.00214563-0j 0.000332578-0j -0.00195637-0j -0.00590779-0j -0.0275643-0j 0.00199095-0j 0.000307735-0j 0.00209168-0j 4.68404e-06-0j -0.00324908-0j -0.0255053-0j 0.00028555-0j -0.00491585-0j -0.0236666-0j 0.00347379-0j 3.89757e-06-0j -0.000465996-0j -0.00454865-0j 0.0386221-0j -0.00422073-0j 3.60644e-06-0j 0.000498225-0j -0.0412932-0j 0.00688791-0j 3.34644e-06-0j -0.00736428-0j -5.46114e-06-0j 5.83883e-06-0j 
0.0037309-0j 0.0248476-0j 0.0767138-0j 0.026105-0j 0.0110026-0j 0.00374408-0j 0.000177977-0j 0.000635032-0j 0.143189-0j 0.000117655-0j -0.000377304-0j 0.510909-0j 0.094658-0j -0.00134624-0j -0.000249424-0j 0.000132647-0j -0.000150349-0j -0.00104575-0j 8.87353e-05-0j -0.00261866-0j 0.000401723-0j 0.0254199-0j 0.00118531-0j 0.000266684-0j -3.12993e-05-0j -0.000699568-0j 0.00296813-0j -0.00175178-0j -0.00316709-0j -0.0288123-0j -0.00793068-0j 0.0170049-0j -0.00210248-0j 3.54763e-05-0j 0.0769847-0j -2.0938e-05-0j -0.00526479-0j 0.0511064-0j -9.47906e-05-0j -6.29269e-05-0j 0.000105453-0j -0.00011573-0j -0.000804963-0j -0.00133685-0j -0.000288666-0j -9.82303e-05-0j -0.000191737-0j 0.000883417-0j -7.7419e-05-0j 0.0158913-0j -0.000190828-0j 0.00283408-0j 0.00146715-0j 0.00220351-0j 0.00023726-0j -2.24702e-06-0j 0.000210424-0j 0.000749832-0j 0.00365951-0j -0.0174401-0j 0.000590971-0j 0.0012453-0j 0.000524862-0j 0.00145667-0j -0.00311029-0j -0.0435009-0j 0.000981464-0j 0.000178605-0j -0.00181111-0j 2.46602e-06-0j 0.00241919-0j -0.0148029-0j 0.000140766-0j -0.00775801-0j -0.0116668-0j -0.00300782-0j 6.151e-06-0j 0.00034697-0j -0.00263998-0j -0.0287571-0j -0.00208066-0j 2.09313e-06-0j -0.000431394-0j 0.0357543-0j -0.00512858-0j 1.64967e-06-0j 0.00637646-0j 4.06623e-06-0j -5.05563e-06-0j 
0.000177662-0j -0.00370516-0j -6.33481e-05-0j 1.29253e-05-0j -0.125358-0j 0.0255775-0j 8.47509e-06-0j -5.19322e-05-0j -0.000215602-0j 6.11764e-06-0j -0.0792316-0j 0.00132113-0j -0.00015563-0j 0.485502-0j -0.0571924-0j 6.3165e-06-0j 7.36925e-06-0j -0.000151499-0j 5.73694e-05-0j 6.44675e-07-0j -3.19302e-05-0j 0.00180415-0j -0.000176749-0j 2.6597e-06-0j -0.0203262-0j -0.00137598-0j 7.52121e-07-0j 5.85524e-06-0j 0.000765832-0j 0.00210484-0j -3.25886e-06-0j 0.0163861-0j -6.37919e-05-0j -0.0237139-0j -0.00912005-0j -0.184612-0j 2.71455e-07-0j 0.000759678-0j 0.10275-0j -0.00855879-0j 5.02155e-06-0j 5.67244e-06-0j -0.000116615-0j 6.61647e-07-0j -2.29348e-05-0j 4.67953e-06-0j 0.00130931-0j -0.000131731-0j 5.15198e-05-0j -1.1902e-05-0j -1.65552e-05-0j -0.00618559-0j 7.4741e-07-0j 0.000532614-0j 1.06817e-06-0j -0.00294627-0j 0.00147903-0j -0.000108673-0j -3.02192e-06-0j -1.34448e-05-0j -0.00119644-0j 6.16582e-07-0j -0.00597998-0j 0.000384461-0j -0.00698737-0j 5.43597e-05-0j 6.78833e-06-0j 0.00122013-0j -2.48062e-05-0j -0.00332817-0j -2.18134e-06-0j -1.10914e-05-0j 0.0134332-0j 0.0282512-0j -0.000122112-0j 1.40744e-07-0j 0.0134564-0j -0.00431658-0j -0.00576428-0j 3.92389e-05-0j -0.0634625-0j -0.0027456-0j 0.000278514-0j -2.53177e-06-0j 0.0203928-0j -0.030228-0j -0.00131579-0j 0.00971336-0j -0.000626725-0j 
-0.00321172-0j 0.00228746-0j -0.000231263-0j -0.00428132-0j -3.338e-05-0j -0.000617955-0j 0.0223288-0j -0.135793-0j -2.70839e-05-0j -0.712988-0j -2.257e-06-0j 0.000164711-0j 0.000864825-0j 1.37259e-05-0j 7.20687e-05-0j -0.000114188-0j 0.000654718-0j 0.00277362-0j -8.15797e-05-0j -1.16542e-05-0j -0.00213583-0j -2.37891e-06-0j -0.0159031-0j -0.00155769-0j -1.40179e-07-0j 0.00198157-0j 6.68219e-05-0j -8.32619e-06-0j 0.0518794-0j 1.364e-05-0j -0.000217988-0j -1.69958e-06-0j 0.0378363-0j 8.03742e-07-0j -4.44965e-05-0j -1.00148e-07-0j -0.000158981-0j -3.24519e-05-0j -2.62198e-06-0j -1.91225e-06-0j -9.0778e-05-0j 0.000503966-0j -1.46492e-05-0j 0.0017432-0j -8.37274e-05-0j -0.00155002-0j 0.00025161-0j 8.13271e-05-0j 0.000360051-0j -1.49513e-06-0j 0.00267352-0j -1.76203e-07-0j -0.00967762-0j -1.35114e-05-0j -0.0027604-0j -8.04253e-09-0j -0.00139684-0j -0.000250134-0j 0.00160781-0j 8.30041e-06-0j 5.81029e-05-0j 0.029765-0j 0.000232068-0j 0.000431438-0j 9.78213e-07-0j -1.37901e-06-0j -0.00691403-0j 0.00429621-0j -0.000445457-0j 4.46491e-08-0j -0.0513395-0j -2.55292e-05-0j -0.000997954-0j -1.62517e-07-0j 5.9301e-06-0j 0.0530077-0j -7.41787e-09-0j -0.00741022-0j -3.00864e-06-0j 4.40334e-05-0j 6.98869e-07-0j -1.37325e-07-0j 0.00765101-0j -4.54643e-05-0j 5.18939e-06-0j 3.18989e-08-0j -5.35802e-06-0j 2.36862e-07-0j -2.44559e-07-0j 
-0.000293128-0j -0.0119654-0j -2.1107e-05-0j -1.95303e-05-0j -0.0417679-0j -0.038648-0j 2.78922e-05-0j 3.38677e-05-0j -0.000709564-0j -3.90815e-05-0j -0.260758-0j -0.000861578-0j 0.000994215-0j -0.316622-0j 0.365364-0j -1.04217e-05-0j -4.747e-05-0j 0.00024996-0j -7.44562e-06-0j -1.06366e-06-0j -9.74316e-06-0j -0.0029767-0j 0.00113855-0j -5.10613e-06-0j 0.0335365-0j 0.00017858-0j -4.84488e-06-0j -7.59915e-07-0j 0.000233686-0j -0.0135586-0j -9.94407e-07-0j -0.00212665-0j 0.000122468-0j 0.152756-0j -0.00278289-0j 0.0239596-0j -5.21142e-07-0j -0.00145844-0j 0.031353-0j 0.0164313-0j -8.28514e-06-0j 1.83185e-05-0j 0.000192406-0j -1.09166e-06-0j 1.52427e-05-0j 1.41042e-05-0j -0.00216026-0j -0.00042541-0j 1.30873e-05-0j 1.96373e-05-0j -2.13576e-05-0j 0.0102057-0j 2.41367e-06-0j -0.000353982-0j 2.28347e-05-0j 0.0048611-0j 0.00477633-0j -0.000327541-0j 2.00841e-06-0j -4.34182e-05-0j -0.000303927-0j 1.85839e-06-0j 0.00397437-0j 0.000495987-0j -0.0225648-0j -3.61281e-05-0j 1.72441e-06-0j 0.0036775-0j -0.000530289-0j -0.0107479-0j -2.81411e-06-0j -3.34295e-05-0j 0.00341238-0j -0.0187761-0j -3.10195e-05-0j 3.00873e-06-0j -0.00894331-0j -0.00556875-0j -0.0173736-0j 5.06214e-05-0j -0.0161211-0j -0.00827527-0j 0.00595388-0j -5.41224e-05-0j 0.0263084-0j -0.00767868-0j -0.0281279-0j 0.012531-0j -0.0133977-0j 
-0.000310909-0j -0.00629944-0j 6.64437e-05-0j 2.26102e-05-0j 0.131483-0j 0.0447425-0j -1.48314e-05-0j -5.29193e-05-0j 0.000377304-0j -9.80457e-06-0j 0.138655-0j 0.00134624-0j 0.000249424-0j 0.494731-0j 0.0916607-0j -1.10539e-05-0j 1.25291e-05-0j 0.000265123-0j -7.39461e-06-0j -1.12818e-06-0j -3.34769e-05-0j -0.00315726-0j -0.000300505-0j -2.22237e-05-0j 0.0355708-0j 0.000177357-0j 1.27874e-06-0j -7.54709e-07-0j 0.00080293-0j 0.00357861-0j -3.41672e-06-0j -0.00211209-0j 0.000533027-0j -0.0403179-0j -0.00956184-0j 0.0237955-0j -2.2682e-06-0j -0.00634764-0j 0.107727-0j 0.0715147-0j -8.78771e-06-0j 9.64419e-06-0j 0.000204077-0j -1.15788e-06-0j 2.40555e-05-0j 8.18586e-06-0j -0.0022913-0j -0.000223967-0j 6.45158e-06-0j 2.08285e-05-0j 1.59023e-05-0j 0.0108248-0j 1.27073e-06-0j -0.000558641-0j -1.97717e-05-0j 0.00515598-0j 0.00251461-0j -0.0001901-0j 3.16959e-06-0j -2.28585e-05-0j -0.000149825-0j 1.07858e-06-0j 0.0062722-0j -0.0003693-0j -0.0118798-0j -5.7016e-05-0j 8.50071e-07-0j 0.00213437-0j 0.000459158-0j -0.00565849-0j 2.09532e-06-0j -1.9402e-05-0j 0.00168218-0j -0.0296318-0j -1.52915e-05-0j -2.60515e-06-0j -0.014114-0j 0.00414636-0j -0.0100834-0j -3.76915e-05-0j -0.00794711-0j -0.00480285-0j -0.00515525-0j 4.68626e-05-0j -0.0195886-0j -0.00378531-0j 0.0243549-0j -0.00933031-0j 0.0116006-0j 
-0.00217636-0j -0.043908-0j -0.0148359-0j 0.0727379-0j -0.00212783-0j 0.0104324-0j -0.00010382-0j -0.000372032-0j -0.0835272-0j -8.72001e-05-0j 0.000220094-0j -0.299314-0j -0.0701559-0j 0.000788692-0j 0.000184861-0j -7.73771e-05-0j 0.00026568-0j 0.000610023-0j 0.000164069-0j 0.00152755-0j 0.000371099-0j -0.0148283-0j -0.00209456-0j 0.000459515-0j 1.82579e-05-0j -0.00129348-0j -0.00524497-0j -0.003239-0j -0.00292565-0j 0.050914-0j -0.00732611-0j 0.0314416-0j -0.00362271-0j -6.269e-05-0j 0.071116-0j -3.87138e-05-0j -0.00907159-0j 0.0880598-0j -8.75646e-05-0j -0.000108427-0j -6.1514e-05-0j 0.000204506-0j 0.000469562-0j 0.000779832-0j 5.58261e-05-0j -0.000273705-0j 0.000111847-0j -0.00156108-0j -0.000433631-0j -0.00926993-0j 4.68894e-05-0j -0.00165321-0j -0.00259259-0j -0.000426144-0j 0.000244583-0j 1.31076e-06-0j -0.000371839-0j 0.00208931-0j -0.000707725-0j 0.0308183-0j 0.00331009-0j 0.00346985-0j -0.000101505-0j -0.000357926-0j 0.00549618-0j 0.00841279-0j 0.00549727-0j 0.00049766-0j -0.00186701-0j -4.35769e-06-0j -0.000594431-0j -0.0412464-0j 0.000788442-0j 0.00150035-0j -0.0653466-0j -0.00310066-0j -1.18956e-06-0j -8.52557e-05-0j -0.00735593-0j 0.00706605-0j -0.011654-0j 5.83221e-06-0j -0.000444709-0j 0.0368578-0j 0.00126017-0j 9.23997e-06-0j 0.00657327-0j -9.99135e-07-0j -5.21167e-06-0j 
0.000181363-0j 0.0111317-0j -1.28498e-05-0j 6.30001e-05-0j -0.025428-0j 0.124669-0j 8.65165e-06-0j 3.10026e-05-0j -0.000220094-0j 7.26667e-06-0j -0.0808823-0j -0.000788692-0j -0.000184861-0j -0.289837-0j -0.0679344-0j 6.44809e-06-0j -2.214e-05-0j -0.000154655-0j -1.36724e-05-0j 6.58106e-07-0j -3.09249e-05-0j 0.00184174-0j 0.00053102-0j -3.82929e-05-0j -0.0207496-0j 0.000327928-0j -2.25966e-06-0j -1.39544e-06-0j 0.000741722-0j -0.00632374-0j -3.15626e-06-0j -0.00390519-0j 0.000918441-0j 0.0712454-0j -0.00883292-0j 0.0439972-0j -3.90826e-06-0j -0.0109374-0j 0.0995147-0j 0.123225-0j 5.12617e-06-0j -1.70422e-05-0j -0.000119045-0j 6.75432e-07-0j -4.65218e-06-0j 2.28088e-05-0j 0.00133659-0j 0.00039577-0j 3.61359e-05-0j -1.215e-05-0j -3.90745e-06-0j -0.00631446-0j -2.2455e-06-0j 0.000108038-0j -2.03819e-05-0j -0.00300765-0j -0.00444355-0j -0.000529688-0j -6.12978e-07-0j 4.03931e-05-0j -0.000839184-0j 3.00532e-06-0j -0.001213-0j 9.07426e-05-0j 0.0209927-0j 1.10265e-05-0j 4.76133e-06-0j 0.00594713-0j 0.00047333-0j 0.00999908-0j -5.14851e-07-0j -5.40611e-05-0j 0.00942203-0j 0.00573059-0j -8.56489e-05-0j -2.68556e-06-0j 0.00272955-0j -0.00101882-0j -0.0280961-0j 9.26138e-06-0j -0.0445125-0j -0.0133825-0j -0.00531436-0j 4.8309e-05-0j 0.00481323-0j -0.0212019-0j 0.0251066-0j 0.0022926-0j 0.0119586-0j 
0.000567757-0j 0.0191277-0j -0.00393342-0j -0.0728183-0j -0.000564147-0j -0.0104439-0j 2.70839e-05-0j -0.000164711-0j 0.0217901-0j -0.000864825-0j -5.74169e-05-0j -0.132517-0j -0.695786-0j 0.000349181-0j 0.00183339-0j 2.01857e-05-0j -0.000115739-0j -0.000159139-0j 1.44214e-05-0j -0.0003985-0j 0.000377566-0j 0.00386832-0j 0.000912457-0j 0.000275363-0j -4.76303e-06-0j -0.000113695-0j 0.00228488-0j -0.000284702-0j -0.00297664-0j -0.0221798-0j -0.00745377-0j 0.00276366-0j -0.0021709-0j 2.73098e-05-0j 0.0723553-0j -3.40287e-06-0j -0.00543613-0j 0.0527696-0j -8.90905e-05-0j -6.49748e-05-0j 1.60474e-05-0j -8.90894e-05-0j -0.000122497-0j -0.000203438-0j 1.4801e-05-0j 0.000274008-0j -2.9178e-05-0j 0.000680056-0j -6.36485e-05-0j 0.00241829-0j -0.000472616-0j 0.000431281-0j 0.00112941-0j -0.000112983-0j 0.000487974-0j -3.41945e-07-0j 0.000161985-0j -0.00209162-0j -0.000187637-0j -0.0134254-0j 0.000485856-0j -0.00347368-0j -2.69117e-05-0j 0.00360768-0j -0.00239431-0j 0.00223046-0j 0.000806892-0j -0.00049821-0j -0.00372491-0j 1.89835e-06-0j 0.0059915-0j 0.041292-0j 0.000115728-0j 0.000397784-0j -0.0095916-0j -0.00618619-0j -3.15386e-07-0j 0.000859326-0j 0.00736406-0j -0.0712215-0j -0.00171058-0j -5.83866e-06-0j -0.000887249-0j 0.0735359-0j -0.0127017-0j 1.35625e-06-0j 0.0131145-0j 1.00707e-05-0j -1.03979e-05-0j 
-4.73131e-05-0j -0.00484932-0j -3.40683e-06-0j -6.30698e-05-0j -0.00674167-0j -0.124807-0j -2.257e-06-0j 1.37259e-05-0j 5.74169e-05-0j 7.20687e-05-0j 0.0211001-0j -0.000349181-0j -0.00183339-0j -0.128321-0j -0.673754-0j -1.68214e-06-0j 9.6449e-06-0j 4.03456e-05-0j -1.20178e-06-0j -1.71683e-07-0j -3.14638e-05-0j -0.000480462-0j -0.000231329-0j -2.29469e-05-0j 0.00541305-0j 2.88243e-05-0j 9.84379e-07-0j -1.22656e-07-0j 0.000754647-0j 0.00275483-0j -3.21126e-06-0j -0.000343259-0j 0.000550373-0j -0.0310368-0j -0.00898685-0j 0.00386727-0j -2.34201e-06-0j -0.00655422-0j 0.101249-0j 0.0738421-0j -1.33729e-06-0j 7.42412e-06-0j 3.10558e-05-0j -1.76203e-07-0j -1.23342e-06-0j -2.2834e-05-0j -0.000348682-0j -0.00017241-0j 5.30405e-06-0j 3.16962e-06-0j 3.93847e-05-0j 0.00164728-0j 9.78213e-07-0j 2.86437e-05-0j -4.06645e-05-0j 0.00078462-0j 0.00193575-0j 0.000530274-0j -1.62517e-07-0j -1.75965e-05-0j -0.000123176-0j -3.00864e-06-0j -0.000321601-0j -0.000914631-0j -0.00914509-0j 2.92344e-06-0j 6.98869e-07-0j -0.00595371-0j 0.000944351-0j -0.00435592-0j 5.18939e-06-0j 5.41208e-05-0j 0.00138297-0j 0.00151934-0j -1.25716e-05-0j -5.35802e-06-0j 0.00072368-0j 0.0102691-0j 0.0281271-0j -9.33491e-05-0j -0.00653357-0j 0.0133973-0j -0.0106028-0j 9.63824e-05-0j -0.0485144-0j -0.00311202-0j 0.0500909-0j -0.023108-0j 0.0238589-0j 
