0.0055211-0.00955059j -0.00783654-0.0044738j -0.0081374-0.0038673j 0.00496169-0.00716792j -0.00533856+0.000692508j 0.00440128+0.00309413j 0.0049721-0.00906663j -0.00786886-0.00556838j 0.00759531+0.00628847j -0.0016725+0.00425639j 0.00101078+0.0102113j -0.000859304-0.00475598j -0.00338913+0.00205833j 0.00443881+0.011172j 0.00597844+0.00284781j 0.000240218+0.00219592j -0.00126937+0.00335246j -0.00306624+0.00652606j 0.00193886-0.000572864j -0.00364417-0.00116744j 0.000825958-0.0017311j -0.00553627-0.00701966j -0.00465803-0.00505063j -0.00768105-0.00812282j 0.00592457+0.00124503j -0.000513121+0.00529598j -0.00482723-0.00528608j -0.00226338-0.00171223j 0.0035785+0.00205098j -0.00160004-0.00705238j 0.0038084-0.00111925j 0.00472156+0.00322212j -0.000523196-0.00362204j 0.00219188+0.00343009j 0.000148623-0.00144171j -0.00308097+0.000328977j -0.00457609-0.00680333j -0.00203944+0.00574023j -0.00236719-0.000326246j 0.00145588+0.00054779j 0.00806469+0.00090319j 0.00504947+0.00251026j 0.000947246+0.0011508j 0.00712048-0.000269736j 0.00183003+0.000624327j -0.0040109-0.00309877j 0.00268979-0.00265246j -0.000997963-0.00250325j -0.00607784-0.00509863j 0.00195171+0.00286447j 0.00312241+0.00111091j -0.00151867-0.00648624j -0.00282709-0.00250198j 0.00535711+0.00124202j 5.7633e-06+0.000911777j 0.0044691+0.00543229j -0.00521087-0.00626066j -0.000250993+0.0150546j 0.00697095-0.00149535j 0.00174387+0.00140968j -0.00858011+0.0184253j 0.000677231-0.00506403j -0.00435958+0.00546314j 0.00482751+0.0054273j -0.00193995-0.00188203j -0.000181803+0.00266554j 0.0028366-0.0146431j 0.00984284-0.00287671j 0.002494-0.0130789j 0.00469752-0.00624548j 0.00161006-0.00663975j -0.00861491-0.00790384j -0.0125047+0.00390964j -0.00412287-0.0189578j 0.0146307-0.0091012j 0.01062+0.00543977j 0.00796131+0.0304j 0.0516599-0.0133872j -0.00665614-0.0627037j 0.0341216+0.0326586j -6.33944e-08-0.0190403j -0.0118444-0.00212476j -0.00953325+0.00995149j 0.00418176-0.00727697j -0.014031-0.00261082j 0.0152111+0.000273164j 0.000282633+0.0149691j 0.0280035+0.0120051j 0.0462322-0.00298497j -0.0140491-0.0161544j 0.0807099-0.0119561j 0.0201818+0.076471j 
-0.00505572+0.0025407j -0.00154393-0.00184512j 0.000659302-0.00334836j -0.0186346+0.00112398j -0.00305103-0.00672914j -0.00535777+0.00140425j -0.00662828-0.0120313j -0.00612415+0.00586925j 0.0240309-0.0138623j -0.00211611-0.00523069j -0.0159915+0.00216531j -0.00426346-0.00967558j -0.00418683-0.00504295j -0.00234935-0.00546679j -0.000952294-0.00712664j 0.000679896+0.00639245j -0.0105728+0.00361055j 0.012243+0.00611356j 0.0103618+0.00426422j -0.00423666-0.00390845j 0.0195827+0.0193309j -0.00495558-0.00871535j -0.00859601+0.0212189j -0.0117138+0.00333825j -0.00178339+0.0164734j -0.00420726+0.00544586j 0.00766293+0.00384422j 0.00784013+0.00557312j -0.00830399+0.0275107j 0.00215188+0.0139194j 0.0206387-0.0161296j 0.0109486+0.00833464j -0.0137771-0.00746154j -0.0131187-0.0117812j 0.00566812+0.00423292j -0.00407304-0.00705908j 0.0213261-0.000740395j 0.00859161-0.00858377j 0.0111513-0.0033102j -0.00178099-0.0111007j -0.000570504+0.0191169j 0.00687463-0.00845293j 0.0199926-0.00265208j 0.00242735-0.00157076j -0.0127261+0.00388447j -0.00415708-0.0157909j 0.0109297+0.0088338j 0.0260185+0.0150505j 0.00700974+0.0138876j -0.0050027+0.0119566j -0.00909688-0.0234361j 0.00152225+0.0133181j -0.0237606-0.000404371j -0.0130883-0.0200803j -0.000657705-0.00374501j -0.0123833-0.000806461j 0.00288432-0.00123282j -0.0144365-0.0224376j -0.00954732-0.0194995j 0.00104484-0.00427621j 0.00541828+0.00507417j -0.0125434-0.00966106j -0.0062857-0.0154725j -0.00369054-0.00622442j 0.00488037+0.00628368j 0.0141253-0.00417769j 0.000721974+0.00151915j 0.00153084+0.0120281j 0.0182325-0.00502437j -0.0109735-0.00864195j 0.00283815-0.00876111j -0.00696947+0.0104542j 0.00332269-0.00306467j 0.00113158-0.00617134j -0.0112122+0.00985488j 0.00246374+0.00701781j 0.0213707-0.00738871j 0.00143964+0.00343082j 0.00140276+0.0016954j 0.00379865-0.000453095j 0.00172389-0.00339251j 0.00386571-0.0107814j 0.00941751+0.0080793j 0.0164816-0.00181526j -0.00605196+0.00241636j 0.000793938-0.00478296j 0.0054309+0.00557773j 0.0165689-0.00577245j 0.0101185+0.00211945j -0.00189976-0.00253297j -0.0047181+0.00115573j 0.00502491+0.00163431j 
0.000977578+0.00328542j -0.00245315+0.000186634j 0.00372701+0.00191547j 0.00632861+0.00269187j -0.00490169+0.00809602j 0.00539653+0.00224796j 0.00605365+0.00139451j 0.00820891+0.00544915j -0.00242465-0.00813657j -0.00582891-0.00598539j 0.000670827+0.0012829j 0.00183784+0.00436217j -0.00441944-0.00890851j -0.00623962+0.00614938j 0.00537302-0.00220019j 0.0129749+0.000731898j 0.00532049+0.00928085j -0.00208501+0.00700422j 0.0117078+0.0268599j 0.00310755-0.00238674j -0.00352318-0.00308324j -0.00269133+0.00862341j 0.00758792-0.000431669j 0.00370722+0.0196435j 0.00369525+0.0260011j 0.0138044-0.0065618j 0.00262784+0.00481176j -0.00220971+0.0155811j -0.00929728+0.00307147j -0.0108497+0.00912946j -0.00474451-0.00305515j -0.000714796+0.000248707j -5.8957e-05-0.00662553j 0.00396209-0.0112686j -0.00499123-0.019102j 0.0175632+0.0218322j -0.00935923-0.0264939j -0.000132679-0.0111187j -0.0190888-0.0174083j 0.0197378+0.00817117j 0.0347171+0.00747674j 0.000584586+0.00385981j 0.00743158+0.00399555j 0.00766183+0.000638256j 0.000128915-0.0143235j 0.00506879+0.0228538j -0.00414972+0.0164666j -0.00387419-0.00884486j -0.0137172+0.014087j -0.0150847+0.0123438j 0.00499671-0.0184689j -0.00319512+0.0304926j 0.000531905-0.00870286j -0.0142871-0.00850626j -0.00313993-0.0020047j -0.00573136+0.00927647j 0.0104038+0.0113324j -0.00101606-0.00501533j -0.0117894-0.0140478j 0.00442138-0.00791568j 0.0101955+0.0106062j -0.008577+0.00143544j -0.00683313-0.00572179j 4.02707e-05-0.00975211j -0.0151456-0.0180725j -0.00293168+0.0046835j 0.00384629-0.0253719j 0.00109184+0.00992903j 0.0235541-0.00477459j -0.00148355+0.00878052j 0.00845638-0.00845268j 0.000299626+0.00471464j 0.0257009+0.00273787j -0.00221374-0.00994099j -0.018514+0.00243523j -0.00931196-0.00115581j -0.000594952+0.00189849j 0.00408221+0.0105767j 0.00560471+0.0106808j 0.0129847-0.00340235j -0.00302972-0.00501736j 0.00295115-0.0163791j -0.00465674+0.00628285j 0.0168172+0.0025185j 0.00444063+0.00943807j 0.00881925-0.00171542j 0.00562889+0.00805205j -0.000267763-0.00769571j -0.00348936-0.00398887j 0.00386019-0.000302652j 0.00308522+0.00573042j 0.00254502+0.00117657j 
-0.00620677-0.00318321j 0.00567401-0.000243376j 0.00292907-0.00424465j -0.014265-0.00637101j 0.00027588-0.00018296j -0.01726-0.00779578j -0.00636634-0.0108443j 0.000277903+0.00305001j 0.00247634+0.00679115j 0.00123657-0.0056305j -0.00518677-0.00143931j 0.00354988+0.00156685j -0.00410111-0.0058722j -0.0019149+0.00286009j -0.00647287+0.00161247j 0.00103322+0.00619885j 0.00633755+0.00123822j -0.0145089+0.00429827j -0.00743714+0.0027083j 0.00127213-0.00757153j 0.0169289+0.00105121j -0.000998178+0.00526524j -0.0047151+0.000311399j -0.0238749-0.015069j -0.00141079-0.00554437j -0.000118299+0.0161862j 0.00924854-0.0107378j -0.00822762-0.00911178j -0.025379+0.000155991j 0.0012392+0.00411124j 0.00359905+0.0121824j 0.000972692+0.0136554j 0.0142054+0.0114264j 0.00755776+0.00250238j 0.00375303-0.0215042j -0.0186811+0.00718655j 0.0130555-0.00538743j 0.00109279-0.00275657j 0.00405763+0.0102821j -0.00875665-0.00413579j 0.00842726+0.000431597j -0.0176643+0.00021902j 0.00816191+0.0126022j 0.00482118+0.023959j -0.0225054-0.0180333j -0.014291+0.00198714j -0.0112-0.00793053j 0.00459785-0.0158479j -0.000981532-0.00196287j 0.0082383-0.0141574j 0.00169183+0.00776026j -0.00975433-0.00805478j 0.0102923-0.0165007j 0.0089479-0.00860756j 0.00411691+0.00022417j -0.0024169+0.0112344j -0.0190255+0.0175515j -0.0048462+0.0122118j -0.00186655-0.0135194j -0.00596004-0.00194238j -0.00159715-0.0225599j -0.00277597+0.00237541j 0.00801913-0.0200591j 0.00927568-0.0200071j 0.0285924-0.00358684j -0.00997973+0.00442929j 0.0205597-0.0160143j -0.0043823+0.0119571j -0.0081336-0.00678022j -0.00480468+0.00633529j 0.00426305+0.0168116j -0.00929315-0.0104534j -0.00955681-0.0158228j 0.0117432+0.0176589j 0.0108842-0.0100948j -0.00770529+0.00780651j 0.0031885+0.00856451j -0.0138551-0.0031161j -0.012741-0.00298644j 0.00347118+0.0035667j -0.0097211-0.00304844j 0.00310516+0.000223635j 0.00280239+0.00850466j -0.00469649+0.00509142j -0.00297199-0.000125359j -0.00955893+0.00524705j -0.00902673-0.00228489j 0.00821873-0.00509768j 0.0142288+0.00375459j -0.00800884-0.00676914j -0.0135078-0.00323931j 0.000607682+0.00498932j 
-0.00342667+0.000601432j -0.00531485-0.00321399j 0.00284471-0.00822193j -0.00745013-0.0024553j 0.00641666-0.00244256j -0.003253-0.00354357j -0.00752966+0.000936273j -0.010494+0.00268671j -0.00588436+0.00994233j 0.00420467-0.0085313j 0.00838898+0.00503958j -0.00893196-0.00552028j 0.00612209-0.00555911j 0.0107625-0.000712291j 0.00801507+0.00542715j -0.00359496-0.00772657j 0.00088714-0.00487365j 0.00517807-0.00765977j -0.00393429-0.00455414j -0.00330817-0.000502504j 0.00476488+0.00184305j 0.000440135-0.00216021j 0.00480767+0.00442603j 0.0142365-0.00763032j 0.0196887+0.0119j -0.0125764-0.010379j 0.0452005-0.018842j -0.0148655+0.00308814j 0.019812-0.0302918j -0.00397956+0.00190748j -0.0153492+0.0140241j 0.0176132+0.0118031j -0.015663+0.00817425j -0.0208013+0.0018992j -0.00333324+0.0228671j 0.00124644-0.00459363j -0.0220593+0.0168483j 0.02801-0.0103263j -0.0104307-0.00714619j 0.00935419-0.00743219j 0.000612362-0.00207223j 0.00114258+0.000625516j 0.0177029+0.000606347j -0.00120368-0.017126j -0.0139194-0.00730968j 0.00660525+0.00201519j -0.00581095+0.000407569j -0.0196137+0.00149125j -0.00272574+0.00697824j 0.00182494-0.0103153j 0.0231935+0.00170943j -0.00641239+0.0179451j 0.000553179-0.00605101j -0.00480331-0.0109577j 0.0154605+0.0129679j -0.00343369+0.0109103j -0.00834578-0.0111062j 0.0141284-0.0227623j 0.00455737-0.00353566j 0.00588966-0.00975623j -0.0158123+0.0121047j -0.00441804-0.00667646j -0.0147434+0.00826863j -0.01023+0.00862508j 0.0126761+0.00216343j 0.0169495+0.00270082j -0.0090243+0.0122328j 0.00886428+0.000782026j 0.0190047+0.00261294j -0.013113-0.00697598j 0.00381428+0.000829203j -0.0123023-0.00332998j 0.00643769-0.00868698j 0.0159749-0.00384089j -0.00718203+0.00628968j 0.00602596-0.00833971j 0.0177185+0.00217151j -0.00503925-0.00514192j 0.0118398+6.15661e-05j 0.0111355-0.00145001j 0.00893929-0.0109486j -0.00477486+0.00501921j 0.00363544+0.00928581j 0.00829595-0.00362014j 0.000303788-0.000124836j -0.00228985+0.00242515j -0.00492338+0.00858275j 0.00026254+0.00272466j 0.00427392+0.00249498j 0.000313777-0.0038052j 0.000904967+0.00051262j 0.000493757-0.00107535j 
0.00186588-0.00250957j 0.00250077-0.00381419j -0.00372616-0.00166125j -0.00642678+0.00722047j -0.00532788-0.0162049j 0.0156538+0.00228473j -0.00633668-0.0054751j 0.00748213-0.0038864j -0.0021365-0.00948721j -0.00237513+0.00382688j 0.000935399-0.000127196j -0.00239645+0.00830885j 0.00174571-0.00851963j 0.00311465-0.0101536j 0.0111038+0.00619779j -0.0050266+0.0018606j -0.010724-0.00746128j -0.00237741-0.000523618j 0.0105901+0.000624331j 0.00472849-0.00536563j 0.00454052+0.00656575j 0.00757953+0.0101969j -0.00995985+0.00291455j 0.00379373-0.00214381j 0.00662544+0.000971898j 0.00376858+0.00935138j 0.00224221+0.012755j -0.0206229-0.00834632j -0.00455077-0.00515613j -0.00519557+0.00896565j -0.00531977+0.00823786j -0.00862597-0.0106588j -0.0155384+0.0190462j -0.00546915+0.00917665j -0.0215429-0.00978104j 0.024713-0.00158539j -0.000794187+0.0172076j 0.00245055+0.00630912j -0.0149326+0.0123414j -0.0100721-0.00358417j -0.002409+0.00693192j 0.0182465-0.00307191j 0.00668117+0.0134465j -0.00619758+0.00909186j -0.0224205-0.028181j 0.0119064+0.0113502j -0.013627+0.00323213j -0.00209758-0.0131652j 7.14577e-05-0.0024785j -0.00132009+0.00244021j 0.00115177-0.00778309j -0.00617902+0.0102822j -0.0149824+0.000816133j 0.00812601-0.0122959j 0.0199318-0.0159349j -0.00310314-0.000603725j 0.00334571+0.00877576j -0.00962886-0.0107536j 0.00687585-0.00206827j -0.00225845+0.00498376j 0.000628469-0.00718934j -0.00398615+0.0205638j -0.00529261-0.0142092j 0.00913203-0.00391298j 0.00479298-0.0188492j -0.00647074+0.0254122j -0.00139418+0.00323506j 0.00826309-0.00220256j 0.0121838+0.00632243j 0.00727509-0.00200669j -0.00672612-0.0110683j -0.0186781-0.00180129j 0.00726348+0.00633285j -0.000258182+0.00947123j -0.00189959-0.0128126j 3.67024e-05+0.00792982j -0.00202878-0.00646371j -0.00117347-0.00447834j 0.000966495-0.00259362j 0.00048524+0.00504531j -0.0022753+0.00429683j -0.0102084-0.0135346j 0.00123016-0.0014794j 0.00184948-0.0118269j 0.00599537-0.00352525j -0.000677002+0.0062661j -0.00261236+0.00254105j -0.00374435+0.00161063j -0.000670257+0.00322207j 0.00469375+0.00102599j 0.00320806+0.00157948j -0.000924165-0.00427196j 
0.00358898-0.00120094j 0.00621262+0.00389732j 0.000322618+0.0010412j -0.00320011-0.00141378j -0.00561363+0.00533688j -0.0011931+0.00280402j 0.00786145+0.00366691j 0.00920712-0.00724615j -0.00470312+0.0036549j -0.00569829-0.00542612j -0.00409235+8.77383e-05j 0.00842098+0.00411661j -0.0123288+0.00962159j -0.0051324+0.00314892j 0.0122654+0.000778415j -0.00189485-0.0131438j -0.00586461+0.00140076j 0.0180723-0.00715071j -0.0149604+0.0112984j -0.0146983+0.00631508j -0.00360245-0.0101535j -0.025771-0.010334j -0.00269979-0.00436732j 0.00156528+0.000695479j -0.00996667-0.00516954j -0.0120392-0.00122163j -0.00835832+0.00248373j -0.0091895-0.010575j -0.02603-0.000355402j -0.0111816-0.00739821j 0.0069543-0.0142838j 0.00845637+0.000689899j -0.00903183+0.00727781j -0.0133998+0.0174518j 0.0204228-0.00221439j -0.02722+0.00118418j 0.00864291-0.0197711j -0.0113836-0.00413084j -0.0151251-0.000408057j -0.000421906-0.00776272j -0.0181722-0.0076377j -0.00398811+0.00403518j 0.00729679-0.0182132j -0.0255657+0.011922j -0.00209958-0.0127371j 0.0122231+0.0151j 0.00364852+0.00448793j -0.00844778+0.00296627j -0.0111396-0.00845535j -0.00691413+0.00189298j 0.00829657+0.00466982j 0.000366612-0.00398836j 0.0109402+0.00585967j 0.00104097+0.00120497j -0.00555016-0.0126611j 0.0174109-0.00572812j -0.00930254+0.0122158j 0.00678671+0.00256291j 0.00101736-0.00206894j -0.0179286-0.00398847j 0.00916904-0.0243902j 7.11899e-05+0.0162957j 0.00538625-0.0126399j 0.012136-0.00873307j -0.0116623+0.00499348j 0.00845936+0.0129283j 0.0112853-0.0148578j -0.00426761+0.00340665j 0.0025885+0.00536124j -0.00172819+0.00100937j -0.00236296+0.00344201j -0.00651756+0.00382275j -0.00588176-0.00578651j 0.00343384+0.00194048j -0.0013321-0.00323502j -0.00551961+0.00279026j 0.0179479+0.00345327j -0.00703097-0.00478861j 0.004252+0.00219795j 0.000611022-0.00292538j -0.00082356+0.0025417j -0.0039134-0.00105796j 0.00454107+0.00248969j -0.0114884-0.00525615j -0.0023291-0.00763968j 0.00444965-0.00315352j 0.00278724+0.00307117j 0.00841932-0.00363049j 0.00525515+0.00835385j 0.0014781+0.00921422j -0.00074924-0.00434789j -0.00277168-0.00672587j 
0.00874544-0.000773523j 0.00118853+0.00849509j -0.00821813+0.00280319j 0.00308983+0.00125751j -0.00415966+0.00102167j 0.00998029+0.000169674j 0.00201923-0.00677115j -0.00637349+0.00230488j 0.0145116-0.00397482j -0.0023646-0.0189734j -0.00981233-0.00123029j -0.00836407+0.00204719j 0.00967713-0.00689961j -0.00730134+0.00997923j 0.00842951+0.000146285j -0.00415205+0.00655412j 0.00108044+0.00438544j 0.00208591+0.00289901j -0.0136937-0.00579721j -0.00607026-0.0163393j -0.00257478-0.00993229j 0.00310602+0.0025494j 0.00594593-0.0103542j 0.00658992+0.0250366j -0.0222807+0.00100758j -0.00559491-0.00659262j -0.00790204+0.00542601j 0.000648047+0.0298084j -0.0235005-0.0205442j -0.0181043+0.0118399j -0.0116059+0.0130844j -0.00938637-0.0281175j 0.00780693-0.00697946j 0.0233702-0.00937744j -0.00623623-0.00641328j -0.0157234+0.0252434j 0.0219893+0.0173896j -0.00745034+0.0258254j 0.00231057+0.013801j 0.0119089-0.00611147j -0.00184631+0.0023115j -0.00421059+0.013045j 0.0187947+0.00533088j 0.0104844-0.0126388j -0.0125108+0.0208848j 0.0205206-0.0128076j 0.00108591+0.0100736j 0.0283418-0.0073178j 0.0104088+0.0235128j -0.0262369+0.0168122j 0.0138612+0.0217875j -0.00113891+0.0059412j 0.0148095+0.000903393j 0.00102669+0.00636008j -0.0134879+0.0130532j -0.0101485+0.00522938j 0.00195105-0.0166645j 0.00797361+0.0055331j -0.00511324+0.00208109j 0.008245-0.00965456j -0.0061043-0.00297668j 0.019722+0.00983128j 0.00796211-0.00448291j -0.00520222+0.0175063j 0.00399797+0.0218483j 0.0272965-0.0185917j 0.0151365+0.010815j 0.00795115-0.00757533j -0.000945098-0.0153386j -0.0118792-0.0226041j -0.0104804+0.00527959j -0.000131413-0.0117855j -0.00166051+0.00133512j 0.0136851+0.00222116j 0.0149319+0.00425248j -0.000763825-0.00932554j 0.00936476+0.00699671j -0.00737912+0.00439363j -0.000145291-0.00900873j -0.000199936-0.00283624j -0.00208308-0.0115721j 0.00113274-8.13844e-05j 0.00812099+0.0088606j -0.000559598-0.00265198j -0.00283316+0.00608436j -0.00770122-0.00185479j 0.00322861-0.0073989j 0.00735553-0.00233005j 0.00750796+0.00714499j 0.000748369-0.0109847j -0.00150401-0.00556512j -0.00187648+0.00450037j 
-0.0103528+0.00125035j -0.00278518-0.00222811j -0.000761731+0.00500529j -0.0113254-0.00617179j -0.00481671-0.00122137j -0.00728459-0.0040237j -0.00055907-0.00528421j -0.00264106+0.00329362j -0.000432045-0.00660836j 0.000575955+0.0112928j 0.00011917+0.00165319j 0.00247137-0.00196529j 0.0019645-0.00689562j 0.0090349-0.00268176j 0.0165305-0.0188291j 0.00059668-0.0226284j 0.00609023+0.00202744j -0.00109467-0.0133902j 0.0145833-0.00808226j 0.00556934-0.00511864j 0.00969366+0.00539251j -0.000166451+0.00806625j 0.00315378+0.0176536j -0.00629893+0.000817495j -0.00636715+0.0126628j -0.00358065-0.00540012j 0.00769944-0.00247392j -0.000964772-0.00519835j 0.00848469+0.00402898j -0.00756461+0.0004462j -0.0171406+0.00683424j 0.00699412-0.00203314j -0.00227418-0.00950583j 0.0113283-0.000440843j -0.0159959-0.00255179j -0.014226+0.0196845j -0.000564817-0.0185158j -0.00864358+0.00378416j -0.00388816-0.00463796j 0.0067114+0.00486994j -0.00763908+0.019121j 0.0115755-0.0109458j 0.00441068+0.00794742j -0.00954744-0.00602425j 0.00877533-0.00368051j 0.0073844+0.0167921j 0.00933628-0.00408546j -0.0134451-0.0141323j -0.00587827-0.00672951j -0.00444019+0.0138977j 0.0148457-0.0146282j -0.00555726-0.0107954j -0.00794598-0.00161709j -0.00623381+0.011243j 0.00647895-0.0101923j 0.00354573+0.0194406j 0.0073872-0.0163739j -0.0224179+0.0326791j -0.0048865+0.0147593j -0.0119487+0.0103286j -0.0109837+0.00825734j 0.00333299+0.00396492j -0.00622313+0.00746388j -0.000324565+0.00417287j -0.00769043-0.0149615j -0.00117472+0.0198272j -0.00187012-0.00975298j -0.0145035-0.0102248j -0.0120739+0.0017696j 0.00686538+0.00539973j -0.00326452+0.00834645j -0.00572158+0.000715958j -0.0231337+0.00297401j 0.00102533-0.00300925j -0.00848781-0.00337965j -0.00340813-0.0049893j 0.00420913+0.00626088j -0.000127673+0.00162729j 0.00362694+0.00302733j 0.00373265+0.00278659j -0.000411187+0.0055472j 0.00496506-0.00684748j 0.0110207-0.00358429j 0.00274015+0.00134327j 0.00145611+0.0060647j -0.00319706-0.000846064j -0.00642294-0.00392767j 0.0055899+0.0062366j 0.00598652-0.00351453j -0.010514-0.00716281j -0.00503033+0.00124756j 0.00608229+0.0081801j 
-0.00184061+0.00370344j 0.00463096-0.00169729j 0.00705642+0.00503841j 0.000879679-0.00282062j 0.00417135+0.0029813j 0.00552341-0.00493561j -0.00131204+0.000987109j -0.00206027+0.00127556j 0.00233324+0.000564125j -0.0020173+0.000765067j -0.00333874+0.00418389j 0.00512335+0.00549868j -0.00933172+0.0162486j -0.0103389+0.00365654j 0.00990519+0.00453011j -0.0103903+0.00697094j 0.00644462-0.00386918j -0.00181107-0.0117334j -0.00897717+0.0105823j 0.00662612+0.0115112j 0.00495617+0.0115111j -0.00029515+0.00448813j 0.00866361-0.00778424j -0.016013+0.00189615j -0.00831169+0.00711644j 0.0107215+0.00704171j -0.00883562+0.00583878j -0.0147514-0.0151621j -0.0165952+0.0333724j 0.00464442-0.0186613j -0.0205809-0.00462566j -0.00468314+0.0146617j -0.00819911-0.00751664j 0.010747+0.0167447j -0.0167759+0.00815149j -0.0120418-0.0234761j 0.0136145-0.00525347j -0.0154078-0.0245435j -0.0249941+0.0116771j 0.0145935-0.0119221j 0.009849-0.00611335j 0.0148327-0.0123048j -0.00343499-0.02405j 0.00631847-0.016877j -0.0117755+0.00695548j 0.0200903-0.0128319j -0.000527336-0.0139632j 0.00486737+0.000363096j 0.00194162-0.027616j 0.0163338-0.00442996j -0.00137685-0.00809236j -0.0176936+0.00546852j 0.00957618+0.00528834j -0.00866226-0.000491739j 0.0107585+0.00445155j -0.0115982-0.00298317j -0.00598794-0.00472965j 0.00311348-0.0235919j 0.00549673+0.004098j 0.00637456-0.010895j -0.0120727+0.00357444j 0.0134043-0.00561952j -0.0115535+0.0100912j -0.00355672+0.00871608j -0.0132976+0.00989574j -0.00226039-0.0207909j -0.0161908+0.0186862j -0.00748651-0.00552313j 4.71309e-06+0.00557765j 0.0260346-0.00164691j 0.00789525-0.0086323j 0.00861685-0.00321422j 0.00133638-0.00562219j 0.00518575-0.00950256j -0.00733132+0.00106209j -0.00931658-0.00178182j 0.00392323-0.0131099j -0.00426765-0.00601193j -0.0131023+0.002849j -0.00401106+0.00980467j 0.00545194-0.0015632j 0.00369525-0.00773163j 0.00911379-0.00435441j -0.00580815-0.000803574j -0.00233399-0.0016404j -0.00670469-0.00580627j -0.00197816-0.00116471j -0.0030347+0.00142823j -0.00230449+0.000394297j -0.00219004+0.000434884j -0.00675985+0.00232585j 0.00201791+0.000444511j 
0.00407004+0.00359006j -0.0118978+0.00518734j -0.00038008-0.00521085j 0.00250192+0.00139222j -0.00104663+0.0070761j 0.00160043+0.0044373j -0.00416189+0.00303136j -0.0144046+0.00515731j 0.00016368+0.00177935j 0.000859792-0.00522394j -0.00661631+0.00311612j -0.00632421-0.00332945j 0.00742818-0.0035883j -0.00940749+0.00721661j -0.0100398+0.00225791j 0.00483405-4.27743e-05j -0.0020444+0.0217454j -0.00408879+0.00569954j -0.0139877-0.01502j 0.00240887-0.0128207j -0.00442912-0.00515316j 0.00983592+0.00226701j 0.00424387+0.00967493j 0.0100016+0.00491414j -0.00841712-0.0248328j 0.00175869-0.00313267j 0.0162381+0.0126284j -0.00801845-0.00302661j 0.0144668-0.0114764j -0.0204124+0.0231521j -0.0242905+0.00377015j 0.00751957-0.0175189j -0.00866869+0.000882247j 0.00785077+0.00730707j 0.0107566+0.00209243j -0.00447583-0.0398802j -0.00623935+0.00540339j -0.013748-0.0150606j 0.00513938+0.0033679j -0.0112542+0.00605599j 0.000441727-0.00132716j -0.017859-0.00100857j -0.0101896-0.0118436j 0.00751171+0.00467477j 0.0106897-0.00482843j -0.00984408-0.000247909j -0.000557826+0.013459j 0.0156385-0.010611j 0.00862418+0.0130422j -0.0145907+0.0151823j 0.00184279-0.0185517j -0.0224898+0.00428278j -0.00480387+0.000177959j 0.00769445+0.00565468j -0.0018799-0.00994841j 0.017815+0.00191895j -0.0110048-0.000998245j -0.00413128-0.00669223j 0.00844858+0.00459476j 0.0195683-0.00244856j 0.00811539-0.00354234j 0.0147617+0.000118156j -0.0175881-0.0132844j 0.0298585+0.00416229j -0.0011575+0.0105765j 0.00955515+0.00200304j 0.00289562-0.00256964j -0.0179262-0.00511154j -0.0130435+0.0067457j 0.00811997-0.00817267j 0.00466449+0.00285841j 0.00936281-0.00238006j -0.000905748+0.00102399j -0.00219944-0.00205641j -0.0160502-0.00182595j 0.00249212-0.00428116j -0.0189783-0.00666429j 0.0143918-0.00495336j 0.00978265-0.0109593j -0.00678397-0.0133094j 0.0057489-0.00984244j -0.00415911-0.00335056j 0.0151336+0.00745475j -0.00518804-0.00382869j -0.0104975+0.00656002j -0.00769745+0.000636453j 0.00268725-0.0050451j 0.00224848-0.00446413j -0.00248716+0.00167191j 0.00604276-0.00321776j 0.0072127-0.00403972j -0.00266867+0.000437983j 
