0.0598665+1.46907e-12j 0.144411+0.0024688j 0.0804123+0.119601j -0.0218534+0.0131112j -0.0296814-0.0455959j -0.0563699-0.0356373j -0.024896+0.0021035j 0.0109857+0.113781j -0.00280481-0.0237092j -0.0328341-0.000271995j 0.0374155+0.00779034j 0.0120931+0.000220372j -0.011641-0.0996233j 0.00162554-0.0141946j -0.0179415+0.019599j 0.0054366+0.00279133j 0.0121776-0.00808086j 0.00149118+0.0078834j 0.0135204+0.00864489j 0.0176771-0.00163889j 0.00496568+0.0505796j 0.0210258+0.022607j -0.00120208-0.0120572j 0.00337171+0.00437878j 0.000160519-0.00779547j 0.0199908-0.00133266j 0.0130383-0.018854j -0.0191577+0.0158416j -0.00689038+0.0422099j -0.00707235+0.00918608j 0.0192233-0.00195989j 0.0287934+0.0281464j -0.0215132-0.00709409j 4.56379e-05+0.0026641j 0.028781-0.00566587j 0.00647384-0.0112109j 0.0314052-0.0179372j -0.00184364+0.0172653j -0.0121887+0.0204573j -0.0142237+0.0148843j -0.00540448+0.0142158j 0.0187537-0.0248132j -0.0185824+0.00647168j -0.000745854-0.00201306j -0.0291111+0.00446669j 0.015362+0.0119763j -0.00923236+6.35884e-05j -0.0178651-0.00881113j 0.0641425-0.0385499j -0.011411-0.00756787j 0.00168035+0.0256285j -0.00316322-0.0306064j -0.00337282+0.000733303j -0.00567624-0.00476884j 0.0284312+0.0136904j 0.0224093+0.0117438j -0.0406922+0.0180456j -0.0580298-0.0223353j 0.0376068+0.0161786j 0.0126683+0.0328095j 0.0129261-0.0238992j -0.0121834-0.00803533j 0.0113537-0.0412958j -0.0363727-0.0136775j -0.0264335+0.0437441j -0.0204442+0.0244091j -0.0148591+0.0873631j -0.00998085+0.0138454j 0.00290929+0.0790884j 0.199377-0.201794j 0.190512+0.269943j -0.343367-0.096104j 0.0675261-0.128616j -0.0218984+0.125764j 0.0923554+0.0125083j -0.0120277+0.00287796j 0.163853+0.020001j 
-0.00184364-0.0172653j -0.025434-0.000760188j -0.0398562-0.0185092j -0.0561404+0.0192822j -0.0430351-0.0102909j -0.0316253-0.0777179j -0.0616012-0.0651024j 0.0473961+0.0198172j -0.0691559-0.00837843j -0.0967512+0.0208862j -0.000560059+0.00448295j 0.0717094+0.0563758j -0.104984+0.0198406j 0.042446+0.0384686j -0.0592545-0.0105742j -0.0601985-0.00515343j 0.0756111+0.00470133j 0.0418211+0.0886374j -0.00515871-0.0460412j -0.156966-0.095533j 0.038592+0.0169888j 0.0304245-0.032016j -0.0934264-0.0360826j -0.0354926+0.0850649j -0.0830261-0.138099j 0.0260671-0.0859523j -0.0860862+0.0838335j 0.0334763+0.0994514j -0.0608799+0.0934673j -0.0177794+0.0212783j 0.0545165-0.0460481j 0.00629557-0.0902777j -0.0574143-0.0379598j -0.137354-0.0740698j 0.000674661-0.0544394j 0.111315-0.0463623j -0.148781+0.0274833j 0.243135+2.86886e-14j 0.0123581-0.0474611j 0.0467683+0.00799757j 0.135439+0.0376103j 0.0864779+0.0841169j -0.00244153-0.0847303j -0.119386+0.0248895j -0.0011138+0.0240602j -0.0338275+0.0398391j 0.0222208+0.0374027j 0.0455114-0.0051558j 0.06976+0.192368j -0.049077+0.0301677j 0.1439-0.0229314j 0.0165221+0.08748j 0.0926749-0.112469j -0.006596-0.0205631j 0.0297079-0.0233916j -0.0602908-0.0593077j 0.0267728-0.0358797j -0.184148+0.0849319j -0.0225046+0.00915963j -0.0494279+0.0823768j 0.0524747+0.0125345j -0.0234396-0.0329729j 0.0350611-0.0239871j -0.059662+0.0178337j 0.126687+0.0182029j -0.097132+0.0485474j -0.00704521-0.0188045j 0.100752+0.0142328j 0.0692239-0.0133519j -0.0384005+0.0161068j 0.0874555-0.0857033j 0.0329888-0.0692326j 0.0323287-0.0168923j -0.0534256-0.0256499j 0.0426565-0.00543374j -0.0245026+0.0052921j 0.00917808-0.0139662j 
-0.0121887-0.0204573j -0.0327461-0.0190387j -0.0739873-0.0196501j -0.0910525-0.026652j -0.0695766-0.045256j 0.0115542-0.028947j -0.165231-0.0484734j 0.0681593+0.00549537j -0.0723265+0.0156767j 0.0109658-0.0235423j -0.0659761-0.00669631j 0.115026+0.0045015j -0.110714-0.030269j 0.0497311-0.0470512j -0.181025-0.125223j -0.0221381+0.0552987j 0.0383665-0.00835125j 0.00656055-0.0025246j -0.0674902+0.012512j -0.123385+0.0349803j 0.0535598-0.0136721j 0.0337819+0.00130023j -0.038998-0.0451207j 0.0726648+0.147099j 0.0170582-0.0170108j 0.0270194-0.0654968j -0.0716462+0.0230011j -0.241768+0.0374136j 0.111176+0.01568j 0.0892907-0.00841326j -0.111416+0.0333553j 0.123117+0.0434364j 0.158845+0.0460455j 0.136145+0.0467056j 0.0197832+0.0734334j -0.0657834-0.129249j -0.0180037+0.0406722j 0.0123581+0.0474611j 0.0103628-1.79457e-15j -0.0980388-0.0130992j 0.00460123+0.0457728j -0.0419215+0.102783j -0.0284524+0.0838944j 0.130318-0.0302511j 0.0524819-0.00217194j 0.170848-0.0384938j -0.0923443-0.0292513j -0.105509-0.0135408j 0.0613055+0.0447841j 0.288178+0.0248244j -0.051995-0.0299033j -0.0307687+0.0748113j -0.00101281-0.0392942j 0.0311545-0.118756j 0.0927814-0.0232956j -0.0249752+0.00418535j 0.0571011-0.00828435j -0.123585-0.00346778j 0.0558253+0.0610591j -0.0408196+0.0273174j 0.0574247+0.014168j 0.0155166-0.0569361j 0.151841-0.128267j -0.0919802-0.036307j 0.122164-0.0453529j -0.106548+0.0090531j 0.0847831-0.000641243j -0.00205203-0.0170475j 0.076197+0.0335783j -0.0655074+0.0002496j 0.172831-0.0522868j -0.0209789-0.0271276j 0.0772355-0.0393974j -0.0937011+0.0234733j 0.0787048-0.0290819j -0.0444185+0.028919j 0.0165251-0.0147824j 
-0.0142237-0.0148843j 0.0201858+0.0045394j 0.0195244-0.0115138j 0.0356075-0.00108317j -0.000342395-0.0216662j 0.0217773+0.0213492j 0.0439461-0.017663j -0.0315658-0.0482836j 0.00087732+0.0231144j 0.0461066-0.0328682j 0.019835+0.0523212j -0.0430404-0.0221254j 0.08348+0.00679705j -0.0268253-0.0109216j 0.0285226+0.0428287j 0.0581448-0.014724j 0.0262042-0.00736927j 0.100856+0.0108768j -0.0600715+0.0129291j 0.0100154-0.029381j -0.0782643+0.0363779j -0.00914927-0.0266028j -0.0367654+0.0308124j -0.0663289+0.0276831j -0.109695+0.0335985j -0.0372265-0.0271028j -0.0125683+0.0917791j 0.0676877-0.0675611j -0.094972-0.0870973j -0.136051+0.0378258j -0.113353+0.00789811j 0.00549207+0.0794579j -0.00328538+0.106292j -0.0363133-0.0498205j -0.0224531+0.0209169j 0.130649+0.175283j 0.0543033-0.0879089j 0.0467683-0.00799757j -0.0980388+0.0130992j -0.359484-8.76799e-14j -0.0685916-0.0867386j 0.092523-0.196963j 0.0674473+0.0370895j 0.0104575+0.0493654j -0.0344271-0.0374424j -0.0391363-0.110374j -0.121822+0.00219073j 0.161638+0.0668475j 0.0310631-0.0856828j -0.13337+0.0543874j 0.0456685+0.142459j -0.00320807+0.0591752j 0.0989012+0.0319563j -0.0563163-0.0286233j 0.0362148+0.0139031j 0.0208268-0.0442556j -0.0756576-0.037684j 0.00471156+0.0325339j 0.0788321+0.0111753j -0.097105-0.00427082j 0.00674216+0.0302042j 0.0751594+0.0305885j -0.0267111+0.0474505j 0.0461005-0.0251798j -0.0682465+0.0182377j 0.0575892-0.00816238j -0.00252974+0.0540745j -0.0412967-0.0215608j -0.00272105+0.0261541j 0.0278879-0.0551802j -0.0527684-0.00430635j -0.0158637+0.0208143j -0.000196821-0.017517j 0.0404272-0.00042217j -0.019167-0.0184026j 0.0163188+0.00587047j 0.012736-0.0104732j 
-0.00540448-0.0142158j 0.00027768-0.00801726j 0.000907252-0.0566823j 0.0422177-0.0119946j 0.0377478+0.0259568j -0.0240725-0.0754249j 0.0513022-0.0155597j -0.0379267-0.0518246j 0.0366269-0.0358004j -0.0336+0.0134284j -0.0323767-0.0200499j 0.0423489+0.00398708j 0.0963161+0.0912732j -0.0258282+0.00175773j 0.0324702+0.0402402j -0.0160235-0.0295036j -0.0889213-0.0531563j -0.115697+0.0412687j 0.0798939+0.0129568j -0.0204669+0.0144546j -0.0572071+0.0466684j -0.0180819+0.0514054j 0.0342642-0.0415056j -0.0968629+0.115185j 0.100775-0.00833832j -0.0600873+0.00711314j 0.0650713+0.128156j 0.0607532-0.0877443j 0.0510184-0.0259576j 0.0695122-0.0532641j -0.0180392+0.113176j -0.0782087-0.117616j -0.0308276-0.0381293j 0.0107025-0.0221017j -0.0436977-0.0650025j -0.0773751+0.0254121j 0.0117508-0.0208505j 0.135439-0.0376103j 0.00460123-0.0457728j -0.0685916+0.0867386j -0.0282079-1.5132e-14j 0.00688377-0.00937743j -0.0236654-0.106673j 0.156083-0.0137341j 0.0454388-0.0607611j 0.00850397+0.0682858j 0.0111899+0.0219492j -0.0416404-0.0648035j -0.0299919-0.0909313j 0.0240032+0.0254682j 0.0181994+0.0152852j -0.0731303-0.0165467j 0.00232334-0.112242j -0.0611892-0.0258367j -0.0346341+0.0430315j -0.00766554-0.0502169j -0.0522607-0.0502096j 0.029106-0.0520359j -0.0161463-0.0355017j 0.0833369+0.0647769j 0.0169157+0.0035632j 0.0661361-0.0199479j -0.00318621-0.0408373j 0.0384965+0.0263799j -0.0431713-0.024107j -0.0146963-0.00922539j -0.00198291-0.0281232j 0.060574-0.0405955j -0.0403403+0.00364587j 0.0368513-0.00362104j 0.0117217-0.050158j -0.000696297-0.0515568j -0.0224976+0.0110063j 0.0764842-0.0353787j -0.00946356-0.00390031j 0.0198016-0.0188026j 0.0291495-0.0161795j 
0.0187537+0.0248132j -0.0117589-0.0178071j 0.0262853-0.0200196j -0.00628389+0.0135258j -0.0112624+0.0275744j -0.0138193-0.0196198j 0.0841622+0.020549j 0.00484215+0.0107313j -0.00537165-0.0580382j -0.0242611+0.0799154j -0.036772+0.040882j -0.0292703-0.0417257j 0.026565-0.0440157j 0.00578073+0.0610069j 0.0540959-0.0192005j 0.00041908-0.121636j -0.0256662-0.0132343j -0.00713528-0.031295j -0.0947021-0.00724228j 0.0781755-0.0998847j 0.026996-0.0805394j -0.124389+0.00309913j 0.000595196-0.0336241j 0.0762349-0.0686578j 0.0209357-0.016037j -0.0076835-0.0786286j 0.0935466+0.0104938j -0.0173662-0.0816084j -0.0876994-0.081932j 0.0292281+0.136545j -0.0250541+0.0892745j -0.184633-0.0226662j 0.0703386+0.00739449j -0.0290482-0.0963268j 0.0615271+0.00561514j -0.088165+0.116606j 0.0671611-0.00356625j 0.0864779-0.0841169j -0.0419215-0.102783j 0.092523+0.196963j 0.00688377+0.00937743j 0.113512+5.22082e-14j -0.0189369+0.101038j 0.0153502-0.116235j -0.0138552-0.0256288j -0.118623-0.0596551j -0.115861-0.151754j -0.0562203-0.0803337j -0.0469382+0.0312347j 0.143265+0.0316446j -0.0029637+0.00664419j 0.00461057-0.0507439j -0.00569048+0.0913413j 0.0719905+0.0529067j -0.0761693-0.0489019j 0.0328367-0.05504j -0.106772-0.0833869j 0.00884671+0.0158644j 0.000614006+0.0493996j -0.00449609-0.0201375j -0.0516005-0.0103247j -0.0611443-0.0444143j -0.0312101+0.00809997j 0.0311382+0.103342j 0.0424881+0.0095754j -0.0478433+0.0079691j -0.0461933-0.00465937j -0.00409465-0.0311569j -0.0121097-0.0155207j 0.0125115+0.0309246j -0.0309345-0.00691107j 0.00524266+0.0317035j -0.037865+0.010703j 0.0203928-0.000538294j -0.0327184+0.0445527j 0.0336358-0.0255474j -0.00650913+0.00964015j 
-0.0185824-0.00647168j 0.124208+0.0268772j 0.151598-0.0623769j 0.216171+0.0217861j 0.137683-0.0458675j -0.00204276-0.0436128j 0.2442-0.0173759j -0.148957-0.101436j 0.0300391+0.0125808j 0.049686-0.00786696j 0.124157+0.063084j -0.205554-0.00298342j 0.29451+0.00546216j 0.0161102+0.0371145j 0.0277406-0.0428604j -0.0252245+0.08907j 0.0256567+0.0163541j -0.00599974+0.0430171j 0.117491-0.157102j 0.11265-0.0249216j -0.164951+0.00364562j -0.160391+0.130957j 0.116391+0.0407555j -0.112634-0.0343346j 0.273233-0.106102j -0.00608128+0.0446427j 0.141468+0.0272925j -0.103938-0.0895616j 0.0630599+0.0466243j -0.0919124-0.0657931j 0.0619112-0.101173j -0.213076-0.0767236j 0.00483203+0.0532922j -0.117524+0.0786679j -0.09079-0.102611j -0.0369467+0.00899095j -0.069365-0.088403j -0.00244153+0.0847303j -0.0284524-0.0838944j 0.0674473-0.0370895j -0.0236654+0.106673j -0.0189369-0.101038j 0.219316+6.56419e-15j 0.0205612-0.0281615j -0.0748988-0.0187491j -0.0139213-0.0123331j 0.00938011-0.123218j 0.0225125-0.0396872j -0.0485493+0.109345j -0.137412-0.0464841j -0.167252+0.00322701j 0.0128514-0.00426439j -0.00605832-0.00767115j 0.00823289+0.00304944j -0.141311-0.0345953j 0.17497+0.00913687j -0.0925956-0.00814068j 0.105177+0.00242544j 0.0372651+0.0454465j -0.0195725-0.0440249j -0.0157055-0.0287069j 0.0553823+0.0329609j -0.0102637+0.0108112j 0.0422443-0.0361077j -0.197255+0.032846j 0.185543+0.0839289j -0.126792+0.0548134j -0.0450193-0.00986283j -0.0400446+0.015472j 0.127144-0.111207j -0.258379+0.0105928j 0.00110125+0.00243016j -0.15242-0.0137294j 0.234492-0.0300221j -0.142376-0.0398536j 0.103374+0.017057j 0.0323348+0.00764581j 
-0.000745854+0.00201306j 0.0303467+0.000146512j 0.0163027-0.00975666j 0.0201576-0.0200585j 0.0150537+0.0227411j -0.017849-0.0251939j 0.0239671-0.0160071j -0.0300997-0.0444077j 0.0274666-0.0533577j 0.0721276-0.0334139j -0.0213847-0.0735438j 0.0545365+0.0345721j 0.0728338+0.0124189j -0.00269374-0.0216337j -0.0449152-0.0172788j 0.0190749-0.035947j -0.0584313-0.128843j 0.0514602+0.0185002j 0.0684247+0.0707065j 0.0105057+0.00319188j 0.056536+0.0114435j -0.0124494+0.0778674j 0.140176+0.00467833j -0.0515008+0.0128598j -0.106254-0.0272534j -0.052608-0.0436918j -0.0783459+0.075945j 0.181661+0.0139512j 0.00807307+0.00834947j -0.0586733+0.151846j 0.0659046-0.0124413j -0.17736+0.0941774j 0.103622+0.0494664j -0.0535094+0.108566j 0.150446-0.1264j -0.00980113-0.108955j -0.0252379+0.0337413j -0.119386-0.0248895j 0.130318+0.0302511j 0.0104575-0.0493654j 0.156083+0.0137341j 0.0153502+0.116235j 0.0205612+0.0281615j -0.186207-3.90035e-13j -0.0157524+0.13954j 0.0101958-0.0409168j 0.0153737+0.0427561j 0.109604-0.00478032j 0.0524615+0.0136468j -0.0890287-0.0612588j -0.0317316-0.000572281j 0.0986359+0.0192241j 0.0144489-0.0338021j 0.00747047-0.00799373j 0.0151069-0.0732976j 0.0223741+0.0265521j 0.0249023-0.0268553j 0.157434-0.000577321j -0.0194503+0.00550859j -0.0206618-0.026747j 0.0445617+0.0462551j -0.029594-0.0282307j -0.0440397-0.00990212j 0.0283409-0.0157109j -0.0490368-0.037326j 0.0310328-0.0105596j 0.0288486+0.00364708j 0.0540486-0.0375576j -0.00673613+0.0315512j 0.0176642+0.00420011j -0.00771085-0.0130602j 0.00335812-0.00656387j -0.0192296-0.0116551j 0.0556086-0.0208847j -0.0157895-0.00592465j 0.0143762+0.0124096j 0.00480938+0.00584113j 
-0.0291111-0.00446669j -0.0828226-0.0352547j -0.12236+0.0193175j -0.131401+0.0149741j -0.0828513+0.0391077j 0.0369183+0.0136833j -0.175619+0.015608j 0.151223+0.0312717j 0.00638096-0.0592443j -0.063903-0.0747848j -0.00116619+0.0421389j 0.108178+0.0802023j -0.180935-0.00913893j 0.00579445+0.0603892j -0.0280569+0.0788598j 0.0296857+0.0132949j -0.0156404-0.0727234j -0.0942379-0.00407202j -0.142788-0.181734j 0.00155445-0.0785682j -0.0253975+0.0236546j 0.122253-0.0536639j -0.176297+0.0840079j -0.0448236-0.0899475j -0.00695781-0.0710602j 0.00753858-0.0707109j 0.141474-0.0159508j 0.077492+0.0304039j 0.19702+0.0933442j -0.0432979+0.070609j 0.0687255-0.0798702j 0.135571-0.0634775j 0.0469754-0.0602731j -0.143397+0.160001j 0.1917+0.0747374j -0.21918-0.0690408j -0.0152394+0.0893003j -0.0011138-0.0240602j 0.0524819+0.00217194j -0.0344271+0.0374424j 0.0454388+0.0607611j -0.0138552+0.0256288j -0.0748988+0.0187491j -0.0157524-0.13954j 0.115217+1.28023e-15j 0.017565+0.0139397j -0.053+0.0393112j -0.0568586+0.0381854j 0.141057-0.0653677j 0.0173403+0.0372016j 0.0431755-0.0340337j 0.0463705-0.0672752j 0.0438965+0.0516086j -0.0292214+0.0288447j 0.108637-0.0467436j -0.154116+0.0298687j 0.0434363-0.00103313j -0.0480089-0.0190994j 0.079625-0.0346089j 0.0761607-0.00596985j -0.0167435+0.00963671j 0.0700905+0.043653j 0.0750442+0.0190508j 0.0329963-0.00963581j 0.109683-0.0878948j -0.114907+0.0266186j 0.0350255-0.0234351j 0.0190488-0.0312784j -0.028191-0.00862445j -0.0623445+0.0242965j 0.188052+0.0437456j -0.0065916+0.0103681j 0.103196+0.0439161j -0.151294+0.0269942j 0.0927153+0.0218838j -0.0406799-0.0225248j -0.0208196-0.0379271j 
0.015362-0.0119763j -0.0267062-0.0261825j -0.0120824-0.00480382j 0.00651652+0.00718278j 0.0128439+0.0422135j -0.0347741-0.00593262j 0.0497961+0.0384984j -0.0146991-0.0417287j -0.0486078-0.0661504j 0.00802932+0.0281765j -0.0807421-0.00292918j -0.0661205+0.0172352j 0.0693201+0.0630426j 0.00348147+0.0133164j 0.0103587+0.102397j 0.039411-0.040228j 0.0605169-0.0803043j -0.0680689+0.0897383j -0.127933-0.0151861j 0.0209016-0.0814034j -0.0836392+0.0380562j -0.163194+0.0173463j 0.139405+0.172799j 0.0311035-0.0471594j 0.0304061+0.00881805j -0.0226601-0.0148445j 0.0207439+0.0905015j -0.145474+0.0789057j -0.0130202-0.0574643j -0.0241761+0.0695122j 0.0936424-0.15238j 0.045934-0.0555851j -0.312991+0.122309j 0.166605+0.018197j -0.0189232-0.0280265j 0.0488207-0.0195048j 0.0606601+0.0675273j -0.0338275-0.0398391j 0.170848+0.0384938j -0.0391363+0.110374j 0.00850397-0.0682858j -0.118623+0.0596551j -0.0139213+0.0123331j 0.0101958+0.0409168j 0.017565-0.0139397j 0.156091-9.35987e-14j -0.00536438+0.122451j -0.0670993-0.0144161j 0.0149591+0.0428382j 0.120707-0.0128315j -0.0634537-0.116559j -0.0121133+0.0387443j 0.0603187+0.0528923j -0.0568546+0.0326703j -0.00995345+0.0269814j 0.0120037+0.0105071j 0.0764775+0.00221773j -0.0562357+0.0295388j -0.0436901-0.0427596j 0.0440137-0.00638347j 0.0105479-0.0115777j -0.0169859-0.0621217j 0.00933436+0.0702943j -0.0269427+0.0143871j 0.0446782+0.0100499j -0.0347461-0.0213134j 0.00634122-0.00776518j 0.0189234-0.103458j 0.0247165+0.00321757j 0.0304368+0.00101255j 0.032691+0.0160305j 0.00477301-0.00437j -0.0109115+0.0342957j 0.00828657-0.0116711j 0.00133245+0.0387825j 0.0230637-0.0390729j 0.0198954-0.00725185j 
-0.00923236-6.35884e-05j -0.0177464-0.000873295j 0.0107344+0.0127727j 0.00209912+0.0336124j -0.0105473-0.00336511j 0.0459251+0.0258059j 0.00627205+0.0165438j 0.0335282+0.0633305j -0.0187102+0.0594055j -0.000717843-0.048688j 0.0130035-0.0294933j -0.0108192-0.0143672j -0.0464377+0.0159795j 0.0566029+0.0250239j -0.0112245+0.164776j -0.0158164-0.0285437j -0.0683856+0.0498553j -0.0910832+0.219753j -0.0129551+0.110077j -0.0437988-0.110117j -0.10438+0.102444j 0.122283-0.00734303j -0.0561436-0.0775312j -0.105411+0.0666071j -0.185915-0.112314j -0.00316831+0.0543161j -0.0291872-0.131441j -0.100666-0.00274048j 0.106115+0.0433058j -0.0858477+0.0241108j 0.105137+0.128378j 0.0352004-0.0456302j 0.0966944-0.143502j 0.106454+0.0162711j -0.118969+0.0608194j -0.0263059+0.0827979j 0.00842592-0.100943j 0.0222208-0.0374027j -0.0923443+0.0292513j -0.121822-0.00219073j 0.0111899-0.0219492j -0.115861+0.151754j 0.00938011+0.123218j 0.0153737-0.0427561j -0.053-0.0393112j -0.00536438-0.122451j -0.0299564-7.09155e-15j 0.140613-0.0074557j -0.0467835+0.0133329j 0.0859025-0.0264413j -0.0103661+0.0270739j -0.0504588-0.0116666j -0.0236954+0.0405376j -0.062542+0.000614091j -0.0311604-0.018169j 0.0059638-0.02462j -0.00298867+0.0535838j -0.0830748-0.00543597j -0.050412-0.022526j 0.057174-0.0125451j 0.0782736+0.0195762j -0.007144+0.0227331j -0.00987574+0.041866j 0.00366681-0.00604185j -0.0239647+0.0158988j 0.0189702+0.0318202j 0.0207017+0.00922366j -0.01759-0.0104458j -0.00759051-0.0130018j -0.03224-0.0130182j -0.0218734+0.0386821j 0.0167411+0.0151307j -0.0219651-0.00414376j -0.0430478+0.0359369j 0.000684909-0.0175298j 0.000694291-0.0115778j -0.00706667-3.83811e-05j 
-0.0178651+0.00881113j 0.0394435-0.0152763j 0.0493458-0.0203431j 0.0551068+0.00905284j 0.052608-0.0193317j 0.0461174+0.00436596j 0.0405913-0.0094272j 0.0176991-0.012007j 0.0673386-0.0405612j 0.00219113-0.0935112j 0.0465296+0.0036145j -0.0187689+0.0526806j 0.14514-0.107933j 0.0257161+0.0463968j 0.0995962-0.0309818j -0.0441138-0.105085j 0.0459773+0.0418128j 0.100129+0.0797551j 0.0759449-0.00560048j 0.0757392+0.112364j 0.0773393+0.0582133j 0.0664056+0.042314j 0.17389+0.00753978j 0.0255626-0.00323565j -0.0899079+0.038733j -0.154251+0.153806j 0.0340327-0.0752091j 0.0474806+0.109077j 0.0241064+0.0322177j 0.126289-0.157033j 0.0779175-0.0152844j 0.0319316-0.0610306j 0.0436023-0.102307j 0.0734424-0.162816j -0.107004-0.0381118j -0.0547272-0.116302j 0.0671924-0.0714226j 0.0455114+0.0051558j -0.105509+0.0135408j 0.161638-0.0668475j -0.0416404+0.0648035j -0.0562203+0.0803337j 0.0225125+0.0396872j 0.109604+0.00478032j -0.0568586-0.0381854j -0.0670993+0.0144161j 0.140613+0.0074557j -0.0395273-6.92363e-14j -0.0427424-0.0156464j 0.0454906+0.0273987j 0.0406948-0.0983458j 0.103843+0.0176727j -0.0414695+0.0105659j 0.0444546+0.0608532j -0.00297412-0.0490652j -0.0306323-0.0153316j -0.0539692+0.000870327j 0.0808141+0.0484216j 0.0179035-0.0241222j -0.0263086-0.0992009j 0.0240736+0.00817272j -0.000594491-0.0287943j -0.0424744+0.0300299j 0.0484784-0.0202386j -0.07956-0.0290386j 0.0435583+0.0366157j -0.020653-0.00205258j 0.00211904-0.081089j -0.0425726+0.0189897j 0.0204437-0.0204648j -0.03916+0.0538747j -0.0249149+0.00244124j -0.046812-0.00173016j 0.0404322+0.0148087j -0.0480472-0.0226725j 0.0466963+0.00325926j 0.00205149+0.00227102j 
0.0641425+0.0385499j -0.0530938+0.00680302j -0.0359539-0.0141974j -0.0811573-0.0605823j -0.035654+0.0155498j -0.0522582+0.00122478j -0.200971-0.0519498j -0.0256534-0.0173318j 0.0803089+0.0213303j 0.0285137+0.0409836j -0.0540288-0.0761166j 0.0475994+0.0690175j -0.136426-0.021472j 0.0266942-0.0877597j -0.144817-0.0698032j -0.00149232+0.0661288j 0.0767258-0.19385j 0.179272+0.02659j -0.0354013+0.0133227j -0.0412815+0.059614j 0.057669+0.118557j -0.0287695-0.0906334j 0.00306024+0.0726275j -0.139416-0.0184961j 0.0159473-0.0970569j -0.0955635-0.0587495j -0.191672-0.103379j -0.031758-0.0660243j 0.0838428+0.0234682j 0.0918034+0.0695347j -0.0492514-0.00692875j -0.170836-0.124515j 0.092491-0.0595982j -0.0873081-0.0330407j 0.0538888+0.0423301j -0.0552975+0.0663145j 0.0708468+0.0395309j 0.06976-0.192368j 0.0613055-0.0447841j 0.0310631+0.0856828j -0.0299919+0.0909313j -0.0469382-0.0312347j -0.0485493-0.109345j 0.0524615-0.0136468j 0.141057+0.0653677j 0.0149591-0.0428382j -0.0467835-0.0133329j -0.0427424+0.0156464j -0.135485-1.07475e-14j 0.0284614+0.0205479j 0.0375127+0.0584736j -0.0414976-0.0105218j 0.0339304-0.00274549j -0.0354126-0.0445999j -0.0591067-0.00192342j -0.101789+0.0472681j 0.020096-0.0395544j -0.071429-0.0506929j -0.0684276-0.0633284j -0.0529143-0.0353854j 0.0441823+0.0487456j 0.0158701+0.0120513j 0.0283643-0.0190053j -0.0667485-0.0414276j 0.0895935-0.0897047j -0.0639751+0.01353j 0.00774926-0.0202785j 0.0538416+0.0407866j 0.0249969-0.0211419j -0.0196806+0.0725518j 0.0877364-0.059439j -0.00239464-0.0622035j 0.0662834-0.0865579j -0.00520554-0.0148323j 0.0672175+0.0381296j -0.0474042-0.00669242j -0.0183054+0.0311622j 
-0.011411+0.00756787j -0.0772625+0.00218148j -0.0608227-0.0317742j -0.0954615-0.0371597j -0.0531783-0.019437j 0.036907+0.00398612j -0.169017-0.0224023j 0.0208158+0.030167j -0.0202773+0.0311118j 0.0249729-0.0163338j -0.0870875+0.0211337j 0.137428-0.0157358j -0.101329+0.0123274j 0.0626886+0.0629869j -0.0139954-0.0175919j -0.0944589-0.0473968j 0.0531038+0.138972j -0.0612875+0.0744085j -0.0415993-0.0298867j -0.218864+0.0714806j -0.0113244+0.0124829j 0.113529-0.0353974j 0.0844291+0.0849018j 0.136034+0.0754647j -0.00805945+0.0826576j 0.109416-0.0231422j -0.171358-0.177407j -0.107367-0.319007j -0.00613398+0.184065j -0.00927941+0.0143893j 0.11243+0.0492178j 0.0200661+0.0569656j 0.0994861-0.151262j -0.120492+0.0294009j -0.0268078-0.105798j -0.093655-0.0624943j -0.0111003+0.00319777j -0.049077-0.0301677j 0.288178-0.0248244j -0.13337-0.0543874j 0.0240032-0.0254682j 0.143265-0.0316446j -0.137412+0.0464841j -0.0890287+0.0612588j 0.0173403-0.0372016j 0.120707+0.0128315j 0.0859025+0.0264413j 0.0454906-0.0273987j 0.0284614-0.0205479j -0.00148497+1.36002e-14j -0.00781959+0.0486721j -0.11868+0.0108585j -0.0453648+0.00909825j -0.038743+0.00884038j 0.111776+0.00967057j -0.0100834-0.0301372j 0.00839098-0.000731525j -0.11974-0.0119635j -0.0127381-0.0264193j -0.0425555-0.00218251j 0.0422545+0.0272567j 0.0213194-0.0233959j 0.0444082+0.0293281j -0.0393939+0.00144664j 0.125735-0.00690984j -0.114316+0.00668251j 0.0897136+0.0104538j 0.0280541-0.0220948j 0.0189939-0.0129944j -0.0517937+0.00216379j 0.138207-0.0105396j -0.0278529-0.028009j 0.0660502-0.0234217j -0.0636803+0.0327768j 0.0781035-0.00267297j -0.0547867-0.00202195j -0.00592994-0.0230082j 
