-0.0945649-0.0570195j -0.0649045-0.0660062j -0.0421371+0.0118295j 0.142578-0.0281786j 0.0200557-0.0332943j -0.0528367-0.00829218j -0.0380715+0.00952983j 0.0563624-0.0814077j -0.0228801+0.0721252j -0.0144526+0.0319712j -0.00583898+0.0261065j -0.029246-0.0118138j 0.0265648-0.0397176j 0.00300763+0.0114322j 0.0178071-0.0554536j 0.000906372-0.00252281j 0.0218517-7.61197e-05j 0.000397503+0.0829192j -0.0244872-0.0259137j -0.015094-0.011799j -0.000433345-0.00894983j 0.00237056-0.00371311j -0.00395759-0.0013594j 0.0305338+0.00899212j 0.0184948-0.0144926j -0.00324989-0.00849327j -0.0174105-0.0166521j -0.0138716+0.0465318j -0.00950726+0.0396788j 0.0254889+0.0619452j 0.015311-0.00340203j -0.0526006-0.020161j 0.0189122+0.000533144j 0.0184322-0.00363815j 0.0128801+0.0547386j -0.0843766-0.0302992j 0.0199375-0.0344502j 0.00155133-0.0627261j -0.0433305-0.0427645j -0.0390626-0.0326274j 0.0187158+0.0388608j -0.0533095+0.00711404j -0.0144839-0.0105199j -0.0375755-0.0291435j 0.0159702+0.0428494j -0.0274512-0.00688392j -0.0195097-0.0272618j -0.0260436+0.0137418j 0.0329611-0.0188046j 0.0128473+0.0354884j 0.016185+0.0230114j -0.00673846-0.0515814j 0.0395644-0.0071741j -0.011465+0.00904627j 0.0356694+0.0186533j 0.0232246-0.0515913j 0.0253855-0.0132935j -0.0156497-0.0765623j 0.0267923+0.0538489j 0.0453599+0.0339518j -0.0315038-0.0363716j 0.0357908-0.0136472j 0.062151+0.124195j 0.0896536+0.0401767j 0.100573-0.0758395j 0.133603-0.0703548j 0.237967+0.123811j 0.0808685-0.261438j 0.00615593-0.038468j -0.137767+0.0443086j -0.103314+0.0043056j -0.0464083-0.19614j 0.0258589-0.00525656j 0.0391414-0.0979106j 0.0393358+0.147641j -0.016221+0.0674151j 0.167856+0.132819j 
0.0319256+0.0302766j -0.0136063-0.0123848j 0.00965446+0.00471761j 0.00704167+0.00810382j -0.0530881-0.0507636j -0.00922135-0.0707781j -0.00663781+0.027705j 0.0776606+0.00786031j 0.0269212+0.0124293j -0.0567469+0.000363125j 0.0293917-0.0392882j 0.0291018+0.00188925j -0.0904436-0.0849189j -0.063136-0.134733j -0.0148398-0.0477714j -0.011809-0.00408138j 0.103196+0.0300525j -0.0496553+0.218612j -0.0827927+0.026824j -0.00829335+0.100889j -0.079552+0.088742j -0.0201931-0.0270306j 0.0767441-0.0574364j 0.0100572-0.0231369j -0.0526743+0.0444238j 0.130713+0.092606j -0.0252873+0.0111482j -0.114691-0.067469j 0.138157+0.0545698j -0.0581241+0.0406431j 0.139917+0.0121107j 0.0886462-0.0610213j 0.00209167+0.0586729j -0.0122013+0.121324j 0.0446758-0.0249129j -0.0129755+0.199397j -0.0220629+0.0192932j 0.033425-0.105102j -0.0416698+0.0199976j -0.0293168-0.119584j -0.0698627-0.0109653j -0.0186903-0.114159j 0.0463323-0.0517225j -0.0252775-0.100994j 0.0756889-0.0469501j 0.0645499+0.079984j 0.119485-0.0694249j -0.00269542+0.0854609j -0.0217021+0.0941082j 0.00262289+0.108668j 0.0271638-0.0866629j -0.0409127-0.161091j 0.0482943+0.0126629j -0.0711693-0.0404868j 0.0788565+0.0785459j -0.0542484+0.0673873j 0.0202742+0.0363062j -0.00126874+0.0827048j 0.0370737+0.0102283j -0.0634816+0.0250743j 0.0142463+0.0762057j -0.0302052+0.0443191j -0.0872918+0.0418998j -0.0210872+0.0144937j 0.0314427-0.0275621j -0.0498455-0.0821853j -0.00301793-0.0126794j 0.0233849-0.0482301j 0.0581584+0.0280414j 0.0583094+0.00822223j -0.0242827-0.00559622j 0.000480268-0.0653481j -0.00910118+0.0638218j 0.0152188+0.0462871j 0.00175517-0.0239169j -0.000375815+0.00627359j -0.000306119-0.0347712j 
-0.00515037-0.00571905j 0.0403736-0.00293724j 0.0165215-0.0183809j -0.00344684-0.0707522j 0.04625+0.0277457j 0.0411524+0.00364782j -0.00354894-0.000438114j 0.00191491-0.022548j 0.058309-0.0240247j 0.0109355-0.102542j -0.0611221-0.0465181j 0.0614473+0.00483464j -0.0536912-0.0668446j -0.0197269-0.020428j -0.0814683-0.00530172j 0.0731383+0.0264166j -0.0307224+0.0590757j 0.0910854+0.0249016j 0.0333549-0.0135693j 0.129259+0.0719258j 0.007684+0.0517471j 0.10151-0.000961756j 0.0443751+0.00656142j -0.0360803-0.0305591j 0.0520496-0.0741001j 0.0305101+0.027694j -0.0113902-0.102801j -0.119408-0.00192075j 0.0198503+0.0130683j 0.0136292-0.0531128j 0.137942-0.0197539j -0.00491105+0.134706j 0.223457+0.0442295j -0.041438+0.0431678j 0.0854122+0.024484j -0.00676613+0.0706148j -0.0439113+0.0129302j -0.0700389-0.0428901j -0.0142377-0.0228743j 0.0696447-0.014375j -0.0774806+0.0647139j -0.010647-0.0177358j 0.0300435-0.0620129j -0.0188417+0.0167167j -0.213168+0.098288j 0.0438707+0.0839603j -0.108471+0.120517j -0.113226+0.0564151j 0.0118655-0.0374531j 0.0382326-0.0742277j -0.0311681+0.0652924j 0.0359814+0.0589776j -0.0622413-0.0427777j -0.0311915+0.0399436j -0.0223367+0.0684712j 0.0526926+0.00266285j -0.0616736-0.0646715j -0.0244133-0.0351022j 0.0517602-0.206948j 0.00842941+0.0551941j -0.00699773+0.0295595j -0.0122652-0.0869244j 0.0836566+0.0430274j 0.0144982+0.00326615j -0.0417511-0.00555222j -0.0100347-0.0539723j 0.0257982-0.0623365j -0.0291778+0.0335284j -0.0116304-0.0181371j -0.02072-0.0367307j -0.00520792-0.0765521j 0.0170768-0.0289276j 0.0129461+0.0418592j 0.00935395+0.0365909j 0.03268+0.0420521j -0.0247129-0.0384133j -0.0133638-0.00322359j 
0.012202+0.00890779j -0.00963145-0.0182765j 0.0958805-0.00365577j 0.0954371+0.00406341j -0.0317296-0.197044j -0.105594-0.0581759j -0.026255-0.00384085j 0.0177733-0.150533j -0.0999647-0.0119701j -0.004011+0.137468j -0.0232719+0.0931184j -0.0909501-0.032999j -0.0570239+0.0217471j -0.0526577-0.0907789j 0.0567648+0.0683926j 0.0665203+0.147211j -0.0574515-0.0294397j 0.171376+0.0251987j -0.0442263-0.00792287j 0.0396494-0.107033j 0.0782401-0.0153174j 0.0252899+0.121778j 0.0821027+0.048965j -0.0746103+0.021733j 0.00367465-0.0574048j 0.143154-0.031808j -0.0303441-0.0496565j -0.04137+0.0203311j -0.221173+0.00214328j -0.0874562+0.133224j 0.0486833+0.000259706j 0.00117458-0.0433592j 0.0609986-0.0412706j 0.0451595-0.0548143j -0.0571909-0.0897719j -0.0568687+0.00682632j -0.0651086-0.0991679j -0.0900748+0.0235493j 0.00640526-0.0660323j -0.0348876+0.0757762j -0.0697944+0.102372j 0.0227039-0.0229441j 0.0191291-0.0300758j -0.115157+0.194571j -0.0335804-0.0212881j -0.0071311-0.0290074j -0.00666096+0.133025j 0.02283+0.132199j 0.120163-0.0601074j 0.116781-0.0237642j 0.0218493+0.0366117j -0.0275598-0.00766928j -0.099416+0.109356j 0.0106385+0.041316j 0.0467429+0.0486702j 0.0439263-0.107743j 0.081312+0.0204845j 0.028295+0.0264151j -0.0100006+0.0228314j 0.0384865-0.119563j 0.0991403+0.00806987j -0.0355868-0.0780512j 0.0234842+0.0274408j -0.0217763+0.0667056j 0.0637703-0.0794986j -0.0680572-0.038622j 0.111183-0.0132964j 0.00341785+0.148699j 0.0536349+0.0780899j 0.0421042-0.00404697j -0.0113602-0.0781286j 0.0578492-0.0231993j -0.0542236+0.104164j 0.0835191+0.110842j -0.0395461+0.0757744j -0.0134332-0.0533488j 0.0197564+0.0346351j 
-0.0147091-0.00773555j -0.0234549-0.00295086j -0.0165498+0.0380973j 0.0667426+0.02754j -0.0449226-0.0882461j -0.0342209-0.0675333j 0.0145674-0.0276937j 0.00411476+0.0543869j -0.0259808+0.0272946j -0.0784314+0.0422604j -0.0320017-0.0402284j 0.0971568-0.0170441j -0.0754582-0.109787j -0.0930433+0.0312353j -0.143448+0.0122253j 0.112311+0.0169554j -0.0192714-0.113193j -0.196495-0.0175968j -0.0129233-0.0913566j -0.00260284-0.00269329j -0.0696855+0.0506799j 0.00437976+0.0327329j -0.00337326+0.00434401j -0.175564+0.0866799j 0.0765099-0.0411363j -0.0478121-0.124654j -0.00832825+0.0429474j -0.00221379+0.0826849j -0.0671144+0.102685j -0.0321716-0.0175489j -0.124385-0.0630138j -0.138031-0.0896008j 0.0998512-0.0295599j 0.00707553-0.132351j -0.018228+0.00756238j -0.124933-0.107488j 0.0320815-0.181588j -0.0156127+0.0293247j 0.146754-0.12933j 0.0909189-0.0326396j 0.0116304-0.0359985j -0.12243-0.106516j 0.0916391+0.109312j 0.0898495+0.0792104j -0.00740487+0.0663485j -0.101647+0.0988795j -0.0960341+0.0177219j 0.0333744+0.000760914j -0.130975+0.00957933j 0.0499655-0.0599277j 0.109726-0.0251778j -0.0117881+0.0581777j 0.0519431+0.122987j -0.0637757-0.0554648j -0.0134006-0.00960193j -0.0518485-0.0506676j -0.0337523+0.0785803j 0.00953996+0.0250549j 0.067917-0.0252578j -0.098742-0.0119608j -0.0141519+0.00506363j 0.00696793-0.0125831j -0.0718342+0.0672127j -0.0582177-0.0129856j 0.00114253+0.0462738j -0.0273347-0.0558995j 0.0025144-0.02654j 0.049699-0.0438683j 0.00794905+0.021982j 0.0603736+0.0447688j -0.0042066+0.0634627j 0.00408584-0.0490086j -0.0442983+0.0030892j 0.0131117-0.0140492j 0.0139577-0.0635671j 0.00406521+0.0493719j 0.0130553+0.0144164j 
0.0312176+0.00536161j 0.020223-0.0376661j 0.0167096-0.0330621j 0.037976-0.0613373j 0.020346-0.0685381j 0.0359387-0.0016186j 0.0475837-0.0530984j 0.0239253-0.0557848j 0.0603872-0.037519j 0.0232906+0.0167109j 0.0292725-0.0330643j -0.0491377-0.24357j -0.106904+0.0252291j -0.013319+0.0354801j -0.0633981+0.137432j 0.0387424+0.0959582j -0.0791878-0.0388285j 0.171149+0.131248j 0.103864+0.0721164j -0.0964125+0.118494j -0.0718034+0.0763691j 0.0227538-0.0276301j 0.0426299+0.0448569j 0.0422558-0.0242231j -0.0783048-0.0763635j -0.00476475+0.127739j 0.116594-0.0318997j 0.0382122+0.0858494j 0.0106137+0.0423302j 0.0146129+0.121988j 0.0150477-0.0565826j 0.128397+0.119233j -0.0804281+0.00461338j -0.0461615-0.130912j 0.129517-0.00521526j -0.09418+0.0194633j -0.0886741-0.0664806j 0.0650518-0.00511253j 0.0367814+0.00623261j 0.0924506-0.0309587j 0.070811+0.0701924j -0.0329562-0.164373j -0.00346464+0.159518j 0.0201712+0.00475463j -0.0979796+0.122223j -0.124368-0.0223796j 0.0534403+0.0224773j 0.0595574+0.0957593j -0.100718-0.0350516j -0.0838043+0.020521j 0.0152897+0.0364693j 0.084237-0.0187029j 0.0552369+0.0446214j -0.0246837-0.115665j 0.0395552+0.00461069j 0.0364024-0.0273341j -0.012086+0.0326436j 0.0276183+0.00688097j 0.0581544-0.00928281j -0.00650407-0.0716399j -0.0495007-0.001566j -0.0160203-0.0194166j -0.00707824-0.0638359j -0.0373248+0.0808568j 0.0162276+0.00147611j -0.0360017-0.0208775j 0.0270864+0.0637924j -0.0376286+0.0498378j 0.0545524-0.0202586j 0.0630801-0.0727326j 0.014421-0.115852j 0.0708312-0.0133097j -0.0189477+0.0596296j 0.0267778+0.0610512j 0.0361454+0.016548j -0.0180331-0.00267944j -0.0288098-0.0171329j 
-0.0232152+0.00521565j 0.0261661+0.0252122j -0.0215179+0.00248631j -0.047767-0.0046645j 0.000639275+0.0751836j 0.0914464+0.0578158j -0.0243458-0.0101684j -0.0717401+0.0804856j 0.0916572+0.00781729j -0.0181529-0.0946698j -0.0357423-0.0228074j 0.136433+0.0206822j 0.035832-0.124388j -0.127533+0.0920262j -0.0533545-0.0562785j 0.0274034+0.00990655j 0.0899984-0.00489553j -0.0164158-0.0373737j 0.116064+0.0584753j 0.0275103+0.105845j -0.149169+0.015238j 0.0382643-0.0709414j -0.0192598-0.00985557j -0.043724-0.0166783j 0.0554975+0.0329276j 0.214676-0.140311j -0.155538+0.0330629j -0.0535873+0.0403205j 0.0337072+0.0815474j -0.0981854-0.0154264j 0.134342-0.0535311j 0.039701-0.0958812j 0.0753651-0.134485j 0.0611251-0.0297667j 0.0349548-0.111355j 0.0230388+0.116281j 0.0963591+0.053868j -0.159886+0.0205145j -0.0511689-0.106116j -0.124011-0.110433j -0.0915178+0.0433715j -0.00855293-0.0626487j -0.00734581+0.143506j -0.0256471+0.0602251j 0.157129+0.00579334j -0.023835-0.0466118j 0.030791-0.02291j -0.0494495+0.0641328j -0.116836+0.0384026j -0.0519849-0.0744153j 0.0685668-0.0722088j 0.0302721-0.157839j -0.105959+0.0490464j 0.0575974-0.12576j 0.0140851-0.0433907j 0.00956221-0.0505331j 0.0580913+0.000205495j -0.0099728+0.0504912j -0.0364868+0.0738204j 0.0385807+0.00593575j -0.0153604+0.0467464j -0.024252+0.059653j -0.0300565-0.0594641j -0.0635263-0.0103424j -0.0345381+0.0487267j 0.0335625+0.0164325j -0.0212722+0.0210252j 0.0158487-0.0556928j -0.0584281-0.0226963j -0.0451969+0.000870363j 0.00144539-0.0109054j -0.000765402-0.00773168j 0.00835812-0.0471964j -0.0247386-0.0462409j -0.00910905-0.0124865j -0.00487419-0.0175905j 0.00143709+0.000350936j 
-0.0396132-0.0362933j -0.0119558-0.0128549j -0.00827327+0.0486931j 0.101481+0.026863j 0.0246705-0.0788861j -0.0605577-0.030021j 0.015735-0.0519036j -0.0762909-0.0728884j -0.155112-0.101367j 0.00513227+0.00425686j 0.00372969+0.0465741j 0.11691+0.134515j 0.128996-0.134393j 0.0354559-0.0201695j 0.0856935-0.113511j -0.0280327+0.0620005j -0.098494+0.113302j -0.0610915-0.0975641j 0.0625916+0.182076j -0.0146019-0.0785273j 0.0177696-0.00979361j -0.153921-0.0189149j -0.00582064-0.0453661j -0.0163155+0.0690092j -0.0853528-0.0533372j -0.183836+0.0670449j -0.145756+0.0225694j -0.0456047-0.0330797j -0.0410629-0.0760576j -0.10152+0.109533j 0.0472966+0.0714778j -0.0929061+0.0811901j -0.0130562+0.0168386j 0.088175+0.119474j 0.0275448+0.0540342j -0.00286774+0.13384j 0.0592991-0.0506251j 0.00108394+0.0389971j -0.160244-0.104413j -0.0218943+0.119445j 0.0839319-0.00231258j -0.0124931-0.0333872j 0.129335-0.110893j 0.0202144+0.0117339j 0.00827073-0.0678057j 0.068872+0.136876j -0.0169393+0.0344527j -0.0445001+0.0619384j -0.0378316-0.0154951j -0.10085+0.0540748j 0.0675972-0.041849j 0.0417153-0.0140403j 0.0350802+0.0235329j -0.0166653+0.0299715j -0.057901+0.0721548j -0.0204754-0.0260914j -0.0708063-0.0777789j 0.039472+0.109244j 0.0151195+0.00716881j -0.0500301+0.0204827j 0.0266428+0.0689558j 0.00287847-0.0681437j 0.00696487-0.0255152j -0.017739+0.0870909j -0.00374213-0.00931287j 0.01502+0.0335389j 0.0518506-0.0412491j -0.0382594+0.0376746j -0.0197359+0.0592241j -0.0400214-0.0376937j 0.00872811-0.0400408j 0.0678118+0.0224796j -0.0416685+0.110328j 0.0494794+0.0815102j 0.0231207+0.0870464j -0.0223188-0.022437j 0.0267426+0.0577402j 
-0.00334885+0.0236034j 0.0815379+0.06818j 0.0624125-0.0476453j -0.0660208-0.0684047j -0.130615+0.116496j 0.0603159+0.108212j 0.022778+0.0849535j -0.0428809+0.0409598j 0.113534+0.0752951j -0.120475-0.122476j 0.0557162+0.0654259j -0.130352-0.0143566j 0.0486538-0.0282212j -0.0624764+0.0187923j -0.0275103+0.000981778j 0.0243789+0.0179814j -0.00744335-0.0633275j 0.161349+0.113462j -0.0122231+0.00947226j -0.0294882+0.0536751j -0.0396363-0.13528j -0.0199233-0.00318938j 0.00218567+0.109297j -0.10474-0.102349j -0.0274733+0.0662987j -0.00465523-0.0513367j 0.0743382+0.0692368j 0.109977+0.0532359j 0.0125664+0.0251269j -0.10619-0.00861812j -0.093139-0.0797112j -0.101815+0.0690242j -0.0674832-0.0672337j 0.0298691-0.0579377j -0.0592192+0.0683842j -0.0160293+0.0234948j 0.00486267-0.0593992j 0.129151+0.0148653j -0.0349183+0.00495732j -0.0549799+0.079251j -0.00351528+0.00787063j -0.0542584-0.0200547j -0.0180586+0.022512j -0.0987348-0.0237516j -0.0465048-0.0773891j -0.12086-0.0030881j -0.0255222+0.0317164j -0.0622736+0.0415642j -0.0580221-0.0651962j -0.00160262-0.0310311j 0.0104253+0.00977682j -0.0473325+0.000647594j 0.0848007+0.0106216j -0.0351614-0.00812577j -0.0530453+0.104808j 0.0334038+0.00167742j 0.0918415+0.00888976j -0.0616876+0.000572587j -0.121589+0.0471012j -0.00961918+0.0563301j -0.0319012+0.0483444j 0.0553192-0.000989849j 0.030268+0.00823487j -0.0831381-0.0350682j 0.0346408-0.0441459j 9.27578e-05-0.0459057j 0.0835692+0.0200876j 0.0335454+0.0434017j -0.123786+0.0739934j -0.0188434+0.0273936j -0.0248567-0.0771694j -0.00188112+0.00677363j 0.0106119-0.0117024j 0.007977+0.0103626j -0.0315804+0.0243431j -0.00203814-0.0938876j -0.0297357-0.00149766j 
-0.0444475-0.0711204j 0.0303053+0.0222971j 0.0123072-0.0689732j -0.0358444-0.0726587j -0.13544+0.0388766j -0.0199349+0.155322j 0.0482427+0.0681187j -0.0462128-0.00940954j 0.0980185+0.0525959j -0.0982377-0.105782j -0.00739244+0.159654j -0.00826093+0.0320443j 0.0159375+0.0595385j 0.0182143+0.0989514j -0.028503+0.0165143j 0.0839652-0.0122451j 0.033346+0.0178647j 0.0580094+0.0589689j 0.0744179-0.0222027j 0.0318898-0.013184j -0.117138+0.027139j -0.14631+0.0209499j 0.146745-0.00506984j 0.10937-0.0504246j -0.0511778+0.0765764j 0.0129649+0.028996j 0.0164389-0.0133621j 0.0246582-0.0578551j 0.00488408+0.00295433j -0.0275383+0.165456j -0.0122014+0.0113171j 0.0383237+0.025323j -0.012176+0.148175j 0.0369874-0.0762724j 0.122219-0.0328079j 0.0394881+0.0762785j 0.00842932+0.0209022j -0.0486623-0.00606792j -0.0124479-0.022627j 0.0103029-0.0311491j -0.00544487-0.00799121j -0.0833237+0.0323639j 0.0266823+0.0590919j 0.00308479+0.0179122j -0.0748526-0.0774452j -0.0772829-0.0580726j 0.0411375+0.0601645j 0.0703767+0.0589232j -0.0208616-0.0293923j -0.0423877+0.051651j -0.0990804+0.0361046j 0.0325793-0.00513538j -0.00692865+0.0854497j -0.00917383-0.0660976j 0.0670455-0.0161567j -0.0368208-0.00963548j 0.0812837-0.0120576j 0.0820699+0.000860794j 0.0648338+0.110902j -0.0816488-0.0464476j -0.0977835+0.0306798j 0.014258-0.0133568j 0.0104869+0.0272589j 0.00705367-0.00607462j 0.0557995+0.0327521j -0.109117+0.0459887j 0.0367094+0.0457311j -0.076651+0.00106786j -0.0468212+0.0763844j 0.0654713+0.0342721j -0.00348359-0.0108097j 0.00259863+0.0209735j -0.0280226-0.0390298j 0.00210272-0.0357799j 0.0341501-0.0498317j -0.0166742+0.0137851j -0.0424338+0.0398136j 
-0.0339322-0.0129309j -0.0113745-0.0102307j 0.0481067-0.0167796j -0.0973715-0.0470701j 0.0330066-0.0721334j -0.0460556+0.0959549j -0.100231-0.0506155j -0.0505286+0.054928j 0.0114128+0.10713j 0.0335455-0.0557372j -0.132365+0.00758293j 0.0177043+0.0189581j 0.083741+0.0135149j 0.0271099+0.144704j 0.0167633+0.0142869j 0.0624593+0.0629088j -0.0644842-0.0277966j 0.0308278-0.172368j 0.107853-0.0324217j 0.0294658-0.00568218j -0.0368164+0.0227182j -0.0212102+0.114104j 0.112123+0.0381721j 0.0346744-0.0106604j 0.08287+0.122727j -0.0501364+0.0112719j 0.0521709-0.0211308j -0.0198039-0.0293963j -0.084312-0.0474222j 0.180724+0.214985j 0.0293638-0.0761638j -0.0743039-0.0850485j 0.0730038+0.00945434j 0.048356-0.069792j 0.0472544-0.0154434j 0.0874755-0.0628209j 0.116821-0.0334006j 0.0342017+0.0607106j 0.0226056+0.040277j 0.0750329-0.0163313j 0.0345615-0.0219975j 0.142155+0.0946911j 0.0410609-0.0876681j 0.0859093+0.0481696j -0.00145679+0.0631824j 0.0575366+0.0367129j 0.065058-0.0349103j 0.0387261+0.00877817j 0.0716586+0.00053526j 0.0698683+0.0357228j -0.0262838+0.0154849j -0.0166387+0.003213j -0.036188+0.0491474j -0.0689624+0.037981j 0.0242247-0.0352252j -0.0752719+0.0424553j 0.0100013+0.0331525j -0.0662121-0.0108815j 0.0656198-0.00816378j -0.0377782+0.00800997j 0.0623324+0.0049062j -0.0958268+0.0447909j -0.0397456+0.0746181j 0.0272721+0.00472476j -0.0146409+0.00738685j 0.0179375-0.0552468j -0.0570795+0.0300514j 0.00193576-0.0909432j 0.0587478-0.0367204j -0.0125061+0.0460382j 0.000791531+0.0260465j -0.00766028-0.0679786j -0.00487864-0.0938823j -0.033002-0.0895629j -0.00829081-0.0830208j -0.0123957+0.0432767j 0.0108388+0.00845531j 
0.0329488-0.00206388j -0.0498906+0.029237j -0.0929662+0.0426836j 0.105865+0.22745j 0.0796568-0.012408j 0.0797257-0.100412j -0.0193303-0.0605062j 0.118104+0.12633j -0.00814607-0.0870637j 0.11974+0.0936652j 0.00199938-0.0605055j 0.0689469+0.0709535j -0.141408-0.0219299j -0.00455897-0.00926506j 0.0341143+0.059305j -0.0462626-0.0460055j -0.0250856-0.00572469j 0.0763081-0.075269j 0.0498526+0.105844j -0.0313227+0.0335297j 0.00744429+0.0952756j 0.0693342-0.0311392j 0.0466298-0.00605088j 0.109562-0.0171798j -0.138173-0.00655753j 0.097518-0.000375263j 0.0463926-0.187962j 0.0175948+0.0553749j -0.0794518-0.0468777j 0.0569708+0.0516736j 0.019551+0.00893602j -0.0315129-0.0667603j -0.0607006-0.114521j 0.0401152-0.0678673j 0.0358164+0.0818276j -0.041171-0.124311j -0.0924561+0.11822j -0.0950349+0.0182188j -0.0196783-0.0155778j -0.0398978-0.0594799j 0.00602568+0.000745852j -0.00012405-0.0131589j -0.0875456+0.112344j 0.00758414+0.00323478j -0.0541775+0.0219803j -0.0974042-0.110071j -0.0176649-0.0250791j 0.0128704-0.0919538j 0.0427011+0.0254881j -0.0526202-0.103302j -0.0358474-0.0222101j 0.059585+0.0475204j 0.0565495+0.10269j 0.0521566-0.0678196j -0.0374032-0.0393151j -0.0175446+0.0414537j -0.0234969+0.0264321j 0.0153371-0.0173548j 0.00463718-0.0594463j -0.0429275+0.0131214j -0.0276597-0.0741619j 0.0553845+0.0396974j -0.0214741+0.0103563j 0.0320954-0.066635j -0.02464+0.123796j 0.0206685-0.012528j -0.0186561-0.0149542j 0.0699947-0.123967j 0.0325984-0.082063j -0.015502+0.0285515j -0.0465306+0.138043j -0.0310959+0.0237477j 0.0513074-0.0828253j 0.0399642-0.117232j 0.0117039-0.0398955j 0.0498858+0.0754653j 0.0224705+0.0254731j 
0.13325+0.0544068j 0.0145303-0.0976615j -0.290536-0.170745j -0.0730419+0.2065j -0.141951+0.00302981j 0.054365+0.0210845j 0.023741-0.0349955j -0.0496294+0.0987891j -0.0105982-0.00673002j 0.165999+0.23194j 0.0097479-0.0768187j 0.0123446-0.00753087j -0.0411282+0.00539318j -0.108248+0.0069488j -0.0686181-0.0541831j 0.114921+0.0747644j 0.0730389-0.099661j -0.0412887-0.101985j 0.134428+0.0462809j -0.117529-0.0576753j -0.0228951+0.0685622j 0.0119925+0.013208j -0.10703-0.0165354j 0.0528006+0.0914248j -0.190944+0.00561549j -0.00680173-0.0352416j 0.0295573+0.0121263j 0.0190076-0.0522771j 0.0181956-0.0641691j 0.0494308+0.10466j -0.00230771-0.0275435j -0.107277-0.051144j -0.0128678+0.0270818j 0.00498337-0.0142824j 0.0726274+0.0332752j -0.0129388-0.0114883j -8.23098e-05+0.0402003j 0.0483392-0.049772j -0.0989993+0.0350062j -0.041388-0.0503975j 0.0281134+0.00186094j -0.0101494+0.125964j -0.0384923+0.0354062j 0.0121222-0.0603684j 0.0635077-0.00365266j 0.0237556-0.00375995j 0.0363403+0.00690861j -0.0495675-0.0103385j 0.015416+0.0615653j 0.0042062-0.00135629j 0.000749227-0.0376957j 0.00319643+0.00268145j 0.00848168-0.0600281j -0.00854702+0.00933561j -0.0179799+0.0396914j 0.0394051+0.00780757j 0.0368801+0.0382248j 0.0520311-0.0702521j -0.0957528+0.0310162j -0.0186542+0.0684699j -0.100026+0.00989068j -0.0429895+0.0478922j -0.0410057+0.0131158j -0.0661067-0.0461797j -0.00600398-0.0228798j -0.0213889-0.0602023j -0.0531681+0.0597937j 0.0534736+0.00590914j -0.0723336-0.00834095j 0.0316935+0.0178182j -0.0323081-0.0574728j -0.0581799+0.0334367j 0.0363008-0.0913945j -0.0164996-0.0710642j 0.0543178-0.000189818j 0.0300895+0.0647096j -0.0108499-0.0537346j 
0.0182035-0.115853j -0.043113-0.0337816j 0.104413+0.0895401j 0.159838-0.0283294j -0.0201205+0.0410722j 0.0855267+0.156931j 0.076265-0.0794604j -0.049564+0.0246699j 0.0683311+0.0913146j -0.136379-0.0515289j 0.0853418+0.0778649j -0.0274539-0.0392828j -0.0278116-0.00216267j 0.00268217+0.1028j 0.0309097+0.109467j -0.0227152-0.0564606j -0.105784-0.0333742j 0.18785-0.088152j 0.00969428+0.0565955j -0.106771-0.0885067j -0.0439578-0.172574j 0.00257675-0.0290916j -0.0975787+0.0746097j 0.0907072-0.140174j -0.00759227-0.0262274j -0.0224055+0.0339105j 0.151803-0.00397995j -0.0328847-0.0185739j 0.0776367-0.0751193j -0.0639036+0.00678043j -0.00923731+0.00695853j -0.00118368-0.23925j 0.0279235-0.00155602j 0.0088839+0.0934981j -0.136929+0.047307j -0.0257971-0.0873538j -0.125519+0.090843j 0.126287+0.0994488j -0.02017-0.00103624j -0.0801088-0.0444551j -0.00712478-0.0515822j -0.0463185+0.0245196j -0.017577-0.128337j -0.0517496-0.107821j 0.022797+0.0903351j 0.0139773-0.0243147j 0.00979877-0.0778465j 0.010253-0.0701305j -0.0460605+0.0394659j 0.0248258-0.0916018j 0.079415+0.0153237j 0.00120184-0.0306539j 0.00901553-0.0382643j 0.022954-0.0354662j -0.0362792+0.0486582j -0.0181147-0.0294643j -0.0340671-0.0394541j 0.0139952+0.0104025j 0.0441349-0.0255781j -0.0635325+0.013502j -0.0110603-0.0484983j -0.0453313+0.067488j -0.0891332-0.0135404j -0.0500417-0.0665304j -0.0480533+0.0552744j 0.00932169-0.0582898j -0.0710467+0.0391066j 0.0151208-0.101852j 0.0536851-0.0675545j 0.0246466+0.0569566j -0.00611895+0.064274j 0.0284608-0.00203322j -0.0129107-0.109692j 0.0443884-0.109102j 0.0390443-0.0683351j -0.00999578+0.0700165j -0.00872273+0.0829975j 
