-0.102152-0j -0.0103606-0j -0.010468-0j 0.571917-0j -0.000857974-0j 0.707711-0j -0.00106169-0j 0.412832-0j -0.000619319-0j -0.00417687-0j 0.0710419-0j -0.00487302-0j -6.15311e-05-0j -0.0029841-0j 0.0828822-0j -0.00426389-0j 0.0507548-0j -7.17863e-05-0j -0.00175877-0j -4.396e-05-0j 0.0725219-0j -6.2813e-05-0j 0.0299138-0j -2.59091e-05-0j -0.00321513-0j -0.000535854-0j -0.00363187-0j 0.0634719-0j 0.00644459-0j -0.00296541-0j -3.94694e-06-0j -0.00299614-0j -0.000605312-0j 0.0716992-0j -0.00259473-0j -0.000494235-0j 0.00727993-0j -0.00214055-0j 0.0585421-0j -0.000499357-0j -4.45854e-06-0j -0.000683915-0j 0.00594404-0j -0.000432456-0j 0.0591488-0j 0.0512244-0j 0.00600564-0j -3.64039e-06-0j -0.000356758-0j 0.00520104-0j 0.0422579-0j -0.000113986-0j -3.67811e-06-0j 0.0135016-0j 0.00429064-0j -3.18534e-06-0j -2.62777e-06-0j 0.00137088-0j -8.39585e-07-0j 
0.00328211-0j 0.0467331-0j -0.0159093-0j 0.000190985-0j -0.00263548-0j -0.000701413-0j 0.00967909-0j 0.00013786-0j -0.00190239-0j 0.000134201-0j -0.00112219-0j 0.000156568-0j -0.0002845-0j 8.97751e-05-0j -0.00130922-0j -0.000406595-0j -0.000750698-0j -0.000331917-0j 5.65083e-05-0j -0.00019032-0j 0.00339994-0j 0.000861965-0j -0.000472521-0j -0.000119795-0j 0.0001033-0j -0.000814396-0j 0.00011669-0j 1.05431e-05-0j -0.000205751-0j -0.000282775-0j -2.43748e-05-0j 9.62646e-05-0j -0.000919958-0j 1.19097e-05-0j 7.80612e-05-0j 0.00222933-0j -0.000232421-0j -0.000204118-0j -2.88606e-05-0j -0.000758926-0j -2.75343e-05-0j 2.19739e-05-0j 0.000563223-0j -0.000615416-0j 9.82496e-06-0j 7.96709e-06-0j -0.000191737-0j 6.67236e-05-0j 0.00160921-0j -0.00015548-0j -2.08327e-05-0j -0.000173237-0j -2.27146e-05-0j 2.2427e-06-0j 0.000406556-0j -1.84193e-05-0j 4.81637e-05-0j -4.37669e-05-0j -5.18496e-06-0j 
0.0045562-0j -0.0221382-0j -0.0227231-0j -0.000272892-0j 0.00376575-0j -0.000322811-0j 0.0044546-0j -0.000180401-0j 0.00248942-0j -0.000191755-0j 0.00160346-0j 0.000217346-0j 0.000406514-0j 0.000406595-0j -0.00181745-0j -0.000192532-0j -0.00339994-0j -0.000460765-0j -0.000385522-0j -0.000861965-0j 0.00160995-0j 0.000408161-0j 0.00322373-0j 0.000817292-0j -0.000147603-0j 0.00116366-0j 0.000161989-0j -1.50647e-05-0j 0.000293991-0j 0.000133955-0j 3.48284e-05-0j 0.000137494-0j -0.00127708-0j 1.65329e-05-0j -0.000343478-0j -0.00105607-0j -0.000322644-0j 8.85533e-05-0j 1.36717e-05-0j -0.00108397-0j -3.82229e-05-0j -0.000332095-0j -0.000266808-0j 0.0027079-0j 1.40329e-05-0j -3.50561e-05-0j -0.000273856-0j -3.1608e-05-0j -0.000698133-0j 0.00068413-0j 9.03794e-06-0j 0.00261816-0j -3.24431e-05-0j -3.38943e-05-0j -0.000176378-0j 8.10471e-05-0j -2.08951e-05-0j 0.000661458-0j 7.83613e-05-0j 
6.03113e-05-0j 0.000429747-0j -0.00042184-0j 0.0473193-0j -7.09871e-05-0j -0.000417837-0j 6.26827e-07-0j 0.0335165-0j -5.02805e-05-0j 0.000173253-0j -0.00294675-0j -5.73885e-06-0j 2.55225e-06-0j 0.000123778-0j 9.76086e-05-0j -0.000171827-0j -0.00210526-0j -8.45413e-08-0j -0.000214702-0j 1.82342e-06-0j 0.0029225-0j -2.53125e-06-0j 0.00365174-0j -3.16286e-06-0j -0.0261235-0j 2.22267e-05-0j -0.000420035-0j -0.00263275-0j -0.000267315-0j 0.0480612-0j 1.63715e-07-0j -0.0471769-0j 3.57379e-07-0j -4.23316e-05-0j -0.000300088-0j -4.0892e-05-0j -4.29811e-06-0j 0.034042-0j 0.00484366-0j 4.01396e-05-0j 2.63235e-09-0j 0.0218323-0j 0.000491798-0j 2.55324e-07-0j -0.00475454-0j -3.02431e-05-0j -0.000482749-0j -3.01198e-07-0j -2.8964e-05-0j -3.07072e-06-0j 0.00343079-0j -1.85756e-05-0j 2.95656e-07-0j 0.00220028-0j 0.000348343-0j 1.88064e-09-0j -2.1334e-07-0j 0.000223404-0j -1.36822e-07-0j 
0.000605312-0j -0.00290402-0j -0.00293411-0j -0.00338894-0j -0.000486055-0j -0.0041936-0j -0.000601463-0j -0.00244627-0j -0.000350853-0j 0.0108866-0j -0.0600983-0j -0.00420831-0j 0.000158359-0j -0.00257705-0j 0.0232314-0j -0.00368227-0j 0.0142263-0j -6.12148e-05-0j -0.00151886-0j -3.74862e-05-0j 0.0203275-0j -5.35629e-05-0j 0.00838467-0j -2.20936e-05-0j 1.90515e-05-0j 0.0218898-0j -6.49522e-05-0j -0.000376108-0j 0.00365096-0j 1.75718e-05-0j -4.49539e-06-0j 1.77539e-05-0j -0.0746287-0j 0.00128226-0j 1.53753e-05-0j 0.0201896-0j -0.0124472-0j 1.2684e-05-0j -0.000346896-0j 0.0203988-0j 1.53261e-05-0j 4.05259e-06-0j 0.00336739-0j 0.0176659-0j -0.000350491-0j -0.000303534-0j 0.00340229-0j -4.14624e-06-0j 0.0145736-0j 0.00294647-0j -0.000250403-0j 0.00465634-0j -4.18921e-06-0j -8.00048e-05-0j 0.00243071-0j -3.62796e-06-0j -2.99291e-06-0j 0.000776624-0j -9.5625e-07-0j 
-0.00569308-0j -0.00928041-0j -0.0447703-0j 0.000112562-0j -0.00155329-0j -0.000409936-0j 0.00565688-0j 9.45431e-05-0j -0.00130464-0j 7.90951e-05-0j -0.000661392-0j -0.000271579-0j -0.000167678-0j 5.65083e-05-0j 0.00227094-0j 0.000385522-0j -0.000472521-0j 0.000575737-0j -0.000469718-0j -0.000119795-0j -0.00322373-0j -0.000817292-0j 0.00392777-0j 0.000995782-0j 6.08831e-05-0j -0.000479987-0j -0.000202408-0j 6.21385e-06-0j -0.000121265-0j 5.61543e-05-0j -1.4366e-05-0j 0.000270898-0j 0.00159574-0j -2.06582e-05-0j -0.000144608-0j -0.000442707-0j 0.000403152-0j 4.7165e-05-0j 5.73123e-06-0j -0.00213569-0j 4.77604e-05-0j -0.000242075-0j -0.000111847-0j 0.00114005-0j 2.76484e-05-0j -1.4759e-05-0j -0.000539567-0j -1.32502e-05-0j -0.000371837-0j 0.000288025-0j 4.81376e-06-0j 0.00190846-0j -6.39212e-05-0j -2.47066e-05-0j -9.3942e-05-0j 3.41216e-05-0j -1.11291e-05-0j 0.000482158-0j 5.712e-05-0j 
4.02076e-05-0j 0.000286498-0j -0.000281227-0j -0.000327875-0j -4.73247e-05-0j 2.89519e-06-0j 4.17885e-07-0j -0.000232236-0j -3.35204e-05-0j -0.033782-0j 2.0418e-05-0j 0.001119-0j 1.7015e-06-0j -0.024135-0j -6.7633e-07-0j 0.033504-0j 1.45873e-05-0j -5.63608e-08-0j 0.0418641-0j 1.21561e-06-0j -2.025e-05-0j -1.6875e-06-0j -2.53029e-05-0j -2.10857e-06-0j 8.89069e-05-0j -0.00433392-0j 1.42952e-06-0j 9.07402e-06-0j 1.85223e-06-0j -0.000163568-0j 1.09144e-07-0j 0.000160559-0j -6.96843e-05-0j 1.459e-07-0j 1.0213e-06-0j 0.00797341-0j 2.97816e-08-0j -0.000115856-0j -1.66941e-05-0j -0.0078267-0j 1.7549e-09-0j -7.43024e-05-0j -3.40767e-06-0j -4.97848e-05-0j 1.63869e-05-0j 1.04236e-07-0j 3.34497e-06-0j -2.00799e-07-0j 0.0056476-0j 2.1277e-08-0j -1.18245e-05-0j 0.003622-0j 1.97104e-07-0j -7.58346e-06-0j -2.41367e-06-0j 1.25376e-09-0j -1.42227e-07-0j -1.54797e-06-0j -9.12148e-08-0j 
0.00021401-0j 2.17055e-05-0j 2.19304e-05-0j -0.00361942-0j 1.79746e-06-0j -0.0044788-0j 2.22425e-06-0j -0.00261263-0j 1.29748e-06-0j -2.64101e-05-0j 0.00135692-0j 1.0209e-05-0j -3.89057e-07-0j 6.25171e-06-0j -0.000524526-0j 8.93288e-06-0j -0.000321205-0j 1.50393e-07-0j 3.68463e-06-0j 9.20965e-08-0j -0.00045896-0j 1.31594e-07-0j -0.000189311-0j 5.42797e-08-0j 6.73571e-06-0j 1.12262e-06-0j -2.29641e-05-0j 0.038581-0j -4.0785e-05-0j 6.21256e-06-0j 8.26887e-09-0j 6.27694e-06-0j -3.82735e-06-0j -0.131534-0j 5.43599e-06-0j 1.03543e-06-0j 0.000139048-0j 4.48446e-06-0j 0.0355845-0j 1.04616e-06-0j -2.81911e-08-0j 1.43281e-06-0j -3.76173e-05-0j 9.05998e-07-0j 0.0359532-0j 0.0311364-0j -3.80071e-05-0j 7.62663e-09-0j 7.4741e-07-0j -3.29151e-05-0j 0.0256862-0j 2.38801e-07-0j 7.70567e-09-0j 0.00820688-0j -2.71536e-05-0j 6.67331e-09-0j 5.5052e-09-0j -8.6757e-06-0j 1.75894e-09-0j 
0.00259473-0j -0.000781053-0j 0.000265892-0j -0.014527-0j 2.17931e-05-0j 0.0533522-0j -8.00375e-05-0j -0.0104862-0j 1.57311e-05-0j 0.000106095-0j -0.00180451-0j 0.000123778-0j 1.56293e-06-0j 7.09735e-05-0j -0.00210526-0j -0.000321442-0j -0.00120714-0j 1.82342e-06-0j 4.46737e-05-0j 1.04554e-06-0j 0.0054672-0j -4.73528e-06-0j -0.000759828-0j 6.58106e-07-0j -0.0159973-0j 1.3611e-05-0j -0.0180709-0j -0.00161223-0j -0.000163696-0j 0.0437911-0j 1.00255e-07-0j -0.0149077-0j 1.53753e-05-0j -0.0018212-0j -0.0120887-0j -3.72589e-05-0j -0.000184915-0j 0.0316101-0j 0.00441331-0j 1.2684e-05-0j 1.1325e-07-0j -0.00340292-0j 0.000448103-0j 1.02855e-05-0j -0.00150242-0j -0.00121831-0j -0.000152547-0j -2.74437e-07-0j -2.68949e-05-0j -0.000123701-0j 0.0031857-0j 2.89531e-06-0j 9.34263e-08-0j -0.000342949-0j 0.000323458-0j 7.57596e-08-0j -1.98099e-07-0j -3.48212e-05-0j 2.1326e-08-0j 
-8.70519e-06-0j 0.00593025-0j -0.00582114-0j 7.09871e-05-0j 0.0458417-0j -6.26827e-07-0j -0.000404789-0j 5.02805e-05-0j 0.0324699-0j -2.50069e-05-0j 0.000422635-0j 8.28332e-07-0j -0.00505057-0j -1.78658e-05-0j -1.39994e-05-0j 2.48011e-05-0j 0.000301945-0j 0.000167296-0j 3.09896e-05-0j -0.0036083-0j -0.000419158-0j 0.00500902-0j -0.000523747-0j 0.00625888-0j 0.0037706-0j 0.000306716-0j 6.06269e-05-0j -1.96458e-06-0j -0.00179418-0j -0.00693704-0j -0.000652484-0j 0.0068094-0j 4.93162e-06-0j -3.15882e-08-0j 4.33139e-05-0j -0.000564286-0j -2.88483e-05-0j -0.00491354-0j 3.61438e-06-0j 0.000553903-0j -1.04912e-05-0j -0.00315122-0j 0.00330088-0j 3.52332e-06-0j -3.54788e-06-0j -2.25677e-08-0j -0.00324015-0j 0.00120042-0j -0.000399686-0j -2.06103e-05-0j 2.56008e-06-0j -0.000256332-0j -0.00117833-0j 1.64187e-06-0j 0.00233803-0j -7.49525e-06-0j 0.000850263-0j 0.00149946-0j 0.000545302-0j 
-5.04427e-05-0j 0.000736237-0j 0.000743866-0j -2.93524e-06-0j -0.00580846-0j -3.63218e-06-0j -0.0071876-0j -2.11877e-06-0j -0.00419277-0j -0.000907219-0j -0.000158359-0j 0.000350692-0j -0.0581953-0j 0.000214754-0j 6.12148e-05-0j 0.000306856-0j 3.74862e-05-0j 0.0224958-0j 0.000126572-0j 0.0137758-0j 5.35629e-05-0j 0.0196838-0j 2.20936e-05-0j 0.00811917-0j -1.58762e-06-0j -0.00554956-0j 5.41268e-06-0j -1.62036e-07-0j -0.000453465-0j -1.46431e-06-0j 0.00510889-0j -1.47949e-06-0j 0.0189201-0j 5.5243e-07-0j -1.28127e-06-0j -0.00511854-0j 0.001546-0j -1.057e-06-0j -1.49451e-07-0j -0.00517158-0j -0.0174177-0j -3.37716e-07-0j -0.000418245-0j -0.00447872-0j -1.51e-07-0j -1.3077e-07-0j -0.000422579-0j 0.00471209-0j -0.00369475-0j -0.000365964-0j -1.07879e-07-0j -0.00118049-0j 0.00476092-0j -3.4468e-08-0j -0.000301905-0j 0.00412308-0j 0.00340136-0j -9.64601e-05-0j 0.00108675-0j 
0.00172982-0j -0.000520702-0j 0.000177262-0j 0.000100658-0j 1.45287e-05-0j -0.000369677-0j -5.33583e-05-0j 7.26587e-05-0j 1.04874e-05-0j -0.0206871-0j 1.25034e-05-0j -0.024135-0j 1.04195e-06-0j -0.0138389-0j 1.45873e-05-0j 0.0626769-0j 8.3643e-06-0j 1.21561e-06-0j -0.00871078-0j 6.97025e-07-0j -3.78823e-05-0j -3.15685e-06-0j 5.26485e-06-0j 4.38737e-07-0j 5.44441e-05-0j -0.00265397-0j 6.15012e-05-0j 5.55668e-06-0j 1.13425e-06-0j -0.000149035-0j 6.68365e-08-0j 5.07359e-05-0j -0.00299798-0j 6.27694e-06-0j 4.11419e-05-0j 0.00726499-0j 1.28127e-06-0j -0.000107579-0j -1.52109e-05-0j -0.00247321-0j 7.54998e-08-0j 1.15812e-05-0j -3.10491e-06-0j -0.00200553-0j 5.17821e-06-0j 4.19903e-06-0j 1.057e-06-0j -1.82958e-07-0j 0.00524414-0j 8.57122e-07-0j -1.09798e-05-0j -0.000564547-0j 6.22842e-08-0j 1.18201e-06-0j -2.24124e-06-0j 5.05064e-08-0j -1.32066e-07-0j 2.41276e-07-0j 1.42173e-08-0j 
-0.000374518-0j -0.0107781-0j 0.00366916-0j -2.17931e-05-0j -0.0140734-0j 8.00375e-05-0j 0.0516862-0j -1.57311e-05-0j -0.0101587-0j -1.53135e-05-0j 0.00025881-0j -1.78658e-05-0j -0.00309283-0j -1.02441e-05-0j 0.000301945-0j 4.63961e-05-0j 0.000173134-0j -0.0036083-0j -6.44809e-06-0j -0.00206898-0j -0.000784129-0j 0.0093705-0j 0.000108978-0j -0.0013023-0j 0.00230901-0j 0.000187824-0j 0.00260831-0j -1.20306e-06-0j -0.00109871-0j -0.0063207-0j -0.000399563-0j 0.00215174-0j 0.00021217-0j -1.359e-06-0j 0.00174486-0j -0.00051415-0j -0.00124112-0j -0.00456252-0j 3.29325e-06-0j 0.000175031-0j -0.000451354-0j 0.000491169-0j 0.00300761-0j 0.000141933-0j -1.12112e-06-0j -9.09116e-07-0j -0.00102387-0j 0.00109376-0j -0.000371133-0j -0.000830262-0j 2.37719e-06-0j 3.99536e-05-0j -0.000372348-0j -2.55912e-07-0j 0.002171-0j -0.000301938-0j 0.000789521-0j -0.000233715-0j -8.49942e-05-0j 
0.00360199-0j 0.000369997-0j 0.000379771-0j 0.0207572-0j -3.11395e-05-0j 0.0245543-0j -3.68356e-05-0j 0.013722-0j -2.05853e-05-0j -0.000151596-0j 0.0025784-0j 0.000171827-0j -2.23322e-06-0j 0.000321442-0j -0.0029225-0j -0.00015221-0j -0.0054672-0j 2.53125e-06-0j -0.000304782-0j 4.73528e-06-0j 0.00258885-0j -2.24227e-06-0j 0.00518385-0j -4.48987e-06-0j 0.0228581-0j -1.94484e-05-0j -0.0250859-0j 0.00230366-0j 0.000233901-0j -0.0207445-0j -1.43251e-07-0j -0.0212926-0j 2.13439e-05-0j -0.00252818-0j 0.0531917-0j 1.76501e-05-0j -0.000256697-0j -0.0137135-0j -0.00209065-0j 1.81164e-05-0j 1.57212e-07-0j 0.0514289-0j -0.000212273-0j -4.52572e-05-0j -0.00214589-0j 0.00536071-0j -0.000217881-0j 1.30005e-07-0j 1.16679e-05-0j 0.000544297-0j -0.00138207-0j -4.37574e-05-0j 1.3344e-07-0j 0.00518306-0j -0.000140327-0j -3.33351e-07-0j 8.59424e-08-0j 0.000526259-0j -3.22304e-07-0j 
-5.35025e-05-0j 0.000518789-0j 0.000524165-0j 0.000602199-0j -0.00201049-0j 0.000745183-0j -0.00248785-0j 0.00043469-0j -0.00145125-0j 6.60252e-06-0j 0.0215841-0j -2.55225e-06-0j 0.00133349-0j -1.56293e-06-0j -0.00834351-0j -2.23322e-06-0j -0.00510934-0j -0.000515472-0j -9.21156e-07-0j -0.000315661-0j -0.00730057-0j -0.000451038-0j -0.00301133-0j -0.000186044-0j -1.68393e-06-0j 2.6832e-05-0j 5.74102e-06-0j -0.00318179-0j 0.0303601-0j -1.55314e-06-0j -5.70804e-05-0j -1.56923e-06-0j -9.14784e-05-0j 0.0108477-0j -1.359e-06-0j 2.4748e-05-0j -0.103507-0j -1.12112e-06-0j -0.00293466-0j 2.50045e-05-0j 0.000194604-0j -3.58202e-07-0j 0.0280021-0j 2.16545e-05-0j -0.00296507-0j -0.00256783-0j 0.0282923-0j -5.26471e-05-0j 1.78641e-05-0j 0.0245018-0j -0.00211835-0j 5.70765e-06-0j -5.31926e-05-0j -0.000676823-0j 0.020213-0j -4.60662e-05-0j -3.80027e-05-0j 0.00645814-0j -1.2142e-05-0j 
0.00240133-0j 0.000246664-0j 0.000253181-0j -0.000143827-0j -2.07596e-05-0j -0.000170137-0j -2.45571e-05-0j -9.50795e-05-0j -1.37235e-05-0j 0.0295592-0j -1.78658e-05-0j -0.033504-0j -1.48881e-06-0j -0.0626769-0j 2.025e-05-0j 0.029679-0j 3.78823e-05-0j 1.6875e-06-0j 0.0594285-0j 3.15685e-06-0j -1.79381e-05-0j -1.49484e-06-0j -3.59189e-05-0j -2.99324e-06-0j -7.77935e-05-0j 0.00379218-0j 8.53755e-05-0j -7.93977e-06-0j -1.6207e-06-0j 7.06004e-05-0j -9.55006e-08-0j 7.24656e-05-0j -0.00416177-0j 8.7136e-06-0j -0.000181029-0j -0.00344154-0j 1.77866e-06-0j 4.66717e-05-0j 7.20562e-06-0j -0.00353246-0j 1.04808e-07-0j -0.00017503-0j 1.47084e-06-0j 0.00882455-0j 7.39599e-06-0j -1.84762e-05-0j 1.5097e-06-0j 8.66702e-08-0j -0.00227509-0j -3.77143e-06-0j 4.76341e-06-0j 0.00853211-0j 8.89599e-08-0j -1.78639e-05-0j 9.72327e-07-0j -2.22234e-07-0j 5.72949e-08-0j -3.64645e-06-0j -2.14869e-07-0j 
-1.00519e-05-0j 0.00338802-0j -0.00332568-0j -0.00788655-0j -0.00113112-0j 6.96394e-05-0j 9.98797e-06-0j -0.00558608-0j -0.000801179-0j 0.00420831-0j -0.0232314-0j -0.000139397-0j 6.12148e-05-0j 0.00300656-0j 0.000769523-0j -0.00417368-0j -0.0165973-0j -2.02769e-06-0j -0.00521512-0j 4.37339e-05-0j 0.0230403-0j -6.07111e-05-0j 0.0287894-0j -7.58599e-05-0j -2.22267e-05-0j -0.025538-0j -3.57379e-07-0j 0.000438792-0j -0.00425945-0j 4.0892e-05-0j 5.24462e-06-0j -4.01396e-05-0j -0.000410622-0j 7.05526e-06-0j -2.55324e-07-0j 0.0469841-0j -6.84869e-05-0j 2.8964e-05-0j -0.000807277-0j -0.0461196-0j 8.43273e-08-0j 1.85756e-05-0j 0.0078364-0j -0.000293362-0j 0.000792423-0j 5.04052e-06-0j -0.00769222-0j -9.6489e-06-0j 0.0332791-0j -4.89294e-05-0j -0.000571798-0j 0.021343-0j 9.47136e-06-0j -0.000366713-0j 0.00555056-0j 6.02464e-08-0j -6.83436e-06-0j 0.00355976-0j -4.3831e-06-0j 
-0.000519903-0j 0.00510573-0j 0.00524062-0j 3.11395e-05-0j 0.0201091-0j 3.68356e-05-0j 0.0237875-0j 2.05853e-05-0j 0.0132935-0j 2.1881e-05-0j -0.000369805-0j -2.48011e-05-0j 0.00441925-0j -4.63961e-05-0j 0.000419158-0j 2.19696e-05-0j 0.000784129-0j -0.00500902-0j 4.39915e-05-0j -0.0093705-0j -0.000371303-0j 0.00443715-0j -0.00074349-0j 0.00888485-0j -0.00329928-0j -0.000268376-0j 0.00362083-0j 1.71901e-06-0j 0.00156991-0j 0.00299421-0j 0.000570923-0j 0.00307332-0j 0.000294533-0j -1.88655e-06-0j -0.00767755-0j 0.000243561-0j -0.00172292-0j 0.00197938-0j -1.56006e-06-0j 0.000249995-0j -0.000626567-0j -0.00742313-0j -0.00142475-0j -0.000624522-0j -1.60128e-06-0j 4.00021e-06-0j -0.00146239-0j -0.000518133-0j 0.00016101-0j 0.00365324-0j -1.03131e-06-0j -0.000603826-0j -0.000531822-0j 3.86764e-06-0j -0.000941857-0j 0.00132856-0j -0.000342522-0j 0.00353218-0j 0.00128453-0j 
-0.00450077-0j 0.000155104-0j 0.000748248-0j -0.00856193-0j 1.28444e-05-0j 0.0311813-0j -4.67773e-05-0j -0.00719131-0j 1.07882e-05-0j 6.25302e-05-0j -0.00106354-0j -0.000214702-0j 9.21156e-07-0j 4.46737e-05-0j 0.00365174-0j 0.000304782-0j -0.000759828-0j -3.16286e-06-0j -0.000371344-0j 6.58106e-07-0j -0.00518385-0j 4.48987e-06-0j 0.00631597-0j -5.47042e-06-0j -0.00942847-0j 8.02205e-06-0j 0.0313454-0j -0.000950211-0j -9.64791e-05-0j -0.00869617-0j 5.9088e-08-0j -0.0419518-0j -2.66697e-05-0j 0.00315902-0j 0.0223942-0j 7.39898e-06-0j 0.000320749-0j -0.00730407-0j -0.000876409-0j 3.5694e-05-0j -1.96441e-07-0j 0.0374882-0j -8.89857e-05-0j -1.90537e-05-0j -0.00422795-0j 0.00225691-0j -0.000429282-0j 5.44987e-08-0j 6.21454e-06-0j 0.000229154-0j -0.000736111-0j -3.18961e-05-0j 2.62911e-07-0j 0.0037781-0j -7.47407e-05-0j -1.40344e-07-0j 4.57744e-08-0j 0.000383607-0j -2.34937e-07-0j 
4.45854e-06-0j -8.69171e-05-0j -8.78178e-05-0j -2.49619e-05-0j 0.001034-0j -3.08888e-05-0j 0.00127951-0j -1.80184e-05-0j 0.000746379-0j -5.5021e-07-0j -0.00179874-0j 2.12688e-07-0j 0.0212466-0j 1.30244e-07-0j 0.000695315-0j 1.86102e-07-0j 0.000425792-0j -0.00821301-0j 7.6763e-08-0j -0.00502942-0j 0.000608401-0j -0.00718639-0j 0.000250953-0j -0.00296423-0j 1.40327e-07-0j -4.49539e-06-0j -4.78418e-07-0j -2.77029e-06-0j -0.00776677-0j 1.29428e-07-0j 0.0206709-0j 1.3077e-07-0j 1.53261e-05-0j 9.44477e-06-0j 1.1325e-07-0j -4.14624e-06-0j 0.0264793-0j 9.34263e-08-0j -2.55513e-06-0j -4.18921e-06-0j -0.0704735-0j 2.98501e-08-0j -0.00716353-0j -3.62796e-06-0j -2.58161e-06-0j -2.23574e-06-0j -0.00723777-0j 0.0190655-0j -2.99291e-06-0j -0.00626809-0j -1.84439e-06-0j -9.5625e-07-0j 0.019263-0j -5.89291e-07-0j -0.00517091-0j 0.0166823-0j 0.0137622-0j -0.00165213-0j 0.00439708-0j 
-0.000432456-0j -0.00615763-0j 0.00209623-0j 0.00242117-0j 0.000347255-0j -0.00889203-0j -0.00127533-0j 0.0017477-0j 0.000250662-0j 0.00257705-0j -0.0142263-0j 0.00300656-0j 3.74862e-05-0j 0.00172395-0j -0.0165973-0j -0.00780782-0j -0.00951683-0j 4.37339e-05-0j 0.00108513-0j 2.50768e-05-0j 0.0431021-0j -0.000113574-0j -0.0059903-0j 1.57844e-05-0j -1.3611e-05-0j -0.0156388-0j -1.53753e-05-0j 0.000268704-0j -0.00260837-0j 3.72589e-05-0j 3.21166e-06-0j -1.2684e-05-0j -0.0176659-0j 0.000303534-0j -1.02855e-05-0j 0.0428097-0j -0.00294647-0j 2.68949e-05-0j -0.000735552-0j -0.0145736-0j 3.62796e-06-0j -2.89531e-06-0j 0.00714015-0j -0.0118178-0j 0.000250403-0j 0.000203052-0j -0.00243071-0j -8.79161e-06-0j 0.0309017-0j -0.00197107-0j -0.000530949-0j -0.00332665-0j 2.99291e-06-0j 5.71582e-05-0j 0.00515404-0j 2.42696e-06-0j -6.34612e-06-0j -0.000554847-0j 6.83178e-07-0j 
-3.55388e-06-0j -2.53231e-05-0j 2.48572e-05-0j -0.00842291-0j 4.18296e-06-0j 7.43756e-05-0j -3.69361e-08-0j -0.00596599-0j 2.96281e-06-0j -1.0209e-05-0j 0.000524526-0j 3.38165e-07-0j -1.50393e-07-0j -7.29367e-06-0j -1.73745e-05-0j 1.0125e-05-0j 0.000374739-0j 4.98164e-09-0j 1.26514e-05-0j -1.07446e-07-0j -0.00052021-0j 1.49156e-07-0j -0.000650015-0j 1.86373e-07-0j -7.85833e-06-0j -1.30972e-06-0j -1.26353e-07-0j -0.0450112-0j 4.75825e-05-0j 1.44575e-05-0j -9.64701e-09-0j -1.41915e-05-0j -2.10588e-08-0j -0.000723727-0j -9.02707e-08-0j 2.40959e-06-0j 7.65071e-07-0j 1.02403e-05-0j 0.0828103-0j -2.36525e-06-0j -1.55113e-10-0j 6.56747e-06-0j -8.75409e-05-0j -1.50451e-08-0j -0.0812866-0j -0.000517056-0j 8.59301e-05-0j 1.77483e-08-0j 1.70672e-06-0j 5.46593e-07-0j 0.0586549-0j 1.09458e-06-0j -1.74217e-08-0j 0.0376173-0j -6.20056e-05-0j -1.10818e-10-0j 1.25712e-08-0j -3.97663e-05-0j 8.06233e-09-0j 
-0.00300051-0j 0.000103403-0j 0.000498832-0j 5.93256e-05-0j 8.56291e-06-0j -0.000216055-0j -3.11849e-05-0j 4.98286e-05-0j 7.19214e-06-0j -0.0121926-0j 7.36925e-06-0j 0.0418641-0j 6.14104e-07-0j -0.00871078-0j -2.53029e-05-0j -0.0594285-0j 5.26485e-06-0j -2.10857e-06-0j 0.0724072-0j 4.38737e-07-0j 3.59189e-05-0j 2.99324e-06-0j -4.37634e-05-0j -3.64695e-06-0j 3.20882e-05-0j -0.00156419-0j -0.000106679-0j 3.27499e-06-0j 6.68504e-07-0j 2.95959e-05-0j 3.9392e-08-0j 0.000142776-0j 0.00520023-0j -1.08878e-05-0j -7.62149e-05-0j -0.0014427-0j -2.22247e-06-0j 2.48581e-05-0j 3.02062e-06-0j -0.00695985-0j -1.3096e-07-0j -0.000127585-0j 6.16582e-07-0j 0.00371522-0j 1.4572e-05-0j -7.77865e-06-0j 2.9745e-06-0j 3.63324e-08-0j -0.00121175-0j -1.58781e-06-0j 2.53707e-06-0j 0.00621932-0j 1.75274e-07-0j -1.30215e-05-0j 5.17878e-07-0j -9.35626e-08-0j 3.05163e-08-0j -2.65801e-06-0j -1.56625e-07-0j 
