0.0825516-0j 0.0145932-0j 0.0012161-0j 0.0717802-0j 0.0119634-0j 0.00732604-0j 0.00149542-0j 8.81186e-05-0j 0.0451135-0j 0.045581-0j 0.00728015-0j 0.0073556-0j 0.00594422-0j 0.000857974-0j 0.00600582-0j 0.000743028-0j 0.000866866-0j 8.75666e-05-0j 0.000750728-0j 3.99685e-06-0j 8.84741e-05-0j 4.03827e-06-0j 0.033415-0j 0.0413489-0j 0.0241202-0j 0.00528337-0j 0.00653784-0j 0.00417687-0j 0.00381374-0j 0.00278458-0j 0.00060288-0j 0.00516862-0j 0.000696145-0j 0.00344574-0j 0.000746025-0j 0.00301503-0j 0.000246125-0j 0.00201002-0j 5.80121e-05-0j 0.000435181-0j 6.15311e-05-0j 0.000861436-0j 0.000304564-0j 5.12759e-06-0j 0.000502504-0j 7.17863e-05-0j 7.61409e-05-0j 0.000177662-0j 1.91094e-07-0j 4.18754e-05-0j 4.44155e-05-0j 6.34507e-06-0j 3.70129e-06-0j 2.36467e-07-0j 1.37939e-07-0j 
3.84297e-05-0j 0.0621579-0j -8.14695e-05-0j 3.34154e-05-0j -0.000263439-0j 0.0631385-0j 0.0128738-0j -7.88471e-06-0j 2.10014e-05-0j 2.1219e-05-0j -0.000160312-0j -0.000161974-0j -0.000535249-0j -3.81854e-05-0j -0.000540796-0j -0.30291-0j -3.85811e-05-0j 0.00113471-0j -0.306049-0j -4.47505e-07-0j 0.00114647-0j -4.52143e-07-0j 1.55555e-05-0j 1.92489e-05-0j 1.12285e-05-0j -0.000116342-0j -0.000143966-0j -0.000376108-0j -8.39803e-05-0j 1.29629e-06-0j -2.6832e-05-0j -0.00046541-0j 0.00296514-0j 1.60408e-06-0j -3.32029e-05-0j -0.000271489-0j 0.00643017-0j 9.35711e-07-0j -3.88637e-06-0j -1.93684e-05-0j -0.0506991-0j 0.00366918-0j 0.00795693-0j 8.87465e-05-0j 0.00214035-0j -4.80914e-06-0j -0.062737-0j 0.00464154-0j -2.56927e-08-0j -2.80533e-06-0j -0.0365966-0j 0.000109818-0j 6.40606e-05-0j -3.17931e-08-0j -1.8546e-08-0j 
0.00188306-0j 0.000332881-0j 2.77401e-05-0j 2.33058e-05-0j 3.8843e-06-0j 2.37864e-06-0j 4.85538e-07-0j 2.86106e-08-0j 0.753345-0j 0.249159-0j -0.000492868-0j -0.00016301-0j -0.000402425-0j -5.8085e-05-0j -0.000133097-0j -5.03031e-05-0j -1.92109e-05-0j -5.92828e-06-0j -1.66371e-05-0j -2.70588e-07-0j -1.9607e-06-0j -8.94933e-08-0j 0.000762218-0j -3.98452e-05-0j -0.0010769-0j -0.0297267-0j 0.00155397-0j 9.52772e-05-0j 0.0419995-0j 6.35181e-05-0j 1.37521e-05-0j -4.98065e-06-0j 1.58795e-05-0j -3.32043e-06-0j -7.18894e-07-0j -0.000134613-0j 5.61426e-06-0j -8.97418e-05-0j 1.32329e-06-0j -1.94297e-05-0j 1.40357e-06-0j -8.30108e-07-0j -2.93487e-07-0j 1.16964e-07-0j -2.24354e-05-0j -6.91756e-08-0j -7.33719e-08-0j -7.93213e-06-0j 4.35898e-09-0j -1.86962e-06-0j -1.98303e-06-0j -6.11432e-09-0j -1.65253e-07-0j -2.27867e-10-0j -6.1586e-09-0j 
-4.52899e-06-0j -0.0110853-0j 0.0423405-0j -3.93804e-06-0j 9.44524e-05-0j 7.77435e-05-0j 0.108222-0j 0.0126724-0j -2.47504e-06-0j -2.50069e-06-0j 5.74778e-05-0j 5.80734e-05-0j 3.13768e-05-0j -0.000645338-0j 3.1702e-05-0j -0.00113471-0j -0.000652026-0j -0.293335-0j -0.00114647-0j 0.00145217-0j -0.296374-0j 0.00146722-0j -1.83323e-06-0j -2.26851e-06-0j -1.32329e-06-0j 4.17129e-05-0j 5.16171e-05-0j 2.20478e-05-0j 3.011e-05-0j -1.52769e-07-0j -0.000453465-0j 2.72827e-05-0j -0.000528807-0j -1.89042e-07-0j -0.000561134-0j 1.59149e-05-0j 3.92454e-06-0j -1.10275e-07-0j 0.00201978-0j -0.000327328-0j 0.00895215-0j -0.000654366-0j 4.85637e-06-0j -0.0709486-0j -0.000381713-0j 0.00249936-0j 0.0110777-0j 2.83288e-06-0j 0.000139587-0j 0.00145796-0j 0.006462-0j -0.0877944-0j -0.0512134-0j 0.000172731-0j 0.00010076-0j 
-0.00155344-0j -0.000274613-0j -2.28844e-05-0j 0.00264382-0j 0.000440636-0j 0.000269834-0j 5.50796e-05-0j 3.24559e-06-0j -0.20604-0j 0.193757-0j 0.000134799-0j -0.000126764-0j 0.000110063-0j 1.58862e-05-0j -0.000103502-0j 1.37579e-05-0j -1.49392e-05-0j 1.62138e-06-0j -1.29377e-05-0j 7.40056e-08-0j -1.52473e-06-0j -6.9594e-08-0j -0.000628798-0j -0.00149854-0j -0.00175742-0j 0.0245233-0j 0.0584434-0j -7.85997e-05-0j 0.06854-0j -5.23998e-05-0j -1.13449e-05-0j -0.000187317-0j -1.30999e-05-0j -0.000124878-0j -2.70369e-05-0j -0.000219678-0j -4.63153e-06-0j -0.000146452-0j -1.09166e-06-0j -3.17078e-05-0j -1.15788e-06-0j -3.12196e-05-0j -1.10378e-05-0j -9.64902e-08-0j -3.6613e-05-0j -2.60163e-06-0j -2.75944e-06-0j -1.29446e-05-0j -3.59598e-09-0j -3.05108e-06-0j -3.23616e-06-0j -2.29954e-07-0j -2.6968e-07-0j -8.56987e-09-0j -1.00504e-08-0j 
0.000347288-0j -0.00290402-0j -0.000736237-0j -0.0591526-0j -0.00238069-0j 3.08201e-05-0j -0.000601463-0j -7.12538e-05-0j -0.000186744-0j 0.000191755-0j -0.279236-0j 0.286729-0j -2.46057e-05-0j 0.000339544-0j 2.5266e-05-0j 0.000145489-0j -0.000348656-0j 5.21631e-05-0j -0.000149393-0j 3.97921e-06-0j -5.35629e-05-0j -4.08599e-06-0j -0.000280403-0j -0.000171161-0j 0.000101472-0j 0.00209718-0j 0.00128015-0j 0.00686589-0j -0.000758926-0j -2.33669e-05-0j -0.0947452-0j 0.00419102-0j 0.000276328-0j -1.42634e-05-0j -0.0578336-0j -0.00248462-0j -2.06536e-06-0j 8.45598e-06-0j 7.00557e-05-0j 0.0342863-0j 4.93647e-05-0j 0.000168674-0j -1.26072e-06-0j 8.27048e-06-0j -9.99973e-05-0j 4.27629e-05-0j 3.01328e-05-0j 7.4741e-07-0j 4.63136e-07-0j -2.53517e-05-0j -1.78641e-05-0j 5.04841e-06-0j -2.99291e-06-0j 2.82704e-07-0j -1.67599e-07-0j 
-0.0506138-0j -0.00590681-0j 5.11604e-06-0j 4.29824e-06-0j -0.000104404-0j -8.48544e-05-0j -8.61565e-06-0j 5.27659e-09-0j 0.000189789-0j -0.000186297-0j 3.0627e-05-0j -3.00635e-05-0j 0.350652-0j -0.000526039-0j -0.3442-0j -0.000604628-0j 0.00051636-0j -3.54439e-05-0j 0.000593503-0j 1.68144e-08-0j 3.47917e-05-0j -1.65051e-08-0j 0.000140574-0j 2.476e-06-0j -0.000198611-0j 2.22267e-05-0j 3.9149e-07-0j -0.00169065-0j -3.14031e-05-0j -0.00342626-0j 2.53627e-06-0j -2.97782e-05-0j 0.0410659-0j -6.03483e-05-0j 4.46724e-08-0j 0.00238864-0j -0.000300938-0j 0.0048408-0j -3.55682e-05-0j -3.58337e-06-0j -5.00701e-05-0j 0.000723313-0j -5.30057e-06-0j -2.07547e-06-0j -0.0580201-0j -6.26479e-07-0j -8.81908e-07-0j 0.000425182-0j 8.03918e-10-0j 5.02526e-05-0j 7.07417e-05-0j -3.65562e-08-0j 2.93233e-06-0j 1.41598e-11-0j -1.13582e-09-0j 
2.06719e-07-0j -8.78908e-06-0j -0.0201673-0j 1.79746e-07-0j -7.20521e-06-0j 1.83453e-08-0j 0.000172933-0j 0.138233-0j 1.12969e-07-0j 1.1414e-07-0j -4.38464e-06-0j -4.43007e-06-0j 1.4885e-08-0j 9.92178e-05-0j 1.50393e-08-0j -4.47505e-07-0j 0.000100246-0j -0.00145217-0j -4.52143e-07-0j -0.283777-0j -0.00146722-0j -0.286718-0j 8.36751e-08-0j 1.03543e-07-0j 6.03999e-08-0j -3.18203e-06-0j -3.93756e-06-0j 1.04594e-08-0j -2.29691e-06-0j 6.97292e-09-0j 6.97182e-05-0j 1.29428e-08-0j -4.19269e-07-0j 8.62855e-09-0j 8.62718e-05-0j 7.54998e-09-0j 6.16325e-10-0j 5.03332e-09-0j -0.000962048-0j 5.03252e-05-0j 7.11558e-06-0j -5.18819e-07-0j 7.62663e-10-0j 0.00804374-0j -3.02644e-07-0j -0.00119047-0j 8.80508e-06-0j 4.44887e-10-0j -0.0859666-0j -0.000694443-0j 5.1363e-06-0j 0.00995362-0j 0.00580628-0j -0.106378-0j -0.062054-0j 
0.000496333-0j 8.774e-05-0j 7.31167e-06-0j -0.00169557-0j -0.000282595-0j -0.000173053-0j -3.53243e-05-0j -2.08151e-06-0j -0.0669039-0j -0.714978-0j 4.37711e-05-0j 0.000467766-0j 3.5739e-05-0j 5.15848e-06-0j 0.00038193-0j 4.46737e-06-0j 5.51268e-05-0j 5.26485e-07-0j 4.77412e-05-0j 2.40306e-08-0j 5.62636e-06-0j 2.56807e-07-0j 0.000200904-0j -0.00097673-0j -0.00187897-0j -0.00783531-0j 0.0380928-0j 2.5113e-05-0j 0.0732803-0j 1.6742e-05-0j 3.62475e-06-0j -0.000122091-0j 4.1855e-06-0j -8.13942e-05-0j -1.76224e-05-0j -0.000234871-0j 1.4798e-06-0j -0.000156581-0j 3.48791e-07-0j -3.39007e-05-0j 3.69949e-07-0j -2.03485e-05-0j -7.1943e-06-0j 3.08291e-08-0j -3.91452e-05-0j -1.69571e-06-0j -1.79857e-06-0j -1.38399e-05-0j 1.14893e-09-0j -3.2621e-06-0j -3.45998e-06-0j -1.49881e-07-0j -2.88331e-07-0j -5.58574e-09-0j -1.07455e-08-0j 
-0.000350887-0j 0.00293411-0j 0.000743866-0j -0.0580642-0j -0.00233688-0j 3.0253e-05-0j -0.000590396-0j -6.99428e-05-0j -0.000191755-0j 0.000193664-0j -0.286729-0j 0.289583-0j -2.5266e-05-0j 0.000348656-0j 2.55175e-05-0j 0.000149393-0j -0.000352126-0j 5.35629e-05-0j -0.00015088-0j 4.08599e-06-0j -5.4096e-05-0j -4.12666e-06-0j 0.000283308-0j 0.000170751-0j -9.38921e-05-0j -0.00211892-0j -0.00127708-0j -0.00693704-0j 0.000702237-0j 2.3609e-05-0j 0.095727-0j -0.00418098-0j -0.000279192-0j 1.42292e-05-0j 0.057695-0j 0.00229903-0j 2.08676e-06-0j -7.82435e-06-0j -7.07817e-05-0j -0.0317252-0j -4.98763e-05-0j -0.00016827-0j 1.2577e-06-0j -8.35619e-06-0j 9.25279e-05-0j -4.26604e-05-0j -3.00606e-05-0j -6.91581e-07-0j -4.67935e-07-0j 2.3458e-05-0j 1.65297e-05-0j -5.0363e-06-0j 2.76935e-06-0j -2.82026e-07-0j 1.5508e-07-0j 
0.00730547-0j 0.000847179-0j -0.010124-0j -6.20398e-07-0j -0.00144072-0j -6.33191e-08-0j -5.7827e-05-0j -2.10297e-05-0j -2.73936e-05-0j 2.68896e-05-0j 0.000422635-0j -0.000414858-0j 0.000526039-0j 0.339703-0j -0.00051636-0j 4.3135e-05-0j -0.333452-0j -0.000728987-0j -4.23413e-05-0j -0.000112078-0j 0.000715574-0j 0.000110016-0j -2.02901e-05-0j -3.57379e-07-0j 2.8667e-05-0j 0.000306716-0j 5.40232e-06-0j -2.53627e-06-0j -0.000433344-0j 0.000494538-0j -0.00163786-0j -4.46724e-08-0j -0.00588984-0j 8.71053e-06-0j -2.88483e-05-0j 3.58337e-06-0j -1.49451e-07-0j -0.00069871-0j 0.0703848-0j 0.00231405-0j -0.000167163-0j -0.00010374-0j -2.63235e-09-0j -8.59723e-05-0j 0.00832148-0j 0.00123972-0j -2.94432e-06-0j 2.11152e-07-0j -8.05466e-06-0j -0.0994433-0j 0.000236177-0j -1.51427e-06-0j 0.000121466-0j -1.4187e-07-0j 1.138e-05-0j 
-0.041326-0j -0.00482289-0j 4.17723e-06-0j 0.000246561-0j -0.00598896-0j -0.00486751-0j -0.00049422-0j 3.02682e-07-0j -0.000152476-0j 0.000156568-0j -2.46057e-05-0j 2.5266e-05-0j -0.281713-0j 0.000422619-0j 0.289273-0j 0.000485758-0j -0.00043396-0j 2.84756e-05-0j -0.000498793-0j -1.35087e-08-0j -2.92397e-05-0j 1.38712e-08-0j -0.000228948-0j -0.000139753-0j 8.28514e-05-0j -3.61998e-05-0j -2.20968e-05-0j 0.0027535-0j 1.30999e-05-0j 0.00558022-0j -4.13072e-06-0j 0.00168077-0j -0.0668825-0j 0.00340624-0j -2.52144e-06-0j -0.000996432-0j 0.000490127-0j -0.00201936-0j 5.79286e-05-0j 1.49482e-06-0j 8.15473e-05-0j -0.0408259-0j 0.000299179-0j 3.38024e-06-0j 0.0242034-0j 3.53603e-05-0j 4.97775e-05-0j -0.000177367-0j -1.30931e-09-0j -2.09631e-05-0j -2.95102e-05-0j 2.06334e-06-0j -1.22324e-06-0j -7.99219e-10-0j 4.73812e-10-0j 
-0.000303877-0j 0.00254102-0j 0.000644207-0j 0.000736722-0j 2.96505e-05-0j -3.83852e-07-0j 7.49098e-06-0j 8.87438e-07-0j 0.000492868-0j 0.00016301-0j 0.736977-0j 0.243746-0j 6.4941e-05-0j -0.000896147-0j 2.14784e-05-0j -0.000383984-0j -0.000296389-0j -0.000137672-0j -0.000126998-0j -1.05022e-05-0j -4.55333e-05-0j -3.47347e-06-0j -0.000123002-0j 6.42999e-06-0j 0.000173784-0j 0.000919958-0j -4.80911e-05-0j 0.00301181-0j -0.00129976-0j -1.02502e-05-0j -0.0415613-0j -0.000157444-0j 0.000121215-0j 5.35832e-07-0j 0.00217263-0j -0.00425525-0j -9.05998e-07-0j 1.4482e-05-0j 3.07309e-05-0j 0.0587199-0j 2.16545e-05-0j -6.33656e-06-0j 4.73613e-08-0j 3.62796e-06-0j -0.000171259-0j -1.60647e-06-0j -1.132e-06-0j 1.28004e-06-0j 2.03161e-07-0j -4.34182e-05-0j -3.05946e-05-0j -1.89653e-07-0j -5.12577e-06-0j -1.06203e-08-0j -2.87036e-07-0j 
-4.3411e-05-0j -0.0702148-0j 9.20296e-05-0j -5.3728e-07-0j 4.23579e-06-0j -0.00101519-0j -0.000206995-0j 1.26777e-07-0j -2.37236e-05-0j 2.32871e-05-0j 0.000181092-0j -0.00017776-0j 0.000604628-0j 4.3135e-05-0j -0.000593503-0j 0.342174-0j -4.23413e-05-0j -0.00128179-0j -0.335878-0j 5.05511e-07-0j 0.0012582-0j -4.96209e-07-0j -1.75718e-05-0j -3.095e-07-0j 2.48263e-05-0j 0.000131423-0j 2.31481e-06-0j 0.000424859-0j -0.000185681-0j -1.46431e-06-0j 3.031e-05-0j 7.48324e-06-0j -0.00334948-0j -2.57916e-08-0j 5.33864e-07-0j -0.000600263-0j -0.00726365-0j 2.06886e-06-0j 4.39012e-06-0j -4.28236e-05-0j 0.0572708-0j -5.8996e-05-0j -0.000127938-0j -0.00010025-0j 0.00473233-0j 7.73253e-08-0j 0.00100874-0j 0.0102625-0j 2.9023e-08-0j -6.2026e-06-0j -0.0809152-0j -1.76575e-06-0j 0.000141638-0j 5.11195e-10-0j -4.10052e-08-0j 
0.00596489-0j 0.000691719-0j -0.00826618-0j -3.55879e-05-0j -0.0826441-0j -3.63218e-06-0j -0.00331714-0j -0.00120633-0j 2.2008e-05-0j -2.25986e-05-0j -0.000339544-0j 0.000348656-0j -0.000422619-0j -0.272917-0j 0.00043396-0j -3.46546e-05-0j 0.28024-0j 0.000585667-0j 3.55845e-05-0j 9.00437e-05-0j -0.000601383-0j -9.246e-05-0j 3.30458e-05-0j 2.01715e-05-0j -1.19586e-05-0j -0.000499536-0j -0.000304923-0j 4.13072e-06-0j 0.000180772-0j -0.000805436-0j 0.00266752-0j 2.52144e-06-0j 0.00959256-0j -0.000491648-0j 0.00162828-0j -1.49482e-06-0j 2.43405e-07-0j 0.00029147-0j -0.114633-0j -0.000965318-0j 0.000272252-0j 0.00585542-0j 1.48577e-07-0j 0.00014002-0j -0.00347134-0j -0.0699734-0j 0.000166186-0j -8.80831e-08-0j 1.31183e-05-0j 0.0414833-0j -9.85223e-05-0j 8.54698e-05-0j -5.06702e-05-0j 8.00758e-06-0j -4.74724e-06-0j 
0.0417542-0j 0.00487287-0j -4.22051e-06-0j 0.000242024-0j -0.00587876-0j -0.00477795-0j -0.000485127-0j 2.97112e-07-0j -0.000156568-0j 0.000158126-0j -2.5266e-05-0j 2.55175e-05-0j -0.289273-0j 0.00043396-0j 0.292152-0j 0.000498793-0j -0.000438279-0j 2.92397e-05-0j -0.000503758-0j -1.38712e-08-0j -2.95307e-05-0j 1.40093e-08-0j 0.00023132-0j 0.000139418-0j -7.66626e-05-0j 3.6575e-05-0j 2.20439e-05-0j -0.00278203-0j -1.21214e-05-0j -0.00563805-0j 4.17353e-06-0j -0.00167674-0j 0.0675756-0j -0.00339807-0j 2.5154e-06-0j 0.000922002-0j -0.000495206-0j 0.00186852-0j -5.85289e-05-0j -1.38316e-06-0j -8.23923e-05-0j 0.040728-0j -0.000298462-0j -3.41527e-06-0j -0.0223954-0j -3.52756e-05-0j -4.96581e-05-0j 0.000164118-0j 1.32288e-09-0j 1.93973e-05-0j 2.73059e-05-0j -2.05839e-06-0j 1.13186e-06-0j 7.97304e-10-0j -4.3842e-10-0j 
5.11604e-06-0j 0.0125222-0j -0.0478286-0j 6.33191e-08-0j -1.51868e-06-0j -1.25002e-06-0j -0.00174008-0j -0.000203758-0j 2.79585e-06-0j -2.74441e-06-0j -6.4928e-05-0j 6.37334e-05-0j -3.54439e-05-0j 0.000728987-0j 3.47917e-05-0j 0.00128179-0j -0.000715574-0j 0.331357-0j -0.0012582-0j -0.0016404-0j -0.32526-0j 0.00161022-0j 2.07085e-06-0j 3.64749e-08-0j -2.92581e-06-0j -4.71197e-05-0j -8.29942e-07-0j -2.49056e-05-0j 6.65733e-05-0j 1.72571e-07-0j 0.000512243-0j -4.38674e-07-0j 0.000597351-0j 3.03957e-09-0j 9.02237e-06-0j 3.5188e-05-0j -4.43324e-06-0j -2.43817e-07-0j -0.00228159-0j -0.000723724-0j -0.0101125-0j 1.05214e-05-0j -7.80847e-08-0j 0.080145-0j -0.00084397-0j -4.01867e-05-0j -0.000178117-0j 6.26352e-06-0j -0.000157681-0j 0.00322355-0j 0.0142875-0j 0.00141163-0j -0.113233-0j -2.7773e-06-0j 0.00022278-0j 
0.000250686-0j -0.00209623-0j -0.000531444-0j 0.0835739-0j 0.00336356-0j -4.35442e-05-0j 0.000849779-0j 0.000100671-0j -0.000134799-0j 0.000126764-0j -0.201563-0j 0.189547-0j -1.77613e-05-0j 0.000245096-0j 1.67026e-05-0j 0.00010502-0j -0.000230485-0j 3.76533e-05-0j -9.87592e-05-0j 2.87235e-06-0j -3.54088e-05-0j -2.70112e-06-0j 0.000101472-0j 0.000241826-0j 0.000283603-0j -0.000758926-0j -0.00180866-0j -0.00248462-0j -0.00212112-0j 8.45598e-06-0j 0.0342863-0j -0.0059213-0j -9.99973e-05-0j 2.01521e-05-0j 0.0817104-0j -0.00694425-0j 7.4741e-07-0j 2.36336e-05-0j -2.53517e-05-0j 0.0958265-0j -1.78641e-05-0j -0.000238312-0j 1.78121e-06-0j -2.99291e-06-0j -0.000279482-0j -6.04176e-05-0j -4.25733e-05-0j 2.08893e-06-0j -1.67599e-07-0j -7.08552e-05-0j -4.99281e-05-0j -7.13265e-06-0j -8.36488e-06-0j -3.99419e-07-0j -4.68422e-07-0j 
0.0361602-0j 0.00422003-0j -3.65507e-06-0j -3.07081e-06-0j 7.45901e-05-0j 6.06229e-05-0j 6.15531e-06-0j -3.76978e-09-0j 0.000402425-0j 0.000133097-0j 6.4941e-05-0j 2.14784e-05-0j 0.743517-0j -0.0011154-0j 0.245908-0j -0.00128204-0j -0.000368905-0j -7.51546e-05-0j -0.000424019-0j 3.5653e-08-0j -2.48564e-05-0j 1.17918e-08-0j -0.000100431-0j 5.25006e-06-0j 0.000141894-0j -1.58795e-05-0j 8.30108e-07-0j 0.00120786-0j 2.24354e-05-0j 0.00244784-0j -1.812e-06-0j -6.31412e-05-0j -0.0293389-0j -0.000127962-0j 9.47227e-08-0j -0.00170653-0j 0.000215001-0j -0.00345844-0j 2.54112e-05-0j 2.56008e-06-0j 3.57718e-05-0j 0.0015337-0j -1.12392e-05-0j 1.48279e-06-0j 0.0414515-0j -1.32838e-06-0j -1.86998e-06-0j -0.000303764-0j -5.74347e-10-0j -3.59022e-05-0j -5.05403e-05-0j -7.75131e-08-0j -2.09496e-06-0j 3.00242e-11-0j 8.11467e-10-0j 
-3.54449e-05-0j -0.0573301-0j 7.51418e-05-0j -3.08201e-05-0j 0.000242978-0j -0.0582346-0j -0.0118739-0j 7.27231e-06-0j 1.90595e-05-0j -1.9571e-05-0j -0.000145489-0j 0.000149393-0j -0.000485758-0j -3.46546e-05-0j 0.000498793-0j -0.274902-0j 3.55845e-05-0j 0.00102979-0j 0.282279-0j -4.06127e-07-0j -0.00105742-0j 4.17025e-07-0j 2.86185e-05-0j 1.74691e-05-0j -1.03564e-05-0j -0.000214043-0j -0.000130654-0j -0.000691951-0j 7.74576e-05-0j 2.38487e-06-0j -4.93647e-05-0j -0.000422376-0j 0.00545518-0j 1.45576e-06-0j -3.01328e-05-0j 0.000250403-0j 0.01183-0j -8.63035e-07-0j -7.15003e-06-0j 1.78641e-05-0j -0.0932747-0j 0.00332991-0j 0.0072212-0j 0.000163273-0j -0.00197411-0j -4.36447e-06-0j -0.0569361-0j -0.00428104-0j -4.72686e-08-0j 2.58744e-06-0j 0.0337542-0j 9.96639e-05-0j -5.90851e-05-0j -2.88533e-08-0j 1.71055e-08-0j 
-0.00602671-0j -0.000698887-0j 0.00835184-0j -3.49331e-05-0j -0.0811234-0j -3.56535e-06-0j -0.0032561-0j -0.00118414-0j 2.25986e-05-0j -2.28235e-05-0j -0.000348656-0j 0.000352126-0j -0.00043396-0j -0.28024-0j 0.000438279-0j -3.55845e-05-0j 0.28303-0j 0.000601383-0j 3.59387e-05-0j 9.246e-05-0j -0.000607369-0j -9.33803e-05-0j -3.33882e-05-0j -2.01232e-05-0j 1.10653e-05-0j 0.000504713-0j 0.000304192-0j -4.17353e-06-0j -0.000167268-0j 0.000813782-0j -0.00269516-0j -2.5154e-06-0j -0.00969197-0j 0.00049047-0j -0.00162438-0j 1.38316e-06-0j -2.45927e-07-0j -0.000269698-0j 0.115821-0j 0.000893212-0j -0.000275074-0j -0.00584138-0j -1.48221e-07-0j -0.000141471-0j 0.00321205-0j 0.0698057-0j -0.000165788-0j 8.15036e-08-0j -1.32543e-05-0j -0.0383846-0j 9.1163e-05-0j -8.52649e-05-0j 4.68853e-05-0j -7.98839e-06-0j 4.39264e-06-0j 
-2.33514e-07-0j 9.92833e-06-0j 0.0227814-0j -2.89011e-09-0j 1.15851e-07-0j -2.9497e-10-0j -2.78057e-06-0j -0.00222262-0j -1.27613e-07-0j 1.25265e-07-0j 4.95297e-06-0j -4.86184e-06-0j -1.68144e-08-0j -0.000112078-0j 1.65051e-08-0j 5.05511e-07-0j 0.000110016-0j 0.0016404-0j -4.96209e-07-0j 0.32056-0j -0.00161022-0j -0.314662-0j -9.4521e-08-0j -1.66484e-09-0j 1.33544e-07-0j 3.59448e-06-0j 6.33113e-08-0j -1.18151e-08-0j -5.07848e-06-0j -7.87675e-09-0j -7.8755e-05-0j -2.08105e-10-0j 4.73615e-07-0j -1.38737e-10-0j -1.38715e-06-0j 1.6693e-08-0j -6.96213e-10-0j 1.11287e-08-0j 0.00108675-0j 0.000111269-0j -8.0379e-06-0j 8.342e-09-0j -1.22627e-11-0j -0.00908637-0j -6.69148e-07-0j 1.91414e-05-0j -1.41575e-07-0j 9.83647e-10-0j 0.0971096-0j -0.00153542-0j 1.13564e-05-0j -0.000160043-0j 0.0128377-0j 0.00171044-0j -0.137202-0j 
-8.00953e-05-0j 0.000669756-0j 0.000169799-0j -0.0535987-0j -0.00215716-0j 2.79263e-05-0j -0.000544991-0j -6.45637e-05-0j -4.37711e-05-0j -0.000467766-0j -0.0654503-0j -0.699444-0j -5.76735e-06-0j 7.9586e-05-0j -6.16336e-05-0j 3.41013e-05-0j 0.000850508-0j 1.22266e-05-0j 0.000364429-0j 9.32691e-07-0j 0.000130661-0j 9.96733e-06-0j -3.24207e-05-0j 0.000157619-0j 0.000303217-0j 0.000242481-0j -0.00117886-0j 0.000793848-0j -0.00226782-0j -2.70173e-06-0j -0.0109546-0j -0.00385944-0j 3.19496e-05-0j 1.31349e-05-0j 0.0532579-0j -0.00742452-0j -2.38801e-07-0j 2.52681e-05-0j 8.09998e-06-0j 0.102454-0j 5.70765e-06-0j -0.000155329-0j 1.16097e-06-0j 9.5625e-07-0j -0.000298811-0j -3.93795e-05-0j -2.77488e-05-0j 2.2334e-06-0j 5.35487e-08-0j -7.57556e-05-0j -5.33812e-05-0j -4.64898e-06-0j -8.9434e-06-0j -2.60337e-07-0j -5.00818e-07-0j 
4.17723e-06-0j 0.0102243-0j -0.0390519-0j 3.63218e-06-0j -8.71164e-05-0j -7.17052e-05-0j -0.0998163-0j -0.0116882-0j -2.24618e-06-0j 2.30646e-06-0j 5.21631e-05-0j -5.35629e-05-0j 2.84756e-05-0j -0.000585667-0j -2.92397e-05-0j -0.00102979-0j 0.000601383-0j -0.266212-0j 0.00105742-0j 0.00131789-0j 0.273355-0j -0.00135326-0j -3.37272e-06-0j -2.05875e-06-0j 1.22052e-06-0j 7.67421e-05-0j 4.68444e-05-0j 4.05628e-05-0j -2.77714e-05-0j -2.8106e-07-0j -0.000834271-0j 2.47601e-05-0j -0.000972884-0j -1.71562e-07-0j -0.000509249-0j -1.46788e-05-0j 7.22025e-06-0j 1.0171e-07-0j 0.00371594-0j 0.000301905-0j 0.0164699-0j -0.00059386-0j 4.40733e-06-0j -0.130529-0j 0.000352066-0j 0.00226825-0j 0.0100534-0j -2.61286e-06-0j 0.000256809-0j -0.00134472-0j -0.0059601-0j -0.0796766-0j 0.0472357-0j 0.000156759-0j -9.29336e-05-0j 
-0.00521928-0j -0.000605254-0j 0.00723291-0j 4.43234e-07-0j 0.0010293-0j 4.52373e-08-0j 4.13136e-05-0j 1.50244e-05-0j -5.8085e-05-0j -1.92109e-05-0j 0.000896147-0j 0.000296389-0j 0.0011154-0j 0.720299-0j 0.000368905-0j 9.14627e-05-0j 0.23823-0j -0.00154573-0j 3.02501e-05-0j -0.000237649-0j -0.000511231-0j -7.85994e-05-0j 1.4496e-05-0j -7.57781e-07-0j -2.04807e-05-0j -0.000219128-0j 1.1455e-05-0j 1.812e-06-0j 0.000309596-0j -0.000353315-0j 0.00117014-0j -9.47227e-08-0j 0.00420791-0j 1.84697e-05-0j -6.11695e-05-0j -2.56008e-06-0j 1.06773e-07-0j 0.000499182-0j -0.0502853-0j -0.00165324-0j 0.000119427-0j -0.00021997-0j -5.58159e-09-0j 6.14216e-05-0j -0.00594515-0j 0.00262868-0j -6.24309e-06-0j -1.50854e-07-0j 5.75453e-06-0j 0.0710457-0j -0.000168733-0j -3.21083e-06-0j -8.67796e-05-0j -3.0082e-07-0j -8.1303e-06-0j 
