0.0483292+0.226809j 0.22737-0.0483153j -0.0834388-0.272052j 0.282364-0.0844777j 0.08844+0.161262j -0.191943+0.112405j -0.0955408+0.0457332j 0.0324903-0.145299j -0.027708-0.183054j -0.0710226-0.0719595j 0.0904362+0.0376684j -0.0545164-0.00994005j 0.0153266-0.0480954j -0.0488721-0.0687706j -0.0506682-0.0708994j 0.0529653+0.0466836j 0.0522922-0.057145j 0.00788377-0.0307662j 0.0239567+0.00749884j -0.121558-0.0190258j -0.00152831-0.062282j -0.0191164+0.0282323j -0.0238855-0.00922328j -0.0652028-0.058583j 0.0837166+0.0271432j 0.0192426-0.0214391j -0.0124006+0.00081174j 0.0724343+0.0194478j 0.0471383+0.0387738j 0.0206739+0.0265226j -0.0249613-0.00812679j -0.0223438+0.0311977j -0.00735325+0.0184316j -0.0161027+0.038686j 0.0179116+0.0626369j -0.0412517-0.0454742j 0.0269068+0.032297j 0.0206438+0.0464546j 0.0301398-0.0190661j 0.0126753+0.0078401j 0.0615799-0.0308343j 0.130657-0.0210269j -0.0348436+0.0027704j -0.0784799+0.0320465j 0.0112496-0.016202j 0.0467394-0.0199526j 0.00305241-0.000351988j -0.0228453+0.00580954j 0.00126157-0.00614638j -0.0282413-0.0148663j -0.0089026+0.00969772j 0.0035776-0.00284057j -0.0326965+0.0184524j -0.0277686-0.0292249j -0.120013+0.00708379j 0.0259145-0.0260384j 0.0905252-0.0115626j -0.0480821+0.0833402j -0.0349157+0.0780572j 0.0135702+0.0292695j -0.031412+0.0758586j 0.0270256-0.0553367j 0.0415762-0.0537344j -0.0230554+0.111372j 0.0429981-0.0466065j -0.0264183+0.0999009j 0.0395734+0.0999514j 0.0119784+0.0740083j -0.13138-0.117377j 0.17036-0.0212222j 0.070508-0.0539363j 0.0879634-0.0993276j -0.0650417-0.152338j -0.226121+0.0136161j 0.011353+0.215601j 0.186233+0.0228613j -0.022862+0.186024j 
-0.0015204-0.00197848j -0.00164762+0.00145731j 0.000166299+0.00111776j 6.04619e-05-0.000263165j -0.00189365+0.00149172j -0.0029773-0.00117186j -0.00135921+0.000885595j -4.96652e-05-0.00132764j 0.00091812-0.000816116j 0.00141713+0.00276892j -0.000591944+0.000450803j -0.000395694+0.000239984j 0.00178421-0.00296895j -0.000858369+0.00240583j -0.000756158-0.000132697j -0.00218938-0.000564065j -0.00235061+0.000254893j -0.000864989+0.000825743j -0.00393814+0.00158804j 0.000516201-0.0025551j -0.00174995-0.00307113j 0.00238255+0.00296495j -0.00185504-0.000376597j -0.00141224+0.000362068j 0.00304274-0.00018637j -0.00286529+0.0016703j -0.000191842+0.00376056j -0.00265015+0.000528623j 0.00521919+0.00341425j 0.0018811-0.00238449j 3.9173e-05+5.67468e-05j -0.000929799+0.00277807j 0.00197052+0.00140433j -0.00229046+0.00302871j 0.000826241-0.000293447j -0.00379495-0.00486447j -0.000114524+0.000512326j -0.00257916-0.0021944j 0.00302728-0.00269122j 0.000561833-0.00299358j -0.00282668+0.00299372j -0.00484903-0.00109538j 0.00507582-0.000202801j 0.00244732-0.000329019j 0.0011418+0.00178435j -0.00290297+0.000440964j 0.000251877+0.00230398j 0.000710625+0.00117886j 0.00256225-0.000636098j -0.000815486+0.00555042j -0.0013811+0.00106237j -0.000785641-0.00590124j -0.00167373+0.000645403j 0.000333314-0.00161311j -0.00109632+0.00427481j 0.00466758+0.000160204j 0.00288234+0.000593684j 0.000863713+0.00260934j -0.00346087-0.001203j -0.000624253-0.0011658j -0.00104499-0.00157493j -0.000482601+0.0026649j 0.00164172-0.000736007j 0.0013616-0.00372542j -0.00107345+0.00064589j 0.00185323+0.000912392j 0.00120865+0.00298706j 0.00242993+0.00228593j -0.00355583-0.00573231j 0.00040055-0.00233664j 0.00239861+0.00205937j 0.00163192-0.000904523j 0.00216926+0.00344944j 0.000741481-0.000136622j 0.00106498-4.46161e-05j -0.000969606-0.00131417j 0.00127569-0.00113548j 
0.000200333-0.000780905j -0.000730617+3.66931e-06j 0.00200438-0.000703295j 0.000472295+0.00216275j 0.00144402+0.00218698j -0.00105462+0.00266784j -0.000643015+0.000578534j -0.00231898-0.0035757j -0.00234594-0.000726081j 3.57139e-05+0.00141157j 0.00208462+0.000135824j -0.00104001+0.0010807j 0.000471867-0.00111817j 0.000795554+0.000682847j 0.000153024-0.00199371j -0.00222483+0.000329339j 0.00145215+0.000930343j -0.000596076-0.000994697j 0.00194734+0.00347015j -0.00188536-0.000431688j 0.000105107+0.000496438j 0.00203985-0.00121672j -0.00170167+0.00201423j 0.00455282+0.00121351j 0.00150275-0.002472j -0.00118179+0.00204746j 0.00214144+0.00114148j -0.00156799-0.00163439j 0.000518255-0.00497288j -0.000313215-0.00444035j 0.000646488+0.000927653j 0.000872823-0.00017484j 0.00176476-0.000234035j 0.00109183-0.00121358j 0.00130772-0.0021465j -0.00439243+0.00230273j 0.000250667+0.00143423j 0.000393612-0.000888857j 0.00147673-0.00456156j -0.00261567-0.000591291j 0.00142808+0.000963604j 0.00197532+0.00296926j -0.00115694-0.00377955j -0.00350589-0.00384664j 0.00170341+0.00197114j 0.00150155+0.00565949j 0.00127055+0.00150449j -9.48438e-05-0.00204924j 0.000202792-0.00274263j 0.00298626+0.000551457j -0.000773929-0.000399397j -0.00302074+0.000286883j -0.000569802+2.83778e-05j 0.000783362-0.00130333j 0.0073191-0.00166117j 0.000376285-0.00250383j -0.000993466+0.000235733j 0.00394469+0.000251947j 0.000157409+0.00297816j -0.000450679+0.0010648j -0.00175543+0.000261881j 0.00275293+0.000435008j -0.00134147-0.000877949j -0.00591744+0.000645611j 0.00202305+0.000479503j -0.000147055-0.00161962j -0.000378395-0.000400848j 0.00113919-0.00168193j -0.00204983+0.00527974j -0.00346391-0.000644076j -0.000646831-0.000765545j -0.00175361-0.00180414j -0.00231765-0.00195259j -0.00188487-0.00137563j -0.00194777+0.000991952j -0.000238761-8.13119e-06j 0.000153468-7.76481e-05j 
-0.00132362-0.000850154j -0.000868883+0.00174334j -0.00223038-0.00130539j 0.00151655-0.00104048j 0.000293717+0.000924174j -0.000746769-0.000297454j 0.0023489+0.000216055j -0.00128476+0.0013562j -0.000157353+0.00126542j -0.00192303+0.00209105j 0.000121978-0.000542007j -0.00308858+0.000680687j 0.000681017-0.00196132j 0.000120172-0.00115737j 0.000810085+0.00107508j -0.00230635-0.00224295j -0.000546674-0.00146291j 0.00205419-0.00102128j -0.00327029-0.00162556j 0.00163538-0.00143633j 0.00166219-0.000504813j 0.000502227+0.00080529j 0.000260833-0.000431843j 0.00196446-0.00140632j 0.000665991-3.72939e-05j -0.00190511+0.0015613j 1.48696e-05+0.00267158j -0.000712542+0.00149128j -0.000364074+0.000864783j -1.54179e-05-0.00258326j 0.00261586+0.00109085j 0.000380804+0.000179615j 0.00173717-0.00136488j -0.00164097-0.000495718j -0.000764946-0.00413507j -0.000833546+0.00308171j 0.00108069+0.00127248j -0.00223787-0.00111684j -0.00157327-0.00175325j -0.000872723-0.000126767j 0.000315649-0.000150459j 0.00284418-0.00193565j 0.000145744-0.00158103j -0.003308-0.000977897j 0.00329089-0.000274928j 0.00199852+0.00165769j 0.00233519-0.000471172j -0.00174242+0.0010221j -0.00177638-0.000223702j -0.000922864+0.00076566j -0.0015531-0.000697901j 0.000178463+0.000823264j -0.0017674+0.00205702j 0.000863975-0.00275584j 0.00224853-0.00190366j 0.00136687-0.00174889j -0.00107489+0.00175894j -0.00136314-0.000470706j -0.000127031+0.000121695j 0.00207255-0.000201161j 0.00317218+0.000915939j -7.07979e-05-0.00091382j -0.000428333-0.00134171j -0.00124878+0.000624566j 0.000522255+0.000543794j -0.000163691+0.00150305j -0.00229724+0.000775749j -0.0014788+0.0012118j 0.00204799-0.00140117j 0.000591617-0.00108218j -0.0028715+0.000450749j -0.00127721+0.000640156j -0.00403204+0.00161543j -6.09957e-05+0.000741472j -3.70881e-05+0.000672755j -0.000672288+0.00057331j -0.000392975-0.000600283j 
-0.00066072-0.000306463j -0.000269527+0.000557701j -0.000577004+0.00113866j -0.000668837-0.0008641j -0.00161022-0.000830177j 0.000119348-0.000654989j -2.13508e-05+0.000139383j 0.00200788+0.000282745j 0.00169852-0.000561063j -0.000388529+0.00120404j -0.00218496+0.00121211j 0.000428565+0.000794444j -3.84735e-05+0.000391699j 0.000914952+0.000314379j 0.00171959+0.000480899j -0.0027078+0.000713212j -0.00448811+0.00137853j -0.00180555+0.00127327j -0.00324892+0.000380329j 0.00408717-0.00207298j -0.00247494+0.00426268j -0.00353344-0.00530836j -0.000947109-0.00389646j -0.00189438-0.000434979j -0.00188523+0.000545136j 0.00205398+0.00243407j 0.00273228-0.00213798j 0.00865139-0.00142754j -0.00191411-0.00523738j -0.00376889-0.000838712j 0.00153138-0.000456805j 0.00292463-0.00293936j -0.00330833-0.00161493j 0.00375073-0.00283268j -0.000648398-0.00104442j -0.00418572+0.00567765j -0.00145215+0.0020649j -0.00232034+0.00315655j -0.00576839+0.00127502j -0.00425885+0.0037066j 0.00498319-0.0028475j -0.0027324+0.00420987j -0.000434713-0.00217918j 0.00280301-0.00504054j -0.000341167-0.00172345j -0.00193971+0.00106601j 0.00148753-0.00302239j -0.000827917+0.00278527j -0.000895591-0.00272867j 0.00140925-0.00135561j 0.00451039-0.000832714j -0.00209477+0.0079558j 0.00243267+0.00182898j 0.000463821+0.000780208j 0.00472272+0.00780358j -0.00210488-0.00663073j -0.00482399+0.000639858j -0.00173852-0.00147382j 0.00064093+0.00214817j -0.00127157+0.000171766j 0.00164777-0.000976316j 0.00107969+0.00126526j -0.000140758+0.0022103j -0.00287664-0.00727757j 0.000328476+0.000830801j 0.00348843-0.000312312j 0.00122244-0.001808j 0.00388471-0.00127341j -0.00371664-0.00122955j -0.000322888-0.00216202j 0.0011695-0.00103905j 0.000841222-0.00136764j 0.00218426-0.000830901j 0.000429201-8.44387e-05j 0.000838012-0.000910253j -0.000195633+0.000240485j -0.000353404-0.000195505j 
-0.000846889-0.0011487j -0.00160716+0.000855369j -0.000786287-0.00274932j 0.0020275-0.000316845j -0.000309663+0.00135794j -0.000835296+0.000733658j 0.00271329+0.00200952j -0.0011727+0.000928402j -0.00195721+0.000408746j -0.00280472+0.00194344j -0.000765012-0.000752013j -0.00149599-0.00183944j -0.00108084-0.00111835j 0.00246974-0.000948953j 0.00126364+0.00115581j 0.00217057-0.00283002j 0.00248243+0.000280471j 0.00171067+0.000431794j 0.00130569+0.000504398j 0.00220062-0.000986913j -0.000219244+0.00117282j 0.00165448+0.00138402j -0.00161358+0.00211486j 9.91779e-05+0.00208256j 0.000625378+0.000878774j -0.00172825-0.000626641j -0.00184157-0.00164246j -0.00258226+0.00304002j 0.000323452+0.00122901j 0.00226558-0.00146404j -0.000697562+0.00221183j -0.000215037+0.0024359j 0.00264155+0.000479262j 0.000436451+0.000151611j 0.00156125-2.28314e-05j -0.000353914+0.00166519j -0.000184838-0.000362381j -0.000849489-0.00115026j -9.30518e-06-0.000770173j 0.00159745+0.000471713j -0.000367595+0.00128025j 0.00347208+0.00167607j 0.000217517-0.000836984j -0.000531687-9.60527e-06j 0.00127723+0.00127867j -0.00122035+0.00120219j 0.00298743+0.00137663j -0.000378755-0.00096351j -0.0027433+0.000269363j 0.00121843+0.0010037j -0.000779036-0.000675879j -0.000292836-0.000747915j -0.00230232+0.000306736j 0.00176633+0.000149154j 0.00245686-0.000323043j 0.000713197-0.000463795j -0.000215407-0.00154285j -0.000424195-0.000605153j -0.000119317-0.000448261j -0.000288888+0.00190431j 0.00125893+0.00105585j 0.000540735+0.00165465j 0.000430057-0.00108847j -0.00157021+0.000967802j 0.00109693+0.00332235j -0.00169657+9.08702e-05j -0.000472598-0.00207308j -0.00401302+1.6293e-05j -3.67026e-05+1.42389e-05j 0.0009439+0.00109135j -1.67776e-05-0.00353183j -0.00278858-0.000600323j -0.000253915-0.00109314j -0.000383941+0.000788571j 0.000491509+2.14033e-05j -0.000364829+0.000214732j -0.000331296-0.000221972j 
0.00118457-0.00260668j -0.00264202-0.00086818j 0.000360569+0.000105265j 0.000565254+0.00172324j -0.00258834-0.000658549j -0.000723579-0.00236352j -0.000624291-0.000866369j 0.00233723-0.000343418j 0.00081164+0.00198376j -0.00291964+0.00386507j -0.00391532+0.000202122j -0.00112455-0.00183576j 0.00232364+0.00189365j -0.000806733-0.00162745j 0.00332061+0.000732878j -0.00216981-0.00531873j -0.00382943-0.00147645j -0.00353335-0.00111888j -0.00144225-0.00258402j 0.00987036-0.00037716j -0.00305709+0.00278121j -0.00682623-0.0060775j -0.00182614-0.00342746j -0.00144614-0.00213959j -0.00265877+0.00376305j 0.000613046-0.000702804j 0.000358577-0.00481553j 0.010478-0.000336288j -0.00585749-0.00322066j -2.28902e-05-0.000472939j 0.000284928+0.000751806j 0.000687073-0.00293961j -0.00450751-0.000111896j 0.00524602-0.00510472j 0.00141455-0.000337359j -0.00327749+0.00397153j -0.00435411+0.00169441j -0.00146551-0.000952373j -0.00489427+0.0031246j -0.00156135+0.00473531j 0.00512748-0.0058276j -0.00172686+0.00230294j -0.00205501+0.00316374j 0.00729335-0.00235253j -0.00112421+0.000235119j -0.00342128-0.000122841j 0.00153657-0.00159052j -0.00391434+0.00221953j -0.000844585-0.00261806j -0.00129863-0.0032582j 0.00437645-0.00266826j 0.000975273+0.00921887j -0.00077717+0.000493206j 0.0017842+0.00347776j 0.00044758+0.010192j -0.00205807-0.00363877j -0.00625895-0.000854968j -0.00387976-0.0037871j -0.000578698+0.000240469j -0.00334261+0.00113859j 0.00219626-0.00119053j -0.000445872+0.00277919j -0.000166679+0.00313958j 0.000942584-0.0056041j -0.000297149+0.0013382j 0.00312106+0.00388145j 0.000133001-0.000390504j 0.00151071+0.002137j 0.000653922-0.0052975j 0.00165964-0.00182528j 3.70764e-05-0.000527662j -0.00122764-0.000264254j -0.000628148+0.00340358j 0.000268415+0.000278943j 0.000734832+0.000585929j -0.000988107+0.000242024j -0.00020982-0.000964633j 
0.000326219-0.00036835j -0.000455258-0.000301864j -0.00122711-2.07761e-05j -1.99492e-05-0.00112476j -0.00149104-0.00145585j 0.00214537-0.00267557j -0.000726747+0.000292773j 0.000575907+0.000749682j 0.00171008+0.000646211j 0.0014327-0.00128541j -0.00146226+0.00193929j -0.000248388-0.00129699j 0.00152257+0.000127384j -4.95629e-05-0.00209995j -0.00430871-0.00181935j -0.000421442+0.00226492j -0.000235177-0.00225436j -0.000581464+0.00259651j -0.00228044-0.00162289j -0.00575277+0.000819596j 0.000139777+0.000744461j -0.0024729+0.000781656j -0.000123518-0.00255968j 0.00263897-0.00120705j -0.000160866-0.0026798j -0.00058017+0.00172021j -0.000640913+0.00243978j 0.00181474-0.00454783j 0.000456143+2.12168e-05j -0.00496022-0.00125713j 0.00147941-0.00206839j 0.000800793-0.00138531j 1.20238e-05-0.000635644j -0.00456375-4.87323e-05j 0.00149924-0.000566082j 0.000487618-0.00359233j 0.00183577-8.63803e-05j 0.000809902+0.000579658j 0.00238086+0.00137276j 0.000303384+0.000119605j 0.000392688-0.00210564j -0.00221392-0.00297907j -0.00175535-0.00125118j 0.000292764+0.000386016j -0.000261661+0.000154357j 0.000947091+0.00194147j -0.00295485-0.000289511j 0.000189634+0.00132658j 0.00367693+0.000690455j -0.00231491+0.000528522j 0.000590982+0.000395453j 0.00215368-0.000335246j 0.00225431-0.000807349j 0.000395786-0.00211192j -0.000916786-0.000820033j 0.000801844+0.00270081j -0.000867176+0.0031615j 0.0012506+0.000787965j 0.00140815-0.000748042j 0.000482044-0.00336819j -0.000108691+0.000351061j 0.000878877-0.00195262j -0.000544072+0.00255269j 0.00208962+0.00115906j 0.00219923-0.00340756j -0.00238569+0.000869191j -0.00109856+0.000262092j 0.0026114+0.00268116j 0.00136815+0.00373293j 8.74387e-05+0.00171367j -0.000821815+0.00173016j 0.00328653+0.00092565j -0.000884997-0.00363342j 0.000816685+0.00170229j 0.00123223-0.00104372j -9.93237e-05+0.000191699j -0.000174178-6.27538e-05j 
0.002038-0.00019492j -0.000171009-0.00195206j 0.00195497+0.00177098j -0.00140269+0.0024983j 0.000148809+0.00233303j -0.00197172+0.000663292j -0.00028033-0.00070896j -0.000685873-0.000690334j -0.00124932+0.002874j 0.00237733+0.00194125j -0.00123976+0.00165806j -0.00270514-0.000381352j -0.00129041-0.00353137j -0.000392111-0.00305549j -0.000449927+0.00148526j -0.00100474+0.0011933j -0.000971119-0.00141961j 0.00474583-0.000772499j 0.00223588-0.00232675j -0.00287652-0.00145216j -0.00377309+0.00172687j -0.00379258-0.000180918j 0.000990745+0.0024635j -0.000260633+5.39047e-05j -0.00100332-0.000233093j 0.00271103-0.000907667j 0.000775045+0.00278676j -7.99075e-05-0.000808281j -0.00342043+0.00153668j 0.00148506+0.00106137j -0.00184796-0.00279887j -0.000635168+0.00029487j 0.000565666+0.0042574j -0.00267658+0.00271214j 0.00060003+0.00226847j 0.003001+0.000843019j 0.000121799-0.000912211j -0.000256773-0.00148437j 0.00273552+0.0046012j 0.00288121+0.00148516j -0.000166368-0.0035776j 0.000431825-0.00136948j -0.00140494+0.00177585j 0.00444543+0.00410584j 0.000905097-0.00058781j 0.00195444-0.00058514j -0.00249896+0.000388923j 0.000773025-0.00106432j 0.0017393+0.000483877j -0.00230502+0.000288071j -0.000668064+0.00049667j 0.00366932-0.0014921j -0.00122319+8.29147e-05j -0.00069551-0.000991833j -0.000252737-0.00277665j -0.0020257+0.00678958j 0.00249761-0.000764003j 0.00050479-0.00161266j -0.000511572-0.000131738j 0.00109067-0.000349091j 0.00101055-0.00121227j 0.00217356+0.000270268j -0.000180805-0.00187143j 0.0014823+0.00200943j -0.00239605-0.000125674j -0.00462291+0.00301028j 0.00365875+0.0046174j 0.000455702-0.00161835j 0.00206546+0.0019724j -7.16825e-05+0.00131845j -0.000391565+0.00092029j -0.000418111+0.000979381j -0.00036581+0.00111082j 0.00101326+0.000300741j 6.87309e-05-0.000638169j 0.000308116-3.62529e-05j 8.97242e-05+0.000285886j 
0.000145703-0.000123891j -0.000162949-7.98625e-05j -0.0019072-0.00086647j 0.000722073-0.00160186j -0.00121655-0.00306786j 0.00245386-0.00257101j 8.26747e-05+0.000485808j 0.000216296+0.00130389j 0.000107532-0.000434032j -0.00267842+0.000363299j -0.00118633-0.00254283j 0.00213304-0.00174894j 0.0025206+0.0034468j 5.94299e-05+0.00104368j -0.000660239-0.00177225j 0.00178853-0.00207871j 0.00252825-0.000712801j -0.00483601+0.00013198j -0.00124072+0.00123284j 0.0024101+0.00102786j 0.00453398-0.00435623j 0.00173196+0.00199149j -0.00300096-0.00199947j -0.000102395-0.00131568j 0.00108535+0.00130297j -0.0032448-0.000792906j -0.00362875-0.0033882j -0.000464559-0.00105833j 0.00111978+0.00271742j -0.000641728+0.000882375j 0.00113123+0.0010231j -0.00219528+0.000167727j -0.00193148-0.00283725j -0.00170097-0.00369773j -0.000478424+0.000348046j 0.00287532-0.00495425j 0.000268748-0.00157457j 0.0021653-0.000542522j -0.00029049-0.000393613j 0.00113491-0.000492869j -0.00211733+0.000294461j -0.000259187-0.00399877j -0.000735014+0.00252309j -0.00365818+0.00175529j -0.00245481+0.00119781j -0.00166417-0.0013843j -0.000696601-0.000154539j -0.00100273+0.00177418j 6.97676e-05+0.00299377j -0.00191523-0.000512042j -0.00061245-0.000523661j 0.00287462-0.00050856j 0.000754672-0.00214361j 0.000583676+0.00112236j -0.00495032-3.1482e-05j 0.000655414-0.00096223j -0.00146319+0.00297299j -0.00124135+0.00258209j 0.00150987-0.00322075j -0.00116515-0.00132439j -0.000202222-2.85039e-05j -0.00384405-0.000297965j -0.000179517+0.00336842j 0.00327659+0.00281653j 0.0031451-0.00165215j 0.00125254-0.00172189j -0.00566483-0.00218948j -0.0022927+0.0049164j 0.00236209-0.00296599j 0.00195085+0.00132119j -0.000146403+0.000786276j 0.000923392+0.000666346j -0.00132748+0.000523325j 0.00091166+0.000506561j 0.000142525-0.000327927j -0.000620345-0.000295165j 0.000327509-0.000655363j 
-0.00132076+0.000876318j 0.000918733+0.00100781j -0.00167697-0.000505368j 0.000528843-0.0028407j 0.000628477-0.00225836j 0.00231163-0.000800659j 0.000350872+0.00125378j -0.000862628+0.0027599j 0.003148+0.000365223j 0.00338403-0.00397791j 0.000608192+0.000661397j 0.000936902+0.000902726j -0.000654933-0.00101201j 0.000135534-0.000233772j -0.00321162+0.00201619j 0.000451671+0.00233528j -0.00269695-0.00075623j 0.00364531+0.00555804j -0.000967217-0.00610306j -0.00104436-0.00105403j 0.000542501+0.00154921j -0.0017053+0.00172151j 0.00505387-0.00115801j -0.00308563-0.00124806j -0.000254979-7.45222e-05j 0.00223029+0.000286134j -0.00354409+0.00289843j -0.000208775+0.000707813j -0.000937815+0.00258034j -0.00213753+0.00525124j 0.00131337+0.000159968j 0.00159404-0.000298685j 0.00055893+0.000816344j -0.00225787+0.00177615j -0.000949065-0.00130031j 0.00160006+0.000715702j 0.000916365+0.00161532j -0.00124954+0.00226019j -0.00423056+0.0022317j 0.000896095-0.00183901j -0.000812729+0.000373664j -0.00106343-0.000855474j 0.00379277+0.00172163j 0.000724737-0.00135362j 0.000322662-0.00192647j 0.00221552-0.00374987j -0.000926556-0.00266166j 0.000724893+0.00186056j -0.00054024+0.0011645j -0.002113-0.00191519j 0.000293242-0.000298632j -0.000103145+0.000880415j 0.000385744+0.00220719j -0.000113027-0.000751744j -0.00340733-0.00134329j -0.00115656+0.00105307j 0.00138872+0.00153095j -0.00201901-0.00113186j -0.00123565-0.00213733j 0.00464784+0.00138166j 0.00123109+0.00335868j -0.000428974-0.00180559j 0.00430579-0.00100328j 0.00298279-0.00261293j -0.00288604-0.00327055j 6.36344e-05-0.000318168j 0.000609554+9.16019e-05j 0.00160802-0.00311343j 0.00208765-0.00136312j 0.00223815-0.000841872j -0.0017393+0.000437128j 0.00258994+0.00212589j 0.00156137-0.00113131j 0.00102004+0.0016077j 0.00181638-0.00098576j -2.59656e-05+0.000273134j -0.000389861-0.000156154j 
0.0015851-0.00144607j -0.00157-0.0013982j 0.00122341-0.000311916j 0.000637748+0.00227382j -0.00101017+0.000700503j -0.00084178-0.000452729j 4.13368e-05-0.000613714j 0.00085718-0.000114789j -0.000852774+0.0016044j -0.00151768+0.00364381j -0.00279945-6.1726e-05j -0.000737213-0.00114765j -0.00160282+0.000531387j -0.000211286-0.00314646j 0.00175308-0.000631614j 0.00103402-0.00145324j 0.000678948-0.000329231j -0.00174837-0.00400741j 0.000676949+0.00242548j 0.000193062+0.00062125j -0.00209297+0.00111979j -0.00233304-0.00156374j -0.0036735-0.000276031j 0.00043415-0.000607555j -0.000587469+0.00027716j -4.29073e-06-0.00110087j 0.00210446-0.00295726j 0.00344237-5.94743e-05j -0.0018779+7.9072e-05j -0.000179098-0.00252199j -0.00198591-0.00106152j -0.00129924-0.00020516j 0.000111677+0.000428269j 0.000962014-0.000104618j 0.000887584+0.00288713j 0.00183206-0.00128995j -0.00100466-0.00232897j -3.69456e-06-0.00143974j 0.00240176+0.0022884j 0.00150395+0.00287217j 0.00116462-0.00348691j -0.00073559-0.00192481j -0.00372413+0.00147452j 0.00359147+0.00355449j -0.00170708+0.000170698j -0.00117678-5.21892e-05j -0.000654148+0.00103571j -0.00139347-0.000613527j 0.00110058+0.0003464j -0.000336844+0.00124982j 0.000754501+0.000129662j 0.00255756+0.000716611j -0.000180116-0.000125577j -9.21046e-05+0.00102382j -0.00163144+0.00130978j -6.62431e-05+0.00194142j -0.00134865-0.000953765j 0.000246106-0.000381065j 0.000729706-0.000566239j -0.00357814-0.00186043j 0.000479646-0.00303528j -8.24143e-05+0.00175543j -0.00243153+0.00227186j 0.00125311+0.00297162j 0.00191379+0.00219775j -0.00109716+0.00334199j 0.00129532+0.000154255j -0.00242432+0.00321715j 0.000819292-0.00128169j 0.000528+0.00139806j 0.000919053-2.16444e-05j -0.00138687+3.67949e-05j -0.000431255+0.00203486j 0.000185283-7.62405e-05j -0.000118491+0.000420753j -0.000509755+5.54564e-05j -3.37734e-05-0.000488445j 
0.000146664-0.000234475j -0.000316737-0.000239981j 7.20435e-05+0.000624927j -0.00026111+9.71193e-05j -0.000513812+0.000123178j -4.19248e-05-0.000215811j 0.000475287-0.00146846j 0.00242548+0.00140917j 0.00106651+0.00120184j 0.00259204+0.00123948j -0.00371558+0.00267138j -0.000844833-0.00216399j -0.00133838-0.00170912j 0.000505433-0.00372033j -0.00213041-0.000550626j -1.55677e-06+0.00306665j -0.000738853-0.00106114j 0.000568432+5.31934e-05j 0.00085485+0.00305741j -0.00569331+0.000481478j -0.00403058+0.00236167j -0.00231296-0.00174295j -0.00287958+0.000464068j -0.000647411-0.00113814j -0.00139301-0.00276356j 0.00259888+0.00208777j 0.00292406-4.31658e-05j 0.00318342-0.00191325j 0.000236715-0.00135658j -0.00508939-0.000700112j -0.00095709-0.00353967j 0.000570349-0.000215544j -0.00114082+0.000499317j -0.000699926+0.00330273j -0.000145949+0.00263905j 0.000774297-0.00104448j 0.000834001-0.00222962j -0.000765809+0.00143406j 0.00183397+0.00270593j 0.00047424+0.00302946j 0.00118227-0.00321388j -0.00385074-0.000951292j -0.00385558-0.00102963j 0.00445377+0.00362597j 2.90132e-05-0.00229381j 0.000656846+0.000635762j -0.00201232-9.79485e-05j 0.00114045+0.00139879j 0.00278597+0.000782595j 0.000597802+0.00164676j 0.00158625+0.00254363j 0.00104393-0.000641454j 0.00119989-8.88528e-05j -0.00208839-0.000765461j -0.000540415+0.000913416j -0.000879694+0.00258152j 0.00136335-1.45427e-05j 0.00114196-0.00131106j 0.00139309+0.000734273j -0.00198932-0.00237361j -0.000493144-0.00255297j 0.00219312-0.000567766j -0.00176678+0.00250802j 0.00226805+0.000401502j 0.00035893-0.000802452j -0.00344412+0.00268527j 0.00332293+0.00246316j 0.00210505+0.00159135j -0.0013181+0.00185918j 5.9651e-05+0.00118342j 0.00149667+0.000433559j 0.000951098-0.000119983j 0.00155159-0.000305708j 0.00151405+0.000500537j 0.000869298-0.00146619j 0.000526003+0.000377331j -0.000475111+0.000493539j 
