0.0483292+0.226809j 0.22737-0.0483153j -0.0834388-0.272052j 0.282364-0.0844777j 0.08844+0.161262j -0.191943+0.112405j -0.0955408+0.0457332j 0.0324903-0.145299j -0.027708-0.183054j -0.0710226-0.0719595j 0.0904362+0.0376684j -0.0545164-0.00994005j 0.0153266-0.0480954j -0.0488721-0.0687706j -0.0506682-0.0708994j 0.0529653+0.0466836j 0.0522922-0.057145j 0.00788377-0.0307662j 0.0239567+0.00749884j -0.121558-0.0190258j -0.00152831-0.062282j -0.0191164+0.0282323j -0.0238855-0.00922328j -0.0652028-0.058583j 0.0837166+0.0271432j 0.0192426-0.0214391j -0.0124006+0.00081174j 0.0724343+0.0194478j 0.0471383+0.0387738j 0.0206739+0.0265226j -0.0249613-0.00812679j -0.0223438+0.0311977j -0.00735325+0.0184316j -0.0161027+0.038686j 0.0179116+0.0626369j -0.0412517-0.0454742j 0.0269068+0.032297j 0.0206438+0.0464546j 0.0301398-0.0190661j 0.0126753+0.0078401j 0.0615799-0.0308343j 0.130657-0.0210269j -0.0348436+0.0027704j -0.0784799+0.0320465j 0.0112496-0.016202j 0.0467394-0.0199526j 0.00305241-0.000351988j -0.0228453+0.00580954j 0.00126157-0.00614638j -0.0282413-0.0148663j -0.0089026+0.00969772j 0.0035776-0.00284057j -0.0326965+0.0184524j -0.0277686-0.0292249j -0.120013+0.00708379j 0.0259145-0.0260384j 0.0905252-0.0115626j -0.0480821+0.0833402j -0.0349157+0.0780572j 0.0135702+0.0292695j -0.031412+0.0758586j 0.0270256-0.0553367j 0.0415762-0.0537344j -0.0230554+0.111372j 0.0429981-0.0466065j -0.0264183+0.0999009j 0.0395734+0.0999514j 0.0119784+0.0740083j -0.13138-0.117377j 0.17036-0.0212222j 0.070508-0.0539363j 0.0879634-0.0993276j -0.0650417-0.152338j -0.226121+0.0136161j 0.011353+0.215601j 0.186233+0.0228613j -0.022862+0.186024j 
-0.000469423+3.86825e-05j 0.000109115+0.000368232j -0.000651225-5.16191e-05j 0.000224888-0.000931899j 0.00118754-0.000267521j 7.8121e-05+0.000968148j 0.00119444-0.000788827j 0.00162062+0.0017141j -0.000895694-0.000563386j 0.000223522+0.00076864j -0.00196004-0.000841709j 0.0022381-0.00266223j 0.00215327+0.00160641j -4.83164e-05+0.002533j -0.00193673-1.4054e-06j -0.0014112+0.00335593j -0.000902079-0.000646671j -0.00062452-1.0475e-05j -0.00219465-0.00115347j -0.00121624+0.000766002j 0.00237085+0.000985282j 0.00148925+0.00104471j 0.000504496-0.00096995j -0.00152907-0.000713283j -0.0016594-9.64274e-06j 0.000991555+0.000259376j 0.000980611-0.000973849j -0.000142721-0.00185355j 0.000626141+0.00134393j -0.00133326-5.30178e-05j 8.82929e-05-0.000535128j -0.00127134-0.00096732j -0.00183591-0.00372016j 0.000202373+0.000194254j 0.00042209+0.000664804j 0.00218158-0.000654465j 0.000132941+0.000265265j -3.6151e-06+0.00192909j 0.000234931-0.000436751j -0.0021269-9.53845e-05j -0.00167724+0.000323833j -0.000772461-0.000546269j -0.000567335-0.000723574j -0.000118266-0.000730845j 0.00143156-0.000417433j -0.00170235-0.00157074j 0.00105619-0.00065749j -0.00105426+0.00189532j -0.000962359+0.00268891j 0.00026317-3.93985e-05j -0.000651449+0.00180454j 0.000669001-7.81654e-05j 0.00358839-0.00302053j -0.00154714-0.00175915j -0.0018062+0.00100739j 0.000893091-0.000364576j -0.000654133+0.000592861j -0.00210986-0.00218432j 0.00251995+0.00143221j 0.00112739-3.74812e-05j -0.00126843-0.00294842j 0.00286098-0.00330345j -0.00157581-0.000528919j 0.00194554-0.000928882j -0.000863348-0.00114916j 0.000412925-0.00164043j -0.00154075-0.000210625j -1.77913e-05+0.00105929j -0.000211777-0.00139724j 0.000742463+0.00022391j 0.000501958+0.000516378j 0.00122016+0.000232816j 0.000707011-0.000163742j 0.000605795+0.000507343j 0.000698436-0.000531543j 0.000197992-8.51988e-05j 5.61929e-05+0.000133842j 
0.000723517-0.00143696j -0.0017931-0.000752049j 0.00153342-0.002356j 0.00112052+0.00193282j 0.000402455-0.000905987j 0.000328826+3.424e-06j 0.00133681+0.000691204j 0.00163957+0.0011055j -0.000723566-0.00269733j -0.00637545-0.00439405j 0.00224537-0.0012606j -0.00030515-0.00166733j 0.00136962+0.00282437j -0.000195972+0.00193318j 0.00078363+0.00248841j 0.000812197-0.000336299j 0.00119448-0.00364925j -4.26005e-05-8.12605e-05j 0.00288095-0.00112116j 0.00359599+0.00484743j 0.000361354+0.00313311j 0.00321684+0.00104848j -0.000734162+0.0017975j -0.00233187-0.00113754j -0.00136072+0.00314996j 0.00153896-0.001679j -0.000385947-0.00348832j -0.00201299-0.000259206j -0.00277129-0.000313513j 0.00235032+0.00194109j -0.00285549-0.00109327j 0.000543799-0.00179434j -0.00144983-0.000929847j 0.00270814-0.00156379j 0.000146677+0.00163522j -0.000897753+0.0017456j -0.00181798-0.00244071j 0.00222816-0.00111697j 0.00338661-0.00211108j -0.00258586-0.00040448j -0.00249968-0.00012337j 0.00329484+0.00312307j -0.000844106+0.00384528j -0.000193707-0.00179043j -0.00165518+0.000501923j 0.00076795-0.00169172j 0.00307991+0.00300079j 0.000711344-0.00147126j -0.00425373-0.00172481j -0.00110215+6.83011e-06j -0.000334675+0.000663064j -0.00044996+0.000121017j -0.000442763-0.0016136j 0.00230791+0.00169694j -0.00198326+0.00244125j 0.00257327-0.00016639j -0.00104249-0.00352309j -0.00166888-0.00116229j 0.00594691+0.00273239j -0.0031055+0.00393862j 0.00312093-0.000689426j 0.000136487+0.000382221j 0.000470285+0.002766j 0.00071063-0.00268924j -0.00227838-8.31456e-05j -0.000837163+0.000428713j -0.00171895-0.00261312j -0.00158314-0.00288355j 0.00620243-0.000173039j 0.00252473+0.00215027j 0.000318368-0.00293658j -0.00160963-0.00115835j -0.0021681-0.00141202j -0.00092198-0.00108794j -0.00177778+0.000820713j 0.000105054-0.00105485j 0.00100947+0.000202034j 
3.36927e-05-0.001347j -0.00129946+0.000142864j 0.000179565-0.000512493j 0.00131402+0.000775483j 0.000944387+0.000233195j -0.000277216+0.00172489j 0.000214152-0.00171915j 0.00142488-0.000492727j -0.000367616+0.00201667j 0.000455114+0.00440146j -0.00294855+0.00161752j -0.00223706-0.0019054j 0.000694234-0.00100835j -0.00024292-4.57955e-05j 0.000426279-0.000199923j -3.53947e-05+0.00132465j 7.48855e-05-0.000370158j -0.000927334-0.00262175j -0.000235536+0.00113859j 0.000214101-0.000503048j 0.000639815+0.000680362j 0.000498876-0.00129635j -0.000861534+0.000753213j -0.000311046+0.000746074j -0.000786765+0.000989527j 0.000382947-0.00120081j 0.000114801-0.00226919j 0.000387539+0.000277072j -0.000430417+0.00108599j -0.000271267-0.00187539j -0.00174498-0.000382393j -0.00209043+0.00166434j -0.00237497+0.000321222j 0.000805231+0.00022294j 0.00149519+0.00198976j 0.0017631-0.00235018j -0.000238236-0.000103432j 0.000217289-0.00025913j 0.00207107-6.6869e-05j 0.000331522+0.00190256j -0.000517691-0.00147352j 0.000353732-0.00138157j -0.00143982+0.00198371j 0.00263326+0.000913945j -3.85165e-05-0.00120382j -0.00261694+0.00109422j 0.00112036-0.000684718j 0.000133453+0.000978379j 0.00113203+0.00238166j 0.000501141+0.000283221j 0.000860037+0.00215403j 0.00182753-0.000980678j -0.00116502-0.00269724j -0.00104949-0.000203171j 0.000539426+0.00148467j 0.000603127+0.00105528j -0.000848405-5.81739e-05j -0.00323441+0.000124902j 0.00270951-0.000188755j -0.000619842+0.000159959j -0.00260373-0.00319035j 0.00110817-0.00216815j -0.0026042+0.00158226j 0.00113489-0.000165878j 0.000737316+0.00185216j -0.000319841+0.00254324j 0.00175445+0.00130557j -1.9243e-05+0.002845j -0.00155185-0.00142584j 0.000685228-0.000148148j 0.000478349-0.000503143j -0.00130773+0.000664224j 0.00106152+0.00215067j -2.64788e-05-0.000486163j -8.79296e-05+0.000445573j -0.000340041-0.00068561j 0.000708758-0.000351202j 
-0.000203969+0.00021801j 0.000261716+0.000160483j -0.000461243+0.000224376j -0.000122088-0.00064551j 0.00104377-1.34542e-06j 0.000153828+0.00080427j 7.8428e-05+1.35068e-05j -0.000287532+0.000579304j 5.14335e-05+0.00116316j 0.00121376+4.57825e-05j -0.00148057-0.000435014j 0.00163628-0.00132021j 0.000189638+0.00144632j -0.000879566+0.000910062j -0.000642662-0.000608699j 4.04629e-05+0.000654287j 0.000412141+0.00259576j -0.00119536-0.000908727j -0.00194646+0.000336336j -0.000163525+0.000905993j 0.00198382-6.58082e-06j 0.000451958+0.00182862j 5.96096e-05-0.00134324j 0.000565392-0.000151465j -0.00145877-0.000585023j -0.000560502-0.000247644j 0.00102339-0.00139921j -0.000458614-0.000927927j 0.00102069+0.000120001j -0.000661534+0.000128652j 0.000480555+0.000646918j -0.0018358-1.90168e-05j 4.35918e-05-0.00287049j 0.00049419-0.000113478j -0.000169368-0.000558604j 0.00179169-0.00159959j 0.00047871+0.00112838j -0.00023358+0.00140121j -0.000607499+0.000213019j 0.000219266-0.000971257j 0.00012483+0.000301416j -0.000930592+0.000440163j -0.00112734-0.000492201j -0.000230281-0.00130042j 0.000289442-0.000314738j -0.00182589-0.0006643j -0.000167968+0.000181441j -0.00117534+0.00137168j 0.000573567+0.000573498j 0.0010274-0.000745944j -0.000335629-0.000117755j 0.000197584+0.000796214j 0.00191081-0.00179018j -0.00129777+0.000239861j -0.0011282-0.00017581j 0.000492043-0.000515638j -0.000767609+0.000842776j -0.00131682-0.0016978j -0.00109318+0.000423994j -0.000202533-0.00167133j -0.00164537-0.000453252j 0.000242154-0.0017878j -0.00178984-0.000585848j 0.00108545+0.000848328j 0.000751414-0.000123545j 0.00152651-0.000758422j -0.000766992-0.00155413j -0.000860612+0.00148611j -0.000719354-0.000563645j -0.00019653-9.6643e-05j 0.000613355+0.000367323j 0.000266985-0.000469067j -0.000114473+0.000291231j 0.000259458+0.000328333j 0.000391804-0.000210304j -0.000103984+5.1129e-05j -5.69556e-05-0.000131709j 
0.000520301-0.00122878j -0.0012475-0.000452744j -0.00102655+0.000141989j -6.71342e-05-0.000240109j -0.000429765-0.000198807j -0.000426474-0.000357586j -0.00129591-0.000485441j 0.000721788-0.000843771j 0.000173371+0.00266362j -0.00259916-0.000359393j -0.00155609-0.000412603j -0.00197216+0.00121137j -0.000529871-0.000498112j -0.00153525-0.00160072j 0.0017796-0.00173878j -0.000263992+0.000712226j -0.000828322+0.00242342j -0.00187191+0.000651582j 0.000742608+0.0011066j 0.00234669+0.00155025j -0.00122358+0.00148393j 0.00208941+0.000774534j 0.00123903+0.00218707j 0.000925867+0.000786783j -0.000304784-0.00157817j -6.1887e-05-0.000818617j 0.000841717-0.00255456j -0.00149758-0.000339823j -0.000799644-0.0018411j -0.00129271+0.000445934j -0.0014964-0.00223171j -0.00196768+0.000229977j -0.00061087-0.0010513j -0.0021583-0.000103147j -0.00212076+0.000627277j 0.00334763-0.000751486j -0.000777966+0.00236533j -0.000764531+0.000570735j -0.000370266+8.74575e-05j 0.00128578+0.00033756j 0.00206943+0.00121254j 2.90908e-05+0.00234705j -0.00166698+0.00302989j 0.000893221-7.60129e-05j -0.00191431-0.000924307j 0.000378659-0.00127307j 0.00151899+0.000302899j 0.00053368+0.000690341j 0.00130584-0.00148624j 0.00174145+0.000254614j 0.000629214+0.000725702j -0.000194389+0.00176801j -0.000437348+0.000485606j 1.22764e-05+0.00152971j -5.58581e-06+0.000689997j -0.000589768-0.000934019j -0.000801216-0.000392195j 7.49667e-05-5.27249e-05j 0.000560211-0.00172754j -0.00153693-0.000321202j 0.000391744-4.07647e-05j -0.00170301+0.000592745j 6.07056e-05+0.0019149j 0.000976801+5.62779e-05j 0.000354954-0.000278366j 0.000678162+0.00148477j 0.000322869-4.30918e-05j 0.000596775+0.000736922j 0.00115785-0.000690028j 0.000299319+0.000834245j 0.000559261+0.000259766j -0.000258919+0.000192221j 0.000152554+0.00118048j 0.00053971-0.000413196j -0.000336867-0.000182935j 0.000123577-0.000433084j 0.00044989+0.000111664j 
6.99511e-05-0.00124622j -0.00094626-3.15973e-05j 1.22909e-05+0.000728821j 0.000524728+9.58267e-05j -0.00201617-0.00103811j -0.000220501-0.00198335j -0.00238354-0.000205157j 0.00130139-0.00144056j 0.00178996-0.00152705j -0.00175174+0.00333426j -0.00045819-0.000459631j 0.00220223+0.00286412j 6.09864e-05+0.00155801j -0.00215099+0.000460767j -0.000651223-0.00324397j 9.49588e-05+0.000638288j -0.000111194-0.000703186j -0.00476104+0.000719393j 0.00118269+0.00343437j 0.000873391+0.000144882j -0.000470064-0.0012577j 0.0001634-0.00110444j -0.00213776-0.000979941j -0.000631206-0.000971327j 0.000814447-0.000649065j 0.000423421+0.000259794j -0.000910324-0.00298892j 0.00128384-0.00133933j -0.000829986-0.00010009j -0.00245254+0.000430854j -0.00179573-0.00192833j -0.00128171-0.0013026j -0.00140893+0.000415625j -0.000751586-0.000176419j -0.00116371+0.00482217j 0.00158334-0.0042254j -0.000701981-0.00154969j 0.00185205+6.31061e-05j 0.000954288+0.000293992j 0.00095448+0.000771026j 3.93706e-05-0.00109914j -0.00298939-0.00285229j -0.000188772+0.00371606j 0.00125991+0.0029065j -0.00538932+0.000910224j -0.0015236-0.0023496j -0.00115009-7.83412e-05j 0.00164495-0.00056199j 0.000505143+0.000922429j 0.000241565+0.00123265j 0.00107813+0.000182803j 0.00144859+0.000641464j 0.00272001+0.000600277j 0.00132469+0.00025275j -0.0023277+0.00114601j -0.00125031-0.000562492j -0.00046098+0.0011798j 0.00179537+0.00350713j 0.0012166-0.0027499j -0.00371393+0.000202236j 0.000108911-0.00402037j -0.00130094+0.00420353j 0.00266529+0.0043495j 0.000817897+0.000423505j 0.00164504-0.00133239j 0.00311214+0.000768231j 0.000225144+0.000631664j 0.00240856+0.00234109j -0.00116658-0.00330097j 0.000575136+0.000827753j 0.0033459+0.00196262j 0.00177965-0.000900488j 0.00175163+0.00205915j 2.86888e-06-0.000543914j 0.000324637+0.000560348j -0.000286746-0.00141097j 0.00143266-0.000428755j 
0.000720825+5.00098e-05j 5.56725e-05-0.00091723j 0.000804148-0.000804724j 0.000211061+0.000535664j 2.64678e-05-0.000921663j 0.000866427-0.000215574j -0.000730377+0.000650793j -0.00114557-3.736e-05j -0.000651305-0.000109013j -0.000543308-0.00289578j 0.00159509-0.00156158j 0.000707763+0.000858307j -0.000518606-0.00104588j 0.0011569+3.92412e-05j 0.00109826+0.00150398j 0.00113875+0.00134107j -0.00200923+0.00140985j 0.00226414-0.000345352j -0.00181662-0.00239461j -3.12559e-05+0.000485021j -0.000451256+3.66187e-05j -0.000850779+0.000254864j 0.00242254-0.00202788j -0.000503309+0.00124722j 0.000917254+5.52022e-05j 0.00106588-0.00129879j 0.00174732+0.00196288j -0.000919946+0.00100873j -0.000582016-9.30802e-05j 0.00168725+0.000343895j 0.000678713-0.000295546j -2.95064e-05-0.00149737j 0.00158163+0.0013995j -0.000241154-0.000113919j -0.00113267-0.000975201j 0.000793797+0.00233664j -0.000139419+0.0011913j -7.02771e-05-0.000441587j -0.00155482+0.00016724j -0.00118211+0.000383384j 0.000905494+0.00177714j 0.000516491+0.000513193j 0.000936174-0.00132147j -0.00103233-0.000466409j 7.675e-05-0.00124805j 0.000744233-0.00178964j -0.000790662+0.000232261j -0.000232143-0.00101176j 0.000136957-0.000246179j -0.00106746+4.37905e-05j 9.3351e-06+2.84291e-05j -0.00175814+0.0014075j -0.000533143+0.000535554j -0.000136412+0.000154345j -0.000408555-0.0011184j -0.000114287+0.000317967j 0.000146456-0.000809079j -6.38958e-05-0.000204278j 4.85827e-05-0.000129417j 0.00262918-0.00101233j 0.00072322+0.00188724j -0.00099233-0.000758871j -9.36698e-05-0.00180526j -0.00207373-0.000307305j -0.00228127+0.00150376j -0.000899557-0.000172836j 0.00172965-8.78099e-05j -0.00190764-0.00376891j 0.00166931-0.000237885j -0.000671869+0.000113759j -0.000265243+0.0011051j 0.00120719+1.13883e-05j -0.000155303-0.000937796j -0.000574679+0.000672394j 0.000476976+0.000433753j 0.000124651+0.000178121j -0.000198168+7.69055e-05j 
0.000913548-0.000514148j -0.000719738-0.000722787j -0.000503551-0.000494285j 0.00024399+0.00033885j -0.00114533+0.000201798j 0.000216809-0.00115979j -0.00101609+0.00183752j -0.00167589-0.00118371j 0.000619455+0.00238452j -0.00141243+0.000412921j -0.00206456+0.000870244j -0.00070601-0.00124468j 0.000757617+0.000628654j -0.00132398-0.00211707j -0.00143416-0.00176383j 0.000568201-0.00128213j 0.00112793+0.00218167j -0.000320987+0.000558474j -0.00140674-0.00192763j -0.00025865+0.00121606j 0.000366054+0.000831758j -0.00102548+0.00127592j 0.00124153-0.00176185j 0.0036851+0.0012622j -0.000944713-0.00221011j -0.0019175+5.52629e-05j -0.00039137+0.000548808j -0.000733414-0.00136065j 0.000148425-0.00235371j -0.000212187-0.00175925j 0.00101161+0.00112987j -0.0017172-0.000575538j 0.00220252-0.000535782j -0.00164827-0.000857101j 0.00161216-0.000956924j -0.000235809-0.00274447j 7.48535e-05+0.00288673j 0.00070303-0.000407513j 0.000490363-4.17035e-05j 0.000804126-0.00143657j 0.00299209+3.41115e-05j 0.000500536+0.00111128j -0.00157175-0.000730931j 0.000569306-0.00193537j -0.0004765+0.00128051j -0.00208988+0.00122325j -0.000837983+0.00195785j -0.00132252-0.000132309j 0.00237039-0.00118018j -3.62257e-06-0.000750012j 0.000553346-0.00130146j -0.000941876+0.00248219j 0.000489877-0.000952062j 0.00209346+0.000265152j 0.0016035+0.000557677j 0.000694477+0.000893476j -0.00260763+0.00120976j 0.000347864-0.00203074j -0.00214688-0.000506039j -0.000416314-0.00181621j -0.000601989+0.00188374j 0.000392947+0.000281541j -0.000441686+0.000338213j -0.000144652+0.000756044j 0.00171165-0.000238415j -0.00032908+0.00189226j -0.00039617-0.00143596j -0.000333243+0.00178196j 0.000610753+0.00157901j 2.46698e-05+0.000199091j -0.000579842-0.000260003j 0.000167403-0.000838932j -0.00243686-0.00199186j -0.000322397+0.000566019j 1.41626e-05+0.000143076j -0.00102777+0.000141838j -9.59172e-05-0.000896747j 
0.00086758+0.000122908j 6.7211e-05-0.000648269j -0.00141858+0.000406902j -0.00104087-0.00104287j 0.000196022-0.000880394j 0.0018157-0.000769184j -0.00034966-0.0025122j 0.00099649+0.000116215j -0.000178757+0.00148402j 0.0016686-0.00268572j 0.000439915-0.000324555j -0.0015093-7.90419e-05j 0.000849988+0.00158573j -0.000694637-0.00229082j 0.00127976-0.00245475j -0.00293559-0.00105599j 8.40067e-05-0.00152352j -0.00102679+0.000166713j 0.00094682-0.00325078j -0.00127089-0.00141206j 0.000516976+0.000412361j 0.00163426-0.000624703j 0.00372775+0.00164451j 0.00275675+0.00287495j 0.00331699-0.000954256j 0.000398155-0.000708291j -0.0018985+0.00159834j 0.00299759+0.000548593j -0.000343405-0.00178144j -0.000160898-0.00174749j 0.00285151-0.00205696j 0.00178279-0.00175503j -2.2304e-05-0.00223505j -0.00170203-0.00342695j -0.000436789-0.0011364j 0.00378218-0.000241294j -0.0018973+0.00283209j 0.000487826+0.000759111j -0.000165122+0.00154606j -0.000243419-0.00219795j 0.00283257+0.00218252j 0.0018678-0.000890188j -0.000651537+0.00165897j 0.000432388-0.00109338j -0.00135891-0.00121835j 0.000588439+0.000576735j 0.000495135-0.00235316j -0.00016017+0.000205003j 0.00244867+0.00168075j -2.68051e-05-0.00232729j -0.000603652+0.000496856j -0.000955945+0.00283895j -4.62652e-05+0.000958213j 0.00167873-9.56197e-05j -0.00179049-0.00189182j -0.00174995+0.000881299j -0.00138272-0.000361904j -0.000600434+0.00186075j 0.000985918+0.000662368j 0.00277897+0.000608868j 0.000571395+0.00119036j 0.000608383-0.000556092j -0.000319027+0.000639715j 0.000379026+0.000625057j 0.00289786-0.00203265j -0.00190226+0.000890675j -0.00191114+0.000510302j 0.000497722+0.00259755j 0.000949613+0.00230839j -0.000295852-0.000307278j -0.00355768+0.00120394j 0.00146507+0.00271249j -0.000888206-0.00256009j -0.000790932+0.0011523j 0.000539883+0.000597394j -0.000220886-0.00016336j 0.000259332-9.9504e-05j 
0.000193455-0.000618399j -0.000982033-0.000260816j -0.000422013-0.00107528j 0.000738848+8.70413e-05j -0.000701592+0.000337983j -0.00020548-5.2978e-05j 0.00183908+0.00059405j 0.00126929+0.00134866j -0.000633366+0.000966985j -0.00163119+0.00154317j -0.0033049+0.00162724j -0.00175967-0.00386232j 0.00224438-0.00251745j 0.00169512-0.0015532j -0.00331654+0.000977601j -0.000524684+0.00195354j -0.000455463-0.00313977j 0.00403632+0.00454645j 0.00159462-0.00393339j -0.00144401-0.000798115j -0.00311841+0.00322735j -0.000106745-0.000581231j 0.0013506+0.00178967j -0.00160704+0.00100125j -0.00141408-0.00111904j 0.00194275+0.00181959j -0.00170362+0.00177149j -0.00148278-2.55737e-05j -0.00113365-0.000549051j -0.000744286+2.83743e-05j -6.42275e-05-0.00114491j 0.000168516+0.000255764j -0.000407133+0.00146147j -0.00284658+0.00192806j 0.00208536+0.00171573j -0.00078586+0.000862226j -0.00027719+0.000483314j -0.000276092-8.11615e-05j 0.00026298+0.000866136j -0.000828143+0.00113875j 0.000769057-0.000342219j 0.00106798+0.00131796j -0.000270142-0.000418844j 0.00279814+0.00164124j 0.00233562+9.30597e-06j -0.000800282+0.000131208j 0.00136241+0.000911469j 0.000841375+0.000802492j -0.000633141+0.00148438j -0.000749034+0.000783751j 0.000303432+0.00200537j -0.000258873+0.000201966j 2.9289e-05-0.00138345j 0.00190898-0.00205515j 0.00206734+0.0023908j -0.000516442+0.00222337j -6.0014e-05-0.000137321j -0.000724149-0.00363565j 0.00209561+0.000669533j 0.00135672+0.00252788j 0.00117408-0.000173924j 0.00441793-3.45763e-07j 0.00152964-0.000158532j 0.00174884-0.00255364j -0.00213231-0.000851686j -0.00520258+0.00111461j 0.00076018+0.00282883j 0.00139118-0.000542229j 0.000281643+0.000979015j 0.00244382+0.000784447j -0.000690486-0.00271256j -0.000387024+0.000601731j 0.000629439-0.00227065j 0.000887334+0.00102994j 0.000933922-0.00117791j -0.000262732+0.000178725j -0.000308292-0.000189236j 
0.000219207-2.43674e-05j -2.29794e-05-0.000141327j 0.00014592-0.00012617j 0.000299558+0.000407065j -0.000659761+0.000119948j -9.23508e-06-0.00053687j -0.000320912+0.000246596j -8.06185e-05-0.000657251j 9.72189e-05-0.000215349j -0.000819222+0.00122664j 0.000239416+0.000510664j -0.000135035+0.000618693j 0.000499424-0.000216541j -9.65852e-05-0.000191568j -0.000908178-0.000186289j -0.000110468+0.000344239j -0.000258305-0.000952152j 0.000727515+0.000571562j 4.55366e-06-0.00177766j -0.000321579-8.90085e-06j -0.000190515+0.000369801j -0.000845721-0.000303828j 0.00127722-0.000687359j 0.000231183+0.000125371j -0.00018088-5.55711e-05j 0.000229719+0.000412976j -0.000551808+0.00111641j -0.000256537-0.000337617j -0.000593462-0.000572313j 0.000343795-0.00043837j 0.000275049+0.000423517j 0.000290987-0.000659189j 0.000772288+0.00124225j -0.000487995+0.000161j 0.000675045+0.000589965j -0.000472756-9.06176e-05j -0.000296314+0.000236688j 0.000642751-0.000272252j 0.00017271-0.000249623j -0.000287916-0.000192448j 0.000192456+1.84716e-05j 0.000478157-0.000709985j 0.000133891-0.000166739j 0.000307882+0.000163715j -0.000226725+0.000288772j 7.01869e-05-0.000428719j -0.000341245+0.000372627j -3.77365e-05-0.000697462j 3.39426e-06+0.000298334j -0.00083608+3.64077e-05j 0.000223668-0.000221143j -0.000769793+0.000460947j 0.000468874+0.000341149j 0.00122772-0.000579698j 0.000752203-5.58564e-05j -6.15736e-05+0.0004991j -0.000738306+0.000270719j 0.000338575-0.000304661j 0.000257725-0.000358905j 0.000580865+0.000438217j 0.000525382+3.54692e-06j 0.000509005+0.000595021j 0.000889279+0.000213847j -0.000359272-0.000643281j -0.000469601-0.000148327j -0.000388239+0.000586755j 0.000202126+0.000465283j 0.000388632-0.000513947j 0.000679962+1.9341e-05j 0.000296438-8.28377e-05j -0.000483117+0.000384293j 0.000671317+0.000196152j -0.000487492-0.000719788j -0.000370055+3.25163e-05j -6.70599e-05+0.00035955j 3.91449e-05-0.000325024j 0.000357892+5.7973e-05j 
-0.00132009-0.000397238j -0.000466345+0.00120689j 0.00110008-0.0017291j 0.00173721+0.000320478j 0.00061903-0.00121342j 0.00182959+0.00105901j -0.00174702+0.00126993j -0.000523695-0.00177919j 0.00121222-0.000922576j 0.00103825-0.00105856j 0.00126253+0.00148901j 0.00142076+0.00105202j -0.00184354+0.00249849j -0.000967598+0.00122144j 0.000255565-0.000182753j 0.00362714+0.000493508j -0.000534277+0.00191912j -0.00123066-0.00235438j -0.000997922-0.00119215j -0.00111103+0.00238689j 0.00241049+0.00249362j -0.002076+0.000755969j 0.00109515-0.00262228j 0.00110792+0.0015885j -0.000694263+0.000893101j -0.00119266-0.00336416j -0.000152346-0.00114305j 0.000748794-0.00122408j 0.00119434+0.00133884j 0.000854549-0.000214948j -0.00283662+0.00331181j -4.63695e-05+0.000240482j 0.00247139+0.00152865j 0.00357848-8.44922e-05j 0.00417179+0.000401824j -0.00118595-0.00307773j -0.000479366+9.60705e-05j 0.00119982-0.000327188j 0.00294293-0.00177171j 0.00110257-0.000726379j -0.00172782-0.000106753j -0.000941554+0.000567107j 0.0020996-0.00035683j 0.00222693-0.00490766j -0.00239204+0.00141908j -0.00229018+0.000895695j -0.00131102+0.00103645j -0.000746304-0.0025271j 0.00173957-0.000543404j 0.000288225-0.000337524j 0.00257472-0.00108618j -0.0011355-0.00117013j 0.000303716-0.000775535j -0.000231312+0.00104044j 0.000547433+0.00106714j 0.00327781+0.000958881j -0.00215897-0.00130179j -0.000120833+0.0010588j 0.000157566-0.00139089j 0.000156106-0.000763326j -0.00364365+0.000132262j 0.000257374-0.00215889j -0.000362629+0.000387622j -0.00140182-0.00101289j 0.000680227+0.00176345j 0.00383919+0.000799983j 0.00254536-0.00563734j -0.00124051-0.00174208j -0.00075023+0.000809487j 0.000307657-0.000372248j 0.000886218-0.00114241j 0.00123634-0.000920585j 0.0011765-0.00342781j -0.000570729-0.000890721j -0.000639776-0.000246542j -0.000974808-0.000708601j 0.000620239-0.000912687j 
