-0.0034559-0j -0.000520996-0j -0.000386381-0j -5.57693e-05-0j 0.0476441-0j -5.8786e-05-0j -4.89884e-06-0j -0.000305461-0j -0.000292077-0j 0.00729399-0j -0.000203641-0j -3.1176e-05-0j -6.36377e-06-0j -3.74989e-07-0j -4.71337e-05-0j -4.55355e-05-0j 0.00551374-0j 0.000795839-0j -4.81056e-06-0j -3.59989e-05-0j -5.6693e-07-0j -2.49408e-05-0j 0.00690084-0j -5.196e-06-0j -2.58767e-08-0j -3.59989e-06-0j 0.00461312-0j 0.000859605-0j -1.27275e-05-0j -2.12126e-06-0j 7.16337e-05-0j -5.69193e-06-0j -5.30314e-07-0j 0.00109112-0j -4.74328e-07-0j -4.41929e-08-0j 0.000526398-0j 0.000470825-0j -1.64697e-09-0j -2.24993e-06-0j 9.61067e-05-0j 0.000862605-0j -4.59266e-07-0j -3.354e-07-0j 5.66314e-06-0j 0.000470359-0j 0.000124506-0j -2.70625e-08-0j -4.84109e-08-0j 7.59791e-05-0j -3.12491e-09-0j 0.000124651-0j -1.32579e-07-0j 8.95422e-06-0j -9.84254e-11-0j 5.08295e-05-0j 1.03876e-05-0j -3.82722e-08-0j 4.08702e-07-0j 1.27074e-05-0j -3.90613e-09-0j 3.16579e-06-0j 1.05895e-06-0j -2.05871e-10-0j -3.49375e-09-0j 5.27632e-07-0j 3.94646e-08-0j -5.6156e-12-0j -1.23523e-09-0j 4.1713e-08-0j -1.62756e-10-0j 1.85804e-09-0j -1.21311e-11-0j 4.46976e-11-0j -5.7314e-13-0j -1.74401e-14-0j -3.09853e-16-0j 
2.13965e-05-0j -0.000151703-0j -0.000227548-0j -3.28229e-05-0j -0.000294979-0j 0.0016282-0j -4.33996e-06-0j 1.8912e-06-0j 1.80833e-06-0j 0.00212385-0j 1.2608e-06-0j -3.69134e-05-0j 0.000356263-0j -4.43719e-07-0j -1.37243e-05-0j -1.32589e-05-0j 0.00324715-0j 0.000468389-0j 0.000267877-0j -2.12005e-05-0j 4.77746e-05-0j -1.46882e-05-0j -4.27252e-05-0j -3.05809e-06-0j -3.83144e-08-0j -2.11871e-06-0j -2.85612e-05-0j -0.0238085-0j 7.88001e-08-0j -3.77403e-06-0j 6.34615e-05-0j 0.00015765-0j 5.96893e-05-0j 0.000317709-0j -4.20215e-07-0j 4.97413e-06-0j 0.000153276-0j 0.000557472-0j -2.92835e-09-0j -2.664e-06-0j -0.00538034-0j 0.000508006-0j 2.57111e-05-0j 2.80641e-05-0j 6.70111e-06-0j -2.91213e-06-0j 7.32778e-05-0j -3.20227e-08-0j 8.20196e-06-0j -0.00423091-0j 4.40115e-07-0j -0.00345245-0j -3.14776e-07-0j -0.000754563-0j -2.04271e-10-0j 9.0433e-05-0j 9.2025e-06-0j 6.47282e-06-0j 6.05147e-07-0j -0.00143027-0j 8.83932e-07-0j -0.000353498-0j -0.00011919-0j 3.48184e-08-0j -1.24534e-08-0j -0.000134324-0j 7.01691e-08-0j -1.33245e-11-0j 3.48667e-07-0j -1.18116e-05-0j 7.38536e-08-0j -3.66802e-07-0j 6.19822e-09-0j 1.19348e-10-0j 2.60074e-10-0j 4.92283e-12-0j -1.10957e-15-0j 
3.05664e-06-0j -6.5937e-05-0j 3.41743e-07-0j 0.000668579-0j -4.21399e-05-0j -7.43993e-06-0j -0.00270246-0j 2.70172e-07-0j 2.58333e-07-0j 0.000923123-0j 1.80114e-07-0j 2.75743e-08-0j 7.62908e-05-0j -0.00085462-0j -5.96521e-06-0j -5.76294e-06-0j -4.87674e-06-0j -0.00954076-0j -6.08822e-07-0j 3.184e-08-0j -0.00031275-0j 2.20594e-08-0j -6.10359e-06-0j 6.22912e-05-0j -0.000149004-0j 4.31566e-05-0j -4.08018e-06-0j 0.000108791-0j 1.12572e-08-0j 1.87619e-09-0j 0.0395171-0j -7.20368e-07-0j 6.35757e-06-0j 0.000138091-0j -0.000261665-0j -0.000100718-0j 6.66207e-05-0j -4.16431e-07-0j -1.90672e-05-0j 1.99e-09-0j -0.00115216-0j -7.62949e-07-0j 5.50582e-06-0j -4.24481e-08-0j 0.0129066-0j -4.16019e-07-0j -0.00149262-0j -6.16769e-05-0j -2.67061e-05-0j 9.61587e-06-0j -1.79939e-05-0j 1.57757e-05-0j 1.17262e-10-0j 0.00493963-0j -2.00038e-06-0j -4.49572e-08-0j 0.00573034-0j 4.58818e-07-0j 0.00235339-0j -0.00015234-0j -8.9023e-06-0j 4.00661e-07-0j 0.0024134-0j -2.3834e-06-0j 3.09012e-12-0j 0.000291071-0j 0.000456887-0j -1.82991e-07-0j 1.48083e-08-0j 0.000240192-0j -3.70929e-07-0j 3.77625e-05-0j -1.40443e-07-0j 2.18806e-06-0j -1.86765e-08-0j -1.22099e-09-0j -3.98328e-11-0j 
2.18332e-07-0j -6.29069e-06-0j -2.32192e-06-0j 9.61847e-05-0j 2.1009e-08-0j 6.75169e-05-0j -0.00079748-0j 1.9298e-08-0j 1.84524e-08-0j -6.14707e-07-0j 1.28653e-08-0j -3.76667e-07-0j -0.001044-0j 0.00277774-0j -5.69108e-07-0j -5.49811e-07-0j -2.31269e-07-0j 9.58023e-06-0j 1.11081e-05-0j -2.16332e-07-0j 0.00877872-0j -1.49879e-07-0j 1.51619e-09-0j 8.96148e-06-0j 0.00100098-0j 6.2087e-06-0j 2.03418e-09-0j 6.89092e-06-0j 8.04082e-10-0j -3.85105e-08-0j -8.13924e-05-0j 6.5373e-06-0j -0.000174915-0j -4.58175e-08-0j -7.72156e-05-0j -0.0311386-0j -4.43626e-08-0j -3.97042e-08-0j 0.000193852-0j -2.71836e-08-0j -0.000110047-0j -1.80277e-08-0j -7.53442e-05-0j 1.16374e-06-0j 0.000292799-0j 5.15819e-11-0j 7.4679e-07-0j 0.000200466-0j 0.00150713-0j 1.22456e-06-0j -0.0114982-0j 3.31539e-07-0j -3.212e-09-0j 0.000967763-0j 2.72219e-05-0j -3.20921e-09-0j -3.91599e-06-0j -1.89681e-05-0j 0.000110348-0j -1.45762e-05-0j -0.00553352-0j 1.02313e-07-0j -0.00259489-0j -0.00230492-0j -1.27076e-10-0j 0.000172277-0j 1.61543e-05-0j 3.11933e-06-0j -1.02174e-06-0j -0.00215383-0j -0.000462332-0j -0.000341179-0j -0.000410312-0j 3.12806e-07-0j -6.08846e-05-0j -2.77772e-06-0j 1.2262e-09-0j 
7.5648e-06-0j 1.14044e-06-0j -0.000243043-0j 1.22077e-07-0j 7.27924e-07-0j -3.69777e-05-0j 1.07233e-08-0j 6.68641e-07-0j 6.39343e-07-0j 1.1144e-07-0j 4.4576e-07-0j 0.00374376-0j -4.00296e-06-0j 8.20834e-10-0j 1.03173e-07-0j 9.96751e-08-0j -2.42076e-05-0j 1.21591e-08-0j 0.000577675-0j -2.26442e-05-0j -3.56612e-07-0j -1.56883e-05-0j 5.25334e-08-0j 1.13738e-08-0j 5.66429e-11-0j 7.88001e-09-0j 7.04809e-08-0j -3.77403e-06-0j 2.786e-08-0j -0.0239737-0j 1.09445e-09-0j -3.58035e-06-0j 6.36827e-05-0j 8.30625e-09-0j 1.03828e-09-0j -2.77983e-08-0j 8.0425e-09-0j 0.000394627-0j 3.60515e-12-0j 0.000270183-0j -4.21949e-07-0j -1.88701e-06-0j -2.88889e-07-0j -0.00379057-0j 8.65235e-11-0j 1.78722e-09-0j 9.47817e-10-0j 5.92386e-11-0j 5.81341e-06-0j 6.36827e-05-0j -1.96564e-09-0j -1.81578e-07-0j -0.00608927-0j -3.93128e-08-0j 2.15449e-13-0j -0.00199781-0j 5.26565e-11-0j -0.000432538-0j 6.24429e-12-0j 5.30689e-06-0j 4.69067e-07-0j -0.00101488-0j -2.31653e-09-0j -1.29498e-10-0j -0.000808661-0j -4.16209e-05-0j 3.00429e-13-0j 1.22923e-14-0j -0.000142579-0j 3.49622e-08-0j -7.47529e-06-0j -8.15759e-12-0j -1.37101e-07-0j 6.82906e-16-0j 6.88254e-11-0j -1.09702e-14-0j 1.82212e-16-0j 
3.24206e-06-0j -4.64616e-05-0j -6.93199e-05-0j 0.000231388-0j 3.11967e-07-0j 0.00100257-0j 6.22912e-05-0j 2.8656e-07-0j 2.74004e-07-0j -4.54009e-06-0j 1.9104e-07-0j 0.00052922-0j -0.00504942-0j 9.60359e-06-0j -4.2033e-06-0j -4.06078e-06-0j -6.90443e-06-0j 2.30468e-05-0j -0.00776267-0j -6.4585e-06-0j -0.00137862-0j -4.47458e-06-0j 2.25143e-08-0j 2.15583e-05-0j 1.10839e-06-0j 1.4936e-05-0j 3.02061e-08-0j 0.000102325-0j 1.194e-08-0j 0.00010917-0j 6.35757e-06-0j 9.70736e-05-0j 0.0398139-0j -3.38398e-07-0j 6.03132e-06-0j -0.000216446-0j -3.27652e-07-0j 5.57847e-05-0j 1.0604e-07-0j 3.81932e-05-0j -0.000532256-0j -5.38208e-07-0j -0.000364411-0j -0.00164087-0j 1.01231e-06-0j 7.65952e-10-0j 1.79652e-06-0j 6.93079e-07-0j 0.0111387-0j -0.000855754-0j -2.55978e-05-0j 4.92309e-06-0j 1.3694e-05-0j -0.000151979-0j 8.88433e-09-0j 9.09753e-06-0j 3.05879e-07-0j 0.00871122-0j 1.22188e-07-0j 0.00331782-0j 0.00181017-0j -0.000216959-0j -1.80372e-05-0j -2.53491e-06-0j 9.04686e-07-0j 0.00256895-0j 8.83667e-09-0j 6.76527e-10-0j 0.000942092-0j 0.000225658-0j 0.000458931-0j -2.2387e-07-0j 4.28484e-05-0j 4.83594e-11-0j 1.24941e-06-0j -6.46621e-10-0j 8.81805e-14-0j 
-1.78304e-06-0j 3.84632e-05-0j -1.9935e-07-0j -0.000390005-0j 2.45816e-05-0j 4.33996e-06-0j 0.00157644-0j -1.576e-07-0j -1.50695e-07-0j -0.000538489-0j -1.05067e-07-0j -1.6085e-08-0j -4.4503e-05-0j 0.000498529-0j 3.47971e-06-0j 3.36172e-06-0j 2.84477e-06-0j 0.00556545-0j 3.55146e-07-0j -1.85734e-08-0j 0.000182437-0j -1.2868e-08-0j 3.56043e-06-0j -3.63365e-05-0j 8.69187e-05-0j -2.51747e-05-0j 2.3801e-06-0j -6.34615e-05-0j -6.56667e-09-0j -1.09445e-09-0j -0.0230516-0j 4.20215e-07-0j -3.70858e-06-0j -8.05533e-05-0j 0.000152638-0j 5.87522e-05-0j -3.88621e-05-0j 2.42918e-07-0j 1.11225e-05-0j -1.16083e-09-0j 0.000672091-0j 4.45054e-07-0j -3.21173e-06-0j 2.47614e-08-0j -0.00752886-0j 2.42678e-07-0j 0.000870694-0j 3.59782e-05-0j 1.55785e-05-0j -5.60926e-06-0j 1.04964e-05-0j -9.2025e-06-0j -6.84028e-11-0j -0.00288145-0j 1.16689e-06-0j 2.6225e-08-0j -0.0033427-0j -2.67644e-07-0j -0.00137281-0j 8.88649e-05-0j 5.19301e-06-0j -2.33719e-07-0j -0.00140782-0j 1.39032e-06-0j -1.80257e-12-0j -0.000169791-0j -0.000266518-0j 1.06745e-07-0j -8.63817e-09-0j -0.000140112-0j 2.16375e-07-0j -2.20281e-05-0j 8.19252e-08-0j -1.27637e-06-0j 1.08946e-08-0j 7.12243e-10-0j 2.32357e-11-0j 
-8.13674e-09-0j 3.52273e-07-0j -9.09715e-10-0j -9.01174e-06-0j -7.82958e-10-0j 3.97484e-08-0j 0.000150973-0j -7.19193e-10-0j -6.8768e-10-0j 3.44231e-08-0j -4.79462e-10-0j -7.34023e-11-0j -1.02832e-06-0j -0.00164489-0j 3.18696e-08-0j 3.0789e-08-0j -9.06098e-11-0j -8.97591e-07-0j 3.25268e-09-0j -8.47577e-11-0j 1.74717e-05-0j -5.87219e-11-0j -5.65051e-11-0j -8.39619e-07-0j 0.0106369-0j -5.81705e-07-0j -7.58096e-11-0j 4.0568e-09-0j -2.99664e-11-0j -4.9944e-12-0j 1.54086e-05-0j 3.84862e-09-0j -8.56933e-08-0j 2.56575e-09-0j 1.46179e-05-0j -0.000193852-0j 2.48427e-09-0j -7.73728e-12-0j -0.0301048-0j -5.29736e-12-0j -1.08394e-07-0j -7.06314e-12-0j -7.42126e-08-0j 2.26782e-10-0j -0.000173387-0j -1.92234e-12-0j -6.99683e-08-0j -0.00011871-0j 1.49193e-06-0j 3.58574e-10-0j 0.00128453-0j 1.95183e-10-0j -3.1215e-13-0j 1.92608e-06-0j -0.0134586-0j -4.162e-13-0j 7.41348e-07-0j -6.18438e-09-0j 0.00117261-0j -7.14111e-09-0j -1.71343e-05-0j 1.49406e-11-0j -1.61543e-05-0j -0.0037631-0j -8.22587e-15-0j 1.13495e-07-0j -0.00250873-0j -0.00313786-0j -1.996e-10-0j 0.000119679-0j -7.13928e-07-0j -0.00177332-0j -0.000221743-0j -0.000528537-0j -0.000320257-0j -7.43332e-05-0j -5.85283e-06-0j 
-2.70172e-07-0j 7.78433e-06-0j 2.87323e-06-0j -0.000119023-0j -2.59973e-08-0j -8.35479e-05-0j 0.000986831-0j -2.388e-08-0j -2.28337e-08-0j 7.60661e-07-0j -1.592e-08-0j 4.66102e-07-0j 0.00129188-0j -0.00343727-0j 7.04235e-07-0j 6.80356e-07-0j 2.8618e-07-0j -1.18549e-05-0j -1.37456e-05-0j 2.67697e-07-0j -0.0108631-0j 1.85466e-07-0j -1.87619e-09-0j -1.10893e-05-0j -0.00123865-0j -7.68287e-06-0j -2.51718e-09-0j -8.52707e-06-0j -9.95001e-10-0j 4.76543e-08-0j 0.000100718-0j -8.08949e-06-0j 0.000216446-0j 5.66963e-08-0j 9.55495e-05-0j 0.0385321-0j 5.4896e-08-0j 4.91315e-08-0j -0.00023988-0j 3.3638e-08-0j 0.000136177-0j 2.23081e-08-0j 9.32337e-05-0j -1.44006e-06-0j -0.00036232-0j -6.38293e-11-0j -9.24106e-07-0j -0.000248064-0j -0.00186498-0j -1.51531e-06-0j 0.0142283-0j -4.10259e-07-0j 3.97464e-09-0j -0.00119755-0j -3.36854e-05-0j 3.97119e-09-0j 4.8458e-06-0j 2.34718e-05-0j -0.000136549-0j 1.80372e-05-0j 0.00684738-0j -1.26606e-07-0j 0.00321101-0j 0.00285219-0j 1.57248e-10-0j -0.000213182-0j -1.999e-05-0j -3.85997e-06-0j 1.26434e-06-0j 0.00266522-0j 0.000572107-0j 0.000422187-0j 0.000507735-0j -3.87077e-07-0j 7.53409e-05-0j 3.43726e-06-0j -1.51734e-09-0j 
-1.8912e-06-0j 2.71026e-05-0j 4.04366e-05-0j -0.000134976-0j -1.81981e-07-0j -0.000584833-0j -3.63365e-05-0j -1.6716e-07-0j -1.59836e-07-0j 2.64838e-06-0j -1.1144e-07-0j -0.000308712-0j 0.0029455-0j -5.60209e-06-0j 2.45193e-06-0j 2.36879e-06-0j 4.02758e-06-0j -1.34439e-05-0j 0.00452823-0j 3.76746e-06-0j 0.000804196-0j 2.61017e-06-0j -1.31333e-08-0j -1.25757e-05-0j -6.4656e-07-0j -8.71267e-06-0j -1.76202e-08-0j -5.96893e-05-0j -6.96501e-09-0j -6.36827e-05-0j -3.70858e-06-0j -5.66263e-05-0j -0.0232248-0j 1.97399e-07-0j -3.51827e-06-0j 0.00012626-0j 1.91131e-07-0j -3.25411e-05-0j -6.18567e-08-0j -2.22794e-05-0j 0.000310482-0j 3.13955e-07-0j 0.000212573-0j 0.000957174-0j -5.90512e-07-0j -4.46805e-10-0j -1.04797e-06-0j -4.04296e-07-0j -0.00649755-0j 0.00049919-0j 1.4932e-05-0j -2.8718e-06-0j -7.98816e-06-0j 8.86543e-05-0j -5.18252e-09-0j -5.30689e-06-0j -1.78429e-07-0j -0.00508155-0j -7.12765e-08-0j -0.0019354-0j -0.00105593-0j 0.00012656-0j 1.05217e-05-0j 1.47869e-06-0j -5.27734e-07-0j -0.00149856-0j -5.15472e-09-0j -3.9464e-10-0j -0.000549554-0j -0.000131634-0j -0.00026771-0j 1.30591e-07-0j -2.49949e-05-0j -2.82096e-11-0j -7.28823e-07-0j 3.77195e-10-0j -5.14371e-14-0j 
1.576e-07-0j -4.54086e-06-0j -1.67605e-06-0j 6.94298e-05-0j 1.51651e-08-0j 4.87363e-05-0j -0.000575651-0j 1.393e-08-0j 1.33196e-08-0j -4.43719e-07-0j 9.28668e-09-0j -2.71893e-07-0j -0.000753599-0j 0.00200508-0j -4.10804e-07-0j -3.96874e-07-0j -1.66938e-07-0j 6.91537e-06-0j 8.01827e-06-0j -1.56157e-07-0j 0.00633682-0j -1.08188e-07-0j 1.09445e-09-0j 6.46874e-06-0j 0.000722547-0j 4.48167e-06-0j 1.46835e-09-0j 4.97413e-06-0j 5.80417e-10-0j -2.77983e-08-0j -5.87522e-05-0j 4.71887e-06-0j -0.00012626-0j -3.30729e-08-0j -5.57372e-05-0j -0.0224771-0j -3.20227e-08-0j -2.866e-08-0j 0.00013993-0j -1.96222e-08-0j -7.94363e-05-0j -1.30131e-08-0j -5.43863e-05-0j 8.40033e-07-0j 0.000211354-0j 3.72338e-11-0j 5.39062e-07-0j 0.000144704-0j 0.00108791-0j 8.83932e-07-0j -0.00829984-0j 2.39318e-07-0j -2.31854e-09-0j 0.000698568-0j 1.96498e-05-0j -2.31653e-09-0j -2.82671e-06-0j -1.36919e-05-0j 7.96533e-05-0j -1.05217e-05-0j -0.00399431-0j 7.38536e-08-0j -0.00187309-0j -0.00166378-0j -9.17281e-11-0j 0.000124356-0j 1.16608e-05-0j 2.25165e-06-0j -7.37531e-07-0j -0.00155471-0j -0.000333729-0j -0.000246276-0j -0.000296179-0j 2.25795e-07-0j -4.39489e-05-0j -2.00507e-06-0j 8.85116e-10-0j 
1.00687e-08-0j -4.35916e-07-0j 1.12572e-09-0j 1.11515e-05-0j 9.68861e-10-0j -4.91861e-08-0j -0.00018682-0j 8.89956e-10-0j 8.50961e-10-0j -4.25964e-08-0j 5.93304e-10-0j 9.08307e-11-0j 1.27248e-06-0j 0.00203545-0j -3.94366e-08-0j -3.80994e-08-0j 1.12124e-10-0j 1.11071e-06-0j -4.02498e-09-0j 1.04882e-10-0j -2.16202e-05-0j 7.26646e-11-0j 6.99215e-11-0j 1.03898e-06-0j -0.0131625-0j 7.19824e-07-0j 9.38096e-11-0j -5.02003e-09-0j 3.70815e-11-0j 6.18025e-12-0j -1.90672e-05-0j -4.76242e-09-0j 1.0604e-07-0j -3.17495e-09-0j -1.80887e-05-0j 0.00023988-0j -3.07413e-09-0j 9.5744e-12-0j 0.0372528-0j 6.55514e-12-0j 1.34131e-07-0j 8.74019e-12-0j 9.18334e-08-0j -2.80628e-10-0j 0.000214555-0j 2.37878e-12-0j 8.65813e-08-0j 0.000146896-0j -1.84617e-06-0j -4.43713e-10-0j -0.00158952-0j -2.41527e-10-0j 3.86266e-13-0j -2.3834e-06-0j 0.0166541-0j 5.15021e-13-0j -9.17371e-07-0j 7.65278e-09-0j -0.00145103-0j 8.83667e-09-0j 2.12026e-05-0j -1.8488e-11-0j 1.999e-05-0j 0.00465659-0j 1.0179e-14-0j -1.40443e-07-0j 0.0031044-0j 0.0038829-0j 2.46992e-10-0j -0.000148095-0j 8.83441e-07-0j 0.00219438-0j 0.000274392-0j 0.000654031-0j 0.000396297-0j 9.19826e-05-0j 7.2425e-06-0j 
-5.87341e-09-0j 2.54284e-07-0j -6.56667e-10-0j -6.50502e-06-0j -5.65169e-10-0j 2.86919e-08-0j 0.000108978-0j -5.19141e-10-0j -4.96394e-10-0j 2.48479e-08-0j -3.46094e-10-0j -5.29846e-11-0j -7.4228e-07-0j -0.00118734-0j 2.30047e-08-0j 2.22246e-08-0j -6.54056e-11-0j -6.47915e-07-0j 2.34791e-09-0j -6.11813e-11-0j 1.26118e-05-0j -4.23877e-11-0j -4.07876e-11-0j -6.06069e-07-0j 0.00767813-0j -4.19897e-07-0j -5.47223e-11-0j 2.92835e-09-0j -2.16309e-11-0j -3.60515e-12-0j 1.11225e-05-0j 2.77808e-09-0j -6.18567e-08-0j 1.85205e-09-0j 1.05518e-05-0j -0.00013993-0j 1.79324e-09-0j -5.58507e-12-0j -0.0217308-0j -3.82383e-12-0j -7.82432e-08-0j -5.09845e-12-0j -5.35695e-08-0j 1.637e-10-0j -0.000125157-0j -1.38762e-12-0j -5.05058e-08-0j -8.56892e-05-0j 1.07693e-06-0j 2.58832e-10-0j 0.000927222-0j 1.4089e-10-0j -2.25322e-13-0j 1.39032e-06-0j -0.00971492-0j -3.00429e-13-0j 5.35133e-07-0j -4.46412e-09-0j 0.000846434-0j -5.15472e-09-0j -1.23682e-05-0j 1.07847e-11-0j -1.16608e-05-0j -0.00271635-0j -5.93774e-15-0j 8.19252e-08-0j -0.0018109-0j -0.00226503-0j -1.44079e-10-0j 8.63888e-05-0j -5.1534e-07-0j -0.00128005-0j -0.000160062-0j -0.000381518-0j -0.000231173-0j -5.36565e-05-0j -4.22479e-06-0j 
0.00114006-0j 0.000171871-0j 0.000127463-0j 1.83977e-05-0j 0.000109703-0j 1.93928e-05-0j 1.61607e-06-0j 0.000100768-0j -0.0324209-0j 1.67947e-05-0j 6.71788e-05-0j 1.02846e-05-0j 2.09934e-06-0j 1.23705e-07-0j -0.0052319-0j 1.50216e-05-0j -0.00427183-0j -0.000616585-0j -0.000533979-0j 1.18756e-05-0j -6.293e-05-0j 8.22769e-06-0j 7.9171e-06-0j 1.7141e-06-0j -2.87235e-06-0j 1.18756e-06-0j 1.06219e-05-0j 1.97927e-06-0j 4.19867e-06-0j 6.99779e-07-0j 1.6494e-07-0j 1.8777e-06-0j 1.74945e-07-0j 1.2518e-06-0j 1.56475e-07-0j 1.45787e-08-0j 1.21205e-06-0j 1.08409e-06-0j 5.43317e-10-0j 7.42228e-07-0j 2.2129e-07-0j 9.89637e-07-0j 1.51507e-07-0j 1.10645e-07-0j 1.30396e-08-0j 2.69345e-07-0j 1.42842e-07-0j 8.92761e-09-0j 1.59702e-08-0j 1.74945e-07-0j 1.03087e-09-0j 9.52279e-08-0j 4.37362e-08-0j 2.06174e-08-0j 3.24694e-11-0j 5.83149e-08-0j 7.93566e-09-0j 1.26256e-08-0j 9.41053e-10-0j 1.45787e-08-0j 1.28859e-09-0j 7.28937e-09-0j 1.21489e-09-0j 6.79147e-11-0j 1.15255e-09-0j 1.21489e-09-0j 4.52764e-11-0j 1.85252e-12-0j 4.07488e-10-0j 9.60458e-11-0j 5.36913e-11-0j 4.27822e-12-0j 4.00191e-12-0j 1.02918e-13-0j 1.89072e-13-0j 5.75329e-15-0j 1.02217e-16-0j 
-0.00133007-0j -0.000200516-0j -0.000148707-0j -2.1464e-05-0j -0.000127986-0j -2.2625e-05-0j -1.88542e-06-0j -0.000117563-0j 0.0378244-0j -1.95938e-05-0j -7.83753e-05-0j -1.19987e-05-0j -2.44923e-06-0j -1.44322e-07-0j 0.00610388-0j -1.75252e-05-0j 0.0049838-0j 0.00071935-0j 0.000622975-0j -1.38549e-05-0j 7.34183e-05-0j -9.59897e-06-0j -9.23661e-06-0j -1.99979e-06-0j 3.35107e-06-0j -1.38549e-06-0j -1.23922e-05-0j -2.30915e-06-0j -4.89845e-06-0j -8.16409e-07-0j -1.92429e-07-0j -2.19066e-06-0j -2.04102e-07-0j -1.46044e-06-0j -1.82555e-07-0j -1.70085e-08-0j -1.41406e-06-0j -1.26478e-06-0j -6.3387e-10-0j -8.65933e-07-0j -2.58171e-07-0j -1.15458e-06-0j -1.76758e-07-0j -1.29086e-07-0j -1.52129e-08-0j -3.14236e-07-0j -1.66649e-07-0j -1.04155e-08-0j -1.86319e-08-0j -2.04102e-07-0j -1.20268e-09-0j -1.11099e-07-0j -5.10256e-08-0j -2.40537e-08-0j -3.7881e-11-0j -6.80341e-08-0j -9.25827e-09-0j -1.47298e-08-0j -1.0979e-09-0j -1.70085e-08-0j -1.50336e-09-0j -8.50426e-09-0j -1.41738e-09-0j -7.92338e-11-0j -1.34464e-09-0j -1.41738e-09-0j -5.28225e-11-0j -2.16128e-12-0j -4.75403e-10-0j -1.12053e-10-0j -6.26398e-11-0j -4.99126e-12-0j -4.66889e-12-0j -1.20071e-13-0j -2.20585e-13-0j -6.71217e-15-0j -1.19253e-16-0j 
-0.0008145-0j -0.00012279-0j -9.10638e-05-0j -1.31439e-05-0j -7.83753e-05-0j -1.38549e-05-0j -1.15458e-06-0j -7.19923e-05-0j 0.0231626-0j -1.19987e-05-0j -4.79949e-05-0j -7.34768e-06-0j -1.49984e-06-0j -8.83789e-08-0j 0.00373785-0j -1.0732e-05-0j 0.00305194-0j 0.00044051-0j 0.000381493-0j -8.48437e-06-0j 4.49594e-05-0j -5.87814e-06-0j -5.65625e-06-0j -1.22461e-06-0j 2.0521e-06-0j -8.48437e-07-0j -7.58865e-06-0j -1.41406e-06-0j -2.99968e-06-0j -4.99946e-07-0j -1.17838e-07-0j -1.3415e-06-0j -1.24987e-07-0j -8.94331e-07-0j -1.11791e-07-0j -1.04155e-08-0j -8.65933e-07-0j -7.74514e-07-0j -3.88165e-10-0j -5.30273e-07-0j -1.58097e-07-0j -7.07031e-07-0j -1.08242e-07-0j -7.90485e-08-0j -9.31595e-09-0j -1.92429e-07-0j -1.02051e-07-0j -6.3782e-09-0j -1.14097e-08-0j -1.24987e-07-0j -7.36491e-10-0j -6.80341e-08-0j -3.12466e-08-0j -1.47298e-08-0j -2.31973e-11-0j -4.16622e-08-0j -5.66951e-09-0j -9.02013e-09-0j -6.72321e-10-0j -1.04155e-08-0j -9.20613e-10-0j -5.20777e-09-0j -8.67962e-10-0j -4.85206e-11-0j -8.23421e-10-0j -8.67962e-10-0j -3.23471e-11-0j -1.32351e-12-0j -2.91123e-10-0j -6.86185e-11-0j -3.83589e-11-0j -3.05651e-12-0j -2.8591e-12-0j -7.35282e-14-0j -1.3508e-13-0j -4.11035e-15-0j -7.30275e-17-0j 
0.00116381-0j 0.000175451-0j 0.000130118-0j 1.8781e-05-0j 0.000111988-0j 1.97969e-05-0j 1.64974e-06-0j 0.000102868-0j -0.0330963-0j 1.71446e-05-0j 6.85784e-05-0j 1.04989e-05-0j 2.14307e-06-0j 1.26282e-07-0j -0.0053409-0j 1.53346e-05-0j -0.00436083-0j -0.000629431-0j -0.000545103-0j 1.21231e-05-0j -6.4241e-05-0j 8.3991e-06-0j 8.08204e-06-0j 1.74981e-06-0j -2.93219e-06-0j 1.21231e-06-0j 1.08432e-05-0j 2.02051e-06-0j 4.28615e-06-0j 7.14358e-07-0j 1.68376e-07-0j 1.91682e-06-0j 1.78589e-07-0j 1.27788e-06-0j 1.59735e-07-0j 1.48825e-08-0j 1.2373e-06-0j 1.10668e-06-0j 5.54636e-10-0j 7.57691e-07-0j 2.259e-07-0j 1.01025e-06-0j 1.54663e-07-0j 1.1295e-07-0j 1.33113e-08-0j 2.74956e-07-0j 1.45818e-07-0j 9.11361e-09-0j 1.63029e-08-0j 1.78589e-07-0j 1.05235e-09-0j 9.72118e-08-0j 4.46474e-08-0j 2.1047e-08-0j 3.31459e-11-0j 5.95298e-08-0j 8.10098e-09-0j 1.28886e-08-0j 9.60658e-10-0j 1.48825e-08-0j 1.31544e-09-0j 7.44123e-09-0j 1.2402e-09-0j 6.93295e-11-0j 1.17656e-09-0j 1.2402e-09-0j 4.62197e-11-0j 1.89112e-12-0j 4.15977e-10-0j 9.80468e-11-0j 5.48098e-11-0j 4.36735e-12-0j 4.08528e-12-0j 1.05062e-13-0j 1.93011e-13-0j 5.87315e-15-0j 1.04347e-16-0j 
