-0.0034559-0j -0.000520996-0j -0.000386381-0j -5.57693e-05-0j 0.0476441-0j -5.8786e-05-0j -4.89884e-06-0j -0.000305461-0j -0.000292077-0j 0.00729399-0j -0.000203641-0j -3.1176e-05-0j -6.36377e-06-0j -3.74989e-07-0j -4.71337e-05-0j -4.55355e-05-0j 0.00551374-0j 0.000795839-0j -4.81056e-06-0j -3.59989e-05-0j -5.6693e-07-0j -2.49408e-05-0j 0.00690084-0j -5.196e-06-0j -2.58767e-08-0j -3.59989e-06-0j 0.00461312-0j 0.000859605-0j -1.27275e-05-0j -2.12126e-06-0j 7.16337e-05-0j -5.69193e-06-0j -5.30314e-07-0j 0.00109112-0j -4.74328e-07-0j -4.41929e-08-0j 0.000526398-0j 0.000470825-0j -1.64697e-09-0j -2.24993e-06-0j 9.61067e-05-0j 0.000862605-0j -4.59266e-07-0j -3.354e-07-0j 5.66314e-06-0j 0.000470359-0j 0.000124506-0j -2.70625e-08-0j -4.84109e-08-0j 7.59791e-05-0j -3.12491e-09-0j 0.000124651-0j -1.32579e-07-0j 8.95422e-06-0j -9.84254e-11-0j 5.08295e-05-0j 1.03876e-05-0j -3.82722e-08-0j 4.08702e-07-0j 1.27074e-05-0j -3.90613e-09-0j 3.16579e-06-0j 1.05895e-06-0j -2.05871e-10-0j -3.49375e-09-0j 5.27632e-07-0j 3.94646e-08-0j -5.6156e-12-0j -1.23523e-09-0j 4.1713e-08-0j -1.62756e-10-0j 1.85804e-09-0j -1.21311e-11-0j 4.46976e-11-0j -5.7314e-13-0j -1.74401e-14-0j -3.09853e-16-0j 
-1.05819e-05-0j 7.50261e-05-0j -1.18309e-06-0j 1.62329e-05-0j 0.000292788-0j 8.46549e-06-0j 2.14637e-06-0j -9.35314e-07-0j -8.94331e-07-0j -0.00210808-0j -6.23543e-07-0j -9.54601e-08-0j 1.85232e-06-0j 2.19446e-07-0j 6.78749e-06-0j 6.55734e-06-0j 3.38837e-05-0j -0.00046491-0j 6.92746e-07-0j -1.10228e-07-0j 2.48394e-07-0j -7.63681e-08-0j -0.00301676-0j 1.51241e-06-0j 1.89488e-08-0j 1.04783e-06-0j 2.83491e-05-0j -0.000248439-0j -3.89714e-08-0j -6.49524e-09-0j -6.29902e-05-0j 8.19668e-07-0j 1.5436e-07-0j 0.022433-0j 2.07822e-07-0j 2.5862e-08-0j -0.000152137-0j 2.89337e-06-0j 1.44825e-09-0j -6.88924e-09-0j -5.61433e-05-0j -0.000377094-0j 1.3368e-07-0j 4.82994e-08-0j -6.65135e-06-0j -0.000621551-0j 0.00517403-0j 1.58371e-08-0j 2.12107e-08-0j -2.19591e-05-0j 2.28829e-09-0j 0.0051555-0j -4.05952e-10-0j -7.87377e-06-0j 1.01025e-10-0j -2.22205e-05-0j 0.00130715-0j 1.114e-08-0j -6.00653e-07-0j 0.000528072-0j 2.2859e-09-0j -9.14963e-07-0j 8.84749e-05-0j 1.81031e-10-0j -1.06978e-11-0j -4.63967e-07-0j 4.95453e-06-0j 6.58977e-12-0j 3.59541e-10-0j -6.13039e-08-0j 9.52457e-11-0j -3.82753e-09-0j 1.06674e-11-0j -1.18462e-10-0j 6.72566e-13-0j 2.55952e-14-0j 5.45882e-16-0j 
-1.4965e-05-0j -2.25606e-06-0j 0.000319974-0j -2.41497e-07-0j 0.000206313-0j 4.86825e-05-0j -2.12134e-08-0j -1.32273e-06-0j -1.26478e-06-0j 3.15851e-05-0j -8.81823e-07-0j -0.00244283-0j 5.27003e-06-0j -1.62381e-09-0j -2.04102e-07-0j -1.97182e-07-0j -0.00456609-0j 3.44621e-06-0j -0.000376937-0j 2.98118e-05-0j 4.69492e-07-0j 2.06542e-05-0j 2.98826e-05-0j -2.25002e-08-0j -1.12053e-10-0j -1.55886e-08-0j 1.99761e-05-0j -0.000711864-0j -5.51139e-08-0j -0.00050392-0j 3.10194e-07-0j 4.71366e-06-0j -4.15534e-05-0j 4.72485e-06-0j -2.05397e-09-0j 3.65974e-08-0j 2.27945e-06-0j 0.036892-0j -7.13185e-12-0j -0.000176296-0j -7.95889e-05-0j -0.000714349-0j 3.80332e-07-0j -7.96767e-05-0j 2.4523e-08-0j 2.03679e-06-0j 5.39148e-07-0j -1.17188e-10-0j -3.79329e-06-0j 0.00595342-0j 2.58783e-09-0j -0.000103227-0j -6.32101e-05-0j -7.41525e-06-0j -4.2621e-13-0j 0.0120749-0j 4.49811e-08-0j -9.09182e-06-0j 1.7698e-09-0j 0.000995699-0j -3.06069e-07-0j 0.00150937-0j -8.76946e-07-0j 1.70488e-10-0j -4.17594e-06-0j 0.000125343-0j 1.70893e-10-0j -2.43172e-14-0j -9.83252e-07-0j 3.26847e-06-0j -7.75977e-08-0j -1.5387e-09-0j -2.88182e-09-0j 1.93553e-13-0j -4.4909e-11-0j 1.44427e-14-0j -1.34175e-18-0j 
1.32273e-06-0j -2.85336e-05-0j 1.47886e-07-0j 0.000289322-0j 1.2728e-07-0j -3.21956e-06-0j -0.00116947-0j -2.23871e-05-0j 1.11791e-07-0j -2.78822e-06-0j 7.79428e-08-0j 1.19325e-08-0j 3.30142e-05-0j -0.000369829-0j 0.000494293-0j -2.49386e-06-0j 1.47298e-08-0j 2.88171e-05-0j -2.63462e-07-0j -2.63835e-06-0j -0.000135339-0j 9.54601e-09-0j 9.18565e-09-0j -0.00516161-0j -6.44799e-05-0j 1.86756e-05-0j -2.35981e-06-0j -3.28595e-07-0j -2.80813e-06-0j 8.11905e-10-0j -0.000119358-0j 5.96915e-05-0j 2.75118e-06-0j -2.07822e-07-0j 0.0216822-0j -4.35848e-05-0j 7.72626e-05-0j 1.2578e-09-0j -8.25115e-06-0j -3.30654e-07-0j 3.48e-06-0j -2.19862e-07-0j -0.000914835-0j -1.8369e-08-0j -3.89834e-05-0j 3.12502e-10-0j -0.000430134-0j 0.0102481-0j -1.15568e-05-0j 5.56143e-06-0j -7.78669e-06-0j -1.58095e-08-0j -9.71663e-09-0j 0.00285688-0j -8.65645e-07-0j 6.76587e-11-0j -5.74262e-06-0j -3.80188e-05-0j 0.00136111-0j 2.29265e-07-0j 0.000737667-0j -1.21016e-09-0j -3.63206e-06-0j 0.000197495-0j 1.33722e-12-0j -8.79156e-07-0j -6.87596e-07-0j 1.51631e-05-0j 6.40815e-09-0j -7.25482e-07-0j -1.60516e-07-0j -1.14059e-07-0j -6.07755e-08-0j -6.60885e-09-0j -8.08207e-09-0j -5.28371e-10-0j -1.72373e-11-0j 
2.26802e-05-0j -0.000160804-0j -0.000241199-0j -3.4792e-05-0j 2.1824e-06-0j 0.00172588-0j -4.60033e-06-0j -0.000383859-0j 1.91682e-06-0j -1.57133e-05-0j 1.33644e-06-0j -3.9128e-05-0j 0.000377637-0j -4.70339e-07-0j 0.00278563-0j -1.40544e-05-0j -2.4024e-05-0j -3.46537e-06-0j 0.000283948-0j 0.00430309-0j 5.06408e-05-0j -1.55694e-05-0j 1.57501e-07-0j 0.000620703-0j -4.06131e-08-0j -2.24582e-06-0j -4.04623e-05-0j 0.000176147-0j -4.81494e-05-0j -4.00044e-06-0j -4.69519e-07-0j -0.0319983-0j 6.32703e-05-0j -1.1712e-06-0j 8.52914e-05-0j 5.27254e-06-0j 0.000435421-0j -4.12445e-06-0j -3.10404e-09-0j 0.00108425-0j 3.98064e-05-0j 0.000358591-0j -0.0104645-0j 2.97478e-05-0j -4.95781e-08-0j 5.3583e-09-0j 5.17253e-05-0j 1.30333e-05-0j 8.69402e-06-0j -0.00599388-0j 4.66519e-07-0j 8.47488e-06-0j 6.38903e-05-0j -0.00106898-0j -2.16526e-10-0j -3.3337e-07-0j -2.25897e-08-0j -0.00131379-0j 8.57303e-07-0j 5.27253e-06-0j -0.000179412-0j 2.61535e-06-0j 4.39379e-07-0j -7.06712e-06-0j -1.32005e-08-0j 9.93794e-07-0j -2.5867e-10-0j 2.70448e-09-0j 3.69585e-07-0j 8.73876e-08-0j 7.82843e-08-0j 2.71378e-09-0j 6.57007e-09-0j -8.82998e-13-0j 2.75677e-10-0j 5.21817e-12-0j -1.16999e-15-0j 
1.88962e-07-0j -4.07623e-06-0j -4.04028e-06-0j 4.13316e-05-0j 1.81829e-08-0j 8.7959e-05-0j -0.000167067-0j 1.6702e-08-0j 1.59702e-08-0j -3.98317e-07-0j 1.11347e-08-0j 3.08454e-05-0j -0.000901953-0j -5.28327e-05-0j -3.6877e-07-0j -3.56266e-07-0j -4.02421e-07-0j 4.11673e-06-0j -0.000681046-0j -3.76431e-07-0j 0.0036975-0j -2.60799e-07-0j 1.31224e-09-0j 3.85085e-06-0j -9.21141e-06-0j 2.66795e-06-0j 1.76055e-09-0j 8.97728e-06-0j 6.95918e-10-0j 6.36295e-06-0j -1.70512e-05-0j 8.51659e-06-0j 0.00711176-0j -2.96888e-08-0j -1.61762e-05-0j 0.00119074-0j -2.87461e-08-0j 3.25139e-06-0j -1.17874e-06-0j 2.22607e-06-0j -9.50742e-05-0j -3.13692e-08-0j -6.50929e-05-0j -0.000143959-0j -5.56906e-06-0j 4.46432e-11-0j 3.20904e-07-0j -3.81287e-06-0j -0.0298742-0j -7.50782e-05-0j 0.000212734-0j 4.3192e-07-0j 7.98148e-07-0j 0.000407611-0j -1.23664e-07-0j 5.30245e-07-0j -8.20375e-07-0j 0.00155604-0j -1.01546e-06-0j 0.000592647-0j -0.00995836-0j -1.90346e-05-0j 9.92287e-05-0j 2.81779e-05-0j 5.27292e-08-0j -0.00689-0j -9.8228e-08-0j -1.13125e-08-0j 0.000168281-0j -0.00187536-0j -0.00252474-0j 3.11611e-06-0j -0.000476301-0j -9.44121e-10-0j -2.0892e-05-0j 1.44352e-08-0j -2.46246e-12-0j 
-9.16417e-06-0j -1.38155e-06-0j 0.000195943-0j -1.47886e-07-0j 0.00012634-0j 2.98118e-05-0j -1.29905e-08-0j -8.10006e-07-0j -7.74514e-07-0j 1.93418e-05-0j -5.40004e-07-0j -0.00149592-0j 3.22722e-06-0j -9.94376e-10-0j -1.24987e-07-0j -1.20749e-07-0j -0.00279615-0j 2.11036e-06-0j -0.000230826-0j 1.82559e-05-0j 2.87504e-07-0j 1.26481e-05-0j 1.82993e-05-0j -1.37785e-08-0j -6.86185e-11-0j -9.54601e-09-0j 1.22328e-05-0j -0.000435926-0j -3.37502e-08-0j -0.000308586-0j 1.89955e-07-0j 2.88651e-06-0j -2.54461e-05-0j 2.89337e-06-0j -1.2578e-09-0j 2.24113e-08-0j 1.39588e-06-0j 0.0225916-0j -4.36735e-12-0j -0.000107959-0j -4.8738e-05-0j -0.000437447-0j 2.32905e-07-0j -4.87918e-05-0j 1.50172e-08-0j 1.24727e-06-0j 3.30159e-07-0j -7.17629e-11-0j -2.3229e-06-0j 0.00364571-0j 1.58472e-09-0j -6.32133e-05-0j -3.87081e-05-0j -4.5409e-06-0j -2.60999e-13-0j 0.00739433-0j 2.75452e-08-0j -5.56758e-06-0j 1.08377e-09-0j 0.000609739-0j -1.87428e-07-0j 0.000924296-0j -5.37018e-07-0j 1.04402e-10-0j -2.55723e-06-0j 7.67564e-05-0j 1.0465e-10-0j -1.48912e-14-0j -6.02117e-07-0j 2.00152e-06-0j -4.75187e-08-0j -9.42259e-10-0j -1.76475e-09-0j 1.18527e-13-0j -2.7501e-11-0j 8.84429e-15-0j -8.21653e-19-0j 
3.05472e-06-0j -4.37769e-05-0j -3.24864e-05-0j 0.000218017-0j -4.21134e-05-0j 0.00046985-0j 5.86918e-05-0j 2.70002e-07-0j 2.58171e-07-0j 0.00061288-0j 1.80001e-07-0j -5.27003e-06-0j -0.00236639-0j 9.04866e-06-0j -3.96042e-06-0j -3.82613e-06-0j 0.000463588-0j -0.00311115-0j 7.73015e-05-0j -3.02674e-06-0j -0.000646085-0j -2.09699e-06-0j -6.09976e-06-0j 2.03126e-05-0j 1.04434e-06-0j 1.4073e-05-0j -4.07761e-06-0j -0.00687043-0j 1.12501e-08-0j -5.38808e-07-0j -0.000858227-0j 4.5493e-05-0j -0.000396471-0j 9.16816e-05-0j 5.68281e-06-0j -0.000101436-0j 4.42308e-05-0j 7.95889e-05-0j 9.99127e-08-0j -3.80332e-07-0j 0.0357375-0j 7.25267e-05-0j -0.000170779-0j 8.09847e-06-0j -0.000136654-0j -4.15758e-07-0j -0.000486729-0j 6.53031e-07-0j -0.00011092-0j -0.00122092-0j -1.19963e-05-0j -0.000996276-0j -4.49397e-08-0j 0.0102044-0j 8.37096e-09-0j 1.29109e-05-0j -0.000124451-0j -4.2994e-05-0j -1.64946e-05-0j 0.00950021-0j -1.80258e-05-0j -0.000102009-0j 0.00243061-0j -1.18797e-06-0j -1.77794e-09-0j 0.00181654-0j -2.3941e-06-0j 6.37435e-10-0j -2.31593e-06-0j 0.000321949-0j -1.50608e-06-0j 1.50314e-05-0j -2.11477e-07-0j -6.52818e-09-0j -1.24418e-08-0j -3.03036e-10-0j 8.30852e-14-0j 
1.51201e-05-0j -0.000107203-0j 1.69048e-06-0j -2.31947e-05-0j -0.000418356-0j -1.20961e-05-0j -3.06689e-06-0j 1.33644e-06-0j 1.27788e-06-0j 0.00301216-0j 8.90961e-07-0j 1.364e-07-0j -2.64672e-06-0j -3.1356e-07-0j -9.69844e-06-0j -9.36958e-06-0j -4.84153e-05-0j 0.000664296-0j -9.89843e-07-0j 1.57501e-07-0j -3.54923e-07-0j 1.0912e-07-0j 0.00431055-0j -2.16104e-06-0j -2.70754e-08-0j -1.49721e-06-0j -4.05072e-05-0j 0.000354987-0j 5.56851e-08-0j 9.28084e-09-0j 9.00047e-05-0j -1.1712e-06-0j -2.2056e-07-0j -0.0320538-0j -2.9695e-07-0j -3.69533e-08-0j 0.000217384-0j -4.13425e-06-0j -2.06936e-09-0j 9.84382e-09-0j 8.02214e-05-0j 0.000538819-0j -1.91011e-07-0j -6.90135e-08-0j 9.50391e-06-0j 0.000888115-0j -0.00739301-0j -2.26292e-08-0j -3.03073e-08-0j 3.13767e-05-0j -3.26966e-09-0j -0.00736654-0j 5.80053e-10-0j 1.12506e-05-0j -1.44351e-10-0j 3.17502e-05-0j -0.00186774-0j -1.59175e-08-0j 8.58254e-07-0j -0.000754546-0j -3.26625e-09-0j 1.30736e-06-0j -0.000126419-0j -2.5867e-10-0j 1.52857e-11-0j 6.62947e-07-0j -7.07937e-06-0j -9.41592e-12-0j -5.13737e-10-0j 8.75952e-08-0j -1.36094e-10-0j 5.46905e-09-0j -1.52423e-11-0j 1.69267e-10-0j -9.61008e-13-0j -3.65723e-14-0j -7.79994e-16-0j 
-9.35509e-06-0j 6.63282e-05-0j 9.94897e-05-0j 1.4351e-05-0j -9.00194e-07-0j -0.00071189-0j 1.89754e-06-0j 0.000158334-0j -7.90649e-07-0j 6.48139e-06-0j -5.51254e-07-0j 1.61395e-05-0j -0.000155767-0j 1.94005e-07-0j -0.00114901-0j 5.79713e-06-0j 9.90941e-06-0j 1.42939e-06-0j -0.000117123-0j -0.00177493-0j -2.08883e-05-0j 6.42203e-06-0j -6.49659e-08-0j -0.000256027-0j 1.6752e-08-0j 9.26352e-07-0j 1.66898e-05-0j -7.26569e-05-0j 1.98606e-05-0j 1.6501e-06-0j 1.93667e-07-0j 0.0131986-0j -2.60977e-05-0j 4.83094e-07-0j -3.51809e-05-0j -2.17481e-06-0j -0.000179602-0j 1.70125e-06-0j 1.28035e-09-0j -0.000447231-0j -1.64193e-05-0j -0.000147911-0j 0.00431637-0j -1.22703e-05-0j 2.04499e-08-0j -2.21018e-09-0j -2.13356e-05-0j -5.37595e-06-0j -3.5861e-06-0j 0.00247235-0j -1.92429e-07-0j -3.49571e-06-0j -2.63534e-05-0j 0.000440931-0j 8.93125e-11-0j 1.37508e-07-0j 9.31779e-09-0j 0.000541913-0j -3.53619e-07-0j -2.17481e-06-0j 7.40039e-05-0j -1.07878e-06-0j -1.81234e-07-0j 2.91504e-06-0j 5.44495e-09-0j -4.09919e-07-0j 1.06696e-10-0j -1.11554e-09-0j -1.52446e-07-0j -3.60456e-08-0j -3.22906e-08-0j -1.11938e-09-0j -2.71002e-09-0j 3.64218e-13-0j -1.13711e-10-0j -2.15238e-12-0j 4.90378e-16-0j 
-1.89001e-06-0j 4.07708e-05-0j -2.1131e-07-0j -0.000413403-0j -1.81867e-07-0j 4.60033e-06-0j 0.00167101-0j 3.19882e-05-0j -1.59735e-07-0j 3.984e-06-0j -1.1137e-07-0j -1.705e-08-0j -4.71729e-05-0j 0.000528437-0j -0.00070628-0j 3.5634e-06-0j -2.1047e-08-0j -4.11759e-05-0j 3.76453e-07-0j 3.76985e-06-0j 0.000193382-0j -1.364e-08-0j -1.31251e-08-0j 0.00737526-0j 9.21333e-05-0j -2.6685e-05-0j 3.37186e-06-0j 4.69519e-07-0j 4.01245e-06-0j -1.16011e-09-0j 0.000170547-0j -8.52914e-05-0j -3.93108e-06-0j 2.9695e-07-0j -0.0309811-0j 6.22769e-05-0j -0.000110398-0j -1.79723e-09-0j 1.17898e-05-0j 4.72462e-07-0j -4.97246e-06-0j 3.14154e-07-0j 0.00130718-0j 2.62469e-08-0j 5.57022e-05-0j -4.46525e-10-0j 0.000614605-0j -0.0146432-0j 1.65132e-05-0j -7.94655e-06-0j 1.11262e-05-0j 2.25897e-08-0j 1.38838e-08-0j -0.00408211-0j 1.23689e-06-0j -9.66754e-11-0j 8.20546e-06-0j 5.43239e-05-0j -0.00194485-0j -3.2759e-07-0j -0.00105403-0j 1.72917e-09-0j 5.18974e-06-0j -0.000282194-0j -1.91072e-12-0j 1.2562e-06-0j 9.82485e-07-0j -2.16661e-05-0j -9.15641e-09-0j 1.03662e-06-0j 2.29356e-07-0j 1.62975e-07-0j 8.68402e-08-0j 9.44318e-09-0j 1.15482e-08-0j 7.54973e-10-0j 2.46298e-11-0j 
-1.21974e-08-0j 4.39759e-07-0j 1.29718e-07-0j -8.98724e-06-0j -1.1737e-09-0j -4.71986e-06-0j 0.000112565-0j -1.07811e-09-0j -1.03087e-09-0j 4.29719e-08-0j -7.18741e-10-0j 2.10431e-08-0j 9.75485e-05-0j -0.000810379-0j 3.97842e-08-0j 3.84352e-08-0j 1.29202e-08-0j -8.9515e-07-0j -7.76529e-07-0j 1.20857e-08-0j -0.00123913-0j 8.37323e-09-0j -8.47045e-11-0j -8.37336e-07-0j 0.00251576-0j -5.80124e-07-0j -1.13643e-10-0j -4.81718e-07-0j -4.49213e-11-0j 2.15145e-09-0j 1.14887e-05-0j -4.56998e-07-0j 1.63435e-05-0j 3.20294e-09-0j 1.08991e-05-0j 0.00908442-0j 3.10123e-09-0j 2.21814e-09-0j 0.00101487-0j 1.51866e-09-0j 1.02825e-05-0j 1.00714e-09-0j 7.03996e-06-0j -8.13529e-08-0j -8.54214e-05-0j -2.8817e-12-0j -6.9778e-08-0j -5.84841e-05-0j -0.000212734-0j -8.56042e-08-0j -0.0288984-0j -2.31767e-08-0j 1.79443e-10-0j -0.000136601-0j 0.000216078-0j 1.79287e-10-0j 5.52748e-07-0j 1.77232e-06-0j 0.000277337-0j 1.36196e-06-0j 0.00161435-0j -7.15234e-09-0j 0.000757035-0j -0.0120669-0j 7.09929e-12-0j -2.43171e-05-0j 8.45726e-05-0j 3.31656e-05-0j 9.54686e-08-0j -0.0054132-0j 0.000134881-0j -0.00270816-0j -0.0021481-0j 4.16755e-06-0j -0.000647343-0j -4.44763e-05-0j 2.62228e-08-0j 
1.52736e-06-0j -1.08291e-05-0j -4.90712e-05-0j -2.34302e-06-0j 1.4697e-07-0j 0.000351124-0j -3.09802e-07-0j 1.35001e-07-0j 1.29086e-07-0j -1.05819e-06-0j 9.00006e-08-0j 0.000755879-0j 7.68289e-05-0j -3.16743e-08-0j -9.7969e-07-0j -9.46471e-07-0j -4.88761e-06-0j -2.3337e-07-0j -0.00548535-0j -4.57194e-06-0j 1.03027e-05-0j -3.16753e-06-0j 1.06067e-08-0j -2.18298e-07-0j -2.73503e-09-0j -1.51241e-07-0j 1.42303e-08-0j 3.58365e-05-0j 5.62504e-09-0j -0.00484037-0j -3.16191e-08-0j 3.39975e-05-0j -0.00122226-0j -7.88725e-08-0j -2.99965e-08-0j 1.07268e-06-0j -7.6368e-08-0j 7.96767e-05-0j -2.09037e-10-0j 5.45509e-05-0j 8.09847e-06-0j -3.80995e-07-0j 5.54465e-06-0j 0.0359936-0j -3.33876e-09-0j 3.60846e-10-0j -1.81915e-08-0j -2.2859e-09-0j -0.000167952-0j -0.000604703-0j 9.49117e-08-0j 1.72418e-06-0j -0.00122945-0j 1.13576e-06-0j -1.45816e-11-0j -0.000403364-0j -1.52127e-09-0j 0.0083017-0j -3.01508e-10-0j -0.000101855-0j -1.81004e-05-0j 0.00963685-0j 8.939e-08-0j 7.50865e-09-0j -0.000163272-0j 0.00120245-0j -1.74197e-11-0j -9.51151e-13-0j 0.00273653-0j -1.68817e-06-0j 0.000288456-0j 5.52109e-10-0j 7.94951e-06-0j -5.94642e-14-0j -5.32556e-09-0j 1.06162e-12-0j -7.92052e-17-0j 
1.30944e-05-0j 1.97405e-06-0j -0.000279977-0j 2.1131e-07-0j -0.000180524-0j -4.25972e-05-0j 1.85617e-08-0j 1.15739e-06-0j 1.10668e-06-0j -2.76369e-05-0j 7.71595e-07-0j 0.00213748-0j -4.61128e-06-0j 1.42083e-09-0j 1.78589e-07-0j 1.72534e-07-0j 0.00399533-0j -3.01544e-06-0j 0.00032982-0j -2.60853e-05-0j -4.10805e-07-0j -1.80724e-05-0j -2.61473e-05-0j 1.96876e-08-0j 9.80468e-11-0j 1.364e-08-0j -1.74791e-05-0j 0.000622881-0j 4.82247e-08-0j 0.00044093-0j -2.7142e-07-0j -4.12445e-06-0j 3.63592e-05-0j -4.13425e-06-0j 1.79723e-09-0j -3.20228e-08-0j -1.99452e-06-0j -0.0322805-0j 6.24037e-12-0j 0.000154259-0j 6.96403e-05-0j 0.000625055-0j -3.3279e-07-0j 6.97171e-05-0j -2.14576e-08-0j -1.78219e-06-0j -4.71754e-07-0j 1.0254e-10-0j 3.31912e-06-0j -0.00520924-0j -2.26435e-09-0j 9.03235e-05-0j 5.53088e-05-0j 6.48835e-06-0j 3.72934e-13-0j -0.0105655-0j -3.93584e-08-0j 7.95534e-06-0j -1.54857e-09-0j -0.000871237-0j 2.67811e-07-0j -0.0013207-0j 7.67328e-07-0j -1.49177e-10-0j 3.65395e-06-0j -0.000109675-0j -1.49531e-10-0j 2.12775e-14-0j 8.60346e-07-0j -2.85991e-06-0j 6.7898e-08-0j 1.34636e-09-0j 2.5216e-09-0j -1.69359e-13-0j 3.92954e-11-0j -1.26373e-14-0j 1.17403e-18-0j 
1.87063e-06-0j -2.68078e-05-0j -1.98938e-05-0j 0.000133508-0j -2.57891e-05-0j 0.000287723-0j 3.59413e-05-0j 1.65342e-07-0j 1.58097e-07-0j 0.000375311-0j 1.10228e-07-0j -3.22722e-06-0j -0.00144911-0j 5.54115e-06-0j -2.42525e-06-0j -2.34302e-06-0j 0.000283888-0j -0.00190518-0j 4.73373e-05-0j -1.85349e-06-0j -0.000395644-0j -1.28414e-06-0j -3.73532e-06-0j 1.24389e-05-0j 6.39526e-07-0j 8.61789e-06-0j -2.49702e-06-0j -0.00420726-0j 6.88924e-09-0j -3.29951e-07-0j -0.000525555-0j 2.78587e-05-0j -0.000242788-0j 5.61433e-05-0j 3.48e-06-0j -6.21168e-05-0j 2.70857e-05-0j 4.8738e-05-0j 6.11838e-08-0j -2.32905e-07-0j 0.0218847-0j 4.44133e-05-0j -0.00010458-0j 4.95928e-06-0j -8.36834e-05-0j -2.54599e-07-0j -0.000298059-0j 3.99898e-07-0j -6.79243e-05-0j -0.000747656-0j -7.34618e-06-0j -0.000610092-0j -2.75198e-08-0j 0.00624889-0j 5.12615e-09-0j 7.90627e-06-0j -7.62103e-05-0j -2.63284e-05-0j -1.01008e-05-0j 0.00581767-0j -1.10385e-05-0j -6.24675e-05-0j 0.00148844-0j -7.27481e-07-0j -1.08876e-09-0j 0.0011124-0j -1.46608e-06-0j 3.90347e-10-0j -1.41821e-06-0j 0.000197153-0j -9.22282e-07-0j 9.20482e-06-0j -1.29503e-07-0j -3.99768e-09-0j -7.61899e-09-0j -1.85571e-10-0j 5.08791e-14-0j 
-1.80001e-07-0j 5.18629e-06-0j -2.01248e-08-0j -7.92985e-05-0j 2.48156e-06-0j 5.85189e-07-0j 0.000657474-0j -1.591e-08-0j -1.52129e-08-0j -7.26085e-05-0j -1.06067e-08-0j -1.62381e-09-0j -9.04866e-06-0j -0.00229008-0j 4.69195e-07-0j 4.53286e-07-0j 2.87184e-07-0j 0.00113161-0j 4.7887e-08-0j -1.87501e-09-0j 7.60878e-05-0j -1.29905e-09-0j 3.59432e-07-0j -7.3882e-06-0j -0.00082525-0j -5.1187e-06-0j 2.40276e-07-0j -8.55699e-06-0j -6.62917e-10-0j -1.10486e-10-0j -0.00961398-0j 5.66607e-08-0j -7.54055e-07-0j -1.08616e-05-0j 6.36596e-05-0j -0.000269888-0j -5.24007e-06-0j 2.4523e-08-0j -0.000159819-0j -1.17188e-10-0j 0.000136654-0j 4.4929e-08-0j -6.53031e-07-0j 3.33876e-09-0j 0.0345851-0j 2.44988e-08-0j 0.000177036-0j -0.000165272-0j 6.49723e-06-0j -7.56338e-07-0j -9.96584e-05-0j -1.24084e-06-0j -6.90539e-12-0j -0.00120175-0j -2.24428e-05-0j 2.64746e-09-0j -0.00139412-0j -5.44193e-08-0j 0.0130342-0j 1.80686e-05-0j -2.3855e-05-0j -3.15141e-08-0j 0.00646704-0j -1.99774e-05-0j -1.81973e-13-0j -7.08137e-05-0j 0.00382958-0j -2.5717e-06-0j -1.75637e-09-0j 0.00133029-0j -9.93956e-07-0j 0.000423669-0j -1.17718e-06-0j 3.69483e-05-0j -2.62473e-07-0j -2.40754e-08-0j -1.01093e-09-0j 
-6.23673e-06-0j 4.42188e-05-0j -6.97287e-07-0j 9.56732e-06-0j 0.000172563-0j 4.98938e-06-0j 1.26503e-06-0j -5.51254e-07-0j -5.271e-07-0j -0.00124245-0j -3.67503e-07-0j -5.62621e-08-0j 1.09172e-06-0j 1.29337e-07-0j 4.0004e-06-0j 3.86475e-06-0j 1.99703e-05-0j -0.000274008-0j 4.08289e-07-0j -6.49659e-08-0j 1.46398e-07-0j -4.50097e-08-0j -0.00177801-0j 8.91383e-07-0j 1.1168e-08-0j 6.17568e-07-0j 1.67084e-05-0j -0.000146425-0j -2.29689e-08-0j -3.82815e-09-0j -3.71251e-05-0j 4.83094e-07-0j 9.09764e-08-0j 0.0132215-0j 1.22486e-07-0j 1.52425e-08-0j -8.96664e-05-0j 1.70529e-06-0j 8.53567e-10-0j -4.06037e-09-0j -3.30896e-05-0j -0.000222251-0j 7.87878e-08-0j 2.84666e-08-0j -3.92016e-06-0j -0.000366329-0j 0.00304946-0j 9.33407e-09-0j 1.25011e-08-0j -1.29422e-05-0j 1.34867e-09-0j 0.00303854-0j -2.39259e-10-0j -4.64063e-06-0j 5.95417e-11-0j -1.30963e-05-0j 0.000770403-0j 6.56565e-09-0j -3.54012e-07-0j 0.000311234-0j 1.34726e-09-0j -5.3926e-07-0j 5.21452e-05-0j 1.06696e-10-0j -6.30504e-12-0j -2.73452e-07-0j 2.92009e-06-0j 3.88387e-12-0j 2.11906e-10-0j -3.61312e-08-0j 5.61357e-11-0j -2.25587e-09-0j 6.28711e-12-0j -6.9819e-11-0j 3.96396e-13-0j 1.50853e-14-0j 3.13817e-16-0j 
