-0.0723462-0j -0.0120577-0j -0.00738381-0j -0.00150721-0j -8.88134e-05-0j -0.00112919-0j -0.000182223-0j -0.000148784-0j -2.14752e-05-0j -1.8598e-05-0j -2.1918e-06-0j -1.00042e-07-0j -0.0419376-0j 0.040904-0j -0.00663092-0j 0.00646748-0j -0.0052422-0j -0.0034948-0j -0.000756647-0j 0.005113-0j 0.00340866-0j 0.000737997-0j -0.000873701-0j -0.0003089-0j -7.28084e-05-0j 0.000852166-0j 0.000301286-0j -7.7225e-05-0j 7.10138e-05-0j 7.53215e-05-0j -6.43541e-06-0j 6.27679e-06-0j -2.39834e-07-0j 2.33922e-07-0j -0.0316024-0j -0.000677545-0j 0.044438-0j -0.00492689-0j -0.000105631-0j 0.00692799-0j -0.00381636-0j -0.000550844-0j -0.00348384-0j -8.18213e-05-0j -1.18099e-05-0j 0.0053664-0j -0.000615862-0j -7.46923e-05-0j 0.000774573-0j -0.000410575-0j -5.13218e-05-0j 0.00489883-0j -0.000355568-0j -1.32039e-05-0j -8.80257e-06-0j -7.258e-05-0j -1.10032e-06-0j 0.000865998-0j -3.629e-05-0j -7.62325e-06-0j -4.27682e-06-0j 0.000577332-0j 7.21665e-05-0j -1.55609e-06-0j 0.000499984-0j -5.23801e-06-0j -7.78045e-07-0j -9.16934e-08-0j 0.000102059-0j -3.38112e-07-0j 5.10294e-05-0j -1.12301e-07-0j 6.01388e-06-0j -1.06495e-08-0j 7.36547e-06-0j -7.249e-09-0j -2.28322e-10-0j 4.75439e-07-0j 1.49749e-08-0j 
-0.000310146-0j -0.351855-0j -3.16542e-05-0j 0.000615783-0j 7.29514e-05-0j -4.84082e-06-0j 3.68336e-05-0j 9.208e-05-0j -0.00126662-0j 3.75932e-06-0j 1.34791e-06-0j 1.02825e-07-0j 0.00052912-0j 0.000175354-0j -0.00394471-0j -0.00130731-0j 6.614e-05-0j -0.012775-0j -0.0009098-0j 2.19193e-05-0j -0.00423374-0j -0.000301514-0j 0.0750346-0j 3.89734e-06-0j 0.0190239-0j 0.024867-0j 1.2916e-06-0j -9.28561e-05-0j 0.00630465-0j -3.07731e-05-0j -1.55572e-05-0j -5.15577e-06-0j -8.71187e-07-0j -2.88718e-07-0j -0.000135479-0j 8.54847e-06-0j 0.000190504-0j 0.000995898-0j -6.28394e-05-0j -0.00140039-0j -1.63606e-05-0j 0.000225051-0j 0.00215609-0j 1.03233e-06-0j -1.42003e-05-0j 2.30056e-05-0j 0.000124487-0j -0.000136045-0j -0.000316457-0j -0.0240449-0j 3.15619e-05-0j -0.0030318-0j 0.000220055-0j -7.85493e-06-0j 0.00151719-0j -0.00428083-0j -1.9915e-06-0j -0.000175049-0j 7.33548e-06-0j -1.38851e-05-0j -0.000507147-0j 0.0338109-0j -4.43809e-05-0j 0.000270113-0j -0.000309432-0j 3.22127e-06-0j -4.62856e-07-0j 3.20001e-05-0j 0.00601951-0j 3.4752e-07-0j -1.03148e-05-0j -2.03256e-07-0j 0.000713128-0j 1.53424e-08-0j -4.52961e-06-0j -2.19279e-08-0j -9.68081e-10-0j -4.88667e-07-0j -2.15739e-08-0j 
-0.000219306-0j -3.65511e-05-0j -0.409151-0j 0.000878186-0j -2.69224e-07-0j 0.000190719-0j 3.07771e-05-0j -0.00483013-0j 3.62712e-06-0j 0.0574196-0j -7.11545e-05-0j 1.68968e-08-0j -0.000127127-0j 0.000128368-0j -2.01006e-05-0j 2.02967e-05-0j 0.0030544-0j -1.0594e-05-0j -2.29366e-06-0j -0.0030842-0j 1.06973e-05-0j 2.31604e-06-0j 0.000509066-0j -0.0518911-0j -2.20707e-07-0j -0.000514033-0j 0.0523974-0j -0.00427919-0j 2.22861e-07-0j 0.00432094-0j 3.74963e-06-0j -3.78621e-06-0j -7.27019e-10-0j 7.34112e-10-0j 0.000188397-0j 0.000114436-0j -6.20866e-05-0j 2.93715e-05-0j 1.78409e-05-0j -9.67945e-06-0j -0.00437298-0j 3.28383e-06-0j 2.07688e-05-0j -0.00265624-0j 1.99467e-06-0j 0.00144113-0j -0.000705687-0j 1.26154e-05-0j -1.08219e-06-0j 2.44762e-06-0j 3.05953e-07-0j -6.8444e-06-0j 0.0387475-0j -0.000428649-0j 1.48674e-06-0j -8.3166e-05-0j 1.85842e-07-0j 0.000232561-0j 0.0119889-0j 0.023536-0j 2.54961e-08-0j -8.0662e-07-0j -1.00828e-07-0j -5.05168e-05-0j -0.0127693-0j 0.000570804-0j 0.00728232-0j 1.54869e-08-0j 2.74076e-05-0j -3.87427e-07-0j -0.00395098-0j 0.000346719-0j -8.4023e-09-0j 6.34867e-11-0j -0.00018811-0j -2.35331e-07-0j 3.85632e-11-0j 1.27677e-07-0j -2.09222e-11-0j 
-0.000189925-0j -3.16542e-05-0j -0.354335-0j 0.000760531-0j -2.33155e-07-0j -2.96438e-06-0j -4.78375e-07-0j 7.50757e-05-0j -5.63771e-08-0j -0.000892486-0j 1.10597e-06-0j -2.62631e-10-0j 0.000324019-0j 0.000107382-0j 5.12318e-05-0j 1.69786e-05-0j -0.00778496-0j 2.70015e-05-0j 5.84601e-06-0j -0.00257999-0j 8.9485e-06-0j 1.93741e-06-0j -0.00129749-0j 0.132259-0j 5.62532e-07-0j -0.000429998-0j 0.0438314-0j 0.0109067-0j 1.86427e-07-0j 0.00361454-0j -9.55694e-06-0j -3.16724e-06-0j 1.853e-09-0j 6.14098e-10-0j -8.29634e-05-0j 5.23485e-06-0j 0.00011666-0j -1.29342e-05-0j 8.16125e-07-0j 1.81875e-05-0j 0.00192571-0j -1.44609e-06-0j -9.14586e-06-0j -0.000121509-0j 9.12456e-08-0j -0.00270785-0j 0.00031076-0j 5.77088e-07-0j 2.03343e-06-0j -1.07785e-06-0j -1.34731e-07-0j 1.28605e-05-0j -0.0170631-0j -1.96084e-05-0j 6.80104e-08-0j 3.66235e-05-0j 8.5013e-09-0j -0.000436978-0j -0.00527951-0j 0.00107665-0j -1.12276e-08-0j 1.51563e-06-0j 1.89453e-07-0j -2.31088e-06-0j 0.0239933-0j -0.000251363-0j 0.000333128-0j 7.08442e-10-0j -5.14984e-05-0j 1.7061e-07-0j 0.00742381-0j 1.58605e-05-0j 1.57878e-08-0j -2.79574e-11-0j 0.000353455-0j -1.07652e-08-0j 1.76406e-12-0j -2.39904e-07-0j 3.93125e-11-0j 
4.47657e-05-0j -0.000711045-0j -0.000878186-0j -0.396369-0j 0.00150786-0j -3.89303e-05-0j 0.000598721-0j 0.000490408-0j -0.00329132-0j -0.0117453-0j 0.0984195-0j -0.000158277-0j 2.59498e-05-0j -2.6203e-05-0j -0.000391026-0j 0.000394841-0j -0.000310116-0j 2.16248e-06-0j 0.00208132-0j 0.000313142-0j -2.18358e-06-0j -0.00210162-0j 0.00492579-0j -5.52036e-05-0j 0.00061375-0j -0.00497385-0j 5.57422e-05-0j -0.0408299-0j -0.000619738-0j 0.0412283-0j -0.0104458-0j 0.0105477-0j 1.02366e-05-0j -1.03365e-05-0j -3.84563e-05-0j -2.33592e-05-0j 1.26734e-05-0j 0.000571376-0j 0.000347066-0j -0.000188299-0j 0.000443994-0j -0.00297982-0j -4.23941e-06-0j 0.000269691-0j -0.00181001-0j -0.000146319-0j -0.00682831-0j -2.57511e-06-0j 0.000982007-0j 4.76147e-05-0j -0.000850802-0j 1.39711e-06-0j 8.3166e-05-0j -0.00414766-0j 2.89222e-05-0j 0.037537-0j -0.000516796-0j 0.00225029-0j -0.0012155-0j 5.05168e-05-0j -0.000142798-0j -1.56916e-05-0j 0.000280384-0j 0.0228008-0j -2.74076e-05-0j 0.0166905-0j -0.000738323-0j -8.67383e-05-0j -0.0123704-0j 0.00180512-0j 0.000400572-0j 0.0101382-0j 4.70593e-05-0j -1.25321e-06-0j -0.0055004-0j 0.00109647-0j -7.61229e-07-0j -0.000594882-0j 4.13e-07-0j 
0.000255857-0j 0.290266-0j 2.61133e-05-0j -0.000507995-0j -6.01818e-05-0j -0.000449004-0j 0.00341646-0j 0.00854076-0j -0.117484-0j 0.000348691-0j 0.000125024-0j 9.5374e-06-0j -0.000144093-0j 0.000134544-0j 0.00107425-0j -0.00100306-0j -1.80116e-05-0j 0.00347898-0j 0.000247762-0j 1.6818e-05-0j -0.00324843-0j -0.000231343-0j -0.0204339-0j -1.06135e-06-0j -0.0051807-0j 0.0190798-0j 9.91013e-07-0j 2.52871e-05-0j 0.00483738-0j -2.36114e-05-0j 4.23663e-06-0j -3.95588e-06-0j 2.37247e-07-0j -2.21525e-07-0j 0.000111764-0j 0.000261744-0j 0.000310125-0j -0.000821574-0j -0.00192407-0j -0.00227972-0j 1.34968e-05-0j -0.000185658-0j -0.00177868-0j 3.16086e-05-0j -0.000434798-0j 3.74512e-05-0j -0.000102697-0j -0.00416555-0j -0.000515166-0j 0.019836-0j -2.60372e-05-0j -0.00493552-0j -0.000181536-0j -0.000240509-0j 0.0464546-0j 0.0035315-0j -6.09773e-05-0j -0.000284965-0j -6.05147e-06-0j -0.000425145-0j 0.000418375-0j 0.0550414-0j -7.22485e-05-0j 0.00827053-0j -0.000503729-0j -2.65741e-06-0j -1.41721e-05-0j 0.000979806-0j 0.00979927-0j -2.86689e-07-0j -1.67917e-05-0j -6.22347e-06-0j 0.00116091-0j -1.26569e-08-0j -7.37383e-06-0j -6.71406e-07-0j -2.96415e-08-0j -7.9551e-07-0j -3.51205e-08-0j 
2.61079e-06-0j -8.3373e-05-0j 2.66463e-07-0j 0.0014924-0j 0.379676-0j 2.35196e-06-0j -7.27226e-05-0j 3.09898e-07-0j 0.0012273-0j -7.42222e-06-0j -0.0118534-0j 0.128889-0j -1.47034e-06-0j 1.52911e-06-0j 4.45443e-05-0j -4.63247e-05-0j -1.83792e-07-0j -1.22528e-07-0j -0.000727881-0j 1.91138e-07-0j 1.27425e-07-0j 0.000756973-0j 5.86923e-06-0j -1.08301e-08-0j 0.00662789-0j -6.10381e-06-0j 1.12629e-08-0j -7.4289e-05-0j -0.00689279-0j 7.72582e-05-0j -0.0267281-0j 0.0277964-0j -0.0158252-0j 0.0164577-0j -2.24282e-06-0j -1.37106e-06-0j 8.23221e-07-0j 6.69964e-05-0j 4.09557e-05-0j -2.45909e-05-0j -2.70846e-07-0j -0.00107264-0j -2.47247e-07-0j -1.65571e-07-0j -0.00065572-0j 9.94134e-08-0j 8.37455e-06-0j -1.51145e-07-0j 0.000393711-0j 5.58303e-06-0j 0.00945704-0j 9.07516e-08-0j -2.52346e-08-0j 5.11947e-06-0j 3.41298e-06-0j -0.000141333-0j 0.00578121-0j -3.07386e-06-0j 4.93475e-07-0j -1.54262e-08-0j -0.0359561-0j -2.04924e-06-0j -0.00347119-0j -8.63986e-05-0j 9.2623e-09-0j 0.000965205-0j 3.01667e-07-0j -0.0219804-0j 5.1876e-05-0j -0.0148425-0j -1.81129e-07-0j 0.000590042-0j 0.0131976-0j -0.00334232-0j -0.000354277-0j -0.00907343-0j -0.0020432-0j 0.00544792-0j 0.00122679-0j 
3.87683e-05-0j -0.000615783-0j -0.000760531-0j -0.343266-0j 0.00130585-0j 6.05102e-07-0j -9.30605e-06-0j -7.62252e-06-0j 5.11578e-05-0j 0.00018256-0j -0.00152976-0j 2.46013e-06-0j -6.614e-05-0j -2.19193e-05-0j 0.000996636-0j 0.000330292-0j 0.000790415-0j -5.51167e-06-0j -0.00530479-0j 0.000261949-0j -1.8266e-06-0j -0.00175805-0j -0.0125547-0j 0.000140701-0j -0.00156431-0j -0.00416071-0j 4.66294e-05-0j 0.104066-0j -0.000518422-0j 0.0344882-0j 0.0266239-0j 0.00882333-0j -2.60907e-05-0j -8.64665e-06-0j 1.69348e-05-0j -1.06856e-06-0j -2.3813e-05-0j -0.000251615-0j 1.58764e-05-0j 0.00035381-0j -0.00019552-0j 0.00131221-0j 1.86689e-06-0j 1.23369e-05-0j -8.27982e-05-0j 0.000274931-0j 0.00300696-0j -1.17798e-07-0j -0.00184517-0j -2.09679e-05-0j 0.000374664-0j -2.62514e-06-0j -3.66235e-05-0j -0.000189734-0j 1.32304e-06-0j -0.01653-0j -2.36407e-05-0j -0.00422825-0j 0.000535266-0j 2.31088e-06-0j 6.28832e-05-0j 2.94842e-05-0j -0.000526837-0j 0.00104302-0j 5.14984e-05-0j -0.00734993-0j -3.37744e-05-0j -3.96782e-06-0j 0.0232438-0j -0.000794913-0j -0.000752669-0j 0.000463768-0j -8.84237e-05-0j 5.51873e-07-0j 0.0103352-0j 5.01576e-05-0j -3.48222e-08-0j 0.00111777-0j -7.7602e-07-0j 
0.00015668-0j 2.61133e-05-0j 0.292312-0j -0.000627406-0j 1.92343e-07-0j -0.000274958-0j -4.43711e-05-0j 0.00696355-0j -5.22918e-06-0j -0.0827814-0j 0.000102583-0j -2.436e-08-0j -8.82387e-05-0j 8.23913e-05-0j -1.39518e-05-0j 1.30272e-05-0j 0.00212005-0j -7.35322e-06-0j -1.59202e-06-0j -0.00197955-0j 6.86594e-06-0j 1.48652e-06-0j 0.000353341-0j -0.0360174-0j -1.53192e-07-0j -0.000329926-0j 0.0336306-0j -0.00297017-0j 1.4304e-07-0j 0.00277334-0j 2.6026e-06-0j -2.43013e-06-0j -5.04621e-10-0j 4.71181e-10-0j 6.84413e-05-0j 0.000160285-0j 0.000189912-0j 1.06702e-05-0j 2.49888e-05-0j 2.96078e-05-0j -0.00158863-0j 1.19296e-06-0j 7.54495e-06-0j -0.00372047-0j 2.79383e-06-0j -0.00440816-0j -0.000256364-0j 1.76698e-05-0j 3.31025e-06-0j 8.89181e-07-0j 1.11148e-07-0j 2.09358e-05-0j 0.0140763-0j -0.000600388-0j 2.0824e-06-0j -3.02128e-05-0j 2.603e-07-0j -0.000711364-0j 0.00435537-0j 0.0329658-0j 9.2623e-09-0j 2.46731e-06-0j 3.08414e-07-0j -7.07564e-05-0j 0.0390592-0j 0.000207364-0j 0.0102-0j 2.16917e-08-0j -8.38351e-05-0j -1.40746e-07-0j 0.0120854-0j 0.000485631-0j 2.57012e-08-0j 2.30637e-11-0j 0.000575396-0j -3.29617e-07-0j 5.40136e-11-0j -3.90544e-07-0j 6.39975e-11-0j 
-8.17477e-05-0j -0.0927413-0j -8.34334e-06-0j 0.000162307-0j 1.92284e-05-0j 0.000288194-0j -0.00219286-0j -0.0054819-0j 0.0754072-0j -0.000223807-0j -8.02467e-05-0j -6.12159e-06-0j -4.73875e-05-0j -0.000502065-0j 0.000353285-0j 0.00374301-0j -5.92343e-06-0j 0.00114412-0j 8.14808e-05-0j -6.27582e-05-0j 0.0121218-0j 0.000863281-0j -0.00672003-0j -3.49042e-07-0j -0.00170376-0j -0.071198-0j -3.69806e-06-0j 8.3161e-06-0j -0.0180512-0j 8.81082e-05-0j 1.39329e-06-0j 1.47617e-05-0j 7.80227e-08-0j 8.26642e-07-0j -3.57092e-05-0j 0.000172924-0j 0.000328294-0j 0.000262497-0j -0.00127115-0j -0.00241327-0j -4.3123e-06-0j 5.93185e-05-0j 0.000568297-0j 2.08825e-05-0j -0.000287253-0j 3.96452e-05-0j 3.28121e-05-0j -0.00275201-0j -0.000545346-0j -0.00633771-0j 8.31901e-06-0j -0.00522466-0j 5.80016e-05-0j -0.000158894-0j 0.0306907-0j -0.00112833-0j -4.02852e-05-0j -0.000301659-0j 1.93347e-06-0j -0.000280876-0j -0.000133673-0j 0.0582659-0j -7.64811e-05-0j 0.005464-0j -0.000533239-0j 8.49055e-07-0j -9.36294e-06-0j 0.000647317-0j 0.0103733-0j 9.15985e-08-0j -1.77754e-05-0j -4.11159e-06-0j 0.00122892-0j 4.04393e-09-0j -7.80581e-06-0j -4.4357e-07-0j -1.95829e-08-0j -8.42114e-07-0j -3.7178e-08-0j 
-2.63785e-06-0j 8.4237e-05-0j -2.69224e-07-0j -0.00150786-0j -0.383611-0j 2.29399e-06-0j -7.09301e-05-0j 3.0226e-07-0j 0.00119705-0j -7.23928e-06-0j -0.0115612-0j 0.125712-0j -1.52911e-06-0j 1.54402e-06-0j 4.63247e-05-0j -4.67766e-05-0j -1.91138e-07-0j -1.27425e-07-0j -0.000756973-0j 1.93003e-07-0j 1.28669e-07-0j 0.000764358-0j 6.10381e-06-0j -1.12629e-08-0j 0.00689279-0j -6.16336e-06-0j 1.13728e-08-0j -7.72582e-05-0j -0.00696004-0j 7.8012e-05-0j -0.0277964-0j 0.0280676-0j -0.0164577-0j 0.0166183-0j 2.26606e-06-0j 1.37645e-06-0j -7.46785e-07-0j -6.76906e-05-0j -4.11168e-05-0j 2.23076e-05-0j 2.73652e-07-0j 0.00108376-0j 2.49809e-07-0j 1.66222e-07-0j 0.000658298-0j -9.01829e-08-0j -8.46133e-06-0j 1.5174e-07-0j -0.000357155-0j -5.64089e-06-0j -0.00955505-0j -8.23254e-08-0j 2.54961e-08-0j -5.13959e-06-0j -3.4264e-06-0j 0.000142798-0j -0.00580394-0j 2.78845e-06-0j -4.98589e-07-0j 1.54869e-08-0j 0.0363287-0j 1.85897e-06-0j 0.00314889-0j 8.67383e-05-0j -8.4023e-09-0j -0.000975208-0j -3.02854e-07-0j 0.0220668-0j -4.70593e-05-0j 0.0149963-0j 1.64311e-07-0j -0.000592362-0j -0.0119722-0j 0.00337696-0j 0.000321382-0j 0.00910911-0j 0.00205124-0j -0.00494209-0j -0.00111289-0j 
-5.006e-05-0j -8.34334e-06-0j -0.093395-0j 0.000200459-0j -6.14545e-08-0j 0.000176482-0j 2.84796e-05-0j -0.00446957-0j 3.35636e-06-0j 0.0531334-0j -6.58429e-05-0j 1.56355e-08-0j -2.90188e-05-0j -0.000307451-0j -4.58827e-06-0j -4.86123e-05-0j 0.000697213-0j -2.41823e-06-0j -5.23563e-07-0j 0.0073869-0j -2.56209e-05-0j -5.54709e-06-0j 0.000116202-0j -0.0118449-0j -5.03798e-08-0j 0.00123115-0j -0.125496-0j -0.00097679-0j -5.33769e-07-0j -0.010349-0j 8.5591e-07-0j 9.06828e-06-0j -1.65953e-10-0j -1.75826e-09-0j -2.18673e-05-0j 0.000105894-0j 0.000201038-0j -3.40917e-06-0j 1.65091e-05-0j 3.13423e-05-0j 0.000507575-0j -3.81157e-07-0j -2.41065e-06-0j -0.00245796-0j 1.84577e-06-0j -0.00466641-0j 8.19096e-05-0j 1.16737e-05-0j 3.50417e-06-0j -2.84097e-07-0j -3.55122e-08-0j 2.21623e-05-0j -0.00449745-0j -0.000396651-0j 1.37576e-06-0j 9.65314e-06-0j 1.71969e-07-0j -0.000753038-0j -0.00139156-0j 0.0217791-0j -2.95935e-09-0j 2.61186e-06-0j 3.26482e-07-0j -4.67458e-05-0j 0.0413474-0j -6.62537e-05-0j 0.00673871-0j 1.43308e-08-0j -8.87464e-05-0j 4.49689e-08-0j 0.0127934-0j 0.000320837-0j 2.72069e-08-0j -7.36895e-12-0j 0.000609105-0j -2.17764e-07-0j 3.56845e-11-0j -4.13423e-07-0j 6.77467e-11-0j 
-2.28444e-06-0j 7.29514e-05-0j -2.33155e-07-0j -0.00130585-0j -0.332216-0j -3.5656e-08-0j 1.10248e-06-0j -4.69809e-09-0j -1.8606e-05-0j 1.12522e-07-0j 0.000179699-0j -0.00195397-0j 3.89734e-06-0j 1.2916e-06-0j -0.000118071-0j -3.91295e-05-0j 4.87167e-07-0j 3.24778e-07-0j 0.00192935-0j 1.61451e-07-0j 1.07634e-07-0j 0.0006394-0j -1.55572e-05-0j 2.87066e-08-0j -0.0175681-0j -5.15577e-06-0j 9.51357e-09-0j 0.000196913-0j -0.0058222-0j 6.52584e-05-0j 0.0708466-0j 0.0234791-0j 0.0419469-0j 0.0139015-0j -9.97895e-07-0j 6.29654e-08-0j 1.4032e-06-0j 2.98087e-05-0j -1.88087e-06-0j -4.19157e-05-0j -1.20507e-07-0j -0.00047725-0j -1.10008e-07-0j 7.6038e-09-0j 3.01136e-05-0j 1.69452e-07-0j 3.72608e-06-0j 6.94128e-09-0j 0.000671088-0j 2.48405e-06-0j 0.00420772-0j 1.54688e-07-0j -1.12276e-08-0j -2.35109e-07-0j -1.5674e-07-0j -6.28832e-05-0j -0.0002655-0j -5.23946e-06-0j 2.19561e-07-0j 7.08442e-10-0j -0.0159979-0j -3.49297e-06-0j -0.00591671-0j 3.96782e-06-0j 1.57878e-08-0j 0.000429448-0j -1.38539e-08-0j 0.00100944-0j 8.84237e-05-0j -0.00660388-0j -3.08738e-07-0j -2.70974e-05-0j 0.0224956-0j -0.0014871-0j -0.000603872-0j 0.000416693-0j 9.38332e-05-0j 0.00928609-0j 0.00209109-0j 
-3.19822e-05-0j 0.000507995-0j 0.000627406-0j 0.28318-0j -0.00107727-0j 5.61255e-05-0j -0.000863171-0j -0.000707017-0j 0.00474507-0j 0.0169331-0j -0.141891-0j 0.000228186-0j 1.80116e-05-0j -1.6818e-05-0j -0.00027141-0j 0.000253424-0j -0.000215251-0j 1.50097e-06-0j 0.00144463-0j 0.000200986-0j -1.4015e-06-0j -0.0013489-0j 0.00341897-0j -3.83166e-05-0j 0.000426001-0j -0.0031924-0j 3.57774e-05-0j -0.0283399-0j -0.000397771-0j 0.0264619-0j -0.00725037-0j 0.0067699-0j 7.10519e-06-0j -6.63434e-06-0j -1.39705e-05-0j -3.2718e-05-0j -3.87657e-05-0j 0.000207572-0j 0.000486119-0j 0.000575973-0j 0.000161295-0j -0.00108252-0j -1.54011e-06-0j 0.000377743-0j -0.00253518-0j 0.000447565-0j -0.00248061-0j -3.60682e-06-0j -0.00300379-0j 1.72976e-05-0j -0.000309082-0j -4.27351e-06-0j 3.02128e-05-0j -0.00580943-0j 4.05099e-05-0j 0.0136366-0j -0.00072385-0j -0.00688325-0j -0.000441572-0j 7.07564e-05-0j -5.1876e-05-0j 4.79978e-05-0j -0.000857647-0j 0.0319359-0j 8.38351e-05-0j 0.00606338-0j -0.00103413-0j -0.00012149-0j 0.037839-0j 0.00065577-0j -0.00122528-0j 0.0142-0j -0.000143946-0j -4.55272e-07-0j 0.0168248-0j 0.00153577-0j -1.06622e-06-0j 0.00181964-0j -1.2633e-06-0j 
1.02185e-05-0j -0.000162307-0j -0.000200459-0j -0.0904774-0j 0.000344193-0j -3.60242e-05-0j 0.000554027-0j 0.0004538-0j -0.00304563-0j -0.0108686-0j 0.0910727-0j -0.000146462-0j 5.92343e-06-0j 6.27582e-05-0j -8.92578e-05-0j -0.000945677-0j -7.07888e-05-0j 4.9362e-07-0j 0.000475092-0j -0.00075-0j 5.22985e-06-0j 0.00503355-0j 0.00112439-0j -1.26011e-05-0j 0.000140098-0j 0.0119128-0j -0.000133507-0j -0.00932006-0j 0.00148432-0j -0.098745-0j -0.00238441-0j -0.0252626-0j 2.33666e-06-0j 2.47567e-05-0j 4.46365e-06-0j -2.16154e-05-0j -4.10367e-05-0j -6.63201e-05-0j 0.000321158-0j 0.000609716-0j -5.15347e-05-0j 0.00034587-0j 4.92071e-07-0j 0.000249559-0j -0.00167489-0j 0.000473785-0j 0.000792568-0j -2.38288e-06-0j -0.00317976-0j -5.52668e-06-0j 9.87533e-05-0j -4.52387e-06-0j -9.65314e-06-0j -0.00383805-0j 2.67632e-05-0j -0.00435695-0j -0.000478218-0j -0.00728649-0j 0.000141084-0j 4.67458e-05-0j 1.65746e-05-0j 5.08097e-05-0j -0.000907891-0j 0.0210987-0j 8.87464e-05-0j -0.00193728-0j -0.000683208-0j -8.02635e-05-0j 0.0400557-0j -0.000209522-0j -0.00129706-0j 0.00938138-0j -0.000152379-0j 1.45462e-07-0j 0.0178104-0j 0.00101462-0j -7.04405e-07-0j 0.00192624-0j -1.33731e-06-0j 
1.88457e-06-0j -6.01818e-05-0j 1.92343e-07-0j 0.00107727-0j 0.274065-0j -3.30723e-06-0j 0.000102259-0j -4.35765e-07-0j -0.00172578-0j 1.04368e-05-0j 0.0166677-0j -0.181238-0j -1.06135e-06-0j 9.91013e-07-0j 3.21538e-05-0j -3.0023e-05-0j -1.32668e-07-0j -8.84455e-08-0j -0.000525412-0j 1.23877e-07-0j 8.25844e-08-0j 0.000490594-0j 4.23663e-06-0j -7.81756e-09-0j 0.00478426-0j -3.95588e-06-0j 7.2995e-09-0j -5.36246e-05-0j -0.00446722-0j 5.0071e-05-0j -0.0192934-0j 0.0180148-0j -0.0114232-0j 0.0106662-0j 8.23221e-07-0j 1.92793e-06-0j 2.28429e-06-0j -2.45909e-05-0j -5.75902e-05-0j -6.82352e-05-0j 9.94134e-08-0j 0.000393711-0j 9.07516e-08-0j 2.32819e-07-0j 0.000922045-0j 2.75854e-07-0j -3.07386e-06-0j 2.12534e-07-0j 0.00109248-0j -2.04924e-06-0j -0.00347119-0j 2.51819e-07-0j 9.2623e-09-0j -7.19877e-06-0j -4.79918e-06-0j 5.1876e-05-0j -0.00812929-0j -8.5294e-06-0j -1.81129e-07-0j 2.16917e-08-0j 0.0131976-0j -5.68627e-06-0j -0.00963192-0j 0.00012149-0j 2.57012e-08-0j -0.000354277-0j -4.24192e-07-0j 0.0309079-0j 0.000143946-0j 0.00544792-0j -5.026e-07-0j -0.000829692-0j 0.036621-0j 0.00122679-0j -0.000983053-0j 0.0127587-0j 0.00287307-0j 0.015117-0j 0.00340413-0j 
-6.02129e-07-0j 1.92284e-05-0j -6.14545e-08-0j -0.000344193-0j -0.087565-0j 2.12275e-06-0j -6.56353e-05-0j 2.79697e-07-0j 0.00110769-0j -6.69888e-06-0j -0.0106982-0j 0.116328-0j -3.49042e-07-0j -3.69806e-06-0j 1.05743e-05-0j 0.000112034-0j -4.36302e-08-0j -2.90868e-08-0j -0.000172791-0j -4.62258e-07-0j -3.08172e-07-0j -0.0018307-0j 1.39329e-06-0j -2.57094e-09-0j 0.00157339-0j 1.47617e-05-0j -2.72388e-08-0j -1.76354e-05-0j 0.0166699-0j -0.000186845-0j -0.00634495-0j -0.0672241-0j -0.00375672-0j -0.0398021-0j -2.63023e-07-0j 1.2737e-06-0j 2.41811e-06-0j 7.85691e-06-0j -3.80475e-05-0j -7.22327e-05-0j -3.17631e-08-0j -0.000125793-0j -2.89956e-08-0j 1.53814e-07-0j 0.000609157-0j 2.92015e-07-0j 9.82113e-07-0j 1.40413e-07-0j 0.00115648-0j 6.54742e-07-0j 0.00110906-0j 2.66572e-07-0j -2.95935e-09-0j -4.75593e-06-0j -3.17062e-06-0j -1.65746e-05-0j -0.00537069-0j -9.02909e-06-0j 5.78716e-08-0j 1.43308e-08-0j -0.0042167-0j -6.01939e-06-0j -0.0101962-0j 8.02635e-05-0j 2.72069e-08-0j 0.000113193-0j -2.80246e-07-0j 0.0204196-0j 0.000152379-0j -0.00174064-0j -5.32044e-07-0j -0.000548143-0j 0.0387664-0j -0.000391966-0j -0.00104064-0j 0.00842913-0j 0.00189812-0j 0.0160026-0j 0.00360355-0j 
