0.175896-0.0667441j 0.0830704+0.201867j 0.0916103+0.047249j -0.0456239+0.137567j 0.087318+0.151536j -0.00963284+0.0139871j 0.0563254-0.0898418j 0.0279086-0.0404567j 0.0078756-0.131604j -0.0624515+0.0377551j 0.000964759+0.0433079j 0.0380218-0.012028j 0.00239852-0.0165774j -0.0491068+0.0694998j 0.0546286-0.0562128j -0.00428463+0.00696392j 0.0643249-0.0932063j 0.0837511-0.122398j -0.16285+0.0502489j -0.00258912+0.0446976j 0.105078+0.0818642j 0.163931+0.123132j -0.141031+0.0563437j -0.057737-0.165642j 0.0280656-0.0469743j 0.000893874+0.0203902j -0.130205-0.185161j 0.0956929-0.0154787j 0.0935639-0.210661j -0.0342213-0.176231j -0.0733309-0.121681j 0.330753-0.0911315j 0.0270003+0.253767j 0.177716-0.135908j 0.000748941+0.0269755j 0.208519+0.124554j 0.0146174-0.0211931j -0.0103666-0.00342747j 0.0743825-0.0253785j -0.0394702-0.0308455j 0.0373261-0.0132107j 0.0219739-0.01461j -0.0157784-0.0183838j 0.00562788+0.00186357j 0.0360514-0.0126604j -0.00732847-0.0219671j 0.0320885+0.0119602j 0.0491995-0.0136399j -0.126341+0.0136063j 0.0470422-0.00806962j -0.0815997+0.0224269j 0.0736501-0.00678134j -0.0478435-0.0273116j -0.0173347-0.00205586j -0.0138241+0.00889269j 0.0534263+0.0396557j 0.00187359+0.0328237j 0.0090828-0.00645086j 0.0509584-0.00187138j 0.029372-0.00537309j 0.00040026+0.00495646j 0.0111364-0.0127804j 0.0062703+0.00875945j 0.0390368-0.00461417j -0.0299455-0.0216476j -0.0334014-0.0288527j 0.00860065-0.00514514j 0.00490911-0.0179367j 0.0127663+0.0209386j 0.0093425+0.00837123j -0.000560731+0.00990971j 0.00441602+0.000220244j 0.00572546+0.0129475j -0.0127986-0.0106292j 0.000971258+0.0109085j -0.0129138-0.0192133j -0.00182785-0.00483973j -0.000168179+0.000344275j 0.00198678-0.0204404j -0.00459843+0.00461139j 0.000433759+0.0402794j 0.00118356+0.00398906j -0.0129648-0.024758j -0.0082205-0.0188745j 0.000975253+0.0223921j -0.018034-0.0124911j 0.00214727-0.0249454j -0.0346841+0.016035j 0.00379243+0.00836542j 0.00574024+0.00221998j 0.0165325+0.0115288j -0.00553414-0.0238741j -0.0064797-0.0328229j -0.0393577-0.00732891j -0.00640914+0.0372554j 
-0.00266995+0.00137005j 0.000492065+0.000947836j 0.00194355+0.00100987j -0.00164184-0.00132132j 0.00221983-0.00220962j -0.000182359+0.000306153j -0.00163515-0.00116456j -0.00273124+0.00228275j 0.0013797+0.00161921j -0.000893289-0.00174502j -0.00160721+0.000987703j 0.00343102+0.00253181j 0.00100758+0.00142423j 0.00161933-0.00150194j -0.000725963-0.00128601j 0.000894699-0.000299533j 0.00423179-0.000153864j -0.000500896-0.00255597j -0.00200512-0.000544033j 0.000736019-0.00378006j 0.00131256+0.000651604j -0.00101193+0.00132881j 0.00272213-0.000253595j -0.0025972-0.00205757j -0.000146936-0.00097807j -0.00112561-0.00028175j -0.000830787+0.000438224j 0.00112107+0.00202016j 0.000201783+0.000424755j 0.000808386-0.000913614j 0.00254361-0.000754554j 0.0012706+0.000913545j 0.000995887+0.00132474j -0.00103117-0.00118962j -0.0027197-0.000239742j -0.00251003-0.00252219j -0.00119644+0.00120025j -0.00103153+0.000466572j 0.00438518+0.000250355j 0.000295339+0.00494691j -0.00159337-0.000169854j -8.02582e-05+0.000366397j -0.000442852-0.000415017j 0.00151284-0.00112462j -0.0012275-0.00209551j -0.00257431-0.00368104j -0.00424253-0.00212659j 0.00186163+0.00161542j -0.00237886+0.00277579j -0.00137852-0.000194933j -0.00034842+0.00123588j -0.00392795-0.00118711j 0.000781826+0.00396588j 0.0032224-0.00118337j 0.00327454-0.00389062j -0.00040822+0.0004145j 0.000112143+0.000747317j 0.00279293+0.00115463j 0.00164806-0.000417741j -0.000618528+6.25756e-05j 0.000390699+0.00247134j -0.000110951+0.000904155j -0.000509952+0.000518133j 0.00240424-0.00304082j 0.00412098-0.00493257j -0.00125977-0.000388718j -0.00105346-0.000935892j 4.31812e-05-0.000562451j 0.000988893+0.00139562j -0.00316635-0.00317631j 0.00129374+0.0020702j 0.000249231-0.00104219j 0.00200477+0.00026147j 0.00111691-0.000510806j 0.00344766-0.00102937j 0.00106196+0.000753443j 0.000430897+4.98367e-05j -0.000655985-0.000815141j 0.00463209+0.00352721j 0.000125888-0.000995992j 0.000919701-0.00198991j -0.000348463-0.000812372j 0.00136689-0.000818107j -0.000511879-0.00152874j -0.000504827+0.000748134j 0.000453451-0.0034424j 0.000334428-0.00109385j -0.00193279-0.000112508j 0.000716817+0.00153829j 0.000139824-0.000698015j 0.000148697-0.0030093j -0.00223239+0.00594276j -6.48823e-05-0.0017934j 0.00187474-0.00134471j -0.000722054-0.00187623j 
-0.00145359-0.00162917j -0.00362705+0.00234619j -0.00208509-0.00152065j -0.00199513-0.000558893j 0.00180289-9.15401e-05j 0.00123881-0.00289802j 0.00258011+0.00629104j 0.00524659+0.00102704j -0.000541758+0.00311814j 0.00264801-0.00047219j 0.00568326+0.00493508j -0.00019434-0.000439116j -0.00478575-0.00059038j 0.00105578+0.00320037j 0.000508861-6.93684e-05j 0.00264623+0.00079597j -0.00136663-0.00293523j 0.00254473-0.00268439j 0.00289777+0.00138186j 0.00038933+0.00245621j 0.00202401+0.0023609j 0.00198118-0.000778831j 0.000861825+0.000528743j -0.00130756+0.000328074j -0.000257528-0.00118114j -0.000152924+0.000186299j 2.37224e-05-0.000152209j -0.00293354-0.000447586j -0.000398902+0.00121152j 0.00163908-0.000454413j -0.00299355+0.00114064j -0.000523129+0.000923474j 0.000937993-0.001729j 0.00206852+0.00146736j 0.000230067+0.00141415j 0.000281917+0.00119395j -2.72594e-05-0.00499741j 0.00508013-0.00230407j -0.00127238-0.00198768j -0.00144288+0.00162842j 0.00187979+0.0034487j 0.00169711+0.00169255j 0.00143545+0.00328556j -0.00497371-0.000174737j 0.00422802+0.00544322j 0.0025521+0.00076376j -0.00215392-0.00195954j 0.00215984-0.00139667j 0.00302486+0.00144208j 0.00136396-0.00100986j 0.00112687-0.0010135j 0.00647995+0.00043944j 0.00716846+0.000185557j -0.000196824-0.0025614j 0.00334041-7.62092e-05j -0.00123521-0.000820064j 0.00196853-0.00427469j -0.00406798-0.00310593j 0.000229111-0.000431304j 0.00398036+0.00967335j 0.00265917+0.0028582j -0.00402074+0.00149529j -0.00279423-0.00208011j -0.000217682-0.000210799j -0.00308983+0.0022001j 0.00173974-0.00297552j 0.00647648-0.00562612j 0.00568402-0.00914382j 0.00313748-0.00124157j -0.00309051+0.00483352j 0.00191789-0.000797494j -0.00447087+0.0017678j -0.00133327+0.00275902j -0.00458835+0.00351211j 0.000558488+0.00141537j 0.00114549+0.00675179j 0.00110285+0.000791674j -0.000249314-0.00092362j 0.000514921-0.00307697j -0.00288841-0.000829936j 0.00332681+0.00636278j 0.00311404+0.00602149j 0.00180978+0.00542937j 0.00190836+0.00237069j -0.00194631-0.00419435j 0.00174813+0.0124933j -0.00248359-0.00645076j -0.000260501-0.00387421j 0.000865185-0.00184143j -0.000276697+0.00367588j -0.000533961+0.00853786j 0.000273119-0.0130548j -0.00146138+0.0172808j 0.0014977-0.000276766j -0.00109566+0.00314048j 
-0.00171069-0.000438088j 0.00173752-0.000304908j -0.00169393-8.57228e-05j -0.00390943+0.00422483j 0.00235081+0.000602062j -0.00116634+0.000501523j -0.00349709-0.00331643j -0.00461614-0.00772435j -0.00444942-0.00031869j -0.00629236+0.00287272j -0.00740724-0.00389092j 0.000274395+0.000984344j -7.75358e-08+0.00232675j -0.00159117-0.00369008j 0.00163918+0.00149857j 0.000775957+0.00267764j 0.00447445+0.00293582j -0.00179989+0.000575387j 0.00218957-0.00119443j -3.08817e-05-0.00151138j -0.000758546+0.00334742j 0.000713018-0.00323207j -0.00101861-0.00125163j 0.00203022-0.000421908j -0.000935705-0.00306681j -0.00064426-0.0018602j 0.00106439-0.00260603j 0.000975448+0.000656182j -0.000202874+0.000130328j -0.000426407-5.49028e-06j -0.000407015+0.00146334j -0.00140609+0.00048851j -5.9228e-05+0.000131599j 0.00155809+0.000320941j 0.00125129-0.000924463j 0.00148322-0.000371534j -0.00169621-0.00424542j 0.00443816-0.00202146j -0.00168779-0.000885919j -0.00103712-0.000899866j 0.00146521+0.000140846j 0.00185507+0.000133683j 0.00326563+0.00192404j -0.0029893+0.000427252j 0.00384139+0.00590028j 0.000655885+0.0016025j 0.000399765-0.0027238j -0.00033894-0.00140318j 0.00180197-0.0013403j 0.00156178-0.00300015j 0.0013275-0.00059866j 0.00519184-0.000627727j 0.00421878+0.00212397j -0.00212762-0.00126402j 0.000870568+0.000266133j -9.23107e-05+0.000330148j 0.000981392-0.00411991j -0.00197608-0.00449335j 0.00198429-0.00416184j 0.00187217+0.00593964j 0.00348558+0.000514731j -0.00419536-0.00133493j -0.00225121+0.000249619j 0.000791613+0.00144426j -0.00413511+0.00289207j 0.00194867-0.00224397j 0.00570797-0.00554293j 0.00439873-0.0073403j 0.00111512-0.000627764j -0.0013376+0.00369295j -0.00157162-0.000733512j -0.000757504+0.00140708j -0.00216948+0.00207632j -0.00124314+0.00162721j 0.00102609-0.000770151j -0.00157793+0.00711956j 0.000300296+0.00199619j -0.000875457+0.000753749j -0.00132714-0.00260137j -0.000931425-0.000631236j 0.00139537+0.00524815j 0.00224773+0.00371065j 0.00182264+0.00294656j 0.000521262+0.00340227j -0.0016409-0.00286201j 0.00259851+0.0095278j -0.00156805-0.00624463j -0.0012285-0.00491006j 0.0013846-0.000449462j -0.000247567+0.00117773j -0.000523225+0.00661198j 0.000442249-0.0111934j -0.00160267+0.013085j 0.000603631+0.000326032j -0.00103031+0.00228981j 
-0.00051056-0.00311616j 0.0031143+0.00156851j 0.00153714-0.000407166j -0.000649083+0.00167001j 0.00661606-0.00563317j 0.00261224-0.00866687j 0.00448093-0.00184093j -0.00186843+0.00298483j 0.00124568-0.00342372j -0.000455204-0.00181614j -0.000740916+0.00416654j 0.00447383+0.00271144j -0.00128799+0.000590182j 0.00080464-0.00102861j 0.0020922-0.00538602j 0.000541882-0.00392085j -0.000128934+0.0051307j -0.000887074+0.00693324j -0.00107604-0.00694535j -4.69408e-05-0.000314037j -0.00105569-0.00383512j -0.00275643+0.000538686j -0.00319342+0.0020435j 0.0103667+0.00394353j 0.00611677+0.000626546j 0.00322094+0.00505449j -0.00340122-0.000889535j -0.000835534-0.000122945j 0.00624907-0.00287183j -0.0049251-0.00391913j 0.00397708-0.000676739j -0.00244981-0.00201727j 0.00148609-0.00311271j -0.00748112-0.00542961j 0.00140375-0.00169842j -0.000591213+0.00519141j -0.00139321+0.000314134j -0.000601543-0.000237579j -0.000151141-0.00113129j 0.00208455-0.0110471j -0.00536364+0.000492701j 0.00267727-0.00492513j 0.000533021-0.000379426j -0.000249649+0.00375326j 0.003429+0.0025429j -0.00184271+0.0058485j 0.00968872+0.000950497j -0.00444105-0.000190757j -0.00551159-0.00544023j -0.000378926-0.00261369j 0.0026931+0.00275506j 0.0060254+0.00154771j -0.00972469-0.00197226j -0.00761179+0.00247944j -0.00588639+0.0115273j 0.000752465+0.00590237j -0.00201564-0.000362717j 0.00049477-0.00473062j 0.000661344-0.00498421j -0.000618386-0.00466496j -0.000462415-0.00213152j 0.000927027-0.00451755j -0.00192805+0.00563442j -0.0028003+0.00861683j -0.00289216+0.00488055j 0.000100006-0.00154792j 0.00206423+0.00196658j 0.00263574+0.000276053j -0.00438861-0.000819582j 0.00933368+0.00043256j -0.00625435-0.00284649j 0.00786025+0.00155726j -0.00503781-0.00243237j 0.00266985-0.000366924j -0.00359715-0.00359108j -0.00317913+0.000984423j -0.00234668+0.00146688j -0.000605537+0.00203839j -0.0102962-0.00235j -0.00055758+0.00145144j -0.00404008+0.00462363j -0.000558236-0.000234522j -0.000169354-0.00625493j 0.00370875+0.0047162j -0.00249104+0.000640095j 0.000270732+0.000486541j -0.00120332+0.000344387j 0.000940572-0.00160062j 0.000253639-0.000427004j 0.000216743-0.000432609j 0.000690129-0.00136778j 0.000344772+0.000218227j -0.000394564+0.00105487j 8.76037e-05+0.00178886j 0.000324363-0.000665802j 
-0.000502144-0.00323322j 0.0020125+0.00378566j 0.00422223-0.000741249j 0.000924466-0.00477612j 0.00114536-0.00088207j 0.00203067+0.00214092j 0.000930968-0.00434024j 0.00128694+0.00612129j 0.00334872-0.00921084j 0.000678262-0.0022091j 0.0040356-0.00465264j -0.000219593+0.00792394j -0.00254597-0.00512185j 0.000901701-0.000774172j -0.00288421+0.000741169j 0.00302461-0.00405181j 0.00239132+0.00977304j -0.00115232-0.00410938j -0.00172737+0.00162437j 0.00160205-0.00457938j 0.000470225+0.00303043j -0.00133302-0.00191807j 0.00117632-0.00375586j 0.00213784+2.15813e-05j -0.00270481-0.000485319j -0.00105303+0.000248948j -0.000585682-0.00109801j 0.00302715+0.00110913j 0.000586767-0.000733809j 8.88357e-05-0.000358481j 0.00247913+0.00113592j 0.000372167-4.20833e-05j -0.00195135+0.00142408j -0.00205166+0.00183945j -0.00048552-0.00263676j 0.00143109-0.0023858j -0.00266714-0.000566829j 0.00136659+0.000253966j -0.00166672-0.00122663j -0.00160022-0.00218634j 0.00150519-0.00242029j 0.00142308-0.000473422j 0.00181164-0.000377667j -0.000402558+0.000510413j 0.00165635+0.00232956j -0.000655412+0.000144765j -0.000150542-0.00161013j -0.00221433-0.00107205j -0.00206317+0.000228125j -0.00214589-0.000618492j 0.0022628+0.00197181j 0.000189333-0.000169483j 0.000989389+0.00354364j -0.000292517-0.00158587j -0.00289792+0.00200866j -0.000635737+0.000388413j -0.000242973-0.00189025j 0.00195176-0.00356657j 0.00205503-0.00458426j -0.000134259-0.000329586j 0.00268544-0.000882059j -0.00143094-0.00253317j 0.00105542+0.00248604j 0.00100714+0.00201448j -0.00184453+0.000890519j 0.000169097-0.00132953j 0.00140079-0.00128249j 0.00222775-0.00372982j -0.000145854-0.00124697j 0.000747379-0.00114351j -0.00116711+0.00064295j 0.00389426+0.00150928j -0.00305648+0.00134729j -0.000138112+0.000334268j 0.000548196-0.00173691j -0.00131326+0.00321606j 0.000121374+0.00240858j -0.000795833-0.000702261j -0.000214214-0.000194225j -0.00114935-0.000934506j 0.000541505+0.00265757j 0.000404708+0.000689234j 0.00118302-0.000646659j 0.000107219+0.00196121j -0.00302188-0.00244594j 0.00189654+0.00329527j -0.000823358-0.00236328j -0.000216408-0.00411286j 0.00296559+0.000944675j 0.000397481+0.000191096j 7.22538e-05-0.000136194j 0.00017296-0.00326711j -0.00175631+0.00172919j -0.000491913+0.000331581j -0.00133542+0.000611269j 
-0.00118794-0.00121099j -0.000423997+0.000426445j 0.000638236+0.000649552j -0.000818001-0.0018047j 0.000348824-0.000425413j 0.000943422-0.000103412j 0.000975212-0.00104183j 0.00157702+0.000912783j 1.95716e-05-0.000493609j -0.000297707-0.00259236j 0.000210836+0.0001199j 0.00251079+0.00143905j -0.00433576+0.00155086j 0.00386625+0.000102153j -0.000611401-0.00113874j -0.000277105-0.000175357j 0.00105451+4.51827e-05j 0.00133271+0.000114871j -0.000230421+0.000272683j -0.000127585-0.000348318j 6.64741e-05-0.00124714j 0.000121411+0.000553615j -0.000309599+8.62763e-05j 0.000257822-0.000335843j 0.000836912-1.93487e-05j 0.000280892+0.000249362j -0.000381886-0.000392356j -0.000607896+0.000510914j 0.00014848+2.88785e-05j 0.000118733+7.01124e-06j 7.00796e-05+0.000357431j 0.000303082+0.000100325j -2.42931e-05+0.000449792j -0.000931458-0.000610962j -6.39549e-05+8.52282e-05j 5.25559e-05-0.000250402j 0.000238802+0.000189099j -0.00108937+0.000936623j 0.000492927+0.00079851j 0.00109512-0.000617416j -0.000818618-2.82376e-05j -0.000393349-0.000318958j -0.00443754+0.00234733j 0.00126473-0.000573987j 0.00146558-0.00256379j 0.000483347+0.000877853j 0.000317638+0.00117863j -0.000383009+0.00194006j 0.000664361+5.85372e-05j -0.000670186+0.00359325j 0.000287965+0.00233357j 0.00153517+0.000816133j -0.000530867-0.000432665j 2.11563e-05+0.000589242j -0.00070506-0.000294698j -0.00019571+2.1974e-05j 0.000735263+0.00350486j -0.000257788+0.00121555j -0.000394446+0.000248587j 0.000399697-0.00442938j -0.000692905-0.000718624j 0.00129113-0.000354498j 0.00141763-0.000840921j 0.000252315+0.00021577j 6.62069e-05-0.00170533j -0.000907992-0.000674503j 0.000320793+0.000286854j -0.00104828+0.00319323j -0.00230711-0.00132475j 0.00118502-0.00501126j 0.00045113-0.00258661j 7.14906e-05+0.000136873j -0.000582026-0.000712578j 0.000377626+0.00170755j 0.00141607+0.00221974j 0.00142577-0.00358474j -0.000102339-0.000347984j 0.000345647-0.00143859j -0.00111692-0.000177951j 0.00047541+0.00270965j -0.000209134-0.000803308j -0.000710197+0.00101808j 0.000380636-0.000208006j -0.000177304-0.000806507j 0.000614179-0.000173387j 0.000644978-0.00204443j 0.000145692+0.00149304j -0.00029533+2.25758e-05j -2.65146e-05-0.00106486j 0.000717563+0.00180138j 0.000483249-0.00292367j -0.000587438+0.00307875j 0.000505476-0.00461374j -0.000568876-0.000101919j 0.000358445-0.000760333j 
0.00180136+0.00138596j 0.0053055-0.00266602j -0.00142572-0.00190747j 0.00265925+0.00574748j 0.00160528-0.00696294j -0.00431144-0.00352313j -4.67726e-05-0.001929j -0.00775499+0.000716106j 0.000448364-0.00231966j -0.0026947+0.00707795j -0.00339148+0.000307612j -0.00337052-0.00188539j 0.0117188-0.0058946j -0.0121279-0.00219496j 0.00361792-0.000727217j 0.00082714-0.00214709j -0.000147049+0.00674884j -0.00390981+0.00592949j -0.00342735-0.00548583j -0.000367516+0.00161508j -0.000419853-0.00129017j -0.00641395+0.00164388j -0.000738061-6.39053e-06j 0.00499454+0.000564836j 0.00289683+0.00170849j 0.00252621+0.000920888j -0.00339658-0.00132725j 0.00321437-0.000153944j 0.00417194-0.00303994j -0.00497883-0.0016919j 0.0018982-0.00246116j -0.00228751-0.00145306j -0.000673941+0.00151982j -0.005481+1.08133e-05j 0.000606714-0.000806598j 8.94642e-05+0.000227912j -3.6905e-05-0.000415112j -0.00138605-0.00112784j -0.00118533-0.00119559j -0.000182693-0.00145339j 0.00104429-0.00119397j -0.00010549-0.00052421j -0.00100679-0.00115513j 0.000397788+0.00296463j -0.0015233-0.000427724j -0.00148937-0.000791046j -0.00024192-0.000839199j -0.00123332-0.000529127j -0.00371987-0.00014188j 0.00183029+0.000185303j -8.19828e-05-0.000799343j -0.000662789-0.000450935j -0.00119173+0.00219704j -0.000162061-0.00312987j -0.00132602+0.00161251j 0.000222227+0.00084837j 0.000241432-0.000766038j 0.00223069-0.00154906j -0.000223963-0.00132003j -0.000803871-0.00163399j 0.000690491-0.000222699j 0.000291118+0.000489306j 0.00164252+0.00176022j 0.00084205+0.000734816j 0.000569846+0.000353723j 8.59189e-05-0.00149876j -0.00134271+0.00169306j 0.00113719-0.00172697j 0.000244728-0.000194634j 0.000534649-0.00211017j 0.00021834-0.000422089j 0.00370212+0.000490865j -0.00110793+0.00181901j 0.000128881+0.000845926j 0.000454793+0.000418982j 0.000589622+0.000801945j 0.00196653-0.00146079j 3.41721e-05-0.000289043j -0.00114707-0.00044399j -0.00185723-0.000863977j 0.000456549+0.00170065j -0.000176686-0.00096123j 0.00010196+0.000113585j 0.000328321+0.00156239j -0.00104091-0.000475811j 0.000629551+0.000284424j 0.000618549-0.00021676j 0.000360214-0.000840597j 0.000706002+0.000771703j 0.00129792+0.000240208j 0.000165574-0.00131717j -0.000313251-0.000409297j -0.000492925-0.00239858j -0.00189239+0.000293983j -0.000423485+0.00146427j 
-0.00115623+0.00434456j 0.000211741+0.00427545j 0.000294131+0.00100752j -0.00205081+0.00250607j -0.00092461+0.00578181j 0.0017245+0.00737555j -0.00180916+0.00620881j -0.00334289+0.000714532j 0.00208203+0.00453578j -0.000638965+0.00330997j 0.00136429+0.000629561j -0.0023967-0.00431902j 0.00538403-0.00469857j -0.00351694+0.00185093j 0.000162378+0.00397162j 0.00403848+0.00267535j 0.0002851-0.00728818j -0.00245466-0.0121182j 0.00365238+0.0036602j 0.0030583-5.37902e-05j 0.000634235+0.00445616j 0.00471387-0.00303365j 0.00201258-0.00137471j -0.00683224+0.00328419j -0.00906307+0.0011148j -0.0052736+0.00115819j 0.0054887+0.00192333j 0.000587566+0.00174206j -0.00717733+0.00352139j 0.00870616+0.0013434j -0.00329919+0.000664419j 0.00230538+0.00164619j -0.00217908-0.00197878j 0.00662982+0.00109701j -0.000411416-0.000651103j -0.000313219-0.00163091j -0.00112575+0.000938515j 0.00148652+0.00132002j 0.000856346-0.00060056j -0.00177546-0.001624j -0.00242369-0.000457901j 0.00033036-0.000822488j -0.00257148+0.00262331j 0.000833996-0.00191608j 0.000168993-0.000842141j 0.000535599+0.00147933j 0.00321143+0.00145121j 0.00120023+0.000917989j 0.00130558-0.000703163j -0.00338566+0.000236954j 0.000607108+0.00153854j 0.00152244-0.000751998j -0.000786217-0.00171761j -0.000567759+0.00310225j -0.00118329+0.00141835j -0.000646662+0.00118272j 0.000120196+0.0016339j 0.000942368+0.000296208j 0.00125565-0.00101343j 0.000374771-0.00175125j -0.000677198-0.00118042j 0.000995036-0.00206935j 0.0014911+0.000451834j -0.00124445+0.000499466j -0.00102607-0.000729055j -4.0656e-06+0.000744166j -0.000484811-0.00141299j 0.000537292+0.00117932j -0.00217452-0.000230463j 0.00401825-0.00261595j -0.00111691-0.00148846j -0.00143989-0.000550518j -0.000436211-0.00128477j -0.000210922+0.000640321j -0.00188924-0.00190284j -0.000869999-0.00159935j -0.00345694+0.000512628j -0.000122382-0.000474604j 0.000572008+0.00134049j 0.000480756+0.00147081j -0.000870546-0.000151426j -0.00035879+0.000425051j 0.00025033-0.0012094j 0.000296664-0.00115962j -0.00121983-0.000454933j 0.000297658-0.0021043j -0.000314207+0.00152774j -0.000365707-0.000867956j 0.000255286-0.00101488j 0.000784485-2.79416e-05j -0.00060657-0.0016929j -0.000325472+0.00235916j 1.08899e-06-0.000891181j 0.00142657+8.6559e-05j 0.000370944-0.0028605j 
-0.00041901+0.00093369j -0.000109552+4.9038e-05j -0.00109572+0.000532488j 6.3128e-05-0.000822918j -0.00239279+0.00374679j -0.000410057+0.00487282j -0.000233904+0.00180006j -0.00136877-0.00252153j -0.000129462+0.00121514j 0.00116552-0.00230088j -0.001156-0.00208749j 0.000222457-0.000579943j 0.00180449-0.00177599j 0.00132039+0.00260357j 0.000862558-0.000196049j -0.00194201+0.000918879j 0.000663673-0.00435898j -0.000578972-0.00250033j 0.00117578+0.00181935j 0.00103684+0.000605321j -0.000885566+0.000549818j 0.00305612-0.000695478j -0.000327196-0.00133319j -0.00423342+0.000956976j -0.00325111+0.000333599j -0.00231964-0.000779243j 0.00197611+0.00199219j -0.000794678-0.000385486j -0.00241755+0.000778034j 0.00277286+0.00141417j -0.00115427-0.000794455j 0.00211509+0.000469867j -0.00124519-0.000121901j 0.00358342+0.000282228j 0.000604341+0.00134484j -0.00101084+0.000706986j 0.0028903-0.00076717j -0.00796953-0.0047638j 6.61685e-05+9.59375e-05j 0.00019189+0.00172016j -0.000293813+0.00143076j 0.000367641+5.37524e-05j 0.00393075-0.0125049j 0.000952341+0.0119585j -0.00721345-0.000921353j -0.00249215-0.00240919j -0.0102295-0.00451813j -0.0128477-0.00501642j -0.00917623+0.000906676j 0.00742776-0.00053955j 0.00493158-0.00219868j -0.00822003+0.00300243j -0.00845205+0.00889876j -0.000213141-0.0151146j -0.000371426+0.00669087j 0.0018809+0.00160283j -0.0018191-0.00659863j 0.00428056-0.00134561j -0.000582711+0.00218041j -0.00449263-0.00159001j -0.000401351-3.36611e-05j -0.00102212+0.00619239j -0.00223758+0.0042299j -0.000636094-0.00186929j 0.000753925+0.00229913j -0.001305-0.004505j -0.00260227+0.0113543j -0.00163849-0.00459145j 0.00509692-0.00276342j -0.00556597+0.000458997j 0.00473597+0.00214089j 0.0182853+0.00167641j -0.00380592+0.0035649j 0.00580764+0.0005788j 0.00801589+0.00127393j 0.0004138+0.00903452j 0.012206-0.00229804j -0.0028361+0.00119133j -0.00332627-0.00198977j -0.00453603-0.00638309j 0.000281882+0.00132252j 0.000779969-0.00394098j -0.000290785-0.00113442j 0.000391344+0.000963558j -0.000738724+0.00142071j -0.00129754+0.00164311j 0.000351751+0.000224667j 0.000713711-1.1401e-05j -0.00117546+0.00316288j -0.000782727+0.0018578j -0.000414389-0.00242536j 0.000750218+0.00195821j 0.000220949-0.000985088j 0.000412021-0.000248806j 0.000281013-0.00114203j 
0.00455089-0.00012631j -0.00200101-0.00212015j 0.000443068-0.000147547j 0.00306522+0.000448511j -0.00129083+0.000494502j 0.00077866-0.00278394j -0.000361407+5.14786e-05j 0.00276766-0.00104161j 0.00020372+0.00164461j 0.00322866+0.000441245j 0.00108473+0.00172573j -0.000897045-0.000202206j -0.000164632+0.00785332j 0.000359656-0.00209252j -0.00106475+0.000341714j -0.00277326+0.000514739j -0.00566293-0.00287674j 0.00100914+0.0049782j -0.00101022-8.65445e-05j -0.002645-0.000141894j 0.000550456+0.000745938j -0.000271564+0.00102437j 0.000678311+0.00159115j 0.00133861-0.000489208j 0.00130585-0.000748577j 0.0017959+0.000313225j 0.000352868+0.000330772j -0.00144772-0.00197116j 0.00112722+0.000525388j -0.00117458-0.000649089j 0.000138922+0.000235417j -0.00180975+0.000413904j 0.00146348-0.000572915j -0.00144396-0.000625917j -0.000920254-0.000504305j -0.000131657+2.02284e-05j -0.00133886+0.00225735j 0.00415572+0.00473298j -0.000330886+0.000922152j 0.000282206-0.000284759j -0.000665698-0.000267798j 0.00112467-0.000422597j 0.000876454+0.00426127j -4.10139e-06-0.00599552j 0.00416798-0.00127263j 0.00120911+0.00217515j 0.00189167+0.00233787j 0.00401612+0.0020586j 0.00337601+0.00166458j -0.00266848+0.00619293j -0.00183974+0.00368481j 0.0059273+1.85705e-05j 0.00302877-0.00348854j 0.00214971+0.00658694j 0.000232851-0.00261985j -0.00182993-0.000344511j -4.56457e-05+0.00299689j -0.00295697+0.00162695j 0.000357865+0.000265488j 0.00263295-0.000571241j -0.00032706+0.000438789j 0.000734262-0.00329037j 0.000152873-0.00211285j -0.000357155+0.000554874j 0.000461716-0.000574398j -0.00021474+0.00213928j 0.00114368-0.00472345j 0.000175971+0.00293068j -0.000615189-0.00120335j 0.00110708+0.0018079j -0.0003821+0.00175762j -0.00589272-0.000966048j -0.000389028-0.000738921j -0.00355522-0.000141302j -0.00476986-0.000963802j -0.00213002-0.00518162j -0.00525373+0.00396972j -0.0020248-0.00103811j 0.00270851+0.00219343j 0.00154292+0.00274973j 0.000331145-0.00386816j 0.00203881+0.00223226j 5.5363e-05-0.00262823j -0.000617987-0.00177078j -0.000707942-0.000210163j -8.98961e-05-0.000686059j -0.000303895+0.000254369j 0.000859059-0.000195219j 0.00195756-0.00118334j -0.000667437+0.000186275j -0.00125839+2.5595e-05j 0.000880629+0.000656551j -8.64972e-05+7.15802e-05j 0.0015615-0.000294468j -0.000723442-0.000328487j 
