0.118121-0.0906773j 0.102013+0.0849743j -0.0676737-0.0628247j -0.0145244+0.152332j 0.0410849-0.022107j 0.00641861-0.0567835j 0.0104916+0.0165095j -0.0332547+0.0161618j -0.0231819-0.140301j 0.132894+0.00606924j 0.0836994+0.0126276j -0.131635-0.10901j -0.118857+0.0339812j 0.0461214+0.014275j -0.0472782+0.20582j -0.0774862-0.0512016j -0.133994+0.0605803j -0.0113967+0.0427355j 0.159067-0.0162613j -0.0760855+0.0245645j -0.0107375+0.00413637j -0.0887587-0.0897707j -0.024934+0.0575166j 0.0431948+0.0110709j 0.0328747+0.0367906j 0.0371045-0.0123533j -0.0569944+0.0278523j -0.0408251+0.0972874j -0.0450135+0.0953351j -0.0608736-0.0234358j -0.00133609+0.0055856j -0.00424492-0.0478964j -0.0199478+0.0202909j -0.0446754-0.0221259j 0.0215985-0.0193322j -0.0337958+0.0806354j 0.0660128-0.0554115j 0.00391103-0.0768675j -0.0700272+0.0414878j -0.0986926-0.0581042j -0.018245-0.0962313j -0.0383086-0.105399j -0.0720904+0.103393j -0.0414163+0.0426671j 0.0359735-0.0189456j 0.0441246-0.0231473j -0.121425+0.0562115j -0.0451929+0.04712j 0.0514889+0.00874818j -0.090569+0.00426166j -0.0075062-0.0326864j -0.0672839-0.0357047j -0.0329579-0.0284401j 0.0196702+0.0546304j 0.0150528-0.0310834j 0.0492364-0.0996499j 0.0271718+0.0265834j -0.0676443-0.0424642j 0.0499016+0.00191077j 0.100895-0.0495142j -0.0311909+0.0560861j 0.06078-0.0644216j 0.0376252+0.140163j -0.207481-0.0464135j 0.0172498+0.0179571j 0.014678+0.0427664j 0.026717-0.00973292j 0.0422089-0.157261j 0.0570861+0.104877j -0.091031+0.0528794j 
0.00159374+0.00163419j -0.000734888+0.000150767j 0.00123024-0.00102482j 0.00244254+0.00199144j -0.000685921-0.00438748j 0.00207775-0.000591108j -0.00058456-0.00128411j -0.00445672+0.00261189j -0.00219565-0.000552539j -0.000505952-0.000601792j 0.00283049-0.0009699j 0.000392311-0.0019769j 0.000706526+0.00170308j 0.00224795-0.00162788j 0.00200846+0.000298042j 0.00295041+0.00334654j -0.00171966+0.00326176j 0.00231604-0.00070041j -8.87623e-05-0.00241167j -0.006842-0.000508153j -0.00216351-0.0004342j -0.000228874+0.00301676j 0.00166445+0.00368236j 0.00116767+0.0028298j -0.00205577-0.00524938j -0.00222267+0.00236346j -0.00136179+0.00259361j 0.00383322-0.00454943j 0.000489197+0.00398979j -5.76454e-07-0.00360045j 0.00188425-0.00296331j 0.00131855+0.000995681j 2.42509e-05-0.00516953j 0.00454096-0.00493079j 0.000957166-1.9392e-06j 0.000999951-0.00324892j -0.000795329+0.00729877j 0.000867987-0.00324982j 0.000915602-0.00386283j -0.00248381-0.000987026j 0.00402608-0.000423833j -0.00104547-0.00246526j 0.00309123+0.00241614j -0.0013863-0.000176662j 0.000999753+0.000869877j -2.14133e-05-0.000261724j 0.00233188+0.000656097j 0.00265307-0.0036431j -0.0015552+0.0065775j 0.000958418+0.000887486j 0.00289542+0.00358605j -0.000294362-0.000784947j 0.00059485-0.00133918j -0.00367496+0.00666004j -0.0023385+0.000925492j 0.00234705+0.00531599j 0.00155027+0.00170982j -0.00126997+6.39071e-05j 0.00342752+0.0012838j 0.00287807-4.25339e-06j 0.00543566+0.000362705j 0.000666098-0.0033952j -0.00401788+0.00159042j 0.00184106+0.00112222j -0.00012965+0.00258466j -0.000333711-0.000550546j -0.000275048-0.000789911j 0.000505353-0.00133447j 0.000161071+3.38589e-05j 0.000523155-0.00288901j 
0.00167192-0.000204717j -0.00123135+2.76484e-05j -0.00266373+0.000891245j 0.00133614+9.3142e-05j -0.00239332+0.00164656j -0.00185122-0.000779368j 0.00111867-0.0003302j 0.000737068+0.000325166j -0.00320544+0.0048404j 0.0032546+0.0011461j -0.00176292-0.00139146j -0.0041173-0.00193758j 0.0013542-0.000877235j 0.00261293-0.00342433j -0.00104042-0.00381103j 0.000453556+0.00347885j -0.00309535+0.00612107j -0.000685145-0.00368475j 0.00116362+0.00132947j -0.00207199+0.000822769j -0.00532346-0.00381928j 0.00253215+0.000330547j -0.00597751-0.000593379j 0.00235547-0.00121661j 0.00220479+0.00140021j -0.000653899+0.0019891j 0.00211946-0.00114225j 0.0106643-0.00184414j -0.00342705-0.00125918j -0.00202759+0.00141702j 0.00101199+0.000353824j 0.00441426-0.000423297j -0.00162769+0.00599451j 0.00488413+0.00431456j -0.00406129+0.00211575j 0.00128689-0.00192293j -0.00471055-0.00227419j -0.00243624-0.00173921j -0.000287251-0.000286009j 0.00362571-0.00477806j -0.000769915-0.00423655j -0.00602803-0.0074701j 0.00132307-0.00426493j 0.00225167-0.00288106j -0.000406689-0.0037197j 0.000997092+0.00421008j -0.00130311-0.00130064j -0.0049456+0.000501064j 0.000420481+0.00505579j -2.75634e-05+0.000272237j -0.000105775+0.00048372j -0.00129131+0.00279089j 0.000544475-0.00223111j 0.00189789+9.88135e-06j 0.000872896-0.00207379j -0.00224362-0.000598593j -0.000114623+0.00700552j 0.00160622+0.00179936j -0.00293482-0.00056373j -0.000906892-0.00148721j -5.46007e-05-0.00304155j 0.00345616+0.00458863j 0.00754884+0.00287262j 0.000516586-0.00436691j -0.000203524-0.00079868j 0.00266663+0.000986999j 0.000246939+0.000929307j 0.00103268+0.000801515j 0.00148092-0.00131293j -0.00252611+0.00352175j 
-0.003886-0.00213873j 0.00099423-0.00404599j 0.00120591-0.00125512j -0.000350449-0.00217183j 0.00537687+0.0021774j -0.000657592-0.00487985j -0.00368037-0.00138432j 0.00677223+0.00354565j -0.000577702-0.00333621j -0.00324746+0.00593584j -0.00407069+0.0111965j 0.00593873+0.0041654j 0.00261621-0.00290488j -0.00563026+0.00451751j -0.00694761+0.00726731j -0.00860443-0.0077105j 0.00740572-0.00139655j -3.63668e-05+0.00568434j -0.00435908-0.00764433j 0.0135995+0.000534073j 0.00658476+0.00386544j -0.00172936-0.00542243j 0.00630699-0.00344719j -0.00425047-0.00834057j 0.00776921-0.00298923j 0.00514407+0.00090904j 0.00149389+0.000464219j -0.0183047-0.00264387j 0.00330961-0.00430712j 0.00402521-0.00252437j 0.00124518+0.00684758j -0.00374662-0.0040065j 0.00244228+0.00226697j -0.00643206-0.00114083j 0.0015631-0.0082784j 0.004017+0.000253095j 0.00508523-0.00879322j 0.0082301+0.00520798j 0.000157207+0.00545672j 0.0051499+0.00387421j -0.000384575+0.00144877j 0.00720296+0.00596014j -0.00590561-0.000141243j -0.00100961-0.00502485j -0.00172634+0.00247961j -0.00323849+8.84909e-05j -0.000523746+0.00423172j -0.00311774+0.00460485j 0.000995264-0.0165491j 0.000350411-0.00431706j -0.000795462+0.00241084j -0.00122196-0.00258068j -0.000518391+0.00134528j 0.00131282+7.46368e-05j -0.000346833+0.00429341j 0.00179444-0.0142965j -0.00415586-0.0109237j -0.000228143-0.000924299j 0.000173125-0.000665908j -0.00291993-0.00327483j -0.0034454-0.00157336j 0.00434091+0.00430295j 0.00513153+0.0044165j -0.00123518+0.00275235j -0.00173787+0.00142773j 0.00105321+7.07891e-05j 0.0004011-1.56111e-05j 0.00022493+0.00658114j 0.00129052-0.000631059j 0.00108763+0.00592257j 
0.0023198-0.00177422j -0.00183254+0.000824472j -0.00325427-0.00180106j -0.000158332-0.00189961j -0.00229617+0.00109407j 0.00312147-0.00296349j 0.00169779+0.00125912j -0.00643414+0.00433982j 0.00277125+0.00538618j 0.00389468-0.000419793j -0.000677492+0.000293469j -0.0019127-0.000907736j -0.00393029-0.00193983j 0.00331004-0.00917451j 0.00285712-0.00154811j 0.00228713+0.00801441j -0.00382839-1.84965e-06j 0.00406523-0.00395749j 0.0066553+0.00718628j -0.0102076-0.00293176j -0.00743813+0.000172822j 9.74812e-05+0.0007636j -0.00263288-0.00117946j -0.000773103+7.67394e-05j 0.00602124+0.00409559j -0.00529126-0.00479867j 0.00375366-0.000564207j 0.014386+0.00464566j -0.000206215+0.00197017j -0.00452549+0.00431519j -0.00356349-0.00377778j -0.000664336+0.00212764j 0.00309088+0.00307199j 0.00778503-1.9122e-06j -0.000859539-0.00175689j -0.00197177-0.00170489j -0.00902802+0.00348031j -0.00162767+0.000205792j 0.00214461-0.00226723j 0.00394373+0.00260069j -0.00677259-0.00629814j -0.00268686-0.00748918j 0.00510251-0.00216439j -0.00466664+0.00160648j 0.00698226+0.000363719j -9.97612e-05-0.00186378j -0.00330083-0.00188089j -0.00374584+0.00124809j -0.000540168+0.00569362j -0.00193428+0.00310512j -0.00220729-0.0055869j -0.000681756+0.00573124j 0.00291721-0.000432133j -0.000549428-0.00138277j -0.00376702-0.000330609j 0.00188521+0.0042185j -0.00304177+0.00356791j 0.000671549-0.00478561j 0.00253483-0.00445095j -0.00104797-0.00882065j 0.00160253-0.0031405j 0.00354532-0.000938792j 0.00192872+0.00699639j -0.000779071-0.00323923j -0.00245615-0.000184231j 0.000858958-4.32884e-05j 3.41189e-05+0.000693129j 0.00433944+0.0137603j -0.000977849+0.00435105j -0.000116381+0.00521668j 
-0.00178428-0.00111871j -0.0016244+0.00189235j -0.00243411-0.00280194j -0.00358139-0.00357071j 0.00211517-0.000149776j -0.00174986-0.0042364j 0.00453927-0.000604776j 0.000827937+0.0033886j 0.00191025+0.00587232j 0.00200583+0.00368893j -0.00411051+0.00562389j 0.00431478+0.0040247j -0.00116464-0.00150659j -0.0043465+0.00358315j -0.00350981-0.000489554j -0.00285216-0.00141423j 0.00514337-0.00247393j 0.00667385-0.00534903j 0.00406927+0.00345974j 0.00115399-0.00441506j 0.00446611-0.00136366j 0.000543934+0.0020302j 0.00163888+0.00106503j -0.000303039-0.012744j 0.000607261+0.00201088j -0.00287308+0.00200248j 0.0124158+0.00320021j 0.00472367+0.00326617j -0.00275752-0.00777782j -0.00686041+0.00589513j 0.00203157+0.00124162j -0.00208455+0.000555098j -0.00314347+0.0152613j -0.00191142+0.00133668j 0.00228679+0.00410026j 0.00248358+0.00256264j -0.0024496-0.000743915j 0.000899705+0.00312667j -0.00520097-3.24417e-05j 0.00628272-0.000115781j -0.00475599-0.00255477j 0.00445205+0.00870075j -0.00276382-0.00239915j -0.00172311+0.00392957j -0.00167906+0.00275361j -0.000864085+0.00132851j -8.161e-05-0.00172088j 0.00113766-0.00143562j 0.00594786-0.0101274j -0.00299529-0.000582008j -0.000844596-0.00220365j 0.00274348+0.00274305j -0.00102994+0.00268707j 0.00270531+0.00114869j -0.000827916-0.00334748j -0.00204874-0.00893895j -0.00313125-0.00142903j -0.000143095+0.00305823j -0.00417771-0.00299377j 0.00163993-0.00127986j -0.0038261-0.00288507j -0.00199503-0.00476052j -0.00253642-0.0037214j 0.00131427+0.00114238j -0.00660211+1.54982e-05j 0.00259319+0.00253429j 0.00164887-0.00024321j -0.00133903-0.00486958j -0.000721364+0.000255844j -2.40603e-05-0.0021344j 
0.00172919-0.00198394j 0.00199843-0.00104709j 8.86555e-05+0.00152634j 0.00221421+0.000230835j -0.000596415+0.000393492j -0.00273944+0.00236622j 0.00456442-0.00126699j -0.00487526-0.0030194j -0.00419259+0.00187804j 0.00197774-0.00278941j -0.00196404-0.000887065j -0.00277233+0.000694157j -0.000817548-0.00393234j 0.00153352+0.00218217j -0.0015747-0.00168762j -0.00163928-0.000254908j -8.32904e-05+0.00212417j -0.00453589-0.0024073j -0.000344742-0.00016775j 0.00203037+0.000298441j -0.00432432-0.000189277j -0.00255729+0.00320433j -0.00113907-0.000359746j 0.00133251-2.51839e-05j 0.00509589-0.000193221j -0.00120606+8.69939e-05j -0.00405319+0.000575023j 0.000140844-0.00133804j 0.00230789+0.000723572j -0.000338509-0.00162112j -0.00214612+0.000240823j 0.00157011-0.00114503j 0.00341006+0.00126914j 0.0011774-0.00133449j -0.00542428-0.00265101j -0.00275399+0.00174332j -0.000920472-0.00151853j 0.00228873-0.00188961j 0.00360781-0.000937756j 0.00141601-0.000671987j -0.000287265+0.00135637j -0.000315824-0.00734943j -0.000638679-0.00144423j 0.00209963-0.00217884j 0.00295266+0.0015206j -0.00362219-0.000458524j -0.000487931-0.000513968j -0.00688525+0.003108j 0.00124969+0.000639941j 0.000164489-0.00142789j -0.000470521+0.00366439j -3.15795e-05-0.00193128j 0.00108789+0.0028626j 0.000444651+0.0019415j 0.00100294+0.000692249j -0.00105238-0.000385617j -0.00288719-0.00303183j 0.00161629-0.0026914j 0.00145317-0.00289441j -0.00118379-0.00287633j -0.00049496-0.0022847j 0.00453791+0.0039928j 0.00471965+0.00745043j -0.00234459-0.00171675j 0.00145-9.03181e-05j -0.00238016-0.000880147j -7.73613e-05+0.000363359j 0.00218224+0.00865839j 0.0011381+0.00172561j -0.00108554+0.00561757j 
-0.000916329+0.000117647j -0.000257652+8.83388e-05j 0.000436642-0.000739874j -5.55491e-05-0.00225922j 0.0018722-0.00231437j -0.00116142-0.0018571j -0.00179207-0.002025j -0.000200372+0.00186127j 0.00111553+0.00128301j -0.00136066-0.000280091j -0.00103496+0.00343117j 0.00276846-0.000544731j 0.00168193-0.000302148j -0.00164419+0.00158182j 0.000143253+0.000532311j 0.000487584-0.0004024j 0.00113902-0.00088429j 0.00240035-0.00174187j -0.000118569+0.000751798j 0.000464034-0.0016801j 0.00344768-0.000115517j 0.000450855+0.0026341j 0.00225724+0.000290572j -0.000247325-0.00313661j -0.00150767-0.00153038j -0.00159616+0.00218974j 0.00376137+0.00266673j 0.000508158-0.0010354j -0.00282687-0.00198668j -0.004003+0.00223504j 0.00187877-0.00107945j 0.000437787+0.000462238j -0.00258982+0.00299495j 0.000982034-0.00161561j 0.000799929-0.00135538j 0.00134694-0.000368125j -0.00215317+0.00231117j -0.000562402+0.00108995j -0.00187358-0.000766334j -1.59652e-05+0.000391811j -0.000684929-0.000416721j 0.00130505+0.00383322j 0.000405549+0.00123361j -0.000496612+0.000138575j -0.00208019+0.00135934j 0.000629672+0.000647878j 0.000752959+0.00101591j 0.000539179-0.00173897j 0.000386017+0.000319176j 0.00108243+1.70209e-05j 0.00139876+0.000473331j 0.000972561+0.00160915j -0.00124855-0.000378236j 0.000798992+0.00115531j -0.000928313-0.000887474j 0.00024408+0.000699346j -3.60064e-05-0.00116098j 0.000122414+0.000970842j -0.000270489-0.000661779j 2.97221e-05+0.000715752j 0.000800206-0.000982358j -8.64392e-05-0.0009734j -0.00138583-0.00117338j 0.00245883+0.000259269j -0.00192447+0.000525156j -0.000576838+0.000166377j -0.000853785+0.000401026j -0.00138491-0.00308724j -0.000164292-0.00121672j 0.000259937-0.00174577j 
0.000680422+0.000329522j 0.000311604+0.00170836j -0.000398662+0.00152283j -5.19301e-05+0.00132294j -0.000696426+0.00152951j 0.000745377+0.00116598j 8.13328e-05+0.00103519j 0.000620778-0.000783417j 2.59637e-05-0.00132022j 0.000761651+0.000670311j 0.00142521-0.00204995j -0.001367-0.000650237j -0.00113036+0.00169136j 0.00201328+0.000483691j 2.1773e-05+0.0015794j 0.000863885+0.000146648j 0.000510259-0.00131527j -0.000529326+0.00104872j -0.000158285-0.00144749j 0.000102444+0.00349841j 0.000440639-0.00154411j 0.00051436-0.00167881j -0.00131163+0.00097293j 0.00139745+0.00192311j 5.8258e-05-8.79787e-06j 0.00139273-0.00115352j -0.00156335-0.00107651j -0.00168736+0.00135766j 0.001009-9.41328e-05j 0.00178649-0.00218967j 0.000153396+0.000854797j -0.000687688+0.000437693j -0.00103347-0.0028979j -0.000889722+0.00226584j 0.00119375+0.00232747j -0.0005255-0.000321841j 0.00439127-0.00083347j 0.000545021-0.00106038j -0.000581261+0.000717396j -0.00214307-0.00199628j 0.000871018+0.000670768j -0.000617749+0.000500323j -0.000936802+0.000664275j 0.00103481+0.000920974j 0.000298271-0.00178585j -0.000189028-0.00107021j -0.000114873+0.000136304j 0.00239682+7.25994e-05j -3.85534e-05-0.000582582j -0.000739425+0.000363332j -0.000238029+0.000182408j -0.000968373-0.000761039j -7.85667e-05-0.000537524j -0.00067977-0.000882521j 0.00104069-0.00043538j -0.00130577-0.000273947j 0.00136425+0.000605538j -0.0010949+0.00099742j -0.00157539+0.00251411j -0.000333915+0.00209125j 7.00154e-05+0.00137623j -0.00172153-0.000551938j -0.0016525-0.00246203j -0.00140391-7.89401e-05j 0.00114378-0.000442986j -0.000363698+0.000163919j 0.000357128-0.000402503j 0.000574155-0.00446371j 0.000455568-0.000414519j -0.000170159-0.00183312j 
0.000503744-0.00266604j 0.00219833+0.000429473j 0.0010542+0.00455324j 0.00380599-0.000470349j 1.99036e-05-0.00247818j -0.00156031+0.00027386j 0.00171158-0.00267543j -0.00553125+0.00356666j -0.006116+0.00627485j 0.00403102+0.00299782j -0.00292467+0.00545772j -0.00276179+0.00253657j 0.0018646-0.00133184j 0.00240132+0.00534336j -0.00321399-0.00131907j -0.00351318+4.05921e-05j 0.00644955+0.00764253j -0.00283165-0.00422469j -0.00279004-0.00718852j 0.00307747+0.00287331j -0.00614878-0.00474191j -0.00214729+0.0023084j -0.000467931+0.00429367j 0.00722147-0.00636587j 0.00230284-0.0105557j 0.00197203+0.00329777j 0.00173383+0.00233652j -0.00155884-0.00685342j 0.00316976+0.00151305j -0.000293214-0.00489328j 0.00215033+0.00446218j 0.00463909-0.00214656j 0.000865997+0.00310337j 0.00523353-0.00488407j -0.00678889+1.60161e-05j -0.000995408-0.00138342j 0.000402957-0.000919803j 0.00419892-0.00338323j 0.00222284-0.00200454j 0.00130312-0.00549689j 0.00114841-0.00456431j 0.000444686-0.00693308j -0.0027666-0.000361574j 0.00367639-0.00147435j 0.000971636+0.00154334j -0.00290916+0.00131776j 0.00139181+0.000901702j -0.00320289+0.00320127j 0.0051948-0.00193648j 0.00123782-0.00399466j 0.00355638+0.00955445j -0.00102933-0.000353036j 0.000861316+0.00342084j -0.0032038+0.0119032j 0.00079132+0.00024608j -0.00271922-0.00743661j -0.00534082-0.00436432j 0.00148273-0.000384778j -0.00110931+0.000373587j -0.00254956-0.00117419j 0.00238802-0.00681243j 0.00676384+0.00433375j 0.00174208+0.00843061j -0.00489092-0.00464635j 0.0005222+0.00121616j -0.00162334-0.000450044j -0.00140572+0.00274945j 0.00012686+0.00726352j 0.00102953+0.000480561j -0.00161772+0.00711024j 
0.00242918-0.000265889j 0.000153222+0.000608281j -0.00132772-0.00210768j 0.000894348-0.00105962j -0.00139411-0.00266258j -0.00115768-0.00201747j -0.00278658-0.00390185j 0.00171529+0.000765332j -0.00467376+0.000250233j -0.00146124+0.000357903j -0.000572049-0.00210489j -0.00174681-0.00475783j 0.00148121+0.00291817j 0.0041906-0.00428768j -0.00112726+0.000509499j 0.00349361-0.000255633j -0.00273329+0.00440156j 0.00122119-0.000647781j -0.000551402-0.0015116j -0.00226396-0.00363409j -0.00460903-0.00159207j -0.00275068-0.000486319j 0.00418269+0.00119525j -0.00134602-0.000176191j -0.00265395-0.00730802j 0.000635508+0.00144333j 0.000441261+0.0051349j 0.00096376-0.000667557j -0.0021597+0.000414617j -0.000773396-0.00316047j 0.000670382-0.00144068j -0.000355659-0.0032888j -0.000722992-0.000366986j 0.00377669-0.00222272j 0.000822765+0.000948993j 0.0052802-0.00406649j 0.00418192+0.00158064j 0.000392628-0.0014738j -0.00332419-0.000370712j 0.000280689-0.00795684j 0.00247555-0.00026569j -0.00242982-0.00107792j 0.000962809+0.000174716j 0.00100831-0.00047129j -0.00295441-0.00211222j 0.00388716+0.000137262j 0.00129451-0.00149144j 0.00288981-0.0044561j -0.00165325+0.0026781j 0.000655958-0.00204286j 0.00545649+0.000866719j -0.00633607-5.46961e-05j -0.000665515-0.00182126j -0.000152521+0.00330814j 0.000157227+0.000944221j -0.00103272-0.000822436j 0.00201269+0.00410875j -0.000689556+0.00245325j 0.00034968+0.00212511j 0.00259188+0.00186947j -0.000164555-0.00245444j 0.000299663-0.000556684j 0.00344788-0.000763225j 0.000424988+0.000229835j 0.000116745+0.00304115j 0.000559708-0.000933162j -0.000547345+0.000246126j -9.72995e-05-0.00639038j 0.000913225-0.00246769j -0.000676673-0.00234888j 
0.000515151+0.000498543j -0.00139892-0.000238109j -0.00199502-0.00205423j 0.000341793-0.00224375j 0.00206918-0.00326476j -0.000535334-0.00446515j -0.00524234-0.00386463j 0.00223788+0.00538136j -0.00367181+0.000923103j -0.000169859+0.00320288j -0.00103687+0.00249966j 0.000992887-0.00833832j 0.00239234+0.00121518j 0.00340685-0.00447502j -0.00183109+0.00481368j 0.00168749+0.000957284j -0.00177807+0.00272383j 0.00378596+0.000622104j -0.000330528-0.00158352j -0.00239968+0.000137819j -0.000933944-0.00101313j -7.49119e-05-0.000771274j 0.00478297+0.000943566j -0.00109343-0.00225934j 0.00197824-0.00665933j -0.00115578-1.40006e-05j 0.00386515+0.00481513j -0.000243539-0.00137003j -0.00302795-0.000999296j -0.00309389-0.0044519j 0.00327986-0.00134153j -0.000480673-0.00228497j -0.00332871-0.00101171j 0.00526671-0.00158523j 0.00280458-0.0023053j 0.00546468-0.00656883j 0.0026553+0.001387j 0.00251178-0.000623334j -0.00341437-0.000674066j 0.000231731-0.00435304j 0.00262362-0.00323597j -0.000635317+0.000142422j 0.00239376+0.00232391j -0.000774932-0.00225789j -0.00194801-0.00269644j 0.00279625-0.000406849j 0.00163404+0.00132079j 0.00448761-0.00549398j -0.000805977+0.00190711j 0.00076508-0.0007461j 0.0056555-0.000305443j -0.00652337+0.00176146j -0.000771387-0.0047337j -0.000195293+0.00226482j -0.00226765-0.00102722j -0.000106581-0.000881866j 0.00243242+0.00301713j -0.00250695+0.00212169j 0.00304804+0.00119855j 0.00136624+0.000485095j 0.00327457-0.00292883j 0.00205432-0.00041075j 0.00277105-0.000575829j 0.00271451+0.00145513j -0.00142341+0.00375302j -0.000384662-0.000216908j -0.0012636-0.00117099j -6.35858e-05-0.004407j 0.00167531-0.00334574j 0.00024844-0.00156775j 
-7.95427e-05-0.000874124j -0.000614597-0.00277886j -0.00164739-0.00329606j -8.68003e-05-0.00231276j 0.00174735+0.00275936j 0.000893981-0.00457567j -0.00227922+0.000288199j 0.0048999+0.000708941j 0.000993937-0.00290482j -0.002356+6.44622e-05j -0.00159656+0.00141535j 0.000997071-0.00568046j -0.00128218-0.000406038j 9.31248e-05-0.0087615j -0.00058766+0.0055044j 0.000405256+0.000733243j -0.00488115-0.00227497j 0.00127598+0.00170857j 0.00235164+0.00364792j 0.00138468-0.00192873j 9.76483e-05+0.00804826j 0.000490099-0.00285701j 0.00150771-0.00609016j -0.00833378+0.00265925j 0.00715596+0.00605559j -0.000654828-0.00287173j -0.000191323-0.00157825j -0.000184683+0.00425078j -0.000641185+0.000106526j 0.000469634-0.000337641j -0.00185304+0.000376363j -0.00224976-0.00107862j 0.00242781-0.00485458j -0.00022924+0.00145008j 0.00255199-0.00629047j 0.00343977-0.0051353j -0.000605932-0.00517798j 0.000908098+0.00151821j 0.002238+0.00247598j 0.00380896+0.00603698j -0.00113677-0.00318937j 0.000918942-0.00446576j 0.00188027-0.00393495j -0.00410169-0.00534612j -0.000892187-0.00292606j -0.000525935-0.00158305j -0.00410545-0.000640888j -0.00357469+0.000404795j -0.00330746-0.000282693j -0.000492682+0.00119513j -0.00113784-0.00739377j -0.00389016-0.000177797j 0.00078864-0.0031739j 0.00392092-0.00760287j -0.00292295+0.001466j 0.00225323+0.00192231j 0.0010248+0.00213746j -0.00314078-0.00268581j 0.00439407-0.00315318j -0.000684843-0.00412493j -0.000169321-0.000160281j 0.00288898+0.00209291j 0.00530477+0.00322336j 0.0020479+0.0021625j -0.000692635+0.000975151j 0.0016619+0.000321221j 0.00214974-0.00227252j -0.00045942+0.00892263j 0.000614296+0.000511897j -0.0004717+0.00507128j 
-0.00223389-0.00130437j 0.0002247-0.00279209j 0.0011635-0.000665251j 0.00244011-0.00283615j 0.00150035-0.00210572j 0.00106619-0.00412466j -0.00184866-0.000926764j -0.00235466+0.00192568j -0.00219133+0.00105605j -0.00180282+0.000573783j -0.000965991+0.000356526j 0.00199314-0.00310543j -0.000209099-0.000920718j -0.00174071-0.00132875j -0.00176771+0.000640052j 0.00130727-0.000246743j 4.58731e-05+0.000923971j 0.000475953-0.00278631j 0.0020719+0.000801905j 0.0012723-0.00247886j -0.0020258+0.00415272j -0.00219868+0.000500453j 0.00296489-0.00155368j -0.00193588-0.000912983j 0.00210381-0.00140284j -0.00232179-5.06975e-05j 0.00167806-8.30894e-05j 0.000364586+0.000627114j 0.00118909+0.00285995j 0.00114055-0.00116289j 1.82635e-05+0.00183681j 0.00100295-0.0011081j 0.00214017-0.00357016j 0.00381127-0.0041649j -0.000415087-0.00212003j 0.00274807-0.00344311j -0.000172862-0.000310773j 0.000810479+0.00236678j 0.00346009-0.00151944j 0.00302633+0.00280325j 0.00120543-0.000294644j 0.00394478-0.0040307j 0.000446728-0.0019591j -0.00259535-0.00362915j -6.99512e-06+0.000179825j 0.00164466-0.00116334j 0.000138059-0.000616616j -0.000276954+0.000846144j 0.000411777+0.000394231j 0.00171597-5.64864e-05j 0.00186776-0.000583796j -0.00136441-0.000336216j 0.000715052-1.1106e-05j -0.000548724+0.00126011j -0.00141394-0.000174183j 0.000270544+6.47192e-05j -0.00179006-0.000617015j -0.000990915-0.00290597j 0.0032967-0.0029164j -0.000206352-0.00225161j 0.00180388-0.000966605j 0.00306924+0.000155629j 0.000998793+0.00479637j 0.000462078-0.00111494j -0.000820061+0.0011542j -0.000219005-0.000675798j 2.2557e-05-0.000205342j -0.00246938+0.00870793j 0.00110701-0.00145825j 0.00160564+0.00592876j 
0.000152721-0.00133421j 0.000905466+0.000308823j -0.000881146+0.000156014j -0.000627952-0.00023979j 0.00146939-0.000503323j 0.000345515+0.00104836j 0.000434184-0.00075259j 0.00012514+0.00131397j -0.000455276-0.000882461j 0.000204691-0.000445674j -0.00194481+0.000997994j -0.00138228-0.00108917j -0.00150162+0.00068541j 0.000952155-0.000501711j -0.00101058+0.000964417j 0.00125985+0.000341098j -0.00109343-0.000680043j -0.00115064-0.00134818j 0.00123289+0.00199542j 0.00236271-0.000342032j -0.000847016+0.000345674j -0.00126662+0.000474249j 0.000959879+0.000781249j 0.00166589+0.000428698j 0.000280598-0.00116336j -0.000568766-0.00157285j 0.00133215+8.36851e-05j 0.000881037+0.00193716j 8.10628e-05+0.00235983j -0.00169057-0.00072965j 0.000409581+0.000743399j 0.000372756+0.000587587j -0.000754347-5.20978e-05j 0.00107678-0.000550482j -0.000551943-0.000153243j 0.000396559-0.00128612j 0.000959891-6.86888e-06j -0.000515974+0.000609577j 4.46785e-05-0.00116405j 0.000420806-0.000373966j 3.4497e-05+0.000173228j 0.00101952-0.00173041j -0.000244529-0.000827419j -0.00220026-0.000390841j -0.000774053-0.000862859j 0.000831649-0.00131601j 0.000473458+0.000463327j 0.00196619+0.000630324j 0.00114967-0.000329196j -9.83232e-05+0.000387482j 0.00122472-0.00105693j -0.000561742+0.000407577j -0.000576901+0.000674452j -0.000719094-0.000367405j -0.000486487-0.00116127j -0.000947266-0.000224671j -0.00015192+0.000976643j -0.000681448-0.000596019j -6.43185e-05-0.0015778j 0.000431753+0.00135602j -0.00111488+0.000343074j 0.000549759+0.00119455j 4.20659e-05+0.000995024j -0.00159622+0.000303696j -0.000356608+0.000405838j 8.01067e-05+0.00105438j -0.000638332-0.000164544j -0.000872124+0.000473274j 0.00011477+0.00100557j -0.000843579+0.000813919j 
