0.118121-0.0906773j 0.102013+0.0849743j -0.0676737-0.0628247j -0.0145244+0.152332j 0.0410849-0.022107j 0.00641861-0.0567835j 0.0104916+0.0165095j -0.0332547+0.0161618j -0.0231819-0.140301j 0.132894+0.00606924j 0.0836994+0.0126276j -0.131635-0.10901j -0.118857+0.0339812j 0.0461214+0.014275j -0.0472782+0.20582j -0.0774862-0.0512016j -0.133994+0.0605803j -0.0113967+0.0427355j 0.159067-0.0162613j -0.0760855+0.0245645j -0.0107375+0.00413637j -0.0887587-0.0897707j -0.024934+0.0575166j 0.0431948+0.0110709j 0.0328747+0.0367906j 0.0371045-0.0123533j -0.0569944+0.0278523j -0.0408251+0.0972874j -0.0450135+0.0953351j -0.0608736-0.0234358j -0.00133609+0.0055856j -0.00424492-0.0478964j -0.0199478+0.0202909j -0.0446754-0.0221259j 0.0215985-0.0193322j -0.0337958+0.0806354j 0.0660128-0.0554115j 0.00391103-0.0768675j -0.0700272+0.0414878j -0.0986926-0.0581042j -0.018245-0.0962313j -0.0383086-0.105399j -0.0720904+0.103393j -0.0414163+0.0426671j 0.0359735-0.0189456j 0.0441246-0.0231473j -0.121425+0.0562115j -0.0451929+0.04712j 0.0514889+0.00874818j -0.090569+0.00426166j -0.0075062-0.0326864j -0.0672839-0.0357047j -0.0329579-0.0284401j 0.0196702+0.0546304j 0.0150528-0.0310834j 0.0492364-0.0996499j 0.0271718+0.0265834j -0.0676443-0.0424642j 0.0499016+0.00191077j 0.100895-0.0495142j -0.0311909+0.0560861j 0.06078-0.0644216j 0.0376252+0.140163j -0.207481-0.0464135j 0.0172498+0.0179571j 0.014678+0.0427664j 0.026717-0.00973292j 0.0422089-0.157261j 0.0570861+0.104877j -0.091031+0.0528794j 
-0.00066572+0.00170297j -0.00148777-0.000256097j -0.000362155+0.000100046j 0.000805467-0.00029697j 0.00100242+4.39041e-05j -0.000598606-0.00189024j -0.00206454+0.000663881j 0.0012611+0.000456121j 0.000872314-0.00264453j -0.00167266-9.23536e-06j 0.00210589+0.000301609j 0.00056607+0.000387783j 0.00146131+2.46746e-05j -0.00184914-3.1666e-05j -5.02639e-05+0.00215972j 0.000176135-0.00303619j 0.00184982-0.00102569j 0.00209034+0.00104836j -0.000701124-0.00208551j 0.00113675+0.00122155j 0.0017269+0.00024973j 0.00198081-0.00182868j 0.000982393-0.000155924j -0.000369349+0.00053118j -0.000522836-0.000664258j 0.00165635+0.00048929j -0.0006246-0.000470391j -0.00118802-0.000842615j -0.00130805-0.000623583j 0.00185271-0.000477178j 0.000553869+0.000530352j -0.000205478-0.00022749j -0.00207974-0.00110463j -0.000671065+0.000464525j 0.0019549+5.46458e-05j 0.00137129+5.43702e-05j 0.00135517-0.000432087j 0.000332677-0.00149594j -0.00181997+0.000360699j -0.00156331-0.000220777j -0.000407518+0.000257407j -0.000578894+0.00320959j -0.000651192+0.00137641j 0.0012634+0.000474385j -0.00171356-0.000549309j 0.00240608+0.00136826j 0.00110127+0.00160369j 0.000364839-0.000511463j -0.000503374-0.00100301j -0.000620503-0.000458301j 0.000879114-0.000795122j -0.000500342+7.06224e-05j -0.0012009-0.00248393j -0.000395955+3.92925e-05j -0.000654743+0.000199083j 0.000563593-0.000353082j 0.00124893+0.000114088j -0.000345113+0.00107943j 0.000684328+0.00192443j 0.000919596+0.00043682j 0.000446447-0.000712779j -0.00187398-0.00173203j 1.29508e-05-0.000977503j 0.00267619-0.000656843j -7.73824e-05-0.0001384j -0.000503547+0.000545091j -0.000527512-0.000643634j 0.000371008-0.00387741j 0.000653862-0.00250339j 0.00111321-0.00173317j 
0.000578352+0.000799677j -0.00102361+0.000474408j -0.000509774-0.000423272j -0.00166329+0.00155288j 0.000821086+0.000753671j -0.000509383+0.00287339j 0.0015024+0.000571051j 0.000451635-0.00127056j -0.00133149-0.000159176j -0.000323528-0.00144073j 0.000322123-0.00151891j -0.00116258+0.000525684j 0.000768046-0.000234069j -0.00106076+0.00113328j -0.00028201-0.00166144j 0.00133308-0.000477559j -0.000386686-0.000740489j 0.000346488-0.000447525j 0.000483672+0.000998974j -0.00163009-0.000144243j -0.000203152-0.00134041j 0.000478647+9.48986e-05j -0.000569108+0.000210482j 0.00102656+0.000891435j -0.000952226+0.000782571j -0.00132399+0.000675648j 0.000493673+0.000192752j 0.000343552+0.000812856j -0.00026527-0.00136229j 0.00011508+0.000739592j 7.02451e-05-0.00155737j -0.000703307+0.000776974j -0.000769562+0.00197878j -0.000746153+0.00134056j 0.000946293+0.00187308j -0.00123785+0.00127808j 0.00040427-7.76257e-05j -0.00023639-1.47062e-07j -0.000834207+0.000979786j -8.21668e-05-0.000504533j 0.00138097+0.00194986j -0.000272228+0.0019702j -0.000469854-0.000854859j 0.0009527+0.00162226j 0.000969533+0.000437762j 0.000207531-0.000385613j 0.00163121-0.000463361j 0.00085364-0.00169966j -0.000210951+0.000186137j -0.000102309+0.000278839j -0.000116101-0.000420835j 0.00297812-0.000930611j -0.000476778-9.3158e-05j -0.000255172-0.000889388j 0.000846334-0.0018308j -0.000330199+0.00030859j 0.000810265+0.000375166j -0.00086899+0.000676241j -0.000350374+0.00107158j 0.000646722-0.000606845j -0.000915498+0.00233047j -0.00134414-0.00103362j 0.00023825-0.00248809j -0.000978263+0.00231191j 0.000228641-0.00087049j -0.00019845+5.13847e-05j -0.000481842-0.00135236j 0.000293363-0.00224903j -0.00131737+0.00123279j -0.000133068-0.00322861j 
0.000501239-0.00199829j -0.000730941-0.00174311j -0.0044991-0.0045661j -0.00182883-0.00285855j 0.00167011-0.000329429j -0.000129848-0.00631569j -0.00552485-0.00171757j 0.00771366+0.00221881j -0.00284337-0.00367891j -0.00266337+0.0017242j -0.00271743-0.000232488j -0.00317389-0.0105145j -0.000529556+0.0029369j 0.000676995-0.0109444j -0.000605351+0.00556555j 0.00346898+0.000120577j -0.00814253+0.00137392j 0.00287005+0.0012388j 0.00396648+0.00333432j -0.00257189-0.00349693j -0.00160581+0.00599183j -0.00318318-0.00527224j 0.00175782-0.00480663j -0.00601128+0.00457183j 0.00413824-1.5779e-05j -0.000956537-0.00324778j 0.00159755+0.00220057j 0.00100774+0.00528405j -0.00327279+0.001296j -0.000858324-0.0011345j -0.00116776-0.00149074j -0.00216897-0.00193692j 0.000151525-0.00360176j 0.00231285+0.000158633j 0.00339125-0.00530364j 0.00562871-0.00852037j 0.00176753-0.00360154j -0.000427955+0.00258578j -0.00110019+0.00237323j 0.00405307-0.000822532j 0.00133629-0.00444391j -0.000263711-0.00354817j 0.00152267-0.00256131j -0.00419279-0.00142483j -0.0022631-0.00313736j 0.00354804-0.00357573j -0.0034453+0.00043687j 0.00233115-0.00388786j -0.00367524+0.00319038j 0.0014047+0.00100477j 0.000788612-0.00818969j -0.00719636+0.000464872j -0.00138136-0.00582778j 0.000566661-0.00597636j -0.00199582+0.000139773j 0.00183904+0.000753739j 0.0039316+0.00530182j -0.0042793-0.000323082j 0.00505547-0.00242554j 0.00117972-0.0014855j -0.00113528-0.000245045j 0.00245175+0.00207964j 0.00544845+0.00119548j 0.000780831+0.000528991j -0.000522297+0.00283983j 0.00204494-0.00108048j 0.000428247-0.00245506j -0.00240791+0.00177088j 0.000922574-0.000584924j -0.0019071+0.00278516j 
0.000134472-0.000587872j -0.000147905-0.000704934j 0.0021917+0.00184001j 0.0020978-0.0019831j -0.00248854-0.000951938j 0.00258973-0.000825609j 0.00060915-0.000374402j -0.00255653+0.00162185j -0.00118441+0.00171926j 0.00183814-0.0013242j 0.000845196-0.00156887j -0.00143552-0.00444879j -0.000674743+0.000362078j 0.000999504-0.00391317j -0.00038145+0.00106725j 0.00135153+0.00277704j -0.00228546+0.00191984j -0.0010334-0.0011968j 0.00212715+0.000964397j -0.00563742-0.000420929j -0.00482129-0.000155747j -0.000226438-0.000490908j -0.0035403-0.000400425j -0.00021376-0.00119021j 0.00346104+0.00134824j -0.00296467-0.00101189j 0.00179792-0.00154601j 0.001409+0.00271926j 0.001198+0.000272067j 0.000896519-0.000406488j -0.000517737+0.000394953j 0.00220041-0.000188546j 0.00220065-0.00282088j 0.0039431-0.00028399j -0.00264008-0.000171331j -0.000502025-0.00340116j -0.000115059-0.000442719j -0.000612398+0.00102497j 0.00298711+0.00105621j 0.00338613+0.00164985j -0.00139906-0.00237513j -0.000198045-0.00705296j 0.00153387-0.0030863j -0.000598321-0.00346085j 0.00385884-0.000593955j -0.00215204-0.00388131j -0.00121828+0.000186152j -0.00513872+1.62609e-05j -0.000569481+0.00262857j 0.0013391+0.0010818j 0.000786543+0.000378276j -0.000600197-2.96082e-05j 0.0018007-0.00102909j -0.000656391-3.71731e-05j -0.00178752-0.000999503j -1.48844e-05+0.00074249j -0.000306016+0.00176412j -0.000593988-0.00175237j 0.00176415+0.000102944j 7.37921e-05-0.00335777j 0.00211549-0.000249603j 0.00357949+0.00102994j 0.000211879+0.00355033j -0.000942724-0.00269316j 0.000778984-0.00061659j 0.000782812-0.00105647j -0.00103945-0.000513385j -0.00201543+0.00838171j 0.000946739-0.000240485j -1.40511e-05+0.00597012j 
-0.00062794+0.00133851j -0.00187257+6.68493e-05j -0.00157376-0.000636236j -0.00167558+0.00171386j 0.00379409+0.00108446j -0.00135284+0.000774289j -0.00112624+0.000667713j 0.00208879-0.000628894j -0.00280019-0.00012864j -0.00259345+0.000280297j 0.000495952-0.00126351j 0.000321123+0.000145098j 0.00235126-0.00126296j -0.00259595+0.00183253j -0.0016993-0.00174022j 0.00112642-0.00190437j 0.000828959-0.00129595j 0.00189148-0.000960774j 0.000981752-0.000128344j 0.00264058+0.000796959j 0.00119418-1.64342e-05j -0.00087096-0.000684365j 0.00245673-0.00148209j -0.000130677+0.000578464j -0.00266913-0.00128787j -0.00102476+0.00199119j 0.000497952-0.00026667j -0.000116859+0.000146222j -0.000682585-0.000317123j 0.00107038-7.09311e-05j 0.00173851-3.59462e-05j -0.00169686+0.0001209j -0.00136206+0.00142004j 0.000994343+0.000953319j 0.00312499+0.00153314j 0.000941145+0.000889793j 0.00193763-0.000782212j 0.000352485+0.00160828j -0.00144611+0.00103925j -6.05999e-05-0.00144645j 0.00348544+0.00397057j 0.000565745+0.00418701j -0.000480961+0.000265493j 0.00123157-0.000179133j -0.00102434-0.00173065j 0.00416047+0.00110432j 0.00282219-0.00193324j 0.00391188-0.00207058j -0.000755429-0.000878999j -0.000577674-0.000961912j 0.000963036-0.000752861j 0.00221809-0.000202278j -0.0015886-0.00113851j 0.00120954-0.000974951j 0.00256203-0.00152279j -0.0010277-0.00121165j 0.00125636+0.000294798j -0.00119347+0.000912799j -0.00112526+0.00201262j -0.000235582-0.000319347j -0.000580011+0.00287639j -0.00122523-0.00168154j 0.00203302-0.00264634j -0.00141609+0.00241918j -0.000418563+0.000263984j -0.000915752+0.000299991j 0.000413441-0.000684534j 3.87855e-05-0.00432684j -0.00135655-0.000665492j 0.000738104-0.00409542j 
0.000289732+0.00153314j -0.00233875+0.000786282j 0.000486563+0.00207187j -0.000971645+0.0021191j 0.00261064+0.00191101j 0.000237075+0.000386795j 0.00203547-0.00159665j 0.00144618+0.00199773j -0.000615318-4.26746e-05j 0.000454643-0.00151385j -0.000453926+0.00273032j 0.000769803+0.00130466j -0.000617657+0.00264086j -0.00175666-0.00120706j 0.000150882+0.00102155j -0.00191552-0.0018303j 0.000616135-6.62756e-05j 0.00150464+0.00122941j -0.0019947-0.0038085j 1.09177e-05+0.00152975j -0.00180672-0.000412624j -0.000682428-0.000363285j -0.00240831+0.00152195j -0.0014522-0.000927637j 0.0023154-0.00201245j 0.00331942+0.000903792j -0.00124681+0.00210796j 0.000331873-0.0010949j 0.00123706-0.00270925j 0.00156366-0.00212596j 0.00158898-7.10026e-05j 0.000594629+0.00104838j 0.000115588-0.000588252j -0.000487225-0.000643066j -0.000485784+0.00210537j -0.000335904+0.00307367j 0.000707853-0.00238385j -0.000870959-0.000346457j 0.000498675+0.00264021j 0.00072995+0.000872832j -8.9052e-05-0.00217532j 0.000581332+0.000692524j -0.000383051-0.00173142j 0.00554931+0.00112257j 0.00294946+0.00190205j -0.00286105-0.00195095j -0.000365684-0.00201272j -0.00278863-0.000761724j 0.000141571-0.00224911j -0.00145792-0.00376731j 0.00116504+0.00112893j 0.000666129+8.53484e-05j -8.96074e-06+0.000785262j -0.000114791+0.000218647j -0.000621294-0.00046215j 0.00200258-0.00256905j -0.00249514-0.000501427j 0.000303885+0.0013598j 0.000475054+0.00366178j 0.000969897-0.0010716j 0.000706111+0.000533403j -0.000577536-0.000745784j -0.00302142-0.0016017j -0.0017329+0.00122614j -3.31446e-05-0.000129409j -0.00145065+0.00108917j 0.000324426+0.000244681j -0.00266404+0.00257413j -0.0023251+0.00335201j -0.00234482+0.000321059j 
-0.00225348+0.00198097j -0.00212668-0.00371921j 0.00246492+0.000472811j 0.00402482-0.00276036j -0.00350896+0.000802044j 0.0018707-0.00562847j -0.00235508+0.00270804j -0.00289214+0.000299587j 0.00159609-0.00200282j -0.00282843+0.00124687j -0.000940392+0.00190886j 0.00280743+0.00395423j 0.00172539-0.00325328j -0.00378595+0.000823356j -0.00186979+0.00117148j -0.000527734+0.00179339j -9.4743e-05-0.000756339j -0.0016005+0.000760583j -0.00142089-0.00251433j 0.00158669+0.00270385j -0.00138298+0.00283999j 0.00210664+0.00414219j 0.0019165-0.0013872j 0.00394339-0.000856744j 0.00317143+0.00262987j -0.00324145+0.000565121j 0.00226012-0.00338909j 0.00079082-0.00325687j 0.00173033+0.00302152j 0.00324432+0.000748346j 0.00164942+0.00142702j 0.00174707-0.00209143j -0.000301252+0.00205953j 0.00100973+0.000896291j -0.00165254-0.00538137j -0.00170631-0.00295564j -0.000232796+0.00472303j 0.00244439-0.00095277j -0.000938576-0.00182177j -0.00190453-0.00191689j -0.00293092+0.00503982j -0.0019444-0.00183498j 0.000129882+0.00163001j -0.00389215-0.00295324j 0.00105049+0.000750685j -0.000843187+0.00108857j -0.000932122+0.00201797j -0.00604615+0.00505662j 9.07148e-06-0.000991826j -0.00137995+0.000556822j 0.00127329-0.000702389j 0.00416837+0.00179126j -0.00172748-0.00271137j 0.000755204+0.00204238j -0.000636009+0.000584693j -0.00391632+0.000974582j 0.00513129+9.26361e-05j 0.00296254+0.000214151j 0.000610695-0.0012379j -0.000565309-0.000121622j 0.00224502-0.000148472j 0.00474507-0.00018017j 0.00236588+0.00501403j 0.00992746-0.00380213j -0.000435155-0.000472657j -0.00175908+0.000233461j -2.30906e-05+0.00183557j 0.00298091-0.00355025j 0.00729716-0.0087894j 0.00477046+0.00100285j 
0.00141569-0.000431803j 0.00130062-0.000277059j 0.000124506+0.000104385j 0.00320677-0.000492939j -0.00289419-0.00128521j -0.000626867-0.000913819j 0.00130076+0.00210722j -0.00305597-0.00216723j -0.000331914+0.000468286j 0.00100182+0.000574902j 0.00210089+0.000303475j -0.0027261-0.00194416j 0.000595056-0.00248115j 0.00158567-0.000340231j 0.00129501+0.00235302j -0.00136014+0.000707142j -0.00036814+0.00152796j -0.00173273-0.000761355j 0.000608593+0.000197243j -0.00112255+0.00238133j 0.000105321-0.000307444j 0.0044732-2.38321e-05j -0.00117678+0.000522099j -0.000128099-0.000939143j 0.00340372+0.00195097j -0.00151763+0.000773485j -0.000489995-0.00202456j -0.000880209+0.000110513j -0.000590675+0.000288979j -0.00100308-0.00117515j 7.00967e-06-0.000377483j 0.000148266-0.00232392j -0.000705433-0.000610862j 5.79138e-05+0.00114252j -0.00118403-0.00115802j -0.0015547-0.00130348j -0.000239694-0.000740088j 0.00208973-0.00364752j 0.000558104-0.000837385j -0.0013535+0.000997125j -0.00112615-0.00328727j -0.0021002-0.00409871j -0.000789015+0.000475157j -0.000556106-0.00104571j 0.00139089-0.00141902j -0.00323853+0.00245676j -0.00239725+0.000679506j -0.00359891+0.00126734j 0.00103067+0.000159401j -0.000312036+0.00172915j -0.00109791-0.000815416j -0.000240303-0.00205448j 0.000162621-0.00154673j 0.000661612+0.000467729j -0.00143025+0.000169839j -0.000810005+0.00215101j 0.00239139-0.00106025j -0.00143081-0.000956561j 0.00171429-0.00195963j 0.000749544-0.00136513j 0.00227351-0.00285953j 0.0017847-0.000579434j -0.000561952+0.00366947j 0.00235835-0.000478311j 0.000338487-0.000533905j -3.34231e-05+2.12439e-05j -3.85597e-06-0.00184053j 0.00479546-0.000719462j 0.00393567-0.00202596j 0.00214457+0.00110231j 
-0.00232234+2.27119e-05j -0.000330091-0.00137129j 0.00181789+0.00108123j 0.00077504-0.00150787j -0.000297891-2.29137e-05j 0.00100663-0.00276302j 0.000139248-0.000643054j -0.00106749+0.00157057j 0.00203539+0.000741125j 0.000589793-0.000468163j -0.000134901-0.00109287j 0.000425297+0.000857128j -0.00232912-0.00141689j -0.00196446-0.000566018j -0.00124512+0.00108321j 0.000397676+0.000904562j -0.000216597-0.000320349j -0.000595691-0.000173442j 0.000539251-0.000134357j -0.000510284-0.000162296j -0.000532411+0.00178823j -0.00142165+0.000765954j -0.00190713-0.000820232j 0.000898369+0.000170795j 0.00123193+0.000839828j -0.00181355-0.000430561j 0.00138428-0.000204296j 0.00104048+0.000164285j 0.00119223-3.84012e-05j 0.000148577+0.00144445j -0.000482719+0.00108252j 0.00122126+0.00208936j 0.00168046-0.00070081j 0.000621566-0.000698185j -0.00111794-0.0014629j -0.000516893-0.00125523j -0.0015112+0.000738048j 0.00117267+0.00122424j 0.00211617-0.00112445j 0.00183516+0.000351033j -0.000505658+0.000255437j -0.000172246-0.00204107j 0.00116707-0.000475672j -0.00170003-0.00237034j 0.000707557-0.000174046j -0.00270795-0.00198556j -0.000733579+0.000945308j -0.00338919+0.00137139j -0.00051255+0.000619553j -0.000131152-1.77662e-05j -0.00022438+0.000477974j 0.000208282-0.00139873j 9.03989e-05+0.000343j -0.000247686-0.00028388j -0.000603569-0.000541386j 0.000348013-0.000218414j -0.00148076-0.000761411j 0.00106021+0.000865386j 0.000900488+0.000227789j -0.000612926+0.000310062j 0.000480359-4.55272e-05j 0.00173964-0.000763978j 0.000275137+0.00190664j 0.00200154-0.00365099j 0.000151468+0.000150535j 0.000221503+0.000262679j -8.86473e-05-0.00033291j -0.00312405+0.00295732j 0.00102434-0.00267854j -0.000639927+0.0036616j 
0.00359064+0.000854276j -0.00110001+0.000468969j -0.00123518-0.00281256j -0.000398285+0.000572399j -0.00160016-0.000490992j -0.00155059+0.00466719j 0.00209752+0.00214909j 0.00249059-0.00248306j -0.00367385-0.00077783j -0.00106824+0.000401085j -0.00205891+0.00329284j -0.000350015-0.000856184j 0.00637197+0.000425732j 0.00201464+0.000557204j 0.00179361-0.00313275j -0.000902701-0.000782726j 0.00118034+0.00116052j 0.00043619+0.00115841j -0.00233447+0.000358195j 0.00194022+0.00116861j 0.00112454-0.00271199j 0.00538116+0.000515396j 0.00185671+0.00310224j -0.00214953-0.000997297j -0.000533471+0.000867844j 0.00447615+0.00268987j -0.00334103-0.00281646j -0.00230799-0.00122163j -0.00189753-0.000192392j -3.14472e-05-0.00202671j 0.00112211-0.00304375j -0.000895613-0.00651569j -0.00223852+0.00401784j -0.00352629+0.00212966j -0.00127181+0.00131696j 0.000297555+0.0043043j 0.00179713-0.00262416j -0.00424448-0.0015316j -0.00324802+0.00085295j -0.00201418+0.000557772j -0.000268073+0.000100031j -0.000577515+0.00378516j -0.00372997+0.00140504j 0.00483893+0.00528654j -0.000859305+0.00129666j 0.00152946+0.00298515j 0.00234267-0.000472842j 0.00371848-0.00154111j 0.00191931-0.00193635j 0.00111828+0.000259834j 0.000735493+0.000815673j 0.00202167+0.00336146j -0.00104309-0.000378288j 0.000525161+0.0010437j 0.000199841+0.00159486j -0.00105279+0.00126805j 0.00537914+0.00156035j 0.0016192-0.00192302j -0.00183538-0.002189j 0.00328938-0.000700628j 0.000452662-0.0016278j -0.00241931+0.00177298j -0.00320954-0.00429815j 0.000841058+0.00765665j -0.000600392-0.000862522j 0.000161808-0.00040979j 6.7615e-05-0.000143812j 0.00705122-0.00357085j -0.000100426+0.00306736j 0.00430792-0.00642515j 
-0.000212462+0.000736076j -0.000859086-0.00122359j -0.000348457-0.000831307j -0.000575477+0.000150609j 0.00218588-0.00155365j -0.00280789+0.000416411j 0.000413271-0.00105813j 0.0018526-0.00160392j -0.00211237+0.000894807j -0.00152993+0.000946736j -0.000460646+0.00287785j 0.000335322-5.1153e-06j 0.00377321-0.00213924j -0.000920928+0.000323758j 0.00277882-0.00248525j -0.00256207-0.00237714j 0.00127711+0.000371337j 0.000624258-0.00089507j -0.00169794+0.00195753j 0.00337036-0.000643254j 0.00149156+9.75476e-05j 0.00211817-0.00101166j 0.00109816+0.00145431j -0.00375215-0.000160645j 0.000487284-0.000365686j 0.00192185+0.000572413j -0.00139873+0.000477729j -0.00090122-0.00021024j -0.00151088-0.00103832j -0.00103168+0.000329478j -0.000568037-0.000218448j -0.000125636-0.000584838j 0.000457069-0.000491474j -0.00158114-0.00078063j -0.000928854+0.00150068j 0.00162072+0.00284904j -0.00110476-0.00113463j -0.00279403+0.000774809j 0.000478947-0.00010056j 0.00131434+0.00196881j 0.000954418+0.00102809j 0.000562008+0.00194644j -0.00030946+0.000873841j 0.00350299+0.000713998j 0.00142204+0.00119509j -0.00110251+0.000560222j 0.000478441-0.001079j 0.000958131-1.4823e-07j 0.00117019-0.00132268j 0.000756039-0.000582554j 0.000111988-5.2905e-05j -0.000593614-0.000133102j -7.92198e-05+0.000896332j 0.000200074-0.00133671j 0.000118478+0.000962479j 0.00194103+0.000696678j -0.00107487-0.00133688j 0.00224215-0.00103244j 0.000407565-0.00226785j 0.00163672+0.000138909j -0.000654484-0.00255412j -0.000889195+0.00113771j -0.00265095-0.00425537j -0.000271792+0.00377529j -0.000413127+9.94593e-05j 0.000333225+0.000441483j 0.000326782+0.000368673j -0.000395478+0.00199062j -0.00216143+0.00155589j 0.00116285-0.0018242j 
-0.00062831+0.00105602j 0.000361229+0.000914644j 0.00101359+0.00240131j 0.00242166+0.000331062j -0.00127806+0.0013295j 0.00116394-0.00312501j -0.00164843+0.000315288j -0.0017971-0.00173201j 0.00273581-0.000407431j 0.000425387+0.00126346j 0.00240046-0.00250798j -0.000145664+0.00133017j -0.000634214-0.000272954j -0.000230865+0.00236768j 0.00173454+0.0014559j -0.000719857-0.0013245j -3.59097e-05-0.00113421j -7.0043e-05+0.000299991j -0.00176286-0.00257138j -0.000857242+0.00150827j -0.000277646-0.00251382j 0.000669533-0.000793022j 0.000615119+0.000616649j 0.00211947-0.00137154j -0.00174834+0.00173621j -0.00117662+0.00123492j 0.00163447+0.00157041j 0.000166176-0.00054342j -0.000171171-0.00216829j 0.000393147+0.00177592j -0.000198111+0.000267066j 0.000170372+0.00315148j -0.00100515+0.000140348j 0.00175179+0.00332989j 0.00112788+0.00284646j -0.000875725-0.00131741j 0.00257129+0.00309943j 0.00137611-0.00186031j -0.00171685+0.000300978j -0.0048447-0.00225798j 5.62822e-05+0.00233485j 0.000346551+0.00209779j 0.00115522+0.00212167j -0.00130091-0.00152608j -0.00203256-0.00103129j 0.00353175+0.00145798j -6.11354e-05+0.000209973j -0.00368773+0.000207852j -0.00102366+0.00077809j -0.000230658+0.000177764j 0.000847645+0.000588879j 0.00215503-0.000348144j 0.000367467+0.000350813j 0.000699683+3.00179e-05j -0.00010862-0.000139706j 0.000102709+0.000965647j -0.00153102-0.00265507j -0.00117657+0.00150318j -1.32626e-07+0.00478916j -0.00412068-0.000987159j 0.00278812-0.000394565j 0.00262496+0.00138234j 0.00471238+0.00108254j 0.00396048-0.00328093j 0.000519751-6.71571e-05j -0.000241677+0.000241284j 0.000392147+0.000825137j 0.00197534-0.00556598j 0.00205344-0.00440516j 0.000478062-0.000867986j 
-0.0026032+0.000707832j -0.000584376-0.0016416j 0.00195055+0.000507854j 0.00159975+0.000623229j 0.00165896-0.00209336j 0.00112623-0.00505931j -0.000835695-0.00199152j 0.00195832-0.000665105j -0.000943621+0.00164797j -0.00284315+0.000639293j -0.000524831+0.00161351j 0.000194902-0.00176956j 0.00201917-0.00106175j -0.00388786-0.00179495j 0.00153936-0.000133988j -0.00100155-0.00202684j 0.00117289+0.000375377j -4.38148e-05-0.00123532j -0.000244122+0.00154566j 0.00222599+0.000225031j -0.00226956+0.000280849j 0.000172189-0.00228685j -0.00155107+0.00182778j -0.00237999-0.000482685j -0.000131443-0.000275988j -0.00125579+5.09519e-05j 0.00150111+0.00220335j -0.00091508+0.00112302j 0.00165524-0.000872613j -0.00136208+0.00120714j 0.000772948+0.00171559j 0.000615581+0.00190139j 0.00379267-0.00162395j 0.00125456-0.000315595j -0.00129413+0.00214752j 0.000186801-0.00216807j -0.00290849-0.00123592j -0.00132328+0.00457949j 0.00334246+0.000797119j 0.00374701+0.00256241j 0.000344942+0.000313494j 0.00143862-0.00125464j 0.000952295-0.00176194j -9.96587e-05-0.00373567j 0.00292052+0.000245527j -0.00409008-0.00159011j -0.000876873-0.00214896j -0.00349137+0.000699594j 0.00103844-0.000931189j -0.000135451-0.0016194j -0.000540708-0.00111383j 0.000803323-0.00115583j 0.00124473+0.00294257j -0.000851602-0.00136559j -0.00124395-0.0012148j 0.00177444+7.40809e-05j -0.00233336-0.00136691j 0.000346894-0.000378631j 0.00270532+0.000471633j 0.000867839-0.000935262j 0.000565829+0.00032625j 0.00147642+0.000995566j -0.00201027-0.00186762j -0.00163895+0.000184156j -0.000407331+0.000317496j 0.000884926-4.18477e-05j -0.000362428-0.000146381j -0.00121793+0.00556615j -0.000590349-0.00077232j 0.00235296+0.00302395j 
