0.0254451-0.158986j 0.153488+0.0470531j -0.0645227-0.0690426j 0.00923709-0.153862j -0.144627+0.0591099j 0.10755-0.0648899j -0.0573743+0.0617863j -0.0561836-0.105276j -0.0312528+0.0298159j -0.0254592-0.0271876j 0.0801384+0.0186032j 0.058346+0.021962j -0.0622262-0.0753005j 0.0818339-0.0156875j 0.011862-0.0457032j -0.0234855-0.0612864j -0.0641355-0.00924527j -0.111983+0.0161783j -0.0186094-0.00501801j 0.110661-0.0437808j -0.0592366-0.0773261j -0.0289839-0.0551407j -0.00729674+0.117337j 0.00357593+0.0282609j -0.0536916-0.0877005j 0.00349749+0.025154j -0.00436413+0.0895308j -0.0266972-0.0779779j -0.0152492-0.0711841j -0.0941072-0.0277022j 0.056945-0.0764312j 0.0697051-0.0510594j 0.0318568-0.123094j 0.0642643+0.0666443j -0.00860543+0.00646124j 0.126588-0.0288171j 0.03076-0.0650535j -0.000647484+0.124914j 0.0245434+0.0361256j -0.0342431+0.00756391j -0.0131509-0.0313719j 0.0141519+0.034562j 0.0267896+0.050762j 0.0416771-0.0165398j -0.0108383+0.01122j -0.0421191-0.0402196j 0.0138481-0.0484988j 0.0044649+0.0145338j -0.0120701+0.108431j 0.0456672+0.0127945j -0.0131047-0.0573676j 0.025251+0.0354725j 0.0448429-0.016912j 0.00617911+0.036852j -0.0308722+0.0134924j 0.0397745+0.0589906j 0.0240733+0.0773291j -0.0452341-0.00176528j 0.042731+0.0621189j 0.0680974-0.0125848j 0.0236375+0.00940543j 0.0489368-0.0493831j -0.0493738-0.057002j -0.100987+0.0883691j -0.0903733+0.0311324j 0.0063355+0.0276344j 0.0882831+0.0149355j -0.0227718+0.138219j 0.0206714-0.00707828j -0.174006-0.0238627j -0.00766684-0.0155843j -0.0559486-0.0675572j 0.0141359-0.0859531j 0.00546931+0.0806859j 0.0705233+0.070714j -0.0250862-0.0400072j -0.125653-0.00377563j 0.0534724+0.0349912j 0.00819986-0.0685323j -0.049953-0.100873j -0.0582575-0.00174829j -0.0366117+0.0920736j 0.0372624+0.0433622j 0.0826841-0.1509j 0.00380672-0.0688681j 0.0454675+0.0521313j -0.13286+0.0292782j 0.037593+0.122259j -0.223815+0.0479564j 0.0526949+0.153353j 0.0974219+0.0151364j -0.00450956+0.101364j 
-0.00228164-0.00019482j -0.000440142-0.000638806j 0.000238538-0.00175126j -0.00168668-0.0014468j 0.000650804-0.00342155j -0.000124854+0.00408082j -0.000600663-0.00323928j -0.00288391+0.00118863j -0.000707931-0.00156014j 0.00134155+0.00102276j 0.000249156+0.000695098j -0.00131198+0.00104697j -0.00297013+0.000212339j -0.00208002+0.000985682j 0.00304683-0.00418874j 0.00349258-0.00528637j 0.00143113-0.00406017j -0.000544607+0.00310997j -0.00346542+0.00285492j -0.00132545-0.00148976j -0.00172163+0.00130425j 0.00317214+0.000635921j 0.00209459-0.00685932j 0.00211486+0.00236309j 0.00112158+0.00146054j -0.00164122-0.00150264j -0.00741512+0.00351759j -0.000698025-0.00324396j 0.000518486+0.000917828j -0.00461922+0.000504348j -0.000179852+0.00320564j -0.00401714+0.00216773j -0.00563101-0.000271242j 3.62171e-05-0.00302594j 0.00025839-0.00209996j -0.00250072-0.000786956j -0.00145336-0.00110392j -0.00317405-0.0014349j 0.00297684-0.000299427j 0.00382696-0.00251526j 0.00170594-0.00191455j 0.00127211-0.000939821j 0.00140498-3.86231e-05j 0.0067331+0.00022829j -0.00266552-0.00251779j -0.00100932-0.00392158j -0.000885718+0.00389826j -0.00195996+0.0024616j 0.000929125-0.00152567j -0.00535059-0.000714147j 0.000950596-0.000491644j -0.00402585-0.000188326j -0.00266187+0.00116924j -0.00116412+0.000633809j -0.00565743+0.0024771j -0.00426261+0.00132029j -0.00531455-0.00531866j -0.0048974+0.00274024j 0.00594372+0.00336978j 0.000675836-3.06583e-05j 0.000336766-0.000565902j -0.00168122+0.00433609j 0.000993774+0.000185634j 0.000125395+0.000719172j 0.000699976-0.00387465j -0.000653091-0.000919295j -0.0063479+0.00253798j 0.00193721-0.00144544j 0.00756397-0.000534167j -0.00404413-0.00175543j -0.00208463-0.000418632j -0.000975992+0.0051887j -0.00391414-0.00225204j 0.00657041-0.00273938j 1.28897e-05-0.00311505j -0.00302348+0.00310286j 0.00685252-0.00121392j 0.00776134-0.00118915j -0.00025494-0.00451922j -0.002016+0.00157154j -0.0102996+0.00173984j -0.00235226+3.42039e-05j -0.00246033-0.00165239j -0.00397647+0.00445767j 0.00308038+0.00163909j 0.00223234+0.000674984j -0.00378903-0.000904947j -0.004156-0.000466532j -0.00023236-0.00159335j 0.00273772+0.00181475j -0.00044762-0.00112284j 0.000888659-0.00050862j 
0.00131789+0.00120293j -0.00141429-6.81731e-05j 0.00200488+0.00325732j 0.0037641-0.000853703j 0.00442954+0.00534104j 0.00202405-0.00295216j 0.00101573+0.00474663j 0.00539179-0.00297318j -0.00133124-0.0032679j 0.00154787-0.0024225j -0.000246099+0.00221044j -9.43341e-05+0.00124434j -0.00010562+0.00261079j -0.00183477-0.000455926j -0.0014631-0.000156211j -0.0006949+0.000885528j 0.000559335+0.000148394j 0.00163068+0.00221887j 0.000808505-0.00107094j 0.000571234+0.000585207j 0.000778763+0.000433036j 0.000890495+7.07883e-05j 0.00156467+0.00300705j -0.0059648+0.00605621j -0.00116026+0.00130655j 0.00247348+0.00147403j 0.00147162+0.00374705j 0.00265958+0.00435846j -0.00243941+0.00242971j -0.00374185-0.00303707j -0.000816429-0.00280429j -0.000543187-0.000675224j -0.00541062+0.0001323j 0.00131675-0.00316551j -0.00322093+0.0031528j 0.00128412+0.00204605j 0.00447578+0.000305506j -0.000825741+0.00505577j 0.000351378-0.00139288j -0.00369512+8.33436e-06j 0.0031603-0.00332721j 0.00131082-0.00118401j -0.00107096+0.00281686j -3.08255e-05+0.00335832j 0.000975554-0.000182789j -0.00253418-0.00174807j 1.67839e-05-0.000310246j 0.000588805+0.000729321j -0.000676169+0.00143992j -0.00136356-0.000311943j 0.00148396-0.000867235j -0.000241592+0.00146617j -0.00156478+0.00225793j -0.00215893+0.00595103j 0.00159735-0.00488209j 0.00559393-0.00106664j 0.00286407-0.00112221j -0.00141873-0.00266065j -0.000456859-0.00113224j 0.00293982+0.00164261j 0.00219782+0.0031902j 0.000418142+0.00423476j 0.00516392+0.0032891j 0.00223182+0.000578204j -0.0036864-0.00355316j -0.00200824-0.0034586j 0.00418096-0.00253865j 0.000370958+0.00155326j -0.00134512-0.00623657j 0.00568645-0.000822885j 0.00188561-0.0071165j 0.00186664-0.00161706j -0.00159579-0.00673187j -0.000939659-0.00435142j -0.0031043-0.000734482j 0.00088624+0.000629323j -5.16047e-05+0.00397727j -0.00724836-0.00344652j -0.00392906+0.00268406j -0.00131846-0.00204141j -0.00595732-0.00348824j -0.00190519+0.00526256j 0.00146994-0.001034j -0.00368308+0.003817j -0.000534758-0.00240802j -0.000346703+0.00106297j -0.00381255+0.00147919j -0.00311003-0.00218404j -0.00101419+0.00178692j 0.00158418-0.00201866j 0.00127726+0.000619064j 1.1405e-05+0.000152406j 
-0.00268439-0.000955865j 0.0013743-0.00159693j -0.000518298-0.00231582j -0.00187379+0.000234854j -0.00258977-0.00516601j 4.56868e-05+0.000578269j 0.00157673-0.0032161j -0.00244404-0.00294595j 0.00033479+0.00414444j 0.00162511+0.000560109j -0.000566855-0.00212001j 0.00267282-0.00134333j -0.000346936+0.00233702j 0.00042211+0.00185799j -0.000224932+0.00104148j -0.00115175+0.00184022j 0.000119766-0.00157973j -0.0036822-0.00317264j 0.000586928+0.00406055j 0.000827034+0.00115111j -0.00144238+0.00225059j -0.00315019+0.00130647j -0.000415652-0.00192235j -0.000172639+0.00032207j -0.000798287-0.000328198j -0.00281045-0.00106896j -7.96256e-05-0.000484026j 0.000405727-0.00346391j 0.00184922+0.000577629j 0.00346184+0.00586165j 0.0013744+0.00413158j -0.00116223+0.00463312j -0.00181993-0.00179513j 0.00123444+0.000278456j 0.000278918-0.000706586j -0.000363691+0.00216111j -0.00157778-0.00453262j 0.00111417-0.00233539j 0.000506519+0.00300646j 0.00327542+0.00168189j 0.00202126+0.000694302j 0.000448997-0.000292111j -0.000662778-0.00180959j 0.00240557-0.00125092j 0.000638282-0.00195749j 0.00212634-0.00311931j 0.00281572+0.00135141j 0.00259047-0.000294568j 0.000200334-0.00123257j 0.00216634-0.000612132j -0.000915124+0.000350363j 8.30172e-05+0.00167233j 0.00121977+0.00152542j -0.000985533-0.00172516j 0.00132352+0.00385406j -0.00145601-0.00223366j 0.000140307+0.000281189j -6.28849e-05+0.00329031j -0.00302782+0.00014572j 0.00268765+0.000548084j -0.00123505+0.00335784j 0.00314391-0.00381575j 0.00242576+0.00072614j -0.00170901-0.00131551j 0.000468291+0.00150967j 0.00117838+0.000455751j -0.0017941+0.00334039j 0.00622989-0.00336523j 0.0046471+0.00243777j -0.00415955+0.00124871j -0.000566695+0.00119514j 0.00204651+0.000106516j 0.000180457+0.000642395j 0.00378824-0.0024701j -0.000642112+0.000228403j -0.00184304+0.00210026j 0.00284003-0.000791126j -0.000901396+0.00274458j 8.58099e-05+3.9205e-06j 0.0040245-0.000275051j 0.000964385-0.000933511j 0.00365198+0.00256107j -0.00222749+0.000476808j 0.00147356-7.20085e-05j -0.00494995+0.000727328j -0.0014222-0.00157017j 0.00123784-0.00265864j 0.00304691+0.000641243j -0.00167704+0.000946438j -0.00264926+0.000146107j -0.000198134-0.000602838j 0.00120407-0.000404415j 
2.32952e-05-0.000935538j -0.000682892+1.28636e-06j -0.000899724-0.00134821j 0.00138715+0.00136809j -0.000380072+0.000442639j -0.00156962-0.00241383j -0.000249963+0.0014528j 0.000691368+0.00211842j -0.000802829+0.00066502j -0.00168756+0.000715555j 0.000658956+0.00232339j -0.00166853+0.00291767j -0.0017174-0.00254908j 0.000756309-0.0026277j -7.9826e-05-0.00130946j 0.00105869-0.000197435j -0.0026153+0.00270736j 0.00101944-0.00242448j 0.000396998-0.0020459j -0.00220207-0.00129515j 0.00167915-0.000758084j -0.000139943-0.00122942j 0.00431627+0.000463718j 0.00199147-0.000947667j -0.00305076-0.000110889j 0.0014097+0.00153982j 0.000852936-0.00131061j 0.000337696+0.000941203j -0.0015533+0.00151649j -0.00509523-0.00415531j 0.00267172+0.000424353j 0.0008799-0.0018488j -0.000558954-0.000540493j -0.00270416-0.00078782j -0.000331626+0.000318766j 0.000626305+0.00117982j -0.00147492+0.00650166j -0.00148593+0.00238249j 0.00169648-0.00490846j -0.000110436-0.0038386j 1.54428e-06-0.0023849j -0.00137109+0.000173258j -0.000178017+0.00128394j -0.000725791+0.000477169j -0.00163496+0.00164179j 0.00137042+0.00280236j -0.00292829-0.00326899j -0.000953474+0.00034995j 0.000944955+0.000569163j -0.000664505-0.00256519j -0.00430553+0.000191106j 0.00273169-0.000823415j 0.00122602-0.000237322j 0.00125914+0.00154563j -0.00185622-0.0028005j 0.00213338+0.0025882j -0.00174606-0.00231655j 0.00164615-0.000447202j 0.00231975+0.00181383j 0.00340091+0.00154198j 0.00238098-0.0012557j 6.78762e-05+0.00293688j -0.00409949-0.00229602j -0.00129955-0.000913669j -8.83755e-05+0.00086275j -0.000164289+0.0045662j -0.00400266-0.00480007j -0.00806571+0.00249979j -0.000610095-0.00386755j 0.00739979-0.000971219j 0.00188066-0.000621324j -0.00538715+5.08384e-05j 0.00283233+0.00128955j -0.00318178+0.0033103j -0.00283562+0.0025046j 0.00122557-0.00091749j 0.00336278+0.00024423j 0.000289354+0.00119584j 0.000210355+0.000693177j -0.000646699+0.00191793j 0.000972646+0.00211463j -0.00107753-0.00264441j 0.00118532+0.00026382j 0.00104079+0.00152487j -0.0031671-0.0022498j 0.00154211+0.000385497j -0.00350503+0.000921729j 0.00497196-0.000525113j 0.00153835+0.00150708j -0.0019234+0.00166484j -0.000181864-0.000428009j 0.000872361-0.00094054j 
-0.00105791-0.000785511j 0.000119779-0.000999629j 0.000470358-0.000716572j 0.000575602+0.000825052j -0.000593445-0.00261367j -0.00234062-0.000971157j 0.00158579-0.00181888j -0.000152235-0.00193664j -0.000195052+0.00343567j 0.00174521+0.000791719j -0.000208098-0.00122637j 0.00251822-0.000862366j 0.000355246+0.000308799j 0.000735993-0.0002035j -0.000725501+0.0022446j -0.00146694+0.00404567j 0.0012589+0.001926j -0.00131773-0.00487811j 0.000631431+0.0011194j -0.000137943+0.000701123j -0.00119588-0.000374432j -0.00346848+0.000632575j 0.000665169+0.00115606j -0.00225487-0.00071126j -0.00135941-0.00234736j 0.00252673+0.00052525j 0.00330165-0.00211238j 0.00207744-0.000947087j -0.00246623+0.000122519j -0.000587798-0.000478131j 0.0011403+0.000984538j 0.00316417+0.000580486j -0.00228175-0.000313646j 0.00101045+0.000505491j 0.000790835-0.000882423j -0.00138922+0.00302603j 0.000596284+0.00420335j 0.000965785-0.000874446j 0.000659965-0.000853156j 0.00130154-0.000228937j 0.00116374+0.000645978j -5.80949e-05-9.40193e-05j -0.000274743-0.000478883j -0.0010775-0.00179734j 0.000422479-0.000308069j 0.00131121-0.000135801j 0.000842334-0.000222783j 0.00115914-0.000274256j -0.00125893-0.000143171j 0.00331307+0.000553045j -0.00238524-0.0013337j 0.00033761-0.000702357j 0.00198193-0.000109824j 0.00138814-0.00057219j 0.00439934+0.00110617j 0.00200201+0.00112271j 0.00164326-3.73438e-05j 0.00121236-0.00156231j 8.96693e-05+0.00219506j 0.00145909+0.000178009j -0.0024376+0.00252144j -0.000847319-0.00339847j -0.000239909-0.000713485j -0.00152852+0.00083434j -0.00257918+0.00121562j 0.0024933+0.00106858j 0.000944651+0.000726643j 0.00299605+1.73778e-05j -0.00100268-0.000290035j -0.00227858-0.00185649j -0.00231629-0.000452314j 0.000118294-0.000496123j 0.00140658-0.00288515j -0.00166027+0.00098892j 8.84334e-05-0.00321935j 0.00104-0.00173156j 9.44906e-05+0.00328447j -0.00439969-0.000479603j -0.00206264-0.00185475j 0.00321443+0.00127139j 0.00576491-0.0023174j 0.00328526-0.000369035j 0.00337811+0.000131519j 0.00147512+0.00326627j -0.00348148-0.000551369j -0.00078464-2.02665e-05j 0.000414212-0.00149935j 0.00380846+0.000709824j -0.00184266+0.00141413j -0.00153276+0.000752829j 0.000837644+0.000236618j -0.00040119-0.000514117j 
0.00326082+0.000905433j -0.000964484+0.0024322j -0.00137412+0.00151372j 0.00171529+0.000481716j 0.0027668+0.00282071j -0.00332099-0.000164222j -0.00367225+0.00105188j 0.000135759+0.00135631j -0.000697269-0.00396799j 0.00123588-0.000845954j 0.00127288+0.00265769j -0.000738234+0.00143449j 0.00116876-7.83038e-05j -0.0012375-0.000966766j 0.00039437-0.00401351j 0.00276336-0.00143904j 0.00215331+0.00201011j 0.00308675+0.00185287j -0.00200298-0.00219483j -0.00245351-0.000865617j 0.00161555-0.00324197j 0.000707293-0.00118214j -0.000959561+0.00383387j 0.0032937-0.0011285j -0.000519733-0.000414321j 0.000357725-0.0012816j -0.00181257+0.00316636j -0.000602012+0.00234413j -0.00187726-0.00114647j 1.88092e-05-0.000383477j -0.00253478-0.00366121j 0.0043785-0.00372836j -0.000219154+0.00142821j 0.000392704+0.00107508j 0.00274415-0.00127579j -0.00490304-0.00419837j -0.00172561+0.00365297j -0.00134483-0.000797223j -0.000834074+0.0021286j -0.00462108+0.000110141j -0.00583162+0.00048936j -0.000420668-0.000745616j -0.00113706-0.00110104j -0.00180046+0.00435356j 3.20456e-05+9.47732e-05j 0.00215661+0.000770665j -0.000942818+0.00202267j 0.000228098+0.00213956j -0.000538515+0.000379846j -0.00180922+0.00317775j -0.000936014-0.00151201j 0.00029554+0.00182009j -0.00269718-0.00268733j 0.000169125-0.00411211j 0.000990394-0.00204719j -0.000152866-0.000285142j -0.000778013+3.33965e-05j 0.000494268+2.69707e-05j 0.00239149-0.00289075j -0.00331873+0.00369328j 0.000637362-0.00309417j -0.001984+0.00179175j 0.000338974-0.000833818j 0.000177524+0.0028646j -0.00277312+0.00149038j -0.00072422+0.00129856j -0.00167834-0.00112392j -0.00143164-0.00311714j -0.00102699+0.00128352j -0.00442461-0.000412555j 0.00171151+0.00267653j 0.00342247-0.000136081j -0.00123169+0.000916819j -0.00595566+0.00321772j 0.000495863-0.00362898j 0.00417585-0.00276036j -0.00335245+0.00114666j 0.00142738-0.00137901j -0.0022001-0.00561198j -0.00449748+0.00097969j -0.0010373-0.00114009j -0.00154211-0.00113617j 0.000983121+0.000633901j -0.000463681+0.000354364j 0.00377679+0.000272027j 0.00148083-0.000571318j -0.00336107+0.00115445j -0.00168124+0.000418755j 0.00304325-0.000828212j -0.000207981+0.00141858j -0.000722559-0.000136679j 0.00038697-0.00129568j 
-0.00189552-7.44436e-05j 2.93595e-05-0.00318554j -0.00375598-0.00127501j -0.00202214+0.00242616j -0.00273836-0.00365543j -0.000690996+0.00155792j 0.000853755-0.00384269j -0.00127882+0.00439182j -0.00169736+0.00250943j -0.000351372+0.00341304j 0.00234746-0.000314568j 0.00179554+0.000602023j -0.00140371+0.00101081j -0.000384728+0.000497263j 0.00304426-0.00342083j 0.000929295-0.000499461j -0.000464558-0.00220139j -0.00288837+0.000650993j -0.00252947+0.00265237j 0.000559694-0.000494948j -0.00352784+0.00202899j -0.0011027+0.00313004j -0.00131027-0.00709925j 0.00224434+0.000771158j 0.00153042+0.000150002j 0.000779111+0.000438323j -0.00126549-0.00209981j -0.00320666-0.000743277j -0.00100376+0.00375296j 0.000198434-0.00311588j 0.00535571+0.00217378j -0.00100571-6.93399e-05j 0.00221109-0.00036164j 0.000761235+0.000198916j 0.00179259+0.000326364j -0.0038734-0.00190274j -0.000796218+0.000489864j 0.00177955-0.00379213j -0.000242901-0.00176673j 0.00134306-0.00272326j 0.000733224-0.00105505j 0.000421954-0.000862471j 0.00083723+0.00288233j -0.000694257-0.00346731j -0.000188138-0.00164418j 0.00329676-0.00303917j -0.00121331+0.00252523j 0.000218586-0.000359657j -0.0024634-0.00239926j -0.00169121+0.00235786j 0.00237619-0.00165942j 0.000676242-0.00164455j -0.00454748+0.00453921j -0.000588774+0.00195212j -0.00199195-0.000634615j 0.00284683-0.000339954j -0.00217809-0.00318768j -0.00015026-0.00138136j 0.00039124+0.00396686j -0.00189847-0.00372897j -0.00145656-0.00121298j -0.00746418-0.000358763j -0.00249714-0.00244974j 0.00114422+0.00135186j 0.000885762-0.0019639j -0.00157292-0.00107315j -0.00166866+0.00411793j 0.00199897+0.000250638j -0.00203223-0.00136602j -0.00575986-0.00171679j -0.00633966+0.00449653j -0.00190323+0.00281605j -0.000215216-0.000849756j 0.00447884+0.00402481j 0.000864338-0.000747151j -0.00311462-0.00145487j 0.00132434+1.62576e-06j 0.00351724+0.00258115j 0.00156834-0.00314534j -0.00121548+0.000807598j 0.000838567+0.000285879j 0.000100634-0.00536477j 0.00205234+0.00358092j -0.0012492+0.00148361j 0.00685347+0.00357748j 0.00189155-0.00442073j 0.000326005+0.00100995j -0.00937763-0.000611408j 0.00145777-0.00363672j 0.00406542-0.000171584j 0.00037535-0.00199054j 0.00021018+0.00207272j 
0.00354237+0.000362841j 0.000719448+0.00182615j -0.000464142+0.000372482j -0.000476318-0.00038418j 0.00232344+0.00102547j -0.0019403-0.000798031j -0.000823184-0.0005502j -0.000154335+0.000705526j -0.00132178-0.000211407j -9.86171e-05-0.000518144j 0.00282414+0.000714901j 0.000237409-0.00290838j 0.00326634+0.000867847j -0.000980037+0.00190781j -0.00182397+0.000937846j -0.000992691+0.000101194j 0.0021674-0.000633859j 0.00104453+0.0024713j -0.00174188-0.00136898j 0.000707815+0.00096094j -0.000632535-0.0004597j 0.000391477+0.00140322j -0.00182502+0.00180171j 0.00366762+0.00052852j -0.000847383-0.000480982j -0.00311072-0.00359627j -0.000778052-0.000290993j -0.00269348-3.55941e-05j 0.000590861-0.00094799j 0.00365428+0.000894622j -5.44816e-05-0.00369628j 0.00319369-0.000560532j 0.000328516+0.00208875j 0.000386331+0.000728646j 0.00460968-0.00158864j -0.00327262-0.00289232j -0.000926114+0.000111146j 0.000624225-0.00355782j -0.00148891+0.000856919j -0.00232362-0.00216135j -0.0033382-0.00103743j 0.00110065-0.00232385j -0.000333076+0.000308096j -0.00102114-0.00043006j 0.00018903-0.000750972j 0.00124227-0.000737443j 0.000397511+0.00348658j -7.27548e-05-0.000599883j -0.000554217-0.00128565j -0.000990972+0.00365563j -0.00089238-0.000140498j 0.000297102+0.00146994j 0.00206959-0.000776587j 0.00264025-0.00329608j 0.00213839-0.000876386j 0.00026124-0.00167777j 0.00105526+0.00121595j 0.00261055-0.00123183j -0.000276406-0.00169243j -0.000144958-0.0016292j -0.00245891-0.00128912j -0.00181685-0.00017392j -0.000711556-0.000748366j -0.00110533+0.00114387j -0.0008771-0.000213585j 0.00293143+0.000489419j -0.00182949+0.00340522j 0.00123645-0.00343238j 0.00164977+0.00161798j -0.00566722-0.000121069j -0.000994335+0.00394452j 0.00213088+0.000730141j -0.000240104+0.000578809j -0.000199927+0.0015884j 0.000123699-0.00237608j 0.00153203-0.00129247j -0.00242819+0.00175563j 0.000888764+0.000375296j -0.00156907-0.00418752j -0.000958163+0.000543144j 0.00160799-0.00104974j 0.00194011-0.00178635j 0.001976+0.000929893j 0.00192037-0.000760305j 5.19988e-05+0.00104379j -0.000352831-0.00134109j 0.00108527+3.37684e-05j 0.0034547+0.00194557j -0.00100439-0.000925855j -0.00397753-0.00012511j -0.000272266+0.00110922j -0.000507161+0.000328787j 
-0.00217523-0.000578178j 0.000727372+8.67489e-05j -0.00157275-0.000582j 0.00162823-0.00186825j -0.00231034-0.000244566j -0.00459892+0.00101709j -0.00340239-0.000839472j -0.0015756-0.00158876j -0.00120875+0.000600901j -0.000996003+0.000543053j 0.00061014-0.00277003j -0.00191493+0.000646825j 0.00142695-0.00327603j 0.000304951-0.000681829j -0.00116306-0.00070104j 0.000657456+0.0008572j -0.000714338+0.00110293j 0.000666551-0.003971j -0.000773359+0.000685223j -0.0022046-0.000148624j -0.000219782-0.0019592j -0.00117279-0.00140052j 0.00169057+0.00192703j 0.0016443+0.000175301j -0.00110547-0.000287472j 0.00307015-0.000178739j 0.00109034+0.00219955j 0.00188909-0.00132697j -0.00328859+0.00074371j 0.000580389+0.00231423j 0.000479564+0.000355695j 0.00514691-0.00315092j -0.00237568-2.12989e-05j 0.00132928+0.00248612j -0.000572086+0.000980008j -0.00195709+0.000206956j -0.000673624+0.00488485j -0.00255414-0.000875061j 0.00049188+0.00105425j -0.00355774+0.000598522j -0.00476928+0.000934553j -0.000877782+0.00056565j -0.000685646-0.00333525j 0.000155454+0.00309703j -0.00051727-0.000218654j 0.00222354+0.00193844j -0.00111591-0.000338471j -0.00148675+0.000996927j -0.00148833+0.00170898j -0.000925562-0.00132751j 0.000938144-0.000106332j -0.000777796-0.00235832j -0.00375398-0.00123683j -0.000649057-0.00343382j 0.000803436-0.00231166j 0.000186201+0.00138742j -0.00332131-0.00286698j -0.00223297+0.00250239j 0.00562-0.000673567j 0.00212256+0.00371674j -0.000422682+0.0021626j 0.000660434-0.000363493j -0.000832287-0.000755031j -0.000186626-0.00158569j -0.00409126+0.00275706j -0.00215522+0.00285669j -0.00220761+0.000510909j 0.00240438-0.00576633j -0.00468349-0.000621016j -0.00329276-0.000163671j 0.00216124+0.00173134j 0.00325417+0.0010112j 0.000153486+0.00156344j -0.00639395+0.00425789j -0.000127764+0.00181111j 0.00318416-2.08574e-05j -0.000784989-0.000401502j -0.00111596-0.00111985j -0.00307432-0.00560684j 0.000643076+0.00264218j 0.00403608+3.83998e-05j -0.000303302-0.00158873j -0.000614416-0.00220688j 0.00174679+0.000842892j -0.000625215-0.000897111j 0.00267512+0.000186159j -0.00387532+0.00256819j -0.000190266+0.000495472j 0.00216897+3.42e-05j 0.000459019+0.00204068j 0.00184266-0.00263513j 0.000714644-0.000114658j 
0.000278621+0.00204253j -0.00123069+0.000683854j 0.00167019+8.93437e-05j -0.00257282-0.000152758j 0.00541874+0.00234925j -0.00118351+0.00201703j -0.000698761+0.0009965j -0.00188949+0.002893j 1.87731e-05-0.00234587j -0.00205132+0.000379437j -0.0028823+0.00238672j -0.00275292+0.0035844j -0.00151875-0.00297465j 6.25401e-05-0.000253618j -0.00251558-0.00410387j 0.00346563-0.0050368j -0.00606938-0.00188584j 4.23349e-05+0.000883436j 0.000891265+0.00050319j -0.0024779-0.000353283j 0.00130005-0.00296825j 0.00475542-0.00192646j 0.00335093-0.00130606j 0.00154407-0.00191101j -0.000252124+0.000746049j 0.00215653-0.000382678j -0.00048524+0.00234118j 0.000297504+0.000242815j -0.00145322-0.00508843j -0.00154832-0.00609136j -0.00515765+0.00230512j 0.000731407-0.00186012j -0.00102575+0.00202698j 0.00012861+0.0011332j -0.00311428-0.00409943j -0.00217109-0.000790429j -0.000370809+0.00486873j -0.0061563+0.00318931j 0.00406232-0.00177609j -0.00125728+0.0014048j -0.00182936+0.00274704j 0.000239243+0.0039683j 0.00289124-0.00337483j -0.00109856+0.00133835j -0.00251217+0.00257876j -0.00426591+0.00352463j 1.74352e-05-0.00237699j -0.00368603+0.00240418j 0.000556834+0.000185815j -0.0037892-0.00104233j 0.00278335-0.00246228j -0.00600736-0.00484052j 0.00191985-0.00213117j 0.00288793+0.00125685j -0.00772702-0.000149491j -0.00572614+0.00580584j -0.00175478-0.00157157j -0.000367306-0.000340881j 0.00400245+0.00164116j -0.00758314-0.00397606j -0.00378836+9.58006e-05j -0.00142927+0.00252399j -0.00274839-0.0035295j 0.00233405+0.000804264j -0.00123342-0.00379581j -0.00286257-0.00167194j 0.00460835-0.00269932j -0.000779825-0.000489654j -0.00462558+0.000287007j 0.00097607-0.00208366j -0.00218436-0.00753302j -0.00151087-0.00195532j -0.0039027-0.00254788j -0.0020151+0.00110588j 0.00213723-0.00187727j 0.00203839-0.00016838j -0.00358082+0.00120949j 0.00461856-0.00460539j -0.00245336-0.000704896j -0.00401379+0.0013215j -0.00180468+0.00112504j -0.00055869-0.00165773j -0.000526705-0.00251242j -0.00364163+0.00248598j 0.00478308+0.00251412j 0.00134546+0.00553537j 0.00063102-0.00321903j -0.0041354+0.00152048j -0.000792685-0.000132449j 0.00536023-0.00268768j 0.000470004+0.00257939j -0.00291997+0.00112536j 
