0.0254451-0.158986j 0.153488+0.0470531j -0.0645227-0.0690426j 0.00923709-0.153862j -0.144627+0.0591099j 0.10755-0.0648899j -0.0573743+0.0617863j -0.0561836-0.105276j -0.0312528+0.0298159j -0.0254592-0.0271876j 0.0801384+0.0186032j 0.058346+0.021962j -0.0622262-0.0753005j 0.0818339-0.0156875j 0.011862-0.0457032j -0.0234855-0.0612864j -0.0641355-0.00924527j -0.111983+0.0161783j -0.0186094-0.00501801j 0.110661-0.0437808j -0.0592366-0.0773261j -0.0289839-0.0551407j -0.00729674+0.117337j 0.00357593+0.0282609j -0.0536916-0.0877005j 0.00349749+0.025154j -0.00436413+0.0895308j -0.0266972-0.0779779j -0.0152492-0.0711841j -0.0941072-0.0277022j 0.056945-0.0764312j 0.0697051-0.0510594j 0.0318568-0.123094j 0.0642643+0.0666443j -0.00860543+0.00646124j 0.126588-0.0288171j 0.03076-0.0650535j -0.000647484+0.124914j 0.0245434+0.0361256j -0.0342431+0.00756391j -0.0131509-0.0313719j 0.0141519+0.034562j 0.0267896+0.050762j 0.0416771-0.0165398j -0.0108383+0.01122j -0.0421191-0.0402196j 0.0138481-0.0484988j 0.0044649+0.0145338j -0.0120701+0.108431j 0.0456672+0.0127945j -0.0131047-0.0573676j 0.025251+0.0354725j 0.0448429-0.016912j 0.00617911+0.036852j -0.0308722+0.0134924j 0.0397745+0.0589906j 0.0240733+0.0773291j -0.0452341-0.00176528j 0.042731+0.0621189j 0.0680974-0.0125848j 0.0236375+0.00940543j 0.0489368-0.0493831j -0.0493738-0.057002j -0.100987+0.0883691j -0.0903733+0.0311324j 0.0063355+0.0276344j 0.0882831+0.0149355j -0.0227718+0.138219j 0.0206714-0.00707828j -0.174006-0.0238627j -0.00766684-0.0155843j -0.0559486-0.0675572j 0.0141359-0.0859531j 0.00546931+0.0806859j 0.0705233+0.070714j -0.0250862-0.0400072j -0.125653-0.00377563j 0.0534724+0.0349912j 0.00819986-0.0685323j -0.049953-0.100873j -0.0582575-0.00174829j -0.0366117+0.0920736j 0.0372624+0.0433622j 0.0826841-0.1509j 0.00380672-0.0688681j 0.0454675+0.0521313j -0.13286+0.0292782j 0.037593+0.122259j -0.223815+0.0479564j 0.0526949+0.153353j 0.0974219+0.0151364j -0.00450956+0.101364j 
-0.00171717-0.000403672j 0.000944039-0.00212792j -0.00236737-0.00142988j 0.000534723-0.00159129j 0.000177545+0.000131598j -0.00035562+0.0006391j -0.0025165+0.00147201j -0.000474864+0.00146059j -0.00153463-0.0015515j 0.000778575-0.000373688j -0.000554605+0.00244951j -0.000444158+0.000322601j -0.000960664+0.000269605j 0.000793951-0.00110509j 0.00114722-0.00216388j 0.00235218-0.00381367j -0.00110508-0.00251885j -0.000934519+0.000276184j -0.000302883+0.000453902j 0.00105976+7.91994e-05j -1.03916e-05-0.00238722j 0.00202079-0.00120688j 0.000745543-0.000701882j 0.00131096+0.00132977j 0.00015435-0.000198774j 0.00107523-0.0010436j -0.00387471+0.00163258j -0.00110104-0.00141361j 0.000389702+0.00158502j 0.000158392-0.000951561j -0.000680461-0.000715966j -0.000874115-0.000721743j 0.000501773-0.000539608j 7.63992e-05+0.00151004j 0.00052421-0.00193658j -0.00202244-0.00131921j 0.00229271-0.000387932j 0.000928668+0.00159206j 0.0010658-0.00038563j 0.000770899-0.00212405j 0.00114336-0.000961139j -0.00022556-0.00104979j 0.00181364+0.000824316j -7.05151e-05-0.00316812j -0.000467219+0.000740834j -0.00233812+0.0012408j -0.00133609+0.000299006j -0.000517528+4.89096e-05j 0.00241748-1.99013e-05j -0.00205577+0.000853231j -0.000120591+0.00209913j 0.0020356+0.000630442j -0.00170037+0.00278084j -0.00220343-0.00166115j -0.00647972-0.00386753j -0.00156941-0.00378634j 0.00104921+0.000462311j -0.00152366+0.00228577j -0.00208183-0.00250874j -0.00264129-0.00268209j 0.00027599-0.00148919j -0.00393838+0.000495658j 0.000205288-0.00175975j -0.0021869-0.000820813j 0.000416667-0.00151442j -0.00013947+0.000529104j 0.00129031+0.00163422j -0.00217783+1.94876e-05j 0.001956-0.00148533j 0.000560343+0.00108924j -0.00235243+0.00178363j -0.00131335-0.00154609j -0.00285032+0.00205881j 0.000187261+0.00136029j 0.000476573-0.00181471j 9.09179e-05-7.98333e-05j -0.000489738+0.00117398j 0.00359957+0.00149593j -0.00135807-0.000935394j -0.000325533-0.00255962j -0.00414223-0.00299207j -0.00097831+0.00192489j 9.69495e-05+0.00291634j -0.000422173-0.000660687j 0.00583546-0.00117631j 0.000806011-0.00185531j 0.000383535-0.000745848j -0.00455622-0.000291761j -0.00136663+0.00207467j -0.00337166-0.00219408j 0.00135889-0.000926919j 0.00430701+0.00261366j 
-0.00165272+0.00157557j -0.00102287-0.00044438j 0.00321734-0.00053318j -0.00064157+4.6684e-05j 0.00095188-0.00042426j -0.000398064+0.00292176j 0.00140083-0.00172073j -0.000523641+0.00164233j 0.00335315-0.00158136j 0.000804222+0.000275668j -0.000345946+0.00177446j 0.000775076+0.0011812j 0.00127728+0.000484558j 0.000681375+0.000578452j -0.000598145+0.000582324j 0.000639414-0.00122975j 0.000819069+0.000298555j 9.41077e-06-0.0012548j -5.77331e-05+0.000742112j 0.000513963+0.000877403j -0.000298675+2.37246e-05j 0.00323249+9.68099e-05j -0.00331793-0.00339734j 0.000124495-0.000781396j 0.00297887-0.00119348j -0.00141329-0.00265463j -0.000339743-0.00129468j -6.82328e-06-0.00213663j 0.000189232-0.00167289j 0.00224198-0.00177202j -0.00317299+0.00182915j -0.00336324+0.0016031j -0.000114714+0.00155579j -0.000915288-0.00139253j 0.00184235-0.000225418j -0.00254225+0.00147147j 0.00015319-0.00219848j 0.00328759-0.000209342j -0.000429533+0.00130286j 0.000713088+0.00320092j -0.00124191+0.00393055j 0.000678099-7.10853e-05j 0.00192337-0.00123615j 0.00268615+0.000631389j -0.000369229-0.00132508j -0.000578428-0.00187874j 0.00145117+0.00433323j 0.000403305+0.00112392j -0.000624801-0.00315922j 0.00202429+0.000784872j 0.00235907+0.000563065j -0.00165851+0.00215139j 0.000120536-0.00240548j -0.000187046-9.24005e-05j 0.00199384+0.00465787j 6.64044e-05-0.00116951j -0.00509977+0.00122275j -0.00109684+0.000495354j 0.00183432+0.00256624j -0.00126177-0.00145538j -0.00080406+0.00151246j 0.00222041+2.92352e-05j 0.00356678-0.000149807j 0.000618258+0.00409698j -7.83378e-05+6.31766e-05j 0.0048219-0.0015282j 0.00171624+0.000256359j 0.0014492+0.00290387j 0.00162707+0.0030937j 3.43951e-05-0.000289542j 0.00151433-0.000409503j 0.00297221-0.00134618j -0.00121717-0.00396543j 0.00707453-0.00206892j 0.000131751-0.0017118j -0.00273991-0.000890032j -0.000530387-0.00368009j 0.00278217-0.00151871j -0.000707241+0.00450202j -0.00270827+0.00463699j -0.00279286-0.00385166j -0.000420696+0.00272041j -0.00302958-0.000780085j -0.00302956+0.00113002j -0.0018339+0.0032321j -0.000995513+0.00206576j 0.00433563-0.00185919j -0.000259856-0.000289273j 0.0029919-0.00139736j 0.00423084+0.00184098j -0.00100679-0.00104427j -0.0014083-0.00231845j 
0.00112435+0.00047387j -0.00125276+0.000543332j 0.00102787+0.000803498j 0.00161205+0.00268463j 0.00132753-0.000330128j -0.000908279+0.00177274j -0.00107608+0.000777518j -0.00185728-4.69135e-05j -0.000792085-0.0017667j 0.000368917+0.00239073j 0.00115166+0.00214138j -0.00169745+0.000442708j 7.62634e-05-0.00244475j -0.00160381-0.00325934j 0.00123998-0.00374856j 0.00246232-0.00220089j -0.00068114+5.90712e-05j 0.000917309-0.00091883j -0.00292105-0.00215357j -0.00172023-0.000265263j 0.000222804-0.00265358j -0.000277855+0.000291708j 0.001192-0.000387198j 0.00147248+0.00260373j 0.000585552+0.0015836j 0.00207392+0.00030076j -0.00365602+0.000776464j 0.000212706-0.00163421j -0.00137865+0.00337701j -0.00292822-0.00154989j 0.00106525-0.000610011j -0.00160778-0.00270009j 0.000567233+0.000578514j 0.00165923+0.000455782j -0.000230316-0.00409067j -0.00306853-0.00039981j -0.00288547+0.00514126j -0.00105246-0.000858878j 0.000570321-0.00376803j 0.00366534-0.00259921j 0.00263585-0.00310116j 0.000104294-0.00248085j 0.000249566-0.00162407j -0.00269704-0.00274495j -0.00197398-0.00219485j -5.67032e-05-0.00171237j -0.00038192+0.00170094j -0.00165838-0.00109924j 0.000710253+0.00160082j -0.000846596-6.83256e-05j 0.000666886-0.000832405j 0.000872401+0.00277845j -0.000206335+0.000153176j -0.000670482-0.00148351j -0.00381212-0.00184114j -0.00169437+0.00024689j 0.00122971+0.00121864j 0.00102564+0.00131528j -0.000418314-0.00167347j -0.00340387-0.000904773j 0.000453334-0.00429877j -0.00779418+0.00148686j -0.00151353+0.000393743j -0.00395184-0.00140665j -0.000469447-0.00119199j 0.00011918+0.00164446j -0.00107519+0.00143765j -0.00219043+0.00133838j 0.00144695+0.00067029j 0.000799515-0.00120856j -0.00564516-0.0026419j -0.00579063+0.0001247j -0.000995711+0.000909368j 0.000804961-4.91679e-05j 0.00241087-0.00164277j 0.00112539+0.00043004j -0.000447972+0.00242518j 0.000512457+0.000979701j -0.00362457-0.00507734j -0.000854704-0.00145309j -0.00468809-0.00220809j -0.000757542+0.00287487j 0.00346693+0.00464383j -0.00632407+0.000222186j 0.00351521+1.31617e-05j 0.00132082-0.00160258j 0.000856379-0.000187548j -0.00422742-0.00127052j 0.00218226+0.00181911j -0.00147898+0.00251258j 0.000363894+0.000258367j 0.00074521-0.00133654j 
-0.00105762+0.000822504j 0.00115311-0.000783455j -0.00180197-0.000623261j -0.00159649-0.00277012j -0.00158002-0.000178566j 0.000270771+0.00175847j -0.000815111-0.000964364j -0.00228286+0.00026347j -6.21866e-05+0.00105433j -0.00122892-0.0020504j 0.000959717-0.000521896j 0.00138672-0.00213898j 0.00108575+0.000207713j 0.000996141+0.00121751j -0.00129833+0.00100242j 0.0015575-0.00135687j 0.000860918-0.00183945j -0.000396665+0.000845676j 0.000804434-0.000189191j 0.000578437-0.00157477j 0.00133308+6.8785e-05j 0.00064691+2.45818e-05j -0.00202705-0.00121423j 0.00187079+0.00107461j 0.000587699+0.00158364j -0.00382128-0.00167494j -0.000466564+0.000395353j -0.00380161+1.67282e-05j 0.00176607-0.000363418j 0.00394191+0.00253249j -0.00197705+0.000842575j -0.00157921-0.00135833j 0.000776731+0.00760382j -0.000176125+0.00210428j 0.000123969-0.00110642j -0.00116647-0.000201784j 0.00747479-0.00411274j 0.00259116+0.00286856j -1.95196e-05+0.000146591j 0.000616075+0.00218372j 0.000672048+0.0035786j 0.000339874+0.0032892j 0.000130764+0.00100788j 0.00278872-0.00279359j 0.000377992+0.00279137j 0.000438992+0.00118829j 0.000537815+0.00182874j 0.0011827+0.00112481j 0.000714581-0.00218673j -0.00219496+0.00157199j 0.00119815+0.000121609j -0.00361612-0.00337269j 0.000283715+0.000911754j 7.5572e-05+0.000719589j -0.00302126+0.00337537j -0.00328729-0.00336616j 0.00274167+0.000940194j 0.00023144-0.00206429j -0.00319162+0.000509905j -0.00249646-0.00587919j -2.48092e-05+0.00195582j 0.0028471-0.00296954j 0.00188735-0.00507155j 0.00178467+0.00323082j 0.00262991+0.000790551j 0.00254537-0.00517502j 0.00294856+0.00251647j 6.20436e-05-0.00221966j 0.000209147+0.00327663j -0.00474802-0.00050249j 0.000304887+0.000168959j 0.00280845-0.00364367j -0.001876+0.00403613j 0.000508515-4.82287e-05j 0.000273494-0.00241489j 0.000477583-0.0015771j -0.00053277+0.0023675j -0.000410886-0.0027931j -4.55564e-05+0.00433559j 0.00100582-0.00150427j -0.00363282+0.00049558j 0.00407417-0.00297296j -0.00293898-0.00286804j 0.00549578-0.000339558j 0.00147016+0.00257261j -0.000301356-0.000678624j 0.00380371+0.000543413j -0.00188055+0.00233497j 0.00203609-0.00155164j 0.000207261+7.62357e-05j 0.00161315-0.00154347j 0.000213945+0.00120372j 
-0.000984845+0.00103641j -0.00106026-0.000201486j 0.00136133+0.000637186j 0.000501683-0.000890073j -0.00116018-0.000625149j -0.000449237+0.00373117j -0.000123792+0.000245227j -0.00214984+0.00195386j 0.000927561-1.0065e-05j -9.74761e-05-5.22512e-05j 0.00171122+0.000609235j -0.00158284+0.00110434j 0.000600547-0.000829671j 0.000314626+0.00020612j 0.0018089-0.000806894j 0.00216443-0.00296799j 0.00171014+0.000892254j 0.000785435-0.000830958j -0.000547303-0.00172728j -0.0013774-0.00124884j 0.000616953-0.00150368j 0.0021949-0.000980179j -3.46576e-05-0.00217855j 0.00363436-0.000510678j 0.000710988+0.0014433j -0.002988-0.000488805j -0.0013057+0.00185462j -0.00187213+0.000651352j 0.00194333+0.00167386j -0.00393637+0.00053417j -7.63595e-05-0.000681415j -0.00122188-0.0022154j 0.000242162+0.00540201j -0.000676874-0.000330132j -0.000585266-0.00567798j -0.00125806+0.00117383j -0.0017206+0.00240942j -0.00204334+3.91488e-05j 0.00230206-0.00240109j 0.00284937+0.000194477j 0.00394054-0.000993j 0.00162802+0.000400403j 7.59963e-05-0.0015526j 0.00175058-0.0017522j -0.00135884-0.00101402j -0.000354481-0.000695945j 6.96002e-05+0.000325288j -0.00183939+0.000897271j 0.00012626+0.000240295j -0.00217053-0.00124194j 0.00155779-4.82704e-05j -0.00345536+0.00052531j 0.00357428-0.00297167j 0.00135777-0.00116897j -0.00148343-0.000398827j -0.0047139-6.82539e-05j 0.00192532-0.00170134j 0.00113409+0.000596478j -0.000311719-0.000725386j 0.000198259-0.000921344j 0.00262638-0.000301469j -0.00228881+0.00063394j -0.000991533-0.000128162j -0.000969521-0.00121313j 0.00247157+0.000627905j 0.00150747-0.000369662j -0.00471824-0.00124082j -0.00340579-0.00108546j 0.00451413+0.00283917j -0.000173125+0.00250416j -0.00112953-0.0043496j -0.00499783-1.31146e-06j -0.00044318+0.00518289j 0.000516155-0.00206265j -0.00231668-2.0638e-05j 0.000117484+0.000998368j 0.00281973-0.00236884j 0.000293853-0.000225712j -0.000642619-0.00266652j 0.000855437-0.00095662j -0.00656657+0.00138399j 0.00226375-0.00183653j -0.000926251-0.00165282j -0.00112472-0.000745053j -0.00112009+0.000690501j 0.00240405+0.0021178j 0.00113383+0.000770097j 0.0013339+0.00105449j 0.00397638-0.00148042j 0.000637937+0.00522362j 0.00103694-0.00226719j -0.000164265-0.00172163j 
-0.00116778-0.00260207j 0.00271749-0.00037536j -0.00252525+0.000312647j 0.000574193-0.00320026j -0.000318865+0.000800297j -0.00231214-0.000206772j 0.000311247-0.00021971j 0.00230355+0.00216941j 0.000885452-0.00138385j -0.000532191+0.000648018j -0.00102222-0.000664759j 0.0014769+0.00146431j -0.00189836-0.000287757j 0.000491606-0.000100874j 0.00287009-0.00262074j 0.000287371+0.00118405j 0.000903839-0.00179506j -0.000201219+0.00095779j 0.000728307+0.00123056j 0.00129604+0.00240621j -0.000668018+0.000677716j 0.00130655+0.000450014j 0.00058848-0.000498689j -0.00107855+0.000563404j 0.000112146-8.68596e-05j -0.000126383+9.8741e-05j -0.00103745+0.000261717j -0.000671271-0.000908826j 0.000291262-0.0016845j -0.00342295-0.00129443j 0.000518274-0.000670825j 0.00147303+0.000230293j -0.00198515-0.00394813j 0.00134572-0.00170958j 0.00375199-0.000149949j -0.00208077-0.00259198j -3.97395e-05+0.00223161j -0.00300776-7.80236e-05j 0.0040762+0.00266317j 0.000524639+0.000186325j 0.00303802+0.00320412j 9.07006e-05+0.0018755j 0.00142725+0.00139223j 0.00296238-0.00134111j 0.00111511+0.000634465j -0.00057001+0.000265735j -0.000492382-0.00135233j 0.000564134+0.00037914j 0.000657824+0.000492063j -0.0022861+0.000908842j -0.00146535-0.000932481j -0.00245583-0.00475924j 0.000583343-0.000941157j 0.000917449+0.00168716j -0.00325309+0.000196942j -0.00159305+0.00248221j 0.00302193-0.00333985j -0.000309318-0.00226851j 0.000903304+0.00214881j 0.000381269-0.00273341j 0.00107622-0.000192769j -0.000564472-0.000169137j 0.00119131+0.00130677j -0.00125375+0.0017839j 0.00308952-0.0016445j 8.43898e-05-4.15537e-05j -0.00291751-0.000217111j -0.00081055+0.00206985j 0.00164973+0.00149157j -0.000939505-0.00268189j 0.000435339-0.000677036j -0.000831383+0.00278516j 0.000780499-0.00145109j -0.000756902+0.000890316j 0.00129318-0.00365378j -0.00169488-0.000560842j -0.0024126+0.00207494j 0.00558531-0.00117567j 0.00306168-0.00562022j 0.0012109-0.00329463j 0.00195583+0.00244565j -0.00187398-0.00264036j 0.00153358+0.000273224j 0.0010144+0.00306679j 0.003203+0.00103834j 0.000430727-6.02648e-05j -0.00153866-0.000266216j -0.000152733+0.000460714j -0.00501357-0.00128894j 0.00138362+0.00107168j 0.000820604+0.00126184j -0.000503396+0.00193223j 
-0.000985302+0.00368699j -0.00317134-0.00228715j 0.00491813+0.000163255j -0.000164825+0.00163661j 0.00210326+0.0012055j 0.000211132+0.00294975j 0.00457556-0.00037453j -0.000951018-0.00040199j 0.000118507+0.00268024j 0.00299419+0.00116824j -0.000639482+0.00563208j 0.00176093+0.000342861j 0.00164839+0.00492801j -0.000393798-0.00171967j -3.35945e-05+0.00473895j 0.000212233-0.00123856j 0.00195197+0.00101695j -0.000247767-0.00286626j -0.000994115-0.00304597j 0.000894439-0.00179711j 0.0028737-0.00432189j 0.000754553-0.000391057j -0.00131312-0.00275065j 0.00106488+0.000763991j -0.000701134-0.00167822j -0.00109706-0.00235254j 0.00137709-0.00222963j -0.00108582+0.000429454j 0.00171482+0.000668213j 0.00261871-0.0031078j -0.000640149+0.00253511j 0.00220575-0.000605976j -0.0022456+0.00497836j -0.00133329+0.000131341j -0.00406398-0.00594669j -0.00166143+0.00545449j -0.000588248+0.00142853j 0.000652145+0.00154184j -0.00225248-0.00290216j 6.42541e-05-0.00231868j -0.00310808-0.0019926j 0.00158396-0.00113775j 0.00251008-0.000476245j -0.00123765+0.00118125j -0.000845096-0.00168386j -0.000130237-0.00334275j -0.00162733+0.001371j -6.20774e-05+0.0020094j -0.00332242-0.00403597j -0.000419494-0.00138644j 0.00274815-0.00160671j -0.000493821+0.00401047j 0.00168632-0.00157249j 0.00459402-0.00067392j 0.00687796+0.00357944j -0.000599705+0.00189963j -0.000238712+0.00253488j 0.00178694+0.00276653j 0.000674786+0.00194262j 0.00166903+0.000351659j -0.00189134+0.00334102j -0.00296139-0.000269846j 0.00240279-0.00205544j -0.00120691+0.00111773j -0.001996-0.00170129j 0.00340652-0.000162194j 0.00033047-0.00148975j 0.00394763+0.000262909j 0.00237965+0.00372679j 0.00335614-0.000222842j 0.000834537-0.00430533j -0.00101479-0.00175884j 0.00515802-0.00695109j 0.00690739-0.00290758j -7.0154e-05+0.00198288j -0.00106836+0.00161527j 0.00109599-0.00689624j -0.00540496-0.00201183j -0.00698924+0.00281227j -0.00223336+0.00684032j -0.00274186-0.00550261j 0.00375511+0.00312138j -0.000757221-0.000102664j -0.00939648-0.000578693j -0.00990211+0.00394207j 0.000534163+0.00191342j 0.00345904-0.00217652j 0.00653353+0.00374819j 0.0069594-0.0054704j 0.00224193+0.00173858j 0.0019538-0.0050932j -0.00143113-0.000682958j 
-8.47486e-05+0.000460114j -0.000937432+0.000112917j 0.000249429-0.000955301j 0.000721224+0.000452782j -0.00142771-0.000696433j -0.000129376-2.3456e-05j -0.00230345-8.87634e-05j -0.000522873-6.99057e-05j 0.000111587-0.00119923j -0.00183927+0.000280631j 0.001691-0.00129464j -0.00225366-0.00124591j 0.000995775-0.00239486j -0.0011134-0.000504093j -0.0001508-0.00276194j 0.000616811-0.00176625j -0.00229871-0.000705602j 0.00213054+0.00152835j 0.000114772-0.000350487j -0.00166388-0.000341931j 0.00138187-0.00180311j 0.000874227+0.00125271j 0.00144337+0.000859783j 0.00132763+0.00215215j -0.00104452+0.00269049j -0.00136506+0.000911751j -0.00107454+0.000662534j -0.00135109+0.00077949j -0.00077084+0.000997003j -0.00105839-0.000257531j 0.000271134+0.00161562j -0.00243036-0.000678771j -0.000353966+0.00259576j 0.000215479-0.00182324j 0.000653917+0.00256026j -0.00139768+0.000619666j -0.000669927-0.000718663j -0.00109173+0.000831403j 0.0011187-0.00331389j 0.00121631-0.00140837j 0.00247929-0.00322036j 0.00186878+0.000331332j -0.001821+0.000261375j 0.00295022+0.00100985j -0.00130434+0.00014849j 0.00123643+0.00144997j -0.000515458-0.000185406j -0.000604806+0.000507397j 0.00110621-0.000548431j -0.000840642-0.00319895j -0.000928567-0.00112361j -0.00148351-8.82508e-05j -0.00102947+0.000327423j -0.000304256+0.00123512j -0.00230435-0.00158321j -0.000110321-0.000381027j -0.000266034-0.00367582j 0.000100541+0.000294938j 0.00121815+0.00256373j 0.00333559+0.00224908j 0.00302744+0.000457895j 0.000522797+0.00313672j -0.000501934-0.00155722j 0.000250064-0.00121923j -0.00016621+0.000124157j -0.000997878-0.000101692j -0.00173137-0.00278508j -0.00550639-0.00273308j 0.00287212-0.00321209j 0.00136609+0.00356121j 0.00218114-7.65338e-05j -0.00178767-0.000264067j -0.000821791+0.0042007j -0.00189752+0.00013164j -0.00261092+0.0013806j 0.000730462-0.00130684j 0.00795755+0.00207158j -0.000200632+0.00110504j 0.000147996+0.00123823j -0.00118806-0.000501081j -0.00561752+0.00150934j -0.000496351-0.00210728j -0.00240168-0.00121974j 0.00274615+0.00055153j -0.00118042-0.00177197j 0.00175063+0.0011934j -0.00243954+3.98668e-05j 0.00201471-0.00143757j 0.00338592+0.00193319j -0.00149091+0.00237312j 2.50495e-05-0.0011626j 0.00128152-0.00152337j 
-0.000707452+0.00112521j -0.000890798-0.001865j 0.00180483-0.00111668j -0.00134428+0.000837514j 0.00083048+0.00107528j -0.00308868-2.62495e-05j -1.90778e-05-0.000798568j 0.000987194+0.000839825j 0.000123475+2.40256e-05j 0.00251198+0.00109647j -0.000904921+0.00217684j 0.00291604+0.00211736j 0.00100732+0.00199875j -0.00221959-0.000434571j -7.73107e-05-0.00056454j 0.000479649-0.000232705j 0.00249221+0.00113692j -0.000528079-1.31552e-05j -0.00150393-0.000981514j 0.000986174+0.00030934j -0.00153348-0.00203894j 0.000833799+0.000993051j -0.00164485-0.00400645j 0.00146855-0.0018152j 0.00108178-0.00111152j 0.00123427-0.000830666j -0.00186023-0.00223528j 0.00023-0.00116968j -0.000574676-0.0030041j 0.00036265-0.00337697j -0.00225425+0.000200885j 0.000686093-0.000569221j -0.00165489-0.000869427j 0.00135147+0.00191371j 0.00291684-0.00340852j -0.00420504-0.00113072j -0.00166532+0.00399406j 0.000137148-0.00322531j 0.00141274+0.000282701j 0.000300081+0.000494855j -0.000962419-0.00107465j 0.00123297+0.000759016j -0.00188634-0.00110045j 0.000111683-0.000587087j -0.000300487-0.00127107j 0.00150672-0.000122738j -0.00085556+0.0024953j -0.000612852+0.00265577j 0.00175359-0.00207484j 0.00259114+0.00338017j -0.000131394-0.00336337j -0.00474631+0.000250657j 0.00203298-0.00252662j 0.00367803+0.000692428j 0.00286413+0.00371285j -0.00101949+0.00376636j -0.000550881-0.0034227j -0.000763503-0.00322043j 0.00200379+0.00463214j -0.00192164-0.00238281j -0.0021832-0.000899382j -0.0026637+9.06345e-05j -0.000391966-0.00209334j -0.00287464+0.00484714j -0.00106555-0.00168034j 0.00206974-0.00156761j -0.00335168-0.000109828j 0.00353665+0.00212906j -0.000630259+0.00481751j -0.00310681-0.00455065j -0.00253952-0.00154176j 0.00125753+0.00222251j 0.00314143-0.00812251j 0.00204394+0.00108132j 0.0018405-0.00684259j -0.00155302-0.00174913j -0.00563453+0.00268423j 0.00594195+0.000298955j -0.00138619-0.00400638j -0.00219692+0.000592014j 0.000669454-0.000415102j 0.000999572-0.00157427j 0.00119739+0.00140008j -0.00337355+0.00579207j 0.000496384+0.00540743j -0.000775409+0.000647902j -0.000544133-0.00210299j 0.00391462+0.00243973j 0.00206657-0.00462476j -0.000584859+0.00242234j 0.000839946-0.00256261j 0.000983426+0.00121138j 
-0.00302747+0.00107634j -0.00131179-0.0018415j -2.9304e-05-0.00209005j -0.000620337+0.000418426j -0.00408218-0.0015699j 0.00356409-0.000504481j -0.00369494-0.000806855j -0.00238927+0.000150376j -2.74854e-05-0.00166413j -0.000156953+0.000778075j 0.000195889-0.00231555j -0.00282835+0.0012569j 0.00434554-0.00100574j 0.00119653+0.00172983j -0.00377308-0.000690767j 0.000431811-3.61629e-05j -0.00464515+0.0020666j 0.00166322+1.56378e-06j 0.000134961+0.00134373j -0.00181095+0.00223516j 0.000501874+0.00410164j -0.000920362-0.00283945j -0.00168783+0.000574118j 0.00659223-0.00490332j 0.00218425-0.00272449j 0.00265738+0.000579273j -0.00274995-0.00154253j -0.00240707-0.00360474j -0.000769261-3.85939e-05j 0.000484187-0.00343948j -0.00075499+5.42399e-05j -0.00273174+0.000569918j -0.000803299+0.00174055j -0.00435739+0.00235548j 0.000994099+0.00533138j 0.00165018-0.00064096j -0.0023752-0.00203367j 0.00588019+0.000825596j 0.000540443-0.00704017j 0.00276943+0.00349168j -0.0018112+0.000144099j 0.0022355-0.00445924j -0.000314295-0.000528783j 0.0012119-0.000686217j -0.000648949-0.00159799j 0.0013647+0.00384898j -0.00110253+0.00315851j -0.00715673-0.00263992j 0.00415621+0.000557819j 0.00494579+0.00254628j 7.58578e-05+0.00420659j 0.00566751+0.0022619j 0.00214076+0.000532163j -0.00223237+0.00533111j 0.000420593-0.00275033j 0.00255185-0.00332091j -0.00966686+0.000146487j 0.00157335-0.000525771j -0.00179257+0.00255972j -0.00112896-0.000578841j -0.00495096-0.00210172j 0.00397901-0.00107066j -0.00380059-0.00607363j -0.00176383+0.00225777j 0.000296194-0.00360523j 0.00336901-0.00013856j 0.00425336+0.00261404j -0.00353468+0.000213864j 0.00148836-0.00280683j 0.00220145+1.47808e-05j 0.000741549+0.00312791j 0.000669988-0.0036067j -0.00380163-7.95559e-05j 0.00217166-0.000376924j 0.000110234-4.36294e-05j 0.00218001-0.00117777j 0.000594774-0.00203381j 0.000978066-0.000276597j 0.000273765+0.0042729j -0.00323141+0.00395178j -0.00166451-0.00180433j -0.00115604+0.000539025j -0.00172696+0.000455646j 0.000133079-0.000107388j -0.000151439+0.000362272j 0.00190063+0.000568055j 0.00349916+0.00130972j -0.00383128-0.000358388j -0.00188325-0.000409718j 0.000811715-0.00361269j -0.000876681-0.00140076j 0.00516277+0.00195671j 
