0.0544303+0.0449248j -0.017929+8.81557e-05j 0.0025487+0.0263156j -0.0505506-0.00165005j 0.0659334+0.0265558j 0.043539+0.0326613j -0.0278115+0.0435289j 0.0236395-0.0609575j 0.0749509+0.00808329j -0.0513028+0.010242j 0.00346006-0.0196882j -0.083773-0.0405048j 0.0150931-9.46163e-05j 0.00988902-0.00379063j -0.0506298+0.0778546j -0.0152176+0.0473227j 0.00403067+0.0179538j -0.018814-0.0284353j 0.000696281-0.0174477j 0.0123306-0.0214643j 0.0636463+0.0180855j -0.0531159+0.0393624j -0.0539988+0.0195777j 0.0135574+0.00101082j 0.00504683-0.0734409j -0.0145355+0.0320163j -0.0094356-0.0155096j -0.0506364-0.0103709j -0.0385307-0.0351627j 0.0345022+0.00835306j 0.0742058+0.0493243j -0.0459848-0.0531371j -0.00371808-0.0528937j 0.047335-0.00363988j -0.0885384+0.0486549j -0.0517864+0.0512473j -0.0650966+0.003112j 0.0537274-0.0270207j -0.0639576-0.0134258j -0.0334806+0.0434168j 0.00399178-0.0598352j 0.0278006+0.0915049j -0.0144605-0.0373599j 0.0359678+0.00548949j 0.0909289+0.0512426j 0.10313-0.0237269j -0.0100272-0.00890721j -0.0574506+0.0296342j 0.0445323+0.0292018j -0.0156109-0.0269027j 0.0344166+0.0368416j -0.0373174+0.0359755j 0.0376373-0.0129565j 0.0398456-0.0384065j -0.0174717-0.0600465j 0.0178298-0.0344411j -0.0997344+0.0380994j 0.0216889+0.0125506j 0.0879492+0.095786j -0.0504345-0.0114242j -0.0489535-0.0934528j 0.00861119+0.0959271j -0.0182833+0.0850519j 0.023719-0.0447583j 0.00366415-0.00100367j 0.00516811-0.00768337j 0.0238321+0.0206479j 0.0762167+0.112017j 0.0671447-0.085284j -0.269533-0.22144j 
-0.0115826-0.0289633j -0.015751+0.0405902j 0.0488673-0.114813j -0.0384496+0.0336069j -0.0954742+0.0201029j 0.00504095+0.0149081j -0.0323092-0.0573902j 0.0198345+0.0934212j -0.0176765+0.0860046j -0.0136464+0.0395728j -0.0128368+0.0570297j 0.0340987+0.0254424j -0.0383789-0.0484232j -0.0230134-0.0884746j 0.147702+0.0421564j 0.0137537-0.0860934j 0.00729241+0.0331624j 0.0568066-0.0152095j -0.0346588+0.0538371j -0.0478168-0.0383908j -0.00796339-0.0700404j -0.0231793-0.0352101j -0.0166084-0.048067j -0.0228095-0.0626486j 0.101201+0.0202855j 0.00898185-0.00359538j -0.0658536+0.0278243j -0.0263469+0.0039357j 0.0346701+0.0114724j 0.0809314+0.02207j 0.0444075-5.55289e-05j 0.0394981-0.0411218j 0.039828+0.0262685j 0.0749484+0.0492865j 0.0258961-0.0186862j -0.0630685+0.00616002j 0.0216104+0.0415186j -0.00404084-0.0157833j -0.0395926+0.0598514j -0.0140368-0.0282805j 0.0192559+0.0208689j 0.0511079-0.0169354j 0.0440545-0.0549781j 0.0717789-0.129822j 0.0694034-0.0467803j -0.00979852+0.00987832j 0.0173999-0.0335443j -0.0367616+0.0371953j 0.0392077+0.00858643j 0.0469971-0.0398606j -0.00386872+0.000986956j 0.00445565+0.0542931j -0.0165605-0.0519896j -0.017581+0.0452366j 0.0115272-0.0362558j -0.00622404-0.0678951j 0.0270954+0.120736j 0.0496264+0.00102365j -0.0245594-0.067843j 0.0439493-0.0644646j -0.00934281-0.0106107j 0.0398067+0.0398419j 0.0256793+0.0464345j 0.00506867-0.00553027j -0.000107687-0.00451308j -0.00827361-0.0730027j -0.0228852-0.0692711j -0.00439533+0.0377685j 0.0422578+0.0313617j -0.0133915-0.0807859j 
0.0361499-0.0720263j -0.0239569-0.0187741j 0.0555368-0.031525j -0.0745002+0.0436947j -0.106206+0.057145j -0.000343493+0.0599958j -0.0137763-0.0198749j 0.0393871+0.0121365j 0.0141881-0.00916009j -0.0285094-0.00654999j -0.0766112-0.0215884j 0.0139602-0.0794867j 0.0536781+0.0168022j -0.00621691-0.0930775j -0.00302484-0.00410583j -0.0416845+0.0383082j 0.00841351+0.0311612j 0.0783903-0.0508066j 0.0153209+0.0220125j -0.11884+0.00618272j -0.0932159-0.037684j 0.00908248-0.0413675j 0.0351146-0.0271198j 0.0673395-0.016754j -0.0177429+0.0429783j 0.0272896-0.0887279j 0.0205908+0.0227151j -0.0312257+0.00941116j -0.00741475+0.00529807j -0.0152304-0.00712602j -0.00455932+0.00500332j 0.0533575-0.0383134j -0.0527142-0.0050756j -0.023754+0.0268441j -0.0365806+0.067942j 0.0358965-0.0650092j 0.0374351+0.101425j -0.135339+0.0408789j -0.0638335+0.0130347j 0.0214831-0.0705686j -0.124778+0.0653808j 0.0362819+0.0190392j 0.0792911-0.0129123j 0.00248098+0.0320809j 0.114998+0.0401285j 0.00168538+0.0865036j 0.0292296+0.0492399j -0.0419231+0.0165463j 0.00206689-0.0112791j 0.0224538-0.0266168j 0.0313106+0.0314489j 0.0278875+0.045509j -0.0212544-0.0699993j 0.0067324+0.0372741j 0.0156357-0.00672791j -0.0315877-0.0624102j -0.00691136+0.0508469j 0.0234318-0.0126385j 0.0355353+0.0904084j 0.012809-0.141973j -0.0677842-0.0127273j 0.0646889-0.0381369j 0.0435977-0.0572953j -0.0443486-0.0190084j -0.0278223-0.00485718j -0.00458899-0.0500794j -0.0132125+0.0709023j -0.0297688-0.0776854j -0.0118352-0.0326083j -0.0221402-0.0544978j 
-0.0459849+0.00587439j -0.0328416+0.0312501j 0.0251499-0.0546024j 0.0668177+0.0135331j -0.00730151-0.0741438j -0.0186596+0.0499397j -0.00253084+0.0153744j -0.0284719+0.0245159j 0.0433329-0.00788163j -0.0021816-0.01189j -0.0384236+0.114307j 0.00134795+0.0150564j 0.0540787-0.0078171j 0.020037-0.051519j -0.0213117+0.0640978j 0.024574-0.0468902j -0.0117938+0.00616958j -0.0319696-0.000436407j -0.00978985-0.022311j 0.0572574+0.0301919j -0.0106089-0.070887j -0.0329994+0.0149839j -0.0797058+0.00408093j -0.0317491+0.00176244j -0.0420005+0.0135257j -0.0280046+0.00296696j -0.0259839+0.0439672j -0.00911665-0.0292643j 0.0182528-0.012777j -0.0102813+0.0129548j 0.00281504+0.0455677j -0.0199356+0.0285205j 0.000503537-0.00765909j 0.00326356-0.021758j 0.0255335-0.06092j 0.00278629-0.0267721j -0.0106643+0.0372998j 0.036821-0.052237j 0.0224287-0.0356565j 0.053237-0.0921876j -0.0200513+0.0317367j -0.0218812-0.00340099j 0.0596089+0.0160777j 0.046861-0.0213263j 0.0454546-0.0441934j -0.0420663-0.036836j -0.0244619-0.0549358j 0.0068588+0.0839856j -0.00256684+0.00332073j -0.00640412+0.0114908j 0.00306615-0.0198069j -0.00173065-0.00656535j 0.00761296+0.0793054j -0.0210214+0.0265894j 0.0144251-0.0809976j 0.029481+0.0598466j -0.00946195-0.043584j 0.00125617+0.00546074j -0.00232753-0.0257748j -0.0236475-0.0248189j -0.00193162+0.0219463j -0.00222423-0.0716809j -0.0474743-0.0163109j 0.00115028-0.0411382j 0.00338944+0.0108125j 0.000916527+0.0306451j -0.0493549-0.0425726j -0.0397226+0.0272084j -0.0271014-0.0566228j -0.0280689-0.00728744j 
-0.0980537+0.0503057j 0.0127285+0.0535095j -0.00924845-0.0702243j 0.0951033-0.0774048j 0.0607948+0.0641618j 0.00976771+0.0253792j 0.00987561-0.0379119j -0.0321464+0.0459437j 0.0028837+0.0346169j 0.0377055-0.0236192j 0.0173179+0.0443834j -0.0523222+0.0428869j -0.0932208+0.0734566j -0.107401+0.0689067j 0.0448459-0.029913j -0.0405384-0.0719561j 0.00827755-0.0358013j 0.035253+0.00509224j 0.0262172+0.0386118j -0.0791488+0.00436902j 0.121999-0.061457j 0.0692138+0.00916977j -0.029605+0.0773384j 0.00919123+0.0662455j 0.0206769-0.0675343j 0.00582355+0.0157162j -0.0605421-0.0115974j -0.0109128-0.0110003j 0.0511574+0.0322348j -0.022402-0.0208718j 0.0261913+0.00735724j -0.0139515-0.0916818j -0.0538267+0.0346278j -0.0670978-0.0170225j 0.00172535-0.138147j 0.0132279-0.0513113j 0.0584613-0.0194582j 0.0293599-0.0272957j -0.0330257+0.0321034j 0.0222486-0.0327657j 0.0166834+0.0335031j -0.0371905-0.0443563j 0.0615398-0.0874931j 0.0974424-0.0782255j 0.114463+0.0174489j -0.03769-0.15073j 0.0420766+0.0329487j -0.0374399-0.0983306j 0.0095+0.0230133j -0.0179097+0.0331568j 0.00725778+0.0370952j -0.0251488+0.0175303j 0.0358551+0.00861177j -0.0160678-0.0305415j 0.00276227+0.00878657j 0.0106152+0.016623j -0.0242802-0.00774394j 0.0563122-0.00185173j 0.12815+0.0296015j 0.0293174+0.00307196j -0.0444089-0.0250399j 0.0814867+0.0377629j -0.100873+0.018136j 0.0116602+0.0106169j 0.0282095+0.00478173j 0.00168917-0.00583579j 0.0356164+0.0604087j -0.0793384+0.0658645j 0.0618665-0.0462782j -0.0882855-0.0168173j 
-0.0764063-0.0034967j -0.109708+0.0796147j 0.0987577-0.153043j 0.160871-0.0538374j 0.0110092+0.00934915j -0.0611378+0.0967117j 0.0412438+0.00485856j -0.0940929+0.056117j 0.0326644+0.0017016j 0.0363573-0.0432931j -0.0539326+0.271224j -0.074883+0.0299259j -0.00170415-0.0358821j -0.0738502-0.0180742j 0.0424458-0.00745291j -0.117349-0.045517j 0.0118142-0.00689543j -0.00070957+0.00293532j 0.0514921+0.0400007j 0.0016001+0.038257j -0.0690947-0.0956752j 0.0257295-0.0748852j -0.0750969-0.030091j 0.014156+0.0282238j -0.0774194+0.0261868j 0.0751492-0.0189848j -0.0313917+0.0308431j -0.0558667-0.00877258j 0.0111791-0.0540254j -0.0393952+0.0384331j 0.0259594+0.0841574j -0.0126787-0.0683505j 0.0275116-0.0321949j 0.00503631-0.00882047j 0.11255-0.153593j 0.0556914+0.00981173j 0.00831528-0.0237423j 0.0757696-0.158214j 0.0363509-0.0346029j 0.0560549+0.0129232j -0.0608851+0.114424j 0.0189567+0.0729939j 0.0841931+0.012492j -0.0475525-0.0170694j 0.049008-0.0446192j -0.0532959-0.0731101j -0.00279997-0.0237816j -0.142742-0.0139018j -0.00593511+0.0551276j -0.0230289+0.0266585j 0.035649+0.00688243j 0.0521119+0.0136237j 0.0506342+0.0321875j -0.0252114+0.00782843j 0.0165672-0.0287392j -0.0122175+0.0173801j 0.0446972+0.0675301j 0.0164124-0.0101268j -0.0311248-0.080473j 0.0341193+0.0736386j 0.014511+0.0286259j -0.00883537+0.006538j 0.0690216+0.0491103j 0.0199338-0.118575j 0.0144922+0.0145998j -0.00441909+0.0108205j -0.0258977+0.0321845j 0.0122602+0.113648j -0.00154013-0.00259406j 0.110543+0.0141599j 
0.0401713-0.0108803j -0.0289642-0.0203078j 0.0833567+0.0361111j -0.00721735+0.0590524j -0.0712248+0.0457232j 0.0419988+0.050849j -0.0374269+0.0316105j 0.0876428-0.0200235j -0.086208-0.0168674j -0.0640686-0.045173j -0.0683802+0.0171313j 0.0110481-0.0302827j -0.022608-0.137476j 0.10189-0.0397017j 0.0957824-0.00446555j -0.0341815-0.0134956j 0.00222453-0.0473284j -0.0458269-0.017886j 0.00330193+0.01925j 0.012295+0.012469j 0.0155484-0.0115514j -0.00702586-0.0225941j -0.0299709-0.0361977j 0.036935-0.0578203j -0.117173+0.043158j -0.0218313+0.00805705j 0.0338952+0.0317412j -0.00567289+0.0132801j 0.0295799-0.0207331j 0.0154206-0.00125369j 0.0430143-0.0228843j 0.0216793+0.0828211j 0.00452172-0.0487418j 0.0242322+0.0375449j -0.0156456+0.0137029j 0.0440736+0.0393043j -0.063096+0.00246847j 0.0161243-0.0679216j -0.00106452-0.0514814j 0.0560859+0.0255829j 0.00441843+0.00220769j 0.0174227+0.0542011j -0.0288408+0.0689951j -0.0811827+0.0601304j 0.0241128+0.0244027j -0.0393549+0.17603j 0.0177481+0.0725146j -0.0416291+0.0626902j 0.0446527+0.0125877j 0.0217537+0.00589469j -0.0421947-0.0201494j 0.00603192-0.0112142j -0.0101638-0.00747283j 0.0066889+0.00924127j -0.00869702-0.0485841j -0.0242366-0.00207328j -0.006939-0.010456j -0.0259252+0.0292153j -0.0481852-0.0229126j -0.0150179+0.0089259j 0.00881154-0.0359669j -0.0107614-0.0601528j 0.0743065+0.068526j -0.0182816-0.0545157j 0.00484516+0.00777875j 0.00130304+0.00295439j 0.0513858-0.0273134j 0.0531353+0.00879874j -0.0243758+0.0109494j 0.0500826-0.0114708j 
0.114974-0.0765914j -0.0347377+0.0349909j 0.10391+0.0234222j -0.0831767+0.137075j -0.0507482-0.0447394j -0.0740345+0.0142176j 0.00132352+0.0256761j 0.0472336-0.0344466j -0.00636898+0.0145358j -0.0190589+0.0457974j 0.050617-0.000827622j -0.00668682-0.0612162j 0.0617623-0.0113229j -0.000615864-0.0351301j -0.0498352+0.0358667j 0.0178485+0.026383j 0.0145535-0.0103449j 0.0247385-0.00599087j 0.0287982-0.0854995j -0.0114859-0.0176392j -0.0635828+0.0595679j -0.0111317-0.00708529j 0.0119895-0.0332021j 0.0130412-0.0410755j 0.00250819+0.0636063j 0.0535661-0.0323127j -0.0262576+0.0146994j -0.0243897-0.0111217j 0.020033-0.0416986j 0.0301299+0.0063932j -0.00345027-0.00697317j 0.0167981+0.0366176j 0.0271618-0.00320256j 0.0519815+0.0127746j 0.0357129+0.0284282j -0.0265144+0.0136205j -0.00422996-0.012525j -0.0132961+0.0261985j 0.0159222-0.0144515j -0.060218-0.00752258j -0.00201206-0.00746575j 0.050328+0.014683j -0.0260833-0.0210082j -0.0211701+0.00545647j -0.0570393-0.0636341j -0.043892+0.0973813j -0.0451536-0.0217218j 0.0278296+0.0899388j -0.0112777+0.0131171j 0.0234014-0.0234685j 0.0175728+0.00632909j 0.0135318-0.019913j -0.023876-0.0196687j 0.019893+0.0301331j 0.00757778-0.0624374j -0.00670445-0.0204186j 0.00703771+0.0440472j -0.0280083-0.0103506j -0.0308763+0.00430875j 0.00131644-0.0610483j 0.019709-0.0244695j -0.0289173-0.0047227j 0.0223936+0.0311171j 0.00291856-0.0322134j 0.0506241+0.00249457j -0.00823845-0.0466957j -0.0319029+0.0284959j 0.0429673-0.00160854j -0.0368953+0.021035j -0.0174531-0.0299507j 
0.0721262-0.0135544j 0.0424433-0.0496324j -0.01635+0.0716027j -0.028073+0.00639631j -0.0135992+0.0065741j 0.04308-0.0556416j -0.0182267+0.0165301j 0.0647698-0.00888412j -0.0789387-0.00422478j -0.0696895-0.0260345j 0.00149523-0.017864j -0.039943-0.0176834j -0.00732271-0.0191518j 0.0151817-0.0447617j 0.0168157-0.0103999j -0.0142518+0.0303249j -0.0275624+0.00425474j -0.0225409-0.0216235j -0.0617997+0.00729086j -0.0399659-0.0280549j 0.0272258+0.0332176j 0.0292471+0.00754014j -0.00838698-0.0338345j -0.0211347-0.00472792j 0.0589406+0.00315239j -0.0242695-0.00163367j -0.00423615-0.00787818j -0.0236299+0.0106633j -0.019367+0.0102051j -0.0275823+0.00681702j 0.0143511-0.0331273j -0.024371+0.0397698j 0.0283202-0.0177405j 0.00345236+0.00179749j 0.0093227-0.012397j -0.0382093+0.00756997j -0.0399407+0.000803536j 0.0112401-0.013383j -0.00334816-0.0248643j -0.0311189+0.0213329j 0.0538853-0.0261153j -0.0288345-0.0144957j -0.0634842+0.0144824j 0.0123759+0.00294909j -0.058942-0.0178832j 0.00223653+0.0430634j 0.0226121+0.0464238j 0.0346079+0.0042777j 0.0120118-0.0327773j 0.0134847-0.00472153j -0.00200613+0.00264265j 0.000230569-0.0335099j -0.00557796-0.0129771j 0.0152297-0.0153543j 0.00825084-0.00700086j -0.0146505-0.0264105j -0.0115-0.0186199j -0.0362545+0.0121094j 0.00722216-0.0106998j -0.00299456+0.0264196j -0.0162577-0.0260083j -0.0407158-0.00207063j -0.0283689+0.0119569j -0.010626+0.00751257j -0.0206524+0.00582706j 0.00134021-0.00723531j 0.0269553+0.0563705j 0.0246248-0.0252221j -0.0161654-0.0107885j -0.0035538+0.0268617j 
-0.0041711+0.00284477j 0.00277471+0.00210562j -0.000326253+0.00175239j 0.00101845-0.0123587j -0.0185006-0.0076662j 0.0156077-0.00214644j -0.0194839-0.0288777j 0.0117389+0.0174116j -0.0177982-0.00229565j 0.011922+0.0192535j 0.0132627+0.0173328j 0.00103044+0.0128746j 0.0121148-0.00554592j -0.00168618+0.00363078j -0.00294752-0.000364363j 0.0161211+0.00723715j -0.0155305+0.00577369j 0.00125689+0.0124092j -0.00184351+0.00129677j 0.0365825+0.00377553j 0.0137438-0.0107334j -0.0262834+0.0120758j -0.000364683+0.0166488j -0.00198455+0.00457705j 0.00824388-0.000441133j -0.00968285-0.00620703j -0.00292928-0.00642208j 0.0132194+0.0187707j -0.00973756-0.0217425j 0.0178462+0.00671931j -0.00665674+0.022287j -0.00531278-0.0126165j 0.0446304+0.0185973j -0.00147787-0.00511325j 0.0134365+0.00992396j 0.00302651+0.00295464j 0.00338536+0.00513154j -0.0189801-0.0257165j 0.0156733+0.00311595j -0.0119-0.015585j -0.0150962-0.00506242j -0.00431951-4.85687e-05j -0.00145735-0.00287236j 0.0101485-0.0084224j -0.0157278+0.0042077j 0.000860856-0.00653097j -0.0366796-0.0447864j 0.0183211+0.00763025j -0.00377096+0.00664409j 0.00439683+0.00644547j -0.0230951-0.00217274j -0.00459104-0.0110105j -0.0133493+0.0134271j -0.00506074-0.0080831j -0.0150419+0.00748154j -0.00585265-0.00218629j -0.000269218+0.007069j -0.0409375-0.00103871j 0.00912216-0.00868748j 0.0114138-0.00318907j 0.000828891+0.0155487j 0.00102529-0.0057862j -0.0083056-0.00196021j -0.00409104+0.00184033j -0.00431918+0.0165404j 0.00753861+0.0184769j -0.025988-0.0605734j 0.000311853-0.0049126j -0.00414506-0.00315541j 0.00420474+0.00219461j 
0.0169334-0.00453349j -0.0139132-0.0100389j 0.0217271+7.27438e-05j 0.00490925+0.0208165j -0.0150707-0.0170185j -0.0271703+0.0130872j -0.0352733+0.0217477j 0.021819-0.0148914j 0.0194574-0.00563861j -0.032813-0.0155531j -0.0088506+0.0142945j 0.0137762-0.015069j 0.014151-0.0337924j 0.0106268-0.0136827j -0.00912786-0.0159389j -0.00434439-0.00199193j 0.00326635-0.00932548j -0.0187137-0.00953019j -0.00371672+0.0184402j -0.00763479+0.0240379j -0.00473628+0.0229552j -0.00502941-0.0126544j -0.0165714+0.019312j 0.0165251-0.00774226j -0.0531928+0.0221045j 0.00147762+0.0213322j 0.00488328-0.0098919j -0.00780342+0.0339141j 0.00177598-0.0192637j 0.00235828+0.0173278j 0.00112677-0.00492195j 0.00737418+0.0237392j 0.00269261-0.0201633j -0.0176044-0.000991486j 0.00971332+0.0130989j -0.0300619+0.0390032j -0.0218833-0.011834j -0.00688489-0.0172889j 0.00912696-0.0149671j -0.00201058+0.0151874j 0.00447739-0.0229143j 0.00173183+0.0217992j -0.00396244+0.00751127j -0.0176054+0.027027j -0.0183215-0.00364931j -0.0262327+0.0268043j 0.000247072+0.00731304j -0.00115496-0.00242451j 0.00550186-0.00338407j -0.0114008+0.0187848j -0.00328552-0.00488122j -0.0172066+0.00175786j 0.00496261+0.0298827j -0.00781348+0.00762885j 0.0121235-0.042674j -0.0154383-0.00541081j 0.0227283-0.00850083j 0.000576221+0.0161973j -0.0282685+0.0252403j -0.0115469-0.0241579j 0.00375187-0.0164743j -0.00953109-0.00665026j 0.0264739+0.0104098j -0.00324084-0.0214431j 0.0161573-0.00508536j 0.00279474+0.0167819j 0.00474263+0.00546258j 0.00990407-0.000810167j -0.0232129-0.0248023j -0.00571737-0.0136353j 
0.0221058-0.0126542j 0.0102155+0.00239224j 0.0142974+0.0119618j -0.0108124+0.00595775j 0.0140148-0.00491337j -0.000909685-0.00327648j 0.0177931+0.0133056j 0.0208147+0.030182j -0.00508153-0.00208773j 0.00314303+0.0159169j 0.0190869+0.00404095j -0.00736865-0.0113858j -0.0261048+0.0253219j -0.00981235-0.000789793j -0.00878647-0.0114693j -0.0144878+0.0125717j -0.0133376-0.000704888j 0.0210128+0.00518645j -0.00936984+0.0286232j -0.0227447-0.000668274j -0.0147099+0.0248192j 0.00543949+0.0245957j 0.0144324+0.0158393j -0.00207938-0.00864956j 0.0341186+0.00260819j 0.0156369-0.0135748j -0.0133376+0.0248272j -0.00733497+0.0274676j -0.0207797+0.00510155j 0.0295726-0.0285006j -0.00554828+0.00413041j 0.018449+0.00743817j 0.0146707+0.00409759j -0.0024084-0.013233j -0.00430664+0.0067414j -0.0514626-0.00283519j 0.000229353+0.0072887j -0.00592589-0.0163904j 0.00697944+0.00418163j 0.00605443+0.000157123j 0.00555818-0.00412297j -0.00906839+0.00915361j -0.00534503-0.0179135j -0.00157963+0.000126744j 0.0111676+0.00459093j 0.0222815-0.020166j 0.00873822+0.0178085j -0.00533044+0.00727199j -0.00628833+0.00367697j 0.0337404+0.0281591j 0.0176756-0.0098392j 0.000166871-0.0118726j 0.00299264+0.0141784j -0.007642-0.00305298j 0.00242288+0.0214435j 0.00297389-0.00100294j 0.00187631+0.0201139j -0.0027851+0.000469855j 0.000461986+0.000863497j 0.004519+0.00997528j -0.00659981-0.00218247j -0.0112019-0.0109543j -0.00466108-0.00242398j -0.000436694+0.00179776j -5.84244e-05+0.00616836j 0.0189921+0.0693089j 0.00934325+0.0365382j 0.00137534-0.00411639j 0.00402489+0.0101195j 0.00176463+0.00302307j 
-0.0147832-0.00369274j -0.0103087+0.00239614j -0.00605218-0.0138323j -0.0128446+0.0067103j 0.00985233-0.0109901j -0.00904917+0.0110054j -0.0274773-0.0158189j -0.024874-0.0127347j 0.00882096-0.0110481j 0.0198096+0.0051991j -0.0227469+0.00214923j 0.0198402-0.0155898j 0.00120085-0.0128552j 0.00583404+0.00381613j 0.0103783+0.00237807j 0.0134782+0.0122915j 0.0306889+0.0149701j 0.00213093-0.00021837j 0.0102754-0.0136285j 0.0169467+0.00711878j -0.021636+0.0115006j 0.00184404-0.0181848j 0.0156037+0.00847278j 0.0231512+0.00773704j -0.0274801+0.0027755j -0.0154896+0.0123879j -0.0105561-0.00748679j 0.00661227-0.00266369j -0.0126315-0.0210506j -0.00479855+0.0029692j 0.00912878-0.0104723j -0.0106317+0.0156725j -0.0130436-0.0012467j -0.00274333+0.0163859j 0.00829543+0.00826608j 0.00419522-0.00161388j 0.00721499-0.00664429j -0.014318+0.00810991j 0.00946907+0.0186781j 0.00683059-0.0118337j -0.00115115-0.00401064j 0.0109834-0.00766013j -0.0062053-0.0179463j -0.0196885+0.00122128j 0.0165226+0.0101434j -0.00370858+0.0239234j 0.00842735+0.00446802j -0.00812285+0.00545488j 0.0056595+0.00122192j -0.0245521-0.0290273j 0.02631+0.00760814j -0.0218199+0.00313118j -0.0114588+0.00912068j -0.0209315+0.00346763j -0.015835-0.00613496j 0.00241878-0.00554569j 0.00470782-0.00546281j -0.0124509+0.0089071j -0.000376458+0.00922564j 0.00317238-0.0165702j 0.00280499+0.00403574j 0.00205419+0.00487919j 0.0186571-0.003014j 0.00785059+0.0003661j -0.00887976+0.0319766j -0.00629664-0.062139j -0.00383008+0.0275927j -0.00364538+0.0113667j -0.0032382+0.000977429j 0.000282082-0.00265599j 
-0.0195694+0.000270852j 0.000608698-0.0203206j -0.0519466-0.0226918j -0.0503915+0.00837873j -0.0337195+0.0115125j 0.0161857-0.0299622j -0.0265156-0.0402848j -0.0699139-0.0711866j -0.00424235-0.00918615j 0.0322121-0.0399354j -0.0599098-0.0127762j 0.0122214-0.0305205j 0.0248751-0.0156873j 0.0122402+0.00251327j -0.0189302-0.0299341j 0.0122979-0.00563341j 0.0611608+0.0810449j -0.0195373+0.00605055j 0.0129779-0.108153j 0.0400845-0.00550291j 0.0348533+0.00897478j 0.00221613-0.124995j 0.0477968-0.0716425j -0.0169911+0.0625384j -0.00353998+0.000607695j -0.0667911+0.0297623j 0.0691678-0.0190762j 0.0338345-0.0651496j -0.00801206-0.0780748j -0.0639841-0.0614737j -0.034684-0.0572266j -0.0350297-0.0628648j -0.00555642-0.0630804j -0.0392836+0.0678719j 0.00110235-0.0372711j 0.0496069+0.0545792j 0.0289476-0.0403803j -0.0561362+0.0491599j -0.00108365+0.100676j 0.0448217-0.0599866j -0.04842-0.012816j 0.0393398-0.0503659j -0.0274317+0.0272866j -0.0273302-0.0157724j -0.0236038+0.0450661j -0.00181187+0.00961177j 0.0348148-0.00843605j 0.0311485-0.00542916j 0.0359142+0.0208369j -0.158501-0.0789175j 0.0519905+0.0258509j 0.00858677+0.00952374j -0.0536648-0.0600499j 0.0680657+0.00401402j -0.0222345-0.0243047j 0.0334718+0.00400367j -0.0586177-0.00615203j -0.0434013-0.00955755j -0.0260591-0.0155658j 0.0238787+0.005528j -0.00827119+0.000216919j -0.00999961-0.00917826j 0.00256436-0.0151253j 0.00793984+0.00603911j 0.0145142-0.0438159j 0.0234423-0.496213j -0.00487307+0.0186637j -0.00544558-0.00961145j -0.00858277+0.00190296j 0.00700541+0.00396269j 
-0.0185787+0.00968155j 0.0104468-0.0100224j -0.0229849-0.0111294j -0.0351357-0.0049733j -0.0168944+0.00416386j 0.017038-0.0130444j -0.0244499-0.0168037j -0.0606083-0.0467206j -0.011704-0.0256945j -0.00240257-0.024764j -0.0357748+0.00581241j -0.0108728-0.0161089j 0.00181418-0.00623354j -0.00974701+0.0157055j 0.0140932-0.0164021j 0.00783699+9.53689e-05j 0.0356985+0.0461079j -0.00894169+0.0189645j 0.0231349-0.0709391j 0.045179-0.00464335j 0.020419-0.00624399j 0.0315812-0.0991212j 0.0397562-0.0475582j -0.0111727+0.0365858j -0.0418677-0.0139025j -0.0914449+0.0263827j 0.0405707-0.0110224j 0.052827-0.0441838j -0.0317001-0.0713276j -0.0688275-0.0400246j -0.0247596-0.0514165j -0.0316228-0.0562065j -0.0212337-0.0432947j -0.0540476+0.0764927j -0.0179005-0.0446203j 0.0650393+0.0321816j 0.0280702-0.012195j -0.0298296+0.0342493j -0.00854822+0.0781883j 0.0130967-0.0437099j -0.0201221+0.0133468j 0.0225467-0.0204881j -0.0106557+0.00265742j -0.00621203-0.0209828j 0.000517156+0.0152692j -0.0123275+0.0248284j 0.00648335+0.0182993j 0.0106174+0.00576291j 0.0343701+0.00794096j -0.121657-0.0680876j 0.0727755-0.0144758j 0.00150539+0.0185213j -0.0337018-0.0238181j 0.0629662+0.0190385j -0.0106041+0.00240169j 0.0375043-7.87727e-05j -0.0585201-0.0118225j -0.0197271+0.0150988j -0.00891383-0.00871829j 0.0170354+0.00522797j -0.00875453+0.0109553j 0.014766+0.0189381j -0.00324422-0.0053658j 0.00299567+0.00639773j -0.0208763-0.0328881j 0.022412-0.371081j 0.00693295-0.0238197j -0.00200753-0.0118434j 0.00616588-0.00610788j 0.000792098-0.00138699j 
