-0.0478419-0.0320972j -0.0343334-0.0289253j -0.0169356-0.0612952j -0.000752368+0.0434692j -0.00231308-0.0175615j -0.044387-0.0353586j -0.00286827+0.00940666j 0.0211944-0.0609601j 0.0452248-0.000916069j -0.00532475+0.00739095j -0.0337347-0.059442j -0.0423738-0.060045j 0.011123+0.0265002j -0.0374444-0.0184748j -0.0497898+0.035181j -0.0417843-0.0132338j 0.0174229-0.0339043j -0.0344261+0.0667087j -0.0521194-0.0562089j 0.0107931+0.00201982j -0.000373624+0.00775658j -0.0199338+0.0205748j -0.00681237+0.0127854j -0.00878105+0.0855303j -0.00706631-0.00328846j 0.0108194+0.0399022j 0.0294114+0.0386227j 0.019216-0.0062106j -0.00748426+0.0349027j -0.0267614-0.00477509j -0.0347055-0.00471909j -0.0126573-0.0073449j -0.0155864-0.0302948j -0.0402273-0.0281311j -0.0140772-0.0196184j 0.00803323+0.0195109j 0.00733185+0.0723985j -0.00400036-0.00999291j -0.0435107+0.0187746j -0.023048+0.00532847j 0.0230784+0.0232089j -0.0116235+0.0229493j 0.0187344-0.0286357j 0.0319652+0.0195713j -0.0111728-0.0320952j 0.0154771+0.0489049j -0.00726136-0.00189234j -0.0137706-0.0494327j 0.0209849+0.0196147j -0.0186708+0.0108201j -0.044691-0.0027192j 0.026372+0.0237961j 0.00894003+0.0391424j 0.00241489+0.0173632j 0.0124758-0.0212113j 8.43493e-05+0.00537149j -0.0461518-0.0614772j 0.0111196-0.0156488j -0.011971+0.00720167j 0.012287-0.0193017j 0.0330963-0.0115444j 0.0393808-0.00943419j 0.0137819-0.028896j 0.0176298-0.00948348j -0.0211923-0.00929129j 0.0684604-0.0378407j 0.0776428+0.0375029j -0.092565-0.0130149j -0.0122692+0.0122569j -0.0370772+0.0822625j 0.00088994+0.0143855j 0.0311224+0.00507955j -0.101046-0.0641372j -0.023875-0.0074834j 0.051073+0.185362j -0.0640235-0.0880195j -0.119807+0.0377842j 0.120873-0.0606181j -0.178335-0.11602j -0.0502162+0.06357j 0.0922541-0.0133754j 0.0372697+0.0733654j -0.0402613-0.107623j -0.0822076-0.0508975j -0.101205+0.0681683j 0.144212-0.0725388j 0.000569827-0.0524352j 0.0588059+0.010987j -0.0310722-0.00493261j 0.132395-0.0150711j 0.0487872+0.0782127j -0.0621033+0.0399168j -0.0789607+0.131335j 0.00163262-0.028588j -0.173043-0.121236j 0.107215-0.0524833j 0.00914123+0.0337735j 0.0919065-0.114645j 
-0.0065271-0.0201736j -0.00322559+0.00395004j -0.0250257+0.00658481j -0.00562371-0.00555651j -0.0121898-0.0230817j -0.0195882+0.0254277j -0.00173678+0.0422625j -0.0117726-0.0211823j -0.0374586+0.0470435j -0.00536835-0.0590407j 0.00923742+0.00633709j -0.0452976-0.0378727j -0.0080852-0.038724j -0.0160883-0.014512j -0.0496366+0.0288662j -0.00480348+0.0166045j -0.0694006-0.00614507j 0.0487005-0.0181722j 0.0114753+0.0506806j -0.0744675-0.0159809j 0.0231464+0.0275398j -0.0242267-0.0130907j 0.0947826-0.00345136j 0.022685+0.110243j 0.0335954-0.00898114j 0.122009+0.0342874j 0.0425643-0.153726j -0.0316814-0.0250212j 0.057316+0.0709172j 0.0592043-0.0273058j -0.0317825+0.0987012j 0.195596-0.0475054j -0.13338-0.0537876j 0.019468+0.0688848j -0.0785375-0.00601956j -0.037136-0.0638024j -0.0791697+0.0311637j -0.0240158-0.109495j -0.155851+0.0715106j 0.0100057+0.097245j 0.143425-0.125824j 0.135596+0.13491j -0.0629166+0.0372296j -0.00968226+0.0318104j -0.158519-0.0600565j 0.121425+0.0453531j 0.055053+0.129206j 0.0994321-0.0910543j -0.025249+0.0860332j 0.0657923+0.0174205j -0.133921+0.124247j 0.00319095+0.031171j -0.0431527-0.0298705j -0.0182554+0.0272851j -0.0806456+0.063376j -0.0291223-0.0748427j -0.0568597+0.0030725j 0.114566-0.092657j -0.0660297+0.0821881j -0.0363674+0.0280642j -0.0497231+0.000611236j 0.0661985+0.0548938j 0.0201002+0.030314j -0.0229585+0.00522701j -0.0790035-0.0248615j 0.0037194+0.021533j 0.0289884-0.0756336j 0.0317047-0.021299j 0.00477814+0.0122255j -0.0468881-0.0409374j -0.0495508-0.0050356j -0.00238956-0.0065948j 0.0566473-0.0789524j 0.0567947-0.0131981j 0.0509294+0.0637671j 0.00863915-0.000459394j -0.0165667+0.0186609j 0.0286662+0.00286538j 0.0324311-0.0190924j -0.0303702-0.0291578j -0.00023921-0.0469952j 0.0108998+0.00574001j -0.0156247+0.00804938j -0.0370017-0.0144398j -0.00910635+0.00184678j 0.0176355-0.0469659j -0.0127548-0.00136432j -0.00745603+0.0253741j -0.00997616+0.0072701j -0.0143008-0.0315349j -0.0145047+0.0270063j 0.00657476-0.00118054j -0.0457194+0.00271115j 0.0135678-0.0109284j 0.00652565-0.017708j -0.00394682-0.0261967j -0.00591495+0.000382664j -0.00139219-0.00993228j 
-0.0132652-0.0160556j -0.0129451+0.000109123j 0.0022721+0.00261871j 0.0110138-0.0177565j 0.0178488-0.00549537j -0.026479+0.0354158j -0.0265575+0.0555669j -0.00430017-0.0145536j -0.0504685+0.00484504j -0.0353079-0.0431839j 0.0666521-0.0392326j -0.0336035-0.00512613j -0.0300184-0.00588791j -0.0494946-0.0232338j 0.0236247-0.04247j -0.008435+0.0313817j 0.0302926-0.0127858j -0.0188902-0.0172322j -0.0226929+0.0665442j 0.0413147-0.00301368j -0.0695941-0.00317822j 0.00732961+0.080617j 0.0417689-0.0250507j 0.0658988+0.0660049j 0.181531-0.0786197j 0.0809979+0.0397596j -0.0867027+0.0208238j 0.00789352+0.125051j 0.159827+0.06378j 0.00796927-0.0350492j 0.0603151-0.0785878j 0.126284-0.0544806j 0.215728+0.000250039j 0.138863+0.0407213j -0.0385265+0.0274901j 0.0415833-0.0413973j 0.00534682-0.0588385j -0.152088+0.10856j 0.00524251+0.14754j -0.0461781-0.00111254j 0.00471539+0.0424557j 0.0177561-0.0694601j -0.0281475+0.070801j 0.0592863-0.000281741j -0.0441491+0.0196772j 0.0780722-0.00374719j -0.0819833-0.0489678j -0.00208515+0.0273705j 0.0959263+0.0382604j -0.065248+0.0475555j -0.0527579-0.0203248j 0.0113079+0.0167539j 0.0933192-0.0719989j -0.0886066+0.0496932j -0.0501893+0.105136j -0.0743871+0.0111712j -0.0686161+0.109743j -0.021654+0.0122638j -0.0323099+0.0333533j -0.0174581-0.0358744j -0.00353067+0.00779238j -0.00346509-0.0396952j -0.0207553+0.0577194j -0.0386858-0.00979824j -0.0702966+0.00795619j -0.0208112-0.0112721j 0.0121283+0.0067589j 0.0364174-0.0252118j -0.0661684+0.00196337j -0.0871903-0.0442255j -0.0192742+0.00626006j -0.00163123+0.00989844j 0.0495931+0.0171001j 0.00488838-0.037065j -0.037276-0.0264066j 0.00500438+0.0226284j 0.00761413-0.0155373j 0.00349185+0.0105881j 0.0121255+0.0179212j -0.0110803-0.0449703j -0.00769726+0.00726485j 0.00175456+0.00202971j -0.0252246+0.00283143j -0.00680192+0.0268942j 0.000377135-0.0280679j 0.00944031-0.0426433j -0.0244694+0.014921j -0.00244483+0.000436478j -0.0118989+0.0186644j -0.0515859-0.0154534j -0.0195243-0.00605662j -0.0013963+0.00871956j -0.0378701-0.0229776j 0.0141878+0.00980868j 0.0221807+0.0134627j 0.00486122+0.00349007j 0.000355105-0.0185185j 0.00254247+0.00438156j 
0.0274614+0.00839584j -0.0182645-0.0339626j -0.0169014-0.0144759j 0.0126499+0.0264122j 0.0121751-0.0130658j 0.0117246-0.015505j -0.0245808-0.0446065j 0.0255633+0.003026j -0.0373493-0.017377j -0.0466613-0.0342517j -0.0216691+0.00556244j -0.0201086+0.0160725j 0.050844+0.0220816j 0.0127507+0.0206308j 0.0542178+0.0131071j -0.0112822+0.0143087j -0.00399878+0.119385j 0.0328414+0.0120396j -0.000592034-0.0512155j -0.048332-0.0332567j -0.0340033-0.0610754j -0.0668925-0.0459209j 0.00380962-0.108664j -0.0685142-0.0563164j 0.0790051-0.0512327j -0.0640428-0.0520203j -0.00630487-0.0532716j 0.0476309-0.155011j 0.0430173-0.0323858j -0.0448855-0.0215673j -0.10339-0.00126322j -0.0146249-0.113854j -0.154945+0.0921449j 0.026728-0.114209j -0.0430773-0.0420699j 0.0308727-0.0829302j -0.018631-0.0571919j 0.0205309+0.0902589j 0.16117+0.168292j -0.0339469+0.276234j 0.0206374+0.0359469j -0.0525825+0.0548015j -0.0103073+0.0502028j -0.025203+0.0779677j -0.0104476-0.0479087j -0.147456+0.035309j 0.0215731+0.0465281j 0.0257591-0.056532j -0.0775101-0.00751338j 0.066655+0.0751413j 0.0745376+0.106715j -0.0350802+0.0944725j 0.045161+0.0923181j 0.038219+0.0674848j -0.0216004+0.0319964j -0.0247724+0.024972j -0.104004+0.0293205j -0.00756585-0.037914j 0.0757498+0.048998j -0.0360672-0.0224008j 0.0635714-0.0211958j -0.0384589+0.0224056j 0.0369152-0.0346702j 0.0096665+0.0120453j 0.0104965-0.00765239j 0.00380621+0.0129565j 0.00181072-0.0405912j 0.0234516-0.0262161j 0.0607457+0.000985753j 0.0139607+0.0617914j 0.0134148+0.00700835j -0.0792897-0.0398214j -0.00746136-0.0320869j -0.0588321-0.0283109j -0.0310005-0.0152693j 0.0421572+0.0133214j 0.0335016-0.00595123j -0.00130482+0.00452038j 0.052583-0.0356712j 0.0435021-0.00930742j -0.0437175-0.00710094j 0.0288144-0.00673473j -0.0217872+0.0490972j 0.0145912-0.0207096j -0.0209163+0.00336836j -0.00471518+0.0696125j 0.0180559+0.0204652j 0.0532488+0.0151492j 0.0232624+0.0203513j -0.0169909+0.0250711j 0.00382539+0.00548245j 0.0115402+0.00595597j 0.0168027+0.0286077j 0.0237453-0.0131042j 0.00438998-0.00873204j -0.0271575+0.0023348j -0.00109167+0.037279j -0.0113094+0.0289929j 
0.0107942-0.0108337j 0.0163428+0.00998018j -0.0439017-0.0114663j -0.0239182+0.0117717j 0.0166835-0.021778j -0.0184853-0.0135094j 0.0127076+0.0110549j 0.0587339-0.0481314j -0.0020777+0.0173788j 0.0396885-0.0154008j 0.038107-0.0101177j 0.000294747-0.0313836j -0.0387946-0.0335857j 0.0150353+0.0412176j -0.0421488-0.0641304j 0.10245-0.0627314j -0.0815912+0.00121263j 0.017305-0.0749586j -0.060866+0.0338898j -0.0134329+0.0016659j 0.00210799-0.0384143j -0.112568+0.0356225j 0.0821035+0.0401961j -0.0573665+0.0248161j -0.0284101+0.106355j -0.116737+0.0896641j -0.0890303+0.133289j 0.0584481+0.0322803j 0.0208334+0.0281842j -0.0159599-0.0949172j 0.0101425-0.0747951j -0.0224647-0.0143433j -0.0399547-0.125865j -0.0480521+0.0173602j -0.0840139-0.0113333j 0.0700885-0.111228j 0.132108-0.0198308j 0.0366779-0.153734j 0.00442754+0.105637j 0.053721-0.180999j -0.0640332+0.0124166j -0.0285151-0.0717299j 0.0297194+0.051854j -0.0515228-0.0418551j 0.0822363+0.0404226j 0.032356+0.00338969j 0.0646799-0.0397997j 0.0343033-0.00962756j -0.0509272-0.0581043j 0.052622+0.0144631j -0.0373499-0.0394009j -0.00873457-0.0373375j -0.0109124-0.0459803j -0.0555701-0.0451481j -0.0174778+0.0675451j -0.0698716-0.0684997j 0.0104429-0.0621655j -0.0297795-0.00721883j 0.0260378+0.0123265j 0.0456049-0.0501785j 0.00973868-0.0117762j -0.0953311-0.0668288j 0.0338954-0.00287236j 0.000588724+0.0401521j -0.0435452-0.0533067j 0.0326697+0.0292377j -0.028603+0.0791307j -0.0383625-0.0203614j 0.0430047-0.0521271j -0.0211863+0.03664j -0.0218635+0.019103j 0.0258608+0.0563015j 0.00270155+0.0152797j -0.0518539+0.00211736j 0.0129991-0.0278143j -0.0249693+0.0131878j 0.0270834-0.000395484j -0.017831+0.0383057j 0.0060881-0.0185234j 0.0307443-0.0153795j -0.00714941+0.0474131j 0.0131548-0.0217627j -0.0193823+0.0178902j 0.0134498-0.0116513j 0.0150344-0.0300386j -0.017608-0.0416713j 0.016233-0.0141769j -0.0248689-0.0167818j 0.0167603-0.00904119j -0.0457449-0.0088302j 0.0368179-0.000516244j -0.00241911+0.0350994j -0.00486121-0.0156057j -0.00768969-0.00611266j -0.0171502-0.0141798j -0.014363+0.0439031j 0.00161237-0.0158749j -0.0100297-0.00722918j 
0.00638717-0.0033542j 0.00400857-0.00620839j -0.0328695-0.000420454j 0.0159974+0.0243754j 0.0074041+0.00219772j 0.00494848-0.0629832j -0.0381673-0.00485695j 0.00291606+0.0148379j -0.0184615-0.0282578j 0.0741028-0.0241427j -0.0415887+0.0245476j 0.00942244-0.00674616j 0.0266227-0.00448112j -0.00614081-0.0199785j 0.00475406+0.0348817j 0.00650031-0.0343471j -0.0136727-0.035647j 0.0220457+0.0480002j -0.101551-0.011871j -0.0523223+0.0658837j 0.03734-0.0690409j -0.0252134-0.0581454j -0.0105247+0.0127832j -0.0430836-0.0695966j -0.00194432-0.0417432j -0.000115067-0.0867968j 0.120102-0.00129904j 0.106702-0.106787j -0.0758613+0.0715105j -0.0542256+0.0303457j 0.0612151-0.0614103j 0.0209983+0.105249j 0.0700444-0.0250701j -0.0942908+0.0848611j -0.0018857-0.0801581j 0.0116638+0.112777j 0.0315068+0.0840943j -0.0715873+0.079089j -0.112161+0.173023j 0.0104547+0.0123842j -0.00936632+0.0843009j -0.0117692+0.0837238j -0.079856+0.0910402j -0.0427269+0.0357611j 0.0932652+0.186741j -0.0268318+0.10382j 0.0119378-0.0736636j -0.0423083+0.046258j -0.0766555-0.0815863j -0.0529373+0.0305922j -0.122089+0.0891863j -0.000329806+0.010052j 0.000118549-0.0497162j 0.0291955-0.0103436j -0.095834+0.0177813j 0.0578623+0.00477513j 0.0159907-0.0485994j 0.00268424-0.00532484j -0.110934-0.0476862j 0.0220388-0.0485416j 0.0350808+0.0163187j -0.0844281+0.0508548j -0.0118711+0.0616069j -0.0358768+0.0780833j 0.0192853+0.0392131j 0.0280032+0.0559779j 0.0185139+0.0173942j 0.0175773-0.0108444j 0.0284525+0.0085004j -0.0488029+0.0314686j 0.00168484-0.0083989j -0.0116652-0.0357805j 0.0140075-0.00927853j 0.0133908+0.0341803j 0.0224373+0.0581478j -0.0184144+0.014851j 0.00928899-0.0144548j -0.0309308-0.0225846j -0.00829681+0.0126637j 0.0209506-0.00860227j 0.0556862+0.0206013j 0.00950375+0.0597354j -0.030301-0.0165513j 0.0321677-0.0547228j -0.0134846+0.020388j -0.00312349-0.0123661j 0.0139423-0.0215534j 0.0206394-0.00141337j -0.00595047+0.0196497j 0.00322647+0.0304584j 0.0114325+0.0122237j -0.00194707-0.0133321j 0.0010852-0.00637341j -0.000774355-0.0164641j -0.0125194-0.0374863j -0.0132895-0.0179447j -0.0136125+0.0104492j -0.00449811-0.000530853j 
0.0272169+0.0329013j 0.00757598-0.0107577j -0.00915186-0.0285247j -0.0588812-1.18481e-05j 0.0367302-0.0229594j -0.0205301-0.0190518j 0.0191893+0.037781j 0.0205493+0.01855j -0.03829-0.0570298j 0.037632+0.0131947j -0.0524853+0.0522961j 0.0479106+0.017183j -0.00894763+0.0066359j 0.00576755+0.0639629j -0.0252752+0.0692068j 0.10846+0.0455025j -0.0350114-0.0304846j -0.0092032+0.00974795j 0.134401-0.0108254j 0.00596255+0.0626068j 0.00999926-0.0379106j -0.0888248-0.0354009j -0.0366592+0.0442962j 0.0405052+0.106213j -0.0199732+0.00196827j -0.0495368+0.0113776j 0.121612-0.0409179j -0.0336875-0.0418395j -0.0389247+0.0876451j 0.0222572+0.00290725j -0.0457795-0.129265j -0.0252559-0.0394834j 0.0287081+0.0848786j -0.0297782+0.0199189j -0.0537821+0.0243869j -0.00186506+0.201394j -0.0544755+0.1172j 0.0954888+0.0405681j -0.0318644-0.0271067j 0.050399-0.021269j 0.0574902+0.0601179j -0.0440521+0.00831488j -0.0522402+0.0646864j 0.0377409+0.0183709j 0.0171913-0.125727j -0.0752926-0.00753767j 0.0109877+0.0382345j -0.0435672-0.0446942j 0.0342031+0.0782915j -0.0243899+0.0828771j -0.0189786+0.0792525j -0.0218651+0.0413063j -0.100149+0.0714628j 0.00588568-0.024512j -0.0166465-0.0378353j -0.0459001-0.0719134j -0.142582+0.0163353j 0.00161892-0.0748795j 0.0434934+0.0273155j 0.0269049+0.00941147j -0.0574907-0.0428631j 0.0369932+0.0462345j -0.0687552-0.0754253j -0.00197732-0.00689983j 0.0478161-0.0322021j -0.0334152-0.00856165j -0.0490366-0.00103797j -0.0167322-0.0398395j -0.00118763-0.0278401j -0.00611936+0.0447925j -0.0120026-0.0376829j 0.0197585-0.0056133j -0.00386743-0.0307628j 0.0270757-0.00195862j 0.0367687-0.059237j -0.00975396+0.00331847j -0.00488809-0.0131854j 0.0381657+0.0311266j 0.013909-0.00954712j -0.011912-0.0025244j -0.010523-0.0338699j -0.00759906-0.0421428j 0.0520249+0.0427j -0.0413429+0.00209541j 0.0606306+0.0251693j 0.035091+0.0107251j 0.0154463-0.0117659j 0.0104368-0.019734j -0.03658-0.0240181j 0.00684392-0.0158816j -0.0171363-0.00632089j -0.00623837+0.0143304j -0.0249333+0.0200006j -0.0239898+0.000328642j -0.00837047+0.0218239j 0.00450937+0.0316226j 0.0122269+0.0290055j -0.00836825-0.0127449j 
-0.0120424-0.0290244j 0.00811+0.0231537j 0.0173252-0.00672949j 0.00519908-0.0383722j -0.0197785-0.0187353j -0.0777924-0.0453204j -0.0202647+0.058211j 0.0146657+0.0155048j 0.0172019-0.0322325j 0.0320563+0.0244416j -0.000280091-0.0571171j 0.0237842-0.0767109j -0.0427952-0.0558551j 0.0264907-0.0069213j 0.0050484-0.0472707j -0.115495+0.00648474j 0.0426769-0.0154998j -0.0390714-0.0140395j -0.0957265+0.0537122j 0.100954+0.149662j -0.0226753+0.0207027j -0.0686778-0.0568382j -0.00760958+0.0251163j -0.0510079+0.0724379j 0.00891727-0.0694148j -0.0826888-0.0412231j 0.0485856+0.151787j -0.0668025+0.160173j -0.0372102+0.146606j 0.0128681-0.183922j -0.0671298-0.0599401j -0.0291033+0.017988j 0.00191195+0.028566j 0.00470635-0.0357248j 0.0198568+0.117606j 0.0870986-0.0182159j -0.00312725-0.060168j 0.0672716+0.0251264j 0.0969504-0.0213947j -0.0589679-0.147838j -0.0480395-0.0222864j -0.0946715+0.0466578j -0.0138303+0.032413j 0.00206492-0.0814001j -0.0149712-0.0416362j -0.0715416+0.0245535j -0.0129386+0.0845345j -0.0714673-0.0750427j 0.0215069-0.0627629j -0.00205399+0.0363631j 0.0356866-0.0804514j -0.104851+0.133844j 0.156134+0.0215704j -0.011831+0.0295737j -0.0138633+0.00775094j -0.013603+0.060626j -0.0471707+0.0149086j 0.0243786+0.0484826j 0.124028+0.0715754j 0.0384477-0.0599161j 0.00121134+0.00122541j -0.0860485-0.00520794j 0.00096173+0.0139301j -0.00993807-0.0484207j -0.00897525+0.00611639j -0.0212549-0.0180027j -0.00125705-0.00729477j -0.0632893+0.0253892j 0.0139603+0.0561778j -0.00469189+0.0346676j -0.00640221+0.0132426j 0.0314419+0.00775437j -0.0524573-0.0150483j -0.0413196+0.026379j -0.0246841+0.0229464j -0.00841143-0.0124698j 0.0132239+0.00249049j 0.0587011-0.0560089j -0.0458726-0.0200418j 0.064568+0.0107346j -0.00220327+0.0136776j -0.0014051+0.046925j 0.00429722-0.0327223j 0.0172316-0.0158804j -0.024422-0.0183666j -0.037319-0.0348335j 0.0282957-0.00285916j 0.0064864+0.0277157j -0.0169122-0.02338j 0.0174368+0.00133943j 0.0338052+0.0138098j -0.0107869-0.0046027j 0.0272148+0.0188594j 0.00758796+0.00310168j -0.0102253-0.015617j 0.0145678-0.0172926j -0.0120038-0.0199882j -0.00529933-0.0111442j 
-0.0189074-0.0216979j -0.0251072+0.00978059j 0.00733268+0.0357966j 0.0121253+0.0205662j -0.0146654-0.0146097j -0.017092+0.0120823j 0.0230588+0.0305496j 0.0089309+0.0102052j 0.0391252+0.0235812j -0.0195676-0.0325479j -0.0115595+0.00784246j 0.0484039-0.0775931j 0.0619908+0.0514641j -0.0288983+0.0205701j -0.0228897-0.0201719j -0.0535668-0.0763021j -0.085025-0.024594j 0.0081034-0.0107232j -0.0858908+0.0151265j 0.0928814+0.0243495j 0.0231515+0.106416j 0.0419118+0.101174j 0.0695131-0.0443047j 0.0191503-0.0138884j -0.0774004-0.0448862j -0.0205722+0.00183288j -0.028613-0.103034j 0.0145241+0.0240744j -0.010018+0.094177j 0.125919-0.0359653j 0.029629+0.026059j 0.042674-0.0706237j -0.109019-0.167182j 0.0975495-0.132085j 0.161194-0.0383696j 0.146763+0.00722493j 0.100179-0.0560473j 0.0291805-0.044314j -0.0359919+0.103007j -0.0224044+0.0298611j -0.085309-0.107467j -0.05097-0.0050842j 0.0718314+0.0319479j -0.0042202-0.0216835j 0.138683+0.0281764j -0.0225996-0.0150233j 0.0205699+0.0176225j -0.0431015+0.103913j -0.0613482+0.00957271j -0.0184721-0.0478244j 0.000980099+0.086009j 0.0436828-0.0482212j 0.0984997+0.00448237j -0.0300695+0.0235737j 0.0427746+0.0401587j -0.046299-0.0389808j 0.114818+0.0206272j -0.0326666-0.0245831j -0.0330707-0.0133138j -0.0163616+0.016067j -0.0689373-0.0458072j -0.0297742+0.0133069j 0.0376662+0.0766022j -0.0136421+0.0224969j 0.0112121-0.00864189j -0.00756418-0.0190465j -0.00689967-0.0422275j 0.021844+0.0129958j -0.0172843-0.0119841j -0.0606033-0.0112748j -0.0123718+0.00748397j -0.00609261+0.00720795j 0.00179863+0.00549824j 0.0118587+0.0185305j 0.00285617+0.0444581j 0.00602059-0.0226467j 0.0187764+0.0128649j -0.0814882-0.0107456j -0.0077835+0.0483934j 0.000294501-0.012643j -0.00471737-0.0223601j 0.0432412+0.00684145j -0.0306536-0.0343862j 0.0176735-0.0010886j -0.011279-0.00619138j -0.00963959-0.0444864j 0.000701594-0.0290618j -0.0195097-0.0251218j 0.0160122-0.0030896j -0.0196597-0.0362498j -0.0043735-0.0199298j -0.0207299-0.00210575j -0.0112389-0.0209103j -0.00566121-0.0142151j 0.00904296+0.00483645j -0.0247238-0.0180497j -0.0043041-0.0225534j 0.0093394-0.015994j 
-0.00725097+0.00782698j 0.023807+0.0168653j 0.0243389-0.0514891j -0.0109843-0.0617119j 0.0204856-0.000542329j -0.00955663-0.0189381j -0.00839384-0.0241247j -0.00161803+0.0166041j 0.0367145+0.00369429j 0.0616783+0.0387223j 0.0607902+0.0120324j -0.00795123+0.0157289j -0.00957916-0.0776803j 0.00733905-0.00140208j -0.059692-0.077357j -0.0405804+0.0893817j -0.0346396-0.0128836j 0.00911468-0.0200634j 0.0472528+0.030989j 0.022051-0.048069j 0.05442-0.0954564j 0.0204067-0.111416j 0.0484207+0.0928528j -0.0997564+0.076461j 0.0527811+0.130846j 0.0489501+0.0280251j -0.00141365-0.00738309j 0.00623553-0.110684j -0.0741551-0.025461j 0.0294363+0.092429j -0.0793455+0.0186298j 0.0459524-0.0642019j -0.159371-0.0154627j -0.0561626+0.0362101j -0.0200642-0.0240456j 0.0706646-0.0331534j 0.0371315+0.0410421j -0.00321417-0.123533j 0.0331184-0.0995087j 0.0552319-0.00800877j -0.0378675+0.0163895j -0.000968534+0.063972j 0.126801-0.00559826j 0.045477+0.0325801j 0.0507625-0.0873673j 0.0518472+0.0539849j -0.00410323-0.0741897j -0.026829+0.00781112j -0.0242454+0.120342j 0.0925075+0.0388517j 0.00238577+0.0836697j 0.0505154-0.126644j 0.0688029-0.00918808j -0.0622132-0.088192j 0.0571564-0.0202267j -0.0329049-0.0294239j 0.00551082-0.0615135j -0.0133694+0.0293525j -0.00762983-0.0671537j -0.005612+0.0346779j -0.0127319+0.0360439j -0.0370508+0.0127567j 0.0817171-0.00420702j 0.0158193+0.0181431j 0.00594113-0.0213109j 0.0296069+0.00748286j 0.0458975+0.0367325j -0.0341894-0.0132889j -0.0182347+0.0449453j 0.00640952+0.00672163j 0.00663739-0.0476879j 0.00597892-0.0111562j 0.00495348-0.0063099j -0.00476484-0.0284284j -0.0803339+0.00967953j 0.0189816+0.0274385j -0.0416568+0.00963181j 0.0216531+0.042254j -0.0427138+0.0163532j -0.0112313+0.0053747j 0.0498919-0.0196492j -0.0162829+0.00042532j 0.00837481-0.0105898j -0.00368392-0.0137665j -0.0268121-0.0492935j -0.0271356+0.0239268j 0.00377542+0.0284593j -0.0346758+0.0224606j -0.00451626-0.000746008j 0.0337908+0.0276775j -0.00646976+0.0151012j -0.0205693-0.000350413j -0.0138721-0.00533319j -0.00949825+0.0257701j -0.00336675+0.000342381j 0.0397843-0.00681701j -0.000719864-0.010585j 0.00860322+0.0196252j 
-0.0030218-0.0272369j -0.0278597-0.0221148j 0.010146+0.00677567j -0.0177482+0.023875j 0.00481862-0.0148862j -0.0385319-0.0706658j -0.0785106+0.0192999j -0.0577564-0.0304248j -0.0103843-0.0241848j -0.0582232-0.0112035j 0.0124134-0.122307j 0.0415455+0.0482161j -0.0276858+0.0187102j -0.0424482-0.0148753j -0.120245+0.0517736j 0.00724981-0.0735375j 0.113269-0.00896074j 0.0011612+0.0270233j -0.00454274-0.0302207j 0.0792866+0.0587234j -0.0435028+0.0322512j 0.0421166+0.041476j 0.00938466-0.0848897j 0.0192482+0.0341878j 0.122566-0.0862024j 0.0960361-0.136338j 0.0142371+0.236085j -0.126376-0.170431j 0.026357-0.0244372j -0.0194372+0.0843108j 0.0539381-0.0241218j 0.00598545-0.0285113j 0.0489964-0.00510158j -0.0454725+0.0147524j 0.0102856-0.0144013j -0.19877+0.0353157j -0.108675+0.0142779j 0.00969008-0.0064749j 0.0274553+0.0751997j -0.0201757+0.0704376j -0.037307+0.101507j 0.027623-0.0117993j 0.039891+0.0478434j -0.0373133+0.0283717j 0.073049+0.0571369j 0.117434+0.00218177j -0.0256127-0.0651893j -0.0163636-0.0517359j -0.0399716+0.0351233j 0.00271025+0.00247969j -0.0444673+0.0808715j 0.0106848-0.0828933j 0.0616533-0.0541221j -0.00371776+0.0475157j 0.0308498+0.0330871j -0.00696536+0.020871j -0.00322124+0.0255541j 0.0122709-0.0211585j -0.0382854-0.00921188j 0.000644959-0.071956j -0.0133576-0.0234673j 0.0251874-0.0151644j 0.00312214-0.0123133j -0.0176636+0.0678811j 0.0291087+0.0418402j -0.0328767+0.0270925j -0.0744583-0.0220826j -0.00221383-0.00053071j -0.0373323-0.0278745j 0.00700349+0.00487293j 0.0114961+0.0114173j 0.0369866-0.0493276j 0.01734-0.00346914j 0.0859271-0.00162698j 0.0395871+0.0170869j 0.032804+0.0165205j 0.0191815+0.00974791j -0.0445426-0.0193304j -0.0271485+0.0328559j 0.00912699-0.0025663j 0.0158809+0.0119173j 0.0165877+0.0217246j -0.00486393+0.0262303j -0.021881-0.00049925j 0.000791125-0.0281948j -0.00728189-0.0325702j 0.021196+0.0143805j -0.00496977+0.0181029j -0.0298235-0.00999232j -0.0202762-0.00384729j -0.0221128+0.00641614j -0.00771914-0.00571554j 0.00627824+0.00283738j -0.0332631-0.0135875j -0.00116956-0.00513649j -0.024168-0.0125582j -0.0113831-0.0100811j 0.00316021-0.000687528j 
