-0.0243287-0.0674128j 0.110943+0.057323j -0.0881491+0.0669878j -0.069511-0.0799208j -0.19847-0.114636j -0.113777+0.11455j 0.136412-0.0521809j -0.0756556-0.141709j -0.0667423-0.100001j -0.0918018+0.204543j 0.110004-0.123017j -0.0492969-0.0878502j -0.0833104-0.0126801j -0.150596+0.174847j 0.145709-0.0906678j -0.0147432+0.0214607j -0.00892852-0.0934943j -0.169288+0.191308j 0.0865639-0.201376j -0.102464-0.0503069j -0.0117461-0.0172745j 0.0396355+0.00261665j 0.00176186+0.0593301j 0.100662+0.031862j -0.0355525-0.0361897j -0.020918+0.0319311j -0.134486-0.00355068j -0.113839+0.0567307j 0.0224684+0.0305565j 0.000189821-0.0335652j 0.0361207+0.0832147j 0.110467+0.0348042j 0.0473648+0.0202508j -0.0951813-0.0106389j -0.0134246-0.0450637j -0.0207276+0.0043769j -0.00177917-0.0216675j 0.0045148+0.00350439j 0.00215453-0.0369573j -0.000997125+0.0147002j 0.0590717+0.00733177j -0.0213786-0.0151286j 0.0036543+0.0336977j 0.00450002+0.0116863j 0.00718235-0.0276477j 0.0248666+0.0457469j -0.0158281-0.059191j 0.00392507+0.0137408j -0.0467324-0.0182012j -0.0316202+0.0238962j 0.0410009-0.0220583j -0.00196516+0.0280748j 0.00420629-0.000805533j -0.00850146+0.0132855j 0.00736115+0.00226922j 0.0146852+0.00697455j 0.0320058+0.00286829j -0.000685651+0.00611645j -0.0211148+0.0116882j -0.0273792+0.0373395j -0.078251-0.00352759j 0.0329624+0.0283714j -0.0144845-0.00031327j -0.00727009-0.011189j -0.0219732+0.0240499j 0.0148027+0.0219663j -0.0169985+0.0148575j -0.0512461+0.0283906j 0.0173476+0.00580149j -0.00670612+0.010974j 0.0236943+0.00146286j -0.00258815-0.0163653j -0.0128189+0.0094687j 0.0190505+0.0229192j -0.0177147+0.0090133j -0.00155336+0.00816095j 0.0275662+0.0105368j 0.0395849+0.0351172j -0.0211603-0.0403063j 0.00899063+0.0267689j 0.00661171+0.0171952j 0.0118871-0.0133943j -0.0288059-0.0543778j -0.0164954-0.0333373j 0.00444432+0.0408099j 0.0240617-0.0205795j -0.0223663-0.0498004j 0.0381683-0.0171724j 0.0330448+0.0471384j 0.0174205-0.0055687j -0.0128586+0.00177878j 0.0048636-0.032187j -0.00894166-0.00891169j 0.0282257+0.0730403j -0.111979-0.0488227j 
-0.00671981-0.00131176j -0.00454834-0.00576208j -0.0111782-0.0017035j 0.00190563-0.00213651j -0.00352795-0.00338822j -0.000111969+0.00673138j -0.000151922-0.00132333j 0.00244732-0.000305717j -0.00194596+0.000609796j -0.000399454+0.00583995j 0.0012084-0.00355958j 0.00824994-0.0029246j 0.00197128+0.00711871j 0.000323243+0.0047425j -0.00314883-0.01027j 0.00253948-0.00202702j 0.00198274+0.00180452j -0.00154967-0.00111557j -0.000660603+0.0124777j 0.00180882-0.00234967j 0.0076512-0.00306344j 0.00808254-0.00958897j 0.00106724-0.0135636j 0.00248629-0.0101923j -0.00329964-0.00488502j -0.00266324-0.00114383j 0.00353847-0.00986376j 0.000404958+0.00227457j 0.00114118-0.00113899j -0.00248047-0.00357531j 0.00109649-0.00516213j 0.000526612+0.00454311j 0.00220149-0.000699798j -8.08425e-06+0.0129443j 0.00115168-0.0183054j -0.00557135-0.00137124j 0.00209484+0.00302056j -0.00322645-0.00154742j -0.00258554+0.00673972j -0.00476895-0.000110277j 0.00739585+0.0154967j 0.014176-0.0192785j -0.00295739-0.000734809j -0.00108587+0.00406112j -0.00300519+0.0042508j -0.00705937-0.00322676j 0.00948836+0.00324974j -0.00252251-0.00424234j -0.00417005+0.000496491j -0.000889596-0.003634j -0.00332088+0.00781572j -0.00563536-0.00292836j 0.00672174+0.00598693j 0.00409094+0.00448467j 0.0111568+0.00348219j -0.00416832+0.00422542j -0.00107527-0.00128998j 0.00233177-0.00173566j -0.00122839-0.01412j -0.000541632-0.00537709j -0.000844057+0.0124201j -0.000202244-0.00637527j 0.00674658-0.00378994j 0.0114922+0.0107965j -0.00534962-0.0161055j -0.00619498-0.00639646j 0.000152335-0.00476267j 0.00609236+0.00468614j 0.00167148+0.00805006j 0.0106764+0.00371364j 0.00631459-0.00817447j 0.0065918-0.00140913j -0.00384605-0.00391897j 0.00990923+0.00477002j 0.00343927-0.00230807j -0.00665038+0.00328162j -0.0100815-0.00168324j -0.00459487+0.00137212j -0.012159-0.00682234j 0.00305269+0.00179471j 0.00561586-0.00867362j -0.00561802+0.00191831j -0.00188973-0.00389949j 0.00666714-0.000677267j 0.00335705-0.00154952j -0.00504902+0.015486j -0.0146356+0.000834388j -0.00122722+0.00646402j 0.00152811-0.00365369j 0.00306437+0.00124993j 0.0086724+0.0108967j 0.0148128+0.00229167j -0.00262542-0.0151313j 0.00133521-0.00773592j 0.0169876+0.0152017j 
-0.00621659+0.00262833j -0.00341933-0.00249588j -0.00754968+0.00133889j 0.00338831-0.00398084j -0.010641-0.000847149j 0.00089881-0.00110929j 0.00119927-0.00520065j -0.000555462-0.000292358j 0.00236311-0.00396286j -0.00305025+0.00593087j -0.000118169-0.00178587j 0.00675628-0.0112711j -0.00167067+0.0023712j -0.00384835+0.00505452j -0.000909552-0.00678341j 0.00163105-0.00392239j 0.000152706+0.00214009j 0.00154877-0.00112995j -0.00412236+0.00777266j -0.000997263+0.00537691j 0.00552558-0.0112539j 0.00360328-0.00574081j 0.00116123+0.00665029j 0.00140397-0.00239959j -0.00677194+0.00409093j -0.00382343-0.00508092j 0.00587612-0.008101j -0.00076848-0.00137012j 0.00493326-0.00313417j -0.0025104-0.00826111j -0.00351993-0.000554632j -0.00404728-0.00298702j -0.00617477-0.00350496j 0.00101885+0.00335626j -0.0010458-0.000627325j 0.0012935+0.00350044j 0.00436875+0.00340291j -0.00342048-0.000844493j -0.00119001+0.0020031j -0.00965804+0.00380984j 0.00642119+0.00564644j -0.0140779+0.00199846j 0.00323192-0.00952247j -0.000254314+0.000653606j -0.00184103-0.0037548j 0.00158894-0.00292941j -0.00531958-0.00424405j 0.000272169+0.000226417j -0.000140273+0.0096242j -0.00167193+0.0016317j 0.000295291-0.00850404j 0.000288219-0.00518624j 0.00161294+0.00768754j 0.00196509+0.00262842j -0.00408223-0.00783626j 0.00179161+0.0128996j 0.00102104-0.00703289j -0.00621823+0.00257584j -0.014725-0.00445881j -0.00242552-0.00126982j 0.0117178+0.0109748j -0.0062462-0.00237433j 0.0101334-0.00350813j -0.0140414+0.0155479j 0.00505079-0.00938635j -0.0201099-0.0118999j -0.00649838-5.20692e-05j 0.0122114+0.0132544j 0.00641494+0.00245273j -0.000431806+0.0172381j -0.000162114-0.0164295j -0.000821835+0.00879118j -0.00345741-0.00184798j 0.00463552-0.00192355j -0.0104004-0.00231403j 0.00659842+0.00266519j -0.000552438-0.00166493j -0.00156066-0.0010928j -0.00902753-0.00357705j 0.0030098+0.00235946j -0.00691255-0.00598295j -0.00194568+0.00522888j 0.00166-0.00309053j -0.00480319-0.00238413j 0.00199363+0.00561164j 0.00434331+0.000465594j 0.00282705-0.0120527j 0.00511616+0.00276625j -0.00281136-0.00437492j -0.00971814+0.00714282j -0.0125244-0.00242442j -0.0129367+0.00193768j -0.00719885-0.00100795j -0.00492824-0.00909621j 0.0092573+0.000798229j 
0.00673662-0.00874907j -0.00277348-0.00710941j 0.00306821-0.00785224j -0.00380299+0.00413021j 0.000121128+0.0029887j 0.00223913-0.00519245j -0.00146498-0.00439932j -0.000379454+0.000314718j 0.00311194-0.000414734j 0.00239541+0.00135459j -0.000817659+0.00291391j -0.00483045-0.000289081j 0.0030414-0.00277311j 0.000898658-6.73538e-05j 0.000411695-0.00188676j 0.000511489+0.00100201j 0.00353327-0.00197477j 0.00178006-0.00117646j 0.00536104-0.00531368j -0.000718163-0.0117547j -0.013278-0.00830485j 0.00503715-0.00611036j -0.000315054-0.00395087j -0.000639672+0.00745966j 0.00798989+0.00378742j -0.00219039-0.00113909j -0.00399809-0.00345371j 0.00189462+0.00566661j -0.00190174+0.0139862j 0.00148515-0.00132242j 0.00281009+0.00919946j 0.00739981+0.00129815j -0.00253951+0.0103837j -0.00146368+0.00800303j -0.00218829+0.00396598j 0.00943755-0.00809241j 0.00575192-0.00671435j 0.00202573+0.00379527j -0.000213942+0.000978129j 0.00168553+0.0113751j 0.00462716+0.0103221j -0.00824924+0.000666814j 0.00258257+0.00520075j -0.0076625-0.00922357j 0.00517646+0.00101625j -0.011411-0.00644609j 0.00558837-0.010857j -0.00633949+0.00775638j 0.000567315+0.00786939j -0.00284025+0.000684j 0.011015-0.0087835j 0.00160149-0.000574055j 0.000412215-0.00583099j -0.0110334+0.000548397j -0.0276214+0.00950798j 0.00146894+0.00310117j -0.00251283+0.00242536j 0.00157608-0.00576906j -0.00508598-0.00257398j 0.00399138-0.00359034j -0.00188833-0.00833448j 0.00154763-0.00676274j -0.00269908+0.0196985j 0.00895983-0.011198j 0.0159535-0.00722844j -0.0187487-0.00457281j 0.00513445-0.00448794j 0.0072787-0.0093235j 0.00946369-0.00954136j 0.00198712-0.00881856j -0.00649798-0.00626459j -0.00621936+0.0115492j 0.00278325-0.00301209j -0.00243421-0.0131612j -0.00399645-0.0105862j -0.000815516+0.000623102j 0.00656346+0.00494264j -0.00139697+0.00887799j -0.0025307-0.00391315j 0.00382606+0.001616j -0.00745445+0.00207563j -0.00243425-0.0020112j 0.00976466-0.00405572j -0.0233496-0.00670897j -0.00275152-0.00552553j -0.00509639+0.00419937j -0.0113383-0.000453871j -0.0055849+0.00434932j 0.00966507+0.00141938j 0.000194001+0.00150541j -0.00148986+0.0124714j -0.00402354+0.00624037j 0.00506039+0.00360837j -4.53202e-05+0.00611064j -0.00480715+0.00240734j 
0.00230988+0.00253706j 0.00606679-0.00948281j 0.00703351-0.00398399j -0.00374851-0.00530598j -0.0012124-0.000298706j -0.00309062-0.00066747j 5.43358e-05-0.00100426j 0.000348249+0.000687573j -0.00400258+0.00381449j 0.00148199-0.00271105j 0.00198716-0.00211049j 0.00107802-0.00474562j 0.00179663-0.00020337j -0.00109778+0.00137031j -0.00143376+0.00159274j -0.00274177+0.00287926j -0.00151309-0.000580525j 0.00279713-0.00684582j 0.00211777+0.000582648j 0.00850481-0.00133989j 0.00368861+0.00680828j -0.00421061+0.00397483j 0.0109794+0.00164193j 0.00213455+0.0001537j -0.00241986+0.00189315j 0.00633409+0.00878677j 5.68557e-05-0.00217972j -0.00237374-0.000133811j -0.00135678+0.0018725j 0.0070329-0.00531555j 0.00117783+0.000955951j -0.00394181+0.00434521j -0.00244715-0.00298212j -0.00278695+0.0039562j -0.00183917-0.00328697j 0.00475164+0.00212836j -0.00214989+0.000290845j -0.00385634+0.000644393j 0.00401126+0.00541158j -0.0163358-0.00758043j -0.00232648-0.00355406j -0.00321109-0.0155927j -0.00224344+0.0025949j -0.000984925-4.1857e-06j 0.0120175+0.00405275j -0.0119009-0.00356653j 0.00767896+0.00919189j -0.00300701-0.0052033j -0.000889879+0.00696903j 0.00487833-0.00555102j 0.00472476-0.00404756j 0.00137407+0.0044745j -0.000728735-0.00494765j 0.00228781-0.00672736j 0.0040345+0.00549682j -0.0125914-0.016594j -0.00178589+0.00448117j 0.000513777-0.00327444j -0.00883734-0.00770619j 0.00411353-0.00565914j -0.000755416+0.0190821j 0.000428781-0.00831254j 0.00274572+0.0212734j 0.0109686+0.00388508j -0.010952-0.00927409j -0.00136258-0.0235947j 0.0063341+0.00580284j -0.00129851-0.00793412j 0.00409542+0.0019664j 0.04106+0.00158594j -0.00554678+0.0101768j 0.00570688-0.00362295j -0.00505109-0.00466919j 0.0193613+0.00636212j 6.97157e-05-0.0168292j -0.0125266+0.000193774j -0.0161471+0.00106596j -0.0100929-0.00170784j 0.000600256-0.0183535j -0.00245985-0.000359339j -0.00494818+0.00700843j 0.00449399-0.00939466j 0.0119395-0.0134798j -0.00196374+0.00413946j 0.012523-0.0188116j -0.00958443+0.00965688j -0.00941207-0.000551212j -0.00977172+0.00953559j 0.00962128+0.00522193j -2.26805e-05-0.00683658j 0.00245473-0.0108619j -0.004205-0.00466857j -0.0129535-0.00115639j 0.000879042+0.0056466j 0.000757764+0.00676756j 
-0.00167123-0.00198325j 0.00593177+0.000920476j -0.00606693-0.00327128j -0.00278944-0.0061575j 0.00347056+0.00363878j 0.00222745-0.00936221j -0.00123274-0.00535071j 0.00867235+0.00153994j -0.0024499-0.000758773j 0.00612457+0.0105435j -0.00183066-0.00636224j 0.0051807+0.000204457j -0.000606409+0.00200845j -0.00778897+0.00245002j -0.00344461+0.00808512j -0.000834755-0.000975796j -0.00411381-0.00820914j -0.00236825+0.00389092j 0.00248137+0.00452085j -0.0066732+0.0052761j 0.00405145-0.00539053j -0.000817896+0.00243195j 0.00556221+9.42906e-05j 0.000862857-0.00307119j -0.00167563+0.00160646j 0.0040077+0.000395662j 0.00163986-0.000761655j -0.000227662-6.98851e-05j 0.00184+0.000589562j 0.000191823-0.000776161j -0.00495092-0.00450859j 0.00143472+0.00163082j -0.00323358-0.00199195j -0.0033698+0.00411653j -0.00173052-0.000272536j 0.00431974+0.0042329j -0.00775491-0.00835678j 0.00297225+0.000783911j -0.000174738-0.00170746j 0.00627016-0.00211529j 2.45252e-05+0.00241801j 0.0045119+0.00140181j -0.00986725+0.0172267j -0.00848016-0.00892315j 0.0134008+0.00573171j 0.0100249+7.56692e-06j 0.00105216+0.00601614j 0.00346909+0.00398617j 0.00451606+0.00318171j 0.011394-0.0134824j 0.00832466-0.00835623j 0.0126645-0.00802994j 0.000211779+0.00654395j 0.0187404-0.00687616j -0.00432374+0.00397285j -0.00757611+0.00472199j -0.00703832+0.00357499j 0.010214+0.00569498j -0.00958962-0.00295289j 0.0135733+0.000590886j -0.000559808-0.000585942j 4.77518e-05+0.0171537j 0.00542217+0.00776873j -0.00114659-0.00347115j 0.0142419-0.00240231j 0.00481626-0.0171195j 0.000533289+0.0313513j -0.0115385-0.0217192j 0.0131635-0.0225578j 0.0165376-0.00299146j -0.00131888+0.01798j -0.0107124+0.00414278j 0.00860466-0.00316767j -0.00410873-0.00675812j -0.0186858-0.0152583j -0.00803516+0.015742j 0.00274434+0.00414079j 0.0101543-0.00732625j 0.00700968-0.00131824j -0.00514075-0.00888421j -0.00579619+0.00991205j 0.0078748-0.00496819j -0.0126079+0.0124231j -0.00144238+0.00740956j -0.00230409+0.00317917j 0.00170565+0.00257398j -0.0027301-0.00500317j -0.000801117+0.00581739j 0.00321802+0.00444322j 0.00492712+0.0019601j -0.00127797+0.00808554j 0.000359399-0.00639803j 0.00089573+0.00396693j -0.00234994-0.00124112j 0.00041567+0.000518998j 
-0.0015474+0.00389862j 0.0158956-0.00735871j 0.00750509-0.00243771j 0.00640716-0.00739713j 0.0083282-0.00687173j 0.00574073+0.0131682j -0.00498262+0.0030866j -0.00434292-0.0013252j -0.00213579+0.00890074j -0.00346103-0.000818477j 0.00264682-0.00510465j 0.0021644-0.000917084j -0.00563242+0.00732498j -0.00155553+0.00144241j 0.00485538-0.000153574j 0.00107033+0.00214618j 0.00030853+0.00591633j -0.00119586+0.0057583j 0.000587127+0.00911843j -0.00623705-0.00111887j -0.0175207+0.00646117j 0.00621247+0.0119323j 0.0131443-0.00991646j 0.00326591-0.0153374j 0.00766947-0.00730559j 0.00367691-0.00387159j -0.00663926+0.0015138j 0.00272102-0.00581009j 0.00418614-0.00403243j 0.00358226-0.00682119j -0.00468265-3.45586e-05j 0.00151698+0.00656777j 0.00674645-0.00922891j -0.00173482+0.000695054j -0.00201898-0.00439757j 0.0026476+0.00694347j 0.00217542+0.00545173j -0.00284502+7.46025e-05j 0.00492787-0.00429498j 0.00198262+0.00285785j 0.00312675+0.0139299j -0.0124078+0.00585223j 0.00544266-0.00328171j -0.00483238+0.00213596j 0.00046112-0.00371789j -0.00323665+0.00559239j 0.00719571-0.0046345j -0.00875979-1.98622e-05j -0.00426522+0.000591751j -0.00315469+0.00442747j -0.000604167-0.00275245j -0.00457126-0.000833703j 0.00747659-0.00121881j -0.0104272+0.00464614j -0.0123499-7.80172e-05j 0.00453876+0.00731781j 0.00224125+0.0010061j 0.00425131-0.00371297j 0.00669712-0.00448737j 0.00213315+0.00263601j 0.00813553+0.00104806j 0.0037473+0.000458521j 0.000923483-0.00693809j 0.00846013+0.00709896j 0.0229347-0.00943361j -0.0191926+0.00606043j 0.00281136-0.0116352j 0.0172316+0.00255628j 0.00177582+0.00279648j -0.00469936-0.00556343j -0.00631082-0.00767308j 0.00349372+0.0048822j -0.00133313-0.000390392j -0.00593824-0.00694336j 0.00332346+0.000534973j 0.0016341-0.00112078j -0.00101199-0.00227205j 0.0011204+0.00379342j 0.00305711+0.00062101j 0.00297467+0.00371156j 0.00434682-0.0140325j -0.00853665+0.00313688j 0.00472675+0.000204499j -0.00617681-0.0033408j -0.00539839+0.000938351j 0.000265917+0.00313252j -0.00438816-0.0103308j 0.00674633+0.00411371j -0.000631368-0.00201207j 0.000610633-0.00277663j 0.00227271+0.00420213j 0.00460755+0.00341263j 0.000313084-0.00314694j -0.0118338-0.00553368j 1.87732e-05-0.00542456j 
0.000378905-0.00198293j 8.61505e-05+0.00574118j -0.00327616+0.00157518j -9.74962e-05+0.00678864j -0.000324699+0.00778269j -0.00227457-0.0130362j 0.00438173-0.000206628j 0.00659252+0.00389593j -0.00326489-0.000582413j 0.00327475-0.00185594j 0.000522747-0.0011885j -0.00133809-0.00234162j 0.00531273-0.00201882j 0.00075802+0.00213968j -0.00291086-0.00303159j -0.00506383+0.00587259j 0.00183862-0.000558993j 0.00765634-0.0011851j -0.000862368+0.00536114j 0.00626229-0.00794435j 0.0133899+0.00356731j -0.00306366+0.000719057j 0.00585352+0.0128995j 0.00699604+0.00688318j -0.00120637+0.00837118j 0.00662502+0.0139325j 0.0076137+0.00240146j -0.00166513+0.00170684j -0.00447055+0.00346834j 0.00341538-0.000380753j 0.000416901+0.00832832j 0.00222746-0.00615007j -0.0115262+0.00209685j -0.00253552+0.00340211j -0.00239415+0.00543257j 0.00467329-0.00628467j -0.00109947-0.00143654j -0.0020376-0.00213167j 0.00269301-0.00499378j -0.0179416-0.00444726j -0.00273426-0.00626559j -0.0126531-0.00737321j 0.00107184-0.00164681j 0.00640455+0.0026407j 0.00405997-0.00426708j 0.00381209-0.000529701j 0.00379249+0.000986867j -0.00705855-0.00123864j -0.00293944+0.00559789j 0.000416972-0.0010923j 0.00615489-0.00434343j -0.00996793+0.00403572j 0.0165139-0.000518712j 0.00679668-0.00653136j -0.00510156-0.00739065j 0.0108108-0.00574851j 0.000718204+0.00165665j 0.0043065+0.0025641j 0.0124826+0.00938748j 0.00757399+0.00514662j 0.00172436-0.0110524j -0.00175494+0.00638445j 0.00645142-0.00971652j -0.0112986-0.00390153j 0.000391677+0.00722376j -0.00306822-0.00841459j -0.00691687+0.00759854j 0.00148284+0.00763462j 0.000481426+0.000151185j -0.00607563+0.00129863j -0.00678161-0.00902385j 0.00263671+0.00112312j 0.00397706+0.00018632j -0.0124947-0.00264009j 0.00577185-0.00261453j 0.0104239+0.00556744j 0.00906103+0.00213616j 0.00921081-0.00214251j 0.0259708+0.00712758j 0.0064589-0.00207949j 0.003784+0.000657709j -0.0054285-0.00139564j -0.00629256+0.00339298j 0.00370194-0.0132228j -0.0249569-0.016518j 0.00452672-0.0104872j 0.00525521+0.00342682j 0.00563604-0.0138387j -0.00433548+0.0111398j 0.00231745-0.000628743j 0.00567946-9.14755e-05j 0.00595693-0.00350972j -0.0015108+0.00207196j -0.000187528+0.00298631j -0.00990362-0.0127928j 
0.00173498+0.00260424j 0.00230935+0.00227902j 0.0034123-0.00296425j -0.00752423+0.00815288j 0.00457968+0.0114051j 0.0041026+0.00747362j -0.00307954-0.00335577j -0.00214482+0.00222408j 0.00348993+0.000523553j 0.000587355-0.00286962j 0.000707403-0.0041323j -0.0058595-0.00554493j -0.000802973+0.00241306j 0.00428715+0.000234879j 0.00369132+0.000484829j 0.00184494-0.00146626j -0.00130253+0.000348499j -0.00469385-0.00350515j 0.00242549-0.00171249j -0.00887465-0.000317059j -0.0122163-0.0154786j -0.00438561-0.00568528j -0.000828484+0.0112987j -0.0039413+0.00969848j -0.000538184+0.00202838j 0.000542247+0.00206011j -0.00895016+0.0060814j -8.72437e-05+0.00512491j -0.00473923+0.00854019j 0.0035046+0.000594667j 0.00234868-0.00693888j 0.00334727+0.00114393j 0.00164739+0.00691753j -0.00797136+0.00975229j 0.000207781-0.00298877j -0.0013932+0.00753781j 0.00597541+0.00947619j -0.00941572+0.00154229j 0.00885429+0.00634089j 0.00691506+0.0130086j 0.0237677-0.00115781j -0.00522599-0.0229707j -0.00349447+0.0020801j 0.0042354+0.00998419j 0.00489651+0.00494269j 0.000956219+0.0164873j 0.0152219-0.00185163j -0.00679702-0.0106405j -0.0159221-0.00329438j -0.00314262+0.00225318j -0.00532495-0.00636173j -0.00550095-0.00146157j 0.0157774-0.00987711j 0.00203198-0.00377997j -0.00255045-0.00470003j -0.00349771-0.00681948j 0.000510098-0.00448678j 0.00285152+0.00185332j -0.00704906-0.0138102j 0.0105139-0.0111269j -0.00247478+0.0114855j 0.00543981+0.0109858j -0.00989089-0.00483691j -0.0012919+0.00469537j 0.0175026-0.00446494j -0.000325088-0.000121623j -0.00944471+0.00796965j -0.00866212+0.0127836j -0.00207333+0.007249j -0.00439376-0.00447587j 0.00444039-0.00288058j 0.00750687-0.000914312j 0.00283109+0.00487511j -0.00389576+0.00288259j -0.00891468+0.00128791j -0.0126239-0.00319716j -0.00566068-0.00695653j 0.00282303-0.00372406j 0.0135745-0.00790085j -0.00117256-0.00499327j -0.000682042+0.0029405j 0.00199648+0.00205853j -0.00888857-0.00681874j 0.00952639-0.00260303j 0.0028895+0.0078325j -0.0116333+0.0183159j -0.0161037+0.00670253j 0.00327301-0.00285727j 0.00724341-0.0105649j -0.00614308+0.00590864j -0.0070445+0.0160893j 0.00874463-0.0169546j 0.00961415-0.00268259j -0.00141123-0.00187806j 0.011347-0.000653501j 
0.00494021-0.00282889j -0.00886516+0.0015544j -0.00356691+0.000882854j 0.00106919-0.00193377j 0.00644699+0.00150895j 0.00191402+0.00285186j -0.00233306-0.00269956j 0.000168761-0.000218517j -0.00224949+0.000455702j 0.0024021+0.00192606j -0.000881391+0.00201969j -0.00845617-0.00309324j -0.0011602-0.00319386j 0.00347581+0.000913541j -0.00226027+0.00197796j 0.00138232+0.00139708j 0.00630571+0.00282241j -0.000389467+0.00607147j -0.00357627+0.00642319j -0.00188997-0.0101234j -0.0040706+0.00223225j -0.000496321-0.000652398j -0.000761452+0.0110322j -0.00562771-0.00026484j 0.00304706-0.00136245j 0.00482031-0.00598535j 0.00749786-0.00405278j 0.0019294+0.00114799j -0.00556557+0.00529882j -0.000802949+0.0026476j -0.00290078-0.00509505j -0.00582897-0.000220038j -0.000283071+0.0021888j 0.00430782+0.00332813j 0.000892755+0.00198697j 0.00269657+0.00200536j 0.0008045-0.022998j 0.0195752-0.00627572j 0.000836686+0.0130009j 0.00355345-0.0041701j -0.00510284-0.00789325j -0.00111923-0.00560537j 0.00130128+0.00180191j -0.0158926-0.0170081j -0.00293731+0.00240642j 0.00556988+0.00339704j -0.00515508+0.00212916j -0.00228859+0.0037178j -0.00387226+0.00158452j 0.0161118-0.0101762j 0.00917533-0.00415384j -0.00110252+0.0108372j -0.00302593+0.00432727j 0.00788283-0.00230261j 0.00261066+0.00257091j 0.00373691-0.00620285j 0.0006113+0.0121596j 0.0143951-0.0192052j -0.0047494+0.00370575j -0.00272373+0.00750848j 0.00399377+0.0145238j 0.00790312-0.018735j 0.00785188-0.0282594j 0.00196592+0.00359204j -0.00881947+0.00478248j 0.00754029-0.00519071j 0.0152524-0.0106246j 0.0149495-0.0179733j -0.00254832-0.000520885j 0.0137308+0.00767322j -0.00324449+0.00397519j -0.0132369-0.00429914j 0.0112944-0.00331654j -0.00589374-0.000281967j 0.0306996-0.00242571j 0.0199996-0.00783937j 0.0152529+0.00540816j -0.00356745+0.000743121j -0.014401-0.000957019j 0.0114766+0.0020116j -0.0036977-0.000790894j -0.00509715-0.00549869j 0.00729796-0.00304472j 0.00900208+0.00246192j 0.00868491+0.00698661j 0.0123849-0.0121608j -0.00347265+0.003079j -0.000361635+0.0255382j 0.00568931+0.0173672j 0.00352954-0.00540683j -0.00879346-0.0109052j 0.00786676+0.020829j 0.00330029-0.0144541j -0.00758505-0.0059077j 0.00862134-0.00974476j 
0.00432981-0.00651594j 0.00667394-0.00685059j 0.0120004-0.0061822j -0.00103621-0.00244093j -0.00916097+0.0187092j 0.00894412+0.0110347j -0.00195534+0.000315259j -0.00729325-0.00244104j -0.00161485-0.00656679j 0.00237054+0.0011492j -0.000298123+0.000317176j 0.00554207-0.00460583j -0.00334-0.00129508j 0.00123095+0.00071081j 0.00559175+0.00434222j 0.0050946-0.00524784j -0.00520769-0.00960266j -0.00799669-0.002562j 0.0123545-0.011231j 0.00268374-0.00112021j -0.0231935-0.0072956j 0.0020768+0.00226441j 0.00522037-0.00845636j 3.69122e-05+0.00968336j 0.00779225-0.00802847j -0.00243246-0.000511207j 0.00132888+0.000839529j -0.000446721-0.00390596j 0.0021479-0.0032343j -0.000113582-0.00870149j 0.00396486+0.00650984j 0.000698411+0.00575933j -0.00772761-0.0151543j -0.00952579-0.0103125j -0.00133544+0.00118894j 0.0168991+0.00580928j 0.00450508-0.00926975j 0.00968532-0.000568971j 0.019547-0.00134664j -0.002881+0.00858939j 0.0131757+0.00661079j 0.00341441-0.0160133j -0.00116548+0.00571529j -0.0120874-0.00838213j 0.005926+0.00447351j 0.00069754+0.0188482j 0.0141046+0.00257853j -0.011367-0.012591j -0.00973852+0.00145738j 0.0120276-0.00540103j 0.000585172-0.00701524j 0.00242784+0.00200392j 0.0085272-0.000225558j -6.312e-05-0.00443339j -0.00777731-0.00389739j -0.000358026-0.00469969j -0.000892841+0.00136043j 0.00659795-0.00625444j 0.00339783+0.00960149j 0.00100727+0.0011987j -0.0028321-0.00671666j -0.00371115-0.00983593j -0.0018592+0.00914585j -0.00774429-0.00133649j 0.0112526+0.00569721j 0.0121492-0.00627017j 0.00970192-0.00588542j 0.0140611-0.00459901j -0.00480887-0.00460468j 0.00458114+0.00144233j -0.00514266-0.00774715j -0.0139337+0.00744684j -0.00625302-0.00401268j 0.00633195-0.00439919j 0.0101544-0.00650459j 0.00662874+0.00269103j 0.00686374+0.00193671j 0.00121487+0.00910173j -0.00363571+0.000226718j 0.00599486+0.00162831j 0.0184013-0.00140847j 0.0045272-0.0035713j 0.00234903+0.00327756j -0.000731209-0.00187063j 0.00727302-0.000902609j 0.00528454-0.00287905j -0.00292119+0.0105817j -0.0126294+0.012262j 0.00568422+0.0117298j -0.0039572-0.00466881j -0.0054264-0.00474798j -0.00143045+0.00833365j 0.00764714-0.0170485j -0.00283233+0.00842296j -0.00459671-0.00170723j 
