-0.0243287-0.0674128j 0.110943+0.057323j -0.0881491+0.0669878j -0.069511-0.0799208j -0.19847-0.114636j -0.113777+0.11455j 0.136412-0.0521809j -0.0756556-0.141709j -0.0667423-0.100001j -0.0918018+0.204543j 0.110004-0.123017j -0.0492969-0.0878502j -0.0833104-0.0126801j -0.150596+0.174847j 0.145709-0.0906678j -0.0147432+0.0214607j -0.00892852-0.0934943j -0.169288+0.191308j 0.0865639-0.201376j -0.102464-0.0503069j -0.0117461-0.0172745j 0.0396355+0.00261665j 0.00176186+0.0593301j 0.100662+0.031862j -0.0355525-0.0361897j -0.020918+0.0319311j -0.134486-0.00355068j -0.113839+0.0567307j 0.0224684+0.0305565j 0.000189821-0.0335652j 0.0361207+0.0832147j 0.110467+0.0348042j 0.0473648+0.0202508j -0.0951813-0.0106389j -0.0134246-0.0450637j -0.0207276+0.0043769j -0.00177917-0.0216675j 0.0045148+0.00350439j 0.00215453-0.0369573j -0.000997125+0.0147002j 0.0590717+0.00733177j -0.0213786-0.0151286j 0.0036543+0.0336977j 0.00450002+0.0116863j 0.00718235-0.0276477j 0.0248666+0.0457469j -0.0158281-0.059191j 0.00392507+0.0137408j -0.0467324-0.0182012j -0.0316202+0.0238962j 0.0410009-0.0220583j -0.00196516+0.0280748j 0.00420629-0.000805533j -0.00850146+0.0132855j 0.00736115+0.00226922j 0.0146852+0.00697455j 0.0320058+0.00286829j -0.000685651+0.00611645j -0.0211148+0.0116882j -0.0273792+0.0373395j -0.078251-0.00352759j 0.0329624+0.0283714j -0.0144845-0.00031327j -0.00727009-0.011189j -0.0219732+0.0240499j 0.0148027+0.0219663j -0.0169985+0.0148575j -0.0512461+0.0283906j 0.0173476+0.00580149j -0.00670612+0.010974j 0.0236943+0.00146286j -0.00258815-0.0163653j -0.0128189+0.0094687j 0.0190505+0.0229192j -0.0177147+0.0090133j -0.00155336+0.00816095j 0.0275662+0.0105368j 0.0395849+0.0351172j -0.0211603-0.0403063j 0.00899063+0.0267689j 0.00661171+0.0171952j 0.0118871-0.0133943j -0.0288059-0.0543778j -0.0164954-0.0333373j 0.00444432+0.0408099j 0.0240617-0.0205795j -0.0223663-0.0498004j 0.0381683-0.0171724j 0.0330448+0.0471384j 0.0174205-0.0055687j -0.0128586+0.00177878j 0.0048636-0.032187j -0.00894166-0.00891169j 0.0282257+0.0730403j -0.111979-0.0488227j 
0.0109476+0.00303081j 0.00286443+0.00360416j 0.00247614-0.00768961j 0.000771572-0.00132274j 0.0062749+0.000354945j 0.00130111+0.00296862j 0.00647599-0.00708312j 0.0028607+0.00424409j -0.0141074+0.00296978j -3.22786e-05+0.00458829j 0.00170394-0.00568197j -0.00174166+0.00586536j 0.00365627+0.00353383j 0.00211428-0.000227243j 0.00106902-0.00291574j 0.000391267+0.00131106j 0.00679119-0.00257698j 0.000319751+0.00111958j -0.00295364-0.00424049j -0.0042548+0.00649891j -0.000109343+0.00435406j -0.0033088-0.00677836j 0.00370595+0.00502594j 0.00160014+0.00448851j 0.00328337-0.00022348j 0.0015435+0.00830675j -0.00578066+0.00626822j 0.00170234+0.0564486j -0.000334693+0.0015242j -0.0021222+0.00743579j -0.00226561+0.0051037j 0.00272181+0.00187694j -0.000781325-0.00568115j 0.00218583-0.0109927j 0.00424811+0.00150857j -0.00112509+0.00252588j -0.00480009-0.00266901j 0.00237925-0.00178191j -0.00244209+0.00595428j -0.000709449-0.00223512j -0.00496327+0.00308717j 0.000860701-0.00169441j -0.000754752-0.00614915j 0.00438763+0.00432001j 0.000428445-0.000144236j -0.00839914+0.00222673j -0.0057174-0.00121694j 0.00670231+0.000470952j 0.00689703-0.000787793j -4.85522e-05+0.00494711j 0.00309536-0.00270847j -0.000735751-0.000310703j 0.00225452+0.00425899j -0.000574891+0.00606616j 0.00313475-5.87923e-05j 0.00177678+0.00286451j 0.00306235-0.00638076j -0.0100818-0.000661898j -0.00470679-0.00285768j -0.00846207+0.00751294j -0.0131368+0.010559j -0.00705595-0.00630314j 0.00459004-0.0029297j -0.000919495-0.00353468j -0.0133519+0.00454357j -0.00726547-0.00182478j 0.00530402+0.0050221j 0.0088641+0.00430868j 0.00447773+0.00189961j -0.000164549+0.00222426j 0.00357857-0.00176484j 0.00133558-0.00739817j -0.00835751+0.00037545j 0.00250141+0.00256835j -0.00161427-0.00433703j -0.00157836-0.000950031j -0.00411552+0.00587304j -0.00129463+0.00324461j -0.00579421-0.0049622j -0.00391816+0.00698929j 0.00673439+0.00588994j 0.0018545-0.00229229j 0.00850388-0.00519965j -0.00014524+0.001324j 0.00711791+0.00231319j 0.000380026-0.00201645j 0.00303415-0.00413591j -0.002549+0.00209126j -0.00717508+0.0020015j 0.00148672+0.00332002j 0.00170274-0.0132227j -0.00501885+0.000908628j -0.00553736-0.00952571j 8.25306e-05+0.00552411j -0.00956284-0.00243805j 
0.00225756-0.00749962j -0.00124544-0.00386147j 0.00206866+6.78321e-05j -0.0113474-0.00348955j 0.00348931-0.000413802j -0.0155854+0.00775366j -0.00884226+0.00221754j -0.000471859-0.00600316j 0.000938248-0.00177303j 0.00510903+0.00381538j -0.00195123+0.00288813j -0.00236761+0.00670928j -0.00653889+0.00779855j -0.00529101-0.000287434j -0.00670675-0.00857962j -0.00376705-0.00711341j 0.00537716+9.16374e-05j 0.00632905+0.00661721j -0.00797022-0.00144544j -0.00430381+0.00174088j -0.000527463+0.00180944j -0.00224584-0.005862j -0.00351714+0.00480683j 0.00134455-0.0059125j 0.00175413+0.0113579j 0.00075895+0.00728778j -0.00785478-0.000739387j -0.000708933-0.0239918j -0.000116224+0.0142944j -0.0041418+0.00909915j -0.000942632+0.00380379j 0.0069947+0.00856698j -0.00892881-0.00285539j 0.00528652-0.0104365j 0.00284342+0.0046677j 0.00243372-0.0106059j -0.00534797-0.00625845j 0.0033458+0.000302416j 0.0044122+0.00596218j 0.000888734+0.000280402j -0.0131382+0.00367746j 0.00608888-0.00136133j 0.00193554-0.00630889j -0.00398373+0.000926848j 0.000484862+0.00709973j -0.00311127-0.000201224j -0.0127565+0.000975412j 0.00471768+0.00401118j 0.000121604-0.00322155j 0.00310656+0.00435466j 0.00975789+0.00742455j 0.00247812-0.00396843j 0.00911497-0.00275469j -0.00770744+0.00462014j 0.00603141+0.00330397j -0.00273777-0.000524833j 0.00105998-0.0100986j -0.00668978-0.00100726j -0.00479778+0.00198994j -0.00773554+0.0051333j -0.0036993+0.0027369j -0.00136778-0.012343j 0.00624818-0.00295437j 0.00422744+0.00276981j -0.0102213-0.00134416j -0.00397821+0.00281845j 0.00582812-0.00523121j 0.00824125+0.00532836j 0.000672704-0.00134895j -0.0030797+0.0101495j 0.00445204+0.00542351j -0.00741297-0.00518639j -0.0128035-0.00371696j 0.00513849+0.00447549j 0.00165121-0.00585385j -0.0014036-0.00119399j -0.00647123+0.00224057j -0.00307269+0.00708212j -0.00848325-0.00353393j -0.00255697+0.0113451j 0.0083526+0.00835312j 0.000442148-0.0016303j 0.00559921+0.00484145j 0.000932882+0.00450929j 0.010257+0.000425174j 0.000739372-0.00263107j -0.000119272+0.000280288j -0.00528162+0.0023047j -0.00989943+0.00151947j 0.00486192+0.00151004j 0.00854873-0.0120489j -0.00390378+0.00030975j -0.00642353-0.00935935j 0.00224657-0.000290918j -0.00384548+0.000628424j 
-0.00960062+0.000413164j 0.00335137+0.00273474j 0.00196916-0.000446768j 0.00406382-0.00253465j -0.00459156+0.00333867j -0.00198182+0.00900329j 0.00232511-0.00748184j -0.00262358+0.00164656j 0.00587519+0.00148609j 0.00384998-0.00317635j -0.0195405+0.00155853j 0.000890755-0.00313682j -0.00410899-0.000849567j 0.00521406-0.000750548j -0.00986887-0.00730966j 0.00165764+0.00974796j -0.0108272-0.00263892j 0.0051012+0.00221557j 0.00441066-0.00076714j 0.00314435-0.000798081j -0.00121385+0.0025387j 0.00352958-0.00587796j -0.000132839+0.000344687j 0.00220856-0.00114716j -0.00153383-0.00508966j -0.000119799+0.000728998j 0.003355+4.99832e-05j -0.00237169+0.0101421j 0.00296987-0.00583975j 0.000870124-0.00337354j -0.00139264+0.00125714j -0.00201576-0.00339481j 0.000194085+0.00181389j -0.0030285+0.00490931j -0.00195269-0.00344818j 0.0015419+0.00324288j -0.00332096-0.0103811j 0.000710779-0.000292346j 0.00382324-0.00174109j 0.00139245-0.00013489j 0.00517161-0.000734114j 0.00226539+0.0031255j 0.00780721-0.00379605j -0.00819496-0.00605587j 0.00944271+0.00415163j 0.00367796+0.00468352j -0.00232883-0.00145676j -0.0178902+0.00842499j -0.00514028+0.00328819j 0.0154515+0.0140707j 0.00226526+0.00613899j 0.000578163-0.0119279j -0.00133099-0.00829413j -0.00844352-9.45685e-05j 0.00350665-0.00511816j 0.00624965-0.00280567j 0.000636447-0.00619896j 0.00530106-0.00152164j 0.00102522-0.000931031j 0.00548965+0.00254129j 0.00348129-0.00504517j 0.00569179-0.00630711j 0.00148519-0.00461461j 0.00330267+0.00320324j 0.0100769-0.00673j 0.000496145+0.0034964j -0.00720971-0.00859171j -0.00111903+0.00230465j -0.00570762-0.00604431j 0.000681923+0.00493994j 0.00040155+0.0052697j -0.00376351+0.00327056j -0.00400935-0.00144879j -0.00603055-0.00974184j 0.00251979-0.00843906j -0.00380748-0.00813118j -0.00593218+0.0045461j -0.00439057+0.00626856j 0.00608162+0.00562007j 0.00204108+0.0120147j -0.00872969-0.00191524j -0.0126414+0.0048526j -0.014699+0.0146027j -0.00772716-0.00155125j -0.00245279-0.00103113j -0.0014146-0.00181202j 0.00358496-0.000723244j 0.000550614+0.0037699j 0.00297593+0.00271088j 0.00626984+0.0134549j -0.00277776+0.00666125j -0.00423575+0.00310081j 0.00427616+0.00656724j -0.00110573-0.00253629j 0.00487094-0.000932271j 
-0.0082687+0.00221187j -0.000604634-0.000656762j 0.00408084-0.00169775j -0.000310327+0.00153773j -0.0220081+0.00763064j -0.00358337+0.00540014j 2.57154e-05-0.00282699j 0.000149649-0.00291443j -0.0081174-0.00368524j -0.00329488+0.00015536j 0.00762183-0.00200093j 0.0117811+0.000196443j 0.00194244+0.005759j -0.00263685+0.00236586j 0.00285449-0.00133903j 0.00214398-0.00178706j 0.00510975+0.00022989j -0.00237184+0.00255663j 0.00851914-0.00478616j -0.000840614+0.00379052j 0.00361189+0.00369114j -8.96401e-05+0.003754j -0.00363687-0.00220514j 0.00614886+0.000503143j -0.00372662-0.000502928j 0.000391481+0.0104159j 0.00258546-0.00477534j 0.0002038-0.00358771j -0.00410275-0.0109146j 0.00506643-0.00458907j -0.00471596-0.00191882j -0.00640254-0.00582695j -0.00725215-0.000742424j -0.00402362-0.00695693j 0.00499248-0.00903808j -0.00296255-0.00672685j -0.00258415-0.00618044j 0.00442616-0.00120795j 0.00342842-0.00268732j 0.00238496-0.00346996j -0.00187041-0.00170468j -0.00860973+0.00457957j -0.000656471+0.00578395j -0.0031588-0.00138664j 0.00985708-0.00257452j -0.00924697+0.000658518j 0.000465275-0.00836708j -0.000861044+0.00584105j 0.00533783+0.00671901j 0.00281915-0.00117586j -0.00182373-0.00361024j -0.00127235+0.00316753j 0.00320934+0.00273321j 0.0028988+0.00332915j -0.00431418+0.00550555j 0.00139596+0.0080236j -0.00355874+0.00145734j -0.00283875-0.00317458j 0.0053281+6.57083e-05j -0.00381142+0.0109575j -0.0111747-0.000230575j -0.00200543+0.0101673j 0.000127726-0.00353522j 0.000979711-0.00960652j -0.00229725+0.00783691j -0.00117453-0.00263248j 0.0065936+0.00797163j 0.00323075-0.00786247j 0.00809354-0.00557343j 0.00245587-0.00809328j -0.00729699+0.00585997j -0.000484301-0.00355993j 0.00107652+0.00687516j -0.00513931-0.00716718j -0.00040914-0.00391146j -0.00134193+0.00603564j -0.00046682+0.00787773j 0.00304635+0.0015068j 0.0021558+0.00127465j -0.000485347+0.00180629j 0.00407398+0.00507805j 0.00594192-0.0027356j 0.0117809-0.00400987j -0.000473539-0.00403238j -9.5432e-05-0.00524553j 0.0021431+9.81467e-05j 0.00443215+0.00428489j 0.000622768+0.00405782j -0.00538147+0.00681923j 0.00271322-0.00189579j 0.000587108-0.00500932j 0.000915053+0.00459232j 1.12039e-05-0.00322459j -0.00289599+0.00803459j -0.0167407-0.00868079j 
0.00687108+0.0125619j 0.00825315-0.0103589j 0.00315892-0.000108567j -0.00179504-0.00707027j 0.00101031+0.000631342j 0.000198893-0.00227126j -0.000630553-0.00111626j -0.00684049+0.000553119j 0.00523613+0.00715846j 0.00172153-0.00180567j -0.00317172+7.74201e-05j 0.00711216+0.00154948j -0.00367553-0.000994831j -0.00158091-0.000744252j -0.00331841+0.000390359j 0.00373566+0.00296762j -0.00241312+0.00498298j 0.00165128+0.000406247j 0.00368237-0.00681776j 0.00522572-0.00656626j -0.00566997+0.000415607j 0.00742731+0.00976961j 0.00317975-0.0119106j -0.0121115+0.000870966j -0.00380511+0.00137371j 0.00258823-0.00167537j -0.00392682-0.0152501j -0.00197464+0.000446924j -0.00596596-0.00750373j 0.00287932-0.00663093j -0.000757271-0.0044096j 0.000953287-0.00255745j -0.00283535+0.00253772j -0.00953169-0.000442119j 0.0149998-0.00725914j 0.000189657+0.00691925j -0.003854+0.00553636j 0.00195949+0.00112289j -0.00671806+0.0120204j 0.00835793+0.0135551j 0.00687173+0.0164207j -0.00500012-0.0136051j 0.00139935+0.000508805j -0.000649157-0.00276806j -0.0039077+0.00413356j -0.0111636+0.0162568j -0.011311+0.00921566j 0.0016022-0.00652669j 0.0104906-0.000741833j 0.00310467+0.00428372j 0.0010806+0.00528605j -0.00749422-0.00665976j 0.0127379+0.000803571j 0.00270874+0.00410662j -0.00810739+0.00810913j -0.0192888+0.00628361j 0.00518544-0.00500137j -0.00505781+0.00220934j -0.021168-0.0166396j -0.00918605-0.00597775j -0.021932+0.0178877j -0.00326166-0.00735098j 0.00119888+0.0138994j 0.018826-0.00726166j 0.00212894+0.00514359j -0.0210645+0.00477752j 0.00118839-0.0135556j 0.00770855-0.0025129j 0.00765407+0.00849654j 0.0228695-0.0222612j -0.00432536+0.00941627j 0.00721318-0.0106955j -0.00402127-0.0100187j 0.00630692-0.000663077j 0.00240855-0.018267j -0.010574-0.00433857j -0.00393218+0.0115515j -0.0113192+0.00701826j -0.00475544-0.0243511j -0.0028538+0.00750103j -0.00892196+0.00296181j 0.000626168-0.00612573j -0.00344533-0.0152947j 0.00623285+0.00764457j 0.0185272+0.0184339j -0.016649+0.0166821j -0.0192644+0.0084682j -0.00485678+0.00906688j 0.00985905-0.0088368j -0.000295539+0.00508419j 0.00227445-0.00287387j 0.000756286-0.0171374j 0.00729005-0.0130753j 0.00635737+0.0111148j 0.000441747+0.0177572j 
0.00842239+0.00090829j 0.00629457-0.015516j 0.0111685-0.00916176j 0.00113665-0.0121243j -0.0119785+0.000229152j 0.00119191+0.00111621j -3.43747e-05-0.00493705j -0.00873498+0.00106856j 0.00352697-0.000456734j -0.00186553+0.00484915j 0.00489014-0.00313185j 0.00597521-0.0101583j -0.00163499+0.000799332j -0.00276225+0.00496593j 0.00716158-0.00166994j 0.00433829-0.00610098j 0.00480494-0.00587796j 0.00708479-0.0131556j 0.00738003-0.0038454j -0.00132092+0.00792237j -0.0103305-0.0139157j 0.00939867-0.0127421j 0.000470191-0.000434392j -0.00151107+0.00472886j -0.00771339-0.0068027j 0.00631282-0.00471635j -0.00136202-0.0051564j 0.00164807+0.0057975j 0.00310014+0.0146546j 0.00346736-0.00750706j 0.000688528+0.00840326j -0.00106128+0.00710408j -0.00762724+0.00937483j -0.00111888-0.000425804j 0.00991357-0.00296137j 0.00418228-0.00520132j -0.00505604+0.00371325j -0.00173313+0.00124181j 0.00834154+0.00852027j 0.0268113+0.0160854j 0.00690765+0.0259746j 0.00543052-0.00538871j 0.000116085+0.000661295j -0.00388335+0.00102513j 0.00633474-0.00164521j -0.0290451+0.00794347j 0.00869737-0.0006514j 7.08824e-05+0.00125974j 0.00267301-0.00760076j 0.00669379+0.00421133j -0.00395048-0.00131826j -0.00334851+0.00474092j 0.00492109+0.00209972j -0.0044641+0.00749867j -0.00171806+0.00911414j -0.0153426+0.000754305j 0.00160556+0.00244758j 0.000657404-0.008706j -0.0138453-0.016432j -0.0128751-0.00608536j -0.00781309+0.0109658j -0.0105319-0.0135309j 0.0072445+0.0208314j 0.0388548-0.000883349j 0.00774481-0.0154011j -0.0162797+0.00150035j 0.0136803-0.00988194j 0.0154628-0.0142443j 0.00696798-0.00544995j 0.0294652-0.013003j -0.000362511-0.00457087j 0.00463753+0.000180715j -0.00984806-0.00151687j 0.0268708-0.00595885j 0.0014337-0.0129809j -0.0124516+0.00219004j -0.0139501+0.0045544j -0.00936774-0.00173049j -0.0148833-0.0124094j -0.00244339+0.00295478j 0.0141244-0.00123301j -0.00521035+0.0012604j 0.00331811-0.00999168j -0.00709895+0.00777603j 0.0184249+0.0113647j -0.010594+0.0187604j -0.0162722-0.0083169j -0.00983536+0.0152103j 0.00447625+0.00330797j 0.000815318+0.00634812j -0.00286743+0.0138288j -0.00121739+0.00243003j -0.00158911-0.0205119j 0.00381023-0.00126446j 0.00493886+0.02003j 
0.000988413+0.00519268j -0.00202092-0.00512955j 0.000245983-0.0046296j 0.00398308+0.00750084j -0.0100849+0.00110686j -0.00255763+0.0157892j 0.00081629-0.00575408j -0.0036939-0.00881782j -0.00459369-0.00352125j -0.00891292-0.00545911j 0.00114958-0.0011292j 0.00659253-0.000519105j -0.000622593+0.00537452j 0.00481359+0.00338619j 0.00726931-0.0100892j -0.000578355+0.00189124j 0.00123819+0.00242303j -0.00269815+0.00154135j -0.000233247+0.00341447j -0.00532946+0.00746j -0.00535354-0.00822038j 0.00586633-0.00758878j -0.000637469-0.000664616j 0.00081681-0.00380528j 0.00140461+0.00136544j -0.00144707-0.000230318j 0.000510635+0.000649117j 0.00379985+0.00455576j 0.00229823+0.0100739j -0.00211268-0.00327559j -0.00477617+0.0053671j 0.00132765+0.00543724j -0.00073441+0.00080469j 0.00136636+0.00264952j -0.000683945-0.000286423j -0.00218208-0.00318644j 0.00562871+0.00197727j -0.0021481+0.00264055j 0.000147891-0.00233526j 0.00216742+0.00351705j -0.00249807-0.000174679j 0.00570207+0.00473803j -0.00274288+0.00934031j -0.00389502-0.0112921j 0.00438961+0.0086591j 0.000774936-0.00507931j -0.00427429-0.00250927j -0.00364187+0.00901581j 0.0039404-0.00191601j 0.00367686-0.00435819j -0.00266855-0.00190198j 0.00545407-0.0108732j -0.00414601+0.000136488j 0.00896979-0.00682393j -0.00461765+0.0044873j -0.00442314-0.00235584j 0.000669337+0.000137827j 0.00374968+0.00918746j -0.00396883-0.00366356j 0.000248371+0.0022596j 0.00288813+0.00137669j -0.00164692+0.0161304j 0.00391982+0.00994175j 0.00954025+0.00394286j 0.00889404-0.00421453j 0.0029222+0.00215674j -0.00329432-0.00711258j -0.00206673-0.00979372j 0.00490536+0.000577428j 0.00763161-0.000807389j -0.00189759+0.00404332j -0.00975553+0.00626734j 0.000804368-0.00887766j -0.00223566+0.00112044j -0.00998301+0.000654146j -0.00746033+0.00293667j 0.00776786+0.000744236j 0.00333365+0.01711j 0.000865019-0.00308493j -0.00195499+0.00056879j -4.99838e-05+0.00634446j 0.00631102-0.00896598j -0.00334911+0.00774638j -0.0048049+0.00261881j 0.00146051+0.00326882j 0.00461325-7.12698e-05j -0.00145612-0.0112422j 0.00125481-0.00406388j 9.87186e-05-0.00593209j 0.00440886+0.000500918j 0.00844206+0.0083607j -0.00541066-0.000670467j -0.00251916+0.00508269j -0.00631657-0.00142657j -0.00529821-0.00434436j 
0.00193955-0.00375683j 0.00189538-0.00841556j 0.000625199-0.0117119j -0.00337997+0.0015346j 0.00386352+0.0104445j 0.000180019-0.00653773j 0.000352323-0.00441727j 0.00576507+0.00717866j -0.00370964-0.000311119j 0.00674378+0.000136401j -0.00675015-0.00261149j -0.0141548-0.000928355j 0.00540887+0.000417487j 0.00284863+0.00236633j -0.00396759+0.00198508j -0.00302922-0.00310533j 0.000910347-0.00640746j -0.000616436-0.00493557j 0.0103277-0.0129871j 0.00530686+0.00589397j 0.00514367+0.00101603j -0.00886838+0.00485886j 0.00717569-0.00323793j 0.00278846-0.0028687j 0.00300103-0.00932843j 0.00634962+0.00471391j -0.0058579-0.00105909j 0.000753855-0.00566057j -0.00332882-0.00347345j 0.00264096+0.0109628j 0.00695591-0.00201313j -0.0012516-0.00231694j -0.0127771+0.000296258j 0.00290058-0.00769264j 0.00677498+0.00144144j 0.00256048-0.00154288j 0.00848161+0.0176128j -0.0113739+0.00183893j 0.00429032+0.000913308j 0.00917626-0.000421182j 0.000332103+0.0123299j 0.00391054-0.00527739j 0.00367217-0.00457745j -0.00505479-0.00424136j 0.0038227+0.000840007j -0.0187855+0.00659664j 0.00672896-2.05376e-05j -0.00690404-0.00237411j -0.00738972-0.00628805j 0.000631873-0.00205007j -0.00337788-0.00257635j 0.000777752-0.00372092j 0.00595142-0.00598819j 0.00170614-0.0075661j -0.00826735-0.00161757j -0.00960854-0.00420459j 0.00518933-0.00483052j -0.00521724+0.00174274j -0.0106408-0.011374j -0.00529327-0.0134995j -0.00583286+0.000787435j -0.00455566-0.0103826j -0.00394582+0.0179488j 0.0150063+0.000197384j 0.00697092-0.00792043j -0.00508753+0.00561594j 0.00246938-0.0238087j 0.0112218+0.00531203j 0.000770596+0.0108003j 0.0110605-0.00227006j 0.00259321-0.0132817j 0.00305656+0.00688518j -0.00779615-0.00949997j 0.0175373-0.00177415j 0.00537002+0.00566146j -0.00222446-0.00520487j -0.000639629+0.00175243j -0.0115129+0.0165011j -0.00796075-0.00788241j 0.00182194+0.00661805j 0.00544214-0.00374022j 0.0013575-0.00202393j 0.00586682-0.00923184j -0.00447918-8.8099e-05j 0.00848945+0.00172056j -0.00832944+0.00581688j -0.0088449-0.000155491j -0.00785086+0.00149454j 0.00670667-0.0135385j -0.00732573-0.00127321j -0.00174192+0.00202389j -0.00832075-0.00738489j 0.00531979-0.00861886j 0.0047959-0.00289526j 0.00369707+0.0105735j 
0.00915073+0.00695239j 0.00570699+0.0116744j -0.00539401+0.00866902j -0.00526359+0.00690324j -0.00180347-3.98162e-06j -0.00241539-0.0140587j 0.000144534-0.000205875j 0.00225901+0.00569825j 0.00418087+0.00090445j 0.00379425+0.00122698j -0.00110562-0.00592699j 0.00944888+0.00602157j -0.00165261-0.00238984j -0.00490641-0.000617206j -0.00530665+0.00859175j -0.00214055+0.00720262j -0.00175164-0.000770582j 0.00282293+0.0125468j -0.0116707+0.0120177j -0.00524094+0.000811778j 0.00486115+0.00765086j -0.00377352+0.000513357j -0.00476239+0.00950772j 5.11817e-05+0.00406902j 0.00113034+0.00757071j -0.00157201-0.000717117j 0.00507922+0.00433584j 0.00260249+0.000751788j -0.00294824+0.00334001j 0.00327595-0.00381356j -0.00615588+0.00401696j -0.00252873+0.000327893j 0.0130919+3.18964e-05j 0.00205381+0.000876341j 0.00204213+0.00485597j -0.00498836-0.00329944j 0.00113568+0.00758906j -0.00460201-0.000154298j -0.00397608-0.0148426j -0.0195471-0.00963992j -0.00777318-0.0235887j -0.00686194+0.00298901j 0.00642313-0.00564652j 0.0111008+0.00328846j -0.00595405-0.00348893j 0.0125472-0.000953629j -0.00769902-0.000404887j 0.000530445-8.46275e-05j 0.000372129-0.000116316j -0.0126166+0.00297658j 0.00841621+0.00602193j -0.000637126-0.00459938j -0.00970333-0.00193745j 0.00500341-0.00889975j 0.0127834-0.00129337j 0.00868698+0.00209181j 0.00406308-0.00125638j -0.00361914+0.00970506j 0.01782+0.0116414j 0.00197656+0.00866544j -0.00362023-0.00790333j 0.0037585+0.00618987j -0.00182296-0.0149309j -0.017629-0.00231053j -0.0234518+0.00943414j 0.0127931+0.009436j -0.00885918-0.0119363j -0.0102325+0.0142102j -0.0102613+0.0156971j -0.0100974+0.00660054j 0.00407203-0.0030571j 0.00643906-0.000626516j 0.00636081-0.00139031j -0.0107314+0.0055738j 0.0132932+0.0230125j 0.00584422-0.0125968j 0.00748674-0.00533243j 0.0015152+0.00844037j 0.00754715+0.012767j -0.00159646+0.00138297j -0.00790008-0.00548218j -0.000231231-0.00215264j 0.00291326+0.00990987j 0.0094856-0.00192641j -0.0142452-0.00412949j 0.00724754-0.0165566j 0.0154971+0.00876678j 0.0071858-0.0160346j -0.00628382-0.00868973j -0.00102302+0.000506493j 0.00522619-0.00689327j 0.00261221+0.000467847j 0.00352029+0.00990846j 0.00857008+0.00427463j -0.00611423-0.00262255j 
-0.00859085-0.00466645j 0.00399622+0.00608915j -0.00224902-0.000569169j 0.00229846-0.00758259j -0.0138637+0.00648604j 0.00951998+0.00142148j -0.00315789-0.00259268j 0.00306531+0.00264154j -0.000287619-0.00391034j 0.00618315+0.0147714j 0.00199721-0.00542439j 0.0136755+0.000602311j -0.0016597+0.0057382j -0.00764546+0.00273752j -0.00141868+0.00304788j 0.00546066-0.00630714j 0.00107582-0.00845715j -0.00229489+0.00070886j 0.00746751+0.00322827j -0.00604853+0.00136748j -0.00310934-0.0104606j 0.00569346-0.00960276j -0.00648974-0.00159473j -0.00349698+0.00355982j -0.00168551-0.0025788j -0.00158902+0.00149321j 0.00393438-0.00380052j 0.000402685+0.00643756j 0.00391646+0.00277906j 0.000291746-0.00845315j -0.00188321-0.00187779j 0.000170833+0.0030171j -0.00271433+0.00614741j -0.00224765+0.00433736j -0.000794914-0.00413155j -0.00184551-0.00666302j 0.00695662+0.00430216j -0.00204102+0.000369165j 0.00165079+0.00011096j 0.00360024+0.0112213j 0.00365891-0.000553303j 0.000697215+0.00197704j 0.00302385-0.0119485j 0.000253092+0.00325821j -0.00533301-0.0013595j -0.00758303-0.0120038j 0.0033753-0.00663776j -0.00385013-0.000138398j 0.000534699+2.96017e-05j -0.00299914+0.00310766j -0.0149752+0.00199043j -0.00123702-0.0027114j 0.000979959-0.00666857j -0.00905336+0.0031228j -0.0023616-0.000568345j -0.00438277-0.00430952j 0.00657742-0.0084431j -0.00446248-0.000291264j 0.000562617+0.00090442j -0.00592693+0.00078751j 0.00129728+0.0059337j -0.00129348-0.0139694j -0.00309808-0.000254982j 0.00677286+0.00346145j 0.0009629-0.00866448j -0.00622946+0.0116806j 0.00633617-0.0143068j 0.0126623+0.00726962j -0.00325078+0.0114346j -0.013965-0.00762016j 0.00337018-0.00211948j 0.00856536-0.00613216j -0.0102197-0.000713005j 0.00340173+0.000292557j 0.00456651+0.00620869j 0.00431655-0.00197611j -0.00149787+0.00240377j -0.00724806+0.0118953j -0.0098432-0.00484017j 0.000150231+0.0128545j 0.0129658-0.00428125j -0.00374146+0.00163611j 0.00771841-0.0123628j -0.00276796-0.00924958j 0.00748162-0.00144773j 0.0011176-0.00345073j -0.00089996-0.0121299j 0.00315482+0.0010838j -0.00221374-0.0089757j 0.000508053+0.00113666j 0.00671855-0.00218303j -0.00340704+0.00994203j -0.0047881-0.00595856j -0.0100423+0.00196992j -0.00955387-0.00803973j 
