-0.00298856-0.00562734j 0.00152743+0.0221875j -0.00490108+0.0156116j 0.00130061-0.000371542j 0.000891607+0.0029209j 0.000139344+0.0421645j -0.00656417+0.0185623j 9.09044e-05+0.0286458j 0.00510257+0.0159505j 0.017163+0.040482j 0.0167759-0.00176468j 0.00866964-0.0542144j 0.0491486-0.0304131j -0.0546908+0.0726525j 0.018653+0.0496725j -0.0188021+0.00585655j -0.00564871+0.0130724j 0.00082623-0.00422914j -0.023568+0.00933724j -0.0162384+0.0128985j -0.0166147+0.0106804j -0.0211621-0.000131167j 0.0190617-0.00153293j 0.0118572-0.00425492j 0.00957125+0.00592711j -0.0144874+0.0155811j 0.00479695-0.00629592j 0.0224088-0.00451499j 0.0111434-0.00686315j 0.0151192-0.00654087j -0.0292974+0.000234686j 0.00659509-0.0037975j 0.0331186+0.00942888j 0.0268184+0.00579506j 0.0335075+0.0189285j -0.0186968-0.0140027j 0.0249834+0.00858837j -0.00406388+0.00056108j 0.00906106+0.00795264j -0.0105577+0.0017211j -0.00525939+0.00159896j 0.00864813+0.00505745j -0.00443225-0.0110813j 0.00379935+0.000449112j -0.0036023+0.00730914j -0.00531437+0.00522687j -0.00502599-0.0032142j -0.0103437-0.00113227j 0.00256497+0.0117377j 0.00144237-0.00642366j 0.00279257-0.000834991j 0.010316+0.0047826j 0.0060294-0.0141213j 0.00473797+0.00216458j -0.00906852+0.00813533j -0.0108036-0.00831245j -0.00167408-0.00372154j -0.00339668+0.00610673j -0.00066461+0.00289919j 0.00966677-0.00132441j 0.0120415-0.00546864j 0.013052+0.00475016j -5.382e-05-0.00461661j 0.0075526+0.00293275j -0.0121498+0.0104427j 0.00266964-0.00347511j 0.00272933-0.00665661j -0.00680381-0.00987335j 0.0116943-0.0109198j 0.000244585-0.00213414j -0.00599024+0.000259167j -0.00444173-0.00398241j 0.0168759+0.000772679j 0.00485411-0.0101477j -0.00811694-0.012782j 0.00651611+0.00189019j -0.00274236-0.000234246j -0.00671994-7.18033e-05j -0.000323038+0.00625941j -0.00374402+0.00329548j -0.00615158-0.0181895j -0.00583666+0.00883902j 0.00221028+0.00066274j 0.00582773+0.00201433j -0.0214343-0.00841752j -0.00124262-0.00536542j 0.0043978+0.00643745j 0.0018751-0.00193964j -0.00713709+0.00789548j -0.00880447-0.00660658j -0.0136723-0.0133516j 0.0110288-0.0176512j -0.00481229+6.78294e-06j 0.0161898+0.00342873j 0.0101771-0.0190915j 
0.00766599+0.0106068j -0.0353948-0.0112015j -0.0305528+0.00411627j 0.0569961+0.00536124j 0.0795165-0.100296j -0.0729994-0.105574j 0.393216+0.407918j -0.254138-0.136695j 0.0478871+0.0366963j 0.114405+0.0656242j 0.000322182+0.0200335j 0.0722701+0.0381556j 0.0394247+0.0206356j 0.0368457+0.0173759j 0.0343425+0.0221769j -0.00749581+0.00499742j -0.0175626-0.015095j 0.00671088+0.0052119j -0.00557091+0.00773797j -0.00805718-0.0112082j -0.00202247+0.00676438j -0.0244287+0.0496112j 0.00576416-0.0135643j -0.01975+0.0389727j 0.0406714-0.0396159j -0.028302+0.0397663j -0.0574512+0.0342602j 0.0345637-0.0126363j -0.0174961+0.0117565j -0.00809056-0.00276228j -0.017817+0.00941288j -0.00570789+0.000165711j 0.000609039-0.00146002j 0.000730599-0.00783967j 0.000137535+7.84996e-05j -0.00107205-0.00507069j 0.00136015+0.00290857j 0.00213682-0.00303845j 0.00706071-0.00335828j -0.0101473+0.000432479j 0.00492955-0.00126033j 0.00424972-0.00300952j -0.00502694+0.000862104j -0.00852617-0.000441355j 0.0176959-0.0115168j -0.0168278-0.00331428j -0.000880013+0.00653236j -0.00402399+0.00371068j 0.0107194+0.00989547j -0.00389965-0.00141285j 0.0157031+0.0221378j -0.000999704-0.00231407j 0.0164978+0.000534813j -0.0156234-0.0125728j 0.0286536+0.0022655j 0.00514516-0.00088117j 0.00362635-0.0182757j 0.00102599-0.0104494j 0.0218447-0.0122067j 0.0353921-0.00771573j -0.0256136-0.00906769j 0.0139499+0.00992043j -0.0163957+0.00756255j -0.00629507+0.0345476j -0.0168486-0.0131456j 0.01216-0.0297159j -0.00795359+0.00311763j 0.00100662+0.0165416j -0.018513-0.00253351j 0.00895501-0.00155437j -0.00613121+0.0137226j 0.00743196+0.0116634j 0.0132571-0.000738764j 0.000200071-0.0047911j 0.000124887-0.0114358j 0.00094692+0.0132055j -0.00185452+0.0027926j 0.00810796+0.0196496j -0.00229983-0.00698588j -0.00257914-0.0083911j 0.00291654+0.0041475j -0.00205891-0.00387817j 0.00234755+0.00275993j 0.0030528+0.00554868j -1.20202e-05+0.00247129j -0.0022547+0.00213457j 0.00159669+0.00121895j -5.16585e-05+0.000713908j 0.000566961+0.00251512j -0.00016551-0.00344951j 0.000779867+0.00116153j 0.00127794+0.00464083j 0.0079884+0.00143656j 0.00468619-0.00172481j -0.00973242-0.00173603j 
0.0699335-0.0118771j 0.0365854+0.0354028j 0.0464186+0.0526939j 0.0462877-0.068223j -0.152009+0.299288j 0.277273+0.441164j 0.169674+0.0796837j -0.0860899+0.0144346j -0.0661983-0.0182029j -0.0262021-0.0411759j 0.0336274+0.0124874j -0.0279278-0.000503379j 0.0543278+0.00505372j -0.0531738-0.0459532j 0.0390079-0.00383075j 0.0424609+0.00537472j 0.00404903+0.0272645j 0.00655859-0.0317302j 0.0167578-0.0031671j -0.00160697+0.0852034j -0.0251004-0.00986211j 0.012867-0.0394362j -0.0436804+0.0533067j -0.0176136+0.0231401j 0.0145834+0.00431095j -0.0601249+0.0191299j 0.0126743+0.0128159j 0.0319124-0.0119674j -0.0310653+0.00397082j -0.00359489-4.855e-05j -0.00880171+0.000785224j 0.00721095-0.00321987j -0.0106042+0.000433711j 0.00831002+0.00195533j 0.00356493-0.00705039j -0.00257225+0.000569814j -0.000440657-0.0109442j -0.0149698+0.00910337j 0.00491274+0.00267769j 0.0118629-0.0027542j 0.0197777-0.00258094j 0.000137497+0.000692623j 0.00572214-0.0128479j -0.013101+0.0176297j -0.0217823+0.0155091j 0.0365106+0.00912673j 0.00262995-0.00119886j 0.000620591-0.00739621j 0.0144799+0.0163841j -0.004237+0.0003318j 0.0217165-0.00659863j -0.0188983+0.0103285j -0.00481639+0.00189238j -0.0174521-0.021754j 0.0140969-0.0120678j -0.0112042+0.000669771j -0.000863972-0.00842795j 0.0104358-0.0379738j 0.0182484+0.00335102j -0.00641836-0.00929151j 0.0295936-0.00770936j -0.00112561+0.0163968j -0.00087134+0.00608541j -0.0166334-0.0191595j -0.00572317+0.00636831j 0.00427496+0.00723061j 0.00513416+0.00233064j -0.000327884+0.0115952j -0.000604126+0.00554003j 0.0173743-0.00180517j 0.00261444+0.00614949j 0.00821413+0.00219172j -0.000241899+0.00632661j 0.00281883-0.00340973j -5.90401e-05-0.00175495j -0.00137256-0.00714184j 0.00932226+0.0143094j 0.00304271+0.00799799j -0.00496723-0.00149263j -0.000803196-0.0131228j 0.00328748-0.000978237j 0.00133438+0.00573273j 0.000201768-0.00275193j -0.0037279-0.00234404j -0.00126715-0.000673069j 0.000892439+0.00314538j -0.00298049+0.00398529j 0.0107607+0.0120756j -0.00453443-0.00235283j -0.00155778+0.00362455j 0.000974962+0.00412842j 0.0014221-0.00396876j -0.00319136-0.00306015j -0.0113793-0.000857379j -0.00283686+0.00181548j 
0.0213961+0.0469259j 0.0598156+0.0305908j 0.0347887+0.073836j -0.00230835-0.10355j 0.0456184-0.522138j 0.329076+0.0638573j -0.0346431+0.0854981j 0.0129942+0.0876127j -0.0995254-0.0239484j -0.116841+0.0263321j 0.0219056+0.0188329j -0.0328145-0.0646384j 0.00928309+0.0333979j -0.0669715-0.0419644j 0.00346081+0.021509j 0.0323058+0.0451537j 0.0117007+0.0179872j -0.00830395-0.0350249j 0.0134266-0.0198984j -0.0168088-0.0530448j 0.0136688+0.112706j 0.024387-0.0448344j -0.0393528+0.00205458j -0.0146049-0.00740597j -0.00632157+0.0049699j -0.0337355+0.028643j 0.0187079-0.017827j 0.0104351+0.00947097j -0.0127677-0.00271789j -0.00265703+0.00435532j -0.00346473-0.0047681j 0.00700801-0.017518j -0.0111947+0.00492921j 0.00330276+0.00177634j 0.00417723-0.0120504j -0.00166372-0.00482627j -0.00128252-0.00710069j -0.00700411+0.00851649j -0.00571571-0.00866235j 0.01647-0.00595935j 0.00760438-0.00190304j -0.000182276+0.0010343j 0.00700754-0.0139687j -0.00933651-0.0139928j 0.0108209-0.000824309j 0.0124252-0.0067377j -0.0122495+0.00694557j -0.00816658+0.00136197j -0.0163389+0.0159923j 0.0204074-0.0180087j 0.0218384-0.00109962j 0.0123918+0.00960061j -0.0216291+0.0129048j -0.00882548+0.0158545j 0.00273151+0.0156368j 0.0268812-0.000458311j 0.0242851+0.00929145j -0.0169962-0.00696509j -0.00301091-0.0257155j 0.00626198+0.0100747j -0.0118556-0.0014198j -0.00388549-0.0320321j 0.0113821+0.0067499j 0.00484497+0.0149953j -0.000278655+0.00639408j -0.0182172+0.00682766j 0.00251856+0.00175329j -0.00758451-0.0115921j 0.012125-0.00330008j 0.00816818-0.00254709j 0.00205101-0.0049964j -0.00404348-0.00068404j -0.0074408+0.00773599j 0.0050311-0.00264147j 0.00146809+0.0074065j -0.00598576-0.017272j 0.00651159+0.0112427j -0.00536026-0.00315487j -0.00275266-0.000659397j -0.00147276-0.00512122j 0.000240035-0.0010923j 0.00225403+0.00462737j -0.00273392+0.00159694j -0.00577044-0.00443038j -0.00040988+9.06488e-05j 0.00270234-0.00592997j -0.00317329+0.0018094j 0.00763393+0.00785246j -0.00793738-0.00392896j 0.000313001+0.000919606j 4.63722e-05+0.00226206j -0.00227451-0.00506974j -0.00812591-0.00339303j -0.0120743+0.000792286j 0.00356804+0.00304637j 
-0.0448673+0.0468806j -0.0451402+0.0709709j -0.122608+0.302913j 0.15242-0.389123j 0.0534428+0.157471j 0.00552705-0.144458j -0.191613+0.153252j -0.0894353+0.120439j 0.0707054-0.0557622j -0.0150653-0.0394322j 0.0070178-0.0496837j 0.019235-0.0653448j -0.0358622-0.00544212j 0.0523425-0.0579874j -0.0140971-0.0287435j -0.0063287+0.027041j -0.00715165+0.046372j -0.031054-0.135073j -0.0124732-0.0971102j -0.0220805-0.0525735j -0.0133573-0.0548277j -0.0361939-0.00567594j 0.00931999-0.0215413j -0.000659793-0.00439269j -0.0104729+0.00675391j 0.0225952+0.000834562j 0.0189346+0.0409063j 0.0036257+0.00896333j -0.00548899-0.018236j -0.00504536+0.0137456j 0.00572296-0.0135551j -0.00498634-0.00742937j 0.00215926+0.0061106j -0.0015804+0.0141034j -0.00308239-0.0103926j -0.00229886+0.00435421j 0.00340428-0.0134083j 0.010686+0.0113509j 0.00489444-0.00414484j -0.0142148-0.0171332j 0.0032804+0.000604836j 0.0233953+0.000638108j -0.0138352-0.0374988j -0.0278265-0.0143922j 0.00399858+0.00737873j -0.0181136+0.0151733j 0.0156863+0.00125358j -0.0130115-0.00966159j 0.0181792-0.0101198j 0.00018389+0.00662052j 0.000838069-0.000843629j -0.00366859-0.0224597j -0.0108646+0.0053275j -0.000688012+0.0187636j 0.00858041-0.0167807j -0.0260726-0.00818837j -0.011828-0.00122495j -0.000571795-0.00911381j -0.0277251-0.000454176j 0.00452665-0.00231565j -0.0065694+0.0270657j 0.00899326+0.00411417j -0.00674522+0.00547928j 0.00226599-0.000536178j -0.00126313-0.0156234j -0.016646-0.00882446j -0.00561012-0.00673105j -0.00856092-0.00423375j 0.00299239+0.0069531j -0.00600003+0.00293812j -0.00501724+0.000148162j 0.00399983-0.00163282j -0.000728802+0.0131552j -0.00502366+0.00813953j -0.00486776-0.00921051j -0.00149156-0.00325368j 0.00418778-0.0135647j 0.00102047+0.00232587j 0.00794872+0.00577045j 0.00585634+0.00655054j -0.0126627-0.00667912j -0.00165216-0.00892123j 0.00530104-0.00215814j -0.00965611+0.001169j -0.00213005+0.0029891j -0.000172338-0.007077j 0.00522549-3.98974e-05j -0.00511347-0.00232833j -2.76428e-05-0.00184207j 0.000649097-0.0020027j -0.00586781+0.00461837j -0.00317109-0.00323717j -0.00167853+0.00318342j 0.00802301+0.00331133j 0.00257658-0.00208804j 
0.0348226-0.150057j -0.00870997+0.0400658j 0.193053-0.330067j -0.123258-0.415249j 0.23253-0.00650261j -0.0911333+0.104982j 0.0177333+0.0548419j 0.0655903-0.0158536j -0.0334847+0.00955537j 0.0158615-0.0597971j -0.0221545-0.0274149j -0.00283805-0.0110968j 0.00494959-0.0628145j -0.0101033-0.00180522j -0.0143227-0.066282j 0.000562363-0.095636j 0.0158219+0.0416589j 0.0127778+0.0936511j -0.0144629-0.0970989j 0.0355894+0.00526163j 0.0120327-0.0354676j 0.0302536-0.0192148j -0.0204448-0.0113714j -0.00758491-0.00707495j -0.000369599-0.0163728j 0.0288154+0.000599541j -0.0324879-0.00221894j -0.0109524-0.00961687j -2.12635e-05-0.0089192j 0.00903515+0.00273915j -0.00844354-0.00556086j -0.0110739+0.0102076j 0.01041+0.00292116j -0.00255432+0.0179595j -0.00394842+0.00870656j 6.54891e-05+0.0181883j -0.00722406-0.00201311j -0.00676128+0.000791991j 0.00560769+0.0295226j 0.0125397+0.0126693j -0.000398959+0.0285992j -0.0187771+0.0348041j 0.0416412+0.0205479j -0.0116597+0.00254255j 0.0102729-0.00905821j -0.0111889+0.00308541j -0.0324614+0.00511203j 0.00972092+0.012203j 0.0137078+0.0202426j 0.00194058+0.00710184j 0.0167194+0.0028775j 0.0137469+0.00037816j 0.00289658+0.000591333j 0.00140569+0.0233173j 0.00763571+0.0123951j 0.0165295-0.0142962j -0.0115756-0.0148193j 0.00759987+0.00679351j -0.0109106-0.0109458j 0.0121392-0.00421105j -0.00373462-0.00695839j -0.0077195+0.00117259j 0.00311095+0.0124933j 0.00797452-0.00560085j 0.005211+0.00222439j 0.00851223-0.0010637j 0.00414481+0.00237882j 0.00334913+0.00268219j -0.00501321-0.000613726j -0.00260492+0.00125233j -0.000144678-0.000732209j -0.00188673+0.00451368j -0.00387148+8.84079e-05j -0.00354711+0.00360462j -9.87722e-05-0.00381188j 0.00239914+0.00632245j -0.00363009-0.00137383j -0.000683477-0.00308971j 0.000183552-0.00435985j 0.00167806+0.00668351j -0.000351661-0.00674349j 0.00312549-0.00227889j -0.00133294+0.00293001j 0.00167217-0.00495373j 0.00100883-0.0058679j 0.000657635+0.00228075j -0.000805469+0.000100309j -0.00191465-0.00346784j 0.00624547+0.00440568j -0.00181595+0.00726925j -5.21188e-05+0.000657599j 0.003741+0.00111957j 0.00151248+0.000761323j -0.00126531-0.000160278j 0.00329789-0.00157976j 
0.0861328-0.0452479j 0.00119697+0.0281397j 0.0487105-0.012057j 0.00055077-0.176299j -0.580681-0.151614j -0.238378-0.0285622j 0.048282+0.0447936j 0.0629367+0.0163393j 0.000800957+0.00283372j 0.0781455-0.00527058j 0.0265763-0.0220792j -0.0577946-0.0140844j 0.0417344-0.0124712j 0.00190931-0.00708571j 0.0394141-0.0209816j 0.0315842-0.0225391j -0.00624141+0.0184066j 0.0113364-0.00425015j -0.00233285-0.0456327j 0.00818793-0.0380884j -0.0480523+0.0169758j 0.0224854-0.00650243j 0.0198932-0.00368347j 0.014995-0.00774916j 0.0190708-0.000984714j -0.0185432-0.000890642j 0.0440257+0.00232958j -0.0252775-0.00478729j -0.00557999-0.0019532j -0.00475149+0.0020838j 0.0217233-0.00341603j -0.00381248+0.00208484j 0.00421162+0.000390899j 0.0139233+0.00769035j -0.00637644+0.000938245j -0.00337703+0.00522698j 0.000485441-0.00359899j -0.0122359+0.00337923j 0.00944697+0.00853142j 0.00461563+0.00228916j 0.013773+0.00595583j -0.0068953+0.00758297j 0.0096296-0.00155559j 0.0187962+0.00198269j 0.0078555+0.0247654j 0.0243808-0.00696105j -0.0145748-0.00939683j -0.00967579-0.00727622j 0.00176064-0.014804j 0.0244163+0.0230569j -0.021038-0.000216004j -0.00729071+0.0176842j -0.0176072-0.00899388j -0.0291712+0.00904801j -0.0325965-0.0012044j 0.0010615+0.0251835j -0.0153294+0.0185874j -0.0166996-0.0204342j 0.0205216-0.00938282j -0.0113761+0.0188418j -0.000591909-0.0303136j 0.0284088-0.00258562j -0.00353844+0.00974048j -0.0217076+0.0116925j 0.00299126-0.000421091j 0.0035383-0.0116359j 0.000931965-0.00443842j 0.00701108-0.00668339j 0.00362147+0.00546406j -0.00309372-0.00108958j 0.00194765-0.00410923j 0.00125763-0.0062475j -0.00115608+0.00199511j 0.000737753+0.00642528j -0.000856964+0.00191206j 0.00274965-0.00441654j -0.00101023-0.00261094j 0.00272316-0.00537953j 0.00155759-0.00153416j 0.000848127+0.00265326j -0.00116251-0.00060285j 0.0016554-0.000705327j 0.00147929-0.000149524j -0.00440272-0.00431626j -0.00169136-0.0022891j -0.00134824-0.00174925j -0.00259781-0.000761297j -0.00672875-0.00150718j 0.00223018-0.00206178j -0.00205448+0.00262081j -0.00166833+0.00275704j 0.00592781-0.00165269j -0.00747377-0.00413728j -0.00429783-0.0017065j -0.00510172-0.000162364j 
-0.033439+0.0961161j 0.115274-0.0318967j 0.191252+0.298219j -0.433429-0.0274297j 0.0502859+0.0811514j -0.107492-0.0606898j 0.20402+0.00632857j 0.118061+0.0241289j -0.0642851-0.0467026j -0.0624549+0.0260959j -0.0618652+0.00637664j -0.0865518-0.00462983j -0.0132528+0.0435831j -0.0940634-0.0279896j -0.0521851+0.0284749j 0.0072026+0.0644898j 0.0272265-0.0179875j -0.0397911-0.120036j 0.0238232-0.00103173j 0.0456614-0.0184462j 0.0309446-0.0157846j 0.0645344-0.00852131j -0.0140187+0.000734877j 0.010117+0.000647544j -0.00536039+0.0063835j 0.0126813-0.00379078j -0.0467751+0.00309615j -0.0317047+0.00523985j 0.00286807-0.00105467j 0.00550443-0.00192184j 9.41271e-05+0.00444033j -0.00385725-0.00939337j 0.0139853+0.00113268j -0.00583783-0.00661618j -0.00247831-0.009972j 0.00198998-0.00593486j -0.0101355-0.00318751j 0.00145907-0.00117735j -0.0218171-0.0180454j 0.0314899-0.0118891j -0.0117592-0.00726296j -0.00729355-0.00320012j 0.0245232-0.0222004j 0.0248199-0.0340364j -0.0160446+0.0109569j -0.0256897-0.0123879j -0.0029867+0.00285851j 0.0175597-0.0175864j -0.00330698+0.0125239j -0.0351698-0.00442749j -0.0157803+0.00160744j 0.0149119-0.0074032j 0.00431599-0.021878j -0.0189869-0.0193492j 0.0194777+0.00384316j 0.00110395-0.0146981j 0.00330905-0.0108497j 0.0150189-0.00169457j 0.0107504-0.00852957j -0.0101306+0.00463842j -0.0149913+0.0012422j -0.0011391+0.0176476j -0.0115031-0.0171245j -0.00737964-0.00177167j 0.0101988-0.00556898j 0.00162308-0.0172407j 0.00187824-0.00794141j -0.00115953-0.0116576j -9.39216e-05+0.00433395j -0.00557582-0.00761362j -0.00490539-0.000950411j 0.00481798+0.00127263j -0.00638401+0.00618271j -0.000145358-0.00064762j 0.00176782-0.00795688j 0.00149146-0.0043291j 0.00232531-0.00594625j -0.00443252+0.00208816j -0.00341822+0.00932626j -0.00135163+0.00835372j 0.000121298-0.0133703j 0.000492789+0.000829475j -0.00134574+0.00209762j -0.00976426-0.0129209j -0.00346468-0.0007068j 0.00409342-0.00631615j -0.00134939-0.00154072j 0.00761535-0.00247326j 0.010165+0.00199132j 0.00532255+0.00248952j 0.00299814-0.00255804j 0.00834337-0.00298501j -0.011319-0.00683605j -0.0153343+0.0020109j 0.0116112+0.00503741j 
-0.253045+0.20334j 0.0268667-0.24512j -0.286405-0.233885j -0.189921-0.18325j -0.140633+0.0321001j 0.122201+0.00832682j 0.0572469-0.00474667j -0.0613983+0.0300678j 0.0409561+0.00625343j -0.0901906+0.0389644j -0.0290081+0.00423784j -0.00381949+0.0195897j -0.0869182+0.023115j 0.00563146+0.0486123j -0.0815369+0.0139357j -0.0852858+0.095875j 0.00817683-0.114881j -0.0400889+0.0498043j -0.0173181-0.0293842j 0.0115812+0.0218672j 0.0480556-0.0156812j -0.00512125-0.00291001j 0.0433489-0.0056695j 0.0241457-0.00792352j -0.00232474+0.014086j -0.000920512+0.00654451j 0.00276453+0.00194373j -0.00407016+0.00605296j 0.0171829+0.00792751j -0.0197808-0.00613098j 0.0158266+0.00723935j 0.0211491-0.00425338j 0.000126417+9.65588e-05j -0.00778637-0.0142879j 0.0105184+0.00330025j 0.0167654-0.00296515j -0.00580213+0.0178268j 0.0345601-0.0159241j -0.0277838-0.0471056j -0.00803126-0.00113137j -0.0560589-0.004269j -0.00553012-0.00217652j -0.0262468+0.00875087j -0.00519633-0.0164529j 0.0279331+0.0125209j -0.0198018+0.00824538j 0.00637763-0.0146417j -0.0277528+0.00523695j -0.0191923-0.00654935j -0.0104878+0.0137129j -0.00174994+0.0345334j -0.0137545+0.00632848j 0.000495875-0.00410813j -0.022075+0.00940252j -0.00691951-0.00580674j -0.00443679+0.019128j 0.00319107-0.00594493j 0.00245897-0.00516927j 0.00758373-0.000748304j -0.00173477+0.00213751j 0.00709394-0.00149798j 0.00612825-0.00262244j -0.00741879+0.0041709j -0.00548669+0.000417878j -0.00492584-0.0049405j -0.00556724+0.00411789j -0.00337509+0.00266998j -0.00322932+0.00107771j 0.0038866-0.00315654j 0.00195865+0.0013733j 2.17826e-05+0.00575177j 0.00358669-0.00243915j 0.000895005-0.000336687j -0.00211106-0.00603868j 0.000577245+0.00201849j -0.00267599+0.000318527j 0.0012683+0.000554446j -0.00245898+0.00379775j 0.00426984+0.00573697j -0.000977511+0.00280305j -0.0038243+0.000553047j -0.00459023+0.000261338j 0.000182906-0.00142749j 0.00202466+0.00444771j 0.00118005+0.00677653j -0.000518138-8.98418e-05j 0.00869483-0.000434977j -0.000622687-0.00526695j -0.00240147-0.00168882j 0.00346194-0.00409846j 0.0012115-0.00920683j -0.00896999+0.000262416j 0.00247442+0.00574665j 0.00748591+0.00256525j 0.0141364+0.000821497j 
-0.00818938+0.295117j -0.116221+0.454322j -0.00463731-0.200287j -0.116568+0.0761318j -0.0408775+0.054513j 0.0590944-0.10359j 0.0198503+0.0258646j 0.00506726+0.0150054j 0.0172798-0.0507402j -0.00404414-0.0267255j -0.0128824+0.013091j 0.0112142-0.0733192j -0.0181518+0.0494343j 0.00781398-0.0682807j -0.0251975+0.0596486j 0.0361867+0.152168j -0.0251542+0.231951j 0.015836+0.0311641j -0.0409873-0.0233194j 0.00528635+0.00934879j 0.00243243-0.0281775j 0.00996351+0.0298993j -0.00703962-0.0205041j -0.00721418-0.00120701j 0.0105079+0.00557429j 0.00658913-0.00675558j 0.00466787+0.0157465j 0.00260561+0.00618394j -0.00199514-0.0168123j -0.00505556+0.0113485j 0.00492519-0.00685214j -0.00472971-0.0193268j 0.00493411+0.00181401j -0.011093+0.00477595j 0.000365196-0.0230032j 0.000663502-0.0204904j 0.00726417-0.0147169j 0.0105436+0.0849807j 0.0304679+0.00351097j -0.0217262-0.00614153j -0.0169077+0.0146362j -0.011436+0.020914j -0.0107331+0.000760292j 0.0161105+0.00556898j 0.00589712+0.00895625j 0.025007-0.0108399j -0.0202946-0.0242316j 0.00968149+0.0125798j -0.00271538+0.00357698j -0.000756377-0.00688557j -0.0106702-0.00198569j 4.70519e-05+0.0207749j -0.00639259+0.0146856j -0.00838865-0.0084378j 0.00472703+0.00122511j -0.00362397+0.00377288j -0.00180118+0.00562128j 0.00555038-0.00207179j 0.00283583-0.00463239j 0.00274428+0.00704369j 0.00115572+0.00553171j 0.00472118+0.00552109j -0.000236992+0.0103453j -0.000836877-0.00201849j 0.000959283-0.00450317j -0.000721886-0.00181952j 0.000340063-0.000574818j 0.000245683+0.00447848j -0.000230507+0.00533835j -0.000581848+0.00146624j 0.00221641-0.00794342j 0.00137817+0.00519006j 0.000742407-0.00286283j -0.0017264+0.000561464j -0.0021877-0.00441757j 0.000455841-0.00374234j 0.00012206-0.00151979j -0.00515009-0.00485553j 0.00210265+0.00440998j 0.000996823-0.00910782j 8.63542e-05-0.00287592j -0.00522186+0.000265891j 0.00146253+0.00657342j -7.50116e-05+0.000463229j 0.00060022-0.000669694j 0.0012634-0.0120823j 0.00482407+0.000245902j 0.00146503+0.000463573j -0.000355402-0.00363421j 0.00412745-0.00688141j -0.00245661+0.00331671j -0.00179002-0.00271274j -0.00234893-0.00146483j 0.000753497+0.00373202j 0.00265168+0.0011674j 
0.111317+0.395728j -0.0367089-0.219744j 0.288619-0.0833422j 0.227208-0.0832382j 0.0586252+0.0291226j -0.0956076+0.0156427j -0.0446719-0.0468395j 0.00965961+0.0271177j -0.0344881+0.0032927j 0.0493928+0.0877823j 0.0270318+0.0271563j -0.00607761+0.0283115j 0.0675126+0.0670855j -0.0100922+0.0582533j 0.0712114+0.0557717j 0.0449371+0.210329j -0.0650966-0.119746j -0.00331643-0.0301875j -0.0106417-0.00420181j -0.00752843+0.00338329j -0.0452904-0.0147325j 0.00481446-0.0163744j -0.0339765+0.000689828j -0.0249367-0.0081716j 7.95998e-05+0.0122252j 0.000386709+0.00382642j -0.00151203-0.00636107j 0.00233119+0.00875355j -0.00374404+0.0124672j 0.011415-0.00610168j -0.00914746+0.00941694j -0.00742278-0.0117337j -0.00416226-0.00111659j 0.00479383-0.0235863j 0.000113392-0.00418651j -0.00481749-0.0157248j 0.00883146+0.0181623j 0.00680244+0.0108391j 0.0125068-0.070341j 0.0151545-0.00734032j 0.0232133-0.00736785j -0.00440004+0.0066434j 0.0341733-0.023725j 0.0168328+0.00375891j 0.0239053-0.00196401j 0.00416174-0.0126871j -0.00208739+0.024171j 0.0221181+0.0202978j 0.0173926-0.0150186j 0.0140865-0.0214711j 0.00602097+0.00406756j 0.0112304+0.00979856j 0.0126099+0.00154827j 0.0200856+0.0141423j 0.00471211+0.00781064j 0.00212281-0.00544282j -0.00186007+0.00687413j -0.00255515-0.00181531j -0.00558534+0.00507369j -0.00443353-0.0129483j -0.00726318-0.00260866j -0.00493782+0.000264927j 0.00625938-0.0139092j -0.00201725-0.00297032j 0.0028433-0.0040779j -0.000184153-0.00829738j 0.000197691-0.00442931j 0.00101745-0.00819255j 0.000590555-0.000784615j -0.000587547-0.00901862j -0.00350339-0.00208023j -0.00208113+0.000347373j 0.00036892+0.00297895j 0.00529867+0.000939237j 0.000152771-0.000269281j -0.000249481-0.0067451j 0.00114109+0.00187203j 0.00280214+0.00445121j -0.00604093+0.00289783j -0.00276247-0.00182075j 0.0039641+0.00124729j 0.00345132+0.0031181j 0.00013552+0.000600112j -0.00315306-0.00895816j -0.00313466+0.0031669j 0.000819943-0.00392968j -0.00971556-0.00368012j 0.00388095+0.0066777j 0.000716875+0.00229191j -0.00136215-0.00353402j 0.00346256+6.06806e-05j 0.00853223+0.00452264j -0.00373729-0.00764838j -0.00582748-0.00412483j -0.01312+0.00317454j 
