-0.0198945-0.0771521j -0.00130496-0.000227581j -0.0123922+0.0361383j -0.00878254+0.0466949j 0.012621-0.0427341j -0.00501131+0.0110482j 0.0440878-0.097717j 0.0143221-0.0491101j -0.0181325+0.0215012j -0.00341475-0.0556837j -0.00693257+0.0204103j -0.000819895-0.0143936j -9.67218e-05+0.00342703j -0.0287056+0.0265655j 0.0448526+0.0224439j -0.0441483+0.00457634j -0.00146327+0.001919j -0.0481569+0.113707j -0.0814893+0.099095j 0.00442454+0.000327098j 0.0210343-0.0458912j -0.000878709-0.0509312j 0.0491478-0.00188535j -0.0128615+0.0152687j 0.0407091-0.0265716j 0.00626288-0.0130487j -0.0108353+0.0125058j -0.0851174+0.044529j -0.0308114+0.0229217j -0.0367226+0.01885j -0.0167748-0.0100297j -0.0972422+0.0840787j 0.0489965-0.0151903j 0.00603288+0.0235054j -0.0347109+0.124354j -0.0250849-0.0300498j 0.0239925-0.0366024j -0.0608122+0.0692321j -0.0142521+0.0491937j -0.0541608+0.100267j 0.0559177-0.0637188j 0.0512801-0.0316323j -0.0753023+0.031161j 0.0107431+0.0988482j -0.0921463-0.0145583j 0.22327-0.0397732j -0.0148808+0.0311736j -0.0687099+0.120181j -0.0684605+0.104919j -0.22429+0.161597j 0.0492123-0.0418462j 0.0257871-0.0220877j 0.0211644-0.0662179j 0.020766-0.0384322j 0.000627135+0.051709j 0.00232042-0.0223699j -0.00826519+0.029687j -0.00287132-0.0303561j -0.0178657-0.0183028j 0.00191532-0.0190187j -0.0327884+0.0494269j 0.0129928-0.0232557j 0.057629-0.0611826j -0.0323931+0.0124757j -0.0242295-0.00651945j -0.0663784+0.163311j -0.120849+0.0454123j 0.0949691-0.130618j 0.109711-0.0314536j 
-0.0102378+0.0248554j -0.00711192-0.0543396j 0.0271744-0.0711689j 0.0323572+0.0581338j -0.0439468-0.0272435j 0.0208258-0.00784329j -0.12526-0.139678j -0.0664786+0.122245j 0.00359361+0.0176396j 0.121347+0.125434j 0.0558886+0.112181j 0.16858-0.111252j -0.144958+0.0503414j 0.0390865+0.153094j 0.0879985+0.0209899j 0.0461575+0.0993045j -0.0696001-0.0126423j 0.0831424+0.013944j 0.0735902+0.0408947j 0.0872355+0.102841j -0.0798026-0.0429014j -0.00684315+0.0265412j -0.0341476-0.0150823j 0.077632+0.00583304j -0.161047-0.0568609j -0.00159654+0.0618805j 0.124434+0.0529883j 0.0485397-0.141428j 0.0502041-0.0281942j -0.048765-0.00659618j 0.00302276+0.0233073j -0.00119021+0.0641563j -0.152949-0.0466476j -0.0731334+0.0734297j 0.0329898+0.0150113j 0.0973709-0.023693j 0.0171616+0.0464236j 0.0387888+0.0568325j -0.0110081+0.0250431j -0.0532795-0.0364429j -0.00919019+0.00908531j 0.0428069+0.0129717j -0.0108915-0.0138471j -0.0205691-0.0727938j 0.000988157+0.0263732j -0.00271981-0.0302858j -0.0105967-0.0168798j -0.00258611+0.011816j 0.0333992-0.0294133j 0.0136231+0.0113492j -0.0770285-0.0201009j 0.0168306-0.00979942j -0.0114855+0.0107917j -0.00478023+0.0224959j -0.00501583-0.0206219j 0.00214706+0.00736027j -0.00746966-0.00293925j 0.0273104+0.00250688j -0.0058887+0.00194313j -0.0109683+0.00731868j -0.0149117+6.83277e-06j 2.98707e-05-0.00728917j -0.0116922-0.010766j 0.0213583+0.0051994j -0.00578509+0.00177167j 0.0169886-0.0128592j -0.00605635-0.00824063j -0.00638434+0.0137914j -0.0159149-0.012261j 
-0.0288501-0.0204487j 0.0282213-0.0402549j 0.0500773+0.0165825j -0.0479152+0.110372j 0.0652949+0.0376986j -0.0148916+0.00366324j -0.103376+0.0098749j 0.0973657-0.104501j -0.0552523+0.180294j -0.13348-0.0309667j 0.0101955-0.0912361j 0.128167+0.0740172j -0.0533314+0.0897821j 0.0385316-0.0359806j -0.0478901+0.0200566j -0.0350946-0.0390586j -0.0153394-0.00976963j 0.0335642+0.0212197j 0.0829057-0.0420419j 0.0840383-0.116368j -0.0090221+0.0166861j -0.00751119-0.0272471j 0.00710616-0.0291751j -0.0865764+0.00935325j 0.0366755+0.131545j 0.0587981-0.00564467j 0.134165-0.112172j -0.0934276-0.0668484j 0.101061-0.0278647j -0.0467931+0.0782526j -0.112127+0.0332385j -0.145125+0.0768976j -0.0756525+0.00325806j -0.0310288+0.0231979j 0.00784238+0.0145561j 0.0764146-0.00567121j -0.0218286-0.0913496j -0.0270035+0.00567606j 0.0506155+0.0213446j -0.0204232+0.0342031j -0.00478595-0.0210529j 0.0661544-0.00374826j 0.00819215-0.000396016j 0.00883834-0.00149589j -0.0432224+0.0164279j 0.0730119-0.00185186j 0.013701+0.0077987j 0.0283547+0.0008708j 0.0282138-0.0464215j -0.0319168-0.020319j 0.0637403+0.0429007j 0.0108468-0.0124306j -0.0205027-0.00157803j -0.0387759-0.00440806j 0.0285469+0.0195014j -0.00730777+0.0175134j 0.0140662+0.0223865j -0.0289658-0.0119932j -0.02765-0.00426851j -0.0103683-0.0108674j -0.0201675+0.00424883j -0.013452+0.0053723j 0.00173791+0.00427933j -0.0191251-0.0165289j -0.00362033+0.0142142j -0.00637782+0.0104744j -0.00212206+0.0207585j -0.0176406+0.0175963j 0.0301182+0.0282669j 
0.00912717+0.0947794j -0.074641+0.0496208j -0.0380848-0.0574548j 0.0365946-0.0284435j 0.0320664+0.0228556j -0.0704089-0.0193202j -0.10236+0.0328322j 0.103746+0.173384j 0.160181+0.0144942j -0.036858+0.0971372j 0.0216021+0.0705109j 0.0247647+0.052882j 0.0666551-0.156035j -0.0381898-0.00654319j 0.0313678-0.0355617j 0.00954496+0.0210075j 0.0419756+0.0225895j 0.0115157-0.107531j -0.00407306-0.0140977j 0.0349956+0.0640345j -0.0871768-0.0790224j -0.00995819-0.0398928j 0.0814802-0.00274566j -0.0325153+0.085561j -0.0556634-0.0160112j -0.0620962+0.0776822j 0.0535467+0.0246251j 0.0319684-0.0498084j 0.0306773+0.137965j -0.11118+0.0193122j -0.171357+0.0677786j 0.0236259-0.0308437j -0.132995-0.0508944j -0.0891527+0.00304317j -0.0697952-0.00317089j 0.0534417+0.00886571j 0.148407-0.043243j -0.0178681+0.0081453j 0.00092313-0.00106553j 0.0100435-0.00322645j -0.00166105-0.0520961j 0.0103035-0.018571j -0.029811+0.0034682j -0.0803604+0.00416684j 0.0337008-0.0412277j 0.00508256-0.0168099j -0.0528419+0.00010554j -0.0648635-0.0354524j 0.0351288-0.00167115j 0.0210666+0.021894j -0.0210666-0.0189309j 0.04565-0.00585219j 0.0058412+0.010078j 0.150686+0.0619849j -0.0932908-0.04723j 0.0292785+0.00247987j -0.0546218-0.0146455j 0.0605638+0.0298739j 0.0267896+0.0291883j -0.0203221-0.0102963j -0.0447436-0.0195938j 0.0221652+0.0112997j -0.0230887+0.0105912j 0.0250225-0.016174j -0.0277004+0.00321574j -0.0104418-0.0262512j -0.0729738-0.0143164j 0.0388009+0.0160266j -0.0251042-0.0344916j 
0.00435357+0.0282634j -0.0350568+0.0111863j 0.100221-0.0986052j 0.161666+0.116425j -0.124138+0.0526829j 0.0182802-0.117019j -0.0761363-0.00778288j -0.0197245+0.107551j 0.214406+0.0231168j -0.101426+0.0395426j -0.0540283+0.0409718j -0.0621031+0.166786j -0.115836-0.0175048j 0.153747+0.0902562j -0.0251223-0.120326j -0.0283795-0.0384863j -0.0689606-0.0208942j -0.00373722+0.0172852j 0.023757-0.00385642j 0.0305259+0.0854898j 0.0672266+0.0147413j 0.0146978-0.0844733j -0.134704-0.0407358j -0.139038+0.0501056j 0.139368-0.12177j 0.0709007+0.0540964j 0.119267+0.0866548j -0.241338-0.0853299j 0.0343666-0.000389379j -0.0366594-0.00239424j 0.013942-0.0814067j -0.0166022+0.0800914j 0.0751733+0.0680201j 0.0249227+0.0387432j -0.0760164+0.0119978j -0.00372534-0.0105212j -0.0426587+0.0438984j -0.0423417-0.0146185j -0.0477491-0.0154097j -0.112267+0.00433454j 0.0292145-0.00636776j 0.0186443+0.0306334j 0.0744604-0.0459045j -0.00490377+0.0483461j -0.0428235-0.0221104j 0.033901+0.108658j 0.0109362-0.0213334j 0.0199239-0.0314533j -0.0241462+0.000188336j -0.0263085-0.0504937j -0.0401631+0.0436064j -0.0186946+0.0208616j 0.0393156-0.00385378j -0.126065+0.0215953j 0.0798343-0.0085806j -0.0265783-0.0109298j 0.0281802-0.00710199j -0.0497245-0.00889825j -0.0275525+0.00105229j -0.00812058+0.0239232j 0.0284279+0.0103178j -8.73015e-05-0.00462751j 0.0323209-0.00489774j -0.030806+0.00106148j -0.00690867-0.00885881j -0.0386163+0.00304965j 0.0384127-0.00357269j -0.0174891+0.0138321j 0.0261356+0.0408325j 
-0.0908913-0.0264819j 0.0148666-0.0703483j 0.0791364+0.053215j -0.0859239+0.0485864j -0.0333433-0.0246161j 0.0430245-0.04128j -0.0840506+0.00559627j -0.0615834-0.238522j -0.102575-0.00065351j -0.104432+0.0343243j -0.0949256+0.0611251j 0.134996-0.0708201j -0.110877+0.0651045j 0.0709901-0.0139152j 0.0290104+0.0452764j 0.0726335-0.0111814j -0.0606405-0.093126j 0.0363523+0.00650509j -0.0240107-0.0411054j 0.0910519-0.127652j 0.112697+0.0138394j 0.0219273+0.0871481j 0.0999417-0.0198074j -0.0298691-0.147337j -0.0589724+0.104475j 0.0484235-0.060873j 0.117197-0.149505j -0.00524018+0.0500324j -0.0913335+0.0375433j -0.032733+0.0512649j -0.086561+0.0314205j -0.166591-0.0457864j -0.017258+0.0337415j 0.0871297+0.0616929j 0.0377654-0.0273608j -0.00634675+0.028201j -0.0098742-0.0196856j 0.0105589+0.0368478j 0.0651451-0.0166894j 0.0193344-0.0477672j -0.00672907+0.0552964j 0.0118381-0.0151974j -0.0345023-0.0182948j -0.0402852-0.00448292j -0.00903196+0.0178231j 0.0272894+0.00988337j 0.0135086+0.025316j -0.00664161-0.0177192j 0.0121681-0.0268501j -0.0185056+0.00938082j -0.0491367+0.0465375j 0.0148165-0.0207746j 0.000160995+0.0125224j 0.0270189-0.0329881j -0.0144461+0.0204854j 0.00366579-0.00920382j -0.00221893+0.0243797j 0.012728-0.0156334j -0.0123737-0.00523063j -0.0106845-0.000764211j -0.00582133-0.0150311j 0.00936081+0.012896j -0.0214354+0.020088j 0.0107831-0.00770356j 0.0053248+0.0043628j 0.0163279-0.00684792j -0.00253573-0.0141544j 0.00993491+0.00383112j -0.0034164+0.0080946j 
-0.0580491+0.015379j -0.0430025-0.0281504j -0.0619439+0.051837j -0.0310536-0.150243j -0.0405206+0.026222j 0.0172568+0.00356988j 0.00982753-0.0558332j -0.110225-0.0584357j -0.0132954-0.15082j -0.0315824+0.102117j 0.00664337+0.104316j -0.0231129+0.00200851j 0.0481677+0.0175433j 0.101598-0.135193j 0.0441663+0.0564903j -0.00669454+0.0130466j 0.0330584+0.0263165j -0.000533274-0.00437597j -0.0630765+0.119382j 0.0298113+0.0566871j -0.0102568+0.0328346j 0.00827425+0.163304j 0.0600756+0.00501115j -0.0870709+0.0736881j -0.0453831-0.0784851j -0.0127521+0.0798507j 0.0104437+0.0302424j -0.0169764+0.0378237j -0.0599448+0.0316186j 0.0281564+0.154269j 0.00882211+0.0940202j -0.0289638-0.102413j 0.063827-0.0916935j -0.0382273+0.0659118j 0.0272772+0.066444j 0.0662901+0.00159126j 0.0410344+0.0645645j -0.0596848+0.0838582j 0.0410097-0.0352731j -0.00474383-0.0552006j -0.0133285+0.029483j 0.0253894-0.0178912j -0.0430917-0.00849176j -0.0240407+0.0225443j 0.00303756+0.0187755j 0.0695376-0.000547272j -0.0358456-0.0137678j -0.0187086-0.00490566j 0.00687998+0.0210917j -0.0261474+0.0145129j -0.0222931+0.0535129j 0.0402064-0.0041269j 0.00850094-0.0195227j 0.129118-0.0152412j -0.0880426+0.00910498j 0.012976+0.00313124j -0.042666+0.00925325j 0.0544038+0.0203541j 0.0279126+0.0221717j 0.00551823-0.00481773j 0.000376931-0.0293281j -0.0017612+0.0103442j -0.0284271+0.0309116j 0.00640372-0.00468062j -0.000449284+0.00824381j 0.0156701-0.00192213j -0.0498842-0.0209112j 0.0377542-0.00300195j -0.000674962-0.015662j 
-0.0501176-0.0460212j 0.0841234-0.0212321j 0.0825669-0.00840528j 0.0169577-0.0697326j 0.184622+0.11555j 0.0340743-0.0458248j 0.022079+0.0564294j 0.107879-0.0333716j -0.0555298-0.0900092j -0.134879-0.0276245j -0.0132162+0.0650836j -0.021166-0.00278216j 0.0907825+0.0425368j -0.0161289+0.0476314j -0.0472587+0.0175554j 0.0245118-0.0826197j -0.0585103-0.0576912j 0.0321567+0.0146706j -0.022195+0.0504599j -0.0815058+0.0552775j 0.0501896+0.0224384j -0.0376829+0.105786j 0.00482686-0.0114247j 0.0631706-0.0102462j 0.00595161-0.15831j 0.00624533+0.0358622j -0.0809569-0.0506268j 0.019107-0.0393274j -0.0403473-0.0124961j -0.0980908+0.0260063j -0.0692424+0.0721095j -0.0500952-0.0393909j -0.0242681-0.10639j 0.0171407+0.0499436j -0.115124+0.047559j -0.0860037+0.00424888j -0.0454068-0.021476j 0.0179669+0.0511469j 0.106908+0.0471017j 0.0222968-0.00946601j -0.115039-0.0393535j -0.0463806+0.0102431j 0.0915854-0.0202068j 0.0449214+0.00160979j -0.0801144-0.00727935j -0.0307008+0.0430655j 0.0247571-0.00969391j 0.0239942+0.0103843j 0.0529299-0.00159471j 0.036642-0.0350638j 0.0345019-0.024973j -0.0257132-0.0101859j -0.00156984-0.0370601j -0.146541-0.0294822j 0.144611+0.0300006j -0.0278056-0.0168199j 0.0619694+0.00274268j -0.102667-0.0314438j -0.0315652-0.00844368j -0.00737539-0.0140305j 0.0386742+0.00790153j -0.00804565-0.00343597j -0.00320947+0.00105669j -0.0597803-0.00115966j -0.0323964+0.000584874j -0.0399218+0.00739751j 0.067948+0.0298264j -0.0855545-0.00280135j 0.0325886+0.0461762j 
-0.0508481+0.103189j -0.065078-0.00718461j -0.000341-0.0333608j 0.0701804+0.10327j -0.189816-0.203493j 0.0124966-0.0681461j -0.0379096+0.0755107j -0.0272767+0.0286651j 0.077739+0.117073j 0.000908787+0.0170898j -0.0113731-0.0258272j -0.0472453-0.132981j -0.0647833-0.104124j 0.0251837+0.0290169j 0.0416737-0.0565067j 0.0457784+0.0492061j -0.00632098-0.030704j 0.0427238-0.00635417j -0.0288904-0.0380421j 0.0515313+0.0106794j -0.0196811+0.0540489j 0.0340374+0.0458961j 0.0261418-0.0445093j -0.0554571-0.0493854j 0.0329378+0.0711328j 0.0185748-1.806e-06j 0.0704626+0.047485j -0.0924615-0.0290383j -0.0278378-0.0644873j -0.00380347+0.0179397j 0.00987541+0.0700941j 0.0380304+0.0999108j 0.048562+0.117056j 0.0409458-0.0382299j 0.0364025-0.0697869j -0.00491789-0.0436631j 0.0199031-0.0282402j 0.00456734+0.0225125j -0.0202717-0.0277502j 0.00394035-0.0114487j 0.039149+0.00276202j 0.022178+0.0201823j -0.038802+0.0322198j 0.0320195+0.020586j -0.0282259-0.0308545j 0.0794596+0.00552129j -0.00849279+0.0010992j 0.00911938-0.000130097j -0.00188543-0.0310738j -0.0135811+0.0367766j -0.0187813-0.0342529j 0.0193527-0.0164991j -0.00314008+0.0137753j 0.0789242+0.00235401j -0.0317824-0.00445253j 0.00362676-0.00425916j -0.0207871-0.00923327j 0.0161529+0.0106013j 0.011079+0.0108371j -0.0084384+0.0143108j -0.00296799+0.0169247j 0.00479327-0.00698848j -0.00900774+0.00414552j -0.00546437-0.0407166j -0.0106314+0.00414993j 0.0227517-0.0194409j -0.0364824+0.0294935j 0.0087208+0.00835395j 0.019023-0.0075819j 
0.0702886-0.0072018j -0.0106661+0.164604j 0.0395923-0.0532584j -0.0529477+0.0263932j -0.00141922-0.184491j 0.0171738-0.183185j -0.10784+0.0323205j 0.0912865-0.00227559j -0.0611045-0.041334j 0.140343-0.0157681j -0.0172869-0.134884j -0.0159891+0.0254841j 0.0225537-0.123805j -0.0920506-0.0347245j 0.00311054-0.14937j 0.0545206+0.0759096j -0.000713004+0.0426173j -0.092157+0.00798874j 0.0428219-0.0346306j -0.0371684+0.00289079j 0.0143252-0.115485j 0.0246434-0.171262j -0.0562695-0.030429j 0.0650798-0.0101528j -0.0229877+0.0316009j -0.0470713-0.0632879j -0.0234031+0.00487505j 0.124356-0.0405685j -0.00901627-0.00527314j -0.00440428-0.0168824j -0.0941409-0.0245646j 0.0116418+0.156229j -0.0480054+0.0331287j 0.000305905+0.024947j -0.0134498+0.121226j 0.0137922+0.0709481j 0.088907-0.0177344j 0.0353489+0.046988j -0.00390667-0.0263124j -0.0431163+0.0780738j 0.0358997+0.0955124j -0.0434226+0.0622697j 0.0180472-0.0901012j -0.0204542+0.0900501j 0.0348033+0.0413317j -0.0661805+0.0470191j 0.00630127-0.0175425j 0.00704521+0.033569j 0.0283475-0.00580402j -0.0276153+0.00675673j 0.00562106-0.00707134j -0.0222149+0.0269802j -0.00417406+0.00610598j -0.117757+0.106759j 0.0773842-0.0763067j -0.0303395+0.0328998j 0.0289958-0.044344j -0.0306213+0.0426211j -0.0223737+0.0234606j 0.00377348+0.0162942j 0.000752348-0.0111656j 0.00303779-0.00862433j 0.00690938-0.0209739j 0.00602486+0.0244237j -0.00559135+0.0349673j -0.0497829+0.0600807j 0.0228585+0.00623894j -0.0106151-0.00196043j 0.00391152-0.0195246j 
0.00168694+0.0823267j 0.134523-0.0404239j -0.0883946-0.0740578j -0.0850971-0.136068j 0.0206601+0.0644115j 0.101278-0.00364019j 0.0942969+0.0193106j 0.0832717+0.128773j -0.135099+0.00300084j 0.0294823+0.0241845j 0.00588569-0.00320267j 0.023564+0.018225j -0.0504154+0.0555216j -0.0336208-0.0235858j 0.00358666-0.00495942j -0.00680152+0.0171161j 0.0497654-0.0276433j 0.0197083-0.0883609j -0.0580814+0.0235615j 0.0169713+0.0245642j -0.0293201+0.0657409j -0.0511333+0.106966j -0.0139447-0.0196416j 0.00190805-0.0402253j -0.0192406+0.062691j 0.0397734+8.88639e-05j 0.0604052+0.0398151j 0.00573025+0.0571766j 0.0225467-0.0120177j 0.0115335-0.0058894j 0.0217085-0.00125353j 0.0479631+0.028588j 0.0338434+0.0830565j -0.028027-0.0235382j 0.0158456-0.0791555j -0.042675+0.00225558j 0.0147713-0.0678569j -0.00732969-0.027511j -0.0304489-0.0307322j 0.0265073-0.00286462j -0.0203278+0.00773793j 0.0114084-0.00722757j 0.0285914+0.026168j 0.0474637+0.021886j -0.0274629-0.0130134j -0.0154287+0.0329219j 0.00172382+0.00960347j 0.00624805+0.0249086j 0.0553417-0.0374568j 0.0798087-0.0355737j 0.00270128+0.0259342j -0.00499939+0.00283959j -0.00884355+0.0259319j -0.00730432+0.00734979j 0.0174179-0.0113665j -0.00411945-0.000994632j 0.0121813-0.0118969j -0.0115902+0.00575402j -0.000838244+0.0131135j 0.00153963+0.0256501j 0.0110981+0.00169604j -0.0048244+0.0022996j -0.0158965+0.0132475j -0.00193365-0.0383503j -0.0251105+0.0087442j -0.00316447-0.0229215j 0.020912+0.01855j -0.050917+0.0189282j -0.018885+0.0224726j 
-0.141595+0.0489751j -0.0293791+0.0251211j -0.00599182+0.180274j -0.0933905-0.0693236j -0.150422+0.0993946j -0.0218435+0.061754j -0.0442067+0.0353206j -0.0916683+0.0588993j -0.0489683+0.0697196j -0.119305-0.097849j -0.031793-0.0518727j 0.0349706+0.0155514j 0.0245193-0.0748583j 0.0120647+0.00379842j 0.0478535-0.07026j 0.0347658-0.0275406j 0.0512978-0.0141939j -0.0437374-0.0572265j 0.0258408+0.0214485j 0.0453412-0.0171039j -0.0282791+0.0106779j 0.0423751-0.0197103j 0.0146985+0.0269195j -0.0975651+0.0793114j 0.0190329+0.124849j -0.0333716+0.0282984j 0.0452631+0.0102446j -0.0295062-0.00320808j -0.036657-0.00438537j -0.0269285-0.0390855j 0.000869+0.0253992j 0.0517291-0.131622j 0.0549317-0.072834j -0.00705522-0.0202013j 0.0605624-0.0504971j 0.0536098-0.00374768j 0.00377315+0.0149756j -0.0450475+0.0170186j -0.0184773-0.00082965j 0.0253481-0.0173381j 0.0435408+0.0109493j 0.03352+0.00742538j -0.0540383+0.0278522j 0.0204263+0.00786161j -0.0141154-0.0100424j 0.124364-0.0569437j -0.00109448+0.00342291j 0.011611-0.0171418j -0.0127382+0.0175106j -0.0365884+0.0216828j 0.00702426-0.0161881j 0.0184568-0.00259197j 0.000905098+0.00469943j 0.0726037+0.0141105j -0.0710431+0.00282759j 0.00788585+0.0137317j -0.0271281-0.0137041j 0.0342507+0.0125797j 0.0136584+0.0133762j 0.0315957-0.0112167j 0.0170522-0.0223458j -0.0205399+0.0115015j -0.0289236+0.0159562j -0.00586674+0.00656387j 0.0198838+0.00575871j 0.0524227-0.0122177j -0.0433841-0.0181009j 0.0191544+0.00971774j 0.0341331-0.0338307j 
-0.114478-0.194741j -0.143642-0.105587j 0.000963307+0.138845j 0.140068+0.0408991j -0.0215573-0.00552068j 0.0390392+0.020065j -0.14479-0.20781j -0.0686763-0.12285j 0.132955+0.0172432j -0.0797726-0.122546j 0.0577676+0.0070726j 0.00129674-0.00326302j 0.125665+0.0858496j 0.0611374+0.0250286j 0.11179+0.0859468j 0.033194+0.0779434j -0.0264847-0.0175148j 0.0560167+0.04984j 0.0042984+0.0460868j 0.00837811-0.0234667j 0.0313026+0.00494651j 0.0810839-0.0131383j -0.0133776-0.000478719j -0.127389-0.0345907j -0.0538742-0.0485151j 0.0020196-0.0407873j 0.0281586-0.0432287j -0.0654008-0.0209624j 0.0094383-0.01481j -0.013199-0.0496398j -0.0345754-0.0709422j 0.104518+0.0221512j -0.0194766-0.034611j 0.0159538+0.0244945j -0.0332321+0.0527325j -0.0019529-0.0198784j 0.023837+0.0230799j 0.0210926+0.0123203j 0.0228579+0.0612829j 0.00413886+0.0236622j -0.0193856-0.0139992j 0.0153493+0.00173101j 0.0339125+0.00695667j -0.0665507-0.0206275j 0.0395332+0.0136309j -0.0236596+0.018468j -0.0094529+0.00524609j 0.00755638+0.0405922j -0.00397065+0.0310326j 0.0596967+0.0148811j -0.0154356-0.0113682j 0.00114198+0.000715912j -0.00620724-0.032314j 0.0441385-0.00453501j -0.0130462+0.0270206j 0.00314531-0.00343528j 0.00391941+0.0261831j 0.00147259-0.0253991j 0.0127023-0.0138573j -0.000830705-0.0158007j 0.0113193+0.0264892j -0.00344864-0.0119822j -0.0156677-0.0351094j 0.00471346+0.0124793j -0.00368355-0.0112317j -0.0155966+0.0332725j 0.0236663+0.0163872j -0.00229879-0.0481293j -0.0215638+0.0210914j 
0.159717+0.0986473j -0.11245-0.194794j -0.139526-0.0463165j 0.00718809+0.137422j -0.0246822+0.0708702j -0.091521-0.0472233j 0.0240579-0.0477119j 0.147861+0.0543975j 0.176769+0.198071j 0.161936+0.0961815j 0.0573191+0.0773809j -0.0177697-0.0121733j 0.010701+0.0999172j -0.0419024-0.0419087j 0.0292069+0.0880419j -0.0508336-0.00901039j -0.0221178-0.0377987j -0.0842186-0.00270814j 0.0756112+0.0578965j 0.0353111-0.00966048j -0.0251474-0.00326531j 0.120798+0.0953077j 0.0172608+0.021503j 0.0732539+0.0458901j 0.0122658-0.0366109j -0.00150722+0.00471644j -0.00927445-0.0434815j 0.118322+0.0407653j 0.0126031+0.0395164j 0.0401221+0.038102j 0.0384052-0.00572703j 0.0879523+0.0172956j 0.00525267-0.00689146j 0.00158956+0.0265309j 0.0300032-0.0113851j -0.00656691+0.00704591j 0.00989615-0.0260962j 0.0639049-0.010243j 0.0146579+0.0234699j 0.0730523+0.005675j -0.0435706-0.060682j -0.052128-0.0447237j -0.0158672-0.00630549j 0.0530096-0.0150292j 0.0103919-0.0105459j 0.00508144+0.0321838j 0.00336802+0.00528945j 0.0493348+0.0147081j 0.00455614-0.0266774j 0.0150141-0.0478823j -0.0120513+0.0057258j -0.00172305+0.00905466j -0.0242996-0.0195541j 0.0448712+0.0527714j -0.0252293-0.0247058j -0.00277972+0.00747555j -0.0267924-0.0017456j 0.022387+0.0250896j 0.024344+0.0212986j 0.0040033-0.0192601j 0.00514848-0.0101274j -0.00763814+0.0210925j -0.0140567+0.0176056j -0.00292419-0.0366938j 0.0147789-0.0152119j 0.0307171+0.00953367j -0.00478315-0.035673j -0.0063931+0.0287695j -0.00802169+0.0366499j 
