-0.00113617+0.00986722j -0.00329366-0.0314734j 0.00716103+0.0452884j -0.000289884+0.0202574j 0.00530334+0.0214306j 0.00254678-0.00336993j 0.014385+0.00549515j 0.00115009+0.0588313j -0.00734813+0.027792j 0.00117772-0.0154433j 0.0101655-0.0388889j -0.00116458-0.0230638j 0.0137125-0.0385594j 0.0122483+0.0852658j -0.000275389-0.0948322j -0.00545811+0.0565257j 0.00217158-0.00963617j -0.0327243-0.040855j -0.0409002-0.0567433j 0.00141848-0.0155716j 0.0108981-0.000822229j 0.000379079-0.0217334j 0.00664278-0.0502252j 0.00895747-0.0314765j -0.00350825+0.0359403j -0.00776991+0.00230206j 0.0049477+0.0199589j -0.02677-0.0385426j -0.00229341+0.0301558j -0.00943887-0.0328413j -0.0110752-0.0043294j 0.0200104+0.0653497j -0.00443009-0.041508j -0.0155783-0.00493893j 0.0115867-0.0354708j -0.00318351-0.015129j 0.00515581-0.0205623j 0.0125667+0.0438752j 0.0179959+0.0193753j -0.0217932-0.0351337j -0.0147469-0.03717j 0.0381433+0.0540105j 0.0137118+0.0657357j 0.0613056-0.130366j 0.0192772-0.174234j 0.00660766+0.305287j -0.0148702+0.0101217j 0.0243962-0.00367709j 0.0621179+0.0383j 0.0935699+0.228691j -0.00719302-0.0505735j -0.0104685-0.000594496j -0.026783+0.00945833j -0.00187576+0.0698316j 0.0165226-0.0820768j 0.00996693-0.0264826j -0.00909159+0.0106824j 0.00707631-0.0523482j 0.0195758+0.032564j 0.000269056-0.0134695j 0.00291796-0.0250154j 0.0011938-0.00300953j -0.0238308-0.0183799j 0.00187161+0.0572436j 0.0157682+0.00189938j 0.0201281+0.0102254j -0.00489756-0.0482577j -0.00498363+0.0463249j -0.00267434-0.358228j 
0.00185951+0.00147716j -0.000906035-0.0022826j 0.00330399-0.00884446j -0.0308593-0.0127989j 0.0298-0.0210752j 0.00530007+0.00504493j 0.0407419+0.0523785j -0.0224812+0.0139424j -0.0671021+0.0535312j -0.0271563+0.0792877j 0.0121947+0.0464699j 0.0419872-0.102198j -0.0470394-0.032634j 0.0977021+0.0761403j 0.0134445-0.0190907j -0.00850455+0.0795408j -0.0108008-0.063318j 0.0940443+0.067896j -0.00623693+0.00637534j -0.0320632-0.0260858j 0.00331536+0.0536399j 0.0422043-0.0710273j -0.0134489-0.0774912j -0.00376496-0.0281102j 0.000673746-0.0745801j 0.00250994-0.0182198j 0.0170589+0.0577455j 0.0101385+0.0829267j 0.00271672-0.0340012j -0.000622478+0.107444j 0.0142427+0.0204999j 0.0346556+0.094991j -0.00518553-0.00532804j 0.0165326+0.0434602j 0.0267005-0.0169268j -0.0083341+0.0233752j -0.00855118-0.00834889j 0.0309333-0.10579j -0.0257983+0.0498713j -0.0191284-0.0060761j -0.00679091-0.0164226j -0.00287779+0.0603927j 0.0175048+0.0287603j 0.0468368-0.0266939j 0.0129283-0.00376679j -0.0176534-0.0354094j -0.00486155-0.00429422j 0.0392029-0.0204109j 0.0278819+0.0284851j 0.00910102+0.0110252j -0.0169092+0.0243176j -0.00191694+0.00918884j -0.017302+0.0199024j -0.0123332+0.00648322j 0.0209903-0.000598498j 0.0132993+0.0116106j -0.000218543-0.00930478j 0.00790128+0.0283659j 0.00519771-0.00571122j 0.00272768-0.0203379j 0.0129104-0.00928856j 0.00240957+0.00476594j -0.0117641-0.00671295j -0.00729297-0.0304042j -0.000585685+0.0641288j 0.0124059-0.0487997j 0.00647989+0.0144507j 0.00344702+0.0119924j 0.00431392-0.030991j 
0.00762803-0.0184911j 0.0051533-0.00586976j 0.00182925+0.0151463j 0.0165789+0.019075j 0.00616472-0.0302808j -0.0311952+0.0315774j 4.58384e-05-0.0279703j -0.0385166+0.00830903j -0.0331306-0.0167589j -0.0214429-0.00103736j -0.0664915-0.131421j -0.0622047-0.132464j 0.0105605+0.0841657j -0.0923879-0.164519j -0.0272989-0.00633425j 0.0098897-0.045782j 0.0407782+0.058196j -0.109263-0.138406j -0.105222-0.0791654j 0.0302472+0.0338729j -0.0401109-0.0692839j -0.0308634-0.0434082j -0.0147132-0.021762j 0.0197083+0.0218389j -0.0198106-0.051932j -0.0119649+4.08949e-05j 0.0208817+0.0552078j -0.000515234+0.11123j -0.0110959-0.025992j 0.00479914-0.00912678j -0.0213895-0.0275807j 0.0352676+0.0401296j 0.00718456+0.0410217j -0.0119732-0.0451604j 0.0386335-0.0402021j 0.0117533+0.0584967j 0.0564294-0.0792721j -0.00204678+0.103317j 0.00160206-0.00749275j 0.00334466+0.0435731j 0.0135378+0.0430004j -0.0340591-0.0735147j -0.00461442+0.0340257j -0.0473629+0.0118318j -0.0473015-0.0151872j 0.0168385+0.0525719j 0.00854875+0.00189068j 0.0255382-0.00377258j -0.0814074-0.0122832j -0.0641088-0.0266898j 0.0187315+0.0298582j 0.000506573-0.0193682j 0.0164317+0.000536543j 0.00134071-0.0568471j -0.0103249+0.0212255j -0.0268705-0.046467j 0.00248712-0.0733045j 0.0034831-0.0344015j -0.0223832+0.000674734j 0.0218229-0.0428833j 0.0131716-0.02617j -0.0045146-0.00720579j 0.0237219+0.0436269j -0.00723266+0.0400108j -0.0274024-0.0666836j -0.0105362-0.0183666j -0.000576634-0.0253515j -0.0101202-0.0159696j -0.00299779-0.00771663j 
-0.00400724-0.0136201j 0.000962701-0.00832035j 0.0135063-0.00751021j 0.00790629+0.0329452j -0.0511902+0.0212311j 0.0205347+0.0227188j -0.0627807-0.013339j 0.0617543+0.00679049j -0.00158455+0.0321826j -0.0428204+0.012449j -0.0178864-0.0181387j -0.0329608+0.116273j 0.0364642+0.0649262j 0.186295+0.015173j 0.0905319+0.00226942j -0.408497+0.021086j -0.164337-0.00833619j 0.00427626+0.00416632j -0.0344149-0.0421622j -0.0241905-0.031064j -0.0394134+0.0050763j 0.073683-0.0147518j -0.0110534-0.0162447j -0.0345847+0.0205046j -0.030684+0.00180821j -0.0174145+0.0259435j 0.0376701+0.0167101j -0.0305249+0.00712306j -0.000727732+0.0237582j 0.00932442-0.0104377j 0.0671381-0.00265927j -0.0252951-0.0339999j -0.0285142+0.00455127j -0.131147-0.0242875j 0.0425672+0.00492069j 0.0393749-0.0119616j -0.150452+0.0445433j 0.0796739+0.0251506j 0.0959979-0.0391167j 0.0272534+0.0234549j 0.111239-0.00286351j 0.00696714+0.0163069j -0.0331343-0.00348168j -0.0149971+0.00413723j -0.0834025-0.0070929j 0.00536541-0.000736781j 0.00204578+0.00286259j -0.0511379+0.011977j 0.0202772-0.006178j -0.0228278-0.0127849j -0.0167414-0.00159508j 0.0192919-0.000371656j -0.0320305-0.00193675j 0.0498722-0.0125314j -0.0103361-0.00395j -0.00516907+0.00546809j -0.0118275-0.00989812j 0.0181222-0.00778363j 0.00377175+0.0241875j 0.00169296-0.0131781j -0.0199451+0.00571761j -0.0159826+0.000117818j 0.0146962+0.0048257j 0.0220638-0.0281529j 0.0216048-0.0218933j -0.0033724+0.0230765j -0.00404585-0.0258076j 0.000489929-0.0060331j 0.000205074+0.0158895j 
0.00676193+0.00812814j 0.000796406-0.0208272j -0.000630357+0.0120409j -0.0262194+0.0542652j 0.00804644-0.0127994j 0.0462335+0.0043662j 0.0022565-0.0424591j 0.0864213+0.00303177j 0.102202-0.0100263j 0.203178-0.0201422j 0.0544567-0.0730364j -0.0203251-0.05934j 0.0262316+0.0381745j -0.012983-0.0698998j 0.0171991-0.00408214j 0.154664-0.00723132j -0.0259358+0.0427618j -0.024222-0.0529802j 0.151291-0.0361737j -0.0147975+0.0093406j 0.101245-0.0532392j -0.0814496-0.0468742j -0.0292586+0.00442217j -0.0814985-0.0269949j -0.0616301+0.019757j -0.00747062+0.00516791j 0.0130152+0.00564121j 0.054122+0.0357862j 0.00508468-0.0111748j 0.0857332-0.0186674j 0.000245906-0.0347979j -0.0535534+0.0294739j 0.00681061+0.023298j 0.0123555-0.0378746j -0.15073-0.0630249j -0.0190169+0.012283j -0.117811+0.0121838j -0.126664+0.0873439j 0.100039+0.00360115j 0.05134+0.00186028j 0.000630251+0.0113508j 0.0710268-0.030522j 0.0337602+0.0224837j -0.0177951+0.0314559j 0.0609023+0.00219574j -0.016161+0.0090597j -0.0198865+0.00261745j -0.0834061+0.0223249j 0.118365-0.00941736j 0.130043+0.00935582j 0.0267447+0.0138337j 2.21233e-05-0.0142744j 0.00609257-0.0107654j -0.0118641-0.0158074j -0.00983398+0.0154005j 0.0312385-0.0225901j -0.0155001-0.0292657j -0.0192369-0.00888481j 0.0110049-0.00202671j -0.0605151-0.00748547j -0.0297991+0.013338j 0.0109562+0.0025143j -0.0289289+0.0374263j 0.0233155-0.0229873j 0.0583954-0.0455988j -0.00425308-0.00480077j -0.00964426-0.0279231j 0.0126661+0.0137058j -0.00866687-0.0194688j 
-0.00609999-0.0432095j 0.0178984-0.00271431j 0.002272-0.00828506j 0.00576864+0.0147194j 0.0209099-0.00310815j -0.0162225-0.00659357j 0.0422872+0.0130024j -0.00615689+0.0461387j -0.00737007+0.0830869j 0.000198013-0.026468j 0.0049374+0.112297j -0.0446413+0.209892j 0.024484+0.104368j -0.123782+0.137294j -0.0221531-0.0579063j 0.158605+0.0393754j 0.0577095-0.0867154j -0.0444868+0.10535j -0.0381687-0.0587599j 0.0274862-0.0576903j -0.00325837+0.0290653j -0.0678361+0.0327623j -0.00143082-0.0560514j -0.000742979+0.0162477j 0.000429853-0.00353062j 0.00142691+0.0387686j 0.0160239+0.0509644j 0.00765339-0.0671103j -0.0189841+0.0356842j 0.0130185-0.0264931j -0.0445268-0.022858j 0.0162506-0.0693239j 0.0106245-0.065199j 0.0397803-0.0233359j -0.00432731+0.0140055j -0.0164719-0.0848881j 0.0811636+0.164162j -0.0716759-0.000584191j 0.0100524+0.0467551j 0.00559609+0.0787326j -0.00598706+0.0702637j -0.029979+0.0314193j 0.00409689-0.0169615j -0.0376069+0.0275609j -0.00369628-0.0128309j -0.0138885-0.0437795j -5.4662e-06+0.00641428j 0.0276036-0.0147431j -0.0639029-0.0326064j -0.0629485-0.0362089j 0.0182971-0.0148472j -0.00432333-0.00278485j 0.0271826+0.000549789j -0.00537847-0.0288264j -0.0119398+9.91558e-05j -0.0190691+0.0645631j -0.00467809+0.0537877j -0.00394357-0.00910907j -0.0201199+0.0357477j 0.006865-0.0220684j 0.00540904+0.00105109j 0.00112006-0.00410227j 0.0154584+0.0301511j -0.0116499-0.0311754j -0.0224473-0.0397655j -0.0143219+0.0422288j 0.00596936-0.0266692j -0.00910742-0.0187035j 0.00250484+0.0564693j 
-0.0274978+0.0238302j -0.00361933-0.043792j 0.0373809-0.00242307j 0.023773+0.0402645j -0.0131712-0.0178449j 0.0416925+0.0418137j 0.0435368-0.0414607j -0.00688286-0.012956j -0.0440348-0.00728814j -0.172642+0.0024404j -0.0833366-0.0569118j -0.0797216-0.0485301j 0.149681-0.0160842j -0.0935614+0.0700783j -0.0402154+0.0362503j -0.0181083-0.0603543j 0.183281+0.00619144j -0.0259893-0.0285634j -0.058028-0.0189924j 0.0492484+0.0124604j -0.113588-0.0385961j 0.0531172-0.0361311j 0.0316036+0.00562449j 0.095495-0.0305402j -0.0136741+0.0424514j -0.00677896-0.0128465j 0.00962796-0.0335482j 0.0294263-0.0525126j -0.0191574-0.00723649j -0.0525592-0.0185365j -0.0418156-0.00793982j 0.00759221+0.0137012j 0.0368333+0.0555512j -0.0168465-0.0150501j 0.00261848-0.0520714j -0.0251069+0.00412078j 0.0394363-0.0424777j 0.0959847-0.0221653j -0.0156758+0.00995117j 0.070388-0.00786897j 0.0833862-0.0168796j -0.0500721+0.0380712j -0.0322161-0.0178356j 0.0764466+0.00108221j -0.025684-0.00281628j -0.00568239-0.00683285j 0.0339377-0.0014269j 0.0160073+0.0162062j -0.0232753+0.0332609j -0.000769012+0.0132225j 0.000933825+0.00330331j -0.00340657+0.00438033j 0.00981576-0.0234501j 3.10661e-05-0.000378237j 0.0207502-0.00196263j -0.0217123+0.0107382j 0.0158261-0.00435515j 0.0179616+0.0017583j 0.026074-0.00878373j 0.00932675-0.00976438j -0.00498956+0.00977058j -0.00583682-0.00108294j -0.00732047-0.00456011j -0.00899034-0.00279732j -0.00703099+0.000279629j 0.0124471-0.0231152j 0.0065144+0.0307868j 0.00335996+0.0468569j 0.0050639-0.0395859j 
0.0032195-0.0199425j 0.00291842+0.0115293j -0.0165073-0.0299927j 0.0049857-0.00854934j -0.0591676-0.0439067j 0.0267934+0.0557976j 0.00339976+0.0662947j 0.0271226+0.0509215j 0.0771914+0.0684466j 0.105816+0.06689j -0.00892979+0.037249j -0.0638849-0.166188j 0.253145+0.020348j 0.0560588+0.182323j -0.0901245+0.0109567j 0.0291797-0.00820748j 0.0771241-0.0773394j 0.0189442+0.104764j 0.010719-0.0452643j -0.0145876+0.0368044j 0.0553876+0.0280222j -0.0344902-0.014919j -0.046912-0.0642066j 0.0783337+0.0561779j -0.0954973-0.0772252j -0.0276824-0.0385742j -0.00950408+0.0122724j 0.0251792-0.0517043j -0.0372944-0.0402701j 0.029419+0.0480635j -0.0140364-0.0249976j -0.0187238+0.096924j 0.0653619+0.104977j -0.083729+0.012478j -0.0287377+0.0376897j -0.070464+0.114753j -0.0842594-0.0381319j -0.0471789-0.027253j 0.03227+0.0314786j 0.0587851-0.012386j 0.0593606+0.0237687j 0.0352958+0.0202469j -0.0343461-0.0210161j 0.0157101-0.0392139j -0.0708428-0.0136899j 0.0119289-0.0529454j 0.0229672+0.00295246j -0.0152129-0.0336447j 0.0379515-0.00874193j -0.0210919-0.0345668j 0.0115137-0.000834639j 0.0334447+0.000301553j 0.00955556+0.00271668j 0.0512588+0.00369077j -0.0410945+0.0118532j -0.0151701+0.0490759j 0.00132996-0.0157481j -0.0259025-0.00684098j 0.0123299-0.00289226j -0.0192066-0.0817413j -0.0454634+0.00144106j -0.021773+0.0187462j 0.0126541-0.0197871j 0.020957+0.0531863j 0.0183763-0.00882659j -0.0154789+0.0289682j -0.00988881-0.0177976j -0.00209569-0.0181332j -0.00405887+0.0252011j 
-0.0111872-0.00596679j 0.011451-0.0194367j -0.00997389-0.0150968j -0.0231506-0.00250431j 0.0141885-0.0281446j -0.0266144+0.028553j 0.0409305-0.0614769j 0.0388048+0.0368834j 0.0463284+0.0447482j 0.00721355+0.0785157j 0.127988-0.0737223j 0.240879+0.0246286j -0.0140402+0.134219j 0.175329+0.0785004j -0.0282733-0.0212661j 0.0816663-0.0395962j -0.119961-0.0165747j 0.0901241-0.0580188j -0.01589-0.0351048j -0.0589819-0.000326337j 0.131205-0.0119452j 0.0263246-0.0257142j 0.00947613-0.0150687j -0.0320056-0.0430361j 0.0708694-0.026481j 0.0173984-0.00569339j -0.0117192+0.0182403j -0.0637131-0.00096617j 0.0208315+0.0331807j -0.0175942+0.0405872j 0.0109325-0.0182241j -0.0484441-0.0396559j 0.00576092+0.119814j 0.0137645-0.0619612j 0.0450857+0.00997285j -0.0445423+0.00731452j 0.0977723-0.0373803j -0.0892876-0.00231514j -0.0247676-0.0179352j -0.0371579+0.0372743j -0.0496146+0.024247j -0.031015+0.0648683j 0.0133299-0.0346209j -0.00187648-0.00606635j 0.054803-0.0433282j -0.0480328+0.00168413j -0.0263767-0.000568034j 0.0205467-0.00699829j -0.0349813+0.0107773j -0.103782-0.023108j -0.00873799+0.0198513j 0.00941472+3.48767e-05j 0.0014917+0.00472008j -0.0234976-0.0365184j 0.00580712+0.0151002j 0.00976587+0.0192122j -0.00851436-0.0417488j 0.000456908+0.00332727j -0.0240591+0.0279504j 0.0212984-0.0404022j 0.019624-0.0246817j -0.00385387-0.0179849j 0.0204954-0.0149897j -0.022682+0.0422365j -0.0147998-0.01066j -0.00725159+0.0013989j 0.0166077+0.0453213j -0.0110846+0.0075923j 0.00613938-0.00782629j 
0.0160178+0.00928958j 0.00675402+0.0148483j -0.0216677+0.00580798j -0.00696185-0.0317102j -0.0185032+0.0117093j 0.00495067-0.0685618j -0.0338084-0.0398775j -0.0391448+0.0274786j -0.0484811+0.00863776j 0.052598+0.0195924j -0.1561+0.0184509j 0.187023+0.109165j 0.280489+0.0231177j 0.0212785-0.0845222j -0.148378-0.0454515j -0.00478588+0.0373425j 0.184776-0.0053712j -0.0643098-0.0219832j -0.0122784+0.0758557j -0.0837065-0.0382601j -0.00176869+0.0276985j -0.0147759-0.0148003j -0.00293458+0.0303938j 0.0651384-0.0848436j -0.0234704+0.00675627j 0.0230598+0.0304979j 0.0246532+0.01611j 0.0467805+0.0737112j 0.0117094+0.0461892j -0.0211883+0.0329827j 0.0136485-0.00455124j -0.0641702-0.0491634j 0.0417176-0.0794149j -0.0781522-0.0571753j 0.0308968+0.0249248j -0.0910002-0.0108059j -0.0540408+0.0478956j -0.0152101+0.00271167j -0.0332398+0.00992499j 0.0515971-0.0125267j 0.0275713-0.00111215j 0.0233541+0.0189758j -0.0460552+0.0165404j -0.0184037+0.00638475j -0.0609554+0.000544578j 0.0240787+0.0249612j 0.0368315-0.0159222j -0.0159158-0.00717744j 0.0348325-0.0110791j -0.0124705+0.0333572j 0.00312786+0.00858134j 0.0301428-0.00563109j 0.00301794+0.0107644j 0.0254322-0.00283653j -0.0253253+0.0234379j -0.00602467-0.0125828j -0.00273327-0.00122162j -0.0182757+0.0356039j 0.002735-0.00453445j 0.00330149+0.0466014j -0.0278857-0.0113618j -0.0246737-0.0114144j 0.0107868+0.0212446j 0.0122308-0.0167533j 0.0039302+0.0371233j -0.0107113-0.0156984j -0.0105989+0.0069606j -0.00473409+0.000332982j -0.00535479-0.0060552j 
-0.0101036-0.0140193j -0.00446921-0.0021535j 0.005251-0.00200613j 0.0245785-0.00195726j 0.0312892-0.0294525j 0.0154064+0.0275448j 0.0225515+0.0914602j -0.0320463+0.085698j 0.00867419+0.0819115j -0.0596068+0.0344923j 0.0171114+0.140882j 0.0494264-0.189796j -0.0804694-0.075463j -0.00451913-0.0536714j 0.0460519+0.00841604j 0.0303737+0.147762j -0.00343427-0.0467865j 0.0254902+0.146207j -0.0311933+0.0468328j 0.000380304+0.0679531j 0.0052696+0.0187325j 0.0415313-0.0416452j 0.0469065-0.0101379j 0.0192654+0.0882745j 0.0277491-0.0489165j 0.009796-0.0419496j -0.000176442-0.0433882j -0.0325207-0.0601868j 0.0148455-0.0328866j -0.0348714+0.0372833j 0.00710533-0.139464j -0.00500603+0.0941122j -0.00449237-0.00061125j 0.0108711-0.0469144j 0.0392534-0.0090594j 0.0130593+0.15339j 0.0519822+0.069265j -0.00191078+0.0435648j 0.00373493+0.0941254j -0.0293203-0.0271085j -0.0105275+0.0234592j -0.00963854-0.0318281j -0.00735374+0.0279718j 0.00234551-0.0019987j 0.00760666+0.0190844j 0.00732667-0.0369506j -0.00772576-0.0135578j 0.00948149-0.0471933j -0.0184286-0.0299728j -0.0178233+0.056101j -0.00954724+0.00485278j -0.000360785-0.0139606j -0.00284002+0.000924393j 0.00972928+0.0857845j -0.0140196-0.0122198j -0.00779531+0.00402779j 0.00350391-0.0174985j -0.0186135-0.00793493j 0.00723682-0.00610961j 0.0147225-0.0507344j -0.00430366+0.0223103j -0.00703738+0.0353881j 0.00283313+0.0740198j -0.000695762-0.0601069j -0.00537567-0.055292j 0.003123-0.00221116j 0.000286579-0.0259652j -0.00280793+0.00497645j -0.0001468-0.0075076j 
0.00131213+0.0117194j -0.00130068-0.0118895j -0.0130994+0.00332882j 0.0242959+0.0305356j 0.00359749-0.0172945j -0.0116781-0.00210998j -0.0127674-0.0124979j -0.0544853-0.00847623j 0.0294085-0.0103072j -0.0471939-0.0722951j -0.00634819+0.00658845j 0.316664-0.0164904j 0.0726823+0.0070624j 0.120268-0.0879111j -0.0619335+0.0126496j -0.0164089-0.0189063j 0.0152416+0.0183628j 0.0204689-0.0101291j -0.0590103-0.00930444j -0.0785507+0.0168881j 0.0685565-0.0472359j 0.0511528+0.0273879j 0.0417557+0.00062567j 0.00334122+0.033587j 0.0389932+0.0451453j 0.0181894+0.00983262j -0.0029612+0.00113526j -0.0167467-0.00681997j 0.0379532-0.0370306j -0.0357061-0.0610202j 0.0374848-0.00221196j -0.0809493+0.0382293j 0.00135348-0.0726466j -0.0320577+0.0111036j 0.0289986-0.0808287j -0.095733-0.0383041j 0.0433401+0.0333979j -0.0526152+0.044446j -0.0248627+0.0343223j 0.00908007+0.0180742j -0.0181164+0.0193229j 0.0109912-0.0662535j -0.0140791+0.0248048j -0.0115148+0.0286197j 0.00762728+0.0172395j 0.000564997+0.024751j -0.00119328+0.00962694j -0.0158101-0.00864991j 0.00995425-0.00951839j -0.0470145+0.02809j -0.0163679-0.00261952j 0.0240851-0.0102061j 4.63336e-05-0.000792925j 0.0108514+0.0115076j -0.0231808-0.0015493j 0.00256152-0.0197346j -0.0033005+0.00380321j -0.0208959-0.0179979j -0.000144307+0.000903485j 0.0164983-0.00778418j -0.0118816+0.00603335j -0.0202363+0.0127325j 0.0143748+0.0472477j 0.00196534-0.0192491j 0.000670897-0.0635773j -0.00570119-0.0158951j -0.00322131-0.0114043j -0.00683377+0.00876826j -0.0036092-0.0244773j 
0.00752393-0.0249095j 0.00837817-0.00310414j 0.00818081+0.0166731j -0.00314631+0.024948j 0.0362127+0.0401086j -0.0285859+0.0160647j -0.0688632+0.0350738j 0.0120365-0.0132945j -0.0560851-0.00827855j -0.0395058-0.0341444j -0.0744049+0.0472901j 0.295699-0.00586766j -0.0034142-0.124158j -0.150386+0.021602j 0.0243345+0.0538416j -0.058491-0.0142927j 0.019044-0.0395191j -0.0976165-0.00640026j 0.0156714-0.0539296j -0.0227127+0.0141439j 0.00859183+0.00781513j -0.0231931+0.0132777j 0.0665887-0.00375217j -0.0363987+0.0355153j 0.0195607-0.0080621j 0.0403706-0.025368j 0.0169455+0.0164374j 0.0501297-0.0786521j 0.0584393-0.00342882j -0.0287581-0.0104117j 0.0530508+0.0269032j -0.049996+0.00713964j -0.0423536+0.0428483j 0.0230294+0.0760277j -0.0238279-0.0552798j -0.0944613+0.0187374j -0.00263894-0.00896068j 0.0366389+0.00106166j -0.0387549-0.0215834j 0.0256465+0.0267067j -0.0147354-0.0103167j 0.0313332-0.0399014j -0.00380237+0.00149409j -0.0611623-0.00211211j 0.0033896+0.0375047j 0.0227806-0.0226977j 0.00640778+0.00533058j -0.0413613+0.0188201j 0.0167408+0.00350271j 0.0449826-0.0106513j -0.00523019-0.0106287j -0.000797092+0.0110938j 0.00178807-0.00523172j 0.0020605+0.00623339j -0.0181627-0.0151893j 0.00425566+0.0157711j -0.00398445+0.0309995j -0.0250302-0.00467023j 0.0196115-0.0223341j 0.00681431+0.00261275j -0.0131639+0.0102576j -0.00684735+0.00496028j -0.00340917+0.00872414j 0.0116339-0.0240805j 0.00551471+0.00451367j -0.00346776+0.00662146j -0.00939241-0.0354714j 0.00139703-0.000771405j -0.00556312+0.0347549j 
0.00552553+0.00164389j 0.0152335+0.000343278j -0.0357236+0.0283764j -0.0162674+0.00945193j -0.0255524+0.031592j 0.0177813-0.0409645j 0.101656+0.0059812j -0.139566-0.0353655j -0.0394596-0.0309125j 0.0715105-0.100711j 0.0719014+0.0899146j -0.200882+0.0931943j 0.0360895-0.102322j 0.304938-0.108132j -0.0557918+0.0236056j 0.0729708-0.00249585j 0.0792523-0.00955345j 0.0737263-0.0211922j -0.0757073+0.00917166j 0.00388306+0.0126894j -0.00223764-0.00768321j 0.0623443+0.0542962j -0.0353067+0.035287j -0.00338322+0.0205575j -0.0419403+0.0376639j -0.0885856+0.0102407j -0.0676545+0.0119785j -0.0149723-0.0487361j -0.0618601+0.0100225j 0.0353851-0.0308975j -0.0300095+0.0334279j -0.0331674-0.0174409j 0.0744887-0.0567223j -0.00349223+0.0319584j 0.046188-0.0907664j -0.00529447-0.0258785j -0.0199694+0.0210783j -0.143071+0.0124698j 0.0010971+0.015276j 0.00864333+0.0262345j -0.00214277-0.000825428j -0.0124591-0.0620745j -0.0316827+0.0282299j 0.00335158+0.0164839j -0.0215323+0.0349159j -0.0129714+0.0274303j 0.00883308+0.00534651j 0.00931031-0.00464817j -0.00200736-0.00449366j -0.104557+0.0441059j -0.000549889-0.0163261j 0.0365653+0.0100609j 0.00769644+0.00165518j 0.0350813+0.0284131j -0.0173446-0.0136556j -0.00628997-0.00850509j 0.00059204+0.033155j -0.00659425-0.0115935j -0.0325724-0.0131713j -0.00316575+0.0396867j -0.0112422+0.00658588j -0.0181895-0.00116753j 0.0273231+0.0532168j -0.00578899-0.049825j 0.00200488-0.0183806j -0.0186011-0.0218193j 0.00525709+0.00541623j -0.0143649+0.0085456j 0.0013241-0.0119893j 
0.00287705+0.0223369j -0.0146395+0.018306j 0.0212022-0.00179381j 0.0041172-0.0386016j -0.0345488-0.0395648j -0.056057-0.0669288j -0.039057-0.0997691j 0.138791+0.126531j 0.0890624+0.0665323j -0.0478354+0.0123379j 0.108302+0.061125j -0.0124118+0.140199j 0.0640953+0.118086j -0.141528-0.0977478j -0.0901342-0.040306j 0.00242792+0.0004267j -0.102258-0.141059j 0.0353743-0.049315j 0.0282473+0.0272447j 0.048825-0.047642j 0.0348679+0.0281186j -0.00880236+0.00521425j -0.0147916+0.00532422j 0.0495049-0.0362919j -0.0332372-0.0105319j 0.0278105-0.00802564j 0.0463138+0.105897j -0.0213409+0.0120724j 0.00424764+0.0277181j -0.0134037+0.0836004j -0.0457762+0.0097168j 0.0601971+0.0495699j -0.00137757-0.0304574j -0.0526469-0.0342083j -0.0698099-0.0701436j 0.000988972-0.0308929j 0.0697938+0.101303j 0.105344+0.0360538j 0.0771207-0.00901042j 0.0199706+0.0502294j 0.0790759+0.0253024j -0.0302338-0.0130683j 0.0164928+0.0140184j 0.0625685+0.0238578j -0.0258372-0.0399604j 0.027056+0.0277487j -0.0110736+0.0162981j 0.00800909-0.0425861j -0.0246356-0.0038472j 0.0441966+0.0302416j 0.000436283+0.0218878j -0.0232133+0.0230108j 0.013639+0.0247438j -0.00811716-0.00174278j -2.67237e-05+0.0124219j -0.0175435+0.00794217j 0.0141174-0.0177983j 0.0199409+0.0234356j 0.0309261+0.0183176j 0.000934883-0.00651613j -0.0106284-0.0118425j 0.00507403-0.004768j -0.0166392+0.0640443j 0.00984482-0.0536827j -0.00424117-0.0301757j 0.00994156-0.0269557j -0.00672916+0.000702882j 0.00752678-0.0189892j -0.00338406-0.0336403j 
