0.0254283+0.0794976j -0.0223533+0.0352291j -0.0387088-0.0115961j -0.0284847+0.0765365j 0.0305666+0.0289411j -0.0127066+0.00860822j 0.0690291-0.0674075j -0.0218983-0.0120265j 0.0253925+0.00622095j 0.0163448+0.00670569j 0.0424138-0.0441306j 0.0469155-0.0206097j 0.00722955-0.0137071j -0.0118229+0.0155729j 0.018696-0.0200198j 0.0356014-0.00896404j -0.012183+0.0019493j -0.00308235-0.00395435j 0.0234437-0.0184041j 0.0209726-0.0170914j -0.00741299-0.0083835j 0.0109481+0.00163679j -0.00402968+0.0205704j -0.0278357+0.0315042j -0.00571841-0.0266624j -0.00789107-0.0173306j 0.0041517+0.00229908j 0.0215033+0.00612276j -0.00346685-0.0337359j 0.0055575-0.0147402j -0.0327538+0.0309712j -0.0143258+0.0235081j -0.0148068+0.0579316j 0.0307579-0.0157341j -0.0200695+0.0803202j 0.0169471+0.0714176j 0.0746787+0.0653817j 0.11712-0.112754j -0.159594+0.178579j -0.111452+0.0935058j -0.239506+0.01845j 0.195289-0.291005j -0.0534405+0.0220892j 0.0356635-0.0781885j -0.0106702+0.0280223j 0.0391361-0.0181124j 0.0222432-0.0367802j -0.0205665+0.019109j -0.0176528+0.0103936j -0.00465311-0.00764455j -0.0193311+0.0211368j 0.0160499+0.000646354j -0.00750261+0.000262646j -0.0141096+0.0146609j -0.0011592-0.00174362j 0.00535961-0.00382666j -0.0113602+0.00457477j 0.0166138-0.00101426j 0.00466894-0.00243159j -0.0139284+0.00926195j 0.00433338-0.0116373j -0.00614736+0.00289698j 0.0128552-0.0101205j 0.00348544+0.00562675j -0.000240325-0.00315301j 0.00178436+0.000454715j 0.00824364-0.00190335j 7.71898e-05-0.00131156j -0.00443439+0.00277601j -0.0078314+0.00290854j 0.00652399-0.00459294j -0.00149085-0.00951359j 0.00302356-0.00795854j -0.00176469-0.000177784j -0.00368984+0.0106971j -0.0122594+0.00937867j 0.00358488-0.00417617j 0.00597991-0.00164781j 0.00669575-0.00213471j -0.00269443-0.00468426j 0.012257-0.0235232j 0.00250482+0.00121798j -0.0136354+0.00627795j 0.0145337-0.00522812j 0.00874641-0.00210008j -0.012889+0.0150481j 0.000497115+0.0221509j -0.00379644+0.0152893j 0.0145242+0.0995243j -0.0929779+0.0521229j -0.0494444+0.0786633j -0.0408593+0.0410191j 
-0.00944532-0.0220743j -0.00417207-0.0380948j -0.011912+0.0270211j 0.0534016+0.0366192j -0.0944812+0.070965j -0.0250692-0.0711456j 0.0843432+0.0436754j 0.0151818+0.0679728j -0.0613572-0.0256659j 0.0586524-0.0132008j 0.100465-0.137082j -0.0114971+0.0488109j -0.0171694+0.104466j -0.143957+0.133088j -0.0487758-0.117882j -0.0872082-0.204311j 0.00331902+0.0881346j -0.0184614-0.0187134j 0.155555+0.0598071j -0.0354109+0.000702975j -0.0418307+0.125281j -0.00281681+0.273191j 0.0480087+0.210602j 0.146658-0.061652j -0.100645-0.0699793j 0.0680645-0.0183217j -0.0377799-0.103874j -0.0516944+0.0906738j 0.0491777+0.0579756j 0.0216501-0.0937956j 0.0253191-0.0850846j -0.0388672-0.00429762j -0.104144-0.0218008j 0.0433994-0.0768527j -0.00602621-0.0441702j -0.0239738-0.108374j -0.00156693+0.0623846j -0.0573361-0.121235j 0.00219175-0.0496711j 0.0085404+0.0158837j -0.0153207-0.0142526j 0.00724396+0.00590828j -0.024215-0.0325262j -0.0163677+0.00712064j -0.0352706+0.0211109j -0.00786188-0.0253698j 0.0171937+0.00446548j 0.00419337+0.00354674j 0.0105766-0.000886599j 0.00676978+0.00533908j -0.0106581+0.0159823j 0.000575135+0.0120396j -0.00935165+0.00242313j 0.00372407-0.00869189j -0.00857238-0.00872561j 0.00390928-0.0199065j 0.00316053-0.00179097j 0.000838587+0.0288125j -0.00819278-0.00884205j -0.0026001-0.0067535j 0.0307992+0.0130978j -0.0278792-0.00858497j 0.0146241-0.000134451j -0.00645884+0.0139844j 0.011832+0.00645203j -0.0162116-0.0108015j -0.0222761-0.0316121j 0.00850099+0.00714141j 0.0240647+0.00981994j -0.0183002+0.000676301j 0.0153172+0.0102007j -0.00855796+0.0117594j -0.00114961-0.0138574j 0.0065887+0.017859j -0.000798908+0.00777286j 0.00978656+0.0275365j -0.00442718+0.0231733j 0.00829506-0.0120495j -0.01554+0.00914444j -0.007761+0.00376846j -0.0160061+0.0105764j 0.00405661+0.00880652j -0.000246994+0.00493847j 0.000978525-0.00511297j 0.000721364+0.00277756j 0.0142943-0.00220421j 0.000305601-0.00945204j -0.0044096-0.00661272j -0.00724304-0.00549131j -0.000860655+0.0144761j 0.00152751+0.000584157j -0.00334477-0.0114699j 
0.0081302-0.00749572j -0.00819295+0.0189736j 0.000536305-0.00593888j 0.0462029-0.0165188j 0.128888-0.0326371j -0.0167891+0.0208839j -0.0751868+0.00868287j -0.11257-0.0254924j 0.010853+0.0681909j -0.117685-0.096723j -0.0243+0.104848j 0.0103547+0.0240666j -0.0395436-0.0716817j -0.0916556-0.060597j -0.0656935-0.0430557j -0.012596-0.0651274j 0.162623+0.0795909j 0.0469938-0.0934253j 0.0811588+0.0482769j 0.111803-0.131149j -0.0567949+0.0784829j -0.0471666+0.12948j 0.174197+0.205268j -0.0861742-0.114031j -0.00186508+0.16172j -0.00873489+0.0262454j 0.151716+0.010752j 0.0250083-0.149965j -0.00892739+0.075296j -0.0218059+0.0738306j 0.122361-0.0768016j 0.0852635-0.112604j 0.104117-0.0363306j 0.0892068-0.00445774j 0.0251344+0.0383596j -0.0164425+0.0285032j -0.0537519-0.0787301j 0.0491143+0.00879639j -0.0257276+0.0178256j 0.0377142-0.068683j 0.0268481-0.0458201j 0.0130118-0.00540327j -0.0165673-0.00334246j -0.0165771-0.00427803j 0.0336307+0.00117838j 0.000320226+0.00666138j -0.022677-0.000345814j 0.00879278+0.0069332j -0.020667-0.0248628j 0.0104376+0.00484819j 0.000530512-0.017655j -0.0065956+0.00474249j 0.00267097+0.00270742j -0.00606319+0.00602571j -0.00879344+0.00378056j -0.00949863+0.00497994j -0.0274407+0.00296613j 0.00256882+0.021073j 0.0033358+0.00471116j -0.00116916+0.00195135j 0.00211361+0.00386323j -0.0148874+0.016763j 0.00847936+0.00411619j -0.00399024+0.0211216j 0.0064128+0.000829944j -0.0212206+0.00214437j -0.0011617+0.0136826j -0.00927457-0.0121153j 0.0241077+0.0161987j 0.00452417-0.0061704j -0.00640414+0.00257334j -0.00308529+0.0235295j -0.0163153+0.00204302j 0.00222517+0.00959148j -0.0053292-0.00461278j -0.0216014+0.00226633j -0.0102052-0.0260409j -0.00312984+0.0189861j 0.00513945-0.00836603j -0.00384726+0.00367027j 0.00871722+0.00639112j 0.00785147-0.00683953j 0.00728031+0.0120279j -0.000598916+0.0043629j -0.00845282-0.006982j -0.0138141+0.00303579j -0.00156115+0.00131922j 8.36015e-05+0.0126383j 0.00145613+0.00290846j 0.00565751-0.0127623j -0.0046947+0.00640828j 0.00173052-0.00124214j 
0.0254953+0.0147873j 0.00782905-0.0248953j -0.019702+0.0035572j 0.069454-0.015587j 0.0499026+0.0234721j 0.133773+0.0298186j -0.0652291+0.0838813j -0.0664435+0.0403727j 0.0654617-0.00668085j 0.053389-0.0224593j 0.117002+0.111895j -0.122551+0.107539j 0.155067+0.113199j -0.0188907+1.63933e-05j -0.0114711+0.00715511j -0.0791623-0.0654926j 0.0550089+0.0924207j -0.0861963+0.0201938j -0.0936421+0.00983962j 0.141031+0.00504086j 0.0538608+0.217904j 0.105261+0.143913j -0.0301456-0.035927j 0.0420067+0.0234897j 0.086993+0.0459075j 0.112932+0.0038531j -0.191646-0.00839732j -0.0468583+0.108434j -0.0833368-0.0971923j -0.204752+0.105725j 0.0362362+0.181949j 0.110909-0.0548598j -0.0552007+0.0293988j -0.0225398-0.00887561j -0.047852-0.0506345j 0.0126048-0.0031233j -0.023878-0.0161578j 0.0132402+0.0585059j -0.0697232-0.0190776j 0.0560361-0.00848976j 0.0411921-0.0572838j 0.023112+0.00529621j -0.00931316-0.0257005j -0.0349332+0.00284281j 0.00689708+0.00923608j 0.0383658+0.00693435j -0.0127066+0.0250826j -0.00138643+0.00252337j -0.00424852-0.0133056j -0.00944591+0.00669289j -0.0131251-0.00354127j -0.00100138-0.00547893j 0.000776131-0.0136601j -0.0152183-0.0181468j 0.0233814+0.0267663j -0.00244569+0.00241312j -0.0191993-0.00377873j 0.0224864-0.00903859j 0.0171974-0.0100161j 0.0091569-0.000966163j 0.0100374+0.0170998j 0.000469733-0.00151924j -0.0079436+0.0340707j -0.00168171-0.00149544j 0.021165-0.00535756j 0.0293186+0.0165805j 0.00694151+0.00289252j 0.0178625+0.00393159j -0.0123903-0.0231975j 0.0130796-0.0285727j 0.00374311+0.00493868j -0.0316746-0.0127129j -0.00941049-0.00431202j 0.00829459-0.0212155j 0.00276514+0.00533794j -0.0184515-0.0132269j 0.0201223+0.0122863j -0.0206241-0.00176299j 0.000668769-0.00394643j -0.00139305+0.0109895j 0.000371849+0.000788332j 0.00497657-0.00580561j -0.000228356+0.00642147j -0.00113715-0.00242963j -0.00472885-0.00544415j -0.00752672+0.00926768j 0.00547661+0.00367271j 0.00314406+0.000867874j 0.00711362+0.00151241j 0.00337056-0.00869274j -0.00215174-0.010435j -0.00648772-0.0113992j 
0.00799996+0.00765465j -0.0127073+0.0118196j 0.000838606+0.0316948j 0.0239901-0.0359097j 0.00492256+0.0251225j -0.123187+0.0320922j -0.0210404-0.0758686j -0.0497762+0.0454145j -0.0870673-0.033713j -0.0589069+0.034709j -0.00387091+0.0377045j -0.0123289+0.0627936j 0.106617+0.0276676j -0.0423394+0.0536184j 0.00732029+0.0529381j 0.00907244+0.0269266j -0.221192-0.0146298j 0.0163902-0.0526935j 0.0112485-0.0235507j 0.0496422+0.00241964j -0.132612+0.0154918j 0.0883856+0.022408j 0.00185685-0.0397848j 0.219749-0.00777325j -0.00800014+0.0399441j -0.112489+0.0385453j -0.00856354-0.104683j 0.0614187-0.031742j 0.141593+0.0214779j -0.026135-0.00561749j 0.103038-0.025549j -0.0534328-0.0202044j 0.0651427+0.0726225j -0.00965064+0.0534812j 0.0818354+0.0352128j 3.66235e-05-0.0594091j 0.0109154-0.041818j 0.0582893-0.00585988j -0.0181229-0.00414362j 0.00382443-0.000367707j 0.0113824-0.00766765j -0.00302172-0.023856j -0.00876877-0.00195971j -0.0118414+0.0144469j 0.00570235+0.0059906j -0.0214989+0.00636663j -0.0126365-0.00494127j 0.0173906-0.0169085j 0.00898871+0.0138841j 0.0238114-0.00230353j 0.0031049+0.00384996j 0.00478851-0.00387052j -0.00899509+0.0100311j -0.00775612-0.0112075j -0.00246321+0.00509j -0.0301172-0.00825512j 0.0119373+0.0059743j -0.0273605+0.0296997j -0.0109899+0.0119j 0.0108862+0.00952795j 0.00168057-0.0129146j 0.00193635+0.00982032j -0.00871914-0.0082321j 0.0320277+0.0115319j -0.00386156+0.0128182j 0.00107947+0.00719973j 0.0157618+0.00566375j -0.00123647+0.00934064j 0.0303008-0.0122184j 0.00288421+0.00624861j -0.00108069-0.00049117j -0.00269137+0.0170934j -0.00379232-0.0102764j -0.00970297-0.0176081j -0.0162452-0.022083j -0.0103481-0.00115994j 0.0267076-0.00981088j -0.0047895-0.00311834j 0.00108469+0.013489j 0.00558404-0.000455661j -0.000662599+0.00369877j 0.00857019+0.00207313j 0.0018768-0.00361919j -8.98025e-05+0.00403023j 0.00153141-0.00755461j -0.0145085+0.00368101j 0.00756623+0.00419611j -0.00243776-0.00193453j -0.00806337-0.00793296j 0.00297358+0.00465513j 0.00487531+0.00375947j 0.00332269-0.00259128j 
-0.0374225-0.0103807j 0.0356525+0.0263689j 0.0075826-0.00355756j -0.0577195+0.0525694j -0.00330001+0.0297923j -0.0161589+0.0174571j -0.0351185-0.0288283j -0.0696317-0.043369j 0.114874+0.03776j 0.0478377-0.105726j -0.0520182+0.0337677j -0.12452+0.0662064j 0.0429566+0.00838969j 0.00315748+0.0227019j -0.0264047-0.0169181j -0.00996358+0.132211j 0.0150211-0.112132j -0.0260505+0.124593j -0.167834-0.126935j 0.0398517-0.0212845j 0.0489489-0.0598088j 0.164623+0.135151j 0.106078-0.10671j -0.155381+0.0857529j 0.092096-0.0801029j -0.0625335-0.00259619j -0.0504914+0.0458691j -0.00807266+0.000858776j -0.0466704-0.0244564j -0.0043707+0.0287218j 0.097543+0.113896j 0.0554832-0.127001j -0.0633451-0.0626401j 0.0609119-0.0207744j 0.0131125-0.0304611j 0.00848621+0.00429475j -0.0405527-0.119632j -0.0273778-0.00452579j 0.065431+0.00517383j -0.014377+0.00427721j 0.0263498+0.0346197j -0.037155-0.00134625j 0.0356269-0.0210904j -0.00103093-0.0203806j -0.00795099+3.52891e-05j -0.0012203+0.00132851j -0.0250566-0.0105419j 0.009718-0.00658835j 0.00527202-0.0119584j -0.0207679+0.00513988j -0.00162271+0.00579722j -0.00311942-0.00260002j -0.00359133+0.00508064j 0.00342008+0.00762342j 0.00113135+0.0185573j 0.00187553+0.00666784j -0.0102632+0.0133428j -0.00568258-0.0232251j -0.00198586-0.00426316j -0.0188328-0.0143674j -0.0311949+0.00287346j 0.017856+0.0103447j 0.0250859+0.0188462j 0.0305697+0.000848687j -0.0199964+0.00802819j 0.00461585-0.0130288j 0.000600545-0.0183972j -0.00931965-0.0164679j -0.0023553-0.0179694j -0.0346998-0.0189181j -0.0105057+0.00176445j 0.00907819+0.0184556j 0.0240442+0.0018475j 0.00503742-0.000971171j 0.0102962-0.00695321j -0.000823196-0.0125649j 0.0051339-0.000263047j -0.0162816+0.00785076j -0.0122508-0.00516407j 0.00138612+0.000224225j -0.00741037-0.0104036j -0.00876701+0.004327j -0.0086565+0.00243293j -0.00507814-0.00497005j 0.00656794-0.00573007j -0.0019639-0.00583856j 0.00245988-0.0036961j -0.00857973-0.00254473j -0.00286378+0.000298572j 0.00249443-0.00179627j 0.00869747+0.00421993j 0.00901653+0.00250479j 
0.0072766-0.050171j -0.0215048+0.0276231j 0.0280954+0.0358439j -0.0335559+0.0241679j -0.0490601-0.0129913j 0.0126373-0.0011371j 0.0405057+0.0206229j -0.0107286-0.0661616j 0.0712485-0.140501j -0.157041-0.067798j 0.179301+0.141832j -0.0560551+0.136442j 0.0835058-0.0177395j 0.0580075-0.0191093j 0.134477-0.0532579j 0.0156727-0.0417401j -0.00123704+0.0144172j -0.0888092+0.0554746j -0.157402+0.126709j -0.191248+0.0139232j -0.0107683+0.183731j 0.125935+0.00435219j -0.0601705-0.0391411j 0.046536-0.0369724j -0.0323625-0.0155959j 0.00914789-0.0456096j -0.0332793+0.0619896j -0.105125+0.220525j -0.121742-0.0761485j -0.137324+0.0365566j 0.112333+0.012809j -0.105805-0.00549271j -0.0312288+0.0232538j 0.103458+0.0306167j 0.116559+0.00597644j -0.0136617+0.0497j 0.0638049-0.0468266j 0.03299-0.0770118j 0.023625+0.0835015j 0.0336055-0.0128429j -0.0391253-0.00399669j -0.0442198-0.0188483j 0.0127292-0.0130699j 0.00897856-0.00668301j -0.00962659-0.0134029j 0.00545087+0.0122888j -0.00291713-0.00757423j 0.00355833+0.00715768j -0.0164471+0.00143146j 0.00382752+0.018657j -0.0292103-0.00655521j -0.00438973-0.0185529j 0.00632375-0.00528803j -0.00217428-0.00764198j 0.0289673-0.000636372j 0.0365417-0.0108777j -0.0157076+0.00991395j 0.00417914-0.00552845j 0.00634196-0.0123985j -0.00452058+0.00114552j 0.0149932-0.00516927j -0.0100022+0.00338202j -0.0029853-0.0104593j 0.0205978-0.0281339j 0.0212541-0.000557171j -0.0191664+0.0160285j 0.008164-0.00313232j 0.0181601+0.010208j 0.00158928-0.014295j 0.00946768+0.0152309j -0.00469747+0.0029517j -0.0142261+0.0083145j -0.0170064-0.00673809j -0.0182446-0.0160948j -0.00314391-0.0180308j -0.0227956-0.00226312j 0.00201184+0.00289315j -0.0186901+0.0245552j -0.000936016+0.00105968j -0.0022077+0.0112726j 0.000151644-0.00555649j -0.00318121+0.0033354j 0.000450919+0.00297676j 0.00619346-0.00500011j 0.00783847+0.00349364j 0.00303285-0.00409243j 0.00962603-0.00362221j -0.00190976-0.00685455j 0.0039195-0.000903855j 0.00214214-0.00137609j -0.0019635+0.00304523j -0.00622+0.00516883j 
0.00191903+0.0200878j 0.0183644+0.0231492j -0.00793904-0.0551987j 0.0307328-0.0595891j 0.00579349-0.0313117j -0.0715224-0.00646917j 0.100116+0.00717422j -0.0457444-0.0241133j -0.14444-0.0749852j 0.0750894+0.159463j 0.0367559-0.0198224j 0.00693133+0.125714j 0.030073+0.0635568j 0.050324-0.0567181j 0.0855476+0.0168234j 0.0387433+0.0293508j 0.0821786-0.0144296j -0.21241+0.197227j -0.013137-0.248528j 0.0994344+0.120199j -0.0341098-0.0396485j 0.0492099+0.0451364j -0.0281154-0.0991362j -0.0909847+0.117445j 0.0884914-0.0110834j 0.113067-0.0193127j -0.113913+0.0630782j 0.00203078-0.0205951j -0.0306202+0.0779265j -0.0345698-0.124964j 0.0231724+0.0461759j -0.12834+0.104287j 0.115966-0.0170805j -0.132933+0.0132816j -0.0271624-0.00578983j 0.10315+0.043214j -0.0483956-0.00912291j 0.0128702+0.0242831j -0.0200061-0.0195605j -0.0258544-0.000308852j 0.00266886-0.0145946j 0.00880054-0.00304955j -0.0145427+0.0327164j -0.00844535-0.00236107j 0.0023555-0.000806534j -0.0211214-0.00511603j 0.0231643+0.00930067j 0.0133971+0.00679624j 0.0312491+0.0192811j 0.00930425-0.00656227j 0.00974263+0.031184j -0.0148137-0.00919212j -0.0090305-0.000994134j 0.0019434+0.00613397j -0.00608773-0.0225148j 0.0185957-0.0272941j 0.00903093+0.00545634j -0.00267427-0.0020946j -0.00322925-0.0145453j 0.000350906+0.00238151j -0.00142662-0.0298744j -0.00608244+0.0110638j -0.00736071+0.0109695j 0.0301768-0.00381122j 0.0133637-0.00509158j -0.0222501-0.00143029j 0.0102561-0.0111879j -0.00204849-0.00252816j -0.00129528-0.018039j 0.00722156-0.00553758j -0.00904782-0.0143463j 0.00911783+0.00266942j -0.00208507-0.0040647j 0.00679601+0.000682147j -2.62368e-05-0.0126682j 0.0207179+0.000171596j 0.00826388+0.00756246j 0.000724603-0.00621007j 0.00503664+0.00116913j -0.00818172+0.00353889j 0.00618835+0.00918481j 0.00347205-0.00206513j 0.0055277-0.00510387j -0.00284695+0.0188761j -0.0122076-0.00476347j -0.0159236+0.0104092j -0.00449867+0.00637181j 0.00115661+0.0087746j -0.00579928+0.000305997j 0.00067648-0.000577719j 0.00200707+0.00758466j 0.00492189+0.00467041j 
0.0101925-0.0376535j -0.00440417+0.00206065j 0.0190449-0.104546j -0.0161164-0.0300479j 0.0542895-0.0702853j -0.0558916+0.0898286j -0.0235262-0.0566785j -0.0885645-0.0185678j -0.00102055+0.104522j 0.0479066+0.0328701j -0.0160587-0.0855325j 0.0127369+0.0366972j 0.0381363+0.0956754j 0.0536531-0.129684j 0.0784968-0.0166475j -0.138986+0.0243811j 0.141062-0.0415063j 0.0107692-0.124513j -0.000954858+0.266278j -0.00788447-0.0192586j 0.020478+0.128855j -0.125495-0.0818246j -0.0432044-0.0173099j 0.0676678+0.016649j -0.0520935+0.317573j 0.0438069-0.0159014j 0.156306+0.0304722j -0.0334231+0.149836j 0.00719058-0.0324136j -0.092831-0.149056j -0.0904082-0.00888878j -0.0772171-0.0235047j 0.00444163-0.0188058j -0.0578063+0.0799839j -0.0359856+0.0582954j 0.0999604+0.0713553j 0.0631247-0.0559486j 0.00816591-0.0132476j -0.00926144-0.0182918j -0.00237403-0.0585481j 0.00327071-0.0206647j 0.0140175-0.0161188j 0.0126396+0.0388991j 0.0175128-0.0383799j 0.0237365-0.0178018j -0.0140779+0.0229242j -0.0107927-0.0100986j 0.0180299-0.00846224j 0.00660186-0.0161621j -0.00296545-0.02934j 0.00655252+0.014677j -0.0250317-0.000687098j -0.0145196-0.011886j 0.0023528+0.0162188j -0.00286959-0.00122673j -0.00549728-0.030731j 0.00799941-0.0155209j 0.00824343+0.0157321j -0.00448958+0.0240968j 0.00193414-0.0242917j 0.00163699+0.0212021j -0.0160855+0.00234236j 0.0215873+0.00842337j -0.0106067+0.00647745j 0.000993314+0.00495873j 0.0132712-0.00849089j 0.0249051-0.0111609j -0.00470196-0.00233769j 0.0096129+0.0116959j -0.00553796-0.00477532j 0.00952777+0.00121452j -0.0307722+0.00506095j 0.00783148-0.00495057j 0.00490374-0.00510707j -0.00975921+0.011029j 0.00497224-7.66543e-05j 0.0107796+0.0125787j -0.000957622-0.0139482j -0.00607454+0.00425715j -0.0017962+0.00264304j 0.0139084-0.00167082j 0.000437071-0.00701769j 0.00363749-0.00211953j 0.00368037+0.00508142j -0.000649175+0.000134185j -0.0135295-0.00241738j -0.00664459+0.0118954j 0.00421514+0.00466558j 0.00565282+0.00120775j 0.00587364-0.00438707j 0.00149607+0.0109733j 0.00742142-0.00592726j 
-0.0124354+0.0475878j -0.00546793-0.00857677j -0.00681673+0.0949705j -0.0135235+0.0355623j -0.00648753+0.0149431j 0.0311103-0.0984569j 0.0948289-0.0111781j -0.0673367+0.0973064j -0.0742532+0.105295j 0.0397998+0.0846849j -0.0531899+0.0570505j 0.0115682-0.0164811j -0.0327807-0.0745687j 0.0767761-0.0981986j 0.0124284-0.0243016j 0.115101+0.0421869j 0.108636-0.0667985j -0.0403052+0.0346494j 0.0611863+0.0592091j -0.179875-0.224386j -0.0433725-0.110565j -0.0120864-0.0876344j 0.0455274-0.00543843j -0.00626316-0.123134j 0.142504+0.017694j 0.0440548-0.0460583j 0.0138091-0.0801961j -0.0593669+0.120674j 0.0357664+0.0587852j -0.0954974-0.00610931j 0.0295876-0.0297847j 0.0326865+0.137059j -0.0785227+0.0895005j 0.0167986-0.0279085j 0.0676603-0.0739911j -0.1325+0.0291559j -0.0296218+0.0181056j -0.0138222+0.0575778j -0.00574324+0.0135422j -0.0365503+0.0303526j 0.0220154+0.0431924j 0.00401277-0.02567j 0.0103541-0.0275565j 4.90415e-05+0.0377054j -0.00631374+0.016984j -0.00150294-0.0226365j 0.010381+0.00639366j 0.0200886-0.00776636j 0.00295808+0.00212939j 0.0171236-0.0120298j 0.0210129-0.0155606j 0.0183865-0.00166264j -0.00395171-0.00477668j 0.0181049+0.0154126j -0.00765402-0.000833873j -0.00844422-0.0199951j 0.0163668-0.00637368j -0.00704767+0.00470089j 0.00901496+0.00363107j -0.0131706-0.0179093j -0.0181816-0.00563218j 0.0345237-0.00661057j 0.0033699+0.00703898j -0.0145886+0.00280092j 0.0179135+0.00351084j -0.00822545-0.00501877j -0.0152324-0.00540828j -0.00781656-0.00224544j 0.00275754-0.00299446j 0.00234064-0.00398742j 0.0150187+0.00628829j 0.00516604+0.000480222j -0.0104424-0.00683248j -0.0109739+0.00525504j -0.00757296-0.00185305j 0.00481493-0.00387281j 0.00675253-0.00102036j -0.00122209+0.00720385j 0.0114154+0.00203459j 0.00204061+0.00933761j 0.0106197+0.00181323j 0.00759652-0.00608259j -0.00365159-0.00755166j 0.00205253-0.00711728j 0.0057925-0.0103479j -0.0034546-0.00100372j 0.00600335-0.00482333j -0.00673803+0.000938459j -0.00745309+0.00109553j -0.00130864+0.00348351j -0.00148447-0.00457339j 0.00303292+0.0106806j 
-0.00982819-0.007864j 0.00389712-0.0187475j -0.0633913-0.0567645j -0.0309667+0.0399911j -0.00836923-0.0046399j 0.0002027+0.041459j -0.0123582-0.0205845j -0.050875-0.109679j 0.0379493-0.0400577j -0.162342+0.0703416j -0.0380664-0.0212421j 0.129233-0.055452j 0.0750661-0.116465j -0.195045+0.1879j 0.0215319+0.199965j -0.0855445-0.215158j -0.150764-0.164596j -0.040345-0.00521105j 0.0732793-0.108649j -0.0377479+0.072664j -0.0608716+0.117064j 0.128019+0.0993492j -0.017608+0.0289242j 0.11453+0.0406919j -0.0559077-0.0804034j -0.0338462+0.0204504j -0.039131+0.0700003j 0.0109091+0.0613975j 0.0122044+0.0112578j -0.0190365+0.0622875j -0.0633355-0.143817j 0.0111447-0.0151397j -0.0393615+0.0105405j -0.07303+0.0546081j 0.0159972-0.0256919j -0.00782045+0.0555449j 0.0153891-0.0360286j -0.0424744+0.0228476j -0.00538957-0.00518596j 0.0137197-0.0312685j -0.00730211+0.00157063j 0.0119239+0.00653613j 0.0267161+0.019626j 0.00302285-0.0300447j -0.00185862-0.00610093j -0.00750683+0.0131161j -0.00476595-0.014j 0.00115106+0.0164792j -0.0284586+0.000388945j 0.000495441+0.000760758j 0.012685+0.00284991j -0.00145384-0.00561604j -0.0104198-0.0265241j -0.0233586+0.0206499j -0.0145766+0.0200362j -0.0200563+0.0030558j 0.0351376+0.024979j -0.0087342+0.0222417j 0.0159056+0.000263174j 0.00501791+0.0057297j 0.0193498-0.00153067j 0.0177088+0.0082961j -0.000328694-0.00188309j 0.0119873+0.00915188j -0.0124656+0.0160605j -0.0137351+0.00828513j 0.00827302-0.0141111j -0.000634429+0.0119335j 0.00109506-0.0168991j -0.0110185-0.00179179j 0.00536758+0.0133606j 0.00549671-0.0106828j 0.000208464+0.00897386j 0.0145037-0.00813501j -0.0110594-0.00108848j 0.00423836+0.00406621j 0.00293031-0.00159936j 0.00753311-0.00496129j -0.00601825-0.000348108j 0.00192-0.010423j 0.00157421+0.00317808j -0.00319094-0.00172493j 0.00545287+0.00272708j -0.00203201-0.00109171j 0.00498189+0.00288936j -0.00196837-0.00864332j -0.00537068+0.00537384j -9.30833e-05+0.00300271j 0.00406721+0.00129087j 0.000579035-0.00756376j -0.00171215+0.0061111j 0.00576024+0.00221939j 
