0.00369132-0.00886835j 0.00227701+0.010581j -0.00205608-0.00738697j 0.000873589-0.00603995j -0.000308918-0.00660988j -0.000870517+2.30267e-05j -0.00153584+0.00697001j 0.00175468+0.00601223j 3.18924e-05+0.0027978j -0.0017073-0.00250148j 0.000236338+0.0041066j 0.00105669-0.00236307j 0.000738643+0.00561508j -0.00054451-0.00495679j -0.000309252+0.000889952j -0.000749261+0.00108799j 9.68772e-05-0.00101584j -0.000840406+0.00119467j -0.000131301-0.00158641j -0.000333338-0.00106746j 0.000242032+0.00556218j 0.000182974-0.000638193j -0.000317391+0.00294955j -0.000557909-0.00178729j 0.000143781-0.000194806j -0.000920621-0.00226865j -0.000536943+0.00126145j -0.000244955-6.4055e-05j 0.000472515-0.00503289j 0.00071204-0.00118506j 0.000661605+0.00018513j 0.000251112-0.00428065j 0.000586239-0.00241969j 0.000523071+0.000107958j -0.00155925-0.00199875j 0.000424582-0.0028319j -0.00151465+0.00071343j 0.00213028-0.0025093j -0.000277027-0.00555483j -0.0016986-0.00209854j 0.0012232+0.00936061j 0.00200777-0.000195211j 0.00215376-0.00844915j -0.00141553-0.00404874j -0.0091242+0.00194698j 0.00473934+0.0260613j 0.0203947-0.00590875j -0.0158289-0.0265762j -0.0295719+0.0463664j 0.0516541+0.022102j -0.0202028+0.0546782j 0.165942-0.0124558j 
0.00102888-0.000748422j 0.00124702+0.000706838j 0.00106314-0.0030648j 0.00573594+0.00062986j -0.00816571+0.00248826j 0.00225942-0.00406086j 0.00403388+0.00511292j 0.00637821-0.00223116j 0.00343036-0.00247496j -0.00712345-0.00144884j 0.0096135-0.00914988j -0.0239502-0.00195344j 0.0246322-0.000312851j -0.0251691-0.00594468j 0.0281899+0.00250211j 0.0164965-0.00364796j -0.0296951-0.000666335j -0.00241409-0.00306489j 0.0809445-0.0109358j 0.0710028-0.00633529j 0.00247948-0.00333335j 6.20117e-05+0.00555675j -0.056665+0.00132253j -0.00620991+0.000523818j 0.000745078-0.00214416j -0.0661725+0.0470707j 0.068081+0.0658435j -0.000874043+0.000524175j 0.00177623-0.000208998j -0.0500864+0.00102166j -0.00237725-0.00446601j -0.000451248-0.00650504j 0.0678418+0.00851189j -0.0762185-0.0125787j 0.00426559-0.00293143j 0.0310963+0.00081335j -0.0178747-0.00263338j 0.0283955+0.00168396j -0.0275481+0.00364787j -0.0275892+4.49096e-05j 0.0227165-0.00394019j 0.00797853+0.00824745j -0.00883931-0.000935643j 0.00294796+0.00115148j -0.00594577-0.00122879j 0.00406483-0.000649576j -0.00070561+0.00255914j -0.00622957-0.00239681j 0.00405402+0.00157381j 0.000907424-0.000980859j 0.00134838+0.000113261j 2.81508e-05+0.000854813j 
0.00228866+0.00412349j -0.00666293+0.00199588j 0.000390429+0.00023051j 0.00232488+5.53545e-05j -0.00299929-1.52516e-05j -0.0059618+0.00129432j -0.000166777+0.00049192j 0.00618448+0.000536402j 0.00275064+0.00453704j 0.00546474-0.00266051j -0.00581839+0.00135697j -0.000825574+0.00315854j -0.00754958+0.00116143j -0.0058944-0.00314303j 0.0124482-0.00574301j 0.00608779+0.00550536j -0.0316376+0.00128102j -0.0311931+0.000492601j -0.0171529-0.00514188j -0.00766893+0.00375502j -0.11945+0.0047949j 0.0541982+0.00271272j 0.0250859-5.97759e-05j 0.0847309-0.00300696j -0.0100673+0.00362694j -0.057183-0.00873649j 0.00611914-0.0386793j 0.00207525-0.00321857j -0.0548587-0.00106651j -0.0748239-0.00280254j 0.0117662-0.0033383j 0.0610916+0.00337696j -0.00905044+0.00776165j -0.0280386-0.00339172j 0.00324195+0.00465358j 0.00136961-0.00394867j -0.0102749+0.0031128j -0.00506572-0.00176327j 0.00992658-0.000977886j 0.0048741+0.00151996j 0.01309+0.00491886j -0.0137022+0.00208683j -0.00136524-0.00118875j -0.00192941-0.000312275j -0.00173027-0.000269311j -0.00147819+0.000168321j -0.00539237-0.000615801j 0.000331752-0.0002834j 0.00192421-0.00161012j -0.00321362-0.00104808j -0.00343133+0.000139934j -0.00105331-0.00175233j 
-0.00113406-0.000834929j 0.00144813-0.000946217j 0.00452551-0.00268342j 0.00392151+0.00241432j 0.000370929-0.000366482j 0.00530476-0.000150151j -0.00185801+0.00226772j -0.0037849+0.000236895j -0.00692274-0.000519123j 0.00374254+0.00421099j -0.00761326+0.00051171j 0.00245811+0.00193789j 0.00122213-0.0018442j -0.0104534-0.00256802j -0.00502098+0.00605552j 0.0345245-0.00193195j 0.059386+0.0065041j 0.00831495+0.000771355j 0.0791794-0.00126053j -0.074023+0.00114528j -0.0188332-0.00129698j -0.0640075+0.000432889j 0.0765599+0.00361131j -0.0721536-0.00114812j -0.0128727+0.00379124j -0.0216399-0.00596836j -0.00122361-0.0228258j -0.068626-0.00531531j 0.0254817-0.00459972j -0.00892214+0.0053477j 0.00580851+0.00339053j -0.0294391-0.00210096j -0.0119935-0.00311313j 0.00441497+0.00126016j 0.00797956+0.000964143j 0.00305973+0.00441407j 0.00323828-0.00116019j 0.0104971+0.00282254j -0.00737638+0.00096685j -0.0121504+0.00210203j -0.0132952-0.00150572j -0.0013411-0.00272559j 0.00420619-8.7076e-05j -7.64213e-05-0.00353533j -0.00332554+0.00124052j 0.00029425+6.07076e-05j -0.00531743-0.000578119j -0.00093007-0.00106517j -4.21183e-05+0.00148843j 0.00230963+0.000245441j -0.000390278-0.000329119j 0.000390375-0.000150319j 
0.0055395-0.00170009j 0.00104221+0.00403781j 0.00125139-0.00406301j 0.00611313+0.00138719j -0.00630372+0.000166231j -0.00184681-0.00190015j 0.00215648+0.00448052j 0.0106857+0.00253163j -0.00353177+0.00405479j 0.00623987+0.000942272j -0.0135798-0.00255235j -0.00957655+0.00265969j 0.0286273+0.00188886j -0.0456912-0.00401349j 0.0188209-0.00322613j 0.0630425-0.00591847j -0.0670918+0.0100271j -0.0117451+0.00152555j -0.0559792-0.00258133j -0.132144+0.00611077j 0.0526752-3.32359e-05j -0.0794868+0.00317167j 0.030857+0.00110004j -0.0148912-0.00446452j -0.0344175-0.00436465j -0.0243876+0.023661j 0.0350915+0.0446962j -0.00350098-0.00136617j -0.0308845-0.00393573j -0.0222027+0.00105324j -0.00871143+0.00747492j 0.00564559-0.00638518j -0.00905285-0.00192852j -0.0115326-0.00369703j 0.00270583+0.00227588j -0.0134977+0.000274102j -0.0107858-0.00350813j -0.00304808-0.000204999j -0.00901646-0.00234973j -0.0126643+0.00144065j 0.00647619-0.000640844j -0.00717772+0.00237511j -9.78401e-05-0.00117862j 0.0024245-0.00238872j -0.00646971-0.000939926j 0.00412215-0.00095831j -0.00291525+0.00123523j -0.00522179-0.00137416j 0.00214631-4.09822e-05j -0.0002317-0.000217104j 0.000472134+0.00177935j -0.00362613-0.000867711j 
-0.00232039+0.00089541j -0.00157412-0.00166585j 0.00380827-0.0038679j 0.0059255+0.000221959j 0.0041074+0.00366931j -0.0168015+0.0054424j -0.0140095-0.00280576j 0.00111353+0.00827279j -0.00869459+0.000919823j -0.0134792+0.00436102j -0.0114078+0.00183682j 0.0037713-0.000241634j 0.00885879+0.00255213j 0.00362209+0.00105277j -0.0058214-0.00592182j -0.0699463+0.00322968j -0.0109733-0.00238084j -0.186522+0.00931909j 0.00459607-7.45647e-05j -0.078598+0.00220443j -0.00531799-0.000578338j -0.080814+0.00240793j -0.0442897-0.00408217j -0.0261445-0.00561997j -0.0161715-0.0046785j 0.0130162-0.0218085j -0.0213197-0.0513254j 0.0119055+0.000565586j -0.0126249-0.00291351j 0.00164928-0.00238412j 0.00904947+0.00469781j 0.0114712+0.00184671j -0.00899628-0.00280806j -0.00483904-0.000753035j 0.0274236+0.00409791j 0.00159591-0.000320472j -0.00776689+0.00273232j -0.0065083-0.00325203j 0.00444512+0.000319454j -0.00599964+0.00431937j -0.0126998-0.00258373j -0.000939731-0.000365431j -0.00773358-0.00241624j -0.0050583+0.000840667j -0.0061827+0.00165569j -0.00915167-0.0038692j 0.00291541-0.00172458j 0.00213811+0.00270938j 0.00450346+0.000127899j -0.000983222-0.00237294j -0.00297038-0.000760496j 2.58563e-05-0.00152733j 
0.00169825-0.000436546j -6.39083e-05+0.00153864j -0.00318318+0.000530416j -0.00216495-0.00214631j -0.00901069+0.000969507j -0.00369434-0.0031571j 0.0119003+0.00370511j 0.0237175-0.000749928j 0.00675893+0.00758075j 0.00357475-0.00291163j -0.0113414-0.00681536j -0.0210695+0.00246436j 0.09075+0.00440027j 0.00907241+0.00989857j -0.0336713-0.00609252j 0.044556-0.00616024j 0.0717488-0.0076414j 0.044633-0.00018918j -0.0415186+0.00497001j 0.0556228-0.00332j -0.0270419-0.00064433j -0.142075+0.00019129j -0.0205839-0.00130381j 0.0578718+0.00583195j 0.000175176-0.00101873j -0.0433996+0.0195054j 0.0242605+0.0264103j 0.0154104+0.000739058j 0.00235369-0.00540545j -0.00897941-0.00211735j -0.0071573+0.00297998j 0.00616295-0.000989442j -0.0207089-0.00122792j 0.0114802-0.00311799j -0.0103064+0.0018399j 0.0046936+0.00520364j -0.00923345-0.00213099j -0.00725657+0.0049392j -0.0148597-0.00320928j 0.00222123-0.00117901j 0.0141113+0.00279888j -0.00596726+0.00525507j 0.0012862+0.000570629j 0.00351805-0.00207644j -0.0056662-0.00105128j 0.00261122-0.000746213j 0.00108921+0.00210661j -0.00607194-0.00132063j 0.00404226-0.000422972j -0.00168494-0.00150042j 0.00159444+0.000957308j -0.00118802+0.000507307j 
0.00294334+0.0017981j -0.00339138+0.0022908j -0.00762966+0.00324982j -0.00296147-0.00407476j -0.00345311-0.00206068j -0.00138341-0.00434724j 0.00912713-0.00326066j -0.00366832-0.00142281j 0.00578963+0.00292896j 0.0172801-0.00233402j 0.00903356+0.00636712j 0.0202483-0.000354183j 0.0298741+0.000614145j -0.00797867-0.00713153j 0.145378-0.00929853j -0.116866-0.000126775j -0.0215946-0.00107353j 0.0589242-0.00159596j -0.0508421+0.00252669j 0.049029+0.00240487j -0.0125934-0.0025749j 0.0117785-0.00207936j 0.013656+0.00102297j 0.0503738+0.000934358j -0.0504833-0.00367954j -0.0142458-0.00277312j 0.00373672-0.00358109j 0.0147252+0.00222452j -0.0155139+0.0040304j -0.0174422-0.00997444j -0.0148147-0.00428848j 0.00462319-0.00197645j 0.00164018+0.00364849j -0.00975696+0.000863461j -0.0213092-0.00165746j -0.00411407-0.000214926j -0.00272719-0.00243864j -0.00117606-0.00328588j 0.00626259+0.00302136j 0.00581616-0.00418623j 0.00769446+0.00216518j -0.00304083-0.00110215j 0.0037711-0.000372479j -0.00390056+0.00151508j 0.011328-5.42329e-05j 0.00416547+0.00204502j 0.00431964+0.00281012j -0.000630801+0.00054848j 0.0012899-0.00162154j -0.00324063-0.000367139j 7.54825e-05+0.000810272j -0.00126217-0.000236256j 
0.00151112+0.00274939j -0.00471331+0.00129158j 0.00229923+0.000420525j 0.000256787+0.0014389j 0.00201931-0.00318728j 0.00750954+0.00254553j -0.00278814+0.00204082j -0.00329301-0.00264864j -0.007703-0.00139359j -0.000318854-0.00211317j 0.0221036+0.000140892j 0.0360608+0.000856402j 0.00865879+0.00189325j 0.108637-0.00520476j 0.0806371-0.00150667j 0.0608555-0.000214226j -0.0459773-0.00204887j -0.00768929+0.000293739j 0.0224307+0.00200534j 0.0261608+0.00142498j -0.00803312-0.00195814j 0.00509164-0.000404302j 0.0565953+0.00996661j 0.0250612-0.0026019j 0.00365041+0.00552808j -0.00829438+0.00275279j 0.00472998+0.00653456j 0.00911708+0.00533779j 0.00318384+0.000238414j -0.00218518-0.000676377j -0.00697962-0.00261196j 0.00354658-0.00112414j 0.00680856+0.00220328j -0.00871606-0.00163423j 0.00267458-0.00103032j -0.00119049-0.000736751j 0.00755102+0.000582961j 0.00565707+0.000117532j -0.00153702+0.000503843j 0.0042493-0.00204914j 0.000324584+0.000713407j 0.000474025-0.000136153j -0.000572877-0.000179311j -0.00363765+0.000306526j 0.00383067+0.00115969j -0.00242124+0.00132534j -0.00422969-0.000918581j 0.00273144-7.32901e-05j -0.000656078-0.000672514j -0.00076507+0.00028885j -0.00183567-1.89757e-05j -0.000616992-0.00100744j 
-0.00476214-0.00169957j 0.00410374-0.00318696j -0.00847719+0.00759663j -0.0145574-0.00422317j -0.00269048+0.000719537j 0.00102459-0.00476966j 0.0201229-0.00359868j 0.00561012-0.00378513j 0.00703107+0.00280479j 0.013633+0.00409394j -0.0741531-0.000354101j -0.16324+0.00757116j -0.0668502-0.00304148j 0.0704572+0.00213019j -0.0177913-0.00521231j -0.0328995+0.00241322j 0.0273329-0.00241545j 0.0915413+0.000632116j 0.0101274+0.00111867j -0.0145224+0.000739525j -0.0290128-0.00405514j 0.0194727-0.00409951j -0.0445972-0.00833578j -0.0138216-0.00223011j -0.0163784-0.00831828j 0.00979977+0.00389228j -0.00745087+0.00927136j 0.00297855-0.00540287j 0.00184923+0.000421098j 0.0152879+0.000158242j 0.00282083-0.00147957j 0.0139609+0.00805856j -0.0115271-0.0033929j 0.0269453+0.00212819j -0.0179373+5.18708e-05j 0.00841167-0.000518107j 0.000968045-0.00115416j -0.00264802+0.00379223j 0.00415725-0.00105199j 0.00866419-0.000208494j 0.00409462+0.00243984j -0.000772594-0.00192135j 0.00876673+0.00453733j 0.0134561-0.000525681j 0.00178901-0.00213601j 0.00521239+0.0019482j 0.00361607+0.000725055j -0.00134698-0.000994482j -0.0021843-0.000324061j -0.000659468+0.000101357j 0.0034599-0.000558567j 0.00302335+0.0026298j 
-0.00152905+0.00390039j -0.00584128-0.000834018j -0.00210833+0.00301162j -0.00327218-0.00104194j 0.00306387+0.00244067j -0.0228717+0.00243118j -0.00201833-0.00433579j -0.00781922+0.00331493j 0.0139068+0.00956774j 0.0566203-0.000973812j -0.158245+0.0121314j 0.12213-0.000104138j -0.000150015+0.00285457j 0.0379893+0.00448618j 0.0227895-0.00621837j -0.0563208+0.00209482j 0.0242752+0.0016671j -0.0192437+0.000263221j -0.0269252+0.000217749j -0.0210837-0.00378669j -0.0407175-0.00789492j -0.0156678+0.00344449j 0.022356+0.000539805j 0.0197562-0.00150457j 0.0185531+0.00919562j -0.0100351-0.00458375j -0.00731165-0.0146131j 0.0174047+0.00128788j 0.00237036+0.00046011j 0.0118521-0.00695454j -0.00315138-0.000564474j 0.00977736+0.00171432j -0.0203058-0.00243325j 0.00105912+0.000953274j 0.00280832+0.00215259j -0.0096706-0.000704481j -0.00601785+0.00151107j -0.00120805-0.00221214j 0.00140937+0.000523181j 0.0124527+0.000602382j -0.00319027+0.00181231j -0.00469352-0.00127569j 0.00930525+0.000508275j -0.00366687-0.00246242j 0.000980631+0.000851027j -0.00215475-0.000839467j 0.000705688+0.00108549j 0.000725926+0.00146378j 0.00166395-0.00179998j -0.00416303-0.00227772j -0.00342912-0.00119473j 0.00108662-0.00103602j 
-0.000585699-0.00284613j 0.00496362-0.00103854j 0.00578957-0.00666675j 0.0105066+0.00252286j 0.00292516+0.00677704j -0.0169105+0.00142906j -0.0206143+0.000268117j 0.00549163+0.00561604j 0.088714-0.00449341j -0.171034+0.00177538j -0.000685914+0.000301606j 0.0379497-0.00895205j 0.0459506+0.00280495j -0.0211362+0.00908412j -0.074331+8.30538e-05j -0.0375907-0.00654364j -0.00154878-0.00205179j -0.0521638-0.00269812j 0.0211315-0.00294018j -0.0150498-0.0031184j 0.0204795+0.000362427j -0.00840591+0.00452897j -0.0120897+0.000893017j -0.00323242+0.000513538j 0.0150377-0.00166264j -0.000204884+0.000590927j -0.000149793-0.00732213j 0.0169256+0.00630241j 0.00357223-0.000569615j 0.0064549+0.00312355j 0.00352659+0.00118222j -0.00495273-0.000608226j 0.00762765+0.000975696j -0.00407611-0.000199202j 0.0150448+0.00174471j 0.00389067+0.000791844j -0.00378974+0.00358062j -0.00272778-0.000685851j -0.00287535+6.35843e-05j -0.00356484+0.00215319j 0.00286602-0.00172869j 0.00304771+0.00363093j -0.00913651-0.00392441j -0.0100085+3.38006e-05j -0.00903825-1.83276e-05j -0.00281213-0.00398564j 0.0033983+0.00048009j -0.00275724+0.000848469j 0.00167214+0.00159226j 0.00269187-0.000251653j -0.000102548-0.000100432j -0.000195064-0.000182485j 
0.00609092-0.00200718j 0.00257616+0.00432036j -0.00255889+0.00531071j -0.012209+0.00178566j 0.0125308-0.000801592j 0.00477555+0.00290286j 0.00192017+0.000576398j -0.00944592-0.00345416j 0.16305-0.000767131j 0.0954049-0.0135154j 0.0889777-0.00383473j 0.0115851-0.00206363j -0.0698564+0.00367241j 0.0316092+0.00724668j -0.027217+0.0052614j -0.0333099-0.00142257j -0.0481189+0.000349482j 0.0535932+0.00296105j -0.0221372-0.00740604j 0.0276013-0.00209159j 0.0290773+0.00295946j -0.0133191-0.00504632j -0.00159083-0.00280579j 0.0049061-0.00423116j 0.0204487+0.00128442j 0.00901919-0.00102138j -0.00522314+0.00743148j -0.00321852+0.00196318j 0.0048725+0.00146693j -0.00437116-0.000261676j 0.00140334-0.00307018j -0.00652567+0.000652087j 6.68861e-05+0.00024264j 0.00487173+0.00435704j -0.00656296-0.000612868j -0.000103737+0.000738113j 0.00059223+0.00220045j -0.00512853+0.000341026j 0.00178103+8.22603e-07j 0.00784184-0.0023533j 0.00989243+0.00261j -0.00417854-0.000430414j 0.00823621-2.12973e-05j -0.000120374-0.00101434j 0.00423649-0.00317592j 0.00655186+0.00102307j 0.00225395+0.000433789j 0.00132179-0.000213687j -0.00759475-0.00283558j -0.00290679+0.00205901j 0.00189026+0.00132418j -0.00217399+0.000254762j 
-0.00657984-0.00182132j 0.0063299-0.00474867j 0.0142139+0.00243862j -0.00723898+0.00725115j 0.0266853+0.00616334j 0.0264339+0.00664293j -0.0472486+0.00137137j -0.198711+0.000245811j -0.0447895-0.00932831j -0.0694691+0.00489442j 0.00118676+0.00186753j 0.0132306+0.00208318j -0.103642-0.00688544j -0.0171778+0.00382195j -0.0043829-0.00517298j -0.00438863-0.00430907j 0.00710346+0.00440523j -0.0190411+0.00277846j 0.0316153-0.00119889j -0.00272783-0.00331195j 0.0125438-0.00191038j 0.00655297-0.00280082j 0.0151613+0.00300822j -0.011334+0.00189434j 0.00625659+0.00366529j 0.0119011-0.0106294j -0.0059949-0.0123096j 0.000273182+0.00305127j 0.00944393+0.000575588j 0.0114616+0.00164769j -0.00466883-0.00170295j -0.00999999+0.000514692j 0.00769304-0.00156793j 0.00331361+0.00404485j 0.00365936-0.00145767j 0.000464135-0.00327201j 0.0107542+0.00134817j 0.00900983-0.000866516j 0.00541797+0.00343089j -0.000745692-0.00122955j -0.00795258-0.00232928j 0.00947977-0.00231109j 0.00386997+0.000180045j -0.00261275-0.000934234j 0.00160778-0.000615479j -0.00288731-0.000676519j 0.00144151-0.00168701j 0.00424639-6.20877e-06j -0.00720842+0.000183496j 0.00125442+0.00126349j 0.000304753-0.00148744j 0.00362125+0.00145423j 
-0.000519066-0.00681944j 0.0133325-0.000680907j -0.014168+0.00319745j -0.0126175-0.00347539j -0.0141546+0.00510815j -0.0393835-0.007268j 0.208927-0.0125767j -0.104184-0.00022836j 0.0330355+0.00148896j -0.018903+0.0090515j -0.0150565+0.000502101j -0.0596815-0.0145459j -0.0459666+0.00352782j -0.00611399-0.00155847j -0.0192426-0.00390122j -0.0472679-0.00495155j 0.0135885+0.00339508j 0.0146876-0.000268943j -0.0192696-0.00473494j -0.0144047-0.00544716j 0.00459698-0.00477007j -0.00284599-0.00178053j -0.000721472-0.00276708j -0.00863145-0.0007655j 0.00694823+0.000979003j -9.33345e-05-0.000305196j -0.00153061-0.00403602j 0.00617387-0.000153255j -0.000265148+0.00190764j 0.0123939+0.000163265j -0.00269052-0.00239912j -0.00771675+0.00209364j -0.000948252-0.000980047j -0.00178564+0.00126557j -0.0113218+0.00137197j 0.00316569+0.000380785j -0.00352468-0.00157192j 0.00655847+0.000460868j -0.0050838+0.00127011j 0.00694924-0.00132263j 0.0041859-0.00102477j 0.00473153-0.00074074j 0.00757457+0.00275639j 0.00506218-0.000651346j 0.00375579-0.000598249j 0.00578932+0.00118917j 0.00222519+0.0014071j -0.00282622-0.000715436j -0.00171967+0.000441434j 0.000392548+0.00100601j 0.00480087+0.00128581j 0.000342172+0.00209731j 
0.0115957-0.000823724j -0.00081388+0.00813364j -0.00520892+0.00184765j -0.000214398+0.00197822j -0.0241514-0.00873684j 0.245473-0.00555487j 0.0519834+0.00630857j 0.0306435-0.00633893j 0.0174201-0.0046982j 0.0515783-0.00213889j 0.0454792+0.00310776j -0.0337062-0.000688704j -0.00400812+0.00811531j -0.0255924-0.00257549j 0.0288479+0.00204081j 0.0060124-0.00301971j -0.00482227+0.00242308j 0.0269149+0.00283012j 0.00646112+0.00272795j 0.00434254-0.00219661j 0.00422658+0.00269048j -0.00557137-0.00150528j 0.0080849-0.000418759j 0.000631802-0.00212322j -0.00262149+0.000165276j -0.00576893+0.000597294j 0.00731007+0.0112989j -0.00233787-0.000134986j -0.00375019-0.00141354j -0.00285823+0.00206471j -0.0032295-0.00107608j -0.00651697-0.00162249j -0.000380898-0.00157705j 0.00297197+0.000608294j -0.0111334-0.00297875j -0.00286913+0.000388129j 0.0133838-0.000571446j 0.00144526+0.0020411j -0.0051964-0.00185558j 0.00459243-0.000479516j 0.00660354+0.00112813j 0.00100393+9.55941e-05j -0.00298769+0.0011804j 0.00445022+0.00164976j -0.000148721-0.00124169j 0.00045146+0.00172465j -0.00787686-0.00228948j 0.00292458-0.000582378j -0.0064542-0.00217626j -0.0011257+0.00225321j 0.000971894+0.00201086j -0.00449685-0.00111982j 
-0.00720833+0.00354725j -0.00653628-0.00255295j -0.0107051+0.00890336j -0.0294295-0.00674552j 0.267979-0.0146483j 0.0416684+0.00893136j 0.00659938-0.0141689j -0.0177416-0.00436375j -0.0514635+0.00442493j 0.0542927+0.00271746j 0.0337561-0.00506563j -0.0031907-0.00210165j -0.0184929+0.00441775j 0.0398827+0.00306493j 0.0010837-0.00436492j 0.000942407+0.00736678j 0.0114892+0.00241717j 0.0186864+0.00428861j -0.00997355-0.00265076j -0.0013448-0.0032246j -0.000844574-0.00182381j -0.00243468-0.00262499j 0.00866844+0.0018652j 0.00565154+0.000695996j 0.00180731+0.000980836j 0.0147652-0.00789691j -0.0107437-0.0043298j 0.00177339-0.000287924j 0.00548649+0.00107111j 0.00520552-0.000439324j 0.000111654-0.002573j -0.00337472+3.38399e-05j 0.00231391-0.00122823j -0.000112696+0.00305995j 0.00467267-0.002072j 0.00131955-0.00172356j 0.00516319+0.00239923j -0.000853587-0.000657752j 0.00326361+0.00137401j 0.00620813-0.000179156j -0.00408585+0.000191728j 0.00313774-0.00204826j 0.00205079+0.000970261j 0.00195726+0.000812603j 0.00319658+0.000239114j -0.0031832+0.000445633j 0.00525992-0.000550485j 0.00501056+0.00174377j -0.00261018-0.00195103j -0.00417219-0.00112075j -0.000164078-0.000669395j 0.000894368+0.000323974j 
0.000334835+0.00821161j -0.0172551+0.0015461j -0.128117-0.00115084j 0.220909-0.0102111j 0.0361731-0.0162802j -0.0178497+0.00172836j 0.0189239-0.0127809j 0.123604+0.00270467j -0.0243232-0.00414852j 0.00696257+0.000335724j 0.000507303+0.00695787j -0.00138989-0.00328396j 0.0133041-1.44372e-05j -0.00587048-0.0023774j 0.0130186+0.00144502j -0.00312977+0.000406377j -0.0010096-0.00182279j 0.000445681-0.000843723j -0.00909646+0.000668555j -0.000651066-0.000644861j -0.00338473+0.00156878j 0.00450202-0.000916478j 0.00254369-0.000221836j 0.00321013-3.95733e-05j -0.000687317-0.00110333j -0.00460884+3.9626e-05j -0.00154917-0.00583375j 0.00487977+0.000394508j -0.00699787-0.000619953j 0.00107156-0.00032561j 0.00695604+0.00132569j -0.000416486-0.000226299j 0.00131645+0.000812729j -0.00414981-0.000150101j -0.000205586-0.00193133j -0.00359092-0.00021647j -0.00143079+0.000282348j 0.00177772-0.00112975j -0.000612084+0.000551895j -0.00196589+0.00272916j 0.00100304+0.0010684j -0.000233693+0.00189849j -0.00597073-0.00125671j -0.00898035-0.000113542j -0.00396264+0.00225846j -0.00163413-0.00069755j -0.00794667+0.000511627j -0.00368542-0.000450407j 0.00245011+0.000665289j 0.00236306-0.00072151j -0.00446561-0.0010522j -0.000738522-0.0014972j 
-0.0222812+0.00231966j -0.00288573-0.0106198j 0.249586-0.0111646j 0.156029+0.00384522j -0.0587386+0.00704395j -0.0555059+0.00338597j -0.0732825-0.00682108j -0.00266752-0.00985713j -0.0338126+0.000888838j -0.0271401+0.00102685j 0.00937803+0.00281729j 0.0147185+0.00421673j 0.000569996+0.000673721j -0.00091139+0.00270065j 0.00368517+0.00300417j 0.00268906-0.0036462j -0.000161172-0.000969262j -0.00836488-0.00072613j 0.00762936-0.00092726j 0.0021226+0.00248997j -0.00478105+0.00048894j 0.00737753+0.00197585j -0.000938115+0.00072285j -0.00359713+0.00125253j 0.00327185+0.000356829j -0.00456603-0.00109859j 0.00191011-0.00528349j -0.00137053+0.00142174j 0.00179121-0.00138871j 0.000841991+0.000167161j -0.000138006+0.00278978j 0.0011034-0.000189186j 0.000707625+0.00169899j -0.00266871-0.0020063j 0.0102031+0.000257088j 0.00195621-0.000592126j -0.000845572-0.000767204j 0.00712018+0.000339007j -0.00384396+0.000184514j -0.00957346+4.54801e-05j -0.00342085+0.000686279j -0.00287235-0.000340463j 0.00156426-0.00175095j -0.0030171-0.00260009j -0.0108196-0.00180342j -0.00140584-0.000741657j -0.00399734-0.00154257j 0.00124005-0.00151934j -0.00388699+0.00181019j 0.00354801-0.000188043j -0.00139309-0.00207025j 0.00460107+0.00152879j 
-0.0068381-0.013998j 0.310236-0.00447319j 0.0448009-0.00734052j -0.0654723-0.00469303j -0.00683929-0.000401437j -0.0113904-0.00175173j 0.0130057-0.00113464j -0.0109741+0.00086438j 0.00189301-0.00244866j -0.00694649+0.00100046j 0.00130925-0.00118637j -0.00607198-0.000777237j -0.00133327+0.000101626j -0.00100121+0.00102405j -0.00371524+0.000948253j -0.00260862+0.000708951j 0.00342127+0.000859044j 0.00213822+0.00126226j 0.000126053+0.000607298j -0.000831504+0.00122849j 0.00396139-0.000920736j 0.000336748+0.0011248j -0.00145117-0.000235399j -0.00369034+7.14249e-05j -0.000179737-4.62892e-05j 0.000638773-0.000637582j -3.32425e-05-0.000406671j 8.73194e-05-0.000141956j -0.00117358+0.000204118j 0.0039197+0.000340512j -0.000159328-0.000714197j -0.00509297+0.000247418j -0.00167777-0.00124008j 0.00142375+0.000737343j 0.000197315+0.00166984j 0.00184237+0.000640562j -0.00112891+0.000457985j 0.000362709+0.000190429j -0.003564-0.000445987j -0.00307961-0.00102474j 0.00056867-0.00183751j 0.00476355-1.39564e-05j -0.00098776-0.000151145j 0.00294713+0.000668278j -0.00346072-0.0017755j 0.00515572-0.000647362j 0.00318594-0.000332593j -0.00352488+0.000386208j -0.00491536-0.00150021j 0.00294823+0.00195893j 0.00562257+0.00173866j -0.00619418-0.0010526j 
