0.0019921+0.00894126j 0.00909509+0.00116988j 0.0049641-0.00834746j 0.00348792-0.000178145j -0.000437289-0.0168265j -0.0037456-0.000876142j 0.00962014-0.00954353j 0.0107928-0.0148386j -0.00279218-0.0107431j -0.0103729-0.0154299j -0.0156782-0.000937079j 0.019312+0.00964764j -0.00703817+0.00617787j -7.02998e-05+0.0073347j 0.014878-0.00037006j 0.00247471+0.000128033j 0.0165945+0.0107038j -0.00194403+0.00295319j -0.00132611+0.012958j 0.0168297+0.000272892j -0.00251255+0.00408767j 0.00776732-0.0148634j -0.014705+0.00043704j 0.00312513+0.0142086j 0.0101595-0.00947399j -0.00232203-0.00754059j 0.00504693-0.00558886j -0.00906906+0.0114174j 0.0059157-0.011749j -0.00432547+0.0107035j -0.00137246+0.0111004j -0.0174073-0.0156176j 0.00448285+0.00873383j -0.00408326-0.0196256j 0.0112695-0.0226903j 0.00394165+0.00856189j 0.0125816-0.0134343j -0.0077299+0.0102087j 0.000980122-0.00249562j -0.0055314-0.00586997j 0.00244188+0.0045708j 0.000213911-0.00898601j 0.00701386+0.0043833j 0.00871114-0.00358016j -0.00312198+0.00124923j 0.00340963+0.0105466j -0.0117911-0.00877115j 0.0014153+0.00326849j -0.0112485-0.000930789j -0.000404762+0.013342j -0.000385958+0.00133097j 0.0031377-0.00449894j -0.0014864+0.00299878j -0.0069091+0.00679809j 0.00138081+0.00564858j -0.00239762+0.0135724j 0.00859841-0.00163122j 0.00258989-0.0056197j -0.022805+0.0124962j -0.00931825-0.000265384j 0.00591522-0.0137018j 0.0039135+0.0221561j 0.0123455+0.00526465j -0.0155929+0.00715958j 0.00352436+0.00716717j 0.00743154-0.0449239j 0.0147429-0.00977756j -0.0076012+0.00873248j -0.00638527+0.00882307j -0.00797661-0.00176313j 
-0.00940107-0.00324964j 0.000248631+0.0103896j 0.000719929+0.00101218j -0.00537097+0.0016757j -0.0146602-0.00632563j 0.00425674+0.00171227j -0.0104145+0.00551446j -0.01189+0.000780984j -0.00461589-0.0163963j -0.0153116-0.0142731j 0.0173229-0.00600883j 5.06437e-05-0.00340714j -0.000488133+0.00161522j 0.00960463-0.00153413j 0.00133997+0.0131723j 0.00574001+0.00622516j -0.010753-0.00353224j 0.00843697-0.0121609j 0.00829207+0.000394264j -0.0151037-0.00447159j 0.00178804+0.00559889j -0.00677877-0.00835239j 0.00524924+0.00803189j 0.00439888-0.00510429j -0.0127055+0.00391841j 0.0111165+0.00567964j 8.76015e-05+0.00835494j 0.0126652-2.46408e-07j 0.00444925+0.0109475j -0.00449056-0.0165136j 0.0030113-0.00141752j -0.00537002+0.000216709j -0.0061395+0.0122305j -0.00173501-0.00186625j -0.00383271+0.0017357j 0.00627202+0.00388867j 0.00103548+0.00856958j -0.00234815-0.00395226j 0.00386858-0.00318895j 0.0130996-0.0176567j -0.00380097-0.0092497j 0.00203057-0.0113508j -0.00421898+0.00778642j -0.0104933-0.00485698j 0.00610372-0.00206163j 0.00743359-0.00582927j 0.0170881-0.00052251j -0.00730889-0.00380493j 0.011963-0.000411326j 0.00648249+0.00227592j -0.0046855+0.0146071j -0.00637529+0.00283908j 0.00336584-0.00442774j 0.0149269-0.00368029j -0.0142-0.000964365j -0.00108205-0.000469923j -0.00950688-0.00681274j -0.00188723+0.00130893j -0.00102774-0.00985959j 0.0112561+0.00194608j 0.00220371+0.0103629j -0.0106522+0.00347599j -0.00962693+0.0101696j 0.0100229+0.00452599j -0.010043+0.00488042j 0.00250296+0.00396535j -0.00488232+0.00120602j -0.00492113-0.0041419j 0.00499058+0.00115199j -0.000358077+0.000983237j 
-1.992e-06+0.000921637j -0.00157545+0.00376472j 0.00237353+0.00339015j 0.00859947+0.00258718j 0.00651109-0.00459439j -0.0060804+0.00231137j 0.0136448-0.00953525j 0.0112477-0.00382431j -0.00682005-0.0133952j -0.00621448-0.00518708j 0.0147772-4.25248e-05j 0.0172584-0.00158214j 0.00881406-0.00359809j -0.00929082+0.00151266j 0.000754339-0.00253942j 0.0116262+0.00119266j -0.00161194+0.0047235j 0.0114196-0.00793748j 0.00509559-0.00474317j 0.000816523-0.0049248j 0.00628383-0.0013119j 0.00547459-0.00677532j -0.00079982+0.00217324j 0.00114619-0.0116337j -0.00356724-0.0109394j -0.002048+3.24809e-06j -0.00908078+0.00154796j 0.00678689+9.21303e-05j -0.0061844+0.0121932j 0.0107437-0.00228317j 0.00479284+0.00750396j 0.00214667+0.00247052j 0.00618947+0.00317255j -0.0114432-0.00344561j -0.00424562+0.00282891j 0.00562696+0.0127983j -0.00995358+0.000736482j -0.0109879-0.000115237j -0.00562136-0.00353409j -0.00912297-0.00333626j 0.0118546-0.00543468j -0.0120082-0.00509259j -0.00834244+0.00427833j -0.0152231-0.0124052j 0.0101705-0.00197773j 0.00343067-0.00304969j -0.00737269+0.00137583j -0.010649+0.00265984j -0.00426771+0.00240718j -0.00245667-0.0074641j -0.0110542+0.00313394j -0.0057201-0.00288276j 0.00904017+0.00561417j -0.000832822+0.000548142j -0.0286142+0.00304896j -0.00349725-0.00282827j -0.00689626-0.00175664j 0.0131728-0.00321409j -0.0023938+0.000267999j 0.000874718-0.00078041j 0.0128159+0.00321381j -0.00672813+0.00352757j -0.00168631+0.00146271j -0.00214127-0.00139538j -0.00274125+0.00747873j 0.0110769+0.00186137j 0.0100163+0.00148641j -0.00152851+0.00667439j 0.00113896+0.00546597j -0.00478714+0.00174623j 
-6.81993e-05-0.00149785j -0.00151232+0.00265368j 0.00387068-0.00912624j 0.00278199-0.00767091j -0.00688487-0.000917757j -0.000489938-0.00421956j 0.000853831-0.00631406j 0.00217546-0.0169591j -0.0173714-0.0023339j 0.0148366-0.00411213j -0.0101129-0.0203983j -0.00388646-0.00343028j -0.0113368-0.00847726j -0.00364725-0.0154777j -0.00703109+0.00599079j -0.00621162+0.00268732j -0.00303069-0.0127531j 0.00415065+0.0133738j 0.0103229+0.00700287j 0.0165137-0.00363055j 0.00869635+0.00767161j -0.00911535-0.016899j -0.00792139-0.0128012j 0.00397087-0.0133966j 0.00804617-0.0042583j 0.0167762+0.00896963j -0.00552826-0.00733346j 0.0137183-0.00606792j -0.00468251-0.00869332j -0.00503894-0.00360822j -0.00252164-0.0162644j -0.0141809+0.00608439j 0.0036373+0.00861512j -0.0140811-0.00984544j 0.00510328+0.00226033j -0.00678486+0.00716675j -0.0173045+0.0025286j -0.00752652+0.0151356j 0.00995723-0.00340152j -0.00541083+0.0020876j 0.00432871-0.00461079j -0.0110596+0.0011622j -0.00719989+0.0106853j -0.00037602+0.00583619j 0.00769053+0.00223039j -0.00278025+0.00439258j -0.0125189+0.00204933j -0.00838101-0.00473621j 0.0146124-0.00607033j -0.0208688-0.00126565j -0.00503564+0.00481603j 0.00294053+0.00374448j -0.00776892+8.47328e-05j -0.00180237+0.00632579j 0.000817065-0.00978742j -0.00266388-0.0135899j -0.00802906-0.00100473j -0.00895723-0.0167809j 0.000847091-0.00682849j -0.00874871-0.0153985j 0.017817-0.00228614j -0.00461309+0.00551807j -0.00449792+0.00742503j -0.00950522+0.00190344j -0.000778145-0.00769033j 0.00136716-0.00282754j 0.00215534+0.000494422j -0.00054658-0.00310271j -0.000225178+0.00418511j -0.00347286+0.000733758j 
-0.000779796-0.00596423j -0.00586205+0.0037311j -0.00378736+0.00265169j 0.00671618-0.0011558j -0.000430752+0.00276053j -0.00155387-0.00164379j -0.00161501-0.00781367j -0.00896549-0.00316786j -0.0186481-0.0215262j -0.00317903+0.00930711j 0.000832203-0.00800352j -0.00489385-0.00362619j 0.00277683-0.00566681j 0.00798492-0.0155289j -0.00593882+0.00724284j -0.00623722-0.0141728j -3.9873e-05-0.0123865j -0.0053266-0.00903069j -0.00344261-0.00185167j 0.00447477+0.00124447j 0.0021997+0.0117076j -0.00393266-0.00382384j 0.00135576+0.00987189j -0.00558257-0.0158558j -0.0124208+0.00172704j 0.00901984+0.00538185j -0.0135062+0.00590608j 0.0045368+0.00842039j -0.010278+0.0173122j -0.00324144-0.00965026j -0.0107482-0.00339553j -0.0125049+0.0100168j 0.00582838-0.000890873j 0.00380171-0.00619425j -0.0109774+0.0145853j 0.00755897+0.00757178j 0.00798108+0.0136452j 0.0154902-0.000371751j 0.0110378-0.00706505j 0.00535471-0.00252467j 0.000199326-5.75628e-05j 0.00822741-0.00468213j -0.00909955-0.000630295j 0.00625773-0.00866207j 0.00149152+0.0075845j -0.00540951+0.00880217j 0.0164187+0.00195767j -0.0100527+0.00184802j 0.01248-0.00540713j 0.0034643-0.00458776j 0.00794524-0.00154676j 0.0131282+0.0134574j -0.0118624+0.00506318j 0.00618489+0.00492371j 0.0251092+0.00470923j 0.00316695-0.00852223j 0.0108621+0.0108747j -0.00308809-0.011421j 0.00062464-0.00498217j -0.00231923+0.000870476j 0.00881521+0.00057686j -0.00814144-0.00198351j -0.00561866+0.00701375j -0.00282206+0.00403456j -0.00301965-0.00188723j 0.00665502+0.00833794j -0.00148846-0.00161364j 0.00217603-0.0038061j 0.00347205+0.000362661j -0.00125451+0.00106513j 
0.00655826+0.00910684j 0.00464024-0.0043478j 0.00669458-0.0118643j 0.0144471+0.000368163j 0.0186805-0.00193357j -0.0183829-0.00048729j 0.0213175+0.0042126j 0.00784154-0.00550251j 0.00239083-0.000737221j 0.0110813-0.0101416j -0.00604354-0.00568622j 0.008916+0.0113351j -0.00121205-0.00602039j -0.0220106+0.00794563j 0.00714313-0.00180032j 0.00351042-0.0194142j 0.00498363-0.00485713j 0.0083452+0.00028278j 0.00355248+0.0209685j -0.00433698-0.00554862j -0.00551383+0.013758j -0.00338337-0.016165j -0.00487271-0.00187588j 0.00963926+0.0180175j 0.00800863-0.00576878j -0.00338044-0.0221246j 0.00609821-0.00268672j 0.000733721+0.00940952j -0.00493555-0.00568572j 0.00046769+0.00405633j 0.0179572+0.00287395j -0.00149105-0.00790935j 0.00513434+0.0149559j 0.00291197+0.00328904j 0.00799004-0.00624551j 0.000784462+0.00702462j 0.0179235-0.0141302j -0.000939923-0.00356144j -0.00546723+0.00157351j -0.00367291+0.00610789j 0.00452319-0.000424688j 0.00357707+0.00758907j 0.0124532-0.00469721j 0.000200134-0.00219839j -0.00413397+0.00629398j 0.00561601-0.0231354j -0.00536162-0.00244067j 0.00849404-0.00112889j 0.00854036+0.00462756j -0.0032029-0.0058783j 9.13229e-05-0.0067261j 0.0185282+0.00290001j 0.000575256+0.00421437j 0.0196169+0.00830063j 0.00120721+0.00141781j -0.00217531-0.0022429j -0.00196158-0.00380373j 0.00594638-0.00852388j 0.00341119+0.00745273j -0.0102585-0.0195269j 0.0146058-0.00500232j 0.0103225-0.00329677j -0.00223604-0.0120945j -0.0018753-0.00031643j 0.00671686+0.00704376j 0.00164461-0.0165345j 0.0190381+0.0041386j -0.00320396+0.0136874j -0.00238463+0.00615675j -0.00320721+0.00437018j 
-0.00208865+0.00341423j 0.00222019+0.00334797j -0.000561041-0.00354159j 0.000968411+0.00457638j 0.000860428-0.00299735j 0.000555893+0.0117609j 0.00248367-0.0157033j 0.00549137-0.0135896j 0.0128853-0.00810271j -0.00116404-0.00122934j 0.00463705-0.00493134j 0.0142772-0.00358482j 0.00386378-0.00217393j 0.00513457-0.0120061j -0.012225+3.96367e-05j 0.000338369+0.00934824j -0.0188892-0.000878962j 0.00790855-0.00572951j -2.25765e-05-0.00172965j 0.0064845+0.00532083j -0.00324018+0.00399696j 0.0113247+0.00148852j 0.00988684+0.0010155j 0.0017604-0.0169583j 0.00264567+0.00481762j 0.00397719+0.00432616j -0.00141108+0.00359044j -0.00222328-0.00106371j 0.00781579+0.00122917j 0.00613455+0.0056884j -0.00720982+0.00435467j 0.00244445+0.00744593j 0.000476012-0.00509697j -0.00540953-0.00638625j -0.00411731+0.00385047j 0.00270166-0.00096572j -0.014612-0.00512517j -0.00421641-0.00237931j 0.00242219-0.011483j -0.00159094-0.00129727j 0.00220028+0.00414864j -0.0100352-0.00245397j -0.00922833-0.00188822j -0.00326686-0.0013686j 0.0110914-0.00366995j 0.000918529+0.000969005j -0.00294555+0.0112574j -0.019476+0.00132079j -0.00129915+0.0092233j 0.00183947-0.00433495j -0.00762541+0.000712117j -0.00481873-0.00546622j 0.0141809+0.00501393j -0.00494718+0.00525572j -0.00955543+0.00261585j -0.0076171+0.00184297j -0.00217655+0.00375837j 0.0103566+0.00635823j -0.00869471+0.000259937j 0.00279001-0.00454304j 0.00766779+0.00420709j -0.00157579+0.0032016j 0.00233121+0.000857486j -0.000539183+0.000237367j -0.00383134+0.00482708j 0.00812814+0.0157141j 0.00332453-0.000430236j 0.00425603-0.000849019j 0.00259275+0.00204256j 5.97455e-05-0.000451055j 
0.00154778+0.000558476j -0.00771167-0.00566831j 0.000273633-0.0161604j 0.00502071-0.00141105j -0.0150511+0.0176925j -0.00114675+0.00740087j 0.00940957+0.00554082j 0.0286147-0.00806358j -0.00740719+0.0158048j -0.00605481-0.0104543j 0.000476549-0.00215185j 0.0102268+0.0282514j -0.00665248+0.00774666j -0.00624932-0.0130384j 0.0150897+0.00391467j 0.00673939+0.0149392j 0.0161412+0.00953848j -0.0085539+0.0189406j -0.000104236+0.00542179j 0.00767184-0.00842417j 0.0056532+0.00373561j -0.00465377-0.0107923j -0.0122597-0.0135961j 0.00495296-0.00169837j -0.0133426-0.0141729j 0.0130301+0.000471827j 0.00477669-0.00955469j 0.00393112-0.00202647j 0.0031778-0.00170888j -0.019527-0.0102302j -0.00628875-0.021654j 0.00376108-0.00648755j -0.00387147+0.00323431j -0.00859325-0.0112854j -0.00300092+0.000223266j -0.000468782-0.00723157j 0.000826598+0.00264849j -0.000782073-0.00111983j 0.0042287-0.00786992j 0.0136336-0.0060832j -0.0211342-0.00845498j -0.00196745+0.00801281j 0.0126876-0.00131383j -0.000872693-0.00503212j -0.00548098-0.00488088j 0.00731719+0.0119465j -0.00804208+0.0106669j 0.0170142-0.0110497j 0.0032077+0.00282243j 0.000278954-0.00923759j 0.000742097-0.00389471j 0.000186104+0.00490137j 0.0030978-0.000420562j 0.00727811-0.00624885j 0.00606061-0.00014315j 0.0122422+0.0059554j 0.0186808-0.00750907j -0.0162175-0.0016156j 0.0151497-0.0132799j -0.00686638-0.00439257j 0.0096772-0.00942695j 0.00830214+0.00734198j -0.00693034-0.0198176j -0.0243223-0.00231412j 0.00461802-0.00366421j -0.000599709-0.012854j 0.0150151-0.00195658j 0.00396565+0.0172384j -0.00476537+0.00223572j -0.0036862+0.0025258j 
-0.00499347-0.00201556j 0.00210773+0.0054395j 0.00576068-0.00285673j -0.0030141-0.002722j -0.0143825-0.00841556j -0.0087365+0.0239154j -0.00716932-0.0111855j 0.0126766+0.00759984j -0.000662222-0.0057714j -0.00230615-0.00754709j -0.00413495+0.000738339j -0.00362938-0.00230848j -0.00072403+0.00446522j 0.0106606-0.000954009j -0.0059882-0.00587657j -0.000235439+0.00190063j -0.00351382+0.0108195j -0.0138268+0.00248933j -0.00108826+0.00262585j 0.000734077+0.00317064j -0.00287787-0.00105163j 0.00135487-0.00199407j -0.00228631-0.00219319j 0.00729805-0.0187414j -0.00671859+0.000482125j 0.0158672+0.00721747j -0.0015932-0.000801422j -0.00880335+0.00358311j -0.000341441+0.00986279j -0.00374049-0.00672715j -0.00157004-0.000322372j -0.00546439-0.00654163j 0.00851927+0.00670294j 0.000810726-0.00745712j -0.000164669+0.00724678j 0.00429115-0.00582047j -0.00129568+0.00975403j -0.0040087+0.00220178j 0.0079931-0.0122297j 0.0136522-0.00465006j -0.00782205-0.000657316j -0.00299209+0.000601129j -0.000319758+0.0052738j 0.000939516-0.00416142j 0.0027547+0.0015768j 0.0083705+0.00727446j 0.00255116+0.000978408j -0.00757814-0.00447699j 0.00551266+0.00433904j 0.00682669+0.00278551j 0.00341702+0.00284478j 0.0077961-0.000119027j 0.0021254+0.00395389j -0.00159084+0.00409554j 0.00694651+0.00120183j 0.00308061-0.00116464j 0.00266215+0.00141985j 0.000552299+0.00514755j -0.011487-0.00433994j 0.00460338+0.00430094j -0.00727334+0.00597449j -0.00133115-0.000704682j -0.00239327+0.00217945j 0.00666507+0.00330685j -0.00718667+0.0085948j 0.00345347+0.00636557j -0.00367114-0.0018732j 0.00189506-0.00243201j -0.000268512-2.59755e-05j 0.000769089-0.00210305j 
0.000432525+0.00170361j -0.000627093+0.00445218j 0.00609335-0.0106866j 0.0157564-1.94205e-06j 0.00235237+9.5549e-05j -0.0215349-0.00121571j 0.0227989-0.00714242j 0.00303843+0.0118638j -0.0062909-0.00317229j 0.0101828-0.0156697j -0.000506854-0.0103573j -0.00298732+0.0146383j -0.00329823+0.00304518j 0.01477-0.00885778j -0.0122544+0.000277246j 0.00856197-0.0195699j -0.0172708-0.00560336j 0.00533809+0.00661158j 0.0111901+0.011884j -0.00164895+0.00401965j -0.000427761+0.00466286j -0.0112849-0.0187443j -0.00592042+0.00173012j 0.00964822-0.0212916j -6.08158e-05-0.00432021j 0.0113109+0.00614571j -0.0172901+0.00716848j 0.00625111+0.0136491j -0.00755745+0.0169208j 0.00299042-0.00177427j 0.00985512+0.00634103j -0.0114387+0.00687194j 0.00271652+0.00718778j -0.0151943+0.00661484j 0.00222407-0.00743723j 0.00710579-0.0090588j -0.00370221+0.00851319j 0.00927308+0.00946722j 0.00974836-0.0131742j 0.0137369-0.00130615j 0.0125839+0.00286266j -0.0101575+0.00181801j -0.000832289+0.00753747j -0.0102136-0.00876717j 0.00338524+0.0138774j -0.00360914-0.00711405j 0.00905965+0.00295715j -0.0144697+0.000912567j 0.0113284+0.00869044j -0.00143616-0.00594298j 0.00405619-0.000466222j 0.0158452+0.00326137j 0.00279417+0.00342265j -0.00224013+0.0011338j 0.0124471+0.00255822j -0.000367236-0.00707149j -0.0049854+0.0128833j -0.00203488-0.0072568j -0.00443346-0.014038j -0.0070426-0.0168543j 0.0120697+0.00115236j -0.00888366-0.00763684j 0.000498299-0.000357505j -0.00628683-0.00475307j -0.00163012+0.000675838j 0.0172845+0.00718105j 0.00633425+0.00260965j -0.00167725-0.00236019j 0.00527399+0.0100036j -0.00845896+0.00570932j 
0.00170666-0.0015912j -0.000574893-0.00447394j -0.000747055-0.00107229j 0.00810807-0.00537813j 0.00372182+0.00189048j -0.00635281-0.00988632j 0.0084163+0.00895094j -0.0152492+0.0154149j 0.0182314+0.00291932j -0.00262133+0.0199648j 0.00900082+0.00464112j -0.00774159+0.00586575j 0.00358305+0.00360642j 0.00798178+0.003239j -0.0130409+0.00443546j -0.014854-0.00512055j -0.0186111-0.0112794j 0.00798001+0.00609617j 0.00583227-0.00815633j -0.0143187+0.00228229j 0.000140997-0.00507766j -0.00768472+0.0139766j 0.0105888-0.00179387j 0.0011806-0.00195631j -0.00186344+0.0106598j -0.00116487+0.00881716j -0.0142826+0.00728201j 0.000584783-0.00455753j -0.0008314+0.00606744j 0.0127281+0.00421837j 0.00795906-0.00634625j 0.0124615+0.0160127j -0.00486005-0.0164625j -0.00122235+0.0134585j 0.00305504-0.00482445j -0.00310326-0.00634728j -0.0109354+0.00332188j 0.00899167+0.000587171j -0.00196948-0.00603642j 0.00135481+0.000775797j 0.0102091+0.00749563j -0.00025226+0.00969623j -0.00429289-0.00280883j -0.0030745+0.00439742j -0.00108414+0.00988272j -0.00587434-0.010806j 0.00325007+0.00888997j -0.000280508+0.00758011j -0.00568581-0.0031088j 0.00176424-0.000565699j 0.00255817-0.0013242j -0.0049996-0.00327979j 0.0016131-0.00921234j -0.015295-0.00598198j 0.00860596-0.00537191j -0.00713077-0.00317487j -0.00378114+0.016456j -0.00481278+0.0017067j -0.000242212-0.00279339j 0.00476311-0.00624346j 0.000430375+0.00329678j 0.00793694-0.0127237j 0.00688674+0.00155171j -0.00373424-0.0123458j 0.0045278-0.00881312j -0.00064207+0.0207548j -0.00897623+0.00325343j 0.00589111-0.012466j 0.00808726-0.00162645j 0.00255698+0.00297271j 
0.00130078+0.000814434j -0.000253822-0.000134405j 0.0020151+0.00748624j 0.00195987+0.000437423j -0.000240291-0.00582845j 0.00126923-0.0093504j 0.00601338-0.00587977j 0.00159428-0.0125822j -0.01374-0.00160746j -0.00433835-0.0168848j -0.00139183+0.00809372j 0.00331301+0.00560164j -0.00287194-0.00275779j -0.0194505-0.00435548j -0.00126219-0.0140888j 0.000101687+0.00165755j 0.00850579-0.00170378j -0.00468203-0.00284545j -0.0017435+0.00659186j 0.00935522-0.00443079j 0.0112811+0.00660303j 0.00234196-0.013222j -0.00327113-0.00111759j -0.00500522+0.00586471j 0.0103699-0.0108698j -0.00597701-0.00815244j 0.0108583-0.0117736j -0.00165861-0.00290528j 0.00193802-0.00803458j -0.00988571+0.000316979j -0.00263213-0.00198925j -0.00679706-0.00363361j -0.0101964-0.00185441j 0.00352697-0.00295243j -0.00112223-0.00662396j 0.00886153+0.0161144j 0.0117065-0.00948253j -0.0105401+0.00175588j 0.00122968+0.012099j -0.00839638+0.0039604j 0.00487135-0.00659307j -0.00390005-0.0030948j -0.00529456+0.0152025j 0.000295154-0.00119428j -0.00693608+0.00113612j 0.00289446+0.00112792j 0.00604577-0.0144825j -0.00946731+0.00301655j 0.00308569+0.00295008j -0.00738257+0.00366519j 0.00316249+3.31238e-05j -0.00100008-0.00026151j -0.00604828+0.00361794j 0.00164705+0.00205438j -0.00922035+0.00134734j 0.00163614-0.00485354j -0.00840933-0.00999479j -0.00161368-0.0158274j 0.00406295+0.00221094j -0.00436039+0.00548187j 0.00626643-0.00540923j -0.00590284+0.00992671j -0.00329348+0.00294095j -0.00632885+0.00321694j 0.00376987-0.00379683j -0.00219821-0.0144043j 0.00741638+0.00566096j -0.000928278+0.00764455j -0.00344289+0.0040498j -0.00207852+0.00128832j 
-0.00237693-0.00511521j -0.00331206+0.0032356j 0.00448643-0.000598775j 0.00385976-0.00502682j -0.017384-0.00694514j -0.00375837+0.000391948j -0.00799116+0.00475143j 0.0104582+0.0128061j -0.000234135+0.00927976j -0.00924236-0.00659043j 0.00402172+0.00162927j 0.0131485+0.00171788j -0.00102651+0.0196748j 0.021107-0.00216036j 0.00531298-0.00215726j -0.00508595+0.00478125j -0.00619456+0.0203103j -0.0119399+0.00865393j 0.00274356-0.00433067j 0.00228817+0.00596785j 0.00158779-0.0152599j 0.00472317+0.00309976j -0.00998638-0.00313367j -0.0059586-0.023474j -0.00582219+0.000856762j 0.0132702+0.0195815j -0.0088594+0.00109097j -0.00491076-0.000452746j -0.00776117+0.0095398j 0.000729048+0.00468667j -0.00261281-0.00664207j -0.0125269+0.00384769j -0.0022571-0.00795334j -0.00724838-0.00837887j 0.00893157-0.00546331j 0.0015346-0.00675659j -0.0136045+0.0125186j 0.00147247+0.0132889j 0.0059435-0.00420398j 0.0160357-0.0108879j -0.000646804-0.000487936j 0.000687174-0.00853142j 0.00193991+0.00270373j -0.00427025-0.000925177j 0.00219086+0.00420608j -0.00116806+0.0176542j 7.7995e-05-0.000941873j -0.00724464+0.00397941j -0.0119154+0.00129594j 0.0123485+0.00970737j 0.00435352+0.00209081j -0.00911351-0.00268847j 0.00567645-0.00415766j -0.0120542-0.0185046j -0.000943634+0.00414041j 0.00714105+0.00385733j 0.00964024+0.0119128j -0.0108479+0.00653715j -0.0103133-0.0136874j 0.00585863+0.0100262j -0.0162184+0.00518973j -0.00523512+0.00528987j 0.00482219-0.00251129j -0.00988965-0.00783282j -0.00196362-0.00346618j 0.0117231+0.00692893j -0.00480548-0.00440996j 0.00366392-0.00511196j 0.000105141+0.00196901j -0.00390002-0.000316847j 
0.000324319+0.00256886j 0.00295121-0.00360559j 0.00296889-0.0075636j 0.00223253+0.00144131j 0.0111369+0.0158635j 0.000396492+0.0225219j -0.0122237+0.00739863j -0.000950687-0.00990897j 0.00649514-0.0102072j 0.00276559+0.0138893j 0.00241868+0.00388933j 0.0133883-0.00220448j 0.019796-0.00428329j -0.0145978+0.00667022j 0.000749392-0.00268227j 0.00329586-0.00753918j -0.00379865+0.00442716j -0.00588636-0.00968663j 0.00124957+0.00717037j -0.00828828+0.0113463j -0.00477809+0.0113272j -0.00280052+0.000791815j 0.00965938+0.00701181j 0.000169972+0.0100693j -0.0149545+0.00684294j -0.000330723-0.0154485j 0.00951274+0.00206644j 0.00198114+0.00552458j -0.00134731+0.00206849j 0.0052331+0.00621087j -0.000443983-0.00461024j 0.00823434-0.00796402j 0.00886493+0.00445927j 0.0119497+0.00198629j -0.00239105+0.0141377j 0.00353576+0.0018207j 0.00811887-5.64074e-05j -0.00463936-0.0162919j -0.00228073-0.00673239j -0.00166515+0.00722578j -0.0154745-0.00253132j 0.00653475+0.00457319j 0.00771816-0.0115405j 0.00950876+0.00209603j 0.00507749+0.00392721j 0.00329643-0.00686976j -0.0153027+0.00874703j 0.0119344-0.00481225j 0.00699636+0.000565415j 0.00153316-0.0114184j -0.0024991-0.0147704j 0.00461974+0.00455761j -0.000126954+0.00713564j 0.0156841+0.00732756j 0.00122335-0.000378614j 0.000468945+0.00591255j 0.0105455+0.00321397j 0.010159+0.00686376j 0.00126972+0.015681j 0.00269576+1.02335e-05j -0.00410248+0.00409916j 0.0143653-0.00866766j -0.00158423-0.0117193j 0.0112852+0.00652591j -0.00426301+0.0152906j 0.00148458+0.0055522j 0.00943742+0.000462586j 0.00373342+0.0110236j 0.00167638-0.00240387j 0.00481163+0.00157352j 
0.00410256+0.00840856j 0.00535783-0.00452463j 0.00496368-0.00937395j 0.0142584-0.00024483j 0.0183494-0.00375841j -0.0100743+0.00566604j 0.00622693-0.00358629j 0.0132395+0.00549586j 0.0204078+0.00166165j 0.0061271+0.00755216j 0.0132221-0.0116202j 0.0186197+0.00196459j 0.0097156+0.00514926j -0.000210275+0.013864j 0.00353004+0.00469797j 0.00923532-0.00457308j -0.0159831-9.2321e-05j 0.00872708-0.00314685j -0.00339988+0.00737608j -0.00857739+0.00430102j -0.00906898-0.00101795j -0.00226772-1.78117e-05j 0.000521018+0.00955463j 0.00581025+0.00375678j -0.0002114+0.00733504j 0.00412971-0.00013831j -0.00296687+0.00266609j 0.00523666+0.00684416j -0.0050195-0.00465629j 0.0121588+0.00572483j 0.00939338+0.00813414j 0.00286602+0.00597865j 0.00729073+0.00177208j -0.00412824+0.00367332j 0.0107914-0.00944354j -0.00224801-0.00719839j -0.00294474-0.0062777j 0.00129959-0.00505656j -0.00597729-0.0124473j 0.00651046-0.00316802j 0.00154655+0.00703552j 0.0014654+0.00194004j 0.0118039-0.0140558j -0.00396575-0.00167266j 0.00338412+0.00257125j 0.00483309-0.0169441j -0.00952852+0.0165485j 0.00630548+0.000325584j -0.00872064+0.00253552j 0.0140071-0.000284967j -0.00394271-0.0047922j 0.0054325-0.00717911j 0.0159894+9.9092e-05j 0.00756058-0.000664587j -0.00642291-0.00226306j -0.00471287+0.00955409j 0.00293476+0.0129732j 0.00878963+0.0114314j -0.0100292+0.00487361j 0.00420267-0.0128431j 0.00133188+0.00795102j 0.0116077-0.00673133j 0.00455062-0.0141797j 0.00219222-0.00286376j 0.00189351+0.0131133j 0.0101081+0.00830226j 0.0098611+0.00149874j 0.00281093+0.00575911j 0.00318444+0.00325541j -0.000872285+0.00228118j 
