0.0335387+0.0914483j 0.083669-0.0391475j -0.0702316-0.0787649j -0.0814257+0.0545952j -0.00849882-0.00629959j 0.0192905-0.00683116j -0.0160149-0.00694034j 0.00298901-0.00683657j -0.00445431+0.0375401j 0.0221914-0.0426738j -0.0468647+0.000448241j -0.0274465-0.0139373j -0.0166239-0.00157362j -0.00672145-0.00595428j 0.0162227-0.0033965j -0.0111341-0.0127022j 0.00400155+0.0177167j 0.00694014-0.00920676j 0.0134459-0.00190842j 0.0121819-0.0171473j 0.000410359-0.00807324j 0.0369925+0.0297825j -0.0111861+0.0131156j 0.0309878+0.0194047j -0.00252802-0.012586j -0.0104588+0.0138248j -0.0329078+0.0370419j -0.00840031+0.0140682j -0.000684916-0.0657651j -0.000675897+0.00623337j -0.0376054-0.010063j 0.00117116+0.0190295j -0.00784816+0.0286781j 0.0145382-0.0276486j -0.0274188-0.0248921j 0.0150638+0.0102648j -0.0411579-0.00494402j 0.00691061-0.00705976j -0.00785693-0.000560077j 0.0047409+0.00953812j 0.0339626-0.0135193j -0.0679627-0.0489282j 0.0328473+0.00565825j 0.0011716-0.000984157j -0.020392-0.0196066j 0.0632773-0.0127126j 0.00794337-0.0280495j -0.00213005-0.0458704j 3.57688e-05-0.00632254j -0.016029-0.0284679j 0.0260792+0.0332385j -0.00496954-0.0189046j 0.00387673+0.0158693j -0.0248166+0.0167854j 0.0205116+0.004961j 0.0170033-0.0248568j 0.0183232-0.0378624j -0.0145119+0.0151311j -0.0140763-0.0112911j -0.00599482-0.00100566j 0.0076602-0.00981798j -0.0248208+0.0180771j 0.0121708-0.00884053j 0.0187946-0.0143787j 0.0183342-0.0199563j 7.78796e-05+0.00101621j 0.0113616+0.0101138j 0.0368446-0.0131199j -0.018922+0.0133536j 0.00482766-0.00289636j -0.0238234+0.0222676j -0.0136298+0.034472j -0.0250748+0.00251102j 0.0140656-0.0268654j 0.0248419+0.00885335j -0.00635136+0.0187464j -0.0154359-0.0440925j 0.00949701-0.00304533j -0.00809722+0.0138224j -0.0198894+0.00767976j -0.00280534+0.0180354j -0.0275171+0.0333366j -0.0162177+0.00737836j -0.0028255+0.00059232j 0.0139463-0.0234797j -0.0393932+0.0123579j -0.0137818+0.0181253j 0.0239665-0.0222632j 0.0411032+0.0589421j -0.00183381+0.00139044j -0.0131309-0.00135964j -0.0948279-0.0548117j -0.0417151+0.0976527j 0.0603556+0.0728724j -0.070713+0.0649235j 
-0.0144999+0.00171047j -0.00133508+0.0122434j 0.00175271+0.00683131j 0.0020296+0.000551614j 0.00734711+0.0106042j 0.00698449-0.00139888j 0.0036789-0.00882366j 0.00486034+0.00517512j 0.003663-0.00954284j -0.000553067+0.00975031j -0.00769265+0.000606017j 0.0116729+0.0104131j 0.00181078-0.00424219j 0.00197491+0.000633693j -0.00214967+0.00406783j -0.00807009-0.0021376j 0.00620752+0.000472894j -0.00490844-0.0026896j -0.0039775+0.00688188j 0.00605765+0.00387567j 0.00651276-0.00650168j -0.00538859-0.0038178j 0.00113733+0.00555034j 0.00351998-0.00225634j -0.00111347+0.0017246j -0.00469927-0.00146846j -0.000622367+0.00918295j -0.001668+0.000514522j 0.00643097+0.0114182j 0.00952825+0.00658374j 0.000680393+0.0106255j 0.000217522-0.00268052j 0.0120162+0.000347289j 0.00615353-0.00561196j 0.00956928+0.017009j 0.00175079+0.0030751j -0.00104307+0.00334752j 0.000164374-0.0130453j 0.00685799+0.000553301j 0.00493384-0.000185025j 0.00201913+0.00593058j -0.00382151+0.00491243j -0.00599134-0.0060175j -0.00336574-0.00590434j 0.00222502+0.00805894j 0.00162211+0.00744113j 0.00224384-0.00831211j 0.00606944-0.00147413j -0.000138825-0.00212016j 0.00132011-0.00361236j -0.00233281-0.0033312j 0.0025239-0.00588948j -0.000759352+0.000667842j 0.00184938+0.00490378j 0.00122817+0.00253442j -0.00887224+0.00191613j 0.00649677+0.00254547j 0.00240342-0.00515317j 0.000462103+0.00641942j 0.00504525+0.00617427j -0.00315266-0.00101158j 0.0025423-0.00776831j 0.00410169+0.0028294j 0.00246068+0.0031929j -0.0139995+0.0034219j -0.00136469-0.00257889j 0.000193568+0.00922155j -0.00822729-0.00159361j -0.0111617-0.00254276j -0.00306706-0.00261598j -0.0109564+0.00167928j -0.00145661-0.0142961j -0.000105559-0.00448939j -0.00341562-0.00728906j -0.00758431-0.00171788j -0.00197253+0.00138997j -0.00610838+0.00530144j 0.00119998+0.00020387j 0.00770407+0.00405936j -0.000159338+0.00120157j 0.00694357+0.0113451j 0.00582752-0.00984394j 0.00362837-0.00492132j 0.00189233-0.00760821j -0.0005588+0.000449107j 0.00229402+0.00446826j 0.00709831-0.00380004j -0.00148278+0.0118289j 0.0050127-0.00140007j 0.00317276+0.00281445j 0.00369296-0.00357451j 0.0112759+0.00963693j 0.015775-0.0131787j -0.00999525-0.00334619j 0.000274614-0.00924997j 
0.0087265+0.0112174j 0.0112275-0.00943016j -0.0114639-0.0064814j -0.00985228+0.00449598j -0.000414153+0.00191095j 0.00260562+0.00139585j 0.00116198+0.0042787j -0.00328426+0.00331656j 0.00398477+0.00559611j 0.00164138-0.00224007j -0.00624917-0.00314401j 0.00116948+0.00319547j -0.00337935-0.00309806j -0.00809771+0.00488312j -0.00158333-0.00435799j 0.00788388-0.00288108j -0.00233609-0.00258873j 0.00545772+0.000825291j -0.0083385+0.00301095j -0.00303465+0.00733307j 8.07687e-05-0.00445383j 0.00610206-0.00291804j 0.00693245-0.00144633j 0.00139457-0.00664208j -0.00115918-0.000161623j -0.00309652+0.00547926j 0.00190242+0.00570238j -0.00593693+0.00025384j 0.00285491-0.00488702j -0.00278597+0.00399034j -0.00759268+0.0024294j -0.0043801+0.0068991j -0.00183337+0.00479409j 0.00304344-0.00995758j -0.00417166-0.000300382j -0.00219979-0.00838064j 0.00274325+0.00517545j -0.00100414+0.0071129j 0.00957634-0.00384292j -0.000960638-0.0154774j -0.00754544+0.00214954j 0.00482743-0.00757563j 0.0068456-0.00118557j 0.00355033+0.00865046j 0.00240078-0.00421507j 0.00112447-0.00587259j -0.00326485+0.00209519j -0.00874508-0.00558089j 0.000197613-0.00262248j -0.00251396+9.64871e-05j 0.00475346+0.00417973j -0.00404337+0.00104537j -0.00257481-0.0105834j -0.00795309-0.00805513j 0.00523243+0.00589137j -0.00796543-0.00708871j 0.00862537-0.00329423j -0.00312318-0.00358588j 0.00405844-2.55499e-05j -0.0116439+0.00349289j -0.00305373+0.00565555j 0.000900257-0.00421638j 0.00901481-0.00394782j -0.00400156+0.00719554j -0.00414744-0.00142657j 0.00714795-0.00338854j 0.00262213-0.00833213j 0.00994178+0.00597531j -0.00190022-0.00423092j -0.00790149-0.00378311j -0.00584113+0.00582543j 0.00495872+0.000853578j -0.00423951+0.00269021j 0.0064682-0.00719459j 0.000994631-0.00716796j 0.00175805-0.00495261j -0.00541337+0.00101924j -0.00388388+0.00236238j -0.000219716-0.00615129j -0.00376323-0.00137072j -0.00280174+0.00304994j -0.0012451+0.00438077j -0.0081259+0.00533273j -0.00456739-0.00505173j -0.00138793-0.00692472j -0.00718729+0.00057014j 0.00358474-0.000770493j 0.00380907-0.00111857j -0.00297632+0.00434337j 0.000790097+0.0069157j 0.00518445-0.00278577j -0.00331852-0.0163413j -0.0154321+0.008719j 0.0107414+0.00719108j -0.00578699+0.0119855j 
0.00553253-0.0101027j -0.0116249-0.00746685j 0.00768148-0.0119386j -0.00751586+0.00161343j -0.0059453+0.00303089j 0.0051088+0.00231723j -0.00903711-0.00519517j 0.00495924+0.00293669j -0.00629126+0.0111066j 0.00758215-0.000572247j 0.00652893-0.00592504j 0.00374912+0.00127093j 0.0065048+0.00149044j -0.00476126+0.00501955j -0.00325782+0.00112689j 0.00142973-0.00790686j -0.00546433-0.00648921j -0.00251513+0.00320943j -0.00304214-8.72498e-05j 0.00065291-0.00815993j 0.000244852+0.00331509j -0.00340788+0.00126583j -9.50441e-05-0.00616201j -0.00276654-0.00320579j 0.00621717+0.00164954j 0.0019559-0.0163922j -0.00392385-0.00541344j 0.00974021-0.00542288j 0.00721201+0.00239034j -0.000811391+0.00624212j 0.000794958-0.00332596j -0.00769976-0.000699347j 0.0122478-0.00367563j 0.00295934-0.0034707j 0.00511847+0.00644988j 0.00106741+0.0044379j 0.00212656+0.00280793j -0.00865532+0.000363936j 0.0069416+0.000954261j -0.00882953+0.00758134j -0.00844213+0.0014851j -2.98769e-05-0.000112744j -0.00426052+0.00627388j 0.00658934-0.00573466j 0.00571682-0.011788j 0.00289923+0.0038048j -0.00861053-0.00370775j -0.00873661+0.00776217j 0.00795308-0.00140979j -0.00551378+0.0024265j -0.00472611+0.00515688j -0.00527393+0.000884953j 0.000629725+0.0105592j 0.00271962-0.00271823j -0.00851432+0.000921723j -0.00340225-0.00915539j -0.00940144+0.00364031j -0.00107256+0.00365905j -0.00257861-0.00104018j -0.00245583+0.00707397j 0.00825083+0.00634771j 0.00837852-0.000694143j -0.000714089+0.00400135j -0.0075967+0.00276496j -0.00345001+0.00876513j -0.00666261+0.00056652j 0.0010755+0.00311268j -0.00212244-0.00151013j 0.0155939+0.00179192j -0.00166144+0.0099834j 0.00918735-0.00160653j -0.00271907+0.00902305j -0.00352582+0.00726874j 0.00273373+0.00236316j 0.0127862+0.0113006j 0.00865664+0.00406544j 0.00051099-0.0061591j -0.00213538-0.00269594j 0.00369535-0.0155668j 9.38736e-05-0.00863236j 0.013415-0.00572011j 0.00021018+0.0028776j -0.00551972+0.00231301j 0.0161128-0.00372233j -0.00573363-0.00325647j -0.00435606+0.00216571j -0.00583695+0.00746053j -0.0233977-0.0152679j -0.00938647-0.0113613j 0.00263143+0.00634861j 0.00269592-0.00377381j -0.0158731-0.00713898j -0.005231-0.000614206j 0.0024053-0.0102488j 0.0094308-0.00280406j 
0.00165539+0.00336859j 0.00249811-0.00241826j -6.3054e-05-0.00664233j -0.00699885+0.00227467j 0.00278717+0.00540308j 0.00366751+0.00279225j -0.0102412-0.00212243j 0.00101178+0.000292134j -0.000537337-0.00298239j 0.00362388-0.00206017j -0.00939545-0.00435959j 0.000520509+0.00307631j 0.00011532-0.00146338j 0.00471649-0.00453999j 0.00680492+0.00271673j 0.00338582+0.0110205j 0.00551688+0.00828177j 0.000296798-0.00367746j -0.000645133+0.000399072j -0.00637688+0.00224717j -0.00242468+0.00189114j 0.00199843+0.00156024j 0.00622558-0.00616544j -0.00307506+0.00692763j 0.00346279+0.00283726j 0.000915404-0.00418697j -0.000930828+0.00422603j -0.00285088-0.00152975j 0.00259836-0.00117702j -0.000236515-0.0025875j -0.0076626-0.00195777j 0.0038463+0.00273607j 0.0034274-0.000136413j 0.00264461-0.00617382j -0.00726336+0.00307354j 0.00221445-0.00170873j -0.00460785-0.00470815j -0.00181247-0.00597717j -0.00503403-0.0109396j -0.00233313-0.00199769j -0.0102225+0.00153593j -0.00581566+0.00301892j 0.0022618-0.0026686j 0.00703399+0.00539519j 0.00802017-0.00228636j -0.00335382+0.000478709j -0.00582224-0.0009958j 0.0106196-0.00304105j 0.00107653-0.00537536j -0.00706737+0.00411811j -0.00395282-0.00656442j -0.00828578+0.00280033j -0.00283384+0.00282759j -0.00246938+0.00695459j 0.00614-0.00319796j 0.00197018+0.00119417j -0.00368976+0.00269249j -0.00359846+0.000807523j 0.00447769+0.00347669j 0.00252754-0.00994672j -0.00158556-0.000903199j -0.0101531+0.000227483j -0.00164185-0.0024499j 0.0018301-0.00831946j 0.000770003+0.00183072j -0.00322898-0.00643979j -0.00407467-0.00484386j 0.0116361+0.00411801j 0.0120852+0.00680516j 0.00429159+0.0076313j 0.0120369-0.00546211j 0.00434488+0.00153782j 0.000336751-0.00378854j 0.00270308+0.0066289j 0.0101173-0.00421644j 0.000106496-0.00162107j 0.00119511-0.0114019j 0.0053912+0.00442965j -0.0117592-0.00991529j 0.00423072-0.00582882j -0.00778015-0.0117555j 0.00253695+0.00963081j -0.00355115+0.00284468j 0.0135696-0.00188799j -0.0027787-0.008871j 0.00448468+0.00199499j -0.0011032+0.00107045j -0.00048342-0.00191273j 0.00441272-0.00455921j 0.00587207-0.00281697j -0.000968043-0.00453204j 0.00530974-0.00590174j -0.00261969+0.00945452j -0.00166864+0.000156394j -0.00632059+0.00476652j 
-0.00576756+0.00936096j 0.00794041+0.0026829j -0.00249834-0.00428253j 0.00343846-0.00162326j 0.0107752+0.00695018j 0.000740029-0.00737745j 0.00693803+0.00171622j 0.00275865-0.0067779j 0.00507407-0.00536736j -0.00494609-0.00346547j 0.00130664+0.00538381j -0.00641616+0.00854283j 0.00910719+0.00202482j 0.00331633-0.0112773j -0.0074576+0.000408743j -0.00376123-0.00805323j -0.0042708-0.00654778j -0.000167218+0.00174874j 0.00707705-0.00348652j 0.00959282-0.00519306j -0.0054913-0.000524063j 7.91838e-05+0.000506343j -0.00048232-0.00151782j -0.00118472-0.00847494j -0.00748123-0.0069116j -0.00391071+0.00786612j 0.000996359+0.00645388j 8.02766e-05+0.000255176j 0.000963666+0.00012976j 0.00664662+0.00547568j 0.00618419+0.00446757j 0.00340341-0.00523183j 0.00300971+0.00614588j -0.00246576-0.00404415j -0.0033872+0.014104j -0.0126468-0.000535185j -0.00167673-0.00372697j 0.00287201+0.00157581j -0.00333233+0.000206379j 0.00393675+0.00315202j -0.00205092-0.00188217j 0.00100871-0.00313634j 0.00106697-0.00420222j -0.000413743+0.00204491j -0.00338112+0.00310602j 0.00321714+0.000258082j 0.00423704+0.00313167j 0.0020677+0.0026968j -0.00603653-0.00873902j -0.00128679-0.00575463j -0.00111187-0.00979375j -0.00636716+0.00358665j 0.00604831-0.00242386j -0.00148618-0.00434586j -0.00383301-0.00205697j -0.0066556+0.0134128j 0.00468587-0.011833j 0.00285634+0.00701722j -0.00483805-0.00149285j -0.00163189-0.00326168j 0.000599734-0.00181775j -0.00187949-0.00900515j -5.66702e-05-0.00140484j -0.00400477+0.0114424j 0.000139883-0.00262918j -0.0254726-0.00557382j 0.00317228+0.00650594j 0.0113703+0.00600373j 0.00727776+0.0104982j -0.0101066-0.00671459j -0.0105413+0.00576986j -0.000871549+0.00119082j -0.00199266+0.00625607j 0.00616406+0.0127854j -0.00575846-0.0120825j -0.015432-0.00330104j -0.00305619+0.00182317j 0.00335218-0.00951399j 0.00242347-0.00712831j 0.00386847-0.00307625j -0.00633229+0.00140847j 0.00322458+0.00704988j -0.00483551-0.00275042j 0.00128719+0.00699508j -0.00899695-0.00273708j -0.00262629+0.0129128j 0.0141395-0.0063378j 0.0113672+0.00757214j 0.0066913+0.00880812j 0.000370979+0.000627835j 0.000827731+0.00172482j 0.00651898+0.00371442j 0.00298234-0.0128462j -0.00320226+0.00390789j -0.00503475-0.00412795j 
0.00727513-0.00102305j 0.00095492-0.00894659j 0.00892985-0.00719134j -0.00536262-0.00380189j -0.00667331+0.00424759j 0.00509923+0.00105426j -0.00644185+0.00476103j 8.06436e-05-0.00113872j -0.00282824+0.00252109j 0.0025191-0.000677193j 0.00400866+0.00141002j -0.00152685-0.000248625j 0.00530879+0.00195851j -0.00446935-0.00558471j -0.00193797-0.002971j 0.00269474-0.00656312j -0.0046642-0.00259849j -0.0056069+0.00339302j -0.00728568+0.00502463j -0.00171475+0.000767394j 0.00424299-0.00404793j 0.000711546+0.00034176j -0.00201988+0.0023884j -0.00271166-0.00660677j 0.00146976-0.00579271j -0.000931357-0.000155651j -0.00507997+0.00486403j -0.00289103+0.00166762j 0.00912636-1.20992e-05j -0.00680511+0.00409886j -0.00658187+0.00517467j -0.00350672+0.00280225j -0.000286196+0.00396073j -0.00477136-0.00800288j 0.00298478+0.000140413j -0.00355087-0.00566036j 0.00542051+0.00677851j 0.00779875+9.93178e-05j 0.00719235+0.00233734j -0.0017509-0.0117355j 0.00583765-0.00104925j -0.00121206-0.00373157j 0.00897684+0.00663798j -0.000320225-0.0012304j -0.00235515-0.00974071j -0.00572694-0.0030299j -0.00974115+0.00131309j -0.0013491+0.00814627j -7.41692e-05-0.00409368j -0.00146124+0.00250695j 0.00143048+0.0110392j 0.0099668+0.00732579j -0.00680089+0.00173966j -0.00209485-0.00254964j -0.00128062-0.00532964j -0.00290619+0.00702286j -0.00602636+0.00808842j -0.00314065+0.000458747j -0.00764289-0.00375216j 0.00898925-0.00875373j 0.000245838-0.00282747j 0.00201148+0.0072671j -0.00643644+0.00031404j 0.00159009-0.00767949j -0.000739414+0.000458692j -0.000782063-0.0104884j -0.00400261+0.0101585j 0.00442323-0.00387074j 0.00382002+0.0038129j 0.0024937+0.00307684j -0.00254058-0.0029093j 0.00909533+0.0100925j 0.0022076-0.00381556j 0.000560483+0.00397011j 0.0120236-0.00874974j -0.00254092+0.00609267j -0.00115612-0.00233059j -0.00529021+0.00766852j -0.0114918-0.00112321j 0.00263989+0.00462717j 0.00805563+0.00552741j 0.00174884-0.000340132j 0.00419005-0.00628852j 0.000553485-0.00328985j -0.0015884-0.00288671j -0.00343598+0.000699957j -0.0133722+0.00745831j -0.00488836-0.00334495j -0.00390992-0.00370873j 0.00123786+0.00544961j 0.00183135-4.11844e-05j -0.0084727-0.0105486j -0.00896272+0.00377224j 0.00971824-0.00431366j 0.00529723+0.0039816j 
0.0089158+0.00703846j 0.00830233-0.0084625j -0.00597979-0.020764j -0.00454284+0.00105053j -0.00881379+0.00488172j 0.00705348+0.00466119j 0.00151451+0.003608j -0.00227662-0.009473j 0.00515744+0.00465666j -0.000603228-0.00185182j 0.00402253-0.00491949j -0.00804055+0.00587997j -0.00171317+0.0109848j -0.00210322-0.000519991j -0.00210728-0.00224087j -0.00339353+0.0066902j 0.00848168-0.00229312j 0.00325849+0.00238844j -7.24178e-05-0.00180246j 0.00590629-0.00751855j 0.00192767-0.00328519j 0.00213997+0.00452683j 0.0063459-0.00147606j -0.00838535-0.0141307j 0.000408433-0.000715031j 0.00592371-0.0022808j 0.00496056-0.00323068j -0.00929371+0.000236176j 0.00250404+0.0014953j -0.00700457+0.00601259j 0.00185373+0.0025896j 0.00243277+0.00544682j 0.00314043-0.00250605j -0.00226493-0.00683454j 0.00439892+0.00642802j -0.0141947-0.000768336j -0.00239865+0.00723433j -0.00667232+0.00381869j 0.00739413+0.00264794j -0.0038474-0.00206173j -0.00678967-0.000323139j 0.00134752+0.00208301j 0.00560252-0.00355725j 0.00490368+0.00700154j -0.00202503-0.00468786j 0.0063293+0.00228853j 0.00273306-0.00303519j -0.00117117+0.00334569j -0.0111987-0.00820421j -0.00713466+0.000555924j 0.00378315+0.00336765j 0.00436122+0.000258848j 0.000607402+0.00139377j -0.00858849-0.00139543j 0.00409887+0.000214531j -0.00378935-0.00187254j 0.00530985+2.55702e-05j 0.00226238-0.0031382j 0.00703238-0.0113001j -0.00948686+0.00549633j 0.000928442-0.00257579j 0.00819848-0.00455395j 0.0125012-0.00952582j -0.0091434-0.00220553j 0.00850485+0.00108128j 0.00620418-0.00453587j -0.017774-0.00147694j -0.0025576+0.00453938j 0.00974689+0.00548598j 0.00721387+0.00818833j -0.00547066-0.00291716j 0.00258617-0.00228125j 0.000634797-0.00609589j 0.00271029-0.0114897j 0.00353737+8.56705e-05j 0.00535714+0.00218819j -0.00407692-0.00327809j 0.00420615-0.00225601j -0.00250272+0.000414523j 0.00129625+0.00817786j 0.00142013-0.000452422j -0.00154532+0.00430222j -0.0045+0.00410212j 0.00548899-0.00268267j -0.00801422-0.0170135j -0.0131847+0.00938727j -0.00601137+0.00593991j 0.00377806-0.00107076j 0.000379581-0.00160224j 0.00596392+0.0122734j 0.00787964-0.00284212j -0.00339338-0.00629172j -0.0132273-0.00196523j 0.0047122+0.00342632j -0.00393492+0.00311203j 
-0.00453508+0.000966544j 0.000318699+0.000731439j 0.00624254+0.00615491j 0.00376894-0.00652841j 0.00451047+0.00628109j 0.00205716-0.00769686j 0.00166636-0.00114162j 0.000531997+0.00309359j 0.00113315-0.00751536j -0.00524117+0.00347039j 0.00192691+0.000749515j -0.00156308+0.004899j 0.00842038-0.00565421j -0.00184997-0.00784525j 0.00161563-0.00149104j 0.00399876-0.00510065j -0.00487061-0.00578708j -0.00359088-0.00425485j 0.00149193+0.00444636j -4.76629e-05+0.00656827j -0.00320789-0.00177385j 0.00134311+0.000994269j -0.00562943+0.00470156j -0.00402812+2.9475e-05j 0.00565875-0.00615585j 0.00802161+0.00264206j -0.0029958+0.00749282j -0.00603179+0.00208048j -0.00753043+0.00233907j -0.00719329-0.00240282j 0.00477115+0.00565326j 0.00197458+0.00785482j -0.00187336-0.000812143j 0.000164152-0.0131648j -0.00262013+0.00129885j 0.00510647-0.000700704j -0.000121664+0.00124045j 0.008366-0.00114973j 0.00303571+0.00553488j -0.000667487-0.00238324j 0.00202771-0.00305224j 0.00649434-0.000569292j 0.00540835-0.00229018j -0.00457747-0.0018707j -0.0019152+0.00153127j 0.000287588+5.17779e-05j -0.00240448-0.00855779j 1.53138e-05-0.00187238j 0.00191604-0.00666886j -0.00689715+0.0020191j -0.001377+0.00545845j 0.00658463+0.000411334j -0.000592237-0.00608243j 0.00934048+0.00798163j -0.00262916+0.00691302j 0.00629183+0.00883343j -0.0058652-0.00368184j -0.00314626+0.00721992j 0.009542-0.00397465j -0.00374796-0.00473644j -0.000360984-0.00221034j -0.00569089-0.00536263j -0.00169745+0.0052893j -0.003836+0.00911212j 0.0107356+0.00266138j 0.00347371-0.000151684j 0.00109881+0.00385814j 0.000479492-0.00286192j -0.00360072+0.00812732j -0.00333632+0.00609806j -0.00068348-0.000833773j -0.00346835-0.0218973j -0.00304008+0.00241613j 0.00104819+0.00460262j 0.000755906+0.00204566j 0.00476521-0.00457416j -0.00270029-0.000252659j 0.000158763-0.000754099j 0.00016315-0.00238009j 0.000155197-0.0041167j 0.000486893-0.00342232j -0.00215054-0.00492286j -0.000387017-0.00308072j 1.73439e-06+0.000684809j 0.000379579+0.00323312j 0.000687085+0.00040477j 0.00687832-0.00146839j 0.000433251-0.00325285j -0.000522187+0.00273047j 0.00149943-0.00484512j -0.00244371-0.00255171j 0.00345327+0.00337406j 0.00647025-0.000244449j -0.000783243-0.00222054j 0.00295424-0.00158479j 
0.00352376-0.000760866j -0.00176483-0.0046723j 0.00438232-0.00154792j 0.000586352+0.00397407j -0.00647801+0.00219246j -7.17622e-05-0.00305574j -0.000895453-0.00253656j -0.00185417-0.00193709j -0.00401803-0.00363479j -0.00212815+0.00200464j -0.00248582+0.00585567j -0.00828087-0.00483373j 0.00112196-0.00577827j 0.00391631-0.00067472j 0.000547539+0.00302686j -0.00592533-0.00165092j -0.00341065+0.00351449j 0.000443386-0.00135763j 0.00443764+0.00833927j -0.0045689+0.00636449j 0.000158351-0.000723797j 0.00641435+0.000598006j 0.00201426-0.00571075j -0.00470709-0.00151042j -0.00275687+0.00611102j -0.00820584-0.00199468j 0.0014819-0.00515486j 0.0049778-0.00153161j 0.00553519+0.00329283j 0.00448674+0.00369123j -0.00138823-0.00462571j -0.00598398-0.00110454j 0.00257431+0.00476493j 0.000378728-0.00283859j -0.00238283+0.00656777j 0.00344661-0.00131216j 0.000640727+0.002984j -0.000721038+0.00117546j -0.00121893-0.00750027j -0.00256988-0.000178027j -0.00347876+0.00205075j -0.000637585-0.00354163j 0.00480521+0.00838099j -0.0053009+0.00120232j 0.00646755-0.00642397j -0.000382509+0.000334034j -0.000342028-0.0031406j -0.00554202+0.00127071j 0.00550095+0.00432186j -0.00243625+0.000657119j 0.00300192+0.006151j 0.00224996-0.00277692j -0.00215014+0.00275367j 0.00048992-0.0129539j -0.0042859+0.00550025j -0.00425491-0.00112948j 0.000826486-0.00933692j 0.00404416+0.00415834j 0.0047504-0.00576545j -0.0032192+0.00422391j -0.00320779-0.00177526j 0.00552174+0.000442204j -0.00528649+0.000961648j 0.000444814-0.00604027j -0.00671728-0.000529852j -0.00715784-0.0023021j -0.00346804-0.00304481j 0.00423049+0.0111072j 0.00435833-0.0037186j 0.00420446-0.00479321j -0.00730243-0.00174418j 0.0036275+0.00278949j -0.00261692-0.0027736j 0.00132833+0.00113036j 0.00225392+0.00241601j -0.00219125+0.00569606j 0.000355876-0.00532359j 0.000953539-0.00171289j 0.00366035+0.00268021j 0.0132462-8.57194e-05j -0.00543697-0.00647003j 0.00553805-0.00553371j 0.000109008-0.00181541j -0.00026272+0.00052909j 0.00163862-0.000138768j -2.36739e-05+0.00418048j 0.00197546+0.00268871j 0.000989285-0.0130375j -0.00240278+0.00109445j 0.00261157-0.000925444j -0.000784793-0.00304448j -0.00312788+4.54428e-05j -0.00494704+0.00723556j 0.00378762-1.04477e-05j 0.00104055+0.00355665j 
-0.00366244-0.00187683j 0.000785562+0.00684997j -0.00738375+0.00162919j 0.002689+0.0018892j -0.000904991-0.00294859j -0.0015683+0.00484451j 0.00422583+0.00300522j -0.000891335+0.00385195j 0.00166528+0.00127182j -0.000718986-0.00334458j 0.00381767+0.00499956j 0.00290254-0.00203829j -0.000434198-0.00111224j -0.00188279+0.00661817j 0.000151561-0.00549175j 0.00534808+0.00107067j -0.00263184+0.00991076j 0.00510762+0.000195902j 0.00290056-0.00650431j -0.0079178+0.0104701j -0.00641628-0.000101982j -0.00413365-0.00265918j 0.00362601+0.000784954j 0.00184662-0.00127059j 0.00349812-0.00968375j 0.000883487-5.66015e-05j 0.0012485+0.00184412j -0.00227949-0.00346508j -0.00269357+0.00304809j -0.000693892-0.000676665j -0.0018093+0.00284206j 0.00524519-0.001751j -0.00579807+0.0011064j -0.00467073+0.00401517j 0.00953581-0.00250719j 0.000543536-0.0020162j 0.00464445+0.00104174j -0.00181383-0.000295127j 0.00370963-0.000400282j 0.00471712+0.00483416j -0.00424674+0.00485284j 0.00423844+0.00249212j -0.00359642-0.00106828j 0.00253712+0.00481548j -0.00302033-0.00127455j 0.00654991+0.00433351j -0.00193923+0.00790574j 0.00649731+0.0034972j 0.00343067+0.00352467j -0.000608237-0.00594975j 0.00132698-0.00390985j -0.00140703-0.00167079j 0.00373323-0.0108115j 0.00199249+0.00969765j 0.00263964+0.00337286j -0.00165135-0.000229677j -0.0028526+0.00444659j -0.00297198+0.00247938j -0.00230179+0.00473629j 0.00537538-0.000132737j -0.00100964+0.000339185j 0.00134676+0.00606775j 0.0122643+0.000725703j 0.00567406-0.00398895j -0.00594678+0.00211618j 0.0103031+0.00307811j 0.00659877+0.00669946j -0.00750308+0.000154864j -0.0128746-0.00579873j -0.00819187-0.0070985j -0.00498263-0.00120056j -0.00219576+0.00291366j 0.00313431-0.0104913j 0.000250259-0.00875958j -0.00290533-0.0101363j -0.010184-0.00532635j 0.00152672+0.00557074j -0.00527349+0.0046548j 0.00806396+0.00416621j 0.000643541+0.000576031j 0.00617456+0.0028058j 0.0016619-0.00867548j 0.00433709+0.00576536j -0.00135667-0.00112631j 0.0027884+0.00528864j -0.00692526-0.00303166j 0.000875137+0.000997609j 0.00471246+0.0023049j -0.000658735+0.00111093j -0.00313215+0.00513929j 0.00444696-0.00234832j 0.00105902+0.00441334j -0.00093973+0.00108426j 0.000668929+0.00275511j -0.00115046-0.00356993j 
