0.0335387+0.0914483j 0.083669-0.0391475j -0.0702316-0.0787649j -0.0814257+0.0545952j -0.00849882-0.00629959j 0.0192905-0.00683116j -0.0160149-0.00694034j 0.00298901-0.00683657j -0.00445431+0.0375401j 0.0221914-0.0426738j -0.0468647+0.000448241j -0.0274465-0.0139373j -0.0166239-0.00157362j -0.00672145-0.00595428j 0.0162227-0.0033965j -0.0111341-0.0127022j 0.00400155+0.0177167j 0.00694014-0.00920676j 0.0134459-0.00190842j 0.0121819-0.0171473j 0.000410359-0.00807324j 0.0369925+0.0297825j -0.0111861+0.0131156j 0.0309878+0.0194047j -0.00252802-0.012586j -0.0104588+0.0138248j -0.0329078+0.0370419j -0.00840031+0.0140682j -0.000684916-0.0657651j -0.000675897+0.00623337j -0.0376054-0.010063j 0.00117116+0.0190295j -0.00784816+0.0286781j 0.0145382-0.0276486j -0.0274188-0.0248921j 0.0150638+0.0102648j -0.0411579-0.00494402j 0.00691061-0.00705976j -0.00785693-0.000560077j 0.0047409+0.00953812j 0.0339626-0.0135193j -0.0679627-0.0489282j 0.0328473+0.00565825j 0.0011716-0.000984157j -0.020392-0.0196066j 0.0632773-0.0127126j 0.00794337-0.0280495j -0.00213005-0.0458704j 3.57688e-05-0.00632254j -0.016029-0.0284679j 0.0260792+0.0332385j -0.00496954-0.0189046j 0.00387673+0.0158693j -0.0248166+0.0167854j 0.0205116+0.004961j 0.0170033-0.0248568j 0.0183232-0.0378624j -0.0145119+0.0151311j -0.0140763-0.0112911j -0.00599482-0.00100566j 0.0076602-0.00981798j -0.0248208+0.0180771j 0.0121708-0.00884053j 0.0187946-0.0143787j 0.0183342-0.0199563j 7.78796e-05+0.00101621j 0.0113616+0.0101138j 0.0368446-0.0131199j -0.018922+0.0133536j 0.00482766-0.00289636j -0.0238234+0.0222676j -0.0136298+0.034472j -0.0250748+0.00251102j 0.0140656-0.0268654j 0.0248419+0.00885335j -0.00635136+0.0187464j -0.0154359-0.0440925j 0.00949701-0.00304533j -0.00809722+0.0138224j -0.0198894+0.00767976j -0.00280534+0.0180354j -0.0275171+0.0333366j -0.0162177+0.00737836j -0.0028255+0.00059232j 0.0139463-0.0234797j -0.0393932+0.0123579j -0.0137818+0.0181253j 0.0239665-0.0222632j 0.0411032+0.0589421j -0.00183381+0.00139044j -0.0131309-0.00135964j -0.0948279-0.0548117j -0.0417151+0.0976527j 0.0603556+0.0728724j -0.070713+0.0649235j 
-0.00606009+0.000769129j 0.00595652-0.00168917j 0.000616989+0.00468356j -0.00485934-0.00292177j -0.00438434+0.00061079j 0.00682516-0.00134464j 0.00543034-0.00448613j 0.00122362+0.00137641j -0.0118374+0.00321456j 0.000868933-0.00382358j -0.0055497+0.0102948j -0.00455437-0.003334j -0.00570146-0.000896057j 0.000333607+0.00599654j -0.00314887-0.00222964j -0.00472357-0.00268061j -0.00347438+0.00670904j 0.00677701+0.00560578j -0.00151549-0.00595916j -0.00420882-0.00274574j 0.000374338-0.00551786j 0.000930582+0.00613581j 0.00241727-0.00193325j -0.000210844+0.0107476j -0.00514482-0.00762299j -0.000443436+0.00470635j 0.00256152+0.0104598j -0.00115639-0.000503252j 0.00473748-0.00368017j -0.00792914-0.00189643j 0.00127229+0.0101326j 0.00278515-0.00106201j 0.000716126-0.00313659j -0.00572019-0.00898207j -0.00438719-0.00350922j 0.000213335+0.00780753j -0.000201652+0.00346324j 0.0129576-0.00306222j 0.00231313-0.00295372j 0.00130334-0.00898313j -0.00375048+0.00298496j 0.00583791-0.00124328j -0.000915298-0.000400205j 0.00567547-0.00117522j 0.00259435+0.00440859j -0.00115841-0.00577903j 0.00354133-0.00349224j 0.00121878+0.00229995j -0.00616785+0.00153824j 0.00562831+0.00838097j -0.0062621+0.00847799j -0.00294023-0.00374757j -0.0134531+0.00274957j 0.00513969-0.00653737j 0.00444195+0.00665972j 0.00296896-0.00379592j -0.00520929+2.05087e-05j 0.00807339+0.00755106j 0.0067837-0.00936702j 0.00721121+0.0111277j -0.00441599-0.00878685j 0.00286399-0.00103367j -0.00143943+0.00235569j -0.00115357+0.00589811j 0.0125841-0.00787163j -0.000460267+0.00319283j 0.000872595-0.00353342j 0.00318733-0.00598892j 0.00192533+0.00261j -0.00699196+0.00356183j -0.000547613+0.00615002j 0.000467427-0.00306676j 7.1307e-05+0.00850798j 0.00068036+0.00537999j 0.00100421-0.00516587j 0.00309148-0.00468883j 0.000894245+8.12813e-05j -0.0109025+0.006536j -0.00391901-0.00164523j 0.000141608+0.00074879j -0.000301612+0.00251553j -0.00166061+0.00447673j -0.000269309+0.00691613j -0.000655267+3.81178e-05j 0.00609414+0.00317127j -8.22221e-06+0.00419446j 0.000942964+0.0056198j 0.000472038+0.00401415j -0.00538122+0.00299501j -0.0027127+0.00188075j -0.00344419-0.00190028j 0.00394139-0.00191845j -2.30441e-05+0.00253335j 0.000503437-0.00186698j -0.000918085-3.61628e-05j 
0.000712663+0.00531892j -0.00356188-0.00689347j -0.00271584-0.0042342j 0.00670709-0.00130514j -0.00601362+0.00572317j 0.000167897-0.000692585j -0.00164517-0.00337449j -0.00990491+0.00739911j -0.0131986+0.000692931j -0.003467-0.0122486j 0.000187095+0.00192333j 0.00970384+0.0061489j 0.00278824+0.00440798j 0.0028509-0.00621763j -0.00326517-0.000187201j -0.00487405-0.00618882j 0.000856432+0.000510724j -0.000539965-0.00564715j -0.000747423+0.00122749j -0.00249133-0.00168898j 0.00260332-0.00710521j 0.0129392+0.00354088j -0.00168861-0.000400641j 0.00137911+0.000394945j -0.00713183-0.0107753j 0.000814809-0.00495983j -0.00168532+0.00202107j -0.00214202-0.00984018j -0.00468333-0.0124909j 0.00498347-0.00382122j 0.00409038+0.00220245j -0.0114365+0.00535692j -0.00484728-0.000102305j 0.00314355-0.00437222j -0.00238613+0.0028124j 0.0102899-0.00151836j -0.00270713-0.00504199j 0.0100705+0.00683497j 0.00114356-0.00375315j -0.00383601-0.00678495j -0.00694943-0.00230547j -0.00242922-0.00312753j -0.0062596+0.00368064j 0.00764978+0.00291607j 0.00640455-0.00173742j -0.00282533-0.00221641j 0.00667182-0.00240768j 0.00247259+0.000214898j 0.00685234+0.0109206j -0.00108933+0.00204269j -0.000925389-0.00189104j 0.000197139-0.00211318j -0.00187037-0.00361717j -0.00625872+0.00317206j -0.0031323+0.00544185j 0.0027544+0.00168136j 0.000524624-0.000107536j -0.00832348+0.00379612j 0.00587205-0.0100201j -0.00384461-0.00094887j -0.00212058+0.00265588j -0.00533681-0.00368672j -0.00223258+0.00550349j -0.00640987+0.00143273j -0.00291071+0.00678876j -0.00343317+0.00119446j -8.98724e-05-0.000517175j 0.0132669+0.00727069j 0.00725563-0.00758707j -0.0019096-0.0049788j -0.000759089+0.00246042j -0.0014561+0.000719998j 0.00209307+0.00522641j -0.00307982-0.00607403j 0.00324159+0.00354359j -0.00210383-0.00420401j 4.60935e-05-0.00804199j 0.00126637+0.00592232j 0.00184085+0.00136479j -0.00299694+0.00264284j 0.000363622-0.00190126j -0.00166671+0.00596703j -0.00114595+0.00159225j -0.000955487-0.000155135j 0.00762002+0.000263792j -0.00549176+0.00218161j 0.00223752-0.00240432j 0.00105146-0.00418525j 0.00170404-0.00279695j 0.00101417-0.000588436j -0.0023616-0.00320861j -0.000523322-0.00293491j -0.00398315+0.00204613j 0.00433767-0.00161945j -0.00121954+0.00468407j 
-0.000667007+0.00393577j -0.00377654+0.000703087j 0.00506921-0.000186033j 0.00388533+0.00326474j -0.00148585+0.00564108j 0.00127247-0.00370936j -0.000286067+0.00338225j 0.00527947+0.00286572j -0.00491387-0.00049637j -0.00195717-0.00588857j -0.00496664-0.00223762j 0.00707684+0.00624649j -0.00359519+0.00338647j -0.00169468+0.00130009j 0.00391183+5.96234e-05j 0.00306016-0.000793523j 0.000307006-0.000161343j -0.000899195+0.00113518j -0.00243379-0.00221231j -0.00091392-0.00176737j 0.000226127-0.00302117j -6.10317e-05+0.000935668j -0.00403153+0.00109814j 0.00380146+0.0027763j -0.000568477-0.0133834j -0.00674078-0.0133764j -0.00473633+0.00153184j -0.00290348+0.00525105j 0.00446933+0.000759201j 0.00822908+0.00224826j 0.000165329+0.0021032j 0.00359132-0.000875682j -0.0119769-0.00164729j 0.00823378-0.00363754j -0.00492066+0.00461063j 0.0110776+0.00245292j 0.00434585+0.00532738j -0.00793962+0.00366442j 0.00582808-0.00441432j 0.000614066+0.00539911j 0.00247401+0.000990727j -0.00595329+0.00433528j 0.00562518+0.00191546j 0.00694144+0.00720821j -0.000476337+0.00405309j -0.00726212+0.00439997j 0.00643334+0.0067295j 0.0097204-0.00103031j -0.000191234+0.00266099j 0.00213265+0.0012972j -0.00400925-0.000204367j 0.00677526-0.00274095j -0.00260017-0.00208812j 0.00983208+0.00676597j 0.00698516-0.00489723j 0.00706273+0.00257667j -0.00332501-0.0036358j 0.00402445+0.00268177j -0.00372254+0.00303188j 0.00137043-0.0118264j -0.000817296+0.0044354j -0.000101257-0.000477407j -0.000979153+0.00411592j 0.00448043+0.000559249j 0.0041256-0.00905115j 0.00589922-0.000592984j 0.0158815+0.00771029j -0.00222184-0.00969177j -0.0048044+0.00561345j -0.00130524+0.0013552j 0.00014533+0.00493684j 0.00931886-0.000822243j -0.00486249-0.0018007j -0.00572893-0.000669888j -0.00648358-0.0133419j -0.00459405+0.00250072j 0.00246798+0.00180032j 0.00376022+0.00354741j 0.00411529+0.00115652j 0.00403241-0.00225885j 0.00258198+0.00143792j 0.00107693+0.00735638j -0.00465524-0.00369635j 0.00514386-0.000838522j 0.000288764+0.00137315j -0.00500521+0.000414878j -0.0036322+0.00473667j 0.00553216+0.00351786j -0.00497716+0.00152864j 0.00253388-0.000865355j -0.000629316-0.00181075j -0.00105982-0.000571706j -0.00468237-0.00229843j 0.0016375+0.000171125j 0.000968695+0.00230472j 
0.000594339+0.0114377j -0.00751525+0.00321003j 0.000967382-0.00244867j -0.0011844+0.0101931j 0.00248665+0.000426564j -0.00696135-0.00382756j 0.00283896+0.00115734j -0.00666033+0.00459423j 0.0024999+0.000543271j 0.00322051+0.00472952j -0.000900289+0.0073066j -0.00357227-0.000827121j -0.00759046-0.000711254j 0.00065358-0.00720538j -0.00144292+0.00575464j 0.00254937-0.00149908j -0.000950235+0.00107342j 0.0063371-0.00753395j -0.00849549+0.00998528j 0.00157332+0.00370875j -0.000863477+0.00406411j -0.00275363-0.000829116j 0.002939+0.00224831j 0.010561+0.00726097j 0.00169327-0.00603574j 0.00234578-0.00925491j -0.00407816+0.00179206j 0.00174758-0.00308772j -0.00310125-0.00714571j 0.0108247-0.0068104j -0.000146562+0.00298409j -0.0113745+0.00227745j -0.00708338+0.00118908j 0.00593801+7.95935e-05j -0.00787307+0.00147735j 0.00464254+0.0127613j 0.00277248+0.00450948j -0.00337699+0.0137261j 0.00573817+0.000999155j 0.00420869-0.00205878j -0.0040536+0.00998483j 0.00144955-0.000710516j 0.00466702-0.00793552j 0.00434909+0.0057604j -0.00823893+0.00748962j 0.00389272+0.00387997j -0.00844172-0.00188999j -0.00202335-0.00480993j -0.00210083-0.00765212j -0.00882183+0.00269212j -0.00113779+0.00552046j -0.00412388+0.000591925j -0.00641421-0.000777851j 0.0102062+0.001916j 0.00910703+0.00805461j 0.00535865-0.00767384j 0.0132507-0.00518188j -0.00370978-0.0016452j -0.0104213-0.00834135j -0.0017204+0.00692357j -0.000465663+0.0123339j 0.00140241-0.00409786j -0.0021171-0.00305861j -0.00275682-0.000717464j -0.00540886-0.00133335j 0.00156336+0.00316114j -0.00465691+0.00408018j 1.23485e-05-0.00338872j -0.00205397-0.00667565j 0.00134165+0.00781121j 0.00750823+0.00640384j -0.0116005+0.000400905j 0.00463183-0.00375638j 0.00215529+0.000721557j 0.00418703+0.000614081j 0.00572728+0.00290671j -0.0017171+0.00112361j -0.00747128-0.00703321j 0.00374892+0.00855433j -0.00581027+0.00257065j -0.000375611+0.00136154j -0.00129312+0.00289156j 0.00105433+0.00550333j -0.00961636-0.00183946j -0.00501615+0.00184741j 0.00149181-0.00457199j 0.00663295-0.00262943j -0.00285534+0.00416228j -0.000517185+0.00642887j -0.000528519-2.66158e-05j 0.00161162+0.00253949j -0.00503939-0.00217294j -0.000307247+0.00151563j 0.000715059+0.00409075j -0.00108192+0.00354673j 
-0.00664064+0.00981137j -0.00459452-0.0113031j 0.0058349-0.00766662j -0.0128955+0.00347157j -0.0082723+0.00432983j 0.0030724-0.00347619j 0.0020571-0.00137413j 0.00285348-0.00718345j 0.00341682-0.00437728j 0.00244072-0.00587324j 0.000664587-0.00299301j 0.00730454-0.00841548j -0.00685175+0.00187131j -0.00440841+0.000481604j 0.00447128+0.000169026j 0.000713943-0.00489695j 0.00114888+0.00479794j -0.00569966-0.00113274j 0.00805748-0.000894205j 0.00846988+0.0058944j -0.00598115-0.00354736j 0.011382+0.00252582j 0.0099212+0.00806358j 0.00723585+0.000297536j -0.00349102-0.00863439j -0.00943254-0.00328552j -0.00912284+0.013843j 0.00525422-0.0105012j -0.00577639-0.00196327j 0.00537056-0.00453178j 0.00646843+0.00103622j 0.00820411-0.000820678j 0.00826344+0.000196775j -0.00226069-0.00979417j -0.00248119-0.00538368j -0.01737+0.00620025j -0.00497434+0.00650496j -0.00534052+0.00429224j 0.00384883+0.00413227j -0.00146913+0.00161593j -0.00723929+0.00227722j -0.00713773-0.00259708j 0.00148345+0.00262545j 0.00101797+0.00510254j -0.00142678-0.00665323j -0.00394424+0.00181879j -0.00277045-0.00216929j -0.000600343+0.00607196j -0.00480631-0.00201721j 0.0065208-0.00194885j -0.00584709+0.000288442j -0.00115473+0.00721606j 0.00520936-0.000425639j -0.000463401-0.0167641j -0.00673035+0.000479821j 0.00405383-0.000949729j 0.00200225-0.00793348j 0.00214305-0.00598179j -9.42705e-08-0.000559337j 0.0054842+0.0017922j 0.00455101-0.00102139j 0.00544401+0.00524682j 0.00522221-0.000780131j 0.0109103+0.00605762j 0.00160798-0.000965295j 0.00621863-0.00370032j -0.00673423+0.000155751j -0.00339304-0.00501825j -0.000211857+0.00146654j 0.00192072+0.00721356j -0.00442788+0.00407424j 0.00984684+0.0027589j -0.00793009-0.00186627j 0.00301808+0.00303554j 0.00521576+0.00178537j -0.00215425+0.00201871j 0.000121574-0.0054145j 0.00607384-0.00444214j 0.003175-0.00204003j 0.00231353-0.00575038j 0.00608996-0.00169093j 0.00303564-0.000815261j 0.00276062+0.00598773j 0.00841306-0.00628449j -0.0102789-0.00654955j -0.00029599+0.00339921j -0.0105485+0.00122823j -0.000158457-0.011016j 0.00270215-0.00457048j 0.00163267+0.00707985j 0.00261455-0.000152387j -0.00943946-0.0059784j -0.00569995+0.00673773j 0.00055276-0.00020774j -0.00228754+0.00407089j 
0.00603128+0.00197107j -0.00103039+0.00267436j -0.00480911-0.0135489j -0.00501773+0.00791104j 0.00161677-0.00126763j -0.00538588+0.00281757j 0.000104414-0.00421005j -0.000186254-0.0016502j 0.00433433+0.0100255j 0.00972852+0.00446589j 0.000985732+0.00829965j -0.00674765-0.0056258j -0.00190132-0.00413252j 0.00368544-0.00440152j -0.00505647+0.00250248j -0.00218092+0.00222723j -0.00110767+0.0053947j 0.0018427+0.000449188j -0.000453899+0.00193333j -0.00156008-0.00150627j 0.00213517+0.00771799j 0.00171434+0.00736722j 0.000986593+0.00105202j 0.00639613+0.0135781j 0.000125187-0.0093099j 0.00593887-0.0239378j -0.0024294+0.00169987j 0.000514352+0.00432648j 0.00350591+4.04711e-05j -0.00107837-0.00140193j 0.00154049-0.00360763j 0.00351304+0.00269867j 0.00050206+0.00660418j -0.00661191-0.00145718j 0.000167147+0.00176542j 0.00774266+0.00763636j -0.00407831+0.00429257j 0.0106846-0.00222201j -0.00651023-0.00524721j 0.00418012+0.00265108j 0.0119105+0.00430935j 0.00397035-0.00666601j 0.0108638+0.00299972j 0.00194028+0.00356893j -0.020041+0.000271517j 0.00609195-0.00146739j 0.00635723+0.00930501j 0.0021154-0.00295821j 0.00125134-0.00111057j -0.00454222-0.00464572j -0.00469926+0.000868676j 0.00437094+0.00865942j 0.00318907+0.00516251j 0.00762183+0.00570558j -0.0135139-0.0033595j 0.00903731+8.60208e-05j 0.00302575+0.00619349j 0.00055867+0.00297486j -0.00336279-0.0115042j -0.00226009+0.000966973j -0.00145077+0.00829243j 0.00548116+0.0012552j 0.000196084-0.00143815j -0.00474664-0.00321031j -0.00714114-0.000700111j 0.00126698+0.00230278j 0.00807857+0.00554497j 0.0050679+0.00415452j 0.00121543+0.00148138j -0.00590145+0.00777458j 0.00508775+0.00648837j 0.00037374+0.0161511j -0.00249327+0.000325212j -0.0070178+0.00402729j -0.00111211+0.0114094j 0.00453717+0.0044868j 0.0077558-0.00711538j -0.00601012+0.00554669j -0.00118446-0.00929872j -0.00429385+0.00362249j 0.00261124-1.93177e-05j -0.00463638+0.0019775j 0.0107355+0.00508694j 0.000399249+5.184e-05j -0.000907859+0.00254047j -5.20918e-05-0.000664408j -0.00497579+0.00133588j -0.00138351-0.00599539j 0.00644521-0.00349275j -0.00475897+0.00182872j -0.00152836+0.00422448j -0.0120335+0.000300255j 0.00125523+0.0109786j 0.0013239+0.00321023j -0.00209643+0.00165811j 
0.00146794-0.00507782j -0.00947734-0.0007901j 0.00812599-0.0024215j 0.00804346-0.00308289j -0.00497176+0.00217949j -0.00546605+0.00293891j -0.00150742+0.00110996j 0.0116007+0.00332003j 0.00856832-0.00869589j 0.00358732+0.00803244j -0.0014701-0.00491176j 0.00027086-0.00228724j -0.00427548-0.00621472j -8.89094e-05+0.00388732j 0.00313278+0.00211303j 0.00215913+0.00562739j 0.000713303-0.0029675j -0.00502082+0.00436003j 0.001219+0.00436777j -0.00138501+0.00617978j 0.00175679-0.000730589j -0.00245315-0.0107385j 0.00146872+0.00373961j -0.000167822+0.00395105j 0.00631492-0.00074777j 0.00817441-0.00701362j -0.00327293-0.0037585j 0.00642246+0.00582863j -0.00746841-0.00220366j -0.00235715-0.00605246j 0.00613078-0.00343513j -0.00766643-0.00430594j 0.000375462-0.00587046j -0.00287438+0.00754014j 0.000983686-0.0115281j 0.00147443+0.00469374j -0.00305844+0.00392226j -0.00174314+0.00607091j 8.36155e-05+0.00300422j -0.00160762-0.00294021j -0.00124181-0.00288523j 0.00543548+0.00150367j -0.00755091+0.00169887j -0.00321196-0.00221514j -0.000612292+0.0045929j 0.00664425+0.00195352j -0.00902827+0.00358398j 0.00195629-0.00932464j -0.00825316-0.00150153j -0.00305727+0.0105378j 0.00785973-0.00314541j 0.00744835-0.00120063j 0.00947959-0.00437342j 0.00684346+0.000712396j -0.00412292-0.00719314j -0.00300154-0.00129921j 0.000908846+0.0069054j -0.00267918-0.0125202j -0.00202688+0.00615936j 0.00378962+0.00816344j -0.000456859+0.00390418j 0.00523609+0.000701259j -0.0031394+0.00269029j 0.00146032+0.00739785j -0.00456024-0.00353661j 0.00550968-0.000457157j -0.00237942-0.00129519j 0.00552674+0.000410169j -0.000964257-0.00365417j -0.00398539+0.00496744j 0.00733062-0.00153437j 0.00435001-0.00196918j -0.00035398-0.000158926j -0.000925377+0.00311797j -0.00473548+0.00254481j 0.00637424+0.00218715j -0.00178032+0.00316899j -0.00424627-0.000381948j -0.00442021+0.00254922j -0.00572719+0.00626321j 0.00588771-0.00784028j -0.00604995-0.0103145j 0.00466304+0.00394077j 0.00579271-0.0035638j 0.00116121+0.000431967j 0.00331147-0.00573704j -0.00430232+0.000828311j -0.00629555-0.0129199j -0.00537551-0.00669969j 0.00127265-3.23861e-05j 0.00279726-0.00061195j -0.00152951-0.000145033j -0.00270085+0.00307847j -0.00198575-0.00454007j 0.00469112-8.16669e-05j 
0.00386041+0.00154999j 0.00165255+0.00477988j -0.00307337-0.000916303j -0.00156435+0.00195826j 0.00323447-0.00234943j -0.00231235+0.00371707j 0.0044192-0.000482288j 0.000718704+0.00546659j 0.00304031+0.004954j 0.00318458+0.00103384j 0.0015289-0.00266775j 0.00398322-0.00162947j -0.00346856-1.84565e-05j -0.00397891+0.00972903j -0.000555897-0.00206109j 0.00948184+0.00605474j 0.00469533-0.0025991j 0.00294981-0.00154697j -0.00510342-0.00319793j -0.000145612-0.000852415j 0.00237331+0.00465821j -0.000493347+0.000768899j 0.000229869-0.00514381j 0.00587929-0.00112386j -0.000150416+6.86348e-05j 0.00344598+0.00259452j -1.99817e-05-0.00204772j -0.00196707+0.00159543j -0.00284817-0.00201346j 0.00177409-0.00215365j -0.00266315+0.00192728j -0.00921698+0.00131727j -0.00141548+0.00275458j 0.00730771+0.00711179j 0.00355809+0.00399726j 0.00396008+0.00433224j 0.00473381-0.00079322j 0.00181701+0.00423186j -0.00296012+0.00141612j 0.00245551+0.00118466j 0.00465439+0.00662764j -0.00428124-0.00618502j 0.00535395-0.00232263j 0.00434583+0.000156056j -0.00818198+0.00276397j 0.00271112-0.00382441j 4.80894e-05+0.00508657j -0.000119616-0.0014468j 0.000830214+0.00289479j 0.000525051-0.00230669j 0.00606699-0.00230957j 0.00172082-0.00246991j -0.00230991-0.00240825j 0.00118492-0.00180823j 0.00185038+0.000689457j 0.00295803-0.00233966j 0.0067996-0.00363911j -0.00249253+0.000306757j -0.00324324-0.00781843j -0.0054367+0.00210915j -0.00714208+0.00432165j 0.00188678-0.00502176j 0.00124618-0.00422446j -0.00124972-0.00319594j 0.00363242-0.00515363j -0.00473198+0.0017146j -0.0028747+0.000997145j -0.00143517-0.00185149j -0.00974732+0.00513553j 0.00412671+0.00331307j 0.00210924+0.0107332j -0.000262577-0.00609133j 0.00422296-0.00378342j 0.0010746+0.0006538j 0.00147575+0.00507806j 0.0138776+0.00486449j 0.000229108+0.000534442j -0.00432079+0.00617642j 0.0019242+0.00264305j -0.00550692+0.00351397j 0.000695894+0.00426876j -0.00176145-0.00572095j 0.00120981+0.00135408j -0.00408571+0.00442938j -0.000967197+0.00210547j -0.000216678+2.40367e-05j -0.00010947+0.00249534j 0.00121481+0.000173103j 0.00527981+0.0060317j -0.000664201+0.00225162j 0.000300305+0.00239998j -0.00182712+0.00256038j 0.00219003+0.00210748j -0.000109827+0.0032481j -0.000599456+0.00022031j 
0.00229465+0.00283193j 0.00202278-0.00086613j -0.00333987-0.00557468j -0.00367401-0.00409069j 0.00263043-0.000593851j -0.0012088+0.00710101j 0.00372443+0.0017974j 0.00661421+0.00372571j 0.00357928+0.000694808j 0.00318368-0.00266555j 0.0014142-0.00191682j 0.00432429-0.00330946j -0.00259501+0.0009385j -0.00177019+0.00285984j -0.00244759-0.000478388j 0.00260064+0.000758093j 0.00159591+0.000455081j 0.000753179+0.00375679j -0.000410923-0.00225308j 0.00263314-0.000850473j -0.00201352-0.00190322j -0.00454553-0.00725723j 0.00367478-0.00135888j 0.00273189-0.00353645j -0.00464668+0.000548498j 0.00144588-0.000408355j -0.00277378+0.0028197j -0.0013874-0.00531063j -0.00557208+0.0018651j 0.000130469+0.00165111j -0.000993721+0.00665343j 0.000427452-0.000679349j -0.00168699-0.00527246j 0.000935583-0.00118163j 0.0064734-0.000431614j -0.00660223+0.000429402j 0.000709286-0.00199523j -0.00708187+0.00298046j 0.00782387+0.0026904j -0.00235345-0.00160627j -0.00884173-0.00365733j -7.2942e-05+0.00202524j -0.00532722-0.00187703j 0.00437461-0.00220164j 0.00224773+0.00441132j 0.00358865-0.00175521j -0.00537029+0.00454382j -0.00750792-0.00199158j -0.00675858+0.0035702j 0.0087489+0.00193758j 0.000187442-0.00244392j -0.00064893+0.00434561j -0.00378899-0.00103097j -0.00332262+0.000241467j -0.00630064-0.00145997j 0.00440859-0.00781319j -0.00340887+0.00347406j -0.00266662+0.00421241j -0.00903877+0.00211903j -0.00345511-0.00381057j -0.00394892+0.00356131j 0.0050821-0.000858676j -0.000544941+0.000907486j 0.000562719+3.15938e-05j -0.00187463-0.00162441j 0.00679721+0.00143663j -0.0034569-5.16023e-05j 0.0082892+0.00684855j -0.0100242+0.00184294j 0.00347654+0.00192314j 0.000767979+0.00299172j -0.000925418-0.00235456j -0.00143314+0.000153574j -0.00282959+0.00516705j -0.00120663+0.0035564j 0.00136929-0.0027312j 0.00636535+0.00258036j -0.000484256+0.000965702j -0.00569843+0.00501258j -0.000824513+0.000463429j 0.00415174+0.00143115j -0.00839781+0.000345283j -0.00212112+0.00097188j 0.000106693+0.00071167j -0.00845744+0.00182326j -0.00151522+0.00530697j 0.00551798+0.000634923j 0.00156473+0.00516645j -0.00102195-0.00524453j -0.00184082+0.00831142j 0.00630421+0.00167499j -0.0023219-0.000938058j -0.00363012-0.00334918j 0.00196434-0.00156208j 0.000236951+0.00235392j 
-0.00445464+0.000205849j 0.00573531+0.0014049j -0.00084065+0.0081718j 0.00560756+0.00257282j 0.00921464+0.00478673j 0.00722905+0.00785227j 0.00511226+0.0101911j -0.000856297+8.26094e-05j 0.00408191+0.000334074j -0.00419377+0.00370472j 0.00389203+0.0086306j 0.00330169+0.00456246j 2.39006e-05+0.00491681j -0.00448156+0.00183747j -0.00201949-0.00375051j 0.00398923-0.00429826j -0.00154905+0.00304517j 0.00763005+0.00184681j -0.00986969-0.00164459j 0.00843214+0.00210039j -0.00517726-0.000304696j -0.0166294+0.00979692j 0.0109811+0.00269456j 0.00401489-0.00456981j -0.00741166-0.00673375j -0.00385045+0.00903828j 0.00567109-0.00511424j -0.00195664+0.000578507j -0.00549374+0.00272221j 0.00373293+0.00560873j -0.00152863-0.0028119j 0.00911551-0.000938638j 0.00819388+0.00118193j 0.0063589+0.00602973j 0.00165856+0.00720626j -0.0094494+0.0121051j -0.00136296+0.0023091j -0.00710886-0.000616599j -0.00152679-0.00382052j 0.00514549+0.00359046j -0.0018576+0.0015697j 0.0054454+0.000981342j 0.0215622-0.00221974j 0.00192639+0.00129615j 0.000840335-0.000303232j -0.0110627-0.00107696j 0.0111735+0.00396988j -0.000445044-0.0117994j -0.0193327-0.00647567j 0.00858594+0.00283015j -0.00486565+0.00497318j 0.000749158-0.000762428j -0.00842249-0.00767924j -0.00218069-0.0111761j 0.00594696-0.00701153j 0.000724947+0.00172938j 0.00197084+0.00354121j -0.00234673-0.00939965j 0.000405626+0.0053323j 0.00519393+0.00933408j 0.00127966+0.00315462j -0.000238731-0.0158092j -0.00786985-0.00018565j 0.00340833+0.00338358j -0.00531899+0.011432j 0.0106226-0.0007556j -0.0139224+0.00543131j -0.000534712-0.000170225j 0.00388528+0.00457856j 0.000728064-0.00614196j 0.0025843+0.00117719j -0.00552939+0.00361127j 0.00932758-0.0112986j -0.00305617-0.00157703j -0.0120363-0.00305797j -0.00220843+0.000857356j -0.00795047+0.00584254j 0.00778177-0.00824577j 0.00640986+0.0111227j 0.00741146-0.00272032j -0.00192906+0.0101338j 0.00235044+0.00719065j -0.00540929+0.00837977j -0.00983757-0.00554222j -0.0110257-0.00266398j -0.00273122+0.000808902j 0.0131182-0.0139929j 0.00317263+0.00471324j -0.00574511+0.000827534j 0.00458417+0.00640011j 0.0124999-0.00162605j 0.0125542+0.00554713j 0.0049675-0.0206815j 0.00186243-0.00102315j 0.00163684-0.00147482j 
