-0.00660981+0.00242647j 0.00380328+0.00832096j 0.00182385+0.000921247j 0.00332042+0.00358554j -0.00512342+0.00841509j -0.0053083-0.00160908j -0.00150299+0.00902635j 0.000179758-0.00154108j 0.00107412-0.00332089j 0.00861461-0.00812083j 0.00700208-0.0086353j -0.00750272-0.00138268j -0.00378043+0.00577665j 0.000457923-0.00402217j -0.0063977-0.000299554j -0.00125521-0.0041799j -0.00136072+0.00102582j 0.00454691+0.0104237j 0.00650078+0.00315408j -0.00500429+0.00924669j 0.00519287-0.00274314j -0.0062994-0.00432748j -0.0042158-0.00223733j 0.00515971+0.00882239j 0.00559694+0.00275334j 0.00374831-0.00731928j 0.00464084+0.00358314j -0.00874296-0.0100186j 0.00613657+0.0101784j 0.00255373+0.00604494j 0.00228353-0.00600346j -0.0143152-0.00288901j 0.00592666+0.00247722j 0.00761976+0.00483297j 0.00106251-0.00629972j 0.0098659+0.000443676j -0.000154373+0.00428567j -9.79152e-05+0.00222145j 0.00198898-0.00151363j -8.37442e-05-0.000769382j 0.000277624+0.00818021j -0.00176907+0.00351263j 0.00399235-0.00437425j 0.00329281+0.00609907j -0.002217-0.00504063j 0.00562929-0.0030269j -0.00364713-0.00779855j 0.0103571+0.00223673j 0.00080091-0.000753982j 0.00941346-0.000327389j -0.000693703+0.00467623j -0.00436332+0.00294619j -0.00312719+0.000170396j -0.000890775+0.00356542j -0.00788925+0.00836928j 0.000807376-0.00676075j 0.000596145+0.000700955j 0.00209614+0.0102908j -0.00791878+0.00515687j -0.0122444+0.00848294j -0.00693911+0.00215876j 0.00340992-0.00656427j 0.00212741+0.000496158j -0.00419392-0.000643818j 0.00101223+0.000771558j -0.000708956+0.000103056j -0.00707755+0.0105269j -0.00576529+0.00732056j 0.00164732-0.00794039j 0.000254389+0.00161156j 0.00538627+0.00751048j 0.0118242+0.0106605j -0.00172123+0.0022918j -0.00770721+0.00284128j 0.0100976+0.00245475j 0.00690191-0.00788889j -0.00363295+0.00300273j -0.00547505-0.00186414j -0.00417295-0.003889j 0.0021744+0.000757301j 0.00332076-0.00463157j 0.0133215-0.00146497j -0.000908953+0.00311412j -0.00374846+0.00534921j -0.00495884+0.00170992j -0.00861724-0.0046874j 0.0021297-0.00323348j 0.00147658-0.00720552j 0.0045936+0.00534599j -0.00728469+0.000419643j 0.00223973-0.00377251j 0.00237151+0.00195676j 
0.0039566-0.0010426j 0.000220053-0.00209026j 0.000269248+0.00420007j 0.00982649-0.00515107j -0.00238931-0.00200631j -0.00020005+0.0108534j -0.00916392+0.000966336j -0.000394236-0.00282462j 0.00382262+0.00361094j 0.00383003-0.000987698j 0.00100213+0.00849822j 0.00676208+5.66743e-05j -0.00415292+0.00257239j 0.00397057+0.000422915j 0.00498943-0.00143939j 0.00016589+0.00352778j -0.0024695-0.00167604j -0.00202801+0.00144484j 0.00168347+0.0021708j -0.00985765-0.00901794j -0.00825984-0.00141894j -0.00369759+0.00480318j -4.87989e-05+0.00252398j 0.0090408-0.011576j -0.00400892+0.00332635j -0.000366895+0.00613197j 0.00224161-0.00330654j 0.00605278+0.0114248j -0.0136828+0.000477108j 0.00616046-0.00451198j -0.00378175-0.000372195j 0.00479964+0.00422713j 0.00580175-0.00470983j -0.0101283-0.00315387j 0.00810275+0.00161035j 2.74703e-05+0.000459666j 0.000872878-0.00835657j -0.00326669-0.00540152j -0.0088441-0.0103223j 0.00500986-0.00252352j 0.00678802+0.0159567j 0.00167961-0.00375111j -0.00298279-0.0048925j -0.00514861-0.0122263j -0.000235782+0.00811911j -0.0106383-0.00154295j 0.00692227-0.00199543j 0.00287497-0.00184866j -0.00641261+0.00140455j -0.00142075-0.000694704j 0.00117584-0.00780003j 0.00157689+0.00860073j -0.00322357-0.00529513j -0.00368113-0.00252461j 0.00128415+0.0030733j -0.011556+0.000489303j -0.00535895+0.00433804j -0.00725692+0.0100336j -0.00372207+0.00262733j 0.00172281-0.000364097j 0.000562075+0.00120494j 0.00527957+0.00757048j 0.0058709+0.00233339j -0.000565372-0.00233648j 0.0039884+0.00264548j -0.000440861+0.000174517j -0.00205381-0.00775296j 0.00283553-0.00911078j -0.00635682-0.00120059j -0.00126321-0.00369609j 0.0102869+0.00488403j 0.00188952-0.00883126j 0.0022796+0.00390165j 0.000652446+0.00193158j 0.00944708+0.00111996j 0.0147149+0.00591299j -0.00420125+0.00200718j 0.00121161-0.005415j 0.00851123-0.00819165j 0.00791231+0.00316707j 0.00991784+0.00475324j 0.00612496+0.00370126j 0.000338027+0.00242212j -0.00545205-0.00473258j -0.00517492+0.00627259j 0.0121023+0.011288j -0.000104836+0.00139979j -0.00426298-0.00226781j 0.00267789+0.00248426j -0.00352981+0.00975326j -0.00221003+0.000159671j -0.00257559+0.000393729j 
-0.00525368+0.00390414j 0.00413711+0.00451243j -0.00382824+0.00854909j -0.0044977+0.00507866j 0.00132534+0.00969364j 0.00518168+0.00916598j -0.0103808+0.0130911j -0.0063729+0.00611611j -0.0115614-0.00405037j -0.00254224-0.010612j 0.00374624-0.00829214j -0.00414021-0.00293953j -0.0072925+0.0136562j 0.00399844+0.00444786j -0.00349156-0.00687627j -0.0107687+0.0124651j -0.00531048+0.0032324j 0.002858-0.00451121j -0.00178974-0.00194119j -0.00590312-0.010148j 0.000278543-0.00804684j -0.00636949-0.0027422j -0.000431511+0.00275758j -0.00450221-0.00224745j 0.000320769+0.000656394j 0.00288542-0.00265141j 0.000779248+0.0132267j 0.00924079-0.00660692j -0.00698039-0.000906052j -0.00877274+0.00609333j -0.00195226-0.00600356j -0.00829292-0.00420784j 0.000842628+0.00994247j 0.011268+0.00608727j 0.00567035+0.00388507j 0.00405743+0.000864794j 0.00145472-0.00848717j 0.00693696+0.00447339j -0.00146922+0.00861826j -0.00551662+0.00127078j -0.012692+0.00362654j -0.00013474+0.000754604j 0.00122848-0.00342354j 0.00593085+0.00722088j -0.00377549-0.00342733j 0.00931658-0.00828793j -0.00435765-0.00825045j 0.00495993-0.00685552j 0.00293977-0.0129096j -0.00462333-0.0118727j 0.000567215+0.00701355j -0.00467973+0.00254583j 0.00748841-0.00339421j -0.00373535-0.000126875j 0.00765061+0.00369855j 0.004129+0.00570016j -0.0127423+0.0133589j 0.00290982-0.000654242j -0.0010885+0.00224299j -0.0125568+0.011569j -0.0140568-0.00685618j 0.00309411-0.00143279j 0.0106676+0.00714698j 0.00157414+0.00331999j 0.00177011+0.0027638j -0.00285265-0.00270868j 0.00292504+0.0117678j -0.011702-0.00102331j -0.00778737-0.0196619j 0.0100051+0.00614966j 0.0163875-0.00384579j -0.00385751+0.00705103j -0.0130411-0.0125182j 0.0014655-0.00722977j 0.000872516-0.0101686j -0.00311504+0.00218333j -0.00144994+0.00192526j -0.000482057-0.00644034j 0.0103793-0.0012316j -0.00570178-0.00522546j -0.000990987-0.00738881j 0.00355188-0.00750047j -0.00221563+0.00171033j -0.00818313+0.0112545j 0.0037946+0.000763504j 0.00160676-0.00478141j -0.00600659+0.00364826j 0.00986139-0.0132595j 0.00675717+0.00318317j 0.00407238-0.00263717j 0.000621999-0.00839248j 0.00941035+0.000209295j 
-0.00023349-0.00549066j -0.00251859-0.00344643j 0.0107405+0.00616426j 0.00961328-0.00493919j 0.00861879-0.00154398j 0.00249435+0.00228723j 0.00508294-0.00842181j 0.00465997-0.0070756j 0.00673803+0.00818988j -0.00140244-0.00062977j 0.000364104+0.00869589j 0.00594261-0.00346812j -0.00052132-0.000936688j -0.00218+0.00526261j 0.00327681+0.000994589j 0.00518341-0.00677757j 0.00135116-0.00311477j 0.00474899-0.000490259j 0.00152923+0.00961656j 0.00408964-0.00365703j 0.00136515+0.00180434j -0.000918557+0.00477819j 0.00816564+0.00123597j 0.00351107+0.0102769j -0.00270681+0.000912162j 0.00376843-0.000467631j -0.00498156-0.0072481j 0.00327271+0.00909511j 0.00245776-8.38417e-05j 0.000213958-0.00387136j -0.00301522-0.00665463j -0.000441486-0.000825802j 0.00365638-0.0049932j -0.00591766+0.0082446j -0.00860118+0.0106973j -0.00150448+0.000512388j 0.000668508+0.00333582j 0.00561775-0.0073183j 0.00308965-0.000210014j 0.00498944-0.00331531j 0.00448941-0.00895078j 0.00515261+0.000883803j -0.00715479+0.00876326j 0.00191876-0.0086728j -0.000326249-0.000638433j -0.00217785-0.00221674j -0.000974277-0.0016435j -0.0036631-0.00282201j -0.00604855-0.00286328j -0.00443622-0.00278995j -0.00036234+0.00419028j -0.00444797+0.00268036j 0.0126009-7.35637e-05j 0.0080831+0.00368105j 9.30506e-05-0.00999205j 0.00334858+0.00634074j -0.00199626+0.00958443j -0.00344018+0.00145037j 0.00365336+0.00177942j 0.0025211-0.000427023j 0.00409556+0.00400521j -0.00247177+0.00317221j 0.0019198+0.00134277j 0.00414076-0.00273972j 0.0052137+0.00174684j -0.000493077-0.00359541j 0.000135744+0.0044042j -0.00266418+0.00294798j -0.00608323-0.00264156j 0.00142183+0.00663204j -0.000820706+0.00276881j -0.00683171-0.00209008j 0.00263591-0.00971735j 0.00848117+0.00413465j 0.00525917-0.00153952j -0.00260323-0.000478948j -0.0002343+0.00772281j -0.00106335-0.00313953j 0.00281685+0.000660274j -0.00305433+0.00329744j -0.00930541+0.00384301j -0.00492161+0.000963879j -0.000663364-0.00805144j -0.000310605-0.000188632j 0.00594214+0.00800945j -0.00346106+0.000755175j -0.000838966+0.00438903j -0.00398202+0.00573335j 0.00622156+0.0050243j -0.00651395+0.00310967j 0.000329057+0.00743676j -0.00328699+0.00122075j 
-0.012297-0.00263318j 0.005625+0.0150117j 0.0172403+0.0194057j 0.0172168-0.0146099j -0.000916063+0.0187475j -0.0100891-0.0127164j 0.0192516+0.015861j 0.00792216-0.0211792j 0.00494285-0.00610578j 0.00964462+0.000852447j 0.00909084+0.000617341j -0.00919298-0.0153175j 0.00113874+0.0127111j 0.00871442+0.0025157j -0.00331424-0.00279218j -0.0139228-0.0120881j -0.00377292-0.00438746j 0.000215641+0.0128704j 0.0149878+0.0014542j 0.00765193+0.00675957j 0.00254208+0.0010135j -0.00167936+0.0104034j -0.0144763-0.000936386j -0.00228231-0.0123801j 0.00794513-0.00043518j -0.000156289-0.00252769j 0.00348464-0.00238105j -0.00534689-0.00131405j -0.0056357+0.00479693j 0.00813563+0.00679292j -0.0076735-0.00355221j -0.0166898-0.0135661j 0.000702256+0.00835415j -0.00677052+0.0012908j 0.00614235-0.00147004j 0.00590148+0.00520536j 0.00256857-0.00356623j -0.00527588-0.00778426j -0.00198911-0.0142964j 0.00605289-0.00707569j -0.000933342+0.0082619j 0.00529202-0.000403628j 0.00875762-0.0107481j -0.0112008-0.00812751j 0.0105589+0.00713042j 0.018206-0.00817668j 0.00902218-0.00775763j 0.0132764-0.011174j 0.00420235+0.000271129j 0.00580642+0.00299209j -0.00593524+0.00031378j -0.00355474-0.00400072j 0.000387507-0.00288137j -0.00788995-0.00809607j 0.00544362+0.00432495j -0.00786304+0.011134j -0.00533832+0.0016271j 0.00635662+0.00772209j 0.00657832+0.00182549j 0.00462151+0.00108335j 0.00999206+0.00221697j -0.0070639+0.00531748j 0.00319971-0.000352012j -0.000517864-0.00588333j 0.00113142-0.0152095j -0.00615861+0.00627263j -0.0157061-0.00965986j -0.00297544-0.00192793j -0.00244879-0.00153652j 0.0114829-0.0178851j -0.0039513+0.000298115j 0.00257843+0.00525047j -0.00362953+0.0137048j -0.00650248-0.00323445j 0.0123603-0.000476924j 0.00020148+0.00197708j -0.00697979-0.00399688j -0.00565279-0.0163568j 0.000174626-0.0116332j 0.0107386+0.0172466j 0.000632244+0.00756967j 0.0214663-0.00530509j 0.00402699+0.00165907j -0.0119464-6.51448e-05j -0.00630983+0.0261831j -0.0348958-0.00236942j 0.0114594-0.0192432j -0.00427204+0.00401443j 0.0182957+0.0175964j -0.0246615+0.0183215j 0.00424541+0.00779352j -0.0091053+0.00938928j 
0.0072454-0.00685344j -0.00584063-0.00882654j 0.000361155-0.00697198j -0.0150623+0.00734795j -0.00299569-0.00264688j 0.00594163-0.0151734j 0.0144263-0.0115667j 0.00111885+0.00913063j -0.00407775+0.00586593j -0.0111323+0.0116047j -0.0128699+0.0113694j 0.0113455+0.00250599j 0.00300602-0.00270776j -0.0117071-0.00174698j 0.00196034+0.0102672j 0.00942802-0.00953679j 0.00956171+0.000446884j -0.00507879+0.0010445j -0.000918278+0.000538207j 0.00170694-0.00254286j 0.00999511-0.00266334j 0.00471195+0.00955306j 0.00477029+0.00807484j 0.0105601+0.00444143j -0.00773472+0.000341282j -0.0101007-0.00260217j -0.00786552-0.0113574j -0.00318286+0.0141754j 0.00501338+2.87329e-05j 0.00577725-0.0137116j -0.00957039-0.00441525j 0.0308616+0.00195847j -0.00350766-0.00347208j -0.0109717-0.00296351j -0.0010643+0.0105737j -0.00121008+0.00141652j 0.00306763+0.00954757j -0.00754421-0.00267994j -0.00276281+0.00280799j -0.0022277-0.0127255j 0.0160174-0.00870677j -0.00275508-0.014049j -0.0096689+0.000483737j -0.00271144-0.00604202j -0.00367654-0.00162312j -0.00623083+0.00408195j 0.00172106+0.00704152j -0.00379544-0.00234584j 0.00360436+0.00808698j 0.0010533+0.0127944j -0.00150806-0.000626448j 0.000742385-0.0038493j -0.00542967+0.0112321j 0.016899+0.011706j -0.00874789-0.0100067j 0.00861701-0.00795345j 0.00881399-0.00158981j -0.0121198-0.00472483j -0.00346058-0.00479691j 0.00558333-0.00321005j -0.00867077-0.00257429j -0.00590814+0.00138581j -0.0123452-0.000338024j 0.001468+0.000612529j 0.00655316-0.00322945j -0.000411363+0.00667288j 0.00704494-0.0071312j 0.0117272+0.00648931j 0.0014118+0.0175458j -0.00183877+0.00229583j -0.00725625+0.00460042j 0.00240999-4.95564e-05j 0.0121754-0.00750344j 0.00758354+0.003764j -0.0103209+0.00539257j -0.0106726-0.00422465j 0.0162726-0.00833053j -0.00527363+0.00823451j 0.000406085+0.0120685j -0.000366613-0.00448585j -0.000637183-0.000862682j -0.0162779+0.00554003j -0.005018+0.00274503j 0.0131427-0.00465634j 0.00514531-0.0085179j 0.0041318+0.00671751j 0.00819924-0.00509561j 0.00141532+0.014666j -0.0165058-0.0102512j 0.0126631-0.00975446j -0.00261468+0.00536116j -0.00438685-0.00211562j 
-0.00016837+0.00286324j 0.00424771+0.00278029j 0.00506442+0.00646739j 0.00896416-0.00230775j -0.0116918+0.00581718j -0.00173625-0.0156742j 0.0104075-0.00221726j 0.0122372-0.00795654j 0.00178809+0.000112556j 0.00302956+0.0150548j 0.00445664+0.00798823j 0.00674512-0.00929102j 0.010893+0.00158501j -0.00442919+0.00342213j -0.0051657+0.00350013j -0.0111485-0.00920012j 0.00778591+0.000167783j -0.00308558-0.0114861j -0.00701886-0.014242j 0.0062138+0.0042275j -0.0114637+0.0137038j 0.00391344-0.00850335j -0.0107561+0.00760063j 0.00164759+0.0033051j -0.00484236-0.000383363j 0.00353491-0.00644748j 0.0128795+0.0080189j -0.0049971+0.00239642j 0.00193854-0.008987j 0.00726908+0.00143598j -0.000587651+0.000808746j -0.00815098+0.00632607j -0.0164325+0.00521334j -0.0152196+0.00219056j -0.0027478+0.00972627j 0.00179022+0.00700812j 0.00484947+0.00160772j -0.00232875-0.00418335j 0.0144223-0.00230468j -0.00785423-0.0181451j -0.0186144+0.0126395j -0.00448269+0.0118822j 0.0049106-0.00907158j -0.00412273+0.00120711j 0.0112429+0.010578j 0.0031548-0.00779148j -0.00391502+0.000613648j 0.00324053+0.00267525j -3.1125e-05+0.00284586j -0.000129479+0.00830913j 0.000598305+0.0105811j -0.000683533-0.000520977j -0.00431546-0.00659048j -0.00497858-0.00192302j -0.00405048+0.00313298j -0.000748616+0.00461435j 0.00019576-0.00513823j -0.000699991-0.00270863j 0.0185152+0.00862826j 0.00599801+0.00250789j 0.00263834-0.00177468j 0.00601973+0.0126144j 0.00294884-0.00397857j 0.0127909-0.0049736j 0.000135141+0.00237325j -0.00292148-0.00342262j 0.00136861-0.00257637j 0.000275916-0.000695247j -0.00329736+0.00435945j -2.6713e-05+0.00250636j -0.00571163-0.00163757j -0.00781158+0.00311893j 0.00306594-0.000769685j 0.00368154-0.00106682j -0.000101331+0.000712136j -0.0110384-0.00731135j -0.00241224-0.00208873j -0.00946622-0.00239857j -0.00108537-0.0110729j -0.00831445+0.00805226j 0.00357886+0.0048522j 0.00171649-0.0111151j 0.00215428+0.00490619j 0.00217745-0.00430985j 0.000661579+0.00595814j -0.0161957-0.0023373j -0.00281237-0.00921787j 0.0053+0.00497499j 0.00325052+0.00730495j -0.0032019+0.00330182j -0.00197778+0.00402662j -0.00286398+0.00169541j 
-0.00630891+0.00368724j 0.00465671+0.0085096j -0.019617-0.003908j -0.0158711+0.0107055j -0.00955897+0.00624107j -0.00574798-0.0041242j 0.00488327+0.0181031j -0.00383976+0.0072426j 0.000790365-0.00978178j 0.00592089-0.0152949j 0.00602982-0.0173407j -0.013526+0.00153927j -0.00699782+0.00862517j 0.00180657-0.00273927j -0.00666514-0.00484029j 0.00142318+0.00922973j -0.00738839+0.00488731j -0.000820398+0.00125061j 0.00279714-0.000354944j -0.00679472-0.000891597j 0.0147466-0.011259j -0.0135284+0.000783866j 0.00394479+0.0016768j -0.000425524+0.00863591j 0.0096093-0.0016473j -0.00609943-0.00280838j -0.0051145+0.00430009j -0.000421217-0.0228516j -0.00340376+0.00739228j 0.00423364+0.0114406j 0.00460154-0.00892951j -0.0050123-0.0123076j 0.00517622+0.0127666j 0.0174118-0.000132181j -0.00334079-0.0123128j 0.00682074-0.00744076j -0.00660135+0.0106639j 0.000241365-0.00235151j -0.012724+0.00643604j 0.00027622+0.0027512j 0.00282361+0.000151145j 0.0108446+0.0101162j -0.00277153-0.000187431j 0.00340397+0.00200695j 0.000890884-0.0115801j 0.00787108+0.000543359j -0.00204642-0.00964593j 0.00127881-0.00300608j 0.0161822-0.00129279j 0.0125336-0.00335504j -0.0182648-0.00314572j -0.00380679+0.00273866j 0.0155816+0.000630497j 0.00177355-0.00201446j 0.00101349-0.00269955j -0.00495306-0.00351485j -0.00696549+0.00850329j 0.0153041-0.00628717j -0.00108179-0.0017901j -0.00352312+0.00313535j -0.00304464-0.000470472j -0.00760047-0.00181489j 0.00174624+0.00593128j 0.00435822+0.0101179j 8.95898e-05+0.0110072j -0.00273646+0.00334558j -0.00432209+0.00611249j -0.00174512+0.00828721j 0.00506-0.00735598j 0.0106725-0.00343463j -0.00607732+0.00395781j 0.0199397+0.0103268j 0.0014228+0.00537437j -0.015123-0.00904819j -0.00610414-0.00959449j -0.000758808-0.00239722j -0.00801125-0.00142811j 0.00226894+0.00457756j -0.0011353+0.0057083j -0.000171577-0.00252111j 0.00225649-0.00203181j 0.00832129-0.00305769j 0.00196787+0.000761183j 0.00744378+0.00555132j -0.00628974-0.0111323j -0.00156266-0.00796493j -0.00487449-0.0123938j 0.015425-0.00256191j -0.00705033-0.00114471j 0.00490798-0.00527456j -0.000249419-0.00761594j 0.00751025-0.00240953j 
-0.00743431-0.0107508j -0.00686583+0.00751892j 0.0182812+0.0164105j 0.0129317-0.0114057j 0.0213851+0.00468345j -0.0111589-0.00613563j 0.0207381+0.00443147j -0.000958406-0.0212092j -0.000292836-0.0103047j -0.00656161+0.00466949j 0.0055727-0.00560468j -0.0198049-0.0149002j 0.0119282+0.000804133j 0.0129297+0.00260767j 0.00240949+0.00505403j 0.00746848-0.00996609j 0.00728068+0.00312146j 0.00487035+0.00488864j 0.0115399+0.00235985j -0.00197779+0.00640698j 0.00462662+0.00431978j -0.00476513+0.0137521j -0.00229756-0.00227324j 0.00422324-0.00261277j 0.00442814-0.00119526j -0.00028265+0.00296053j -0.000671975-0.00406888j -0.00201703+0.00238136j 0.00632053-0.00712621j -0.00476522+0.00138785j -0.000839644+0.00338777j 0.00168655-0.00876081j 0.00912422-0.00122778j -0.00528481-0.00198461j 0.00366415+0.0109331j 0.00403182-0.00303666j -0.00807846-5.8831e-05j 0.0032039-0.00353998j 0.00127061+0.00256543j 0.0109854+0.00188983j 0.00348396-0.0120536j 0.000601649+0.00128226j 0.00327687+0.0128459j 0.00844024-0.00840343j 0.000726848+0.00308795j 0.00149091-1.02355e-05j 0.00352524+0.0032658j 0.00232549+0.00348614j 0.00342676-0.00177327j 0.0013716+0.00822367j -0.00615801+0.00555904j -0.00403965-0.00249157j 0.00434146-0.00319462j 0.00825621-0.000754602j -0.00368856+0.0090097j -0.00476535+0.00524519j -0.000629874+0.00164187j 0.00732601+0.00451326j -0.00450767-0.000569038j -0.00144758+0.00304627j -0.00110768-0.00200416j -0.000148594+0.00268084j -0.00318111-0.0065261j -0.00457335-0.000483135j -0.00824755-0.00709754j -0.000877135-0.00950767j -0.0114902+0.0098771j -0.00684166-0.00222863j -0.00293714+0.00185414j -0.0064419-0.00866228j -0.00862064+0.00856179j -4.25601e-05+0.00749869j 0.000133988+6.66711e-06j 0.00159266-0.00164941j 0.00446735+0.00880197j 0.00498837+0.00149715j -0.00248303+0.00724313j -0.000598957+0.00267701j -0.00247469+0.00271952j 0.00842238+0.00301796j -0.0116551+0.0135566j -9.97733e-05-0.000898967j -0.00296764-0.0154428j -0.0107647+0.00134477j -0.00239079+0.0154586j -0.0150057-0.0126486j 0.0124915+0.000441268j -0.0103009+0.0149482j 0.0106879+0.014695j -0.0256711+0.011993j 0.00283487+0.0115808j -0.0107059+0.00685619j 
-0.00156181-4.87826e-05j 0.000935383+0.00403681j -0.00255367-0.00506981j -0.00925925+0.00781437j -0.00512842+0.00257685j -0.00273865-0.00730896j 0.00815308+0.00365082j -0.00587172+0.00351133j 0.0107023-0.00232303j 0.00292745+0.00108102j -0.000180111-0.00630258j 0.00366888+0.0038222j -0.00487342+0.00577632j -0.00284219-0.00419689j -0.00134195-0.00220382j 0.000336968+0.00539876j -0.0025056+0.00950515j -0.00108895+0.00244084j 0.0028756-0.00400296j -0.00159414-0.00212826j 0.00572984-0.000642587j -0.0132115+0.000564806j -0.00428919-0.00285773j 0.00140378-0.00725309j 0.00884936-0.00280529j -0.00249445-0.000856206j -0.00276155-0.00954571j -0.0122662-0.00197112j -0.00355302-0.00530844j 0.00844688+0.0108525j -0.00185619+0.0072462j -0.00612044-0.00719514j 0.00585889+0.0103284j 0.00150477-0.00559114j -0.0009843-0.00541462j 0.00494365+0.0092334j 1.59687e-05+0.000368146j -0.00215282+0.00806076j 0.00139816+0.00681067j 0.00555145+0.000684253j 0.0135469+0.001181j 0.0066238-0.00323855j 0.00529061-0.0047384j -0.0124073-0.00475976j 0.000155611+0.000373853j -0.00338284+0.0110804j 0.00740602-0.00151405j -0.000148-0.00469045j 0.00543357+0.0058621j 0.00562393-0.000720678j 0.00160012-0.00200545j 0.0145171-0.00186755j -0.00225903+0.00161799j 0.0143478+0.00260827j -0.00209071+0.00758027j -0.000335858-0.00677754j 0.00731119+0.000977646j 0.00398491-0.00170586j -0.00812188+0.00507826j 0.00190546+0.00313211j 0.00319571-0.0092231j -0.00559892-0.00250224j -0.010936-0.00803096j -0.00518364-0.00158314j 0.00327829+0.00207284j -0.00380347-0.0103291j -0.00384029+0.000733205j -0.00106543+0.00121588j 0.0139548-0.00220654j 0.00180747-0.00773687j -0.00320862+0.00466355j 0.0143327+0.00421119j 0.00456038+0.00705016j -0.00735839+0.0078102j 0.000132049-0.0052078j -0.00881516+0.00218524j 0.00581492-0.00723479j 0.00411804+0.00242555j -0.00758025-0.00169302j 0.00254043+0.00232557j -0.000551289+0.00861961j -0.000746602-7.16089e-05j 0.00260001+0.0153569j 0.0113364-0.000555463j -0.0016798-0.0105493j -0.00083122-0.000248878j 0.00260642-0.00656993j -0.00294974+0.00232161j -0.00302172-0.00199735j 0.00241855-0.00545606j 0.00292183-0.000925841j -0.0015387+0.00218688j 
-0.00600619+0.00178329j 0.0106455+0.0119826j 0.0139067+0.022936j 0.0157841-0.0195044j -0.0198883+0.0265858j -0.0103146-0.0057458j -0.000177882+0.00959013j 0.00425107-0.0205091j 0.00575935-0.00639106j 0.000422129+0.0147447j -0.00406178+0.00668988j -0.000319448-0.015503j 0.0196284+0.0124243j -0.01826-0.0110787j 0.00561239-0.0156198j -0.000401779-0.0160473j 6.06674e-05-0.00562266j 0.0132836-0.00557742j 0.0105105-0.00685763j -0.0032957+0.0150715j -0.00861182+0.000552475j -0.001784+0.003648j -0.00136683+0.00130495j -0.00256674+0.00178811j -0.00305249+0.0127449j 0.00544654-0.00508644j -0.000787101-0.00330221j 0.00138705+0.00458176j 0.0068969-0.000950527j 0.0116467-0.0020981j 0.00712635+0.00449208j -0.0137078-0.00120723j -0.00373421-0.00655572j -0.00116806+0.0171096j 0.00275586-0.00590472j 0.00194069+0.00453591j -0.00608305-0.00339603j -0.00763675-0.0100733j 0.00316163-0.0168217j -0.00932669+0.00170612j -0.0130691+0.00763417j -0.00690191-0.00357517j 0.0090909-0.0137679j -0.00391516-0.00295303j 0.00339463+0.00928869j 0.00118166-0.0105438j 0.000323363-0.0190171j 0.0127459+0.00405715j 0.00690029-0.00152111j -0.000770241-0.00728083j 0.000801121+0.0114602j -0.00770678+0.00228843j -0.00192077-0.00190477j -0.0070256-0.00646577j 0.0015096+0.0249745j 0.00251786+0.0105093j -0.000199202-0.00681744j -0.00192093+0.00745294j 0.00172389-0.00549522j -0.0050452-0.00295306j 0.00577368-0.00304819j 0.0120372+0.0110969j -0.000694731+0.0167771j -0.00365391-0.00890299j -0.0146945-0.0120492j 0.000710689-0.00606595j 0.00251208-0.0235473j -0.000854082-0.00878254j -0.00655402-0.00529331j -0.00334838-0.0016112j 0.0113724-0.000738091j -0.00998793-0.00172148j 0.00298613+0.00534757j 0.0028717+0.00365726j 0.00895317+0.00432434j 0.00582651-0.0100236j 0.00257784+0.00791188j -0.00725549-0.00834641j -0.000709442-0.0178686j -0.00213919+0.0139758j 0.00468263+0.00919089j 0.0144884-0.0254628j 0.00361305+0.000740686j -0.00615362+0.00541635j -0.00242201+0.0229678j -0.0343363-0.0106748j -0.00202715-0.0121169j -0.0181626-0.00961462j 0.0171276+0.0136813j -0.0168644+0.0111799j 0.00827386+0.00273416j -0.00591736+0.0132497j 
