0.259089+0.156257j -0.157773+0.259151j -0.0997631-0.0338868j -0.031257+0.105379j 0.0768468+0.067595j -0.0851191+0.0277947j 0.115382-0.0767548j 0.0638454+0.15617j 0.0919683-0.020274j -0.03401+0.050333j -0.0412676+0.0613948j -0.00224207-0.101581j 0.0204214+0.0547409j 0.164936+0.0400259j 0.0643514-0.0130712j 0.0881216-0.176485j 0.0223381+0.00518636j -0.0852129-0.0607385j -0.00588906-0.0952885j 0.0761596+0.0269614j 0.00926723+0.0520993j 0.0401905+0.0343214j 0.109135-0.0908888j -0.0771585+0.0832955j -0.0220963-0.0542931j 0.0945061+0.0226365j 0.070679+0.0495339j -0.0878082+0.0499373j 0.000546294+0.0853324j -0.00390974-0.0205005j 0.0840338+0.0145327j 0.068107+0.0882683j -0.00390472-0.00772975j -0.0225297-0.00092853j 0.125743+0.0180121j 0.0851506+0.0540051j 0.0467924-0.0108626j -0.0150336+0.0440562j -0.0768049-0.0214147j -0.084961-0.0127169j -0.0556444+0.0135267j 0.0727816+0.00507471j -0.137657-0.0216482j -0.0377453-0.00512645j 0.0264761-0.0982588j -0.0167378+0.000497773j 0.0377674-0.00760216j -0.0106756-0.0969891j 0.0452794+0.136906j 0.0225752+0.000115117j -0.05995-0.0158345j 0.0321941+0.070805j -0.0125169-0.0459915j -0.0424649-0.11189j -0.0656415-0.0726811j -0.085584+0.0872375j 0.0155073-0.0953648j 0.0626128+0.00752058j 0.0911894-0.142164j 0.0206985+0.00145517j -0.01309-0.0534593j -0.0106687+0.117503j -0.041389+0.019803j -0.129441-0.0275398j -0.0427352-0.0499541j 0.0842615-0.0591041j 0.0216335+0.0368264j -0.0138214+0.0316828j -0.0699874+0.00236434j 0.0988+0.126863j -0.106483+0.106467j -0.0141903-0.00602192j -0.0422016+0.0492809j -0.168092-0.0613515j 0.056895-0.166189j -0.086672-0.268027j -0.268131+0.0855326j 
-0.00041073+0.000404642j -0.000286611-0.00115059j -0.00226205+0.000687459j -3.20552e-06-0.0020082j -0.00584457-0.00422227j -0.00560024+0.00653167j -0.00458129-0.00152448j 0.00180647+0.00640732j 0.000674529+0.00429804j 0.010883-0.000792698j 0.00100193+0.00460205j -0.00231697+0.00475695j 0.00506911+0.0120836j 0.00282086-0.00644458j -0.00401838+0.00209746j 0.0043323+0.00159721j 0.00201873-0.00415676j 0.00323964-3.32389e-05j 0.00568062-0.000759387j -0.00245526+0.00202511j 0.00205667+0.000978859j -0.00150936+2.23378e-05j -0.00163915-0.0123185j 0.00360154-0.0103678j 0.00167505-0.00712549j -0.00758242-0.00344549j -0.000427082+0.00348125j -0.0102269-0.000609285j 0.0077491-0.000451681j 0.00796905+0.000512933j -0.00475146+0.00396794j 0.00161695-0.00180246j 0.00121484+0.00831531j 0.00583623-0.00576358j 0.000954559-0.00078535j -0.00180136+0.00171008j -0.000999237-0.00101319j -0.0132308-0.00758053j 0.0013629+0.00209653j -0.00186007-0.00439245j -0.000754948-0.00109237j -0.000576187+0.000374449j 0.00128768-0.00385701j 0.00230334-4.08433e-05j -0.00149998+0.00618782j -0.000975913+0.000809884j 0.00103083-0.000705809j 0.00283527+0.00328341j 0.00370816-0.00145477j 0.000822064-0.00116855j -0.00057373-0.000977054j 0.000649712-0.00285605j -0.00130336+7.21361e-06j -0.00103382-0.00162312j -0.00109633-0.0029202j -0.00149551+0.00156014j -0.00116966-0.00208894j 0.00426863-0.00211347j 0.000838477+0.000584128j 0.00180013+0.00236667j -0.00266296-0.00012668j 0.000886854-0.000560963j -5.12008e-05-0.00143646j -0.00152758-0.00149405j 0.000291829-0.00141223j 0.00308163-0.0034036j 0.00356707-0.00163144j -0.00232334+0.000126538j 0.000607579+0.00107971j 0.000382504+0.000110655j -0.00210186+0.000685737j -0.00273254-0.00174796j -0.000747347-0.0015879j 0.00152584+0.000150888j -0.000483251+0.000802766j -0.00140688-0.0015435j -0.0012695+0.001238j 
0.000143518-0.000334463j 0.000430056-0.000247146j -0.000960331-0.000532813j -0.000369114-0.000557825j -0.00423077-0.0019813j -0.00159564-0.00100143j 0.000230655+0.000908361j -0.000623296+0.00287103j 0.00133781-0.00143958j 0.00657579+0.00146j -0.000577553-0.00230525j -0.00126783+0.00077499j 0.00270729+0.000981164j -0.0016235-0.000641151j 0.00294018-0.00436511j 0.00292677+0.00336487j 0.00382859-1.25678e-05j 0.00174816-0.00402793j -0.000783949+0.00211592j -0.00196134-0.00339983j -0.000409811-0.000114073j -0.00254049+0.00166872j 0.000382778-0.0025317j 0.00246015-0.000242106j -0.00465355+0.00111095j -0.000576192-0.00434593j -0.00592546+0.00121141j -0.00154461-0.000150637j 0.00354603+0.00144146j 0.000840763-0.000106812j -0.00485699+0.00118407j 0.00369213-0.000140948j 0.00540932-0.00095081j -0.0010253-0.00150892j 0.00690376+0.00499209j -0.00497758-0.000217627j -0.000432031+0.00164147j -0.00124481-0.0024626j -0.00158236+0.000140916j -0.000549724-0.000911893j -0.00207235+0.000299359j 2.67607e-05+0.0032718j -0.00264049+0.00515826j -0.00180199+0.00183254j 0.00205966-0.000457764j 0.00520535+0.000547358j -0.00372151+0.00205775j -0.0053076-0.00373819j -0.000894817-0.00308171j 0.000351652+0.00063148j 0.00751113-0.000773764j -0.00329925+0.00158064j 0.00646344+0.00107782j 0.00135721+0.00257694j -0.00170323-0.000490718j 0.0028693+0.000440939j -0.00183758-0.00182379j 0.00225887+0.00380892j -0.00168469+0.00127643j -0.00179146-0.00014875j 0.00326051+0.00138937j 0.00269622+0.00154973j -1.655e-05+8.56844e-05j -0.000805497+0.000892583j -0.0017225+0.000295333j 0.000846082-0.00097951j -0.00115962-0.00177153j -0.00339612+0.0026724j -0.000713665-0.00169464j -0.000263788-0.000250848j -0.00105886+0.00101457j -0.00109438-0.000764547j 0.000850765+3.43104e-05j 0.00083364-0.00022257j 0.00034829+0.000825984j -0.0004272-0.000404972j -0.000373074+0.00023039j 
0.000563847+3.09076e-05j -8.10132e-05+0.000355771j -1.482e-05-0.00103135j -0.000334059+0.000133902j 0.00230253-0.00124432j 0.00140579+0.00111419j -0.000528841+0.00214063j -0.0020511+0.000524924j -0.00235707-0.0013726j 0.000255433+0.000360822j -0.00215853-0.00223717j 0.00238021-0.00180569j -0.00243061+0.0016099j 0.00260625+0.000952039j -0.00107162-0.0048521j 0.00185648+0.000867788j -0.000205412+0.00610796j 0.00252109-0.00369661j -0.00047017+0.00715234j 0.00181093+0.00136247j 0.00115467-0.00124148j 0.00192641+0.00378276j 0.00138365-0.00191339j -0.00479539+0.000971397j -0.0046949+0.00551763j 0.000426192-0.000795505j 0.00164166+0.000303604j 9.07849e-05+0.00191898j -0.00214902+0.00339219j -0.00240698+0.00060012j 0.00140751+0.00343289j -0.00404601+0.00279618j -0.000375215-0.00643595j -0.00103867+0.000347866j 0.00104337+0.00545086j -0.00328304-0.00125856j 0.004085+0.00311405j 0.00728822+0.00218036j 0.00329387-0.00145443j -0.00407148-0.00241189j -0.00104886+0.00242263j -0.00178506-0.00164905j 0.00518999+0.0030127j 0.000914679+0.00500426j 0.001597+0.00115957j -0.00107639+0.00351467j 0.00155548-0.00263826j 0.00183018+0.00182833j 0.00301236-0.00306457j 0.00320025+0.00160697j -0.00290667-0.00212891j -0.00294473-0.000853108j 0.00870214+0.00096044j -0.00358468-0.00152683j 0.00134282-0.00245336j 0.000537398+0.00208104j -0.00251078-0.00167789j 7.87231e-05+0.000264458j -0.00197824+0.00152182j -0.001272-0.000853818j 0.00120734+0.000607828j 0.005395+0.00324097j 0.00392381-0.0045199j -0.00174303+0.00530877j 0.00062951+0.00293299j -0.00137487+0.00175645j -0.00078313-0.00116395j -0.00116736-1.27141e-05j 0.00277324-0.00195404j 0.00125042-7.37276e-05j -0.000313654+0.00134534j -0.000697993+0.00156603j -0.00192721-1.90153e-05j 0.00045891+0.000277114j -0.000529407+0.000207851j -0.00037956+0.000717618j 0.000577735+0.000285765j 
-0.000541291-0.000389514j 0.000469672-3.24637e-05j 0.00210335+0.00114774j 0.000111427+0.000222739j 0.000176795+0.00382204j 0.0022505-0.00288378j 0.00186187-0.00170046j 0.00231583-0.00523929j 0.0016954+0.00116351j -0.0042134-0.00420506j 0.00609015-0.00179585j 0.0034891+9.20449e-05j 0.00714184-0.00311457j 0.000898389+0.00384737j 0.00023393+0.00935086j 0.00883828-0.00655341j 0.00119808+0.0023456j -0.00190275+0.0048137j -0.00534319-0.00680017j 0.00413728-0.00344968j 0.00118334+0.000561311j -0.00064403-0.00178741j -0.00581177-0.00394542j 0.00973395+0.00168722j -0.00200241-0.00256228j -0.0019142+0.0122461j -0.00618016+0.000289228j -0.000754897-0.00592786j -0.00117308+0.00993315j -0.00101125+0.0048374j -0.000874955+0.000443483j -0.0052325-0.00650349j -0.00175397-0.000796505j 0.000819676-0.00490587j 0.0017619-0.00289225j 0.00522814-0.00187707j 0.00071562+0.00146085j 0.0010261-4.46436e-05j -0.00531151-0.000749031j -0.00395112-0.00207872j -0.00320992+0.000263823j -0.00154201+0.00313044j 0.000379183-0.00177383j 0.00140996+0.00131691j 0.00307288+0.0031287j -0.00136805-0.000371045j -0.00122105-0.00191138j 0.00182151+0.00200352j -0.000276264+0.000790726j 0.000239469-0.00525952j 0.00543853+0.00177079j 0.00172869-0.00152717j 0.00373401+7.71534e-05j -0.000874051-0.00137474j 0.00163329+0.00251604j 0.000623748+0.00607441j 0.00230212-0.000152313j 0.00381902-0.0016463j 0.00206217+0.00245023j -0.000657791+0.000909936j -0.000803231-0.00258387j 0.00271808-0.00334324j 0.00214251+0.00319937j -0.000868502+0.00279483j 0.00134069-0.000428791j 0.000636529-6.9943e-05j 0.000779321+0.00135606j -0.000669059-0.00104362j 0.00198286-0.00345339j -0.000492635-0.00186553j -0.000142993-9.48216e-05j -0.000658608-0.00203756j 9.43728e-05+0.000267128j -0.000894627+0.00119916j -0.00177188-0.000627039j 0.000783029+0.000268859j 0.00049731-0.000663812j 
0.00100773+0.00120057j -0.000734061+0.00141412j -0.000804348-0.00218355j -3.98071e-05+0.000827389j 0.00255622-0.00212357j -0.00234816-0.00423185j -0.000813658-0.000902885j -0.00355866-0.00184036j -0.000987804-0.00426878j 0.00486355+0.00789187j -0.0042587-0.00205516j -0.00371052-0.00491137j -0.00521886-5.76895e-05j 0.00160271-0.000775658j 0.0045811-0.00440043j -0.00267569+0.00438207j 0.00112893+0.00120479j -0.00179012+0.001349j 0.00162623+0.00619538j 0.00173996+0.000240117j -0.0026031+0.00163208j -0.0044359+0.00304292j 0.00103129-0.00151057j -0.00968437-0.00104584j -0.0015039+0.00238906j -0.000697968+0.00387787j 0.00324775+0.0032109j 0.00499379+0.0109095j -0.00172724-0.000265982j -0.000232113-0.00568166j 0.00622667+0.000863321j -0.00340718+0.00205194j 0.00293416-0.00219216j -0.00223039+0.000649908j 0.000590983+0.00381156j -0.000370546-0.0034278j -4.41824e-05+0.00201426j 0.00115461+0.00132227j 0.0034281-0.000627517j -0.000912883-0.00232038j -0.00129448-0.00341539j 0.000399191-0.00333664j 0.00381162-0.00101441j -0.00114959+0.000150138j 0.000129246+0.00275745j 0.00499563-0.00390677j -0.00374843-0.000364115j -0.000580089+0.000893944j -0.000669707-0.000328253j 0.00241801+0.000182135j 0.000128209-0.00188961j 0.00109553-0.000704615j 0.00600731+2.46484e-05j -0.00193061+0.00120037j -0.00164795-0.00131307j -8.53298e-05-0.00459598j -0.00283063-0.00155295j -0.00187043+0.00295615j 0.00107953-0.00586502j -0.00197181+0.00257797j 0.00114631-0.00371617j 0.0047654-0.000503373j 0.00230579-0.000607475j 0.00282115+0.00107257j -0.00375998+0.00247782j 0.00090453-0.00178286j 0.00212339-0.000365634j -0.00248709-0.000102285j -0.000115049-0.000565522j 0.00166293+0.000612331j -0.000485559-0.000198844j 0.000914901-0.000289141j -0.00282492-0.000910916j -0.000300459-0.000688413j 0.000393639-0.000598473j -0.000542722+0.000217664j 0.000521215+0.000929158j 
-0.000663257-0.000855993j 0.000190669-0.00051608j 0.000590781+0.000662727j -0.00126545+3.12278e-06j -0.00206434+0.00483071j 0.0017484-8.11585e-05j 0.00229275+0.00199821j 0.00340112-0.00145604j -0.00144853-0.00336618j 0.00166752-0.00136675j 0.00261502+0.00106309j 0.000550387-0.000795385j 0.00356834+0.00118333j -0.00172198+0.000122246j -0.00362159+0.00406133j 0.0045045+0.00230779j 0.00298288+0.000462528j 0.000481325-0.00224997j 0.000870516-0.000701102j 0.00165791-0.00166869j 0.000516641+0.0027637j -0.0014205+0.00112716j 0.000943259-0.00215406j 0.00329144-0.000326669j -0.00338855+0.0026192j -0.00130094-0.00086173j -0.0072452-0.00112177j 0.00111055-0.00400631j 0.00433562+0.00206174j 0.000942795+0.00225941j -0.00239892+0.00050209j 0.0029483-0.0017516j 0.0027965+0.00451816j 0.000526163-0.000750599j 0.00139143+0.00116804j -0.00469896-0.000729423j 0.00110817-0.00191576j -0.000900421+0.00103832j -0.00284324+0.00144536j 0.000224486+0.00229647j -0.0019641+0.000416253j 0.00162708+0.00172757j -0.00368118+0.00364455j 0.00106152+0.000462724j 5.91362e-08+0.00204001j 0.00278762+0.000668677j -0.000926199+0.00118482j -0.00188023-0.00123037j -0.000281922+0.00213404j -0.00182495-0.00183487j 0.00339941+0.00174748j -0.00131083-0.0016677j 0.00313647+0.000231171j 0.00105743-0.000206046j -0.00219004-0.000546148j 0.00345128+0.00204654j -0.00088086-0.000159219j 0.00204403+0.00164276j 0.00254244+0.00249321j -0.00171425+0.00341284j 0.00160772-0.000967926j 0.00194588-0.00179291j -0.000991157+0.00131521j -0.00164553+0.000795774j -0.001048-0.00223304j -0.000699987-0.0015653j -0.00100316-0.000956872j -0.000732554+0.000722984j -0.00104137-0.0014691j -0.00103033-6.54534e-05j 0.000417396+0.000618154j -0.000109789-0.00103256j 0.00318574-0.00124654j -7.56171e-05+0.000120118j 6.53987e-05-0.000109008j 0.000533582-0.000115655j -0.000506079-0.000411644j 
-0.000562306+0.000863199j -0.000169746-0.000746288j -1.23685e-05-0.00163404j 0.000993436-0.000753335j 0.00225366-0.00530371j -0.00358201-0.00259977j -0.000399786-0.000378221j -0.00538609+0.000556854j -0.00455707-0.00233883j 0.00286749+0.00312139j -0.00658741+0.000520959j -0.00389553-0.00317792j -0.00562224+0.00334258j 0.00194267+0.00369478j -8.08568e-05-0.00606651j 0.0018288+0.00353875j 0.00302079+0.00267863j 0.000469752+0.00096802j -0.00168508-0.00281805j -0.00490487+0.00281277j -0.004863+0.00126797j -0.000261293-0.000759417j -0.0030416-0.00128673j -0.00854174+0.000513127j -0.00901638+0.00108874j -0.00203611+0.00126628j 0.00337109-0.00516881j -0.00298685+0.0104385j -0.00177653-0.00629175j -0.000444674-0.00246421j 0.00209068+0.00258493j -0.000186003-0.00287455j 0.00383664+0.00274348j -0.00586675+4.41819e-05j -0.00538799+0.00120538j 0.00142701+0.00222228j -0.00175484-0.000107444j -0.000196356-0.00596028j 0.00425252-0.00237506j -0.000681739+0.00389323j 0.000450628+0.000792829j 0.0017516-0.00036669j -0.00133408-0.000289685j 0.00131334+0.00227686j -0.00381689-0.000100259j -1.63012e-05+0.00265933j 0.0017601-0.00143861j -0.00141463-0.00247602j 6.91276e-05+0.00495743j -0.00463859+0.000908826j -0.00135453+0.00183908j -0.00125495-0.00479967j -0.0026467+0.00113934j -0.00101673-0.000702057j -0.00257471-0.00318501j -0.000248085-0.0018079j -0.000903587+0.000230609j 0.0023243+0.00267787j -0.00244972+0.00253238j 0.00105211+0.00198195j 0.00102173-0.00272275j -0.000613906-0.0014207j 0.00257335-0.000623119j 0.000321876-0.00225953j 0.000660173+0.00222866j -0.000817196-0.00255711j 0.00144066+0.00059167j -0.000723754+0.00148108j -0.0026095-0.00105864j -0.000205181-0.00225735j 0.0016401+0.000437323j -0.000358225-0.000261028j 8.59603e-05+0.00150363j -0.000882425-0.00162581j 0.00202262-0.000501636j -0.00126755+0.000499255j 0.000772645+0.00113499j 
-0.000859599-6.0508e-05j -0.000131306-0.00106342j -0.000792546+0.000865748j -0.00124638+0.000740732j -0.00408567+0.00363091j 0.000685759+0.000881565j -0.000414018+0.00367194j 0.00136575-0.000269891j 0.00149467-0.00195172j 0.000303115-0.00084604j 0.00489832+0.00401835j 0.000256736+0.00332642j 0.000829107-0.000981616j -0.00174668-5.43216e-05j -0.00401047-0.000166231j -0.000222107+5.29629e-05j 0.00199505-0.00453759j -0.00164161+0.00277875j 0.00460519+0.00074955j 0.00239561-0.00293389j -0.0041206+0.00177096j -0.00210101+0.000581218j 0.00329247+0.000687333j 0.00396498+0.00433434j 0.00348495-0.00230231j -0.00169415+0.000851918j 0.00165008+0.00117201j 0.00082353-0.0014343j 0.000373027-2.54165e-05j -0.00134753+0.00288971j 0.00279825-0.000934685j 0.000105239-0.00315315j -0.00300439+0.00116403j 0.00319015-0.00485618j -0.00302207-0.00110928j 0.00206014-0.000171984j -0.00296928+0.00122678j -0.000473962-0.00103422j 0.000504637+0.00409466j 0.00146021+0.00224136j -0.00319816-0.00321134j 0.00226006-0.000275424j -0.00215013-0.00146218j -0.00393221-0.00580292j -0.00263392+0.000603616j 0.00226704-0.000896867j -0.00170662+0.000922924j -0.000182604-0.00125762j -0.00261493+0.000811123j -0.00408689+0.00184957j -0.00246606-0.00501759j 0.00132476+0.00506482j 0.000996895+0.00250871j -0.00285584+0.00122502j -0.00208317+0.00120704j -0.00270188-0.00046409j -6.1168e-05+0.0015779j -0.00201835-0.00355044j -0.00111681-9.73014e-06j -0.00045888-0.00246937j -0.00175259-0.0040712j 0.00153648-0.00547957j 0.000723086+0.000609084j 0.00222435-0.00175922j 0.00140459+0.000533937j 3.08379e-05-0.00292506j 0.0028339+0.000618183j 0.00124593-0.0012295j 0.00248033-0.00053539j -0.00270485+0.000513884j -0.00172799-0.000670641j -0.000105185+0.000459619j -0.00151681+0.00211754j 0.000546141+0.00109288j -0.00194502+0.00108224j 0.000263024+0.000674139j 0.000835492-0.00057799j 
0.00069621+0.000467297j -0.000263585+0.000703322j -0.000496384-0.000524435j 0.00110024+4.87959e-05j 0.00114816-0.00309304j -0.000512834-0.0016776j 0.000641164-0.000537123j -0.00362366+4.37124e-05j -0.00282277-0.000345425j 0.00315867+0.00286001j 0.000607854-0.00190216j -0.00126125+0.00255597j -0.00366243+0.0013346j 0.00284456+0.00390536j 0.000918051-0.00439483j -0.000596156-0.0035801j 0.00156189-0.00749082j -0.00171601-0.000896735j 0.00294619+0.00247547j -0.00115712-8.9247e-05j -0.000131142+0.0011191j -0.0020507+0.00408038j -0.0051828-0.000406368j -0.001894+0.000305276j -0.00301395+0.000693639j -0.00345718+0.000903957j -0.00254834-0.000334203j -0.00312899+0.00230822j -5.23747e-05-0.00572093j -0.000255916-0.00222262j 0.00265521+0.00265103j 0.00320555+0.00114979j -0.00210946-0.00363635j -0.00115255-0.00488441j -0.00239396+0.00205227j -0.00111773-0.00233279j -0.00366696+0.00339007j 0.000739331-0.00146959j -0.000113103+0.0021809j -0.00249293+0.00385666j -0.00132366+0.00185016j 8.29877e-05-0.000833621j -0.00412352+0.00261974j -0.000968233+0.000784811j -0.00237688-0.00181932j 0.00194467+0.0042821j -0.00578417+0.000148784j 0.000220906-0.000750705j 0.00247035+0.00124555j 0.00080548-0.005094j 0.00125758+3.19663e-05j 0.00131491+0.00162828j 0.00266396-0.000552015j 0.00374342+0.00048747j 0.000234746-0.000836828j -0.00357282-0.00267818j 0.00304437+0.00266394j -0.00077028+0.0024329j 0.00244778-0.00119559j -0.00277587-0.000857969j -0.00286181-0.00474286j 0.0021761+0.0011602j -0.00237347-0.00137254j 0.000881006-0.000910639j -0.00275674+2.06868e-05j -0.00142134+0.00138816j 0.000553069-0.00327032j -0.000228732-0.00136214j -0.00200666+0.00323793j 0.00146522+0.00173072j 0.000318014-0.00106115j -5.74579e-05+0.00057406j -0.000825991-0.00269999j 0.000289802-3.18117e-05j 0.000562075-0.000557058j 6.75613e-05-0.000310655j -0.000393314+0.000143527j 
-1.48883e-05+0.00038586j -0.000424094-5.58614e-05j -0.000193054+0.000186627j 0.000215594+0.000295602j 0.000890177-0.00104415j 0.00104113+0.00151655j -0.00115266+0.000229538j 0.000443062-0.000724768j -0.00136023+0.000445079j -0.000382483+0.000321857j 0.000346506+0.00117875j 0.000375798-0.00209177j -0.000121466+0.00169874j 0.00415612-0.00104161j -0.00292344+0.00378451j -0.00101963-0.00247163j -0.00061209-0.00025456j 0.00197383+0.00436734j 0.00149298+0.00146296j 0.00295948+0.00199361j 0.000906947+0.00264107j -0.00150435+0.00183048j 0.000571267-0.0023735j -0.00364822-0.00358679j 0.000112888+0.000570901j -0.00052714+0.0041873j 0.0031815+0.00149318j -0.000215633-0.00114239j -0.000165373-0.00164489j 0.0019996-0.000864959j 0.00313318-0.000913996j -0.00120759+0.000886627j -0.000438109+0.00217739j 0.00373411-8.3393e-05j -0.00470105+0.00181269j 0.000191473-0.000875287j 0.00271601-0.00238004j -0.00148699+0.000466092j 0.00209379-0.000169494j -0.000249503+2.88748e-05j -0.00180687+0.000415292j -0.00507703-0.000739803j 0.00199362-0.00144093j 0.00304253-0.00209543j -0.00135239+0.00177237j -0.00125505-0.00240219j 0.00139476-0.00310033j 0.00494673+0.00400187j 0.00134787+0.0027234j 0.00242725-0.00320043j -0.00213151+0.00208275j 0.00218599-0.00269175j -0.00085492+0.00138711j -0.00254542+0.000519085j -0.000966954-0.00298492j -0.000329623+0.000925695j 0.000762736-0.00108747j -0.000665249-0.00321762j 0.00299109+0.000192411j -0.000692658-0.000522042j -0.0032929-0.00275597j 0.000271726-0.00290564j 0.000713174-1.88513e-05j 0.000112379-0.00114507j -0.000558909+0.000625941j -0.0010102-0.00147288j 0.00150987-0.00038278j -0.00041296-0.00120549j 0.000502906-0.000246455j -0.000299265+0.000191098j 0.000172966+0.000824004j -0.000505332+0.000305089j 0.000570366+0.0005217j -0.00109284+0.000501859j -0.000457114-0.000741998j 0.000382659+0.000531095j 0.000503155-0.000475734j 
0.000229761+4.24982e-05j -0.000147139-3.37265e-05j -0.00109475+0.000522026j 0.000308505+0.00113386j -0.000853678+0.000383174j 0.00143469+0.000368304j -0.000721831+0.00239905j -0.00100034-0.00105364j 0.00025265-0.000856861j -0.00242703+0.00079834j 0.00239564+0.00148598j 0.000921353+0.000877113j -0.00334634-0.000527425j 0.00217483+0.0011567j -0.00182159-0.000225205j -0.00447668-0.00158016j -7.18872e-05-0.00340046j -0.000527154+0.00303645j 0.0026199+0.00143811j 0.00125991-0.000565326j -0.00117667+0.00114363j -0.000513142+0.00208867j 0.000403102+0.00129428j -0.000269379+0.0028446j 0.0026929-0.000900212j -3.94347e-05+0.00221659j 0.00218057+0.000155776j 0.000132382-0.00170121j -0.00235531-0.00305855j -0.000420863-0.000328419j 0.00401584-0.00160026j 0.000819556+0.000792446j -0.00305266-0.000559297j 0.00243105-0.00261423j -0.00422454+0.000940375j 0.00112953-0.00106125j -0.00237166+0.000806614j 0.00126475+0.000396912j 0.000900571+0.00182498j 0.00126581+0.00242206j -0.00146236-0.000976979j -0.00113244-0.00117909j -0.00210098-0.00060269j -0.00224634-0.00390546j -0.00251758-0.00100469j -0.000224305+3.69106e-05j -0.00200646-0.000900964j 0.00115319-0.000148578j 0.000711541+0.000986459j -0.000294659-0.00141521j -0.0023809-0.000478319j 0.00192654+0.00166683j -0.000399258+0.00190085j -0.000185318+0.00125017j 0.000178238-0.00048778j -0.00376216-0.000820682j 0.00226212+0.00156666j -0.00442884-0.0022781j 0.00109335-0.00174869j -0.00133554-0.00233219j -0.00274262-0.00339794j -0.000867107-0.00247983j -0.000235753+0.000269039j 0.00057549-0.00206359j 0.00103489+0.000647929j -0.00166295-0.000547753j 0.00190615-0.00121243j 0.00161267-0.00241654j 0.000955486+0.00110967j -0.000698827+0.00103626j -0.000391861-0.000728086j 0.000656847+0.00104983j -0.000146209+0.000709213j 1.4873e-05+0.000557211j -0.000346835+6.08558e-05j 0.000393641+0.000395649j 0.000229336-0.000615101j 
0.00139362+0.00110476j -0.000987116+0.0018146j -0.000365408-0.000205699j 0.000508947-7.49328e-05j 0.00204133-0.000953601j -0.00180064-0.000133045j -0.000445393-0.00379481j 0.000146611+0.000290415j 0.00166037+0.00278429j 0.000140959+0.00249883j 0.000578351+0.000154673j -0.000769453+0.00140053j -0.000185004+0.00325627j -0.000638411-0.00243134j 0.00427368+0.00184609j -0.00198763+0.00108467j -0.0036062-0.00253169j -0.00262447-0.000925621j 0.00129805-0.00237604j -0.00141402+0.00214192j 0.00276964-0.00266754j 0.000415149-0.00159563j -0.00371981-0.00144552j -0.00030418-0.00354656j 0.00476838-0.00499664j -0.000929781+0.00070903j 0.00027949+0.000541093j -0.00143402+0.00377287j 0.000621372+0.000930558j 0.00151127-0.00256056j 9.47837e-06+0.00129686j -0.00172526+0.00204218j -0.00132943+0.00222722j -0.00100747-0.00123328j 0.00123079-0.00390744j 0.00245242-0.00169659j -0.00393664+0.00147327j -0.00405226+0.00177144j -0.000672205+0.000440598j -0.000644671-0.00370442j 0.00354599-0.00220736j 0.00381672-0.00257205j 0.000354673-0.00490787j -0.00124113+0.0012252j 0.00122893+0.00202325j -0.00183152+0.00098306j -0.0012582+0.00102205j 0.000685119-0.000501539j 0.00269725-0.00253535j 0.000782768+0.00010563j -0.00109158+0.000954536j 0.000695478-0.00203311j -0.00294937-0.00264092j 0.00261102-0.00223317j 0.00251986+0.00231823j -0.00268647-0.0018331j 0.000525254+0.000390232j -0.00102241+0.00243415j 0.00158285-0.00610322j 0.00160159+0.00346528j -0.000892654+0.00144423j -0.00141748+0.0043349j -0.00293317+0.000418253j -0.00124139+0.000685572j -0.000796694-0.0023369j 0.00232749+0.00126763j 0.000897352-0.00036993j 0.000965225-0.00157783j -0.000273125+0.00306843j 0.00406488+0.00075728j -0.000598179-0.000982345j 0.000818578-0.00187828j -0.00217868-0.00326392j 0.000415011-0.000938021j 0.000734786-0.00106651j -0.00037544-0.00161276j -0.00149313+0.00100962j 
