0.259089+0.156257j -0.157773+0.259151j -0.0997631-0.0338868j -0.031257+0.105379j 0.0768468+0.067595j -0.0851191+0.0277947j 0.115382-0.0767548j 0.0638454+0.15617j 0.0919683-0.020274j -0.03401+0.050333j -0.0412676+0.0613948j -0.00224207-0.101581j 0.0204214+0.0547409j 0.164936+0.0400259j 0.0643514-0.0130712j 0.0881216-0.176485j 0.0223381+0.00518636j -0.0852129-0.0607385j -0.00588906-0.0952885j 0.0761596+0.0269614j 0.00926723+0.0520993j 0.0401905+0.0343214j 0.109135-0.0908888j -0.0771585+0.0832955j -0.0220963-0.0542931j 0.0945061+0.0226365j 0.070679+0.0495339j -0.0878082+0.0499373j 0.000546294+0.0853324j -0.00390974-0.0205005j 0.0840338+0.0145327j 0.068107+0.0882683j -0.00390472-0.00772975j -0.0225297-0.00092853j 0.125743+0.0180121j 0.0851506+0.0540051j 0.0467924-0.0108626j -0.0150336+0.0440562j -0.0768049-0.0214147j -0.084961-0.0127169j -0.0556444+0.0135267j 0.0727816+0.00507471j -0.137657-0.0216482j -0.0377453-0.00512645j 0.0264761-0.0982588j -0.0167378+0.000497773j 0.0377674-0.00760216j -0.0106756-0.0969891j 0.0452794+0.136906j 0.0225752+0.000115117j -0.05995-0.0158345j 0.0321941+0.070805j -0.0125169-0.0459915j -0.0424649-0.11189j -0.0656415-0.0726811j -0.085584+0.0872375j 0.0155073-0.0953648j 0.0626128+0.00752058j 0.0911894-0.142164j 0.0206985+0.00145517j -0.01309-0.0534593j -0.0106687+0.117503j -0.041389+0.019803j -0.129441-0.0275398j -0.0427352-0.0499541j 0.0842615-0.0591041j 0.0216335+0.0368264j -0.0138214+0.0316828j -0.0699874+0.00236434j 0.0988+0.126863j -0.106483+0.106467j -0.0141903-0.00602192j -0.0422016+0.0492809j -0.168092-0.0613515j 0.056895-0.166189j -0.086672-0.268027j -0.268131+0.0855326j 
0.000727854+0.00102561j -0.0012374+0.00100343j 0.00220526+0.00280099j 0.00215963-0.00110499j 0.00194574+0.00122779j 0.000689227+0.000490713j 0.00320632-0.00113567j 0.00247553+0.00230452j -0.00176436-0.000971496j 0.000544594-0.000135003j 0.000176911-0.0002357j -0.0011569-0.00088011j 0.0028397-0.00166978j -0.00157193-0.000907366j 0.000346185+0.000468648j 0.0013654-0.000362277j -0.000410234-0.00278179j 0.000467545-0.00113553j 0.000554862+0.00199351j 0.000726411+0.0016615j -0.000834656+0.00171784j -0.00225496-0.000794341j 0.00219657+0.000658622j -0.00099747-0.00151466j -0.000438349+0.0016122j 0.00235035-0.00281317j 0.00176695-0.0028507j 0.000807597+0.00107557j 0.00170821-0.00154087j -0.00240886+0.0012381j 0.000436301-0.0013944j -0.000363102-7.91414e-05j 0.000288905-0.000363683j -0.00178605+0.00239996j -0.000445856+0.00165175j 0.000293584-0.0020229j 0.00235758+0.00056821j -0.00292998+0.00138105j 0.0010452-0.00241178j -0.000176807+0.00108579j -0.000787146-0.000632818j -0.00203159-0.000877762j -0.00169699-0.00127148j 0.00285007+0.00307209j 0.00246038+0.00134446j 0.000634851-0.0020148j -0.003625-0.00106729j -0.00165903+0.000821271j -0.00221926+0.000595131j 0.00558695-0.000593616j -0.00246664+0.00384721j -0.00290454+0.00491016j -0.000915688-0.00400736j 0.00268248+0.00481385j -0.00296883-0.00312748j 0.00201091+0.000767609j -0.000280975-0.00114198j 0.000792775+0.00150521j -0.00291107-7.69138e-05j -0.00224152-0.00256966j -0.00195656+0.00239178j 6.97516e-05+0.000561974j 0.000462128+0.00130006j 0.00236813-0.00387619j -0.00297482-0.000948717j 0.000476305+0.00385517j -0.00263607+0.00121392j -0.00393645-0.00167825j -0.00230952+0.00197275j -0.00186799+0.00167687j 0.00078601+0.00195975j -0.000560834+0.00180307j 0.00399016+0.00173382j -0.00292507+0.000550222j 0.000132237-0.0012108j 0.0013995+0.00152136j 0.00146067-0.00148754j 
0.000177062+0.000443501j -0.000761757+7.72259e-05j 0.000361729+0.00109826j 0.000944703+3.48777e-05j 0.000998503+0.000575614j 0.00192169+0.00155408j 0.000498529+0.000860429j 0.000282229+0.000301918j -0.000628841+0.000351425j -0.00143+0.000199409j 0.00200166-0.00131589j 0.0019868+0.0012422j -0.000974379-5.31092e-05j 0.00040835+0.000757244j 0.000327324-0.00137484j -0.000913999-0.000611441j -0.00146676-0.00200333j -0.000139071-0.00248181j 0.000437817+0.00476031j 0.000669928+0.00164131j 0.00239313-0.000282947j 0.00028393+0.00215295j -0.000460052-0.000971635j -0.000307579+8.92539e-05j 0.0013674+0.00179275j -0.000457415-0.000831648j 0.000286989-0.000595563j -0.001069+0.00017236j -0.00147255-0.000943121j -0.00108304-4.14159e-05j 0.00186999+0.000980745j -0.00180807+0.00159121j -0.000148165-0.00397237j 0.00025226-0.00132651j 2.78255e-05+0.00204786j -0.00037003-0.00139347j -0.00101044+0.00357444j -0.00105494+0.00273969j 0.0011286+0.00012287j -0.000740167-0.00164699j 0.000179496+7.77336e-05j -0.000380528-0.00314401j 0.000564527+0.00058443j -0.000685985+0.00276895j 0.0016548+0.000834076j -0.00113935+0.00196787j -0.00257557-0.00278135j -0.000246432+0.000879789j 0.00261871-0.00186347j 0.00431578+0.00141796j -0.00205433-0.000185071j -0.00241521+0.00251675j 0.00411382-0.000655692j 0.000599314+0.00136393j 0.00214827+0.000153749j -0.00178528+0.000630721j 0.000697003+0.000806392j -0.00300499-0.000461961j -0.00105774-0.00153508j -0.00175905-0.00204994j -0.00172367+0.000453362j 0.00166705+0.00239513j 0.00159046-0.0026859j -0.00161297+0.000597302j -0.000787837+0.000276198j -0.00125728+0.00304913j -0.000276092-0.00166545j -0.000863355-0.00199333j 0.00132369+0.00295191j 0.000129406+0.00207995j 0.000746289-0.000144701j -0.000107036+0.00252622j 0.000844305-0.00249651j -0.000224909+0.00117583j -0.000298374-0.000569016j 0.000293714+0.00164473j 0.00125166-0.000334453j 
-0.00237479+0.000213101j -0.000494116-0.00207723j 0.000111653+9.89877e-05j 0.000156796+0.000505562j 0.00104497+0.00176206j 0.000865085-0.00093941j 0.000219783+0.00115104j -0.000209433-0.00249054j -0.00111892-0.000381771j 0.000623023+0.00198131j -0.000796688-0.00174785j -7.61217e-05-0.00303977j 8.20259e-05+0.00101177j -0.00193032-0.00270253j 3.19518e-05-3.91785e-05j -0.000247717+0.00330203j 0.000183382+0.00142811j -0.000327622+0.00040695j 0.00257673-0.000627528j 0.000375944-0.00149736j -0.00297195-0.000581818j 0.00157123-0.00314091j 0.00257265+0.000989631j 7.59853e-06-0.00264571j 3.91129e-05+0.0011374j -0.0018433+0.000366374j -0.00125036-0.000907765j 0.00151687+0.0020067j 0.000821907-0.00172069j 0.00242032-0.00132991j -0.00147748-0.000559612j -0.00100565-0.00182587j 0.00269133+0.00447818j -0.00176642-0.000144093j -0.000568944-0.00116843j -0.00145492+0.000649163j -0.000784711-0.00225744j -0.006525+0.00177741j 0.0026005+0.0023201j 0.00134135+0.000953213j 0.00377239-0.000460864j 0.000453637-0.00115643j 0.000256791+0.000951961j -0.000819234+0.000718349j 0.000286813+0.000783053j 0.00393797-0.00173456j 0.000680979-0.00102267j -0.000892368-0.00442649j -0.000835093+0.000664329j -0.00318214+0.00814354j -0.000982483-0.00339097j -0.00139139-0.000111601j 0.000407595-0.000109567j -0.00670637+0.000416036j 0.00246713-0.000415381j 0.00389876-0.000279045j -0.00244786+0.00051845j -0.00296329-0.000895156j -0.002758+0.00232178j -0.000550592+0.000741523j 0.0019225+0.00225447j -0.000159346-0.00537494j -0.000872605-0.0054714j 7.9557e-05-0.00128627j 0.00108866+0.00306359j 0.00269426-0.000388342j 0.00197587+0.000450088j -0.00557767+0.00267619j 0.00272688-0.000384527j 0.000992854+0.00199312j 0.00247406-0.000271732j 0.0035557+0.00118753j 0.00217453-0.00410832j 0.00113153+0.00158893j 0.000300216+0.000225031j -0.000329809+0.00276584j 0.00233392+0.00061684j 
0.000291221+0.000768769j -0.00113209+0.000530422j 0.000593917+0.000657597j 0.000173265-2.30132e-05j 0.000525934+0.00185238j 0.000627119-0.000533174j 0.00136992-0.000727833j 0.00228161-0.000999658j -0.0018505-0.00217742j -0.000833622+0.000341021j -0.000198764+0.00122884j -0.000881927-0.000695079j -0.000695204-0.000297903j -0.0018614-0.000124337j -0.00100432+0.00235255j -0.0016815+0.000940221j 0.000254545-0.00335832j -0.0012471-0.00183222j 0.00176943+0.00044039j -0.00120426+0.00204545j -1.79666e-05+0.00161991j -0.00162877-0.000290353j -0.0013854+0.00127973j -0.00113497-0.00242928j 0.000779336+0.0018528j 0.00150707-0.0014207j -0.00165003-0.00336341j 0.00135726+0.00130993j 0.00341212-0.00235551j 0.00071695-8.26591e-05j 0.00121868-0.000284075j 0.00129849+0.00207761j -0.00108845+0.00388899j -0.00230574+0.00196487j -0.00136032-0.0019763j -0.00100676-0.00198641j -0.000337968-0.00158771j -0.00253033+0.000798438j -0.00145538-0.00136962j -0.00010905+0.00377944j 0.00194014-0.000536244j 0.00321446-0.000729419j -0.00269532-0.00253036j 0.00261805+0.00169375j -0.00100533+0.000892328j 0.000639342+5.19476e-05j -0.00353445+0.000109972j -0.00191043-0.000309235j -0.00116525+0.00225911j 0.0031699-0.0028283j -0.00195701+0.00392633j -0.000909124-0.00028404j -0.00268818-0.00491146j 0.0050534+0.00357216j -0.00107509-0.00201277j 0.000962556-0.00118859j 0.000838592+0.0018981j -0.000632723+0.00165918j 0.00249726-0.00201121j -0.00155193+0.00262214j -0.000898478+0.000472442j -0.000497822+0.000796859j -0.00365826+0.0020416j 0.0015318-0.0025987j -0.00201193-0.00278929j -0.000853773+0.00100575j -0.00131143-0.00136939j 0.000763924-0.00125276j -0.00390258+0.00261494j -0.000174817+0.000646934j 0.00119386-0.000176281j 1.40552e-06+0.000154401j 0.0027591-0.00109013j -0.00119503+0.00059872j -0.000180765-0.00107776j 0.00115999+0.00114137j 0.000896392-0.00095517j 
-0.000883762-0.000326614j 0.000417614-0.000330958j 0.00197886-3.52199e-05j -0.00028863-0.00102079j 0.00180155+0.000296125j 0.000522443-0.00133887j 0.00246687-0.000793881j 0.000268022+0.00109746j -0.00125924+7.32412e-05j 0.000933507+0.00178049j 0.00138276+0.00140815j -0.00290435+0.00104018j 0.00187875-0.00225855j -0.00165411-0.000994876j 0.00112391+0.00092393j -0.000667295-0.00152875j -0.000410895-0.00541317j -0.00148876+0.000200325j 0.00221627+0.000542847j 0.00108088+0.000592023j -0.00184928+0.00099602j -0.00329597-0.00117893j 0.00105697+0.0020623j -0.00159585-0.000731989j 0.00255761+7.62215e-05j -0.000388665-0.00191368j 0.00108104-0.000261146j 0.000431062+0.00259094j 0.00234373-0.00181051j -0.00151086+0.000461341j 0.00145961+0.000349129j 0.000429363-0.000951384j -0.0024205+0.00142072j 0.000761898-8.9765e-05j -0.00188294-0.00178517j 0.00124676-0.00114967j -0.00147513-0.000749381j -0.00228692-0.00221778j -0.000119253+0.000873714j 0.000265053+0.00195994j 0.000260535-0.00150691j 0.0016412+0.00100884j 0.000266755-0.00259815j 0.00135788-0.0020404j -0.00157748-9.18338e-06j 0.000872792-0.00135704j -0.00207436+0.000669436j 0.00094043+0.000681771j -0.00283522+0.00171773j -0.000691724-0.00161191j -0.00063309+0.00037426j 0.00189066+0.00298898j -0.00298085-0.00138149j 0.00111499+0.00220919j -0.00285537+0.00119624j 0.00112245-0.0031265j -1.97107e-05+0.00136539j 0.0016907-0.000164519j 0.00131051-0.000585017j -0.000613831-0.000200658j -0.00210087-0.000513499j -0.000353191+0.000597107j -0.00195095+0.00247891j 0.00383848-0.00174824j -0.00341746-0.00265246j 3.07339e-05+0.000580257j -0.000825253+0.00071482j 5.9167e-05-0.00100213j -0.00195458+0.00138375j -0.00156361+0.000752375j -0.00073177-0.00088934j -0.000321855-0.000327874j -0.000832864+0.00119207j 0.000166606+0.000332219j -0.00132161+0.000944171j 0.000373773+0.000298711j 0.000682429-0.000137881j 
-7.99749e-05-0.000979213j 0.000930352+0.000292285j 0.00209653-0.0013743j -0.00144791-0.00171876j 0.00268589+0.000756465j -0.000564069+0.000466169j 0.00205958-0.00102021j -0.000651724+0.00151072j -0.00256468+0.00109958j 0.00124755-0.0011331j 0.00016672-0.000611894j -0.000927984+0.00237103j 0.00193107+0.00207822j -0.00285947-0.00108625j 0.000312041+0.000998971j 0.00312244-0.000168169j -0.000868202+0.000272835j 0.00453021-0.00333783j 0.000100882-0.00172087j -0.00111662-0.00163573j 0.00285465+9.69405e-05j 0.00241057-0.000635288j -0.000837433+0.00219466j 0.00132986-0.00262104j -0.0036837-2.52032e-05j 0.00282419-0.00604478j -0.0011326-0.00241262j 0.000171729+0.000461437j 0.00265469+0.00189938j 0.0013781-0.000381966j -0.00436175-0.00117092j -9.44599e-05+0.00354668j 0.000576563+0.00146711j -0.00430029+0.000830727j 6.58009e-05+0.00144082j -0.00214346-0.00123124j 0.00182065-0.00026223j 0.00565515+0.000587352j -0.000836524-0.000573186j -6.9506e-06-0.00060769j -0.000310126+0.0035325j -0.000554461+0.00160471j -0.00187013+0.0033037j -0.00048866+0.00170293j 0.00159911-0.000272924j -0.00372542+0.00431535j 0.0018042+0.003852j 0.00387187+0.00112852j 0.00112483+0.000607413j -0.00411732-0.00274041j 0.000471549+0.000745443j 0.0028574-0.000678833j -0.00186664-0.00020436j 0.0012936-0.00441599j -0.00366658+0.00403292j 0.00263213+0.000505007j -0.00112597-0.000921966j 0.00267544+0.0040805j 0.000812079+0.00359565j 0.00162931+0.000635311j -0.000708357+0.0019092j -0.00215736+0.00284173j -0.00266911-0.00366878j -0.00082101+0.003354j 0.00170242-0.00347289j -0.000256856+0.00106189j -0.00112302-0.00108217j 0.00125464+0.00166322j -0.000429443-0.00173103j 0.00132303-0.000613864j -0.000801066-0.000977678j 0.000480242-0.00284276j -0.00153422-0.000216431j 0.000927597-0.000441245j -0.00059496+9.79939e-05j 0.000126575-0.00105339j -0.00090079+0.000288808j 
-0.000826548-0.000521504j 0.000592777-0.000899071j 9.39277e-05-0.00103576j -0.000901504-0.000335482j -0.000485762-0.000573539j 0.000195893+0.00024132j -0.00119438+0.000900578j -0.00168542-0.00144102j -0.00136655+0.000722127j -0.000875212-0.000436876j 0.00131656+0.00170616j -0.000408149+0.0022059j -0.00121435+0.000847058j 0.000283605+0.00161652j -0.000789058-0.00124973j -0.000425861-0.00352283j 0.00145513-0.00425381j -0.0012607+0.000454151j 0.00120072+0.000249873j -0.000827463+0.000639235j -0.00141657+0.000688059j -0.000308236-0.000586109j -0.00198786-0.000462581j -0.000968036+9.23287e-06j 0.00218024+0.000416544j -5.82269e-05+0.00125631j 0.000601095+0.00141245j -0.00421026-0.00250487j 0.00307118-0.00249016j -0.00186094+0.00269431j 0.00299972+0.00253193j -0.000330393+0.0012904j -0.00287969+0.0016152j 0.00362259-0.00139854j -0.00647493-0.00265584j -0.00293933+0.00110807j -0.00348365+0.000283413j 0.00241309-0.00191025j 0.000241338+0.00324009j -0.000319891+0.00400763j -0.00322438-0.00180093j -0.00018959+0.000126494j -0.000772313+0.00124916j 0.00268941-0.00576336j -0.000258817-0.00460134j -0.00198961+0.00188951j 0.000311763+0.00119295j 2.33107e-05-0.000879804j -0.000673441-0.000220537j -0.003987-0.00250484j -0.00224491-8.61571e-06j 0.0028831+0.00217782j -0.00387461+0.00154768j -0.00312943+0.0015131j -0.00180825+0.000753554j -0.00100615-0.00214478j 0.0018381+0.00220594j 0.000885299-0.00360422j 0.0016845+0.0031782j -0.000311311+0.000798519j -0.00211806-0.00408848j -0.003266-0.00107158j -0.00045091-0.000557391j -0.000388691-0.0011633j 0.00238038+0.0003786j -0.00159755-0.00197296j 0.00319337-0.000515288j 0.0024823+0.000114583j 0.000205885+0.00120887j -2.09717e-05+7.41259e-05j 0.00108935-0.00118449j -9.13166e-05-4.92777e-05j -0.000865391-0.00172577j 9.90771e-05+0.000756395j -0.000573827-0.000621933j 0.000172172+0.00014063j 0.000135083-0.000138345j 
-0.00102096-0.000290313j 0.000784818-0.00114223j 0.000261484+0.000696547j 0.00189517-0.000439141j 0.00121946-0.00435992j 0.0002297+0.000427331j -0.000282593-0.000342429j -0.00280738+0.00132248j -0.000434757+0.00332719j 0.00169951-0.000821359j -7.12238e-05-0.00244662j -0.000477829+0.000983499j 0.00215281-0.000139699j 0.00138764+0.00162969j 0.0025046-0.00311722j 0.00188136-0.00407813j -0.000830398-0.00245341j 0.000491395+0.00191215j -0.000992533-0.00281482j -0.00120376-0.000816133j -0.00118339-0.000596373j 0.000566809-0.00135723j -0.00118292-0.000803889j 0.000759713+0.000749691j -0.000159127-0.00182354j 0.000359676+0.00149515j 0.00046517-0.000499114j -0.00447238-0.00509301j 0.000520714-0.003044j -0.00294419+0.00216778j -0.00173622-0.000722147j 0.00252791-0.00180737j -9.82013e-05-0.000853549j 0.00302742-0.00177359j -0.00237505-0.000502331j -0.00181164+0.00266826j -0.00104911+0.000533331j -0.00379982-0.00390159j 0.00229566+0.000111777j -0.00222667+0.00248347j -0.0022137+0.0021813j -0.00446432+0.00214131j -0.000698753+0.00155602j 0.000554535-0.000270708j 0.000725368-0.00489166j 0.000172097-0.00111892j 0.000570712-0.00181989j -0.00184459-0.00349293j -0.00228612-0.000812408j 0.000562147+0.0036804j 0.00034087+0.000435567j -0.00145856+0.000829898j -0.00228224+0.00051314j -0.00528075+0.00610801j 0.00375523-0.00260659j 0.000569596+0.00193694j 0.00212963+0.00147888j 0.000922843-0.00377976j -0.00386192+0.0033572j -9.52676e-05-0.00299936j -0.00309713+0.000998785j -0.00269027-0.00127446j 4.09797e-06-0.00110655j -2.18339e-06-0.00506882j -0.000727968+0.00341196j 0.000387317+0.000769812j 0.000559266-0.000144542j -0.00345282+0.00115659j 0.00111338+0.00263208j -0.000443468+0.00192567j 0.000981512-0.000351749j -0.000142263+0.00230413j -0.000176737-0.00152317j 8.1821e-05+0.000687161j 0.000538758+0.000255448j -3.11223e-05-6.06316e-05j 7.74527e-05-0.000194982j 
0.000903345+0.000933847j -0.00128545+0.000996698j 2.69013e-05-6.24757e-05j 0.000115765-0.000105651j 0.000623748-0.000349326j 0.00139161+0.000893075j 0.0001136-0.00149766j 0.00152652-0.000484559j -0.00074723+0.000328847j -0.000309378+0.000681857j 0.00127092-0.000662355j 0.000696777+0.00210637j -0.0019928+0.000893349j 0.000187413+0.000841081j 5.61555e-05+3.94465e-05j -0.00112643-0.00124649j -0.00163813-0.00442782j -0.00116887-0.00280348j 0.00173158+0.00353785j 0.0010765+0.00264693j 0.00379458+0.000229565j -0.000314544+0.00310424j -0.00301183+0.000111047j -3.95272e-05-0.000469053j 0.00233081+0.000459697j 0.00116157-7.56016e-05j -0.00263257-0.000946343j -0.000481739-0.00263645j 0.000882521+0.000447464j -0.00143647+0.000731398j 0.00121084+0.00167594j 0.000902092+0.0031157j -0.00405644-0.00199664j 0.00200955-0.00126292j -0.000835852-0.00133699j -0.00223469-0.00342375j -0.00172109+0.00144946j -0.000748085+0.00341455j -0.00254731+0.00113317j -0.00243017+0.000801472j 0.000758626+0.000394296j 0.00240494-0.00228086j -0.00138524-0.00112701j 0.000292326+0.00195766j -0.000829692+0.000132438j -0.00171989+0.00228667j -0.00341905-0.000673375j -0.000433221+0.000985431j 0.00359963-0.00112468j 0.00494167-0.00366968j -0.000988464+0.0013185j -0.0011975-0.000972619j 0.0013682-0.00237986j 0.00492891+0.00122223j 0.00293506-0.00125029j -0.00289918-0.00146363j 0.00204439+0.00150683j -0.00165622+0.00112701j 0.00306319-0.00433376j -0.00177499+0.00143972j -0.00198648-0.000756642j 0.00167096+0.00503591j -0.00244287+0.0012236j -0.00084465+0.00067947j -0.00257937-0.00211904j -0.00173248+0.00316477j -0.00144493-0.00236594j 0.00211076-0.00367869j -0.00102278+0.00334122j 0.00118902+0.000966957j 0.00050903-0.000667905j -0.000313706+0.000989935j 0.00011375-0.00246628j -0.000631632+0.000214599j -0.000101272-0.0013119j 0.000710586+1.83795e-05j -0.000327603-0.000447186j 
7.0822e-06+0.000373162j -0.000230209+0.000114656j -0.000338662+0.00100602j 0.000553721+0.000371761j -0.000546601+0.00031063j 0.000203501+6.76533e-06j -0.000702024-2.71592e-05j 0.000658611+0.000754627j 0.00295377+0.000177494j 0.000152946+0.00118753j 0.000821031+0.000735639j 0.000458598+0.000450682j 0.00110964-0.00183241j 0.000303399-0.000617094j 0.000162182-0.00125339j -0.000460167-3.94804e-05j -0.000743503+0.00124169j -0.000733625+0.00129426j 1.22955e-05+0.0043454j 0.00346273-0.00142565j -0.000269189-0.00106539j -0.00162516+0.000199029j 0.00336835-0.000723218j 3.67157e-05+0.00169698j 0.00171939+0.00013962j -0.00153559+0.00121968j 0.00286611+0.00396342j 0.0011076+0.00268248j -0.00389629+0.00282512j -0.00160433-0.000510287j 0.00171611+0.000978957j -0.00351016-0.00307542j 0.000215148-0.00521669j 0.00191023-0.00139234j 0.00179581+0.00171559j 0.00366712-0.000107495j 4.19767e-05+0.00220955j 0.000331511+0.00208718j 0.00201533+0.000955887j 0.000336458-0.00459888j 3.82411e-06-0.00200955j -3.19421e-05-0.0010829j 0.00478024-0.00109197j -0.00193871+3.55282e-05j 0.000223727+0.00322994j 0.0010019-0.00107236j -0.000207198-0.00245332j 0.00180741+0.00205427j 0.000720838-0.00184365j 0.00106402+0.00332156j -0.000777582-0.00505434j -0.00137496+0.00339513j 0.00502657+0.0023016j -0.00314263-0.00208879j 0.000386884+0.000726627j -0.00104569-0.000107242j -0.00185264-0.00159364j -0.00116541-0.00165077j -0.001036-0.00226872j -0.000115108-0.0024525j 0.000537235-0.000508924j 0.00337829-0.000452718j 0.00324103-0.000639696j 1.25867e-05+0.00210266j -8.40993e-05+0.00193542j 0.00175585+0.000554197j 0.000840952+0.00155146j -0.00142035-0.000229161j 0.00370954+5.03612e-05j 0.000849575+0.000819385j -0.00182872+0.000305732j -8.7955e-05+0.000183199j -0.00303739+8.54596e-05j 0.000650286+0.000432645j -0.0011274+0.000558354j 0.000166978+0.000371008j 0.000659074-0.00010981j 
0.000949798+0.000441597j -0.000698509+0.00104192j -0.000481663-8.31089e-05j -0.00126521+0.000485329j -0.0015993+0.00339788j -9.81997e-05+0.00016143j -0.00088436+0.00104676j 0.00195898-0.00122951j 0.00165033-0.00301927j -1.10045e-05+0.00219754j 0.00162405+0.00295021j 0.000609532-0.0005979j -0.00112134+0.000953047j 0.00040103-0.000752002j -0.0019726+0.000579859j -0.00143566+0.00176859j -3.77525e-05-0.000391187j -0.0019659+0.000926147j 0.00112653+0.00327119j 0.00287817+0.00118115j -0.00201244+0.00229552j -0.0030505+0.000758054j 0.00389764-0.00268478j -0.00241962-7.46304e-05j 0.00232324+0.000755978j -0.00126002+0.00387539j 0.00129743+0.00338636j 0.0015642+0.00130306j -0.000337853+0.0038171j -0.00321092+0.000862984j 0.00506784+0.00222987j -0.00337274-0.000291095j -0.00211842+0.00181279j 0.00377308+0.000249811j -0.00295809-0.000475447j -0.00149742-0.00332971j -0.000835168+0.00203812j 0.00215276+0.00232869j 0.000765212+0.00261901j 0.000357059-0.00109173j -0.0040539-0.00644216j 0.00124788-0.00200975j 0.00138172+0.000448242j 0.00113248-0.0042661j -6.60476e-06+0.00168904j 0.00127554-0.00153036j -0.000684263+0.00126175j -0.000288424+0.000711625j -0.000453272-0.00100881j -0.00107063-0.00138777j -0.00318339-0.00103716j 0.00324941+0.00178952j 0.00182508+0.00303607j -0.00413629-0.00110631j -0.00285574-0.000230598j -0.00172159-0.000605257j -0.000437334-0.00140433j 1.64366e-05-0.00130302j 0.00257736-0.00134339j -0.00302442+0.00198749j 3.82012e-06-0.00499865j 0.00147715-0.000578564j 0.00166237+0.002013j -0.00103521+4.0938e-05j 5.09258e-05-5.03528e-05j 0.000779626-0.00327186j 0.00326697+0.00134947j 0.00142898-0.00132796j 0.0016776-0.000219331j 0.000408608+0.000776287j -0.000817668+0.000416016j 3.30023e-05-0.000140695j -0.00162637-0.000401002j -0.000660127+0.000182258j -0.000737305-0.000947262j 0.000267672-0.00048406j -0.000497308-0.000141128j 
0.000847225-0.000637089j 0.00061007+0.000373312j -0.00189965-0.000732715j -0.000788087+0.0012613j -0.00292085+0.000678524j -0.00079158-0.000704017j -0.00110059+0.00238009j -0.00172019-0.00148507j 0.000526574-0.000773013j -0.00233583+0.00021833j 0.00134441+0.00214101j -0.000358502+0.000182173j -0.00316644-0.00040271j 0.00164799+0.000473458j -0.0008812+0.00099184j -0.00383294-0.00148854j 0.00432184-0.00256268j -0.00206067+0.00251977j 0.00192296-0.00149407j -0.00217457-0.00136553j -0.00230596+0.000141529j -0.000142052+5.55671e-05j -0.00217557+0.00134814j 0.00145697+0.00121748j 0.00212022-0.000978975j -0.00217914+0.000251591j 0.000509686+0.000630636j 0.00164512+0.00128948j 0.000537644-0.0046257j 0.00575681-0.00328024j 0.00290749-0.00188982j 0.0015736+0.00319856j 0.000134751+0.000579306j -0.00121505-9.37212e-05j -0.000443525-0.000424385j 0.00324056+0.00100514j -0.00232231-0.00157153j 0.0018168-0.00224633j -0.00182729+0.00104014j 0.00268381+0.00176858j 0.000359353-0.00125179j -0.000721963-0.00168897j -0.00404229-0.00112355j -0.00115543-0.00507725j 0.000227761-0.00202724j 0.0020343+0.000472995j -0.00154205+0.00104051j 0.00109508+9.95858e-05j -0.000695268+0.000660192j -0.00229771-0.00269915j 0.000927479+2.55859e-05j 0.00342362+0.0027904j -0.00304695+0.000293701j 0.00138133-0.00206949j -0.0020455+0.00267595j -0.00228577-0.00269468j 0.00106816+0.00265749j -0.00286098-0.00057775j 0.00187131+0.000165862j 0.00167337-0.00142267j 0.00128119-0.00431567j -0.00202012-0.00465261j -0.000922213-0.00182347j 0.00230858+0.000179012j 0.00294463-0.000614602j -0.00131949-0.00260713j 0.00225533+3.12883e-05j 0.00384382-2.50132e-05j -0.0020095-0.00153937j -0.00177441-0.000781183j 8.94037e-05-0.000498502j 0.000106982-8.03701e-05j 0.000817988+0.00165453j 0.000497784-0.000342263j 0.000531224+0.000723546j -0.000295232-0.000292686j -0.000442917-4.57165e-05j 
