0.0101584-0.0156284j -0.131605-0.106494j -0.0203804-0.136779j -0.0198411-0.00495881j 0.00520999+0.0409507j 0.0280124+0.0729892j -0.0106885-0.0418888j 0.0338763-0.0433649j 0.0215783+0.00707221j -0.00958959-0.0193889j -0.0189974+0.0222098j -0.00942366-0.0213308j 0.00155433-0.00515688j -4.64762e-05-0.0605204j -0.0104508-0.00308016j 0.000662393+0.0141808j 0.00594427+0.00977792j -0.0115742+0.0210339j 0.0196834+0.0114352j -0.00915268-0.00828973j 0.0236148+0.00816803j 0.00915414+0.0379798j 0.011713-0.00341785j 0.00238846-0.0249316j -0.0162061-0.00666031j -0.00285064+0.0100227j 0.0261452+0.00690588j -0.00155658-0.0190247j 0.01549+0.0137877j -0.0140595-0.00453987j 0.0145633+0.00417136j -0.000885949-0.00350093j -0.00236935-0.0202273j -0.000737771-0.0055927j 0.00260806+0.0142304j 0.018176+0.000732355j -0.011976+0.0149685j -0.00542878+0.00108534j 0.00347342+0.000548363j 0.0136227-0.000115513j -0.0209425-0.00603215j 0.000639582-0.0143844j 0.0227608+0.0116848j -0.0130315-0.00503188j 0.00744623+0.00939045j 0.0150172-0.0149968j 0.00038233+0.00767759j 0.0270961+0.0205996j 0.0328599+0.00559132j 0.00555929+0.00475768j -0.0110001-0.0107903j 0.020788+0.0269694j -0.0128761-0.000639388j -0.0109182-0.027351j -0.00115458-0.00306962j -0.0287538-0.0192163j -0.0693991-0.0285459j 0.00926525+0.0416382j 0.0091269+0.0281943j -0.0395003+0.0190539j 0.00327475-0.0388096j 0.0486785-0.0230769j -0.0166239-0.0800272j 0.0315186-0.0663065j 0.102538+0.0230352j 0.412059+0.0895106j -0.0180784+0.338574j -0.0134663+0.0210286j -0.180472+0.160068j 
-0.0138551-0.0262714j 0.0128975+0.0268167j 0.0135193+0.0530997j 0.0119822-0.0705531j -0.0126626+0.0170576j -0.0211638-0.0294057j -0.0206487-0.0191932j 0.00483852-0.0278783j -0.0177153+0.010891j -0.0266794+0.011798j -0.0250265+0.0121853j -0.0367834-0.0230952j -0.0160595-0.0487464j 0.00311993+0.0503972j -0.00448861+0.0159912j -0.023678-0.0552137j 0.00729809+0.0110468j -0.000416762-0.00426265j -0.0946273-0.00554615j 0.140251-0.0382184j -0.0108658-0.0428827j 0.0171457-0.0703345j -0.00763644+0.0160935j -0.00443198-0.0311727j -0.00446061+0.0284599j -0.0254113+0.0902772j -0.0259814-0.0535838j -0.0372914-0.0111159j -0.0494069-0.0730457j 0.0314816-0.00282882j -0.123515+0.0202954j 0.076317-0.00794606j 0.000532065+0.102876j -0.0287055+0.0274719j 0.125078+0.0605824j 0.0796075-0.0627707j -0.048635+0.0516954j -0.0384303+0.0120518j -0.0357346+0.0059696j 0.0397493-0.102145j -0.0406571+0.0167914j 0.00249405-0.0418888j 0.000565596+0.0871735j 0.0708066+0.176647j 0.0124426+0.0117214j 0.0287039-0.00125373j 0.0285011+0.0704789j -0.0344141-0.0252529j 0.0735206-0.0636162j -0.0209458+0.0404679j 0.072267+0.0431971j -0.0373688+0.0719272j -0.021487+0.0287396j -0.112203-0.0361891j 0.0186747-0.00540291j -0.031395+0.02232j -0.0244944-0.0402665j -0.0386134-0.109001j -0.133523-0.0458563j 0.0688192+0.02429j 0.071814-0.0253388j 0.0104666+0.109701j -0.0351195-0.0419333j -0.0967826+0.128575j 0.137058+0.0336104j -0.0381233+0.00532168j -0.0750954+0.0477219j 0.0117372+0.0387814j -0.0233407+0.0570081j 
-0.00750761+0.0102915j -0.0357851+0.0145627j -0.00480775+0.0456161j 0.0332634-0.0181148j 0.0231019+0.0128592j 0.0268921-0.0694863j -0.0141412-0.0279402j -0.0878503+0.0385989j -0.0118507-0.0299914j 0.0282178-0.00605745j -0.0120464-0.0194525j 0.0510366-0.013197j -0.01841+0.0288463j 0.092375-0.0445836j 0.0220488-0.00139639j 0.0626956-0.0327664j -0.0135011+0.0013613j 0.0237667-0.0145207j -0.0730954-0.00690121j 0.0214382+0.0715742j -0.0711182-0.0305283j -0.00460332-0.0418138j -0.0269636-0.0291903j 0.00871984+0.0567681j 0.00343019+0.000421654j 0.0371748-0.0338603j 0.0523725-0.0208521j -0.0235891-0.0294121j 0.0140692+0.0140943j 0.058022-0.0154045j 0.0437853+0.0659301j -0.0385677+0.0695664j -0.00770559+0.0947396j -0.0211563+0.046639j -0.00808778-0.00848405j -0.00204759+0.0184813j -0.0432638-0.00141538j 0.00830302-0.0469792j -0.0622338+0.086652j -0.0228903-0.0728081j -0.0513486-0.0791346j -0.0083622-0.0107793j 0.0232328+0.0213244j 0.0751803-0.0984012j -0.0964208-0.0829709j 0.00826663-0.0630733j 0.0772654-0.12923j -0.142173+0.00218332j 0.12629-0.0624915j 0.0737764-0.0503219j -0.127626+0.0201932j -0.0228654-0.0134611j -0.10456-0.126062j 0.035389+0.0423363j -0.0422671-0.0122103j -0.0154139+0.0885313j -0.183791-0.00286521j -0.024523-0.20721j -0.0957946+0.172988j -0.126075-0.103497j 0.0466928-0.0166671j -0.175295-0.101965j 0.0635306-0.113027j 0.0275778+0.0168798j 0.0104405-0.00363753j -0.000947734+0.0177781j -0.0426731+0.0654234j 0.0481908-0.0168046j -0.0139408+0.0106722j 
0.00049846+0.0268048j 0.0198539+0.00176936j 0.00729511-0.00177639j 0.0241472-0.0424277j -0.0156668+0.00634432j 0.0194135-0.0360764j -0.0268699+0.0368695j -0.0362302-0.00995089j -0.00923885+0.0371666j 0.0223757-0.0145924j -0.078262-0.0431956j -0.0428353-0.0482087j -0.00743439+0.0315145j 0.0846822-0.0193136j -0.0353166-0.0132377j -0.013731-0.0709041j -0.0393131-0.0395015j 0.00126125+0.00823097j -0.0179686-0.0478796j -0.0509445-0.0296997j -0.0274674+0.0259358j 0.0426258-0.0290371j -0.0867127+0.071262j -0.0610319-0.000326721j 0.0386205-0.0308115j 0.0610877-0.00703872j -0.0432678-0.0241464j -0.0665377-0.00181614j -0.0348334+0.0125747j 0.00196098+0.0241269j 0.0059387+0.0147108j 0.0231203-0.0526761j 0.0108054+0.0663158j 0.0106884+0.0266393j -0.0219892-0.0543152j 0.068604+0.0253907j 0.0304453-0.0571303j 0.0540906+0.0114446j -0.0735093-0.0534133j -0.0373611+0.161591j 0.0450261+0.0698484j 0.00327583+0.0282673j 0.0117072+0.013848j -0.0645113-0.00819977j -0.0335025-0.137921j 0.0166663-0.0434335j 0.131543+0.0775781j -0.00877252+0.00757893j -0.0480408-0.00324463j 0.201237+0.0102173j 0.0854117+0.0831122j -0.0670936+0.0206171j 0.0760581+0.076309j -0.0106467-0.00210557j 0.00351977-0.00960568j 0.0206294-0.13145j 0.00335258+0.0715629j -0.0247539+0.0186554j 0.195171-0.0220099j 0.0085153-0.0176799j -0.0544391+0.138365j 0.00605214-0.037683j 0.116606-0.00773336j -0.0260894+0.150618j 0.00944551-0.00366429j 0.0430414+0.0251746j 0.0107471-0.0221984j 0.0171099-0.0193803j 0.0150192-0.0452612j 
-0.00346551-0.0346064j 0.0198387+0.00875727j -0.0151062-0.0221089j -0.0290338-0.00628109j 0.00979667-0.0659681j 0.0466322+0.0193579j -0.0345849+0.0405221j -0.000923541-0.0448691j -0.0775862+0.0397728j 0.0366829+0.00995575j 0.0439943+0.0340808j 0.0106176+0.0455205j 0.00590475+0.00363822j 0.0226252-0.00498704j -0.015481+0.0140509j 0.0601403+0.0266999j 0.00274666-0.0109673j -0.0465028-0.0339837j -0.00826155-0.0700177j 0.098562-0.00328182j 0.0226926+0.00915371j 0.025046+0.113103j -0.0376922-0.00235686j -0.0730199-0.0533764j 0.0438424+0.00985292j -0.0573314-0.0773935j -0.00245793+0.0109792j 0.00546673+0.00282748j -0.046413-0.00339629j 0.0100763-0.0303439j -0.0262387-0.0105787j 0.0458941-0.0765928j -0.0857078+0.00199306j -0.0459693-0.143326j -0.126012+0.0355687j 0.077539+0.019988j -0.0964869-0.0521824j -0.0339958-0.118616j -0.0209871+0.00377543j 0.107408-0.043655j -0.00649259-0.0424215j -0.00123084-0.0530545j 0.0521825-0.0416394j -0.0807591+0.0575977j -0.0757902+0.011011j -0.0731217-0.0796625j 0.0255885+0.0551724j -0.0392603+0.120078j -0.0304357+0.0910838j 0.0713825-0.0450844j -0.0967351+0.0308241j -0.0179434-0.103785j 0.0575054+0.0790688j -0.0315196+0.0354039j 0.0582334-0.0473899j -0.162039+0.107748j 0.0265343-0.148118j -0.00816873+0.0337475j -0.0270558-0.00978104j -0.108948-0.155265j 0.0606169-0.166419j 0.124238+0.0492425j 0.0031133-0.0255398j 0.00597319-0.0494131j -0.00218044-0.0412195j 0.074003+0.0176104j 0.0511611-0.0209474j 0.00109649-0.00538566j 0.0188328+0.00703197j 
-0.01744-0.00714595j -0.0229146-0.0120839j 0.0579016+0.0361203j 0.0285892-0.0060445j 0.0379417+0.0446573j 0.00462021-0.0740268j -0.034146-0.0318059j -0.0236916+0.0572877j 0.0405169-0.0793459j -0.0207027-0.0273551j -0.0818587+0.107601j 0.0263543-0.00106243j 0.0221715+0.00483199j 0.0249079-0.0386307j -0.0366602-0.0350095j 0.0709629-0.0219743j -0.0198097-0.0578517j -0.102988+0.0591242j -0.0289738-0.00987103j 0.0201819+0.0068059j -0.0544133-0.0769536j 0.0609283-0.0580937j 0.0180885-0.0232419j -0.0143421+0.0510746j -0.0140328-0.0148624j -0.088858+0.0238659j 0.0122832-0.0165545j -0.0138917+0.0177738j 0.0150931+0.0449584j -0.0341835+0.00309648j 0.0418616+0.0313903j -0.0145122+0.0405889j -0.00820101-0.112227j -0.0512699-0.0456956j 0.0127439+0.033163j -0.0929963-0.0626483j -0.0558626+0.0258234j -0.0528438-0.0148291j -0.0478212+0.064273j 0.00406029+0.00232527j 0.0689202+0.0173439j 0.0445961+0.0756503j -0.0371851-0.10071j 0.0709211+0.0342824j 0.0332306+0.0338689j -0.0345727+0.0152365j 0.0320183+0.0869972j 0.0991435-0.0444967j 0.056378+0.075232j 0.116557+0.00306151j -0.0686833+0.0818012j -0.0271767-0.0581955j 0.0178279+0.0315765j -0.101329-0.0080372j 0.11011-0.0409776j 0.0259943-0.0966053j 0.100272-0.082973j 0.122922+0.0704556j 0.00329614+0.055602j -0.0381223+0.00865619j 0.0577021+0.103497j -0.109744-0.0469913j -0.0159429-0.0222161j -0.0367069-0.0244104j -0.0230352+0.050965j -0.0720326-0.0102146j -0.00882722+0.00734749j 0.00923247+0.025082j -0.0327442-0.00808133j 
0.000581693-0.00515216j -0.00439471+0.0019286j 0.00667587+0.00104905j -0.0231361-0.00519333j 0.0153136-0.00587588j 0.0296311-0.00432601j 0.00749679+0.0107494j -0.0203005+0.00470805j -0.00347462-0.0271423j 0.0591701+0.0144065j 0.0136371-0.0329945j -0.00333226-0.0381966j -0.0142521+0.0402914j -0.0129986-0.00694492j -0.0233393+0.00707739j 0.0390183-0.0393852j -0.0631501-0.00243656j -0.0646379+0.0307047j -0.014346-0.0165625j 0.022191-0.0863907j -0.0479702-0.0234636j 0.0187206+0.0292482j -0.0508744+0.00708935j -0.0264352+0.0534548j -0.00413283+0.00808416j -0.0189924+0.00096636j 0.0582977-0.054473j -0.010446+0.0319322j -0.0986383-0.0300015j -0.0639204-0.0716747j -0.0672998-0.0444259j -0.0761269-0.0411945j 0.0134666-0.0600159j 0.063389+0.0444262j 0.0961915+0.0478492j -0.0137606-0.0370078j 0.0600613+0.0718844j -0.0891247+0.043119j 0.0649262+0.066879j 0.00729656+0.0245528j -0.0875812-0.0685221j 0.218022+0.0210909j -0.0478408-0.0140661j -0.135521-0.0826903j 0.0878979-0.0201477j -0.196613-0.0588034j -0.00342371+0.0584566j 0.0021498-0.0963945j -0.125602+0.104725j -0.0783084-0.130651j 0.070831-0.0146226j -0.0460459+0.0373707j -0.0383821+0.0543993j -0.00988844-0.1046j -0.134386+0.0648316j 0.0444951-0.0423845j -0.00983694-0.156302j 0.142361-0.116117j -0.0365167-0.144676j 0.0306554-0.0636191j 0.00752965+0.0418995j 0.0452735-0.0135516j 0.00391777+0.0215385j -0.0128811-0.0102138j -0.0173763-0.0268108j 0.025724-0.00360372j -0.0153827+0.00850771j -0.00689564+0.021837j -0.0213953-0.0107134j 
-0.00367357-0.0380151j -0.00318945-0.0198314j 0.0306262-0.0465585j 0.0117591-0.0246841j 0.00689437-0.0170077j 0.0518888-0.0114542j -0.0566683+0.0811192j 0.0421488-0.0555731j 0.00331252-0.0374067j 0.00884497+0.0670432j -0.0494067-0.0186924j 0.059922-0.0590035j -0.0557201+0.000735559j 0.0583932-0.0621519j -0.0424327-0.00374177j -0.03439+0.00164083j 0.0141566+0.0808243j 0.0328401+0.0279146j 0.0292328-0.0143375j -0.0147432-0.0345562j 0.0709294-0.0663397j 0.026589-0.0305553j -0.0556695-0.0260358j 0.0397468-0.0495692j 0.065357-0.0282321j -0.00148122+0.0195466j -0.00765237-0.0424685j 0.00912113+0.0352184j 0.0262246-0.0190233j -0.00850489-0.0511007j 0.0385983+0.0185752j 0.029794-0.040796j -0.0195316-0.0504824j 0.0678365-0.012794j -0.0207101-0.0288904j 0.00485863-0.0200075j 0.0347219+0.0805321j 0.0385394-0.0282474j -0.0930429-0.0257069j -0.0588404-0.133527j -0.0318933-0.0306119j -0.00517239+0.088753j 0.0441482+0.00373924j 0.0697595+0.00626999j 0.0108856+0.195498j -0.00972049+0.0309674j -0.0853421+0.0797429j 0.0965477-0.0330098j 0.0056854-0.0800946j 0.0161186+0.0183959j -0.186149-0.0879106j -0.079686+0.0593717j -0.0812407-0.135964j 0.0497705+0.0954427j 0.0402032+0.0219862j 0.0503968-0.069708j 0.0856209+0.00387686j -0.103488-0.0476536j -0.105507-0.0242376j 0.116932-0.0692788j 0.0347864+0.0732076j -0.0126103+0.121455j -0.0209147-0.0287675j 0.0449143+0.0579245j -0.0484284+0.0259794j 0.00943298-0.0566574j 0.0155153+0.00648722j -0.0422171+0.0624415j 0.0100661-0.011055j 
-0.00578974-0.0115367j 0.010742+0.0128369j -0.0466594+0.0125221j 0.00423043-0.0291518j 0.00738818-0.0229018j 0.0187724+0.000123133j -0.0368277-0.00148049j -0.0519808-0.00651463j -0.0662145+0.0540884j -0.00840398-0.0408739j -0.000146079+0.0192222j -0.001502+0.0685209j -0.0426521+0.0505725j -0.0203538+0.0207077j -0.0597087-0.0321576j -0.0226967+0.0504918j 0.022362-0.042781j -0.0112815-0.000991997j -0.0699453-0.0509385j 0.0452284+0.00768083j -0.0756256+0.0238058j 0.00244718-0.0259827j -0.0124565-0.0150188j 0.0450416+0.0189336j -0.0344131-0.0847041j -0.135028-0.0237663j -0.107877-0.0373699j 0.0613837+0.0199626j 0.0153665+0.0189228j -0.0191782-0.0568259j -0.0589423+0.0358106j -0.0216197+0.0105437j 0.0226885-0.112388j -0.0176914-0.0823047j -0.132762-0.0857992j -0.00709486+0.00141662j 0.0751693+0.092943j 0.0847765-0.0597882j 0.0833675+0.0494353j -0.0193743+0.0758283j 0.0463681+0.0819232j -0.0122339-0.0485867j -0.0563063+0.0479506j -0.103393+0.106628j 0.122564+0.000194329j 0.0648302+0.0570351j 0.0533305+0.194993j 0.0198815+0.0990312j 0.0319924-0.129268j 0.0819975-0.0300781j -0.0770272+0.0522451j 0.171401+0.0636469j -0.0601553+0.0730003j 0.0751359-0.0245377j -0.0483527-0.0287153j -0.0470181-0.0062482j 0.077314-0.0177089j 0.0514312+0.0378054j -0.0285241-0.116869j 0.0666403-0.0366416j 0.0217983+0.0736103j 0.0162778+0.0441649j -0.0339506+0.0340363j -0.048254-0.0124913j 0.00273666-0.0780644j 0.0514243+0.0613639j -0.0322079+0.0201378j 0.0223325-0.0220704j -0.00388267-0.00367173j 
0.0200334+0.0228943j -0.0194293+0.0214794j -0.0303826+0.00889142j -0.00441768-0.00201197j -0.0197733+0.0126852j -0.00362284-0.0201294j 0.0174988+0.00423864j -0.0397578+0.0104098j -0.00640931-0.0388821j -0.0385931+0.0784228j 0.035276-0.00226884j 0.0301074+0.0356522j -0.0272634+0.0265503j -0.0182806+0.070696j 0.00668314+0.0870571j 0.0921885+0.0359259j 0.00744952+0.100659j -0.0398642+0.00327771j -0.0166899+0.0286144j 0.0393184+0.0028353j -0.0219504+0.0128075j 0.0231784-0.0442072j -0.00367106-0.056244j 0.0465638-0.0227006j -0.0333703+0.0884477j 0.0640649+0.0970431j 0.0394209+0.044543j 0.113604-0.0255112j 0.07141+0.00256432j 0.080341-0.0601185j 0.0422429-0.00581816j -0.0352452+0.0722693j 0.0113652-0.0220601j -0.0538512-0.0712048j -0.0406432-0.0746295j -0.102859+0.00838739j -0.0455972-0.0885863j 0.0419478-0.00469014j 0.0592143-0.0237848j -0.0119881-0.0035661j 0.0617767+0.134443j -0.0838223-0.0219449j -0.0212388-0.0332468j -0.0179481-0.074139j 0.015616+0.0193047j 0.10002-0.0593988j -0.127548+0.0971948j 0.00374195+0.116168j -0.0872916+0.0104877j 0.070985+0.0186579j 0.0441914-0.0535797j -0.0265716-0.113865j -0.118363+0.0351378j -0.0531157+0.0527627j 0.028879+0.161346j 0.108276-0.0492336j 0.0758443+0.0964157j -0.114695-0.0587694j 0.0324249+0.0412969j 0.0300563+0.0919396j 0.0495904+0.0264292j -0.01267-0.0222777j -0.0653148+0.0138691j -0.00836999+0.00520262j -0.0501984-0.0040806j -0.035554+0.0294584j 0.0119561+0.00866481j -0.00791266-0.039273j 0.00730183+0.00463224j 
0.00285768+0.00559883j 0.0121393-0.0118232j 0.00729888+0.00702953j 0.00469157-0.00342721j 0.00252875+0.00208007j 0.00838938+0.0239101j -0.0139401-0.00197574j -0.00740141+0.0225486j -0.00971919+0.0318817j 0.0356618-0.0412547j -0.00723347-0.0137566j 0.00311871+0.020826j -0.0152369+0.0388537j -0.0263426-0.0137916j -0.0301091-0.0111941j -0.0149774+0.0291725j 0.0135814-0.0512746j -0.00422468+0.0338241j 0.03788+0.0467466j 0.0148233-0.00860253j -0.0683726-0.0179555j 0.0338598+0.0169845j -0.0507248+0.0245172j -0.0501275+0.0434336j -0.0236176-0.0473341j 0.0432023-0.0113725j -0.0171722-0.0508094j -0.0182131+0.0946513j -0.0230253-0.0472614j -0.0871781-0.0350561j -0.0605283+0.0103547j 0.00625855-0.126449j 0.0134526+0.0833451j -0.0310668+0.0396311j -0.00997965+0.0890419j -0.0684953+0.105962j -0.00962488+0.0348644j 0.0430704+0.0435243j -0.147159+0.0507567j -0.126305+0.00359794j -0.100273+0.109201j -0.0490158-0.138955j -0.000889048-0.0790893j 0.0574322+0.0579148j -0.0805101+0.125783j 0.0278096+0.059935j -0.160817-0.0459409j -0.0254122+0.10944j -0.001724+0.0249418j -0.0702532+0.1026j 0.0593956+0.121131j 0.0206746+0.000929378j -0.183513+0.0316764j -0.134241-0.00547713j -0.0937633-0.0346047j 0.0882901-0.0152975j -0.0766305-0.0446027j 0.0932747-0.0439779j -0.00105064-0.115338j 0.000554405-0.0320355j -0.0183683+0.0202044j -0.0166305-0.0200407j -0.00761048-0.00124599j 0.00454504-0.0332406j -0.00750165-0.00808417j -0.00945856+0.00949731j -0.019081-0.00517163j 0.00561684-0.00141292j -0.00511871-0.0194342j 
-0.00192642+0.0156427j 0.00446748-0.0146208j -0.00616555-0.00297659j 0.0458477-0.0215911j -0.0113153+0.0110613j 0.00805892+0.0169433j -0.00269091+0.0233806j -0.0194226+0.0251646j 0.0072846+0.00255391j 0.0301736+0.00798164j -0.0326706-0.0223929j 0.015661+0.00815389j 0.0267775+0.0340598j -0.00109508+0.0409845j -0.0522414-0.0229877j -0.0648028+0.0178857j 0.0343618+0.00256775j 0.00577366+0.0162933j 0.0964364-0.00541735j -0.0340349+0.0727153j 0.0452491+0.0335625j 0.047834-0.0320369j 0.0269015+0.0308905j -0.0573922-0.0612378j -0.0847801-0.0715297j 0.0411185+0.0176756j -0.0102334-0.0630123j -0.026807+0.0882887j -0.0301768-0.0822208j 0.000738761-0.0103863j 0.0121225+0.139128j 0.0824744+0.0169175j -0.0133591+0.113129j 0.0153187+0.0209748j 0.00145992-0.0524941j 0.132907-0.00781547j 0.0119154-0.0626151j -0.175976-0.064556j 0.000656774+0.0408497j 0.0724724+0.0456657j -0.0241789-0.117432j -0.0527789+0.0455679j -0.0414223-0.194233j 0.127578+0.00221321j 0.0280777+0.0859631j -0.0943818-0.155432j -0.11063-0.0975818j -0.00583344+0.0483802j -0.0827927-0.139657j 0.0321986+0.0175984j 0.166832+0.0261045j 0.0707413+0.0659617j -0.0720892+0.063717j 0.0321554+0.0307519j -0.0116787-0.0586573j 0.0544996+0.0429841j -0.069554+0.0427296j -0.0773939-0.0552552j -0.0732307-0.0528937j 0.0262186-0.0201078j 0.0479729+0.00199072j -0.011343+0.0159167j 0.00357518+0.00687898j 0.00230753+0.00979697j -0.0754717+0.00546644j -0.0299033+0.0102329j -0.00414062+0.00612757j 0.0128565-0.0107679j 0.0210101-0.0264461j 
-0.0214498-0.0120376j 0.00391441+0.0139134j -0.0276646+0.00495042j 0.0250162-0.0702854j 0.0203277-0.0219895j 0.00161134-0.0459788j -0.0178803-0.00562353j -0.0478353+0.00682799j -0.0387106-0.049067j -0.00590992+0.0502788j -0.00922021-0.00641119j -0.0143242-0.0152338j 0.00372926-0.00518144j 0.007612+0.0578081j -0.0222067-0.0121165j 0.0401576-0.0401622j 0.00944446+0.0403246j 0.030295+0.0442035j 0.0266032+0.0136004j -0.10277-0.0392831j -0.0271656-0.0276588j 0.0432396-0.0745647j 0.0082558-0.018652j 0.0134183+0.0641363j 0.0171398-0.0153754j -0.165971-0.0138196j -0.0249923+0.0630557j 0.00179071+0.0418574j -0.094964-0.024367j 0.106477+0.0712184j 0.00894272-0.0338989j 0.0544916-0.141382j -0.0936312-0.0241621j -0.0528823-0.00690761j 0.119725-0.0365129j 0.031559-0.0232895j -0.0309964+0.0853328j 0.0951126-0.0188305j 0.180956+0.00581748j 0.0859223-0.155043j 0.100551-0.0552842j 0.0744605+0.103559j 0.00263189-0.059468j 0.0282722-0.0523169j 0.0655654+0.0903898j 0.0471841-0.166106j -0.000722101-0.0449053j -0.0859519+0.00939933j -0.185363-0.00353207j 0.0281034+0.00988539j 0.0919311+0.0567271j -0.199243-0.0723129j -0.0127613+0.0655012j 0.0240993+0.00774637j 0.0183081-0.071499j -0.100938+0.0127929j 0.00599031-0.0072336j -0.0627376-0.0131463j -0.0169564+0.0178685j -0.0941314+0.0243906j 0.0923172-0.0768412j 0.0743042+0.0367033j 0.00309173-0.0310687j -0.0403244+0.0472902j -0.0151692-0.00698396j 0.0187256+0.0232034j -0.0750446+0.0244069j 0.0344123+0.00893198j 0.00859063+0.00755302j 
-0.00287831-0.0246087j -0.0171145+0.0103046j -0.0480937+0.0343483j 0.0277113+0.00139947j -0.0174625+0.00228322j -0.0194903-0.0388439j 0.0290555+0.0203864j -0.0142721+0.0253915j -0.0287325-0.0342036j -0.000925436+0.0154268j -0.00716392+0.00865176j 0.0043033-0.0211128j -0.0179745+0.0215402j 0.000754886+0.0202653j 0.0397527-0.067346j -0.0124425-0.0518198j -0.0549443+0.00864647j -0.01945-0.0240168j 0.0277082-0.0528449j 0.0680587+0.0505476j 0.0348429+0.0416246j -0.0112172-0.0848676j 0.0968599-0.0933169j 0.0302981-0.0289819j -0.0225562+0.034991j 0.123212-0.0753899j 0.0628199-0.0371399j 0.120954+0.0430837j 0.00311659-0.049368j 0.0188686+0.0182542j 0.00952643+0.0851046j 0.196521-0.0584368j 0.01208+0.0190628j 0.0430834+0.00961874j -0.0108664+0.189461j -0.0204146-0.0673502j -0.0954019-0.0662873j 0.0503296+0.00702152j -0.0965496+0.0365443j 0.0495562+0.0269031j -0.124423+0.0173583j -0.0702482-0.0567553j -0.081492-0.0228944j 0.0566907+0.0548873j -0.129882-0.0808754j -0.139857+0.0621987j -0.120168+0.0950322j -0.0680053-0.0141805j -0.0372041+0.0710477j 0.183647-0.094642j 0.0612536-0.16341j 0.0123184+0.0386506j 0.109216+0.135706j -0.125689-0.00168653j 0.0255123+0.0900994j 0.0101867-0.036271j 0.00655841+0.0199001j -0.0330396-0.0228596j -0.101211+0.0277601j -0.0443406-0.0570153j 0.0772605-0.0416841j 0.0302253-0.0261009j 0.0128356-0.0371885j -0.0123403+0.0680479j -0.0179324-0.0127455j -0.0143856+0.034051j 0.0268998+0.0365264j 0.03552-0.00848745j 0.0178999+0.0359647j 
0.00495853-0.0228661j 0.00394051-0.0227253j -0.0439106-0.00316556j 0.0214841+0.00332492j -0.0438989-0.00912512j -0.0151461-0.0259282j -0.00913705+0.0314672j 0.0285193+0.0342081j -0.0732648-0.0158784j -0.0143783-0.0351584j 0.00352747+0.0251243j -0.0384461-0.025984j 0.0124381+0.0366076j -0.0234665+0.00281129j 0.0410549-0.0274271j -0.0028721+0.0118409j 0.0681006+0.108793j 0.0379875+0.0735974j 0.0260699-0.00389401j -0.0558801+0.0485078j -0.0559771+0.044612j -0.0385381-0.140278j 0.005669-0.10803j -0.106723-0.0272988j 0.0653073+0.0372119j -0.0214076+0.0824519j -0.0155456-0.132946j 0.0281797-0.0536795j 0.0632797-0.0758617j 0.0647294-0.045085j -0.061996-0.00840037j -0.0502713-0.137466j -0.0389321-0.110236j 0.0761691-0.0401663j 0.104664-0.0188328j -0.038137+0.121439j 0.0104376+0.027036j 0.0376094+0.0479192j 0.148839+0.095231j 0.0210264+0.109556j 0.102149+0.207167j 0.058262-0.122183j -0.0542993+0.0832334j 0.0996026+0.0278035j -0.035859-0.030569j 0.132393+0.0083778j 0.0853458-0.0941047j -0.202529-0.028134j -0.0202454+0.0817275j -0.156775-0.0094848j -0.073764-0.0367193j -0.0507808+0.0594845j 0.053371+0.00673998j -0.062777-0.0907832j -0.133502-0.0290545j -0.0222622-0.0591403j 0.000459088+0.0152072j -0.00379321+0.0318115j 0.0193622-0.0419426j -0.00366978-0.0107011j 0.017593-0.00122333j 0.0674793-0.0158705j -0.00523042+0.00810766j -0.000297584+0.017499j -0.0509863+0.0007025j -0.00735224+0.0361125j 0.0226507+0.0281376j 0.0020568+0.00895165j 0.0185275-0.0135661j 
