0.0829416-0j 0.0146621-0j 0.00122184-0j 0.0723462-0j 0.0120577-0j 0.00738381-0j 0.00150721-0j 8.88134e-05-0j 0.0456122-0j 0.0460849-0j 0.00736065-0j 0.00743692-0j 0.00600994-0j 0.00086746-0j 0.00607222-0j 0.000751243-0j 0.00087645-0j 0.000759028-0j 8.85348e-05-0j 8.94523e-05-0j 4.04104e-06-0j 4.08292e-06-0j 0.0338907-0j 0.0419376-0j 0.0244636-0j 0.00535859-0j 0.00663092-0j 0.00423634-0j 0.00386804-0j 0.00282423-0j 0.000611463-0j 0.0052422-0j 0.000706057-0j 0.0034948-0j 0.000756647-0j 0.00305795-0j 0.000249629-0j 0.00203863-0j 5.88381e-05-0j 0.000441377-0j 6.24072e-05-0j 0.000873701-0j 0.0003089-0j 0.000509659-0j 5.2006e-06-0j 7.28084e-05-0j 7.7225e-05-0j 0.000180192-0j 4.24716e-05-0j 1.93815e-07-0j 6.43541e-06-0j 4.50479e-05-0j 2.39834e-07-0j 3.75399e-06-0j 1.39903e-07-0j 
3.92226e-05-0j 0.0628389-0j -8.28876e-05-0j 3.42121e-05-0j -0.000268856-0j 0.0638281-0j 0.0130562-0j -8.04724e-06-0j 2.15698e-05-0j 2.17933e-05-0j -0.000164124-0j -0.000165824-0j -0.000546274-0j -3.90945e-05-0j -0.000551935-0j -0.306199-0j -3.94996e-05-0j -0.309372-0j 0.00115442-0j 0.00116638-0j -4.58168e-07-0j -4.62916e-07-0j 1.60267e-05-0j 1.9832e-05-0j 1.15687e-05-0j -0.000119483-0j -0.000147853-0j -0.000385062-0j -8.62473e-05-0j 1.33556e-06-0j -2.75573e-05-0j -0.00047649-0j 0.00302601-0j 1.65267e-06-0j -3.41004e-05-0j -0.000277953-0j 0.00654182-0j 9.64058e-07-0j -3.99146e-06-0j -1.98919e-05-0j -0.0514125-0j 0.0037445-0j 0.00809509-0j 0.00218429-0j 9.05729e-05-0j -4.93918e-06-0j -0.0636197-0j 0.00472213-0j -2.88119e-06-0j -2.63877e-08-0j 0.000112078-0j -0.0371115-0j -3.26531e-08-0j 6.5379e-05-0j -1.90477e-08-0j 
0.00192191-0j 0.000339748-0j 2.83123e-05-0j 2.90449e-05-0j 4.84082e-06-0j 2.96438e-06-0j 6.05102e-07-0j 3.5656e-08-0j 0.755247-0j 0.250294-0j -0.000501967-0j -0.000166355-0j -0.000409855-0j -5.91574e-05-0j -0.000135829-0j -5.12318e-05-0j -1.96052e-05-0j -1.69786e-05-0j -6.03773e-06-0j -2.00095e-06-0j -2.75583e-07-0j -9.13302e-08-0j 0.000785309-0j -4.95516e-05-0j -0.00110427-0j -0.030148-0j 0.00190229-0j 9.81636e-05-0j 0.0423928-0j 6.54424e-05-0j 1.41687e-05-0j -6.19395e-06-0j 1.63606e-05-0j -4.1293e-06-0j -8.9402e-07-0j -0.000138033-0j 5.78435e-06-0j -9.20223e-05-0j 1.36338e-06-0j -1.99234e-05-0j 1.44609e-06-0j -1.03233e-06-0j -3.64982e-07-0j -2.30056e-05-0j 1.20507e-07-0j -8.60271e-08-0j -9.12456e-08-0j -8.1337e-06-0j -1.91713e-06-0j 4.49104e-09-0j -7.6038e-09-0j -2.03343e-06-0j -2.83377e-10-0j -1.69452e-07-0j -6.31511e-09-0j 
-4.62242e-06-0j -0.0112069-0j 0.0427999-0j -4.03193e-06-0j 9.63989e-05-0j 7.90959e-05-0j 0.109404-0j 0.0128516-0j -2.54202e-06-0j -2.56836e-06-0j 5.88469e-05-0j 5.94567e-05-0j 3.2022e-05-0j -0.000658608-0j 3.23539e-05-0j -0.00115442-0j -0.000665433-0j -0.00116638-0j -0.296498-0j -0.29957-0j 0.00147738-0j 0.00149269-0j -1.88877e-06-0j -2.33723e-06-0j -1.36338e-06-0j 4.28409e-05-0j 5.30129e-05-0j 2.2572e-05-0j 3.09242e-05-0j -1.57397e-07-0j -0.000464245-0j 2.79314e-05-0j -0.00053967-0j -1.94769e-07-0j -0.000574474-0j 1.62933e-05-0j 4.01802e-06-0j -1.13615e-07-0j 0.00206103-0j -0.00033511-0j 0.00910727-0j -0.000667807-0j 4.97205e-06-0j -0.000389554-0j -0.0719469-0j 0.0025504-0j 0.0112697-0j 2.90036e-06-0j 0.00148773-0j 0.00014246-0j -0.0890297-0j 0.00657398-0j 0.000176285-0j -0.051934-0j 0.000102833-0j 
-0.00158549-0j -0.000280278-0j -2.33565e-05-0j 0.00269402-0j 0.000449004-0j 0.000274958-0j 5.61255e-05-0j 3.30723e-06-0j -0.205674-0j 0.192044-0j 0.000136699-0j -0.00012764-0j 0.000111614-0j 1.61101e-05-0j -0.000104218-0j 1.39518e-05-0j -1.50425e-05-0j -1.30272e-05-0j 1.64423e-06-0j -1.53527e-06-0j 7.50485e-08-0j -7.00752e-08-0j -0.000647847-0j -0.00151721-0j -0.00179766-0j 0.0248708-0j 0.0582458-0j -8.09809e-05-0j 0.069012-0j -5.39872e-05-0j -1.16886e-05-0j -0.000189652-0j -1.34968e-05-0j -0.000126434-0j -2.73739e-05-0j -0.000224707-0j -4.77184e-06-0j -0.000149805-0j -1.12473e-06-0j -3.24337e-05-0j -1.19296e-06-0j -3.16086e-05-0j -1.11753e-05-0j -3.74512e-05-0j -9.94134e-08-0j -2.63405e-06-0j -2.79383e-06-0j -1.3241e-05-0j -3.12093e-06-0j -3.70492e-09-0j -2.32819e-07-0j -3.31025e-06-0j -8.67667e-09-0j -2.75854e-07-0j -1.02805e-08-0j 
-0.0511701-0j -0.00599052-0j 5.22158e-06-0j 5.35669e-06-0j -0.000128885-0j -0.000105084-0j -1.06693e-05-0j 6.57596e-09-0j 0.000194925-0j -0.000190121-0j 3.14559e-05-0j -3.06806e-05-0j 0.354483-0j -0.000535172-0j -0.345745-0j -0.000617082-0j 0.000521981-0j 0.000601872-0j -3.61727e-05-0j 3.52811e-05-0j 1.72695e-08-0j -1.68438e-08-0j 0.000144833-0j 3.10516e-06-0j -0.000203658-0j 2.29001e-05-0j 4.90969e-07-0j -0.00173084-0j -3.22011e-05-0j -0.00349683-0j 2.6131e-06-0j -3.71087e-05-0j 0.0416451-0j -7.49708e-05-0j 5.6024e-08-0j 0.00243384-0j -0.000308106-0j 0.0049171-0j -3.62996e-05-0j -3.67443e-06-0j -5.12622e-05-0j 0.000892857-0j -6.60569e-06-0j -0.0585596-0j -2.12481e-06-0j -7.78251e-07-0j -1.09904e-06-0j 0.000433246-0j 5.1043e-05-0j 8.28273e-10-0j -4.55552e-08-0j 7.20827e-05-0j 1.77579e-11-0j 2.98782e-06-0j -1.16468e-09-0j 
0.000354453-0j -0.00295444-0j -0.000749052-0j -0.0598028-0j -0.00242964-0j 3.15549e-05-0j -0.000613851-0j -7.27226e-05-0j -0.000189376-0j 0.000196945-0j -0.278721-0j 0.289861-0j -2.49525e-05-0j 0.000343238-0j 2.59498e-05-0j 0.000147067-0j -0.000356957-0j -0.000152945-0j 5.27312e-05-0j -5.48387e-05-0j 4.02258e-06-0j -4.18336e-06-0j -0.000284829-0j -0.000174119-0j 0.000104546-0j 0.00212346-0j 0.0012981-0j 0.00688673-0j -0.000779414-0j -2.37357e-05-0j -0.0947316-0j 0.00420995-0j 0.000279791-0j -1.451e-05-0j -0.0579106-0j -0.00252776-0j -2.09796e-06-0j 8.71215e-06-0j 7.09367e-05-0j 0.034771-0j 4.9985e-05-0j 0.00017104-0j -1.28251e-06-0j -0.000102697-0j 8.37455e-06-0j 4.33645e-05-0j 3.05565e-05-0j 7.70053e-07-0j -2.60372e-05-0j 4.68966e-07-0j 5.11947e-06-0j -1.83469e-05-0j 2.86685e-07-0j -3.07386e-06-0j -1.72133e-07-0j 
2.10984e-07-0j -8.94215e-06-0j -0.0203889-0j 1.84032e-07-0j -7.35376e-06-0j 1.87827e-08-0j 0.000175942-0j 0.139743-0j 1.16027e-07-0j 1.17229e-07-0j -4.48911e-06-0j -4.53563e-06-0j 1.52879e-08-0j 0.000101261-0j 1.54463e-08-0j -4.58168e-07-0j 0.000102311-0j -4.62916e-07-0j -0.00147738-0j -0.00149269-0j -0.286815-0j -0.289787-0j 8.621e-08-0j 1.06679e-07-0j 6.22297e-08-0j -3.2681e-06-0j -4.04407e-06-0j 1.07763e-08-0j -2.35904e-06-0j 7.18417e-09-0j 7.1378e-05-0j 1.33349e-08-0j -4.3061e-07-0j 8.88995e-09-0j 8.83258e-05-0j 7.77871e-09-0j 6.34997e-10-0j 5.18581e-09-0j -0.000981831-0j 5.15234e-05-0j 7.28499e-06-0j -5.32853e-07-0j 7.85768e-10-0j -3.10831e-07-0j 0.00818285-0j -0.00121495-0j 9.01471e-06-0j 4.58365e-10-0j -0.000708723-0j -0.087176-0j 0.0101258-0j 5.25858e-06-0j -0.107875-0j 0.00590669-0j -0.062927-0j 
0.000506572-0j 8.95501e-05-0j 7.46251e-06-0j -0.00172916-0j -0.000288194-0j -0.000176482-0j -3.60242e-05-0j -2.12275e-06-0j -0.0676392-0j -0.716631-0j 4.49557e-05-0j 0.000476301-0j 3.67062e-05-0j 5.29808e-06-0j 0.000388898-0j 4.58827e-06-0j 5.61326e-05-0j 4.86123e-05-0j 5.40733e-07-0j 5.72901e-06-0j 2.4681e-08-0j 2.61492e-07-0j 0.00020699-0j -0.00100236-0j -0.00190297-0j -0.00794635-0j 0.0384806-0j 2.58738e-05-0j 0.073055-0j 1.72492e-05-0j 3.73456e-06-0j -0.000125295-0j 4.3123e-06-0j -8.353e-05-0j -1.80848e-05-0j -0.000237871-0j 1.52463e-06-0j -0.000158581-0j 3.59358e-07-0j -3.43338e-05-0j 3.81157e-07-0j -2.08825e-05-0j -7.38308e-06-0j -3.96452e-05-0j 3.17631e-08-0j -1.74021e-06-0j -1.84577e-06-0j -1.40167e-05-0j -3.30377e-06-0j 1.18374e-09-0j -1.53814e-07-0j -3.50417e-06-0j -5.73232e-09-0j -2.92015e-07-0j -1.08827e-08-0j 
0.00738576-0j 0.000861916-0j -0.0102674-0j -7.73171e-07-0j -0.0017729-0j -7.89115e-08-0j -7.1606e-05-0j -2.6043e-05-0j -2.8135e-05-0j 2.74415e-05-0j 0.000432697-0j -0.000422032-0j 0.000535172-0j 0.34339-0j -0.000521981-0j 4.41619e-05-0j -0.334926-0j -4.30734e-05-0j -0.000743977-0j 0.000725639-0j -0.000114387-0j 0.000111568-0j -2.09048e-05-0j -4.48192e-07-0j 2.93955e-05-0j 0.000315006-0j 6.75361e-06-0j -2.6131e-06-0j -0.000442948-0j 0.000504724-0j -0.00167668-0j -5.6024e-08-0j -0.00599191-0j 1.08211e-05-0j -3.59474e-05-0j 3.67443e-06-0j -1.53979e-07-0j -0.000709722-0j 0.0713775-0j 0.00235768-0j -0.000171126-0j -0.000128464-0j -3.30124e-09-0j 0.00842556-0j -8.80181e-05-0j 0.00153031-0j -3.66887e-06-0j 2.16518e-07-0j -0.100368-0j -8.24648e-06-0j -1.88708e-06-0j 0.000240629-0j -1.76802e-07-0j 0.000123767-0j 1.15958e-05-0j 
-0.000358126-0j 0.00298505-0j 0.000756814-0j -0.0583288-0j -0.00236975-0j 3.07771e-05-0j -0.000598721-0j -7.09301e-05-0j -0.000196945-0j 0.000198866-0j -0.289861-0j 0.292689-0j -2.59498e-05-0j 0.000356957-0j 2.6203e-05-0j 0.000152945-0j -0.000360439-0j -0.000154437-0j 5.48387e-05-0j -5.53738e-05-0j 4.18336e-06-0j -4.22417e-06-0j 0.00028778-0j 0.000174804-0j -9.48388e-05-0j -0.00214547-0j -0.0013032-0j -0.0069581-0j 0.000707045-0j 2.39817e-05-0j 0.0957133-0j -0.0042265-0j -0.000282691-0j 1.4567e-05-0j 0.0581383-0j 0.00229306-0j 2.1197e-06-0j -7.90323e-06-0j -7.16719e-05-0j -0.0315426-0j -5.0503e-05-0j -0.000171712-0j 1.28755e-06-0j 9.31614e-05-0j -8.46133e-06-0j -4.3535e-05-0j -3.06766e-05-0j -6.98554e-07-0j 2.36197e-05-0j -4.73826e-07-0j -5.13959e-06-0j 1.66434e-05-0j -2.87812e-07-0j 2.78845e-06-0j 1.56151e-07-0j 
-0.0417802-0j -0.00489124-0j 4.2634e-06-0j 0.000252439-0j -0.00607383-0j -0.00495219-0j -0.000502801-0j 3.09898e-07-0j -0.000154625-0j 0.000160805-0j -2.49525e-05-0j 2.59498e-05-0j -0.281194-0j 0.000424527-0j 0.292433-0j 0.000489502-0j -0.000441494-0j -0.000509066-0j 2.86941e-05-0j -2.9841e-05-0j -1.36991e-08-0j 1.42466e-08-0j -0.000232562-0j -0.000142168-0j 8.53613e-05-0j -3.67712e-05-0j -2.24787e-05-0j 0.00277926-0j 1.34968e-05-0j 0.00561495-0j -4.19592e-06-0j 0.001699-0j -0.0668707-0j 0.00343249-0j -2.56502e-06-0j -0.00102012-0j 0.000494734-0j -0.00206096-0j 5.82872e-05-0j 1.54011e-06-0j 8.2313e-05-0j -0.0408789-0j 0.000302437-0j 0.0245447-0j 3.41186e-06-0j 3.56317e-05-0j 5.0319e-05-0j -0.000181591-0j -2.13942e-05-0j -1.32998e-09-0j 2.08572e-06-0j -3.02128e-05-0j -8.13033e-10-0j -1.25232e-06-0j 4.88166e-10-0j 
-4.43066e-05-0j -0.0709841-0j 9.36315e-05-0j -6.69586e-07-0j 5.26195e-06-0j -0.00124922-0j -0.000255531-0j 1.57498e-07-0j -2.43656e-05-0j 2.37651e-05-0j 0.000185397-0j -0.000180828-0j 0.000617082-0j 4.41619e-05-0j -0.000601872-0j 0.345888-0j -4.30734e-05-0j -0.337363-0j -0.00130406-0j 0.00127191-0j 5.17556e-07-0j -5.048e-07-0j -1.81041e-05-0j -3.88145e-07-0j 2.54572e-05-0j 0.00013497-0j 2.89371e-06-0j 0.000434974-0j -0.000189789-0j -1.50868e-06-0j 3.11293e-05-0j 9.32569e-06-0j -0.00341825-0j -3.23455e-08-0j 6.674e-07-0j -0.000611642-0j -0.00738977-0j 2.12143e-06-0j 4.50884e-06-0j -4.37726e-05-0j 0.0580766-0j -7.3286e-05-0j -0.000158434-0j 0.00480659-0j -0.000102313-0j 9.66678e-08-0j 0.00124514-0j 0.0103912-0j -6.34013e-06-0j 2.98081e-08-0j -2.19355e-06-0j -0.0816648-0j 6.39075e-10-0j 0.000143868-0j -4.19149e-08-0j 
-0.000310146-0j 0.00258513-0j 0.000655421-0j 0.000906617-0j 3.68336e-05-0j -4.78375e-07-0j 9.30605e-06-0j 1.10248e-06-0j 0.000501967-0j 0.000166355-0j 0.738789-0j 0.24484-0j 6.614e-05-0j -0.0009098-0j 2.19193e-05-0j -0.000389821-0j -0.000301514-0j -0.000129189-0j -0.000139771-0j -4.63212e-05-0j -1.06624e-05-0j -3.5336e-06-0j -0.000126729-0j 7.99636e-06-0j 0.0001782-0j 0.000944792-0j -5.96147e-05-0j 0.00306411-0j -0.00132853-0j -1.05607e-05-0j -0.0421489-0j -0.00019334-0j 0.000124487-0j 6.66363e-07-0j 0.00265952-0j -0.00430862-0j -9.33445e-07-0j 1.485e-05-0j 3.15619e-05-0j 0.0592679-0j 2.22398e-05-0j -7.85493e-06-0j 5.88988e-08-0j -0.000175049-0j 3.72608e-06-0j -1.9915e-06-0j -1.40329e-06-0j 1.31257e-06-0j -4.43809e-05-0j 2.08657e-07-0j -2.35109e-07-0j -3.12727e-05-0j -1.31659e-08-0j -5.23946e-06-0j -2.93404e-07-0j 
0.0422131-0j 0.00494192-0j -4.30758e-06-0j 0.000246217-0j -0.00592412-0j -0.00483013-0j -0.000490408-0j 3.0226e-07-0j -0.000160805-0j 0.000162374-0j -2.59498e-05-0j 2.6203e-05-0j -0.292433-0j 0.000441494-0j 0.295286-0j 0.000509066-0j -0.000445802-0j -0.000514033-0j 2.9841e-05-0j -3.01321e-05-0j -1.42466e-08-0j 1.43856e-08-0j 0.000234972-0j 0.000142727-0j -7.74356e-05-0j 3.71523e-05-0j 2.25671e-05-0j -0.00280806-0j -1.22436e-05-0j -0.00567314-0j 4.23941e-06-0j -0.00170568-0j 0.0675636-0j -0.00344599-0j 2.57511e-06-0j 0.000925404-0j -0.000499861-0j 0.0018696-0j -5.88913e-05-0j -1.39711e-06-0j -8.3166e-05-0j 0.0410396-0j -0.000303627-0j -0.0222658-0j -3.44722e-06-0j -3.57718e-05-0j -5.05168e-05-0j 0.000164731-0j 1.94078e-05-0j 1.34376e-09-0j -2.09392e-06-0j 2.74076e-05-0j 8.16229e-10-0j 1.13604e-06-0j -4.4284e-10-0j 
0.00603045-0j 0.000703752-0j -0.00838331-0j -3.64364e-05-0j -0.0835496-0j -3.71878e-06-0j -0.0033745-0j -0.0012273-0j 2.23182e-05-0j -2.32102e-05-0j -0.000343238-0j 0.000356957-0j -0.000424527-0j -0.272395-0j 0.000441494-0j -3.50316e-05-0j 0.283282-0j 3.64317e-05-0j 0.000590162-0j -0.00061375-0j 9.07377e-05-0j -9.43644e-05-0j 3.35674e-05-0j 2.05202e-05-0j -1.23208e-05-0j -0.000505813-0j -0.00030921-0j 4.19592e-06-0j 0.000185658-0j -0.000810449-0j 0.00269229-0j 2.56502e-06-0j 0.00962136-0j -0.000495438-0j 0.00164583-0j -1.54011e-06-0j 2.47247e-07-0j 0.000297474-0j -0.114613-0j -0.0009882-0j 0.000274781-0j 0.00588166-0j 1.51145e-07-0j -0.0035315-0j 0.000141333-0j -0.0700642-0j 0.000167977-0j -9.07516e-08-0j 0.0420684-0j 1.32416e-05-0j 8.63986e-05-0j -0.000100858-0j 8.09475e-06-0j -5.1876e-05-0j -4.8603e-06-0j 
5.22158e-06-0j 0.0126595-0j -0.0483476-0j 7.89115e-08-0j -1.88668e-06-0j -1.54804e-06-0j -0.00214121-0j -0.000251526-0j 2.87152e-06-0j -2.80074e-06-0j -6.64746e-05-0j 6.48361e-05-0j -3.61727e-05-0j 0.000743977-0j 3.52811e-05-0j 0.00130406-0j -0.000725639-0j -0.00127191-0j 0.33493-0j -0.326675-0j -0.00166888-0j 0.00162774-0j 2.13359e-06-0j 4.57434e-08-0j -3.00016e-06-0j -4.83939e-05-0j -1.03755e-06-0j -2.54977e-05-0j 6.80494e-05-0j 1.77799e-07-0j 0.000524421-0j -5.46662e-07-0j 0.000609622-0j 3.81195e-09-0j 1.12434e-05-0j 3.58538e-05-0j -4.53884e-06-0j -2.50013e-07-0j -0.00232818-0j -0.000737418-0j -0.0102878-0j 1.30701e-05-0j -9.7311e-08-0j -0.000857224-0j 0.0812727-0j -4.99154e-05-0j -0.000220566-0j 6.38232e-06-0j 0.00327379-0j -0.000160926-0j 0.00174246-0j 0.0144662-0j -3.45019e-06-0j -0.114282-0j 0.000226287-0j 
0.000255857-0j -0.00213262-0j -0.000540694-0j 0.0840921-0j 0.00341646-0j -4.43711e-05-0j 0.000863171-0j 0.000102259-0j -0.000136699-0j 0.00012764-0j -0.201191-0j 0.187859-0j -1.80116e-05-0j 0.000247762-0j 1.6818e-05-0j 0.000106158-0j -0.000231343-0j -9.91235e-05-0j 3.80634e-05-0j -3.5541e-05-0j 2.90365e-06-0j -2.71123e-06-0j 0.000104546-0j 0.000244839-0j 0.000290096-0j -0.000779414-0j -0.00182533-0j -0.00252776-0j -0.00216273-0j 8.71215e-06-0j 0.034771-0j -0.00591985-0j -0.000102697-0j 2.04033e-05-0j 0.0814314-0j -0.00701408-0j 7.70053e-07-0j 2.41746e-05-0j -2.60372e-05-0j 0.0964833-0j -1.83469e-05-0j -0.000240509-0j 1.80341e-06-0j -0.000284965-0j -3.07386e-06-0j -6.09773e-05-0j -4.29672e-05-0j 2.13676e-06-0j -7.22485e-05-0j -1.72133e-07-0j -7.19877e-06-0j -5.09093e-05-0j -4.03124e-07-0j -8.5294e-06-0j -4.77638e-07-0j 
0.0365577-0j 0.00427983-0j -3.73048e-06-0j -3.827e-06-0j 9.208e-05-0j 7.50757e-05-0j 7.62252e-06-0j -4.69809e-09-0j 0.000409855-0j 0.000135829-0j 6.614e-05-0j 2.19193e-05-0j 0.745345-0j -0.00112527-0j 0.247012-0j -0.00129749-0j -0.000372921-0j -0.000429998-0j -7.60577e-05-0j -2.52061e-05-0j 3.63113e-08-0j 1.20338e-08-0j -0.000103474-0j 6.529e-06-0j 0.0001455-0j -1.63606e-05-0j 1.03233e-06-0j 0.00123657-0j 2.30056e-05-0j 0.00249826-0j -1.86689e-06-0j -7.80257e-05-0j -0.0297527-0j -0.000157636-0j 1.17798e-07-0j -0.00173882-0j 0.000220122-0j -0.00351294-0j 2.59337e-05-0j 2.62514e-06-0j 3.66235e-05-0j 0.00187734-0j -1.38893e-05-0j 0.041837-0j 1.51804e-06-0j -1.63637e-06-0j -2.31088e-06-0j -0.000309526-0j -3.64669e-05-0j -5.91746e-10-0j -9.57856e-08-0j -5.14984e-05-0j 3.73382e-11-0j -2.1346e-06-0j 8.32088e-10-0j 
-3.61762e-05-0j -0.0579583-0j 7.64498e-05-0j -3.15549e-05-0j 0.000247974-0j -0.0588707-0j -0.0120421-0j 7.42222e-06-0j 1.93281e-05-0j -2.01006e-05-0j -0.000147067-0j 0.000152945-0j -0.000489502-0j -3.50316e-05-0j 0.000509066-0j -0.274377-0j 3.64317e-05-0j 0.285343-0j 0.00103445-0j -0.00107579-0j -4.10553e-07-0j 4.26962e-07-0j 2.90702e-05-0j 1.7771e-05-0j -1.06702e-05-0j -0.000216725-0j -0.000132487-0j -0.000698449-0j 7.95486e-05-0j 2.42252e-06-0j -4.9985e-05-0j -0.000426971-0j 0.00548876-0j 1.48092e-06-0j -3.05565e-05-0j 0.000256364-0j 0.0118659-0j -8.89181e-07-0j -7.23995e-06-0j 1.83469e-05-0j -0.0932551-0j 0.00335535-0j 0.0072538-0j -0.00201464-0j 0.000164287-0j -4.42587e-06-0j -0.057008-0j -0.00435537-0j 2.65741e-06-0j -4.78636e-08-0j 0.00010043-0j 0.0342291-0j -2.92596e-08-0j -6.03011e-05-0j 1.75682e-08-0j 
-0.00609294-0j -0.000711045-0j 0.00847019-0j -3.55383e-05-0j -0.0814903-0j -3.62712e-06-0j -0.00329132-0j -0.00119705-0j 2.32102e-05-0j -2.34366e-05-0j -0.000356957-0j 0.000360439-0j -0.000441494-0j -0.283282-0j 0.000445802-0j -3.64317e-05-0j 0.286046-0j 3.67872e-05-0j 0.00061375-0j -0.000619738-0j 9.43644e-05-0j -9.5285e-05-0j -3.39152e-05-0j -2.06009e-05-0j 1.11769e-05-0j 0.000511055-0j 0.000310426-0j -4.23941e-06-0j -0.000168419-0j 0.000818847-0j -0.00272019-0j -2.57511e-06-0j -0.00972106-0j 0.000497386-0j -0.0016523-0j 1.39711e-06-0j -2.49809e-07-0j -0.000269853-0j 0.1158-0j 0.000896446-0j -0.000277628-0j -0.00590478-0j -1.5174e-07-0j 0.0032036-0j -0.000142798-0j 0.0703397-0j -0.000168637-0j 8.23254e-08-0j -0.0381623-0j -1.33788e-05-0j -8.67383e-05-0j 9.14931e-05-0j -8.12657e-06-0j 4.70593e-05-0j 4.40902e-06-0j 
-2.38331e-07-0j 1.01012e-05-0j 0.0230317-0j -3.6018e-09-0j 1.43925e-07-0j -3.67607e-10-0j -3.44347e-06-0j -0.00273499-0j -1.31066e-07-0j 1.27836e-07-0j 5.07099e-06-0j -4.94601e-06-0j -1.72695e-08-0j -0.000114387-0j 1.68438e-08-0j 5.17556e-07-0j 0.000111568-0j -5.048e-07-0j 0.00166888-0j -0.00162774-0j 0.323992-0j -0.316006-0j -9.73846e-08-0j -2.08789e-09-0j 1.36938e-07-0j 3.69171e-06-0j 7.9149e-08-0j -1.21731e-08-0j -5.19113e-06-0j -8.11538e-09-0j -8.063e-05-0j -2.60986e-10-0j 4.86426e-07-0j -1.73991e-10-0j -1.72868e-06-0j 1.71172e-08-0j -7.17305e-10-0j 1.14115e-08-0j 0.0011091-0j 0.000113378-0j -8.22927e-06-0j 1.04288e-08-0j -1.53788e-11-0j -6.83991e-07-0j -0.00924351-0j 2.37786e-05-0j -1.76433e-07-0j 1.00864e-09-0j -0.00155956-0j 0.0984758-0j -0.000198178-0j 1.15716e-05-0j 0.00211129-0j 0.0129978-0j -0.138472-0j 
-8.17477e-05-0j 0.000681384-0j 0.000172754-0j -0.0539746-0j -0.00219286-0j 2.84796e-05-0j -0.000554027-0j -6.56353e-05-0j -4.49557e-05-0j -0.000476301-0j -0.0661652-0j -0.701014-0j -5.92343e-06-0j 8.14808e-05-0j -6.27582e-05-0j 3.4912e-05-0j 0.000863281-0j 0.000369889-0j 1.25178e-05-0j 0.000132625-0j 9.54915e-07-0j 1.01172e-05-0j -3.34029e-05-0j 0.000161755-0j 0.000307091-0j 0.000249026-0j -0.00120592-0j 0.000807632-0j -0.00228943-0j -2.78358e-06-0j -0.0111095-0j -0.003911-0j 3.28121e-05-0j 1.34796e-05-0j 0.0537984-0j -0.00742499-0j -2.46036e-07-0j 2.55909e-05-0j 8.31901e-06-0j 0.102136-0j 5.86193e-06-0j -0.000158894-0j 1.19144e-06-0j -0.000301659-0j 9.82113e-07-0j -4.02852e-05-0j -2.83867e-05-0j 2.26194e-06-0j -7.64811e-05-0j 5.49973e-08-0j -4.75593e-06-0j -5.38918e-05-0j -2.66327e-07-0j -9.02909e-06-0j -5.05619e-07-0j 
4.2634e-06-0j 0.0103365-0j -0.0394756-0j 3.71878e-06-0j -8.89117e-05-0j -7.29526e-05-0j -0.100907-0j -0.0118534-0j -2.27784e-06-0j 2.36888e-06-0j 5.27312e-05-0j -5.48387e-05-0j 2.86941e-05-0j -0.000590162-0j -2.9841e-05-0j -0.00103445-0j 0.00061375-0j 0.00107579-0j -0.265684-0j 0.276303-0j 0.00132384-0j -0.00137675-0j -3.42596e-06-0j -2.09433e-06-0j 1.25749e-06-0j 7.77073e-05-0j 4.75035e-05-0j 4.09424e-05-0j -2.85223e-05-0j -2.85496e-07-0j -0.000842076-0j 2.50286e-05-0j -0.000978885-0j -1.74528e-07-0j -0.000514772-0j -1.50278e-05-0j 7.28813e-06-0j 1.04791e-07-0j 0.00373842-0j 0.000309082-0j 0.0165193-0j -0.000598405-0j 4.45532e-06-0j 0.000359298-0j -0.130502-0j 0.00228535-0j 0.0100985-0j -2.67509e-06-0j -0.00137218-0j 0.000258403-0j -0.0797773-0j -0.00606338-0j 0.000157965-0j 0.0479004-0j -9.48462e-05-0j 
-0.0301585-0j -0.00353068-0j 3.07749e-06-0j -0.000354969-0j 0.00854076-0j 0.00696355-0j 0.000707017-0j -4.35765e-07-0j -0.000111614-0j 0.000104218-0j -1.80116e-05-0j 1.6818e-05-0j -0.202977-0j 0.00030644-0j 0.189526-0j 0.000353341-0j -0.000286132-0j -0.000329926-0j 2.07125e-05-0j -1.93399e-05-0j -9.88851e-09-0j 9.23322e-09-0j 8.53613e-05-0j 0.00019991-0j 0.000236862-0j 1.34968e-05-0j 3.16086e-05-0j -0.00102012-0j 3.74512e-05-0j -0.00206096-0j 1.54011e-06-0j -0.00238906-0j 0.0245447-0j -0.00482662-0j 3.60682e-06-0j -0.00283065-0j -0.000181591-0j -0.00571878-0j -2.13942e-05-0j 4.27351e-06-0j -3.02128e-05-0j 0.0574821-0j -0.000425275-0j 0.0681072-0j -1.25232e-06-0j -5.01038e-05-0j -7.07564e-05-0j -0.000503883-0j -5.9365e-05-0j 4.88166e-10-0j -2.93284e-06-0j -8.38351e-05-0j 1.14325e-09-0j -3.47495e-06-0j 1.35457e-09-0j 
