0.0116896+0.0413745j -0.0204104-0.0345095j -0.0146801-0.0410627j -0.00939463+0.0135106j -0.00023467+0.0334007j 0.00028752-0.0432484j 0.0106897+0.000284311j 0.00523235-0.0309654j -0.0054246-0.0178195j 0.0183669-0.0304026j 0.0332864+0.0357677j 0.00648091-0.0360724j 0.022266+0.0103923j -0.0251349+0.0160946j 0.0213516-0.0206852j 0.0379666+0.00265072j -0.0232328-0.00704791j 0.0347701-0.00516174j -0.00205125-0.0276623j -0.00565988-0.00127059j 0.0330947-0.019694j 0.024512-0.0187935j 0.0100891+0.018113j -0.0164111-0.00653145j 0.0388417-0.00120917j 0.00252399-0.0322187j -0.0294833+0.0313456j 0.00581319+0.00404587j 0.0289705+0.0106671j -0.00459314+0.0028929j -0.0208311-0.000495839j 0.00616423-0.0143494j -0.0156117-0.00852721j -0.00430724-0.00133175j -0.0046956-0.0156629j 0.0214714-0.0216943j -3.56139e-05-0.00457882j -0.00105617+0.0271025j -0.0048172+0.0298928j 0.00811086+0.00167633j -0.0277949+0.00914858j 0.00911333+0.00726921j -0.000823686-0.0168736j 0.0142732+0.0138579j 0.0282517-0.00166636j -0.0121104-0.000495411j 0.0104486-0.0438561j 0.0295623+0.00121749j 0.021428-0.00507705j 0.0133077-0.0235744j 0.00428742+0.0509236j 0.00657939-0.0457031j 0.00559334-0.0306191j -0.045079+0.0519261j 0.012179+0.00916902j 0.132763-0.104093j -0.0164842-0.075395j 0.110953-0.0523075j -0.168333+0.195318j 0.0439685+0.0200459j -0.120956+0.095805j 0.0190507-0.018645j -0.0334958+0.0468625j 0.0437481-0.0663963j -0.0120001+0.0356385j 0.0349031-0.0608797j 0.0506086-0.0445405j -0.083718+0.188743j -0.172631+0.103418j 
0.0123658+0.0157958j 0.00252389+0.0146928j 0.0358625+0.0423107j 0.0207837-0.0368454j -0.00676019+0.0190412j 0.0161055-0.0552547j 0.0645623-0.000658518j -0.0485059-0.0262243j -0.0439259-0.0314081j 0.0377506-0.0503788j 0.00221815+0.0324816j -0.0220123+0.0350173j -0.00930258-0.0280849j -0.0613892-0.00954545j -0.067704-0.0123958j 0.0128097-0.0102154j -0.0358216+0.0161889j 0.0522849-0.0707483j 0.153617+0.023211j 0.032691+0.154111j 0.0109011-0.0920418j -0.0564814+0.103538j -0.20963+0.139099j -0.0030857-0.00926187j 0.072362+0.135011j -0.0572902+0.0224447j 0.0493022-0.062133j 0.153383+0.0733401j 0.0140521-0.0274949j 0.015305-0.0852156j 0.199532-0.103989j -0.00571884+0.133228j 0.104657+0.0623792j -0.0279911-0.0798254j -0.0719651+0.0152075j 0.0665287+0.132892j 0.0728603-0.0295891j 0.0563229-0.0123366j -0.0608684-0.0245767j 0.1245-0.0387348j -0.0143588-0.0201497j 0.0478097-0.0578989j 0.0138432-0.0187112j -0.0305226+0.0368006j 0.0571077+0.00748918j 0.065734+0.0411346j 0.0389058-0.0869169j -0.0290635-0.0810778j -0.00848725+0.0377484j 0.0949375-0.0920033j 0.0425393-0.038964j -0.0137719+0.0382552j 0.0026712+0.0522565j -0.00324559-0.0117658j -0.016478-0.0502116j -0.0114991-0.0245253j -0.00707087+0.0482084j 0.0370805-0.00313943j -0.0092278+0.0157923j 0.0225076-0.0333584j 0.0137197-0.030059j 0.0161058-0.00842412j -0.00875915-0.0259912j 0.0441036-0.0160848j -0.0180564+0.0142468j -0.0032026-0.0307509j -0.00861764+0.014828j -0.00540173-0.027563j -0.0101176+0.0194683j 
0.00173656+0.00770519j -0.0124909+0.00947123j 0.0205897+0.00773567j 0.00766426-0.0293189j -0.0148761-0.0008709j 0.0105891+0.0140716j -0.0229999+0.0287308j 0.0311671+0.047851j -0.018517-0.0188753j 0.0303728+0.00347882j -0.0503081-0.00629295j 0.0284-0.0170664j 0.0574349-0.0430009j -0.0719533-0.0505176j -0.0947065+0.0151785j -0.06157+0.0230322j -0.0249364-0.0371385j 0.00159078+0.0451181j 0.0331329+0.0877453j -0.0214889+0.0356235j 0.0279181+0.0319124j 0.00946764-0.00481191j 0.0618754-0.0467903j -0.104159-0.129959j -0.00398874-0.073049j 0.00503713+0.0884539j 0.107908-0.115983j 0.00922651-0.0683775j -0.26614-0.0134434j -0.219144+0.0111368j 0.0451854-0.0302519j 0.0281938+0.0402667j 0.34785-0.216908j 0.198184-0.0800393j -0.0792346-0.0476491j -0.071347+0.0174172j -0.0214627+0.0095684j 0.017763+0.0439998j -0.0672806+0.0253013j -0.0501062+0.119299j 0.0330305+0.00135403j 0.0526889+0.0280057j 0.0565533+0.100035j 0.0886853-0.0588825j -0.0413982-0.0572831j -0.0166619+0.0498184j 0.00841762-0.00316085j 0.0102279-0.0125816j -0.0142161+0.00180046j -0.0611472-0.00293911j -0.0382603+0.0374245j 0.015742+0.0469745j 0.00714296-0.0380734j 0.00776162+0.0455565j 0.0280037-0.0464114j 0.00177167+0.030197j 0.00565807-0.00531422j -0.00762542+0.0291539j 0.0114055-0.00293667j 0.05097-0.032869j -0.00383005-0.00792718j -0.0297755+0.0141497j -0.00285038+0.0243436j -0.0329894-0.026391j 0.0118567-0.0144315j 0.00529721-0.00726368j 0.0116541-0.0267789j 0.00891759-0.00926447j -0.0149669-0.00474024j 
-0.00105401-0.0107585j 0.00308891-0.016391j 0.0345995-0.0108394j -0.0276437-0.031123j 0.0152159+0.0492866j 0.0074127+0.0348218j -0.0810565-0.0141928j 0.00527336+0.00541213j -0.0342101-0.0326559j 0.038092-0.0217104j 0.0176657+0.00836442j 0.020477+0.00882869j 0.0156637+0.0553149j 0.0277114+0.0875631j 0.015923+0.0073657j -0.0245193+0.0111434j 0.101723-0.0279237j 0.0254227+0.03774j 0.0688682+0.00701763j 0.0159023-0.00657623j -0.0469966+0.0185115j -0.00559848-0.0706185j 0.0784175+0.0894996j 0.105982+0.0504963j 0.000478084+0.068472j 0.0634451+0.0822806j -0.0244328-0.192015j -0.0101579-0.0595635j 0.179891+0.149156j 0.0951269-0.0734784j 0.0109753-0.206026j -0.0793262+0.0276415j 0.0651653+0.0141984j -0.0162212+0.112791j 0.0713572-0.0330491j 0.154238-0.0507856j 0.0465536+0.0792877j -0.0104435+0.0237893j -0.0394441-0.00187658j 0.0753414+0.0725703j 0.0235303-0.0620713j 0.0644711+0.103797j 0.0158231+0.0168622j 0.019449+0.0615936j 0.0314629-0.0949938j 0.0366774-0.0758377j 0.0162039-0.0343971j -0.00804462+0.0137105j -0.025039-0.0401398j 0.0721561-0.139309j -0.0383863+0.00946786j 0.00753135-9.31405e-05j -0.00344266-0.00793433j 0.0261701+0.0237897j -0.0194567-0.0199262j 0.0344299+0.0250179j 0.0164856-0.0157399j -0.00882117+0.0290971j -0.00327836-0.0284539j 0.0251618+0.0197425j 0.0040922-0.0479539j -0.00406633+0.00892376j -0.0221095+0.0145517j 0.0306618-0.0882015j 0.00601136+0.0400579j -0.0142283-0.0287078j -0.0323577+0.0174354j -0.0139446+0.0155815j -0.00771844-0.00890457j 
-0.0300071+0.00615253j 0.00021769+0.00186002j -0.0467921-0.0191093j 0.0162708+0.00801759j 0.0138371+0.00470101j 0.00223993+0.0133898j -0.027944-0.0558903j 0.00499817+0.0077517j 0.0591809+0.00197503j -0.0321715-0.0193431j -0.0322522+0.038859j 0.0370016-0.0191704j -0.0170168-0.00777856j 0.0748803+0.0216317j 0.0277187-0.0046234j 0.0322141-0.0173927j -0.019523+0.12578j 0.037108+0.0178782j -0.0879583+0.0613321j -0.0361783+0.0299592j -0.0153383-0.0292057j 0.0278304+0.108821j 0.0758676+0.0338741j 0.0271242-0.0879041j -0.0241968+0.0431596j -0.0740458-0.0694156j -0.0324847+0.0587j 0.0706026+0.112823j -0.0206348+0.0376535j 0.0277176+0.159976j -0.135368+0.102919j -0.128106-0.053208j -0.00853974+0.0171742j 0.00209244-0.142952j -0.0329508+0.0340535j -0.10091+0.0840891j 0.0115874-0.0167336j -0.00685361+0.0755347j -0.0208235-0.00858745j -0.0687626+0.0879109j 0.06194-0.0157407j -0.083735+0.0112321j -0.0966412-0.00259816j 0.0695145+0.0744892j -0.126856-0.0296982j 0.00227929+0.0441501j 0.0332745-0.0222001j -0.0581372-0.085952j 0.0623778+0.0511125j 0.0494907+0.0617221j 0.0475029+0.0676884j -0.0110882-0.0369893j -0.00296076-0.000254552j -0.0476598+0.0139633j 0.0387267-0.00313377j 0.0326636+0.00548833j 0.00742517+0.000355634j 0.00965951+0.019801j 0.0559454+0.0117788j -0.0280674+0.003844j 0.000991809-0.0115752j -0.0206567-0.00581367j -0.00808489-0.0176293j -0.0182639-0.00398015j -0.0277561-0.0069905j 0.0339092+0.0191161j -0.0192379-0.027194j 0.0175616+0.0112865j 0.00283758-0.000927437j 
-0.017418-0.0138248j 0.0235271-0.0349482j -0.0118404-0.00321447j -0.0388237+0.0190147j 0.0133422+0.0137656j 0.00290779+0.070481j -0.0827268+0.00377729j -0.00564527+0.0145659j 0.0131212+0.0414126j -0.0475456+0.0358161j -0.0478169+0.0673067j 0.045434+0.0281397j 0.0276425+0.0550255j -0.0237648+0.0122826j 0.0811623-0.0953754j 0.00239125+0.00102505j 0.0567361-0.00806756j -0.0272391+0.0906584j 0.0271278-0.0506141j -0.0414364-0.0327649j -0.0333257-0.0101462j 0.0132324+0.0876476j 0.175178-0.0175152j -0.0248957-0.00977109j 0.0115319-0.00124525j -0.0276603+0.00110608j 0.11807-0.130459j 0.241636-0.00514467j -0.0692761-0.0236671j 0.0405077+0.0665495j -0.128308+0.152453j 0.00116426+0.0149525j 0.0803071-0.067793j 0.0847056-0.161416j -0.124154-0.110482j -0.0925428+0.102832j -0.0113974+0.030529j -0.0406037-0.0571524j -0.0269073+0.0109392j 0.0325525+0.0896728j -0.00479152-0.0140178j 0.0256785+0.00502833j 0.0722126+0.111353j -0.00984199+0.0407149j 0.096991-0.00576745j -0.00614444-0.00851939j -0.108464+0.030918j 0.0105679+0.00916962j -0.00643937+0.00166907j 0.0722709-0.106474j 0.005447-0.0297549j -0.0129551+0.0285561j 0.0270536-0.0221782j 0.0361439+0.0224036j -0.0426078+0.0151043j -0.0129658+0.00718804j -0.00747447-0.0153403j 0.0012978+0.0225722j -0.0343804-0.0517474j 0.00492643+0.039912j 0.0128868-0.00273737j 0.0147699-0.0175379j -0.0505937-0.00687973j 0.0255217-0.0499379j 0.0160921+0.013234j -0.0245021+0.0041183j -0.0256743+0.0334563j -0.00746595-0.00131288j 0.00162065-0.0112234j 
0.020102+0.0119679j -0.003168+0.0103807j 0.0192851+0.0105163j 0.036091-0.0063229j -0.0358369+0.000547813j 0.0290076-0.0429167j 0.0424789-0.0182693j -0.0416714+0.00824019j -0.0279437-0.000253879j -0.000658041-0.0110716j -0.00988902-0.0267543j 0.0112413+0.0134113j 0.0264293-0.0247164j -0.0500613-0.0141503j -0.0399661+0.0652249j 0.000318513-0.00213309j -0.0393969+0.0347415j -0.0884303+0.0383925j 0.0196017-0.0303296j 0.00703443+0.0812858j -0.0694292+0.0345189j -0.0282919+0.00781824j -0.0684397+0.0484807j 0.183969+0.0389995j -0.0685005+0.0493231j 0.0510004-0.00361746j 0.0701719-0.0217102j 0.063414-0.0413061j -0.0144843-0.0325973j -0.013958-0.0124875j 0.0324131+0.00878911j 0.0519412-0.160839j 0.0317998-0.109444j 0.0821088+0.0459217j -0.00167026+0.0721229j 0.119418-0.06749j -0.0557984+0.0526164j -0.110029-0.126759j 0.0652052+0.0790624j 0.0546502+0.0497041j -0.0246966-0.0133539j -0.0688022-0.035988j -0.0287332+0.0126014j -0.0910464+0.035412j 0.0210887-0.0362591j -0.000386809-0.0873597j -0.00285688-0.0162024j -0.0490634+0.0110474j 0.0386762-0.00284393j -0.033455+0.0203494j 0.0331249-0.0163678j 0.0478546+0.0436109j -0.0406086-0.0609134j 0.0191166-0.0360854j 0.0139607-0.00773307j -0.0191987+0.00806327j 0.0287367+0.0200278j 0.015931+0.0292133j 0.0398815-0.0228365j -0.0217839-0.0113307j 0.0124399-0.0337588j 0.00569079-0.0176169j 0.0244867+0.023859j -0.0163946+0.00197147j -0.0232364-0.010446j 0.00579147-0.00462903j 0.00160997-0.00989281j 9.23927e-05-0.0102178j 0.00379437-0.0249158j 
0.0228753-0.0224442j 0.0115156+0.0251968j 0.0343885+0.0195386j 0.0216941-0.0443272j -0.0201396-0.0368582j 0.0172277+0.00576416j -0.0308608-0.013014j -0.0497742+0.000647102j -0.0214593-0.0512276j 0.00361626+0.0419718j -0.0318999-0.0639079j -0.0540882+0.0403608j 0.0373219-0.0318822j -0.0125414-0.0290556j -0.000235549+0.0542496j -0.0950835-0.0757949j 0.060091+0.0459533j -0.0936038-0.0319266j 0.0729345+0.0558069j -0.0339488-0.0621186j -0.0503028+0.03461j -0.000354536-0.10311j -0.0792589-0.0354891j 0.11986-0.0916598j -0.0472627-0.0681513j -0.0200342+0.0619405j 0.105421+0.0764472j -0.117001-0.0668818j 0.138471-0.0695416j 0.0862417-0.0150009j -0.0078681+0.152993j -0.0376261+0.0171653j 0.0435291-0.0546074j 0.0577253+0.097534j -0.0186066+0.120904j -0.0313468-0.117047j 0.00985259-0.0418529j 0.0582061+0.00293165j 0.0273113+0.0797278j 0.00583948-0.0224948j 0.0263965-0.0581093j -0.0440707-0.0622683j -0.0208051+0.0648228j -0.0472391+0.0763514j -0.0966775+0.0249023j -0.02633-0.0151192j 0.0238919-0.00328488j 0.000230024-0.0109576j -0.022888+0.0251633j 0.015445-0.00073551j -0.0234527+0.0499532j 0.00431696+0.0156358j 0.0340748-0.0265181j -0.0301126+0.00982332j 0.000478341-0.00339897j 0.0151244-0.0545416j 0.0048237+0.0280841j -0.0249135-0.0147874j 0.00543283+0.0296896j -0.0452071+0.0085122j 0.0263321-0.034027j 0.0125701-0.0168795j 0.00311866+0.00504951j -0.0213738+0.00181435j -0.0019478-0.0205117j -0.0103317+0.0286477j 0.00425144-0.00264347j -0.0151226+0.0020847j -0.00489486+0.0177126j 
-0.00350949-0.0418862j 5.70248e-05+0.0100106j -0.0102133+0.039108j 0.0265622-0.0453028j -0.00822868+0.0189841j 0.0140507-0.0136011j -0.00614729+0.0105334j 0.0501732+0.0215312j 0.0136386+0.0369223j -0.0626183+0.0135085j -0.0137927-0.0586176j 0.0221986+0.0509551j 0.0434264+0.0197663j 0.0655228+0.0407045j -0.0256642+0.0357561j 0.0765435-0.0643901j -0.0428289+0.0390956j 0.0736028+0.0379781j -0.0185712+0.0969483j -0.0014851+0.0611949j 0.00499852+0.0505989j 0.0096118-0.0212151j 0.0637817-0.103005j 0.0794485-0.0648912j 0.00273261+0.0828399j 0.0973451-0.0374132j -0.132889-0.0210176j 0.0851061-0.0193649j -0.0446119-0.0462062j -0.0392596+0.0105575j -0.152682+0.103505j -0.0844174-0.0865276j 0.014283-0.0197117j 0.00415512-0.0325824j -0.0644906+0.00721369j 0.0807603-0.0489806j 0.0461032+0.0847361j -0.0689789+0.000699144j -0.0230357+0.0757986j -0.0674716+0.0241684j 0.0323656+0.0136136j 0.0315221+0.061563j 0.0279536-0.000498431j 0.0224542-0.00358076j 0.0206497-0.0415175j -0.0165767-0.0647468j 0.0572311-0.0557081j -0.0635793-0.0595136j 0.00993899-0.0527835j 0.030246-0.00789983j -0.011591-0.0194511j 0.0409205+0.00422936j -0.0346942+0.0237559j 0.0104645-0.00590888j 0.00263868-0.0360108j 0.0584596-0.0499837j -0.028352-0.0198352j 0.0212338-0.0291133j 0.0421674+0.0479004j 0.0418073-0.0300169j -0.0420616+0.0044495j 0.0134233+0.028782j 0.0202552-0.0277544j 0.0214226-0.0121242j -0.0295734+0.0101463j 0.0201387-0.0375799j -0.0309964-0.0189184j 0.0121317-0.00185978j -0.0280881+0.0286641j 
0.0136874-0.00120278j 8.9504e-05-0.0101337j 0.0117841-0.0615255j -0.0466896-0.0113835j -0.0369693-0.0153144j 0.0337407-0.105307j 0.0616114+0.051729j -0.0293921-0.0324402j -0.0235711-0.00236017j 0.0243319-0.069525j 0.0155159+0.0249916j 0.0203363+0.0594251j -0.0052534-0.0479732j -0.104486+0.0113473j 0.137505+0.0281987j 0.0194019+0.0300519j -0.0345992-0.0572321j 0.0194494+0.0807005j 0.0498235-0.0854209j 0.00412848+0.0250528j 0.0699485-0.0492042j -0.0414007+0.0899821j -0.119822+0.0309933j 0.0747576-0.0587952j 0.0192915+0.24004j -0.063309-0.0887548j 0.0707281+0.00908359j 0.102399+0.132549j -0.0558826-0.0347102j -0.102725-0.127957j 0.070586+0.125008j -0.10956-0.0694101j -0.0272957+0.0232001j -0.0312528-0.0977175j 0.102426+0.0309363j 0.00218268+0.0192885j -0.0146861-0.0825311j -0.108748+0.0286219j -0.0498084+0.061569j 0.00527971+0.028375j 0.0300909+0.069564j -0.00624608-0.0621115j -0.0662583-0.0852352j -0.0549971+0.0812688j 0.0141081+0.0452872j -0.0470194+0.00653856j -0.0145971-0.0239643j 0.0123467+0.0383778j 0.0149483+0.0170784j 0.00729613-0.00193938j -0.0142586+0.00225703j 0.00421174-0.0539666j 0.0163678-0.0216374j -0.0261047+0.0170974j -0.00625844-0.0366305j -0.000464046-0.0343863j 0.0500977+0.00365053j 0.0118398+0.0142553j 0.0022553+0.00402784j -0.0213191+0.0057751j 0.0206049+0.00783844j 0.0143116-0.0267412j 0.00638086+0.0035227j 0.0165367+0.00335934j -0.000541267+0.00997717j -0.0181073-0.00248643j 0.0201911-0.00474815j -0.0286844+0.0264491j 0.00700402+0.0137807j 
0.0532666-0.0462857j 0.0228023+0.0268039j 0.0551033-0.0396761j -0.0180735-0.0475313j 0.0386486-0.0338372j -0.0351239+0.0151829j -0.0623053-0.0423691j -0.00132202+0.00987525j -0.0394483+0.0176869j 0.0125869+0.00781921j 0.00133847-0.0313431j -0.0493668+0.0142411j -0.0248554+0.0237715j -0.0444555+0.122336j -0.0381814+0.102499j 0.0225843-0.0197747j 0.0576201+0.0710151j -0.0683555-0.0685825j -0.0213381+0.0108148j 0.0736858-0.0567452j 0.0102086-0.0173045j 0.0350418-0.0160057j 0.135172+0.0149365j -0.0283618+0.117366j -0.0314195-0.0374294j -0.00982603+0.0105551j 0.177457+0.018676j -0.132561-0.0236581j -0.0250273+0.128053j -0.0482466+0.135285j -0.00656175-0.105953j 0.0594744-0.092183j 0.0912652-0.0284438j 0.0316611-0.0292639j -0.0357424+0.0430353j -0.0257953+0.0309756j -0.0628088+0.0232455j -0.0255613-0.030906j -0.0110705+0.0153884j 0.016694-0.0791411j -0.0368918-0.00662958j -0.0362848+0.0316665j -0.0340724-0.146562j -0.011863-0.0525399j -0.0139602+0.0190196j -0.0387081+0.00400203j -0.0166033+0.0262718j 0.022289-0.0221202j -0.0219258+0.0231716j -0.000614631+0.0264206j -0.0759184+0.00337621j 0.00674719-0.0315839j 0.0325634+0.0063071j -0.0291665-0.00408805j -0.0206401+0.0452566j -0.00159247-0.00238932j 0.0391414-0.0145206j -0.0162147-0.0237822j -0.0528045+0.0937957j -0.0481899+0.0146433j 0.00749143+0.0302296j 0.00529865+0.0418152j 0.0162167+0.0121951j 0.00505033+0.0426586j 0.0158608-0.0185612j -0.0332949+0.0107577j 0.0243424+0.0154447j -0.0463409+0.0263474j -0.00916536+0.0306246j 
0.0452599-0.0266316j 0.0453083+0.0890959j 0.00318245+0.0455359j 0.0626028+0.0145206j 0.021862-0.0343758j -0.0149827-0.0189966j -0.0216378-0.0149741j -0.0396093+0.0338469j -0.0843048-0.000966668j -0.103678-0.0406572j -0.109581-0.0748517j -0.0692527-0.0363484j -0.0701586-0.140715j -0.020909+0.0887515j -0.0533307-0.0297446j -0.0252592-0.0690477j -0.0229562+0.0295076j 0.0135291-0.0242832j -0.0329448+0.0456943j -0.0735763+0.0174134j -0.0140626-0.00495232j -0.0319547+0.0206353j -0.0257952-0.130437j 0.116173-0.0487282j 0.0908824+0.0974134j 0.0272897+0.00867133j 0.0050528-0.0807492j 0.0479941-0.069486j 0.050805-0.020919j -0.129449+0.0379422j 0.0388277+0.101968j -0.0484383-0.0106798j 0.0516512-0.0326625j 0.0681929-0.0232706j -0.0657934+0.050181j -0.0233318+0.00200301j 0.0553969+0.129677j -0.0243671+0.0405629j -0.024772+0.0255018j -0.0211829-0.0712645j 0.0923112-0.0109j 0.00322779+0.0183649j 0.0658114-0.0417688j 0.0352823+0.0145101j 0.00608498+0.0267398j -0.00399397+0.0591763j 0.0180171+0.044096j 0.0258039-0.0294548j -0.00239415-0.00657366j -0.0287239+0.0162814j -0.00387911+0.00913061j 0.0186088+0.0192429j -0.0149428+0.0078541j 0.024486-0.0149651j 0.019314+0.0763952j 0.0020747-0.0049873j 0.0157341+0.0243621j -0.0333416-0.0425289j -0.0162124+0.00791714j 0.00281647+3.49682e-05j 0.0147722-0.0188962j -0.0381661-0.00604309j 0.00782265+0.00125928j -0.0179312+0.0542172j 0.0152711-0.00873213j 0.00982013+0.0426608j 0.00584751+0.0175541j -0.00403369-0.0253174j -0.00926721+0.0189881j 
-0.0263586-0.0167721j -0.00745164-0.0434914j 0.00456246+0.0644891j 0.06347+0.0058742j -0.00475884-0.072404j 0.00657791-0.00696937j -0.000830186-0.0343491j -0.0580023+0.00922997j 0.065185-0.00366892j 0.00092539+0.0620328j -0.0466651+0.0354961j 0.0393393+0.0718849j 0.042377+0.107813j 0.00700676-0.046757j -0.0862566+0.0243068j -0.0404596-0.199344j -0.0591985+0.0437938j 0.02656-0.109882j -0.0685711+0.0401027j -0.0467717+0.0442766j -0.108885-0.104262j 0.0257957+0.0826111j -0.0515457-0.0505289j 0.122274+0.00636315j 0.0270531+0.0875395j -0.0831559-0.0470688j -0.0339255-0.0274297j 0.120581+0.019091j 0.00195151-0.0202357j -0.000388023+0.060233j 0.0488419-0.114171j 0.0111192-0.0186437j 0.00788912+0.0679756j -0.00888967+0.0221697j -0.101771-0.0383711j 0.031704-0.0186344j 0.0134275+0.0236048j -0.0291819+0.0699524j -0.00175906-0.0537669j 0.0246739-0.00980486j 0.0209769-0.0307259j -0.10895+0.0671654j 0.0497861+0.00152823j -0.00458401-0.00880708j -0.0158555-0.0124269j -0.0313204-0.0223365j -0.0664748+0.025725j -4.89569e-05-0.0337068j 0.00483078-0.060191j 0.00853159+0.0194239j 0.00274688-0.0232622j 0.00698291-0.0110164j -0.00950061-0.00544981j 0.0145256+0.00253166j -0.0450633+0.0159663j -0.0170511+0.0546744j -0.0245594-0.0568737j 0.00658728-0.00494398j -0.0379525+0.0343532j -0.0150677+0.00507335j -0.00613178-0.0159508j -0.0164685+0.0240505j -0.00496839+0.0190211j -0.0283011+0.0022303j 0.00570804-0.0063724j -0.00333179+0.0020702j -0.00595081-0.0245388j -0.00244003+0.0195819j -0.00772991-0.0113478j 
0.0788921+0.0537423j -0.0459997+0.0505861j 0.0339531+0.0016161j -0.00967538-0.0414037j 0.0282578-0.028401j -0.050262+0.0131198j -0.00436024-0.0313446j -0.0844449+0.0266015j -0.10732+0.00761367j 0.0408127-0.0617988j 0.139205+0.0568959j -0.0968857-0.0204678j 0.0455441-0.0886828j -0.0728337-0.0924922j 0.0278295+0.0638587j -0.0122313-0.0882561j 0.0534438+0.0858023j -0.0351904-0.0210088j 0.0621952+0.0572032j 0.0662747-0.0839106j -0.0201404+0.0185071j -0.0460243+0.0752456j 0.00945651-0.072156j 0.0884895-0.0467832j 0.0290371-0.0485946j -0.0284115-0.0134653j 0.0319648-0.00854498j -0.0740176-0.00716248j 0.108-0.137094j 0.0834384+0.0686682j 0.0037676+0.137474j -0.00562832+0.0145013j 0.0633245-0.00292536j -0.0031783-0.0758632j 0.0140935+0.0558154j -0.0130497-0.0441668j 0.0725445+0.00285822j -0.00716925-0.0365652j -0.039115+0.0599616j -0.00897163-0.0620454j -0.0151016+0.0250974j 0.0498948-0.0471634j -0.0447036-0.024819j -0.00999843-0.0463109j 0.0366439+0.0220532j -0.011511-0.0349797j -0.0086397-0.0600227j 0.0463112+0.0605794j 0.00222964-0.016315j 0.0430916-0.0438402j -0.0204063-0.0704877j -0.000353699-0.0131815j 0.0404479+0.0176287j -0.0738534+0.0493462j 0.0105677-0.0442422j 0.0335771+0.00643326j -0.0217527+0.00583307j 0.0372398-0.0186841j 0.00567942+0.0311834j 0.0321655-0.00319277j -0.013786-0.00115205j -0.0128843+0.00908391j 0.00598442+0.0207667j 0.039212+0.0213533j 0.00651315+0.0408582j -0.0274746-0.0573242j 0.00256066+0.0256547j 0.0178951-0.0175427j -0.0294039-0.00448428j 
-0.0317547+0.0475874j -0.0441782-0.0266672j 0.053788+0.0761601j 0.0191412-0.0329302j 0.0203645+0.0552203j 0.00275508-0.0264666j -0.030169+0.0382849j 0.0651773-0.0335968j -0.00308193-0.0698929j 0.136073+0.0313986j 0.00651704+0.00355269j 0.0675898-0.00528945j 0.00474159-0.0178403j 0.0396693-0.175488j -0.14002-0.031645j 0.0289155-0.00861973j 0.00721033-0.0341583j 0.0604363+0.0545022j -0.0669011+0.00889361j 0.0877387+0.0540334j -0.00719632+0.00697111j 0.00804792-0.0692705j 0.0818365-0.0525021j -0.0281473+0.00627745j -0.035599+0.0176526j 0.0225982-0.0663601j -0.109907-0.0363126j -0.155462+0.0255514j -0.0788249-0.0478679j -0.0538389-0.100584j -0.0406187+0.0308781j 0.0105891+0.0564842j 0.0216512-0.0611287j -0.0194166-0.0855624j 0.0498464-0.0148418j 0.111803-0.0130229j 0.0147121+0.0247968j 0.0275534-0.0555325j -0.007936-0.16233j -0.0377245-0.0387777j 0.0782319+0.0304634j 0.0792119+0.0283531j 0.0523836+0.0886456j 0.0352004+0.0420681j 0.013244+0.0348946j 0.00208624-0.065708j -0.0356576-0.0507954j 0.00275273+0.0602041j -0.0446496-0.0234151j 0.0186566-0.00587046j -0.0337578-0.0154523j 0.00392858-0.0110151j -0.00716554+0.0424849j 0.0536308+0.0108153j -0.0232633-0.00664416j 0.053742+0.0334711j 0.0207216+0.013244j -0.016899-0.0163081j 0.0211433-0.0318739j 0.0315705+0.0390949j 0.0101369-0.0529722j -0.0245183-0.0292456j -0.0183037-0.00695695j 0.0218331-0.0135354j 0.0237962+0.0606595j -0.00652272-0.0269684j -0.0446119+0.00292599j 0.00248113-0.00760986j -0.00265668-0.0211685j 
