-0.413493-0j -0.417778-0j 0.0955332-0j -0.0601119-0j -0.0350653-0j -0.0296544-0j -0.00428024-0j 0.0680382-0j -0.0211861-0j 0.00982046-0j -0.0302722-0j -0.00305795-0j -0.00436941-0j -0.0124866-0j -0.00180229-0j -0.0215886-0j -0.00381636-0j -0.00031803-0j -0.0243869-0j 0.0391586-0j -0.00431103-0j 0.0395644-0j -0.000359253-0j -0.0174228-0j 0.00692233-0j 0.00699407-0j 0.000576861-0j -0.0143731-0j -0.00307995-0j 0.000582839-0j -0.00459228-0j -0.000256663-0j -0.00254083-0j -0.000211736-0j -0.000811807-0j -6.76506e-05-0j -0.0170137-0j -0.00283562-0j -0.00173646-0j -0.0188307-0j -0.000354453-0j -2.08863e-05-0j -0.014887-0j -0.00313846-0j 0.0489605-0j -0.0150413-0j -0.00192191-0j -0.000392307-0j 0.0341563-0j -0.00248117-0j -2.31169e-05-0j 0.00816008-0j -0.00614058-0j -0.0015194-0j 0.0199245-0j -0.00250688-0j 0.00499701-0j -0.010746-0j -0.00153514-0j -0.000310146-0j 0.00102001-0j 0.00569272-0j -0.00031336-0j -1.82755e-05-0j -0.00626851-0j 0.00348607-0j -0.00102343-0j 6.01047e-05-0j 0.00332075-0j -1.84649e-05-0j -0.00163529-0j -0.00062672-0j 0.00071159-0j -0.001791-0j 0.00203354-0j -0.000127929-0j -0.00109676-0j 4.19309e-05-0j -0.00104475-0j 0.000415094-0j -0.000223875-0j -0.000639777-0j -7.53827e-06-0j 2.44597e-05-0j -0.000272549-0j -0.000130594-0j -0.000166902-0j -1.3192e-05-0j -3.40686e-05-0j -7.69532e-06-0j -2.00751e-06-0j 
0.044867-0j 0.0153937-0j -0.001791-0j -0.00629656-0j -0.00116075-0j -0.00109332-0j -0.000157807-0j 0.00123134-0j -0.000693427-0j 0.000177729-0j -0.00328278-0j -0.000100088-0j -0.000473828-0j -0.00217587-0j -0.00031406-0j 0.114905-0j -0.000140704-0j -1.17254e-05-0j -0.125302-0j -0.311908-0j 0.000153435-0j -0.107015-0j 1.27862e-05-0j -0.0794712-0j 0.000381939-0j 0.000131042-0j 3.18283e-05-0j -0.202148-0j 9.73144e-05-0j 1.09202e-05-0j 0.256309-0j 8.10953e-06-0j 0.000247535-0j 2.06279e-05-0j -0.000313856-0j -2.61547e-05-0j -0.000627275-0j 0.0150926-0j -6.4021e-05-0j 0.000670209-0j -1.30682e-05-0j -7.70053e-07-0j 0.00161535-0j -0.0161256-0j -0.00036591-0j 0.000554221-0j 6.84029e-05-0j 1.39627e-05-0j -0.00181927-0j -0.0388662-0j 8.22759e-07-0j 0.00880402-0j -0.00282823-0j 0.000164866-0j -0.000335376-0j -0.0133349-0j -3.73456e-05-0j 0.000351509-0j 5.65649e-05-0j 3.36531e-05-0j -7.62314e-06-0j 0.0437727-0j 1.15463e-05-0j 1.98303e-06-0j 0.00321479-0j -0.000185678-0j 0.068049-0j -4.49198e-07-0j 0.00806934-0j 6.8037e-07-0j -0.00109594-0j -0.000288655-0j -3.79014e-05-0j -0.00845751-0j -3.42291e-05-0j -5.89215e-05-0j 3.58757e-05-0j -2.23336e-06-0j -0.0773497-0j -6.98699e-06-0j 7.3231e-06-0j 0.000328108-0j -3.47199e-06-0j -4.11713e-07-0j 0.0263689-0j 6.69747e-05-0j -0.000111854-0j 4.31518e-07-0j -2.2832e-05-0j 3.94652e-06-0j -1.34539e-06-0j 
0.00423171-0j 0.00424835-0j -0.04745-0j -0.000502567-0j -0.0339276-0j 0.0298649-0j 0.00429696-0j -0.00118719-0j -0.0627946-0j -0.000170812-0j 0.0285928-0j -0.0090349-0j 0.00411393-0j -0.0368543-0j -0.0053026-0j -0.000227413-0j -0.181222-0j 0.000480583-0j -4.45083e-06-0j -0.000400752-0j -0.00354681-0j -0.000402327-0j 9.40578e-06-0j 9.35844e-06-0j -0.319354-0j -0.32061-0j 0.000846894-0j -0.000286545-0j 0.00745763-0j 0.000850224-0j 0.000189308-0j -1.97769e-05-0j -0.228344-0j 0.000605544-0j 0.150857-0j -0.000400058-0j -0.000179221-0j 0.00140841-0j 0.00351585-0j -3.43679e-06-0j -0.0340198-0j 4.21558e-05-0j 0.000152355-0j 2.7008e-05-0j 0.000515746-0j 0.000152954-0j 6.74207e-05-0j -0.000652371-0j -6.05638e-06-0j -0.00119728-0j 8.08388e-07-0j -0.004053-0j 0.000317898-0j -0.00298879-0j -0.000408858-0j -0.00120199-0j -0.0101176-0j -0.000321604-0j -0.00300055-0j 0.0289199-0j 0.097899-0j 4.75941e-05-0j 0.0290336-0j -3.58363e-05-0j -0.000188011-0j 0.00011881-0j -0.0024982-0j -0.000121312-0j 0.00321301-0j -3.59772e-05-0j 8.43397e-05-0j -0.00623632-0j -0.00114962-0j 0.00252733-0j 0.00802072-0j 0.0603434-0j 0.00630903-0j 1.42456e-06-0j 0.00147748-0j -0.0776094-0j -0.0610469-0j 0.00368828-0j -7.47748e-05-0j 9.61701e-05-0j -0.000662784-0j -0.0356882-0j -0.00165452-0j 7.56466e-05-0j 0.0160094-0j 4.42232e-05-0j -1.98381e-05-0j 
0.00756836-0j -0.00155593-0j 0.0085305-0j -0.0518783-0j 0.00615764-0j 0.0105588-0j 0.0015192-0j 0.0123186-0j 0.0942378-0j 0.0017724-0j -0.0529734-0j 0.0135589-0j -0.00762182-0j 0.00444603-0j 0.000639695-0j -8.04025e-05-0j -0.0640718-0j 0.000169912-0j -9.08242e-05-0j 0.000364455-0j -0.0723767-0j -7.49262e-05-0j 0.000191936-0j -0.000810609-0j 0.29043-0j -0.0597078-0j -0.00077019-0j 0.000263078-0j -0.645965-0j 0.000158339-0j -1.7103e-05-0j 0.00171303-0j 0.209643-0j -0.000555952-0j -0.0136292-0j 3.61432e-05-0j -6.33644e-05-0j 0.000497949-0j 0.00124304-0j -7.01315e-05-0j -0.0120278-0j 1.49043e-05-0j 0.000272484-0j 0.000551129-0j -3.69625e-05-0j -5.60184e-05-0j 0.0013758-0j -0.0133124-0j 0.000317898-0j -0.00214132-0j 1.64961e-05-0j 0.00029047-0j -0.000165615-0j -0.00534542-0j -3.77326e-05-0j 0.000440221-0j 0.000725108-0j -0.000499966-0j 0.00109893-0j 0.0517229-0j -0.00701623-0j -0.0024982-0j -0.0106334-0j -6.40927e-05-0j 0.000114735-0j -0.00623632-0j 0.00130148-0j 8.69419e-06-0j 0.000296522-0j 1.31764e-05-0j -6.09034e-06-0j 0.00324893-0j 0.0603434-0j 0.00392898-0j 0.000740214-0j -0.031437-0j 0.00980801-0j -7.47748e-05-0j -0.000901649-0j -0.0071624-0j -0.0949035-0j -0.00225081-0j 3.89553e-05-0j 8.87532e-06-0j 4.7861e-05-0j 0.0217791-0j 0.000119476-0j 0.0001176-0j -0.00115607-0j -2.69876e-05-0j 1.43255e-06-0j 
-0.000352643-0j -0.000354029-0j 0.0120302-0j 0.000127418-0j 0.00860183-0j 2.60314e-05-0j 0.0511867-0j -1.0348e-06-0j -5.47344e-05-0j -0.00203477-0j 2.49227e-05-0j -0.107627-0j 0.0490065-0j -3.21237e-05-0j -0.0631662-0j 1.8951e-05-0j -0.000480583-0j -0.175471-0j 3.70903e-07-0j 3.3396e-05-0j -9.40578e-06-0j 3.35273e-05-0j -0.00343426-0j -7.7987e-07-0j -0.000846894-0j -0.000850224-0j -0.309219-0j 2.38787e-05-0j 1.97769e-05-0j -0.310435-0j -1.57757e-05-0j 0.00722096-0j -0.000605544-0j -0.221097-0j 0.000400058-0j 0.14607-0j 1.49351e-05-0j -0.000357082-0j 1.52431e-06-0j 2.86399e-07-0j 0.00423884-0j -0.0476049-0j -1.26962e-05-0j -6.84747e-06-0j -4.29789e-05-0j -1.27461e-05-0j 2.92305e-08-0j 8.12849e-05-0j 5.04699e-07-0j 0.000303552-0j -0.000912881-0j 0.00102758-0j -2.64915e-05-0j -1.2958e-06-0j 3.40715e-05-0j 0.000304745-0j -4.38651e-06-0j 2.68004e-05-0j -1.3009e-06-0j -0.0036034-0j -0.0121981-0j -1.20668e-05-0j -0.00361757-0j 0.0404685-0j 1.56676e-05-0j 5.15106e-08-0j 0.000633381-0j 0.136993-0j -0.00081461-0j 0.0406276-0j -7.02831e-06-0j -2.70378e-06-0j 0.000143242-0j -0.000640766-0j 3.47741e-06-0j -0.00751874-0j 2.7353e-06-0j -0.0016087-0j -0.000374594-0j 0.00967008-0j 0.0076064-0j 1.59906e-06-0j 0.0844402-0j -0.108601-0j 0.000168039-0j 0.00444673-0j -7.17323e-07-0j -0.0854247-0j -0.00199475-0j -0.0499395-0j 0.0224023-0j 
-0.00863974-0j 0.0424669-0j 0.00104475-0j 0.00368099-0j 0.00090288-0j 0.00063777-0j 9.20542e-05-0j -0.00218063-0j -0.00134099-0j -0.000314747-0j -0.00298955-0j -0.000193556-0j -0.000431504-0j -0.00373623-0j -0.000539279-0j -0.0670281-0j 8.20775e-05-0j 6.83979e-06-0j 0.221901-0j 0.0600622-0j -0.000271724-0j -0.295223-0j -2.26436e-05-0j -0.466576-0j -7.35476e-05-0j 0.000361508-0j -6.12896e-06-0j 0.051906-0j 0.000571334-0j 3.01257e-05-0j 0.265467-0j 4.76111e-05-0j -6.35602e-05-0j -5.29668e-06-0j -0.000325071-0j -2.70892e-05-0j 0.00036591-0j -0.00880402-0j 3.73456e-05-0j -0.0011869-0j 7.62314e-06-0j 4.49198e-07-0j -0.000311057-0j 0.0285575-0j 0.000213448-0j 0.00152894-0j -0.000121137-0j -2.47271e-05-0j 0.00106355-0j 0.00748422-0j -1.45706e-06-0j -0.00513568-0j -0.000649042-0j -3.17471e-05-0j 0.00026087-0j -0.0367872-0j 2.17849e-05-0j -0.00321479-0j 0.000156047-0j -6.48036e-06-0j 4.44683e-06-0j -0.0255896-0j 3.18529e-05-0j -3.81859e-07-0j 0.00182226-0j 0.000108548-0j 0.0156163-0j 2.62032e-07-0j -0.00627668-0j 1.87695e-06-0j 0.00110587-0j -6.62425e-05-0j 2.21573e-05-0j 0.0773497-0j 2.66249e-05-0j -1.35217e-05-0j -0.000328108-0j 1.30563e-06-0j -0.0438446-0j 5.43478e-06-0j -6.69747e-05-0j 0.000185983-0j -7.96774e-07-0j 3.20248e-07-0j -0.026608-0j 3.79637e-05-0j 0.000112868-0j -3.94652e-06-0j 2.3039e-05-0j 2.23703e-06-0j 1.35759e-06-0j 
0.00254083-0j 0.00230491-0j 0.0276792-0j 0.0339276-0j -0.0390544-0j -0.0174212-0j -0.00250656-0j -0.0778637-0j -0.0124463-0j -0.011203-0j -0.0159674-0j -0.00179077-0j -0.00229739-0j -0.00878235-0j -0.00126361-0j 0.000132657-0j 0.105713-0j -0.00028034-0j -0.000291916-0j -0.000240622-0j -0.232624-0j -0.00021828-0j 0.000616895-0j -0.000208555-0j -0.191749-0j -0.173945-0j 0.000508497-0j 0.00033951-0j -0.166195-0j 0.000461283-0j -0.0003594-0j 0.000440731-0j 0.270551-0j -0.000717474-0j -0.286401-0j 0.000759506-0j 0.000104546-0j -0.000821574-0j -0.00205091-0j -0.000225408-0j 0.0198449-0j -2.45909e-05-0j 9.14776e-05-0j 0.00177137-0j -0.000300852-0j 8.2984e-05-0j 0.00442191-0j -0.0427869-0j 0.000408858-0j -0.000718877-0j 5.30196e-05-0j 0.00236425-0j 3.77326e-05-0j -0.00179455-0j -0.000470641-0j -0.00065213-0j 0.00590193-0j 5.92866e-05-0j -0.00162793-0j 0.0173643-0j -0.0571078-0j -0.00321301-0j 0.015752-0j -2.1517e-05-0j 4.61157e-05-0j -0.00802072-0j -0.000296522-0j 7.07653e-05-0j 0.00369854-0j -1.95192e-05-0j -0.000438618-0j -0.000740214-0j 0.0776094-0j -0.000465904-0j 0.00923274-0j 0.0071624-0j -0.00116305-0j -9.61701e-05-0j -0.0003624-0j -0.0893371-0j 0.0112538-0j -0.000904668-0j -8.87532e-06-0j 0.000110702-0j 0.00344688-0j 0.00875368-0j 0.00860453-0j -1.39452e-05-0j -0.0832585-0j -1.08472e-05-0j 0.00010317-0j 
-0.00793143-0j -0.00272125-0j -0.0149284-0j -0.0524831-0j -0.00967507-0j -0.0184779-0j -0.00265861-0j 0.0208106-0j -0.0117194-0j 0.00299423-0j -0.0554814-0j -0.00168619-0j -0.00798267-0j -0.0367739-0j -0.00529103-0j 0.000140704-0j 0.112126-0j -0.000297345-0j -0.000153435-0j -0.000381939-0j -0.12227-0j -0.000131042-0j 0.000324248-0j -9.73144e-05-0j -0.304363-0j -0.104426-0j 0.000807138-0j -0.000247535-0j -0.0775487-0j 0.000276927-0j 0.000313856-0j 0.000205651-0j -0.197257-0j 0.000523106-0j 0.250108-0j -0.000663261-0j 0.000110888-0j -0.000871411-0j -0.00217532-0j -0.000118477-0j 0.0210487-0j -2.60826e-05-0j -0.000285556-0j 0.000931055-0j 6.46844e-05-0j -9.79733e-05-0j 0.00232421-0j -0.0224894-0j 0.000321604-0j 0.00224404-0j 2.78678e-05-0j -0.000508323-0j 0.000499966-0j 0.00560185-0j 5.92866e-05-0j 0.000769924-0j -0.00126894-0j -6.21385e-05-0j 0.00192198-0j -0.0542042-0j 0.0122784-0j -0.00252733-0j -0.0185973-0j 6.71674e-05-0j -0.000568299-0j -0.00630903-0j -0.00392898-0j -1.52148e-05-0j -0.000465904-0j 2.30449e-05-0j 0.000193736-0j -0.00980801-0j 0.0610469-0j 0.000488316-0j -0.00116305-0j 0.0949035-0j 0.00121899-0j -7.56466e-05-0j 0.00446598-0j 0.0112538-0j -0.0117951-0j 0.0111485-0j -0.0001176-0j -1.39452e-05-0j -0.00152248-0j -0.107875-0j -0.00380059-0j 1.4616e-05-0j 0.036775-0j 0.000133673-0j -4.55699e-05-0j 
-0.000630697-0j 0.000129661-0j -0.00216278-0j 0.0131529-0j -0.00156118-0j 9.2035e-06-0j 0.0180972-0j 1.07374e-05-0j 8.21416e-05-0j 0.0211135-0j -4.61738e-05-0j 0.161519-0j -0.0907936-0j 3.87534e-06-0j 0.00762025-0j 6.70021e-06-0j -0.000169912-0j -0.0620384-0j 7.56869e-06-0j -3.03713e-05-0j -0.000191936-0j 6.24385e-06-0j -0.0700799-0j 6.75508e-05-0j 0.00077019-0j -0.000158339-0j 0.281213-0j -2.19231e-05-0j -0.00171303-0j -0.057813-0j 1.42525e-06-0j -0.625465-0j 0.000555952-0j 0.20299-0j -3.61432e-05-0j -0.0131967-0j 5.28036e-06-0j -0.000126247-0j 5.38925e-07-0j 5.84429e-06-0j 0.00149866-0j -0.0168309-0j -2.2707e-05-0j -0.00013973-0j 3.08021e-06-0j 4.6682e-06-0j 5.9648e-07-0j 0.00165871-0j -2.64915e-05-0j 0.000542898-0j -0.0186284-0j -7.36443e-05-0j 1.38012e-05-0j -2.31752e-06-0j 3.14438e-06-0j -0.000111611-0j 3.14373e-07-0j 4.16638e-05-0j 4.76446e-07-0j -0.00644464-0j 0.000874217-0j 0.000633381-0j 0.00132491-0j 0.0723773-0j -9.56129e-06-0j -2.70378e-06-0j -0.000329972-0j -0.00981801-0j -7.51786e-05-0j -0.0148796-0j 5.07528e-07-0j 1.40858e-06-0j -0.00751874-0j -0.000996134-0j 3.20922e-07-0j 0.00391703-0j 4.2523e-06-0j 0.0844402-0j 0.000228599-0j 0.00089243-0j 0.0118249-0j -9.75845e-07-0j -0.0439907-0j -0.0100225-0j -1.21344e-05-0j -0.00271366-0j 5.17994e-08-0j -0.132801-0j 0.000144045-0j 0.0304761-0j -0.00161772-0j 
-0.000211736-0j -0.000192076-0j -0.00701763-0j -0.00860183-0j 0.00990166-0j -1.5185e-05-0j -0.0298589-0j -6.78692e-05-0j -1.08487e-05-0j -0.133454-0j -1.39178e-05-0j -0.0213323-0j -0.0273672-0j -7.65506e-06-0j -0.0150525-0j -1.10548e-05-0j 0.00028034-0j 0.102358-0j 2.43263e-05-0j 2.00518e-05-0j -0.000616895-0j 1.819e-05-0j -0.225242-0j 1.73796e-05-0j -0.000508497-0j -0.000461283-0j -0.185663-0j -2.82925e-05-0j -0.000440731-0j -0.168425-0j 2.995e-05-0j -0.160921-0j 0.000717474-0j 0.261965-0j -0.000759506-0j -0.277312-0j -8.71215e-06-0j 0.000208298-0j -8.89181e-07-0j 1.8784e-05-0j -0.00247266-0j 0.0277695-0j -7.62314e-06-0j -0.000449103-0j 2.5071e-05-0j -6.91533e-06-0j 1.91713e-06-0j 0.00533122-0j -3.40715e-05-0j 0.00018226-0j -0.0598729-0j -0.000599419-0j -3.14438e-06-0j -7.78033e-07-0j 3.92201e-05-0j 0.000165338-0j 2.5588e-06-0j -4.94055e-06-0j -7.05793e-07-0j -0.00216358-0j 0.00711558-0j 0.00081461-0j -0.00196269-0j 0.0242983-0j -3.84297e-06-0j -3.47741e-06-0j 7.51786e-05-0j -0.0799125-0j -0.000937707-0j 0.0220422-0j 3.65515e-05-0j -3.20922e-07-0j -0.00967008-0j 0.000118123-0j 4.00288e-06-0j -0.00089243-0j -5.04243e-07-0j 0.108601-0j 9.1881e-05-0j 0.0111313-0j -0.00140221-0j -3.92222e-07-0j 0.0100225-0j -0.125012-0j -0.000873905-0j -0.0010907-0j 3.73052e-06-0j 0.0157477-0j 0.0103739-0j 0.0122493-0j -0.116506-0j 
-0.00231993-0j -0.0426073-0j -0.000272549-0j 0.00165125-0j 0.00858752-0j -0.000166378-0j -2.40146e-05-0j 0.00095036-0j -0.000118866-0j 0.000137173-0j -0.00308732-0j -1.71569e-05-0j -0.000445616-0j -0.00220286-0j -0.000317955-0j 0.0174859-0j -2.14119e-05-0j -1.78433e-06-0j -0.0967089-0j 0.0161278-0j 0.000118422-0j 0.296199-0j 9.86853e-06-0j -0.0690922-0j -1.97489e-05-0j -0.000362703-0j -1.64574e-06-0j -0.508158-0j 8.4605e-05-0j -3.02253e-05-0j 0.525279-0j 7.05042e-06-0j 0.000622252-0j 5.18543e-05-0j -0.000643217-0j -5.36014e-05-0j -9.54567e-05-0j 0.00229675-0j -9.74251e-06-0j 0.000517273-0j -1.98868e-06-0j -1.17184e-07-0j -8.35247e-05-0j -0.0124459-0j -5.56831e-05-0j -0.00153399-0j 5.2794e-05-0j 1.07765e-05-0j 0.000477097-0j 0.00200965-0j 6.35013e-07-0j 0.00133977-0j -3.44522e-05-0j -8.5247e-06-0j 0.0024812-0j 0.0369088-0j -5.68313e-06-0j -0.00109594-0j -0.000156562-0j -1.7401e-06-0j -1.16006e-06-0j -0.0114792-0j -3.19582e-05-0j -1.02536e-07-0j -0.00110587-0j 4.86935e-05-0j 0.00082894-0j -6.83575e-08-0j -0.0596991-0j -1.88315e-06-0j 0.00139503-0j -3.51626e-06-0j 9.93953e-06-0j 0.0263689-0j 0.000253236-0j -7.17753e-07-0j -0.000111854-0j 5.85692e-07-0j 0.026608-0j 5.16916e-05-0j -2.2832e-05-0j -0.000112868-0j -4.2294e-08-0j 3.04596e-06-0j -0.0335653-0j -2.3039e-05-0j 0.00014238-0j -1.34539e-06-0j 2.90631e-05-0j -1.35759e-06-0j 1.71256e-06-0j 
0.00152731-0j -0.00750716-0j 0.00870822-0j 0.0306818-0j 0.00752568-0j 0.0107788-0j 0.00155085-0j -0.0368543-0j -0.0226638-0j -0.0053026-0j -0.0505256-0j -0.00326087-0j -0.00726963-0j -0.0631452-0j -0.00908533-0j -8.20775e-05-0j -0.0654066-0j 0.000173451-0j 0.000271724-0j 7.35476e-05-0j 0.216533-0j -0.000361508-0j -0.000574224-0j -0.000571334-0j 0.0586092-0j -0.288081-0j -0.000155425-0j 6.35602e-05-0j -0.455289-0j 0.000763962-0j 0.000325071-0j 0.00120738-0j 0.0506503-0j -0.000134319-0j 0.259045-0j -0.00068696-0j -6.46844e-05-0j 0.000508323-0j 0.00126894-0j 0.000209816-0j -0.0122784-0j 1.52148e-05-0j 5.49877e-05-0j -0.00164884-0j -3.77326e-05-0j -0.000270281-0j -0.00411604-0j 0.0398273-0j -0.000188011-0j -0.000432121-0j -4.93522e-05-0j 0.000296522-0j 0.000114735-0j -0.00107871-0j -4.61157e-05-0j 0.002124-0j 0.000740214-0j 0.000568299-0j 0.00530219-0j 0.0104378-0j -0.0071624-0j 0.00147748-0j -0.0513047-0j -1.2934e-05-0j -0.000322133-0j 0.00368828-0j -0.000901649-0j 8.87532e-06-0j 0.0003624-0j 6.35744e-05-0j -0.000195493-0j -0.00225081-0j -0.0356882-0j -0.00446598-0j 0.000904668-0j 0.0217791-0j -0.0111485-0j 4.42232e-05-0j 0.00253148-0j -0.00875368-0j 0.107875-0j 0.0063194-0j -2.69876e-05-0j 1.08472e-05-0j 0.00153628-0j -0.0611473-0j 0.00383505-0j -0.000133673-0j -0.0371084-0j 7.57709e-05-0j 4.5983e-05-0j 
0.000660953-0j 0.000226771-0j 0.00378486-0j 0.0133063-0j 0.00245297-0j -1.61061e-05-0j -0.0316702-0j 1.81394e-05-0j -1.02151e-05-0j 0.0356682-0j -4.83599e-05-0j -0.0200865-0j -0.0950921-0j -3.20536e-05-0j -0.0630284-0j -1.17254e-05-0j 0.000297345-0j 0.108567-0j 1.27862e-05-0j 3.18283e-05-0j -0.000324248-0j 1.09202e-05-0j -0.11839-0j 8.10953e-06-0j -0.000807138-0j -0.000276927-0j -0.294704-0j 2.06279e-05-0j -0.000205651-0j -0.101112-0j -2.61547e-05-0j -0.0750877-0j -0.000523106-0j -0.190997-0j 0.000663261-0j 0.242171-0j -9.24064e-06-0j 0.000220933-0j -9.43118e-07-0j 9.87311e-06-0j -0.00262265-0j 0.029454-0j 2.37963e-05-0j -0.000236055-0j -5.39037e-06-0j 8.16444e-06-0j 1.00767e-06-0j 0.00280216-0j -2.68004e-05-0j -0.000568942-0j -0.03147-0j 0.000128878-0j -4.16638e-05-0j 2.4287e-06-0j -4.94055e-06-0j -0.000195202-0j -5.50152e-07-0j 5.17821e-06-0j 8.3328e-07-0j 0.0067538-0j -0.00152988-0j 0.000640766-0j 0.00231721-0j -0.0758494-0j 4.73583e-05-0j -2.7353e-06-0j 0.000996134-0j 0.0171815-0j 0.000118123-0j -0.0260237-0j -1.61447e-05-0j -4.2523e-06-0j -0.0076064-0j -0.000123805-0j -5.04243e-07-0j -0.0118249-0j 5.28499e-07-0j 0.0854247-0j -0.00113228-0j -0.00140221-0j 0.00146967-0j 4.83348e-06-0j 0.132801-0j 0.0157477-0j 0.000386001-0j 0.0134411-0j -1.64776e-06-0j -0.0165053-0j -0.00458214-0j -0.150952-0j 0.0514603-0j 
0.00041011-0j 0.00753197-0j -0.00227175-0j 0.0137635-0j 0.0715788-0j -0.00281191-0j -0.000404578-0j 0.0160618-0j -0.00200893-0j 0.00231097-0j -0.052178-0j -0.000289045-0j -0.00750738-0j -0.03723-0j -0.00535665-0j 2.14119e-05-0j 0.0170629-0j -4.52491e-05-0j -0.000118422-0j 1.97489e-05-0j -0.0943694-0j 0.000362703-0j 0.000250258-0j -8.4605e-05-0j 0.0157377-0j 0.289034-0j -4.17346e-05-0j -0.000622252-0j -0.0674207-0j -0.000766487-0j 0.000643217-0j 0.000178793-0j -0.495865-0j 0.00131498-0j 0.512572-0j -0.00135929-0j 1.68745e-05-0j -0.000132609-0j -0.000331034-0j -9.14419e-05-0j 0.00320312-0j -3.96916e-06-0j 1.47652e-05-0j 0.000718596-0j 9.84348e-06-0j 0.000271174-0j 0.00179385-0j -0.0173575-0j -8.43397e-05-0j -0.000116033-0j 2.15086e-05-0j -7.7355e-05-0j 6.09034e-06-0j -0.000289655-0j -0.000438618-0j -0.00213102-0j -0.000193103-0j 0.000193736-0j -0.00531972-0j 0.00280273-0j 0.00186849-0j 0.000662784-0j 0.0514743-0j -3.47302e-06-0j 0.000195493-0j 0.00165452-0j -4.7861e-05-0j -2.31535e-06-0j 0.00344688-0j -6.37845e-05-0j -0.000246609-0j -0.000119476-0j -0.0160094-0j -0.00152248-0j 0.00860453-0j 0.00115607-0j -0.00380059-0j 1.98381e-05-0j -0.00153628-0j -0.0832585-0j 0.036775-0j -0.00383505-0j -1.43255e-06-0j 0.00010317-0j 0.00193798-0j 0.0371084-0j 0.00483782-0j -4.55699e-05-0j -0.0468113-0j -4.5983e-05-0j 5.80064e-05-0j 
-0.000127275-0j 0.000625596-0j -0.00220784-0j -0.00777889-0j -0.00190802-0j 9.39524e-06-0j 0.0184743-0j -3.21237e-05-0j -1.97547e-05-0j -0.0631662-0j -4.40402e-05-0j -0.0388445-0j -0.0865982-0j -5.50399e-05-0j -0.108227-0j 6.83979e-06-0j -0.000173451-0j -0.0633309-0j -2.26436e-05-0j -6.12896e-06-0j 0.000574224-0j 3.01257e-05-0j 0.209662-0j 4.76111e-05-0j 0.000155425-0j -0.000763962-0j 0.0567492-0j -5.29668e-06-0j -0.00120738-0j -0.278939-0j -2.70892e-05-0j -0.44084-0j 0.000134319-0j 0.049043-0j 0.00068696-0j 0.250824-0j 5.39037e-06-0j -0.000128878-0j 5.50152e-07-0j -1.74847e-05-0j 0.00152988-0j -0.0171815-0j -4.5823e-06-0j 0.000418038-0j 3.14438e-06-0j 2.25234e-05-0j -1.78452e-06-0j -0.00496245-0j 1.56676e-05-0j 0.000109558-0j 0.0557314-0j -7.51786e-05-0j -9.56129e-06-0j -4.67679e-07-0j 3.84297e-06-0j -0.000538508-0j 3.20922e-07-0j -4.73583e-05-0j 2.29878e-06-0j -0.00130054-0j 0.00089243-0j -0.000374594-0j 0.00639252-0j 0.0146058-0j 2.68444e-05-0j 1.59906e-06-0j 0.000228599-0j -0.0100225-0j -9.1881e-05-0j -0.071792-0j 1.6291e-05-0j -9.75845e-07-0j 0.00444673-0j 0.00113228-0j 3.92222e-07-0j -0.00271366-0j -4.83348e-06-0j -0.0499395-0j -0.000641819-0j 0.0010907-0j -0.0134411-0j 2.7398e-06-0j 0.0304761-0j -0.0122493-0j -0.0003895-0j 0.0076189-0j 1.6627e-06-0j 0.150952-0j 0.00462368-0j -0.0855651-0j -0.0519268-0j 
-3.41758e-05-0j -0.000627664-0j 0.000575968-0j -0.00348953-0j -0.0181477-0j -2.45098e-06-0j -0.00481947-0j 1.40001e-05-0j -1.75106e-06-0j 0.0275291-0j -4.54805e-05-0j -0.00344319-0j -0.0894303-0j -3.24512e-05-0j -0.0638101-0j -1.78433e-06-0j 4.52491e-05-0j 0.0165214-0j 9.86853e-06-0j -1.64574e-06-0j -0.000250258-0j -3.02253e-05-0j -0.0913746-0j 7.05042e-06-0j 4.17346e-05-0j 0.000766487-0j 0.0152382-0j 5.18543e-05-0j -0.000178793-0j 0.279861-0j -5.36014e-05-0j -0.0652812-0j -0.00131498-0j -0.480129-0j 0.00135929-0j 0.496305-0j -1.40621e-06-0j 3.36209e-05-0j -1.43521e-07-0j 7.62016e-06-0j -0.000399107-0j 0.00448222-0j -1.23043e-06-0j -0.000182189-0j -8.2029e-07-0j -2.25978e-05-0j 7.77729e-07-0j 0.00216273-0j 7.02831e-06-0j 2.94183e-05-0j -0.0242888-0j 1.96122e-05-0j -5.07528e-07-0j -1.25581e-07-0j 3.65515e-05-0j 0.000540288-0j -8.37205e-08-0j -1.61447e-05-0j -2.30638e-06-0j -0.000349218-0j -0.000232812-0j -0.000168039-0j -0.00641365-0j 0.00392194-0j -1.6291e-05-0j 7.17323e-07-0j 1.21344e-05-0j 0.00261463-0j -0.000873905-0j 0.0720294-0j 2.05507e-05-0j -5.17994e-08-0j 0.00199475-0j 0.000386001-0j 3.73052e-06-0j -0.000144045-0j -1.64776e-06-0j -0.0224023-0j 0.0003895-0j 0.0103739-0j -0.00458214-0j -1.6627e-06-0j 0.00161772-0j -0.116506-0j -0.000491344-0j -0.00462368-0j 2.09745e-06-0j 0.0514603-0j 0.00583265-0j 0.0519268-0j -0.0655043-0j 
