-0.00638157+0.000941298j 0.00987758-0.0107328j 0.0117873-0.0116963j 0.0117847-0.00497456j -0.00629984+0.0122946j -0.0151752+0.0126996j 0.0198434+0.000832556j 0.00888608-0.010981j -0.0091399-0.00270386j 0.0164649-0.0169233j -0.0210856-0.011013j -0.0117897+0.00103593j -0.0241682-0.00256899j 0.0186569-0.0215308j -0.00747019+0.000435113j -0.00592169+0.0220704j 0.00713678-0.00836622j -0.0241173+0.0136512j 0.0111488+0.00752913j -0.00298871+0.00180988j -0.01553+0.0124428j -0.0159818+0.0201203j 0.00745997+0.00422271j -0.00493194-0.00632622j 0.00552809-0.0168433j -0.00224696-0.00533686j 0.0174251-0.00550111j 0.00600334-0.00380027j -0.00365713+0.0136511j 0.00714279+0.0039233j 0.014708+0.000640884j -0.00255783-0.00452289j -0.00188763-0.0103074j -0.00710619+0.00324707j -0.000896637+0.0127928j 8.96948e-05-0.0138863j -0.0128365+0.0178169j -0.00227118-0.0031128j -0.014514-0.000212916j -0.000645875-0.00269531j 0.0216792-0.00585993j 0.00864463-0.0191032j -0.0275705-0.00591687j -0.0105012-0.0162262j -0.0149795-0.00150948j 0.0274776-0.0113803j 0.0139588-0.00317987j -0.0356776+0.000153938j -0.00807842+0.00258958j -0.0139645+0.0274544j 0.0071588+0.0214873j 0.00853249+0.0216148j 0.0167129+0.0254994j 0.0413995-0.024097j 0.0284632+0.000418798j 0.101219-0.083393j -0.107611-0.0870084j -0.168007+0.00523196j 0.0678135-0.147734j -0.122398-0.0597176j -0.103172+0.0506806j -0.0121953+0.0169801j 0.0150741+0.0342064j 0.029731-0.021322j 0.0325517-0.00770059j -0.00859941-0.0371451j -0.0477038+0.00153799j -0.0156479-0.110131j -0.32454+0.0429567j 
-0.000591504+4.55005e-06j -0.00230774-0.00732976j -0.00334484-0.00732493j -0.00235653+0.00647399j 0.000211134-0.00366509j -0.0169286-0.00144588j -0.00213646-0.00363066j -0.00888121-0.00169701j 0.00331275+0.000812514j -0.0125698-0.000718428j 0.00585596+0.00613161j -0.00426638-0.0147541j -0.0100289+0.0058054j 0.00601665-0.0097724j 0.0172737+0.0128319j 0.0279046-0.0117591j 0.0346303-0.0335519j 0.00657775-0.0309664j 0.00319286-0.000902276j 0.0220707-0.00472806j 0.00191854+0.00120609j -0.0443527-0.00238995j -0.00257613-0.0018421j 0.00977216+0.0423742j -0.002591+0.0223451j -0.031498-0.0518304j 0.0334361+0.0134086j -0.0337256+0.0189132j 0.00198333+0.0194597j 0.0458542+0.000519266j -0.0111238-0.0423621j 0.0149397-0.0891564j -0.0350467+0.0187124j 0.0188997-0.068741j 0.00533689+0.00775549j -0.0376496+0.0576254j 0.0586797+0.0810036j -0.0289031+0.0641535j -0.0192097-0.0736744j -0.0227714-0.0109832j 0.0158163+0.00899604j 0.0454941-0.0407713j 0.0272805+0.0147461j 0.00663893+0.0301703j 0.0448753-0.0278522j 0.0238352+0.07295j 0.00650559-0.0260381j -0.00506402-0.007561j 0.0163678+0.0165899j 0.0197588-0.0116191j -0.0110881+0.00172645j -0.012623-0.00381816j 0.0219786+0.0128296j -0.00416397+0.0162038j -0.00406608-0.0445571j 0.000993704-0.00233743j -0.0311108-0.00984515j 0.005839+0.0222751j 0.00885027+0.00307767j 0.0190806-0.00762107j -0.00908343-0.0198092j -0.012772-0.0349161j -0.00419014-0.0187068j -0.0190679-0.0104296j -0.0074095-0.0137161j -0.00876632-0.00604171j -0.00703526+0.000265567j -6.80074e-06-0.00237781j -0.00144861-0.00122766j 
0.00767903-0.00146035j -0.00747371-0.00632595j -0.0110934-0.00227235j -0.00173426+0.00914782j 0.00207922+0.00299877j 0.011445+0.00413703j -0.00257843-0.000154922j 0.0135859-0.0026307j -0.00427379-0.0106959j 0.00528976+0.00992278j 0.00440842+0.00924235j -0.0114366-0.00334538j 0.00886096+0.0218197j -0.0193349-0.0129645j 0.00766858-0.016011j -0.0197257-0.000792906j -0.00791195-2.82543e-05j 0.000228576-0.00255983j 0.0029264-0.0318016j 0.00975753+0.0231214j 0.00177637-0.00941315j -0.0346376+0.00552775j 0.00122527+0.00609365j 0.0331127-0.0119269j 0.0198129+0.0593605j 0.0147265+0.00728934j 0.0443821+0.063898j 0.0386705+0.0326303j 0.000957782-0.0433665j 0.0173593-0.0313629j 0.0150396+0.0383977j 0.0302288+0.0164485j -0.00952751-0.0485209j 0.018239+0.0520564j 0.0114546+0.110441j -0.0243906-0.0718884j 0.0399843+0.0303444j 0.0629138-0.0336986j -0.0587932+0.044119j -0.0337878-0.0035371j -0.00559887-0.0114405j -0.0172859-0.0199772j 0.0089999+0.0405435j 0.00713142-0.0466686j -0.0409924-0.0161173j -0.0306797+0.00829434j 0.0234741+0.0303033j 0.037342-0.0357503j -0.0031734+0.0199168j 0.0224083-0.0179254j -0.0109453-0.0300073j -0.021687+0.00860796j -0.00178523-0.0192978j -0.0116376+0.00128136j -0.0154641+0.00697997j 0.0138681-0.00918224j -0.00662119+0.010167j 0.00982308+0.0108916j -0.012272+0.00891007j -0.024568-0.0191115j -0.0024492+0.00360163j 0.00694838+0.0215174j -0.00275648+0.00520905j 0.0011162-0.00451156j 0.00408775-0.0171296j 0.000510191-0.0265852j -0.0112559+0.0170079j -0.00270437+0.0100573j -0.00250021+0.00591894j 
0.000885655+0.00513326j -0.00134141-0.000123998j -0.00983475-0.0198688j 0.00334101+0.0335758j -0.015909-0.0273209j -0.0208866-0.0095179j 0.00804157+0.0100163j -0.00165363+0.0234107j 0.0013265+0.00430929j 0.0220042-0.0233822j 0.0148633+0.00809227j 0.000990241-0.00348341j 0.00427625-0.0117528j -0.00616719-0.016366j 0.0293216-0.00475655j 0.0092255-0.000747888j 0.0150143+0.00569541j 0.0183298+0.00962857j -0.00700247-0.0227651j -0.0356587-0.0311934j 0.0240744+0.0253862j -0.00295671-0.0133365j 0.0124609-0.0250801j 0.0164414+0.0207124j -0.0203765+0.000491847j 0.0214802+0.0455089j 0.0328703+0.0147085j 0.00282872-0.0250723j -0.0137229+0.000879243j 0.000307528-0.0152095j 0.0617319+0.026801j 0.0372345+0.00114091j 0.0020892-0.0271968j -0.00519361+0.0227963j -0.000577769+0.0204844j -0.0694919-0.0458911j -0.00455364-0.00226609j -0.00308076-0.0222447j 0.0159602+0.00337828j -0.0181164+0.0264227j -0.00331621+0.0161822j -0.0248145+0.0320026j 0.00184492+0.00610308j 0.00305791+0.0272049j 0.0147478-0.0293587j -0.0252123-0.020156j -0.00119439-0.0156398j 0.0201328-0.0103061j 0.0102496-0.0326654j -0.0165196+0.0417647j -0.00546625-0.00182443j 0.00462488-0.00705986j -0.0223874+0.00772377j -0.0221756+0.00942527j 0.0213987-0.0167078j 0.0197464+0.00154034j 0.000646761-0.0104792j -0.00153233-0.00324142j 0.00200645-0.0020496j 0.00948371+0.0137641j -0.00122318+0.0121227j -0.0112758-0.0163913j 0.00248064-0.00938119j -0.0183102+0.0197012j -0.0024417+0.0246292j 0.00714685+0.0124104j -0.00798796-0.010372j -0.000204062+0.00621277j -0.00487294-0.00324082j 
-0.00262848-0.000439908j 0.00866013-0.00230357j 0.000678112-0.00562152j -0.0036548+0.0067312j 0.00183823+0.00387481j 0.00285247+0.0103855j 0.00131729-0.00060943j -0.010704-0.0118641j 0.0014532-0.00549044j 0.0193644+0.0106123j 0.00330263+0.00602246j 0.0108602+0.016485j 0.0167508-0.016291j -0.016042-0.0082889j -0.0185061-0.00957643j -0.0064256-0.0143366j -0.025241-0.00672651j -0.000160395+0.0164081j 0.00855701+0.00672136j 0.00831162-0.00539785j -0.0108284-0.0152644j 0.0265477-0.0393694j 0.0309387+0.0162747j 0.0139359+0.0102019j 0.00500186-0.0361808j -0.0184195-0.00476063j -0.00294083-0.0444668j 0.0374306+0.00267355j -0.0414314-0.00251173j -0.0414512-0.064418j -0.00136003+0.0401193j -0.0170304+0.0525919j 0.00015328+0.0443077j 0.00621255+0.0273113j -0.0623094+0.0195544j 0.0349033-0.0225444j -0.049107-0.0139781j 0.00546982+4.01337e-05j -0.0437189+0.0161398j -0.0261757+0.0672208j -0.0557591+0.0157911j -0.042957-0.0205388j -0.0733965-0.0467225j 0.0133929+0.00259839j 0.0469009+0.0211298j -0.010199-0.00896251j 0.0172982-0.00551406j -0.0214686+0.00516804j -0.00544568-0.0075874j -0.0039839-0.0107743j 0.0244709-0.00730205j -0.00230806+0.00914129j -0.00609653+0.00540445j 0.00101128-0.00188108j 0.00676622-0.0236861j 0.0223107-0.00267441j 0.028899+0.0128228j -0.00236158-0.0176423j -0.0138265+0.00300741j -0.0195451-0.00383653j -0.00419419-0.000486404j -0.000348271-0.00950812j -0.00514248+0.00429354j 0.00668376-0.00112441j 0.00823854-0.00637771j 0.00873771-0.0171865j -0.00783957+0.00172366j -0.000336627-0.00554759j 0.00023084-0.00444417j 
0.00144861-0.00122766j -6.80074e-06+0.00237781j -0.00703526-0.000265567j -0.00876632+0.00604171j 0.0074095-0.0137161j 0.0190679-0.0104296j 0.00419014-0.0187068j 0.012772-0.0349161j -0.00908343+0.0198092j -0.0190806-0.00762107j -0.00885027+0.00307767j 0.005839-0.0222751j -0.0311108+0.00984515j -0.000993704-0.00233743j 0.00406608-0.0445571j -0.00416397-0.0162038j 0.0219786-0.0128296j 0.012623-0.00381816j 0.0110881+0.00172645j -0.0197588-0.0116191j -0.0163678+0.0165899j 0.00506402-0.007561j 0.00650559+0.0260381j -0.0238352+0.07295j 0.0448753+0.0278522j 0.00663893-0.0301703j -0.0272805+0.0147461j -0.0454941-0.0407713j 0.0158163-0.00899604j -0.0227714+0.0109832j 0.0192097-0.0736744j -0.0289031-0.0641535j 0.0586797-0.0810036j -0.0730345+0.0416783j -0.0166541-0.0279063j 0.0330426+0.0262731j -0.0350467-0.0187124j 0.0149397+0.0891564j 0.0111238-0.0423621j 0.0458542-0.000519266j 0.00198333-0.0194597j 0.0337256+0.0189132j -0.0334361+0.0134086j -0.031498+0.0518304j -0.002591-0.0223451j -0.00977216+0.0423742j -0.00257613+0.0018421j 0.0443527-0.00238995j -0.00191854+0.00120609j -0.0220707-0.00472806j -0.00319286-0.000902276j -0.00657775-0.0309664j 0.0346303+0.0335519j 0.0279046+0.0117591j -0.0172737+0.0128319j -0.00601665-0.0097724j -0.0100289-0.0058054j -0.00426638+0.0147541j -0.00585596+0.00613161j 0.0125698-0.000718428j 0.00331275-0.000812514j 0.00888121-0.00169701j 0.00213646-0.00363066j 0.0169286-0.00144588j -0.000211134-0.00366509j -0.00235653-0.00647399j -0.00334484+0.00732493j -0.00230774+0.00732976j 0.000591504+4.55005e-06j 
-0.00426982-0.0019099j 0.00216738+0.000279665j -0.00733986+0.0071467j 0.00529303-0.000721278j -0.00370313+0.0145129j -0.0147969-0.00708833j 0.0147454-0.00225096j 0.0118782+0.00854296j 0.00121004+0.0135926j -0.00754333+0.010604j -0.00941001-0.00372552j -0.00106273+0.0301775j -0.0034894+0.00240407j 0.0184228-0.0136575j 0.0232647-0.0122834j 0.0130002+0.0056156j -0.0374248+0.0135534j -0.00906346-0.00200647j 0.00534991+0.00143626j 0.0145425-0.00240553j 0.000200447+0.00434378j -0.00535977+0.0184334j 0.0397698-0.018723j -0.0318723-0.0344361j -0.0540024-0.0416675j -0.00221567+0.0306077j 0.0223306-0.00301485j 0.0412618+0.000872306j -0.0195226-0.0470426j 0.0430583-0.0105728j -0.106751+0.0497995j -0.0118875+0.0279829j -0.0437959+0.0115781j 0.0544598+0.00660781j -0.0166327-0.0270361j 0.00751724+0.00363799j -0.0105215+0.006644j 0.000551355-0.0444204j -0.0545015+0.0429147j -0.0190496+0.00920522j 0.0316958+0.0506464j 0.0444445-0.0282112j 0.0611966-0.00931349j 0.0403385-0.0121086j -0.0432402-0.00201076j 0.0082005-0.0421746j -0.0161141-0.0207532j -0.0299401+0.00768408j 0.00495144+0.00637327j 0.0482769-0.00849481j -0.0176372+0.0176379j 0.00395622+0.011228j 0.0139564+0.00543766j -0.0215274-0.00792244j -0.000841074-0.0291441j -0.00807282+0.0161207j -0.0245996-0.000923103j 0.00148171-0.0173206j 0.0291016-0.00797479j 0.0158183-0.00883551j -0.0042195+0.00448526j -0.0277217-0.0102228j -0.00808676-0.0100795j 0.00203068+0.00741137j 0.00219666-0.00435652j 0.00072775-0.00121581j -0.000179842-0.0114843j 0.0032513-0.0102046j -0.00458478-0.00399439j 
0.00401359-0.00784213j -0.00235783-7.97247e-05j -0.0117666+0.0116795j 0.00308152-0.0212162j 0.000946036-0.000388665j 0.00726087+0.0179962j 0.0194533-0.00250296j 0.00700306-0.00194807j 0.0121951-0.0114091j 0.00912686+0.002062j 0.0177768+0.00763457j 0.00622666-0.0100685j 0.0164142+0.0218231j -0.00920429+0.00381275j -0.0174685-0.0306174j -0.00156878-0.0120608j -0.0322864+0.0115218j -0.0213097+0.0413551j 0.027839+0.0229747j -0.00344038-0.00999366j -0.00375552+0.00150029j 0.0418467-0.0242623j -0.0151938-0.041976j -0.0140434+0.0104905j 0.0452532-0.00240623j -0.0524993-0.0689973j 0.0195927+0.0254039j -0.0183339+0.0382673j -0.00268833+0.0320592j -0.0667458+0.0768484j -0.0626882+0.0150979j -0.0110405+0.0425786j 0.044789+0.0240769j -0.0112782-0.0464387j -0.0160987-0.0380835j -0.00137899-0.00469293j -0.0512981+0.0593634j 0.0407465+0.00369808j -0.0926368-0.0128273j -0.0260672-0.101269j -0.0209275+0.00200329j -0.0101782+0.0556711j -0.0216847-0.0366678j -0.050814+0.0520131j -0.0251668+0.0569319j 0.0201138+0.0183921j -0.0168673+0.00886194j -0.0134445-0.0145139j -0.00350662+0.00121609j -0.019631+0.00551742j -0.0018297-0.0268312j -0.00317224+0.0212085j 0.00225544-0.0167834j -0.0110804+0.0117664j 0.025109-0.0191743j -0.00267257-0.000282333j 0.013199-0.00848844j 0.00249881-0.00368218j -0.0285933-0.0195217j -0.00707193+0.0169071j -0.0037826-0.0117593j -0.00469634+0.0116037j -0.0180903+0.00673007j 0.00883658+0.0122514j 0.000413852-0.00588394j 0.000129644+0.00253618j -0.0026033+0.00270928j 0.00186305+0.00613835j -0.000450818+0.00665659j 
0.0040009+0.00358682j 0.00333891+0.00280824j -0.00714615+0.00294487j -0.00731843-0.0123078j -0.00576447+0.0166415j 0.000124441-0.00500285j -0.00799872+0.0170129j 0.00787107+0.00546704j -0.0087913+0.0137562j 0.00317905-0.0160149j -0.00459099-0.0164355j -0.00728156-0.0204632j -0.00432485-0.0124874j -0.00123249+0.00321165j -0.0260929-0.00513616j 0.0198393-0.00384109j 0.011188-0.00160162j 0.0381374-0.00941874j 0.0112195+0.00823292j -0.0153975+0.00180165j -0.00332931-0.00663031j 0.0143726-0.0196062j -0.00664274-0.0452116j -0.0168411-0.0219342j -0.0273238-0.0245515j -0.0275715+0.0287214j -0.0451169-0.0204134j 0.0589998+0.003811j 0.0241685+0.0267874j 0.0621402+0.067009j 0.0137733-0.0697708j 0.00498464-0.0308343j 0.0316035-0.0168436j -0.0138854-0.0149345j 0.0251339-0.0361671j -0.0140954+0.00775891j -0.0086199-0.00832558j -0.0240507-0.0096953j 0.00909414-0.0626702j -0.0583831+0.0478037j -0.0287687+0.00667107j -0.0136951+0.0322451j -0.0604594+0.061258j 0.0148902-0.00455806j 0.0342103-0.00118313j 0.00420673+0.03053j 0.024894+0.00959509j 0.0149913-0.00135536j 0.02666+0.00197596j 0.00684023+0.0144184j -0.0220455-0.001297j 0.0399771-0.00875884j -0.0369954+0.00535914j 0.0111293+0.00804279j -0.0188769+0.00833707j 0.0105558-0.0130202j -0.0112056-0.0253183j 0.0178707+0.00645489j 0.0166377+0.0192272j 0.0173079+0.0269586j 0.0217816-0.0012468j -0.00902509-0.0105906j -0.000218695+0.00527241j -0.00768086-0.0240694j -0.0111924+0.0115666j -0.00255445-0.00266938j 0.0097685+0.00791471j -0.00553757+0.0012964j 0.00331921-0.0103753j 
0.00416467-0.00593327j 0.000412095-0.00598963j 0.0121016+0.00732768j -0.00153264-0.000204393j -0.00643222-0.00744893j -0.0135085-0.0199328j 0.00153907-0.00457181j 0.00176498-0.0136994j -0.0115896-0.0202256j 0.0317635-0.0153292j 0.0102229-0.00806777j 0.00728216+0.00619748j 0.0198087-0.00974672j 0.0336923+0.0106612j 0.00145742+0.014116j 0.0148102+0.025951j -0.0116052-0.0367259j 0.0114961-0.0493492j 0.0647497-0.011971j -0.0155787+0.00247593j -0.0306525+0.00708853j 0.00215361-0.0200491j 0.00916589+0.0222929j -0.0457393+0.0211662j -0.0169298+0.00334017j -0.0927436-0.0364343j -0.0141166+0.0386635j 0.00632858-0.0543497j 0.053095+0.00191664j -0.0336058-0.0273557j -0.0499977-0.0556296j -0.00468061-0.00630876j 0.0997474-0.038191j -0.110796+0.0111127j 0.037212-0.0483433j 0.0134572+0.0169439j 0.0889953+0.0286712j 0.0363195-0.0242949j -0.00463176-0.0169166j -0.0416817-0.00999782j 0.0103982-0.0200502j -0.0360565+0.0131348j -0.0448851+0.0541914j 0.00406189+0.0184486j 0.0929901+0.0224343j 0.0074544+1.4929e-05j 0.013077+0.0049572j -0.0207842-0.0111359j 0.032793-0.00603388j -0.0295187-3.74808e-05j -0.019337+0.0170274j 0.0287169-0.013891j 0.00116835-0.00514747j 0.00185761-0.00206582j -0.00680526+0.0129775j 0.00369779-0.00690976j 0.0133023-0.03004j 0.0181687+0.0200173j -0.00442354+0.0108196j 0.00104345+0.00590568j 0.00826765-0.0170979j -0.00289625+0.0097029j 0.0102951-0.000821258j 0.00397375-0.0137459j -0.00361922+0.000430357j -0.00280608+0.00494639j 0.00347578-0.000429419j 0.00490789+0.00212327j -0.000929696-0.00184611j 
-0.0110844+0.00204188j 8.91514e-05+0.010161j -0.00142058+0.0179471j -0.00600726+0.0116041j 0.008981-0.00954978j -0.0013323-0.00147102j 0.00518054+0.0144082j 0.011986+0.00577967j 0.00269687+0.0192176j 0.0103395+0.00591276j -0.0209179+0.0133584j -0.0199422+0.00235378j 0.00166735-0.00719175j 0.0206352-0.00704275j 0.00117271+0.0261314j 0.0196624+0.00882394j -0.00150574-0.0193199j -0.0125247+0.003696j 0.00840784+0.00732223j 0.0126338+0.0181355j -0.0209883+0.00350969j 0.0105719+0.010212j -0.0552652-0.0219789j -0.0278313-0.0139788j -0.045708+0.00552062j -0.0631682+0.0439313j -0.0444563+0.0139085j -0.0126895+0.0193449j 0.109748+0.0181414j 0.118166-0.0190086j -0.0197445-0.0512627j 0.0588275+0.0231419j 0.0788009-0.0116377j -0.0412059-0.076404j 0.0504126-0.0128303j 0.0599719+0.00482851j 0.045115-0.0114246j -0.0310956-0.0277569j 0.00163638-0.0403824j -0.0719866-0.0218639j 0.0262163-0.0108535j 0.0473145+0.0111745j 0.00204097+0.0492434j -0.0151195-0.059513j -0.00507101-0.0366094j 0.00286987-0.0230778j -0.021692-0.00668031j -0.0378975+0.0046487j -0.0154685-0.00542032j 0.0190778-0.000927362j -0.0196143+0.0221405j 0.0366654-0.00583092j -0.0180816-0.00124514j -0.000793239-0.0196283j -0.00928756+0.0022317j -0.00960883+0.00913262j 0.00326063-0.000686875j 0.0150765-0.0069534j 0.0181753-0.00642489j 0.00669009-0.0195211j -0.00279338-0.0196998j -0.00458026+0.0138992j -0.0081385-0.0197152j 0.00777901+0.0146759j -0.008779-0.00229831j 0.00646955+0.0168745j 0.00173643-0.0215173j 0.00174568-0.00872939j -0.00101697-0.00976651j 
0.00312535-0.00757186j -0.000837643+0.00314532j -0.00390993+0.00509002j 0.00936824-0.00168384j -0.00902182+0.014082j 0.00496562-0.023163j -0.0042674+0.00251761j -0.0111085-0.0232371j 0.0018286+0.0151148j -0.0192128-0.00580762j -0.0177715+0.0273922j -0.0213599-0.0104158j 0.0188434+0.0326326j 0.0443903-0.0234042j -0.0121104+0.00865548j 0.0100512-0.00562166j -0.00881523+0.000525136j -0.0218711-0.0045308j -0.0518938+0.0469112j 0.00975251+0.0242281j -0.00780532+0.0169972j 0.00106381-0.00121625j -0.0606884+0.0220087j 0.0454836+0.0383593j -0.00265854-0.00047496j -0.0387315-0.0289646j 0.0683255+0.0464163j -0.0364888-0.0716033j 0.0545586-0.0707953j 0.0845299-0.0302821j -0.0311923+0.00606873j 0.0422803+0.0436912j 0.0415579+0.0181346j -0.0460559+0.00701612j -0.0165649-0.0186845j 0.0902197-0.0159073j 0.0286488+0.0197806j 0.0284901-0.0436771j -0.0107753+0.0388194j -0.0826092+0.0279308j -0.0206029+0.0309276j 0.0606266-0.028802j 0.0283003+0.00861676j 0.0129606+0.0115443j 0.0183761+0.0095733j 0.0414274-0.0241328j 0.0254372-0.000434234j -0.0183684+0.0126358j 0.001724-0.00808953j 0.018773+0.00481325j -0.028301+0.0250343j 0.005474+0.0199994j 0.0223679-0.0200683j -0.0263724-0.0149432j 0.0252199+0.0256276j -0.0101656-0.00536854j -0.00369962+0.0114123j 0.00565145-0.0152203j 0.0152625+0.0149942j -0.00798172+0.00180009j -0.00849+0.00630633j 0.00862996+0.00204793j 0.0105598+0.00638356j -0.0176242-0.0224464j 0.00935999-0.00534227j 0.00682488-0.0026283j 0.007642+0.00123836j 0.00177017+0.00156753j 0.00108242+0.00393466j 
0.00425602+0.00916308j -0.0118565+0.00776405j -0.00875833+0.00996986j -0.00737997+0.00457615j -0.00454803-0.0093944j 0.00757907+0.0163243j -0.00553996+0.0029689j 0.0039806+0.00853566j 0.00161463-0.0135822j 0.0256003+0.00689357j -0.00923561-0.0125799j -0.00247471-0.0372515j 0.00650297+0.0226827j 0.000460626+0.000143459j -0.035052-0.000947614j -0.00119549+0.00543591j -0.00966207+0.00152907j -0.00120022-0.0130221j 0.01737-0.0143328j 0.01408+0.00207116j -0.0364167-0.000951448j 0.0479472+0.0022437j 0.0255484+0.0339378j 0.0168215-0.0298534j 0.0178494-0.0112729j 0.0328835-0.00459631j -0.0459761-0.0392117j 0.0603791+0.0259864j 0.00112973+0.0384058j -0.0131417+0.103258j -0.100451-0.0314655j -0.0940582-0.0123366j 0.00411194-0.0225345j -0.0446915+0.0167865j 0.0690708-0.0228925j 0.0586552+0.0194603j 0.0242922-0.0831371j 0.100311-0.0619389j -0.0590931+0.0371437j -0.0153211-0.0370412j -0.0258627-0.0218964j 0.00622896+0.0378819j -0.0334986+0.0299874j -0.0226829-0.00328317j -0.0396844-0.000433517j 0.00936121-0.00595736j -0.0345498+0.0284799j -0.00401122-0.00462887j -0.00319296-0.0046725j -0.0302869+7.25003e-06j -0.0348047+0.0156965j -0.00800146+0.0278809j -0.000125511-0.0110944j 0.00552285+0.00363048j -0.00416813+0.00683034j -0.0195909-0.0215312j 0.0136545+0.00034785j 0.0139639+0.0103224j -0.0010976+0.00769454j -0.0128919+0.0095239j 0.01087+0.00594863j 0.00881594-0.0011487j -0.0153226+0.0024295j 0.00598303-0.00107675j -0.00747473+0.00558858j 0.00621478+0.0134591j -0.0055161-0.00340985j -0.0150588+0.00109372j 0.00381289-0.00669486j 
-0.00210615-0.00234347j -0.013206+0.00194683j -0.00676513-0.0135238j -0.00609566+0.00682199j 0.00295745+0.0025746j -0.000294563+0.00721079j 0.0107278-0.0052721j -0.0103163-0.00222399j 0.00341584-0.0130176j 0.00394776+0.0277424j -0.0241539+0.00409954j -0.00502626+0.00336661j -0.00867768+0.0105908j 0.00744291-0.0153654j 0.000269851-0.0193435j 0.030552-0.0104278j -0.0108208+0.0109638j -0.00114638+0.00316555j 0.0310961-0.0094218j 0.018618-0.022069j -0.0575104-0.0188236j 0.0242901+0.0101177j 0.0208262-0.0122997j -0.0361802-0.0320054j -0.00487282-0.00103678j -0.000527776-0.00759433j -0.0189162-0.0481853j 0.0259401+0.038623j 0.0346162-0.0483269j 0.0409763-0.0745083j -0.0421822+0.0464397j -0.00676164+0.00989607j 0.0244609+0.0197946j -0.000546386+0.017129j -0.00601714-0.0271961j 0.0286767+0.0330995j 0.00242819-0.0368516j -0.0473229+0.00983744j -0.00482689+0.0200066j 0.0324692+0.0201722j -0.00796214-0.0078882j 0.00802243-0.0447215j -0.00988224-0.108074j 0.0109501-0.0184117j 0.0355195-0.000727927j 0.0229433-0.0280057j 0.0137655+0.0176087j -0.0189306+0.0109173j 0.010739-0.0179439j -0.0177765-0.0298888j 0.0124463+0.00678554j 0.0328882+0.0106328j -0.00293335-0.00868742j -0.000625316+0.0175186j 0.00331735-0.00589154j 0.00662879+0.0020719j -0.000555252+0.0238207j 0.00277226+0.00329793j 0.0181079-0.00857512j 0.00154079-0.0112583j -0.00281947+0.0028103j 0.00113103-0.00148254j -0.00806674-0.00701947j -0.0148039+0.00829572j -0.00970145+0.0020022j 0.000691336+0.00052649j -0.0138525+0.0036982j -0.0125149-0.00899175j 0.00013582-0.00500877j 
-0.00613145+0.00701199j 0.0155816-0.00590601j 0.0194644-0.00672069j -0.0115293+0.00919303j 0.00497505+0.00315223j -0.0118735+0.0150439j 0.00885558+0.016219j 0.0148363-0.0388167j -0.00826122-0.0262464j 0.0034062+0.00571918j -0.00577863+0.0202268j -0.00595862+0.0168012j -0.000316047+0.00329882j 0.031171+0.00434161j 0.00421735-0.0238689j 0.0124474-0.00962869j -0.00677439-0.0128683j -0.00905923+0.0255441j 0.0430579+0.0296299j -0.0322985-0.027707j -0.000160488+0.0164564j -0.075692-0.038076j 0.0312189+0.033158j -0.0407126-0.0244125j -0.00564589+0.0128929j -0.053738-0.0518141j 0.0425474+0.0223991j -0.0095387-0.0174399j 0.0794604-0.0739925j -0.0694941-0.125512j -0.0506108+0.0496454j 0.020566+0.0413344j 0.00731416-0.0627548j -0.098636+0.0345397j -0.0139379+0.0314563j 0.021502-0.00220786j 0.119058-0.000201915j 0.0864871+0.0213067j -0.00487099+0.04404j -0.00140323+0.011018j 0.0253632-0.000387988j -0.028168-0.0281536j 0.0347652-0.038937j 0.00840201-0.00369072j 0.0213791+0.0191875j 0.00267552-0.0447293j -0.00709677-0.0057774j -0.00681767+0.0203317j 0.0166276-0.0134339j -0.0150829-0.0380885j -0.0107876+0.0321204j -0.0161279+0.0131808j 0.0203344-0.00718222j -0.0136793-0.00438899j -0.00293537+0.000483533j 0.00698209+0.0137582j -0.00296133+0.00408552j -0.00753472-0.023442j 0.00936944+0.00029114j -0.00689702-0.00534976j -0.0104422+0.00646911j 0.00546263+0.00378772j 0.00162962-0.00510428j -0.00552747-0.00924648j -0.00731777+0.00364131j -0.0112836-0.00337267j -0.00704438-0.0048162j 0.00716017-0.00972937j -0.0024016-0.00322398j 
