-3.56929e-14-0.24459j -1.55278e-14-0.387982j -1.10787e-16+0.0827392j -5.35248e-16+0.227489j -3.20966e-16+0.275724j -4.74347e-16-0.139029j 2.70991e-16-0.249311j -7.98372e-17-0.0253102j 1.39803e-16-0.120023j 8.20927e-17-0.0346182j -1.21822e-16-0.0262649j -5.30304e-17+0.00661206j -1.23149e-16+0.00579352j -4.89414e-18-0.0925493j 9.68445e-17+0.0149528j -2.0141e-16-0.0140148j 6.42002e-17-0.0394386j -5.24425e-16-0.037196j -2.69537e-16+0.0175459j 2.02449e-16-0.0355012j -9.1695e-17+0.013871j -1.13515e-15+0.033575j 1.60313e-16-0.0134878j 1.1714e-16+0.000149531j -1.07179e-16-0.022755j 6.51864e-17+0.0001156j 8.3457e-17+0.0132513j -6.26808e-16-0.0264405j -2.59936e-16-0.0333713j 4.33242e-16-0.0127183j -5.95285e-17+0.00349426j 5.20107e-16-0.0168556j 1.10868e-16+0.032477j -2.13364e-16+0.0208113j 7.15581e-15-0.0105773j 4.2931e-18-0.003306j -5.67191e-18+0.00486283j -6.05618e-16+0.0296118j 4.49698e-16-0.014729j -1.61045e-15+0.00774234j -2.21121e-15+0.00577668j 4.8948e-16-0.0034297j 3.63238e-16-0.0575417j -7.71672e-16+0.0269952j -3.53309e-15-0.0303225j -6.98657e-17-0.0252521j -2.32747e-16+0.00708299j -5.54746e-16+0.0309328j 1.9346e-16+0.0030075j -4.72918e-17+0.0273459j -1.51864e-16-0.0114685j -3.95847e-17-0.0111933j 3.48699e-17-0.0121496j 3.33223e-15-0.0284166j -5.40633e-17-0.00637258j 5.23571e-15-0.00747399j 2.70655e-17-0.0538054j -2.08393e-16-0.0648411j 3.01654e-16+0.0240213j 2.07807e-16+0.0453934j 2.61052e-17-0.0543656j -1.0596e-16+0.0362986j 7.92905e-18+0.0147714j -3.83669e-17-0.00336323j -1.6211e-16+0.0682948j -3.23143e-17+0.0856968j 2.35631e-17-0.037731j -2.30982e-17-0.0862069j 6.30169e-17-0.04032j -9.97127e-17+0.0825791j -3.94389e-15-0.0764268j 8.87314e-15+0.108234j 
2.58378e-15+0.0472375j 1.25902e-15-0.0257981j 2.66514e-16-0.0016368j -7.41813e-16+0.0111j -2.3037e-19+0.0367393j 2.0111e-16-0.0509996j 6.16451e-18+0.0118868j -3.58038e-16+0.0121552j 3.22477e-16+0.0129367j -6.03337e-16+0.0244841j -2.11844e-16+0.051565j 2.05079e-16+0.0401328j 5.2486e-16-0.00977764j -7.17939e-16+0.0939128j -6.55444e-16+0.0112002j -2.11377e-16+0.0255635j -5.41736e-16+0.0369475j 5.73934e-16-0.0117005j -4.42823e-17+0.0639475j 3.67733e-16+0.000760647j 2.00554e-16-0.0187413j 1.14669e-15-0.0221371j 8.2747e-17+0.0163269j 1.77778e-17-0.00671202j 4.69339e-16-0.0264545j -1.02452e-15+0.0657291j 1.26893e-15+0.00279261j 1.13562e-15+0.0128204j 9.14082e-16+0.0372666j -5.71119e-16-0.0370587j -1.84763e-15+0.0223809j 7.03172e-16-0.0284495j 2.1457e-16-0.0433797j 7.79447e-16-0.0307233j 9.94205e-15-0.0138591j 8.11507e-16-0.0598469j 1.63619e-18-0.0395743j 8.59703e-16-0.0384954j -2.23324e-16+0.00406614j -6.73718e-15+0.0408406j -9.79881e-15+0.0209107j 5.6469e-16-0.0686609j 3.17058e-16-0.012876j -2.68453e-15-0.0315432j -1.03756e-14-0.0654773j -9.68228e-16+0.0532691j -2.91757e-16+0.0275039j -2.54855e-16-0.0544823j -1.05885e-15-0.0128728j -1.32211e-16+0.0571578j 4.14997e-16+0.0142345j 1.38072e-16-0.00296898j -3.31313e-16-0.00144286j 1.06767e-14-0.092697j 2.22003e-16-0.0100881j 2.54462e-15-0.00514422j -2.73159e-16-0.0451972j 9.91889e-17+0.0151022j 2.96515e-16-0.0382802j 6.19473e-16+0.0410536j -3.81866e-18+0.103069j 6.10336e-16+0.0534004j 1.06311e-15-0.0969256j 4.93425e-16+0.0185986j 3.06422e-16-0.0749292j 1.23109e-16-0.0579262j 2.21298e-16-0.0910976j -1.24221e-15+0.0462248j -2.25756e-16+0.0115757j -4.6073e-16+0.111513j -1.73396e-15+0.115673j 6.57391e-16+0.0605597j 
-3.50113e-15-0.0255708j -1.25645e-15-0.0384653j -5.55147e-17+0.00283478j -7.70693e-18+0.0261531j -3.40086e-16+0.003454j 2.49265e-16-0.0991826j -7.25581e-17-0.016326j 9.20044e-17+0.0102515j 1.13649e-16+0.00739235j 1.66159e-16-0.000339796j 4.09851e-16-0.00782825j 1.14097e-18+0.0218124j 1.28608e-16-0.0271223j 1.12078e-16+0.00626537j -3.3847e-16-0.0160978j 1.72942e-16+0.00572845j 1.95112e-17+0.015674j -9.3383e-16-0.0898834j -5.75995e-16+0.00781449j 9.8753e-16-0.0589921j 6.20995e-16+0.00850761j 2.35955e-15-0.0596489j -1.49981e-16+0.0331735j 3.96912e-16-0.000206571j -1.55064e-16-0.031005j 1.45849e-16-0.00632598j -3.01591e-16+0.0186439j 1.33527e-15+0.0443201j 9.70812e-16+0.0373605j -1.85535e-16-0.0431889j -9.78987e-16+0.00798408j 2.25205e-16-0.0482401j -1.37787e-15-0.0800282j 6.25262e-16+0.0417586j 1.05339e-14-0.0137156j -1.533e-15+0.0182323j 2.07723e-15-0.0766267j 3.33309e-16-0.0140719j -2.94698e-16+0.0164357j -1.27692e-14+0.0390727j -1.99097e-14+0.0698802j 1.46274e-15-0.0565615j 4.81824e-16-0.00258309j -1.95309e-15-0.0381537j -9.76332e-15-0.061922j -2.00483e-16+0.0748343j 4.48563e-16-0.0660911j -8.75403e-16+0.0586478j 1.26107e-14+0.126828j -3.51683e-16+0.14385j -2.15599e-16+0.0115003j 4.7281e-16-0.0205848j 5.12051e-17+0.014188j 2.43666e-14-0.196641j -4.14924e-15+0.0600016j 9.18688e-14-0.128964j -1.02943e-15+0.112837j 9.25449e-17-0.103836j -2.08586e-16+0.026161j -1.82914e-16+0.0368558j -6.27905e-16+0.0102484j -9.31745e-17-0.169653j -4.82723e-16+0.120576j 1.30138e-16+0.0121519j 4.42694e-17+0.0191081j -5.1292e-16+0.00604904j -5.77161e-16+0.0548304j -1.39347e-16+0.0643624j 9.71762e-16-0.179727j 7.50878e-16-0.00808708j 2.46721e-15+0.126983j -5.49987e-15-0.0381798j 
-2.32177e-15-0.0178112j -5.22038e-16-0.0419907j -2.07167e-16+0.0115371j 1.26745e-15-0.0505157j 1.5297e-16+0.00536806j -4.07625e-16+0.0185095j 8.40937e-16-0.0207225j 2.06876e-15-0.0778191j -7.05464e-16+0.0291974j 2.52388e-15-0.0964033j 1.78877e-15-0.0663133j -2.13991e-15+0.0726769j -2.3918e-15+0.0965811j 2.93159e-15-0.0938999j 8.09532e-16-0.00992j 1.34396e-15-0.0591528j 1.71639e-15-0.0586185j -1.67609e-16+0.0112815j 1.1749e-15-0.0255259j -3.97722e-16+0.00241282j -3.1898e-16+0.00238858j -1.24008e-15+0.0242774j -3.64688e-16+0.01866j -2.74254e-16-0.00350799j -3.15908e-16+0.030118j 3.92478e-17+0.050477j -2.50386e-15+0.0980573j -4.57571e-16+0.0358696j -6.55135e-16+0.0432453j -1.59922e-15-0.000310446j 4.06589e-15-0.0552256j -1.49707e-15+0.0443654j -1.5979e-15+0.0987927j -1.02128e-15-0.018708j -3.12342e-14+0.0427013j -1.21283e-15+0.0327032j 1.70562e-15-0.0414566j -1.3625e-19-0.00505044j -3.82978e-17-0.00415499j -3.30164e-16-0.0575027j -4.42235e-15+0.0493519j 1.63652e-16-0.0195961j 2.56556e-16-0.0185923j 1.25292e-15-0.0631942j -2.93164e-15-0.00869365j 2.51089e-15-0.0735695j -5.89197e-16+0.0387156j 3.87744e-15-0.119363j -1.5736e-15-0.0258535j -8.34146e-16+0.0249356j -1.61338e-15+0.0845051j -9.38217e-16+0.0390037j 1.8913e-15-0.0653925j 3.16578e-15-0.0229747j -3.32083e-15+0.0481738j 7.9433e-14-0.1086j 1.4898e-15-0.0654131j -1.35473e-15+0.0394663j -9.33301e-16+0.0293947j -9.9449e-16+0.0625765j 2.17498e-15-0.0856868j -2.80074e-16-0.00911463j -6.19628e-15+0.210059j -6.41058e-16+0.0318448j -1.60533e-15+0.0337556j -2.46691e-15+0.0890755j -2.17199e-15+0.063792j 2.56747e-15-0.0973315j 3.34178e-16-0.00325829j 4.11605e-15-0.120353j 3.67567e-15-0.175761j 4.75148e-15-0.0200498j 
2.07295e-15+0.0136668j 9.02192e-16+0.0251436j 1.19739e-16+0.0326132j -3.32471e-16-0.0168566j 3.03943e-16+0.0289864j -8.58182e-16-0.114186j -4.33474e-16-0.0224371j 1.06096e-16+0.0488866j -6.75293e-17-0.0261664j 1.59704e-16+0.00745876j 4.44487e-16+0.0267882j 9.80405e-17+0.00203078j -2.49441e-16-0.0358678j -5.04623e-16-0.0458706j 3.97345e-16+0.0101535j -7.92903e-19-0.0148364j -1.96539e-16+0.0104193j -7.12183e-16-0.055304j 3.11668e-16-0.0045507j 9.49332e-17+0.028004j 2.58806e-16-0.0175382j 1.19252e-15-0.0530654j 1.58263e-16+0.0520392j 1.27178e-16+0.0105026j -3.93171e-16-0.0337387j 1.11555e-15-0.0186189j -4.78861e-16+0.0699253j -8.18365e-16+0.013531j -1.04172e-15-0.0467925j 6.06054e-16+0.0495097j 7.17707e-16-0.0122929j -1.79401e-16+0.0186508j -1.9484e-16-0.0128596j 5.99101e-16+0.00803393j -5.19157e-14+0.0731899j 1.71693e-15-0.0718188j -1.06444e-15+0.0178213j 2.23768e-16-0.00142987j -1.51849e-16-0.0386394j 4.99746e-15-0.047826j 7.93627e-15-0.00948351j -1.82723e-16+0.00807567j -1.34081e-17-0.0460644j 2.22264e-16+0.0678893j 3.30971e-16-0.0109421j 3.05035e-17-0.00205143j -8.02189e-17-0.00528523j -1.1882e-15+0.066894j 2.10993e-16+0.00199655j -3.48307e-16-0.0416991j -1.79072e-16-0.0314569j 6.68797e-16+0.0703816j 8.70942e-16+0.0590752j 3.08398e-15-0.0222891j -1.91902e-15+0.0331506j -3.57185e-14+0.0509103j -4.40778e-16-0.0306137j -3.02133e-16-0.057225j 4.78684e-16+0.0164005j -1.22963e-16-0.077092j 1.07282e-15+0.13896j 1.14365e-15+0.030039j 9.84212e-16+0.152016j -1.24572e-16-0.0345277j 6.16993e-16-0.024047j 1.69476e-15+0.170787j 1.98264e-15+0.337898j -3.03902e-16+0.0446841j 7.98603e-16+0.0190405j -2.23397e-15-0.304365j 6.77189e-15-0.119676j -2.14787e-14-0.365123j 
-3.29537e-15+0.0031191j -1.32858e-15-0.0993829j -6.26566e-17+0.00600014j -1.19695e-17-0.042716j 1.06162e-16+0.0768844j -9.65228e-18+0.00398349j 1.94177e-16-0.0874123j 1.15035e-16-0.0269392j -2.64512e-16-0.0143968j -4.34571e-19-0.00706655j -1.09367e-16+0.00842171j -5.40488e-16+0.0844652j 9.72415e-18-0.0154519j -2.74866e-16+0.0366667j 5.49986e-17+0.0593071j -4.00396e-16+0.0286513j -2.34343e-17-0.0288954j 1.41775e-15+0.0449242j 5.02805e-16+0.123513j 6.60239e-16+0.00623563j -2.94423e-16-0.0498575j -5.06619e-16+0.00563341j -4.97538e-17-0.0609367j 4.09547e-16+0.00191844j 1.33679e-16-0.0141437j -1.48446e-15+0.0527578j 1.31837e-15-0.0399381j -2.29693e-16-0.0584499j -3.78182e-16+0.0315738j 1.74378e-16-0.00818596j 2.25035e-15-0.0419543j -3.46554e-16+0.045932j 7.6252e-16+0.0415037j -4.673e-16+0.0140098j 1.67354e-14-0.024029j -2.25355e-16-0.0284517j 4.69423e-16-0.035912j -1.96073e-15+0.0686737j 7.77228e-16-0.0500141j -2.32871e-15+0.00454703j -3.12024e-15+0.00972352j 4.86899e-16-0.022299j -4.32474e-17-0.0812287j 1.19109e-15-0.0324108j 3.8511e-15+0.0321744j -1.1753e-16-0.00438989j 5.71128e-16-0.00931885j 1.46257e-15-0.0897288j 9.90084e-15+0.0951647j 9.21356e-18+0.0302245j -3.76848e-16-0.0454033j -9.34717e-17-0.0435876j -1.25372e-16+0.0247645j -4.1977e-15+0.0283215j 6.53116e-15-0.134246j -2.06505e-14+0.0295979j -1.09086e-16-0.0482387j -2.30154e-16+0.0345042j 1.7624e-16-0.012079j -3.37236e-17+0.0768876j 2.0411e-16-0.0913836j 1.76662e-16+0.0718367j 4.57772e-16-0.016712j -2.5389e-17-0.0299941j -3.00274e-16+0.0118966j -1.58054e-16+0.186112j 1.05316e-15-0.124855j -2.79126e-16-0.0749133j -5.56783e-16+0.112722j -8.20714e-16-0.115147j -8.19666e-15-0.203797j 1.70797e-14+0.201584j 
-1.52345e-15-0.0166316j -8.21005e-16-0.0055994j -9.19215e-17+0.0104638j -1.79637e-16-0.005246j 9.20883e-17+0.0242774j -8.64782e-17+0.0581417j 4.8467e-17-0.00047556j -1.62158e-16-0.00248841j 3.61625e-16-0.0651384j -4.38935e-16+0.0592896j -2.47209e-16-0.00524075j 1.20028e-15-0.0990513j 4.22091e-16-0.0804992j 1.42126e-16-0.051347j -4.79562e-17-0.0731353j 7.75909e-16+0.0228988j 6.38273e-17-0.032012j -1.28884e-15-0.101689j -2.78091e-16-0.0608288j -1.84256e-16-0.00128653j 4.92349e-16+0.0227094j 3.44323e-15-0.0895818j -7.2323e-16+0.0500369j -3.4001e-16-0.0198655j -4.07058e-16+0.0286817j 4.30134e-16-0.0576651j 7.08575e-17-0.0524209j -1.68292e-16-0.0175438j -5.45646e-16-0.0108597j 3.4502e-16+0.0585343j 1.70672e-15-0.0335062j -3.56103e-16-0.0062943j -2.03847e-16+0.00273214j -1.02369e-16+0.0034032j -1.76254e-14+0.0251771j -6.6191e-16+0.0167848j 1.09052e-15-0.0463194j -1.11947e-15+0.0384837j 4.7862e-16-0.00480353j -1.30558e-14+0.0633889j -1.97648e-14+0.0577073j 1.01045e-15+0.0264996j -6.70876e-16+0.0320082j -1.82444e-15-0.0367047j -1.12527e-14-0.0731681j -9.27026e-17+0.0107865j 1.19936e-15-0.0431044j -2.92158e-17+0.000154309j 4.18465e-15+0.0456157j 2.05086e-16-0.00570397j -1.88999e-16-0.0480506j 1.42782e-16-0.0488509j -1.0566e-16+0.0410461j -1.33963e-15+0.015007j -4.25228e-15+0.0906885j 9.72052e-14-0.13599j -9.81238e-16+0.06265j -7.68736e-17-0.101395j -4.5734e-16+0.0793199j 5.9052e-17+0.0463098j 2.56175e-16-0.0287951j 5.76985e-17+0.0146981j 9.12999e-17-0.00357469j -5.75853e-16+0.142347j -2.84105e-16-0.0181556j 1.27562e-15-0.219544j -3.88881e-16+0.0133943j 1.08198e-16-0.0935079j 1.45625e-15-0.178991j -3.35839e-17+0.0435993j 2.87869e-17+0.0452182j -1.12714e-15-0.00309624j 
7.42735e-15+0.074797j 3.13164e-15+0.0289224j 1.92332e-16+0.00502431j -1.02039e-16+0.0015209j 1.18731e-16-0.0288352j 3.7277e-16+0.0334071j -1.33185e-16+0.0640558j -2.07014e-16+0.0191917j 4.44371e-17-0.015299j -3.38436e-17-0.0427717j 1.26754e-16-0.0480223j 7.2979e-17+0.00321545j 3.53426e-17-0.00709126j -4.23488e-17+0.045456j 1.10503e-16-0.0218927j 6.50957e-17-0.00141003j -9.76697e-17+0.0229876j 8.23568e-16+0.0416729j 3.97371e-16+0.0182345j -2.88768e-16+0.0416063j -3.96546e-16-0.0451864j -1.85612e-15+0.0541112j 1.39526e-16-0.0343119j 1.80638e-16+0.0206347j -3.34698e-17+0.0218683j 8.64013e-16-0.0209375j -5.69325e-16+0.033866j -1.65704e-16-0.00687958j 6.71566e-16-0.000419689j -7.18453e-16-0.0576653j -4.24476e-16+0.00761895j 5.45064e-16+0.0251808j 1.02585e-15+0.0262919j -6.29022e-16-0.00485021j 1.34551e-14-0.0194131j -1.82563e-16+0.0165108j -6.7161e-16+0.0341132j 5.80881e-16-0.0286917j -5.11243e-16-0.0223139j 9.83576e-15-0.0169921j 1.52991e-14-0.0641602j -3.73421e-16+0.0093956j 1.85499e-16-0.03989j 1.45739e-15+0.019005j 7.8894e-15+0.0480658j 8.06318e-16-0.0770695j 3.6277e-15-0.0793664j 1.46361e-15-0.0775667j -6.86529e-15-0.0648444j 9.2339e-17-0.117065j -4.89041e-17+0.00170093j -4.67071e-16-0.0236047j -1.84025e-16-0.0073319j -1.64117e-14+0.142663j -1.96783e-15+0.0599087j 1.233e-14-0.0174484j 4.29343e-16-0.052572j 5.66757e-16+0.0269721j 1.81394e-16-0.0709452j -1.00741e-16+0.00748036j -2.53258e-16-0.0293032j -3.61325e-18+0.093013j -1.12008e-17-0.13819j 1.27778e-16+0.0485524j 3.7287e-16-0.0899851j 6.04982e-16-0.257899j -5.42099e-16+0.118016j 1.87605e-16+0.0503572j 1.0221e-15-0.17882j 3.36569e-16+0.033873j 4.23074e-15+0.197826j -9.90513e-15-0.0812411j 
4.54468e-15+0.0401373j 2.09841e-15+0.0263604j 9.95387e-17-0.000382434j -2.04195e-17+0.051099j -1.07159e-16-0.0350877j 1.2863e-16+0.0123872j 1.47542e-16+0.0133522j 2.12616e-16+0.00133936j -1.82187e-17+0.0434362j 2.23767e-17+0.0109657j 1.22275e-16+0.0505998j -2.92016e-16+0.0294866j 1.88415e-16+0.0301689j 1.59392e-16+0.02495j 2.12301e-16+0.0177835j -3.14428e-16-0.045541j 1.53784e-16+0.0405324j 5.08997e-16+0.0156387j 3.68489e-16+0.00432349j -6.765e-16+0.0653859j -2.78358e-16+0.0274473j -8.45783e-16+0.0206277j 2.95742e-16+0.0111929j -2.82895e-16-0.011202j -1.43515e-16-0.0217513j -4.27903e-17+0.0096025j -2.35418e-16+0.0095304j 1.59752e-16+0.00290575j -2.78026e-16+0.019081j -3.27053e-16+0.0132055j 1.31909e-15-0.0190409j -3.06411e-16+0.0416658j 4.31892e-16+0.0072854j -1.25298e-16-0.0189838j 1.94327e-14-0.0274244j -5.19043e-16+0.0246734j 1.62025e-16+0.0191247j 1.85207e-15-0.0677198j -7.48265e-16+0.0393586j 6.30981e-16-0.024732j 7.37142e-16+0.0167988j -5.3651e-17+0.0670632j -3.76714e-16+0.0141029j -1.94177e-17+0.0113912j -1.43432e-15-0.0121728j -3.30219e-16-0.00783959j -1.00411e-15+0.0443797j -3.30398e-16+0.0165383j -1.07866e-14-0.104511j -9.01663e-16+0.0140405j 4.31664e-16+0.0860366j -1.25825e-16+0.00600165j -1.91046e-16-0.114216j 7.31682e-15-0.0598586j -9.90644e-16+0.0214954j 1.22086e-14-0.0173793j 1.82677e-16+0.0714677j 2.24341e-16+0.0857187j -4.7818e-16-0.00952651j -3.53799e-16-0.0407979j -4.21872e-16-0.00175022j -7.7674e-16-0.113114j -2.10161e-16+0.0795762j 5.00542e-17-0.00921222j -1.95224e-16+0.0279094j -3.30514e-16-0.0211398j 3.41457e-16+0.0602932j 2.12008e-16+0.132908j -1.91158e-16-0.037489j 1.02941e-16+0.0372257j 4.20697e-15+0.145907j -8.99634e-15-0.0734955j 
-7.1461e-16-0.0332626j -2.09321e-16+0.0538722j 9.96001e-17-0.097554j -2.3632e-16+0.00351265j -5.14235e-17-0.0113176j -8.819e-17-0.0730009j 6.63876e-17-0.00346616j -7.47778e-17-0.0120091j 1.23751e-16-0.0326237j -7.9304e-17+0.0904458j -9.61901e-17-0.0150608j 3.1311e-16-0.0581856j -8.7308e-18-0.00345565j -1.52244e-16+0.000514347j -3.13966e-16-0.0329576j 3.63615e-16+0.029607j -2.43197e-16+0.0222288j -9.86398e-16-0.0520925j -3.53494e-16+0.0162646j 1.04508e-15-0.0491638j 5.24073e-16-0.0128681j 1.95733e-15-0.0527098j 3.29507e-17+0.0367384j 3.94398e-16+0.0112085j -3.80213e-16-0.0393708j -9.00567e-16+0.0131518j 3.54202e-16-0.0248727j -1.73271e-16+0.016895j 3.30659e-18-0.0413983j 2.90499e-16-0.00703311j -3.73388e-16+0.0188109j -1.01476e-15+0.0520243j -1.17442e-15-0.0952356j 8.83573e-16+0.0664275j -8.08948e-16+0.00144096j -2.95684e-16+0.0133281j -3.60863e-16+0.0219412j -1.25775e-15+0.0760924j 4.67413e-16+0.0485373j 2.7231e-15-0.0360412j 4.39513e-15-0.000966384j 1.1249e-16-0.0582627j 8.01479e-16-0.0578261j -1.06089e-15-0.0117202j -4.17641e-15-0.0242449j -5.76595e-16+0.111595j -1.83385e-15+0.0113j -1.39383e-15+0.0829731j 4.9369e-15+0.0477221j 2.3057e-16+0.0337146j 6.29023e-16-0.00408395j -6.53369e-17+0.0192076j -7.78858e-17+0.0627395j 2.54021e-14-0.211379j -5.85838e-15+0.0887994j 4.18445e-14-0.0594235j 4.8795e-18+0.0735255j -2.99034e-16-0.140826j 5.39559e-16+0.0371916j 1.91747e-16+0.0228332j 3.44237e-16+0.143328j 4.17721e-16-0.0627093j 6.09137e-17+0.0991704j -1.05632e-16-0.0861477j 4.11169e-17-0.117343j -1.58257e-16+0.121945j -2.85309e-16-0.035931j -1.09854e-16-0.173052j -1.05152e-17+0.0765674j 6.36253e-17-0.0392347j -1.88238e-15-0.138925j 4.16543e-15+0.00494277j 
-5.05074e-15-0.0232686j -1.84293e-15-0.0836896j -4.94701e-17+0.0273088j -1.54445e-16+0.0348227j -4.07925e-16+0.0572958j 2.02287e-16-0.0348447j 3.66345e-16-0.0507929j -1.2409e-16+0.0172879j 4.23517e-16-0.0353036j -2.69308e-16+0.0267103j 6.90835e-17-0.00594208j -8.88506e-16+0.0764932j 1.51337e-16+0.00181119j 2.65346e-16-0.0440549j 2.93916e-16+0.0205648j -3.75099e-16-0.0282155j -3.54817e-16+0.0511883j -1.74449e-16+0.0221064j -1.25578e-16-0.0243557j 1.10728e-15-0.0638235j -4.22262e-17+0.0423583j -7.27002e-16+0.0128651j -2.16751e-16-0.0590544j 8.88199e-16+0.0696083j 1.46862e-16+0.0115208j -5.827e-16+0.0470558j 4.76565e-16+0.0110946j 1.79872e-16+0.0515717j 2.54918e-16+0.0227638j -1.26824e-15+0.00383551j -8.35955e-16+0.0196011j -5.57941e-16+0.0322682j -7.37453e-17+0.00503554j -5.54717e-16-0.0178599j -4.61655e-14+0.0656536j 2.69521e-16+0.0476309j -4.32838e-16+0.010814j -2.53876e-15+0.0796333j 1.38893e-15-0.0413754j 3.55748e-15-0.0660883j 4.62799e-15+0.0189834j -3.26802e-16+0.0308152j -4.87462e-16+0.00442412j 2.13236e-15-0.0317908j 8.97623e-15+0.0698255j 5.94775e-16-0.0409424j 6.04805e-16-0.0192621j 7.42918e-17+0.00359691j -2.40823e-15-0.0249553j 4.56987e-16-0.0480065j 8.5205e-16+0.0154095j -3.6659e-16+0.153644j -4.19066e-17+0.0376317j 4.83501e-15-0.0413728j 1.50434e-15-0.0446076j -4.97042e-14+0.0694073j 1.07348e-15-0.152669j 3.55207e-16-0.0194934j 3.77007e-16-0.0199489j 2.49946e-16-0.010337j 1.54096e-16-0.0120974j -2.20238e-16+0.0878635j -8.49994e-16+0.122712j -2.39694e-16+0.0539715j -5.79982e-16+0.104945j 1.35767e-18-0.0321914j 3.65759e-16-0.0335303j -1.90972e-16+0.0914571j 5.85195e-16-0.096849j -3.1658e-17+0.0314865j 1.52684e-15+0.0781073j -3.81192e-15-0.0252594j 
2.34737e-15+0.0300952j 1.09987e-15+0.00874343j 7.63142e-16-0.0411417j -9.36827e-16+0.0424509j 4.91259e-16-0.0236312j 1.36755e-16-0.00717499j 2.1259e-16-0.0205218j -1.09526e-16+0.00945736j -1.84248e-16+0.000103743j 2.57773e-16-0.0126298j 2.03934e-16-0.0169628j -7.77039e-16+0.0328603j -1.14284e-16+0.011394j -4.19965e-16+0.0243793j -4.85166e-16+0.0454517j 1.51298e-16-0.0264245j -7.66249e-16+0.0413554j 2.21113e-16-0.0057416j 4.01902e-16-0.025495j 5.43119e-17-0.0151813j 6.78037e-17-0.0268956j -2.04513e-15+0.0418815j 4.66897e-16-0.033269j 8.18056e-17+0.00952498j 7.17779e-17+0.00102881j 9.52894e-16-0.0213996j -7.24292e-16+0.0176045j 2.72423e-16+0.00693094j -6.39155e-16+0.0474374j -1.00416e-15+0.0192198j 1.71054e-15-0.035418j 6.26968e-16-0.03044j 4.165e-16+0.0164323j 1.07327e-15-0.0950083j -7.31792e-15+0.0107265j 9.13536e-17+0.00773056j -7.82608e-16+0.0108963j -1.49675e-16-1.81796e-05j 1.16218e-15-0.0338235j -1.02139e-14+0.00171107j -1.72167e-14+0.0809342j 3.50766e-16+0.0383717j -9.10739e-16+0.0144643j 6.94917e-16+0.0240532j 4.2412e-15+0.0293886j 2.2959e-16-0.026249j -3.81899e-16+0.00996588j -1.07352e-15+0.0389581j -4.15552e-15-0.0484504j -3.13128e-16+0.0106246j -5.59836e-16+0.0288453j 2.33129e-16-0.0223419j 1.68856e-16-0.021412j 2.70551e-15-0.0298458j 8.78717e-15-0.148526j -6.53396e-14+0.0903867j 7.69853e-16-0.0371918j -2.18094e-15+0.149572j -1.89199e-17-0.0112809j 3.35712e-16-0.02391j 1.10661e-15-0.0613001j -1.20243e-15+0.0648414j -2.41291e-16+0.0134462j 4.42252e-16-0.0394598j -1.35724e-15+0.0710611j 3.15828e-16-0.00628879j 3.99676e-16-0.0322149j -1.09451e-15+0.0381192j -2.0068e-16+0.0178027j 3.89192e-16-0.0306815j -5.9759e-16-0.000932879j 4.3148e-16+0.00655763j 
4.80529e-15+0.0376712j 2.30286e-15+0.0386823j -4.45444e-17+0.0855007j 1.51384e-16-0.00126048j -1.96947e-16-0.044435j 4.81449e-16+0.112246j -3.23128e-17-0.0477127j -4.48774e-17+0.0732431j 1.24264e-16-0.00159375j 4.7332e-17-0.0125033j 1.00448e-17-0.00164831j 3.41666e-16-0.0697025j 2.695e-16+0.0843454j 2.34101e-16+0.0250994j -7.8137e-17+0.0149056j 5.07916e-17+0.0263016j 8.82855e-17-0.0185643j 4.66496e-16+0.0223955j 3.41178e-16+0.0216474j -3.66589e-16+0.0214614j -3.9002e-16+0.0175068j -2.02769e-15+0.0626855j 2.13542e-16-0.00242785j 7.63311e-16+0.0424527j -1.83233e-16+0.00107173j 2.72029e-16-0.00716244j -8.33346e-17+0.0110513j -3.74097e-16-0.00285376j -7.13417e-16-0.0272065j 1.2104e-17-0.0191295j -3.41429e-15+0.0983677j 7.70794e-16+0.0626822j 4.0451e-16-0.0290025j 2.64387e-16-0.026324j 5.63081e-14-0.0801655j -6.84247e-16-0.0422684j 1.01023e-16-0.00285245j 4.12508e-16-0.0155685j 1.17719e-16+0.0274012j -1.43263e-14+0.0381911j -2.25005e-14+0.0894717j 1.47815e-15-0.0121786j 2.19724e-16+0.0151892j -1.58242e-15+0.0064245j -9.4681e-15-0.063807j -4.99172e-16-0.0314699j -1.38041e-15+0.0642013j -8.41318e-16+0.029981j 5.54028e-15+0.0582529j 1.42322e-16+0.078133j -7.49252e-16+0.027953j -6.75335e-16-0.159592j -6.15546e-16-0.0645353j 1.06722e-14-0.0961412j 3.29794e-15-0.0907558j 7.37039e-15-0.00961231j -2.1198e-16+0.126455j 3.34903e-16+0.0473074j -1.67851e-16+0.0514569j -2.36983e-16+0.0265778j -8.83435e-16-0.0600368j -1.30459e-15-0.135431j -7.20146e-17-0.00607319j -2.61897e-16-0.0549439j 2.86056e-16+0.0274241j 3.55359e-16+0.0243392j 3.0278e-17+0.107931j -1.23883e-16-0.12429j 6.08477e-16-0.056434j -2.7569e-17-0.15728j 3.07747e-15-0.131724j -7.84864e-15-0.18087j 
