-3.56929e-14-0.24459j -1.55278e-14-0.387982j -1.10787e-16+0.0827392j -5.35248e-16+0.227489j -3.20966e-16+0.275724j -4.74347e-16-0.139029j 2.70991e-16-0.249311j -7.98372e-17-0.0253102j 1.39803e-16-0.120023j 8.20927e-17-0.0346182j -1.21822e-16-0.0262649j -5.30304e-17+0.00661206j -1.23149e-16+0.00579352j -4.89414e-18-0.0925493j 9.68445e-17+0.0149528j -2.0141e-16-0.0140148j 6.42002e-17-0.0394386j -5.24425e-16-0.037196j -2.69537e-16+0.0175459j 2.02449e-16-0.0355012j -9.1695e-17+0.013871j -1.13515e-15+0.033575j 1.60313e-16-0.0134878j 1.1714e-16+0.000149531j -1.07179e-16-0.022755j 6.51864e-17+0.0001156j 8.3457e-17+0.0132513j -6.26808e-16-0.0264405j -2.59936e-16-0.0333713j 4.33242e-16-0.0127183j -5.95285e-17+0.00349426j 5.20107e-16-0.0168556j 1.10868e-16+0.032477j -2.13364e-16+0.0208113j 7.15581e-15-0.0105773j 4.2931e-18-0.003306j -5.67191e-18+0.00486283j -6.05618e-16+0.0296118j 4.49698e-16-0.014729j -1.61045e-15+0.00774234j -2.21121e-15+0.00577668j 4.8948e-16-0.0034297j 3.63238e-16-0.0575417j -7.71672e-16+0.0269952j -3.53309e-15-0.0303225j -6.98657e-17-0.0252521j -2.32747e-16+0.00708299j -5.54746e-16+0.0309328j 1.9346e-16+0.0030075j -4.72918e-17+0.0273459j -1.51864e-16-0.0114685j -3.95847e-17-0.0111933j 3.48699e-17-0.0121496j 3.33223e-15-0.0284166j -5.40633e-17-0.00637258j 5.23571e-15-0.00747399j 2.70655e-17-0.0538054j -2.08393e-16-0.0648411j 3.01654e-16+0.0240213j 2.07807e-16+0.0453934j 2.61052e-17-0.0543656j -1.0596e-16+0.0362986j 7.92905e-18+0.0147714j -3.83669e-17-0.00336323j -1.6211e-16+0.0682948j -3.23143e-17+0.0856968j 2.35631e-17-0.037731j -2.30982e-17-0.0862069j 6.30169e-17-0.04032j -9.97127e-17+0.0825791j -3.94389e-15-0.0764268j 8.87314e-15+0.108234j 
-1.21592e-14-0.128526j -5.13138e-15-0.0472365j -1.14031e-15-0.0199168j -8.15622e-16-0.0434108j 1.64798e-16+0.0480292j -2.1804e-15+0.0124583j 2.54141e-15+0.0439606j -6.79986e-16-0.100005j 1.93981e-15-0.134135j -6.49048e-16-0.0338339j -4.19358e-16-0.196476j -3.81481e-15+0.286837j 9.21177e-16+0.0339693j 1.20495e-15-0.149107j 4.5358e-17-0.184466j 1.85763e-15-0.0717518j -4.40469e-16+0.0803618j 2.96145e-15+0.322017j 1.54855e-15-0.0365419j -1.73894e-16-0.0896035j -5.03952e-16-0.0931313j -1.75811e-15-0.0378711j 1.53569e-15-0.386095j 4.7385e-15+0.21774j 1.94836e-15+0.108441j -1.54057e-15+0.0264727j 3.73631e-15-0.177454j 1.05332e-15+0.246334j 1.57626e-15-0.186207j -2.18025e-15-0.129403j -1.021e-14+0.228671j 1.1952e-15+0.114641j -2.9455e-15-0.0397039j 1.81181e-15+0.059507j -3.46079e-14+0.0530182j -1.41022e-15+0.159115j -3.33825e-15+0.149187j -4.16095e-15+0.230071j 2.15923e-15+0.142078j -8.88359e-15+0.00778983j -1.42876e-14+0.0546408j 1.41092e-15-0.230421j 2.02287e-15-0.138437j 7.47784e-15-0.113854j 4.2075e-14+0.340623j -1.47846e-15+0.119401j -2.45751e-15+0.0620624j -2.26852e-15+0.0449334j 2.75229e-16+0.00106439j 1.05279e-16-0.0019607j -1.09519e-15+0.15248j 1.09498e-15-0.155628j -1.1746e-15+0.0256582j 5.21288e-15-0.0559855j -6.35e-15+0.111269j 1.39982e-14-0.0192813j 1.12678e-15-0.0115367j 2.24503e-16+0.0285175j -7.94572e-16+0.11935j 5.85332e-16+0.0312702j 1.12322e-15+0.0272868j -2.08184e-16+0.11789j 3.76944e-17-0.0909083j -7.68653e-16-0.00571984j -4.69929e-16-0.0169704j 4.46104e-16+0.0159348j -2.89768e-16+0.136236j -6.68198e-16+0.0624665j -7.04666e-17+0.0388012j -5.42613e-16+0.0188559j 4.00953e-17+0.00369406j -4.29521e-16-0.00499789j 
-1.57789e-15+0.00735749j 3.37468e-17-0.0111142j 4.99933e-16-0.0747808j 1.64423e-15-0.141711j -1.14107e-15+0.111971j 5.99464e-16-0.122158j -4.38749e-15+0.305525j 8.7191e-16-0.117401j -3.50694e-15+0.156542j 7.40991e-16-0.0406499j -2.17454e-15-0.06516j 4.8601e-15-0.135069j -3.77297e-15+0.204888j -1.35345e-15+0.0122386j -1.63798e-15-0.0835681j -1.74374e-15+0.186456j 1.69437e-15-0.044675j -2.35752e-15+0.140426j -2.99256e-15+0.0312193j 8.60038e-15-0.371263j 9.05518e-17+0.121474j 8.25897e-15-0.048533j -5.1669e-15+0.258789j 1.60288e-15-0.06579j -1.871e-15+0.173661j -4.45822e-15+0.150191j -1.3818e-15+0.17595j 5.91165e-16+0.19588j 6.71335e-15-0.217034j 5.16222e-15-0.134386j -4.45108e-15+0.118015j 1.70868e-15-0.0181317j -4.3264e-15-0.179028j -3.47774e-15+0.251649j -4.2349e-14+0.0604044j -1.24683e-15-0.0482713j 6.06854e-15-0.145175j 9.20022e-15-0.0877637j -7.84485e-15+0.205387j -1.27096e-15+0.123644j 1.02962e-14-0.131729j 7.21444e-15-0.49602j -2.09532e-15+0.106697j -4.72467e-15-0.142443j -1.90517e-14-0.137711j -1.71151e-15-0.0135273j -7.66589e-15+0.207549j 2.92884e-15-0.161269j 8.97393e-15+0.123639j -4.59941e-15+0.18398j 1.4016e-15-0.076123j -2.18832e-15+0.14465j 4.04258e-15-0.0476795j 7.18881e-15-0.0500972j -9.91298e-15+0.151629j 6.77241e-14-0.0917912j -4.48546e-15+0.0715182j -4.20482e-15+0.139298j -1.18754e-15+0.0994492j -1.26191e-15+0.0619506j -2.59268e-15+0.161601j 9.39693e-16+0.0143125j 7.50085e-16-0.0361714j 9.41434e-16+0.00449247j 4.21559e-16-0.0127643j 5.34731e-16-0.00283074j -2.00939e-15+0.0945442j 3.17804e-16-0.0080717j -4.95106e-17+0.00958833j 6.72453e-16-0.0142474j -5.50282e-16+0.0045175j -2.02541e-17+0.000170444j 
1.40678e-15+0.0453193j 1.38166e-15-0.0515303j -2.18763e-16+0.0806017j -7.89769e-17+0.0208514j -6.72389e-16+0.00140706j -3.85679e-15+0.183763j 1.14729e-15-0.103027j -2.14961e-16+0.0251876j 4.48829e-16-0.0582434j -1.11555e-16-0.0726924j -2.23048e-15+0.0867212j -1.16857e-15+0.144075j -1.6747e-15+0.0269924j 7.01463e-16-0.0231692j -5.80507e-16+0.0644998j -5.63769e-16-0.139746j 1.08053e-15-0.0711137j -3.93096e-15+0.255713j 4.93195e-16+0.125851j -2.63356e-15+0.331732j -2.07585e-15-0.108019j 8.83556e-16-0.0897284j 1.81637e-15-0.193999j 1.28056e-15+0.0794366j -4.53014e-15+0.0688202j -9.99893e-15+0.210168j 3.97623e-15-0.0901782j -4.34251e-15-0.202088j 5.10861e-15-0.216881j 4.7038e-15-0.0925805j -2.3135e-15+0.0476703j -3.18281e-15+0.159875j -1.0908e-15+0.283913j -3.93405e-15+0.0992298j 1.43135e-14-0.0252149j -5.00883e-16+0.0328898j -5.61481e-15+0.18175j 5.41295e-15-0.17087j -5.65918e-15+0.0245454j 8.30628e-14-0.102365j 1.4093e-13-0.598765j -1.56005e-15-0.320049j -4.05015e-15+0.159307j -2.83958e-15+0.0809762j 3.13684e-15+0.0272154j 2.80244e-15+0.14573j -4.83554e-15+0.0247197j -1.22506e-16-0.0369777j 3.59641e-14+0.398215j 2.80716e-15+0.0460021j 3.30949e-15+0.0705638j -6.52516e-15+0.123666j 1.48434e-15-0.111051j -2.18821e-14+0.147075j -4.28861e-15+0.0681269j 1.88945e-14-0.0278801j 8.15877e-18+0.114342j -3.9523e-15-0.012995j -3.55054e-15+0.0226119j 8.45079e-16+0.00690891j -1.08652e-15-0.000702943j -2.7991e-15+0.0840495j -7.22514e-16+0.0705645j 6.038e-16-0.0244735j -1.77412e-15+0.0566798j 2.04282e-15-0.0166291j -1.47896e-15+0.0397042j 1.34576e-16-0.0176677j 2.95971e-16-0.0537097j -1.2741e-16-0.00609661j -2.62844e-16-0.00846682j 2.1952e-16+0.0041979j 
-7.43669e-16-0.00116831j -4.56204e-16-0.0271899j 1.23059e-15-0.0175458j 1.15961e-15-0.0572227j -3.48465e-17+0.00497397j 4.70332e-15-0.153827j -4.79099e-15+0.141673j 2.96107e-15-0.102868j -2.64872e-15+0.0474357j 2.70149e-16-0.078238j 4.52312e-15-0.157172j 1.31848e-15+0.108067j -8.45658e-16+0.0499921j 7.28574e-16-0.0527406j 3.03839e-15-0.130715j -4.51919e-16-0.0517421j -1.03904e-15+0.0409325j 4.71154e-15-0.203765j 3.00022e-15-0.0754291j 1.02004e-15+0.137793j 9.37825e-16-0.100725j 9.10788e-15-0.222968j -6.16233e-15+0.0496141j 2.16752e-15+0.0373512j 6.6944e-16-0.0623636j 5.54695e-15-0.0993447j -2.59307e-15-0.00616043j -9.03002e-16-0.101991j -5.25786e-15+0.0328037j -2.1539e-15+0.0916563j 4.01135e-15-0.0423633j 2.49977e-15-0.0658387j 2.49342e-15-0.0579055j 1.79614e-15+0.0449732j 1.60687e-14-0.0228078j -2.35761e-15+0.0576498j 1.74559e-15-0.000279407j -1.73001e-15-0.0152804j 4.40675e-16+0.0227142j -4.98966e-15-0.111798j -2.00843e-14+0.125048j -5.60457e-15+0.00540864j 7.22274e-15-0.206461j -1.86006e-15-0.13526j -2.81215e-14-0.196533j -1.79296e-15+0.307782j 1.96308e-15-0.07803j 5.48e-15-0.102357j 1.65818e-14+0.0799765j -7.00198e-16+0.187471j -2.2115e-15+0.232079j 3.93266e-15-0.186059j -8.09382e-16-0.0436776j 2.90002e-14-0.211521j 2.62421e-15-0.0264089j 1.03347e-13-0.144746j 6.93018e-16+0.123882j 2.07512e-15-0.199153j 3.59831e-15-0.137066j -1.55089e-15+0.0861453j 8.68668e-16-0.039864j 3.25188e-16-0.0561993j -1.40835e-15+0.0937743j -1.09951e-15+0.0019145j 1.11525e-15-0.0477528j -1.54048e-15+0.12307j 1.21305e-15-0.012288j 4.21944e-16-0.0223656j 1.32347e-16-0.0321822j 3.15432e-16-0.0210481j 1.56402e-16-0.0222234j 1.00396e-15+0.00349013j 
-8.77301e-16-0.0251648j 1.66111e-15+0.0558977j -2.35896e-15-0.103218j 1.47513e-15+0.0367818j -2.22424e-15-0.063168j -1.30182e-15-0.0621397j -1.87519e-15-0.061289j -7.04049e-15-0.252171j 5.69024e-16+0.0433608j 3.44284e-16-0.0244485j -1.52138e-15-0.0409101j 1.22669e-15+0.0913762j -2.15228e-15-0.101321j -3.85231e-15-0.113811j 2.90558e-15+0.100667j -3.71654e-15-0.0992254j -1.87417e-15-0.0317025j 6.02052e-16+0.0375564j -8.10541e-16-0.0253049j 3.06236e-16+0.0327235j -9.35578e-16-0.0309514j 8.62085e-16-0.11022j 2.99649e-15+0.102386j -1.8688e-15-0.0171994j -5.07164e-15-0.0698641j 3.22295e-16-0.0215668j -1.22015e-16+0.11221j 1.49794e-15+0.0226396j 1.57145e-15-0.00538239j 3.45848e-15+0.0864841j -6.57113e-16-0.0338633j -1.79204e-15-0.0267637j -5.13215e-16-0.0125936j -4.04368e-15-0.0955657j -4.56096e-14+0.0670954j 1.40606e-16-0.0113981j -1.1129e-15+0.0543606j -5.71858e-16-0.168771j 2.11011e-16+0.0389098j -2.53204e-16+0.0440726j -4.31392e-15+0.0207318j 6.7237e-15+0.233005j 7.06061e-15+0.245212j -3.88111e-15+0.250373j -6.64158e-14-0.425711j 1.60753e-15+0.190627j -2.04359e-15+0.157378j 4.14984e-15+0.293191j 7.48343e-15+0.069217j -7.8196e-15-0.267016j 3.4919e-15+0.106264j -4.8717e-15-0.14498j -9.48503e-15-0.295693j 2.04141e-14-0.222557j -1.33473e-15-0.0792467j -1.79439e-13+0.263785j 4.33075e-15+0.0656235j 2.8374e-15+0.0556354j -3.02059e-16-0.0315596j -9.25831e-15-0.339686j 3.69286e-15+0.08341j -2.59733e-15-0.0696628j -4.57892e-15-0.13462j -6.10691e-15-0.201122j -1.71662e-15-0.0455624j -7.30884e-17-0.0128669j -1.16317e-15-0.0408199j 1.10009e-15+0.0136768j 2.82323e-15+0.0942118j -3.47455e-16-0.0112948j 3.1583e-15+0.0262181j -6.05911e-15-0.0600743j 
-5.22084e-15-0.0411678j -2.33626e-15-0.0551775j -1.51229e-16+0.0222797j 8.3174e-17-0.0628492j -2.90463e-17+0.0176601j 1.22118e-15-0.0750479j 8.47336e-16+0.0845929j -8.80382e-16-0.16141j 1.63833e-16+0.0265223j -1.1037e-18-0.0409421j -5.29415e-16-0.116984j -1.59253e-15-0.0380432j 8.10928e-16+0.0265226j -1.27567e-15-0.0629907j -6.89174e-17-0.0680243j 1.35992e-15+0.0858058j -8.14122e-16-0.0871484j 1.04356e-15-0.031183j -1.50286e-15+0.0392215j 1.78356e-15-0.197593j 1.28306e-15+0.0172337j 1.92379e-15+0.00424102j 1.48448e-15+0.0798776j -2.45323e-15-0.162117j 1.14378e-15+0.0262313j -2.23992e-15+0.184094j 1.78818e-15+0.0784243j -8.93931e-16+0.0473552j 2.87509e-16-0.0968726j -9.0441e-16-0.10443j 2.80266e-15-0.0546434j 1.98346e-16+0.0665888j 2.31113e-15+0.191806j -2.12105e-15+0.060107j -3.17831e-14+0.0484354j -1.98214e-15+0.269625j -2.93765e-15+0.264434j 1.43561e-15+0.0219624j -7.7987e-16-0.0464684j 4.2443e-14-0.201867j 6.53901e-14-0.196116j -1.02388e-15+0.161346j 1.30077e-16-0.0827403j 8.08314e-15+0.122389j 4.11641e-14+0.233786j -2.90281e-15-0.0941545j 4.85309e-15-0.0540201j 8.27736e-16-0.0791436j -2.99662e-14-0.251626j -3.27905e-15-0.45708j 2.77789e-16-0.00917399j 1.1959e-15+0.169694j 7.84958e-16+0.0438761j -2.26524e-14+0.205528j 6.76745e-15-0.121369j -1.13942e-13+0.163224j -1.27382e-15-0.234069j 2.48901e-15+0.126956j 1.73329e-15-0.0176385j -1.94165e-16-0.0646836j 8.40841e-16-0.131336j 1.11712e-15+0.31701j -6.489e-16+0.0388297j 8.31425e-16-0.0139305j 1.9012e-16+0.0872101j -1.45833e-15-0.0501755j 4.57372e-17+0.0356506j 3.51299e-16-0.00982116j 3.57936e-17+0.0292326j 2.6764e-17+0.0597914j -2.90898e-16-0.035641j 9.04868e-16+0.0027827j 
7.7019e-15+0.0954986j 3.45465e-15-0.0146477j 3.24844e-16+0.00549121j -6.52309e-16+0.0482403j -2.38353e-16-0.0870496j 1.70355e-15+0.163865j 1.85613e-15+0.113589j -9.72063e-16-0.0814412j 3.51919e-16+0.0964266j 1.01332e-16-0.126681j -1.88149e-15-0.135532j -1.84151e-15-0.0833356j 1.1088e-15+0.0812045j -1.22776e-15-0.115853j 9.34024e-16+0.0143471j -5.96377e-16-0.148689j 1.10206e-16+0.0962897j 3.02671e-15+0.206132j -2.43812e-15-0.284418j -3.44563e-15+0.125287j 3.80927e-16-0.0590244j 3.4833e-15-0.132279j -3.14578e-15-0.119939j 6.41497e-15+0.302212j 1.9634e-15+0.329757j 1.66603e-15-0.125677j -1.05679e-15-0.103103j -7.82387e-15-0.278218j -4.81912e-15-0.205136j 5.07749e-15+0.131427j 2.25255e-15-0.0249111j 2.92977e-16-0.0561323j 1.17441e-16+0.119495j -1.39938e-16+0.0482705j -1.61496e-13+0.229924j 4.89103e-15+0.0288823j -3.70212e-15+0.179693j -1.51198e-15+0.220689j 1.10242e-15-0.131347j 3.8733e-14-0.23719j 6.24138e-14-0.162255j -1.27593e-15+0.156156j -1.1564e-15+0.0262073j 1.80285e-15-0.17125j 8.6768e-15+0.0771664j -5.68441e-15-0.265032j 1.95537e-15+0.102756j 2.27925e-15-0.249867j -3.61373e-14-0.328155j -5.28629e-15-0.0138928j -1.82403e-15-0.0851423j 1.79222e-15+0.174611j 7.74565e-16+0.0799602j -1.08389e-14+0.112754j 5.77196e-15-0.115523j -3.26402e-14+0.049794j -2.83027e-15-0.124164j 2.07339e-15+0.166494j -4.403e-16-0.0771473j 5.63958e-17+0.0424272j -8.93317e-16-0.00189091j 1.75493e-15+0.0238882j -6.13209e-16+0.0632496j 1.68887e-15+0.0362511j 1.03199e-15-0.00893826j -1.84415e-15-0.0980588j -3.24238e-16-0.0440089j 4.19145e-18-0.0293985j -4.63759e-16-0.0127832j 2.8388e-16-0.019601j 2.69317e-17+0.00198057j 1.48106e-16+0.00380334j 
-2.4913e-15-0.0166987j -1.61081e-15-0.0471209j -6.54263e-16-0.0663121j -7.44225e-16+0.0478622j 1.64314e-15+0.0380467j -1.38886e-15-0.0894914j 1.46478e-16-0.11141j 2.05715e-15+0.0531696j -8.1192e-17+0.046333j 3.17867e-16-0.099511j 1.90318e-15+0.0250522j -1.33542e-15+0.0480628j 5.56669e-16-0.0490616j 3.23857e-16+0.0372963j 1.75668e-15+0.201822j -9.73717e-17-0.0354187j 2.95473e-16+0.0703008j 6.41167e-17+0.0558737j 2.28609e-15+0.0988531j -4.9666e-16+0.06971j -1.43283e-15+0.037685j -1.69903e-15+0.0510416j 7.72164e-16-0.110924j -9.45398e-17-0.0120373j -1.1176e-15+0.103785j 1.03923e-15+0.102375j 7.12995e-16+0.169747j -5.17023e-16+0.0359179j 3.11625e-15-0.155746j -2.43465e-15-0.242666j -4.92394e-15+0.0896796j 2.92689e-15-0.0191906j -5.25926e-16+0.0973322j 4.59907e-16+0.0653395j 3.47197e-14-0.0502447j -2.59819e-15+0.116678j -4.33837e-15+0.198897j 4.24966e-15-0.136186j -2.42382e-15+0.0613938j 1.01319e-14-0.141847j 1.5306e-14+0.0178144j -8.74646e-16-0.118872j -6.32129e-16-0.235791j 5.41339e-15+0.0374465j 3.40221e-14+0.190753j -1.80729e-15+0.42924j -4.20711e-15+0.0761319j 8.0795e-16-0.175008j -1.61389e-14-0.180088j 2.22538e-15+0.302191j 2.62369e-16+0.166089j -1.17701e-15-0.112558j 2.62251e-15+0.144409j 1.82445e-14-0.150219j -2.13388e-15+0.05267j 1.59006e-13-0.227839j -7.78976e-16-0.233292j 2.45158e-16+0.0404823j 2.1916e-15+0.0154157j 1.28778e-15-0.123458j 7.988e-16-0.0111266j -9.38515e-16+0.0214453j 1.2414e-15+0.133874j 1.10203e-15-0.0697482j -9.14807e-16-0.0870144j 6.76803e-16+0.0509078j -1.0875e-16+0.000848446j 6.21364e-16-0.0245533j -1.54329e-16+0.0883412j -6.3719e-16-0.00681795j -5.793e-16-0.059342j 1.96824e-15-0.00509046j 
3.34467e-15+0.0859071j 1.52272e-15+0.0122543j 6.59735e-15-0.0934783j 2.63874e-15-0.0581615j -4.58632e-15+0.0924871j 1.72268e-15-0.0143803j -5.29363e-15+0.092839j 1.88095e-15-0.0487203j -2.60307e-15+0.0595117j -3.00003e-15+0.00404928j -5.22161e-15+0.0846057j 1.0287e-14-0.159471j -6.62411e-15+0.116771j 6.79657e-15-0.141733j -8.37712e-15+0.188879j -2.49575e-15+0.029244j 1.04182e-15-0.0359729j 1.82708e-16+0.0210622j 3.47535e-15-0.0638452j 1.93565e-15+0.0118731j 5.0418e-15-0.0730793j 7.30464e-15-0.0849111j -4.67034e-15+0.0995732j -1.39414e-15+0.0240929j 1.19687e-14-0.189042j -4.36382e-15+0.0577547j 7.60307e-15-0.0775788j 6.51976e-15-0.163592j -8.55536e-15+0.0724221j -9.8805e-16+0.0541572j 4.2369e-15-0.030338j 1.85614e-15-0.0631827j 1.07969e-14-0.204825j -7.4857e-15+0.197851j -1.37919e-14+0.0176798j 8.67776e-15-0.109659j 1.14648e-14-0.102452j -3.05506e-15+0.00127926j 3.9091e-15-0.0660145j -7.03674e-15+0.0694003j -5.85395e-15-0.0148309j -5.09315e-15+0.0994277j -6.87374e-15+0.051444j 7.76466e-15+0.156623j 4.17049e-14+0.402618j 8.50862e-15-0.0523299j -9.48327e-15+0.124195j -2.78802e-15-0.0104237j -8.70287e-16+0.0168809j -6.0308e-15+0.0879513j -1.42082e-15+0.0163203j 7.5318e-15-0.193076j 1.85116e-15+0.0144526j -2.94898e-14+0.184682j -1.01359e-14+0.11723j 1.25221e-14-0.0163687j 5.2827e-15-0.147548j -7.88932e-15+0.131854j -1.33844e-14+0.24963j 4.80262e-15-0.124383j -2.40365e-15+0.00716736j 3.15528e-15-0.0582463j 1.57087e-16-0.0390385j -5.01237e-15+0.081749j -2.66776e-16+0.0108634j 3.40519e-15-0.0699367j 1.93426e-16+0.000219239j -7.46683e-15+0.117338j -1.5416e-15+0.0264228j 2.23288e-15-0.0297281j -4.01577e-15+0.0533917j -1.20841e-15+0.0414993j 
-4.7357e-16+0.0161798j -1.13737e-15-0.0622674j 1.67168e-15+0.14684j -4.44091e-16+0.00415493j 1.30442e-15+0.0647497j 3.32638e-15+0.223241j 4.83837e-16+0.0184729j -1.07983e-15-0.0203113j 2.35521e-16+0.00230794j -1.78755e-16-0.00648799j -1.52196e-16-0.0575093j -6.66647e-16-0.0532756j -4.00534e-16-0.0112946j -4.37904e-16+0.00987799j -5.13331e-17-0.0661377j 1.64006e-15+0.0703597j -2.50436e-15-0.218135j 2.71151e-15+0.0707973j 2.40515e-15+0.0484042j 1.58644e-16+0.167304j -2.60877e-16+0.0450872j -7.47789e-16+0.074815j 4.139e-15+0.155829j -8.52929e-15-0.212468j 2.0167e-16+0.0655285j 8.06275e-16-0.0212383j 1.35036e-16+0.0262134j -3.75624e-16+0.0278839j -9.11899e-16-0.0472992j 1.32068e-15+0.0721692j 2.42167e-15-0.107987j 4.39916e-16-0.0567156j 6.33934e-15+0.288739j -3.36119e-15-0.159698j -1.25524e-14+0.0154285j 2.44117e-16-0.113299j -5.63495e-16+0.0070927j 5.05125e-16-0.171363j -1.36816e-15+0.0317436j -2.54914e-14+0.217686j -4.26061e-14+0.0784996j 5.0443e-15+0.0181431j 3.30643e-16-0.166256j 2.57455e-15+0.235496j -9.67329e-15-0.111233j 1.23191e-15+0.204239j -2.91157e-16+0.110865j -3.82194e-16-0.11789j -1.61302e-14-0.142005j -2.74249e-15-0.0487814j -4.27442e-16-0.0341698j -3.99855e-15-0.236708j 1.25351e-15+0.1848j 7.61839e-15-0.0635031j 1.64505e-15-0.071281j -6.80164e-14+0.0985712j -1.80007e-16+0.0281266j 1.92768e-16+0.0379847j 3.04803e-15+0.141145j -8.23927e-16+0.0719954j 1.01509e-15+0.165809j -3.58605e-15-0.28784j -1.00332e-15-0.0753303j 3.44567e-16+0.0164126j -7.34695e-16-0.0903962j 1.12128e-15+0.132747j -1.79759e-15-0.127415j 3.84567e-16-0.021434j 9.93119e-16+0.0684779j 8.97869e-16+0.0548833j -7.34393e-16-0.0331049j 1.30091e-15+0.00804858j 
1.90711e-15+0.0477636j 1.86056e-15-0.0634326j -1.87249e-15+0.0799751j 9.81769e-16-0.0888798j -8.39769e-16+0.10177j -1.51353e-15+0.0724093j 6.40451e-17+0.0816827j 1.23147e-15-0.00643786j 5.99597e-16-0.0512231j 2.8521e-15-0.101624j 7.12385e-16+0.0432459j -1.31483e-15-0.0153453j 3.71039e-16+0.0180467j 4.52749e-18-0.0621556j 1.06496e-15-0.0277962j -3.46297e-16+0.0582396j 1.72587e-15-0.0375446j 9.39687e-18-0.0162704j -7.27137e-16-0.0145474j -5.58645e-15+0.197977j -1.82834e-15+0.0228361j 3.74687e-15-0.100913j -2.10583e-15+0.161355j -5.54557e-16+0.000233459j -2.85081e-15+0.0751717j 4.57608e-15-0.0893037j -4.14772e-15+0.0337079j -5.46969e-15-0.153146j 3.8962e-16-0.233898j 2.07174e-15+0.203149j -7.18637e-15+0.107735j 4.60125e-16-0.014129j -3.43906e-15-0.044504j 3.48393e-15+0.0858686j -4.48912e-14+0.0626134j 4.43119e-15-0.0724982j -7.08368e-15+0.152383j -1.68521e-15+0.1274j 1.63163e-15-0.0788441j 5.95399e-16+0.115971j 1.66105e-15-0.0813308j 1.11519e-15+0.0187797j 1.82113e-15-0.0481809j 1.55532e-15+0.265834j 3.03689e-14+0.126797j -4.28477e-15+0.223376j 2.45585e-15-0.118293j -5.47868e-16+0.0491138j 1.47324e-14+0.152728j 4.27662e-15-0.0851739j -1.01611e-15-0.165485j 2.40708e-15-0.163322j -1.41452e-15+0.325141j -3.17675e-14+0.222704j 1.13634e-15+0.00816366j -4.02853e-14+0.0546447j 1.04654e-15-0.0261319j 1.75124e-15-0.197738j 3.34609e-15+0.145088j 1.68563e-15-0.0179751j 4.16016e-15-0.171756j -7.14844e-16-0.0443957j 5.43466e-15-0.27145j -1.14057e-15-0.00234609j -2.35107e-15+0.0913627j 2.96757e-15-0.0577413j -1.51476e-15+0.0317722j 1.72376e-15-0.105668j 3.78533e-15-0.141621j 8.18116e-16+0.0129785j -5.50642e-16-0.002108j 2.98703e-15+0.0320429j 
-4.81652e-15-0.019475j -3.00298e-15-0.0746226j -2.87399e-15-0.177249j 1.48442e-15+0.0813736j 1.30755e-15+0.172538j -4.77336e-16-0.047522j -9.67016e-16-0.0262831j -2.0746e-15-0.138202j 6.04898e-16-0.0531518j -7.1294e-16+0.0521475j -6.4923e-16+0.0091643j 7.50134e-16+0.010595j 7.66712e-16-0.0289972j 3.44052e-16-0.0212954j -7.54424e-16-0.0413735j 9.70069e-16+0.0263763j 6.79302e-16+0.0380855j -1.0666e-15-0.0699289j 1.60627e-15+0.0591926j -1.03889e-15+0.0625928j 3.17446e-15+0.128552j 3.51793e-16+0.0284342j 4.15955e-16+0.0710216j 3.12603e-16+0.0586721j -3.1663e-16-0.0294453j -5.20395e-16-0.242852j -1.18229e-15-0.0236542j 2.06017e-15+0.0461699j -3.64376e-15-0.119314j 6.88193e-16+0.151201j -3.77659e-16+0.0600946j 5.28014e-16+0.00385471j 1.82982e-15-0.0345332j -1.44339e-15-0.112501j 1.7111e-14-0.02874j 1.86782e-15-0.162254j -1.38394e-15+0.00768242j -1.92097e-15+0.11419j 3.58754e-15+0.0336126j -7.98303e-15-0.0407319j -8.78301e-15+0.0730839j -1.48959e-15-0.0939188j -2.17261e-16-0.0806603j -5.29343e-15-0.11173j -1.12977e-14-0.0383148j -2.38032e-15-0.107423j -1.57594e-15+0.0323946j -4.53317e-16+0.20519j -1.46819e-14-0.110814j 1.80569e-15+0.137713j 5.73819e-16-0.0518383j 3.94235e-15+0.164764j -6.5857e-16+0.0670002j 8.50833e-15-0.0657995j 3.6913e-15-0.0892542j -1.61474e-14+0.0222295j -3.99759e-16+0.0937449j 2.04392e-15+0.114025j -3.04263e-15+0.00980365j 1.08746e-15+0.104979j 2.0225e-15+0.147895j 2.8183e-15+0.1196j 2.32193e-15+0.142414j -1.35884e-15-0.0408105j -2.17434e-15-0.100551j -4.98107e-16-0.0379559j 1.57771e-15+0.0273006j -1.94165e-15-0.146196j -4.2079e-16-0.0420009j -2.34884e-15-0.0924679j -1.49334e-15-0.0772755j 4.62499e-16-0.0228849j 
