1.98601e-13-0.184264j 4.70482e-14-0.375516j 2.81866e-16-0.0446537j 2.06646e-15-0.220818j -1.96052e-15+0.269751j -4.13288e-16-0.103299j 1.21949e-15-0.180519j 3.13457e-16-0.0221474j -1.18108e-16+0.0515219j -7.14795e-16+0.0420863j -2.71842e-16+0.087134j -4.11578e-16+0.0462736j -1.69282e-16-0.00377475j 1.90004e-16-0.018168j -3.59184e-16+0.0553892j 6.6731e-16-0.00801381j -4.92607e-17-0.0183873j -1.04764e-15-0.00834724j -3.94252e-16-0.012316j -1.73171e-16+0.0300074j 1.64875e-16+0.0143526j -3.92559e-17+0.00302205j -1.98223e-16+0.0226293j -5.17413e-16-0.00734466j 5.34817e-16-0.0147514j -1.99998e-16+0.00958412j -1.08537e-16-0.0113567j 6.92044e-17+0.016852j -6.54047e-16+0.0266439j -4.77139e-17-0.00423019j -1.46561e-16-0.00377421j -3.73347e-15+0.0116298j 4.87921e-16-0.0270147j 1.20544e-16+0.00471563j -3.34397e-16+0.0302944j -7.06688e-16+0.02025j 5.62251e-16-0.0257476j 9.83724e-15-0.0227045j -1.09168e-14-0.000601288j 1.7465e-14-0.00865124j 7.03243e-16-0.0394789j -5.00852e-16+0.0112329j 5.06322e-17+0.00933029j 2.5338e-16-0.00870922j 4.3431e-17-0.0107444j 2.52451e-16-0.00943858j -4.28791e-16+0.00763228j -2.15028e-16-0.000679035j -2.60609e-16+0.012675j -4.74027e-16+0.0242915j -3.59542e-17-0.0128657j -7.34037e-16+0.00968535j 1.38684e-16-0.0113393j -4.65671e-16-0.00645781j -3.69187e-17+0.0249141j 3.75499e-16-0.0421997j 7.03673e-17+0.00139794j 9.41826e-17+0.00343987j -4.43353e-16+0.018914j -5.16175e-16+0.0181289j 1.2459e-16-0.0105395j -7.24385e-16+0.0273736j -1.44536e-16+0.0417207j 5.14523e-17+0.00650909j 3.18009e-16-0.0148305j -6.97706e-17+0.0339338j -3.39297e-16+0.0616002j 5.71797e-17-0.00478885j 1.74887e-16-0.0231107j -4.23339e-17-0.0113012j 1.38293e-17-0.0466783j 1.83901e-16-0.0717646j 3.37465e-16+0.011911j -5.00304e-16+0.0701977j -1.19014e-16-0.0143283j -4.12622e-14-0.0322114j 1.88249e-13-0.0883505j 
3.54505e-15-0.0112091j 2.84769e-15+0.0309175j 1.49458e-15-0.00933666j 5.638e-16+0.017013j -5.1081e-15-0.0717672j -1.30734e-14-0.165885j -5.8704e-15-0.0515381j 9.08662e-16+0.0375259j 2.26425e-15+0.00631689j 6.55465e-15+0.085355j 1.34289e-15-0.0140003j -1.21691e-14-0.0951311j -3.86321e-15-0.0176782j -1.58834e-14-0.125j -8.73356e-15-0.0682543j 7.10826e-15+0.316675j 1.92447e-14+0.22066j 1.46838e-14+0.0462216j 1.10492e-14+0.042269j 2.06358e-14+0.188058j -1.56516e-15+0.0328897j -2.81657e-15-0.122706j 3.24542e-14+0.328512j -5.34787e-14-0.487795j 1.3862e-14+0.227936j -2.47511e-14-0.303519j 3.15098e-14+0.321404j -2.82339e-14-0.250131j -9.95652e-15-0.280159j 1.45418e-14+0.158761j -3.60442e-14-0.410407j 4.35946e-14-0.257991j -5.52777e-16+0.0699261j -7.15155e-15-0.0689277j 3.62042e-15+0.0629145j 1.78321e-14+0.27243j 3.03437e-15-0.0167123j 7.94487e-14-0.102936j -9.2656e-14+0.113124j 1.68605e-13-0.058544j 4.23334e-15+0.0390486j -5.79445e-15-0.023442j 7.92941e-15+0.131147j 2.26108e-15+0.0730824j 4.73059e-15+0.0289606j -3.21327e-15-0.0129874j 8.37313e-15+0.0642698j -7.24795e-16+0.000950047j 8.59614e-16-0.0611272j -1.74825e-15-0.0343033j -1.06682e-14-0.126605j 7.19765e-15+0.162449j 7.17075e-15+0.0708523j 8.15246e-16-0.00012758j -6.43663e-15-0.0556394j -3.49688e-15-0.0328991j -2.88006e-15-0.0440085j -5.78941e-15-0.0442946j 3.07512e-15+0.0493362j -1.66455e-15-0.0529168j 3.8636e-15+0.0413819j 3.77776e-15+0.07401j -2.38651e-15-0.0344979j 1.17711e-15+0.0287952j -2.65977e-15-0.0251383j 9.04934e-15+0.117847j 1.84347e-16-0.0129969j -2.99291e-16-0.00616589j -1.61671e-15-0.0172743j 1.42582e-15+0.00139592j 6.9701e-15+0.0777489j 1.08428e-15+0.0295824j 1.97342e-15+0.00746666j 4.86358e-15+0.0528685j 2.83696e-15+0.0217345j 8.35043e-15+0.0067435j -3.40619e-14+0.0165606j 
2.796e-14-0.0428962j 6.29981e-15+0.0236849j 1.23061e-15-0.048321j -3.3532e-16+0.0609014j 1.20733e-15+0.0549797j 2.51889e-16-0.0316383j -1.48704e-16+0.00116083j 1.23419e-15+0.124921j 3.01667e-15+0.134734j -1.16474e-15-0.00905954j 5.73229e-15+0.349003j 3.22968e-17-0.0393038j -1.43027e-15-0.127626j 1.91903e-15+0.0900483j -1.67386e-15-0.14601j -1.23895e-14+0.304255j -1.33123e-15-0.0325036j 2.89425e-15+0.0133463j 9.70008e-15+0.198313j -3.25567e-16-0.0657866j -3.36881e-15-0.186394j -1.09768e-15-0.325078j 3.47448e-15+0.0616874j 1.07433e-15-0.0334664j 4.24112e-15-0.276665j 5.4958e-15+0.33123j 7.73021e-15+0.199904j -6.92882e-15-0.13151j 3.94208e-15+0.0848739j 6.64422e-16+0.199906j -2.61303e-15-0.229743j -4.25723e-14+0.177853j 2.0409e-15+0.0435904j 3.45633e-15+0.00239925j -1.10466e-15-0.0334852j -3.21336e-15-0.13376j 2.53733e-15-0.379988j 1.26196e-13-0.150191j -1.38715e-13+0.21973j 2.25451e-13-0.0502618j 1.38617e-15-0.0792415j -1.17984e-16+0.083546j -1.1866e-15+0.00265272j 2.05454e-15+0.21555j 8.63139e-17-0.182345j -1.25894e-15-0.117874j 2.2651e-15-0.157154j 5.2033e-16-0.00681679j 1.29075e-15-0.0705009j 3.63466e-15+0.0336946j 2.97565e-15+0.00143358j 4.15771e-15-0.151941j -1.14799e-15-0.0423825j 9.85933e-15+0.095184j 1.84697e-16+0.0427295j 7.59164e-16+0.012018j 6.22502e-17+0.0402134j 2.83281e-16+0.0835306j -1.35995e-16-0.0392042j 1.85493e-15-0.024635j -3.94922e-16+0.00480593j -1.91943e-16+0.0267822j 8.14536e-16+0.0832095j 1.58885e-15+0.0517466j 1.48837e-15+0.0473398j -5.54464e-16+0.0252585j 3.1155e-16+0.0460206j 1.13975e-15+0.0333083j -1.08577e-18-0.0201773j 6.36303e-16-0.047607j -1.3494e-15-0.0657991j -9.48147e-17+0.0329945j 2.1848e-17-0.0272972j -7.47472e-16-0.00738551j -8.03757e-19-0.0371107j 1.63224e-16+0.0313302j -1.17628e-16+0.00687882j 
-1.47127e-14+0.0276501j -3.71468e-15-0.0337692j -8.65784e-17+0.0323574j 2.24112e-16+0.00212659j -8.86319e-16-0.0820588j -1.47013e-15-0.0592857j -2.10436e-15-0.127891j 4.74879e-17-0.0615927j -9.6766e-16-0.0943548j 1.95202e-15+0.177354j 1.7891e-15+0.0337776j -5.15346e-15-0.305131j -4.20046e-16-0.0260733j 4.32256e-16-0.00569288j -4.0605e-15-0.0940897j 3.48268e-15-0.0221778j 2.13645e-15+0.0449368j 8.1611e-15+0.0627762j -6.29574e-16-0.0373728j 1.26981e-15+0.10608j -6.24906e-16-0.169363j -5.1834e-16+0.130195j 1.39323e-15+0.0145647j 6.7967e-15+0.139094j 1.16576e-15-0.193941j 3.17335e-15+0.169581j 5.7103e-15+0.146833j -3.51783e-15-0.0456701j -1.67274e-15+0.0483638j -4.9729e-16+0.085305j 5.1648e-15+0.184193j -6.80915e-14+0.246128j 3.64924e-15-0.20504j 2.71419e-15+0.0082515j 2.15878e-15-0.0926364j 6.97283e-15-0.308154j -2.96282e-15-0.0354291j 2.55571e-14+0.0131493j -5.70994e-14+0.0446701j 1.58626e-13-0.0930095j 4.83375e-16+0.168533j -6.01002e-15+0.288564j -1.0703e-15+0.121368j 2.81222e-15+0.0176659j 3.02865e-15+0.064272j 1.3921e-15-0.166515j 5.41478e-16+0.0361616j 4.16992e-15+0.234998j -4.01332e-15-0.0486706j 1.32376e-15+0.133932j -1.75113e-15-0.0395698j 4.08015e-15-0.0929562j 2.76216e-15+0.111944j 4.59961e-15+0.0498575j -5.73461e-16-0.0615178j -7.4894e-16-0.138419j -1.08309e-15-0.0531581j -1.37497e-15-0.154628j 2.46485e-16+0.0587007j -7.23439e-17-0.0509657j 2.49573e-16-0.0128415j -2.45238e-16+0.0524568j -2.07894e-16-0.0328714j 5.55357e-16+0.0142288j 7.62265e-16+0.0421408j 2.41138e-15+0.0906359j 1.7256e-16+0.00720943j 2.5348e-16+0.0219724j -1.54138e-16-0.00747585j -7.24812e-17+0.0213925j 1.14901e-15+0.046018j 5.50094e-16+0.042966j 4.3422e-16+0.0735283j 1.33904e-15+0.0742227j 7.24359e-16+0.0704231j -3.95673e-15-0.00249706j 1.73946e-14-0.00808409j 
-2.75728e-14+0.0309579j -5.52799e-15+0.0290812j -8.90264e-16+0.111251j 8.18749e-16-0.0526571j -7.94602e-16+0.0146898j 8.34747e-16+0.0345401j 1.26534e-15+0.105903j -2.81057e-16-0.041495j 1.86789e-15+0.145886j -8.12525e-16-0.170991j 3.05661e-15-0.0390206j 1.31515e-15+0.226791j -2.51662e-15+0.0800534j 1.33365e-15-0.0498103j -2.00163e-15-0.0391505j 1.93088e-15-0.0366926j 2.3147e-15+0.094605j 8.6615e-15+0.0933646j 4.24588e-15+0.0635011j -1.44397e-15+0.110587j 7.81651e-16-0.00601293j -3.36938e-15+0.105095j -7.18854e-16+0.136609j -6.46883e-15-0.218555j -7.99372e-15+0.2229j 7.01969e-16+0.168854j -6.68416e-16+0.215856j -8.25577e-15-0.080516j -3.67258e-15-0.116055j 2.7305e-15+0.110916j -4.75219e-15-0.0802445j -1.17776e-13+0.406236j 7.93275e-15-0.0554262j -5.63683e-15-0.0818112j -2.37478e-16-0.28847j 1.15789e-14-0.289811j -1.03305e-14+0.148584j 1.03465e-13-0.276909j -1.13017e-13-0.0680709j 1.89719e-13-0.115311j -3.61763e-15-0.0558073j -7.16662e-15+0.109351j -1.86936e-15+0.157035j 5.07838e-15-0.00811706j -3.52571e-16+0.0349371j 4.71386e-15-0.200586j 1.84876e-15-0.121242j 1.23767e-16-0.0443202j -3.78666e-15+0.0750223j -7.80121e-16+0.0187031j 4.02389e-16+0.0663116j 1.49132e-14-0.227562j -6.73531e-16+0.0502058j -7.50762e-15-0.0665176j 1.55191e-16-0.165468j 1.09713e-15+0.158953j -9.41236e-16-0.011841j -7.19328e-16+0.0751154j -3.24918e-15+0.0640848j -2.91469e-15+0.147759j 9.94346e-16-0.142585j 2.59092e-15-0.048635j -1.67016e-17-0.109598j 5.56307e-16+0.0495007j 3.01606e-16+0.00758391j -8.67612e-16-0.133216j -6.53648e-16-0.11384j -4.20918e-16+0.0533101j -8.14941e-17+0.0899372j -2.6717e-17+0.106668j 4.10015e-16-0.0271937j -6.64895e-16+0.0405144j -8.08179e-16-0.0462077j -8.39733e-17-0.115684j -6.97427e-17+0.0314627j 1.19335e-14-0.0586316j -5.45508e-14+0.010441j 
-2.52521e-14+0.0270136j -6.69675e-15+0.0322671j 1.1874e-15+0.038001j 2.5467e-16-0.0387565j 1.6636e-15-0.0304605j -5.27887e-16+0.0308404j -8.77195e-17+0.00456615j 5.07643e-16-0.126537j 1.33464e-16+0.137157j 1.71978e-15-0.139083j -1.52829e-15+0.0169443j 5.08015e-17+0.0898215j 2.51355e-15-0.09534j -2.40606e-15-0.00910353j 3.08975e-15-0.190181j -5.31874e-15+0.0665704j 5.89211e-16+0.0921032j -1.5841e-14-0.17794j -1.13144e-15+0.0121221j 2.62298e-15-0.0875868j -2.57549e-15+0.053413j 2.27461e-15+0.00554588j 2.02575e-15-0.0511608j 3.33818e-15+0.147742j 3.90924e-15-0.0171617j 1.91764e-15+0.221896j 2.64479e-15-0.127454j 5.49989e-15-0.251993j 9.90753e-15-0.393005j -2.47733e-15+0.205907j 1.22327e-15-0.0525736j 8.76327e-14-0.288038j -5.2167e-15+0.0257143j -8.2298e-15-0.180859j 9.17638e-16-0.174912j -1.36711e-14+0.227284j 7.83643e-15-0.0878364j 2.35794e-13-0.261746j -3.39649e-13+0.219963j 7.01132e-13-0.349901j 7.78482e-15-0.128714j 9.59621e-15-0.152101j -5.61434e-16+0.109113j -5.79477e-15+0.249371j 1.79693e-15-0.00521883j -2.22e-15-0.0606797j 5.91542e-15-0.120725j 8.4296e-16+0.0160937j 7.25687e-15-0.225354j 4.26436e-15-0.0932327j 2.74003e-15-0.0501238j -1.15533e-14+0.115427j 2.84298e-16+0.011134j -1.9868e-15-0.0296956j -5.37034e-16-0.0606483j -1.76508e-15+0.131358j 4.14526e-16-0.0365299j -1.33519e-15+0.0677933j -1.13167e-16-0.00352368j 2.56411e-16+0.0270597j -1.91221e-15+0.0181596j -1.61876e-15+0.0104319j 2.74247e-16-0.0601003j 9.65784e-16+0.00672202j -4.07869e-17-0.015067j 7.311e-17-0.0858373j 8.65782e-16-0.0544411j -1.02925e-16+0.0301245j 6.50917e-16+0.0140134j 1.07646e-15+0.0453672j -2.36729e-15+0.0844509j 8.15628e-16+0.00883906j 8.01669e-16-0.0338059j -1.10206e-15-0.012007j 2.9413e-16+0.0404925j 6.41349e-15-0.0254987j -3.01813e-14+0.00716077j 
-1.16133e-16-0.00507677j 1.65526e-16+0.0227427j 5.89366e-17-0.0481283j -7.83253e-16-0.00110583j 1.21185e-16-0.0663835j 2.03358e-16+0.0278915j -2.65988e-16+0.0403342j -6.47541e-16-0.0189235j 1.72892e-15-0.0468521j 1.12529e-15+0.102938j -6.28345e-17+0.0212133j 1.61766e-15+0.0545263j -1.76553e-15-0.115799j -2.90043e-15-0.0572936j -1.61017e-15+0.108774j 9.94856e-15-0.205439j 5.47301e-15+0.183041j -3.40374e-16-0.00536718j -7.72884e-16+0.0113475j -6.97323e-16-0.0539144j -3.25575e-15-0.161766j -7.06085e-16+0.0293519j -3.16714e-15-0.156372j -2.69196e-15-0.0183209j 4.87379e-16+0.226569j -3.25326e-15-0.412123j -4.06849e-15-0.114356j 7.03789e-15+0.0320352j 1.00101e-14+0.220861j 4.23366e-15+0.323759j -3.89736e-15-0.158175j 3.88198e-14-0.171709j -3.7382e-15-0.107536j 2.62524e-14+0.164812j -7.32286e-15-0.450273j 2.16265e-15-0.289189j 5.7664e-15-0.28229j -2.32676e-14+0.179148j -9.78854e-14-0.0932201j 4.00884e-13-0.327346j 2.5288e-15-0.293367j 2.44799e-15-0.285507j 1.96728e-15+0.0285465j -1.97613e-15+0.0672461j -2.72253e-15-0.259449j 1.02815e-15-0.0834022j 5.71446e-15+0.112232j -3.66485e-15+0.0011727j 2.44211e-15+0.0413678j -1.46806e-15-0.064766j -2.82674e-17+0.107111j -3.55986e-15+0.0739649j 2.7236e-15+0.120623j 5.80613e-15+0.0296979j 7.79045e-16+0.0240355j 6.71635e-16+0.0728035j -1.3476e-15-0.0417697j 2.38362e-16-0.072249j -7.14098e-16-0.206692j 2.00915e-15+0.00653821j -8.47313e-16-0.001925j -1.47455e-15+0.0283131j 1.84844e-15+0.0863265j -1.83115e-15-0.0700313j -1.04998e-15-0.024248j 1.56934e-16+0.00821258j 2.64498e-16+0.00408035j -9.20921e-16-0.0936094j 1.24911e-15+0.0214658j 1.29594e-15+0.029069j -1.07921e-15-0.0572475j -1.75537e-16-0.0356731j 2.17001e-16-0.00916199j -1.08845e-15-0.0329201j 2.52365e-16+0.000570299j 5.36285e-15+0.000712343j -2.37656e-14+0.010494j 
1.48734e-14-0.0141456j 5.48399e-15-0.0243812j -1.58394e-15-0.00329218j 9.28511e-17+0.00461288j -3.32668e-15+0.0360048j 3.12724e-15-0.0371332j 2.841e-15-0.0549783j 1.46249e-15-0.0345937j -6.99039e-15+0.0870162j -8.589e-15+0.128043j -1.43481e-16+0.0209235j 1.33517e-15-0.0290107j 1.77145e-15-0.0607477j 9.07717e-15-0.138045j 1.48158e-14-0.181468j -1.77549e-14+0.112466j -1.99196e-15+0.0727216j -5.24817e-15-0.0283435j 3.04716e-15-0.0648847j 5.43328e-15-0.101552j 8.54905e-15-0.185575j 1.53657e-15-0.0264456j 1.49085e-14-0.245601j -4.89552e-15+0.08119j -5.22494e-15+0.129825j -3.00641e-14+0.302882j -7.82569e-15-0.0250426j -2.23694e-14+0.472824j -3.06353e-14+0.389823j 1.01866e-14-0.0680721j -1.61597e-14+0.348433j -1.76506e-14+0.0542233j -6.76461e-15+0.0667004j 8.43386e-15+0.419103j -2.06821e-14+0.136108j 9.81787e-15-0.0853881j -2.92704e-14+0.302837j -5.98164e-14-0.0163516j 6.74648e-14-0.313756j -1.63156e-14-0.0969047j -2.32719e-14+0.221747j -3.57695e-15-0.00717851j 4.82058e-15-0.0386443j 1.35767e-14-0.204273j -5.18359e-15+0.0335078j -3.15994e-15+0.101855j -9.90842e-15+0.131664j 1.29557e-14-0.187913j -1.1403e-15+0.0271j -1.36841e-15+0.0262076j 1.5527e-14-0.221799j 2.18229e-14-0.124125j -6.61703e-15+0.0750787j 1.43624e-15+0.119431j 7.8564e-16+0.0142746j 2.68498e-16-0.0228417j -1.02181e-15+0.0249097j -2.21976e-15+0.0381778j -5.65708e-15+0.0776991j 3.67321e-15-0.0614323j -3.44529e-15+0.0368223j 6.11806e-15-0.0579201j -5.48334e-15+0.06453j 1.95936e-15-0.0206998j 2.1099e-15-0.0265875j -5.1307e-15+0.0767303j -4.54993e-15+0.0508064j 1.06426e-16-0.0141875j -1.93401e-15+0.0272409j -6.01716e-16+0.00119302j 1.15572e-15+0.000235319j -5.83042e-15+0.0788403j -5.34725e-15+0.0505411j -1.97429e-15+0.0312127j -2.59558e-15+0.0256387j 5.75089e-16+0.0301099j -1.33301e-14+0.0122541j 
4.09684e-13-0.0256944j -1.73531e-13+0.0115426j 1.37264e-13-0.00898069j -1.67598e-13+0.0109611j -8.11765e-13+0.0530181j -1.70456e-12+0.111225j 9.01145e-13-0.0587819j 7.25502e-13-0.0473925j 3.8292e-13-0.0249358j 1.01142e-12-0.06581j -1.98712e-12+0.12986j 3.52058e-13-0.0226675j 1.32338e-12-0.0864689j 9.59316e-14-0.00630305j -4.51888e-13+0.0293653j 2.15158e-12-0.139776j 1.80367e-12-0.117601j 9.21765e-13-0.0609069j -2.92922e-13+0.0192544j 1.34768e-12-0.0881569j 5.13058e-12-0.334678j -4.60313e-13+0.0298132j 1.22601e-12-0.0801749j 5.0059e-13-0.0329378j -3.3731e-12+0.220407j 2.03749e-12-0.132622j 7.7033e-13-0.0510573j -4.38188e-12+0.286914j -2.43903e-12+0.159512j -1.56336e-14+0.00109915j -1.32395e-12+0.0872848j -2.78624e-12+0.1784j 4.20718e-12-0.274319j -4.26031e-12+0.280359j 4.09532e-12-0.267522j -3.22156e-12+0.210063j -1.71819e-12+0.112519j -5.68951e-13+0.0360859j 2.59132e-13-0.0158219j -2.33231e-13+0.01284j -1.35399e-13+0.00878963j 5.72225e-13-0.0366579j -7.21107e-13+0.0469427j -4.31634e-13+0.0274224j -1.61002e-12+0.105117j -6.87381e-12+0.448071j -1.82912e-12+0.119147j -8.89898e-13+0.0578678j -1.20116e-12+0.0787018j -7.2031e-13+0.0470863j -1.78333e-13+0.0114826j -4.45637e-12+0.289429j 2.31593e-12-0.151062j 1.01302e-12-0.0662993j -7.11614e-13+0.0465008j 7.87207e-13-0.0514916j -1.38747e-12+0.0907397j -2.41891e-12+0.157911j -1.96086e-12+0.127983j -8.13009e-13+0.0530489j 1.20471e-12-0.0785716j 8.55161e-13-0.0558635j 1.80844e-12-0.117866j -2.6089e-13+0.0170048j -3.20137e-13+0.0209263j 8.02913e-13-0.0522916j 1.24217e-12-0.0810663j -1.42837e-12+0.0932492j 5.49892e-14-0.00363582j 5.35046e-13-0.0349455j -1.02788e-12+0.0670746j 7.47257e-14-0.00484315j 1.07372e-12-0.0700275j 2.50036e-13-0.0162628j 7.82531e-13-0.0511095j 1.0532e-13-0.00676457j -1.81612e-15-9.60718e-05j 
-2.03907e-14+0.025522j -5.0568e-15+0.0104182j 3.23454e-16-3.17931e-05j -1.51547e-17-0.0118062j -1.31586e-15+0.011547j -2.71931e-15+0.00624079j 1.14688e-15-0.0816781j 7.04946e-16+0.00308221j -8.38266e-16-0.0356103j 1.92478e-15-0.107161j -3.00862e-15-0.0703158j 1.15442e-15-0.298562j 2.64898e-15+0.00443771j 4.63408e-16-0.0708017j 4.63671e-17-0.0124582j 6.17964e-15-0.0816442j 3.12961e-15-0.0507124j 2.78785e-14+0.261693j 3.9164e-16-0.0743491j 8.57114e-16+0.047472j 1.23186e-14-0.289312j -1.32314e-16+0.127288j 2.20417e-15-0.0640194j 1.65321e-15+0.0478052j 2.03437e-15-0.258359j 2.87514e-15-0.0804844j 3.55723e-15+0.328548j -1.15192e-14-0.0617132j -2.32675e-16-0.0110059j -2.4513e-15-0.17768j -6.07859e-15-0.356915j -2.19197e-14+0.0523683j 3.95017e-15-0.045127j -2.07032e-14-0.194024j 7.39442e-15+0.0370341j -4.85674e-15-0.0406265j 2.57941e-15-0.222766j 6.86452e-14-0.150114j -7.27027e-14+0.0104622j 1.17265e-13-0.0533405j -2.36464e-16+0.0678115j 1.78578e-14-0.455314j -3.03949e-16+0.0924547j 1.13391e-15+0.411669j -1.92228e-15-0.0906254j -1.25435e-14+0.100803j -1.86546e-15-0.0547431j -2.05107e-15+0.0224263j 9.30528e-16-0.152128j -2.97353e-16-0.234209j 1.83795e-15-0.0944226j -2.33938e-14+0.330306j 2.40463e-15-0.0309699j -4.8514e-15-0.0772315j -9.31237e-16-0.0575888j 5.83224e-16+0.0237867j -2.22074e-15-0.0582201j -2.77107e-15+0.00984588j -9.79379e-16-0.0310586j 2.15958e-15-0.0772505j 1.75853e-15-0.0177469j -2.68922e-15+0.0714605j 3.65692e-15-0.146795j -4.42543e-16-0.0298398j -3.17869e-17-0.0363492j 3.09898e-15-0.0239823j 1.48239e-15+0.00260597j -1.20669e-15-0.0157804j 6.15929e-17+0.0509035j 6.1253e-16-0.00197475j -6.98183e-16+0.0373494j 4.69254e-16+0.0465102j 1.53869e-15+0.0106965j 6.16188e-16-0.0238965j 8.78148e-16+0.0173521j 1.08594e-14-0.012477j -4.85491e-14+0.0180939j 
1.03435e-14-0.00514231j 3.21443e-15-0.0400025j -6.0006e-16+0.033688j 1.20699e-15-0.0500608j -2.1623e-15+0.130786j -8.96548e-16+0.0572566j -3.81757e-16-0.0127649j -7.15965e-16+0.0326223j -1.16751e-15+0.0928379j -5.2278e-16-0.0420226j 6.54048e-16-0.045638j -1.32579e-15+0.0664644j -1.82908e-15+0.10636j 1.30454e-15-0.0288502j 4.32537e-15-0.149657j -1.00034e-14+0.140262j 2.66318e-16-0.112883j 1.45344e-14+0.158179j 6.85112e-16+0.0682148j 1.24085e-16+0.00867174j -3.50346e-15+0.130738j 8.88228e-16-0.0447879j 2.54631e-15-0.123029j -2.6529e-15-0.0721304j 1.93765e-15-0.0216671j -4.59282e-15+0.223149j -2.58654e-15-0.0945934j 1.25304e-15+0.249268j -1.90826e-15-0.0356285j 1.11795e-15-0.0515275j -1.88952e-15-0.370868j 1.68232e-14-0.0595341j -3.75165e-15+0.0553258j 5.95187e-15+0.0978295j -4.57061e-15+0.0832933j -7.55013e-15+0.194777j 1.02756e-14-0.260318j 7.48025e-14-0.0231812j -2.13712e-13-0.0923327j 6.37418e-13-0.451292j 1.72239e-15-0.00412423j -7.27796e-15+0.168377j 3.72009e-15-0.224763j 9.05392e-17-0.0310742j 1.18896e-15-0.0819603j 3.32537e-15-0.117922j -2.20442e-16-0.00727204j 2.65269e-15-0.070504j 4.25618e-15-0.266122j 1.9311e-16+0.0831175j -2.2482e-15+0.20184j -5.6896e-15+0.0821878j -2.82361e-15+0.205442j -2.81916e-16-0.0152113j -6.19743e-16-0.0281957j -1.56231e-15+0.178399j 2.58889e-16-0.0595475j 1.44917e-15-0.086843j 4.88297e-15-0.185616j -3.80702e-15+0.166969j 1.62122e-15-0.0138524j -8.73796e-15+0.200464j -1.56467e-15+0.0427979j 7.22719e-16-0.050193j -5.35639e-16+0.0255896j 6.83427e-16-0.0373218j -4.73376e-16+0.00846561j 1.27463e-15+0.0320079j 4.6024e-16-0.0146858j -5.35834e-16+0.0422911j 5.74408e-16-0.0262285j 1.81731e-15-0.107807j -1.06744e-15+0.0795537j -4.79279e-16+0.00825419j 7.63414e-16-0.0277748j -1.88493e-14+0.0394542j 8.34349e-14-0.0270264j 
1.8997e-15+0.00129574j 3.78101e-17-0.0191961j 8.95593e-17+0.00331628j -7.09951e-16-0.0391825j 2.77561e-15+0.0849903j 5.38495e-16+0.0115048j -1.09363e-15-0.000168631j 9.99449e-17+0.0210865j 4.61859e-15+0.128143j -6.68591e-16-0.0154258j -2.61654e-16-0.0383662j 2.46137e-15+0.0860578j 1.5327e-15+0.0405042j -1.08807e-15-0.0894309j -7.12008e-16-0.0441431j 9.69148e-16+0.0178428j -1.72745e-15-0.0357466j -6.24735e-15-0.0477562j -5.67359e-15-0.0786585j -5.99731e-16-0.0360192j 5.2899e-15+0.121224j 1.65774e-15+0.0481021j 1.13852e-15+0.0817581j 5.22764e-16-0.0036168j -1.55054e-16-0.0777845j -2.33821e-15-0.0453745j 1.31887e-15+0.0116665j -4.96239e-15-0.0465865j 7.80019e-17+0.0424262j 5.39753e-15+0.0992953j -4.6554e-15-0.0643569j 7.9661e-15-0.053212j -3.63365e-15-0.195892j 2.62181e-14+0.227686j -7.95089e-15-0.175943j 3.17974e-15+0.157678j 1.8887e-15+0.170948j -1.55188e-13+0.014108j 3.16311e-13-0.174507j -8.23453e-13+0.493109j 4.97615e-16+0.35851j -5.9835e-15+0.232711j 9.49621e-15+0.337612j -1.42827e-14-0.313038j -7.62308e-15-0.194256j 3.19994e-15+0.0692814j 6.41544e-15+0.497984j 4.82393e-15+0.107933j 1.281e-14+0.324338j 8.76747e-15+0.340758j -1.86689e-15+0.019654j -4.65646e-15+0.130818j 4.12252e-15+0.110616j 2.96606e-14+0.250332j 2.42284e-15+0.0863712j 2.79808e-15+0.0546667j 4.70932e-15+0.13767j 3.37095e-15+0.132701j -4.65302e-15-0.173084j -1.23451e-15+0.013522j -4.35126e-15-0.290449j -3.1771e-16+0.0288605j -1.8006e-15-0.0433614j -3.3075e-16+0.0202832j -1.70974e-15-0.0366627j -2.9555e-15-0.074098j 2.45466e-15+0.0479566j -1.06513e-17-0.0208739j 2.25451e-15+0.052974j 1.16009e-15+0.0262319j -2.31608e-15-0.0729489j -9.10312e-16-0.0172974j 2.27719e-16+0.00541119j -1.97115e-15-0.0552701j -3.88686e-16-0.0261756j -1.57843e-14-0.0153291j 7.07239e-14-0.0343705j 
