-0.0395155+0.0166927j 0.0127543+0.0154845j -0.0216215-0.0136264j 0.0200989+0.0510445j -0.0119688+0.0732258j 0.0678685-0.00683089j -0.033738+0.023605j 0.0322893+0.0208809j 0.0481464+0.020263j 0.047255-0.0590381j -0.090834+0.0411928j -0.01108+0.0615472j -0.0484165+0.0683096j 0.0759953+0.0121631j -0.0420863+0.0554389j 0.0187322+0.016357j 0.0501185+0.0154189j -0.0197369+0.0637088j -0.0222317+0.0252715j 0.0171194+0.0379937j 0.0790745+0.00971791j -0.00133221-0.00212531j -0.0297473-0.0765437j 0.0401997-0.00968687j 0.032305+0.0120008j -0.0868831+0.0162904j -0.0156091+0.0115531j 0.00288031-0.0622817j -0.0325226+0.0113042j 0.0113589+0.000403434j -0.0182268+0.071718j -0.0479973-0.00392627j 0.0724172-0.0226032j 0.0209306-0.0258972j 0.0104664+0.0110775j 0.00552183+0.0234958j 0.171105-0.0397269j -0.059882-0.0267497j 0.0263349+0.0263226j -0.0269144+0.0373211j 0.0747287+0.0467633j 0.0189934-0.0226347j 0.0381366+0.0332653j -0.0246024+0.056213j 0.032998-0.0475671j 0.170155+0.0882143j -0.0059777-0.0362077j 0.0648136-0.041242j 0.0668096+0.000803582j 0.0773978-0.078164j -0.0601288-0.0335693j 0.0102067+0.00483053j 
-0.018112-0.0013356j 0.00199453+0.0108854j 0.000651423+0.00812841j -0.00288363-0.00625744j 0.000619737+0.00738233j -0.00606854+0.014445j -0.00266537-0.00488243j -0.00184116-0.000530116j 0.00607598-0.00047661j -0.0035709-2.37688e-05j -0.00152362-0.00193384j 0.00145733-0.00020204j 0.00060716+0.00176053j -0.0036853+0.000482026j 0.00101036-0.00186496j -0.00662908+0.00411761j 0.0029204-0.00165987j -0.00375402+0.00175189j 0.000146215+0.00248922j 0.002346+0.000749419j -0.00016648-0.00441362j -0.00347051+0.00326774j 0.00225602+0.00121502j 0.000664284-0.00150255j -0.00763906+0.000658394j -0.000419045-0.00129302j 0.000867886-0.00293974j -0.00118364+0.00301129j -0.00272908+0.00325713j 0.00170326-0.000650762j 0.00387193+0.0103685j 0.00459591+0.00550522j -0.000113281+0.000881251j 0.00487343+0.000188608j -0.00100797-0.00603268j -0.000793506+0.0126519j -0.00553379-0.000504729j -0.00271604+0.00413596j -0.00279502-0.00413597j -0.00452443-0.00104512j -0.00373029+0.00295891j 0.00341602+0.00417615j -0.00345952-0.00453559j 0.000326918-0.00720039j -0.000145757+0.00391971j 0.0068121+0.00216041j -0.00889873+0.00111703j -0.00189585+0.00534267j 0.0075575-0.00420973j 0.00724034-0.00455489j 0.00115354+0.00172051j -0.00102297+0.00362606j 
-0.0216911-0.00131186j 0.000184995+0.00766696j -0.00331895+0.0083734j -0.00389969-0.00370656j 0.00319049+0.00743112j -0.00358758+0.0127683j -0.0020256-0.00136594j -0.00291004+0.00492245j 0.0014397-0.00328853j -0.00220627+0.00440337j 0.00690727-0.00432155j 0.00713803+0.000974776j -0.00430577+0.00420281j 0.0032598+0.00111788j 0.0100582-0.00330056j -0.00775926-0.00337782j 0.00941607+0.000803505j -0.00221096+0.00522881j 0.000748016+5.49832e-05j 0.00430112+0.000104247j 0.00184777-0.00845467j -0.00377465-0.000394199j 0.00173453+0.00152857j 0.00315766+0.000814581j -0.0071498-0.00301305j -0.00196724-0.0050689j 0.00437985+0.00487962j -0.000232788-0.00435487j -0.00106784+0.0023722j -0.0070574-0.00297849j -0.00096548-0.0038314j -0.00483193-0.00135217j -0.00216685+0.000861566j -0.00181056+0.00951014j 0.00568553-0.00940332j -0.00451215+0.0191762j 0.0042174+0.0014913j 0.000754713+0.00273928j 0.00582848+0.0047456j -0.00111992+0.0100178j -0.00616141-0.00199697j -0.00469698+0.0035938j -0.0027988+0.000543346j 0.000701526+0.00320249j -6.59784e-05-0.00283835j -0.000602976-0.00467242j -0.0219726-0.00203169j -0.00533229-0.00211465j -0.00483358-0.00064387j 0.00145164+0.00353171j -0.00147925-0.0013366j -0.000703299-0.0046848j 
-0.0174491-0.000648515j -0.000446606+0.00373621j -0.00625007+0.00452088j -0.00124481+0.00201219j 0.00116322+0.00762544j 0.00203135+0.00727718j -5.13483e-05-0.00145704j 0.00106593+0.00233921j -0.00105088-0.00314628j 0.00354794+0.00168816j 0.00590984-0.00440842j -3.88701e-05+0.00159592j -0.00154787+0.0026496j 0.00431524-0.00136759j 0.00486427-0.00221652j -0.00301328-0.00298521j 0.00588898+0.00135447j 0.00494358+0.00235262j -0.000207055+0.000501643j -0.000518499-0.00238041j -0.00228472-0.00456964j 0.00148964-0.00171939j -0.00149269+0.00125388j -0.00200176+0.000584174j -0.000279293-0.00183723j -0.00609979-0.00310808j 0.00375276+0.00401501j 0.00124452-0.00783094j 0.000668259-0.00195643j -0.00930653+0.00202925j -0.00250212-0.00928217j -0.00659519-0.0058037j -0.00584301+0.00141867j -0.00319652+0.00540435j 0.00213038-0.002731j -0.00253487+0.00627964j 0.009807-0.000397436j 0.00215291+0.00103114j 0.00695786+0.00282444j 0.00523591+0.00809407j -0.00627156-0.00443143j -0.00398757+0.000589944j 0.00160207+0.00384531j -0.00299571+0.0113069j -0.00114767-0.00811585j -0.0129098-0.0106128j -0.0067918+0.00359158j 0.00100365-0.000427063j -0.0134034-0.0021257j -0.00644674+0.00682288j -0.00283862-0.00325541j 0.000322517-0.00394201j 
0.00272399+0.00182569j -5.11592e-06-0.00563946j 0.00181588+0.00594942j 0.00451708-0.00442278j -0.00461415-0.00891619j 0.00170107-0.00258566j 0.000141371+0.00294095j 0.00102095-6.92738e-05j 0.00503005-0.00409078j -0.00185927-0.000360131j -0.0150906-0.000876004j -0.00143537+0.00472395j -0.0103564-0.00405998j -0.00459595+0.00480493j -0.00580376+5.6531e-05j 0.0157181+0.00576576j -0.00660587+0.000731241j -0.00571691-0.00765427j 0.0238455+0.00176332j -0.00405576+0.00328695j 0.00114454+0.0037618j 0.00267257+0.00300127j 0.00893647+0.00437288j 0.00282878+0.00934226j 0.00301052-0.00304608j 0.00687458+0.00979642j -0.00238651+0.0117188j 0.00201763+0.000530476j 0.00327651-0.00436801j 0.000662093+0.00170459j 0.00334241-0.000465033j -0.000691577+0.00338235j 0.00433584+0.0260864j -0.00201899+0.00651597j -0.00684995-0.00510465j -0.000975007+0.00310993j 0.00308299+0.00218138j 0.00934601-0.00187627j -0.00194217+0.0198211j 0.00636704-0.00409657j -0.00151383-0.000827712j -0.0111339+0.00132462j -0.0048658+0.0065644j -0.00304374+0.000929184j 0.00228156+0.00130921j -0.00270784+0.00123693j -0.0213555-0.0038674j 0.00120357-0.00691588j 0.00449671+0.00422982j -0.0013505+0.00296109j -0.000210546-0.00228252j 0.00339163-0.00194144j 
-0.00497883-0.00407619j 0.00381866+0.00155406j -0.00203462-0.00273518j -0.00341365+0.00189116j 0.000934131+0.00435763j 0.00387471-0.000866002j -0.000193154-0.00191928j 0.00170402+0.00696781j 0.00323035+0.00260996j 0.00847376+0.00253825j -0.000158731-0.00320095j 0.00249155-0.0030462j 0.00964761+0.00741242j 0.00441981+0.00104624j 0.00542116+0.00567479j -0.00988128-0.00181898j 0.00640021-0.00136689j 0.00083405+0.000985913j -0.00644102-0.00356597j 7.17418e-05+0.00209056j -0.00416214-0.00621182j -0.00703806+0.00436156j 0.00188578-0.00256385j 0.00671417-0.000446036j 0.000996999-0.00516606j 0.00487842-0.0108333j 0.000651908-0.00273245j -0.00482472-0.00692885j -0.00247123-0.0110036j -0.00152729-0.00178959j 0.00453841+0.00480712j -0.000372712-0.000686421j -0.00427426-0.00226092j 0.00122087+0.0161002j 0.0043164+0.00266379j -0.00110758+0.00558605j 0.00196633-0.0066828j -0.00120377+0.00827384j 0.00538593-0.0105291j 0.00469831-0.00332071j 0.000535631+0.000710335j 0.00282623-0.00792114j -0.00813654+0.00432539j -0.00549718+0.00152944j 0.0182766+0.000425135j -0.0101587-0.00218278j 0.00278267-0.00376804j 0.00478159-0.00583716j 0.00217249+0.000719536j -0.00320672+0.00607457j 0.00567705-0.00517489j 0.00629536-0.00514832j 
-0.00191213-0.00341773j 0.00572208-0.00479596j -0.0031894+0.00322514j -0.00421982+0.00510867j -0.00691765+0.00264853j 0.00659249-0.00309216j 0.00216913-0.00391512j -0.00201366+0.00184583j 0.00273977+0.000598907j 0.00639018-0.00120956j -0.000716999-0.005388j -0.00186444+0.00380677j 0.00602581+0.000454536j 0.00223874-0.00172908j -0.00469313+0.00320294j 0.00565105-0.00508737j -0.000491153+0.000789888j 0.0054126-0.00776413j 0.00606188-0.00529676j -0.00517852+0.00459055j -0.0030785-0.000859934j 0.00607032-0.00700102j 0.00139429-0.00055491j 0.00321458+0.000475423j 0.00480684-0.0023272j -0.00174177-0.000670708j 0.00355861+0.00469252j -0.00269861-0.0105744j -0.00277915-0.0121865j -0.0017683+0.000630138j 0.00459916-0.0065174j -0.00379257-0.00329043j -0.000900294+0.00770747j -0.00350601+0.0101389j 0.00226835+0.00423294j -0.00232244+0.00276637j 0.00480644-0.00465051j 0.00429008+0.00166974j 0.00979999+0.00118151j 0.0141688-0.00566841j 0.00198848-0.00159069j -0.00769693-0.00358351j 0.00350231+0.00692606j -6.92246e-06+0.00982204j 0.0208265-0.00503806j -0.0118945-0.00790613j -0.0036833+0.00159784j 0.00238909+0.00143071j -0.0153737-0.00200304j -0.0107017+0.00870043j 0.0105047-0.00337721j 0.00134094-0.0046822j 
-0.0178003-0.00159353j -0.00755317+0.00821708j 0.00603076+0.00929719j 0.0180459-0.00597391j 0.00793516+0.00777047j 0.00468626+0.00898289j 0.00280623+0.0152393j 0.00514501-0.00811267j -0.00659564+0.00934283j 0.0038636+0.0124747j -0.00875005+3.57912e-05j -0.00913742-0.00537131j -0.00675971-0.00859073j 0.00277615+0.00960546j 0.0118759+0.00569722j -0.004455-0.00211195j -0.00981218-0.00236262j -0.00094188-0.00152801j -0.00371804-0.00295215j 0.0160932+0.00116751j 0.00523391+0.0013537j -0.00538185+0.00693741j 0.00289635-0.00540186j -0.0055761-0.00158711j 0.00490763-0.00582722j 0.00438115-0.000295937j -0.000693816+0.00498143j 0.00297595-0.00217018j 0.00401077-0.00327976j -0.00626504+0.00127767j -0.00545696-0.00506694j -0.00178426-0.00704471j -0.00620635-0.00510061j -0.00172764+0.0112186j 0.0011651-0.00296992j 0.0045953-0.00878231j -0.00735329-0.00521531j -0.000122189-0.000840804j 0.00553785+0.00312034j 0.000221974+0.00289454j 0.00100837-0.00748198j -0.00130451+0.000670592j 0.000296027+0.00397905j -0.00182961-0.00195368j 0.00524736+0.000340564j -0.00556323-0.00527332j -0.00110685+0.00820457j -0.0011089+0.00365501j -0.0034374-0.00247817j -0.00666967-0.00148521j 0.00479537+0.00182901j 0.00183608-0.00188743j 
-0.00234035-0.000999338j 0.000143722+0.000739489j 0.000461728+0.00212377j 0.00109297-0.00134692j -0.000916045-0.00127642j -0.00164885+0.00374711j -0.000854361+0.00190144j -0.00159245-0.00309959j 7.48139e-05-0.00066129j -0.00338964+0.000874863j -0.00288909-0.0015637j -0.00169889+0.00254464j -0.00502265-0.00360283j -0.00313559+0.00157655j 0.000952529-0.00166812j 0.00324333+0.00173074j -0.0027288-0.00246588j -0.000233435-0.0027513j 0.00118698+0.00378815j 0.00139962-0.000676386j 0.0028688+0.00238321j 0.000689148+0.00133822j -0.000781598+0.00323509j -0.00264888+0.000372442j -0.00197352+0.000204461j -0.00265573+0.0045264j -0.000844961+0.00461207j 0.00190758+0.00184663j -0.00315141+0.00821106j -0.000613581+0.00188015j 0.00119497-0.00272718j 0.00039632+0.000826762j -0.000902803+0.00477657j 0.000922025+0.00137139j 0.000766348-0.00148407j -0.000583497+0.00069659j -0.00477068+0.000265498j 0.000912187+0.000254905j -0.00355504+0.00639707j 0.000657946+0.000984776j 0.0016366-0.000845967j -0.00401285+0.00175743j 0.000111884-0.00278084j 0.0050349-0.000116198j 0.000930494-0.000235212j 0.00934757+0.000400552j -0.00576936-0.00524443j -0.000383637-0.000223889j -0.00360884+0.00172832j 0.000644021-0.000935777j 0.00592784+0.000748465j -0.00288753-0.0017165j 
-0.00175535+0.00158878j -0.00300167+0.00176886j 0.000504345-0.00220468j 0.00568294+0.00137916j 0.00217077+0.00602197j 0.00130447-0.00296137j -0.00338661+0.00419414j 0.000175688-0.00766971j -0.00367458+0.00626004j -0.000536496-0.00297347j -0.000220788+0.00879408j -0.00774866+0.00205573j -0.00149401-0.00366871j 0.00142994+0.00735187j 0.00440038+0.0081554j -0.00154619+0.00498507j -0.0037243-0.0036632j 0.00250545+0.00167278j -0.00434335-0.00761351j 0.0031505-0.00419475j -0.000453019+0.00431415j -0.0012464+0.00693629j 0.000777603+0.00313475j -0.00472388+0.00786698j 0.00247601-0.00968113j 0.00228012+0.00200842j -0.00463213-0.0032028j -0.00117861+0.00160576j -0.00118692+0.00266982j 0.00247223+0.00363169j 0.00477216-0.00858684j 0.00178525-0.00282019j 0.00638713-0.00376825j -0.00267812+0.00187913j -0.0027167+0.00476777j 0.00185604-0.00917306j -0.00343017-0.00334859j 0.00104523+0.000713542j -0.00351262-0.00457194j 0.00525426-0.00476173j 0.00320869+0.00197203j -0.000466288-0.00695929j -0.00316407-0.00812491j 0.00178349+0.00466272j -0.00794901+0.000802848j -0.00580415+0.0145941j 0.0106145-0.0185646j 0.00606377-0.0193899j -0.00266802+0.0134844j -0.00628698+0.0103865j -0.000913251-0.000142142j 0.000181447+0.00275329j 
0.0004424+0.000676303j -0.000841438+0.000280186j 0.000276819-0.00514299j 0.00060202+0.0012503j 0.00091203+0.00167068j -0.00119487-0.00316632j -0.00218966+0.000574212j 0.00201968-0.00160057j -0.00123175+0.00175526j 0.00196731-0.00193563j 0.00213068+0.00411685j 0.000402828+0.000101796j -0.000755907+0.000624148j 0.00190087-0.000715207j 0.00282405-0.000407262j -0.00157877+0.00146937j 0.00184943+0.000149586j -0.00130501+0.00329495j -0.00136051-0.000208527j 0.000548874-0.000958157j 0.000552397+0.0016683j -0.00131839+0.00165487j -0.000536144+0.000646903j -0.0027175+0.00141301j 0.000538697+4.31653e-05j -0.000999771-0.00100575j -0.00162998-0.000889612j 0.00199222+0.000810429j -0.00163116+0.00654064j -0.00212659-0.000258218j 0.00147074-0.0015247j 0.00156556-0.000955625j 0.00159689-0.00444444j 0.0015193+0.00049888j -0.00302408-0.000315838j 0.00125905-0.00248219j 0.00392928+0.00260419j -0.00230749-0.00166162j -0.00298788-0.0024453j -0.00238067+0.000407557j -0.00209823+0.000725405j 0.00269866-0.00283374j -0.0012831-0.00216324j -0.00108617+0.00137211j -0.00435266-0.00252664j 0.00448182-0.000426042j 0.00247053-0.00198628j 0.00667694-0.00344412j -0.000403177+0.0042735j -0.000773438+0.000135926j 0.000264635-0.000339718j -0.000150441-0.00126192j 
0.000297074+2.73679e-06j -0.0011911-0.00072709j -0.00140838+0.00113678j 0.001948+0.000869104j 0.00288344+0.00110185j 0.000265746-0.00129504j 7.49314e-05-0.000721136j 0.00403234+0.00475425j 0.00460876+0.00333163j 0.00128691-0.00228022j -0.000232595+0.00275365j 9.57404e-05-0.0022692j 0.00422188+0.00274537j 0.0014919+0.000731079j -0.000640827+0.00505066j -0.00192318+0.00323112j 0.00111266+0.00424003j -0.00147221+0.00393641j -0.00129122-9.3858e-05j -0.00257268+0.00173371j -0.00288166-0.00435843j -0.00158372+0.0041098j 0.00369025-0.00239755j 0.00143124+0.00168615j 0.00238841+0.00027655j 0.00569833-0.00387217j -0.00314233-0.00197086j 0.000254058+0.000760073j 0.00661797-0.00785447j 0.00155255-0.0020969j 0.00113685+0.00665664j -0.000844248-0.000620858j -0.00504988-0.00206694j -0.00127105+0.00367086j 0.000947878+0.00145687j -0.0030316+0.000118965j 0.00777551+0.00349905j -0.000458659+0.00224214j -0.00175654-0.00323734j -0.00664408-0.00260939j -0.00137791-0.00277406j 0.00344301-0.00443323j -0.00776363+0.00474564j -0.0115747-0.00301795j -2.55993e-06+0.00421955j -0.00828088-0.00334407j 0.00144246+0.000886098j -0.000504979-0.00366198j 0.0133671-0.00145157j 0.00266271-0.00234009j -0.00881622-0.00188533j 0.00654859-0.00175182j 
0.00433524-0.000869103j 0.000369389+0.000799837j -0.00163778-0.000684013j -0.00340207-0.000328822j -0.00198525-0.000819457j 2.23027e-05-0.000243597j 0.00194477+0.00152363j 0.00047703-0.00277608j -0.00224777+0.00330997j 0.000506132-0.00222113j 0.0006229+0.000426412j -0.001107+0.000689397j 0.00126085-0.000355965j -0.000825684+0.00148143j 0.00204354+0.00181996j -0.00229463+0.000135434j -0.00204977-0.00193473j 0.00233154+0.00104302j -0.00161754-0.00310641j -0.000884796-0.00263025j 0.00210486+0.00104521j -0.000680078+0.00204443j -0.00306772+0.00189352j 5.19386e-05+0.00420434j 0.00127861-0.00183523j 0.000845948+0.00168623j -0.000482533-0.00330613j 3.91278e-05-0.00169811j -0.00527624+0.00314862j 0.00654011+0.00263105j -0.00112197+0.00475629j -0.00401078-0.00518707j 0.00327141-0.00228534j -0.00261339-0.00371916j -0.00167145+0.00156171j 0.00331492-0.00359901j -0.00417433+0.00110313j 0.00183722+0.000719538j -0.00161588-0.00337362j 0.00375266-0.00155194j 0.0050262+0.00593805j 0.0042407-0.00250938j -0.000975242-0.0071024j 0.000575199-0.00466539j 0.00657457+0.0122909j 0.00678966+0.0120484j 0.00531974-0.011865j -0.0013924-0.0152213j -0.0019262+0.00381237j 0.00126367-0.00343414j 0.00402695-1.49077e-05j -0.00114958-0.00853932j 
-0.000752913+0.0036369j -0.00521225+0.000630614j 0.00185857-0.0024407j 0.00306495+0.000286592j 0.00262067-5.81712e-05j -0.00311149-0.00303008j -0.00509772+0.00267335j 0.00067487-0.000663513j 0.00341013-0.00467762j -0.00616809+0.0045841j 8.4855e-05+0.00687265j 0.0009613-0.000259871j -0.0061147+0.0043037j -0.00327555-0.000627854j 0.000160845-0.00353527j 0.00580258+0.00285162j 0.002921-0.000400006j -0.00102984+0.00465198j 0.00041923+0.00358686j 0.000564084-0.00255886j 0.000949884+0.00251333j -0.00152662+0.000948964j 0.00248426+0.00400504j -0.00392005+0.00471525j -0.00338793-0.00123129j 0.00219307+0.00240866j 0.000150401+0.00145588j 0.005333+0.00299561j 0.0108345+0.0082246j -0.00885153+0.00189477j 0.000665104-0.00612195j 0.0073089+0.000250033j 0.0010017+0.00307956j 0.00137812+0.00294263j -0.00132138-0.000724317j -0.00206107+0.000273371j 0.00753338+0.0086835j -0.00415984-0.00306777j -0.00748213+0.00988044j -0.00835566+0.00866975j -0.00661707-0.00343116j -0.00491324-0.000275684j -0.00545649+0.002771j -0.000108522-0.000214323j -0.0226423+0.000378395j -0.00776039-0.0115976j -0.00680428+0.0014362j 0.0073226-0.00369592j 0.00549104+0.00902866j -0.00369588+0.00535396j -0.00403823-0.000453837j -0.00107617+0.0022667j 
0.00212614-0.00140591j 0.00270282-0.0034102j -0.00141947+0.00491164j -0.000591157+0.000559567j -0.0018462-0.00230625j 0.00565117+0.00216451j 0.00244241-0.00243078j 0.00196257+0.00172157j 0.0011701+0.000259855j 0.00531985+0.000133422j -0.00671679-0.00263509j -0.00261011+0.00138625j 0.00395347-0.00267844j 0.00329891+0.00144582j -0.00368912+0.00336361j 0.000972974-0.00230776j -0.00473781+0.0012578j 8.44109e-05-0.00356541j 0.00295696-0.00425328j -0.0017331-0.000797016j -0.000138615-0.000115893j -0.000620267-0.00233115j -0.00241236-0.00442981j 0.00605044-0.00222755j 0.00191019-8.27625e-05j 0.000613058-0.00201589j -0.000663266+0.00116993j -0.00117809-0.000851334j -0.00375233-0.0134152j 0.0106316-0.00456911j 0.00248121+0.0075144j -0.00657339+0.00101031j -0.000128167+0.00216994j -0.00195605-0.00168299j 0.00455475+0.00168109j 0.00209463-0.000336186j -0.00114337-2.02436e-05j 0.00534827+0.00261837j 0.00462839-0.00263105j 0.00373159-0.0032186j 0.00665218+0.00307036j 0.00197436+0.00117948j 0.00244377+0.00124482j -0.00771952-0.000198939j 0.0171256+0.00033082j 0.00987267+0.0155219j 0.000435543-0.00440562j -0.00805088-0.00389941j 0.0028321-0.00595245j 0.00293498-0.00522075j -0.00395527+9.63154e-05j 0.00370635-0.000330246j 
-0.00130522-0.000298472j -7.81934e-05+0.00256088j 0.00133789-0.00413381j 0.00070793-7.6218e-05j -0.00029231+0.00159455j -0.00367196-0.000677781j 0.00144665+0.00190722j -0.00342585-0.00373341j -0.00299566-0.0026988j -0.00251598+0.000479454j 0.00301964-0.000544095j 0.00077858+0.00209845j -0.0043971-0.00158599j -0.0022845-0.000661281j 0.00370543-0.00333289j 0.00113373-0.00146944j 0.00167463-0.00114094j 0.000241085-0.000176453j -2.94504e-05+0.00190774j 0.00250537+0.00153225j 0.00227726+0.00188261j 0.00247271-0.000858152j 0.000416805+0.00406691j -0.00346656-0.000354465j -0.00105119-0.00122705j -0.00208528+0.00378198j 0.00100847+0.000581407j 0.00640471-0.000119006j -0.00242234+0.0103395j -0.00701213+0.00278424j 0.00214027-0.00875953j 0.0068715-0.00040319j 0.00139324-0.00147731j 0.00224963+0.00108676j -0.00322133-0.000350581j 0.00183426-0.000126803j -0.00586818-0.000435291j -0.00228383-0.00150178j -0.000697288+0.0020774j 0.00085819+0.000751465j -0.00366036-0.00276237j -0.00170654+0.00214907j -0.00046151-0.00337601j 0.00351216+0.00264281j -0.00467709-0.00096084j 0.00113685-0.00799121j -0.00156765+0.00117713j 0.00277606+0.000894238j -0.00947272+0.000178751j -0.00845268+0.00371437j 0.00927659+0.000884567j -0.00482591-6.00721e-05j 
0.000430493+0.00199303j -0.00313159+0.00132269j 0.00344255-0.000181379j 0.00420322-0.000664319j 0.00328259-0.000276892j -0.00124083-0.0022519j -7.71621e-05+0.00209693j -0.000240136+0.00292151j 0.00490768+0.0030056j -0.00333373+0.000879413j -0.000192204+0.00531591j 0.00172786-0.00603965j 0.00292364+0.00542495j -0.0026515-0.00156983j 0.00178437+0.000327838j -0.000828107+0.00280331j -0.000165168-0.00259556j 0.000437632+0.00442417j -0.00295547+0.00285622j 0.0047294-0.000387132j -0.00200683+0.000378772j -0.00230173+0.00426816j 0.00287281-0.000112967j 0.00128037+0.004642j 0.00292644-0.00417331j 0.00286566-0.00392924j -0.0026519-0.00479795j -0.00485149+0.00711008j 0.0110292-0.00404449j -0.00244803+0.00110634j 0.00190815-0.000582632j 0.00787199-0.000750212j -0.000452047-0.00322273j -0.00103354-0.00347294j -0.00133418-0.00109618j 0.00165923-0.00167631j -0.0023868+0.00467445j -0.000236921-0.00203089j -0.00724633+0.002398j -0.00708822+0.00391984j -0.00148436-0.00373252j -0.000729102-0.00405384j -0.00308395+0.00115086j -0.0046828+0.000405569j -0.0119438-0.00245926j -0.00690938+0.00358074j -0.000224828-0.0036291j 0.00552038-0.00632935j 0.0101476+0.00729669j -0.0058857+0.00590611j -0.00578139+0.00280129j -0.00125032+0.00896954j 
0.000226606+0.000807892j -2.81906e-05+2.98431e-05j 0.00113423-0.000130542j 0.000652781-0.000292334j 0.000818384+0.000240574j 3.2802e-06-0.000450471j -0.000247194-6.44283e-05j -0.00103272+0.0011694j 0.000827772-0.000403064j -0.00177787+0.000336299j 0.000382919+0.000434747j 0.000122474-0.00114088j 0.000694386-9.6362e-05j -0.000994031+2.48974e-05j -0.000818999+5.8844e-05j -0.000364002+0.00096101j 0.000444513-0.000271999j 0.000580856+0.000452702j 0.000225388+0.00105693j 0.00153123+0.000158481j -0.000407891-0.00125422j -0.000495582+0.0013383j 0.00110722-0.000478885j 0.000866057+0.0004064j 4.57207e-05-0.00195348j 0.000667359-0.000600885j -0.00120318-0.0011756j -0.000703496+0.00223858j 0.00220369-0.00182564j -0.0017795-0.000256924j 0.00131529-0.00288217j 0.00366335+0.00241495j -0.000307096-0.000915806j 0.000331717-0.000809422j -0.000625891-0.000558069j -0.000138704+0.000201466j -0.00104321-0.000539579j -0.000113173-0.000684311j -0.000529532+0.00108414j -0.000246391+0.000413916j 0.000403948-0.00197629j -0.00276083-0.000808454j 6.50968e-05+0.00179804j 0.000645202+0.000718881j -0.00453783+0.00135088j -0.00764082+0.000844413j -0.00057749+0.000712362j -0.00334495+0.00239423j 0.00153747+0.000764014j -0.00449355+0.00393932j -0.00081785+0.00426367j -0.00198043+0.00465009j 
-0.000235813-0.00145557j 0.00302715-0.00225168j 0.000482866-0.00131354j -0.00115348-0.00146029j -0.00136332-0.00028359j -0.000238522-0.000977475j 0.000131251+0.000683736j -0.00242697-0.00129874j 0.00125721+0.00133556j 0.00262154+0.00176951j -0.000267365-0.00029194j -0.000352296-0.00174452j 0.000670903-0.00151655j 0.00015421+0.00119809j 0.00086857+0.000333629j 0.00234148+0.000124219j 0.000293472-0.000873373j -0.00054254-0.00306114j 0.000477614+0.000515202j 0.000147103-0.00180002j 0.00139555+0.000786017j 0.000157876-0.00128986j 0.000469389-0.00182472j 0.00266437-0.00376538j 0.000709305-0.000752062j -0.00296534+0.00169398j 0.00201334+0.000753108j -0.00062191-0.00192875j -0.00321203+0.00548559j 7.62789e-05+0.00284788j -0.00181059+0.00215144j -0.00727348-0.00277734j 0.00155611+0.00108223j 0.0021061+0.00336782j -0.000127679+0.000845246j 0.000695309+0.000464501j -0.0012306-0.0012266j -0.00145701+0.00292946j 0.00116542-0.000722052j 0.00410796-0.00282734j 0.00221596+0.001851j -0.000485322+0.000395619j 0.000219075-0.00118413j 0.00438345-0.00611879j 0.0129542+0.00431173j 0.0032142-0.00173995j 3.92278e-05-9.99316e-05j -0.000782075+0.00101974j -0.00975526-0.000971424j 0.00303065+3.62961e-05j 0.00502337-0.00176132j 0.00425846-0.00995132j 
-0.000554765-0.000827464j 0.000495517+0.00327066j 0.00127726+0.00174046j -0.00232137+0.00508563j -0.00216176+0.00271163j 0.00113438+3.40661e-05j -0.00198862+0.000146113j 0.00361668-0.00451883j -0.00313106+0.00300725j -0.000586356+0.000988005j -0.00335356-0.00273138j 0.00469943-0.000559963j 0.00145269+0.00150668j -0.00344295-0.00149872j -0.00174269+0.00159705j -0.000164471+0.000375245j -0.00208235-0.00160208j 0.00170119+0.000167726j 0.00278529+0.000318207j 0.0034278+0.0015694j 0.0022768+0.00306238j -0.00493733+0.00128883j 0.00273446-0.00309997j 0.00293544-0.000775312j -2.86252e-05+0.00327701j 0.00347836-0.0016817j -0.00113868-0.000597204j 0.00534922-0.000877616j -0.00709935-0.0062743j -0.000455746-0.00264806j 0.00390208-0.00314622j 0.00705852+0.00156753j -0.000748998-0.000421611j -0.000584464+0.000887478j -0.00204974-0.000830644j -0.000481863+0.000820864j -0.000520214-0.00301077j -0.00322024+0.000224585j 0.00101076-0.00190905j 0.0030367-0.003293j 0.00179283-0.00321994j -0.00380156-0.000452268j 0.00364981+0.00445531j 0.00276775+0.00726093j -0.00520197+0.00539138j 0.000708572+0.000171309j -0.000322588+0.000863643j 0.00535346+0.00291129j 0.01026-0.00031594j -0.00443433+0.00205379j 0.0109797+0.00782064j -0.0212406-0.00191473j 
