0.000758773-0.0203067j -0.0509374-0.0324575j -0.0749338-0.106733j 0.0287009-0.0570733j 0.0252847+0.0274206j -0.0705526-0.0688498j 0.0749835-0.040159j -0.0715337-0.0906954j -0.0744711-0.108295j 0.0424796+0.0577299j -0.0599151-0.108801j 0.0170708-0.00495343j -0.141059-0.0104292j -0.0549053+0.0533214j 0.0745509+0.0694513j -0.143628+0.00624914j 0.0946994+0.017583j 0.0778363+0.00214834j 0.030397-0.00696285j -0.07583+0.0213674j -0.0805634-0.0405939j -0.00269251-0.138169j -0.0141158+0.0195047j -0.00973722+0.0712467j 0.0530496-0.040838j 0.0448499-0.015608j 0.0462862+0.0242082j -0.0248408-0.109251j 0.0274535+0.00558013j 0.00734251+0.0246478j -0.0391308-0.0279652j 0.0266725-0.0168484j -0.0148297+0.056492j 0.106939-0.0058538j 0.0658034-0.00482105j 0.184194-0.160743j 0.0234145-0.0072176j -0.000564598-0.0239353j 0.0796483-0.0164868j -0.0493488+0.0174521j 0.0167653+0.029541j -0.0512806-0.00692793j -0.056863-0.00130503j -0.00980442-0.0818742j 0.0785139-0.0485224j 0.0504562-0.12752j 0.0466852-0.00241709j 0.13041+0.0236197j 0.00606633-0.041302j -0.0482409+0.0215176j 0.0357912+0.0427923j -0.0608769+0.0656094j 0.0464684+0.0219773j 0.00544504+0.153421j 0.0217149+0.0335758j 0.074853-0.176921j 0.00730653+0.135064j -0.0790335-0.0899494j 0.0255242-0.0741055j -0.0738078+0.0273871j -0.0533158-0.0515519j -0.0772548-0.08263j 0.0134753-0.10155j -0.103005-0.0366808j 0.0913418-0.00966751j -0.137761-0.0189726j 0.0638811-0.00931636j 0.00354973-0.0155357j 0.00064452+0.0416897j -0.035262-0.00393899j 0.0285543+0.0303754j 0.06814+0.048912j -0.0116572+0.0162528j -0.000266885-0.0344356j 0.0277106-0.0281926j -0.00150181-0.127522j 0.00857058+0.0281807j -0.130658+0.172004j -0.136176-0.0775374j -0.0559542+0.025529j 0.0395718-0.0863447j 0.0462067-0.0379849j 0.0094241-0.0352154j 0.0417023+0.0320281j 0.00268965+0.0322499j -0.00388472+0.00953432j -0.00763476-0.00297593j 0.0212002+0.0277581j 0.0298394-0.0214582j 0.0358108-0.0266381j -0.0211086-0.0287568j 0.0100477+0.00165513j 
0.00189188-0.00376455j -0.00163946-0.00152229j 0.00318814-0.00226122j 0.0048838+2.14094e-07j -0.000691129-0.000798886j 0.00018734+0.00204947j -0.000443142-0.00188014j 0.00279142-0.00203614j 0.00287484-0.00170848j 0.00236246-0.00159511j 0.00111554-0.00290425j 0.00128739-0.00255319j 0.000757035+0.00061768j 0.000390192+0.000906741j -0.00347005-0.000290532j 0.00261466+0.00197646j 0.0017611-0.00419862j 0.00126225-0.000550041j -0.00030294-0.00218008j 0.000849962-0.000986303j 7.53799e-05-0.00223223j 0.00333268+0.00240187j 0.00112438-0.000378604j 0.00123439+0.000617396j -0.00248716+0.00197171j 0.00141058-0.00123904j 0.00263451-0.00310193j -0.00194045+0.00155931j 0.00149203-0.00304491j -0.00183978+0.00198543j -0.0018199+0.00467184j 0.00137596-0.0050763j -0.0009845-0.0032576j 0.000782377+0.00215656j -0.00128674-0.000581157j -0.0028621-2.01018e-05j 0.00327936-0.00419573j 0.000263335-0.00161859j 0.00100339+0.00400096j -0.00132997+0.00118784j 8.41617e-05-0.000422708j -0.00139494+0.000337075j -0.00087944-0.00402018j -0.00488203-0.00166888j -0.000231853+0.000376841j 0.000610864-0.000529586j -0.00291727+0.00258013j -0.000396031-0.000979605j -0.00376768-0.00475148j 0.00332927+0.000606623j 0.00236944+0.00236041j 0.000984274-0.00284175j 0.000257911-0.00404856j 0.00197878-0.000100968j 0.000754768-0.00618246j 0.00227963+0.00176614j 0.00162015+0.000159753j -0.00301682+0.000108004j 0.000295121+0.00252814j -0.0020621+0.00280115j -0.00242122-0.00495432j -0.00161138-0.00641744j 0.00122436-0.000262271j -0.00472151+0.000174167j -0.001436-0.00751438j -0.00192337+0.00315572j 0.0131523-0.000587782j 0.00332835+0.00268474j 0.00434013-0.00130091j 0.000877258+0.000424521j -0.00108866-0.00104822j -0.00959473-0.00562366j -0.00241683-0.00107158j 0.000975475-0.00413391j -0.000125732-0.00295437j -0.000571106-0.00387191j -0.00286615+0.00516623j -0.00402538+0.00543704j 0.00129834+0.00334225j -0.000744608+0.00117184j 0.00047712-0.0039033j 5.05217e-05-0.00564779j -0.00331305-0.00149444j -0.000754843-0.00240352j -0.00336431-0.00206735j -0.00213445-0.000680753j 0.000400132+0.000320294j 0.00104941+0.00157703j 0.00401814+0.000484933j 0.000949411-0.00259975j -0.000791876-0.000511644j -0.000809732-0.00143393j 
-0.00090862-0.00254187j -0.000296914+0.00152647j 0.000245495-0.00315802j -0.00112668+0.00172264j -0.00102369+0.000272363j 0.000720474+0.000462799j -0.00121408+0.000872489j -0.00217132+0.00342183j -0.000375457+0.00128673j 0.000547383+0.00123321j 0.00182974-0.00233172j 0.00310622-0.00691188j -0.00141197+0.00437111j -0.00305006+0.00332849j 0.000469155-0.000128067j 0.00199506-0.000470844j -0.000865759+0.0052601j -0.00410159+0.00668195j -0.00280282+0.00308614j 0.0006965-0.0028552j 0.00059175-0.000761536j 0.00172427-0.00185706j -0.00136327+0.000793845j 0.00153876+0.00036101j -0.000330604+0.000203368j -0.000214323-0.00122664j -0.000169972+0.000338311j 0.00457239-0.00148415j 0.00318877+0.000147286j 0.00103939+0.000372573j 0.00455512-0.00142679j -0.000868282-0.00247928j -0.000846286-0.00565048j 7.69147e-05-0.0037009j -0.00148923-0.00312555j -0.00310807+0.000851036j -0.00254651+0.00817696j 0.00135241+0.00126084j 0.00236139+0.00381855j 0.00167589-0.00372012j 0.000808037-0.00165214j 0.00849941-0.00787324j 0.000995268-0.00050177j 0.00624383-0.00694824j -0.00374706-0.00116475j -0.0079921+0.00443107j 0.00772123-0.00345632j 0.00443111-0.00105527j -0.00444497+0.002412j -0.000379936+0.000624878j -0.00148237+0.00151515j -0.00826295+0.00374675j -0.00262197+0.00102661j 0.00298107+0.000240877j 0.00089849-0.00218191j 7.66964e-05+0.000767173j 0.0026924-0.00243727j -0.000744799+0.00278754j 0.00143057+0.000851782j -0.000763976-0.000345822j -0.00214805-0.000425764j -0.00100474-0.00389639j -0.000247059+0.00260887j -0.000848033+0.00194459j -0.000639776+0.00121306j -0.000803603+0.00159025j 0.00231924+0.0110798j 0.00115823+0.00369624j 0.0014443-9.696e-05j -0.000652199-0.000344212j -0.00134295+0.0012952j 0.00202612+0.0105889j 0.00177117+0.00257522j 0.000799898-0.00321434j -0.00173585-0.00230382j 0.000359804+0.00266702j -0.000279286+0.00221208j -0.000562658-0.000378859j -0.000791719+0.000540754j 0.000660187-0.00107963j -0.000915964-0.00262471j 0.000193133-0.00229001j -0.000443129-0.00067968j -0.000872936-0.000855188j -0.000201835-0.000791406j 0.000199928-0.00176283j 0.00053643+0.00023497j 4.36381e-05+0.000833433j 0.000124198-9.8754e-05j 0.00124784-0.00115464j -0.000503959-0.000739554j -0.000200612-0.000279079j 
-0.0012547-0.00151364j -0.00164939-0.00137562j -0.00228258-0.0030276j -0.00182757+0.00168174j -0.000668614+0.00121464j 0.00194366+0.00295882j 0.000293253+0.00124435j 0.00270437+0.00520755j 0.002427+0.00391342j 0.00182869+0.00301366j 0.0029505+0.00207247j -0.00238758-0.000113724j -0.00262416-0.0077628j 0.0027504+0.00628789j 0.00085046-0.000276823j 0.0016511+0.000870071j 1.2566e-05-0.000126648j 0.00237642+0.00437143j 0.000669046+0.00148216j -0.00179938-0.00115782j -0.000474993-0.00174964j 0.0003662-0.00041513j 0.000574786+0.00288307j -0.00230212-0.00363525j 0.00217075+0.000574509j 0.00167154+0.00151694j 0.00235797+0.00088874j -0.00267358-0.0032214j -0.00814436-0.00402593j -0.00534733-0.00254221j -0.00104497-2.48054e-05j 0.00237666+0.000248892j 0.00800476+0.00618489j 0.00817718+0.00511378j 0.00653645+0.00159997j -5.67113e-05-0.00258028j -0.00849688-0.00640559j -0.00347885-0.00358163j -0.00631513-0.00483259j 0.00220544+0.00337914j 0.0017017+0.0036782j 2.88613e-05+0.00564857j -0.00311096-0.00206431j 0.00226671+0.00632013j 0.00416392-0.000364265j -0.00382562-0.00916172j -0.00680208+0.00195685j -0.000277123+0.0022421j -0.00162182-0.00289031j 0.00149938+0.00146212j -0.000124006+0.00204525j 0.00172411+0.000797272j -0.00149928-0.000738616j -0.00368386+0.000147286j 0.0012135+0.000210599j 0.00146599+0.000417257j -0.00233552-0.000576073j -0.00128696-0.000951382j -0.000401103+0.00128184j 0.000243449+0.00175841j 0.000498885-0.00108864j -0.00042048-0.00275021j 0.00018535+0.00312787j -0.00286825-0.000679027j -0.00216506+0.000146684j -0.00032859+0.000631943j -0.00410325+0.0126673j -0.00232587+0.00253736j -0.000294663+0.000617354j 0.00048487-0.000369753j 8.29112e-06+0.000754325j -0.00122984+0.0128774j -0.000905401+0.00343336j -0.000111036-0.00382393j 0.000267504-0.00289667j -0.00118644+0.00178582j -0.000368395+0.00229317j 0.00033164-0.00196734j -0.000360498+0.00124042j -0.000322828-0.000934334j -0.000279719-0.00281657j -0.000159347-0.000863926j -0.000821493-0.00106072j 0.000114294-0.000629191j -0.00122584-0.0014156j -0.000578123-0.000638415j -3.4936e-05+0.000799017j 0.000377648-3.87006e-05j 0.000949385+0.000983069j 7.15725e-05-0.000386052j -0.00039121+0.000190663j -0.000470362-0.00058121j 
-0.00100251+0.00053594j 0.00013136+0.00138453j -0.0015746+0.000690632j -0.0016056-0.00352866j 0.000802151-0.000440715j -0.00102423+0.000662102j -0.00168324-0.000170754j -0.00094567-0.000996891j 0.000572457-0.00236355j -0.000311787+0.00104246j -0.00225487+0.00160657j 0.000349421+0.00208562j 0.00176589+0.000956908j -0.00139071-0.00350085j -0.00379842-0.00012787j 0.000243047-0.000738943j 0.000707359+0.00105489j 0.002367-0.000707546j 0.000752832+0.00113456j -9.75264e-05-0.00108442j -3.62724e-05+0.000424499j -0.00317036-0.000568035j -0.0013446-0.000270544j 0.000518869+0.000672251j 0.00103741+0.00114938j -0.00206306-0.00085278j -0.00175363+0.00241816j -0.00139346-0.000834821j 0.00129345-0.00175021j 0.00122481-0.00105449j -0.000600565+0.000716361j 0.000532365+0.00100717j -0.000703359+0.00015097j -0.00576655-0.00105935j -0.000311887+0.000351156j -0.00177263-0.000621229j 0.00150958+0.00137658j 0.00166252+0.000354674j 0.00119926-0.00108681j -0.00150936-0.00115303j -0.00157046-0.0021531j -0.000918833-0.000960806j 0.00267024+0.00172694j 0.000829277+0.000603152j -0.00134371+0.000509988j 0.00330885+0.00191478j -0.000242825-0.00648157j -0.00162123-0.000772031j 0.000699252-0.00121674j 0.00232135+0.00234485j -0.000389281-0.00116121j 0.00085611+0.00189546j 0.000377442-0.00214538j -0.000958228-0.0033496j 0.003+0.00329174j -9.82023e-05+0.00391821j 0.00408382-5.67476e-05j 0.0022363+0.00122543j -0.0022629+0.00334433j 0.00337409+0.000299968j -0.000219394-0.00372758j -0.00163811+0.00193065j -0.00226883-0.00211658j 0.000774252-0.00318497j -0.00391908+0.00528315j -0.00249003-0.00236186j -0.00582304-0.00325614j -0.00170113-0.00193614j 0.00158882+0.000444564j 0.000431113+0.000555517j 0.00135349-0.00194926j 0.00431326-0.00299179j 0.00255644-0.00381269j -0.00222715+0.00333113j -0.000607794+0.00447953j -0.00178903-0.00210828j 0.00103248-0.000409288j -0.00258469+0.00363532j 0.000660669-0.0055051j -0.00292042-0.00294115j -0.000478198+0.00399786j -0.00110136-0.00125659j -0.000298002-0.000911211j -0.000752875-3.55681e-06j -0.00243203-0.000183299j 0.00170289+0.00260686j 0.00012612+3.98592e-05j 0.000592405+0.00305048j 0.00298369+0.000509106j -0.00108923+0.00135505j -0.0022747-0.00225076j -0.00125694-0.005872j 
-0.00166096-0.000319335j -0.000366714+0.000471634j -0.00285368-0.000807009j -0.00295634+0.000221434j 0.000190273+0.00130483j 0.00124787+0.000887251j 1.83443e-05+0.00174119j 0.00136059+0.00341175j 0.00115953+0.00171081j 0.00112761+0.00259816j 0.00161105+0.0022464j -0.000682213+0.00082884j -0.00238803-0.00432464j 0.00163798+0.00265251j -0.000401339+9.22341e-05j 0.00078227-0.000578593j -3.63351e-05+0.00185413j 0.00162609+0.00283947j 0.000722213+0.00205955j -0.00168719-0.000893202j -0.000216143-0.000939335j -0.00162321-0.000567781j 0.000446887+0.00117331j -0.00175873-0.0014558j 0.00306921+0.00143656j 0.0020442+0.000538523j 0.00137986+0.00189889j -0.00245635-0.00203807j -0.00489236-0.00172785j -0.0029619-0.00153747j -0.00107641-0.000393791j 0.00142775+0.000516423j 0.00655597+0.00355897j 0.00464817+0.00172453j 0.0044722+0.00105633j -0.000421903-0.00225975j -0.00735589-0.00161493j -0.00321167-0.00183283j -0.00536763-0.00468193j 0.00173009+0.000208878j 0.00160253+0.00106958j 0.00131769+0.00347465j -0.000670756+0.00125178j 0.0046428+0.00480184j 0.0017496-0.00123489j -0.00341994-0.00513941j -0.00372327-0.000316909j -0.000135981+0.00180345j -0.000950655-0.00243819j 0.000759966+0.00148848j 4.09319e-05+0.00125916j 0.00256179+0.00292746j -0.00128078+0.000151872j -0.00262001-0.000307504j 0.00137297+0.00250482j 7.51182e-05-3.84746e-05j -0.00123401+0.000128416j 0.000616131+0.000124276j -0.00161683+0.0019043j 0.0024701+0.000831117j 0.00109153-0.000877716j 0.000373646-0.000711811j -0.00228516+0.00472644j -0.00185985-0.000726941j -0.00266157+0.00572565j -0.00181292-0.0015585j -0.00325352+0.00888639j -0.00420699+0.00188574j 0.00190988+0.000875837j 0.000992126+2.05341e-05j -0.00189373+0.000701405j 0.0034491+0.0100755j 0.00255254+0.00045765j -0.000936597-0.000245818j -0.00266318+0.00120371j 0.000572542+0.00295705j -0.000361254+5.62113e-06j -0.00053573-0.00167312j -0.0014816-0.00309907j -0.001199-0.00222159j -0.000997865-6.48364e-05j -0.000736102-0.000371593j -0.000191406+0.000235624j -0.000789896-0.00120626j 2.66048e-05+0.00108678j 0.000482983+0.000787797j 0.000946859+0.000983326j -5.35058e-05+0.00213514j 0.00101321-0.000406548j -0.000391497+0.00130801j -0.00118713-0.000563884j -0.000412567-0.00284658j 
-0.000299948+0.00200989j -0.000123085+0.000608769j -9.99514e-05-0.000927603j -3.93323e-05-0.0010056j -0.000143808-0.00106773j -0.00143673+0.0010822j -0.00133052-0.000203655j -9.6286e-05+0.000178071j 0.00172633+0.000351543j -0.000229654+0.000542047j 0.000294764+0.000685956j 0.000510898-2.38615e-05j -0.00166102-0.000759824j -0.000395597+0.000271112j -0.000285484-8.09183e-05j 0.000196391+0.000145845j 0.000110197+0.000640861j 0.000841905+0.000523974j 0.000811381+0.000855461j -0.000106002-0.000891909j -0.000193379+0.000318315j -0.00131857+0.00026818j -0.00213091+0.000379751j -0.00221298+0.000458795j -0.00132699-0.00432746j -0.00523879+0.000219797j -0.00461388+7.71709e-05j -0.00137231-0.00144668j -0.00195129+0.00349143j -0.000691186+0.00128516j 0.000217537-0.00294619j 0.0014798+0.00404185j 0.00276221-0.000825055j -0.00047594-0.00104237j 0.00209101-0.000916182j -0.00026884+0.00078459j 0.000147274-0.000785898j 0.000109768+0.00185924j -0.000841845+0.00303789j 0.000683618+0.00296761j 0.00119899+0.00128397j 0.00101196+0.00104574j 0.000232644-0.00105082j 0.000870776-0.000228137j -0.000862609-0.00138774j -0.00129767-0.000745327j 0.000134347-0.00304793j 0.00064712+0.000494755j 0.00236423+0.00242505j 0.00100902+0.000463074j -0.00212722-0.00173076j -0.00187789-0.00231302j 0.00118674-0.0015656j -0.0023187-0.00269314j 0.00309589+0.0019399j 0.000199856+0.00348137j 0.00115175-0.00140042j 0.000231626-0.000799657j 0.000312145+0.000919914j -0.00087072+6.37017e-05j -0.000455473+0.00109362j -0.00376674+0.00755878j 0.00735586-0.010689j 0.00436096-0.00195917j 0.00474631+0.00103636j 0.00263004-0.00104311j -0.00674907+0.00582949j 0.0059011-0.00240282j -0.00742222-4.03686e-05j -0.00202536-0.000228662j 0.00876814-0.00209726j 0.00540392+0.00198688j -0.00713457+0.00340657j -0.00473802-0.000316975j 0.00692193-0.0021082j -0.00692385-0.00213278j 0.00129654-0.00118197j -8.94046e-05+0.00189351j 0.00411134+0.000849594j -0.000252664+0.000650794j 0.00212171+0.00187973j 0.000421179+0.00112203j -0.00140768-0.000611522j 0.00131441+0.00181626j -0.00139818-0.000283436j -0.000321583-0.000314806j -0.00312629-0.00648513j -0.000180301-0.000975271j 0.000285993+0.0018467j -0.00113458-0.000213403j 0.000637201+0.000347612j -3.71246e-05+0.00233864j 
0.000956341+0.00174731j 0.000851895+0.000696668j 0.00141589-0.000618412j 0.00100373+0.00250597j 1.68851e-05+0.000680312j -5.6859e-05-0.00162507j -0.000260564-0.000108431j 0.00109701-0.000622326j -0.00290271+0.00112425j -0.00199965-0.00329558j 0.00176191-0.0026201j -0.00165377-0.00262644j -0.00040493-0.000230101j 0.00130279+0.00329667j 0.00322599+0.000165599j -0.000678216+0.00149859j 0.000937597-0.00217944j -0.00266495-0.000554195j 0.00025336-0.000553725j -0.0004302+0.00213061j 0.00172122-0.00132759j -0.000316846-0.00217244j 0.000419706+0.00117587j -0.0014806-0.00300381j 0.00154052-0.00248321j 0.00258949+0.00301282j -0.00182177-0.00229515j 0.000458415-0.00309931j 0.000971577+0.00145539j 0.00128401+0.000540947j 0.000214297-0.000612032j -0.00166309+0.0016969j -0.00162904+1.84886e-05j 0.00434487-0.000100566j -0.00137731-8.18716e-05j 0.000879506+0.000691338j 0.000514789-0.00141874j -0.00145737+0.00130657j 0.00202531+0.000486421j 0.00159496+0.00201857j 0.000425301+0.00148079j -0.000164168+0.000978096j -0.00375474-0.000682767j -0.00253472-0.00106046j -0.000249067-0.00230328j -0.0012614+0.000175593j -0.000932865+0.00218557j 6.03423e-05+0.00039116j -0.00158282-0.000407757j -0.000271841-0.00341333j 0.000582169-0.00051126j -0.00140134+0.000231669j 0.000440365+0.000829506j -0.00124011-0.00100907j -0.00144048-0.00156558j 0.00188346-0.00195504j -0.00195158+0.00306052j 0.000222478-0.00190161j 0.00122826-0.00563636j -0.000439906+0.00162502j 9.44402e-05-0.000717483j -0.00344165+0.00264697j 0.00535838-0.00312744j 0.00287626-0.00236445j 0.00496413-0.00709615j 0.000505367+0.00286573j 0.00320538+0.00179622j 0.00481959+0.00029574j -0.0027309+0.00173214j 0.000170742+0.000201099j 0.00231087+0.000540115j -0.00138064+0.00106311j -0.00912912+0.00213433j 0.00179329-0.00212967j 0.00452812-0.000893856j -0.00226873+0.000186169j -0.004144+0.00178928j 0.00318903-0.00612737j -0.000619006+0.00384013j 0.00138448+0.00190527j 0.00240277+0.000854918j 0.00189041+0.00210284j 0.000135335-2.49447e-05j -0.00466897-0.00235472j -0.000248428-0.00142237j 0.00330899+0.0059604j -0.00050556-0.00121437j -0.000205551-0.00273855j -0.00262496-0.00217568j 0.0011011+0.00279457j -0.00308056-0.000990786j 0.000192658-0.00401178j 
0.000699089+0.00251014j 0.00365581-0.00439323j 0.000579437-0.00149216j 0.000933276-0.000720643j 0.000388419-0.00359952j -0.00349385-0.000813056j 0.00150184-0.000144615j 0.00141961-0.00713052j 0.00190259-0.0012217j 0.00187368+0.00255371j 0.00277613+0.000345656j 0.00533577+0.00142348j -0.00355269-0.00371765j -0.000682009-0.00516924j -0.00535259-2.23498e-05j 0.00309917-0.000324977j -0.000732543-0.00305077j -0.00427765-0.00170096j -0.000405968-0.0034092j -0.00193483-0.00283688j -0.000938709-0.00255773j 0.000731696+0.0076341j -0.00316037-0.00354331j 0.00630813+0.00523335j -0.000451764+0.000543818j -0.00165222+0.000132919j -0.0011378-0.00574562j 0.00120866+0.00294247j 0.00114798+0.00599925j -0.000656071+0.00496654j -0.00189412+0.00564019j 0.000382106-0.00664084j -0.000849033-0.00786111j -0.000498814+0.00167721j 0.00146304-0.00116177j 0.000512156+0.00124668j -0.0010901-0.00200588j 0.000249443+0.00422015j -0.00167839+0.00535316j -0.000829004+0.000783932j 0.00122521-0.00235815j 0.00170357+0.00466268j 0.0052744-0.000674827j -0.000786019-0.00210793j -0.00178805-0.00139871j 0.000424912+0.00271658j -0.000133769+0.00533603j 0.00183966-0.00112983j 0.000599703-0.00237302j 0.00232118-0.00291848j -0.000542549+6.60036e-05j 0.00501171-0.00535282j -0.00238691-0.000372408j -0.00130918-0.00320388j 0.00459755-0.00332672j -0.00256828+0.000544658j -0.0011576+0.0017984j -0.000146118-0.00389662j -0.00146831-0.00128197j -0.00171546-0.00320483j 0.00345462-0.00273346j -0.000837751+0.00117228j 0.000456481+0.00144665j -0.00805325-0.00305973j 0.00282558+0.00119552j 0.00186037+0.000769958j 0.000470842-0.000796819j 0.000792898+0.000225058j -0.00463601-0.00258343j 0.000820602+0.000511095j -0.0029661-0.00294427j -0.000576842+7.6556e-05j -0.000490636-0.00191152j 0.000258723+0.000468351j -0.00170459+0.000876064j -0.000582249-0.000588484j -0.00519223-0.00201742j -0.00305175-0.00247363j -0.00149041-0.00184855j -0.000259819-0.00123723j 0.00215208+2.80687e-05j -0.0037508+0.00295276j -0.00605723-0.00188875j -0.00281986-0.00238257j -0.00191869+0.00218992j -0.00307421+0.00559029j -9.2558e-05+0.000443817j -0.000364157+0.00136459j 0.00377566-0.00137537j -0.0030366+0.00226028j -0.00151809+0.001706j 0.000807984-4.15532e-05j 
0.00249607+0.00440455j 0.000241465-0.00452855j -0.000555476+0.00239956j -0.00235244+0.00165499j -0.000197983-0.00203998j -0.00559972+0.00255007j 0.00385028+0.00010044j -0.00191188-0.00205862j -0.00274043+0.00196656j -0.00461502+0.00202098j 8.69489e-05+0.00251391j 0.00193086+0.00294456j -0.00213666-0.00222079j -0.00301813-0.00623777j 0.00178531-0.00146515j -0.000997461-0.00027853j -0.00134606+0.00104633j -0.00205668+0.000732263j -0.000790759-0.00271304j 0.000678272-0.00286233j -0.00158393+0.000455054j 0.00137077+0.00155314j -0.00158496-0.000444794j -0.000270596+0.00155739j 0.000981119-0.00190101j 0.00101786+0.00291731j 0.000398141-0.00310068j 0.00173504+0.00149268j -0.00158763+0.00661276j -0.000129647+0.00130117j -0.00100882+0.00149721j -0.00140035-0.000853047j 5.98527e-05-0.00305187j -0.000130769+0.001424j 0.00031293-0.000757224j 0.00427532-0.000433838j -0.0011949+0.00081815j -0.00137207+0.00234663j 0.00159455+7.63371e-05j -0.000211782-3.3498e-05j 0.00114339+0.000344903j 0.000932308+0.000801609j 0.000766555+0.0022285j -0.000131294-3.09088e-05j 0.00223451-0.000488073j 0.000682619+0.00183223j 0.000586525+0.00513383j 0.00281665-0.00103196j 0.000337104+0.00307735j -0.00206033-0.00336948j -0.000592047-0.00094058j 0.000863899+0.00146324j -0.00111565+0.00181194j -0.00196029+0.00162105j 0.000170137-0.000763892j -0.000973184-0.00326085j -0.000562676-0.000551514j 0.00156218-0.00257147j -0.00157725-0.00279881j 0.00166371-0.00403945j 0.0040772+0.00139688j 0.00436319+0.0068136j -0.000678811+0.00373521j 0.00374652-0.000844981j 0.00513197+0.00218883j 0.00508725+0.00851035j -0.00647151-0.0032736j -0.00272646-0.00156119j -0.00138852+0.00117048j 0.000241668+0.00012551j -0.00139599+0.00115697j 0.0044722-0.00114083j 0.000935412+0.000626131j 0.00370195+0.00493759j 0.00208099+0.00266652j 0.00453059+0.00705071j -0.00431039-0.0102242j 0.00355019-0.00890816j -0.00450929+0.00263492j -0.00153104-0.00132621j 0.00234881-0.000642204j 0.00136389+0.00741107j 0.000320228-0.00526895j 0.002273-0.000757717j -9.64807e-06-0.00460863j -0.000502078-0.00296514j -3.91172e-05+0.000106734j -0.000580444+0.00144568j -0.000175718+0.00300203j 0.000737322+0.00110442j -0.00153964+0.00112344j -0.0017048-0.00296928j 
0.000377139+0.00254914j 0.00156507-0.000790755j -4.08305e-05+0.00103074j -0.00100085+0.0013827j 0.000660024-0.000853475j 0.000558852-0.000276163j 0.00164393+0.000802115j 0.000339836-0.00194952j -0.00372157+0.000548928j -0.00173238-0.000500029j 0.000312951-0.000599121j -0.000416328+0.00118333j 0.000181865+0.000166542j 0.000389663-0.00181739j 0.00104326-0.000646507j -0.000636598+0.000474112j -0.000313108-0.000781368j -0.00244721-0.00122135j -0.000233787-0.00087708j 0.000154927+0.00162959j -0.000312557-0.00058563j -0.00240126-0.00042711j -9.92373e-07+0.000711867j 0.00181664-0.00159829j 0.00196373+0.000383975j 0.000929729+0.00315608j -0.000332601-0.00160921j 0.00302922-0.00166707j 0.00133802+0.00177313j 0.00135916-0.000708298j -0.00141232+0.00171229j -0.000927926-0.00130748j -0.00394348+0.00036041j 2.5539e-06-6.73004e-05j -0.00185898-0.000724764j 0.000946819+0.00139738j -8.48779e-05+0.00126182j 0.00115874+0.00204141j 0.00196352-0.000482589j 0.000816774-0.000478669j -0.000667857-0.000574331j 0.000217898+0.000329097j -0.000332241+0.00193995j -0.000799478-0.00133338j 0.00073368-0.000716994j 0.000402964+0.00194735j 0.000486937+0.00211206j 4.95115e-05-0.000272096j -0.000540081+0.000212246j -0.000388525-0.00227483j 0.000179183-0.00135563j 0.00104764+0.00122169j 8.8228e-05+0.00143674j -0.00107583-0.000310263j -0.000874354-5.16802e-05j -0.00124832-0.00157483j -0.00158873+0.00382472j -0.000416556-0.000489154j 0.000422341-0.0040876j 0.00105354-0.00406969j 0.00302879-0.00341112j 0.00147218+0.00153054j -0.000250166+0.00319068j -0.00161831-0.000970441j 0.00196534-0.00250138j -0.000837952+0.00222789j -0.000172336-0.0032312j -0.00109489+0.000795438j -0.00279627+0.00153932j 0.000682642-3.38848e-05j -0.000404419-0.00128491j 0.000459729-0.00102784j 0.00179812-0.00226078j 0.00381931+0.0018974j 0.00128356+0.00258092j 0.00206605+0.00119285j -0.00237601-0.000238261j 0.00288062-0.00478182j -0.00205982+0.000476694j -0.000303663-0.000895719j 6.84606e-05+0.00261117j 0.00117103+0.00415819j -7.39973e-05-0.00204158j -0.00420285-0.00142582j -0.00243527-0.0031094j 0.00155279+0.00545196j 0.000621379+0.00331215j -0.000321133-0.00221493j -0.00286661-0.000766574j -0.000943958+0.00298984j -0.00311094-0.0007846j -1.21296e-05-0.00408571j 
