0.000758773-0.0203067j -0.0509374-0.0324575j -0.0749338-0.106733j 0.0287009-0.0570733j 0.0252847+0.0274206j -0.0705526-0.0688498j 0.0749835-0.040159j -0.0715337-0.0906954j -0.0744711-0.108295j 0.0424796+0.0577299j -0.0599151-0.108801j 0.0170708-0.00495343j -0.141059-0.0104292j -0.0549053+0.0533214j 0.0745509+0.0694513j -0.143628+0.00624914j 0.0946994+0.017583j 0.0778363+0.00214834j 0.030397-0.00696285j -0.07583+0.0213674j -0.0805634-0.0405939j -0.00269251-0.138169j -0.0141158+0.0195047j -0.00973722+0.0712467j 0.0530496-0.040838j 0.0448499-0.015608j 0.0462862+0.0242082j -0.0248408-0.109251j 0.0274535+0.00558013j 0.00734251+0.0246478j -0.0391308-0.0279652j 0.0266725-0.0168484j -0.0148297+0.056492j 0.106939-0.0058538j 0.0658034-0.00482105j 0.184194-0.160743j 0.0234145-0.0072176j -0.000564598-0.0239353j 0.0796483-0.0164868j -0.0493488+0.0174521j 0.0167653+0.029541j -0.0512806-0.00692793j -0.056863-0.00130503j -0.00980442-0.0818742j 0.0785139-0.0485224j 0.0504562-0.12752j 0.0466852-0.00241709j 0.13041+0.0236197j 0.00606633-0.041302j -0.0482409+0.0215176j 0.0357912+0.0427923j -0.0608769+0.0656094j 0.0464684+0.0219773j 0.00544504+0.153421j 0.0217149+0.0335758j 0.074853-0.176921j 0.00730653+0.135064j -0.0790335-0.0899494j 0.0255242-0.0741055j -0.0738078+0.0273871j -0.0533158-0.0515519j -0.0772548-0.08263j 0.0134753-0.10155j -0.103005-0.0366808j 0.0913418-0.00966751j -0.137761-0.0189726j 0.0638811-0.00931636j 0.00354973-0.0155357j 0.00064452+0.0416897j -0.035262-0.00393899j 0.0285543+0.0303754j 0.06814+0.048912j -0.0116572+0.0162528j -0.000266885-0.0344356j 0.0277106-0.0281926j -0.00150181-0.127522j 0.00857058+0.0281807j -0.130658+0.172004j -0.136176-0.0775374j -0.0559542+0.025529j 0.0395718-0.0863447j 0.0462067-0.0379849j 0.0094241-0.0352154j 0.0417023+0.0320281j 0.00268965+0.0322499j -0.00388472+0.00953432j -0.00763476-0.00297593j 0.0212002+0.0277581j 0.0298394-0.0214582j 0.0358108-0.0266381j -0.0211086-0.0287568j 0.0100477+0.00165513j 
0.00340939+0.000978221j 0.00286878+0.00145115j 0.00516157+0.00238061j 0.00459234-0.000240323j -0.00106458-0.00138745j 0.0016505+0.000323696j 0.000303419-0.00155277j 0.000377634-0.00123261j 0.000840133-0.000494643j 0.00203554-0.00270262j 0.00782845-0.00320378j -0.0102254+0.00716412j -0.00817913+0.00254838j 0.00128996-0.00416518j 0.00484561-0.00185506j 0.00150155+0.00586058j 0.00300684-0.00326721j 0.00619224-0.00520584j 0.00248097+0.00092101j -0.00937934-0.000745405j -0.00742252+0.000825138j -0.000862258-0.00303949j -0.00177185+0.000712286j -0.00382086+0.00163619j -0.00109652-0.00142352j -0.0052067-0.00097845j -0.00310759-0.00297122j 0.000581969+0.00297461j -0.0101035+0.00335991j -0.00463155-0.00310235j 0.00309956+0.0032171j -0.00707241-0.00607533j 0.00166249-0.000226913j -0.00173699-0.00389726j 0.00688503-0.00385684j -0.00012003-1.47752e-06j 0.0019437-0.00730048j -0.000482337-0.00938497j -0.00112591-0.011258j -0.00463083+0.0013753j 0.00353485-0.00328903j -0.0018416+0.00852862j 0.00252655-0.000324993j 0.00458684-0.000357016j -0.00172258+0.00217076j -0.00201372-0.00748123j -0.00454805-0.0037887j 0.00229321-0.00283792j -0.0017593+0.00510309j -0.00535564+2.88283e-06j -1.90632e-06+0.000994799j -0.00429293+0.00401546j -0.00564443-0.00707884j -0.00853397-0.000192863j 0.00227368-0.000390585j 0.00281141-0.00234189j -0.00637883+0.00405038j 0.00172142-0.000105343j -0.00608307+0.00286978j -0.00693271+0.00645177j -0.000842674-0.000849747j 0.00305419-0.00124409j 0.00813556-0.00142607j -0.00249827+0.00290419j 0.00206304+0.00299047j -0.00168236-5.34407e-05j 0.00734406+0.00324265j -0.00743198-0.00117984j 0.000778904+0.00647091j 0.00218991-0.00424266j -0.00215985+0.00849702j -0.0048877+0.00180674j 0.000953283+0.00499465j -0.00644035-0.00115429j 0.00379383+0.00736676j 0.00499661+0.00247394j 0.00350953+0.00055791j 0.00495673+0.00279763j -6.09732e-05-0.00509585j -0.00323535+0.0030465j -0.000215584+0.00319446j 0.00148511+0.00133973j -0.00101135+0.00129885j 0.000569884-0.000305269j -6.69378e-05+0.00166553j 0.00286337+0.00200716j 0.000889716-0.00517061j 0.00161086+0.000231045j 0.000489882-0.00110698j -0.00149994-0.0012618j 0.00597978+0.00163732j 0.00327035+0.00380483j 
-0.000395428+0.000206982j 0.00476596-0.00293884j 0.00578917-0.00774701j 0.00723928+0.00741072j 0.000505437+0.00246163j -0.00274039-2.83224e-06j -0.000827267+0.003099j 0.00367283+0.00184345j 0.00403682+0.00715357j -0.00395262+0.00407414j -0.0027153+0.00120305j -0.00198841+0.00164974j 0.00581076-0.00521358j 0.00982771+0.00180045j -0.0023721-0.00371642j -0.00223989+0.00353638j 0.00386329+0.000911081j -0.00983082+0.00365184j 0.00616058+0.000622083j 0.00497785-0.00176041j 0.00138577-0.00221011j 0.0017524+0.00316005j 0.00367084+0.00186138j -0.00201882+0.00122037j -0.00457821-0.000704398j 0.000659708-0.00248418j -0.00662642-0.00467475j -0.00195601-0.00235306j 0.00835676-0.00418609j 0.000994791-0.00176744j -0.0105931-0.00291532j 0.00539292-0.00133866j -0.0011591-0.000443888j 0.000103857-0.000280064j -0.000425169+0.00834903j 0.00176542-0.00646996j 0.00462896+0.00083345j -0.00591439+0.00024474j -0.00588108+0.00308038j 7.08144e-05-0.00539463j 0.00239855+0.000333504j -0.00334689-0.00274478j -0.0020715-0.00025004j -0.00162717+0.00103127j -0.0025433-0.000501498j -0.00123266-0.000317266j 0.00151101-0.000335937j -0.00168294-0.000678067j 0.00173313-0.00320329j 0.00116636+0.00254861j 0.00190967+0.000625653j 0.00455624+0.00353732j 0.0130121-0.00540903j 0.00137275+0.00336594j -0.0038596+0.00254414j -0.000233659+0.00165023j 0.00987789+0.00329445j 3.08883e-05+0.000552594j -0.00211301-0.00411579j 0.00345908-0.003739j -0.00175815-0.00124653j -0.00178236-0.00325729j -0.00314152-0.00692052j 0.00431792+0.00271632j -0.00206212-0.00218772j -0.000556617-0.0184825j -0.00465993-0.002417j 0.0029885-0.00206926j 0.00355707+0.00104917j -0.00428908+0.000121863j 2.6853e-05+0.000891952j 0.00281389-0.00354436j 0.00542209-0.00153981j 0.000472398-0.000356542j -0.00151338-0.00114082j -0.00290709-0.00394873j 9.25042e-06+0.00880538j 0.00109397-0.00247839j -0.00133467+0.00201051j -0.00167032+0.000219748j -0.00302185-0.00198468j -0.00504355+0.00207698j -0.000776518+0.000655277j 0.00171839-0.000998068j -0.00313937+0.00435187j -0.000211185-0.00303536j -0.00140242-0.00138849j 0.000909672+0.00419402j 0.00231524-0.00405813j 0.000417351-0.000431665j 0.00174678+0.00262079j -0.00132119+0.000837433j 
0.00117646+5.17546e-05j -0.00749385+0.00153692j -0.00263881+0.00660911j -0.00077393-0.00154568j 0.00157586-0.000117121j 0.0101533+0.00210167j -0.00625499-0.00258247j 0.0120848+0.00436512j -0.00182489-0.000474464j -0.00615606-0.000791938j -0.0119443+0.000135767j 0.00714305+0.00319592j 0.00135874-0.00408642j 0.00322306+0.000438865j 0.00725304-0.00195124j -0.00116728+0.00350416j 0.00267775-0.00120671j 0.00248711-0.000277575j -0.00579696-0.00140315j -0.0110062-0.00598909j 0.00804924+0.000424754j 0.00168775+0.000764246j 0.00430355+0.00142921j -0.00233476+0.00200476j -0.00230174+0.000247353j 0.00275705-0.00517186j 0.00335384-0.000899671j 0.00054368-0.000110687j 0.00237381-0.00146472j 0.000346943+0.00378974j -0.00404459-0.00151993j 0.00344279-0.00281451j 0.000348915+0.00263463j -0.00421064+0.00349961j -0.00305347+0.00528764j 0.00163426+0.000131393j -0.000254851-0.000991985j -0.00201265-0.00055272j -0.00010321+0.00536035j 0.00188005+0.00622036j 0.00217339-0.000248249j -0.00280361-0.00353011j 0.00104881+0.00615395j 0.0023446+0.00134642j -0.00122817+0.000915767j 0.00200235-0.00340439j -0.000631778-0.00279243j 0.00234059-0.00227667j -0.00140826+0.00172923j 0.00124366+0.000612713j -0.000552028+0.000822059j 0.00179912+0.00170223j 0.000182875-0.000676821j 0.00207596+0.00162774j -0.0013853+0.00489808j -0.000942769-0.00214503j -0.00166169-0.000619581j 0.00322368+0.00263514j -0.0011282-0.00129364j -0.000707325-0.000877826j 0.000416287-0.00498551j -0.00158428-0.00111188j -0.00189228+0.000246631j -0.000789935+0.00449936j -0.00189295-0.00294973j -0.00276374-0.0045301j 0.00183269-8.26641e-05j -0.00132024+0.00090824j 0.000721731+0.00229964j -0.00247532-0.000538306j -0.00332025+0.00599898j 0.00123072-0.00142141j 0.000253589+0.00694875j -0.000697973-0.00152185j 7.29734e-05-0.000635469j -0.0015171+0.00189944j -0.00187515+0.00172014j 0.00376243-0.0014401j -0.00187894-0.000810354j -0.000610148-0.000565007j -0.00233036-0.0043214j 0.0013141+0.00393979j -0.00152036+0.00103937j -0.00287242+0.00280579j 0.000475281+0.00162676j 0.000157367+0.00189116j -0.00111591-0.00252308j -0.000229793-0.00131122j 0.000314332-0.00153122j 0.00118566+0.00167335j 0.000552627-0.000978405j -0.000379392-0.00163916j 
-0.00318346+0.00222119j 0.00506421+0.00116259j -0.000893161-0.00524055j -0.000884666+0.00218154j 0.000671638-0.00176105j -0.00672981+0.00308727j 0.00508155+0.00269087j -0.00355234-0.00130601j 0.00133388-0.000754342j 0.00344868+0.000496671j 0.0040293+0.00261391j -0.00130486+0.00141513j 0.00354754-0.00226605j 0.00462669+0.00289631j -0.00466854+0.000158678j -0.00140676-0.000306775j -0.00130183-0.000307352j 0.00043819-0.00322926j 0.00156963+0.00281222j 0.00538612-0.000752734j -0.00534876+0.00107528j -0.00043655+0.00138049j 0.0025477-0.00247673j -0.00295419+0.00205504j 0.000918954-0.000365791j -0.00129232+0.00263999j 0.000417268-0.00697625j 0.00230704+4.30994e-05j -0.000137095+0.00228077j -0.000936428-0.00109619j -0.000706969-0.00209981j 0.00240579-0.00486243j 0.0006542+0.00508981j -0.00165414+0.000771213j 0.00162059-0.00262078j -0.00276472+0.00407291j -0.000601911+0.000881578j -0.00042242+0.00431308j -0.00398451-0.00337391j 0.00350711-0.00835293j 0.00295061-0.000927814j 0.000157385+0.000112209j -0.00352691+0.00429824j 0.00142111+0.00333593j -0.002995-0.00513757j 0.00271513-0.00110995j -0.00227355-0.00166854j 0.0021679-0.00551193j -0.00443243+0.00132706j 0.000329749-0.00603334j 0.000805414-0.00152457j 0.000152523+0.00269911j 0.00216808-0.00227311j 0.00290787-0.000311758j 0.00188237-0.00264727j -0.000928161+0.00110701j -0.000886004+0.00188829j -0.00409611+0.00376953j 0.000920645-0.0019547j -0.00856673-0.00306461j 0.0014101-0.0120757j 0.000180656-0.00668788j 0.0063609-0.00363491j 0.000231326+0.00144499j -0.00257733-0.00077578j -0.00790849-7.13903e-05j 0.00143223-0.00904963j -0.00752286-0.000258915j -0.00112887-0.00165848j -0.00628607-0.000525881j -0.00426571+0.00675554j -0.00188217-0.0018252j 0.00203942+0.00937983j -0.000976947-0.0017418j 0.00100364-0.00559291j 0.000666198+0.00474933j 0.000494235+0.000355698j -0.00316997+0.00029408j -0.00226653-0.00326699j -0.00481115+0.00214994j -0.00288564-0.00375859j -0.00114744+0.00132208j -0.00376652+0.000199028j -0.00326296-0.000172056j 0.00364314-0.00230735j 0.00284629+0.00459967j -0.0038626-0.00346989j 9.10646e-05-0.00199949j 0.00219198+0.00115679j 0.00462446-0.00259597j -0.000387383-0.00161133j 0.00161479-0.00133537j 
0.00164101-0.000837254j 0.00244596+0.000881393j 0.00439461-0.00104701j 0.000480883+0.00100633j 0.00309301-0.000144787j -0.00306371-0.00542029j 0.00756026-0.00334997j -0.000340748+0.00265623j 0.00337321-0.000590494j 0.00464568+0.000891344j 0.00656497+0.00186037j -0.00494341-0.000105271j 0.00295907-0.000841199j 0.00405714-0.00111991j -0.00570674-0.00111704j 0.0015098+0.001605j 0.00117108-0.0014523j -0.000291385+0.00047966j -0.00137589-0.00161322j 0.00213593+0.00133656j -0.0048061-0.00112387j 0.000693251+0.00132034j 0.000219145-0.000825497j 0.00201373-0.00542359j -0.000271236+0.00183708j 0.0119571-0.00126051j 0.00416597+0.000712573j -0.00300075+0.00277556j -0.000460644+0.00256303j 0.00177948+0.000139673j -0.00171025-0.00106063j 0.00271505+0.00418759j -0.00222258+0.00143927j 0.00473606-0.000588943j -0.0036347-0.00128184j 0.00136621-0.00528865j -0.000707925-0.00240525j -0.00456382+0.00300536j 0.00521325+0.00241038j -0.00178943+0.000671086j 0.00274388+0.00854719j -0.00298831+0.000675848j 0.00104803-0.00208891j 0.000155873-0.00326632j 0.00309181-0.00168872j -0.000272503-0.00141765j -0.000185378-0.00277902j 0.000444614-0.00029163j -0.00315934-0.00157022j 0.00403412+0.00276066j 0.00242029-0.00492588j -0.00114992+0.00311487j -0.00560878+0.00118278j 0.00295765-0.000136982j -0.00527508+0.000524554j 0.00149005-0.0080603j -0.00162966+0.00285878j 0.0085062+0.00426078j -0.00134242-0.0028141j 0.00223484+0.00335063j 0.0067489-0.00469021j -0.00097735+0.00436713j -0.00562854+0.00038957j 0.000621025+0.000287956j 0.00131007-0.000909557j -0.00220177-0.00228774j -0.00177914+0.00764879j 0.00334352+0.00304745j 0.00515594+0.00249666j 0.00263731+0.0011233j -0.00161991-0.00191738j 0.00278016-0.00665246j 0.00192367-0.000680942j 0.000614224-0.000289071j 0.00227991+0.00924882j 0.00192468-0.00447328j -0.004057+0.00343756j 0.0056988-0.000532112j -0.00176531-0.00373138j -0.000588532+0.000837632j 0.00571261-0.000239664j 0.00726723+0.00280481j 0.00131887+0.0058483j 5.76671e-05+0.00209113j -0.000500541+0.00191711j 0.000619002+0.000444855j 0.000309194-0.00693424j -0.00370306+0.000336437j -0.00234372+0.000506407j 0.000882688+0.00174396j -0.00679394-0.000988188j -0.0044936-0.00835001j 
0.00323474-0.000504142j 0.000195645+0.00395722j -0.00355633+0.000664851j -0.000844176+0.000343013j -0.000541566-5.25984e-05j 0.00295877+0.00187148j -0.00727647-0.00101631j 0.00285951+0.00152098j -0.000143882+0.00288091j -0.00488711-0.000382478j -0.00267456+0.00190005j 0.000891801+0.000775764j -0.00766854-0.000664725j -0.0061062+0.00296212j -0.00320722-0.00011292j 0.00278457-0.000346769j 0.00186003-0.000925537j 0.000677713-0.000429601j 0.0060594+0.00221987j 0.00146712-0.00432918j 0.00476741+0.0011353j -0.00434666+0.00267914j -0.0014662-0.00288319j -0.00280458+0.00456765j -0.0028375-0.00270054j -0.0032625+0.00835243j 0.000420271-0.00165984j -0.000118743-0.00319459j 0.00556707+0.00787639j -2.20778e-05-0.00619097j -0.000490175-0.00181705j 0.000277793+0.00201375j 0.00080361-0.00717362j 0.00253002-0.000225373j -0.0058941+0.000202264j -0.00122025+0.00893683j -0.00371812-0.00178127j 0.00240541-0.00414908j 0.00208039-0.000662769j 0.00252289-0.00879137j -0.00106406-0.0116204j -0.0035159-0.000482903j -0.000670043+0.000843269j -0.0024942-0.000468428j -0.00036362-0.00337327j -0.00140365-0.00727556j 0.00413217+0.00351955j -0.00270725-0.0115302j 0.00255625+0.00609498j 0.00291866-0.0111617j 0.000191303-0.00330414j 0.00261277+0.00479985j 0.000222722-0.00114436j 0.000913943-0.00610401j 0.00498752+0.00321553j 0.00156918+0.0010141j 0.000149378+0.00294023j 0.0023871+0.00461483j 0.000886329+0.000811331j 0.00280694-0.0010638j 0.00172783-0.00531137j 0.00261036+0.0106511j -0.00377595+0.00612317j -0.00164944-0.00540139j 0.00316716-0.00566959j 2.4051e-05+0.00515671j 0.000123603-0.00475379j -0.000864843+0.00536013j -0.00420221+0.0023443j 0.00397309+0.00487429j 0.00418206-0.000452759j 0.00150971+0.00453235j -0.00636407+0.00454522j -0.000383206-0.00409389j -0.00107254+0.00274454j -0.000814858-0.00139758j 0.00128092-0.00457563j 0.000193744+0.000851172j -0.00335242+0.00120586j -0.00656545-0.00236967j 0.00203788-8.95738e-05j 0.00632715+0.00219085j 0.00336881+0.00720833j -0.000882791-7.23822e-05j 0.00964845+0.00391252j -0.00168067-0.000618731j 0.000219577-0.00140619j -0.000524103+0.00287485j -0.00740992+0.00330681j -0.00232882+0.00208671j -0.000224282+0.0007748j -0.00014256-0.00433886j 
-0.00144453-0.000879911j 0.00225801-0.000615952j -0.00204198+0.000286393j -0.000722465+0.00154474j 0.000955069-0.000518458j -0.00765485+0.00155084j -0.00103518+0.00039524j 0.00320031+0.00373653j -0.000660266-0.000258608j -0.00321201+0.00231807j -0.000295921+0.00315832j -0.00458529+0.00353095j -0.00133915-0.00281571j 0.00337519+0.00239097j -0.00258167-0.00280464j 0.000707372-0.000744031j 0.00104863-0.00194154j -0.000216105-0.00212033j 0.0053279-0.000995846j 0.00298652-0.00366305j 0.00061085-0.00156564j 0.000631111+0.000423579j 0.00404964-0.00285j -0.00456591+0.0050078j -0.00136888-0.00143337j -0.00142965-0.000657854j -0.00137622-0.00265656j -0.00100567+0.000872934j -5.99943e-05+0.00341951j -0.00173997-0.00342117j -0.00455464-0.00203074j -0.000773475+0.00111135j 0.00514267-0.0054566j 0.000171101-0.000848177j -0.0029914+0.00424045j 0.00173592+0.000186694j 0.00110654-0.00618128j -0.00111797-0.00322856j -0.00163727+0.000146124j -0.000616112-0.00399116j -0.000644431-0.00065592j -0.00395095-0.00053324j -0.00192016+0.000989331j -0.00252777+0.00413923j -0.00496167-0.00209377j -0.00361121-6.4512e-06j 0.00202474-0.000948744j -0.00307872-0.00461205j -0.000406022-0.000471144j 0.00442552-0.00421321j -0.00106329-0.00332754j 0.00144984+0.0051367j 0.00379654+0.000115066j -0.00147414-0.0061933j 0.00485777+0.0016869j 0.00422924-0.0014807j -0.00149809+5.94175e-05j -0.00429004+0.00122308j -0.00331003-3.90591e-05j -0.00986053+0.000939938j -0.00127559-0.00682495j -0.00512653+0.00242354j -0.000881984-0.00360918j -0.00333902-0.000899717j -0.00333952-0.00787033j -0.00343881-0.00569168j -0.00136707-0.00501272j 0.00626519-0.0032918j 0.00388669+0.0112294j 0.000741846+0.00418828j -0.00143089+0.000186927j 0.00161952+0.00815901j -0.00204586+0.00507643j -2.16868e-05-0.00320321j -0.00105393+0.00564619j 0.0003802-0.00239254j -0.000822764+0.00586901j -0.00419739+0.00169519j -0.0026528-0.00041932j -0.00317448+0.00150904j -0.000449313+0.00111079j 0.00208423+0.00414832j 0.00480725+0.000525553j -0.000809863+0.00151392j -0.00674569-0.00180403j 0.00933504+0.00344294j -0.000595663+0.000979942j 0.00384885-0.00589966j 0.00231194-0.0027903j -0.000823503-0.00555115j 0.0038525-9.4327e-05j 0.00244512+0.00103614j 
-0.00312705+0.00077125j 0.00132291-0.00255468j -0.00218869-0.00507802j 0.0032991+6.06273e-05j 0.000597725-0.00154679j -0.00501961+0.00240826j 0.00406392-0.00116016j -0.00438618-0.000705905j -0.000646585-0.00180786j 0.00387982+0.00125962j 0.00576638-0.0016255j -0.00151008-0.00559575j 0.00268523-0.000300165j 0.00104298+0.0043672j -0.000934828+0.00140009j -0.00185019-0.00658313j -0.00385061+0.00431829j -0.0013094+0.00218323j -0.000786293+0.00222321j 0.00233716-0.000859643j -0.00255431+0.000873372j -0.00232463+0.000978101j -0.00449262+0.000810363j 0.00331082-0.00257497j -0.00198008+0.00313895j -0.00774211-0.00177979j -0.00432698-0.000993424j -0.00414192+0.00914881j -0.00222573+0.00340369j 0.00549694+0.00780317j -0.00458373-7.753e-05j 0.00365728+0.00261659j 0.00511137+0.00166588j -0.00159204-0.00499971j 0.00703618-0.0027217j -0.00152104+0.00643243j 0.00212937+0.00139544j 0.00165167-0.00225889j -0.0038646-0.00821434j 0.00103997-0.00487595j 0.00100571+0.00150387j 0.00149745+7.77089e-05j -0.0033432+0.00179639j -0.00313872+0.00144316j -0.0053486+0.0042821j 0.000951193+0.00315154j 0.00464076+0.000825395j 0.000846355+0.0028323j 0.00226504+0.000679395j -0.000585338+0.00324066j -0.00356072+0.000454124j -0.00215767-0.00649002j 0.00986425-0.000238764j 0.00177002+0.000395765j 0.00275151-0.00451585j 0.00190159+0.00298481j 0.00474452-0.000210097j 0.000382255-0.000785273j -0.00304815+0.00404716j -0.00375363-0.00708504j -0.00246759+0.00553537j -0.000896009+0.00177125j 0.00158426-0.000900487j -0.000187159-0.000903719j -0.00386782-0.00595664j -0.0072443+0.00639721j -0.000293837-0.00946067j 0.00111765-0.00316729j -0.00107569-0.00672199j -0.000542185-0.00180957j -0.00575295-0.00560907j -0.00165149+0.00855141j 0.00321135+0.00183795j -0.000335422-0.00230687j -0.00107645-0.00310384j -0.00143757-0.00073577j 0.00186155-0.00347859j -0.00337638-0.00264627j 0.00302696-0.00245377j -0.00224804-0.00103483j -0.000594288-0.000443856j -0.00303961-0.00317803j -0.000171866-0.00511164j 0.00173074-0.000483975j -0.000428092-0.001744j -0.000584318+0.000270489j -0.00172107-0.0112858j 0.00223605-0.00100616j -0.00172636+0.00139226j -0.00118096-0.000188883j 0.0024527+0.00120069j 0.00167621+0.00305979j 
-0.0019367-0.000666681j -0.00271746-0.00249592j -0.00299311+0.00176463j 0.00206013-0.00181125j 0.00107936-0.00128665j 0.00097696+0.00190864j -0.00460233+0.00132655j 0.00505256-0.000989272j -0.00444131-0.00114685j -0.00408839+0.000627175j -0.00463166-0.000289419j 0.00529647-0.00114116j 0.00278585-7.63965e-05j 0.00111524+0.000500938j 0.0055755-0.00236201j -0.00197738-0.00307081j -0.0004813+0.00158809j -0.00153432+0.00210228j -0.00305623+0.00024775j -0.00367665-0.00346214j 0.00524983-0.00287273j 0.000443276+0.000116659j 0.000443448+0.00248838j 0.000382856-0.00164565j -0.00289405+0.00401945j -0.00904646-0.00624132j -0.00494879+0.000402574j -0.00501803+0.00498276j -0.00120581+0.000420516j 0.00644203+0.00973364j -0.00223686+0.000800934j -0.0015945+0.00198764j 0.00703098-0.000627186j -0.00240381-0.000952531j 0.0066494+0.00441291j 0.00223273+0.00202123j 0.0028922-0.00209969j 0.000736891-0.00647727j -0.00284781-0.00197236j -0.0016075+0.00171336j 0.0013479+2.76811e-05j 0.00112854-0.00343107j 0.001393+0.00369214j -0.0049989+0.00120091j -0.00341736+0.009085j 0.00118663+0.00138182j 0.00342762+0.000669511j 0.0021044+0.00504058j 0.000846644-0.000118731j 0.00124908+0.00987406j -0.00143309+0.00225561j -0.000638891-0.00356685j 0.0105908-0.000785645j -0.00382635+0.00063373j 0.00329868+0.00171163j 0.000754614+3.42672e-07j 0.00236121-0.00125687j -0.000623216-0.00171487j -0.00248743+0.00153102j -0.00080733-0.00276257j -0.000161151+0.00390587j -0.00565588+0.00235589j 0.00434247-0.00512132j -0.00554061-0.00201088j -0.00622065-0.00587254j -0.000915907+0.00346119j 0.00303716-0.00789917j -4.32117e-05-0.00650426j 0.0046411+0.00303882j 0.00233446-0.00202648j -0.00359058-0.00459383j 0.000702741+0.0150906j -0.00152582-0.00194863j -0.00650771-0.000501144j 0.000793886+0.0019793j -0.0030392+0.000215716j -7.38232e-05+0.00300582j -0.00379164-0.00173363j 0.00117348-0.00209594j -0.00106613+0.000858063j -0.00293585+0.00148196j -0.00135555-0.00352026j 0.000457414-0.000319268j -0.00302845+0.00165147j -9.82607e-05-0.00246898j -0.00461427-0.0010327j 0.000570832-0.0114559j -0.000183107-0.00160347j 0.00102648-0.00315137j -0.0033255+0.00105921j -0.00100353-0.000267099j -0.000701196-0.00079848j 
-0.000196811+0.00125377j 0.00317136-0.00397872j 0.000826622-0.0011273j -0.00106823+0.00175792j 0.000119327-0.000222043j -0.00450311-0.00222859j 0.00171916+0.0010746j -0.00348353-0.00168978j 0.00115205+0.00146687j -0.00295878-0.00160275j 0.00264317+0.000763626j -0.00482102+0.00324754j 0.000643061-0.00169631j 0.00259116-0.00109936j -0.00418283-0.000122804j 0.00181499+0.00132648j 0.000337346+0.000904321j -0.00302111-0.000763798j 0.00469881-0.000896012j 0.00875011+0.00160667j -0.00456297-0.000200059j 0.000599354-0.00180236j 2.29496e-05+0.000539615j 0.00188071-0.00172888j 0.000634178-0.00531391j 0.00598771-0.00233744j 0.000896815-0.000718026j 0.00168073-0.00282343j 0.00204858-0.00488705j -0.00122177-0.00105737j 0.00252093+0.00249936j -0.0040497+0.000926837j -0.000930567-0.0038391j 0.00235198+0.00198639j -0.00551312-0.000757366j 0.00182473-0.0038066j -0.00144787-0.00317616j 0.0017421+0.00129414j -0.000502027+0.00758288j -0.00206634-0.001005j -0.0022197-0.00018893j -0.00134985+0.00050398j 0.00160103-0.00312353j -0.00254059-0.00162665j 0.00258493-0.000780348j -0.000726519-0.00010256j -0.00293692+0.00148067j 0.000981374+0.000324196j -0.00511917-0.00272498j 0.00398214+0.00684324j 0.00555421-0.00359862j -0.00107315+0.00235587j -0.00227023+0.000888429j -0.00564459-0.00587622j 0.000466341+0.00409522j -0.00292555-0.000423348j -0.000773457-0.00105015j -0.00120992-0.00281022j -0.00154445-0.00335401j 0.00379436+0.00533426j 0.00212011+0.000494637j 0.000515522-0.00203337j 0.000119252-0.00465628j -0.00420062-0.00208684j -0.00306541+0.00125746j 0.00685454-0.00473115j 0.000351538+0.00229949j -0.0060221-0.000639298j 0.00247368+0.0078955j -0.00362724+0.00386901j 0.0044051+0.00200899j 0.00172751+7.34672e-05j -0.00666631-0.00698606j -0.00351489+0.00315622j 0.00247782+0.0015458j 0.00176567+0.00185215j 0.000983625+0.00688221j 0.00145675+0.000665186j 0.00241708-5.01917e-05j -0.000828288+0.00221638j -0.000286175+0.00460871j 0.00066461-0.00354049j -0.000964979-0.00242876j -0.00566631+0.00113775j 9.47431e-05-0.00270367j -0.00543405+0.00128656j 0.000960665-8.09584e-05j 0.000308612-0.00159422j 0.00394566-0.00151393j -0.00414083+0.0029557j -0.00191571-7.17567e-05j 0.000269534-0.00407467j 
