-0.0316237+0.0226694j 0.0218282+0.0313563j -0.00150523+0.00500161j 1.57747e-05-0.00339403j -0.0154151+0.000172946j -0.00125788+0.0146169j -0.00056392-0.00500626j 0.0135161+0.0053435j -0.00727246+0.00848867j -0.0073976+0.00510099j 0.000184945-0.0103985j 0.00452158+0.0100403j -0.00338156-0.0002235j -0.0036096+0.00504164j -0.0103502-0.0105635j 0.0062082-0.0042179j 0.000512144+0.00347927j 0.00315377+0.0100477j -0.00185673+0.00117288j 0.00522051-0.009495j -0.00205899-0.00077158j 0.00692674+0.00135706j -0.00185025-0.000178729j -0.000196294-0.00347442j 0.00258334+0.00101421j 0.000244043+0.00255201j 0.000708484-0.00296717j -0.00419759+0.000645004j -0.00652329-0.00247221j 0.00574615+0.00105926j -0.000190999-0.00023339j -0.000815648-0.000543999j -0.00474574+0.00198039j -0.00211289+0.00183964j -0.0014296-0.000650178j -0.00154722+0.00254822j 0.00678084-0.00326942j 0.00195663-0.0103411j 0.00790338-0.00473545j 0.00471689-0.00163035j 0.00118645-0.00290439j 0.00321776-0.00384688j 0.00208746+0.00102512j -0.00734615-0.000770605j -0.00681411-9.98547e-05j -0.000573728-0.00498037j -0.00034407+0.0073421j 0.0025242-0.0045842j 0.00272037-0.00120609j 0.00126621+0.00080256j -0.000891486-0.0024711j -0.000256375-0.00760279j -0.000215816-0.00543573j 0.00329387-0.00454201j 0.000120637-0.00376129j 0.00188032-0.00346426j -0.00430093-0.00667452j -0.00051685-0.00261989j -0.00279963+0.00469249j 0.00752065-0.000622054j -0.00111405+0.00117099j 0.00182056-0.00024309j 0.00629733+0.00547541j 0.00267108+0.00637718j 0.00200982-0.00219497j 0.00589615-0.00211493j -0.00411038+0.000880995j -0.00168276-0.00290659j 0.00391259+0.00547927j -0.00588436-0.00567816j 0.00167173+0.00129265j 0.00694297-0.000859378j 0.00770713+0.0036187j -0.00356281+0.00120682j 0.00227911-0.000917815j 0.00167733-0.00642169j -0.0138522+0.00248392j 0.00138174+0.00605661j 0.0081522-0.00294134j -0.00341859-0.00857869j 0.00242355-0.00931491j -0.00349954-0.00856021j 0.00429593+0.00158113j 0.00900927+0.00577677j 0.00334628-0.00176249j 0.0075851-0.0153755j 0.00350321+0.00928992j 0.00726019+0.00370519j 0.0154721+0.00521735j 0.00718622-0.0185206j -0.0129146+0.00310456j 0.00764031-0.00687582j 0.0126851+0.0108906j -0.000192419-0.0141175j -0.00329691-0.00743018j -0.0288682+0.0377028j -0.0411113-0.0297018j 
0.0201547+0.00147404j 0.000514652-0.0206231j 0.00178115-0.00126514j 0.0033757-0.000674676j -0.00584502-0.0189947j -0.0183071+0.00913681j 0.012568+0.00415124j -0.00296237+0.00572516j -0.00463182+0.00142326j -0.00155063-0.00856648j -0.00434128+0.000817561j -0.00994228+0.00172924j -0.000427128+0.00649303j -0.00486128+0.000657918j -0.00588741-0.000511074j -0.00586796+0.00760915j 0.00471008+0.00705632j 0.0030977-0.00245171j -0.00127957+6.30083e-07j 0.000984109+0.00169093j 0.00549726+0.00458027j -0.00190988+0.00698082j 0.00220192+0.00375572j -0.00205955+0.0070303j -0.0051867+0.00127661j -0.0049729+0.00303775j 0.00371154+0.00135135j 0.000152881+0.00303724j -0.000990692+0.00381074j 0.0022054-0.00146118j 0.00584702+0.00258452j 0.00372428+0.00853164j 0.000745205+0.00234114j 0.000817245+0.0037229j -0.0128422-0.0105948j -0.000291657+0.000476249j -0.0036075+0.00397396j 0.00204274+0.00170478j 0.00472358+0.00555754j 0.00874255-0.00348612j 0.00600873+0.00283655j 0.0042459-0.00085641j -8.94326e-05+0.00566988j -0.00499396-0.00161665j 0.00294692+0.00418218j 0.00250535+0.00896326j 0.005863+0.00455251j 0.00458172-0.000915245j -0.00417805+0.00114912j -0.00535951+0.00224082j 0.00348368-0.0061238j -0.00464292-0.000593693j -0.00466897-0.00152248j -0.000224566-0.000445783j -0.00819925+0.00601427j -0.00561191-0.00300417j 0.00685036-0.00176167j -0.000106488-0.00292266j 0.00327516-0.00613606j -0.0118803-0.00400929j 0.000855019+0.000496532j 0.00516016-0.00219705j -0.0109683-0.0100495j -0.00988372-0.00876407j 0.011353+0.00656946j 0.000574359+0.000382185j 0.000536424+0.000343013j 0.000420145-0.00296687j 0.00117724+0.00427558j -0.00555824+0.00445575j -0.00252114+0.00725737j 0.00159872+0.000928064j 0.0113948+0.00676635j 0.00601953+0.00504797j -0.00352115+0.00944232j 0.0058415-0.00995774j 0.000742725-0.00532183j -0.0105418+0.0107083j -0.00490484-0.00274653j -0.00717633+0.011863j -0.00129006+0.00632351j -0.0030039-0.00304422j 0.0108816-0.00405039j -0.00118693+0.0010196j -0.000548057-0.00638003j 0.00120956-0.00159454j -0.00247762-0.00249571j 0.00387901-0.0071171j -0.00884129-0.00307951j -0.00385046+0.00750377j 0.00869994-0.00240463j 0.00983708+0.00888715j -0.00950462+0.00810755j 0.00630179+0.00420941j -0.000737504-0.00879133j 0.00731683-0.00265853j 0.00395737+0.00551814j 
-0.0100966+0.00948228j 0.0102363+0.0122649j -0.00266151+0.00538256j 0.00650965-0.00552845j 0.00280729+0.00823868j 0.00546734-0.00563277j -0.00470463-0.00396812j 0.00450849+0.00977237j -0.0111021+0.00238398j -0.0021287+0.00289947j -0.000702209+0.00128305j -0.00294177-0.00154903j 0.00161443-0.00121926j 0.00198627+0.00648863j -0.00120445-0.00991772j 0.000471021-0.00548798j -0.00450087-0.000430411j -0.00367698+0.00866042j 0.0041234-0.0112898j 0.00500124+0.00151917j 0.0026424-0.0071254j 0.00859642+0.0027744j 0.0073354+0.00259062j 0.00750416-0.00303958j -0.00516441+0.000774552j -0.00620602+0.00304222j -0.0045977+0.00560062j -0.00553919+0.00535871j -0.00164061+0.000747235j -0.00224773-0.00600652j 0.00433085-0.00289078j -0.0016021+0.00081493j -0.00643042+0.00216775j 0.000577936-0.00176999j -0.00629654+0.00399001j -0.000640961+0.00617792j 0.00933272-5.50498e-05j -0.000498028+6.77556e-05j 0.00265958+0.014617j 0.00702817-0.00611276j -0.000678211-0.0131419j -0.000126028+0.00574882j -0.00292273-0.00153574j 0.000715179+0.00152795j 4.43995e-05-0.00488433j -0.00596917+0.00305547j -0.00848297+0.00419224j -0.002435+0.0012602j 0.00843752-0.00362959j 0.0023783+0.00257661j 0.00250671+1.40942e-05j 1.74219e-05-0.00554762j -0.00866411-0.00050725j -0.00149701-0.00337591j -0.00435001-0.00678255j 0.0032556+0.00184955j 0.0015503-0.00116049j 0.00415536-0.00322769j 0.00198685-0.00176034j 0.00338466-0.00733942j -0.00304323+0.00238263j 0.00559013+0.0027036j 0.00933359+0.00826006j -0.00762568+0.00402598j -0.00114505-0.000875304j -0.0019435-0.00368977j 0.00054122-0.00154968j -0.00328707+0.00369248j 0.00298697-0.0021176j -0.000596986-0.000693849j 0.000700442-0.00259617j 0.00351334-0.00985989j -0.00556416-0.000150852j -0.00297326+0.000989683j 0.00540454+8.73016e-05j -0.00586405-0.00194364j -0.00042474+0.00628977j 0.00408992+0.0110058j -0.000438145-0.000483565j 0.0033931-0.0061072j -0.00209052+0.00288503j -0.00477786-0.00251596j -0.00533624-0.00206976j 0.00216662+0.00463639j 0.00733115-0.00275157j 0.0011992+0.00114856j 0.00346908+0.00644148j -0.00205402+0.00537851j 0.000512929+0.00147339j 0.00763955-0.000932763j -0.00446697+0.00208599j 0.00353493-0.00357167j 0.00475233+0.00486524j 0.000796818-0.00162651j 0.00171804+0.00246226j -0.00675091+0.0130169j -0.0131721-0.00638967j 
-0.00223231-0.00314755j -0.00357944+0.00372047j -0.00138034+0.0077994j 0.0119247+0.00287831j 0.0141645+0.0165753j 0.0178076-0.0155545j -0.00510853-0.00169167j 0.00033838+0.00842498j -0.0098642-0.00456614j -0.00527067+0.00266766j 0.0031437-0.011335j 8.87003e-05+0.00664776j -0.00487175-0.00916138j 0.00416069+0.000501172j 0.000128203+0.00306113j 0.00505462-0.0136234j 0.00526371-0.00899254j -0.00216735+0.00353361j 0.00795121+0.00594652j -0.00991823-0.00217387j -0.00119671-0.00544385j -0.00202639-0.00310141j 0.00675428-0.00444536j -0.00130824+0.00434995j 0.010924+2.22162e-05j 0.00992129+0.0021497j -0.00915172-0.00191167j 0.000280245+0.00122211j 0.00194471+0.00965398j 0.00278929+0.00930734j 0.00398064+0.0055232j -0.00215054-0.00964082j 0.00139049-0.00525283j -0.000904203+0.00353692j -0.00929318-0.00171098j -0.000397825-0.00700738j -0.00580113+0.00275221j -0.003035-0.0112545j -0.0017843+0.010086j 0.00391772+0.00644914j -0.00603157-0.0005843j 0.00622303+0.0013217j -0.000774011+0.00165887j -0.000603829-0.00323328j -0.000393802+0.000159568j 0.00707565-0.00912798j 0.00169991-0.00806702j -0.000858376+0.00649107j 0.00305934+2.52611e-05j 0.0098459+0.0044784j -0.00843745+0.00798824j -0.00146339+0.00421686j 0.0103271+0.00591706j -0.00325545+0.00483155j 0.00448457+0.00362305j 0.0108652+0.000563224j -0.00431541+0.00299194j -0.00343465+0.00358019j -0.00230887+0.00974324j -0.00155723+0.00458017j -0.00138205-0.00333428j 0.00790986-0.00199945j -0.00052604+0.000892393j 0.00888026+0.00750204j -0.00673799-0.00544604j 0.0039667-0.00491712j -0.00583233+0.00292j -0.00081394-0.0045069j -0.0026308-0.00591675j 0.00686876+0.00266696j 0.000668507-0.00553407j -0.00518733-0.00680731j -0.00207724-0.00243818j 0.00114855-0.0063606j 0.00706863-0.0086507j -0.00647501+0.00600795j -0.00438844+1.71873e-05j 0.00524699-0.00409768j 0.00434415-0.00162699j -0.000967859-0.00541354j 0.000177469-0.00674347j 0.00305477+0.00857905j -0.00913185-0.00132566j 0.00122273-0.00475502j -0.00533497+0.00358236j -0.00301796+0.00393806j -0.00155058-0.000384226j -0.0046646+0.00471127j 0.00321022+0.00711038j 0.000113702-0.00687439j 0.00557805-0.00491089j -0.0205672-0.0134235j 0.0111702-0.0190875j -0.00291149+0.00535344j 0.00612234+0.0040233j -0.0067994-0.000751072j -0.000618197-0.00489546j 
0.00871369-0.0028003j -0.00403674-0.0100991j 0.00493085+0.00259305j 0.00536706-0.00111882j 0.00368862-0.00335872j -0.00114047-0.00221016j 0.0104418-0.00022364j -0.00351126+0.00486771j -7.95864e-05-0.00169168j -0.0081578-0.00926809j -0.00184993+0.00596051j -0.00765426+0.0014108j 0.0106362+0.00679281j -0.000465757+0.000899039j -0.000180563+9.50998e-05j -0.00198336+0.00539328j 0.00593322-0.00399969j 0.00318835+9.5894e-05j 0.00234995-0.000491497j 0.000975491+0.000289664j -0.00392909-4.70568e-06j -0.00529118+0.00150287j -0.000661965+0.00503344j 0.00396683-0.00389999j -0.00121016-0.00100451j 0.00109301+0.00194556j 0.000299927+0.00488701j -0.00330664-0.00259706j 0.00321163+0.00316138j -0.00384755+0.00554365j -0.00178813+0.00875715j 0.000735801+0.00343466j 0.00107307-0.00143502j 0.00796057+0.00140577j 0.00575889+0.00681668j 3.39774e-05+0.00488594j -0.00386296-0.00314723j -0.000660493+0.0049895j -0.000324098+0.00282294j 0.00556285+0.00117801j -0.00297066+0.000324793j -0.00064072-0.00205666j 0.00277635+0.0029068j -0.000202039-0.00162136j -0.00078111+0.00301912j 0.000991688-0.00136781j -0.00395048-0.00314147j -0.00359387+0.00284128j -0.00407749+0.00248772j -0.00076705-0.00157939j -0.00642541+0.00164056j -0.00534795-0.000811408j -0.000584624+0.00183284j -0.00565916+0.00276656j -0.00109792+0.00151298j 0.000338848-0.00340632j -0.00369046+0.00277174j 0.00164894+0.000928918j -0.00288819-0.00212185j 0.00120431+0.00165254j 0.00436677+0.00201701j -0.00119896+0.00113583j -0.00353235-0.000117351j -0.000106946-0.00118876j -0.00209352-0.00550803j 5.43223e-05+0.000116008j -0.00127258-0.00123008j 9.677e-05+0.00159984j -0.00269111-0.00365201j -0.000222878+0.00663025j 0.00138585-0.00692272j 0.00434023-0.00111173j -0.00360409+0.00495048j 0.00316409+0.00393131j -0.00214749-0.00187484j 0.00274983-0.00175585j 0.00176604-0.00156312j -0.00102765+0.00253743j 0.000111754-0.00386504j 0.00147538+0.000184854j 0.00366205+0.00416656j 0.00429585+0.000899032j 0.00208833+0.00144708j -0.00628697+0.000238091j -0.00224936+0.000866704j -0.00522443+0.00303741j -0.00101952-0.00986028j 0.00393361+0.00217326j -0.0075278-0.000905905j -0.001897+0.00262201j 0.00429522-0.00250033j -0.00487576-0.000411616j -0.00100038-0.00387855j 0.00121408+0.0023406j 0.00025113+0.00144408j 0.0043397-0.00527276j 0.00383107+0.00402248j 
0.00299995+0.00153904j -0.00118097-0.00305749j 0.00329642-0.00495406j -0.00240757-0.000985167j 0.00173188+0.00182393j 0.00586227-0.000409043j -0.00269246+0.000198599j -0.000445714-0.00593329j 0.00577569-0.00234001j 0.00562062-0.000126449j 0.00523641-0.00257926j 0.00371914+0.000811757j -0.00576212+0.0102535j -0.00621188-0.00655192j 0.00130751+0.0119144j -0.0056168+0.00391306j 0.000200249+0.00667633j 0.0112837+0.00663245j 0.00154942+0.010376j 0.0105904-0.0068686j 0.00271822+0.00185227j 0.00563215+0.00943324j -0.00418381-0.00156014j 0.00456248-0.00483612j 0.00226922+0.00169895j 0.000675517+0.00678109j 0.00249305+0.000626725j -0.00725068-0.00361033j 0.00772407+0.00186747j 0.00104533-0.00517303j -0.00020574-0.000798301j 0.0036071+0.00569116j -0.00247936+0.0053788j -0.0078054+0.00303641j 0.00528736+0.00164974j -0.00160851+0.00732069j -0.00331057-0.000639864j 0.00311618+0.0104365j -0.00705509+0.00444258j -0.00358702-0.000698468j -0.010188-0.00139931j -0.00410792-0.00354188j -0.000990804-0.0118366j -0.00214429-0.00317783j 0.00692943+0.00425435j -0.00607136+0.00252851j -0.00111052+0.00861046j 0.00639259+0.00719602j -0.0076294+0.00173367j -0.00212995-0.00443367j 0.00378415-0.00235807j 0.00572111+0.00426836j -0.00237749-0.000642453j 0.00219653+0.00530358j -0.0077081+0.00217811j -0.00308563+1.4878e-06j 0.00111528-0.0050766j -0.000370584-0.00584427j 0.000338543+0.00552823j -0.00149155-0.00258572j 0.000563893-0.00477356j 0.00421681-0.00230305j -0.00725815+0.0006197j 0.00169873-0.00390699j -0.000158934+0.00639375j 0.00396169+0.000423427j -0.00385032-0.000503775j -0.0076224-0.00752583j 0.00286738+0.00144007j -0.00219562-2.59004e-05j -0.00360373-0.00143049j -0.00956215-0.00301928j 0.00165321-0.0111118j 0.00173567+0.00584089j 0.00139974-4.53336e-05j -0.00451447-0.00126677j -0.00250361+0.00213017j 0.00290598-0.00161576j 0.00322213+0.00709477j 0.000220949+0.00168007j -0.00110923-0.00411326j 2.07001e-05+0.00217134j 0.000551548-0.00450001j 0.00265409+0.00326058j 0.00795776-0.00505255j 0.00396397+0.000226054j -0.000557559+0.001559j -0.00127649+0.00446189j -0.00341551+0.00246435j -0.000675701+0.00511345j -0.000616402-0.000920593j 0.00631774+0.00303494j -0.00361451+0.00426039j 0.0054231+0.00721357j 0.00231709-0.00316168j 0.00114398-0.00408542j 0.00392376-0.000294357j 
-0.0044376-0.00176439j -0.00134908+0.00387646j -0.00194202+0.00224513j 0.00297156+0.00136864j 0.00244415+0.00276719j 0.00165069-0.00254675j -0.0034944-0.00544905j 0.00216639+0.00103326j 0.00848837+0.000423366j -0.000383975+0.00456022j 0.00365969+0.000414456j 0.00135914+0.00465873j 0.00129353+0.00215817j -0.00574556-0.000754696j -0.00470355+0.000183347j -0.00317003-0.00604419j 0.0040628+0.0056151j 0.00538168-0.00258656j 0.00294582-0.00800887j 0.0081669-0.00180465j 0.00192818+0.00974619j 0.00167431-0.00227714j 0.000512688-0.00447543j -0.000938923+0.00332255j 0.00425829+0.000633523j -0.00227726-0.00109248j -0.0124255-0.00144734j -0.000260973+0.0145883j 0.00250034+0.00554663j -0.000308259-0.00291951j 0.000780814-0.000434323j -0.000279037-0.000423814j -0.00748551+0.00184567j -0.00206085-0.00273144j -0.00818222-0.00179956j -0.00379274-0.00510257j -0.00229513+0.00331278j 0.000597831-0.00279245j 0.0087027+0.0143149j -0.00325587+0.00448437j -0.00299738-0.00279273j -0.00571932+0.00160878j -0.00579617-0.00775844j -0.00375179-0.000641823j 0.000579479+0.00155745j -0.00061437-0.00521391j -0.00202984+0.00978591j 0.00313001+0.00168341j 0.00769405+0.00193482j -0.00437601+0.00291595j -0.0059661-4.80527e-05j -0.00026061-0.00811865j -0.00232485-0.00315092j 0.00716947-0.00278425j -0.00284389+0.00122142j 0.00374487+0.00108071j -0.00461356-0.0038332j 0.00161814-0.00249502j -0.00584367+0.00327995j -0.00165449+0.00162001j -0.00177497-0.00909198j -0.00571228-0.00107639j 0.00432131+0.002976j 0.00697725+0.00181283j 0.00594438+0.00449437j 0.0035934-0.00115649j 0.00803487-0.0044044j -0.0023572+0.00719078j 0.00174637-0.000430369j 0.00253058-0.000327378j -0.00225002-0.00585063j 0.00147787+0.00230175j 0.000820708-0.00759614j 0.00193371+0.000465312j 0.00251989-0.00982014j 0.00265777+0.000156368j -0.00500607-0.00202604j 0.000972525-0.000164551j 0.00346609+0.00138809j 0.00884551+0.00150408j 0.00442882-0.00223158j 0.000820228+0.000406729j -0.0040087-0.00598777j -0.0072206+0.00439279j 0.000114084-0.00075974j 0.000996973+0.000820716j 0.00279023-0.00760829j 0.00485352+0.00468207j -0.00465231+0.00415479j 0.000663674-0.00322568j 0.0110722+0.00379473j -0.00205553+0.00199906j -0.00440702-0.00351178j -0.00266716+0.0105492j 0.00438226+0.00407064j 0.000398038+0.0027224j -0.00412113+0.000609424j 
0.019641-0.00755188j -0.0090168-0.0187052j -0.000751351-1.66763e-05j 0.00290048+0.00364532j 0.00295063-0.00770453j -0.00414537-0.00215771j 0.00248855+0.00262045j -0.0110741-0.00199548j -0.00430296-0.00513247j 2.27887e-05-0.00408953j -0.0040722+0.00507715j -0.000989922-0.00590782j 0.00811486-0.00494481j 0.00371943+0.0124581j -0.00432443-0.00665837j -0.00329849+0.00293115j -0.00613291+0.00574646j 0.0017685-0.00107213j 0.00276187-0.00701113j 0.00206644+0.00395039j -0.00379421+0.00374717j -0.00478331+0.00765939j -0.00349738-0.00298513j -0.00378282-0.00203915j -0.00649572+0.000974575j -0.000847727+0.00104582j -0.00220444+0.000959472j 0.00257811+0.00146049j 0.000691348+0.00414447j 0.00173343+0.00320082j -0.00348009+0.00324739j 0.00574798-0.00354443j -0.00191891+0.00152272j 0.00352117-0.0022221j 0.0033015+0.000188173j 0.00557073+0.000287062j -0.00272338-0.00196198j -0.00429839-0.0028818j 0.00750418-0.00196364j 0.000607783+0.00351163j 0.000185861-0.0065816j -0.00102092+0.00213913j -0.006491+0.000790765j 0.00147069+0.00295766j -0.0015414-0.00362748j 0.000151502+0.00927077j -0.0058709-0.000984904j -0.00152594-0.000825536j 0.00123468+0.000405125j -0.00381297+0.00231729j 0.000799364+0.00426624j -0.00437536+0.00994349j -0.00227325+0.00393175j -0.0055302+0.00294835j 0.00514114-0.00431249j -0.00513596+0.000554817j -0.00030719-0.00371505j 0.003041-0.00113053j -0.00114031+0.00582588j -0.00749072+0.00268121j -0.00710484+0.0107219j -0.0104669+0.00165562j -0.00142337+0.00138773j -0.00809909-0.00169616j -0.00187984+0.00404691j 0.00510398+0.00448709j -0.0019944+0.000990233j -0.000861347-0.00118503j -0.00183771+0.000752689j -0.00376446+0.00056391j 0.000871708-0.00324317j -0.00239437-0.00330871j -0.00366072+0.00445818j -0.000302856+0.00792887j 0.00220741-0.000225891j -0.00318508+0.00305227j 0.00844114+0.00182389j -0.00597697+0.00150043j -0.00637317+0.00453372j -0.000958163+0.00762355j 0.00325913+0.00577028j 0.00737657+0.00563648j 0.00366946-0.00299524j -0.00721617-0.000273898j -0.00296768-0.00600185j -0.00342111+0.0139981j -0.0015641-0.00587592j -0.00599574-0.00168947j -0.00542841+0.0010743j -0.000774503+0.00271862j 0.00521707-0.00173715j 0.00475426+0.00671784j -0.0075214+0.00542392j 0.00582446+0.00314479j -0.0024425-0.00176219j 0.0111474-0.00671106j 0.00552008+0.0127261j 
-0.0106274+0.00834785j 0.00650213+0.0106838j 0.000769724+0.00451733j 0.00377462+0.00198379j -0.000713996+0.00773579j 0.00974362+0.00082913j 0.0034469-0.000169462j 0.00490681+0.00429481j -0.0042321+0.0028377j -0.00223736+0.00524944j 0.00289455-0.00451494j 0.0037364+0.00666035j -0.0101506-0.00528569j 0.00559295+0.00252871j -0.00222775-0.0036573j 0.00795792-0.00303479j -0.00336093+0.00248159j -0.00372502+0.0033062j -0.00549808-0.000447763j 0.00581039-0.00310413j -0.00707553-0.00765065j 0.00226567-0.0112528j -0.00424014+0.00443739j 0.000250234-0.00430762j 0.0025971-0.00101127j 0.00617675+0.00347922j 0.00175587-0.0112577j 0.00244838-0.00123717j -0.00109505+0.00129323j -0.00503924+0.00249767j 0.000312513+0.00204079j 0.00657018-0.00705941j -0.0036471+0.00352939j -8.3409e-05-0.00497219j -0.000952558+0.00270996j -0.00939784+0.00159817j 0.00547763+0.000684933j 0.00467957+0.000209131j -0.00508698-0.00420944j -0.0010134-0.00402707j -0.00437882-0.0070142j 0.00414355+0.00312394j -0.0022159+0.00348508j 0.000535077-0.000420913j 0.00247122-0.0129425j -0.00618008-0.00599373j -0.00129642+0.00534706j -0.00374687-0.00526369j 0.0144434+0.0055853j 0.00450925-0.000372373j -0.00288814+0.00318559j -0.00409003-0.00507307j 0.000280149-0.00443124j 0.00334141-0.000298948j 0.00130941-0.00131374j 0.000259062-0.0006184j -0.00677711+0.00360694j -0.000413147+0.00720813j -0.00333799+0.00120367j 0.00257128+0.0010689j -0.00157352-0.00836054j -0.0027055+0.0013275j 0.00345327+0.00178497j 0.0116819+0.00392982j -0.00447702+0.00283646j 0.00450839-0.00329243j 0.0028293-0.00241133j -0.00224932-0.00314406j 0.00217986-0.00264082j 0.0040879-0.00486865j 0.00291471-0.000924171j -0.00028295-0.00257497j 0.00151886+0.00444662j -0.00935384+0.00357877j 0.000374204-0.00396393j -0.0030198+0.00434296j -0.00419204+0.00246331j -0.00325094-0.00366384j 0.00428887+0.00495894j -0.00164255-0.0039483j 0.00118346-0.00831032j 0.00295103-0.0011121j -0.00474223+0.00150724j 0.00694071+0.000912764j 0.00159028+0.00144918j 0.00137078+0.000418702j 6.47914e-05+0.00678597j -0.000767185+0.00219087j 0.00286097+0.00666648j 0.00706411-0.00213918j -0.000385285-0.0012919j -0.00449568-0.00597982j 0.00585119-0.00428839j -0.00339305-0.00160558j 0.00109718+0.00406604j -0.00983269+0.0116577j -0.0116065-0.011009j 
0.0160243-0.00791735j -0.00562856-0.0166108j -0.00903291-0.00168718j -0.00348974+0.00944871j -0.000799396-0.00180127j -0.00545435+0.00292462j 0.00250026+0.00429524j -0.0030083+0.000261719j 0.00413861+0.00198952j 0.000934855+0.00586665j -0.00150445+0.00984802j 0.00398783-0.0056257j -0.00239701+0.00157719j 0.00366404-0.00247064j -0.00107747+0.0102979j -0.00359409-0.00165063j -0.000705961-0.00276291j 0.00127296+0.00830898j 0.00416896+0.00322444j -0.0127855+0.00411388j 0.00497038-0.00576264j 0.00184198+0.00225628j 0.00288927-0.0022148j 0.00371086-0.0038934j 0.000202742-0.00782185j -0.000878414+0.0038481j 0.000534482+0.000862755j 0.00766176+0.00558638j 0.0048295-0.00021091j 0.00447596+0.00192438j -0.00196954+0.00262588j 0.00786011+0.00823394j 0.000893918-0.00429117j -0.0071691+0.00388806j -0.00123513-0.00613261j -0.000336987-0.00111437j -0.00528538-0.00425386j -0.00294921+0.00901391j -0.000412167-0.00275078j 0.00229725+0.00282018j 0.00144817+0.00398562j -0.00125111-0.00156399j -0.00644746+4.41764e-05j 0.00255526-0.00226581j -0.00219302-0.00120944j 0.00520821+0.00250688j 0.00706876-0.0032202j 0.00198345-0.00735304j -0.0102812+0.000963384j 0.00233983-0.00771693j 0.00121059-0.000778319j 0.000320756+0.00482634j 0.000596522+0.00788605j -0.00255612-0.000181505j 0.0036249-0.000164258j -0.00132483+0.00979072j 0.00345569-0.00258204j 0.00215473-0.00265926j -0.00473377+0.00443483j 0.000152912+0.000787964j 0.00370847+0.00706306j -0.00602447-0.000979169j -0.0092122-0.00522979j -0.0070474-0.00829347j 0.00356839+0.00901572j -0.00259404-0.00103699j -0.00191513-0.00379426j 0.00274068-0.00241189j -0.00114459+0.00620062j -0.000747207+0.000697725j -0.00378931+0.00357817j 0.00291596+0.00504739j -0.00475839+0.00222229j -0.00667727+0.00217801j -0.00588408-0.00520223j 0.00695731+0.00411431j 0.000953804+0.00111477j 0.00213396-0.00554837j -0.00383319-0.000262276j 0.00303743-1.99893e-05j -0.00116684-0.00325882j 0.0137899+0.0018552j 0.002528+0.00125746j -0.00217532+0.00220302j -0.00370399+5.231e-05j -0.00442385+0.0077793j -0.00316517-0.00636339j 0.00110237-0.00306674j -0.0028792-0.00738298j -0.00445289+0.00450806j 0.00118945-0.00146539j -0.000409671+0.0065956j -0.00497381+0.000841635j -0.00394056-0.00681097j -0.0111462+0.00162465j 0.00486834-0.0135289j 0.0129845+0.00513588j 
-0.00512104+0.000374447j 0.00222695+0.00591458j -0.00266942-0.00369752j -0.00640956+0.00245595j -0.00073966+0.00482405j 0.00182683+0.00045637j 0.0016371+0.00124694j 0.00549242-0.00667793j 0.00803224+0.00236624j -0.00342086-0.00510271j -0.000721874-0.000185584j -0.00253194+0.000782949j 0.00314066-0.00179458j 0.000672396+0.00255281j 0.0155514+0.00665121j -0.00627282-0.00659869j -0.0055403+0.0110343j 0.00614358+0.00112579j 0.000389203-0.00600434j 0.00524267-0.000734328j -0.00289936-0.00777037j 0.00536991-0.000220475j -0.00481002-0.00141045j 0.00117849+0.00770817j 0.00282212-0.00300275j 0.00583093-0.0056855j -0.00935344+0.00589422j -0.00140586-0.00310807j -0.00116784+0.0057022j 0.00122261+0.0143052j -0.00458243+0.00895637j 0.00738784-0.00345506j -0.00663203-0.00149732j -0.00434254-0.00297852j 0.00298145+0.0010186j 0.00480535+0.00214603j 0.00155951-9.29785e-06j 0.00311838+0.0053079j -0.0010699+0.00197342j 0.000774544+0.00511405j -0.00442387+0.00579083j -0.00326982-0.0068017j 0.0114409-0.00542248j 0.00523177+0.0103233j -0.000628567+0.00170401j 0.00300476-0.00357104j -0.00260809-0.00124765j 0.00511357+0.00637491j 3.72282e-05-0.00118098j -0.0017388+0.00212416j -0.00635376-0.00113487j -0.00195505+0.00186388j -0.00388566-0.00748345j -0.00682861-0.00171868j -0.00688296+0.00804046j 0.00292468+0.000418209j 0.0094614-0.00223792j -0.00337463-0.00457847j -0.00102208-0.0027159j -0.00268807+0.00037994j 0.00132573-0.00492565j -0.00198913+0.00475203j 0.00361086-0.00106643j 0.00800729+0.00992654j 0.00369+0.00414302j -0.00114769+0.000234587j -0.00327342-0.00572419j -0.00212026+0.00398433j -0.00476381+0.00359901j 0.00209749+0.00484233j -0.00621137-0.00808461j 0.00125744-0.00398768j -0.00445422+0.00222374j -0.00738612+0.00408648j 0.00397469+0.000803045j -0.0053905+0.00586184j 0.00785673+0.000436787j -0.00512249+0.0037738j 0.00724204-0.00730865j 0.00743647+0.00328683j 0.00589485+0.000489582j -0.000391039+0.000105699j -0.00356023-0.00148313j 0.00339185+0.00447568j 0.00503399+0.00535547j -0.00627081-0.00531004j 0.00457198+0.00126348j 0.00550796-0.00116241j -0.00418583+0.000737357j 0.00253642-0.00258134j 0.00245841-0.00325353j -0.00561624-0.000297467j -0.00319468-0.00303042j -7.40989e-05-0.000848601j -0.00224401+0.00198302j -0.00275792-0.00199233j 0.00101681-0.00193703j 
