-0.0316237+0.0226694j 0.0218282+0.0313563j -0.00150523+0.00500161j 1.57747e-05-0.00339403j -0.0154151+0.000172946j -0.00125788+0.0146169j -0.00056392-0.00500626j 0.0135161+0.0053435j -0.00727246+0.00848867j -0.0073976+0.00510099j 0.000184945-0.0103985j 0.00452158+0.0100403j -0.00338156-0.0002235j -0.0036096+0.00504164j -0.0103502-0.0105635j 0.0062082-0.0042179j 0.000512144+0.00347927j 0.00315377+0.0100477j -0.00185673+0.00117288j 0.00522051-0.009495j -0.00205899-0.00077158j 0.00692674+0.00135706j -0.00185025-0.000178729j -0.000196294-0.00347442j 0.00258334+0.00101421j 0.000244043+0.00255201j 0.000708484-0.00296717j -0.00419759+0.000645004j -0.00652329-0.00247221j 0.00574615+0.00105926j -0.000190999-0.00023339j -0.000815648-0.000543999j -0.00474574+0.00198039j -0.00211289+0.00183964j -0.0014296-0.000650178j -0.00154722+0.00254822j 0.00678084-0.00326942j 0.00195663-0.0103411j 0.00790338-0.00473545j 0.00471689-0.00163035j 0.00118645-0.00290439j 0.00321776-0.00384688j 0.00208746+0.00102512j -0.00734615-0.000770605j -0.00681411-9.98547e-05j -0.000573728-0.00498037j -0.00034407+0.0073421j 0.0025242-0.0045842j 0.00272037-0.00120609j 0.00126621+0.00080256j -0.000891486-0.0024711j -0.000256375-0.00760279j -0.000215816-0.00543573j 0.00329387-0.00454201j 0.000120637-0.00376129j 0.00188032-0.00346426j -0.00430093-0.00667452j -0.00051685-0.00261989j -0.00279963+0.00469249j 0.00752065-0.000622054j -0.00111405+0.00117099j 0.00182056-0.00024309j 0.00629733+0.00547541j 0.00267108+0.00637718j 0.00200982-0.00219497j 0.00589615-0.00211493j -0.00411038+0.000880995j -0.00168276-0.00290659j 0.00391259+0.00547927j -0.00588436-0.00567816j 0.00167173+0.00129265j 0.00694297-0.000859378j 0.00770713+0.0036187j -0.00356281+0.00120682j 0.00227911-0.000917815j 0.00167733-0.00642169j -0.0138522+0.00248392j 0.00138174+0.00605661j 0.0081522-0.00294134j -0.00341859-0.00857869j 0.00242355-0.00931491j -0.00349954-0.00856021j 0.00429593+0.00158113j 0.00900927+0.00577677j 0.00334628-0.00176249j 0.0075851-0.0153755j 0.00350321+0.00928992j 0.00726019+0.00370519j 0.0154721+0.00521735j 0.00718622-0.0185206j -0.0129146+0.00310456j 0.00764031-0.00687582j 0.0126851+0.0108906j -0.000192419-0.0141175j -0.00329691-0.00743018j -0.0288682+0.0377028j -0.0411113-0.0297018j 
0.0249538-0.00639991j -0.00968554-0.0251187j -0.00941947-0.00931117j -0.00682308+0.0141187j 0.00727676-0.0120303j -0.00487449-0.00148385j 0.0100312-0.00428664j -0.00749404-0.00378592j 0.0198432-0.00280682j -0.00760182-0.0132918j 0.00261281+0.0177373j -0.000886796-0.00634832j 0.0063329+0.00211757j -0.00157662-0.00356699j 0.00374482+0.0135459j -0.00150504-0.000922623j 0.00509184+0.0088523j 0.0105885-0.00671935j 0.00851567+0.000884744j -0.00072362-0.00241051j 0.00165384+0.00442999j -0.00365547-0.00623182j -0.00141083-0.00269308j -4.35239e-06+0.00230373j -0.00215003-0.00188159j -0.00012644-0.00645226j -0.00459479+0.000279682j 0.0105164+0.00275131j 0.00327341+0.00103424j -0.00395976-0.00393958j -0.000542794+0.00622365j -0.00624289-0.000748055j -0.006291+0.000384742j 0.00108642+0.00225591j -0.00289373-0.00698884j -0.000674766+0.00152413j -0.00161859+0.00326147j -0.00649961+0.00253485j -0.00314824+0.000605939j 0.0102074+0.00359308j -0.00518548+0.000919739j -0.00594765-0.000397244j -0.000790447+0.00106227j 0.00197213+0.00154347j 0.00364654+0.00582211j -0.0058784+0.00109011j 0.00161343+0.00484913j -0.00370424+0.00508085j 0.00328476+0.00537237j 0.00332919-0.0073577j -0.00170658+0.00230903j -4.68889e-05+0.00344263j 0.0035434-0.00232287j -0.00380319+0.00250789j -0.00453755+0.00693405j -0.00430221-0.00339467j 0.00118654+0.00120809j 0.00454987-0.00114527j -0.00780974+0.00176027j -0.00738303+0.00120823j 0.0048777+0.00150512j -0.000830252-0.00214516j -0.00788893-0.0057345j 0.000158556+0.000790467j 0.00421765+0.000492296j -0.00230342+0.0054956j 0.00309165-0.000350199j 0.00370858+0.00331233j 0.00125982-0.00162038j -0.00760183-0.00183458j -0.00668444-0.00103912j -0.00115494+0.000969707j -0.000982537-0.005962j 0.00352459+0.00559641j 0.00172926-0.00271033j 0.00370916+0.00317777j 0.00528851-0.000810239j 0.00681358+0.0054451j 0.000268147-0.00751649j 0.00404117+0.0121539j -0.000378122+0.00701158j 0.00414678+0.00327004j 0.00541147-0.00883303j -0.00563642+0.00494887j 0.000508439-0.00718734j -0.00183367+0.0064706j -0.0011867-0.0150211j -0.00311981-0.00343411j -0.00927637+0.00164677j -0.00829575+0.00107983j 0.0046157-0.00418477j -0.00124494+0.0113723j -0.0123046-0.00289943j -0.000328397+0.00371428j 0.00459703+0.00103579j 0.00626285-0.0216291j 0.0221004+0.00621335j 
0.0174948-0.00780222j -0.00732893-0.0187936j -0.00447181+0.00336556j 0.000389275+0.00370637j 0.00183644-0.00685481j -0.00310387+0.0016093j -0.00178886+0.00234406j -0.00210094-0.00433359j -0.00315908-0.00167262j -0.00161989-0.0061419j -0.00326599-0.00543732j -0.000434044-0.00282546j 0.00197298+0.00386501j -0.0108805-0.00384788j -0.00156773+0.00360291j 0.00153616+0.00106473j -0.000618311-0.00522498j 0.00429481+0.00374888j -0.00209137+0.00429864j -0.00318811-0.00173053j 0.0045374+0.00245702j 0.00230958+0.00226585j -0.00227222+0.000124091j 0.000793821-0.000580808j -0.00287031+0.00545616j 0.00328128-0.00215321j 0.00649687+0.00324889j 0.00235316-5.56793e-05j 0.00414618-0.00132064j 0.000256842+0.00609056j -0.00778415+0.00372677j -0.00221009+0.000438084j 0.00593313-0.00603853j -0.00496118+0.00107325j 0.00142675+0.00152706j 0.00526478-0.00532371j -0.00292356+0.00105045j -0.0015733+0.00257477j -0.00757055+0.00188384j -0.00168837-0.00192297j -0.00217207+0.00682145j -0.00014395+0.000676494j 0.00178262-0.00123235j -0.00145042+0.000449117j 0.00226043+0.0037618j 0.000721091+0.000766671j -0.00125791-0.00630696j 0.00355519+0.00126185j -0.011003-0.00299419j -0.00057071+0.00473858j 0.00340159-0.00318224j 0.000380702+0.00643107j 0.00118623+0.00139819j -0.00273122+0.00457703j 0.00264337+0.000619064j -0.00110464-0.00245002j 0.00638653+0.00114035j -0.00221799-0.000910245j 0.00438918-0.00847092j -0.00404607-0.00143814j 0.000163537+0.00112798j -0.000917257+0.00322591j -0.00467366-0.00255354j 0.00075123-0.00551512j 0.00135096+0.00395573j -0.00228062-0.00302956j -0.00176023+0.00156552j -0.00113175-0.00617675j -0.000336194+0.000874745j 0.00155432+0.00500201j -0.00288052+0.00155568j -0.00981817-0.00431311j -0.000566153-0.00208819j 0.00288848+0.00336426j -0.00189182+0.00408268j 0.000264538+0.00149027j -0.00033739-0.000588553j -0.0033876+0.00132924j -0.0040384-0.00358502j -0.00626926+0.0013369j -0.00369931+0.0075542j -0.000889723+0.00163081j 0.0023006-0.00101371j 0.000308974-0.00264328j -0.00146004-0.00103966j -0.00271467+0.00250687j -0.00223836+0.00105196j -0.00322362-0.000407963j -0.00281225-0.00223321j -0.00440214+0.00168149j 0.000736123-0.00418935j 0.00653941+0.00692279j -0.00637543+0.00635333j 0.00251471+0.00427691j 0.00371334-0.00342305j 0.00785881-0.0108052j 0.0135499+0.00716015j 
-0.0172235+0.00804077j 0.00882433+0.0184398j 0.00313132+0.00371496j -0.000381695-0.000813909j -0.0100409-0.00624659j -0.00666782+0.00968746j 0.00148921-0.00261683j 0.0103063+0.00473348j -0.0148651+0.00486712j 0.00278052+0.00129187j -0.00406625-0.011347j -0.00437477-0.00262752j 0.00527074-0.00437971j -0.00678184+0.0144804j -0.00456896-0.00637082j -0.00620872-0.00340773j 0.000886032+0.013103j 0.00902119+0.0119913j -0.00122537-0.00544702j 0.00465326-0.00342455j -0.00508985+0.00647628j 0.00449733+0.0131339j 0.000205082+0.00182757j 0.00129442-0.00335595j 0.00176956+0.00572818j 0.00129909+0.00078779j 0.00400723+0.00495655j -0.0042778-0.00290655j -0.00898977+0.00132174j 0.00300381-5.09273e-05j 0.00778008+0.000378236j 0.000366318+0.00181465j 0.000333367+0.00396307j -0.00092334-0.00200648j 0.00210117+0.000739236j 0.00461868+0.000641534j 0.0031433+0.00226232j 0.0042409-0.0110772j 0.0128437+0.00326177j 0.00114115-0.00276625j 0.000938071-0.00850751j 0.00300451+0.00105447j 0.0048696-0.00489459j -0.00589631-0.00422876j 0.00268062-0.000966847j 0.0006484+8.11746e-07j -0.00457556+0.00417851j 0.0067438-0.00293687j 0.00310041-0.00029698j -0.000618787+0.00451281j -0.00321353-5.38217e-05j -0.000984137+0.00072408j 0.00335193-0.00100302j -0.00337577-0.0022838j -0.00132469+0.00237004j 4.78735e-05-0.00223074j 0.000382262-0.0099239j -0.0103885+0.000274124j -0.000276072+0.00185874j 0.00612+0.0055898j -0.00270889+0.00300153j 0.00210821-0.00124335j 0.00710427+0.000155215j -0.000655041-0.000406505j -0.00368561-0.00297392j 0.00134845-0.00567955j 0.00268296-0.00408277j 0.00136664+0.00349756j 0.00482507+0.00755685j -0.00626955-0.00738251j 0.00781204-0.00401321j 0.00815282-0.000263304j 0.00719245+0.00139674j -0.0017401-0.00187692j -0.0016195+0.00186651j -0.00257159-0.00663202j -0.0031289-0.000605896j -0.00955037+0.000742034j -0.000947571+0.00181979j 0.00106835-0.00464816j 0.000318925-0.00323269j -0.00415112-0.00312223j -0.00185488-0.00294034j 0.00370893-0.000226681j -0.0045838+0.00275174j 0.00717892-0.00849487j 0.00129954+0.00339021j -0.00117646+0.0042112j 0.00616485+0.00385559j 0.00609034-0.000303429j -0.00649961+0.00913333j 0.00923664-0.0020892j 0.00402702+0.00809169j 0.00169751-0.00466709j 0.00362638-0.00424636j -0.00465611+0.02645j -0.0238372-0.00404692j 
0.00634397-0.000482084j 0.00270227-0.00466389j -0.00134223+0.00616275j 0.00321587+0.0118094j -0.00199807-0.00491051j -0.00990314+0.000357398j 0.00641182+0.00503413j 0.00632083+0.00875862j 0.00191126+0.00367195j 0.00274208+0.0041239j 0.00689624-0.00698724j -0.0143124+0.00506116j -0.00568707+0.0105104j -0.00321699+0.00486499j -0.00563089+0.00301781j 0.000552581+0.00483901j 0.00498635-0.00104059j 0.00660161+0.00161818j -0.00216988-0.0034622j -0.000950061+0.000118167j 0.00822917+0.00176861j 0.00640068+0.00341661j 0.00980253-0.00212629j 0.00303154-0.00141569j 0.00496438-0.00414881j -0.00488136-0.000321396j 0.000977272+0.000353857j 0.00335332+0.00502501j -0.000364158-0.00597507j 0.00347709-0.00127202j -0.000238845-0.00357423j 0.000148142+0.0070151j -0.00361838+0.00301636j 0.000201251-0.00346086j -0.00502477+0.00386679j 0.0025352-0.000264569j -0.00486509+0.003036j 0.000880154+0.000458333j 0.00272301+0.00600222j -0.00178345+0.00173414j 0.00109484+0.00207854j 0.00241087-0.00500932j 0.00248656+0.00327147j -0.00118168+0.00487207j 0.000151622+0.00374024j -0.00123887+0.000459824j -0.00269037+0.00447273j 0.00406623-0.00165158j -0.00246321-0.00234877j 0.0024213-0.00296888j 0.00317796-0.00119477j 0.00266803-0.00359547j -0.00753665+0.000992192j -0.00425822+0.00239963j -7.56667e-05-0.00150223j -6.37174e-05-0.00483972j 0.00253946+0.000221546j -0.000587497-0.00311301j 0.000134531-0.00344406j 0.00481368-0.00240285j -0.00207989-0.00374355j -3.00668e-05-0.00106512j 0.000419384+0.00257027j 0.000105428-0.00174753j 0.00028146-0.00208481j -0.00374411+0.00389413j 0.00568822-0.00348052j -0.00059098-0.00132592j -0.000777299+0.00607974j -0.00689169+0.00209531j -0.00160978-0.00148708j 0.00256899+0.000694274j -0.000532521+2.5888e-05j 0.000239369-0.00104098j -0.00306011+0.00346006j 0.00105525-0.000934276j 0.00145066+0.00489338j -0.00612568+0.00832499j -0.0036388-0.00275785j 0.00494352+0.00198317j -0.00059139+0.00456311j -0.00749217-0.0100378j -0.0026313-0.00503593j 0.00137475-0.000462066j 0.00224506-0.0012651j 0.00191247-0.00202632j 0.00280191+0.000359643j 0.00420749-0.00393872j 3.08973e-05+0.000234903j 0.000820566+0.0012302j -0.00235114+0.00411477j 0.00911124+0.00536447j -0.0067229+0.00709394j -0.00342188+0.00375033j 0.000879945+0.00224358j 0.00237086-0.000137551j -0.00126387+0.00286569j 
0.0132808-0.0015895j -0.00390853-0.0144406j -0.00575586-0.00799758j -0.00544715+0.0010215j -0.00999863-0.0125761j -0.0155506+0.0121119j -0.00145792+0.0115032j -0.00746949-0.00559357j 0.00857012+0.0109481j 0.0156575+0.00618008j 0.00260692-0.0036521j -0.00329824-0.0143202j -0.00178399-0.00266081j 0.00127908+0.00176353j -0.001003+0.00204564j -0.0090182+0.00484013j 0.00360686-0.00116172j 0.00209902-0.000226085j -0.00768813+0.00461148j -0.00228622+0.00965023j 0.000354943+0.00361099j -0.00221197+0.0076154j 0.00370201+0.00173387j -0.000678088-0.0018994j 0.00374279-0.0062224j -0.000533848+0.00281779j 0.0144659+0.000233043j 0.00740591-0.000492114j -0.0043401-0.00352149j 0.000260338+0.00307711j -0.00101178-0.00269854j 0.00370825+0.0032006j 0.00850565+0.000996397j -0.00364969-0.00712382j 0.00901068-0.00274914j 0.000502586+0.00171721j 0.00050113-0.00027179j -0.00147528+0.00485099j -0.00322855-0.005637j -0.00239802-0.00769447j 0.00760382-0.000437076j -0.000819311+0.0073997j 0.00403986-0.00395508j 0.00270403-0.000757998j -0.000639524+0.00654705j -0.000759412+0.0114111j -0.000511224-0.00760387j 0.00474727-0.00124885j -0.00639338+0.00177576j -0.00479336+0.000235272j 0.00844998-0.0018018j -0.0117758+0.00395994j -0.00741026+0.00357588j 0.00382061+0.00225714j 0.00293086+0.000288997j -0.0016313-0.00356375j 0.000640916+0.000212578j 0.0035641+0.000410709j 0.00572321+0.00391723j 0.00585726-0.00389473j 0.000348458+0.000392581j -0.00232446+0.000130874j -0.0108369+0.000773029j -0.00889093-0.00578915j 0.00457+0.00582728j 0.00101032-0.00362083j -0.000957386+0.000416486j -0.00595498-0.000695017j -0.000295037+0.0112209j 0.00233848+0.00101595j 0.00577342+0.00526886j -0.000736097+0.0107634j 0.000684216+6.63208e-05j 0.000857798+0.000446921j -0.00861811+0.0116543j 0.00573403-0.00533907j -0.00100409+0.00620813j -0.0079134-0.004618j -0.00366269+0.00497422j -0.00561849+0.000764554j -0.00531422-0.00146991j 0.00185989-0.00200685j 0.012+0.00649091j -0.00141626-0.0129574j -0.00592874+0.00527775j 0.00200662+0.00344895j -0.000326204-0.00422293j -0.00214184-0.00106292j 0.00224963+0.000492935j -0.000981933+0.0031792j -0.00524557+0.00154462j 0.0146225+0.0085575j -0.00693892+0.0160464j -0.00143894-0.00157011j -0.00723069-0.000719537j 0.00922074-0.0153049j 0.0132085+0.00790823j 
0.000358947-0.0026477j -0.0071406-0.00202734j 0.00416164-0.01207j 0.000815552-0.00864621j 0.0042932+0.00474618j 0.011343-0.00115622j -0.000556407-0.00485273j -0.000147888-0.00255847j -0.00773833+0.000248765j 0.00611795-0.00628334j -0.00387657-0.00276218j 0.000773117-0.0130527j -0.000249977-0.00330011j 0.002815-0.00220417j 0.0072111-0.00131991j -0.0187899-0.00267835j 0.00516356+0.00244887j -0.00214661-0.00138677j 0.00515368+0.00856829j -0.003212+0.00881433j -0.00154574+0.00131738j -0.00728343-0.00477499j 0.0015103+0.0103477j 0.00582994+0.00381023j 0.00955655-0.00262698j 0.00908099+0.000949646j 0.00484711-0.00184487j 0.00071425-0.00309401j -0.00557623+0.0113221j -0.0057645+0.00494725j 0.000795753-0.00159145j 0.00089331-0.00464322j 0.000429763-0.00562451j 0.00180592-0.00531826j 0.00429068-0.000608064j -0.00388608+0.00425913j -0.00214937-0.000647785j 0.00318701-0.000633846j -0.00457728+0.000138441j -0.000813419-0.00495373j 0.000417581+0.00682378j -0.000437868+0.0089465j -0.00273071-0.00233237j 0.0038297-0.00305964j -0.000288239+0.000854301j 0.00354033+0.00492622j -0.00267498-0.00415548j -0.00496652+0.00530479j -0.00635499+0.00326814j 0.000116112+0.000885897j 0.00113041+0.00956497j -0.00709479+0.0054489j 0.00195805+0.00267505j -0.00340898+0.0081778j 0.000558501-0.00149423j 0.0053384+0.000633435j -0.00184389+0.00699093j -0.0035297+0.00408505j 0.000698147+0.00239897j -0.00229292-0.00300753j 0.00343871+0.000977287j 0.00213396-0.00235909j -0.00438966-0.00272108j 0.000494937+0.0028465j 0.000197375-0.00579476j 0.000223387-0.00178678j -0.0091286+0.00514651j -0.00207728+0.00171048j -0.00654979-0.00260772j 0.00924517+0.00555778j -0.00209071+0.00272778j -0.00441623-0.000707675j -0.00367892-0.00452352j -0.00203491-0.00138701j -0.0010338-0.00050175j -0.00713356-0.000498458j -7.06313e-05-0.00113129j 0.00297307-0.00512601j 0.0027551+0.00230508j -0.00302444-0.00729069j 0.00127659-0.00132469j -0.00039723+0.00187095j 0.0045859+0.00463489j 0.00543526-0.00452604j -0.000647664+0.00631408j -0.00322143+0.00190992j -0.00489562+0.00214671j 0.00284963+0.00191229j 0.00495825-0.00223207j 0.000443305-0.00178468j 9.84387e-06-0.00627542j -0.0097813-0.0046317j 0.00689834-0.00830743j 0.00151934-0.00510099j -0.00493521-0.00159141j 0.000621782-0.0074613j 0.00931663-0.00126479j 
0.00857716-0.0130891j -0.010533-0.0110192j 0.00813463+0.00791972j 0.00392629+0.00379198j 0.0180613+0.0194136j 0.016626-0.01814j -0.00235776-0.00361684j 0.00272309-0.00508234j 0.00659947-0.00256708j -0.00366498-0.00217833j 0.00796084+0.0112653j 0.00115334-0.00337216j -0.00090307+0.00463076j -0.00378709-0.00922429j 0.00666807-0.000499013j -0.0012228-0.00269013j -0.00109331-0.00207076j -0.00164973-0.00879749j 0.00867741+0.00566631j -0.00779399-0.00294142j 0.00894197-0.00898735j -0.00575384+0.00172178j 0.00699598-0.00178362j 0.00824425+0.00595975j 0.000138041+0.000658847j -0.00402497+0.00105883j -0.0093085+0.00296834j 0.000211912+0.00620859j 0.00233474+0.00150004j 0.00517307-0.00201897j 0.00338849+0.00325963j 0.00024278+0.00124752j -0.00208099+0.000217932j 0.0044031+0.00278322j -0.00356839-0.00384835j -0.00298988+0.00119721j -0.00811523-0.00162907j -0.00521783-0.00168885j -0.00402937+0.00164966j 0.0045196+0.00246959j -0.00907092+0.000733809j 0.00129098-0.0059975j -0.00299728-0.00464282j 0.00274439-0.00260657j 0.00516197-0.00933977j 0.00815682-0.00539057j 0.000396414+0.0052825j -0.00416482+0.00724206j -0.000119863+0.00244193j 0.00328465-0.00484702j -0.0101764+0.00124218j -0.000610456-0.00184221j 0.000641162+0.00130023j 0.00427535+0.00377379j -0.000307714+0.00427319j 0.00301618-0.00347262j -0.00245178+0.00598585j 0.00588137+0.0054306j -0.00261911-0.00521555j -0.00587569-0.000209616j -0.00126072+0.00131836j -0.000638404+0.00772807j -0.000551878+0.00163875j 0.00670374+0.008013j -0.00593014-0.00169542j -0.00688677+0.00377896j 0.00200489+0.00133973j 0.00181826-1.83757e-05j -0.000341871-0.00969848j 0.00377432-0.00132651j -0.00603884-0.00186155j -0.00259934-0.00554839j -0.00759688-0.00593726j -0.00117084-0.00158034j 0.00412005-0.0105822j -0.00354771+0.0062211j 0.00673807-0.000299639j 0.00629484-0.00483171j 0.00499867+0.00475009j 0.00447199+0.00102951j -0.00249912+0.00197098j 0.00128266+0.00982745j -0.00605266+0.00150553j 0.00315364+0.00665892j 0.00227046-0.00380009j -9.9865e-06+0.00975262j 0.00119088-0.0105618j -0.00563902+0.0017227j -0.0109545+0.0034499j -0.0053389+0.00379571j 0.0109979-0.00582924j -0.0175817-0.00414339j 0.000236923-0.0164961j -0.00245668+0.00773639j 0.00762526+0.00226465j 0.00392225-0.0176455j 0.0184351+0.00422058j 
0.0215973-0.013192j -0.0120326-0.0162818j -0.0152983+0.00233193j -0.00440741+0.00661492j 0.00531476-0.0046707j -0.000955725-0.00775032j -0.00565749-0.00695041j -0.00108712-0.00409829j 0.00293588+0.00232244j 0.00377405-0.0049113j -0.00167245+0.00410039j -0.0016392-0.0157942j 0.00264844-0.00622659j -0.00198887-0.00607341j 0.000931044+0.00127481j -0.00396806+0.00152907j -0.00630914-0.00243573j -0.00697746-0.00328917j 0.0062187+0.000948538j -0.00529414+0.00146755j 0.00333214+0.00425367j 0.000101438-0.00571792j -0.0030765+0.000404448j 0.00267662-0.00519592j -0.00412389-0.00554359j -0.00252087-0.000408798j -0.0019367+0.00113834j 0.00329011-0.00189723j -0.000629402+0.00440256j 0.00416134-0.00325092j 0.00556138-0.0037718j 0.00114533-0.000244864j 3.4891e-06-0.000745926j 0.00334834+0.00184643j 0.00345901-0.00217926j -0.00438516-0.00621085j -0.00276694+4.7022e-06j -0.00063506+0.00558192j -0.00344457-0.00702183j -0.00129621-0.00457749j -0.00108267+0.00538033j 0.000222211+0.00379242j -0.00200466+0.0029041j -0.00260971+0.00227332j 0.000742035+0.00157339j -0.00418712-0.000676629j 0.00116922-0.00237268j -0.00616637-0.000608745j 0.00163877+0.00124069j 0.00534682-0.00276798j -0.00208961+0.00529827j 0.00102529+0.0054012j 0.00101296-0.00112611j -0.00324434-4.11872e-05j 0.00160855-0.00299091j -0.00476122+0.00219104j -0.00278865+0.00146195j -0.00592799-0.00629756j -0.00508293-0.00551321j -0.00750441-0.00203501j -8.62921e-05+0.00153663j -0.00473303-0.000989342j -0.00462706-0.00206303j -0.00213487+0.00248785j -0.00389898-0.00300711j -0.00306261-0.00511142j -0.0023916+0.00126596j 0.00211587+0.0019006j 0.000813364-0.00946942j 0.004895-0.000595367j 0.00215683+0.00305583j -0.0038789-0.0041296j -0.00434205+0.000799717j -0.00347257+0.00133974j -0.000610396-0.00275008j -0.00123535+0.00272046j 0.00730194+0.00435226j 0.00385372+0.00107888j -0.00190354+0.00235876j -0.00520946+0.00244048j 0.000711814-0.000715408j 0.00273797+0.00421817j 0.00306241-0.00606518j 0.00303664-0.00149364j -0.0017386-0.00420753j -0.00230435+0.0100434j 0.00222541+0.000256082j -0.0051589-0.00241207j -0.00427189-0.00427346j -0.00449113-0.00318793j 0.00247236-0.00220316j 0.0014143+0.00594084j -0.00568889-0.000851496j -0.00229168-0.0013542j -0.00264974+0.00120319j 0.00601188-0.013957j 0.0144156+0.00636122j 
0.00509165-0.00292494j 0.00126824-0.00407914j 0.00118996+0.000674517j 0.000145332-0.00519528j 0.000688274-0.00383708j -0.0105738+0.00510672j 0.0039536+0.00800443j 0.00142086-0.000498952j 0.00484912-0.0028068j 0.00632619-0.00934569j 0.00249089-0.00614759j -0.000141011+0.00754897j -0.00431803+0.0110114j 0.00204662-0.00626766j 0.00077059+0.00703352j 0.000858913+9.50978e-05j -0.000207054+0.00204295j -0.000341212+0.00145131j -0.00303878+0.00358969j -0.000667556-0.00144847j 0.00598116+0.00422961j -0.000367298-0.00380826j 0.00928299-0.00179574j -0.00181063-0.000619463j -0.000677724-0.000517844j -0.000164514+0.00597348j -0.00215732+0.000593498j -0.00140379+0.00289209j -0.00423244+0.00514091j -0.00230029-0.00125861j 0.0010067-0.00259334j -0.00328148+0.00765743j 0.00266342-0.00403424j 0.0066672-0.00608624j -0.00486116+0.00163846j 0.00328181-0.00476575j -0.0035389-0.00230931j -0.000803524+0.00555662j 0.000795432+0.00395548j -0.0010542+0.00476694j 0.00574666+0.00168717j -0.00520065+0.00022645j -0.00435015+0.00750684j -0.00209989-0.0038994j 0.0086051+0.00100551j -0.0017215-0.00106137j 0.00226404-0.00272926j 0.00513422+0.000760393j -0.00112989+0.00254496j -0.00253054+0.00370607j -0.0018421+0.00573949j -0.000609441+0.00535265j -2.5753e-05-0.00177572j -0.00268726+0.00742668j 0.00346606-0.000744615j 0.00171083-0.000898927j 0.00071192+0.00607169j 0.00175239-0.00228436j -0.00330504-0.00267308j 0.00217947+0.00324632j 0.00105032-0.00386302j 0.00134017-0.00397131j -0.00971285+0.00366301j 0.0030787-0.0108763j 0.000790876-0.000599432j 0.00256853+0.0006114j 0.00279757-0.00446645j -0.00204761+0.0015956j -0.00123145-0.00111938j 0.00263071+0.00622543j 0.00081742+0.0019029j 0.000462392+0.00429485j -0.000434463-0.000807963j 0.00332538-0.00328844j 0.00135496+2.50969e-05j 0.00144076+0.00256805j 0.00408096-0.0029755j -0.00114028+0.00273782j -0.00546664-0.00390101j 0.00241248+0.00441654j -0.00116731+0.00122666j 0.0010788+0.00100852j 0.00146146-0.00540658j -0.00290504-0.000708925j -0.00243129-0.0053957j -0.00114907+0.000929273j -0.000369016-0.0102406j 0.00219172-0.00373854j -0.00332009-0.00425121j -0.00144221+0.00277067j 0.00790662+0.000492265j 0.000142654+0.00274172j -0.00386245+0.00105554j -0.00250636+0.000540293j -0.000679939+0.0033123j 0.00325873-0.00731514j 0.00979309+0.00611298j 
0.0216023+0.000804137j 0.000369779-0.013849j -0.00107938+0.00112132j 0.00372274-0.00634865j -0.012353-0.0209262j -0.0204474+0.00612857j 0.0101566+0.00327926j -0.00489112+0.00553269j -0.00795366+0.00846562j 0.00476892-0.0125623j -0.00315574+0.00243719j -0.00570335+0.000228235j -0.00187266+0.0103347j -0.00664303+0.00900981j -0.00588482-0.00695617j -7.06299e-05+0.00989682j -0.00935229+0.0012451j 0.0025174-0.00359804j -0.00393463-0.00263452j 0.00236907+0.00036847j 0.000271884+0.00672374j 0.00209371+0.0128171j 0.0057093+0.00379508j -0.00111705-0.00582847j -0.00410552+0.00617103j -0.00776176+0.00319841j 0.00662756+0.00325847j 0.00297177-0.00469291j 0.000903512-0.00333246j 0.00161114+0.00172995j 0.00206329+0.0058233j 0.00514563-0.00097925j -0.000223352-0.00705539j 0.0106597-0.0012013j -0.00133916-0.00152422j 0.00193277-0.000294021j -0.00307346+0.00132627j -0.00181152+0.00690974j -0.000865752-0.00554457j -0.00410245-0.00355006j 0.000746644-0.00983025j 0.00394668+0.00288957j 0.0044948+0.0016623j -0.0013792-0.00355121j 0.00158628+0.00547709j -0.00977629+0.00882666j 0.00276172-0.00467617j 0.00633259-0.00303731j -0.00201695+0.00292546j -0.00310166+0.000934984j 0.00373209-4.28183e-05j 0.000250995-0.000766273j -0.0106822-0.00132894j -0.00432789+0.00371103j 0.00321234+0.00241564j -0.000630298-0.0037251j 0.00406406+0.00339107j 0.00202946-0.00489042j 0.00544787-0.000865452j 0.00145162+0.00208544j 0.00492294-0.000293553j 0.00390058-0.00292453j -0.00605115-0.00200704j -0.00438271-0.0131676j 0.00377319+0.00460936j -0.00428085+0.00207888j 0.00907371-0.00262258j -0.00530661-0.000775123j -0.00107894+0.00628545j -0.0025915+0.00104392j 0.0110105+0.00266504j 0.000202176+0.00321081j 0.00421693-0.00255512j 0.0171556+0.00625104j -0.000681372+0.0128672j 0.00428963-0.000679848j 0.00374888+0.000509241j -0.00639477+0.00597757j -0.0082263-0.00332014j -0.00067347+0.00815781j -0.0011558+0.00721348j -0.00302773-0.00742639j 0.00976981-0.00405895j -0.00397638-0.0084688j 0.00234204-0.00257666j -5.85298e-05-0.00517367j -0.00327777-0.00555527j 0.00255064-0.00488036j -0.0039713+0.000832339j -0.00263354+0.0051733j -0.00523928-0.00155108j 0.00923491+0.00309954j -0.00753051+0.0106873j 0.00726292+0.0103142j 0.0145547-0.00288636j 0.010884-0.0109576j 0.00845044+0.0131845j 
