-0.0454118+0.00901015j -0.017668+0.0343117j -0.0295683-0.0386746j 0.052297+0.0397197j 0.0158732+0.00238711j 0.037723+0.00315023j -0.0933291-0.0149803j -0.0268908-0.00227817j -0.0177302-0.00958684j 0.0101715+0.00240338j -0.0338529+0.0249274j 0.030549-0.0155178j -0.00308698+0.00559403j -0.0651825-0.00239239j -0.00116669+0.0157261j 0.0112144-0.00629771j 0.00873439+0.0143499j 0.0398761+0.00703679j -0.0191223+0.0397529j 0.0139721+0.0173516j 0.0127817+0.011477j -0.0276593-0.00524784j -0.026163+0.000598792j -0.0185477-0.00996309j 0.0164572+0.0102342j -0.0113584-0.0131995j -0.0113585-0.0120307j -0.0095979+0.00406219j -0.0153094+0.0225303j -0.0323718+0.0191395j 0.0122703-0.0141795j 0.0260238+0.0249531j -0.040739+0.0112502j -0.0094844-0.0088821j -0.0122778+0.00271022j 0.0147828-0.0072181j 0.0136695-0.0105411j 0.00306536+0.0104077j 0.0180378-0.00237823j 0.00184297-0.0201683j 0.0104022+0.0216632j 0.0293805+0.000979506j -0.0177552-0.000661466j -0.0209219+0.0106733j 0.0111893-0.0144206j 0.0128715-0.00285513j -0.00607703+0.024226j -0.0168951+0.00852447j -0.00644588-0.0081179j 0.0308259-0.0229547j -0.00205747-0.0173133j 0.000796472-0.0169749j 0.0067405-0.0115472j -0.00144811-0.0154813j 0.00403911+0.00521594j 0.0172698-0.00204843j 0.0186363-0.0265878j -0.0364673+0.00179895j 0.016372+0.0267539j -0.0334697+0.0515943j -0.00514052-0.0159593j -0.0111788-0.00480176j 0.004307+0.0441776j -0.00743505-0.00784487j -0.0296124+0.0233164j 0.0408628+0.0251634j -0.0549876+0.00458536j -0.0344138-0.0102494j 0.053706-0.0469436j 0.017262+0.00612953j -0.0309497+0.0118417j -0.00367336-0.0218306j 0.0674487+0.0174919j 0.00570053+0.0107378j -0.0247097-0.00446171j 0.0160357+0.0420785j -0.0104015+0.0584782j -0.0250436+0.146538j -0.080137-0.01558j 0.102355-0.029622j -0.0532353-0.03255j 0.0252578+0.0618055j -0.00175421-0.0501614j -0.0755159+0.0392423j 0.100037-0.00486031j 0.0376312+0.0253899j -0.0622885+0.0276761j 0.0244912-0.0772281j 0.0278567-0.0424182j -0.00143111+0.0580888j 0.0719533+0.0163365j -0.0808322+0.0440174j 0.0218851+0.00281272j -0.0261627+0.131549j 0.165144-0.0795445j -0.0422666+0.164205j -0.233003+0.133672j -0.0964829+0.173937j 
-0.0239495-0.0447726j 0.0424389+0.0256272j -0.00218233-0.0472825j -0.0763775-0.0443314j -0.000890063+0.0648242j -0.0544093-0.0172795j 0.00727499+0.0611024j 0.022598+0.0380411j -0.0106443+0.0300261j -0.00640548+0.00184423j 0.00121679+0.0243917j -0.016869-5.33994e-05j 0.0387523-0.0279375j 0.0227994+0.0222964j -0.0391549-0.0172141j -0.0186315-0.0237319j -0.0250568-0.015047j 0.00805802-0.0145769j 0.0392265+0.00305878j -0.0317501+0.0293207j -0.0534714+0.00346124j 0.00202986+0.0344284j 0.026244-0.00139662j 0.0115864+0.0318291j -0.0184015-0.0123851j 0.033098-0.024817j 0.0181986+0.00212662j 0.0184893-0.0256831j -0.00777945-0.000400519j 0.00876951+0.00548527j 0.0102985+0.00355945j -0.00288743-0.000287149j 0.0257669-0.00807442j 0.0410693+0.0337303j 0.018663-0.00879998j 0.0425935-0.0209278j -0.00715755+0.00727239j -0.0388083+0.0247621j -0.0392303+0.0153456j -0.0267266+0.000834978j -0.0430224-0.000539836j -0.0194809-0.034958j -0.0351229+0.0183186j 0.00467428-0.0366554j -0.0028864+0.0136428j 0.031845+0.0236275j -0.0397474+0.0110075j 0.0222686+0.00751781j 0.0174499+0.0150683j 0.000336702+0.00991763j -0.00138523-0.0195744j 0.0203048-0.0153794j -0.00947016-0.00585092j 0.00426165-0.00773818j -0.0065908-0.0250883j -0.00167066+0.0247132j -0.0278731+0.0146815j -0.0144424+0.0206635j -0.0311728+0.0102173j -0.00346515-0.0138552j 0.0256461-0.0200923j -0.0163443-0.00991141j -0.00600414+0.0115844j -0.0126644-0.0578743j 0.00689496+0.00471247j -0.0412374+0.00994368j 0.0337974+0.0178555j 0.00765308-0.0145107j -0.01473+0.0135272j -0.0247208+0.0168745j -0.00411851+0.0521671j -0.0179841+0.0525595j -0.0077381+0.00458737j 0.00839334+0.0158747j -0.0179104+0.0018755j -0.0191573-0.0376537j 0.00554103+0.00607298j -0.0066799-0.0213946j 0.0260036-0.024291j 0.00170465+0.0163939j 0.0180386-0.0223261j -0.0129646-0.00290091j 0.0161146+0.021115j -0.00777496+0.00923645j -0.0239738+0.0077003j -0.00886022-0.0147234j 0.0335115+0.00134337j -0.00794318-0.0237513j -0.0080081-0.00757267j -0.00955167+0.0262866j 0.020354-0.00609602j 0.0445003-0.030109j -0.0141525-0.00948437j 0.0113606-0.00143701j -0.0227369+0.023683j -0.00942273-0.01246j 0.00953253+0.00528409j 0.0160729+0.000566439j 
0.00584953+0.00678623j 0.00509428-0.0118151j 0.00168035-0.0206142j 0.0106988+0.0119975j 0.00175829-0.0220101j -0.00268668+0.0262749j 0.0394504+0.0135416j 0.00792325-0.0115095j -0.00706048+0.00540843j 0.017347-0.0222147j 0.00665804+0.000452434j 0.0195009-0.0013337j 0.0135857-0.0228848j -0.000846393+0.0413698j 0.00892571-0.0126412j -0.00634585+0.0201254j 0.0400744+0.00616258j -0.0356394-0.0190057j 0.0312286-0.0123962j -0.0166351-0.0519669j -0.0100196-0.0062852j 0.0260048-0.0250934j -0.0137998-0.0309289j 0.00802795-0.000953785j 0.00253668+0.0347683j -0.016724+0.0121936j 0.00126764+0.015489j 0.00861454+0.0315458j -0.0053496+0.00261481j -0.00361474+0.00252861j 0.0343713+0.0132449j 0.0121856-0.0247467j 0.0244127-0.0189068j 0.00801405+0.0117517j -0.00889808+0.00217701j -0.00850374-0.00463112j -0.0119415+0.016995j 0.00924321+0.00492136j -0.0279182-0.0245255j -0.0179785-0.00263133j 0.00483743+0.0111385j -0.0323131+0.0198971j -0.0237742+0.0214535j -0.0112067-0.00665441j 0.015833+0.0305281j 0.00537583+0.00940791j -0.0185181-0.0299582j 0.00199237+0.00560917j 0.0114258-0.0119042j -0.0154856+0.000605509j 0.0261215-0.00513181j 0.00290563+0.0205604j 0.0250208-0.00782029j 0.00516937+0.0275066j 0.0272069+0.0156184j 0.0329445-0.0300602j -0.011185-0.0269267j 0.00355959+0.0197156j -0.00801449-0.0231089j 0.000617767+0.000367587j 0.0020586+0.0531094j 0.0136795-0.0184586j 0.0174548+0.0345593j 0.033483-0.00311426j -0.0114174-0.0370145j -0.0302621-0.0154416j -0.0203847-0.00449076j 0.00202501-0.0111911j 0.0113465-0.0031911j -0.0107137-0.0141801j 0.0146694+0.00237235j 0.0334257+0.00039655j 0.0214202+0.0259587j 0.0165458-0.0327862j 0.0108762+0.0257897j -0.00716034+0.0140392j 0.0102218-0.00241229j 0.0175368-0.00741794j 0.00920246+0.00623055j 0.0225867+0.00640496j 0.0233431-0.0185891j 0.00448229-0.0219059j 0.0147718+0.00226293j -0.00751962-0.0133064j 5.45065e-05-0.0185867j 0.0085093+0.0194486j 0.0178477+0.0172226j 0.0121228-0.009418j 0.00843364-0.00666358j 0.0183906+0.032615j 0.00832337+0.00806943j 0.0118622-0.00622422j 0.0119376-0.00373416j 0.00172826-0.0020086j -0.00827657+0.0123209j 0.00959428+0.000301662j 0.0047487+0.000106193j 0.0036492+0.00174409j 
-0.039866-0.0405646j 0.0364077+0.0127229j -0.00429443-0.0520235j -0.0564692-0.025356j 0.0273386+0.0464442j 0.0139218+0.0119027j 0.0139864+0.0344341j -0.033787-0.004738j 0.0176483+0.0179188j -0.00949753+0.0134681j 0.0061453+0.023793j -0.00613828+0.0075521j -0.00351717-0.0207284j 0.0329743-0.0158987j -0.0139427+0.0233728j -0.0187068-0.0140617j -0.046952+0.00755136j 0.00310222-0.0157572j 0.0256666+0.0200116j 0.00034166+0.0209988j -0.0489457+0.0222205j -0.00908915+0.0417526j 0.0428461+0.00686225j 0.00320496-0.000274534j 0.00132266-0.0403346j -0.00617292+0.0179309j -0.00327427+0.0237565j -0.00678827-0.0147721j 0.0204436-0.00523656j 0.0318333+0.0109497j -0.0339726-0.0164319j -0.000702579+0.0147155j 0.0182484+0.0179937j 0.0249907+0.0239722j 0.00654659-0.00997392j 0.00607761+0.017892j 0.00697948-0.00189054j -0.0198316-0.0156266j -0.0142745-0.00797399j -0.0155627+0.0497666j -0.0144767+0.00657922j -0.0107146-0.0599865j -0.0232508-0.0437786j 0.0439781-0.0358696j -0.0427001-0.00214588j 0.00177757+0.0068579j 0.00570251+0.0245807j 0.0241597-0.0172302j 0.0164932+0.0212726j 0.00710789+0.0077744j 0.00499622+0.0224325j -0.0111622-0.043008j -0.0143198-0.00580141j -0.00264735-0.0400931j -0.0226494-0.0151886j -0.0177192-0.00395551j 0.0351567+0.0195585j -0.0214491+0.0168224j -0.0354516-0.0136086j 0.0246251-0.0340489j -0.0267733-0.0317159j -0.0263582+0.00411617j -0.0260988+0.0250042j 0.0116598-0.0150072j 0.0338084+0.0363345j -0.0189573-0.00101874j 0.00473005-0.00193199j 0.0157802-0.0227873j -0.0385784+0.00882846j -0.0118079-0.0323103j -0.00489288+0.0103897j -0.00979652+0.0281139j -0.0250934+0.00505196j -0.0246974+0.0107764j -0.0112563+0.0220185j 0.0137737-0.021908j -0.0155718+0.00118325j 0.0231024+0.00778444j -0.013325+0.00738426j -0.00522333+0.0278102j 0.0258774-0.0148421j -0.00112869-0.0329011j -0.00392829-0.000748797j -0.0189044+0.0163099j -0.0312648+0.0123705j 0.0100398-0.017991j 0.0258122-0.0183215j -0.0254564+0.00233085j 0.00414806+0.0112903j -0.00464867+0.0126494j 0.00758417+0.011119j 0.0204254-0.0123556j -0.0256698+0.0199134j -0.0131771-0.0162021j -0.0104666+0.0271784j -0.0231388+0.0124977j 0.0164454+0.00564622j -0.0142473+0.00573175j 
-0.0282086-0.0205484j 0.0295771+0.0126262j -0.00560763-0.0701967j -0.0398837-0.00706977j 0.0042687+0.0289951j 0.0113932+0.01495j 0.0173397+0.0088012j -0.0219744-0.000805223j -0.00420708+0.0115597j -0.0320003-0.00965739j 0.034479+0.0146935j 0.0455405-0.0278356j -0.00116677-0.0544114j 0.0266652+0.0311331j -0.0167714-0.00852264j 0.0206155-0.0288928j 0.0122741-0.0388648j 0.0108215-0.0136224j 0.0148473-0.00570465j 0.00804949-0.00660398j -0.0281871+0.00608267j 0.0188808+0.0415361j 0.00563409+0.0127107j 0.0234472+0.00457553j 0.00980684-0.0123316j -0.0340843+0.010949j -0.000594466+0.0496913j -0.0194671-0.00330929j -0.00983992-0.0111309j 0.00749602+0.00620059j 0.0349828-0.0307258j -0.0092695-0.0104269j -0.00759124+0.00696788j 0.0127884+0.00432293j 0.0356771+0.00708801j -0.0070555-0.00702106j 0.015747+0.0316489j 0.00794771+0.0178827j 0.00380686+0.025765j 0.00244448+0.0527135j -0.0029305+0.00873212j -0.0129751-0.0120177j -0.015786-0.0120758j 0.0207408-0.0272535j -0.0103747-0.0213604j -0.00212061-0.0311976j -0.00969005+0.0132117j 0.013352-0.02204j -0.0212098+0.00022883j 0.0102265-0.0105319j 0.00971952+0.015994j 0.00227061+0.0271491j -0.0278619-0.0116644j 0.00392179-0.0157778j 0.0178017-0.0164631j 0.00512366-0.00416095j 0.0224149+0.00602958j 0.0176616+0.0315334j -0.0196151-0.0506068j 0.00171223-0.0412709j 0.00823323+0.0245314j -0.0103827-0.0156173j -0.00722058+0.0161482j 0.023234+0.00111641j 0.00361381+0.00436865j 0.0121311+0.00445851j -0.0139372+0.0284833j -0.0147148-0.0105526j 0.00692054+0.00759317j -0.035851-0.0093097j -0.00524672+0.00153907j -0.0156408+0.0109317j 0.0111194+0.0107793j 0.00306565+0.00422396j -8.38035e-05+0.0100215j -0.00237507-0.000588073j 0.0060265+0.0039679j 0.0100633-0.0205028j 0.0216861-0.0045058j 0.0242812+0.00106302j -0.0128809+0.00218047j -0.0346867-0.0158669j -0.00509118+0.00245919j -0.0182191+0.0186002j -0.01894+0.00835256j 0.00675519-0.00498923j 0.0252488-0.0143599j 0.00375363-0.00637416j -0.0115171+0.00900968j 0.00694384+0.0196542j 0.0281117+0.0117438j 0.0211502-0.00399485j -0.00959808+0.00353354j -0.0156876+0.00970041j -0.00745639+0.0299202j -0.00795659+0.022501j 5.32185e-05+0.0140196j -0.0113193+0.00911947j 
0.0317559+0.0213595j -0.0254845-0.0161557j 0.0052086+0.0774512j 0.0321138-0.0205239j -0.000169413-0.0261794j -0.06392-8.42599e-05j 0.00774632+0.0276312j 0.0566024+0.0350307j -0.0145842+0.0162705j 0.0184921-0.017139j -0.00884207-0.0106104j -0.0201058+0.00104053j 0.0361431+0.00753634j -0.0224417+0.0122857j 0.00383908-0.0226893j -0.0117162+0.025118j 0.00635962+0.0149393j -0.016718-0.0145449j 0.0273992-0.0366315j -0.0222848-0.00925987j 0.00416402+0.0150258j -0.00627327-0.0496034j 0.00965432-0.0394762j 0.0228971+0.0202839j 0.0396153+0.0114637j 0.00732938-0.0178525j -0.00363448-0.0746035j 0.00787912+0.0297186j 0.00479101-0.000547727j -0.000895882-0.00429461j 0.0273093+0.0302151j -0.0409525-0.0015389j -0.0044083-0.0133763j 0.0186172+0.0005811j 0.00597263-0.0209409j -0.0364509-0.00734669j -0.018503-0.00392369j -0.0132187+0.0269062j -0.0192424-0.00567021j -0.00812846-0.0205226j -0.00100763+0.00912629j 0.0114527+0.0297857j 0.0126807+0.0341599j 0.0133376-0.0104049j 0.0436074+0.0268379j 0.0150553+0.00493416j -0.00403768-0.0030766j 0.0447685+0.0204678j -0.00443098-0.0278517j -0.00986516-0.0150315j 0.0120955-0.0174273j -0.0107173-0.0162056j -0.0169996-0.0220167j -0.00421469+0.0152511j 0.00021761+0.00133304j 0.0111294+0.0237335j -0.0114676-0.00873532j 0.0152593+0.0126084j -0.00832703+0.0432199j -0.0166532+0.00271668j 0.0227907-0.0174942j 0.00338121-0.00144783j 0.0318644-0.00412526j -0.00498218-0.00776028j -0.00992697-0.0199771j 0.00150047+0.0034988j 0.0320602-0.0393403j 0.00656464+0.0078596j 0.0264515+0.0128662j 0.0339902+0.0314711j 0.00352068+0.00871434j -0.00178122-0.0108479j 0.0131351-0.0109341j 0.0144697+0.00606467j 0.0111675-0.0269919j -0.0215733-0.0243577j -0.00517192+0.00661429j 0.0165455-0.0165844j 0.0250823-0.0110951j -0.0116561+0.00414645j 0.00199023-0.00948214j 0.0104618+0.00161538j 0.00905716+0.0168997j 0.0240607-0.0242914j 0.00443744+0.000215875j -0.0116671-6.45336e-05j -0.00951238+0.0015789j 0.00989608-0.021067j 0.00535806-0.00409913j 0.00986257-0.00394308j -0.00672896-0.0282041j -0.0110514-0.0185706j 0.00666855-0.0341382j 0.0208808-0.0152555j -0.0226648-0.0154345j 0.0147991-0.0354624j 0.0160987-0.0189633j 0.0329515-0.00819454j 
-0.00519776-0.0124545j -0.0110844+0.00775981j 0.0040319-0.0255267j -0.0156196+0.00732665j -0.00651931+0.0134652j -0.0207967+0.0155297j -0.0240179+0.0156229j -0.0105745+0.0159619j 0.000825785-0.0282298j 0.0301856+0.0253784j 0.00306814+0.00155183j -2.60665e-05+0.00331621j -0.0149671+0.0178658j -0.0124102-0.00994252j 0.0227076+0.000990604j 0.00224977+0.0216909j 0.0154624-0.0284539j 0.00106297-0.0325257j 0.00641874-0.0246162j 0.00122755-0.0313534j 0.008397-0.0245663j 0.0200935+0.00636686j -0.0437374+0.00513526j -0.000958401-0.00238421j -0.0151059-0.0355058j -0.00325655+0.0336057j 0.0144766+0.0448122j 0.00228663+0.00499672j 0.00527019+0.0211224j -0.00547393-0.0337689j 0.0315204-0.0208756j -0.0107308-0.02502j 0.00945887+0.00307222j -0.0100378+0.00704588j 0.00735883-0.0313773j -0.00858357-0.00818201j -0.0341439+0.024813j 0.0205503+0.0154067j 0.000632473-0.011112j 0.00990014+0.00940222j -0.0125195+0.00640467j -0.0033293-0.00356524j 0.00649192+0.0067219j -0.0226138-0.0241698j -0.0071372-0.0139057j -0.0102227-0.0084522j 0.0207392+0.00664545j -0.00910411-0.0076303j -0.00759642+0.0316299j -0.0146493-0.0245125j 0.00934667-0.0175647j -0.00254542-0.00271456j 0.00920553-0.00169946j -0.0181162+0.00931267j -0.00290452-0.0203339j 0.0261788-0.00829808j 0.0198911-0.0191735j -0.00683882-0.000985344j -0.0291696+0.0180947j 0.0190788-0.00739451j -0.002283+0.0138568j 0.00680416-0.0291472j -0.0184869+0.0216802j -0.0123163-0.00970598j 0.00018969+0.0168885j 0.0038614-0.0159858j 0.00312881-0.0173427j -0.00598355-0.00314997j 0.00530784+0.011133j -0.00350227-0.0265423j 0.00952387-0.00207699j 0.0126444-0.0245479j 0.0241825+0.0366039j 0.000402584+0.00353321j -0.0155723-0.0142617j -0.0045532+0.00344197j 0.00433844-0.013601j -0.0259341+0.0217282j 0.0124496-0.0136816j 0.0245791-0.0113434j -0.0221384+0.0286674j -0.00458417-0.00444309j 0.0242613+0.00210813j -0.0334869-0.00248283j 0.00190466-0.0212254j -0.00881347+0.0113618j -0.000385976+0.00738922j 0.01037+0.0114991j 0.0103554+0.0178453j -0.0109741+8.21223e-05j 0.00403093-0.00741181j -0.0237704+0.00355289j -0.0116647+0.00538328j -0.000195204+0.000733412j 0.0116827-0.0258645j 0.00662145+0.0211424j -0.0194351+0.00262869j -1.74549e-05-0.00408179j 
-0.00935572-0.0243956j 0.00459295-0.00873524j -0.0471707-0.0320019j -0.00522567+0.035437j 0.0117159-0.0127163j 0.012154+0.0286081j 0.00959587-0.0209966j 0.0223246-0.0239879j -0.0350924-0.030815j 0.025183-0.0102833j -0.00736997+0.0505633j 0.0200281+0.0478486j 0.0280111+0.0242651j -0.0348438+0.00984612j 0.023706-0.0171123j 0.00959063-0.0234333j -0.0436863-0.0351077j -0.00284958+0.0431814j -0.00702635-0.0112315j -0.0297086+0.0183107j -0.0370388-0.0080969j -0.00656352-0.0309878j 0.0437862-0.00637757j 0.00886633+0.0196247j -0.0131698-0.0107288j -0.00298516-0.0395615j 0.0165952-0.00864172j 0.0106142+0.0365556j 0.000967474+0.00699129j 0.0020299+0.0220349j -0.00403438-0.0211681j 0.0183333-0.00220104j 0.00310376+0.0347166j -0.0142733+0.0067078j 0.0132011-0.00718373j 0.00322117+0.0299759j 0.0156673-0.0175554j -0.0189209+0.00119253j 2.01861e-06+0.000310616j 0.00564379-0.0257444j -0.0127422+0.0115423j -0.00563946-0.0204242j -0.0213931+0.0291508j 0.0163819-0.00330455j -0.0385124-0.0151465j 0.0100604+0.0250259j -0.011311+0.021224j -0.00780395-0.00901944j 0.0113733-0.00410262j 0.0112569-0.00853666j 0.0106113-0.0017672j 0.0239587-0.00393066j 0.00622873+0.00795677j -0.0177459+0.0166282j 0.0197996+0.0122938j -0.0130321-0.023734j -0.00281094-0.00571719j -0.0166388-0.00891193j 0.0069071+0.0232379j -0.00787556-0.00499267j 0.0258491+0.00685556j -0.00292471+0.0120299j -0.0132457-0.0069672j -0.0289052-0.00998634j 0.00616668+0.0273174j 0.0122253-0.0128459j 0.0251194-0.0246171j -0.00840515+0.0151095j 0.0138279-0.0390456j 0.0110253-0.0292403j -0.00245038+0.0200467j 0.0316635-0.0082962j -0.00545261+0.0052104j 0.0214135+0.00169479j 0.00550806-0.0104695j 0.00444808-0.0045551j -0.00566666+0.00355739j -0.0217407+0.0048965j 0.0115934+0.0128651j -0.00574517-0.00672035j -0.00729682+0.00989121j -0.00556111+0.00641053j 0.0013108-0.0144281j 0.0121153+0.00398248j -0.00313709-0.00532503j 0.0114142+0.0185432j 0.00855345+0.0082762j 0.016013+0.000612642j -0.0210825-0.0172859j -0.00671703-0.0202716j -0.00320761-0.0017903j -0.0165066+0.0103922j 0.00589972+0.0182535j -0.00184057-0.0018508j 0.0178915-0.0149j -0.00727731-0.00182401j -0.0113647+0.00475631j -0.00454829+0.000523748j 
-0.0465976-0.0415495j -0.0429343-0.0492117j -0.0763203-0.039876j 0.00846217+0.087428j 0.042778-0.0358679j -0.00625793+0.0779308j 0.0104771+0.0300529j 0.00604242-0.00999499j -0.0145723-0.0234446j 0.035745-0.031834j 0.0253257+0.0460914j 0.00834409-0.0229668j 0.0274376+0.02878j 0.0135218+0.00396399j -0.00862828+0.0265755j -0.0156998-0.0411391j 0.00558394-0.0378797j -0.0100161+0.0250792j 0.0352987+0.0511776j -0.00402909-0.0475104j 0.0297726-0.0879228j 0.0241808+0.010627j 0.0152396+0.0707917j 0.0354084+0.0217721j 0.016954-0.0271698j 0.0172038+0.0206416j 0.013403+0.0424743j -0.0120749+0.0439707j -0.00926171-0.0106807j 0.00424862+0.0227334j 0.0115273-0.00598895j -0.011187+0.00293616j 0.0218958+0.00649336j -0.00436475+0.00715883j 0.0228168+0.0012861j 0.00240322+0.036706j -0.00844256+0.00759272j -0.0109557-0.0307676j -0.0049826-0.037704j 0.0312023+0.00131614j -0.0128718-0.0262908j 0.00702157-0.00381688j -0.0156522-9.11037e-05j 0.00765524+0.0311219j -0.00560768-0.0251998j -0.0178313-0.000278589j 0.0105615-0.0391079j -0.0107881+0.00772666j -0.0225715+0.0276592j -0.00810842-0.000705825j 0.00441572+0.0297419j 0.00794137+0.0371986j -0.00944211-0.0199345j -0.0210549+0.0132061j 0.00374617+0.00338105j -0.0137199-0.0730972j 0.00950648-0.0334316j 0.00931049+0.00330273j 0.00532125-0.0191416j -0.0100026-0.0171464j 0.00880592+0.0273624j 0.00819664-0.0298459j -0.0485942+0.0188035j -0.0221467+0.0160354j 0.0111683+0.0256483j -0.00710924-0.0210291j 0.011779-0.0110611j -0.00529477-0.0156816j -0.0212811-0.0158048j -0.0319737-0.0496378j -0.00296096+9.51123e-05j 0.011043+0.000537025j -0.0106137+0.0132058j 0.00666771-0.0334616j -0.00786584+0.00193648j -0.0121844-0.00854285j -0.0183158-0.00355371j -0.0443663+0.0111579j 0.0271393+0.018977j 0.0130477+0.00309771j 0.00382667+0.013249j -0.00918568-0.00702169j 0.0312623-0.0029833j -0.0133202-0.0116265j 0.00418658-0.00485811j 0.0389391+0.0189722j 0.0171448+0.00929952j 0.0109432+0.0013228j -0.0081069+0.0250981j -0.00639561+0.0112432j 0.0256087-0.0238156j -0.0472006+0.011246j -0.00996204+0.0254621j -0.00996328-0.00826132j 0.0205257-0.040834j -0.0122513+0.0269882j -0.0171541+0.0087667j 0.0159739-0.0145555j 
-0.0264184-0.022121j 0.0402573+0.0471136j 0.0174797-0.0610509j -0.0518721-0.0480631j 0.0164145+0.032414j -0.00456556-0.0141874j -0.00230814-0.00675114j -0.0162289-0.025975j 0.0106379-0.0237232j 0.0564347+0.0415947j -0.0584561+0.0465959j 0.00644333+0.075114j 0.0273541+0.0221745j -0.0727768-0.00834851j 0.0338228-0.0530877j -0.0127149+0.0453985j -0.0320187+0.0176461j 0.0416355-0.00283944j 0.032729-0.025885j 0.0294613+0.0140298j -0.0124334+0.0375411j 0.0316889+0.0153579j -0.0035238-0.00890911j 0.00646755-0.00532814j 0.0136109-0.0153607j 0.0118896-0.00263632j 0.0107656+0.00695606j 0.00281035-0.0295399j -0.0250927+0.00730432j 0.0226725-0.00369849j -0.00774721+0.014348j 0.012146+0.0299071j -0.00386954+0.00665542j 0.0335904-0.0137107j -0.00732193-0.00290887j 0.0353257+0.0114916j 0.0152712-0.031524j 0.00904244+0.0174566j 0.00719375-0.0004948j 0.0149947+0.00149991j 0.00657147-0.0218889j -0.00837275-0.0161148j 0.00226302-0.0321026j -0.0214331-0.0242633j 0.00709854-0.00517264j -0.018072-0.005228j -0.00416037+0.0194573j -0.00708789+0.00207139j -0.00262529+0.0157009j -0.00128486-0.00620244j -0.0310401-0.00239944j 0.0320869-0.0235908j -0.00459937+0.0338637j 0.0111483-0.0164431j -0.0204598-0.0348362j 0.00281325+0.0358266j -0.0130395+0.0211167j -0.00910999-0.0233086j 0.00209587-0.0212768j -0.0170295-0.00459703j -0.0101549-0.013431j -0.0256819+0.018139j 0.0176981+0.00509261j -0.00682188-0.00738019j 0.0160282+0.0172185j -0.0135758-0.00316266j -0.0297599+0.0220422j 0.00386495+0.0118744j 0.00520274-0.00672902j 0.00405651-0.0068796j 0.0144695+0.0482524j 0.0245081-0.00553507j 0.00167241+0.00872757j 0.0124704-0.00735284j -0.0208268+0.00556112j 0.0222415+0.000455584j -0.0222955-0.00867083j 0.0161529+0.0162255j -0.0188417-0.0117316j 0.010434-0.0113773j 0.0356413-0.0153771j 0.0235613-0.000207669j 0.00422266-0.0155165j -0.030146+0.0126434j -0.000376994-0.0151149j -0.000100832-0.00701368j 0.0334093+0.00699996j 0.0034388-0.0244673j 0.0106232-0.0151456j -0.0268461-0.00233961j -0.000534209-0.00854398j 0.0256634-0.0122689j -0.00538726+0.0308668j -0.01447-0.00808483j 0.00841586+0.00812502j -0.0249567+0.0360589j -0.0196138+0.0166208j -0.0278823+0.0142456j 
0.012852+0.0408318j 0.000367794-0.000453002j 0.03281+0.0133234j 0.0504498-0.00298921j -0.00747314-0.0192734j 0.0604376-0.0147191j 0.00210334-0.102605j -0.0432516-0.0583987j 0.00578278-0.0277093j -0.0336582-0.020971j 0.0142097-0.0290203j 0.0336815+0.0262848j -0.0235524+0.035313j -0.0290974-0.00852453j 0.0451785+0.0112649j -0.00749988-0.00362171j 0.00276348+0.0352647j 0.0495535-0.00759612j 0.0275989+0.0337783j 0.0306209-0.00696437j -0.0182164+0.00521295j 0.0450378-0.0198658j 0.0268745+0.0178598j -0.00695668-0.0107282j 0.00133872+0.049645j -0.0179711-0.0203301j 0.0222728-0.0233561j -0.00383585+0.0151734j -0.00743909-0.00996872j -0.00535363-0.0131855j -0.0312791-0.0194691j 0.0130945+0.00554787j -0.0123467+0.0138819j 0.01272-0.0222638j -0.00976827+0.0307367j 0.00793717-0.0204618j 0.0167701-0.00765811j -0.0166742-0.0303488j -0.00744686-0.014046j -0.0120238-0.0260791j 0.0147498+0.00474025j -0.0356703+0.0214293j -0.0247773-0.00691972j 0.0116351+0.0569849j -0.0269916-0.0244038j 0.00618064+0.00186298j -0.00470192+0.00110564j -0.0414101+0.0133789j 0.0535389-0.0281124j -0.00370125+0.00893934j -0.0062614-0.00530942j 0.0425576+0.00301616j 0.0105745+0.0313765j -0.0279233+0.019165j -0.00208825+0.0355938j 0.0158719-0.0133605j -0.00767071+0.00877421j -0.0245521-0.00414113j 0.034432+0.0381029j 0.0248501+0.0154036j 0.00799601+0.0257616j 0.00845068+0.034461j 0.00159213-0.0491993j -0.0154858+0.016118j -0.00404509-0.00843363j 0.0338486-0.0136515j 0.00950177+0.00800808j 0.00328156+0.0288292j 0.0235776-0.0137576j 0.0378706-0.00860014j 0.0133822-0.0062424j 0.0184675-0.0395208j -0.00665961-0.00365594j -0.0174532-0.00543016j 0.0109582+0.01881j 0.0309935+0.0331354j 0.0391764+0.00973072j -0.0125428-0.00701476j -0.00355633+0.00813085j -0.011314-0.0147955j -0.0103917-0.00457174j 0.0210093-0.00624597j -0.0287234-0.0213879j 0.0115048+0.0080475j -0.008123+0.0121801j 0.000949338+0.00514602j 0.0018089-0.00461121j -0.00373003+0.0182996j -0.0195042-0.0400238j 0.00954833-0.0291855j -0.0279865+0.029285j -0.000541385+0.0150945j 0.0265388+0.0104476j 0.000870874+0.00967109j 0.0227397+0.00576321j 0.00230824-0.00346268j -0.00599575+0.00550756j -0.0204113+0.00652823j 
