-0.014479-0.000931619j 0.0396844+0.00986468j -0.0036151+0.0110044j 0.0487847-0.041059j 0.00503216+0.00310011j 0.0142076-0.0154276j -0.0706325+0.00908706j -0.00146429+0.00443977j -0.00339753+0.0123102j -0.00779203-0.014553j 0.0162863-0.000789301j -0.00814864-2.79063e-05j -0.0252004+2.84536e-05j -0.0178023+0.0076522j -0.00262361+0.0193704j 0.0199349+0.011119j -0.0232754+0.00568753j 0.0341417+0.000189041j 0.00200234+0.0219429j 0.00900049+0.0153453j -0.00341373+0.00294939j 0.00032296+0.00597726j 0.00310505-0.00210983j -0.022302+0.00538124j -0.00792108-0.00099347j -0.00676247-0.00949548j -0.0309627+3.07095e-05j 0.00727819+0.00459213j 0.02069-0.00215991j -0.00549213+0.0135209j 0.024867+0.00402305j 0.00250814+0.00322649j -0.00608273+0.0103974j -0.0165114-0.0118088j -0.0183738+0.00481961j 0.007222+0.00601649j -0.00134338-0.000706234j 0.00217066-0.0101024j 0.0215891+0.00700413j -0.00895673-0.0134595j -0.0271148+0.00874585j -0.0234711-0.0333143j -0.0282116+0.0053554j 0.0189847-0.0168914j -0.0325963+0.00938383j 0.0284696+0.00616264j 0.0200641-0.00361466j -0.0203842+0.00012532j 0.00751778-0.0361724j 0.0335102+0.013764j -0.043191+0.0070093j -0.00473607+0.0162047j -0.0488145-0.0448045j -0.0115078+0.00817052j 0.0274423+0.0033962j 0.0209915-0.0414744j 0.0398611+0.0176852j -0.00106512+0.00208817j -0.0494738+0.0291041j 0.0640755+0.0285954j -0.0279778-0.0370602j -0.0285721-0.0297291j -0.0040684-0.0198774j -0.012233+0.00478177j -0.00174833+0.00258861j -0.0627489-0.0384245j 0.0263165+0.0268465j -0.00365072+0.0666491j 0.110406+0.084388j -0.00468865+0.066972j -0.146193-0.0963249j -0.000412246+0.0445106j 
0.0394842-0.0102485j -0.00635017-0.0144439j -0.00737119+0.0565873j 0.0485515+0.0186493j -0.0165198-0.0251414j 0.0273906+0.00714542j 0.0350966-0.0152051j -0.0221253+0.00281657j -0.0189162-0.00872217j 0.00630911-0.0214147j -0.00552639-0.0279992j 0.00635752-0.0115441j 0.0131248-0.0124645j 0.002678+0.00261871j 0.00830993-0.00624831j -0.0156271+0.0133242j 0.000688305+0.0269989j 0.00574547-0.00542163j 0.0109967+0.00724529j -0.0023509-0.00193417j 0.00446283-0.0187925j 0.0100992+0.012776j 0.0118612-0.0183432j -0.0405157+0.00862067j -0.0121301-0.00535j -0.00844773+0.0165571j -0.00316164-0.00440674j -0.0114556+0.00392065j 0.0123589-0.0279435j -0.0168408-0.00350435j 0.000717438-0.00602434j 0.00130914-0.00039739j 0.0303967-0.00802967j 0.00205551+0.00283471j 0.0180294+0.0149136j -0.0146711-0.00459596j -0.0125637-0.0147958j 0.00436293+0.0141578j 0.0160045+0.011594j 0.0123605+0.0195962j 0.0109604+0.0106113j -0.0247611-0.014054j 0.030685-0.0294158j -0.0232502-0.0407349j 0.00553668+0.0173056j -0.0116842+0.0032102j 0.00693552+0.0245506j -0.0238935+0.0106738j -0.00330227+0.0266914j 0.0147347-0.0181029j 0.0233203-0.00056342j 0.0103895-0.0278928j -0.010092+0.000494616j -0.00772004+0.0280659j 0.0258036+0.0268737j -0.0062243+0.00944002j 0.019001-0.0178382j 0.0363022+0.0117317j -0.0105363-0.00172235j -0.0136858-0.0294409j -0.0302582+0.0163444j -0.0253312-0.00845889j 0.00469638+0.00897337j -0.0129845-0.00348897j 0.0145243+0.00496581j -0.0144099-0.0178245j 0.040079+0.00269903j -0.0105755-0.00787679j -0.0113108+0.0167944j -0.0161558-0.0396005j 0.0185119+0.0211191j -0.00972506-0.0124236j 
0.0123604-0.0176417j 0.00664154-0.000162896j -0.0192207+0.00948248j 0.0089561+0.0201762j 0.0102864+0.000787411j -0.0185279-0.00569207j 0.00897357+0.000617827j -0.00656763-0.0136582j 0.0023739-0.0074707j -0.000667052+0.00160464j -0.0226827-0.0173279j 0.0163234-0.00104539j 0.0189675+0.0203411j 0.0342088+0.00615325j -0.0135162+0.0198676j 0.00358061-0.00390592j 0.00697732-0.0127899j -0.00875471-0.0104358j 0.00918809+0.00721762j -0.00372823+0.00485743j -0.0314769+0.00626844j -0.0102336-0.00659021j 0.00408832-0.0147994j -0.0108557-0.00635829j -0.00110542+0.00723495j 0.0100487+0.0167938j -0.000684768-0.0134644j 0.00953606-0.0100349j 0.00412552+0.0202183j -0.00541517-0.0113586j -0.00192258-0.0189307j -0.00502646+0.009085j 0.00362004-0.0189538j 0.00235172+0.000650698j 0.0145366-0.0186391j -0.00369809-0.00465269j -0.0017643+0.0156083j -0.0130828-0.0223437j 0.00464298-0.0130778j -0.00535395-0.0233074j 0.0219297+0.0104749j 0.0146811+0.0180702j 0.00200963+0.00812969j -0.00229523-0.0012849j -0.0225768-0.00440603j 0.00177193+0.0123003j 0.0178981-0.00960954j -0.0141167+0.0183947j 0.00787974-0.022686j 0.000285131+0.0092803j 0.0182844+0.00917497j 0.0228952-0.00342695j -0.0302522+0.00147078j -0.0115708+0.0047605j -0.0177671-0.0011841j -0.00656226-0.00703205j -0.0201227+0.0087614j 0.00331897+0.0084602j 0.0143378+0.0117337j -0.0150315+0.00645104j 0.018765+0.0149485j -0.0232305+0.0312291j 0.02479+0.0118799j -0.0292318+0.00308208j 0.00263549+0.0097819j -0.00142332+0.00312792j -0.0093949-0.000212294j -0.0154623-0.0127621j 0.00406765+0.0102262j -0.00799762-0.0120881j 0.00832252+0.00335102j 0.00317378+0.00726091j 
0.0188256-0.0049279j -0.00333545-0.00794946j 0.00186213+0.00976403j 0.0281756+0.014852j -0.0209047-0.0378754j -0.0264498+0.0175994j 0.0545901+0.0161388j -0.0111398-0.0257411j -0.00474365+0.00422111j 0.00922342-0.00306703j -0.00285357-0.0137953j 0.004962+0.024723j -0.00599192+0.00314149j 0.0278747+0.0273807j -2.64358e-05-0.0174583j -0.0140737-0.0215497j 0.000508586-0.0227804j -0.00299325+0.0126374j 0.0220221+0.0211641j -0.00502765-0.0316692j -0.0054624-0.00242566j 0.0248449+0.0264611j 0.0102582-0.0156027j -0.0199831+0.00987562j 0.0122012-0.000819282j 0.0168245+0.00461937j 0.00156719-0.0270941j 0.0102465+0.0134037j 0.00656529+0.0098411j -0.00935032-0.00578778j -0.0119709-0.00430277j 0.0142704+0.0130556j -0.0136417+0.00384472j 0.0305829+0.00154787j 0.0353868-0.0260989j -0.0158975-0.012851j 0.0348497-0.0010044j 0.00088655-0.0152767j 0.00659998+0.0185777j 0.024056+0.00234262j 0.0100224+0.0149891j -0.0131234+0.0209758j 0.0249358-0.00150249j -0.0401059-0.0309901j 0.00109217+0.00209261j -0.0236212-0.0150516j 0.0108108+0.0441162j 0.0070574+0.0206718j -0.00160908-0.00997932j 0.00407483-0.00986974j 0.0175579-0.025271j 0.0103187+0.00235223j -0.0203233+0.00213899j 0.00880791-0.0112631j 0.00466144+0.00119776j -0.0123427+0.00343135j -0.0168023-0.000236383j -0.0027552+0.0226945j -0.0233676+0.00872682j -0.0134283-0.0208864j 0.0199504-0.00898394j 0.0204461+0.0196577j 0.0313077-0.0128104j -0.0023411+0.0118565j 0.0142384-0.00561579j -0.0302219+0.0139806j -0.00965082-0.0130881j -0.0133986-0.0453823j -0.0165678+0.0236103j -0.00361372-0.0196844j 0.0260207+0.0131036j -0.000451213-0.00618336j 
0.0144627-0.0120493j -0.0119432-0.00402144j -0.0242961+0.0122144j 0.00751395+0.0264423j 0.00603265-0.00530007j -0.0289082+0.0033945j 0.0241488+0.0205952j -0.00714175-0.020075j -0.0233882-0.00374535j -0.00231354-0.0056272j 0.0213348-0.00473532j -0.0134378+0.0242389j -0.00985116-0.0140273j 0.004359-0.00920717j 0.00946871-0.0308209j -0.00374825+0.0206867j -0.00646543+0.00596572j 0.00349056-0.00708921j 0.0356551+0.0189506j 0.0182064+0.00888966j 0.00725912+0.00557084j -0.0127256-0.0139159j -0.0137959+0.00111949j 0.0143735+0.0217438j 0.0160504-0.00761295j 0.00255421-0.00540236j -0.0115575-0.00744301j 0.00862845+0.0233777j -0.0279814-0.000784861j 0.0155412+0.00381523j -0.00348259-0.0119548j -0.0199899+0.00453623j -0.0247575+0.000243491j -0.00411761-0.0228507j 0.0102697+0.014678j -0.044175-0.00467268j 0.0331333-0.0138098j -0.0267409-0.0129072j 0.00499296+0.00229511j -0.0184115+0.00370701j 0.000550957+0.0208392j -0.0429332-0.0337254j 0.0274318+0.0104583j -0.0108582-0.0188583j -0.00201647+0.0229981j -0.01162+0.00801119j 0.0471865+0.0409039j -0.000138281-0.00993497j -0.00360476-0.0103009j 0.00111335+0.0242834j 0.0283098-0.0240347j -0.00255412+0.00351104j -0.0217699-0.0209864j 0.00102762-0.00507495j 0.0296639-0.0126621j 0.000975842+0.00046856j -0.00773971+0.0112664j -0.010604-0.000543169j -0.00255635+0.00400507j 0.00463702+0.0332548j -0.0230438+0.00881787j 0.0172489-0.0151217j 0.013902-0.0271951j -0.0085299-0.0203849j 0.0110821+0.00357774j -0.010195+0.000940277j -0.00332468-0.00756359j -0.0122043-0.0175981j 0.00927438-0.00211565j 0.00609017-0.0128661j -0.00187601+0.0109177j 0.00287754+0.0124713j 
-0.00675044+0.00191064j 0.016023-0.0102602j 0.019139+0.00882981j 0.00586668-0.0326297j 0.00535147-0.00711776j -0.0153421+0.000503359j -0.0177658+0.0209332j 0.00829011+0.00746831j -0.00158502+0.0163065j 0.0100178-0.00347151j -0.00644146-0.0125777j 0.00359865-0.0179242j 0.00176612+0.00694958j 0.013245+0.00908218j -0.0043631+0.024392j 0.0025674-0.0192899j 0.00169739+0.00780119j -0.00169891+0.00516298j -0.0105669+0.0235302j -0.0100636-0.00868599j 0.0177285-0.00176103j 0.00867562+0.00855815j 0.0152365-0.00362266j -0.00710009-0.00375718j -0.0106719-0.00683542j 0.01573+0.00381217j -0.0207376+0.0163223j -0.00847918-0.00508525j 0.0153896+0.00608798j -0.00826671-0.00535407j -0.00480372-0.00658027j -0.0115334-0.00899063j 0.00766857-0.0146633j -0.0133265+0.0178928j -0.00313135+0.0145196j 0.00486526-0.00484005j -0.0229693-0.00395312j 0.00016099+0.00364832j -0.00366305+0.0114216j 0.00947946+0.0110939j 0.0120154-0.0100414j 0.0417455-0.0180186j 0.00829454-0.0217793j 0.0212265-0.0296139j -0.0163601-0.0092092j -0.0104163+0.0090669j -0.0190759-0.0233076j 0.0146746-0.00304459j 0.00520176-0.0187804j -0.0126224+0.0227601j 0.0131377-0.0253023j -0.0325773+0.0215061j 0.0157525+0.00479193j -0.00799094-0.0134439j 0.0223166+0.0133828j -0.0171941+0.00298976j -0.00821975+0.0362329j 0.00348602-0.00768208j 0.000183248+0.00379759j -0.0152296+0.0113991j -0.00332627+0.0266971j -0.0371532-0.0215462j 0.00802864+0.00891659j -0.0118955-0.0199776j -0.00204231-0.0151981j -0.0242953-0.00362246j -0.0147399-0.0164723j 0.0108018+0.000758534j 0.00650605-0.00593553j 0.0074222+0.0105637j 0.00470335-0.000529403j 5.53293e-05-0.0167191j 
0.0311555-0.0261857j -0.0093697-0.00335699j -0.0257147+0.0269402j 0.0321512+0.0476603j -0.00647189-0.0186421j -0.00852914+0.010261j 0.0573926-0.00402534j -0.0135034-0.0225427j -0.00576219-0.0238579j -0.00879262-0.00452996j -0.00214396-0.0111272j 0.0129144-0.000847143j 0.0277975-0.0114082j 0.0110067-0.00184238j 0.00975314-0.0149676j -0.0213519+0.0231559j -0.0186459+0.0167559j 0.0193667-0.00228269j 0.0171352+0.00551469j 0.0105079-0.000539958j -0.0146371+0.00054515j 0.0149456-0.013675j -0.0184086-0.0332551j -0.00366964+0.0191067j 0.0062281-0.000424781j -0.024293+0.00144746j -0.00629401+0.0012034j 0.0150864+0.0284335j 0.00239275-0.0106973j -0.0113117-0.000498449j 0.00413462-0.00670174j 0.0381908-0.0110268j 0.0442523-0.0077076j 0.0052026+0.00606152j 0.0139876-0.00558686j 0.0264556-0.0157679j -0.0123132-0.00486361j 0.0119285-0.0122538j 0.013648+0.0109362j -0.00339538-0.00381865j 0.0123352+0.00338954j -0.00502159+0.00709015j 0.0117886+0.0121772j -0.0122092+0.00559604j 0.0171822-0.00692442j -0.00303798+0.0167689j 0.0191349-0.0150453j -0.0154728+0.0441001j 0.0072954+0.00180904j 0.0184405-0.00653289j 0.0305328+0.00772341j -0.00740934-0.0305605j -0.0134187+0.00350251j 0.0208891+0.0243673j -0.013375+0.0019365j -0.024684-0.0194038j -0.028327+0.00345095j 0.0061632-0.00124946j -0.013717+0.0164442j -0.00769841+0.00802934j -0.0238873-0.00909069j -0.00556673+0.00633238j 0.00555262-0.00181296j -0.00727863-0.00695357j 0.00616087+0.0138048j 0.00819451-0.00855136j 0.0251886+0.0121884j -0.015686-0.00748716j -0.00779335+0.00783092j -0.0134304-0.0363342j 0.00969343+0.00718789j -0.00980864+0.014337j 
0.00319356+0.00102512j 0.000447698+0.00456914j -0.00462885-0.00226281j -0.0064774+0.00936555j -0.00648046+0.000724125j 0.0171978+0.00440182j -0.00841255-0.0322888j 0.00112942+0.0266304j 0.0458322-0.0113219j 0.0065824+0.0327561j 0.000208547+0.00617987j 0.0155703+0.0147571j -0.00993918+0.0128252j 0.0218172+0.0115863j -0.00532239+0.00661735j 0.00819597+0.0108149j 0.00068681+0.0157489j -0.00857987-0.00758625j 0.0370427+0.0238854j 0.0110199+0.000515094j -0.00101197-0.0161281j 0.00352282+0.0113353j -0.0290878+0.00567084j 0.00451638+0.00957663j 0.00817632+0.0055303j 0.00551169-0.0175195j -0.00216759+0.00475731j 0.0270747-0.013355j 0.0154864-0.00861256j 0.00822057-0.0100646j -0.0126659+0.0144344j 0.00423475+0.0104149j 0.023329-0.00220651j 0.0078182-0.00868728j 0.0281147-0.000409107j -0.00953729-0.0301983j -0.0278365+0.0108299j 0.00341106-0.0111278j 0.00806466-0.015542j -0.00531199-0.00918292j 0.0103821-0.00503564j 0.0185552+0.00300316j 0.00537801+0.00120125j 0.0129546-0.0331934j -0.00838764-0.0136449j 0.0256961+0.0174834j -0.0167585-0.00383555j -0.00926617+0.000495929j 0.00776629-0.0241401j 0.0100689+0.000663071j -0.0202689+0.00972762j -0.000648522+0.0149642j 0.00809648-0.0197834j 0.00301912-0.0166885j -0.0106507-0.0127347j 0.0118639+0.00602242j -0.019491-0.0104546j 0.0189574-0.00503448j 0.0231072-0.0170596j 0.00131435+0.00500104j -0.0057019+0.0185117j -0.0181126+0.00580161j -0.00822304+0.024006j -0.0212093-0.00265509j 0.00310616-0.00149022j 0.0146774-0.0076264j 0.0212801+0.0145987j 0.00428898+0.0128788j 0.0112695+0.000533628j -0.00731267+0.00759319j -0.00268265-0.00350835j -0.00460532+0.00512385j 
0.0111291-0.011816j -0.0103588+0.0135507j -0.0144282-0.000248853j -0.00325541+0.0303554j 0.00947383+0.00623158j 0.00229458-0.00633885j 0.00506773+0.00158206j 0.00992036-0.0137191j -0.00137477-0.00903101j -0.00312411+0.00183912j -0.0140584-0.00852976j -0.00247148-0.00706286j 0.0229589+0.0121564j 0.0081785-0.00196697j 0.0121678+0.0206626j 0.00226959+0.0147352j 0.00920304+0.00865403j 0.000172071+0.0254018j 0.00342238+0.00986694j 0.0177081+0.00783395j -0.0183382+0.00235375j -0.0222206-0.00987299j -0.0160678-0.00601024j 0.0196924-0.00450885j 0.00430362+0.00439903j -0.0216272-0.00947308j -0.00566899-0.000449498j 0.00589556+0.00681571j -0.0269745+0.0215534j 0.00922419+0.0017945j 0.00425392+0.00146386j -0.00601898+0.0207723j -0.0198217+0.0305552j -0.0120544-0.0146742j 0.027561-0.0174275j -0.0117667+0.0186693j 0.00835439-0.0361278j -0.0158388+0.0239091j 0.00327327-0.00807925j -0.00622759+0.000133614j -0.000672171+0.00932995j -0.0525689-0.00598166j 0.0203047-0.0222752j -0.000550611-0.0255766j 0.00751431+0.0725592j -0.0196094-0.0122571j 0.015145+0.0285635j -0.00582858+0.0113626j 0.00833311-0.0109706j -0.00148469-0.00243617j -0.0167643-0.0100852j -0.0152886-0.0273083j 0.0308676+0.0123042j 0.0108301-0.00215035j -0.000206195-0.0241756j 0.0111375+0.00304405j 0.0309769-0.0111325j 0.00635246-0.0221235j -0.00690294-0.00709495j 0.00789446-0.0148663j -0.0179438+0.0151629j 0.0101953+0.00709382j -0.00116027-0.0160692j 0.00775252-0.0232021j 0.000108319+0.00225769j 0.00937211+0.00472909j 0.019621+0.010868j 0.00418587-0.000671271j -0.00834215-0.00746214j 0.0039835-0.0147227j 0.00117041-0.00679681j -0.00559544+0.00590645j 
0.00793716-0.00690595j -0.0147429+0.0216025j 0.001439-0.0117743j -0.0322578+0.0318319j 0.00932927-0.000794389j 0.00278375+0.00915918j 0.0235092-0.0119927j -0.0109252-0.00175967j -0.00897302+0.00251426j -0.0128407+0.0137275j 0.00953919+0.001513j 0.0242495+0.0123187j -0.0114005+0.0153199j -0.00534192+0.00991257j 0.00203404-0.00375578j 0.0133919-0.0285149j 0.048627-0.00732101j -0.00595738+0.0103384j 0.0124109+0.00129646j 0.0165024-0.00425111j -0.000872331+0.0170153j -0.00240501-0.00933821j -0.000776176-0.00504821j 0.0213527+0.0186176j 0.0112629+0.0125215j 0.00803621+0.00104698j -0.00505597-0.0116413j -0.0278312+0.00435417j -0.0144454-0.00412001j 0.012016+0.00244598j -0.00572921-0.0150239j 0.00255664-0.0227218j 0.0155108-0.0033068j -0.0146678-0.0302894j 0.0184751-0.0200581j 0.0187769-0.0384143j -0.0213493+0.0103247j -0.0098399-0.00527892j -0.00804154-1.22444e-05j -0.0169063-0.00633111j 0.0251301-0.00853489j -0.00420502+0.00718433j 0.0132782-0.0160566j 0.0273025+0.00117078j 0.0354787+0.0431939j -0.0102746+0.00566587j -0.00101587-0.0112568j 0.0206668+0.0265739j -0.00952406-0.00162365j -0.0222271+0.0112204j -0.0050552+0.00131945j -0.0258637-0.00228372j 0.00149507+0.003867j 0.0331392-0.00370255j 0.00394172-0.0122407j -0.0161593-0.0189703j -0.0109043+0.000802639j -0.0302521-0.00722243j 0.012877-0.0199242j -0.0209161+0.0130433j -0.0247015-0.000962679j -0.0139427-0.0217246j -0.0111687-0.0131195j 0.0116218+0.00531151j -0.00473229-0.0203187j -0.00146386+0.0329253j -0.0225012-0.000146703j -0.00561088-0.0201574j -0.0272356-0.00705308j 0.00294729-0.00749917j 0.0113761-0.0015706j -0.00549738+0.00550703j 
0.0155563-0.00631429j -0.0337096+0.0153703j -0.0243439-0.0104963j -0.0158023+0.0547688j -0.00248985+0.0119264j 0.0221358+0.0026627j 0.0162502-0.0304949j -0.0109626-0.00922325j 0.0108116-0.034593j 0.00848356+0.0226065j -0.0115823-0.00538858j 4.75702e-05-0.0113117j 0.000191011+0.00950592j 0.00918414+0.00485287j -0.00357891-0.0277093j 0.00987627+0.00121469j -0.00449347-0.0189006j 0.014607-0.0131241j -0.00646402-0.0144861j 0.00347922+0.0146464j 0.000451332+0.00946371j -0.01841-0.0154682j -0.0115832-0.00485147j 0.0135924+0.0298369j -0.0374836+0.00370947j -0.0136153-0.0148154j -0.00388485+0.0128815j 0.0144105-0.0091231j -0.0131146-0.00586057j 0.00838387-0.00366564j -0.00450182-0.0224139j -0.00114231-0.0168766j 0.00342605-0.0130147j 0.0144527-0.0181065j 0.0116795-0.000222389j 0.00888666-0.0210629j 0.00281251+0.0216486j 0.0238859-0.0078399j -0.00869054-0.0101703j -0.00523367-0.00133639j 0.0047666-0.0127881j 0.00295129-0.000221102j -0.00362329+0.00732715j -0.0157603+0.0137719j 0.0192819+0.0182994j 0.00733995-0.000705487j -0.0066389+0.000769603j 0.022558+0.0102374j -0.00227343-0.00644606j 0.022805+0.0065461j 0.00872146-0.0146351j -0.000750315-0.0520853j 0.00956025+0.00941842j 0.00896666-0.00687978j 0.0253131-0.00767074j 0.00369957+0.00646473j -0.00104071-0.0138286j 0.00547988+0.0150156j 0.0135072+0.00820893j 0.0255787+0.00988964j -0.0219918-0.0123549j 0.01809+0.000425037j -0.0154121-0.00718619j 0.0180977-0.00183479j 0.0204045+0.00810465j 0.0283233-0.0206775j 0.0458584+0.0140238j 0.00805006+0.0146784j -0.0107795-0.0286711j 0.00243367-0.0193912j 0.00241993-0.00063829j -0.00114903+0.0233222j 
2.28131e-05+0.00875654j -0.0234427+0.0114095j -0.00951439-0.000631641j -0.0180647+0.00955308j 0.010615+0.0263865j 0.0102623-0.0214769j -0.0194783-0.0019289j 0.00942591+0.0220955j 0.0140888-0.00403565j 0.0186812+0.0112409j -0.0186587-0.0285306j 0.00046754-0.013107j 0.00156836+0.0091256j 0.012986-0.00786371j -0.0121856+0.0135756j 0.0136835+0.00768067j 0.00326262+0.0038134j -0.00342155-0.0155994j -0.0165946+0.000414071j -0.00285919+0.0136509j 0.00769868+0.00305043j -0.0192614-0.00848415j 0.00130719-0.00851322j 0.0284177-0.000838884j 0.00544438+0.000123848j 0.00960294-0.000329402j 0.0200798+0.0212868j 0.0346169-0.0032311j -0.0184583+0.0184798j 0.00306474+0.0170357j -0.00755131-0.0240726j -0.0199587-0.0103162j 0.0116499+0.00232336j -0.0140877+0.00798733j -0.0246193+0.015412j -0.0293808-0.00960509j 0.00549775+0.017211j -0.00395449-0.00564428j 0.00198169-0.000809061j -0.00266051-0.00205105j -0.00499607-0.00408014j 0.0297163-0.00752155j -0.0141336+0.019389j -0.00170551-0.0355568j 0.0149858+0.00586853j 0.0206209+0.0091946j -0.0226208-0.0365272j 0.0223593-0.00257558j 0.00358502+0.00345377j 0.00920134+0.0154133j -0.00392917+0.00668415j 0.00719453-0.00495426j -0.00196515+0.0301735j -0.0121006+0.012064j 0.0204492+0.0019091j 0.0359274-0.017802j -0.00780916-0.00842377j 0.0181724+0.00403749j 0.0117292+0.0343895j -0.0035024+0.0128058j 0.0133967-0.00637307j 0.00889693+0.00176331j 0.0207357+0.0042458j -0.00899935+0.000374335j 0.0138417+0.0283704j 0.0277443-0.0223961j 0.0149044+0.0198287j -0.00349805+0.0180037j -0.00145982-0.00744642j -0.0114932-0.00751379j 0.00733635-0.000426772j 0.00198611-0.00207323j 
-0.00085651-0.00912467j -0.0145229+0.00527234j -0.00520937-0.00315315j -0.0140713+0.0218559j 0.00693367-0.0025342j -0.0221299+0.00710677j 0.0214778-0.000256396j 0.00631286-0.0211075j 0.00611738-0.00635651j 0.00406319+0.00103284j -0.0132658+0.00901399j 0.00842648-0.0075985j 0.0103358+0.00822499j 0.0156407+0.0180984j -0.00314056+0.00534673j 0.00185208-0.0284465j 0.0130433+0.0129562j -0.0264692+0.0029442j -0.0111108+0.0104547j -0.0166872-0.00977947j 0.00117601+0.00743538j 0.0307754-0.0181991j 0.00275934-0.015832j 0.0290878-0.00775285j -0.00640215-0.00491174j 0.0153809-0.021513j 0.0148458+0.00555143j 0.0270952+0.00443936j -0.0289496-0.00189372j 0.000694906-0.00299054j -0.00862024-0.00635124j -0.0285238-0.00793104j 0.00719375+0.00622194j -0.0010576-0.00739363j 0.0132763-0.0349799j -0.0193769-0.0499869j -0.0121221-0.0120744j 0.0240513+0.0118177j 0.0064012+0.0189064j 0.0116758+0.0244824j 0.0156515-0.0298851j -0.00251179+0.00953378j -0.0148189-0.0184311j -0.0100169-0.00742392j 0.0126513+0.0181609j 0.0161159+0.00423489j -0.0204068-0.00440097j 0.0248163+0.0154805j -0.0166246-0.00248324j -0.00979138+0.0114769j -0.00247754-0.00582756j -0.00137132-0.0034732j 0.00881966+0.00999547j 0.0029501-0.0154742j -0.0047928-0.00361817j 0.0157949+0.00374138j -0.0135673-0.015808j -0.00304811+0.0109196j 0.0125552+0.00698868j -0.0214436+0.00472431j 0.00151798-0.00494169j 0.00521705+0.00805393j 0.00787795-0.0115918j 0.00758723+0.0065829j 0.0141165-0.00409393j 0.00523328+0.0179006j -0.00669619+0.00967057j -0.00837264-0.00913386j -0.0175597-0.0115885j 0.000231276-0.00769445j 0.012411-0.00174098j -0.000669389+0.00535482j 
-0.0129376+0.00102251j 0.0195603-0.0115694j 0.0184928-0.0322131j -0.00513386-0.0351894j -0.010246+0.00241041j -0.00487912+0.0122204j 0.000868749-0.0122024j -0.00279898-0.0252152j 0.00670411+0.00367055j -0.0121928-0.00426457j 0.00277754+0.0224016j -0.00585128-0.0203187j 0.00936311-0.0268215j -0.0400758+0.000400668j 0.0106747+0.0114532j -0.000342754+0.0251017j -0.00537747-0.0113966j -0.0117393+0.0120412j -0.000142975+0.0156054j -0.0125562+0.00217j 0.0214202-0.0177451j -0.0238707-0.00560604j -0.00908128+0.014407j -0.0196306-0.00443199j -0.00300865-0.00817345j -0.00339382-0.0219805j -0.00552861-0.0291377j -0.00963967-0.00620894j -0.00136349+0.00477332j 0.0247054-0.014357j 0.0131659+0.000572568j 0.000148355+0.0172036j -0.018682-0.0114449j 0.00466167+0.00557472j -0.00144424+0.00284721j 0.00232597+0.00522767j -0.00945521-0.0130147j 0.00586376+0.0041458j 0.00998684+0.0118905j 0.00147897+0.00923955j 0.00975161-0.0152994j 0.00100918+0.00519005j 0.00672272-0.0117542j -0.00165689+0.0148722j -0.0186127-0.0490331j -0.00508647+0.00596305j -0.0143122+0.00225233j 0.0109595-0.0334211j -0.0027161+0.00251437j -0.0113815-0.01627j -0.0159395-0.0104066j 0.0235127+0.0151518j 0.0111285-0.0166376j -0.00517131-0.00935088j -0.0207707-0.007986j -0.0105138+0.00274221j -0.0144924+0.0172818j -0.0135388+0.0205831j 0.00552976+0.0266366j -0.0111817+0.00670371j 0.0206177-0.0141051j 0.0199294-0.00918921j 0.000687522+0.00816577j 0.00324622+0.0210061j -0.00603695+0.00474875j -0.00963525-0.000881524j -0.0058651-0.0212819j 0.0112692-0.0098426j 0.0115531-0.00729953j 0.0106088+0.0252942j -0.00853588-0.00518405j 0.00134141+0.00859668j 
0.00329318+0.0118108j -0.01724+0.0137296j -0.00919207-0.0173691j -0.0199634+0.0098368j -0.00683098+0.0287768j 0.00994003-0.00601643j 0.0119455-0.0251731j -0.00919316-0.00262206j -0.0232259-0.010065j 0.0129334+0.00262109j 0.0022049+0.023305j -0.0115791-0.00726763j 0.0127039-0.0262288j -0.000911257-0.0148444j 0.0285765-0.0285812j -0.0159145+0.00125006j 0.0123463-0.00221172j 0.0204012+0.00772505j 0.0191455-0.00341937j -0.0115196+0.0108543j 0.0122359-0.00307294j 0.011457-0.0102146j -0.0215706+0.0164323j -0.0214738-0.0136089j 0.00088428-0.00484472j -0.00301695+0.024737j 0.00197603-0.0171076j -0.0233091-0.0150145j 0.0253245+0.01304j 0.00595858-0.00506909j 0.00695605-0.0167393j -0.00226829-0.00402265j 0.00897445-0.00662929j -0.00479418-0.00187898j -0.0253649+0.0129378j 0.00636314+0.0117862j -0.0178043+0.0111877j -0.00308006-0.0086439j 0.0184862-0.0333158j 0.000422922-0.019535j 0.00478471+0.0147553j -0.000197443+0.0322117j 0.00376294+0.0139854j 0.00978253+0.0283206j -0.0230031-0.0273016j -0.000266999+0.0106237j 0.0150918-0.0137814j -0.0192213-0.0304392j -0.0187642-0.00649915j -0.0278608-0.0252338j -0.0123254+0.0116115j -0.016522+0.0069146j -0.00739749+0.0486906j 0.00184193-0.00729773j -0.0115788-0.00866258j -0.00769616+0.0347128j -0.000615126-0.00167413j -0.0150227+0.0313285j 0.00790891+0.000157221j 0.00301825+0.00384181j -0.0032506+0.0103155j 0.00607974+0.00995017j -0.00458731-0.0055543j 0.00133306+0.0247272j 0.00119726+0.0104574j 0.00520987-0.00022353j 0.00291471-0.00851515j -0.000400416-0.00895847j -0.00693749-0.0130043j 0.00667519-0.0133235j -0.00145985+0.00162011j -0.00336929+0.00406043j 
