-0.014479-0.000931619j 0.0396844+0.00986468j -0.0036151+0.0110044j 0.0487847-0.041059j 0.00503216+0.00310011j 0.0142076-0.0154276j -0.0706325+0.00908706j -0.00146429+0.00443977j -0.00339753+0.0123102j -0.00779203-0.014553j 0.0162863-0.000789301j -0.00814864-2.79063e-05j -0.0252004+2.84536e-05j -0.0178023+0.0076522j -0.00262361+0.0193704j 0.0199349+0.011119j -0.0232754+0.00568753j 0.0341417+0.000189041j 0.00200234+0.0219429j 0.00900049+0.0153453j -0.00341373+0.00294939j 0.00032296+0.00597726j 0.00310505-0.00210983j -0.022302+0.00538124j -0.00792108-0.00099347j -0.00676247-0.00949548j -0.0309627+3.07095e-05j 0.00727819+0.00459213j 0.02069-0.00215991j -0.00549213+0.0135209j 0.024867+0.00402305j 0.00250814+0.00322649j -0.00608273+0.0103974j -0.0165114-0.0118088j -0.0183738+0.00481961j 0.007222+0.00601649j -0.00134338-0.000706234j 0.00217066-0.0101024j 0.0215891+0.00700413j -0.00895673-0.0134595j -0.0271148+0.00874585j -0.0234711-0.0333143j -0.0282116+0.0053554j 0.0189847-0.0168914j -0.0325963+0.00938383j 0.0284696+0.00616264j 0.0200641-0.00361466j -0.0203842+0.00012532j 0.00751778-0.0361724j 0.0335102+0.013764j -0.043191+0.0070093j -0.00473607+0.0162047j -0.0488145-0.0448045j -0.0115078+0.00817052j 0.0274423+0.0033962j 0.0209915-0.0414744j 0.0398611+0.0176852j -0.00106512+0.00208817j -0.0494738+0.0291041j 0.0640755+0.0285954j -0.0279778-0.0370602j -0.0285721-0.0297291j -0.0040684-0.0198774j -0.012233+0.00478177j -0.00174833+0.00258861j -0.0627489-0.0384245j 0.0263165+0.0268465j -0.00365072+0.0666491j 0.110406+0.084388j -0.00468865+0.066972j -0.146193-0.0963249j -0.000412246+0.0445106j 
0.00507341+0.00589945j -0.0241764+0.011105j -0.0160094+0.00979569j -0.0111085+0.0286065j 1.22071e-05+0.0160019j 0.0272725-0.00983794j 0.00192698-0.030389j -0.00924923+0.00879847j 0.000421442-0.00630995j 0.00600409+0.00680784j 0.00430827+0.000970893j 0.0115472+0.0124482j 0.0133434+0.0089536j 0.00215502+0.0067452j -0.000964544+0.0103456j 0.0152596+0.00734295j -0.00690791+0.0124991j -0.00923901-0.0286292j -0.0120383-0.0237701j 0.00270674-0.0111546j 0.00292862-0.00212793j 0.00387854+0.0192438j -0.00500061+0.0282044j -0.00588233+0.0330005j 0.0108483+0.020068j -0.0129865-0.00274296j 0.0175682-0.00390467j 0.00315743-0.0163981j -0.0278248-0.0343426j 0.00562374-0.00132281j -0.000346877-0.00172003j -0.00524424-0.0163744j 0.0186821-0.0026561j 0.0204259+0.0191279j -0.00968042-0.00266094j -0.0004023+0.00991576j -0.000440578+0.00362002j -0.000746285-0.00527379j 0.00525072+0.00742968j 0.00515193-0.00978222j 0.0155303+0.0127534j 0.0104908-0.0142961j -0.00748541+0.00980961j 0.01336-0.00610549j 0.0126012+0.0157587j 0.0168935+0.00065689j -0.0106325-0.00264632j 0.0146082+0.0067319j 0.00216928-0.00277346j 0.0113985+0.00646483j 0.00316645-0.00467951j -0.0085499-0.00556245j 0.0141161+0.0261866j 0.0151881-0.00906024j 0.0179409+0.00632766j 0.00902996+0.00614011j -0.00913447-0.0261475j 0.0107998-0.0103362j 0.00894466-3.21883e-05j 0.00625824-0.00798891j -0.0343731+0.00104092j -0.00689586-0.0298161j -0.00470534-0.000972188j 0.0139821-0.00702142j 0.00393011-0.000648543j 0.0170711+0.00487498j 0.012229+0.0119328j -0.0040336+0.00707133j -0.0118967-0.0111554j -0.00351513-0.0187331j 0.00455665+0.00457518j -0.00441305+0.000891973j 
-0.00273344+0.00369223j 0.00146783-0.00136831j -0.00249441-0.00762073j 0.00396215+0.00134339j -0.00265716-0.0101983j -0.00273345+0.0121809j 0.0099601+0.00218594j -0.010665-0.0131202j -0.00723889+0.00918296j -0.0117971-0.016583j 0.00260035+0.0169124j -0.0041873+0.00817703j 0.00253867-0.0140874j -0.00964956-0.00657517j 0.00353939-0.0127679j 0.00389987+0.0118959j -0.000876535-0.0037759j 0.00161405+0.010539j -0.0194067-0.0123563j -0.00723259-0.00185682j -0.00525406-0.0121281j 0.00343137-0.0102047j 0.0100249-0.00963171j 0.000757017-0.0193468j -0.00422048+0.00064892j 0.0022293-0.00677026j 0.0265269+0.00633876j -0.0014916-0.000381751j 0.00260939+0.013349j -0.020656+0.00120624j -0.0072714-0.000107118j -0.00973267+0.00547612j 0.00986602+0.0188885j -0.0102635-0.0177235j 0.0217226-0.0151558j -0.0121576-0.00752118j 2.77026e-06-0.0017448j -0.0112685+0.00404968j 0.0166124+0.00331812j 0.0068436+0.0130882j -0.0123043-0.00652718j -0.026027-0.00982651j -0.00280079+0.00532323j 0.0028611+0.00410332j -0.0165936-0.0252203j 0.000962581-0.00713707j -0.00234462-0.00297186j -0.0081172+0.00152514j -5.35469e-05+0.00447839j 0.0090869-0.0097236j 0.00461677-0.00559103j 0.00102983-0.0124991j -0.0165905-0.00956786j 0.0136195-0.0220379j -0.00031718+0.00165414j -0.0158592-0.00675792j 0.0178835-0.00829053j -0.00187045-0.00362978j 0.00456532-0.00877134j 0.0166029+0.0123923j -0.0101458-0.00502646j -0.00641745+0.00128422j -0.000721344+0.00479849j 0.00209215-0.00307143j 0.000228526-0.0104709j -0.00962166+0.00169392j -0.00780934-0.00525593j -0.00198517+0.00185042j 0.00503479+0.0120098j -0.00730504+0.0120444j -0.0098528-0.00834018j -0.00236004+0.00892343j 
0.00462559-0.00623154j -0.00616215+0.00910971j -0.0272096+0.0243075j 0.0120121-0.00232701j 0.0270314+0.0108703j -0.0293307-0.0387359j -0.00969478+0.0410839j 0.0106814-0.0137683j 0.00898028+0.00859074j -0.014205-0.0162982j 0.00625948-0.00779115j -0.00186183+0.0142533j 0.0180722+0.00755162j -0.00307865+0.00862625j 0.007767+0.0129277j 0.0201093+0.0394651j -0.0152228+0.0347578j 0.00601766-0.00489623j -0.0157025+0.00306682j 0.00103419+0.0270017j -0.0457957+0.0026275j -0.0329567-0.018701j 0.012224-0.0112809j 0.00951901+0.00811489j -0.0109832+0.00323707j 0.00244358+0.010937j -0.00741248+0.0280442j -0.00376305+0.0295633j -0.00124525-0.0170877j -0.00322267+0.0118056j 0.000925798+0.016603j -0.00602271-0.0165276j 0.0047319-0.023151j -0.0161791-0.0203651j -0.00807677+0.00738331j -0.0158519+0.0245482j 0.00407881-0.000864632j 0.00829715+0.00742425j 0.0173397+0.0129569j 0.00565929-0.0073057j 0.00597648+0.0292148j 0.0153485-0.0257761j -0.00617245+0.01952j 0.0267587+0.0277367j -0.0234255-0.00160485j 0.00182481+0.00361353j 0.018502-0.0145753j 0.0109707+0.024115j -0.006478-0.010468j -0.0108546+0.00661852j -0.0121874-0.00407006j -0.00877934-0.00143512j -0.00620159+0.0011646j -0.0178504-0.00391984j -0.0245739+0.0114283j 0.00991602-0.00595198j -0.0114606+0.00263299j -0.00379629+0.00224986j -0.0155744+0.0168359j 0.0011131-0.0103433j 0.0122028-0.000317983j -0.00633442+0.0131881j -0.00229767-0.00403878j -0.0190547-0.0210786j 0.0143462+0.0127832j 0.0131063-0.00450376j -0.00163765+0.000520079j -0.0125425+0.00178957j 0.007168+0.0117952j -0.00917833-0.00489284j 0.00047372-0.00207208j -0.00117417-0.0116042j 
0.0058204-0.00511205j 0.0332161-0.0139374j 0.0222673+0.00567809j 0.023105-0.0532827j 0.00623969-0.020572j -0.0211813-0.0147913j -0.0186515+0.0431465j 0.0174872-0.00731916j -0.00596961+0.0135141j -0.0104368-0.0371894j -0.020027-0.0120704j -0.0226594-0.0300887j -0.00749316-0.00594977j 0.00143808+0.0198833j -0.0136308+0.022425j -0.00918802-0.0129401j 0.0121385+0.0152216j 0.00657896+0.0152151j -0.00895597-0.00302376j -0.00851201-0.00291406j 0.0170562-0.00325146j -0.00318382+0.00334771j 0.0237914-0.000761397j -0.0218072-0.00917496j -0.00987082+0.0056596j -0.00176424-0.00538513j -0.0214454+0.033043j -0.00288641+0.00742745j 0.0017488+0.0105644j -0.0234125+0.0166635j 0.0118867+0.0128066j 0.000494526+0.00870582j -0.00343556+0.00948764j -0.00295056+0.0118865j -0.0255845-0.00765054j 0.00924548+0.00736737j -0.017225-0.0163728j -0.0071138-0.00110145j 0.0017625+0.0197075j 0.0060083+0.0303701j -0.0195896+0.00562848j 0.0294157-0.0111065j 0.000939343-0.0244946j -0.0050926-0.00642655j -0.0204264-0.0463745j -0.0030052+0.0103459j -0.0161591+0.0146247j -0.012788-0.00512837j -0.00557954+0.000845304j -0.0183586-0.0249331j 0.000167474-0.00667376j 0.0298989-0.00316425j 0.00300342+0.00503542j -0.0108744+0.017008j -0.00303705-0.00402938j 0.00318866+0.00623774j 0.00490555-0.00145438j 0.0017155-0.0158197j -0.00364977+0.0233229j -0.00282293-0.023912j 0.022852+0.00445556j -0.0218739+0.00925914j 0.00205032+0.00512054j -0.0111635-0.0158683j 0.00167108+0.00240699j -0.0196505-0.0111556j -0.00423625-0.0131273j 0.00514006+0.00951995j 0.0177071+0.0215546j -0.014365+0.00664011j -0.00813875-0.00933778j -0.00522908-0.0164084j 
-0.00523652-0.00852626j 0.0191889-0.0161808j 0.0068547+0.00841012j 0.0139032-0.00280591j 0.00365163-0.0197498j -0.00183872+0.0122232j -0.00457901-0.00727821j 0.00184968+0.00615946j 0.024565-0.0154583j 0.00162957+0.00981106j 0.00658883+0.00900679j 0.0171523-0.00216003j 0.00753727-0.00605378j -0.0080585-0.0287561j -0.00277855+0.00777151j -0.00916542+0.016848j -0.00872181+0.0111478j -0.00823609-0.00198209j 0.0192245+0.00794363j 0.0208406-0.016922j 0.0125384-0.0132277j -0.00183302-0.0189701j -0.00944965+0.00299905j -0.0172001-0.00171392j 0.0148002+0.00975791j 0.00484083-0.0151649j -0.00241574-0.0131071j 0.000122265-0.0328112j 0.00205715-0.00995447j 0.00140736-0.00767775j -0.00581725+0.0013335j 0.00895895+0.00816784j -0.00295364-0.0107773j -0.00466152-0.010517j 0.00961301+0.0170837j 0.011894-0.0147694j -0.000867362-0.00680236j -0.0222995-0.00753626j -0.0115593+0.00444787j -0.0366712-0.00133287j 0.0161934-0.017561j 0.01461-0.0262114j 0.0165548+0.00159623j -0.00277824+0.00211816j 0.00381127+0.0212495j 0.0121126-0.00479508j -0.0194761+0.0182984j 0.012067+0.00407579j -0.00190097+0.0251809j 0.00668639-0.00640847j 0.00163707-0.000735699j 0.00155437-0.0363786j 0.0180756+0.0246703j 0.00652298+0.0276116j 0.0232563+0.000198267j 0.00132497-0.0290623j 0.0216663+0.0123254j 0.00828927+0.00706907j -0.00953035-0.0140358j 0.0167471-0.00722403j -0.000181453-0.0121106j 0.00198636-0.0220878j 0.00464441-0.00970204j 0.0105212+0.00750555j -0.0225028-0.0158548j -0.0024816+0.0228183j -0.0197818+0.00517828j -0.0062007+0.00745764j -0.0071855-0.00306804j 0.010226-0.00327875j -0.00732021+0.0074905j 0.00015717+0.00504322j 
-0.0174082+0.0226249j -0.0398875+0.0288497j -0.0077084-0.0363822j -0.0337745+0.023005j 0.00826467+0.0145557j -0.0162823-0.00262886j -0.00239391+0.000586344j 0.0220106-0.00076257j 0.0202166-0.0145535j 0.0300034+0.023083j -0.00765293-7.70856e-05j 0.000272308-0.0062394j -0.00123921+0.0056289j 0.00923528+0.00819288j -0.00561996-0.0110354j 0.00373696+0.0029537j 0.00747617-0.00710129j -0.0243139-0.00299659j -0.00942805+0.00281478j -0.00594253+0.00528895j -0.0024733+0.00285852j -0.0169911-0.00957669j -0.00581389-0.000999731j 0.011238+0.00645324j -0.00108694+0.00688619j 0.00332654+0.00847036j 0.0205026+0.0263382j 0.0012528-0.00437163j 0.000920347-0.00701143j 0.0130734-0.0234137j -0.00454204+0.0112353j -0.0172199+0.0063038j 0.00382581-0.0187769j -0.0104715+0.00119119j 0.00785156-0.0153403j -0.0280428-0.00515321j -0.0175793-0.00882616j -0.0114979+0.0222686j -0.00610196-0.0119824j 0.00367785-0.0126862j 0.00397238-0.0134062j -0.0132431+0.0277507j -0.0137835+0.00604771j -0.0286606+0.0103096j 0.0256644+0.00413575j -0.00571052-0.00167801j -0.0107393-0.0312807j 0.0295339+0.000471983j 0.0145718-0.000489655j -0.00997078-0.00865128j 0.0164414+0.0303492j -0.000991892+0.0229797j 0.00785715-0.00454094j -0.00336566-0.00304028j 0.000823192-0.00955979j 0.0138803-0.00768906j -0.00714404-0.00992334j 0.000862955+0.00756j 0.0223829-0.00966505j -0.0118132+0.013378j 0.00466742+0.0109849j 0.0154898+0.00281646j 0.00239183+0.00247948j -0.00891672+0.0148006j -0.0177369+0.000583712j 0.0313256+0.0276767j -0.0229786+0.00734154j -0.00118409-0.00647687j -0.0327949-0.019631j 0.00930717-0.00227144j 0.0100384-0.00355049j 0.00939026+0.00133036j 
-0.0162827+0.00721972j -0.00367276+0.0106553j -0.0143117+0.00272282j -0.0121417-0.00170734j 0.00150496+0.0101374j -0.000598832-0.0117283j -0.0249028+0.00580111j 0.00825307+0.0354464j -0.00792948-0.0289645j 0.0333293+0.00755415j 0.00439619+0.00417076j 0.00496539-0.00156928j -0.0083359+0.00313424j -0.0144416-0.0038898j 0.00780281-0.0121277j 0.00832892-0.00147959j -0.0191121+0.0118393j 0.0117377-0.00305878j -0.00736133+0.00335373j 0.0120092+0.00681908j 0.0191801+0.00553436j 0.00519993+0.00658048j -0.012489+0.00522973j 0.00213955+0.0176589j -0.00156564+0.0236931j -0.0111519+0.00270587j 0.0059679+0.00540206j 0.0166185-0.0112001j -0.00490865-0.0165947j 0.00172582-0.00990933j -0.0266835+0.0163461j 0.0142164-0.015745j -0.015485+0.00556705j 0.00661881-0.000727585j -0.0141047+0.00654217j 0.0139697+0.0157646j -0.00173829+0.00835034j 0.00840179+0.0105367j -0.00233566-0.00477229j 0.00258625-0.019062j 0.00408623-0.00317292j 0.0168281+0.0069739j -0.0297505+0.014887j -0.000375972+0.010226j 0.00689123+0.010534j 0.0222908+0.00114825j -0.000641938-0.0245584j 0.0184963+0.0276691j 0.0141047-0.0142649j 0.0159127-0.0200058j -0.0141133+0.0141684j -0.000587261+0.0142113j -0.00260442+0.00634866j 0.000388528-0.00165542j 0.00169417+0.00316029j -0.00107661-0.00375936j -0.00828659-0.011284j -0.00666249-0.00134842j 0.00163865-0.0204338j 0.00173388-0.000727978j 0.00974485-0.000426318j -0.0131576-0.00602149j 0.000364616+0.00449903j 0.00368517+0.00745098j -0.0056488-0.000160992j 0.0159708+0.0213045j -0.0275254+0.0157263j -0.010117+0.00903393j -0.0102483+0.00601012j 0.00201461+0.00319453j -0.00905838-0.00113394j 0.004707-0.00177757j 
0.010849-0.0105501j 0.00876974+0.00475695j -0.0102717+0.0148526j -0.0104707+0.00025882j -0.00390626+0.0123274j 0.0370238-0.00390362j -0.0184751-0.0136941j -0.00525035+0.0257973j 0.00159613+0.00495057j 0.0118136+0.000845045j -0.00331068-0.0143269j -0.0022172+0.0108534j -0.0114618+0.00374674j -0.00426506+0.00797109j -0.00423419-0.00392748j 0.0111264-0.00468243j -0.00400393+0.00355465j 0.00545711-0.000527997j -0.00136506-0.000137599j -0.000302197+0.0114561j -0.00813899+0.0127339j 0.00499085+0.00728207j -0.0281146-0.00604193j 0.0056484-0.00815229j -0.0136535+0.0129149j 0.00940243-0.00647416j 0.00101613+0.00229052j -0.00334264+0.00158547j -0.00444229+0.0127815j -0.0195987+0.00761142j -0.00932444-0.0134163j -0.00941751+0.00927007j -0.00942494+0.0262551j 0.00255581-0.00466541j 0.0109219+0.00225077j 0.0182964-0.00112422j -0.00661466-0.00576176j 0.0147084+0.0140983j 0.0163522+0.00907545j 0.0111424+0.000186416j -0.0067665+0.000190457j -0.0198761-0.00983993j -0.0138297+0.0182999j 0.0236868+0.00270215j 0.00900815+0.00915814j 0.00562993+0.00312187j 0.0185605+0.000788748j -0.00183233-0.0112616j 0.0243951-0.0156901j 0.0350984+0.0159736j -0.0110975-0.0134539j -0.000593121-0.00142834j -0.00232053-0.027768j 0.00537229-0.00956722j 0.00546856+0.0106407j -0.00264589-0.00489398j 0.00178596+0.0100074j 0.00267942-0.00320029j -0.00539941+0.00373185j -0.00485563-0.0005277j -0.00757656-0.0117121j -0.00324912-0.0158947j 0.00328061-0.000848827j 0.00114953-0.00114944j 0.0145297-0.00209953j -0.0106131-0.0104394j 0.0146144-0.000878082j 0.00555711+0.00907348j 0.0166704+0.00404035j -0.000473044+0.01295j -0.00665541+0.000540801j -0.00396562+0.00636619j 
-0.00837062-0.00258849j 0.0205765-0.0109621j 0.0108567+0.0051169j 0.00561149-0.0179983j -0.0037599-0.00196951j 0.00198145-0.00810415j -0.0248188+0.0233544j 0.00144215+0.0198692j -0.0160003-0.00279979j 0.00932159-0.00372044j 0.00729118-0.0271959j 0.00326401+0.000960367j -0.0463266+0.0132831j 0.000779329+0.0172119j -0.0454266-0.00712764j 0.00698003-0.0156475j 0.00571488-0.00892821j -0.0187036-0.0118712j -0.0122279+0.00646627j -0.000446584+0.0232917j -0.00322678+0.00508496j 0.00683792+0.0117796j -0.00877683-0.0290403j 0.0150977-0.00657477j -0.00772476-0.0101395j 0.00670157+0.0133801j -0.00606762+0.00351994j -0.00963434+0.0198678j 0.0166573-0.00652161j -0.0118285+0.00182178j 0.0117125-0.00254574j -0.00232754+0.00337185j 0.00808577-0.024176j -0.0226852+0.00162701j -0.00211538+0.0074808j 0.0230893-0.0146784j -0.0218118+0.0220861j -0.00856643-0.00338321j -0.0205383-0.0163057j 0.00133561-0.00522756j 0.0108612+0.0116055j 0.0315953-0.0239938j -0.00943597+0.00585031j 0.0137198+0.00517838j 0.00778937+0.0179874j -0.00203721-0.00710108j 0.00223614+0.018781j 0.01295+0.0268515j 0.0107229-0.0161297j 0.0114465-0.000576628j -0.00196932-0.0103348j -0.0053445-0.000541526j 0.0209117-0.0207197j -0.0146305+0.0188438j -0.00781742+0.00155194j -0.0128208-0.0198306j -0.0228795+0.0117369j -0.00475273-0.0131249j -0.00834691+0.00621098j -0.00616641+0.00440836j 0.0131599-0.0160033j -0.00986306-0.000923068j -0.00222933-0.00200155j -0.0092256-0.0133547j -0.0112704-0.00641764j -0.00313227-0.00338658j -0.00111656+0.00548062j 0.00914925+0.00307234j 0.00582264+0.0105509j -0.000564463+0.0114339j -0.00125079+0.000697905j 0.00716902-0.00488089j 
0.01402-0.00841073j -0.0115573+0.0135597j -0.0175629+0.00880616j -0.00231896+0.0175035j 0.00802984+0.00771336j -0.00426603-0.0122899j -0.00451987+0.00261475j 0.00642126+0.00228323j -0.00215275-0.0192766j 0.0201985-0.00615119j -0.0370496-0.00679779j -0.00948816-0.0135566j 0.0185395+0.0121463j 0.0285084+0.0162963j 0.0212745+0.00516514j 0.0150518+0.000793221j -0.00747871+0.00414955j 0.0132744+0.0149561j 1.30046e-05-0.000420801j -0.00870957+0.0018072j -0.00682543-0.00115451j 0.00215169+0.00649436j -0.0169808+0.00926519j -0.0141273-0.022967j -0.00235226-0.019921j -0.0299038-2.89448e-05j 0.00483909+0.0128329j 0.0167455-0.0235963j -0.00681509+0.0162742j 0.0105025-0.00688016j -0.00524231-0.00111904j -0.000746143-0.00422193j -0.00466856+0.014573j 0.000827555-0.00778594j 0.00750261-0.00456412j 0.00183552-0.00295812j -0.00145543-0.0049204j 0.00195097+0.00747409j 0.0206628+0.00695861j 0.00537923+0.00132189j 0.0200486-0.00327493j -0.0112505-0.00286355j -0.00457348+0.0069725j 0.0072936+0.0128672j -0.0113403-0.0135459j 0.00337492+0.00134785j 0.0126767-0.0132487j 0.0108603+0.00877194j 0.00812441-0.0100102j 0.0109846+0.0108621j 0.0137888-0.0138307j -0.00280475-0.00135801j -0.0026362+0.0137282j 0.0218234-0.0134857j 0.017539+0.00778379j -0.00980329+0.0055061j 0.0142285+0.00977313j -0.00407541+0.00392565j 0.00464976+0.00341284j 0.00406675+0.00731005j -0.0128738+0.00774029j -0.00658707-0.00300912j 0.000784165+0.00162333j -0.0081489-0.0108082j 0.0115605+0.00583864j 0.00106402-0.00601551j 0.00473193+0.000723979j -0.0035747+0.00200913j -0.00122908-0.000251503j -0.00952083-0.00744417j 0.00191301-0.000359779j -0.00402832+0.00498872j 
0.00515374+0.017083j 0.00262195-0.00935008j 0.010597+0.0109865j -0.0041415-0.0177853j -0.0159675+0.0190264j 0.0394005+0.00767163j -0.00978871-0.019761j -0.0195015+0.0319295j -0.0318187-0.0171291j 0.00494738-0.0309045j -0.00270018-0.00854181j 0.00527729-0.000200178j 0.0112465-0.011907j -0.012508+0.0155014j 0.00198828-0.00319208j -0.0111248-0.019824j 0.00213541+0.00215357j 0.00214293+0.00919646j 0.00541593-0.0181865j 0.0112393+0.0403014j -0.00246781+0.00383528j 0.00755135+0.0287166j -0.0298335-0.00082977j 0.00309184-7.42726e-05j -0.0264072+0.0168542j -0.0283628-0.00858856j 0.00140215+0.00143774j -0.0156564+0.018199j -0.00568299+0.017373j -0.0268462-0.00143293j -0.011625+0.0197846j -0.00336667+0.0274389j 0.0202364-0.000904156j -0.00755589-0.00748551j 0.00235503-0.00930412j -0.000819693+0.00162639j 0.01837-0.0192549j -0.0116644-0.00344869j 0.00427037+0.00890011j 0.00934313-0.00602254j 0.00368199-0.0133216j -0.00986677-0.0092043j 0.0266522+0.00453682j 0.026183-0.0289034j -0.0194214-0.0153015j -0.00425255-0.0211227j 0.00301035+0.00173302j 0.00507067-0.00440559j 0.00159268+0.00768141j 0.010744+0.0031024j -0.00535693+0.0166036j 0.0158015+0.00230437j -0.00264568+0.00946057j 0.00467872-0.00146842j 0.0135199+0.0126416j -0.0169145-0.00256554j 0.0186683+0.00279091j 0.0115249+0.0045058j 0.00189318+0.00660815j -0.00328269-0.0120111j -0.00758271+0.00364172j -0.0187995-0.00417235j 0.0156207+0.0129075j 0.00126848-0.00809945j -0.0074095+0.00241765j -0.0137251-0.00960877j 0.0027998-0.00284682j -0.00392888+0.00514086j 0.00333679+0.0235892j -0.00347541-0.00630262j 0.000492379+0.00523174j -0.0108173-0.00928609j 
0.00911486+0.00259948j 0.00108895-0.00889662j 0.0116862-0.0124361j 0.0144847+0.00860542j -0.0211209-0.023268j 0.0112349+0.0374841j 0.0445257-0.0207213j -0.0250622-0.0153035j 0.00403908+0.0148651j -0.0394979-0.0153396j 0.0137463+0.000326598j 0.008416+0.014851j 0.0326887-0.0181972j 0.00156985+0.0177807j -0.000570585-0.0154012j -0.00463585+0.0207177j -0.00299722-0.0194431j 0.00798426+0.000257446j -0.00898755-0.0122774j -0.00463737+0.0143457j -0.000462605-0.00149594j -0.00114889+0.00792747j -0.00841188-0.0127704j 0.00274647+0.0158027j 0.00830143-0.00457675j -0.0207105+0.0169846j -0.0192246+0.00316158j -0.0184809+0.0020651j 0.00509297-0.00104386j -0.000720077+0.00113857j 0.0108867-0.0108841j 0.0153594-0.00862839j -0.00352216-0.0271444j 0.00931631-0.00377j 0.0159071-0.0112176j 0.0108542-0.000609714j -0.00259975-0.00622219j 0.00712773-0.0135201j -0.0217715+0.00807277j -0.00859964+0.00220987j -0.0234753-0.00643067j -0.00290715-0.00436596j 0.0155579-0.00222628j -0.0222405-0.0318395j 0.00787907-0.0240669j -0.00765771-0.00373892j -0.0259186+0.00906397j 0.0024848-0.018341j -0.00463268+0.0104995j 0.00743338-0.0136586j -0.000591278-0.00372047j 0.00983138-0.00811762j -0.0143601-0.0142717j -0.0136948-0.00594766j 0.00515483-0.00690163j -0.00268796-0.0118374j -0.00647466+0.00497911j -0.000648893+0.0191493j -0.0052709+0.00116066j 0.00587765+0.0165501j -0.00261928+0.000231703j 0.0234762-0.00911745j 0.0184606+0.00700743j 0.00905086+0.00222912j 0.000202978-0.0104864j -0.0159924+0.00569456j 0.00167905-0.0159914j -0.000830586-0.0243251j 0.00639346+0.0046712j 0.0102197+0.00991673j 0.0126452+0.012076j -0.00324025-0.000456927j 
-0.0165056+0.0170441j -0.0169315+0.00895108j -0.00023224-0.0251206j -0.0228939-0.00115104j -0.00656094+0.0148114j -0.00609281-0.000626526j 0.00592959-0.00325308j 0.0250512-0.0149072j 0.0119459+0.00613642j 0.0259352+0.0105419j -0.015731+0.00492628j -0.0116295+0.00598531j 0.00159197-0.00395139j -0.00583193+0.00159385j 0.014049+0.0181574j -0.00776835-0.0184147j -0.00325901+0.00879651j -0.00401926+0.0110078j 0.00753807+0.00548798j 0.000496685-0.00493523j -0.018893+0.0100502j 0.0109925+0.0150173j 0.0096016-0.0014653j 0.000706519-0.00626283j 0.00897612-0.00541571j 0.00630937+0.000534324j -0.00805964+0.000967362j 0.0151354+0.0133466j -0.0145503+0.00392522j -0.023364-0.0103523j -0.00667262-0.00401642j 0.000553889+0.00988036j 0.00135735+0.0150004j -0.00540537-0.00770706j 0.00586796-0.00844615j -0.00752429+0.0101743j 0.00308326+0.00992465j 0.00226069+0.00179449j 0.007161-0.00307534j 0.00814101-0.0114485j -0.00604872-0.00374308j 0.0137104+0.0125293j 0.00481893+0.00240343j 0.00617541+0.0189587j 0.0103018-0.0110724j -0.010096+0.0225201j -0.011628-0.000846793j 0.0181782-0.0151125j 0.029268+0.00470784j 0.00408411+0.00908845j 0.0146957-0.0117319j -0.0102649+0.00935363j 0.0131268+0.00451265j 0.00870387-0.0131223j -0.00915464+0.00133667j -0.00406725+0.0153472j -0.0205991+0.0186381j -0.0124501+0.00932178j 0.00405684-0.0128574j -0.0157555+0.000654253j 0.0106106+0.00264396j 0.0112483-0.00418643j 0.00914558+0.00915424j -0.00642802+0.009969j -0.00102355-0.0113193j -0.00833344+0.00134045j -0.0141428-0.0230803j 0.0117621-0.0158848j -0.0158363-0.0162896j 0.0171326+0.00845378j 0.0112783+0.0013607j 0.0104259+0.000775963j 
-0.0160073+0.0082196j -0.010007+0.00169755j -0.00108701-0.0224274j -0.00626878+0.00715208j -0.00273144+0.0135579j -0.0142512-0.00287009j 0.00306384+0.0125492j 0.013599-0.0158786j -0.019743+0.000696255j -0.00474084-0.00855052j 0.00225999-0.00146183j -0.0131949+0.00649773j -0.0184573-0.00461318j -0.00669319+0.00689746j -0.0173669-0.0220054j 0.0006237+0.0141152j 0.00763081+0.0010104j -0.0114811-0.0180361j -0.0126674-0.00115394j -0.0055917-0.0044255j -0.00700259+0.00726347j -0.0154971-0.00181459j -0.00163447-0.0176418j 0.00900678+0.0238299j 0.00918751-0.0168871j -0.0115678-0.00199501j 0.00338395-0.0115317j 0.00226826-0.0073504j 0.00106771+0.00207268j 0.0123484+0.00151387j -0.00954258-0.00999j 0.00595252-0.0117227j -0.0114877-0.00868425j 0.00274622-0.0145733j -0.0156974+0.00326234j -0.00302558+0.00811042j 0.0144639+0.00584066j -0.0173019-0.0148288j -0.00156122-0.0172018j -0.00524066-0.0208045j 0.000803511+0.0131634j 0.0178868+0.00356266j 0.0136718-0.00114857j 7.17672e-07+0.0127362j 0.00856446+0.0205309j -0.0218643+0.00414019j 0.0102347+0.0203415j 0.00790855+0.00798827j 0.00546144-0.00501117j 0.000559703-0.00624033j -0.0090841-0.0210991j 0.000740613-0.00231954j -0.0130462-0.000131741j -0.0157063-0.00207457j -0.0191543-0.0104985j 0.00258519-0.000760243j -0.00743222-0.00183396j -0.0163715+0.00170354j -0.0137624-0.0230013j -0.00642356+0.0106891j 0.0173674-0.00475365j 0.0291436+0.00201323j 0.000894418-0.00853071j 0.00283794-5.23419e-06j 0.00334253-0.00229816j 0.00624213-0.00112618j -0.00269136-0.0120628j 0.00359627-0.01719j -0.00221043-0.00664745j 0.0130246+0.00716357j 0.00980468+0.000481198j 0.00857319+0.00128281j 
