0.0281294+0.00743477j 0.00549235+0.00273481j -0.0216893+0.0184867j -0.0189731+0.0168438j -0.00565772+0.000219356j -0.0173885+0.000512743j -0.0375209+0.0107575j 0.0276806-0.00523795j -0.00562244+0.00514284j 0.00626416-0.0038617j 0.013742+0.0063958j 0.0229605+0.00310236j -0.0340958-0.000419848j 0.00308598-0.00244275j -0.0142234-0.0111764j -0.0149623-0.0053977j -0.00908126-0.00417174j 0.0112191+0.0033393j 0.0295559-0.00273985j -0.00753719+0.0158092j 0.00607662+0.00764105j -0.0110549-0.00335602j -0.015034-0.0142662j -0.0048011+0.00665894j -0.00650928+0.0183803j 0.0145197+0.00222835j -0.0423968-0.00151166j -0.000884147-0.0178536j -0.00436652+0.00672081j -0.000439323+0.00334022j -0.00485925+0.0181538j 0.0107798+0.0169228j -0.00783186+0.00277895j -0.0265796+0.0176989j -0.0333266-0.00868731j -0.0185062+0.0103856j -0.0123855-0.0191556j -0.0191385-0.0556309j 0.0352383-0.0227239j -0.0280548+0.0117725j 0.0274431+0.0108338j 0.0216893+0.0267554j -0.0516678-0.0115848j 0.00950223-0.00679866j -0.0272839-0.0224305j -0.0135713+0.00219303j -0.0045924+0.0241392j -0.00782519+0.0105396j -0.0124182+0.0026198j 0.0542224+0.02499j -0.0157568-0.00812131j -0.00606304-0.0466614j -0.0761464-0.0579313j -0.00518656-0.0472173j 0.115753+0.0814781j -0.00347238+0.0347125j 
-0.00785583-0.0230274j 0.00597015+0.0125137j -0.041447+0.0132971j 0.0360442+0.0306459j -0.00478578-0.0160318j 0.0165149-0.00509111j -0.0276827-0.0231304j -0.0477837+0.02031j -0.00352217+0.00984113j 0.0146468+0.00679668j 0.0287835+0.0133574j 0.0164581-0.00737209j -0.00253845+0.0169649j 0.00768446+0.0251432j -0.0293777+0.0280385j 0.0273807-0.0256578j -0.0345331-0.00661511j 0.00756631+0.000374648j -0.000210355-0.0294776j 0.00237898+0.00866064j 0.0114069-0.0236759j 0.00183814-0.0135159j -0.0165154-0.00741889j -0.0131547+0.0139068j 0.00337914+0.0290419j -0.00340924-0.000111419j -0.00901185+0.00871846j -0.00402908-0.00672929j -0.00151338+0.000716323j 0.000431285+0.0154534j -0.004562+0.00708489j 0.00996956+0.000650134j -0.00765799+0.0149136j 0.000322433+0.00755843j 0.00665583+0.00133418j -0.000240011-0.0177784j 0.00714262+0.0159061j -0.0104051-0.0119625j -0.000870427-0.000129749j -0.00353083+0.0103925j 0.000643953+0.00632431j 0.00122848-0.00567723j -0.00921859+0.00209273j -0.0113839-0.00343522j -0.0139083-0.00719722j 0.00800057-0.0103431j -0.0018245+0.0100718j 0.00299336-0.0019134j 0.00119009+0.00129547j 0.0170264+0.00294883j -0.00998808+0.00372905j -0.00372469+0.00745421j 0.000204966-0.011749j 0.00148065+0.0131274j -0.000776103-0.00246068j -0.010797-0.000707093j 
0.0192562-0.0220274j -0.0358904+0.0349639j 0.00145551+0.0671636j 0.0336846-0.00744071j 0.0150217+0.0174468j -0.0185535+0.00535119j 0.00230833-0.00428607j 0.0354827-0.00522069j 0.00561317+0.0084932j -0.0190988-0.00574173j -0.00790913+0.00871549j -0.00383638+0.00646544j -0.00547211-0.0114794j -0.013915+9.72904e-05j 0.0131994-0.00838133j 0.00394246+0.0177857j 0.00666094-0.000843077j -0.013262+0.0503457j 0.00832711+0.0062092j -0.00624475-0.0323313j -0.00213287-0.018173j -0.0150624+0.0102284j -0.000488006+0.00313334j 0.00368073-0.000783871j -0.00655259-0.0166061j 0.00640302+0.0212314j -0.00536315-0.00570327j -0.0024332-0.00434091j 0.00786661+0.00351171j -0.00146827-0.00868428j 0.00989201-0.0158418j -0.00974594+0.00830995j -0.00514402+0.0127841j 0.00056969+0.0159117j -1.60997e-05-0.00593554j 0.00301322+0.0149853j -0.014509-0.0122553j -0.00960242-0.0101967j -0.00763593-0.00318543j -0.00771273-0.00913998j 0.00414838+0.0147971j 0.0262602-0.00139895j -0.0159393-0.0106424j 0.0067444+0.00573215j 0.00695358+0.00856079j -0.00504339-0.00744054j 0.00847609-0.00880022j 0.000865231+0.0143433j -0.0189774+0.00421718j 0.00484087+0.0139571j 0.0086332+0.0154901j -0.0163649-0.00912221j -0.00731318-0.00671546j -0.00593503-0.03148j 0.0326233+0.018578j 0.00420472+0.0045911j 
0.037597-0.0365044j 0.0135392-0.0279767j -0.0394608+0.0290272j -0.015929+0.0334466j -0.0251983-0.0218867j -0.00841263+0.0413164j 0.00770332-0.00232208j 0.00713067-0.0273651j 0.00112132-0.00245611j 0.0173448+0.000250179j -0.00906042+0.0251993j -0.00362597-0.00798689j -0.011506+0.00598097j 0.0175429-0.024934j 0.00677841-0.0166856j 0.00250571-0.0342305j 0.00605922+0.0264135j -0.0188669+0.0144614j -0.0163002+0.029406j 0.0021302-0.0102524j -0.0259389+0.00357553j 0.00222652-0.0238466j -0.00145711-0.0108194j 0.00558403+0.00787736j -0.0198746-0.00213819j -0.00467345+0.00640133j 0.0166649-0.0149524j -0.0248728-0.00621362j -0.00486026-0.0083424j 0.00725671+0.00383231j 0.00840907-0.00684008j -0.00856757+0.0203399j 0.0120807+0.0144773j 0.00949395-0.00773265j 0.00675342-0.000113038j -0.00754379-0.00868878j -0.00852869-0.00969868j -0.0187363-0.0109687j -0.0254361+0.00997334j 0.00276929-0.0103114j 0.00424272+0.00323888j -0.0118044-0.00200839j -0.00437829+0.00307733j 0.0130547-0.00785823j -0.00681437-0.00528781j 0.0117932-0.0068601j -0.0117376-0.0107448j 0.00201491-0.0099297j 0.00502823-0.00373579j 0.0317818+0.0213588j -0.00461945+0.0163184j 0.00229826+0.00845744j -0.0215318-0.0260679j -0.00511798-0.00230166j 0.00624877+0.00810891j -0.0145613-0.0108811j 
0.0105077+0.00806394j 0.0372132-0.0354921j -0.00553798-0.013599j -0.0172576+0.0379433j 0.0160052-0.00507188j -0.0189784+0.00379461j -0.0129063+0.0182312j 0.011875+0.00566767j -0.00228756+0.0145634j -0.0236838-0.00475214j -0.00757069-0.0266755j -0.0286917+0.0344766j 0.0179727+0.00123221j -0.00608039-0.0404488j -0.0159691+0.00115541j -0.0190323-0.010368j -0.00672792+0.0188444j 0.0136883-0.0057874j -0.00718211+0.0167857j -0.0042876-0.0193248j 0.0156068+0.00436244j 0.00607859-0.0159897j 0.0165756-0.0137742j 0.0112731-0.00524919j -0.00075795-0.00406579j 0.00960684-0.0111924j 0.0139793-0.00137476j -0.00896417+0.000749008j -0.00205796-0.00963234j 0.00958345-0.00632778j -0.00369435-0.0090277j -0.00893438+0.0039931j 0.00312589-0.0231397j -0.000238849+0.00430143j 0.00654904+0.00761164j 0.00852888+0.00023967j -0.0143791-0.00102629j -0.00281581-0.00174694j 0.00661592+0.00782759j -0.0182162-0.01194j -0.0163228-0.0026814j -0.00475977-0.000268193j 0.00612971+0.00923922j -0.0103381-0.00596422j -0.014319+0.00327519j -0.0157476-0.0140205j -0.00827801-0.0111854j -0.00362554-0.00611139j 0.00433433+0.00620628j 0.00741036+0.00222191j 0.00274338-0.0162408j 0.00610106-0.00819204j 0.000807923-0.000289343j 0.0106842+0.0150047j -0.0124356-0.0117257j -0.00823748-0.00903724j 
0.0235931-0.0275212j 0.00519146+0.0034573j -0.0290778+0.00979198j 0.0306081+0.00598268j -0.0105613+0.0128625j 0.0243714+0.0129885j -0.00146902-0.0452549j -0.0245659+0.0271315j -0.0103829-0.0018663j 0.0290253-0.000889725j -0.00268281+0.00373498j -0.00209661+0.00813884j 0.020125-0.0141026j 0.00287058+0.00392722j -0.00890455+0.000856334j 0.00120394-0.0238939j -0.00406809-0.00960237j 0.0309464+0.0193936j -0.00278791-0.00575182j 0.0191242-0.0185599j -0.0173154-0.0189472j 0.00691806+0.00584244j -0.00280889+0.0120793j -0.0116433+0.00126886j 0.0167472-0.00702634j -0.00607154+0.0244538j 0.0121329+0.014495j -0.00335403-0.0224758j 0.0228636-0.00707693j 0.00138595-0.0154149j 0.0143093-0.00308184j -0.011103-0.0210635j -8.85122e-05+0.00781637j -0.00184815-0.00385514j -0.00776562+0.0050088j 0.0293534-0.0176141j 0.0170286-0.00374324j -0.0169152+0.00456237j -0.0127048-0.00616594j 0.00229888-0.00384258j -0.000657924-0.010506j 0.00661106+0.00159966j -0.00951261+0.00417523j 0.0114963+0.00272376j -2.99196e-05-0.00175126j -0.004841+0.0157047j 0.00778367-0.0188547j 0.00496386+0.000634764j -0.0115701-0.0199744j 0.00855959-0.00366314j 0.0112751-0.000607922j 0.000295382+0.0107067j 0.00331056-0.00872666j -0.00522899-0.000628272j -0.00707495-0.00227474j -0.0125351-0.00503746j 
-0.00877356-0.0258951j -0.04093-0.036046j 0.00541211-0.00464901j -0.0307231-0.0346679j 0.0204983-0.0505965j -0.0103877+0.035555j 0.0778469-0.00327667j -0.0161231-0.0379384j -0.0091734-0.0356456j 0.00847377+0.0153644j -0.0122883-0.00470701j -0.0160559-0.00136818j 0.028474-0.00204566j -0.0168682+0.0119249j 0.0389096+0.0017144j -0.0298474+0.0197547j 0.0223937+0.0240406j -0.0211797-0.0252359j -0.000540664+0.0140572j 0.00662012-0.00144596j -0.0286794+0.0236748j 0.00278151-0.015138j -0.00424981-0.000701183j 0.00983354+0.0146873j -0.0017622-0.0261213j 0.0225553-0.00204571j -0.00226025-0.0121428j -0.00403513+0.00890047j 0.00403006-0.00455184j 0.00462595+0.00285704j 0.00519627+0.00283377j -0.0142498+0.000997944j 0.00201258+0.0107393j -0.00118828-0.000118314j 0.0257007-0.00856307j -0.00305652-0.00215976j 0.0184461+0.0108058j 0.00517794+0.0108716j -0.0104117+0.00995322j 0.0163527+0.00255358j 0.00267773-0.00168089j -0.0133953-0.0162424j 0.00928551+0.0105251j -0.00522564+0.00450044j -0.000180615+0.0107076j 0.00871616+0.00202059j -0.00878253-0.00799766j -0.00134325+0.00432686j 0.00921078+0.00631029j -0.00139051-0.00180253j -0.00128219+0.0143995j -0.00363849+0.0220494j 0.0182346+0.013052j -0.00560813+0.015153j -0.0194937-0.00667861j 0.0131986-0.00467782j 
0.0411361+0.0361576j -0.0123729-0.0129942j 0.0403819+0.042707j 0.0180734-0.00641424j 0.00542963-0.0206299j -0.0288192-0.0475149j -0.00501453+0.0391036j 0.0544794-0.0317445j 0.0177643+0.0282344j -0.0109618-0.0429332j 0.0157032-0.00930928j -0.0155258-0.00988009j -0.0250764-0.00870882j 0.0365564-0.00318333j 0.00987558-0.0261583j 0.0469281+0.0375179j -0.00738749-0.0412353j -0.0162667+0.031582j 0.0216962-0.0406023j -0.00962187+0.019986j 0.0156454+0.0182093j -0.0166207+0.0153763j -0.0148763+0.0132949j -0.013839+0.011573j -0.0406386+0.00630547j 0.00817817-0.0326443j -0.0137922+0.00744427j 0.0291771+0.00594695j -0.0190201-0.00535761j 0.0121892+0.00589243j -0.0339561-0.016923j 0.00473687+0.00555976j 0.0121853-0.010554j -0.00259095+0.0155444j -0.0128808-0.0126947j -0.023537+0.00936213j 0.00675447-0.0161358j 0.0186261-0.00972968j 0.0261653+0.0106307j 0.0114973-0.0168876j -0.000509662+0.0152076j -0.0267301-0.0112263j -0.00117304+0.0116315j -0.00952982+0.0170849j 0.0140791+0.00937194j -0.0243798-0.0181545j -0.00848664-0.00545955j 0.00968095+0.00584383j 0.00577756+0.0100372j 0.00129099+0.00809458j 0.0113657+0.026516j -0.0107107+0.00103837j -0.00412314+0.00653436j -0.00910639-0.0145195j 0.0187635-0.00246496j 0.017191+0.00267492j 
0.00376792+0.0120066j -0.0143894-0.0127887j -0.00705722+0.0302537j -0.0242701-0.029381j -0.00612852-0.0221385j -0.0335102+0.0153426j 0.057928+0.0342369j 0.0119855-0.0514992j -0.00506935-0.0193602j 0.0113489+0.00506369j -0.0263033+0.030334j 0.00495293-0.00871967j -0.0265683-0.0141368j -0.00204038-0.0114394j 0.00860676+0.0200429j -0.0235578-0.00340261j 0.00446771+0.028115j -0.01663-0.00432749j 0.00231954-0.00955252j 0.0149651-0.021705j -0.0121419+0.0401075j 0.000405303+0.00221783j 0.0140628+0.00636828j 0.0063421+0.0152504j -0.0186741-0.00367373j 0.00663818+0.0122608j -0.0110453-0.00237167j 0.0076632+0.0164141j -0.00898161-0.00641665j 0.00470203-0.000206044j 0.00439712+0.01624j -0.00261713-0.00571848j -0.000168917+0.0143852j -0.0164119+0.00498496j 0.00787891-0.00103419j -0.0225591-0.00400663j -0.00461403-0.00203321j 0.0157555+0.00729886j -0.00017587+0.0032713j -0.000127669-0.0138463j -0.00958562-0.00509549j -0.0191311+0.0211864j 0.00674196+0.00228034j 0.0129301+0.00462367j 0.00231803+0.00251543j 0.00460879+0.00151229j -0.0212241+0.00563676j -0.000252675-0.00870089j -0.000846115+0.00343741j -0.00293503+0.0016413j 0.00528149+0.0243759j 0.00635898+0.000565605j -0.0140217+0.0105492j -0.0164432-0.00507914j 0.00844185+0.00479003j 0.023342+0.00704373j 
-0.0240468+0.0203126j -0.00973563-0.00762702j 0.00306689-0.0316819j 0.00617103-0.0368577j 0.00833224-0.0143066j -0.00833698+0.0296109j 0.0182344-0.0270699j -0.0221713-0.00212421j 0.0069821-0.0132338j -0.00742453-0.0272565j 0.0196651-0.0291787j -0.0404385-0.00863381j 0.013767+0.022062j 0.00780403+0.013228j -0.00898999+0.0071643j -0.0179096+0.0271061j -0.00510503+0.00950339j 0.00290717-0.0288542j -0.0117167+0.00515353j 0.0138465-0.0164138j -0.0147231+0.00969271j -8.42213e-05-0.00319404j 0.0129733+0.0209154j -0.0154844-0.0147387j 0.00874703-0.0069381j 0.0131223-0.0116246j 0.0004622-0.00719951j -0.00351541-0.00555727j 0.00340046-0.0190064j 0.0108581-0.0103272j -0.0103161+0.00132792j -0.00308242-0.00868661j -0.0187907-0.0143226j -0.00673033+0.00392068j 0.0133862+0.0102238j 0.0224933-0.0113051j 0.00921754+0.00855917j 0.00765012+0.00816204j 0.0134716-0.00330099j -0.0132503+0.000171933j -0.0153325-0.00983553j -0.0172013-0.011788j 0.0145117-0.00585915j -0.014939+0.00504887j -0.00149298+0.0109012j -0.00855035+0.000998414j -0.00363793-0.0147794j 0.00178735-0.00698511j -0.00219137-0.0124216j -0.0125361-0.0224943j 0.0142201-0.00570283j -0.00162246+0.00845693j 0.0233409+0.0255448j -0.00665981+0.00229883j -0.0225542-0.0106288j 0.0251387+0.00848952j 
-0.0111963+0.0075459j 0.0145521-0.0218225j 0.00490428-0.0160889j -0.0156192+0.0279855j -0.0188302+0.00984524j -0.0275863-0.00504393j 0.0226442+0.00243719j -0.00158615-0.0139601j 0.0023737-0.0130846j -0.0185161+0.003312j -0.0300245-0.0315885j -0.00596968+0.017915j 0.0248679-0.00182114j -0.00273979-0.0333006j -0.00890672-0.023307j -0.00901091+0.000331685j -0.00558717-0.0141621j -0.0107711-0.00347285j -0.01136+0.0105542j -0.00736965+0.0150271j -0.0121883+0.0153884j -0.00412013-0.0100589j 0.00250775-0.00415207j 0.0331196-0.00417465j -0.00111333-0.0147029j 0.00495446-0.0155002j 0.0230432-0.0136063j -0.000502-0.00260566j 0.0131639-0.00205576j 0.00344017-0.00153435j 0.0131918-0.0109321j -0.0108+0.0114562j 0.0267778-0.0209399j 0.00860619-0.00938918j 0.00419562-0.002356j 0.00252808+0.0249395j -0.00886842-0.0120327j -0.00351531-0.00179082j -0.0101+0.0125354j 0.0160996-0.0139257j 0.0029779-0.0152949j 0.00247583+0.00530778j 0.008288+0.0134232j -0.00704047-0.00649181j 0.00377764+0.00202313j -0.0060126-0.000935516j -0.0122451-0.00715667j 0.00289566+0.0101371j 0.0201905+0.0174571j -0.00992987+0.00758115j -0.00355329-0.00119451j 0.0161967-0.00387308j -0.000480166+0.00792851j 0.0130522+0.0205527j -0.0177354-0.00909768j -0.00294175-0.00368866j 
-0.00331308-0.014361j 0.0040696-0.00965037j -0.00524614+0.00510161j 0.0206315-0.0142114j -0.0384568-0.00881435j 0.0398297+0.0177766j 0.0137583-0.0431206j -0.0525713+0.00761069j 0.0102574-0.0242342j 0.0129385+0.0237j 0.00519607+0.00211795j 0.0155274-0.00172307j 0.00175002-0.00815892j 0.008582+0.00785429j -0.0040799-0.00682338j 0.0196187-0.0171878j 0.0112102-0.0190762j -0.0102542-0.00650329j -0.00260702+0.00711098j 0.00789328+0.00442789j -0.0267901-0.0097738j 0.00494426-0.0128107j -0.0141916-0.00590208j -0.00208041+0.0100814j -0.00130387-0.0149744j -0.003719+0.000594748j 0.00418164+1.39011e-05j -0.00677048+0.000415961j 0.00382629+0.00586014j -0.00682494+0.00533167j 0.00596646-0.000681262j -0.0107263+0.00712584j 0.00579851+0.0131493j 0.0106359-0.01541j 0.00556418-0.00317466j -0.000667271-0.00374439j 0.0217232+0.00689487j -0.00643968+0.00662385j -0.0191177+0.00689421j 0.0248504+0.01407j 0.0128764+0.00533552j -0.00118077-0.0200109j 0.00185828+0.00616615j 0.00724623-0.00720812j 0.000803775-0.000227618j 0.0223142+0.00548276j 0.00355181-0.0093528j -0.00573465-0.00135424j 0.00518524-0.000530815j 0.00651378+0.00776518j -0.0170121+0.00639144j -0.00511777+0.0252197j 0.00741316-0.00985113j 0.000816467+0.00826485j -0.0209782-0.0043108j -0.00813056-0.0084945j 
0.0842018-0.0519855j 0.00863697-0.0103849j -0.0945696+0.0675939j 0.0235865+0.0518996j -0.0341134+0.00608129j -0.0309605+0.0573675j 0.0271459-0.00509295j 0.0245519+0.00766456j -0.00819502+0.00814303j 0.0299878-0.000953513j -0.00829036-0.0285672j 0.0143899+0.0136447j -0.031582+0.0312935j 0.0291116-0.0385863j -0.00157833-0.0165385j -0.0149071-0.0172915j -0.00163182+0.0255125j 0.0501247+0.0239281j -0.0082563+0.046958j -0.0195889-0.0200814j -0.0147258-0.0170055j 0.0499641-0.0268872j 0.0268812-0.00413028j 0.011285+0.0088103j -0.0162829-0.0146699j 0.0284953+0.00289772j 0.0107601-0.0123814j 0.0181113+0.0121375j 0.00374878-0.00715219j -0.0173682+0.00802117j -0.0144297-0.00221825j -0.0154274+0.00839554j 0.0132668+0.013536j -0.00745263-0.0104515j -0.00530201+0.00423508j -0.000583097-0.0132181j 0.0153057+0.0106502j 0.0255475-0.0236139j 0.00109951+0.00213013j -0.00698069-0.00192172j -0.0248738+0.0117656j -0.0165499-0.00666443j -0.0257707-0.00297988j 0.0307006-5.74814e-06j 0.00996156-0.000810067j -0.0141393-0.00260283j -0.00374339-0.0127471j -0.0103165+0.00350881j -0.030966-0.0114778j 0.0231898+0.00160306j 0.0176568+0.015224j -0.0111908+0.00670324j -0.0164043-0.0170607j -0.0138489-0.0162364j 0.0260286-0.011845j 0.00819987+0.0033339j 
-0.00963629+0.00946488j 0.088619-0.0551722j -0.0216676-0.0530812j -0.0962301+0.0644605j -0.00705257-0.058476j -0.0274093+0.0172098j -0.0405209+0.00993733j -9.25024e-05+0.00248924j -0.00760747+0.00292697j -0.0171556-0.0175092j -0.0163849-0.0142685j 0.0186232-0.0364888j 0.00235891+0.0285428j -0.0268225+0.00945345j -0.0355717-0.0161499j -0.0311956+0.0016491j 0.0101062+0.00398134j 0.0259773-0.0529264j 0.0502397-0.0081786j -0.0309258+0.0268848j -0.00938155+0.0147639j -0.0185757-0.0208792j -0.0220026-0.0264824j 0.0139157-0.00225057j -0.00220325+0.0103748j 0.0313962-0.0228158j -0.0387797+0.00528254j -0.00885778-0.000836094j -0.00555841-0.00486856j -0.00187588+0.0330493j -0.0193842-0.00657694j 0.00631524+0.0134924j 0.00454507-0.000268957j -0.00416807+0.0136121j -0.0215292+0.0147238j -0.022453-0.00760357j 0.00275073-0.01706j -0.0206948-0.0174174j 0.0145025+0.00396377j -0.00637713-0.00345533j 0.0212455-0.00504696j -0.00547579+0.00013441j -0.0251026+0.0152829j -0.00361562-0.00345064j -0.0305279+0.0011042j -0.0151928-0.0042052j -0.000467485-0.00374924j -0.00996421-0.0111518j 0.0249288+0.00425835j 0.0388829+0.0188967j -0.0152173+0.00785276j 0.0037269+0.0100881j -0.0127652-0.0203856j 0.0188043+0.0175572j 0.00291239+0.00251786j -0.0288651+0.00976429j 
0.0463451-0.0320253j 0.0134255-0.00425448j -0.00973978-0.00696854j 0.0229308+0.0447799j -0.00637973+0.0460843j 0.00543776-0.0124343j -0.0664851+0.00141114j -0.00322876+0.0423853j -0.00783753+0.0267317j -0.0120008+0.0130478j 0.0143083+0.00901453j 0.0196341-0.00852395j -0.00288196-0.00294139j 0.0200976-0.0180026j -0.0252814-0.00511851j 0.0166047-0.0179253j -0.0221525-0.00464713j 0.0315329+0.0251354j 0.00962247-0.00351661j 0.00158893+0.00884356j 0.0289824-0.0283373j 0.0112583-0.00410507j -0.00305765-0.00307505j -0.00308643-0.007318j 0.0126389+0.0199059j -0.00590514+0.00603255j 0.00036663+0.00210807j 0.00272384-0.0117481j 0.00337635+0.00332315j 0.00142277-0.00177149j -0.00491239-0.000960202j 0.0171388-0.00125949j -0.00350068-0.00825335j -0.0040441+0.00351958j -0.0172926-0.000113006j 0.0112312-9.33979e-05j -0.0116613-0.0051622j -0.0102371-0.0169442j 0.0137102-0.0106761j -0.0223191-0.00121684j -0.0065417-0.00296984j 0.0159142+0.0161596j -0.017191-0.00933098j -0.000539759-0.000517424j -0.0104189-0.00800822j -0.0145301+0.00251344j 0.0106672+0.0127009j 0.0038358+0.00623065j -0.00941457-0.00278944j 0.0118514-0.0028514j 0.00471303-0.0212292j 0.00149508-0.0239269j -0.0171558-0.0134752j 0.00568247-0.00173959j 0.0244022+0.00241546j -0.0241638-7.5947e-05j 
-0.0124464+0.00457279j 0.0410742-0.0282971j -0.0249389-0.0411544j -0.0117873-0.000342057j 0.0169621-0.00235704j 0.018489+0.027505j 0.00584799-0.0169083j -0.037645+0.0274454j -0.00895569-0.0141362j 0.0224359+0.0345261j 0.00351607+0.000195521j -0.00577515-0.000987193j 0.0151224-0.000715905j -0.0366196-0.0069065j -0.0109016+0.0146488j -0.0266597-0.0254151j 0.00728087+0.029964j 0.0141718-0.0263157j -0.0127774+0.0141128j 0.0139451-0.0153542j -0.0110637-0.0167639j -0.00775903-0.0159072j 0.00544529-0.00560501j 0.0138284-0.00673602j 0.0325553-0.00475436j -0.00369832+0.0117093j -0.00325338+0.00260736j -0.0269472-0.00677276j 0.0113742+0.00625692j -0.00924303-0.00726616j 0.0253183+0.0135402j 0.00214241-0.00947878j -0.0126897+0.00874487j 0.00710457+0.000616111j -0.000563123-0.000723961j 0.0178884-0.0058547j -0.00410596+0.00803709j -0.0255146+0.00578365j -0.0181954-0.0144338j -0.00837463+0.0184358j 0.000604831-0.00969207j 0.0241209+0.00896478j -0.00368401-0.00771797j 0.00574875-0.00610778j -0.0119476-0.000921949j 0.02492+0.0172223j 0.0126062+0.00975363j -0.000113242-0.00197452j 0.00142853-0.00674263j -0.00348048-0.0127715j -0.0153326-0.0253476j 0.0042366-0.000979906j 0.00499262+1.42243e-05j 0.0134546+0.0138062j -0.0190076+0.00120941j -0.0231963-0.000379044j 
0.0925382-0.0650643j 9.47403e-05-0.0292802j -0.0614708+0.048283j -0.00399131+0.039449j -0.0239692+0.00419797j -0.0361301+0.0411412j 0.00751853-0.00482668j 0.0325301+0.000401993j 0.00368792+0.00115789j 0.0089194+0.00931771j 0.0121974-0.00694558j -0.0166952+0.0132285j -0.0153688+0.00377932j 0.030649-0.025577j -0.0034827-0.0123913j -0.0158162-0.0165757j 0.00119586+0.0119588j 0.0393595+0.0127219j -0.0118999+0.0332557j -0.0204055-0.00957282j -0.0136176-0.00527824j 0.0329945-0.0141613j 0.0217545-0.0105533j 0.0108509-0.000775818j -0.0103634-0.010535j 0.0240309+7.42203e-05j 0.0154702-0.0137285j 0.0132968+0.0131689j 0.00303395-0.00568489j -0.0117333+0.0114719j -0.0148781-0.00469439j -0.0128939+0.00813251j 0.0140071+0.000760551j -0.00174039-0.0126321j -0.00582951+0.00736416j -0.00100126-0.00989478j 0.012577+0.00458765j 0.0203577-0.0173183j 0.00346412+0.0084795j -0.00632061-0.00418604j -0.0186459+0.00935107j -0.0142153-0.00305226j -0.0192769+0.00176452j 0.0235653-0.00450837j 0.00312015-0.00451697j -0.0188417-0.00312495j -0.00302542-0.0111951j -0.0091248+0.00170158j -0.0263639-0.00443014j 0.0218418+0.00680403j 0.0164002+0.0101347j -0.00894747+0.00319333j -0.0149357-0.016081j -0.0156218-0.0118295j 0.0261494-0.00701556j 0.0048815+0.000168808j 
0.000128053+0.0296303j 0.0925784-0.0649919j 0.00532995-0.0378283j -0.0645767+0.0481232j 0.00934364-0.0363732j -0.0159221+0.00792458j -0.0454561+0.0166767j -0.000642738-0.00615226j -0.0100737-0.00232936j 0.00279664-0.0128699j 0.0100599-0.022971j 0.0165472+0.00072128j -0.0169607+0.013913j -0.0174407+5.55809e-05j -0.024649-0.00746485j -0.0316322+0.0113316j 0.00244965+0.000663607j 0.016839-0.0371171j 0.0367167+0.00172056j -0.0182281+0.0223651j 0.00152415+0.0155082j -0.011728-0.00829592j -0.0197201-0.0202213j 0.00289448-0.00687831j 0.00029132+0.00937843j 0.0236031-0.0174492j -0.0309371+8.83442e-05j -0.00204679-0.00108173j -0.0030829-0.00486703j 0.00340597+0.0213333j -0.0166669-0.00172829j 0.00834146+0.00895157j -0.00532229-0.00370985j -0.0117595+0.0116166j -0.0142641+0.0104123j -0.0169802-0.00365434j -0.00142649-0.0146563j -0.0150434-0.0125662j 0.0225647-0.00113174j -0.0117412-0.00365312j 0.0143231-0.00565867j -0.00163698+0.00417257j -0.0171806+0.00733456j -0.00966577-0.00150058j -0.0313555+0.00397166j -0.0135094-0.00110803j -0.00201588-0.000327142j -0.00879617-0.00503747j 0.0194732+0.00444827j 0.0332273+0.00812383j -0.0116589+0.000135955j 0.00490833+0.00177421j -0.0165916-0.0122938j 0.0142391+0.014985j 0.00449428+0.000125533j -0.0260069+0.00651677j 
