0.0281294+0.00743477j 0.00549235+0.00273481j -0.0216893+0.0184867j -0.0189731+0.0168438j -0.00565772+0.000219356j -0.0173885+0.000512743j -0.0375209+0.0107575j 0.0276806-0.00523795j -0.00562244+0.00514284j 0.00626416-0.0038617j 0.013742+0.0063958j 0.0229605+0.00310236j -0.0340958-0.000419848j 0.00308598-0.00244275j -0.0142234-0.0111764j -0.0149623-0.0053977j -0.00908126-0.00417174j 0.0112191+0.0033393j 0.0295559-0.00273985j -0.00753719+0.0158092j 0.00607662+0.00764105j -0.0110549-0.00335602j -0.015034-0.0142662j -0.0048011+0.00665894j -0.00650928+0.0183803j 0.0145197+0.00222835j -0.0423968-0.00151166j -0.000884147-0.0178536j -0.00436652+0.00672081j -0.000439323+0.00334022j -0.00485925+0.0181538j 0.0107798+0.0169228j -0.00783186+0.00277895j -0.0265796+0.0176989j -0.0333266-0.00868731j -0.0185062+0.0103856j -0.0123855-0.0191556j -0.0191385-0.0556309j 0.0352383-0.0227239j -0.0280548+0.0117725j 0.0274431+0.0108338j 0.0216893+0.0267554j -0.0516678-0.0115848j 0.00950223-0.00679866j -0.0272839-0.0224305j -0.0135713+0.00219303j -0.0045924+0.0241392j -0.00782519+0.0105396j -0.0124182+0.0026198j 0.0542224+0.02499j -0.0157568-0.00812131j -0.00606304-0.0466614j -0.0761464-0.0579313j -0.00518656-0.0472173j 0.115753+0.0814781j -0.00347238+0.0347125j 
-0.00547261-0.0245022j -0.0154617-0.0132106j -0.0156589+0.0190089j 0.0407524-0.000545919j 0.00337384+0.0186192j -0.0290393-0.0139457j 0.0497384+0.0274584j 0.0728127-0.0493334j 0.0390986-0.0267727j -0.0458019-0.0198664j -0.130058-0.0492117j -0.0257428+0.0604194j 0.0323971-0.00349593j 0.0335691-0.0522147j -0.00577549+0.0379008j 0.0617186-0.0100594j -0.0623297+0.00240214j -0.0189485+0.0964919j -0.0321358+0.0173531j -0.0116114+0.0332925j 0.0671013+0.0107107j -0.027154+0.0203229j -0.0763461-0.0962625j 0.0541863+0.0013229j -0.125717-0.0146489j 0.0583305-0.00650339j 0.0224671-0.0559816j -0.0658476-0.046471j -0.0409245-0.00113898j 0.131036-0.101087j 0.0195198-0.0847363j -0.238226+0.0673577j 0.00438005-0.0574615j 0.0891941-0.0392687j 0.0159656-0.142086j -0.0490349-0.0391148j 0.0205741+0.0678373j -0.000222029-0.0125498j 0.01716+0.0882911j -0.113602+0.0298444j -0.084625+0.00190043j 0.0749078+0.18283j -0.02448-0.0252058j -0.0423089+0.0360939j -0.0423901+0.0323449j 0.0342438-0.0580296j -0.0492267-0.0569296j 0.0516259-0.0189758j 0.0343934+0.0400706j -0.0114834+0.0797262j -0.0512628+0.0853332j -0.036406-0.03362j -0.0481881+0.0943547j -0.0760817-0.00813378j -0.042882-0.0339077j 0.045753+0.0403828j 
-0.0189531+0.0363976j -0.00665229+0.0712873j 0.0967761-0.0446035j 0.0029528-0.0472792j 0.00702689+0.0410015j 1.58593e-05-0.0235728j -0.0458022-0.0293972j -0.00709441+0.0605604j -0.0486213-0.0319401j -0.066571+0.0173379j -0.00987706-0.0753885j -0.000626811+0.0816082j 0.0686668-0.0280741j -0.0876733+0.0964234j -0.00441132-0.0326684j 0.0659784+0.0490217j 0.00508014-0.164636j 0.00507853-0.0557257j -0.0048492-0.0483105j 0.066845+0.10696j 0.105838-0.0536171j -0.143086+0.192157j -0.169602+0.0809484j 0.0014637-0.0664194j 0.036667-0.0724201j 0.0374021-0.0103754j -0.0751449-0.00894032j 0.0173546-0.197955j -0.0441204-0.022099j -0.0439279-0.0501463j -0.0104778-0.0561548j -0.188241+0.0931233j 0.105974+0.0105855j -0.0382033+0.0555495j -0.0472077-0.0609417j 0.0099333-0.0484117j 0.0528759-0.0268956j -0.0612837-0.145304j -0.0623374-0.0982016j 0.112255+0.108634j 0.124514+0.0429093j 0.140116+0.0137412j -0.0433069-0.0233425j -0.0628413+0.0798499j 0.0156249-0.0203012j -0.0363716+0.0279068j 0.00631627-0.0119204j -0.0587962+0.061748j -0.0513706-0.0410284j 0.0139605-0.0143225j 0.0666231-0.0369289j 0.043941-0.036157j -0.0442406-0.02687j 0.0589085-0.0727336j 0.0587185+0.0606957j -0.041251+0.0201652j 
0.00839758+0.0296673j 0.0372047+0.0370807j 0.0443591-0.00937761j -0.0101314+0.0201636j 0.034226-0.0453264j -0.0573863-0.0475502j -0.0709939+0.0850292j 0.0927823+0.00221973j 0.0548052+0.0157774j -0.0429745-0.0844708j 0.111763-0.0433531j -0.0810351-0.0171341j -0.0333726+0.0983307j -0.0175113+0.000964411j 0.00881754-0.0936125j -0.00462114+0.174354j 0.0750947+0.00185499j -0.0278908-0.0132102j 0.17255-0.0329368j -0.0957132-0.00412765j 0.00539676-0.028367j 0.0138285+0.103318j 0.102474+0.0837727j -0.0390024+0.038575j -0.0449793+0.0292821j -0.0305188-0.0852181j 0.0453375+0.013945j 0.102997-0.0759529j 0.0175335-0.0166374j -0.0172454+0.0338364j -0.0576843+0.00982334j -0.019399+0.0360416j 0.0447423-0.0855561j 0.021577+0.0376917j 0.017531+0.0262706j -0.0819015-0.107109j 0.00279861-0.0319428j -0.041398+0.0162522j 0.0832858+0.0119537j -0.0377506-0.00114013j 0.0478402-0.00484819j -0.108296-0.0223801j -0.0268746+0.0523463j -0.0403487+0.0271119j 0.00771179-0.0233081j -0.0684967-0.0136912j -0.0105496-0.0323707j 0.0145366+0.00419128j 0.0485013-0.0536083j 0.0935777+0.0369017j 0.0544351+0.0608281j -0.0400157+0.0322421j 0.0615968-0.0697138j 0.0193759+0.00856997j 0.0181791+0.00558465j -0.0108158-0.0372442j 
-0.00016647-0.0199195j 0.0141512+0.0213274j 0.0290384-0.0317636j 0.00413097+0.0517568j 0.0709499+0.0405828j 0.0390015-0.0900666j -0.14209+0.0302939j 0.0139553+0.112692j -0.0241063+0.0292309j -0.0250053+0.0467506j -0.0129974-0.0267178j 0.0827149+0.0301431j -0.0444776-0.0286599j -0.00604373-0.0687944j 0.0959152-0.0643552j 0.182603+0.106526j 0.175862+0.0334895j 0.0896126-0.0322208j -0.0598755-0.0940403j -0.096685-0.0178686j 0.0731714-0.144423j -0.103714+0.0295732j 0.0413115-0.142677j 0.0424764-0.0265591j 0.139645+0.171654j -0.0729456+0.0854807j 0.066088+0.0926922j -0.0518366+0.195619j 0.104772+0.0772757j 0.0113519-0.0120302j -0.0231243-0.0770932j 0.0225875-0.00261908j -0.0975996+0.0825078j 0.0119903+0.0279581j 0.0184888-0.0075361j 0.0190834-0.00431235j -0.0671667-0.0771094j 0.044012+0.0775312j 0.0240186-0.0305695j -0.0631499+0.0700128j -0.0753587+0.01039j 0.033516-0.0251374j 0.0145672+0.0719351j -0.0625664-0.0102081j 0.0512137-0.0331567j -0.0169732+0.0388921j -0.0188449+0.0895859j -0.0185562+0.0463167j 0.0178424+0.0240632j 0.0074169+0.0066077j -0.021874-0.0900395j 0.0104364-0.0385626j 0.0460303-0.0242663j 0.0422844+0.0521187j 0.033626-0.00821332j -0.0789062-0.0311106j 
0.0142222-0.0309468j -0.00651572-0.00817255j 0.00280874+0.012867j 0.0124211+0.055137j 0.0324826+0.0541251j -0.00531954-0.0633931j -0.048012+0.054628j 0.0436124+0.00816664j 0.0331281-0.00214783j -0.0822231+0.0478396j -0.0835744-0.0139412j -0.00365341+0.0885498j 0.0813696-0.0349691j -0.0833424-0.026664j -0.0643964+0.100561j -0.00717238+0.101707j 0.0224526-0.0212705j 0.153679+0.00785579j 0.0645473-0.0441828j -0.0114484-0.0474941j 0.0680377-0.142658j 0.00123753+0.115837j 0.0659424+0.0313658j 0.109269-0.0428947j -0.0245231-0.238507j -0.0293188+0.035157j 0.062332-0.0398471j 0.18813-0.108091j -0.176055+0.108695j -0.0538748-0.0223948j 0.0425934-0.0259703j -0.0203201+0.0964405j -0.0914147-0.0519217j -0.0328423+0.0943375j 0.0308661+0.0360409j -0.0181633-0.060837j -0.00113337-0.0419711j 0.0327527+0.0937775j -0.0301619+0.0409091j 0.0446922-0.172918j -0.0870249-0.0449195j -0.0551634+0.103917j 0.04687+0.0541489j -0.0643208+0.0148281j -0.0646511-0.0539601j -0.0898005-0.0213023j 0.0358166+0.0333533j 0.000886558+0.0276688j 0.030744+0.00197389j 0.037227+0.0246271j 0.0474192+0.0309274j 0.00220817+0.0157748j 0.0442966+0.0409013j -0.00789927+0.0367923j -0.0160146-0.0496993j -0.013438-0.0140589j 
0.00575467-0.0152233j -0.0154049+0.014064j -0.00183829+0.0144498j 0.0183085+0.0101176j -0.00591204+0.0147645j 0.0363075-0.00141193j -0.0429831-0.0337786j -0.0217273+0.06621j -0.00577712-0.0123278j -0.01715+0.075304j 0.0360829+0.00568118j -0.003919+0.039811j 0.031406-0.0302146j -0.0856724+0.0920262j -0.0863699+0.0307764j -0.0887995+0.0723942j 0.0810472-0.0228117j 0.0879237-0.0193284j 0.149417-0.00563439j -0.0626475-0.138889j -0.0454087-0.104114j 0.0742207+0.0518643j 0.113102+0.0288272j 0.0118674+0.0361152j 0.0793432-0.204142j -0.0288771+0.0544595j -0.0326961+0.0245708j 0.108346-0.152647j 0.00710798+0.0903549j -0.0794341-0.00129029j 0.143654+0.0848333j 0.129038-0.0443546j -0.0670307-0.0381689j 0.0504775+0.0182343j 0.0230157+0.0190904j 0.102596+0.0196546j -0.00400925+0.0144151j -0.00396682+0.011604j 0.104845-0.034638j -0.0145756+0.134387j 0.0592436-0.0418555j 0.145752+0.0220977j -0.0707369-0.0202431j 0.00452536-0.0716202j 0.0683973-0.0507213j 0.0251058+0.055384j 0.00106902+0.0163936j 0.00956589+0.0349957j -0.026756-0.00891118j -0.0553158+0.0100114j -0.0273526-0.0803762j 0.0289923-0.0898125j -0.0312177-0.0439109j 0.0598495-0.0465398j 0.0434624+0.0431072j -0.0287505-0.000622534j 
0.0521373-0.00487292j -0.00493109-0.025193j -0.0298683-0.00692751j -0.0315153+0.125637j 0.0206656+0.0362133j -0.0641422-0.0282059j -0.085325+0.119626j 0.111065+0.0135829j 0.00328923+0.0844156j -0.0804291+0.036464j -0.0295038-0.0601125j -0.00572281+0.0574018j 0.0144747+0.0721906j 0.0157415-0.136967j -0.0329003-0.176038j 0.130652+0.0113324j -0.00488296+0.112846j -0.0468331-0.0218602j 0.0243867+0.096332j -0.0009895+0.0785549j 0.0372511-0.0367485j -0.0168859-0.000173899j 0.0368821-0.130257j 0.0422608-0.0408309j 0.00694465+0.0691462j -0.00956057-0.148348j 0.0229855-0.0865492j -0.00675119+0.18319j 0.03632+0.0426514j 0.00897275+0.043502j 0.0028595-0.0594976j -0.088656+0.0437365j 0.00813695-0.122349j 0.00214006-0.0912316j 0.0023657-0.0308478j -0.00831424+0.10137j -0.109098-0.0234965j -0.0120857-0.034012j 0.0243142-0.00749912j 0.0069104-0.0393017j 0.0193699+0.040081j 0.0516202-0.0189405j -0.0183929-0.0337235j 0.0222411-0.0105025j 0.0305918-0.0488882j 0.0123104-0.0777389j -0.0187531+0.0826677j 0.0177718+0.0267651j -0.0167839+0.0214472j -0.00847786+0.00776159j 0.00578425-0.0260205j 0.0401226-0.0906045j -0.0417942-0.0211705j 0.0269802-0.0440541j 0.0548163-0.00501174j 0.00501553-0.00618792j 
0.0104369+0.0130759j 0.0346908-0.0273608j -0.0222056-0.0389745j -0.0492916+0.0415895j 0.000145662+0.00337821j 0.00175459-0.0331684j 0.00556869+0.0451808j -0.0354502-0.0207314j -0.0644977-0.0352658j 0.0293381+0.144394j -0.130555+0.0906919j 0.156166+0.0144519j -0.0188699-0.0929914j -0.0532152+0.0584537j -0.0263112+0.0509428j -0.0286985+0.00841928j -0.0488655-0.091232j 0.239339-0.104323j -0.0879501-0.0922912j 0.0725247+0.1178j 0.09007+0.0362157j 0.0454292+0.0863724j -0.0797333-0.0206737j 0.169301-0.0595737j 0.0479468-0.0388746j 0.060388-0.0424539j -0.051198+0.0456955j 0.102304-0.0428608j -0.142804-0.0148092j -0.0576806+0.155162j -0.0447521-0.0108689j 0.00196254-0.0413659j 0.0904466+0.131909j -0.0401581-0.0784647j -0.0507603-0.00360111j -0.061147-0.00477425j 0.129771+0.0868608j 0.131396+0.0208959j 0.0041557-0.0399996j 0.0902653+0.00449312j -0.0541554+0.0197407j 0.05539-0.00116682j -0.00522904+0.047275j 0.0421811+0.00875179j -0.00754047-0.00334626j 0.0142282+0.0288367j 0.0195464+0.0411567j -0.0404191+0.0203711j -0.0523027+0.0251444j -0.0474695-0.0220996j -0.00981148-0.0210126j 0.0206691-0.00212446j 0.0113192+0.0148911j -0.000419487+0.0624605j -0.00460413-0.01489j -0.0219729-0.0119539j 
0.00730247-0.0538791j 0.0199923-0.000431093j -0.0816361+0.0618406j -0.00474921+0.0596425j 0.0170431+0.00440058j 0.0196032+0.00167252j -0.0472906+0.0167036j -0.0356692-0.0166852j -0.0242784-0.0201975j 0.0366749+0.0219008j -0.101394+0.0477293j 0.169777-0.0335928j -0.096451-0.0897169j -0.0435473-0.0522519j 0.0656105+0.117763j -0.018592-0.0958533j -0.0125001-0.0288875j 0.0553167+0.118992j -0.0996822-0.0826591j 0.0500201-0.0365947j 0.052918-0.0229663j -0.112427-0.0764328j -0.042246-0.100956j -0.00502857+0.0468579j -0.00205742+0.0416758j 0.0962589+0.154941j 0.00701849+0.0100815j -0.106848+0.0931562j -0.13512-0.0774986j 0.118646-0.0290375j 0.0481367+0.103809j 0.00282057-0.0461198j -0.0257254+0.103589j -0.03568+0.0810533j 0.0478826+0.0725528j 0.00654264-0.0704267j -0.100275+0.0422499j -0.0921124+0.0621962j -0.083731+0.00356561j -0.114435-0.0240241j 0.0299414-0.00432743j 0.0183746+0.0965543j -0.0444303-0.00433117j 0.086641-0.0577215j -0.0158674-0.0403064j 0.0129659+0.00607329j -0.0202249+0.00976858j -0.0149059-0.0701894j 0.0116893+0.00751191j 0.0527914+0.0707742j -0.0146053-0.000618706j 0.0247675+0.00528344j -0.0416368-0.0837802j 0.0186883+0.0260269j 0.0468672+0.00113101j -0.0249585-0.00487061j 
-0.0132396+0.018737j 0.00080017+0.00708314j 0.013508-0.0363316j 0.0107281-0.0704225j -0.00174914-0.0256645j 0.0175552+0.0551825j 0.049842-0.0704012j -0.0636524+0.0134627j -0.0193671-0.0575197j -0.0033518+0.00979511j 0.0118245-0.0428626j -0.0812286+0.0358037j 0.0164318-0.0367572j -0.0349118+0.069058j -0.0112639+0.0239822j -0.115063-0.00120949j -0.00556359+0.0968102j -0.027702-0.0358698j 0.0498967+0.0159374j 0.0176506+0.029752j -0.124164+0.0469821j 0.0452017-0.0178953j 0.0402239+0.054115j -0.0273492+0.00613728j -0.0113928-0.0191619j -0.00893231+0.0360931j -0.0277078-0.02902j -0.0437128-0.0476273j 0.125255-0.0275055j -0.0500468-0.00354355j 0.0355949-0.0384993j -0.0469812-0.0938054j -0.0334944+0.026888j -0.0352617-0.00515581j -0.0275129-0.00624958j 0.103241-0.0435243j 0.00287697+0.0885598j -0.0482225+0.0454933j -0.00656506-0.0477119j -0.0974406-0.00486607j 0.000873312-0.0758263j 0.0424038+0.00568776j -0.00359341-0.0182947j 0.00494917+0.0076711j 0.0105242+0.0166252j 0.0273195+0.0703443j 0.00609324-0.0206948j -0.00320764+0.0165523j -0.0372037-0.0878736j -0.00449533-0.0890052j 0.0577659-0.0301555j 0.0151453+0.0310363j 0.0159459+0.0241586j -0.0125496-0.0208557j -0.0176348+0.0215783j -0.018081+0.00078015j 
0.0102957-0.00791264j -0.0486402+0.048157j 0.0429909+0.0803477j 0.0337646-0.0480457j 0.0503904-0.0529646j -0.120078-0.00850714j 0.0920677+0.0799211j 0.0558134-0.0835528j -0.0260018-0.0100623j -0.00160459+0.0521009j -0.0110256+0.0978641j 0.0520972+0.0583399j -0.0530521+0.0102389j -0.0422595-0.00932744j 0.176317-0.100387j 0.0106439+0.117662j 0.123739+0.0905915j -0.10314-0.0421503j -0.0128674-0.00756687j 0.169766-0.0924156j 0.0613836+0.0464305j -0.0557615+0.0518909j 0.053134+0.0635352j 0.105078-0.0215119j -0.0630503+0.060311j -0.025779-0.00478175j -0.0186592-0.0499948j -0.00825896-0.00211905j -0.0069792-0.00682883j 0.0342913+0.0616204j 0.0471736+0.0431946j -0.0791173-0.00287523j 0.108284+0.0707732j -0.0108-0.0110929j 0.111867-0.0215751j -0.0489168-0.0215013j 0.0247901+0.0358036j -0.0240132+0.00999009j -0.112267-0.0485813j 0.0617026+0.0264128j 0.0660788+0.0444237j 0.018666-0.0446089j 0.0485363+0.0199014j -0.000830166-0.013677j 0.0244965+0.00317223j -0.0322816-0.0508961j 0.019494-0.0201486j -0.0276297-0.0221771j -0.0240812-0.0128272j -0.00623141-0.00208951j 0.0285267+0.00948184j 0.00733318+0.00726042j 0.029627-0.0536937j 0.0417832-0.0043443j 0.0109267+0.028091j -0.0128273-0.0352385j 
0.0151148+0.0134672j -0.0439286+0.0843513j 0.0273021+0.137691j 0.0599799-0.0239927j 0.0519728+0.0179198j -0.0869257-0.0161914j -0.0109908+0.0802174j 0.120992-0.0471679j 0.0139859+0.0429338j 0.0231063+0.0394762j 0.0470931+0.0898588j 0.092811+0.0172007j -0.156949+0.00143494j 0.0127334+0.00494874j 0.108924-0.0234779j 0.0381652+0.133448j 0.120527+0.0294826j 0.0166183+0.0434171j 0.064129-0.12861j 0.0409625-0.0719562j 0.0338143-0.0372162j -0.106047+0.0680088j 0.0389188-0.0140949j 0.00706632+0.0369563j -0.082567+0.0458888j 0.0284251+0.0777547j -0.06918-0.00413493j 0.0188012+0.0448096j -0.0338798+0.0318208j 0.00286474+0.120838j -0.0642249-0.019461j 0.0320795+0.0362984j -0.0888782+0.0743046j -0.0891097+0.0447872j 0.0426515+0.0109662j -0.0716758-0.010586j -0.0392067-0.0523713j 0.0485848-0.0175286j 0.0370518+0.00900803j -0.0215965-0.121763j 0.0196732+0.0729842j 0.00727929-0.0208394j -0.0133765-0.0614205j 0.0410051+0.0797987j -0.0027336-0.0189059j 0.0188043-0.106438j 0.0455617+0.0197763j 0.0109956-0.0105595j -0.029328-0.0848852j 0.07274-0.017626j 0.084954+0.094158j -0.0320855+0.00709883j -0.0398549+0.0116522j -0.054161-0.133224j 0.0519465-0.000613712j 0.0685302-0.00953115j 
-0.00781798-0.0469537j -0.0340062+0.0336428j 0.00945546+0.0646695j 0.0516688-0.0024349j 0.0114838+0.043999j 0.02108-0.0413297j -0.0129602+0.0109091j -0.0165108-0.0158526j -0.0171908-0.0296934j 0.0473254+0.00894831j -0.00600766+0.0715596j 0.0805521-0.0397215j -0.0352029-0.0692098j 0.0120405-0.00345646j 0.0537696+0.0641256j 0.056617-0.0128834j -0.0409512-0.0571077j 0.0283699+0.0561518j -0.0509905-0.105714j 0.00522554-0.0111584j 0.0552924-0.014683j 0.0334049-0.000664687j -0.0130003-0.0134136j 0.0348809+0.0277367j -0.0351531+0.0663496j -0.127806+0.0249815j -0.00403947+0.0119561j 0.00593219-0.031115j -0.0826965+0.0377078j 0.0323662-0.0384478j 0.0389695+0.0123737j 0.0674997-0.0192267j 0.0153991+0.0356784j -0.0318766-0.0284684j 0.00510797-0.0310139j -0.0619918-0.0132025j 0.0588417-0.0101917j 0.0273649+0.0472236j -0.0486921+0.00976705j 0.0115776-0.0313617j 0.0082268-0.0115802j 0.00216591+0.0156507j 0.00310491+0.0377047j -0.00893508-0.0500178j 0.00227872-0.00931705j -0.0128206+0.00154438j -0.0159669+0.0170874j 0.0172524-0.0462801j 0.0355344+0.0277304j 0.00908892+0.046991j -0.0321435+0.0316097j -0.0122766-0.00455246j 0.00546149-0.0376279j 0.0140125+0.0343907j 0.00169928-0.00498818j -0.00819624-0.0123704j 
-0.0692608+0.00107005j -0.00639776+0.0561656j 0.0699469-0.0633504j 0.0219917-0.0736975j 0.0232677+0.0569599j 0.0782495-0.0974046j -0.0658485-0.0261966j -0.0048311+0.0540062j 0.0236774-0.0536069j 0.00713999-0.0634411j 0.0124465-0.0262463j -0.0132473-0.0659221j 0.0094401-0.0616284j -0.0189878+0.0369489j 0.00526766+0.0577063j 0.047665-0.0475501j -0.15975-0.114456j -0.0318667+0.0349117j 0.0219507-0.11987j -0.00308608+0.122168j 0.072983+0.0265585j -0.0661793+0.0928496j -0.0926508+0.126001j -0.0185172+0.0419635j -0.00901737+0.0959491j -0.110602+0.0408573j 0.0117305+0.0702074j -0.0358086-0.103515j 0.00725728-0.0201799j 0.0735426-0.0159086j -0.0481966+0.0311917j 0.00538212-0.0145253j 0.0226743-0.0311862j -0.0210826-0.0025399j -0.0130818-0.0568995j -0.0402854-0.0679851j -0.00812839-0.0516244j -0.0708551-0.000293663j 0.0520908-0.0172706j -0.0241226+0.0103484j 0.039359-0.0801396j -0.0629159+0.0700477j 0.0644041+0.0657263j 0.007487-0.00544042j -0.0279512-0.00843501j -0.0193256+0.0184046j -0.0362375-0.0144143j 0.029687-0.0473951j 0.0964434+0.00498431j 0.0352532+0.0536627j -0.0245741+0.0346642j -0.00147377+0.0550006j 0.00145676-0.0143242j -0.0158011+0.016411j -0.0279552-0.012478j -0.0216423+0.00123063j 
-0.0160646+0.0487417j 0.0639778-0.045325j -0.026248-0.105472j -0.0958165+0.0507459j -0.00990737-0.0453666j -0.00953822-0.00995385j -0.0160254+0.0537983j 0.00554638-0.00788193j -0.0081084+0.0316878j 0.00784854+0.0143301j -0.00896715+0.0136003j 0.00101743-0.0386983j -0.0392193+0.0250559j -0.00985555+0.0334476j -0.0759153-0.0157603j -0.0796913+0.0283582j -0.0209778+0.0716807j 0.0639481-0.148927j 0.0859967+0.0037172j -0.00259407+0.0845771j -0.00995277+0.0232255j 0.00533886+0.00523126j 0.0416931-0.0358243j 0.0399603+0.0328262j 0.0479011+0.0399328j 0.00706842-0.110015j -0.023883-0.00961191j 0.027951+0.0695665j -0.0097813-0.00135687j -0.0105858+0.0852695j -0.0354677+0.071005j 0.0138476+0.0397949j -0.0647002-0.0475399j -0.0171122-0.0359991j -0.00783278-0.00718244j -0.045773-0.0229136j -0.0357709-0.00763552j 0.0272982-0.0287257j 0.0916868-0.0458904j -0.0250025-0.0299127j 0.00922894-0.0409726j -0.0516676+0.0303171j -0.033847-0.0097549j 0.0145308-0.0436594j -0.0204905-0.0841241j 0.0815468-0.0202401j 0.0194964+0.0580538j 0.0184058-0.0164335j 0.0403368-0.0190677j 0.0292497+0.00890637j 0.00698613-0.0201838j 0.0206397+0.0191606j -0.0323759+0.00386217j -0.0243401-0.0181386j 0.0231833-0.0125545j 0.00690959+0.0363434j 
-0.0551794+0.0483447j 0.0215554-0.0111597j 0.0412409-0.054294j -0.088019-0.0276369j -0.00737577-0.0793713j -0.083445-0.0250463j 0.09039+0.082612j 0.0253334-0.0951928j 0.00248505-0.0319793j -0.0784065+0.0470609j -0.101118-0.00652762j 0.00951411+0.0598833j 0.0264491-0.0359416j -0.0761936+0.00682016j 0.00534777-0.0687858j -0.0944465+0.0534527j 0.0252801+0.0655558j -0.0811-0.0790789j 0.0669204+0.0190349j 0.0170926+0.0143258j -0.0447562+0.123101j -0.0718638+0.0019259j -0.0246896+0.0166653j 0.102259-0.013282j -0.0152814-0.0703106j -0.00926181+0.0368257j -0.0891085-0.0547284j -0.0119194+0.00539502j 0.0322342+0.02319j -0.0222663+0.0156254j 0.057857-0.029117j -0.0278119+0.00308728j 0.00146282+0.0379853j -0.0590067+0.00204449j -0.0365218-0.0511656j -0.0716823+0.0323597j -0.0602583-0.00651213j -0.0507201+0.00939638j -0.0472313+0.0151372j -0.00589149-0.0243888j 0.0508025-0.0592075j -0.000684287+0.0376227j 0.0108294+0.0233112j 0.0407181+0.00624252j 0.00977753-0.0175248j 0.0339897+0.0517103j -0.0651233+0.0224236j 0.00692433-0.0131976j 0.0660485+0.0107723j 0.0182132+0.0434429j -0.0287479+0.0407718j 0.0172826+0.0186151j -0.0315476-0.0117835j 0.00838714+0.00956689j -0.00388324-0.00578358j 0.00356866+0.0203599j 
0.0711125-0.104402j 0.0193383-0.0462744j -0.130856+0.0409706j 0.0650763+0.107473j -0.0760549+0.00367099j 0.112664+0.116464j -0.0183815-0.115119j -0.082841+0.0422605j -0.00991365-0.0249222j 0.109835-0.00162858j -0.0331626+0.0286797j 0.0571372-0.0509529j -0.0179315+0.0190633j 0.0450562-0.0571698j -0.00661221+0.0321298j 0.0913856-0.179943j -0.0585767-0.0740752j 0.0244351+0.0767027j -0.0310901+0.10515j -0.0020742+0.024969j -0.0395378-0.116697j 0.0664164-0.0634479j -0.0894171-0.0495204j -0.0109719+0.053137j 0.00817783+0.00488064j -0.0593264+0.0485772j 0.0860901-0.0114193j -0.0208832-0.0250996j 0.0507924+0.0194156j 0.0151218+0.0162693j -0.000175981-0.0134445j -0.0312011+0.0818799j -0.0206671+0.0234391j 0.0739407-0.118944j 0.0104767-0.0470572j 0.00632028-0.0734649j 0.038725-0.0195273j -0.0966382-0.0453485j -0.0352121+0.077248j 0.0333355+0.022588j 0.0141173+0.039186j -0.00270934-0.0414471j -0.0454813-0.0142839j 0.0391398-0.0170688j -0.0178262-0.0821935j 0.104035+0.00141381j 0.0379013+0.0513117j 0.0182625+0.00186223j -0.00391983-0.0703371j 0.0936202+0.0187211j -0.00640884+0.0197187j -0.0331075+0.0389951j -0.00513134-0.038427j -0.0169105-0.00757699j 0.0132612-0.0169401j -0.0299644+0.00678376j 
0.0469634-0.0383536j 0.018909+0.0101041j -0.0632952+0.0515405j 0.0260958+0.0541332j -0.0128092+0.0338034j 0.0342176+0.0201914j -0.0603324-0.00873803j -0.0157111+0.0363858j -0.0264909+0.00665692j 0.0320155-0.0100812j 0.000299915-0.00917752j 0.0406443-0.0082232j -0.0177189-0.0441124j 0.0102979-0.0069837j -0.0100054+0.0583472j -0.0231185-0.0123006j -0.0330737-0.0482553j 0.128915+0.0612837j -0.011984-0.0315387j -0.034493+0.00230607j 0.00186894-0.0662001j 0.0292684+0.0106446j 0.000494327-0.0195587j -0.0174674-0.0339541j 0.0313867+0.0217996j -0.00236423+0.0647676j -0.0121168+0.0358305j -0.00719424-0.029889j -0.055721-0.00050382j -0.0114318+0.012254j 0.00650583-0.00788894j 0.0312257-0.0861694j 0.0208637+0.0505762j -0.038761+0.00598318j -0.0774746-0.0116221j -0.000214928-0.0658029j 0.026662-0.0265153j 0.0145777-0.0364639j -0.00398837-0.0344047j -0.0461054-0.030187j -0.0363102+0.00855345j -0.00328098+0.0191077j -0.0624635-0.0176043j 0.00966802+0.0201687j 0.0118864-0.0046752j -0.047595-0.00648915j -0.0138765-0.0279766j -0.0165033+0.0111865j -0.0358097-0.0137714j 0.0272401+0.0187341j 0.0179047+0.00202795j 0.000540702-0.0124512j -0.041048-0.0256976j 0.000353043-0.0483063j 0.0355982-0.0118561j 0.0124461+0.00114668j 
