0.0349484+0.0125679j -0.0379223-0.00855216j -0.051549+0.048856j -0.0404788+0.0118654j -0.0193917-0.010383j 0.00190591-0.00937628j 0.021463+0.00330837j 0.0755439-0.000187277j 0.0182454-0.0244524j -0.0143127+0.00353903j -0.000557983-0.019643j -0.0194759+0.00410285j -0.00701931-0.00192998j -0.00111412-0.0325029j -0.0128162-0.0048833j -0.0182218+0.00250357j -0.00737472+0.000265244j -0.0532657+0.00132587j 0.016041-0.000776039j -0.00111114-0.00695322j -0.0325623+0.00161571j -0.0257802+0.0115771j 0.00991296+0.00179641j -0.000962421+0.00108747j 0.00604323-0.00143164j 0.0077081+0.00566064j -0.00196744-0.00566759j -0.00156452-0.0064361j -0.00121231+0.0184749j -0.00944709-0.00759662j 0.000490335-0.00650964j 0.00713989+0.00942587j -0.0384569-0.0209727j 0.021529+0.0155883j -0.0150878-0.005323j -0.0178687+0.0217024j -0.0141516+0.00911048j -0.0164682+0.0123024j 0.00889631-0.0177735j -0.0103731-0.00698408j -0.0322678+0.015738j 0.000193398+0.00605248j -0.0138472-0.0106183j -0.00167217+0.00522897j -0.00208542+0.000631425j 0.0170584+0.0177252j -0.0113471-0.000618663j 0.0407081-0.00955666j -0.0267448-0.0217835j 0.0336652-0.0002669j -0.0203421-0.0134997j 0.0125799-0.011199j -0.00407036-0.0096225j 0.00151638-0.00190824j 0.000704899+0.000497221j 0.00168924-0.0178635j -0.0437688+0.0227187j 0.00901653-0.00825821j 0.0176003-0.0107116j 0.0160257+0.0284889j 0.0234975+0.00451891j 0.01734-0.0112807j 0.00459932-0.00720273j -0.0026676+0.00518315j 0.0468034+0.00544375j -0.0326221-0.0174817j -0.0162102+0.000317701j 0.0146707-0.0162029j 0.00314466-0.00325409j -0.00973877-0.0451252j -0.0320217+0.00276102j 0.0378278-0.00380484j 0.0309189-0.0350583j -0.0590152-0.00458885j 0.0351456-0.00385826j -0.052311+0.0122663j 0.0224069+0.0137236j -0.0081022+0.0384721j 0.0165386+0.00543399j -0.023123-0.0324909j 0.019157+0.0333918j 0.0192477+0.0165653j 0.0406236+0.0504246j -0.00447812-0.0113916j 0.0208741+0.0195648j -0.0100416-0.0155813j 0.00966573-0.00270672j -0.0106535-0.00171822j -0.0654577-0.0631341j -0.0218733-0.0183384j 0.0126909-0.0742672j 0.0053848+0.013415j 0.0091815+0.000369147j -0.132641-0.102099j 0.0177367-0.0811659j -0.157177-0.0886228j -0.00718158-0.0574957j 
0.00992401-0.0124554j 0.0174071-0.0234349j -0.012099-0.0145377j 0.00872254-0.024974j -0.0289577+0.0271916j -0.0171218-0.0079748j -0.0102409+0.0243363j -0.022423+0.019001j 0.0282515+0.00598327j -0.00501343+0.00730945j 0.0182626-0.0237536j -0.0122129-0.0149492j -0.00338269-0.00231296j 0.000230116-0.00851873j -0.00898864-0.00202507j 0.000705523-0.02339j -0.00108174+0.00102169j -0.00854832-0.00982851j -0.00393662-0.0126117j -0.00745803+0.0113235j 0.00356111-0.00172078j -0.015811+0.00901816j -0.00673537-0.00181307j 0.0134323-0.0053079j 0.00183173-0.0169978j 0.0003689-0.00579765j -0.0152322+0.00982057j -0.000840825+0.00975623j 0.00106322+0.0133094j 0.00413669+0.00935781j -0.00413566-0.0124915j 0.0239343+0.00533173j -0.000420115-0.0171922j 0.0109637-0.0249937j 0.00669705+0.00943416j 0.00158032+0.00146277j 0.0238799-8.79669e-05j -0.00568724+0.0105862j -0.0122592+0.0126615j -0.0150044+0.00316928j 0.0022358+0.00238911j 0.00869241-0.00282703j -0.00373674-0.0152223j -0.00687521+0.00605403j -0.00748543+0.00403923j -0.0094394+0.00264099j -0.00460457+0.0273051j -0.00546142+0.018421j -0.0252081+0.0201018j 0.00244564-0.00492501j -0.0137461-0.00713452j 0.000914426-0.0120065j -0.0148834+0.000532083j -0.00232824+0.00988614j 0.0062032+0.0263277j -0.0120237-0.0103189j 0.0107389-0.00586114j -0.00481614+0.0160146j 0.0158112-0.00597729j -0.00384197-0.00715482j 0.0107278-0.0164994j 0.00926748+0.00283987j -0.00940584-0.00729773j -0.000893723+0.0326377j -0.00647869+0.00712723j -0.00290449+0.035524j -0.0173104+0.0123713j 0.00878331-0.00614951j 0.0102534+0.00943003j -0.0248635+0.00562666j -0.0118643-0.0122282j 0.00144019+0.00338739j 0.000524997-0.0148293j -0.0316778-0.0122511j 0.00706251-0.00500007j -0.0257618-0.0245287j 0.00824709-0.00589166j 0.00683604+0.000616984j 0.0120488+0.0144344j -0.0140269+0.00429604j 0.0268889+0.000392045j 0.00538049+0.00142215j 0.00297478+0.00212075j 0.00637759-0.0095687j -0.000367203+0.00924189j -0.00613429-0.00485578j -0.00220758+0.000684883j -0.0101345+0.00359816j -0.00774248-0.00250382j -0.0317465-0.00223548j 0.00178856-0.00457704j 0.00645411+0.00142707j 0.00687602+0.00348875j -0.00466493+0.0161125j 0.00504409+0.0147293j -0.00164488+0.011718j 0.00270266-0.00832555j 
0.0336113-0.0313848j -0.00954744-0.0149135j -0.0429848+0.0151157j -0.0109171-0.0432941j -0.00147757+0.0211383j -0.0245728+0.028618j 0.0127399-0.0293165j -0.002456-0.0089025j 0.00665058-0.0171945j 0.0108911+0.00292521j -0.000917964-0.00693238j -0.0103877+0.00782285j 0.0076398+0.00119946j 8.67106e-05+0.0035117j 0.0101473+8.04035e-05j -0.0211745-0.012079j 0.017902-0.00248401j -0.00483256+0.0210456j 0.0138267-0.0126854j 0.00335603+0.0139206j -0.00406343+0.00359515j 0.0122035+0.0163181j 0.0038415+0.0136795j -0.00126833-0.00526045j 0.00235118+0.0106231j 0.00675704-0.000525057j -0.0244493-0.00198834j -0.0129397-0.0106094j 0.0397437-0.000257283j 0.0112399-0.00545823j -0.00565112+0.0159742j -0.000288145-0.013424j -0.00129709+0.0236665j 0.0128052-0.0170938j -0.00537824-0.0155672j -0.00577845+0.00265386j 0.0213016+0.0065318j -0.0289163+6.46165e-05j 0.0196685-0.0125163j -0.0031655-0.0196949j -0.00235416+0.0212538j 0.0112869+0.0130357j 0.0176943+0.0193811j -0.00793054+0.000819059j -0.00657419-0.00512854j -0.00701988+0.00368871j -0.00841925-0.00805914j 0.0171412-0.0182231j 0.00406909-0.0076463j 0.0197373-0.00965805j -0.0197141-0.0081223j 0.0137616-0.00461144j -0.0179156+0.00175408j -0.0037435-0.00688603j 0.0130684-0.0225439j -0.026479+0.0024259j -0.0065429+0.00290107j 0.0044424-0.0151976j 0.0168036-0.0125166j -0.000377122-0.000753303j -0.000279063-0.0126345j -0.0169955+0.00381122j 0.000811219+0.016561j -0.0372096-0.00832135j -0.00687893-0.0107278j -0.0129644+0.0123451j 0.0185585+0.00889774j -0.00338653-0.0158883j -0.00284072+0.00915882j -0.000746666-0.0106393j -0.0156511-0.00726428j -0.00938118-0.0160494j 0.00494239-0.0014707j -0.0198442+0.00826848j 0.0129726-0.0158993j -0.0125036-0.00603101j 0.00338142-0.0114407j -0.0209434-0.00127491j 0.00238378-0.00454902j -0.0102181-0.000712144j 0.0198867+0.00760548j 0.00698126-0.0094048j 0.0213012-0.00815713j 0.00711293+0.00391147j -0.00586158-0.00105143j -0.011635+0.000159746j 0.00554369-0.0139614j -0.000486418-0.00132152j -0.0110733+0.00790268j 0.00836392-0.0133653j 0.00823664-0.00155437j 0.0102857+0.00924554j 0.00240929-0.00706562j -0.0104396-0.014198j -0.00335557+0.00324468j -0.0109627+0.0106566j 0.000571079+0.00549357j 
0.0182634-0.0217747j -0.0190702-0.000945574j -0.0191308+0.0249875j -0.0227068-0.0123898j -0.00754463+0.0192757j -0.00762032-0.00950684j 0.00719451-0.0120944j 0.00531319-0.0184157j -0.0130886-0.00293453j -0.00862105+0.00394423j 0.00310647-0.00375968j -0.00680315-7.69189e-05j -0.00718779+0.00386096j -0.00176755-0.0035479j 0.00298826+0.00848819j -0.0157192-0.000272821j -0.00465987-0.00848865j -0.00690982-0.00613732j 0.00379901+0.00709055j 0.00296161+0.00108728j -0.0121563+4.39519e-05j 0.00919291+0.00918443j 0.00622654-0.0050165j 0.00720276+0.0110586j 9.73435e-05-0.00932948j 0.0229919-0.00591458j -0.0215382+0.00432957j -0.00227165-0.00749823j -0.00646942-0.00689099j 0.00665557+0.00867619j 0.00398725-0.0163086j 0.000156557+0.0136095j -0.00417286+0.0123355j -0.00641664-0.00198084j -0.00614398-0.000276194j -0.0101883+0.00568566j -0.000596647-0.000297174j -0.0129622+0.000774007j 0.00966278-0.00468079j -0.00561826-0.00325101j -0.0110524+0.0117667j 0.00160976+0.00445527j 0.00936198+0.00402792j 0.00454103-0.00592752j 0.00582558+0.0138545j -0.00217866-7.31586e-05j -0.00493177+0.002122j 0.0104445-0.0111554j 0.0136374+0.00332736j 0.00788063+0.000586571j 0.00374766-0.0104645j -0.012023-0.00960771j 0.000976028+0.008517j -0.00401903-0.0128741j 0.00959259+0.00255728j 0.00983779+0.0118845j -0.0190603+0.0155184j 0.00837375-0.0129383j -0.00357854+0.0163856j 0.00465424+0.0130759j 0.0144124-0.00321321j 0.00275024+0.0247076j 0.0234746+0.00360456j -0.00283259-0.0174506j -0.000609044-0.0251016j -0.00131377-0.00376761j 0.00671529+0.00427951j 0.00214889-0.000589763j -0.00598471-9.53453e-05j 0.00190656-0.00621939j -0.0160194+0.00833813j 0.01676+0.00170029j -0.00174199-0.00467268j -0.00958083+0.00481749j 0.0146408+0.00786868j -0.00441144+0.00313891j 0.0202434-0.00559846j -0.00925274+0.00217671j 0.00529942+0.0075347j 0.00534078-0.0100041j -0.00659598-0.016778j -0.0026811-0.0112143j 0.005811-0.00938794j -0.00124611-0.00166019j -0.0131403-0.000962518j 0.00226762-0.00289621j 0.00356545+0.00922075j 0.00543378+0.0048622j 0.004906-0.00394361j -0.000859216-0.00847048j 0.00702203-0.010965j 0.000331519-0.00222427j 0.00470331+0.00498523j -0.0215708-0.00407939j 0.00122985-0.0029086j -0.0130929-0.00174319j 0.00226175+0.00514211j 
-0.0465142+0.0307872j 0.00523112+0.0118761j 0.0207118-0.0438545j 0.0273543+0.0322567j 0.00235513+0.014684j -0.0205773+0.0220725j -0.00338843+0.0302351j 0.00254045+0.00213647j 0.00535909-0.00947321j 0.0165811-0.0107303j -0.00238082-0.0027793j -0.0119127+0.0122931j -0.00141564+0.0106562j 0.00650205-0.0146523j 0.0183485-0.00220198j 0.0201296-0.0279523j 0.0178938+0.0156061j 0.00247916+0.00162254j 0.0145893+0.000991999j 0.000774362+0.00140521j -0.0015079+0.00417772j -0.0123556+0.000188192j -0.00156447+0.0218115j 0.00441895+0.000506865j 0.00124379-0.00359862j 0.00788205+0.0139027j -0.00583603-0.0076075j -0.00183764-0.0058379j 0.00452866-0.0236236j -0.00543108+0.00625602j -0.00305134-0.00229473j 0.00971642+0.001292j 0.0196101-0.00864203j -0.0124925+5.78754e-05j 0.0205416+0.00464836j 0.0138173-0.0109085j -0.000560706-0.0215468j 0.00885083-0.0241074j 0.000574986-0.00460134j -0.0133724-0.0142737j 0.0101581-0.011583j -0.00712581+0.00286983j 0.010274-0.0018509j 0.00808329-0.00454412j -0.00700292-0.00821124j -0.0219425-0.005173j 0.00571139-0.0154887j -0.0163385+0.0060685j -0.00314854-0.00756831j -0.00386005+0.00827865j 0.0151044+0.000262719j 0.00338685-0.0136114j -0.0119741+0.0103246j 0.017526-0.0348844j -0.00679452+0.0213776j 0.00551952-0.00191164j 0.0136381-0.00414122j -0.0169296+0.0097616j -0.00658561-0.0115502j -0.00288267-0.0204411j -0.00651794-0.00985549j -0.000280555-0.0165899j -0.00993319-0.0122035j 0.00565571+0.00990448j -0.0107238+0.00825615j 0.017601+0.0015303j -0.0058441+0.0224448j 0.0275025+0.0309219j 0.0272192+0.011383j 0.0106099-0.0129095j 0.0227815+0.0189917j -0.00461636+0.0209862j 0.00105922+0.00159168j 0.00358856-0.00653646j -0.0110761+0.00559481j -0.00717159+0.00432802j 0.00195174+0.00855907j 0.0118247+0.00884654j -0.00380725+0.00498453j 0.00249979-0.00665045j 0.0131096-0.0144219j 0.000698718+0.0197916j -0.0355489+0.00378732j 0.000192804-0.000293821j 0.00597865-0.000301788j 0.0122742-0.0103388j -0.0157274+0.0257535j 0.0021819+0.00360513j 0.0289445-0.00644151j -0.0132996-0.00844772j 0.00317401-0.0096196j -0.0104321+0.00918824j 0.00712314+0.0101853j 0.00690931+0.0161091j 0.000535919-0.00403651j -0.00641602-0.00714309j -0.00762313-0.0156026j 
-0.0106861+0.0182737j 0.0261536-0.0073643j -0.0123876-0.0127674j 0.0212736-0.0179456j 0.0221028-0.0230814j 0.00456975+0.00707937j 0.020269+0.00532511j 0.0288238-0.0122517j -0.0130918-0.0291886j -0.00772987-0.00167797j -0.0262239+0.0238296j 0.00154853+0.0261268j -0.0155782+0.0125072j -0.0173946-0.023285j -0.0247015-0.0117317j 0.0097785+0.0104751j -0.0135325-0.0152931j -0.00831757+0.00684647j 0.00097632-0.0111355j -0.00240638+0.00438674j -0.0098812-0.00199458j 0.00423582+0.0128405j -0.00964129+0.00525236j -0.0189747+0.0121065j -0.00645952+0.0146485j 0.0096009+0.00692107j 0.00206452+0.0191604j 0.00513607-0.00297668j -0.00562735-0.0101477j 0.000473408-0.00222385j -0.00308351+0.0143617j 0.000162748+0.0219282j -0.0131416+0.00421302j -0.0127127-0.00183503j 0.000174071-0.013639j 0.000704315+0.0165648j -0.0125017+0.00220168j 0.0068824+0.00920475j -0.000751569+5.70721e-05j -0.0375271-0.00668318j -0.00029374+0.00980868j -0.00659835+0.0168795j 0.00889222+0.0287824j 0.010617+0.00825187j -0.00297726-0.00217602j 0.0232497+0.00896473j 0.0136545-0.0200114j 0.00129918+0.0107866j -0.0181511+0.00165706j -0.00381019-0.012841j -0.016649-0.00147216j 0.0104881+0.00690419j 0.00845461+0.0114721j 0.00991598+0.0238423j 0.0112868+0.019693j -0.0128525+0.0156737j -0.0134022+0.0152994j -0.0053918-0.00986292j -0.00343237+0.0178147j 0.0223815+0.00736329j -0.0191367+0.00942417j 0.00329969+0.00366137j -0.0120052-0.0058693j 0.00745172-0.00637954j -0.0165701+0.00673875j -0.0182962-0.00521136j -0.00557455-1.67794e-05j -0.0301674+0.0145004j 0.0242163-0.00924317j 0.00962334+0.0151426j -0.00350005-0.009081j 0.00392678+0.0106938j 0.00275956-0.012038j 0.0193483+0.000412604j -0.00472317-0.0144703j 0.0127154-0.00199663j 0.00162802-0.0121821j 0.00606441+0.00483761j 0.0215319+0.00420961j -0.017993+0.0043774j -0.0165864+0.000434018j 0.0126623-0.00553518j 0.0237003-0.00171836j 0.00155446-0.00985015j 0.00633539+0.0190944j 0.00813263+0.0177769j 0.0112127-0.00699958j 0.00333763-0.00272937j 0.0151613-0.0230347j -0.0346311-0.011614j -0.00370863-0.014385j 0.0125618+0.0142379j 0.00682366-0.00806895j 0.00132836+0.00409913j 0.0182704+0.00857056j -0.00247458-0.00413299j -0.00264221+0.00292658j 
0.00168815+0.0037382j 0.0234932-0.0176572j -0.0161245-0.017687j 0.0307035-0.0291835j 0.0192039-0.00272484j 0.00172692+0.0119469j 0.0235644+0.00811718j -0.00581925+0.00136622j -0.00574464-0.014873j -0.00855416+0.00279661j -0.010792+0.0205j -0.0100436+0.00781532j -0.0131026-0.00824732j 0.00121052-0.00465983j -0.0173105-0.00571336j 0.0092527+0.0056877j -0.00133668-0.00769507j -0.000277278-0.0147612j 0.0134619+0.000750171j -0.00198528-0.00468232j 0.00425068-0.00338405j 0.000634112+0.000287086j -0.00895539-0.00330575j -0.00964491+0.00187903j 0.000822298+0.0111071j -0.00229509-0.0078065j -0.026209-0.00127042j 0.00934876-0.00386331j 0.00864057-0.0034177j -0.00327611-0.00542788j -0.00350074-0.00929096j -0.00812634+0.0140049j -0.00442557+0.00218802j -0.00501551-0.00211431j -0.00545743-0.00516516j 0.00841023+0.0111461j 0.0122784-0.010774j -0.00608091+0.00575362j 0.00295432-0.00630408j -0.0221272-0.00642389j 0.0162599+0.0102389j 0.00261344+0.0171178j 0.00349581+0.0220146j 0.00441737+0.0145695j -0.00932134-0.0116928j -0.00033336-0.00645008j 0.0026917-0.00139336j -0.00681761+0.000737166j -0.0188379-0.00884512j -0.000681348-0.00780011j -0.00918254-0.00392692j 0.0245593+0.0188329j -0.0144894+0.0155521j 0.00563896+0.0258907j -0.0104606-0.000652824j -0.0214555-0.00783766j -0.000853912-0.00176815j -0.00519172-0.0154879j -0.0135063+0.0166562j 0.0155184+0.0138964j -0.0254524-0.00851312j 0.0263092+0.00754465j -0.00439231+0.0197605j -0.00749064+0.00719449j -0.00529176+0.00706417j -0.00137043+0.00551564j -0.0309825+0.00839j -0.0228911+0.00420424j 0.0160357-0.00931048j -0.0149264+0.0141633j 0.00855365+0.00156226j 0.00468595-0.00740143j -0.00542568-0.00268763j 0.0278232-0.00786454j 0.00729985+0.0112175j -0.017838-0.00662338j 0.0104605-0.00108167j 0.00362385-0.00963504j 0.0087434+0.00638026j -0.00733154+0.00413784j -0.002073-0.0163602j 0.000107739-0.0109555j 0.007452+0.0156755j 0.00434934-0.00833246j 0.00847965+0.00502543j 0.0290029+0.00850843j -0.00416343+0.0039631j 0.00930885+0.0173698j -0.00491926-0.0013262j -0.0181447-0.00563216j 0.00565233-0.000350144j -0.0102943-0.00301803j -0.00300572-0.00242575j 0.00399831+0.0103967j 0.00198915+0.0112289j 0.00447541+0.00695425j 0.000162832-0.00311377j 
-0.00615527+0.0168126j 0.0124547-0.00902013j -0.000998947-0.0198818j 0.0213877+0.00167974j -0.0219241-0.00896201j 0.0140837-0.00873228j 0.00876818+0.015497j 0.0199824+0.00420578j 0.0104919-0.00633198j -0.00360216+0.0328773j -0.00064768+0.0199594j 0.0120987-0.0114645j -0.00172588-0.00823027j 0.00501+0.0074302j 0.00400394+0.0155651j 0.0103706+0.0163754j 0.00568868-0.000144117j -0.00619662-0.00229854j -0.0123973+0.000165039j -0.0017571-0.00299935j 0.000392012-0.000891377j -0.0133857-0.0148623j 0.011031-0.00444188j -0.00696791+0.00395163j 0.0119294-0.00470278j -0.00253033-0.000389003j 0.0062168-0.0152551j 0.010012-0.0119711j -0.00595728+0.00744748j -0.00224395+0.00455047j 0.00121011-0.00224199j 0.0072096-0.00244016j -0.000437051-0.0133816j -0.0159293-0.00218972j 0.00283742+0.00173105j 0.00289979-0.00695613j -0.00678176-0.0165637j 0.00975161-0.000832731j -0.00460058-0.00863767j -0.004023+0.00794194j 5.18304e-05-0.00376922j -0.00371505+0.0091417j -0.00397081-0.00401555j 0.0101326-0.0260166j 0.00482396+0.000650386j 0.00213705-0.00407362j 0.00563318-0.0119406j -0.000192367-0.00190334j -0.0087018-0.00815572j 0.00542999+0.00179792j 0.00110531-0.00644117j -0.0119625+0.0165395j -0.00648128-0.00753712j 0.00873017+0.0065215j -0.00822994-0.000899236j -0.0046654-0.00425052j 0.00984089+0.00732435j -0.0132554-0.0105623j -0.00806065-0.000658108j 0.012331-0.00616422j 0.0102003+0.00022224j -0.00996448-0.00185551j 0.00839385-0.000769974j -0.00796106+0.00283831j 0.00347546+0.00591491j 0.00758845+0.000433883j -0.0139916+0.00183036j 0.0113974+0.00560932j 0.00820967-0.00689628j -0.0226287-0.000914079j -0.0113312+0.0193679j 0.00372591+0.011214j -0.00814094+0.00807402j -0.00152548-0.000650764j 0.00566916+0.0119974j -0.00291676+0.00239939j 0.0167373-0.00226623j 0.0183467-0.000279505j 0.000108362+0.0161238j -0.0050568+0.00458645j 0.000276983-0.0164355j 0.00207645+0.000552748j -0.00513326+0.00541275j 0.000909959-0.0105279j 0.00622419+0.00331392j 0.0117971-0.00461139j 0.00229649+0.0168389j 0.00433973+0.0102475j 0.00815615-0.0120255j -0.0181003-0.00672576j 0.00161501-0.0155026j -0.00613923+0.00163305j 0.0113937+0.00202908j -0.00463607+0.00290943j 0.0117485-0.00085496j -0.00716619-0.00516556j -0.00108716-0.00610123j 
0.0155097-0.0202938j -0.00499659-0.0117774j -0.00937525-0.000253176j -0.014652-0.0062127j -0.0172879+0.0127771j -0.00152527-0.0107235j -0.0105896-0.00477638j -0.0271713-0.000900201j 0.00371481+0.0144487j -0.00729741-0.00764157j 0.0157583+0.00824146j -0.0135118+0.00303416j -0.0174891+0.0130728j -0.0045732-0.00684315j 0.00285104+0.00423055j -0.021945-0.0196557j 0.00332599+0.0134665j 0.00942839-0.00745372j -0.00316008-0.0209898j 0.0166739+0.00144338j -0.00425075+0.00841713j 0.00242433+0.00963182j 9.58457e-05+0.0102433j 0.00968113+0.00334487j -0.0125158-0.00124321j 0.0131735+0.00209236j -0.00174491-0.00264958j 0.00896341-0.0058308j -0.0154613+0.00356382j -0.00313235+0.0118031j 0.00560819+0.000412996j -0.000344555+0.0288275j -0.0101119-0.0044049j 0.0023045-0.00437828j 0.00506874+0.00835774j -0.0141369+0.0140412j 0.00700227+0.0132526j -0.0200911+0.00213232j 0.0115206-0.000540633j 0.00488528-0.00267101j -0.00871802+0.0134933j 0.00265262+0.00150449j 0.0117644-0.0137628j 0.00397171+0.00427042j -0.0095326+0.0124592j -0.00899683-0.0128331j -0.000601283+0.00371401j 0.0158201-0.00620261j 0.0181027-0.00453474j -0.0192167+0.0123375j -0.000916257-0.00420154j 0.00894505+0.00509076j -0.0164145+0.00682807j -0.0247675-0.0153109j 0.00780364+0.00202292j -0.00222693-0.0197771j -0.003172-0.0045495j 0.021319+0.00319739j 0.0109284-0.00235569j -0.00848687-0.013492j 0.0209445-0.00675762j -0.0126569-0.0155112j 0.00738903+0.000323894j 0.00754407+0.0110078j 0.0132792-0.00374267j -0.00862089+0.00375794j -0.017801+0.0187506j 0.0252419+0.0110233j -0.0103743+0.0178892j 0.0138934-0.0100709j 0.0245985-0.0145421j 0.0060478-0.0189072j -0.00130383+0.0271864j -0.00524333-0.0241928j 0.00113005+0.00254649j -0.0163522+0.0164613j -0.001728+0.0155542j -0.0217971+0.00299921j -0.00414457+0.00942687j 0.00545219-0.0181078j -0.00172112+0.00177375j -0.00586388+0.0026015j -0.0291336+0.0189521j 0.0083474+0.0129469j -0.026547-0.0171659j -0.00472396+0.00102781j 0.00747421+0.0143377j -0.00852456-0.0117574j -0.0122406-0.0140288j -0.0250922+0.0195865j -0.00977168+0.0111802j -0.00271635-0.00375557j 0.000843588+0.00324339j -0.0170598+0.00316818j 6.67148e-05-0.006101j 0.00299449+0.00899964j -0.00274526-0.00591936j 
-0.00751844+0.0161374j 0.014984-0.00638512j 0.0002637-0.0121503j 0.0170553-0.00154199j -0.00256771-0.0149267j 0.0176912-0.00533242j -0.0119381+0.00670632j -0.0263724-0.00354855j 0.000182902+0.0145706j 0.0184591-0.0100591j 0.00465028-0.0105743j -0.00474361-0.00859061j 0.00751403+0.00343681j 0.00467136+0.00287024j 0.000767624-0.00541046j 0.0011162-0.0178938j 0.006064-0.00348669j -0.000553824-0.00349542j -0.000776651+0.00365073j -0.00884618+0.00480572j 0.0145007-0.0107748j -0.00402613-0.0057728j -0.00608845+0.00876472j -0.00858646-0.00510757j 0.00351219+0.00526961j -0.0311772+0.00192278j -0.00931825-0.00151829j 0.0150863-0.000142549j -0.000854146+0.00328999j -0.0232254-0.00207353j -0.00436714-0.00253171j -0.00268895+0.002308j -0.00637361-0.00404012j 0.0187539+0.00788801j -0.00354646-0.00659818j -0.019007+0.00977578j -0.00793646+0.00503506j 0.00466068+0.00439249j 0.0008491-0.00359471j -0.0105945+0.00351934j 0.000396202-0.00945428j -0.0134944-0.00371341j -0.00155536-0.00242475j -0.0146469-0.0110172j 0.0129107-0.00558836j -0.00294046+0.00577684j 0.0219023+0.00181472j 0.0251125+0.00900967j 0.000993637+0.0023241j -0.000957684+0.0069179j 0.00490431-0.0151958j -0.0264647+0.00553825j 0.0197695+0.00491001j -0.0131884+0.00271442j -0.0076222+0.0170333j 0.0102327-0.003413j -0.00902616-0.0205539j -0.0023123+0.0033745j 0.0011355-0.0096296j 0.00167647+0.0215721j 0.00232632-0.00795915j -0.00192658-0.00417251j -0.0024602+0.0164062j 0.0130123+0.0156632j -0.012258+0.0230709j -0.00371802+0.00314036j 0.00105219-0.000188975j 0.0161791+0.00516576j 0.00626168+0.00554866j -0.0142758+0.00512144j 0.00625003-0.00821476j -0.00949026+0.00764928j -0.00443629-0.000869207j -0.00400588+0.00538616j -0.00428878+0.00765405j 0.0104537-0.0184334j 0.00255283+0.00932972j 0.00589388+0.00487084j -0.000659733-0.00832846j -0.0043888+0.0133111j -0.0129622+0.00850026j -0.00231555+0.0153497j -0.00569909+0.000287927j 0.00293768-0.00745444j -0.00463588+0.00555833j -0.0103281-0.0122777j 0.0166343+7.55262e-05j 0.00428746-0.00640583j 0.0106888+0.00628575j -0.00938278+0.00734813j -0.000834088+0.00122866j -0.00436189-0.000442432j 0.0100268-0.000213803j -0.00270261+0.00231352j -0.000626013+0.000282819j 0.0087214+0.00508901j 0.000165388-0.00485392j 
0.000163133-0.00774686j -0.00783073-0.00126589j -0.00996854-0.000309722j -1.76682e-05-0.00887982j 0.00609042-0.00964531j -0.00750018-0.00962069j 0.0131511+0.00193705j 0.0278654-0.0191191j -0.00498367-0.00970565j -0.00781186-0.0102764j -0.00179429+0.0130548j 0.00463582+0.00447639j 0.00422649-0.00190622j -0.00164642-0.0189331j -0.0327373-0.00533096j 0.00903699+0.0274752j -0.00690679-0.00898391j -0.0190327+0.00654028j -0.000397187+0.0142964j -0.000585752+0.00617619j 0.0103511+0.0066514j 0.00738901+0.00783384j -0.00145694+0.0053226j -0.0106652-0.00978141j -0.00226976+0.00991176j 0.00204302+0.0114169j 0.00544717-0.000906134j 0.00276076+0.00676721j 0.00743702+0.00574451j 0.0043428-0.00594999j 0.0190429+0.0255026j 0.00047005+0.0128267j 0.00635814+0.0171798j -0.00133797+0.0032546j -0.0131958+0.0152137j 0.00267124+0.00277146j 0.00441778+0.00253384j -0.000401013+0.00101832j 0.00966464-0.0122476j -0.00340398-0.000718173j -0.00273429+0.012746j -0.00624815+0.00438294j 0.00701402+0.0153239j 0.00762747+0.00044166j -0.00770482+0.00765094j -0.00226578-0.00328359j -0.00196084-0.000413993j -0.00288992+0.000993216j 0.00405678-0.0100469j 0.00751169+0.00202366j 0.0109041-0.0139897j -0.000240613+0.0109525j -0.0134235-0.0038425j -0.0265706+0.0104383j 0.0235233-0.0137273j -0.000830233-0.00518556j 0.00551352-0.0107217j 0.00333404-0.00179772j 0.0202474+0.000598847j 0.00616288+0.00144429j -0.00926076+0.00386768j 0.0188021+0.0113398j -0.00190201+0.000965657j -0.00813779+0.00506681j 0.00844864-0.00368816j -0.00316484-0.0191526j 0.0321554-0.00224466j 6.55371e-05+1.33862e-05j -0.00982215+0.0163282j -0.00708149+0.00584076j 0.00447736+0.00483925j 0.0096053+0.0138454j 0.00949426-0.00566906j -0.00724017-0.00774494j -0.00201059-0.00551964j 0.0101341-0.00282023j 0.0117134+0.000991935j -0.0107596-0.000166606j 0.0198691-0.00317554j 0.00731181-0.00812785j -0.0119603-0.00800271j 0.00483973-0.00680006j 0.0194925+0.00729242j 0.00212016-0.00220981j -0.00617224+0.00287248j 0.00162424+0.0131915j 0.00554824-0.00285677j 0.00113146+0.000290164j 0.0074444-0.017218j -0.00922159+0.00515476j -0.00278028-0.00863883j 0.00871118+0.00752866j -0.00444637+0.000638478j -0.0160466-0.00015366j -0.000698408-0.00565679j -0.0142085-0.010106j -0.000421266-0.00783488j 
