0.0349484+0.0125679j -0.0379223-0.00855216j -0.051549+0.048856j -0.0404788+0.0118654j -0.0193917-0.010383j 0.00190591-0.00937628j 0.021463+0.00330837j 0.0755439-0.000187277j 0.0182454-0.0244524j -0.0143127+0.00353903j -0.000557983-0.019643j -0.0194759+0.00410285j -0.00701931-0.00192998j -0.00111412-0.0325029j -0.0128162-0.0048833j -0.0182218+0.00250357j -0.00737472+0.000265244j -0.0532657+0.00132587j 0.016041-0.000776039j -0.00111114-0.00695322j -0.0325623+0.00161571j -0.0257802+0.0115771j 0.00991296+0.00179641j -0.000962421+0.00108747j 0.00604323-0.00143164j 0.0077081+0.00566064j -0.00196744-0.00566759j -0.00156452-0.0064361j -0.00121231+0.0184749j -0.00944709-0.00759662j 0.000490335-0.00650964j 0.00713989+0.00942587j -0.0384569-0.0209727j 0.021529+0.0155883j -0.0150878-0.005323j -0.0178687+0.0217024j -0.0141516+0.00911048j -0.0164682+0.0123024j 0.00889631-0.0177735j -0.0103731-0.00698408j -0.0322678+0.015738j 0.000193398+0.00605248j -0.0138472-0.0106183j -0.00167217+0.00522897j -0.00208542+0.000631425j 0.0170584+0.0177252j -0.0113471-0.000618663j 0.0407081-0.00955666j -0.0267448-0.0217835j 0.0336652-0.0002669j -0.0203421-0.0134997j 0.0125799-0.011199j -0.00407036-0.0096225j 0.00151638-0.00190824j 0.000704899+0.000497221j 0.00168924-0.0178635j -0.0437688+0.0227187j 0.00901653-0.00825821j 0.0176003-0.0107116j 0.0160257+0.0284889j 0.0234975+0.00451891j 0.01734-0.0112807j 0.00459932-0.00720273j -0.0026676+0.00518315j 0.0468034+0.00544375j -0.0326221-0.0174817j -0.0162102+0.000317701j 0.0146707-0.0162029j 0.00314466-0.00325409j -0.00973877-0.0451252j -0.0320217+0.00276102j 0.0378278-0.00380484j 0.0309189-0.0350583j -0.0590152-0.00458885j 0.0351456-0.00385826j -0.052311+0.0122663j 0.0224069+0.0137236j -0.0081022+0.0384721j 0.0165386+0.00543399j -0.023123-0.0324909j 0.019157+0.0333918j 0.0192477+0.0165653j 0.0406236+0.0504246j -0.00447812-0.0113916j 0.0208741+0.0195648j -0.0100416-0.0155813j 0.00966573-0.00270672j -0.0106535-0.00171822j -0.0654577-0.0631341j -0.0218733-0.0183384j 0.0126909-0.0742672j 0.0053848+0.013415j 0.0091815+0.000369147j -0.132641-0.102099j 0.0177367-0.0811659j -0.157177-0.0886228j -0.00718158-0.0574957j 
-0.0199864+0.0198074j 0.0123196+0.0160066j 0.00330846-0.0283371j 0.0132481-0.00595752j 0.0333263-0.00762137j -0.0184195+0.0129253j -0.0130456+0.00096392j 0.0332349+0.0398433j 0.0200732-0.0284267j -0.00857093-0.00221629j -0.0261368+0.028067j -0.00229081+0.0147497j -0.0101224-0.00663689j 0.0163369-0.0109329j -0.0191907-0.00893336j -0.00208355+0.00905049j -0.00492633-0.0257569j -0.00572942-0.00857506j 0.00617031-0.00683648j 0.00656223+0.0180192j 0.00796304-0.0187091j 0.003506+0.0261149j 0.0033766+0.0134912j -0.0154087+0.0220655j -0.0208648+0.00306114j 0.00473007+0.00807129j -0.00435217+0.0151123j 0.00434707+0.00414008j 0.00429627-0.0275092j 0.0150264+0.0164837j 0.00233352+0.00957173j -0.00903884+0.0250405j 0.0104975+0.0160364j -0.0235248-0.0266178j 0.00530381-0.0225037j 0.00821139-0.0187007j -0.00374105+0.00525266j -0.00548552-0.00410807j -0.00297504+0.0163865j -0.0211603-0.0150996j 0.017067+0.00145116j 0.00960014+0.0228275j -0.00317816+0.0234457j -0.00802666+0.0116272j -0.000812321-0.00558097j -0.0197106+0.0317155j -0.0207328-0.00773437j 0.00699068-0.0129561j -0.00989639+0.0245928j 0.0259212-0.0178842j -0.0381946-0.00979433j 0.0226135-0.00848451j 0.000744795+0.011097j 0.0238075+0.0118479j 0.0109195+0.00104335j -0.0220037+0.0265334j 0.00604835+0.0165027j -0.0440702-0.0254366j -0.0121949+0.0269974j 0.00774134+0.00612573j -0.02233+0.00553095j 0.0260523+0.0133204j -0.0109037-0.0124237j -0.0338756-0.0289399j -0.0183129+0.0176358j -0.0113751-0.0280265j 0.0205829-0.0191435j -0.041174+0.0262118j 0.005418-0.0277831j -0.0348365+0.0213166j -0.0129454+0.0298355j 0.0124801-0.0287559j 0.0311962-0.0275047j 0.0320428+0.0132094j 0.0247801+0.0197346j 0.00837952-0.0216901j 0.0126298-0.0452582j -0.00986061-0.0306827j 0.0664864-0.00573063j 0.0137889+0.0101748j -0.0216398-0.00822008j -0.010216-0.00357744j 0.0426041+0.00593793j 0.0182237-0.0040726j -0.00393829+0.0182012j 0.0332078+0.0258624j -0.0259008-0.0134559j -0.00353618+0.0404419j 0.0159199-0.00757378j -0.0217327-0.00809255j -0.00910489-0.0147649j 0.00750559-0.00528147j -0.00594809-0.0175304j 0.0165955+0.0157834j 0.00404632+0.0137286j 0.00365085+0.0156562j -0.00874291+0.00444548j 
0.00528156+0.000283241j 0.00469038-0.0119988j 0.000706516-0.00674334j 0.00691166+0.00499803j -0.00322224+0.00887335j -0.0116973-0.00928491j 0.0111679-0.00149074j -0.023934-0.0288429j -0.0102309+0.00527225j 0.000364933-0.0173877j -0.0066918-0.000627739j 0.00259663-0.00468676j 0.00600321+0.0118963j -0.00467314-0.00353777j 0.00894402+0.00145012j -0.00145985-0.00385168j -0.00247105+0.00354854j -0.00779852+0.0119777j -0.0103874-0.0128767j -0.00295729-0.00194068j 0.000354102-0.00956575j -0.00685502+0.00308561j 0.0176566-0.00151296j 0.0179542-0.0134582j -0.00110428+0.0139262j -0.00782488+0.00866105j 0.00242719+0.000269748j 0.00933043+0.0110588j 0.0124568+0.00324921j 0.0127142-0.000300507j -0.011319+0.0131327j 0.0117479-0.0249733j -0.0188661-0.0107158j -0.0115403+0.0178455j 0.0044022+0.00709107j 0.00853375+0.00474756j 0.0126371+0.00831039j -0.0189873-0.0059916j -0.0204966+0.0112541j 0.011302-0.00202709j 0.00465657-0.01068j -0.00706399+0.0267737j -0.0238071+0.000133499j 0.000305988+0.0291389j 0.0138667+0.00423876j -0.00386947-0.0190057j 0.0165853+0.0136115j -0.0196089+0.00432167j 0.0112447-0.00254373j -0.00364387+0.0272887j 0.0149688+0.00542031j 0.00664343-0.018888j -0.029658-0.00292496j -0.0056836+0.0121929j -0.00682015-0.0077118j -0.00549793-0.029701j -0.00173132+0.00554045j 0.0124966+0.00838908j 0.0032148-0.0223928j 0.00589093-0.00408243j 0.0201731+0.0206275j 0.000636263-0.0275398j -0.0123268-0.00453087j 0.0204469+0.0304354j 0.0146976+0.0230746j -0.00115515-0.0107556j 0.00381459-0.00276936j 0.0453126+0.0285457j 0.00530423+0.0236414j -0.0212157+0.0190306j 0.0249309-0.00106124j 0.00687711+0.0066429j -0.00481389-0.00564299j 0.00315102-0.00937411j 0.0103828+0.00153331j -0.00539959+0.0166236j 0.00301453+0.00769224j 0.0035628-0.00728268j 0.0176985+0.0283592j 0.0202592-0.00459459j -0.00979057-0.00721831j -0.00373202-0.00905056j -0.00764515-0.00333316j 0.00324796-0.00229389j 0.022619-0.00424307j -0.00498484+0.0221027j -0.000899952-0.00368702j -0.0138932-0.00209606j -0.0145375-0.0125052j -0.00165366+0.00779631j 0.00718407+0.00649905j -0.00958162+0.0183387j 0.00144198+0.000206448j -0.0142344-0.005102j -0.00472944-0.00237841j -0.00159199-0.0188682j 0.01081-0.00338289j 
-0.00726904+0.00813097j -0.00110989-0.00102529j 0.00745447-0.0195092j -0.00547409-0.00525329j -0.00901883+0.0173121j -0.00664501+0.00528422j -0.00898261-0.00761504j -0.0272979+0.00427232j -0.00424886+0.015314j 0.00495685-0.00844118j 0.011896-0.0264958j 0.0075599-0.00214788j 0.015287+0.0181249j -0.00499272+0.00593394j 0.0260196-0.00453588j -0.00490541-0.00596925j 0.00491209+0.0139454j 0.00432487+0.00642254j -0.0201751-0.00746247j 0.00307278+0.0096099j 0.00656937+0.00957399j -1.6778e-05-0.00705923j -0.00830844+0.0048028j 0.0152719-0.00227877j 0.0141704-0.000365488j 0.00452991-0.003556j 0.017251-0.00477245j -0.0185234-0.0153747j 0.0084574+0.014478j 0.00213925+0.0107469j 0.0037131+0.0206257j 0.00743496-0.0240136j 0.000402661+0.0137291j 0.0173553-0.00357409j -0.00576281-0.00436787j 0.000358491-0.0117255j 0.0213567+0.0124038j 0.007407+0.00575264j -0.00698416-0.00312643j 0.0253476+0.00793028j 0.0104402+0.00347072j 0.00303591-0.0107927j 0.0122459-0.0163867j -0.0302052+0.00926873j 0.0280728-0.000312505j 0.00369244-0.0102432j -0.0106826+0.0138523j 0.0151934-0.0154974j 0.0199943+0.0380701j -0.000136966+0.0166827j 0.00397028+0.00735864j -0.0114648+0.0188099j 0.00643812-0.0225959j 0.0179868-0.0151599j 0.0146116+0.0302572j -0.014825+0.0157035j 0.0142849+0.0154932j -0.00607482+0.00286402j -0.00357998-0.0139316j -0.0165533-7.70809e-05j 0.00555775-0.0103282j -0.031363-0.0394688j 0.014542-0.00681678j 0.00973377+0.0346867j -0.0112826+0.0200975j -0.0120869+0.0276426j 0.00732656+0.0172069j 0.0169436-0.0156858j 4.43119e-05+0.0121306j 0.0311693-0.0107746j 0.00311742-0.00242782j -0.0135331+0.00858138j 0.0205187+0.0126223j -0.0126526+0.0103191j -0.0158539-0.0102175j 0.033375+0.0143586j 0.00211664-0.0178888j 0.00556454-0.0174391j -0.0308409+0.000868925j -0.0184743-0.00366853j 0.00708442+0.0120555j -0.000299204-0.00125834j -0.0135997-0.0297002j -0.0184998-0.0137833j -0.0119049-0.0201497j -0.0225964-0.0126632j 0.00576418-0.0146688j -0.00224457-0.00951297j 0.019469+0.0353495j 0.00935803-0.0227106j 0.00125727+0.00830547j 0.00769368+0.0108585j 0.00192434+0.00367514j 0.015178+0.00183221j 0.00286959+0.0170022j 0.0140446+0.00410563j -0.000806668+0.00756632j 
0.0020808-0.00572922j -0.00275148-0.0135108j -0.0142117-0.0161346j 0.0147572-0.0114596j 0.0109541+0.00593919j 0.00918213+0.00813841j 0.020178+0.00862478j -0.00370904-0.00111358j -0.019098-0.00579668j -0.00506771+0.00274521j 0.017135+0.00410193j -0.000369853-0.0123697j 0.000219603+0.0110182j 0.00289431+0.00973892j 0.0249448-0.000447474j -0.00768258-0.0162849j 0.00509027+0.0086734j 0.0067993-0.00841009j -0.015662-0.0240981j -0.00729915+0.0174711j -0.00515322+0.0104755j -0.0132992+0.00403454j -0.0169207+0.002708j -0.00180634+0.0111487j 0.00598286-0.0153453j 0.00132387+0.00492051j 0.00180299+0.0130816j -0.000159541+0.00338702j 0.0218342-0.011401j 0.003032+0.0169645j 0.000701162-0.00979744j 0.0169899+0.0148878j -0.0198962+0.00331595j 0.0249793+0.00322608j 0.0194245+0.0119883j 0.00637991-0.0150927j 0.00296593+0.00822645j -0.0104884+0.0189712j 0.0151204+0.00798215j -0.00171022-0.0119166j 0.00674952+0.0101922j 0.000242273-0.000738245j -0.0106847+0.0157572j -0.00613777+0.0115367j -0.00189799-0.0102853j -0.01269+0.0049712j 0.0150387-1.25363e-05j 0.00512992-0.0198081j 0.00642813-0.0105782j 0.0275775-0.0218829j -0.00539531-0.0171665j -0.007979+0.00801412j -0.0120027+0.0188934j 0.0199371+0.00494456j 0.0140754-0.0104686j 0.00551608+0.000143913j -0.0189549+0.00301731j 0.00865094-0.00687595j -0.016373+0.00905685j 0.00141946-0.00255416j 0.0111053-0.00752428j 0.00511361+0.0243127j -0.00358763-0.00867412j -0.0275635-0.000985541j 0.00725549+0.0202795j -0.00172935+0.0252303j 0.00281775+0.00943653j 0.0199583-0.00561231j 0.0162853-0.0102024j -0.0100186-0.0074696j -0.00377845+0.00337873j 0.00335646-0.000811352j 0.0290558+0.0103543j 0.0208847+0.00653163j 0.0248593-0.00212815j -0.0161968-0.00844718j -0.00731387+0.0041903j 0.0012941-0.0143956j 0.00605568-0.00445249j 0.0119202+0.0161741j -0.0170615-0.0074438j -0.00959494-0.0157754j 0.0068519-0.011906j -0.0211198+0.0104259j 0.00645308-0.00615305j 0.00806046+0.00509736j 0.00572643+0.00268235j 0.00275749+0.0162327j 0.0207075+0.00355527j -0.00250379-0.00911519j 0.0120023-0.0073823j -0.00275943-0.00316934j 0.00361238-0.00683325j 0.000814891+0.016829j -0.0019532+0.00816118j -0.00154945+0.00725608j -0.0140113-0.011965j 
-0.0143168+0.0228744j 0.0229072+0.00138477j 0.0111513-0.0293121j 0.0130998+0.00916293j 0.0154674-0.0145709j -0.00535637-0.000202662j -0.00306452+0.00422238j -0.0142392+0.0133414j 0.0104741+0.0144018j 0.00607423-0.00601343j -0.00875693+0.00446003j -0.0234704+0.0127641j -0.0132293+0.0383869j 0.00321951+0.0134524j 0.00463633-0.0117623j -0.0317807-0.00856794j -0.0163753+0.020201j 0.0159152-0.00109864j -0.00780818+0.00415664j 0.0118339-0.0130441j -0.0106499-0.00038882j 0.0186822+0.0257484j 0.00970619+0.00505035j 0.0187718-0.00659582j -0.0232519+0.0309425j -0.000599222+0.010161j 0.006466-0.00186006j 0.00827685-0.0171013j -0.0141503+0.000113306j -0.00863893+0.00830562j -0.00821203+0.0204562j -0.00792361+0.00981111j -0.0107112+0.00887884j 0.0143783-0.0146477j 0.00130311-0.00923554j 0.0142774+0.00647115j 0.0268247-0.00124115j 0.00661462+0.00768591j 0.011475+0.0133361j -0.0209115+0.00901294j 0.0127295-0.0158439j 0.0101694+0.00723539j 0.0154145+0.0266173j -0.0335772+0.0512457j -0.00803414+0.00545327j 0.0157615-0.0207328j -0.00437447+0.00666183j -0.0106893-0.0245304j -0.00494582+0.0392638j 0.00150672-0.00197413j -0.0200863+0.022435j 0.00843781-0.0131357j -0.0108746+0.00659469j 0.00553252+0.0278714j -0.00471278-0.00301443j 0.0030904-0.0414822j -0.00778656+0.025045j 0.00540255+0.00656965j -0.00259951-0.0131801j -0.0162819-0.0193715j -0.00955248+0.00818144j -0.0130899-0.00420971j -0.00888619-0.0160032j 0.024269-0.00194387j 0.00202626+0.0189493j -0.0156424-0.0131556j -0.0188193+0.0096885j -0.016504+0.0224828j 0.0145844-0.0176908j -0.00743952+0.0056587j 0.00142949-0.00560428j -0.0140101-0.0156738j 0.0222242-0.000517086j 0.0364462-0.016847j -0.0154984+0.00750576j 0.00319827+0.0186157j -0.0264173+0.00591482j -0.0192442+0.00476203j 0.0103105+0.00231656j -0.000105622+0.00262767j 0.0100282+0.00705314j -0.0048424-0.00615925j -0.00912144+0.0111186j 0.0124213+0.0174273j -0.0106533+0.00285293j 0.00489116+0.00674492j -0.00849228+0.00213542j -0.00749066+0.00763648j -0.00636178-0.010113j -0.0202327+0.0116481j -0.00212747+0.019036j 0.00582712-0.000716375j -0.00446323+0.00112564j 0.013288-0.00429187j -0.00257868-0.000992817j 0.00757048-0.00636972j 0.00244347-0.00108213j 
-0.00172478+0.00102531j -0.000561468-0.000234045j 0.00416015+0.0143015j -0.0105502+0.000983924j -0.0107784+0.00625902j 0.0131346-0.00485323j -0.00851306+0.00358172j 0.0265893+4.31446e-05j 0.0131588-0.0172761j 0.027569+0.0166891j -0.00343258-0.0109082j 0.025164+0.0037191j 0.0136225-0.0213395j 0.0218915+0.00308172j 0.00223358-0.000105832j 0.0173457+0.0263487j -0.000769526-0.0165193j -0.000415431-0.0112451j 0.0164314-0.00100219j -0.0246339-0.0309644j -0.00266629+0.00531313j 0.000763804-0.0180726j 0.0216841-0.0258837j -0.00135106-0.0109328j -0.00438062+0.010705j 0.00680107-0.0163392j 0.00855693-0.0072236j -0.00333824+0.0164221j -0.0171723+0.0142468j 0.00502742-0.00665458j 0.00281774-0.0161174j 0.0119382-0.00372414j 0.00771127+0.00379052j -0.00321331+0.0123079j 0.00465699+0.00636379j 0.00106338-0.0109022j 0.010055+0.000301445j 0.00892136+0.00534338j 0.00319075-0.0241182j -0.00134918-0.0125885j -0.0140406+0.00466497j 0.00322902+0.0268719j 0.00982956-0.0216431j -4.54128e-05-0.000234349j -0.0291303-0.0147398j 0.0101686-0.01172j 0.0024523-0.000209752j -0.0169993+0.00586198j 0.00885811-0.0128358j -0.0229509+0.00870725j -0.00926612-0.000645367j 0.0133073+0.0171184j -0.0146802-0.000270618j 0.0206049+0.0208002j 0.00272731+0.00466259j 0.0214854-0.024484j 0.0189785+0.0100936j -0.0203836-0.0113095j -0.0224651-0.00837962j -0.0165072-0.00841636j 0.00671351-0.0281228j 0.000815247+0.016444j -0.0185732+0.00472159j -0.00255619+0.0107983j 0.000189193-0.0145182j -0.00843424+0.0162136j 0.00307395+0.0146874j 0.0406407-0.00270457j -0.0042185-0.00717283j -0.0163228-0.0115088j -0.00945719-0.000134589j -0.00755641+0.0278341j -0.0191792-0.00426855j -0.00626473-0.0205002j 0.00125337-0.011355j -0.0202627-0.0155489j -0.00264272+0.00212185j 0.0126687-0.00464098j -0.0101347+0.0191703j 0.0338167+0.0211139j 0.011972-0.0125889j -0.0138835-0.0196692j 0.00659494-0.0024927j 0.00334481+0.0178566j 0.0237572+0.0099371j 0.0093459+0.002184j -0.00293183-0.00873961j -0.00570933-0.000350697j -0.00420293-0.0202231j -0.0313599+0.00817182j -0.0166238-0.0119059j -0.00358771-0.000622992j -0.00579852+0.00239852j 0.00991716+0.0124268j 0.00095553+0.000753577j 0.0103703+0.00829056j -0.00420696+0.0124972j 
0.00364005-0.00234927j 0.0152366-0.0182031j -0.0134428-0.00229585j 0.00440816-0.0267866j 0.00372524-0.00819434j 0.00765135+0.00648069j 0.0096897+5.73417e-05j -0.0233023-0.00497209j -0.000135094+0.0127996j -0.00328927+0.0121429j 0.0151293+0.00613094j 0.00947917-0.0176975j 0.000514278+0.00119482j 0.00803385+0.00412674j 0.0157502-0.00276066j 0.00682242+0.000858903j -0.00163287+0.00656178j -0.00170451-0.0101725j 0.00767792-0.000600058j -0.0190916+0.00169488j 0.0100482+0.00721552j -0.00397329-0.0184936j 0.00397799-0.0142985j 0.0092437-0.0253642j 0.0141958-0.000364487j -0.0063451-0.0150947j -0.00326429-0.00284771j -0.00431954-0.00296614j -0.0139296-0.00233484j -0.00278256+0.00133852j -0.0104282-0.00290495j -0.000367099-0.00488115j 0.000564177-0.00172495j 0.00976774-0.0159335j 0.00367408+0.00212438j -0.00788159+0.0159784j -0.00240179-0.003606j -0.00469193+0.00778723j -0.00612924-0.0201289j 0.000307201-0.0070465j 0.0122101+0.00639448j -0.0010229-0.0260944j 0.0196265-0.0176161j -0.00666954+0.00624275j -0.00761448-0.0174594j 0.00877754-0.0283002j -0.00905819+0.00262603j -0.0219682-0.00279581j 0.00126218-0.0108397j -0.0113099-0.00480627j 0.00444812+0.00459985j -0.0183772+0.0295803j 0.0164447+0.00151006j 0.0262765+0.01321j 0.0203502+0.0122315j 0.0146741-0.00731278j 0.00978741+0.0169428j -0.0143101-0.0227402j -0.00855578-0.00847959j -0.00456136-0.00742836j 0.0200379-0.0351539j 0.00493659+0.0171167j -0.00569451-0.0130664j -6.61246e-06+0.00624539j 0.00181963-0.0376074j 0.019442+0.0380715j 0.00574044-0.0236349j 0.0343411+0.00341616j -0.0203761+0.0318434j -0.0123754+0.00747843j -0.00750586+0.0281881j -0.0235465-0.016286j -0.0149248+0.00876231j -0.0120131+0.0129588j 0.00909992-0.0295111j -0.0229847-0.0119862j 0.00401382+0.00163318j 0.00944161+0.00617295j 0.00157581+0.00529648j 0.0129352-0.00366571j 0.0126372-0.000818716j -0.0158784-0.00789946j 0.0163722-0.00602403j 0.00279178+0.00727312j 0.00561624-0.000114521j 0.00437186-0.00567569j -0.00455221-0.00649947j 0.00217839-0.000176449j 0.00722297-0.00337905j -0.00625939-0.0157488j 0.0111768-0.0055753j -0.000893115-0.0085751j -0.0156568+0.00324607j 0.0139203-0.00946056j 0.0152337+0.0186364j 0.00017279+0.00045374j 0.0030516-0.00951444j 
-0.00317846+0.00698243j 0.0114366-0.0135549j -0.00899897-0.0155191j 0.0063983-0.0216655j -0.00732669+0.000798379j 0.00351256+0.00100532j -0.00340927+0.012j 0.000518061+0.0189251j 0.0144169-0.0232056j 0.00322337+0.00358011j 0.00313571-0.00512022j 0.00402732-0.00687859j 0.0112703-0.00225671j -0.00686765+0.0229519j 0.00494754+0.00681947j 0.00489483+0.0108428j 0.0203303-0.00205007j -0.00442548+0.013634j -0.00910117+0.00500682j -0.0032462+0.00548207j -0.000467955+0.0156779j -0.00502563+0.000435199j -0.00465408+0.00206173j -0.0082497+0.00876125j 0.00743741+0.00178095j 0.00202793-0.0039109j 0.000637056-0.000466327j 0.00104277+0.00900707j -0.00052604+0.0028112j 0.00497503+0.00399888j -0.00407522+0.00668939j 0.011196-0.00837888j 0.00539545-0.0159995j 0.0110107-0.00306041j 0.0209822-0.00381188j -0.00258574-0.00385236j -0.0136361+0.0160942j 0.00028822+0.00175705j -0.00975007-0.00791807j 0.0205334+0.0105927j 0.0112626+0.016637j -0.0105901-0.0122404j -0.00115707-0.000179993j -0.0267911-0.00689057j 0.0130905-0.0136289j -0.00834617+0.00680272j -0.00463307+0.00417061j 5.90599e-05+0.000212307j -0.00464625+0.00217947j -0.0183515+0.00155023j -0.00346018+0.00199651j -0.0120197-0.00127989j 0.00512774-0.0117931j -0.000737923-0.010244j 0.00164639+0.0098655j -0.0154664+0.0158919j -0.0125818+0.0188253j 0.0187733-0.020972j 0.000381824-0.0178453j -0.0251197-0.0243361j 0.0137112+0.0014233j -0.0322801-0.0318104j -0.000320997-0.0343792j 0.0170313+0.0117026j 0.00545799+0.0101674j 0.0135324+0.0229763j -0.00582316+0.0100691j 0.013683+0.00608785j 0.00346014+0.0170835j 0.0302759-0.0102562j -0.0123137-0.0149713j -0.0289947-0.0263751j 0.025838+0.0149187j -0.0215333-0.00797659j -0.0182727-0.0348798j 0.00877343+0.0459619j -0.00577446-0.003539j 0.00213962-0.0169687j -0.0114357-0.00305063j -0.0238211+0.00356234j 0.0166698+0.00752455j 0.00354885-0.00742072j 0.00222506-0.0180399j -0.00650906+0.0116729j 0.00443211-0.0088589j -0.000372244+0.0119997j -0.001111-0.00642009j -0.0109761+0.00186189j 0.00818792-0.00625033j -0.0195364+0.00197009j 0.00692415-0.00134317j -0.00742133-0.000284344j -0.0087266+0.000128193j 0.000116586+0.000836544j 0.00640084+0.003454j 0.00169534+0.00299353j -0.000776741-0.00471754j 
0.000282456-0.00183456j -0.0107084-0.00389325j 0.00413748-0.0157954j 0.0213051+0.015829j 0.00512831+0.00982198j -0.0167313+0.00259136j 0.00754988+0.0178717j 0.0238368-0.00882774j -0.000107143-0.0177967j 0.0030666+0.00558033j -0.0162743-0.00903279j -0.000257073-0.00147182j 0.00881388+0.0165752j 0.00945498-0.0029649j -0.00401428-0.0164634j 0.0148327-0.00231278j -0.0079311+0.00207308j -0.0208145+0.0107882j 0.00627556+0.00345314j -0.015234+0.00117896j -0.010294+0.0156211j 0.00778302+0.014896j 0.00394692-0.0028464j 0.0116488+0.00165787j -7.38027e-06+0.000794464j -0.0101596+0.0142209j 0.000922726+0.0102117j 0.0248402-0.00251351j 0.0250181-0.0279669j 0.00302141-0.0103511j 0.0103837-0.00130048j 0.0140825+0.0111607j 0.00964893+0.00719121j -0.0138829+0.0033061j 0.0115578+0.0113531j 0.0160539-0.0233148j -0.00908587-0.00894616j -0.0127614-0.0268106j 0.018445+0.0053421j -0.00463339+0.000136797j -0.0115131+0.0137578j -0.0026795-0.00767473j 0.0208791+0.0285723j -0.005884-0.0306307j -0.00656646+0.005773j -0.039416+0.0117818j 0.00797177-0.0105324j 0.0261033+0.0116991j 0.00557523-0.0113124j 0.0121867-0.0224562j 0.00623092-0.00617073j 0.00692162-0.0210907j 0.0085681+0.0116482j -0.00266254-0.0224956j 0.00380367-0.0155909j -0.0108451+0.0102424j -0.0150096-0.00687285j 0.0219255+0.00151467j 0.0133133-0.00563315j -0.00305187-0.00405033j -0.00960112+0.0159554j -0.00119488+0.0068837j -0.0137564-0.00631238j -0.0145208+0.0057895j 0.00603467+0.0269492j 0.00843124-0.0235416j -0.0280579-0.0216459j -0.0292937-0.00547357j 0.00451752+0.00920981j 0.0317887+0.00280963j 0.0215575-0.0021906j 0.01077-0.0152426j 0.0279323+0.00149345j 0.0129215-0.00307899j -0.00367356+0.0181826j 0.0140294+0.022027j 0.0109619-0.0130015j -0.0207885+0.00327889j 0.0138096-0.0252894j -0.0154834-0.0197506j -0.0264185-0.00252282j -0.00436499+0.00954005j 0.0012453-0.00472029j -0.00926009-0.0176725j -0.00216209+0.000536618j 0.0052377+0.0048776j 0.00281889+0.0115563j 0.0100867-0.00295884j 0.00925982-0.00402831j 0.00222358-0.00577669j -0.00658076-0.0160498j -0.00841373-0.00172934j 0.00309146+0.00271843j -0.00922764+0.0181445j -0.0111913-0.00819366j -0.00379573-0.00668343j -0.00162355-0.00551768j 
0.00199643+0.00880612j 0.0031244-0.00847922j -0.000337012-0.020798j 0.018084-0.00469907j -0.000178704+0.00497379j -0.00222418+0.000957799j 0.00451082+0.00942637j 0.0103971+0.00117858j 0.00052722-0.00283189j -0.000385722+0.00465754j 0.00925483+0.00418564j -0.00471222+0.0147459j 0.0229548+0.00731274j 0.00045339+0.0185908j 0.0126625+0.0154503j 0.00909109+0.00850024j 0.0102317+0.005417j 0.00342031+0.00256732j 0.0107955+0.00103626j 0.008575-0.0209662j 0.0243014+0.0132013j -0.00815539+0.00555589j 0.022296+0.003219j -0.00726334+0.000879867j -0.0017342+0.00986901j -0.00569191-0.000921049j -0.00995392-0.0131374j -0.0037774-0.000465311j 0.0264612+0.00469012j 0.00458703-0.0106331j 5.00125e-05+0.0138005j -0.00352704-0.00511577j 0.00265225-0.000333387j 0.00925523+0.00605538j -0.00103487+0.00590941j 0.0161166-0.0101034j 0.00697296+0.0120274j 0.00885669+0.00298353j 0.011223-0.00175678j 3.33645e-05+0.0126598j 0.0209298+0.000943788j -0.00792571-0.0104185j 0.0206934+0.0154403j -0.0320043+0.00538214j 0.00524267-0.025493j -0.0193627-0.00626656j -0.00188267+0.0110065j -0.00174385-0.0016674j 0.0147162-0.00592167j 0.0160266-0.0248498j -0.00821869-0.0100427j 0.000729834+0.0121325j -0.000457873-0.0105408j 0.0331488-0.00826204j 0.0194029+0.0110408j -0.0177555-0.0193943j 0.000226682+0.0181589j -0.0172372-0.0240129j -0.00698539-0.0119353j 0.0161928+0.00139532j -0.01047-0.00114706j 0.0042991+0.00342327j -0.00608308+0.0267912j -0.0124753+0.0102724j 0.000885694+0.0300401j -0.00105224+0.010665j -0.0185919+0.0265018j -0.00244691-0.0121881j 5.1223e-05-0.0322359j -0.0168348-0.00395854j 0.00673277-0.00955542j -0.00114687+0.000849287j 0.0200243+0.00105007j 0.0289574+0.00774288j 0.0143776-0.00446449j -0.0137535+0.00215104j -0.0135445+0.0133219j 0.0039987+0.0263379j -0.00917483+0.0160718j 0.00244923+0.0128634j -0.00545866-0.00195423j 0.00572196+0.000574654j -0.0116255+0.00476821j 0.00563492+0.00604245j 0.0102053+0.00657668j 0.00614112+0.00457133j -0.0059662+0.0110042j -0.00628161+0.00965616j 0.0018287-0.0115386j -0.0153075-0.00696679j 0.00311072+0.000585061j -0.00751484+0.00576744j 0.00146317+0.00263577j -0.00719433-0.00119946j 0.00149023-0.00880305j -0.00618207-0.00770022j 0.000959363-0.0115353j 
